yearvalue(long),county,pqi(long),pqi_description,count_icd_nine(double precision),population_icd_nine(double precision),obs_rate_icd_nine(double precision),risk_adj_rate_icd_nine(double precision),count_icd_one_zero,population_icd_one_zero,obs_rate_icd_one_zero(double precision),risk_adj_rate_icd_one_zero(double precision),annotation_code(double precision),annotation_desc
2005,San Francisco,2,Perforated Appendix,226.0,796.0,28.4,30.5,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2006,San Francisco,2,Perforated Appendix,176.0,754.0,23.3,25.4,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2007,San Francisco,2,Perforated Appendix,150.0,685.0,21.9,23.0,0,***,0.0,0.0,0.8891251848039888,Cell suppressed for small numbers
2008,San Francisco,2,Perforated Appendix,189.0,776.0,24.4,26.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2009,San Francisco,2,Perforated Appendix,175.0,742.0,23.6,25.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2010,San Francisco,2,Perforated Appendix,187.0,742.0,25.2,26.4,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2011,San Francisco,2,Perforated Appendix,194.0,760.0,25.5,26.2,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2012,San Francisco,2,Perforated Appendix,197.0,732.0,26.9,28.3,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2013,San Francisco,2,Perforated Appendix,181.0,679.0,26.7,27.6,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2014,San Francisco,2,Perforated Appendix,208.0,631.0,33.0,33.7,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2015,San Francisco,2,Perforated Appendix,152.0,466.0,32.6,33.2,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2005,San Francisco,3,Diabetes Long-term Complications,520.0,655221.0,79.4,85.4,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2006,San Francisco,3,Diabetes Long-term Complications,538.0,661295.0,81.4,87.5,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2007,San Francisco,3,Diabetes Long-term Complications,534.0,670554.0,79.6,85.7,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2008,San Francisco,3,Diabetes Long-term Complications,482.0,682007.0,70.7,76.1,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2009,San Francisco,3,Diabetes Long-term Complications,451.0,691485.0,65.2,70.2,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2010,San Francisco,3,Diabetes Long-term Complications,447.0,694816.0,64.3,68.8,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2011,San Francisco,3,Diabetes Long-term Complications,461.0,701321.0,65.7,69.9,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2012,San Francisco,3,Diabetes Long-term Complications,509.0,704143.0,72.3,75.7,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2013,San Francisco,3,Diabetes Long-term Complications,505.0,712976.0,70.8,73.9,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2014,San Francisco,3,Diabetes Long-term Complications,409.0,709035.0,57.7,60.1,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2015,San Francisco,3,Diabetes Long-term Complications,329.0,548383.0,60.0,61.9,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2016,San Francisco,3,Diabetes Long-term Complications,0.0,304287.0,0.0,0.0,309,"754,286",41.0,54.6,1.0,Cell suppressed for small numbers
2017,San Francisco,3,Diabetes Long-term Complications,0.0,304287.0,0.0,0.0,378,"759,469",49.8,66.1,1.0,Cell suppressed for small numbers
2018,San Francisco,3,Diabetes Long-term Complications,0.0,304287.0,0.0,0.0,362,"761,819",47.5,62.9,1.0,Cell suppressed for small numbers
2019,San Francisco,3,Diabetes Long-term Complications,0.0,304287.0,0.0,0.0,354,"761,456",46.5,61.1,1.1425736385460463,Cell suppressed for small numbers
2020,San Francisco,3,Diabetes Long-term Complications,0.0,304287.0,0.0,0.0,313,"753,211",41.6,53.6,1.0,Cell suppressed for small numbers
2021,San Francisco,3,Diabetes Long-term Complications,0.0,304287.0,0.0,0.0,346,"698,408",49.5,60.6,1.176759112358174,Cell suppressed for small numbers
2022,San Francisco,3,Diabetes Long-term Complications,0.0,304287.0,0.0,0.0,412,"697,737",59.0,72.3,1.0,Cell suppressed for small numbers
2005,San Francisco,5,COPD or Asthma in Older Adults (Age 40+),1116.0,357352.0,312.3,313.3,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2006,San Francisco,5,COPD or Asthma in Older Adults (Age 40+),1115.0,360603.0,309.2,311.3,0,***,0.0,0.0,0.666520482655713,Cell suppressed for small numbers
2007,San Francisco,5,COPD or Asthma in Older Adults (Age 40+),1047.0,365433.0,286.5,288.5,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2008,San Francisco,5,COPD or Asthma in Older Adults (Age 40+),1192.0,371282.0,321.0,323.7,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2009,San Francisco,5,COPD or Asthma in Older Adults (Age 40+),1220.0,377038.0,323.6,326.8,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2010,San Francisco,5,COPD or Asthma in Older Adults (Age 40+),1223.0,382039.0,320.1,323.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2011,San Francisco,5,COPD or Asthma in Older Adults (Age 40+),1292.0,388325.0,332.7,336.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2012,San Francisco,5,COPD or Asthma in Older Adults (Age 40+),1214.0,395863.0,306.7,310.1,0,***,0.0,0.0,0.5036468435104932,Cell suppressed for small numbers
2013,San Francisco,5,COPD or Asthma in Older Adults (Age 40+),1162.0,401215.0,289.6,291.3,0,***,0.0,0.0,0.6133020789123032,Cell suppressed for small numbers
2014,San Francisco,5,COPD or Asthma in Older Adults (Age 40+),1054.0,401499.0,262.5,265.2,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2015,San Francisco,5,COPD or Asthma in Older Adults (Age 40+),855.0,311071.0,274.9,275.2,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2016,San Francisco,5,COPD or Asthma in Older Adults (Age 40+),0.0,304287.0,0.0,0.0,"1,155","411,930",280.4,428.2,1.2494958307910204,Cell suppressed for small numbers
2017,San Francisco,5,COPD or Asthma in Older Adults (Age 40+),0.0,304287.0,0.0,0.0,"1,181","413,778",285.4,432.2,1.0,Cell suppressed for small numbers
2018,San Francisco,5,COPD or Asthma in Older Adults (Age 40+),0.0,304287.0,0.0,0.0,910,"414,835",219.4,329.2,1.0,Cell suppressed for small numbers
2019,San Francisco,5,COPD or Asthma in Older Adults (Age 40+),0.0,304287.0,0.0,0.0,945,"415,423",227.5,338.1,1.0,Cell suppressed for small numbers
2020,San Francisco,5,COPD or Asthma in Older Adults (Age 40+),0.0,304287.0,0.0,0.0,669,"418,498",159.9,238.8,1.0,Cell suppressed for small numbers
2021,San Francisco,5,COPD or Asthma in Older Adults (Age 40+),0.0,304287.0,0.0,0.0,568,"412,146",137.8,202.6,0.6166992117959614,Cell suppressed for small numbers
2022,San Francisco,5,COPD or Asthma in Older Adults (Age 40+),0.0,304287.0,0.0,0.0,513,"410,860",124.9,181.6,1.0,Cell suppressed for small numbers
2005,San Francisco,7,Hypertension,110.0,655221.0,16.8,17.9,0,***,0.0,0.0,0.598357515115127,Cell suppressed for small numbers
2006,San Francisco,7,Hypertension,111.0,661295.0,16.8,18.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2007,San Francisco,7,Hypertension,159.0,670554.0,23.7,25.4,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2008,San Francisco,7,Hypertension,163.0,682007.0,23.9,25.7,0,***,0.0,0.0,0.5934860729377441,Cell suppressed for small numbers
2009,San Francisco,7,Hypertension,176.0,691485.0,25.5,27.4,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2010,San Francisco,7,Hypertension,168.0,694816.0,24.2,25.9,0,***,0.0,0.0,1.3488764578142212,Cell suppressed for small numbers
2011,San Francisco,7,Hypertension,157.0,701321.0,22.4,23.9,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2012,San Francisco,7,Hypertension,190.0,704143.0,27.0,28.4,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2013,San Francisco,7,Hypertension,195.0,712976.0,27.4,28.7,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2014,San Francisco,7,Hypertension,166.0,709035.0,23.4,24.5,0,***,0.0,0.0,1.0664380491182013,Cell suppressed for small numbers
2015,San Francisco,7,Hypertension,128.0,548383.0,23.3,24.3,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2016,San Francisco,7,Hypertension,0.0,304287.0,0.0,0.0,172,"754,286",22.8,31.1,1.0,Cell suppressed for small numbers
2017,San Francisco,7,Hypertension,0.0,304287.0,0.0,0.0,185,"759,469",24.4,33.1,1.0,Cell suppressed for small numbers
2018,San Francisco,7,Hypertension,0.0,304287.0,0.0,0.0,232,"761,819",30.5,41.2,1.0,Cell suppressed for small numbers
2019,San Francisco,7,Hypertension,0.0,304287.0,0.0,0.0,247,"761,456",32.4,43.5,1.0,Cell suppressed for small numbers
2020,San Francisco,7,Hypertension,0.0,304287.0,0.0,0.0,213,"753,211",28.3,37.5,1.0,Cell suppressed for small numbers
2021,San Francisco,7,Hypertension,0.0,304287.0,0.0,0.0,248,"698,408",35.5,44.7,1.0,Cell suppressed for small numbers
2022,San Francisco,7,Hypertension,0.0,304287.0,0.0,0.0,188,"697,737",26.9,33.8,1.0,Cell suppressed for small numbers
2005,San Francisco,8,Heart Failure,2236.0,655221.0,341.3,367.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2006,San Francisco,8,Heart Failure,2210.0,661295.0,334.2,360.4,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2007,San Francisco,8,Heart Failure,1989.0,670554.0,296.6,319.3,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2008,San Francisco,8,Heart Failure,2181.0,682007.0,319.8,344.6,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2009,San Francisco,8,Heart Failure,2150.0,691485.0,310.9,334.9,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2010,San Francisco,8,Heart Failure,1999.0,694816.0,287.7,305.8,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2011,San Francisco,8,Heart Failure,1865.0,701321.0,265.9,280.5,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2012,San Francisco,8,Heart Failure,1900.0,704143.0,269.8,281.2,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2013,San Francisco,8,Heart Failure,2010.0,712976.0,281.9,291.7,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2014,San Francisco,8,Heart Failure,2063.0,709035.0,291.0,299.8,0,***,0.0,0.0,0.7914995968297921,Cell suppressed for small numbers
2015,San Francisco,8,Heart Failure,1683.0,548383.0,306.9,313.9,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2016,San Francisco,8,Heart Failure,0.0,304287.0,0.0,0.0,"2,247","754,286",297.9,411.8,1.0,Cell suppressed for small numbers
2017,San Francisco,8,Heart Failure,0.0,304287.0,0.0,0.0,"2,235","759,469",294.3,403.4,1.0,Cell suppressed for small numbers
2018,San Francisco,8,Heart Failure,0.0,304287.0,0.0,0.0,"2,280","761,819",299.3,406.1,1.0,Cell suppressed for small numbers
2019,San Francisco,8,Heart Failure,0.0,304287.0,0.0,0.0,"2,214","761,456",290.8,388.8,1.0,Cell suppressed for small numbers
2020,San Francisco,8,Heart Failure,0.0,304287.0,0.0,0.0,"2,062","753,211",273.8,362.9,1.0,Cell suppressed for small numbers
2021,San Francisco,8,Heart Failure,0.0,304287.0,0.0,0.0,"2,414","698,408",345.6,424.9,1.0,Cell suppressed for small numbers
2022,San Francisco,8,Heart Failure,0.0,304287.0,0.0,0.0,"2,309","697,737",330.9,401.6,1.0,Cell suppressed for small numbers
2005,San Francisco,10,Dehydration,765.0,655221.0,116.8,124.5,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2006,San Francisco,10,Dehydration,707.0,661295.0,106.9,114.4,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2007,San Francisco,10,Dehydration,865.0,670554.0,129.0,137.9,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2008,San Francisco,10,Dehydration,747.0,682007.0,109.5,117.2,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2009,San Francisco,10,Dehydration,544.0,691485.0,78.7,84.2,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2010,San Francisco,10,Dehydration,526.0,694816.0,75.7,80.2,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2011,San Francisco,10,Dehydration,458.0,701321.0,65.3,68.8,0,***,0.0,0.0,0.664535482611027,Cell suppressed for small numbers
2012,San Francisco,10,Dehydration,437.0,704143.0,62.1,64.8,0,***,0.0,0.0,0.6548171041507032,Cell suppressed for small numbers
2013,San Francisco,10,Dehydration,451.0,712976.0,63.3,65.7,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2014,San Francisco,10,Dehydration,431.0,709035.0,60.8,62.9,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2015,San Francisco,10,Dehydration,301.0,548383.0,54.9,56.5,0,***,0.0,0.0,0.7966002838850176,Cell suppressed for small numbers
2005,San Francisco,11,Community-Acquired Pneumonia,2043.0,655221.0,311.8,333.3,0,***,0.0,0.0,0.6271971483194672,Cell suppressed for small numbers
2006,San Francisco,11,Community-Acquired Pneumonia,1762.0,661295.0,266.4,285.6,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2007,San Francisco,11,Community-Acquired Pneumonia,1837.0,670554.0,274.0,293.4,0,***,0.0,0.0,0.9294242240527402,Cell suppressed for small numbers
2008,San Francisco,11,Community-Acquired Pneumonia,1796.0,682007.0,263.3,282.5,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2009,San Francisco,11,Community-Acquired Pneumonia,1638.0,691485.0,236.9,254.2,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2010,San Francisco,11,Community-Acquired Pneumonia,1467.0,694816.0,211.1,224.2,0,***,0.0,0.0,1.1294111609935564,Cell suppressed for small numbers
2011,San Francisco,11,Community-Acquired Pneumonia,1410.0,701321.0,201.0,212.1,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2012,San Francisco,11,Community-Acquired Pneumonia,1199.0,704143.0,170.3,177.8,0,***,0.0,0.0,1.3147333049080316,Cell suppressed for small numbers
2013,San Francisco,11,Community-Acquired Pneumonia,1140.0,712976.0,159.9,165.9,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2014,San Francisco,11,Community-Acquired Pneumonia,963.0,709035.0,135.8,140.5,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2015,San Francisco,11,Community-Acquired Pneumonia,758.0,548383.0,138.2,142.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2016,San Francisco,11,Community-Acquired Pneumonia,0.0,304287.0,0.0,0.0,856,"754,286",113.5,155.1,1.0,Cell suppressed for small numbers
2017,San Francisco,11,Community-Acquired Pneumonia,0.0,304287.0,0.0,0.0,590,"759,469",77.7,105.3,1.0,Cell suppressed for small numbers
2018,San Francisco,11,Community-Acquired Pneumonia,0.0,304287.0,0.0,0.0,619,"761,819",81.3,109.0,1.0,Cell suppressed for small numbers
2019,San Francisco,11,Community-Acquired Pneumonia,0.0,304287.0,0.0,0.0,508,"761,456",66.7,88.3,1.0,Cell suppressed for small numbers
2020,San Francisco,11,Community-Acquired Pneumonia,0.0,304287.0,0.0,0.0,349,"753,211",46.3,61.0,1.0,Cell suppressed for small numbers
2021,San Francisco,11,Community-Acquired Pneumonia,0.0,304287.0,0.0,0.0,234,"698,408",33.5,41.1,0.7963675066292865,Cell suppressed for small numbers
2022,San Francisco,11,Community-Acquired Pneumonia,0.0,304287.0,0.0,0.0,287,"697,737",41.1,49.9,1.0,Cell suppressed for small numbers
2005,San Francisco,12,Urinary Tract Infection,764.0,655221.0,116.6,121.6,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2006,San Francisco,12,Urinary Tract Infection,702.0,661295.0,106.2,111.1,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2007,San Francisco,12,Urinary Tract Infection,793.0,670554.0,118.3,123.7,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2008,San Francisco,12,Urinary Tract Infection,906.0,682007.0,132.8,139.2,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2009,San Francisco,12,Urinary Tract Infection,842.0,691485.0,121.8,127.8,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2010,San Francisco,12,Urinary Tract Infection,881.0,694816.0,126.8,131.7,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2011,San Francisco,12,Urinary Tract Infection,780.0,701321.0,111.2,115.1,0,***,0.0,0.0,1.3717918137117997,Cell suppressed for small numbers
2012,San Francisco,12,Urinary Tract Infection,727.0,704143.0,103.2,106.4,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2013,San Francisco,12,Urinary Tract Infection,699.0,712976.0,98.0,100.6,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2014,San Francisco,12,Urinary Tract Infection,629.0,709035.0,88.7,90.6,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2015,San Francisco,12,Urinary Tract Infection,454.0,548383.0,82.8,84.6,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2016,San Francisco,12,Urinary Tract Infection,0.0,304287.0,0.0,0.0,504,"754,286",66.8,86.4,1.0,Cell suppressed for small numbers
2017,San Francisco,12,Urinary Tract Infection,0.0,304287.0,0.0,0.0,453,"759,469",59.6,76.5,1.0,Cell suppressed for small numbers
2018,San Francisco,12,Urinary Tract Infection,0.0,304287.0,0.0,0.0,441,"761,819",57.9,73.5,1.0,Cell suppressed for small numbers
2019,San Francisco,12,Urinary Tract Infection,0.0,304287.0,0.0,0.0,450,"761,456",59.1,74.0,1.0,Cell suppressed for small numbers
2020,San Francisco,12,Urinary Tract Infection,0.0,304287.0,0.0,0.0,327,"753,211",43.4,54.4,1.0,Cell suppressed for small numbers
2021,San Francisco,12,Urinary Tract Infection,0.0,304287.0,0.0,0.0,325,"698,408",46.5,54.3,0.5290693034998022,Cell suppressed for small numbers
2022,San Francisco,12,Urinary Tract Infection,0.0,304287.0,0.0,0.0,352,"697,737",50.4,57.9,1.0,Cell suppressed for small numbers
2005,San Francisco,13,Angina without Procedure,163.0,655221.0,24.9,27.6,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2006,San Francisco,13,Angina without Procedure,132.0,661295.0,20.0,22.2,0,***,0.0,0.0,0.8208059570593205,Cell suppressed for small numbers
2007,San Francisco,13,Angina without Procedure,127.0,670554.0,18.9,21.0,0,***,0.0,0.0,1.4645684247553536,Cell suppressed for small numbers
2008,San Francisco,13,Angina without Procedure,106.0,682007.0,15.5,17.3,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2009,San Francisco,13,Angina without Procedure,129.0,691485.0,18.7,20.7,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2010,San Francisco,13,Angina without Procedure,129.0,694816.0,18.6,20.5,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2011,San Francisco,13,Angina without Procedure,94.0,701321.0,13.4,14.7,0,***,0.0,0.0,1.250957265123657,Cell suppressed for small numbers
2012,San Francisco,13,Angina without Procedure,100.0,704143.0,14.2,15.3,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2013,San Francisco,13,Angina without Procedure,102.0,712976.0,14.3,15.4,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2014,San Francisco,13,Angina without Procedure,126.0,709035.0,17.8,19.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2015,San Francisco,13,Angina without Procedure,82.0,548383.0,15.0,15.9,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2005,San Francisco,14,Uncontrolled Diabetes,29.0,655221.0,4.4,4.7,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2006,San Francisco,14,Uncontrolled Diabetes,23.0,661295.0,3.5,3.7,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2007,San Francisco,14,Uncontrolled Diabetes,26.0,670554.0,3.9,4.1,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2008,San Francisco,14,Uncontrolled Diabetes,33.0,682007.0,4.8,5.1,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2009,San Francisco,14,Uncontrolled Diabetes,29.0,691485.0,4.2,4.4,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2010,San Francisco,14,Uncontrolled Diabetes,22.0,694816.0,3.2,3.3,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2011,San Francisco,14,Uncontrolled Diabetes,19.0,701321.0,2.7,2.8,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2012,San Francisco,14,Uncontrolled Diabetes,29.0,704143.0,4.1,4.3,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2013,San Francisco,14,Uncontrolled Diabetes,21.0,712976.0,2.9,3.1,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2014,San Francisco,14,Uncontrolled Diabetes,23.0,709035.0,3.2,3.4,0,***,0.0,0.0,0.6694030300253749,Cell suppressed for small numbers
2015,San Francisco,14,Uncontrolled Diabetes,11.0,548383.0,2.0,2.1,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2016,San Francisco,14,Uncontrolled Diabetes,0.0,304287.0,0.0,0.0,182,"754,286",24.1,33.3,1.0,Cell suppressed for small numbers
2017,San Francisco,14,Uncontrolled Diabetes,0.0,304287.0,0.0,0.0,152,"759,469",20.0,27.5,1.0,Cell suppressed for small numbers
2018,San Francisco,14,Uncontrolled Diabetes,0.0,304287.0,0.0,0.0,158,"761,819",20.7,28.3,1.0,Cell suppressed for small numbers
2019,San Francisco,14,Uncontrolled Diabetes,0.0,304287.0,0.0,0.0,126,"761,456",16.5,22.4,1.0,Cell suppressed for small numbers
2020,San Francisco,14,Uncontrolled Diabetes,0.0,304287.0,0.0,0.0,163,"753,211",21.6,29.0,1.0,Cell suppressed for small numbers
2021,San Francisco,14,Uncontrolled Diabetes,0.0,304287.0,0.0,0.0,162,"698,408",23.2,29.5,1.0,Cell suppressed for small numbers
2022,San Francisco,14,Uncontrolled Diabetes,0.0,304287.0,0.0,0.0,151,"697,737",21.6,27.4,1.0,Cell suppressed for small numbers
2005,San Francisco,15,Asthma in Younger Adults (Age 18-39),58.0,297869.0,19.5,19.2,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2006,San Francisco,15,Asthma in Younger Adults (Age 18-39),50.0,300692.0,16.6,16.4,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2007,San Francisco,15,Asthma in Younger Adults (Age 18-39),61.0,305121.0,20.0,19.7,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2008,San Francisco,15,Asthma in Younger Adults (Age 18-39),77.0,310725.0,24.8,24.5,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2009,San Francisco,15,Asthma in Younger Adults (Age 18-39),55.0,314447.0,17.5,17.3,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2010,San Francisco,15,Asthma in Younger Adults (Age 18-39),68.0,312777.0,21.7,21.6,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2011,San Francisco,15,Asthma in Younger Adults (Age 18-39),51.0,312996.0,16.3,16.2,0,***,0.0,0.0,0.7207028871056678,Cell suppressed for small numbers
2012,San Francisco,15,Asthma in Younger Adults (Age 18-39),54.0,308280.0,17.5,17.2,0,***,0.0,0.0,0.7130887831285393,Cell suppressed for small numbers
2013,San Francisco,15,Asthma in Younger Adults (Age 18-39),55.0,311761.0,17.6,17.3,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2014,San Francisco,15,Asthma in Younger Adults (Age 18-39),51.0,307536.0,16.6,16.3,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2015,San Francisco,15,Asthma in Younger Adults (Age 18-39),33.0,237312.0,13.9,13.6,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2016,San Francisco,15,Asthma in Younger Adults (Age 18-39),0.0,304287.0,0.0,0.0,43,"342,356",12.6,17.8,1.0,Cell suppressed for small numbers
2017,San Francisco,15,Asthma in Younger Adults (Age 18-39),0.0,304287.0,0.0,0.0,45,"345,691",13.0,18.4,1.346190695802281,Cell suppressed for small numbers
2018,San Francisco,15,Asthma in Younger Adults (Age 18-39),0.0,304287.0,0.0,0.0,53,"346,984",15.3,21.6,1.0,Cell suppressed for small numbers
2019,San Francisco,15,Asthma in Younger Adults (Age 18-39),0.0,304287.0,0.0,0.0,57,"346,033",16.5,23.2,1.0,Cell suppressed for small numbers
2020,San Francisco,15,Asthma in Younger Adults (Age 18-39),0.0,304287.0,0.0,0.0,31,"334,713",9.3,13.1,1.0,Cell suppressed for small numbers
2021,San Francisco,15,Asthma in Younger Adults (Age 18-39),0.0,304287.0,0.0,0.0,26,"286,262",9.1,12.7,0.8676298840482373,Cell suppressed for small numbers
2022,San Francisco,15,Asthma in Younger Adults (Age 18-39),0.0,304287.0,0.0,0.0,24,"286,877",8.4,11.8,1.0,Cell suppressed for small numbers
2005,San Francisco,16,Lower-Extremity Amputation (Diabetes),81.0,655221.0,12.4,13.9,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2006,San Francisco,16,Lower-Extremity Amputation (Diabetes),73.0,661295.0,11.0,12.4,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2007,San Francisco,16,Lower-Extremity Amputation (Diabetes),58.0,670554.0,8.6,9.7,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2008,San Francisco,16,Lower-Extremity Amputation (Diabetes),52.0,682007.0,7.6,8.5,0,***,0.0,0.0,1.2004559750371595,Cell suppressed for small numbers
2009,San Francisco,16,Lower-Extremity Amputation (Diabetes),56.0,691485.0,8.1,9.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2010,San Francisco,16,Lower-Extremity Amputation (Diabetes),58.0,694816.0,8.3,9.2,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2011,San Francisco,16,Lower-Extremity Amputation (Diabetes),61.0,701321.0,8.7,9.5,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2012,San Francisco,16,Lower-Extremity Amputation (Diabetes),50.0,704143.0,7.1,7.7,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2013,San Francisco,16,Lower-Extremity Amputation (Diabetes),64.0,712976.0,9.0,9.6,0,***,0.0,0.0,1.072982676633394,Cell suppressed for small numbers
2014,San Francisco,16,Lower-Extremity Amputation (Diabetes),65.0,709035.0,9.2,9.8,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2015,San Francisco,16,Lower-Extremity Amputation (Diabetes),49.0,548383.0,8.9,9.4,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2016,San Francisco,16,Lower-Extremity Amputation (Diabetes),0.0,304287.0,0.0,0.0,100,"754,286",13.3,17.4,1.0,Cell suppressed for small numbers
2017,San Francisco,16,Lower-Extremity Amputation (Diabetes),0.0,304287.0,0.0,0.0,123,"759,469",16.2,21.2,1.0,Cell suppressed for small numbers
2018,San Francisco,16,Lower-Extremity Amputation (Diabetes),0.0,304287.0,0.0,0.0,130,"761,819",17.1,22.3,1.0,Cell suppressed for small numbers
2019,San Francisco,16,Lower-Extremity Amputation (Diabetes),0.0,304287.0,0.0,0.0,121,"761,456",15.9,20.6,1.0,Cell suppressed for small numbers
2020,San Francisco,16,Lower-Extremity Amputation (Diabetes),0.0,304287.0,0.0,0.0,122,"753,211",16.2,20.5,1.0,Cell suppressed for small numbers
