yearvalue(long),prscrbr_geo_lvl,prscrbr_geo_cd(double precision),prscrbr_geo_desc,breakout_type,breakout,tot_prscrbrs(double precision),tot_opioid_prscrbrs(double precision),tot_opioid_clms(double precision),tot_clms(double precision),opioid_prscrbng_rate(double precision),opioid_prscrbng_rate_five_y_chg(double precision),opioid_prscrbng_rate_one_y_chg(double precision),la_tot_opioid_clms(double precision),la_opioid_prscrbng_rate(double precision),la_opioid_prscrbng_rate_five_y_chg(double precision),la_opioid_prscrbng_rate_one_y_chg(double precision)
2021,County,6017.0,California:El Dorado,Totals,Rural,431.0,276.0,26618.0,403779.0,6.59,-0.73,-0.06,2899.0,10.89,-0.87,-1.79
2021,County,6019.0,National,Totals,Urban,3080.0,1897.0,178288.0,3794304.0,4.7,-1.35,-0.19,17840.0,10.01,-1.63,-0.57
2021,County,6021.0,Colorado,Totals,Rural,43.0,34.0,3448.0,72134.0,4.78,-3.1,-0.13,282.0,8.18,-4.5,-2.34
2021,County,6023.0,Idaho,Totals,Urban,458.0,305.0,31465.0,524350.0,6.0,-2.76,-0.12,4528.0,14.39,-4.31,-1.18
2021,County,6025.0,Delaware,Totals,Rural,330.0,203.0,22456.0,700069.0,3.21,-0.5,-0.07,2133.0,9.5,-2.86,-1.25
2021,County,6027.0,West Virginia,Totals,Rural,64.0,40.0,2304.0,59955.0,3.84,-1.01,-0.05,356.0,15.45,0.33,1.11
2021,County,6029.0,Idaho,Totals,Rural,2101.0,1360.0,143945.0,2852468.0,5.05,-1.16,-0.23,13986.0,9.72,-1.37,-0.09
2021,County,6031.0,California,Totals,Urban,309.0,201.0,19462.0,407335.0,4.78,-0.69,-0.09,1023.0,5.26,-1.94,0.49
2021,County,6033.0,Alabama:Houston,Totals,Urban,121.0,77.0,6452.0,232866.0,2.77,-5.1,-0.72,411.0,6.37,-12.47,-2.01
2021,County,6035.0,Florida,Totals,Rural,52.0,37.0,2972.0,53140.0,5.59,-4.2,-0.47,221.0,7.44,-9.52,-2.13
2021,County,6037.0,Arkansas,Totals,Urban,35845.0,20856.0,1153382.0,39992898.0,2.88,-0.81,-0.08,82703.0,7.17,-2.04,-0.47
2021,County,6039.0,Connecticut,Totals,Rural,237.0,143.0,10305.0,281686.0,3.66,-2.07,-0.2,491.0,4.76,-2.24,-0.13
2021,County,6041.0,Florida,Totals,Rural,971.0,482.0,34660.0,738671.0,4.69,-0.63,-0.05,4645.0,13.4,-3.4,-1.84
2021,County,6043.0,Connecticut,Totals,Rural,27.0,21.0,828.0,21707.0,3.81,-5.38,-0.85,54.0,6.52,-8.43,-0.27
2021,County,6045.0,Nebraska,Totals,Rural,294.0,181.0,21627.0,306914.0,7.05,-1.68,0.03,2908.0,13.45,-6.38,-1.29
2021,County,6047.0,Hawaii,Totals,Rural,541.0,383.0,38539.0,800953.0,4.81,-1.67,-0.39,2355.0,6.11,-4.59,-0.78
2021,County,6049.0,California,Totals,Urban,17.0,12.0,1435.0,24631.0,5.83,-4.26,-1.32,160.0,11.15,-3.66,1.82
2021,County,6051.0,Hawaii,Totals,Rural,31.0,23.0,687.0,11658.0,5.89,-2.57,-0.85,49.0,7.13,-0.81,-1.38
2021,County,6053.0,Kansas,Totals,Urban,1202.0,713.0,44986.0,1147283.0,3.92,-1.32,-0.02,4005.0,8.9,-3.7,-0.84
2021,County,6055.0,Alaska,Totals,Rural,503.0,271.0,18682.0,482608.0,3.87,-2.71,-0.71,1507.0,8.07,-9.83,-3.54
2021,County,6057.0,Mississippi,Totals,Rural,300.0,209.0,19234.0,358097.0,5.37,-1.65,-0.21,1845.0,9.59,-5.87,-1.18
2021,County,6059.0,California:Orange,Totals,Urban,11759.0,6959.0,415737.0,12453177.0,3.34,-0.78,-0.05,37510.0,9.02,-3.49,-0.79
2021,County,6061.0,Connecticut,Totals,Rural,1390.0,918.0,97829.0,1670907.0,5.85,-1.35,0.09,12940.0,13.23,-1.48,0.35
2021,County,6063.0,Alabama,Totals,Rural,51.0,39.0,3128.0,59070.0,5.3,-3.7,-0.39,307.0,9.81,-5.25,-2.98
2021,County,6065.0,Oregon,Totals,Rural,5818.0,3619.0,363429.0,7873607.0,4.62,-1.53,-0.37,30828.0,8.48,-2.82,-0.77
2021,County,6067.0,Florida,Totals,Urban,5953.0,3766.0,273194.0,5678355.0,4.81,-1.67,-0.24,30736.0,11.25,-3.17,-1.29
2021,County,6069.0,Arkansas,Totals,Rural,82.0,48.0,2504.0,90971.0,2.75,-3.16,0.01,283.0,11.3,-0.99,-2.59
2021,County,6071.0,Colorado,Totals,Rural,6184.0,4005.0,343498.0,6813583.0,5.04,-1.47,-0.07,28270.0,8.23,-2.12,-0.64
2021,County,6073.0,Colorado,Totals,Rural,11874.0,6982.0,384388.0,10531148.0,3.65,-1.41,-0.11,38079.0,9.91,-3.14,-1.13
2021,County,6075.0,Delaware,Totals,Rural,5734.0,3070.0,104600.0,3667113.0,2.85,-1.07,-0.13,14809.0,14.16,-3.5,-1.32
2021,County,6077.0,Kansas,Totals,Urban,1658.0,1026.0,104050.0,2485508.0,4.19,-1.86,-0.17,9260.0,8.9,-2.56,-0.47
2021,County,6079.0,Alabama,Totals,Urban,915.0,546.0,52071.0,1110278.0,4.69,0.0,0.42,4646.0,8.92,-3.97,-0.62
2021,County,6081.0,National,Totals,Rural,2359.0,1303.0,62416.0,1938359.0,3.22,-1.1,-0.08,9439.0,15.12,-0.23,-0.86
2021,County,6083.0,District of Columbia,Totals,Rural,1550.0,945.0,66707.0,1480503.0,4.51,-1.23,-0.8,6173.0,9.25,-2.54,-0.28
2021,County,6085.0,West Virginia,Totals,Rural,8121.0,4566.0,157525.0,5523151.0,2.85,-1.02,-0.01,15100.0,9.59,-2.65,-0.47
2021,County,6087.0,National,Totals,Urban,956.0,618.0,37254.0,864419.0,4.31,-1.48,-0.16,4329.0,11.62,-3.56,-1.37
2021,County,6089.0,Indiana,Totals,Rural,746.0,461.0,56070.0,972574.0,5.77,-2.58,-0.31,5821.0,10.38,-5.05,-0.45
2021,County,6091.0,California:Sierra,Totals,Rural,2.0,2.0,155.0,3626.0,4.27,-0.03,-0.26,0.0,0.0,0.0,0.0
2021,County,6093.0,New Mexico,Totals,Urban,124.0,94.0,11056.0,166382.0,6.64,-2.42,0.1,1436.0,12.99,-5.3,-1.22
2021,County,6095.0,Tennessee,Totals,Urban,1225.0,784.0,56877.0,1128923.0,5.04,-2.03,-0.17,5420.0,9.53,-5.79,-0.74
2021,County,6097.0,National,Totals,Rural,1655.0,1020.0,85461.0,1555772.0,5.49,-1.39,0.04,10676.0,12.49,-4.13,-0.73
2021,County,6099.0,California,Totals,Rural,1582.0,1078.0,141620.0,2322723.0,6.1,-1.64,-0.42,15397.0,10.87,-3.62,-1.07
2021,County,6101.0,Iowa,Totals,Urban,300.0,204.0,26649.0,506174.0,5.26,-2.25,-0.2,2644.0,9.92,-4.19,-1.13
2021,County,6103.0,Alaska,Totals,Rural,148.0,101.0,12514.0,238215.0,5.25,-3.27,-0.66,1327.0,10.6,-2.14,-0.66
2021,County,6105.0,Florida,Totals,Rural,21.0,17.0,2612.0,32443.0,8.05,-3.04,-0.46,336.0,12.86,-4.68,-0.75
2021,County,6107.0,West Virginia,Totals,Urban,1156.0,729.0,80272.0,1481814.0,5.42,-0.26,-0.11,8991.0,11.2,1.16,-0.9
2021,County,6109.0,New York,Totals,Urban,189.0,132.0,17250.0,266888.0,6.46,-1.14,0.27,2144.0,12.43,-3.8,-0.48
2021,County,6111.0,Iowa,Totals,Rural,2603.0,1645.0,100025.0,2572106.0,3.89,-1.39,-0.2,7667.0,7.67,-4.18,-0.84
2021,County,6113.0,Montana,Totals,Rural,542.0,342.0,27493.0,630377.0,4.36,-1.76,-0.2,2705.0,9.84,-4.96,-0.44
2021,County,6115.0,California:Yuba,Totals,Urban,125.0,90.0,10168.0,150097.0,6.77,-3.43,-1.04,921.0,9.06,-1.48,-2.19
2021,County,8001.0,Hawaii,Totals,Urban,2822.0,1866.0,74083.0,1412461.0,5.24,-1.99,-0.07,10237.0,13.82,-2.56,-0.3
2021,County,8003.0,Arkansas:Howard,Totals,Urban,76.0,51.0,3458.0,74825.0,4.62,-3.3,-0.22,228.0,6.59,-9.75,-3.44
2021,County,8005.0,Kansas,Totals,Urban,2678.0,1794.0,107549.0,2140984.0,5.02,-2.46,-0.15,14473.0,13.46,-3.44,-0.5
2021,County,8007.0,Alaska,Totals,Rural,48.0,37.0,2308.0,41773.0,5.53,-0.33,0.46,175.0,7.58,-6.87,0.45
2021,County,8009.0,Georgia,Totals,Rural,12.0,9.0,980.0,21715.0,4.51,-2.71,-1.13,230.0,23.47,-11.65,-2.61
2021,County,8011.0,Mississippi,Totals,Urban,3.0,2.0,193.0,4842.0,3.99,-0.77,-0.28,24.0,12.44,-9.06,4.63
2021,County,8013.0,Georgia,Totals,Rural,1627.0,1095.0,64293.0,1263617.0,5.09,-1.78,-0.17,8735.0,13.59,-3.65,-1.03
2021,County,8014.0,Arkansas,Totals,Urban,240.0,172.0,6779.0,134679.0,5.03,-3.28,-0.99,335.0,4.94,-15.0,-6.03
2021,County,8015.0,Hawaii,Totals,Urban,75.0,57.0,4555.0,83115.0,5.48,-2.23,-1.11,625.0,13.72,-2.65,-0.4
2021,County,8017.0,Pennsylvania,Totals,Rural,3.0,3.0,478.0,7194.0,6.64,-0.7,0.85,71.0,14.85,-7.46,-2.25
2021,County,8019.0,Montana,Totals,Urban,4.0,3.0,16.0,179.0,8.94,-9.88,-0.21,0.0,0.0,0.0,0.0
2021,County,8021.0,Connecticut,Totals,Rural,13.0,10.0,1001.0,28772.0,3.48,-5.63,-0.63,57.0,5.69,-5.7,-0.76
2021,County,8023.0,Wyoming,Totals,Urban,2.0,2.0,98.0,1564.0,6.27,-0.98,-0.12,0.0,0.0,-17.34,0.0
2021,County,8025.0,Connecticut,Totals,Rural,2.0,1.0,102.0,2951.0,3.46,-0.42,-0.23,0.0,0.0,0.0,0.0
2021,County,8027.0,Illinois,Totals,Urban,8.0,6.0,231.0,5345.0,4.32,-20.45,-0.89,0.0,0.0,0.0,0.0
2021,County,8029.0,Arkansas,Totals,Rural,88.0,71.0,7261.0,125924.0,5.77,-0.7,-0.42,918.0,12.64,-3.51,0.05
2021,County,8031.0,Idaho,Totals,Urban,3240.0,2097.0,104175.0,1936253.0,5.38,-1.57,-0.26,10788.0,10.36,-3.24,-0.48
2021,County,8033.0,Idaho,Totals,Rural,4.0,4.0,312.0,2966.0,10.52,-0.59,-3.3,24.0,7.69,7.69,-3.19
2021,County,8035.0,Colorado,Totals,Rural,1303.0,845.0,49074.0,962587.0,5.1,-0.71,-0.31,5735.0,11.69,0.69,-0.75
2021,County,8037.0,National,Totals,Urban,194.0,146.0,4430.0,70882.0,6.25,-0.48,1.01,167.0,3.77,-7.66,-3.28
2021,County,8039.0,National,Totals,Urban,9.0,6.0,398.0,9458.0,4.21,-1.2,-0.43,54.0,13.57,3.87,0.35
2021,County,8041.0,Connecticut,Totals,Urban,2424.0,1669.0,110354.0,1793193.0,6.15,-1.62,-0.29,16349.0,14.82,-1.46,-0.73
2021,County,8043.0,Alabama,Totals,Urban,100.0,77.0,11042.0,151403.0,7.29,1.78,0.26,2392.0,21.66,7.12,1.59
2021,County,8045.0,Alaska,Totals,Urban,203.0,159.0,6717.0,158159.0,4.25,-1.71,0.15,501.0,7.46,-4.7,-0.51
2021,County,8047.0,Wyoming,Totals,Urban,2.0,1.0,246.0,7667.0,3.21,-10.69,0.43,54.0,21.95,2.68,11.88
2021,County,8049.0,Wyoming,Totals,Urban,36.0,31.0,1018.0,24528.0,4.15,-0.79,0.05,139.0,13.65,1.71,-1.29
2021,County,8051.0,Delaware,Totals,Urban,54.0,44.0,1341.0,26591.0,5.04,-3.09,-0.3,122.0,9.1,-6.81,-3.37
2021,County,8053.0,National,Totals,Urban,5.0,4.0,73.0,3112.0,2.35,-3.35,0.56,0.0,0.0,0.0,0.0
2021,County,8055.0,Colorado,Totals,Urban,26.0,22.0,1765.0,31423.0,5.62,-1.27,-0.17,46.0,2.61,-4.6,-0.33
2021,County,8057.0,Delaware,Totals,Urban,1.0,1.0,15.0,747.0,2.01,-1.32,-0.21,0.0,0.0,0.0,0.0
2021,County,8059.0,Wyoming,Totals,Urban,1937.0,1393.0,115773.0,2251168.0,5.14,-2.11,-0.11,15744.0,13.6,-3.66,-0.23
2021,County,8061.0,Connecticut,Totals,Rural,2.0,2.0,140.0,3680.0,3.8,-0.16,-2.45,19.0,13.57,0.0,-7.74
2021,County,8063.0,Nebraska,Totals,Rural,12.0,10.0,682.0,27048.0,2.52,-1.87,-0.72,67.0,9.82,-7.54,1.85
2021,County,8065.0,Connecticut,Totals,Rural,17.0,16.0,283.0,8240.0,3.43,-3.49,0.82,0.0,0.0,0.0,0.0
2021,County,8067.0,Illinois,Totals,Rural,314.0,223.0,8649.0,229531.0,3.77,-1.76,0.01,667.0,7.71,-4.03,-0.25
2021,County,8069.0,National,Totals,Rural,1413.0,1004.0,65495.0,1245653.0,5.26,-2.03,-0.26,8018.0,12.24,-6.6,-1.56
2021,County,8071.0,New Mexico,Totals,Urban,30.0,21.0,4076.0,56608.0,7.2,-0.79,0.22,601.0,14.74,-0.07,4.04
2021,County,8073.0,Washington,Totals,Urban,20.0,16.0,1500.0,32731.0,4.58,-3.28,-0.71,217.0,14.47,-6.43,-2.1
2021,County,8075.0,Arizona,Totals,Urban,50.0,31.0,3523.0,99945.0,3.52,-1.5,-0.38,515.0,14.62,-0.58,1.45
2021,County,8077.0,Florida,Totals,Rural,682.0,511.0,31090.0,631250.0,4.93,-1.78,0.06,3045.0,9.79,-4.65,-1.75
2021,County,8079.0,Hawaii,Totals,Urban,2.0,2.0,118.0,1834.0,6.43,-7.82,-1.46,34.0,28.81,-7.4,0.0
2021,County,8081.0,Hawaii,Totals,Urban,38.0,33.0,1757.0,31407.0,5.59,-3.15,0.49,240.0,13.66,-0.22,0.39
2021,County,8083.0,Arkansas,Totals,Urban,91.0,73.0,5005.0,75257.0,6.65,-1.38,0.7,505.0,10.09,-7.68,1.13
2021,County,8085.0,Connecticut,Totals,Rural,178.0,136.0,9145.0,214282.0,4.27,-2.8,-0.55,924.0,10.1,-5.28,-1.48
2021,County,8087.0,New Jersey,Totals,Rural,64.0,47.0,3214.0,76979.0,4.18,-1.99,-0.38,162.0,5.04,-12.84,-2.11
2021,County,8089.0,Connecticut,Totals,Rural,49.0,38.0,3203.0,83845.0,3.82,-2.13,0.02,421.0,13.14,-5.11,0.36
2021,County,8091.0,National,Totals,Rural,11.0,8.0,400.0,7868.0,5.08,-2.43,0.93,48.0,12.0,0.4,-0.44
2021,County,8093.0,Tennessee,Totals,Rural,4.0,4.0,955.0,2921.0,32.69,23.02,30.15,304.0,31.83,7.54,31.83
2021,County,8095.0,Virgin Islands,Totals,Rural,18.0,15.0,874.0,28005.0,3.12,-1.37,-0.52,80.0,9.15,-10.51,4.09
2021,County,8097.0,Delaware,Totals,Rural,92.0,63.0,2095.0,39499.0,5.3,-0.51,0.58,352.0,16.8,2.39,2.07
2021,County,8099.0,Georgia,Totals,Urban,35.0,27.0,2149.0,46404.0,4.63,-1.39,-0.57,286.0,13.31,-4.56,-0.69
2021,County,8101.0,Montana,Totals,Urban,768.0,520.0,55196.0,927057.0,5.95,-1.65,-0.27,5682.0,10.29,-2.98,0.49
2021,County,8103.0,Florida,Totals,Rural,21.0,18.0,1182.0,15539.0,7.61,-0.75,-0.21,105.0,8.88,-9.57,0.85
2021,County,8105.0,Kansas,Totals,Rural,32.0,25.0,3508.0,63401.0,5.53,-2.55,-0.01,457.0,13.03,-1.73,-0.35
2021,County,8107.0,New Mexico,Totals,Urban,112.0,84.0,4067.0,69106.0,5.89,-1.65,-0.26,326.0,8.02,-8.2,-1.49
2021,County,8109.0,Tennessee,Totals,Urban,3.0,0.0,0.0,65.0,0.0,-13.91,0.0,0.0,0.0,0.0,0.0
2021,County,8113.0,Kentucky,Totals,Urban,21.0,18.0,635.0,12011.0,5.29,-0.94,-0.11,53.0,8.35,1.03,0.91
2021,County,8115.0,Idaho,Totals,Rural,5.0,5.0,418.0,14405.0,2.9,-1.81,-0.33,46.0,11.0,-6.16,2.21
2021,County,8117.0,Hawaii,Totals,Urban,106.0,72.0,1312.0,37274.0,3.52,-4.91,-0.07,39.0,2.97,-17.83,-0.2
2021,County,8119.0,Kansas,Totals,Urban,39.0,31.0,1606.0,46380.0,3.46,-3.63,0.0,122.0,7.6,-12.55,0.22
2021,County,8121.0,Wyoming,Totals,Rural,6.0,4.0,242.0,10921.0,2.22,-4.42,0.01,60.0,24.79,-7.12,6.19
2021,County,8123.0,Connecticut,Totals,Urban,677.0,498.0,35632.0,726835.0,4.9,-1.47,-0.07,5198.0,14.59,-0.08,1.39
2021,County,8125.0,Virgin Islands,Totals,Rural,24.0,21.0,1482.0,42749.0,3.47,-1.89,-0.12,148.0,9.99,-9.75,0.08
2021,County,9001.0,Arkansas:Prairie,Totals,Rural,4446.0,2441.0,121235.0,3825940.0,3.17,-0.59,-0.12,14130.0,11.66,-4.64,-2.11
2021,County,9003.0,Missouri,Totals,Rural,5608.0,3228.0,155636.0,5192818.0,3.0,-0.89,0.06,19548.0,12.56,-2.5,0.75
2021,County,9005.0,Washington,Totals,Rural,448.0,251.0,17032.0,568116.0,3.0,-1.59,-0.22,1552.0,9.11,-6.93,-1.62
2021,County,9007.0,Kentucky,Totals,Rural,624.0,358.0,18937.0,655326.0,2.89,-1.25,-0.22,2046.0,10.8,-4.59,-1.29
2021,County,9009.0,Tennessee,Totals,Rural,5742.0,3206.0,166291.0,4613419.0,3.6,-0.94,-0.05,25806.0,15.52,-2.96,-0.74
2021,County,9011.0,National,Totals,Rural,933.0,563.0,40431.0,1162166.0,3.48,-1.01,-0.07,5237.0,12.95,-4.23,-1.39
2021,County,9013.0,Connecticut,Totals,Rural,285.0,149.0,11421.0,421537.0,2.71,-1.5,-0.46,1505.0,13.18,-4.65,-2.49
2021,County,9015.0,Iowa,Totals,Rural,293.0,184.0,14381.0,491440.0,2.93,-1.61,-0.09,2115.0,14.71,-4.86,-1.14
2021,County,10001.0,National,Totals,Rural,546.0,326.0,20867.0,667165.0,3.13,-3.06,-0.13,2461.0,11.79,-8.07,-0.74
2021,County,10003.0,Mississippi,Totals,Rural,2641.0,1638.0,104614.0,2439747.0,4.29,-2.02,0.08,18725.0,17.9,-1.08,-0.44
2021,County,10005.0,Arkansas:Chicot,Totals,Rural,726.0,472.0,53546.0,1316734.0,4.07,-1.27,-0.34,8546.0,15.96,-3.05,-0.06
2021,County,11001.0,California,Totals,Urban,4919.0,2822.0,61183.0,1982997.0,3.09,-1.14,-0.19,5499.0,8.99,-1.68,-1.66
2021,County,12001.0,Montana,Totals,Rural,2757.0,1535.0,105662.0,1685011.0,6.27,-1.03,-0.23,15299.0,14.48,-2.19,-0.8
2021,County,12003.0,Florida:Baker,Totals,Urban,42.0,17.0,963.0,41200.0,2.34,-0.84,-0.5,164.0,17.03,13.85,1.43
2021,County,12005.0,New Mexico,Totals,Rural,661.0,405.0,59196.0,850780.0,6.96,-1.96,-0.57,4180.0,7.06,-1.82,-0.65
2021,County,12007.0,Missouri,Totals,Urban,38.0,31.0,4171.0,71632.0,5.82,-1.39,-0.24,651.0,15.61,-4.8,-2.66
2021,County,12009.0,Hawaii,Totals,Rural,2139.0,1275.0,173451.0,3120301.0,5.56,-1.25,-0.38,22120.0,12.75,-2.9,-1.07
2021,County,12011.0,California,Totals,Urban,7642.0,3956.0,256011.0,8055743.0,3.18,-1.17,-0.09,34345.0,13.42,-0.78,-0.73
2021,County,12013.0,California:El Dorado,Totals,Rural,24.0,18.0,3098.0,98364.0,3.15,-0.64,0.15,125.0,4.03,-1.44,0.14
2021,County,12015.0,National,Totals,Rural,647.0,404.0,69157.0,1391432.0,4.97,-1.48,-0.36,11706.0,16.93,-2.91,-0.57
2021,County,12017.0,Tennessee,Totals,Urban,522.0,280.0,75616.0,1079380.0,7.01,0.08,-0.45,9856.0,13.03,-2.48,-1.53
2021,County,12019.0,Hawaii,Totals,Urban,723.0,372.0,50285.0,777960.0,6.46,-3.02,0.64,6968.0,13.86,-6.39,-1.04
2021,County,12021.0,Virginia,Totals,Rural,1579.0,896.0,80601.0,1999661.0,4.03,-1.51,-0.33,10825.0,13.43,-4.5,-1.0
2021,County,12023.0,Florida,Totals,Urban,206.0,103.0,26179.0,380694.0,6.88,-0.66,-0.64,2831.0,10.81,-3.96,-0.23
2021,County,12027.0,Indiana,Totals,Urban,61.0,23.0,2027.0,109660.0,1.85,-1.34,0.15,50.0,2.47,-0.13,1.1
2021,County,12029.0,Florida,Totals,Urban,6.0,3.0,889.0,23300.0,3.82,-1.32,2.47,101.0,11.36,0.0,11.36
2021,County,12031.0,Alaska,Totals,Urban,5364.0,3095.0,296965.0,4994885.0,5.95,-1.76,-0.58,35685.0,12.02,-4.16,-1.32
2021,County,12033.0,Kansas,Totals,Urban,1604.0,969.0,137878.0,1776159.0,7.76,-0.66,0.14,9363.0,6.79,-4.65,-1.05
2021,County,12035.0,National,Totals,Rural,260.0,160.0,27540.0,505929.0,5.44,-0.45,0.27,2261.0,8.21,-6.04,-0.93
2021,County,12037.0,Florida:Baker,Totals,Urban,20.0,9.0,230.0,34236.0,0.67,-1.54,0.18,0.0,0.0,-2.67,0.0
2021,County,12039.0,District of Columbia,Totals,Rural,36.0,16.0,1311.0,68520.0,1.91,-0.5,-0.26,101.0,7.7,-1.54,0.63
2021,County,12041.0,California,Totals,Rural,20.0,13.0,1878.0,55908.0,3.36,-1.41,0.28,38.0,2.02,1.22,0.67
2021,County,12043.0,Alabama:Russell,Totals,Urban,7.0,1.0,0.0,3331.0,3.6,-1.32,-0.21,0.0,0.0,0.0,0.0
2021,County,12045.0,Delaware,Totals,Rural,36.0,22.0,2634.0,60426.0,4.36,-1.2,-0.4,66.0,2.51,-1.75,-0.57
2021,County,12047.0,Alabama:Geneva,Totals,Urban,5.0,4.0,771.0,22413.0,3.44,0.47,-0.72,0.0,0.0,0.0,0.0
2021,County,12049.0,Colorado,Totals,Urban,34.0,21.0,2013.0,77831.0,2.59,0.84,0.07,12.0,0.6,-1.57,-1.22
2021,County,12051.0,Hawaii,Totals,Urban,42.0,29.0,1149.0,64604.0,1.78,-0.54,0.15,48.0,4.18,-0.81,0.71
2021,County,12053.0,Hawaii,Totals,Urban,700.0,379.0,86832.0,1428180.0,6.08,-1.97,-0.48,12884.0,14.84,-4.52,-0.74
2021,County,12055.0,District of Columbia,Totals,Rural,346.0,218.0,30071.0,738824.0,4.07,-0.85,0.01,2252.0,7.49,-1.61,-0.08
2021,County,12057.0,Arkansas,Totals,Urban,6744.0,3750.0,337001.0,7252393.0,4.65,-1.53,-0.24,42176.0,12.52,-3.15,0.04
2021,County,12059.0,Colorado,Totals,Rural,31.0,24.0,3649.0,82880.0,4.4,-1.26,-0.1,199.0,5.45,1.85,-0.4
2021,County,12061.0,Hawaii,Totals,Urban,695.0,400.0,54339.0,1114553.0,4.88,-0.77,0.3,6648.0,12.23,-1.75,-0.52
2021,County,12063.0,National,Totals,Urban,115.0,73.0,9206.0,226933.0,4.06,-1.37,-0.12,553.0,6.01,-3.1,-0.3
2021,County,12065.0,Mississippi,Totals,Urban,10.0,5.0,163.0,24737.0,0.66,-0.82,-0.12,0.0,0.0,0.0,0.0
2021,County,12067.0,Nebraska,Totals,Rural,5.0,1.0,686.0,19504.0,3.52,-1.06,0.11,0.0,0.0,0.0,0.0
2021,County,12069.0,New Jersey,Totals,Urban,1299.0,775.0,102197.0,2603355.0,3.93,-1.64,-0.35,12001.0,11.74,-4.86,-1.34
2021,County,12071.0,California,Totals,Rural,2985.0,1705.0,187486.0,4187757.0,4.48,-1.37,0.01,25906.0,13.82,-3.78,-0.48
2021,County,12073.0,National,Totals,Rural,1238.0,695.0,79291.0,1433705.0,5.53,-0.1,0.19,8257.0,10.41,-1.83,-0.45
2021,County,12075.0,California,Totals,Urban,45.0,27.0,2246.0,89426.0,2.51,-0.71,-0.1,64.0,2.85,-3.41,0.0
2021,County,12077.0,National,Totals,Urban,10.0,3.0,0.0,14731.0,3.6,-1.32,-0.21,0.0,0.0,0.0,0.0
2021,County,12079.0,Florida,Totals,Urban,20.0,13.0,2706.0,85475.0,3.17,-3.34,-0.16,150.0,5.54,-0.43,-0.43
2021,County,12081.0,Indiana,Totals,Rural,1448.0,793.0,110747.0,2023503.0,5.47,-1.2,-0.03,15866.0,14.33,-3.58,-0.59
2021,County,12083.0,Alabama,Totals,Rural,1296.0,749.0,97159.0,2382560.0,4.08,-2.19,-0.23,7123.0,7.33,-7.49,-1.25
2021,County,12085.0,Arizona,Totals,Rural,771.0,482.0,40475.0,932360.0,4.34,-2.35,-0.54,5384.0,13.3,-7.37,-2.26
2021,County,12086.0,California,Totals,Rural,12048.0,5651.0,307764.0,19318075.0,1.59,1.59,-0.1,20128.0,6.54,0.0,-1.23
2021,County,12086.0,Montana,Totals,Urban,12048.0,5651.0,307764.0,19318075.0,1.59,-0.51,-0.1,20128.0,6.54,-1.66,-1.23
2021,County,12087.0,West Virginia,Totals,Urban,250.0,156.0,10305.0,219711.0,4.69,-1.14,-0.4,736.0,7.14,-1.79,-0.06
2021,County,12089.0,Idaho,Totals,Rural,169.0,96.0,21697.0,333230.0,6.51,-0.74,-1.03,1970.0,9.08,-3.16,-2.33
2021,County,12091.0,Arkansas,Totals,Rural,707.0,427.0,42313.0,717102.0,5.9,-2.48,-0.21,3445.0,8.14,-4.13,-0.67
2021,County,12093.0,Arkansas,Totals,Urban,95.0,52.0,7747.0,193514.0,4.0,-1.04,-0.2,672.0,8.67,-5.74,-0.86
2021,County,12095.0,Delaware,Totals,Urban,5508.0,2944.0,219079.0,5414790.0,4.05,-1.33,-0.06,21101.0,9.63,-2.27,-0.82
2021,County,12097.0,National,Totals,Rural,1122.0,554.0,65968.0,1860229.0,3.55,-1.14,-0.42,8014.0,12.15,-1.56,-0.4
2021,County,12099.0,National,Totals,Rural,6176.0,3274.0,324527.0,7714199.0,4.21,-0.74,-0.15,46967.0,14.47,-1.56,-1.1
2021,County,12101.0,Oregon,Totals,Rural,1798.0,1038.0,195250.0,3288243.0,5.94,-1.19,0.06,28744.0,14.72,-3.33,-1.17
2021,County,12103.0,New York,Totals,Rural,4330.0,2432.0,305839.0,6098396.0,5.02,-0.92,-0.28,40185.0,13.14,-2.09,-1.02
2021,County,12105.0,Oregon,Totals,Rural,1977.0,1178.0,148988.0,3892051.0,3.83,-1.58,-0.24,8446.0,5.67,-2.35,-0.5
2021,County,12107.0,Mississippi,Totals,Urban,137.0,100.0,11581.0,255069.0,4.54,-2.39,0.15,564.0,4.87,-4.2,0.16
2021,County,12109.0,District of Columbia,Totals,Urban,685.0,399.0,37896.0,913472.0,4.15,-0.87,0.09,3002.0,7.92,-1.94,-0.71
2021,County,12111.0,Colorado,Totals,Urban,923.0,532.0,65320.0,1594167.0,4.1,-0.99,-0.81,9592.0,14.68,0.45,-1.55
2021,County,12113.0,National,Totals,Urban,255.0,147.0,20745.0,497781.0,4.17,-1.45,-0.08,679.0,3.27,-1.84,-0.36
2021,County,12115.0,West Virginia,Totals,Urban,2201.0,1299.0,134166.0,3163087.0,4.24,-0.94,-0.07,17409.0,12.98,-2.15,-0.37
2021,County,12117.0,Virgin Islands,Totals,Rural,1310.0,725.0,70200.0,1699945.0,4.13,-1.24,0.0,9047.0,12.89,-1.91,-0.47
2021,County,12119.0,District of Columbia,Totals,Rural,373.0,216.0,30003.0,880317.0,3.41,0.51,1.05,3374.0,11.25,-0.48,-0.01
