X,Y,OBJECTID,GlobalID,CreationDate,Creator,EditDate,Editor,RecordStatus,LeaseNum,GeneralLocation,LeaseorPermit,TypeofLease,LeaseStartDate,LeaseExpirationDate,SLCApprovalDate,MinuteItem,Improvements,Latitude,Longitude
-13362580.2791,4712849.1621,2306,{FC7AED28-9EC0-4BEF-8A82-7FDB72ACE079},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,5263,"Lake Tahoe, adjacent to 3031 and 3035 Jameson Beach Road, near Camp Richardson",General Lease,Recreational Use,06/23/2020,06/22/2030,06/23/2020,08,,38.9383820000,-120.0381010000
-13365855.4099,4755532.7161,2307,{07B24136-BD71-41E0-AF56-7FE8E9EE3CB0},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,8457,"Lake Tahoe, adjacent to 6010 and 6020 North Lake Boulevard, near Agate Bay",General Lease,Recreational Use,08/20/2020,08/19/2030,04/29/2020,17,,39.2359970000,-120.0675220000
-13121685.4576,4359097.1237,2308,{2746A2AB-4F88-4EF6-A70B-7FEBFDF5204C},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,9085,dry lake bed of Owens Lake,General Lease,Public Agency Use,08/23/2013,08/22/2033,06/21/2018,C62,,36.4238270000,-117.8741060000
-13703854.0005,4641097.5292,2309,{29513E30-56FA-491D-A786-7FEDA1E271F6},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,6712,"Russian River, one mile above Jenner",General Lease,Protective Structure Use,08/01/1984,07/31/2009,08/21/1984,6,,38.4352620000,-123.1038150000
-13175068.9421,3945230.7032,2310,{49ED5C88-BCB4-44AB-97C2-80001CF222E5},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,6457,"Pacific Ocean at Toyon Bay, Santa Catalina Island, adjacent to 1 Toyon Bay Road, Avalon",General Lease,Recreational Use,01/01/2023,12/31/2032,02/28/2023,73,,33.3753400000,-118.3536580000
-13298336.1312,4380930.9174,2311,{C2F8FDF7-0F35-40CE-8892-800027CDE812},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,6927,"Kings River, at Crickett Hollow Park, city of Reedley",General Lease,Public Agency Use,01/01/1986,12/31/2034,02/07/2017,50,,36.5814870000,-119.4609860000
-13366313.6009,4754205.818,2312,{06B568B8-115C-4D9D-8E19-802F1EA80D76},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,3608,"Lake Tahoe, adjacent to 5418 North Lake Boulevard, near Carnelian Bay",General Lease,Recreational Use,06/01/2019,05/31/2029,04/05/2019,C08,,39.2267640000,-120.0716380000
-13580160.2351,4601569.8401,2313,{A6F40080-FF87-419F-9EF3-80353D375170},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,5282,Grizzly-Joice Island Wildlife Management Area,General Lease,Public Agency Use,04/28/1977,04/27/2043,04/28/1977,37,,38.1565860000,-121.9926550000
-13607651.8079,4590049.4134,2314,{12438619-BE18-4167-9889-804361F9ACC2},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,9311,"Mare Island Strait, adjacent to 23 Sandy Beach Road, near the city of Vallejo",General Lease,Residential and Recreational Use,02/09/2016,02/08/2046,02/09/2016,39,,38.0751640000,-122.2396160000
-13525452.2714,4643944.4683,2315,{CE767AEB-3FF1-4C98-B791-8066B04EFD7E},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,4654,"Sacramento River, south of Freeport bridge",General Lease,Public Agency Use,02/28/1976,02/27/2025,02/26/1976,3,,38.4552920000,-121.5012050000
-13376194.7642,4738843.5817,2316,{E25EF91C-2310-4D82-AF65-80728C7FDCAF},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,8872,"Lake Tahoe, adjacent to 2985 West Lake Boulevard, near Homewood",General Lease,Recreational Use,06/28/2017,06/27/2027,06/22/2017,C05,,39.1197800000,-120.1604020000
-13453686.9334,4192605.652,2317,{7689919D-116E-4921-847B-808123E22CC8},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,9347,"in and adjacent to the Pacific Ocean, Avila Beach",General Lease,Industrial Use,06/28/2016,10/31/2030,06/05/2023,90,,35.2110980000,-120.8565260000
-13530190.3629,4613555.825,2318,{3A3E6C19-6A86-4F88-9F8B-808C1C7F19D1},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,8581,"Sacramento River, adjacent to 14246 State Highway 160, near Walnut Grove",General Lease,Recreational and Protective Structure Use,12/01/2014,11/30/2024,02/20/2015,59,,38.2412020000,-121.5437680000
-13608121.9101,4933405.4843,2319,{D2AECADF-9A8F-425C-B811-8091CD0C63DE},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,68 / 81-2,Sacramento River at Ferry Bridge,General Lease,Public Agency Use,09/30/1902,,,,,40.4626680000,-122.2438390000
-13539212.251,4678924.7336,2320,{59D32F46-297F-4D5C-9FA3-80A007F7CF02},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,8783,"Sacramento River, adjacent to 7145 Garden Highway, near Sacramento",General Lease,Recreational and Protective Structure Use,06/24/2018,06/23/2028,10/18/2018,C38,,38.7009460000,-121.6248130000
-13546227.2713,4600331.1833,2321,{1EF0A93C-E3ED-4D12-9D6F-80AD7FC18CB8},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,190,Sacramento River in the vicinity of Wood Island and Duck Island,Mineral Resource Lease,Compensatory Agreement,02/21/1945,,08/21/1952,34,,38.1478360000,-121.6878300000
-13538565.93,4595840.564,2322,{9CCE8A3C-14A5-4E66-8698-80C92225F544},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,5435,Seven Mile Slough between Andrus Island and Owl Island at Bruno's Marina,General Lease,Right of Way Use,05/27/1977,,01/26/1978,10,,38.1161050000,-121.6190070000
-13523278.0904,4583108.1539,2323,{CF944122-05C7-428C-AE9F-80CCC8A21C60},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,2771,"San Joaquin River at Headreach Island, near Stockton",General Lease,Recreational and Protective Structure Use,09/01/2021,08/31/2031,08/25/2021,15,,38.0260620000,-121.4816740000
-13530144.0539,4628500.7399,2324,{540F0F0D-45C8-4C1D-A260-80D5489C1811},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,7906,"Sacramento River between Merritt Island in Yolo County and Randall Island, Sacramento County",General Lease,Right of Way Use,08/15/2016,08/14/2036,10/13/2016,33,,38.3465690000,-121.5433520000
-13522712.2534,4664022.6966,2325,{2507FE86-283F-4ACB-9152-80ECAB667C6D},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,3406,16th Street bridge across the American River in Sacramento,Permit,Streets and Highways  - DOT Code 101.5,12/23/1965,,11/18/1965,6,,38.5963970000,-121.4765910000
-13528854.195,4629213.4445,2326,{A398618B-1F73-498B-AAE5-8106327410E2},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,3909,Sacramento River (mile 37),General Lease,Recreational Pier Lease,03/29/1968,03/28/1978,02/29/1968,20,,38.3515900000,-121.5317650000
-13628616.6076,4609094.8661,2327,{4A678438-6C0C-4C0C-AC05-811835F0DBDF},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,7800,"various waterways in Sonoma, Napa, Marin, Solano and Contra Costa Counties",General Lease,Right of Way Use,12/21/1994,12/20/2019,12/06/2016,17,,38.2097210000,-122.4279460000
-13546105.2652,4592668.545,2328,{EB3E2344-EFA9-46B0-8D11-8128CF7C0CF9},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,8414,"Three-Mile Slough, adjacent to 18164 Sherman Island East Levee Road, near Rio Vista",General Lease,Recreational Use,08/01/2022,07/31/2032,10/21/2021,7,,38.0936830000,-121.6867340000
-13371326.2062,4724141.9287,2329,{D5CEE231-53D8-4C27-B52F-81395ED9FBF9},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,5729,"Lake Tahoe, adjacent to 8775 Rubicon Drive, near Tahoma",General Lease,Recreational Use,02/28/2020,02/27/2030,02/28/2020,16,,39.0172440000,-120.1166670000
-13595365.253,4609352.8551,2330,{E8925560-9C23-48F0-A2C1-813C3BA56F5F},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,7800,"various waterways in Sonoma, Napa, Marin, Solano and Contra Costa Counties",General Lease,Right of Way Use,12/21/1994,12/20/2019,12/06/2016,17,,38.2115420000,-122.1292440000
-13545703.0679,4595911.7341,2331,{45B7BAAF-5690-44A9-9ED3-81585B5D40D4},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,2235,Seven Mile Slough at Brannan Island State Park,General Lease,Public Agency Use,11/21/1985,11/20/2034,05/22/1986,10,,38.1166080000,-121.6831210000
-13169497.0676,3937637.0379,2332,{7B4FDBC3-A579-4EDB-9227-818CE201A91F},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,4193,"Pacific Ocean, near Jewfish Point and Blue Cavern Point, Santa Catalina Island",General Lease,Industrial Use,01/01/1991,12/31/2034,12/09/2022,43,,33.3183560000,-118.3036050000
-13527410.9378,4665098.1185,2333,{D1167912-4E80-4014-8B07-818E446CCEF2},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,6427,"Sacramento River, adjacent to 1371 Garden Highway, city of Sacramento",General Lease,Commercial Use,09/01/2013,08/31/2044,06/28/2019,39,,38.6039470000,-121.5188000000
-13368677.2476,4751382.7345,2334,{16FB381E-2514-4B06-8E27-81A19BF169E4},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,5730,"Lake Tahoe, located adjacent to 4100 Ferguson Avenue, near Carnelian Bay",General Lease,Recreational Use,01/05/2015,01/04/2025,02/09/2016,14,,39.2071160000,-120.0928710000
-13585195.7723,4613168.4736,2335,{E3BA6366-F130-4520-A1D6-81BC03BD408A},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,7376,"Suisun Slough, Suisun City",General Lease,Public Agency Use,11/01/1989,10/31/2038,01/30/1990,2,,38.2384690000,-122.0378900000
-13700212.6286,4624186.1065,2336,{B88B6D56-D153-4AF4-ACCA-81D38991E714},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,5311,Pacific Ocean at Horseshoe Cove (Bodega Marine Lab),General Lease,Public Agency Use,05/15/1976,05/14/2025,06/30/1977,5,,38.3161650000,-123.0711040000
-13583235.3247,4600803.8372,2337,{9B3D418B-B78D-4958-A709-81D8A2820C3B},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,9117,"sovereign land in the Suisun Marsh, which is bounded to the west by Interstate 680, Highway 12 to the north, Shiloh Road and Collinsville Road to the east, and Suisun Bay to the south",General Lease,Dredging,02/21/2014,02/20/2024,02/21/2014,4,,38.1511750000,-122.0202790000
-13371324.2025,4728038.3619,2338,{919A9B69-2526-4F06-B9D1-81DF25A4B8E3},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,4266,"Lake Tahoe, adjacent to 15 Chinkapin Cove, near Meeks Bay",General Lease,Recreational Use,08/23/2018,08/22/2028,04/27/2021,08,,39.0444340000,-120.1166490000
-13613435.5233,4518740.6497,2339,{38108090-788A-4356-A718-81ED34B6697C},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,3947,"San Francisco Bay, adjacent to the San Mateo Bridge",General Lease,Public Agency Use,05/01/2017,04/30/2042,02/04/2019,C34,,37.5691640000,-122.2915720000
-13376338.8116,4734835.1286,2340,{40BDB77F-BB7D-458B-B333-81F0ECE4BA1C},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,3622,"Lake Tahoe, adjacent to 4910 West Lake Boulevard, near Homewood",General Lease,Recreational Use,12/15/2017,12/14/2027,11/29/2017,C08,,39.0918380000,-120.1616960000
-13467343.4972,4489161.8163,2341,{A63737B9-8506-4E5D-9AC9-821AA46C6F27},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,5337,San Joaquin River (RM 117.60) about 1.5 miles downstream from confluence with Merced River,General Lease,Public Agency Use,07/01/1977,06/30/2026,07/26/1977,2,,37.3582590000,-120.9792050000
-13135515.5685,3976109.8414,2342,{18033F9C-32B4-444D-8B1D-8230C733A7CD},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,3009,four parcels in San Pedro Channel between Santa Ana River and Huntington Beach Pier,General Lease,Public Agency Use,06/06/1963,,05/23/1963,6,,33.6066770000,-117.9983440000
-13142774.3786,3991415.9094,2343,{D7F258C7-ECC4-4B57-861F-823533760280},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,4100,"Main Channel of Huntington Harbour, adjacent to 16621 Carousel Lane, Huntington Beach",General Lease,Recreational Use,03/08/2017,03/07/2027,08/17/2017,C62,,33.7211160000,-118.0635510000
-13365933.6675,4754464.1995,2344,{91DF0EFE-7BE9-4B31-9DD8-823579C48F41},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,4330,"Lake Tahoe, adjacent to 5486 North Lake Boulevard, near Carnelian Bay",General Lease,Recreational Use,12/08/2021,12/07/2031,12/08/2021,3,,39.2285620000,-120.0682250000
-13540548.1962,4620602.5505,2345,{85B963CB-AA98-4BF3-B94D-8239793AB318},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,7832,"Miner Slough, Ryer Island",General Lease,Right of Way Use,07/01/2015,06/30/2035,06/28/2016,32,,38.2909030000,-121.6368140000
-13508719.5047,4573720.36,2346,{F7C5EC60-00B0-4B2C-9C20-82483BCE9C2B},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,5577,"historic bed of the San Joaquin River at Atherton Cove, adjacent to 3700 Country Club Boulevard, near Stockton",General Lease,Recreational and Protective Structure Use,03/23/2019,03/22/2029,02/04/2019,C54,,37.9596010000,-121.3508920000
-13562361.5844,4583886.6968,2347,{F25E0872-6272-4100-8A6B-825440C035D6},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,4699,"New York Slough, San Joaquin River, and Sacramento River, near Pittsburg, Contra Costa, Sacramento, and Solano counties",General Lease,Right of Way Use,09/01/2017,08/31/2027,10/24/2019,33,,38.0315710000,-121.8327670000
-13143037.2039,3991468.9093,2348,{609D6D72-74C8-4B55-A322-8262CD6E551C},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,3243,"Huntington Harbour, adjacent to 16662 Somerset Lane, city of Huntington Beach",General Lease,Recreational Use,11/21/2014,11/20/2024,06/28/2016,68,,33.7215120000,-118.0659120000
-12749589.8183,3975868.3206,2349,{78789F09-9ABF-4A3A-878A-8278A0998F4B},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,625,Colorado River at Ehrenberg,Permit,Streets and Highways  - DOT Code 101.5,06/21/1951,,06/21/1951,8,,33.6048700000,-114.5315140000
-13524472.2146,4596813.5003,2350,{4D2C5607-BACD-48EE-859B-82804A451B9E},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,5894,junction of Islemouth Slough and south fork of the Mokelumne River at Westgate Landing Recreation Area,General Lease,Public Agency Use,09/01/1980,08/31/2029,09/24/1980,1,,38.1229810000,-121.4924010000
-13612937.8139,4612854.2661,2351,{878600DE-E6CE-452C-A8C7-828699389BE4},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,7572,"Napa River, south of Route 29 crossing",General Lease,Public Agency Use,09/01/1991,08/31/2040,09/23/1991,16,,38.2362520000,-122.2871010000
-12757187.1509,4142991.657,2352,{E43ECA91-D2C0-47A2-8939-829DB59C41D8},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,9090,"Colorado River, adjacent to 1228 Beach Drive, city of Needles",General Lease,Recreational and Protective Structure Use,08/23/2013,08/22/2023,06/21/2018,C73,,34.8461390000,-114.5997620000
-13408127.428,4124237.4742,2353,{8A319BF1-4745-4673-A275-829DB8866350},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,8129,"sovereign land near the city of Lompoc, commonly referred to as the Burton Mesa Ecological Reserve",General Lease,Public Agency Use,12/04/1999,12/03/2048,12/03/1999,22,,34.7077600000,-120.4472580000
-13428179.1852,4527993.6302,2354,{78D18EC7-9989-4CAF-974E-829F059F4890},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,8123,"along the Tuolumne River corridor, upstream at the Gravel Mining Reach - 7/11 Segment (RM 40.3) and downstream at the Special Pool Run 9 Site (RM 25.2), near the city of Waterford",General Lease,Public Agency Use,11/15/1999,11/14/2024,12/03/1999,8,,37.6350180000,-120.6273860000
-13374438.3652,4742667.7402,2355,{2F189E84-E8AA-482F-98D7-82A950E488F7},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,3705,"Lake Tahoe, adjacent to 1300 West Lake Boulevard, Tahoe City",General Lease,Recreational Use,01/21/2018,01/20/2028,04/19/2018,C08,,39.1464270000,-120.1446240000
-13129471.0315,4372977.8859,2356,{055BF26B-4FE5-4926-9922-82AF32CB81C8},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,9085,dry lake bed of Owens Lake,General Lease,Public Agency Use,08/23/2013,08/22/2033,06/21/2018,C62,,36.5240960000,-117.9440450000
-13532112.5165,4667538.6774,2357,{DEAAA7F7-B0DB-4382-B25D-82AFBB01E095},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,8758,"Sacramento River, adjacent to 3025 Garden Highway, near Sacramento",General Lease,Recreational and Protective Structure Use,09/13/2017,09/12/2027,02/27/2018,C47,,38.6210780000,-121.5610350000
-13371382.3112,4725988.0693,2358,{9738355A-0F22-4B1B-8609-82D006062232},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,7316,"Lake Tahoe, adjacent to 8371 Meeks Bay Avenue, near Tahoma",General Lease,Recreational Use,07/10/2014,07/09/2024,08/19/2015,8,,39.0301280000,-120.1171710000
-13328433.9159,4436307.2882,2359,{7DB37F76-7D2E-4C8B-82BA-82E08B210B1B},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,9173,"51 locations in the San Joaquin River between Friant Dam and Hills Ferry, in Fresno, Madera, Merced, and Stanislaus Counties",General Lease,Public Agency Use,12/18/2015,12/17/2025,12/18/2015,91,,36.9799130000,-119.7313590000
-13375654.9759,4733096.5032,2360,{DF5B1FDD-14FE-44AE-8320-82E0F346011E},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,6798,"Lake Tahoe, adjacent to 5500 West Lake Boulevard, near Homewood",General Lease,Recreational Use,08/01/2023,07/31/2033,06/05/2023,C06,,39.0797150000,-120.1555530000
-13552055.0693,4591870.1056,2361,{EEA5AA61-30C9-436A-A0F6-82E5FAC03A69},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,6827,"various waterways, in various counties, statewide",General Lease,Right of Way Use,05/01/2015,04/30/2045,02/20/2015,44,,38.0880380000,-121.7401820000
-13628074.8156,4600598.8621,2362,{1E972441-22ED-4DED-B904-82FA995201C1},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,4677,Tubbs Island near Sonoma and Tolay Creek,General Lease,Public Agency Use,06/01/1972,05/31/2038,05/24/1972,28,,38.1497270000,-122.4230790000
-13372241.809,4731316.31,2363,{034383B9-3C31-401E-8B48-831C280F6A80},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,4267,"Lake Tahoe, adjacent to 7087 West Lake Boulevard, near Tahoma",General Lease,Recreational Use,03/29/2016,03/28/2026,02/09/2016,11,,39.0673000000,-120.1248920000
-13680337.8694,4601386.3679,2364,{D11111CC-6BFD-4DBB-8A35-833E8E212BE8},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,9558,"Tomales Bay, adjacent to 19695 State Route 1, near Marshall",General Lease,Recreational Use,06/01/2018,05/31/2028,06/28/2019,37,,38.1552900000,-122.8925660000
-13649499.3648,4611768.2906,2365,{565C8B33-9F6E-406E-9473-8346A5CF23B9},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,744,"crossing the Petaluma River, along State Highway 101, near the city of Petaluma",Permit,Streets and Highways  - DOT Code 101.5,01/26/2012,,01/26/2012,7,,38.2285890000,-122.6155390000
-13286031.5426,4069893.9813,2366,{7A661D5A-F955-4EC9-A5BF-836400D1AF45},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,8926,near Solimar Beach along Highway 1,Permit,Streets and Highways  - DOT Code 101.5,06/23/2011,,06/23/2011,102,,34.3054750000,-119.3504520000
-13549630.8648,4693445.6017,2367,{5673B711-CC71-4001-907D-8366E58A12B8},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,2176,"Sacramento River at Knights Landing, 400 ft. east of State Highway Bridge 40-A",General Lease,Right of Way Use,03/08/1994,,03/08/1994,14,,38.8026740000,-121.7184050000
-13055010.6486,3894406.3227,2368,{9484952F-9B5C-4FBF-93AF-8388A4CCCE5B},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,8183,"Pacific Ocean, adjacent to 219 Pacific Avenue, Solana Beach",General Lease,Protective Structure Use,06/01/2020,05/31/2030,04/29/2020,42,,32.9932370000,-117.2751560000
-13539016.8853,4602878.4478,2369,{5DC6EAC0-71A9-4312-B329-8393B1D59F5B},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,4785,"Sacramento River, adjacent to 17420 Grand Island Road, near Walnut Grove",General Lease,Recreational and Protective Structure Use,06/27/2018,06/26/2028,04/05/2019,C45,,38.1658290000,-121.6230580000
-13527382.774,4660113.5298,2370,{19A5F82B-85A0-40F8-9205-83940B3005B8},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,8156,"Cosumnes River, town of Galt, Sacramento County; Carquinez Straits, town of Crockett, Contra Costa County; Mokelumne River, city of Lodi, San Joaquin County; Stanislaus River, city of Ripon, Stanislaus and San Joaquin Counties; Tuolumne River, city o",General Lease,Right of Way Use,04/20/2000,,04/20/2000,20,,38.5689460000,-121.5185470000
-13332601.8289,4426659.2995,2371,{CC04094D-0EA8-4678-A7A1-83A6FD419DC6},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,9173,"51 locations in the San Joaquin River between Friant Dam and Hills Ferry, in Fresno, Madera, Merced, and Stanislaus Counties",General Lease,Public Agency Use,12/18/2015,12/17/2025,12/18/2015,91,,36.9106460000,-119.7688000000
-13376066.9694,4736667.7278,2372,{43F0AD25-EF33-4467-9163-83AE94469ACA},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,3676,"Lake Tahoe, adjacent to 3965 Belleview Avenue, near Homewood",General Lease,Recreational Use,08/17/2017,08/16/2027,08/17/2017,C14,,39.1046140000,-120.1592540000
-13142731.9658,3991276.3175,2373,{12A5D4D3-31D1-4574-AD23-83C5FEC08AF4},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,8257,"Main Channel of Huntington Harbour, adjacent to 16701 Carousel Lane, Huntington Beach",General Lease,Recreational and Protective Structure Use,12/02/2013,12/01/2023,10/18/2018,C64,,33.7200730000,-118.0631700000
-13368026.1399,4752945.1895,2374,{2B8FD4BA-CF94-4C72-987A-83E5767CA663},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,8577,"Lake Tahoe, adjacent to 4598 North Lake Boulevard, near Carnelian Bay",General Lease,Recreational Use,12/09/2014,12/08/2024,10/14/2014,32,,39.2179910000,-120.0870220000
-13450570.6555,4209219.8694,2375,{CFC64E59-BD2F-4836-839A-84142CC68F6C},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,8045,"Morro Bay, unincorporated community of Los Osos at Elfin Forest",General Lease,Public Agency Use,01/01/1999,12/31/2023,07/19/1993,57,,35.3329470000,-120.8285320000
-13519966.4469,4616887.1098,2376,{F99579A2-FAB7-4F3D-BD57-844441FE1627},2023/08/16 09:03:28+00,CA_State_Lands_Commission,2023/08/16 09:03:28+00,CA_State_Lands_Commission,Active,4522,"Mokelumne River (mile 22.9), Lost Slough (mile 1.6), and Middle Slough (mile 0.5), serving I-5, near Thornton",General Lease,Public Agency Use,04/01/1970,,10/22/1970,6,,38.2647020000,-121.4519250000
