year,month,quarter,mktcarrier,mktcarrierairlineid,mktcarriername,mktuniquecarrier,mktuniquecarriername,opcarrier,opcarrierairlineid,opcarriername,opuniquecarrier,opuniquecarriername,paxalttrans,paxnoalttrans,paxnocomp_one,paxnocomp_two,paxnocomp_three,totdenboarding,paxcomp_one,paxcomp_two,paxupgrade,paxdowngrade,totboarding,comppaid_one,comppaid_two,comppaid_three,codeshare,opcarriersource
2018,3,1,DL,19790.0,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,9E,20363.0,Endeavor Air Inc.,9E,Endeavor Air Inc.,0,1,0,1,2,4,1,3117,6627.0,1288.0,2709157,0.0,824.0,0,True,9E
2018,3,1,DL,19791.0,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,9E,20363.0,Endeavor Air Inc.,9E,Endeavor Air Inc.,0,1,0,1,2,4,1,3117,6627.0,1288.0,2709157,0.0,824.0,0,False,9E
2018,6,2,DL,19792.0,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,9E,20363.0,Endeavor Air Inc.,9E,Endeavor Air Inc.,0,0,0,0,1,1,0,4100,9619.0,1809.0,3617308,0.0,0.0,0,True,9E
2018,6,2,DL,19793.0,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,9E,20363.0,Endeavor Air Inc.,9E,Endeavor Air Inc.,0,0,0,0,1,1,0,4100,9619.0,1809.0,3617308,0.0,0.0,0,False,9E
2018,9,3,DL,19794.0,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,9E,20363.0,Endeavor Air Inc.,9E,Endeavor Air Inc.,0,0,0,0,0,0,0,5131,9694.0,2157.0,3518387,0.0,0.0,0,True,9E
2018,9,3,DL,19795.0,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,9E,20363.0,Endeavor Air Inc.,9E,Endeavor Air Inc.,0,0,0,0,0,0,0,5131,9694.0,2157.0,3518387,0.0,0.0,0,False,9E
2018,12,4,DL,19796.0,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,9E,20363.0,Endeavor Air Inc.,9E,Endeavor Air Inc.,0,0,0,0,2,2,0,4559,8766.0,1769.0,3446544,0.0,0.0,0,True,9E
2018,12,4,DL,19797.0,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,9E,20363.0,Endeavor Air Inc.,9E,Endeavor Air Inc.,0,0,0,0,2,2,0,4559,8766.0,1769.0,3446544,0.0,0.0,0,False,9E
2019,3,1,DL,19798.0,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,9E,20363.0,Endeavor Air Inc.,9E,Endeavor Air Inc.,0,0,0,0,0,0,0,4432,8064.0,1896.0,3113553,0.0,0.0,0,True,9E
2019,3,1,DL,19799.0,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,9E,20363.0,Endeavor Air Inc.,9E,Endeavor Air Inc.,0,0,0,0,0,0,0,4432,8064.0,1896.0,3113553,0.0,0.0,0,False,9E
2019,6,2,DL,19800.0,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,9E,20363.0,Endeavor Air Inc.,9E,Endeavor Air Inc.,0,0,0,0,0,0,0,8011,11013.0,2370.0,3767698,0.0,0.0,0,True,9E
2019,6,2,DL,19801.0,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,9E,20363.0,Endeavor Air Inc.,9E,Endeavor Air Inc.,0,0,0,0,0,0,0,8011,11013.0,2370.0,3767698,0.0,0.0,0,False,9E
2019,9,3,DL,19802.0,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,9E,20363.0,Endeavor Air Inc.,9E,Endeavor Air Inc.,0,0,0,0,0,0,0,6451,9013.0,2364.0,3850464,0.0,0.0,0,True,9E
2019,9,3,DL,19803.0,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,9E,20363.0,Endeavor Air Inc.,9E,Endeavor Air Inc.,0,0,0,0,0,0,0,6451,9013.0,2364.0,3850464,0.0,0.0,0,False,9E
2019,12,4,DL,19804.0,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,9E,20363.0,Endeavor Air Inc.,9E,Endeavor Air Inc.,0,0,0,0,0,0,0,6772,7131.0,2050.0,3780820,0.0,0.0,0,True,9E
2019,12,4,DL,19805.0,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,9E,20363.0,Endeavor Air Inc.,9E,Endeavor Air Inc.,0,0,0,0,0,0,0,6772,7131.0,2050.0,3780820,0.0,0.0,0,False,9E
2020,3,1,DL,19806.0,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,9E,20363.0,Endeavor Air Inc.,9E,Endeavor Air Inc.,0,0,0,0,0,0,0,3775,5843.0,2010.0,2964249,0.0,0.0,0,True,9E
2020,3,1,DL,19807.0,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,9E,20363.0,Endeavor Air Inc.,9E,Endeavor Air Inc.,0,0,0,0,0,0,0,3775,5843.0,2010.0,2964249,0.0,0.0,0,False,9E
2020,6,2,DL,19808.0,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,9E,20363.0,Endeavor Air Inc.,9E,Endeavor Air Inc.,0,0,0,0,0,0,0,277,2010.0,229.0,404077,0.0,0.0,0,True,9E
2020,6,2,DL,19809.0,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,9E,20363.0,Endeavor Air Inc.,9E,Endeavor Air Inc.,0,0,0,0,0,0,0,277,2010.0,229.0,404077,0.0,0.0,0,False,9E
2020,9,3,DL,19810.0,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,9E,20363.0,Endeavor Air Inc.,9E,Endeavor Air Inc.,0,0,0,0,0,0,0,77,3945.0,784.0,1550894,0.0,0.0,0,True,9E
2020,9,3,DL,19811.0,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,9E,20363.0,Endeavor Air Inc.,9E,Endeavor Air Inc.,0,0,0,0,0,0,0,77,3945.0,784.0,1550894,0.0,0.0,0,False,9E
2020,12,4,DL,19812.0,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,9E,20363.0,Endeavor Air Inc.,9E,Endeavor Air Inc.,0,0,0,0,0,0,0,233,5994.0,1124.0,2013531,0.0,0.0,0,True,9E
2020,12,4,DL,19813.0,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,9E,20363.0,Endeavor Air Inc.,9E,Endeavor Air Inc.,0,0,0,0,0,0,0,233,5994.0,1124.0,2013531,0.0,0.0,0,False,9E
2021,3,1,DL,19814.0,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,9E,20363.0,Endeavor Air Inc.,9E,Endeavor Air Inc.,0,0,0,0,0,0,0,385,,,1940986,,,239500,True,9E
2021,3,1,DL,19815.0,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,9E,20363.0,Endeavor Air Inc.,9E,Endeavor Air Inc.,0,0,0,0,0,0,0,385,,,1940986,,,239500,False,9E
2021,6,2,DL,19816.0,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,9E,20363.0,Endeavor Air Inc.,9E,Endeavor Air Inc.,0,0,0,0,0,0,0,1181,,,3517547,,,725549,True,9E
2021,6,2,DL,19817.0,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,9E,20363.0,Endeavor Air Inc.,9E,Endeavor Air Inc.,0,0,0,0,0,0,0,1181,,,3517547,,,725549,False,9E
2021,9,3,DL,19818.0,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,9E,20363.0,Endeavor Air Inc.,9E,Endeavor Air Inc.,0,0,0,0,0,0,0,3642,,,3824655,,,2710439,True,9E
2021,9,3,DL,19819.0,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,9E,20363.0,Endeavor Air Inc.,9E,Endeavor Air Inc.,0,0,0,0,0,0,0,3642,,,3824655,,,2710439,False,9E
2011,3,1,,,,,,MQ,20398.0,American Eagle Airlines Inc.,MQ,Envoy Air,242,71,7,652,22,994,957,6107,0.0,0.0,3627278,43766.0,28218.0,0,False,MQ
2011,6,2,,,,,,MQ,20398.0,American Eagle Airlines Inc.,MQ,Envoy Air,417,63,11,802,52,1345,1251,7647,0.0,0.0,4377094,67455.0,23178.0,0,False,MQ
2011,9,3,,,,,,MQ,20398.0,American Eagle Airlines Inc.,MQ,Envoy Air,161,158,3,483,22,827,791,7556,0.0,0.0,4449341,39864.0,83126.0,0,False,MQ
2011,12,4,,,,,,MQ,20398.0,American Eagle Airlines Inc.,MQ,Envoy Air,107,223,8,229,26,593,550,7561,0.0,0.0,4293651,43283.0,202577.0,0,False,MQ
2012,3,1,,,,,,MQ,20398.0,American Eagle Airlines Inc.,MQ,Envoy Air,72,263,7,238,23,603,556,6437,0.0,0.0,4098471,32838.0,206312.0,0,False,MQ
2012,6,2,,,,,,MQ,20398.0,American Eagle Airlines Inc.,MQ,Envoy Air,75,256,5,156,36,528,483,6767,0.0,0.0,4820334,22762.0,220115.0,0,False,MQ
2012,9,3,,,,,,MQ,20398.0,American Eagle Airlines Inc.,MQ,Envoy Air,49,160,9,159,25,402,359,5098,0.0,0.0,4762988,18891.0,126247.0,0,False,MQ
2012,12,4,,,,,,MQ,20398.0,American Eagle Airlines Inc.,MQ,Envoy Air,30,160,0,200,16,412,396,4265,52.0,4.0,4433663,11279.0,130564.0,0,False,MQ
2013,3,1,,,,,,MQ,20398.0,American Eagle Airlines Inc.,MQ,Envoy Air,35,227,0,264,17,543,526,5320,73.0,10.0,3970731,8304.0,191631.0,0,False,MQ
2013,6,2,,,,,,MQ,20398.0,American Eagle Airlines Inc.,MQ,Envoy Air,43,179,0,269,18,509,491,5301,36.0,7.0,4420134,7654.0,158198.0,0,False,MQ
2013,9,3,,,,,,MQ,20398.0,American Eagle Airlines Inc.,MQ,Envoy Air,21,148,0,140,14,323,309,4020,30.0,7.0,4449933,4979.0,123575.0,0,False,MQ
2013,12,4,,,,,,MQ,20398.0,American Eagle Airlines Inc.,MQ,Envoy Air,44,174,0,324,6,548,542,5018,35.0,2.0,4098294,12772.0,169943.0,0,False,MQ
2014,3,1,,,,,,MQ,20398.0,American Eagle Airlines Inc.,MQ,Envoy Air,32,294,0,419,21,766,745,5175,16.0,7.0,3712100,7039.0,270779.0,0,False,MQ
2014,6,2,,,,,,MQ,20398.0,Envoy Air,MQ,Envoy Air,34,272,0,367,29,702,673,5351,41.0,11.0,4146074,5770.0,239113.0,0,False,MQ
2014,9,3,,,,,,MQ,20398.0,Envoy Air,MQ,Envoy Air,41,142,0,234,5,422,417,3340,34.0,18.0,3940167,4342.0,83486.0,0,False,MQ
2014,12,4,,,,,,MQ,20398.0,Envoy Air,MQ,Envoy Air,16,174,0,411,10,611,601,4749,84.0,3.0,3643382,2850.0,149222.0,0,False,MQ
2015,3,1,,,,,,MQ,20398.0,Envoy Air,MQ,Envoy Air,30,211,0,535,8,784,776,4485,48.0,5.0,3094217,6236.0,251671.0,0,False,MQ
2015,6,2,,,,,,MQ,20398.0,Envoy Air,MQ,Envoy Air,50,325,0,532,17,924,907,5596,58.0,60.0,3255510,9717.0,249685.0,0,False,MQ
2015,9,3,,,,,,MQ,20398.0,Envoy Air,MQ,Envoy Air,40,205,0,276,8,529,521,4279,75.0,39.0,2958349,10713.0,172725.0,0,False,MQ
2015,12,4,,,,,,MQ,20398.0,Envoy Air,MQ,Envoy Air,40,199,0,308,8,555,547,3765,55.0,78.0,2592952,5813.0,154225.0,0,False,MQ
2016,3,1,,,,,,MQ,20398.0,Envoy Air,MQ,Envoy Air,36,214,0,212,29,491,462,2463,49.0,43.0,2389463,6146.0,168814.0,0,False,MQ
2016,6,2,,,,,,MQ,20398.0,Envoy Air,MQ,Envoy Air,36,299,0,494,6,835,829,3257,67.0,32.0,2987199,4209.0,250375.0,0,False,MQ
2016,9,3,,,,,,MQ,20398.0,Envoy Air,MQ,Envoy Air,36,369,0,326,6,737,731,3785,172.0,42.0,3209128,8030.0,287621.0,0,,
2016,12,4,,,,,,MQ,20398.0,Envoy Air,MQ,Envoy Air,20,188,0,185,1,394,393,2093,75.0,40.0,2937726,4920.0,140492.0,0,False,MQ
2018,3,1,,,,,,MQ,20398.0,Envoy Air,MQ,Envoy Air,0,22,0,37,0,59,59,3839,82.0,41.0,2943408,0.0,22161.0,0,False,MQ
2018,6,2,,,,,,MQ,20398.0,Envoy Air,MQ,Envoy Air,0,27,0,34,0,61,61,4273,117.0,29.0,3415654,0.0,27402.0,0,False,MQ
2018,9,3,,,,,,MQ,20398.0,Envoy Air,MQ,Envoy Air,2,39,0,120,0,161,161,3437,74.0,21.0,3388554,0.0,21833.0,0,False,MQ
2018,12,4,,,,,,MQ,20398.0,Envoy Air,MQ,Envoy Air,2,75,0,376,0,453,453,3104,49.0,6.0,3303994,0.0,66541.0,0,False,MQ
2019,3,1,,,,,,MQ,20398.0,Envoy Air,MQ,Envoy Air,1,104,0,385,0,490,490,3807,114.0,31.0,3137713,0.0,79482.0,0,False,MQ
2019,6,2,,,,,,MQ,20398.0,Envoy Air,MQ,Envoy Air,5,96,0,428,8,537,529,4439,176.0,58.0,3751462,1455.0,109241.0,0,False,MQ
2019,9,3,,,,,,MQ,20398.0,Envoy Air,MQ,Envoy Air,11,127,0,423,0,561,561,3286,187.0,35.0,3861879,3855.0,122264.0,0,False,MQ
2019,12,4,,,,,,MQ,20398.0,Envoy Air,MQ,Envoy Air,2,67,0,475,0,544,544,2427,69.0,31.0,3703185,0.0,123101.0,0,False,MQ
2020,3,1,,,,,,MQ,20398.0,Envoy Air,MQ,Envoy Air,1,39,0,241,0,281,281,1895,69.0,48.0,2863191,675.0,89569.0,0,False,MQ
2020,6,2,,,,,,MQ,20398.0,Envoy Air,MQ,Envoy Air,5,17,0,4,0,26,26,190,5.0,12.0,847305,0.0,8337.0,0,False,MQ
2020,9,3,,,,,,MQ,20398.0,Envoy Air,MQ,Envoy Air,9,70,0,53,0,132,132,747,30.0,2.0,1994013,163.0,32164.0,0,False,MQ
2020,12,4,,,,,,MQ,20398.0,Envoy Air,MQ,Envoy Air,2,14,0,14,0,30,30,408,14.0,4.0,2164410,0.0,16338.0,0,False,MQ
2021,3,1,,,,,,MQ,20398.0,Envoy Air,MQ,Envoy Air,1,22,0,9,0,32,32,849,,,2172455,,,0,False,MQ
2021,6,2,,,,,,MQ,20398.0,Envoy Air,MQ,Envoy Air,1,64,1,49,0,115,114,1422,,,3409015,,,0,False,MQ
2021,9,3,,,,,,MQ,20398.0,Envoy Air,MQ,Envoy Air,2,59,0,13,2,76,76,1150,,,3628897,,,7981,False,MQ
2010,12,4,,,,,,XE,20374.0,ExpressJet Airlines Inc.,XE,ExpressJet Airlines Inc.,32,553,22,1,56,664,596,5306,0.0,0.0,3893575,3261.0,131196.0,2522,False,XE
2011,3,1,,,,,,XE,20374.0,ExpressJet Airlines Inc.,XE,ExpressJet Airlines Inc.,59,443,22,0,32,556,528,6434,0.0,0.0,3512336,11585.0,124794.0,3228,False,XE
2011,6,2,,,,,,XE,20374.0,ExpressJet Airlines Inc.,XE,ExpressJet Airlines Inc.,74,662,24,0,51,811,752,7985,0.0,0.0,4339911,13291.0,185327.0,8256,False,XE
2011,9,3,,,,,,XE,20374.0,ExpressJet Airlines Inc.,XE,ExpressJet Airlines Inc.,163,702,19,0,35,919,872,7699,0.0,0.0,4367314,24850.0,288315.0,6309,False,XE
2011,12,4,,,,,,XE,20374.0,ExpressJet Airlines Inc.,XE,ExpressJet Airlines Inc.,48,616,1,0,13,678,649,5857,0.0,0.0,4062518,20416.0,305352.0,14923,False,XE
2010,12,4,,,,,,EV,20366.0,Atlantic Southeast Airlines,EV,ExpressJet Airlines LLC,16,136,10,1,2,165,152,6766,5120.0,909.0,3527999,3925.0,78636.0,0,False,EV
2011,3,1,,,,,,EV,20366.0,Atlantic Southeast Airlines,EV,ExpressJet Airlines LLC,15,157,4,3,0,179,172,7702,3531.0,823.0,3185462,2870.0,95498.0,0,False,EV
2011,6,2,,,,,,EV,20366.0,Atlantic Southeast Airlines,EV,ExpressJet Airlines LLC,39,294,10,0,3,346,333,11694,5558.0,921.0,3708749,8492.0,167274.0,0,False,EV
2011,9,3,,,,,,EV,20366.0,Atlantic Southeast Airlines,EV,ExpressJet Airlines LLC,38,343,10,0,2,393,381,10215,6337.0,837.0,3723441,9652.0,268311.0,0,False,EV
2011,12,4,,,,,,EV,20366.0,Atlantic Southeast Airlines,EV,ExpressJet Airlines LLC,41,317,7,0,1,366,358,7463,4399.0,804.0,3426978,21909.0,301664.0,0,False,EV
2012,3,1,,,,,,EV,20366.0,ExpressJet Airlines Inc.,EV,ExpressJet Airlines LLC,63,1173,26,27,12,1301,1224,13962,3330.0,854.0,6940687,33365.0,834540.0,10147,False,EV
2012,6,2,,,,,,EV,20366.0,ExpressJet Airlines Inc.,EV,ExpressJet Airlines LLC,103,1297,74,69,34,1577,1471,14476,4043.0,910.0,7989888,43618.0,886114.0,43654,False,EV
2012,9,3,,,,,,EV,20366.0,ExpressJet Airlines Inc.,EV,ExpressJet Airlines LLC,75,1784,101,32,17,2009,1867,16699,5483.0,1385.0,8193856,49078.0,1242909.0,50111,False,EV
2012,12,4,,,,,,EV,20366.0,ExpressJet Airlines Inc.,EV,ExpressJet Airlines LLC,36,1517,79,27,18,1677,1512,13374,4584.0,1735.0,7729179,40414.0,1121100.0,36918,False,EV
2013,3,1,,,,,,EV,20366.0,ExpressJet Airlines Inc.,EV,ExpressJet Airlines LLC,30,1616,63,22,32,1763,1610,13100,3999.0,2343.0,7107265,29071.0,1070441.0,32225,False,EV
2013,6,2,,,,,,EV,20366.0,ExpressJet Airlines Inc.,EV,ExpressJet Airlines LLC,50,1399,90,28,26,1593,1459,11602,5388.0,1797.0,8226123,27073.0,1132337.0,0,False,EV
2013,9,3,,,,,,EV,20366.0,ExpressJet Airlines Inc.,EV,ExpressJet Airlines LLC,76,997,22,43,20,1158,1104,9715,5105.0,1807.0,8253891,29129.0,783227.0,0,False,EV
2013,12,4,,,,,,EV,20366.0,ExpressJet Airlines Inc.,EV,ExpressJet Airlines LLC,115,1684,51,35,23,1908,1821,13427,4685.0,1872.0,7769435,54558.0,1341374.0,0,False,EV
2014,3,1,,,,,,EV,20366.0,ExpressJet Airlines Inc.,EV,ExpressJet Airlines LLC,123,2490,99,58,40,2810,2704,16093,3917.0,2133.0,6805801,59603.0,2042841.0,0,False,EV
2014,6,2,,,,,,EV,20366.0,ExpressJet Airlines Inc.,EV,ExpressJet Airlines LLC,112,2451,72,95,54,2784,2645,16961,6336.0,2245.0,7735969,59280.0,2132120.0,0,False,EV
2014,9,3,,,,,,EV,20366.0,ExpressJet Airlines Inc.,EV,ExpressJet Airlines LLC,64,931,22,80,23,1120,1030,10615,6350.0,2294.0,7834239,20256.0,714781.0,0,False,EV
2014,12,4,,,,,,EV,20366.0,ExpressJet Airlines Inc.,EV,ExpressJet Airlines LLC,66,1056,55,42,28,1247,1165,11856,4414.0,1547.0,6968965,26154.0,827722.0,1300,False,EV
2015,3,1,,,,,,EV,20366.0,ExpressJet Airlines Inc.,EV,ExpressJet Airlines LLC,62,1056,55,121,18,1312,1237,12437,3498.0,1566.0,6083566,29789.0,851724.0,0,False,EV
2015,6,2,,,,,,EV,20366.0,ExpressJet Airlines Inc.,EV,ExpressJet Airlines LLC,73,1042,35,172,16,1338,1280,12001,3842.0,2200.0,6567149,31941.0,878936.0,0,False,EV
2015,9,3,,,,,,EV,20366.0,ExpressJet Airlines Inc.,EV,ExpressJet Airlines LLC,51,758,20,128,5,962,909,9527,4535.0,2170.0,6328398,26037.0,663404.0,500,False,EV
2015,12,4,,,,,,EV,20366.0,ExpressJet Airlines Inc.,EV,ExpressJet Airlines LLC,38,826,19,107,6,996,970,8968,3426.0,1966.0,5757488,20851.0,683972.0,0,False,EV
2016,3,1,,,,,,EV,20366.0,ExpressJet Airlines Inc.,EV,ExpressJet Airlines LLC,32,562,18,138,7,757,710,7708,3293.0,1736.0,5175359,12765.0,489205.0,500,False,EV
2016,6,2,,,,,,EV,20366.0,ExpressJet Airlines Inc.,EV,ExpressJet Airlines LLC,38,561,17,222,9,847,823,8087,3546.0,1730.0,5498667,18690.0,473685.0,0,False,EV
2016,9,3,,,,,,EV,20366.0,ExpressJet Airlines Inc.,EV,ExpressJet Airlines LLC,46,710,19,154,8,937,900,9180,4267.0,1885.0,5445840,16959.0,622663.0,0,,
2016,12,4,,,,,,EV,20366.0,ExpressJet Airlines Inc.,EV,ExpressJet Airlines LLC,34,554,12,36,5,641,622,8615,3313.0,1757.0,5019172,12958.0,454151.0,1350,False,EV
2017,3,1,,,,,,EV,20366.0,ExpressJet Airlines Inc.,EV,ExpressJet Airlines LLC,27,445,7,24,4,507,481,7354,2538.0,1323.0,4137528,11622.0,381182.0,1000,False,EV
2017,6,2,,,,,,EV,20366.0,ExpressJet Airlines Inc.,EV,ExpressJet Airlines LLC,8,230,3,13,2,256,252,4991,2722.0,2148.0,4061138,2427.0,207042.0,0,False,EV
2017,9,3,,,,,,EV,20366.0,ExpressJet Airlines Inc.,EV,ExpressJet Airlines LLC,0,19,1,0,2,22,19,3902,3409.0,1713.0,3540146,0.0,18055.0,0,False,EV
2017,12,4,,,,,,EV,20366.0,ExpressJet Airlines Inc.,EV,ExpressJet Airlines LLC,0,1,1,4,1,7,6,3213,2514.0,1055.0,2977522,0.0,6008.0,0,False,EV
2018,3,1,DL,19790.0,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,EV,20366.0,ExpressJet Airlines Inc.,EV,ExpressJet Airlines LLC,0,0,0,0,0,0,0,972,1779.0,657.0,713060,0.0,0.0,0,True,EV
2018,3,1,UA,19977.0,United Air Lines Inc.,UA,United Air Lines Inc.,EV,20366.0,ExpressJet Airlines Inc.,EV,ExpressJet Airlines LLC,0,2,0,0,0,2,2,1082,0.0,0.0,1425341,0.0,2017.0,0,True,EV
2018,3,1,,,,,,EV,20366.0,ExpressJet Airlines Inc.,EV,ExpressJet Airlines LLC,0,3,0,0,0,3,3,2230,1595.0,1349.0,2411261,0.0,3101.0,0,False,EV
2018,6,2,DL,19790.0,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,EV,20366.0,ExpressJet Airlines Inc.,EV,ExpressJet Airlines LLC,0,0,0,0,0,0,0,675,1470.0,440.0,566909,0.0,0.0,0,True,EV
2018,6,2,UA,19977.0,United Air Lines Inc.,UA,United Air Lines Inc.,EV,20366.0,ExpressJet Airlines Inc.,EV,ExpressJet Airlines LLC,0,1,0,0,0,1,1,1140,0.0,0.0,1460502,0.0,500.0,0,True,EV
2018,6,2,,,,,,EV,20366.0,ExpressJet Airlines Inc.,EV,ExpressJet Airlines LLC,0,7,0,5,0,12,12,2225,1197.0,1098.0,2350886,0.0,4303.0,0,False,EV
2018,9,3,DL,19790.0,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,EV,20366.0,ExpressJet Airlines Inc.,EV,ExpressJet Airlines LLC,0,0,0,0,0,0,0,437,726.0,269.0,358858,0.0,0.0,0,True,EV
2018,9,3,UA,19977.0,United Air Lines Inc.,UA,United Air Lines Inc.,EV,20366.0,ExpressJet Airlines Inc.,EV,ExpressJet Airlines LLC,0,0,0,0,0,0,0,1226,0.0,0.0,1423293,0.0,0.0,0,True,EV
2018,9,3,,,,,,EV,20366.0,ExpressJet Airlines Inc.,EV,ExpressJet Airlines LLC,0,1,0,2,0,3,3,1866,488.0,545.0,2175952,0.0,2700.0,0,False,EV
2018,12,4,DL,19790.0,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,EV,20366.0,ExpressJet Airlines Inc.,EV,ExpressJet Airlines LLC,0,0,0,0,0,0,0,152,135.0,55.0,88217,0.0,0.0,0,True,EV
2018,12,4,UA,19977.0,United Air Lines Inc.,UA,United Air Lines Inc.,EV,20366.0,ExpressJet Airlines Inc.,EV,ExpressJet Airlines LLC,0,7,0,0,0,7,7,1318,1.0,0.0,1539834,0.0,2011.0,0,True,EV
2018,12,4,,,,,,EV,20366.0,ExpressJet Airlines Inc.,EV,ExpressJet Airlines LLC,0,9,0,13,0,22,22,1658,98.0,98.0,1835755,0.0,8639.0,0,False,EV
2019,3,1,UA,19977.0,United Air Lines Inc.,UA,United Air Lines Inc.,EV,20366.0,ExpressJet Airlines Inc.,EV,ExpressJet Airlines LLC,0,0,1,0,0,1,1,1470,0.0,0.0,1447984,0.0,0.0,0,True,EV
2019,3,1,,,,,,EV,20366.0,ExpressJet Airlines Inc.,EV,ExpressJet Airlines LLC,0,0,1,0,0,1,1,1470,0.0,0.0,1454843,0.0,0.0,0,False,EV
2019,6,2,UA,19977.0,United Air Lines Inc.,UA,United Air Lines Inc.,EV,20366.0,ExpressJet Airlines LLC,EV,ExpressJet Airlines LLC,0,1,0,0,0,1,1,1522,4.0,7.0,1257349,0.0,1350.0,0,True,EV
2019,6,2,,,,,,EV,20366.0,ExpressJet Airlines LLC,EV,ExpressJet Airlines LLC,0,1,0,0,0,1,1,1522,4.0,7.0,1257349,0.0,1350.0,0,False,EV
2019,9,3,UA,19977.0,United Air Lines Inc.,UA,United Air Lines Inc.,EV,20366.0,ExpressJet Airlines LLC,EV,ExpressJet Airlines LLC,0,0,0,0,0,0,0,1358,4.0,10.0,1433425,0.0,0.0,0,True,EV
2019,9,3,,,,,,EV,20366.0,ExpressJet Airlines LLC,EV,ExpressJet Airlines LLC,0,0,0,0,0,0,0,1358,4.0,10.0,1433425,0.0,0.0,0,False,EV
2019,12,4,UA,19977.0,United Air Lines Inc.,UA,United Air Lines Inc.,EV,20366.0,ExpressJet Airlines LLC,EV,ExpressJet Airlines LLC,0,1,0,0,0,1,1,990,21.0,21.0,1467237,0.0,0.0,0,True,EV
2019,12,4,,,,,,EV,20366.0,ExpressJet Airlines LLC,EV,ExpressJet Airlines LLC,0,1,0,0,0,1,1,990,21.0,21.0,1467237,0.0,0.0,0,False,EV
2020,3,1,UA,19977.0,United Air Lines Inc.,UA,United Air Lines Inc.,EV,20366.0,ExpressJet Airlines LLC,EV,ExpressJet Airlines LLC,0,0,0,0,0,0,0,669,20.0,21.0,1239445,0.0,0.0,0,True,EV
2020,3,1,,,,,,EV,20366.0,ExpressJet Airlines LLC,EV,ExpressJet Airlines LLC,0,0,0,0,0,0,0,669,20.0,21.0,1239445,0.0,0.0,0,False,EV
2020,6,2,UA,19977.0,United Air Lines Inc.,UA,United Air Lines Inc.,EV,20366.0,ExpressJet Airlines LLC,EV,ExpressJet Airlines LLC,0,0,0,0,0,0,0,5,0.0,5.0,115481,0.0,0.0,0,True,EV
2020,6,2,,,,,,EV,20366.0,ExpressJet Airlines LLC,EV,ExpressJet Airlines LLC,0,0,0,0,0,0,0,5,0.0,5.0,115481,0.0,0.0,0,False,EV
2020,9,3,UA,19977.0,United Air Lines Inc.,UA,United Air Lines Inc.,EV,20366.0,ExpressJet Airlines LLC,EV,ExpressJet Airlines LLC,0,0,0,0,0,0,0,12,0.0,0.0,227234,0.0,0.0,0,True,EV
2020,9,3,,,,,,EV,20366.0,ExpressJet Airlines LLC,EV,ExpressJet Airlines LLC,0,0,0,0,0,0,0,12,0.0,0.0,227234,0.0,0.0,0,False,EV
2010,12,4,F9,20436.0,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,F9,20436.0,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,10,98,6,48,26,188,18,784,0.0,0.0,2241300,678.0,3465.0,1229,False,F9
2011,3,1,F9,20436.0,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,F9,20436.0,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,23,119,8,69,14,233,23,837,0.0,0.0,2090355,592.0,7096.0,1850,False,F9
2011,6,2,F9,20436.0,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,F9,20436.0,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,7,191,6,36,8,248,10,1201,0.0,0.0,2638684,322.0,3802.0,600,False,F9
