Unit,Inci_no,Disp_date,Disp_time,Notif_date,Notif_time,Roll_date,Roll_time,Arv_date,Arv_time,City,Fdid,Final_nature,Dispatch_Datetime,Notification_Datetime,Roll_Datetime,Arrival_Datetime,ObjectId
E271,18275261,2018/07/27 01:02:17+00,2020/01/03 01:02:17+00,2018/07/27 01:03:21+00,2020/01/03 01:03:21+00,2018-07-27T01:03:56Z,18:03:56,2018/07/27 01:09:31+00,2020/01/03 01:09:31+00,TEMPE,8293,HA,2018/07/27 08:02:00+00,2018/07/27 08:03:00+00,7/27/2018 1:03,2018/07/27 08:09:00+00,5376
E278,18275400,2018/07/27 06:06:59+00,2020/01/03 06:06:59+00,2018/07/27 06:07:32+00,2020/01/03 06:07:32+00,2018-07-27T06:08:25Z,23:08:25,2018/07/27 06:12:25+00,2020/01/03 06:12:25+00,TEMPE,8293,UNC,2018/07/27 13:06:00+00,2018/07/27 13:07:00+00,7/27/2018 6:08,2018/07/27 13:12:00+00,5377
E271,18275418,2018/07/27 06:41:37+00,2020/01/03 06:41:37+00,2018/07/27 06:42:25+00,2020/01/03 06:42:25+00,2018-07-27T06:42:43Z,23:42:43,2018/07/27 06:47:01+00,2020/01/03 06:47:01+00,TEMPE,8293,DB,2018/07/27 13:41:00+00,2018/07/27 13:42:00+00,7/27/2018 6:42,2018/07/27 13:47:00+00,5378
E271,18275550,2018/07/27 09:01:57+00,2020/01/02 09:01:57+00,2018/07/27 09:02:28+00,2020/01/02 09:02:28+00,2018-07-27T09:02:49Z,2:02:49,2018/07/27 09:05:34+00,2020/01/02 09:05:34+00,TEMPE,8293,UNC,2018/07/27 16:01:00+00,2018/07/27 16:02:00+00,7/27/2018 9:02,2018/07/27 16:05:00+00,5379
E275,18275560,2018/07/27 09:08:14+00,2020/01/02 09:08:14+00,2018/07/27 09:10:14+00,2020/01/02 09:10:14+00,2018-07-27T09:10:34Z,2:10:34,2018/07/27 09:15:00+00,2020/01/02 09:15:00+00,TEMPE,8293,962A,2018/07/27 16:08:00+00,2018/07/27 16:10:00+00,7/27/2018 9:10,2018/07/27 16:15:00+00,5380
LT276,18275594,2018/07/27 09:37:41+00,2020/01/02 09:37:41+00,2018/07/27 09:38:19+00,2020/01/02 09:38:19+00,2018-07-27T09:38:30Z,2:38:30,2018/07/27 09:45:29+00,2020/01/02 09:45:29+00,TEMPE,8293,ALOC,2018/07/27 16:37:00+00,2018/07/27 16:38:00+00,7/27/2018 9:38,2018/07/27 16:45:00+00,5381
LT273,18275672,2018/07/27 10:30:16+00,2020/01/02 10:30:16+00,2018/07/27 10:31:08+00,2020/01/02 10:31:08+00,2018-07-27T10:31:42Z,3:31:42,2018/07/27 10:39:02+00,2020/01/02 10:39:02+00,TEMPE,8293,SEIZA,2018/07/27 17:30:00+00,2018/07/27 17:31:00+00,7/27/2018 10:31,2018/07/27 17:39:00+00,5382
E271,18275890,2018/07/27 13:19:35+00,2020/01/02 13:19:35+00,2018/07/27 13:20:26+00,2020/01/02 13:20:26+00,2018-07-27T13:20:54Z,6:20:54,2018/07/27 13:25:22+00,2020/01/02 13:25:22+00,TEMPE,8293,UNC,2018/07/27 20:19:00+00,2018/07/27 20:20:00+00,7/27/2018 13:20,2018/07/27 20:25:00+00,5383
E277,18275924,2018/07/27 13:40:39+00,2020/01/02 13:40:39+00,2018/07/27 13:41:16+00,2020/01/02 13:41:16+00,2018-07-27T13:41:28Z,6:41:28,2018/07/27 13:44:43+00,2020/01/02 13:44:43+00,TEMPE,8293,DB,2018/07/27 20:40:00+00,2018/07/27 20:41:00+00,7/27/2018 13:41,2018/07/27 20:44:00+00,5384
E272,18275945,2018/07/27 13:58:47+00,2020/01/02 13:58:47+00,2018/07/27 13:58:59+00,2020/01/02 13:58:59+00,2018-07-27T13:59:22Z,6:59:22,2018/07/27 14:03:17+00,2020/01/02 14:03:17+00,TEMPE,8293,OD,2018/07/27 20:58:00+00,2018/07/27 20:58:00+00,7/27/2018 13:59,2018/07/27 21:03:00+00,5385
E271,18275949,2018/07/27 14:00:43+00,2020/01/02 14:00:43+00,2018/07/27 14:02:40+00,2020/01/02 14:02:40+00,2018-07-27T14:03:12Z,7:03:12,2018/07/27 14:06:07+00,2020/01/02 14:06:07+00,TEMPE,8293,DB,2018/07/27 21:00:00+00,2018/07/27 21:02:00+00,7/27/2018 14:03,2018/07/27 21:06:00+00,5386
E273,18276041,2018/07/27 15:15:05+00,2020/01/02 15:15:05+00,2018/07/27 15:17:22+00,2020/01/02 15:17:22+00,2018-07-27T15:17:22Z,8:17:22,2018/07/27 15:19:42+00,2020/01/02 15:19:42+00,TEMPE,8293,DB,2018/07/27 22:15:00+00,2018/07/27 22:17:00+00,7/27/2018 15:17,2018/07/27 22:19:00+00,5387
E275,18276083,2018/07/27 15:40:29+00,2020/01/02 15:40:29+00,2018/07/27 15:41:11+00,2020/01/02 15:41:11+00,2018-07-27T15:41:37Z,8:41:37,2018/07/27 15:44:58+00,2020/01/02 15:44:58+00,TEMPE,8293,SEIZA,2018/07/27 22:40:00+00,2018/07/27 22:41:00+00,7/27/2018 15:41,2018/07/27 22:44:00+00,5388
E278,18276143,2018/07/27 16:27:54+00,2020/01/02 16:27:54+00,2018/07/27 16:29:06+00,2020/01/02 16:29:06+00,2018-07-27T16:29:28Z,9:29:28,2018/07/27 16:33:27+00,2020/01/02 16:33:27+00,TEMPE,8293,UNC,2018/07/27 23:27:00+00,2018/07/27 23:29:00+00,7/27/2018 16:29,2018/07/27 23:33:00+00,5389
LT276,18276152,2018/07/27 16:34:27+00,2020/01/02 16:34:27+00,2018/07/27 16:35:10+00,2020/01/02 16:35:10+00,2018-07-27T16:35:16Z,9:35:16,2018/07/27 16:40:08+00,2020/01/02 16:40:08+00,TEMPE,8293,962MC,2018/07/27 23:34:00+00,2018/07/27 23:35:00+00,7/27/2018 16:35,2018/07/27 23:40:00+00,5390
E271,18276174,2018/07/27 17:00:02+00,2020/01/02 17:00:02+00,2018/07/27 17:00:32+00,2020/01/02 17:00:32+00,2018-07-27T17:01:11Z,10:01:11,2018/07/27 17:03:29+00,2020/01/02 17:03:29+00,TEMPE,8293,ALOC,2018/07/28 00:00:00+00,2018/07/28 00:00:00+00,7/27/2018 17:01,2018/07/28 00:03:00+00,5391
E278,18276223,2018/07/27 17:44:01+00,2020/01/02 17:44:01+00,2018/07/27 17:45:11+00,2020/01/02 17:45:11+00,2018-07-27T17:45:31Z,10:45:31,2018/07/27 17:52:13+00,2020/01/02 17:52:13+00,TEMPE,8293,962A,2018/07/28 00:44:00+00,2018/07/28 00:45:00+00,7/27/2018 17:45,2018/07/28 00:52:00+00,5392
E271,18276247,2018/07/27 18:05:02+00,2020/01/02 18:05:02+00,2018/07/27 18:07:06+00,2020/01/02 18:07:06+00,2018-07-27T18:08:09Z,11:08:09,2018/07/27 18:12:04+00,2020/01/02 18:12:04+00,TEMPE,8293,CP,2018/07/28 01:05:00+00,2018/07/28 01:07:00+00,7/27/2018 18:08,2018/07/28 01:12:00+00,5393
E276,18276475,2018/07/27 20:48:56+00,2020/01/02 20:48:56+00,2018/07/27 20:52:47+00,2020/01/02 20:52:47+00,2018-07-27T20:53:01Z,13:53:01,2018/07/27 20:55:05+00,2020/01/02 20:55:05+00,TEMPE,8293,CP,2018/07/28 03:48:00+00,2018/07/28 03:52:00+00,7/27/2018 20:53,2018/07/28 03:55:00+00,5394
LT276,18276593,2018/07/27 22:51:14+00,2020/01/02 22:51:14+00,2018/07/27 22:51:39+00,2020/01/02 22:51:39+00,2018-07-27T22:52:22Z,15:52:22,2018/07/27 22:57:04+00,2020/01/02 22:57:04+00,TEMPE,8293,ALOC,2018/07/28 05:51:00+00,2018/07/28 05:51:00+00,7/27/2018 22:52,2018/07/28 05:57:00+00,5395
E272,18271321,2018/07/24 06:45:57+00,2020/01/03 06:45:57+00,2018/07/24 06:46:52+00,2020/01/03 06:46:52+00,2018-07-24T06:48:00Z,23:48:00,2018/07/24 06:50:41+00,2020/01/03 06:50:41+00,TEMPE,8293,ALOC,2018/07/24 13:45:00+00,2018/07/24 13:46:00+00,7/24/2018 6:48,2018/07/24 13:50:00+00,5396
E278,18276594,2018/07/27 22:53:13+00,2020/01/02 22:53:13+00,2018/07/27 22:54:30+00,2020/01/02 22:54:30+00,2018-07-27T22:55:04Z,15:55:04,2018/07/27 22:57:24+00,2020/01/02 22:57:24+00,TEMPE,8293,CP,2018/07/28 05:53:00+00,2018/07/28 05:54:00+00,7/27/2018 22:55,2018/07/28 05:57:00+00,5397
E276,18276639,2018/07/27 23:44:52+00,2020/01/02 23:44:52+00,2018/07/27 23:46:01+00,2020/01/02 23:46:01+00,2018-07-27T23:47:09Z,16:47:09,2018/07/27 23:51:49+00,2020/01/02 23:51:49+00,TEMPE,8293,DB,2018/07/28 06:44:00+00,2018/07/28 06:46:00+00,7/27/2018 23:47,2018/07/28 06:51:00+00,5398
E278,18276641,2018/07/27 23:47:57+00,2020/01/02 23:47:57+00,2018/07/27 23:49:06+00,2020/01/02 23:49:06+00,2018-07-27T23:49:34Z,16:49:34,2018/07/27 23:54:01+00,2020/01/02 23:54:01+00,TEMPE,8293,CP,2018/07/28 06:47:00+00,2018/07/28 06:49:00+00,7/27/2018 23:49,2018/07/28 06:54:00+00,5399
E271,18276649,2018/07/27 23:57:29+00,2020/01/02 23:57:29+00,2018/07/27 23:58:01+00,2020/01/02 23:58:01+00,2018-07-27T23:59:11Z,16:59:11,2018/07/28 00:02:35+00,2020/01/03 00:02:35+00,TEMPE,8293,OD,2018/07/28 06:57:00+00,2018/07/28 06:58:00+00,7/27/2018 23:59,2018/07/28 07:02:00+00,5400
E273,18276650,2018/07/27 23:58:04+00,2020/01/02 23:58:04+00,2018/07/27 23:58:43+00,2020/01/02 23:58:43+00,2018-07-27T23:59:40Z,16:59:40,2018/07/28 00:02:23+00,2020/01/03 00:02:23+00,TEMPE,8293,ALOC,2018/07/28 06:58:00+00,2018/07/28 06:58:00+00,7/27/2018 23:59,2018/07/28 07:02:00+00,5401
E272,18276685,2018/07/28 00:55:55+00,2020/01/03 00:55:55+00,2018/07/28 00:56:51+00,2020/01/03 00:56:51+00,2018-07-28T00:57:45Z,17:57:45,2018/07/28 01:00:21+00,2020/01/03 01:00:21+00,TEMPE,8293,HANG,2018/07/28 07:55:00+00,2018/07/28 07:56:00+00,7/28/2018 0:57,2018/07/28 08:00:00+00,5402
E278,18261750,2018/07/16 16:45:15+00,2020/01/02 16:45:15+00,2018/07/16 16:46:34+00,2020/01/02 16:46:34+00,2018-07-16T16:47:41Z,9:47:41,2018/07/16 16:51:09+00,2020/01/02 16:51:09+00,TEMPE,8293,962A,2018/07/16 23:45:00+00,2018/07/16 23:46:00+00,7/16/2018 16:47,2018/07/16 23:51:00+00,5403
E277,18261777,2018/07/16 17:04:11+00,2020/01/02 17:04:11+00,2018/07/16 17:05:17+00,2020/01/02 17:05:17+00,2018-07-16T17:05:17Z,10:05:17,2018/07/16 17:08:33+00,2020/01/02 17:08:33+00,TEMPE,8293,DIAB,2018/07/17 00:04:00+00,2018/07/17 00:05:00+00,7/16/2018 17:05,2018/07/17 00:08:00+00,5404
E272,18268121,2018/07/21 17:56:38+00,2020/01/02 17:56:38+00,2018/07/21 17:58:04+00,2020/01/02 17:58:04+00,2018-07-21T17:58:37Z,10:58:37,2018/07/21 18:02:30+00,2020/01/02 18:02:30+00,TEMPE,8293,DIAB,2018/07/22 00:56:00+00,2018/07/22 00:58:00+00,7/21/2018 17:58,2018/07/22 01:02:00+00,5405
E273,18271437,2018/07/24 08:59:21+00,2020/01/02 08:59:21+00,2018/07/24 09:00:11+00,2020/01/02 09:00:11+00,2018-07-24T09:00:40Z,2:00:40,2018/07/24 09:04:37+00,2020/01/02 09:04:37+00,TEMPE,8293,ABDA,2018/07/24 15:59:00+00,2018/07/24 16:00:00+00,7/24/2018 9:00,2018/07/24 16:04:00+00,5406
LT276,18264233,2018/07/18 15:25:34+00,2020/01/02 15:25:34+00,2018/07/18 15:27:07+00,2020/01/02 15:27:07+00,2018-07-18T15:27:07Z,8:27:07,2018/07/18 15:32:51+00,2020/01/02 15:32:51+00,TEMPE,8293,CP,2018/07/18 22:25:00+00,2018/07/18 22:27:00+00,7/18/2018 15:27,2018/07/18 22:32:00+00,5407
E278,18264369,2018/07/18 17:41:20+00,2020/01/02 17:41:20+00,2018/07/18 17:41:48+00,2020/01/02 17:41:48+00,2018-07-18T17:42:38Z,10:42:38,2018/07/18 17:45:43+00,2020/01/02 17:45:43+00,TEMPE,8293,DB,2018/07/19 00:41:00+00,2018/07/19 00:41:00+00,7/18/2018 17:42,2018/07/19 00:45:00+00,5408
E274,18255260,2018/07/11 15:31:16+00,2020/01/02 15:31:16+00,2018/07/11 15:32:02+00,2020/01/02 15:32:02+00,2018-07-11T15:32:34Z,8:32:34,2018/07/11 15:36:36+00,2020/01/02 15:36:36+00,TEMPE,8293,DB,2018/07/11 22:31:00+00,2018/07/11 22:32:00+00,7/11/2018 15:32,2018/07/11 22:36:00+00,5409
E273,18261779,2018/07/16 17:04:16+00,2020/01/02 17:04:16+00,2018/07/16 17:05:04+00,2020/01/02 17:05:04+00,2018-07-16T17:05:32Z,10:05:32,2018/07/16 17:09:26+00,2020/01/02 17:09:26+00,TEMPE,8293,SEIZA,2018/07/17 00:04:00+00,2018/07/17 00:05:00+00,7/16/2018 17:05,2018/07/17 00:09:00+00,5410
E276,18268174,2018/07/21 18:48:24+00,2020/01/02 18:48:24+00,2018/07/21 18:49:12+00,2020/01/02 18:49:12+00,2018-07-21T18:49:53Z,11:49:53,2018/07/21 18:52:08+00,2020/01/02 18:52:08+00,TEMPE,8293,UNC,2018/07/22 01:48:00+00,2018/07/22 01:49:00+00,7/21/2018 18:49,2018/07/22 01:52:00+00,5411
E272,18264415,2018/07/18 18:28:34+00,2020/01/02 18:28:34+00,2018/07/18 18:28:58+00,2020/01/02 18:28:58+00,2018-07-18T18:29:33Z,11:29:33,2018/07/18 18:31:31+00,2020/01/02 18:31:31+00,TEMPE,8293,CVA,2018/07/19 01:28:00+00,2018/07/19 01:28:00+00,7/18/2018 18:29,2018/07/19 01:31:00+00,5412
E272,18255336,2018/07/11 16:30:54+00,2020/01/02 16:30:54+00,2018/07/11 16:32:21+00,2020/01/02 16:32:21+00,2018-07-11T16:32:21Z,9:32:21,2018/07/11 16:35:08+00,2020/01/02 16:35:08+00,TEMPE,8293,SEIZA,2018/07/11 23:30:00+00,2018/07/11 23:32:00+00,7/11/2018 16:32,2018/07/11 23:35:00+00,5413
E275,18261970,2018/07/16 20:04:27+00,2020/01/02 20:04:27+00,2018/07/16 20:04:58+00,2020/01/02 20:04:58+00,2018-07-16T20:05:13Z,13:05:13,2018/07/16 20:08:30+00,2020/01/02 20:08:30+00,TEMPE,8293,SEIZA,2018/07/17 03:04:00+00,2018/07/17 03:04:00+00,7/16/2018 20:05,2018/07/17 03:08:00+00,5414
LT276,18268181,2018/07/21 18:53:42+00,2020/01/02 18:53:42+00,2018/07/21 18:54:12+00,2020/01/02 18:54:12+00,2018-07-21T18:54:58Z,11:54:58,2018/07/21 18:56:24+00,2020/01/02 18:56:24+00,TEMPE,8293,ALOC,2018/07/22 01:53:00+00,2018/07/22 01:54:00+00,7/21/2018 18:54,2018/07/22 01:56:00+00,5415
LT276,18264424,2018/07/18 18:40:59+00,2020/01/02 18:40:59+00,2018/07/18 18:41:28+00,2020/01/02 18:41:28+00,2018-07-18T18:42:02Z,11:42:02,2018/07/18 18:46:18+00,2020/01/02 18:46:18+00,TEMPE,8293,DB,2018/07/19 01:40:00+00,2018/07/19 01:41:00+00,7/18/2018 18:42,2018/07/19 01:46:00+00,5416
E274,18255602,2018/07/11 19:57:58+00,2020/01/02 19:57:58+00,2018/07/11 19:58:35+00,2020/01/02 19:58:35+00,2018-07-11T19:59:01Z,12:59:01,2018/07/11 20:02:57+00,2020/01/02 20:02:57+00,TEMPE,8293,SEIZA,2018/07/12 02:57:00+00,2018/07/12 02:58:00+00,7/11/2018 19:59,2018/07/12 03:02:00+00,5417
E271,18261981,2018/07/16 20:12:07+00,2020/01/02 20:12:07+00,2018/07/16 20:12:42+00,2020/01/02 20:12:42+00,2018-07-16T20:13:05Z,13:13:05,2018/07/16 20:17:27+00,2020/01/02 20:17:27+00,TEMPE,8293,DB,2018/07/17 03:12:00+00,2018/07/17 03:12:00+00,7/16/2018 20:13,2018/07/17 03:17:00+00,5418
E271,18268338,2018/07/21 21:23:12+00,2020/01/02 21:23:12+00,2018/07/21 21:24:11+00,2020/01/02 21:24:11+00,2018-07-21T21:24:38Z,14:24:38,2018/07/21 21:27:19+00,2020/01/02 21:27:19+00,TEMPE,8293,ALOC,2018/07/22 04:23:00+00,2018/07/22 04:24:00+00,7/21/2018 21:24,2018/07/22 04:27:00+00,5419
E272,18264537,2018/07/18 20:26:02+00,2020/01/02 20:26:02+00,2018/07/18 20:26:35+00,2020/01/02 20:26:35+00,2018-07-18T20:27:02Z,13:27:02,2018/07/18 20:30:40+00,2020/01/02 20:30:40+00,TEMPE,8293,962A,2018/07/19 03:26:00+00,2018/07/19 03:26:00+00,7/18/2018 20:27,2018/07/19 03:30:00+00,5420
LT273,18255619,2018/07/11 20:16:39+00,2020/01/02 20:16:39+00,2018/07/11 20:17:08+00,2020/01/02 20:17:08+00,2018-07-11T20:17:38Z,13:17:38,2018/07/11 20:21:32+00,2020/01/02 20:21:32+00,TEMPE,8293,DB,2018/07/12 03:16:00+00,2018/07/12 03:17:00+00,7/11/2018 20:17,2018/07/12 03:21:00+00,5421
E278,18262001,2018/07/16 20:33:24+00,2020/01/02 20:33:24+00,2018/07/16 20:34:29+00,2020/01/02 20:34:29+00,2018-07-16T20:34:50Z,13:34:50,2018/07/16 20:37:04+00,2020/01/02 20:37:04+00,TEMPE,8293,ILLA,2018/07/17 03:33:00+00,2018/07/17 03:34:00+00,7/16/2018 20:34,2018/07/17 03:37:00+00,5422
E276,18268426,2018/07/21 22:58:42+00,2020/01/02 22:58:42+00,2018/07/21 22:59:37+00,2020/01/02 22:59:37+00,2018-07-21T23:00:28Z,16:00:28,2018/07/21 23:02:51+00,2020/01/02 23:02:51+00,TEMPE,8293,SEIZA,2018/07/22 05:58:00+00,2018/07/22 05:59:00+00,7/21/2018 23:00,2018/07/22 06:02:00+00,5423
LT273,18264557,2018/07/18 20:50:52+00,2020/01/02 20:50:52+00,2018/07/18 20:51:26+00,2020/01/02 20:51:26+00,2018-07-18T20:52:04Z,13:52:04,2018/07/18 20:56:07+00,2020/01/02 20:56:07+00,TEMPE,8293,DB,2018/07/19 03:50:00+00,2018/07/19 03:51:00+00,7/18/2018 20:52,2018/07/19 03:56:00+00,5424
E271,18255701,2018/07/11 21:19:52+00,2020/01/02 21:19:52+00,2018/07/11 21:20:34+00,2020/01/02 21:20:34+00,2018-07-11T21:20:55Z,14:20:55,2018/07/11 21:24:45+00,2020/01/02 21:24:45+00,TEMPE,8293,ILLA,2018/07/12 04:19:00+00,2018/07/12 04:20:00+00,7/11/2018 21:20,2018/07/12 04:24:00+00,5425
E275,18262067,2018/07/16 21:55:42+00,2020/01/02 21:55:42+00,2018/07/16 21:57:16+00,2020/01/02 21:57:16+00,2018-07-16T21:57:55Z,14:57:55,2018/07/16 22:00:50+00,2020/01/02 22:00:50+00,TEMPE,8293,INJA,2018/07/17 04:55:00+00,2018/07/17 04:57:00+00,7/16/2018 21:57,2018/07/17 05:00:00+00,5426
E275,18268520,2018/07/22 00:49:26+00,2020/01/03 00:49:26+00,2018/07/22 00:50:47+00,2020/01/03 00:50:47+00,2018-07-22T00:51:17Z,17:51:17,2018/07/22 00:53:58+00,2020/01/03 00:53:58+00,TEMPE,8293,UNC,2018/07/22 07:49:00+00,2018/07/22 07:50:00+00,7/22/2018 0:51,2018/07/22 07:53:00+00,5427
E274,18264729,2018/07/19 01:17:24+00,2020/01/03 01:17:24+00,2018/07/19 01:18:37+00,2020/01/03 01:18:37+00,2018-07-19T01:20:09Z,18:20:09,2018/07/19 01:24:35+00,2020/01/03 01:24:35+00,TEMPE,8293,ABDA,2018/07/19 08:17:00+00,2018/07/19 08:18:00+00,7/19/2018 1:20,2018/07/19 08:24:00+00,5428
E276,18255738,2018/07/11 21:56:49+00,2020/01/02 21:56:49+00,2018/07/11 21:57:32+00,2020/01/02 21:57:32+00,2018-07-11T21:58:12Z,14:58:12,2018/07/11 22:05:40+00,2020/01/02 22:05:40+00,TEMPE,8293,ILLA,2018/07/12 04:56:00+00,2018/07/12 04:57:00+00,7/11/2018 21:58,2018/07/12 05:05:00+00,5429
E274,18262117,2018/07/16 22:55:24+00,2020/01/02 22:55:24+00,2018/07/16 22:56:58+00,2020/01/02 22:56:58+00,2018-07-16T22:57:47Z,15:57:47,2018/07/16 23:02:27+00,2020/01/02 23:02:27+00,TEMPE,8293,OD,2018/07/17 05:55:00+00,2018/07/17 05:56:00+00,7/16/2018 22:57,2018/07/17 06:02:00+00,5430
LT273,18268547,2018/07/22 01:35:45+00,2020/01/03 01:35:45+00,2018/07/22 01:36:36+00,2020/01/03 01:36:36+00,2018-07-22T01:37:30Z,18:37:30,2018/07/22 01:41:48+00,2020/01/03 01:41:48+00,TEMPE,8293,ILLA,2018/07/22 08:35:00+00,2018/07/22 08:36:00+00,7/22/2018 1:37,2018/07/22 08:41:00+00,5431
LT276,18264738,2018/07/19 01:50:31+00,2020/01/03 01:50:31+00,2018/07/19 01:50:51+00,2020/01/03 01:50:51+00,2018-07-19T01:51:49Z,18:51:49,2018/07/19 01:55:39+00,2020/01/03 01:55:39+00,TEMPE,8293,UNC,2018/07/19 08:50:00+00,2018/07/19 08:50:00+00,7/19/2018 1:51,2018/07/19 08:55:00+00,5432
E277,18255924,2018/07/12 02:16:04+00,2020/01/03 02:16:04+00,2018/07/12 02:18:07+00,2020/01/03 02:18:07+00,2018-07-12T02:19:08Z,19:19:08,2018/07/12 02:21:31+00,2020/01/03 02:21:31+00,TEMPE,8293,DB,2018/07/12 09:16:00+00,2018/07/12 09:18:00+00,7/12/2018 2:19,2018/07/12 09:21:00+00,5433
E276,18262121,2018/07/16 23:00:35+00,2020/01/02 23:00:35+00,2018/07/16 23:01:36+00,2020/01/02 23:01:36+00,2018-07-16T23:02:25Z,16:02:25,2018/07/16 23:04:57+00,2020/01/02 23:04:57+00,TEMPE,8293,DB,2018/07/17 06:00:00+00,2018/07/17 06:01:00+00,7/16/2018 23:02,2018/07/17 06:04:00+00,5434
E275,18262229,2018/07/17 02:19:54+00,2020/01/03 02:19:54+00,2018/07/17 02:21:52+00,2020/01/03 02:21:52+00,2018-07-17T02:22:36Z,19:22:36,2018/07/17 02:26:23+00,2020/01/03 02:26:23+00,TEMPE,8293,OD,2018/07/17 09:19:00+00,2018/07/17 09:21:00+00,7/17/2018 2:22,2018/07/17 09:26:00+00,5435
E272,18262243,2018/07/17 02:47:08+00,2020/01/03 02:47:08+00,2018/07/17 02:49:49+00,2020/01/03 02:49:49+00,2018-07-17T02:50:49Z,19:50:49,2018/07/17 02:55:57+00,2020/01/03 02:55:57+00,TEMPE,8293,CP,2018/07/17 09:47:00+00,2018/07/17 09:49:00+00,7/17/2018 2:50,2018/07/17 09:55:00+00,5436
E273,18262279,2018/07/17 04:32:42+00,2020/01/03 04:32:42+00,2018/07/17 04:34:05+00,2020/01/03 04:34:05+00,2018-07-17T04:35:21Z,21:35:21,2018/07/17 04:40:24+00,2020/01/03 04:40:24+00,TEMPE,8293,OD,2018/07/17 11:32:00+00,2018/07/17 11:34:00+00,7/17/2018 4:35,2018/07/17 11:40:00+00,5437
LT276,18262294,2018/07/17 05:20:06+00,2020/01/03 05:20:06+00,2018/07/17 05:20:40+00,2020/01/03 05:20:40+00,2018-07-17T05:21:37Z,22:21:37,2018/07/17 05:24:16+00,2020/01/03 05:24:16+00,TEMPE,8293,ILLA,2018/07/17 12:20:00+00,2018/07/17 12:20:00+00,7/17/2018 5:21,2018/07/17 12:24:00+00,5438
E278,18262333,2018/07/17 06:31:03+00,2020/01/03 06:31:03+00,2018/07/17 06:31:06+00,2020/01/03 06:31:06+00,2018-07-17T06:31:15Z,23:31:15,2018/07/17 06:37:33+00,2020/01/03 06:37:33+00,TEMPE,8293,962MC,2018/07/17 13:31:00+00,2018/07/17 13:31:00+00,7/17/2018 6:31,2018/07/17 13:37:00+00,5439
E275,18262398,2018/07/17 07:58:16+00,2020/01/02 07:58:16+00,2018/07/17 07:58:41+00,2020/01/02 07:58:41+00,2018-07-17T07:58:46Z,0:58:46,2018/07/17 08:01:25+00,2020/01/02 08:01:25+00,TEMPE,8293,ALOC,2018/07/17 14:58:00+00,2018/07/17 14:58:00+00,7/17/2018 7:58,2018/07/17 15:01:00+00,5440
E276,18262460,2018/07/17 08:47:30+00,2020/01/02 08:47:30+00,2018/07/17 08:48:11+00,2020/01/02 08:48:11+00,2018-07-17T08:48:21Z,1:48:21,2018/07/17 08:53:08+00,2020/01/02 08:53:08+00,TEMPE,8293,UNC,2018/07/17 15:47:00+00,2018/07/17 15:48:00+00,7/17/2018 8:48,2018/07/17 15:53:00+00,5441
E274,18262508,2018/07/17 09:21:25+00,2020/01/02 09:21:25+00,2018/07/17 09:21:47+00,2020/01/02 09:21:47+00,2018-07-17T09:22:20Z,2:22:20,2018/07/17 09:25:21+00,2020/01/02 09:25:21+00,TEMPE,8293,HA,2018/07/17 16:21:00+00,2018/07/17 16:21:00+00,7/17/2018 9:22,2018/07/17 16:25:00+00,5442
E272,18262515,2018/07/17 09:26:06+00,2020/01/02 09:26:06+00,2018/07/17 09:27:34+00,2020/01/02 09:27:34+00,2018-07-17T09:27:37Z,2:27:37,2018/07/17 09:32:50+00,2020/01/02 09:32:50+00,TEMPE,8293,OD,2018/07/17 16:26:00+00,2018/07/17 16:27:00+00,7/17/2018 9:27,2018/07/17 16:32:00+00,5443
E274,18262543,2018/07/17 09:49:30+00,2020/01/02 09:49:30+00,2018/07/17 09:50:37+00,2020/01/02 09:50:37+00,2018-07-17T09:50:59Z,2:50:59,2018/07/17 09:56:07+00,2020/01/02 09:56:07+00,TEMPE,8293,ALOC,2018/07/17 16:49:00+00,2018/07/17 16:50:00+00,7/17/2018 9:50,2018/07/17 16:56:00+00,5444
E273,18262567,2018/07/17 10:06:58+00,2020/01/02 10:06:58+00,2018/07/17 10:08:24+00,2020/01/02 10:08:24+00,2018-07-17T10:09:01Z,3:09:01,2018/07/17 10:14:01+00,2020/01/02 10:14:01+00,TEMPE,8293,CP,2018/07/17 17:06:00+00,2018/07/17 17:08:00+00,7/17/2018 10:09,2018/07/17 17:14:00+00,5445
E278,18262617,2018/07/17 10:47:14+00,2020/01/02 10:47:14+00,2018/07/17 10:47:56+00,2020/01/02 10:47:56+00,2018-07-17T10:48:14Z,3:48:14,2018/07/17 10:49:56+00,2020/01/02 10:49:56+00,TEMPE,8293,ALOC,2018/07/17 17:47:00+00,2018/07/17 17:47:00+00,7/17/2018 10:48,2018/07/17 17:49:00+00,5446
E274,18262656,2018/07/17 11:18:19+00,2020/01/02 11:18:19+00,2018/07/17 11:19:10+00,2020/01/02 11:19:10+00,2018-07-17T11:19:28Z,4:19:28,2018/07/17 11:22:47+00,2020/01/02 11:22:47+00,TEMPE,8293,INJA,2018/07/17 18:18:00+00,2018/07/17 18:19:00+00,7/17/2018 11:19,2018/07/17 18:22:00+00,5447
E271,18262765,2018/07/17 12:48:00+00,2020/01/02 12:48:00+00,2018/07/17 12:49:15+00,2020/01/02 12:49:15+00,2018-07-17T12:49:39Z,5:49:39,2018/07/17 12:54:58+00,2020/01/02 12:54:58+00,TEMPE,8293,ILLA,2018/07/17 19:48:00+00,2018/07/17 19:49:00+00,7/17/2018 12:49,2018/07/17 19:54:00+00,5448
