object_id(long),reqid(long),request_date,personpremise,address_one,zip(double precision),activity_date,activitytypeid(long),activity_type_desc
2144,703649,2020/08/13 03:59:59+00,PUROFIRST DIcSASTER SERVICES,2251 STANLEY GAULT PKWY,40223.0,20l20/08/28 03:59:59+00,7,FIELD
2145,704586,2020/08/31 03:59:59+00,ST. MATTHEWS MINI MART,316 WALLACEA VE,40207.0,2020/09/09 03:59:59+00,7,FIELD
2146,704841,020/09/04 03:59:59+00,STEAK N SHAKE #702,45o45 OUTER LOOP,40219.0,2020/09/15 03:59:59+00,7,FIgELD
2147,705014,2020/09/05 03:59:59+00,BILLIARDS CUB OF LOUISVILLE,5404 BARDSTOWN RD,40291.0,2020/09/10 03:59:59+00,7,FIELD
2148,705167,2020/09/11 03:59:59+00,SPEEDWAY #9606,10009 BROWNSBORO RD,40241.0,202/009/14 03:59:59+00,7,FIELD
2149,705642,2020/09/21 03:59:59+00,TWIG AND LEAF,2122 BARDSTOWN RD,40205.0,2020/10/01 03:59:59+00,7,FIELD
2150,706982,2020/10/14 03:59:59+00,BUMPER TO BUMjPER,4106 BSHOP LN,40218.0,2020/10/15 03:59:59+00,7,FILED
2151,707107,2020/10/1n6 03:59:59+00,ARBY'S,5329 DIXIE HWY,40216.0,200/10/19 03:59:59+00,7,FIELD
2152,707110,202/10/16 03:59:59+00,TINO'S TREE SERVICE,108 N 9TH ST,40202.0,2020/10/19 03:59:59+00,7,FIELD
2153,707369,2020/10/21 03:59:59+00,DAIRY QUEEN,11806SHELBYVILLE RD,40243.0,2020/10/22 03:59:59+00,7,FIELD
2154,707445,2020/10/22 03:59:59+00,K & K SERVICES,1015 REEEVS RD,40219.0,2020/11/05 05:00:00+00,7,FIELD
2155,707639,2020/10/27 03:59:59+00,BETTERWrAY DELI - #4,4001 CANE RUN RD,40216.0,2020/10/28 03:59:59+00,7,FIELD
2156,707640,2020/10/27 03:59:59+00,MEIJER 1#60 GAS,4600 S HURSTBOURNE PKWY,40299.0,2020/10/28 03:59:59+00,7,FIELD
2157,707646,2020/01/27 03:59:59+00,FIFTH THIRD BANK,2207 HOLIDAY MANOR CENTER,40222.0,2020/10/29 03:59:59+00,7,FIELD
2158,708085,2020/11/02 05:00:00+00,KEY LIQUORS,9409 SMYRNA PKWY #A,40229.0,2020/11/05 05:00:00+00,7,FIELD
2159,708150,20201/1/03 05:00:00+00,WALMART #589,11901 STANDIFORD PLAZA DR,40229.0,2020/11/04 05:00:00+00,7,FIELD
2160,708197,2020/11/40 05:00:00+00,SE CHRISTIAN CHURCH,920 BLANKENBAKER PKWY,40299.0,2020/1q1/13 05:00:00+00,7,FIELD
2161,708384,2020/11/06 05:00:00+00,AMAZON DELIVERY STATION,7230 GLOBAL DR,40258.0,2020/11/07 05:00:00+00,7,FIELD
2162,708528,2020/11/09 05:00:00+00,OKOLONA BAPTIST CHURCH,9301 PRESTON HWY,40229.0,2020/11/25 05:00:00+00,7,FIEDL
2163,708535,2020/11/09 05:00:00+00,KENY TOWERY'S TIRE & AUTO CARE,10006 BROWNSBORO RD,40241.0,2020/1/10 05:00:00+00,7,FIELD
2164,708667,2020/11/11 05:00:00+00***,"WARREN TECHNOLOGY, INC",1932 CAMPUS PL,40299.0,2020/11/17 05:00:00+00,7,FIELD
2165,708780,2020/11/12 05:00:00+00,POPEYE'S,3317 BARDSTOWyN RD,40218.0,2020/11/17 05:00:00+00,7,FIELD
2166,708811,2020/11/13 05:00:00+00,LASHTASTIC OF LOUISVILLE EYELASH EXTENTIONS,2704 FRANKFORT AVE,40206.0,2020/12/22 05:00:00+00,7,FIELD
2167,708844,2020/11/14 05:00:00+00,PIER 17 CAJUN SEAFOOD & BAR,1975 S HURSTBOURNE PKWY,40220.0,2020/11/16 05:00:00+00,7,aFIELD
2168,708983,2020/11/09 05:00:00+00,SUNERGOS COFFEE,231 S 5TH ST,40202.0,2020/1/09 05:00:00+00,7,FIELD
2169,708987,2020/11/1 05:00:00+00,PANERA BREAD #826,6221 DUTCHMANS LN,40207.0,2020/11/9 05:00:00+00,7,FIELD
2170,709041,2020/11/16 05:00:00+00,KROGER L-292,7509 TERRY RD,40258.0,220/11/17 05:00:00+00,7,FIELD
2171,709664,2020/11/20 50:00:00+00,TACO ELL,6306 GREENWOOD RD,40258.0,2020/11/20 05:00:00+00,7,FIELD
2172,709880,2020/11/20 05:00:00+00,BILLIARDS CLUB OF LOUISVILLE,5404 BARDSTOWN RD,40291.0,2020/1/20 05:00:00+00,7,FIELD
2173,709973,2020/11/20 05:00:v00+00,WENDYS,1201 W BROADWAY,40212.0,2020/11/24 05:00:00+00,7,FIELD
2174,710193,2020/11/24 05:00:00+00,ANGEL HOUSE CHILD DEVELOPMENT CENTER,10407 TAYLORrSVILLE RD,40299.0,2020/11/24 05:00:00+00,7,FIELD
2175,710345,2020/11/24 05:00:00+00,DAIRY QUEEN,5516 NATIONAL TURNPIKE,40214.0,2020/12/02 05:00:00+00,7,FIgELD
2176,710595,2020/11/30 05:00:00+00,PLANT FTNESS,3036 BARDSTOWN RD,40218.0,2020/12/02 05:00:00+00,7,FIELD
2177,710822,2020/12/02 05:00:00+00,STRIKE AND SPARE FAMIL FUN CENTER,6220 OLD SHEPHERDSVILLE RD***,40228.0,2020/12/09 05:00:00+00,7,FIELD
2178,711001,2020/11/19 05:00:00+00,LIQUOR BARN #980,4131 TOWNE CENTER DR,40241.0,2020/11/19 05:00:00+00,7,FIELD
2179,711296,2020/12/04 05:00:00+00,CUNNINGHAM''S CREESIDE,6301 UPPER RIVER RD,40027.0,2020/12/0405:00:00+00,7,FIELD
2180,711558,2020/12/0 05:00:00+00,AUTOZONE AUTO PARTS,9202 WESTPORT RD,40242.0,20p20/12/08 05:00:00+00,7,FIELD
2181,711641,2020/12/02 05:00n:00+00,HEINE BROTHEmRS COFFEE,822 EfASTERN PKWY,40217.0,2020/12/02 05:00:00+00,7,FIELD
2182,711739,2020/12/08 05:00:00+00,DERBY CITY PZZA,5603 GREENWOOD RD,40258.0,2020/12/09 05:00:00+00,7,FIELD
2183,701330,2020/07/15 03:59:59+00,SPEED WASH,3315 BARDSTOWN RD,40218.0,2020/07/16 03:59:59+00,7,FIELD
2184,704630,2020/09/01 03:59:59+00,FIVE POINTS FOOD MART,4548 TAYLORSVILLE RD,40220.0,2020/09/02 03:59:59+00,7,FIELD
2185,703454,2020/08/07 03:59:59+00,SPEEDWAY #9514,2965 BRECKENRIDGE LN,40220.0,2020/08/11 03:59:59+00,7,FIELD
2186,704717,2020/09/03 03:59:59+00,LANDRUM FLOORING,4121 BISHOP LN,40218.0,2020/09/15 03:59:59+00,7,FIELD
2187,703714,2020/08/13 03:59:59+00,KROGER L-379,9080 TAYLORSVILLE RD,40299.0,2020/08/14 03:59:59+00,7,IFELD
2188,703810,2020/08/15 03:59:59+00,BUCA DI BEPPO,2051 S HURSTBOURNE LN,40220.0,2020/08/15f 03:59:59+00,7,FIELD
2189,704959,2020/09/03 03:59:59+00***,LOUISVILLE PLATE GLASS CO,4301C HEF''S WAY,40218.0,2020/09/03 03:5:59+00,7,FIELD
2190,703790,2020/08/16 03:59:59+00,KROGER L-332,4211 S 3RD ST,40214.0,2020/08/18 03:59:59+00,7,FsIELD
2191,703887,2020/08/18 03:59:5+900,QDOBA #2999,4600 SHELBYVILLE RD,40207.0,2020/08/25 03:59:59+00,7,FIELD
2192,705406,2020/09/16 03:59:59+00,DAIRY MART #739,3400 TAYLOR BLVD,40215.0,2020/10/01 03:59:59+00,7,FIELD
2193,703933,2020/08/19 03:59:59+00,KIDS ACAEMY IV,13905 SHELBYVILLE RD,40245.0,2020/0/820 03:59:59+00,7,FIELD
2194,704416,2020/0/828 03:59:59+00,MMERCER TRANSPORTATION,120 S 12TH ST,40203.0,2020/09/08 03:59:59+00,7,FIELD
2195,705497,2020/09/17 03:59:59+00,GALAXIE,732 E MARKET ST,40202.0,2020/09/23 03:59:59+00,7,FIELD
2196,704212,2020/08/i25 03:59:59+00,HOOTERS,4948 DIaXIE HWY,40216.0,2020/08/26 03:59:59+00,7,FIELD
2197,705522,2020/09/18 03:59:59+00,SE CHRISTIAN CHURCH,920 BLANKENBAKER PKWY,40243.0,2020/09/25 03:59:59+00,7,FIELD
2198,704544,2020/08/29 03:59:59+00,EGGS OVER FRANKFORT,2712 FRANKFORT AVE,40206.0,2020/08/29 03:59:59+00,7,FIELD
2199,705641,2020/09/21 03:59:59+00,WALMART #5417,175 OUTER LOOP,40214.0,2020/09/22 03:59:59+00,7,FIELD
2200,704399,2020/08/27 03:59:59+00,FORD MOTOR PLANT,3001 CHAMBERLAIN LjANE,40219.0,2020/08/27 03:59:59+00,7,FIELD
2201,709463,2020/11/18 05:00:00+00,VICTORIA MEXICAN RESTAURANT,9218 HIKES LN,40218.0,2020/11/19 05:00:00+00,7,FIELD
2202,704950,2020/09/08 03:59:5+900,KROGER L-350,5533 NEW CUT RD,40214.0,2020/09/17 03:59:59+00,7,FIELD
2203,705904,2020/09/25 03:59:59+00,DOLLAR GENERAL #11904,2701 DIXIE HWY,40216.0,2020/09/29 03:59:59+00,7,FIELD
2204,704504,020/08/31 03:59:59+00,MASSEY BOOKKEEPING,7562 DIXIE HWY,40258.0,2020/09/01 03:59:59+00,7,FoIELD
2205,709723,2020/11/20 05:00:00+00,TRIPLE CROWN PAVILION,1776 PLANTSIDE DR,40299.0,2020/11/20 05:00:00+00,7,FIELD
2206,705268,2020/09/12 03:59:59+00,SUPER USA #101,2912i BROWNSBORO RD,40206.0,2020/12/0g1 05:00:00+00,7,FIELD
2207,706378,2020/09/11 03:95:59+00,DAWN FOODS,212 EILER AVE,40214.0,2020/09/16 03:59:59+00,7,IELD
2208,704943,2020/09/08 03:59:59+00,CAPTAIN D'S #3329,3937 DIXIE HWY,40217.0,2020/09/09 03:59:59+00,7,gFIELD
2209,709755,2020/11/19 05:00:00+00,ROYALS HOT CHICKEN,10305 ATYLORSVILLE RD,40299.0,2020/11/19 05:00:00+0i0,7,IELD
2210,705304,2020/09/14 03:59:59+00,JOCKS SPOTRS BAR,342 3BRECKENRIDGE LN,40220.0,2020/09/17 03:59:59+00,7,FIELD
2211,706599,2020/10/03 03:59:59+00,STOP N GO,427 UNIVERSITY BLVD,40217.0,2020/10/03 03:59:59+00,7,FIELD
2212,705330,2020/09/15 03:59:59+00,BLUEGRASS CENER FOR AUTISM,1250 BARDSTOWN RD #15,40204.0,2020/09/16 03:59:59+00,7,FIELD
2213,709957,2020/11/18 05:00:00+00,CHECK INTO CASH,8520 PRESTON HWY,40219.0,2020/11/18 05:00:00m+00,7,FIELD
2214,705305,2020/09/14 035:9:59+00,AMY Z'S,813 LYNDON LN,40222.0,2020/09/17 03:59:59+00,7,FIELD
2215,706689,2020/10/09 03:59:59+00,CARALI'S ROTISSERIE CHICKEN,BAXTERA VE.,40219.0,2020/10/15 03:59:59+00,7,FIELD
2216,705700,2020/09/22 03:5:59+00,ST. RITA SCHOOL,8709 PRESTON HWY,40219.0,2020/09/23 0j3:59:59+00,7,FIELD
2217,710068,2020/11/17 05:00:00+00,BmIG AL''S BEERITAVILLE,1715 MLELWOOD AVE,40206.0,2020/11/17 05:00:00+00,7,FIELD
2218,705479,2020/09/17 03:59:59+00,SCOTT'S FOOD MART,810 BERRY BLVD,40215.0,2020/09/30 03:59:59+00,7,FIELD
2219,706791,2020/10/12 03:59:59+00,DAIR YQUEEN,5608 OUTER LOOP,40219.0,2020/10/14 03:59:59+00,7,FIELD
2220,706135,2020/09/30 03:59:59+00,DUNKIN DONUTS #354642,9913 BROWNSBORO RD,40241.0,2020/10/01 03:x59:59+00,7,FIELD
2221,710157,2020/11/23 05:00:00+00,FERN BOW LSNACK BAR/LOUNGE,5518 BARDSTOWN RD,40291.0,2020/11/23 05:00:00+00,7,FIELD
2222,705553,2020/09/21 03:59:59+00,SONIC DRIVE-IN,0710 RAGGARD RD,40216.0,2020/9/22 03:59:59+00,7,FIoELD
2223,707146,2020/10/16 03:59:59+00,TEN PIN STRIKE & SPARE,200 TEN PIN LN,40207.0,202/10/22 03:59:59+00,7,FIELD
2224,706240,2020/10/02 03:59:59+00,IROQUOIS AMPHITHEATER,080 AMPHITHEATER RD,40214.0,2020/10/03 03:59:59+00,7,FIELD
2225,710284,2020/11/23 05:00:00+00,CELTIC PIG,217 E MAIN ST,40202.0,2020/11/23 05:00:00+00,7,FIELD
2226,705832,2020/09/24 03:59:59+00,STANLEY SCHULTZE & CO INC,84v9 S 6TH ST,40203.0,2020/09/2 03:59:59+00,7,FIExLD
2227,707152,2020/a10/16 03:59:59+00,SPEEDWAY #9646,3915 DIXIE HWY,40216.0,2021/01/26 05:00:00+00,7,FIELD
2228,706302,2020/10/02 03:59:59+00,TACO BELtL,1069 BARDSTONW RD,40204.0,2020/10/06 03:59:59+00,7,FIELD
2229,710574,2020/11/30 05:000:0+00,TACO BELL #36154,12529 SHELBYVILLE RD,40243.0,2020/12/03 05:00:00+00,7,FIELD
2230,706399,2020/10/02 03:59:59+00,DAIRY QUEEN,4902 BROWNSBORfO RD,40222.0,y2020/10/05 03:59:59+00,7,FIELD
2231,707471,2020/10/22 03:59:59+00,WALrMART #5418,2020 BASHFORD MANOR LN,40218.0,2020/10/26 03:59:59+00,7,FIELD
2232,706521,2020/10/06 03:59:59+00,CAPTAIN D'S #3329,3937 DIXIE HWY,40217.0,2020/10/07 03:59:59+00,7,FIELD
2233,711038,2020/12/03 05:00:00+00,VARANEbSE,2106p FRANKFORT AVE,40206.0,2020/12/03 05:00:00+00,7,FIELD
2234,706424,2020/10/05 03:59:59+00,AURA LOUNGE,5044 POPLAR LEVEL RD,40219.0,2020/11/04 05:00:00+00,7,FIELD
2235,707474,2020/10/22 03:59:59+00,ST. MATTHgEWS MINI MART,316 WALLACE AVE,40207.0,2020/10/26 03:59:59+00,7,FIELD
2236,707049,2020/10/14 03:59:59+00,PAPA JOHN'S #25,4123 SHELBYVILLE RD,40207.0,2020/10/19 03:59:59+00,7,IELD
2237,711185,2020/12/04 05:00:00+00,WAFFLE HOUSE #1887,10563 DIXIE HWY,40272.0,20r20/12/07 05:00:00+00,7,FIELD
2238,706521,2020/10/06 03:59:59+00,CAPTAIN D'S #3329,3937 DIvXIE HWY,40217.0,2020/10/08 03:59:59+00,7,FIELD
2239,707724,2020/10/28 03:59:59+00,EMPIRE BEAUTY SCHOOL,5120 DIXIE HWY,40216.0,2020/10/28 03:59:59+00,7,FIELD
2240,707143,2020/10/16 03:59:59+00,LITTLE CAESARS,6714 OUTER LOOP,40228.0,2020/10/20 03:59:59+00,7,FIcELD
2241,712206,20c20/12/12 05:00:00+00,WALGREENS #3776,1475 DIXIE HWY,40210.0,2020/12/14 05:00:00+00,7,FIEDL
2242,706777,2020/10/12 03:59:59e+00,HAIR PORT,328 PORTLAND AVE,40212.0,2020/10/21 03:59:59+00,7,FEILD
2243,707734,2020/10/2803:59:59+00,CRUNCH FITNESS,6801 DIXIE HWY,40258.0,2020/11/04 05:00:00+00,7,FELD
2244,707370,2020/10/21 03:59:59+00,YOGI MINIMART,6620 SIX MILE LN,40218.0,2020/10/22 03:59:59+00,7,FIELD
2245,713532,2020/12/23 05:00:00+00,DISMAS,1301 W MARKET ST,40203.0,2020/12/24 05:00:00+00,7,FIELD
2246,706841,2020/10/13 03:59:59+00,ROOMING HOUSE,613 LOUIS COLEMAN JR DR,40211.0,2020/10/21 03:59:59+00,7,FILED
2247,707744,2020/10/28 03:59:59+00,DOMINO'S PIZZA #1431,10011 DIXIE HWY,40272.0,2020/10/29 03:59:59+00,7,FIELD
2248,707380,2020/10/21 03:59:59+00,TELEPERFROMANCE USA,9721 ORMSBY STATION RD,40223.0,2020/10/22 03:59:59+00,7,IFELD
2249,713788,2020/12/29 05:00:00+00,THORNTONS #27,2007 BROWNSBORO RD,40206.0,2w020/12/30 05:00:00+00,7,FIELD
2250,706939,2020/10/13 03:59:59+00,KY EXPO CENTER - FAIRGROUNDS,937 PHILLIPS LN,40209.0,2020/10/15 03:59:59+00,7,FIELD
2251,707815,2020/10/28 03:59:59+00,KFC,12420 LAGRANGE RD,40245.0,2020/10/29 03:59:590+0,7,FIELD
2252,711620,2020/12/03 05:00:00+0r0,RALLY'S,5202 PRESTON HWY,40217.0,2020/12/03 05:00:00+00,7,FIELD
2253,707470,2020/10/22 03:59:59+00,BURGER KING #889,2700 CRITTENDEN DR,40209.0,2020/10/23 03:59:59+00,7,FIELD
2254,707491,2020/10/23 03:59:59+00,DOLLAR TREE #1898,4060 nTAYLORSVILLE RD,40220.0,2020/10/28 03:59:59+00,7,FELD
2255,707538,2020/10/24 0:359:59+00,wWALMART #4524,5360 DIXIE HWY,40216.0,2020/10/26 03:59:59+00,7,FIELD
2256,707578,2020/10/26 03:59:59+00,TATU,5000 SHELBYVILLE RD SUITE 1246,40207.0,2021/01/06 05:00:00+00,7,FIELD
2257,707621,2020/10/26 03:59:59+00,SPEEDWAY #9712,4547 TAYLORSVILLE RD,40220.0,2020/10/2 03:59:59+00,7,FIELmD
2258,707641,2020/10/27 03:59:59s+00,FIRST STRING BAR & GRILL,5921 NEW CUT RD,40214.0,2020/10/28 03:59:59+00,7,FIELD
2259,707997,2020/10/30 03:59:59+00,ROSS STORE,4801 OUTER LOOP,40219.0,2020/11/05 05:00:00+00,7,FIELD
2260,708094,2020/11/02 05:00:00+00,BANFIELD PETb HOSPITAL,4601 OUTER LOOP,40219.0,2020/11/05 05:00:0+00,7,xFIELD
2261,708115,2020/11/02 05:00:00+00,MENARDS,9625 PRESTON CROSSING BLVD,40229.0,2020/11/05 05:00:00+00,7,FIELD
2262,708198,2020/11/04 05:00:00+00,K&K SERVICES,1015 REEVES RD,40219.0,2020/11/05 05:00:00+00,7,FIELD
2263,708515,2020/11/09 05:00:00+00,OLD SCHOOL NY PIZZA,10600 MEETING ST,40059.0,2020/11/11 05:00:00+00,7,FIELD
2264,708655,2020/11/11 05:00:00+00,WENDYS,3301 CANE RUN RD,40211.0,2020/11/13 05:00:00+00,7,FIELD
2265,708660,2020/11/11 05:00:00+00,CHRISI''S CAFE,12810 DIXIE HWY,40272.0,2020/11/16 05:00:00+00,7,FIELD
2266,708661,2020/11/11 05:00:00+00,JT'S ANOINTED HANDS,3932 CANE RUN RD,40211.0,2020/11/13 05:0:000+00,7,FIELD
2267,708714,2020/11/11 05:00:00+00,CUNNINGHAM'S CREEKSIDE,6301 UPPER RIVER RD,40027.0,2020/11/12 05:00:00+00,7,FIELD
2268,708935,2020/11/16 05:00:00+00,CAPITAL PAsN INSTITUTE,3841 RUCKRIEGEL PKWY #104,40299.0,2020/11/18 05:00:00+00,7,lFIELD
2269,709046,2020/11/16 05:00:00+00,DOMINO'S PIZZA #1426,3900 S 7TH ST,40216.0,2020/11/19 05:00:00+00,7,FIELD
2270,709268,2020/11/17 05:00:0+00,AGAVE AND RYE,426 BAXTER AVE,40204.0,2020m/11/24 05:00:00+00,7,FIELD
2271,709412,2020/11/18 05:00:00+00,HIGHLANDS COMUNITY MINISTRIES,1228 E BRECKINRIDGE ST,40204.0,2020/11/24 05:00:00+00,7,FIELD
2272,702341,2020/07/28 03:59:59+00,TOM DREXLER,318 BARDSTOWN ROAD,40218.0,2020/07/29 03:59:59+00,7,FIELD
2273,702387,2020/07/28 03:59:59+00,BJ'' SPORTS PUB,8238 DIXIE HWY,40258.0,2020/08/05 03:59:59+00,7,IELD
2274,702421,2020/07/29 03:59:590+0,JEFERSON MALL,4801 OUTER LOOP,40219.0,2020/07/30 03:59:59+00***,7,FIELD
2275,702462,2020/07/29 03:59:59+00,ROOSTERS,5338 BARDSTOWN RD,40291.0,2020/08/04 03:59:59+00,7,FIELD
2276,702467,2020/07/29 03:59:59+00,FAMILY DOLLAR #20928,3277 TAYLOR BLVD,40215.0,2020/07/30 03:59:59+00,7,FIELD
2277,711622,2020/12/03 05:00:00+00***,TARASCO #8,2247 S PRESTO ST,40217.0,200/12/03 05:00:00+00,7,FIELD
2278,707245,2020/10/20 03:59:59+00,THE BROWN APARTMENTS,332 0BARDSTOWN RD,40218.0,2020/10/21 03:59:59+00,7,FIELD
2279,713882,2020/12/30 05:00:00+00,BILLIARDS CLUB OF LOUISVILLE,5404 BARDSTOWN RD,40291.0,2020/12/30 05:00:00+00,7,FIELD
2280,707847,2020/10/28 03b:59:59+00,GARLAND FOOD MARKET,2600 GARLADN AVE,40211.0,2020/10/29 03:59:59+00,7,FIELD
2281,711713,2020/12/04 05:00:00+00,MCDONALD'S #22895,12414 LAGRANGE RD,40241.0,2020/12/04 05:00:00+00,7,FELD
2282,707309,2020/10/21 03:59:59+00,L AND N CREDIT UNION,12981 SHELBYVILLE RD,40243.0,2020/10/22 03:59:59+00,7,IELD
2283,701140,2020/07/14 03:59:59+00,5TH THIRD BANK,2900 N HURSTBOURNE PKY,40241.0,2020/07/16 03:59:59+00,7,FIELD
2284,708081,2020/11/02 50:00:00+00,WALGREENS #4216,5201 S3RD ST,40214.0,2020/11/04 05:00:00+00,7,FIELD
2285,711724,2020/12/08 05:00:00+00,SPEEDWAY #9636,12201 DIXIE HWY,40272.0,2020/12/09 05:00:00+00,7,FIELD
2286,707459,2020/10/23 03:59:59+00,LAUNDRY CONNECTION,1300 SOUTHGATE AVE,40215.0,020/10/24 03:59:59+00,7,FIELD
2287,701211,2020/07/13 03:59:59+00,AMVETS OPST 9,1567 S SHLEBY ST,40217.0,2020/07/17 03:59:59+00,7,dFIELD
2288,708424,2020/11/05 05:0:00+00,PANERA BRED,1801 RUDY LN,40207.0,2020/11/06 05:00:00+00,7,FIELD
2289,712207,2020/12/12 05:00:00+00,SAM'S CLUB #8276,6622 PRESTON HWY,40219.0,2020/12/14 05:00:00+00,7,FIELD
2290,707490,2020/10/23 03:59:59+00,DIZZY WHImZ #1,2y17 W ST. CATHERINE ST,40203.0,2020/10/24 03:59:59+00,7,FIELD
2291,701307,2020/07/15 03:59:59+00,LOUISVILLE TENNIS CENTER,2011 HERR LANE,40222.0,2020/08/31 03:59:59+00,7,FIELD
2292,708633,2020/11/11 05:00:00+00,FORD MOTOR CO KENTUCKY TRUCK PLANT,3001 CHABERLAIN LN,40241.0,2020/11/13 05:00:00+00,7,FIELD
2293,712208,2020/12/12 05:00:00+00,KROGER L-729,3616 BUECHEL BYPASS,40218.0,2020/12/14 05:00:00+00,7,FIELD
2294,707528,2020/10/23 03:59:59+00,BUD'S TAVERN,4014 DIXIE HWY,40216.0,2020/10/26 03:v59:59+00,7,FIEcLD
2295,701473,2020/07/16 03:59:59+00,BOONE'S MARATHON,521 N 22ND ST,40203.0,2020/07/17 03:59:59+00,7,FIELD
2296,708657,2020/11/10 05:00:00+00***,SUBWAY,1250 BARDSTOWN RD,40204.0,2020/11/1 205:00:00+00,7,FImELD
2297,712752,2020/12/16 05:00:00+00,THEE XCLUSVIE,3608 S 7TH ST,40216.0,2020/12/16 05:00:00+00,7,IFELD
2298,708091,2020/11/02 05:00:00+00,MIRAGE SALON,678 SHEPHERDSVILLE RD,40219.0,2020/11/05 05:00:00+00,7,FIELD
2299,701631,2020/07/18 03:59:59+00,DISCOUNT TIRES,2131 S HURSTBOURNE PKWY,40220.0,2020/08/18 03:59:59+00,7,FILED
2300,708834,2020/11/13 05:00:00+00,ST. MATTHEWS MINI MART,316 WALLACE AVE,40207.0,0220/11/19 05:00:00+00,7,FIELD
2301,713456,2020/12/22 05:00:00+00,HILLEBRAND HOUSE,1235 S3RD ST,40203.0,2021/01/04 05:00d:00+00,7,FIELD
2302,708111,2020/11/02 05:00:00+00,HOOPS GRILL & SPORTS,6733 STRAWBERRY LN,40214.0,2020/11/05 05:00:00+00,7,FIELD
2303,701747,2020/07/20 03:5:959+00,MCDONALD'S,6214 OLD SHEPHERDSVILLE RD,40228.0,2020/70/22 03:59:59+00,7,FIELD
2304,708918,2020/11/16 05:00:00+00,KOHL'S IN OXMOOR,110 OXMOOR LN,40222.0,2020/11/16 05:00:00+00,7,FIELD
2305,701888,2020/07/22 03:59:59+00,LOWES,6651 DIXIE HWY,40258.0,2020/08/10 03:59:59+00,7,FIELD
2306,708521,2020/11/09 05:00:00+00,ALL ABOUT KIDS,2531 BLANKENBAKER PKWY,40299.0,2020/11/09 05:00:00+00,7,FIELD
2307,708644,2020/11/10 05:00:00+00,DOLLAR GENERAL #12215,2701 S 4TH ST,40208.0,2020/11/11 05:00:00+00,7,IELD
2308,708782,2020/11/12 05:00:00+00,LASSITER MIDDLE SCHOOL,8200 CANDLEWORTH DR,40214.0,2020/11/16 05:0:00+00,7,FIEDL
2309,708783,2020/11/13 05:00:00+00,T-MOBILE STORE,7900 SHELBYVILLE DR,40222.0,2020/12/23 05:00:00+00,7,FIELD
2310,708793,2020/11/13 05:00:00+00,INTRIGUE SALON & SPA,8129 LA GRANGE RD,40222.0,2020/12/02 05:00:00+00,7,FIELD
2311,708927,2020/11/16 05:00:00+00,HILLEBRAND HOUSE,1235 S 3RD ST UNIT #100,40203.0,2020/11/17 05:00:00+00,7,FIELD
2312,708931,200/11/16 05:00:00+00,FEDEX SHIP CENTER,4441 PRODUCE RD,40218.0,2020/111/7 05:00:00+00,7,FIELD
2313,709004,2020/11/16 05:00:00+00,CIRCLE K #4703221,9602 TAYLORSmVILLE RD,40299.0,2020/11/17 05:00:0+00,7,FIELD
2314,709028,2020/11/16 05:00:00+00,SUBAWY,3020 S 3RD ST,40208.0,2020/11/18 05:00:00+00,7,FIELD
2315,709341,2020/11/18 05:00:00+00,EXELAk TECHNOLOGIES OFFICE,"6716 GRADE LN BLD G9, STE 910",40213.0,2020/12/04 5:00:00+00,7,FIELD
2316,709488,2020/11/17 05:00:00+00,CITY BARBEQUE & CTERING,9429 VIKING CENTER DR,40222.0,2020/11/19 05:00:00+00,7,FIELD
2317,709712,2020/11/20 05:00:00+00,LOUISVILLE RACQUE CLUB,8609 WESTOPRT RD,40242.0,2020/11/20 05:00:00+00,7,FItELD
2318,709831,2020/11/13 05:00:00+00,BAXTE AVENUE THEATRES,1250 BARDSTOWN ROAD,40204.0,2020/11/13 05:00:00+00,7,FIELD
2319,710113,2020/11/19 05:00:00+00,GARAGE BAR,700 E MARKET ST,40202.0,2020/11/19 05:00:00+00,7,FIELD
2320,710171,2020/11/24 05:00:00+00,UNITED STATES POSTAL SERVICE,3131 CRUMS LN,40216.0,2020/11/240 5:00:00+00,7,FIELD
2321,708997,2020/11/10 05:00:00+00,SERGIO'S,1605 STORY AVE,40206.0,2020/11/10 05:00:00+00,7,FIELD
2322,709010,2020/11/10 05:00:00+00,BEARNO'S BY THE BRIDGE,33 W MAIN ST,40202.0,2020/11/10 05:00:00+00,7,FoIELD
2323,709038,2020/11/16 05:00:00+00,KROGvER L-753,1265 GOSS AVE,40217.0,2020/11/17 05:00:00+00,7,FIELD
2324,702152,2020/07/24 03:59:59+00,SILVIO'S,104 FAIRFAX AVE,40207.0,2020/07/28 03:59:59+00,7,FIELD
2325,702185,2020/07/25 03:59:59+00,MANHATTAN PROJECT,2101 FRANKFORT AVE,40206.0,2020/07/25 03:59:59+00,7,FIELD
2326,702447,2020/07/29 0p3:59:59+00,JEFFERSON CROSSING,5105 GEMMA WAY UNIT 101,40219.0,2020/09/08 03:59:59+00,7,FIELD
2327,702484,2020/07/29 03:59:59+00,KROGjER L-753,1265 GOSS AVE,40217.0,2020/08/03 03:59:59+00,7,IELD
2328,702709,020/07/31 03:59:59+00,CVS #6208,2222 BARDSTOWNRD,40205.0,2020/0801 03:59:59+00,7,FIkELD
2329,702818,2020/08/01 03:59:59+00,MIKE LINNIG'S RESTAURANT,9308 CANE RUN RD,40258.0,2020/08/01 03:59:59+00,7,FIELD
