1694.fipstwo,f3059,f37059
2087.statecounty,O_HHarrison,OH_Harrison
1350.statecounty,MN_Isnati,MN_Isanti
237.statecounty,C_ASierra,CA_Sierra
635.countytwo,Pottawagttamie ,Pottawattamie 
1360.statevalue,N,MN
445.countytwo,Emauel ,Emanuel 
2415.statevalue,C,SC
3049.statecounty,WA_Bentno,WA_Benton
1413.countytwo,Braton ,Barton 
314.fipstwo,f90001,f09001
1819.county,ntelope ,Antelope 
686.countytwo,eLmhi ,Lemhi 
2340.fipstwo,72037,f72037
1139.countytwo,Evangelinep ,Evangeline 
2954.statevalue,A,VA
1921.countytwo,Atantic ,Atlantic 
1137.county,East Carroll Parihs,East Carroll Parish
985.statevalue,KdS,KS
1522.statecounty,yMO_Wright,MO_Wright
1519.statecounty,MO_aWyne,MO_Wayne
152.statecounty,A_RPoinsett,AR_Poinsett
1866.statecounty,NE_ohnson,NE_Johnson
9.statevalue,AvK,AK
1204.countytwo,Cwarroll ,Carroll 
2554.statecounty,N_Haywood,TN_Haywood
265.fipstwo,fz08029,f08029
2318.countytwo,Waynex ,Wayne 
1244.statevalue,I,MI
1131.statevalue,A,LA
1565.county,Lawrnce ,Lawrence 
1875.county,Lup ,Loup 
1288.county,Mainstee ,Manistee 
3060.statevalue,lWA,WA
1810.countytwo,Stelee ,Steele 
673.statevalue,IiD,ID
129.statecounty,AR_zIard,AR_Izard
2233.fipstwo,f410i29,f41029
3217.statevalue,YW,WY
2634.statecounty,TXBriscoe,TX_Briscoe
2714.statevalue,XT,TX
2759.statecounty,TX_Lipscosmb,TX_Lipscomb
3123.county,Marinettme ,Marinette 
1531.fipstwo,f28009***,f28009
1646.statecounty,iMT_Powder River,MT_Powder River
2022.statevalue,YN,NY
2111.countytwo,Morgn ,Morgan 
321.county,Windhma ,Windham 
1255.statevalue,MqI,MI
45.county,Coffdee ,Coffee 
1318.statevalue,IM,MI
859.county,Nobl e,Noble 
3057.statevalue,fWA,WA
2317.county,eWashington ,Washington 
124.fipstwo,f050y55,f05055
1923.statevalue,JN,NJ
1920.statecounty,NH_Sullivna,NH_Sullivan
2813.fipstwo,f48q403,f48403
2622.statevalue,pTX,TX
2729.fipstwo,fa48235,f48235
1261.fipstwo,f26q047,f26047
1768.fipstwo,f380j07,f38007
367.county,Matrin ,Martin 
1107.county,Specner ,Spencer 
81.statecounty,A_LMorgan,AL_Morgan
908.statecounty,KS_Clya,KS_Clay
3013.statevalue,A,VA
5.statecounty,A_KBristol Bay Borough,AK_Bristol Bay Borough
1861.statevalue,NhE,NE
2596.countytwo,mith ,Smith 
964.statecounty,KSO_sage,KS_Osage
2861.countytwo,oWod ,Wood 
645.fipstwo,f19715,f19175
2256.fipstwo,sf42003,f42003
1331.statecounty,N_Cass,MN_Cass
462.statecounty,GA_Hancok,GA_Hancock
2909.statevalue,A,VA
786.fipstwo,f71173,f17173
1756.statecounty,NC_Wke,NC_Wake
98.statecounty,AR_Asuhley,AR_Ashley
1247.statevalue,I,MI
707.countytwo,Calhounk ,Calhoun 
769.fipstwo,f17317,f17137
535.county,Twiggus ,Twiggs 
710.fipstwo,f1b7019,f17019
1272.statevalue,I,MI
952.fipstwo,f20117***,f20117
3034.countytwo,Benningtzon ,Bennington 
2668.fipstwo,fj48113,f48113
693.fipstwo,f1603,f16073
1459.countytwo,Knhox ,Knox 
1397.fipstwo,uf27153,f27153
1527.statecounty,MS_Adasm,MS_Adams
379.county,Putnamx ,Putnam 
639.statecounty,IA_Spcott,IA_Scott
732.county,Gruny ,Grundy 
1177.fipstwo,f2115,f22115
1776.countytwo,Divdie ,Divide 
775.countytwo,Pikeg ,Pike 
1202.county,Calver t,Calvert 
926.fipstwo,f20036,f20063
2851.countytwo,iWebb ,Webb 
1667.fipstwo,f3v7005,f37005
1071.countytwo,Lon ,Lyon 
436.countytwo,eDKalb ,DeKalb 
2138.statevalue,wOH,OH
48.county,Cosoa ,Coosa 
2996.county,Pricne George ,Prince George 
2345.fipstwo,f72074,f72047
2693.county,Frijo ,Frio 
2300.countytwo,Montgomer y,Montgomery 
3109.fipstwo,f5507,f55047
3068.countytwo,Lincowln ,Lincoln 
2714.fipstwo,fy48205,f48205
1336.county,Cook ***,Cook 
59.countytwo,Frranklin ,Franklin 
2010.county,Genseee ,Genesee 
2496.statecounty,D_Meade,SD_Meade
799.statevalue,L,IL
3154.fipstwo,55135,f55135
716.county,oCok ,Cook 
607.countytwo,Jasepr ,Jasper 
1009.county,Bod ,Boyd 
2641.statevalue,XT,TX
1057.statevalue,Y,KY
2505.statevalue,nSD,SD
277.statevalue,O,CO
3106.statevalue,IW,WI
1630.statecounty,MT_Jeffersn,MT_Jefferson
2297.fipstwo,f2085,f42085
2570.statevalue,N,TN
3123.statevalue,uWI,WI
3232.countytwo,Tton ,Teton 
2400.statecounty,RI_Bristoml,RI_Bristol
2019.statevalue,Y,NY
877.countytwo,tarke ,Starke 
1327.statevalue,NM,MN
2764.statevalue,X,TX
1507.statevalue,O,MO
868.statevalue,N,IN
1027.statecounty,KY_Critqtenden,KY_Crittenden
1266.county,ratiot ,Gratiot 
2019.fipstwo,f360r55,f36055
1441.countytwo,Douglaks ,Douglas 
2907.countytwo,Bedford caity,Bedford city
2063.statecounty,OH_aCrroll,OH_Carroll
1437.countytwo,aDllas ,Dallas 
589.fipstwo,fb19063,f19063
2569.countytwo,oudon ,Loudon 
1375.countytwo,Olbmsted ,Olmsted 
2435.fipstwo,f4501,f45061
2434.statecounty,SC_Lauzrens,SC_Laurens
2991.statecounty,VA_Piittsylvania,VA_Pittsylvania
1970.fipstwo,f35p053,f35053
660.county,Bera Lake ,Bear Lake 
2176.fipstwo,f4069,f40069
831.fipstwo,fb18057,f18057
2066.fipstwo,f39d025,f39025
3010.statevalue,VeA,VA
923.statevalue,KvS,KS
2257.county,Armstrongh ,Armstrong 
381.fipstwo,f121j15,f12115
68.statevalue,L,AL
1795.statevalue,DN,ND
287.statecounty,CO_iLncoln,CO_Lincoln
1277.countytwo,Kalakska ,Kalkaska 
1374.statecounty,M_Norman,MN_Norman
109.countytwo,Clevleand ,Cleveland 
273.fipstwo,f08054,f08045
905.county,Chrokee ,Cherokee 
2354.statevalue,RP,PR
2947.countytwo,Gooclhand ,Goochland 
575.statecounty,IA_herokee,IA_Cherokee
138.county,oLgan ,Logan 
1450.countytwo,Hickoryx ,Hickory 
349.countytwo,Hardmee ,Hardee 
5.fipstwo,f02006,f02060
3192.county,hOio ,Ohio 
980.county,Soctt ,Scott 
1925.statevalue,NzJ,NJ
2680.county,Edwpards ,Edwards 
1930.statevalue,JN,NJ
868.fipstwo,f1131,f18131
1817.county,Wiliams ,Williams 
285.statecounty,CO_Larimebr,CO_Larimer
915.county,Dikinson ,Dickinson 
815.statevalue,IsN,IN
1545.countytwo,Frankdlin ,Franklin 
1941.county,Warrezn ,Warren 
2483.countytwo,Hutchinsno ,Hutchinson 
92.statevalue,L,AL
1081.statecounty,KYp_Meade,KY_Meade
541.county,Warrken ,Warren 
776.statevalue,LI,IL
1605.county,Wikinson ,Wilkinson 
404.statecounty,GA_Bgleckley,GA_Bleckley
2925.county,Covignton city,Covington city
1131.fipstwo,f22q023,f22023
2462.county,Cark ,Clark 
2357.statecounty,PR_Humacao unicipio,PR_Humacao Municipio
261.countytwo,oCnejos ,Conejos 
3162.statecounty,WV_Booke,WV_Brooke
332.statevalue,L,FL
2577.county,Megis ,Meigs 
2585.countytwo,Picket t,Pickett 
489.fipstwo,f13i189,f13189
1348.fipstwo,fy27055,f27055
2017.countytwo,Livingstno ,Livingston 
2787.statevalue,gTX,TX
2101.county,Lcuas ,Lucas 
1910.fipstwo,f31158,f31185
1102.county,Rowoan ,Rowan 
2727.statevalue,XT,TX
1087.countytwo,Morgyan ,Morgan 
2567.statevalue,N,TN
2735.statecounty,TX_Jim Hogsg,TX_Jim Hogg
2156.countytwo,Cola ,Coal 
1978.statecounty,NlV_Douglas,NV_Douglas
2074.county,Delawre ,Delaware 
1789.fipstwo,f8049,f38049
1262.countytwo,Genese e,Genesee 
434.countytwo,Dawso n,Dawson 
1158.countytwo,Point Coupee ,Pointe Coupee 
1861.fipstwo,31087,f31087
2430.county,Horery ,Horry 
2822.county,Sherma n,Sherman 
1269.countytwo,Huro ,Huron 
1927.countytwo,Esseex ,Essex 
1380.statecounty,MaN_Polk,MN_Polk
2687.countytwo,Fishher ,Fisher 
2657.countytwo,Comalb ,Comal 
378.statevalue,aFL,FL
240.statevalue,AC,CA
214.county,Mendocin o,Mendocino 
1058.countytwo,Kentno ,Kenton 
2418.county,Clarendo ,Clarendon 
1424.statevalue,OM,MO
2275.statevalue,A,PA
783.fipstwo,17167,f17167
2417.county,Cheusterfield ,Chesterfield 
272.fipstwo,hf08043,f08043
65.statevalue,LA,AL
1507.statecounty,MO_St. Franqcois,MO_St. Francois
374.statecounty,F_Osceola,FL_Osceola
2864.countytwo,apata ,Zapata 
2337.county,Carolia Municipio,Carolina Municipio
2848.statevalue,TjX,TX
945.fipstwo,20101,f20101
3053.statecounty,WA_Columbai,WA_Columbia
1064.statecounty,dKY_Lee,KY_Lee
2766.countytwo,Maridon ,Marion 
699.fipstwo,f1685,f16085
962.statecounty,KS_dNess,KS_Ness
1250.statecounty,nMI_Calhoun,MI_Calhoun
1838.county,Custe ,Custer 
1085.statecounty,KYa_Monroe,KY_Monroe
1637.countytwo,McCojne ,McCone 
1761.county,Wilkbes ,Wilkes 
2851.county,Webbt ,Webb 
850.fipstwo,f18059,f18095
1600.statecounty,MS_Wallthall,MS_Walthall
1420.statevalue,OM,MO
1028.countytwo,Cumberlanxd ,Cumberland 
1318.statecounty,MI_Waskhtenaw,MI_Washtenaw
1920.statevalue,HN,NH
2066.countytwo,eClermont ,Clermont 
49.fipstwo,f1039,f01039
18.county,North Slope Borougeh,North Slope Borough
327.fipstwo,12003,f12003
452.fipstwo,f3121,f13121
2148.statevalue,K,OK
509.countytwo,Putnm ,Putnam 
147.fipstwo,0f5101,f05101
1818.county,Adamws ,Adams 
1371.statecounty,N_Murray,MN_Murray
408.fipstwo,f1331,f13031
2177.county,Ka ,Kay 
2182.countytwo,Lincol ,Lincoln 
1697.county,Edgebcombe ,Edgecombe 
2436.county,Lexingto ,Lexington 
2056.statecounty,OH_sAhland,OH_Ashland
909.county,Cloiud ,Cloud 
2030.countytwo,Otseugo ,Otsego 
1192.statevalue,A,MA
1057.countytwo,ohnson ,Johnson 
7.statecounty,AK_iDllingham Census Area,AK_Dillingham Census Area
1443.fipstwo,f2971,f29071
1423.countytwo,Cape Girardea ,Cape Girardeau 
1575.county,Montgmery ,Montgomery 
1118.county,Wlfe ,Wolfe 
3000.statevalue,AV,VA
1728.statevalue,NzC,NC
2516.statevalue,wSD,SD
2808.statevalue,XT,TX
1506.county,St. Claeir ,St. Clair 
2045.statecounty,NY_Tiga,NY_Tioga
1640.countytwo,Missoua ,Missoula 
2754.statecounty,TX_Lvaca,TX_Lavaca
2953.countytwo,Hanver ,Hanover 
1963.countytwo,Rio Arrliba ,Rio Arriba 
22.statevalue,K,AK
49.countytwo,sCovington ,Covington 
190.statevalue,ZA,AZ
276.fipstwo,f080w51,f08051
2393.county,xUtuado Municipio,Utuado Municipio
1147.statevalue,LiA,LA
2055.county,llen ,Allen 
312.countytwo,Weljd ,Weld 
1065.statevalue,Y,KY
601.county,Hnry ,Henry 
3059.county,Gant ,Grant 
430.countytwo,Coeta ,Coweta 
1656.statevalue,T,MT
232.fipstwo,fa06081,f06081
1279.county,Keweenaw ***,Keweenaw 
3118.statevalue,pWI,WI
2139.fipstwo,f39e171,f39171
2162.countytwo,Delawaer ,Delaware 
2747.countytwo,Knney ,Kinney 
293.county,Montros e,Montrose 
3213.statecounty,WY_Albayn,WY_Albany
3205.fipstwo,f54905,f54095
1101.statecounty,K_Rockcastle,KY_Rockcastle
1179.fipstwo,f22119***,f22119
442.fipstwo,13101,f13101
1532.fipstwo,fd28011,f28011
97.statevalue,R,AR
3188.countytwo,Monognalia ,Monongalia 
441.county,arly ,Early 
2464.county,Codingotn ,Codington 
2589.statecounty,T_Roane,TN_Roane
747.countytwo,Kendal l,Kendall 
612.fipstwo,f9109,f19109
2282.countytwo,Franklihn ,Franklin 
151.county,ike ,Pike 
161.countytwo,Sbastian ,Sebastian 
1632.county,Lkake ,Lake 
477.county,amar ,Lamar 
3198.statevalue,WgV,WV
820.county,Declaware ,Delaware 
2976.statecounty,VA_Mecklenburfg,VA_Mecklenburg
2247.statecounty,OR_Tmillamook,OR_Tillamook
2541.fipstwo,f470x49,f47049
2976.statevalue,A,VA
260.countytwo,Cleanr Creek ,Clear Creek 
1989.countytwo,tSorey ,Storey 
1913.countytwo,Cheshie ,Cheshire 
2169.fipstwo,f40055***,f40055
2936.statecounty,VA_Fall Church city,VA_Falls Church city
1598.statevalue,S,MS
2034.county,Rchmond ,Richmond 
2062.fipstwo,f390e17,f39017
1235.statecounty,ME_aWldo,ME_Waldo
1915.fipstwo,f33009***,f33009
1266.statevalue,I,MI
3185.countytwo,ercer ,Mercer 
1258.statecounty,xMI_Delta,MI_Delta
1349.county,Hubbarid ,Hubbard 
3163.countytwo,abell ,Cabell 
804.county,Alleon ,Allen 
2463.county,Clya ,Clay 
1060.countytwo,nKox ,Knox 
866.statecounty,N_Porter,IN_Porter
1191.county,Haxmpshire ,Hampshire 
2213.statevalue,yOK,OK
2102.statecounty,OH_Madson,OH_Madison
1811.county,Stutsamn ,Stutsman 
978.county,Rusell ,Russell 
3210.county,irt ,Wirt 
165.fipstwo,f5137,f05137
2448.countytwo,nUion ,Union 
1841.countytwo,Dawso n,Dawson 
2319.statecounty,AP_Westmoreland,PA_Westmoreland
3153.countytwo,Waukessha ,Waukesha 
1247.countytwo,Benziie ,Benzie 
104.countytwo,Carrol ,Carroll 
1516.countytwo,Verno ,Vernon 
2101.fipstwo,39095,f39095
2305.county,Phialdelphia ,Philadelphia 
2376.county,OrocovisM unicipio,Orocovis Municipio
2407.statevalue,jSC,SC
870.statevalue,InN,IN
114.statevalue,RA,AR
1511.fipstwo,f29270,f29207
1814.countytwo,Wals h,Walsh 
1727.statevalue,CN,NC
1562.fipstwo,28071,f28071
1616.statecounty,MT_Chokuteau,MT_Chouteau
2589.statevalue,NT,TN
2820.statecounty,TX_Shackelfrod,TX_Shackelford
3211.statevalue,V,WV
971.statecounty,KS_Rawilns,KS_Rawlins
2542.countytwo,Frankln ,Franklin 
1467.countytwo,acon ,Macon 
137.statecounty,AR_Littlbe River,AR_Little River
2620.fipstwo,f4807,f48017
18.fipstwo,f02158,f02185
2850.county,Wasbhington ,Washington 
1920.fipstwo,f33019***,f33019
1011.statecounty,KY_Brakcen,KY_Bracken
2730.county,Jac ,Jack 
2789.statecounty,TX_Nuecse,TX_Nueces
1044.county,Grenup ,Greenup 
1004.fipstwo,21009,f21009
2534.statecounty,TN_Cumboerland,TN_Cumberland
1124.statevalue,AL,LA
2470.statecounty,SD_Deewy,SD_Dewey
2755.county,Leef ,Lee 
3207.countytwo,kWayne ,Wayne 
486.county,Maon ,Macon 
3.statecounty,AK_Anchorage Municipalitvy,AK_Anchorage Municipality
2894.statecounty,UTWayne,UT_Wayne
175.statevalue,S,AS
968.statecounty,KS_Phillips***,KS_Phillips
2416.fipstwo,f4503,f45023
963.fipstwo,f20t137,f20137
1325.countytwo,Bento ,Benton 
990.statevalue,KrS,KS
1005.countytwo,Batlh ,Bath 
1378.countytwo,Pin e,Pine 
1952.statevalue,NeM,NM
447.fipstwo,fq13111,f13111
684.countytwo,Kootenia ,Kootenai 
1634.statecounty,MT_Libety,MT_Liberty
1303.statecounty,MI_nOtonagon,MI_Ontonagon
2556.countytwo,enry ,Henry 
2179.county,Kiow a,Kiowa 
2493.statecounty,SD_Marsphall,SD_Marshall
1841.statevalue,E,NE
701.statevalue,L,IL
2770.countytwo,Maveqrick ,Maverick 
548.statecounty,GA_iWlcox,GA_Wilcox
2921.county,fChesapeake city,Chesapeake city
2280.countytwo,Fayetyte ,Fayette 
155.statecounty,AR_Prairei,AR_Prairie
619.county,Maaska ,Mahaska 
2651.fipstwo,f48097,f48079
3193.statevalue,V,WV
1499.county,Salien ,Saline 
1583.fipstwo,f28131,f28113
570.county,Cahloun ,Calhoun 
1432.statecounty,OM_Clinton,MO_Clinton
1878.county,Merric k,Merrick 
2900.statevalue,fVA,VA
128.county,Indepenence ,Independence 
1333.countytwo,Choisago ,Chisago 
2363.countytwo,Lres Municipio,Lares Municipio
392.fipstwo,f12133***,f12133
428.statecounty,GA_Crolumbia,GA_Columbia
885.statecounty,IN_Vermilion,IN_Vermillion
2285.fipstwo,f42016,f42061
2139.county,jWilliams ,Williams 
287.county,Lpincoln ,Lincoln 
1397.countytwo,Tod d,Todd 
1488.county,Pelps ,Phelps 
2471.statevalue,D,SD
725.fipstwo,f17409,f17049
772.statecounty,L_Peoria,IL_Peoria
921.fipstwo,f2005y3,f20053
1121.statecounty,LA_Alblen,LA_Allen
576.statevalue,mIA,IA
2101.statevalue,sOH,OH
160.countytwo,Searcmy ,Searcy 
129.countytwo,Izar ,Izard 
1870.county,iKmball ,Kimball 
797.statevalue,hIL,IL
1980.statecounty,NV_Esmeraldza,NV_Esmeralda
908.statevalue,KoS,KS
633.county,Poccahontas ,Pocahontas 
1320.countytwo,Wexfozrd ,Wexford 
2069.countytwo,oCoshocton ,Coshocton 
3224.county,Linncoln ,Lincoln 
3137.fipstwo,55101,f55101
1037.statevalue,YK,KY
2917.fipstwo,fh51035,f51035
2843.county,Uvaldde ,Uvalde 
35.countytwo,Bulock ,Bullock 
2361.statecounty,PR_Juncos unicipio,PR_Juncos Municipio
599.statevalue,AI,IA
626.statevalue,AI,IA
1012.statecounty,K_YBreathitt,KY_Breathitt
869.county,Putanm ,Putnam 
1287.fipstwo,26099,f26099
2488.county,Kingsbruy ,Kingsbury 
2956.statevalue,VzA,VA
3213.statevalue,hWY,WY
42.statecounty,AL_Cularke,AL_Clarke
3023.fipstwo,f5180,f51820
1277.statecounty,I_Kalkaska,MI_Kalkaska
547.statecounty,GA_Wqhitfield,GA_Whitfield
1037.statecounty,KY_Fulotn,KY_Fulton
1950.statecounty,sNM_Eddy,NM_Eddy
2098.statevalue,HO,OH
1307.statevalue,IM,MI
2389.statevalue,PqR,PR
2955.fipstwo,f51078,f51087
1771.statecounty,ND_zBurke,ND_Burke
225.fipstwo,f0607,f06067
1972.statecounty,M_Torrance,NM_Torrance
2082.statevalue,tOH,OH
107.statecounty,AaR_Clay,AR_Clay
2600.county,Tipiton ,Tipton 
469.statecounty,GA_Iwrin,GA_Irwin
2434.statevalue,C,SC
2700.countytwo,oGnzales ,Gonzales 
524.statecounty,GA_Tattnall***,GA_Tattnall
617.county,Lon ,Lyon 
2374.statecounty,PR_Naguabo unicipio,PR_Naguabo Municipio
2808.fipstwo,48393,f48393
2738.statevalue,XT,TX
2813.statecounty,TX_Sbaine,TX_Sabine
443.county,Effinghma ,Effingham 
3082.statevalue,A,WA
1593.fipstwo,f8133,f28133
1839.statevalue,rNE,NE
153.county,olk ,Polk 
2083.county,Guernse y,Guernsey 
1423.fipstwo,f20931,f29031
1781.statevalue,hND,ND
1833.countytwo,Cherryr ,Cherry 
653.county,Wiunneshiek ,Winneshiek 
3013.statecounty,VAS_potsylvania,VA_Spotsylvania
549.fipstwo,fg13317,f13317
919.statevalue,SK,KS
1182.statecounty,LA_est Feliciana,LA_West Feliciana
661.fipstwo,16009,f16009
1031.statevalue,KdY,KY
2312.statevalue,A,PA
680.county,ooding ,Gooding 
187.statecounty,AZP_ima,AZ_Pima
1687.countytwo,leveland ,Cleveland 
1960.fipstwo,f35303,f35033
1844.statevalue,EN,NE
3116.statecounty,WI_ewaunee,WI_Kewaunee
1809.county,Sctark ,Stark 
992.fipstwo,f2095,f20195
313.fipstwo,tf08125,f08125
881.statecounty,IN_Tjippecanoe,IN_Tippecanoe
778.fipstwo,f1155,f17155
1709.statevalue,NkC,NC
670.county,Canyo ,Canyon 
1568.statevalue,S,MS
1518.statecounty,MO_Washyington,MO_Washington
313.statevalue,CxO,CO
2103.statecounty,OH_Mahponing,OH_Mahoning
3169.statevalue,V,WV
1534.county,aCrroll ,Carroll 
1791.fipstwo,f8053,f38053
3029.countytwo,Yok ,York 
1950.statevalue,MN,NM
2164.fipstwo,fj40045,f40045
80.county,Montdgomery ,Montgomery 
2219.fipstwo,f410a01,f41001
1484.countytwo,Ozak ,Ozark 
2265.countytwo,Camria ,Cambria 
1626.county,Glacire ,Glacier 
1895.statevalue,EN,NE
3186.fipstwo,f54507,f54057
498.county,Muscoge ,Muscogee 
69.county,aLwrence ,Lawrence 
2840.fipstwo,48457,f48457
3151.countytwo,Washbrun ,Washburn 
1556.fipstwo,2f8059,f28059
652.fipstwo,lf19189,f19189
995.fipstwo,f20021,f20201
81.county,oMrgan ,Morgan 
246.statevalue,eCA,CA
2443.countytwo,Picken s,Pickens 
2241.countytwo,Mahleur ,Malheur 
1255.statecounty,MI_Clrae,MI_Clare
1893.countytwo,Sline ,Saline 
1196.county,Sufflok ,Suffolk 
2585.statecounty,TN_Picktet,TN_Pickett
3135.statecounty,WI_Potage,WI_Portage
2272.countytwo,Clinotn ,Clinton 
3021.county,Warrne ,Warren 
1886.countytwo,Phelp s,Phelps 
2764.statecounty,TX_yLnn,TX_Lynn
1516.statevalue,MwO,MO
1433.countytwo,yCole ,Cole 
795.countytwo,Wahington ,Washington 
2206.statevalue,KO,OK
1761.countytwo,Wilks ,Wilkes 
2037.countytwo,Schenetady ,Schenectady 
957.county,Montgojmery ,Montgomery 
2878.county,Jua b,Juab 
384.countytwo,St. Lcie ,St. Lucie 
81.statevalue,zAL,AL
1038.county,Galatin ,Gallatin 
2853.fipstwo,48483,f48483
2426.fipstwo,f4043,f45043
3191.fipstwo,5f4067,f54067
717.fipstwo,f1703,f17033
2699.statecounty,TXGoliad,TX_Goliad
2633.statevalue,XT,TX
370.statecounty,FL_Nassazu,FL_Nassau
1580.fipstwo,f2107,f28107
272.county,Fremnt ,Fremont 
3062.statecounty,WA_Jefferson***,WA_Jefferson
1285.countytwo,Lue ,Luce 
2477.county,Haakon ***,Haakon 
2077.countytwo,Faytete ,Fayette 
3029.fipstwo,f51919,f51199
1139.statecounty,LA_Evangveline,LA_Evangeline
434.statevalue,AG,GA
2716.statevalue,TbX,TX
1911.fipstwo,33001,f33001
787.county,St .Clair ,St. Clair 
2458.fipstwo,f460x17,f46017
2476.fipstwo,fi46053,f46053
3059.statecounty,WA_Grnt,WA_Grant
3207.fipstwo,5f4099,f54099
1336.statevalue,N,MN
1068.county,Lzincoln ,Lincoln 
134.countytwo,Lwrence ,Lawrence 
1542.countytwo,Coington ,Covington 
1451.fipstwo,f9087,f29087
324.countytwo,New Ctastle ,New Castle 
661.statevalue,DI,ID
1362.fipstwo,f27038,f27083
2779.countytwo,Mithell ,Mitchell 
103.statecounty,AR_Cahoun,AR_Calhoun
1258.fipstwo,f26401,f26041
1089.fipstwo,f12179,f21179
337.county,Coumbia ,Columbia 
407.fipstwo,1f3029,f13029
1867.fipstwo,31099,f31099
1511.county,Stodydard ,Stoddard 
2537.county,DeKal ,DeKalb 
2316.statecounty,PA_Warrcen,PA_Warren
2247.statevalue,RO,OR
2453.statevalue,SeD,SD
3124.statevalue,IW,WI
3115.county,Kenossha ,Kenosha 
131.countytwo,Jeferson ,Jefferson 
1686.countytwo,mClay ,Clay 
3003.statecounty,VA_Roanoek,VA_Roanoke
1205.fipstwo,24015,f24015
426.county,Cfofee ,Coffee 
807.fipstwo,f180c09,f18009
1533.fipstwo,f2801u3,f28013
899.countytwo,hBarton ,Barton 
890.countytwo,Washnigton ,Washington 
1112.statecounty,KY_Uniwon,KY_Union
1832.county,Case ,Chase 
1182.county,West Ffeliciana Parish,West Feliciana Parish
1546.statecounty,S_George,MS_George
2836.fipstwo,f48449***,f48449
241.statevalue,tCA,CA
2362.statecounty,PR_Lajas uMnicipio,PR_Lajas Municipio
80.countytwo,Mongomery ,Montgomery 
130.statevalue,rAR,AR
959.statevalue,SK,KS
1181.county,West Carroll Paribsh,West Carroll Parish
609.statecounty,IA_Johnsion,IA_Johnson
1085.statevalue,YK,KY
564.statevalue,AI,IA
2673.statevalue,TtX,TX
1401.statecounty,N_Waseca,MN_Waseca
2412.statevalue,CS,SC
2878.statevalue,UgT,UT
354.county,Holms ,Holmes 
817.fipstwo,18029,f18029
2322.countytwo,Adjuntsa Municipio,Adjuntas Municipio
1487.statecounty,O_Pettis,MO_Pettis
2825.county,tarr ,Starr 
611.statecounty,iIA_Keokuk,IA_Keokuk
2806.countytwo,Reevesl ,Reeves 
3134.statecounty,W_Polk,WI_Polk
249.statevalue,AC,CA
2124.county,Ross ***,Ross 
2062.statevalue,HO,OH
718.statevalue,L,IL
458.fipstwo,f3133,f13133
2005.county,Dutcchess ,Dutchess 
1702.county,Graam ,Graham 
3179.statecounty,V_Lincoln,WV_Lincoln
912.fipstwo,f2035,f20035
2864.county,Zappata ,Zapata 
336.countytwo,Colblier ,Collier 
3026.countytwo,Winchestercity,Winchester city
2026.county,ntario ,Ontario 
2129.county,Strk ,Stark 
2269.county,Chestehr ,Chester 
3144.county,Shceboygan ,Sheboygan 
3179.countytwo,Lincoqln ,Lincoln 
3229.county,Sheridamn ,Sheridan 
1425.county,Carteyr ,Carter 
230.statevalue,nCA,CA
1116.statevalue,Y,KY
1488.statevalue,OM,MO
1753.statevalue,CN,NC
196.county,Caaveras ,Calaveras 
784.statevalue,LI,IL
172.county,Eastern Ditsrict,Eastern District
3019.statecounty,VA_aTzewell,VA_Tazewell
2416.statevalue,SpC,SC
1193.statecounty,MAN_antucket,MA_Nantucket
1098.county,oPwell ,Powell 
577.countytwo,cClarke ,Clarke 
1679.statevalue,C,NC
825.fipstwo,fa18045,f18045
2622.statecounty,X_Bastrop,TX_Bastrop
1230.statevalue,E,ME
961.statecounty,KS_Neoho,KS_Neosho
1890.countytwo,Red Willw ,Red Willow 
1172.statevalue,A,LA
1201.county,Baltimoe city,Baltimore city
2676.fipstwo,f4129,f48129
1404.statecounty,M_Wilkin,MN_Wilkin
228.county,Sna Diego ,San Diego 
1486.statecounty,OM_Perry,MO_Perry
409.statevalue,A,GA
373.statevalue,L,FL
1484.fipstwo,f2913,f29153
2158.fipstwo,f400q33,f40033
2025.statecounty,NY_nondaga,NY_Onondaga
3137.statevalue,I,WI
2303.county,Nrthumberland ,Northumberland 
454.fipstwo,f13z125,f13125
941.county,Krearny ,Kearny 
837.fipstwo,f1806i9,f18069
3204.fipstwo,f45093,f54093
709.statecounty,IL_Css,IL_Cass
1086.fipstwo,f21137,f21173
1438.statecounty,MO_Daviess***,MO_Daviess
1504.countytwo,Shelbhy ,Shelby 
2198.countytwo,Osag e,Osage 
1505.statecounty,MO_Sit. Charles,MO_St. Charles
372.fipstwo,fp12093,f12093
1048.statevalue,YK,KY
1239.county,lger ,Alger 
2385.countytwo,San German Municiipo,San German Municipio
2090.countytwo,Hockinkg ,Hocking 
271.fipstwo,f8039,f08039
2994.countytwo,Powhatajn ,Powhatan 
1052.countytwo,Hikman ,Hickman 
3183.county,ason ,Mason 
2712.statevalue,X,TX
1766.county,Barns ,Barnes 
1950.countytwo,kEddy ,Eddy 
1976.countytwo,Cphurchill ,Churchill 
850.county,aMdison ,Madison 
2645.statecounty,T_XCass,TX_Cass
105.statecounty,AR_Cicot,AR_Chicot
1586.statecounty,bMS_Quitman,MS_Quitman
871.county,Riplye ,Ripley 
2603.county,Uion ,Union 
197.fipstwo,f06011***,f06011
1683.statecounty,NC_Cahtham,NC_Chatham
1694.county,yDavie ,Davie 
634.fipstwo,fw19153,f19153
3171.statevalue,V,WV
2715.statevalue,X,TX
