1634.city,Cany,Caney
209.psapid,2321.0,2094
2471.typeofchangefulltext,No Changes have been maed.,No Changes have been made.
4767.city,nHouston,Houston
2248.county,Beinton,Benton
1635.county,Coko,Cook
1127.county,Carbron,Carbon
5465.statevalue,MlA,MA
7276.statevalue,KO,OK
711.psapid,5215.0,2613
1159.psapid,7346.0,5377
6672.datelastmodified,03/e04/2004,03/04/2004
8450.typeofchangefulltext,Secondary PAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.
4618.datelastmodified,03/04/2y004,03/04/2004
3106.psapname,F.e. Warren Air Force Base FireD epartment,F.e. Warren Air Force Base Fire Department
895.statevalue,K,OK
1640.geocodecitylevel,"Urbandale, IA
(n41.630343, -93.736522)","Urbandale, IA
(41.630343, -93.736522)"
3495.statevalue,AM,MA
2474.statevalue,EM,ME
725.psapid,2619.0,7105
7080.psapname,Carroll County E-1-1,Carroll County E9-1-1
8483.county,oDdge,Dodge
2148.psapname,Worth County Sheriffs Department***,Worth County Sheriffs Department
1784.statevalue,nAL,AL
6482.statevalue,N,IN
1984.typeofchangefulltext,Orphanedj PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.
926.geocodecitylevel,"Lincoln, RI
(41.926671, -71.445401)","Torrington, WY
(42.067992, -104.182981)"
3112.statevalue,C,NC
39.geocodecitylevel,"Seymour, IN
(38.957531, -85.885428)","Boonville, IN
(38.049999, -87.274302)"
8425.statevalue,AW,WA
7036.statevalue,AV,VA
376.statevalue,aCA,CA
168.geocodecitylevel,"Albion, IL
(38.377003, -88.056281)","VA
(37.542699, -78.45822)"
5523.county,Bgay,Bay
6896.city,Brastow,Barstow
6310.typeofchangefulltext,"PSAP Name, mState, County or City text has been modified since the original posting.","PSAP Name, State, County or City text has been modified since the original posting."
7210.statevalue,EN,NE
5538.datelastmodified,03/04/0204,03/04/2004
803.psapid,445.0,4539
808.geocodecitylevel,"Jerseyville, IL
(39.119444, -90.327431)","Clinton, TN
(36.11388, -84.132344)"
2734.county,Whactcom,Whatcom
2557.statevalue,RO,OR
5158.city,Dnever,Denver
6663.county,Parkber,Parker
2151.statevalue,K,AK
5433.city,San Antonbio,San Antonio
7121.city,Lapasas,Lampasas
8255.typeofchangefulltext,Orphane PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.
8280.statevalue,qCA,CA
880.psapid,5093.0,3382
6104.typeofchangefulltext,No Chages have been made.,No Changes have been made.
273.geocodecitylevel,"Albion, IL
(38.377003, -88.056281)","Brookhaven, MS
(31.57913, -90.440702)"
2939.county,Chocaw,Choctaw
2680.typeofchangefulltext,"PSAP Name, State, County or Ciy text has been modified since the original posting.","PSAP Name, State, County or City text has been modified since the original posting."
311.geocodecitylevel,"Owego, NY
(42.103237, -76.263163)","Anamosa, IA
(42.108238, -91.285511)"
7164.psapname,Yellowstone County 9-1-1 cCenter,Yellowstone County 9-1-1 Center
6127.statevalue,H,OH
90.psapid,2266.0,1579
7295.psapname,Goowater Police Department,Goodwater Police Department
6647.psapname,Braidowod Police Department,Braidwood Police Department
1795.county,Uphsur,Upshur
387.county,SantaBarbara,Santa Barbara
6006.psapname,Conversej County Sheriffs Office,Converse County Sheriffs Office
8043.statevalue,I,MI
5434.typeofchangefulltext,No Change shave been made.,No Changes have been made.
517.psapid,2619.0,7460
8459.statevalue,sNC,NC
781.psapid,6574.0,5260
1066.geocodecitylevel,"Brookshire, TX
(29.786298, -95.9513)","Mesquite, NV
(36.811451, -114.063896)"
5993.city,Haimlton,Hamilton
6728.statevalue,NqJ,NJ
4451.county,Ruthreford,Rutherford
5987.datelastmodified,1219/2013,12/19/2013
143.psapid,5093.0,6392
2314.statevalue,dMI,MI
3310.county,Browrd,Broward
38.geocodecitylevel,"Largo, FL
(27.91829, -82.774936)","Slidell, LA
(30.278641, -89.779372)"
518.psapid,5215.0,8452
418.geocodecitylevel,"Caledonia, WI
(42.814847, -87.914135)","Virginia, MN
(47.523153, -92.538658)"
6754.psapname,ew Orleans Fire Department,New Orleans Fire Department
1073.psapid,6534.0,5180
4921.geocodecitylevel,"Old Westbuzry, NY
(40.788748, -73.599747)","Old Westbury, NY
(40.788748, -73.599747)"
5420.psapname,Clayton County Sheriff's Office***,Clayton County Sheriff's Office
5254.typeofchangefulltext,Orphaned PSAP no longer considered a primary call teaking answering point. Refrain from using these in future filings.,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.
1910.statevalue,hRI,RI
294.statevalue,A,CA
7907.city,Grove Beach,Grover Beach
196.psapid,7620.0,4187
4461.county,Pend Oxreille,Pend Oreille
6994.city,Noth Providence,North Providence
6298.statevalue,O,CO
7417.psapname,Cocoa Beawch Police,Cocoa Beach Police
1543.city,Hmer,Homer
382.typeofchangefulltext,Orphaned PSAP no longer considered a primary call taking answering point. Refrani from using these in future filings.,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.
7870.statevalue,X,TX
4423.datelastmodified,06/25/2j016,06/25/2016
4404.county,cSotland,Scotland
5506.city,aTlladega,Talladega
4875.county,Knt,Kent
6144.city,St Fracnis,St Francis
8128.statevalue,LI,IL
6752.city,Honesdalve,Honesdale
232.geocodecitylevel,"Erie, NY","Lewisville, TX
(33.046344, -96.994166)"
6594.county,Flton,Fulton
1980.city,Webstre Springs,Webster Springs
1590.statevalue,H,OH
261.psapid,8131.0,2247
1422.geocodecitylevel,"Albany, GA
p(31.57846, -84.155875)","Albany, GA
(31.57846, -84.155875)"
5324.datelastmodified,03/04/004,03/04/2004
7487.geocodecitylevel,"Fitzgerald, GA
(31.741791, -83.251578)","Fitzgerald, GA
(31.714791, -83.251578)"
5203.psapname,Onslow County Shriff Department,Onslow County Sheriff Department
2419.county,Farnklin,Franklin
96.psapid,7531.0,4853
5762.statevalue,ZA,AZ
436.psapid,3354.0,964
754.psapid,3412.0,4893
437.county,Cvook,Cook
287.psapid,2619.0,1195
1096.psapid,7344.0,2502
5700.typeofchangefulltext,No Changes have beeun made.,No Changes have been made.
177.psapid,7620.0,2382
7000.datelastmodified,0w3/04/2004,03/04/2004
3966.county,Hnacock,Hancock
5910.typeofchangefulltext,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in futurle filings.,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.
5885.city,Milwaukee***,Milwaukee
2789.county,Gaiens,Gaines
1991.statevalue,NT,TN
5137.county,Piek,Pike
2977.statevalue,KdS,KS
6526.statevalue,fMT,MT
4652.datelastmodified,01/0/2017,01/04/2017
5646.county,Maocupin,Macoupin
4621.county,Plfymouth,Plymouth
4709.psapname,Fair Lawn Police Departent,Fair Lawn Police Department
1047.typeofchangefulltext,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in fture filings.,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.
7000.statevalue,pNM,NM
8310.city,Ponutiac,Pontiac
4731.city,Hosuton,Houston
5553.statevalue,IhL,IL
2774.datelastmodified,04/16/201u4,04/16/2014
8071.statevalue,CdA,CA
4550.city,Slisbury,Salisbury
862.geocodecitylevel,"Abbeville, LA
(29.973848, -92.134547)","River Rouge, MI
(42.273339, -83.13429)"
5145.geocodecitylevel,"East Freetown, MA
(41.775002, -70.95j8298)","East Freetown, MA
(41.775002, -70.958298)"
5086.statevalue,rOH,OH
7688.psapname,EufaulaPolice Department,Eufaula Police Department
5935.city,Luoisiana,Louisiana
4385.county,Belcl,Bell
570.geocodecitylevel,"Hometown, IL
(41.73199, -87.73231)","Luxora, AR
(35.757482, -89.934617)"
6439.city,Waoc,Waco
702.geocodecitylevel,"Jerseyville, IL
(39.119444, -90.327431)","Ft Benton, MT
(47.817513, -110.672503)"
4783.statevalue,MvO,MO
1622.county,Oaklzand,Oakland
888.datelastmodified,03/0/2004,03/04/2004
7073.city,Batesille,Batesville
8526.statevalue,J,NJ
3518.county,Palm Bkeach,Palm Beach
8006.city,Auurn,Auburn
844.geocodecitylevel,"Homewood, IL
(41.563348, -87.668329)","Pinehurst, NC
(35.193544, -79.473735)"
8378.typeofchangefulltext,No Changes have been ymade.,No Changes have been made.
3996.county,Galvevston,Galveston
3387.county,hesterfield,Chesterfield
1318.typeofchangefulltext,PSAP was added since the original posting of the FCC Registy.,PSAP was added since the original posting of the FCC Registry.
6143.statevalue,gKS,KS
1311.psapid,7403.0,7587
7874.datelastmodified,04/20/0204,04/20/2004
3845.datelastmodified,4/20/2004,04/20/2004
3733.city,Linveille,Lineville
2425.city,nElko,Elko
6833.typeofchangefulltext,"PSAP Name, State, County or City text has been modified since the original psting.","PSAP Name, State, County or City text has been modified since the original posting."
181.psapid,3138.0,6548
7247.statevalue,bTX,TX
7822.psapname,Lake Placid Police Dpeartment,Lake Placid Police Department
1293.psapname,Stewart County9-1-1,Stewart County 9-1-1
6758.statevalue,vTX,TX
6738.city,New Befdord,New Bedford
6799.county,Madiison,Madison
7946.city,Sepncer,Spencer
1198.psapname,Addison Consolidated Dispatch Centerr,Addison Consolidated Dispatch Center
780.geocodecitylevel,"Napoleon, ND
(46.503786, -99.769071)","Crane, TX
(31.40224, -102.351826)"
867.geocodecitylevel,"Peekskill, NY
(41.290357, -73.921894)","Russellville, KY
(36.845436, -86.887451)"
1191.psapid,7344.0,5824
1962.geocodecitylevel,"Russellville ,KY
(36.845436, -86.887451)","Russellville, KY
(36.845436, -86.887451)"
6.datelastmodified,03/0h4/2004,03/04/2004
6518.typeofchangefulltext,Orphaned PSAP no loner considered a primary call taking answering point. Refrain from using these in future filings.,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.
1211.psapid,2299.0,1297
285.geocodecitylevel,"Sibley, IA
(43.404, -95.751208)","Kingston, TN
(35.870998, -84.51564)"
7538.typeofchangefulltext,"PSAP Name, State, County or City text has been modified since the original postnig.","PSAP Name, State, County or City text has been modified since the original posting."
8520.county,Trvais,Travis
6172.statevalue,AC,CA
7489.statevalue,XT,TX
6456.city,Fairfeld,Fairfield
6434.typeofchangefulltext,NoC hanges have been made.,No Changes have been made.
1019.psapid,8131.0,1207
1620.statevalue,TC,CT
6294.statevalue,IcN,IN
8443.datelastmodified,03/a04/2004,03/04/2004
6380.psapname,wHamilton Township Police Department-mercer County,Hamilton Township Police Department-mercer County
62.datelastmodified,3/04/2004,03/04/2004
8444.statevalue,O,CO
827.psapid,8131.0,7959
980.psapid,7344.0,630
6930.datelastmodified,03/04/20g04,03/04/2004
8067.city,Olateh,Olathe
4778.city,ampa,Tampa
2987.county,Teas,Texas
5843.city,enton Harbor,Benton Harbor
914.geocodecitylevel,"Owego, NY
(42.103237, -76.263163)","Detroit Lakes, MN
(46.81282, -95.838833)"
6686.city,Bcyrus,Bucyrus
7729.typeofchangefulltext,N oChanges have been made.,No Changes have been made.
7880.datelastmodified,06/24/2e010,06/24/2010
927.psapid,445.0,7861
4089.statevalue,Y,NY
999.psapid,2321.0,7844
1584.datelastmodified,03/07/201h5,03/07/2015
56.geocodecitylevel,"Homewood, IL
(41.563348, -87.668329)","Ardsley, NY
(41.008591, -73.841246)"
238.typeofchangefulltext,Secondarby PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.
4469.statevalue,C,NC
5612.typeofchangefulltext,Orphaned PSAP no longer considered a pimary call taking answering point. Refrain from using these in future filings.,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.
2217.datelastmodified,03/0/2004,03/04/2004
4344.datelastmodified,03/0/2004,03/04/2004
1893.statevalue,I,WI
2930.typeofchangefulltext,Orphaned PSAP no longer considered a pimary call taking answering point. Refrain from using these in future filings.,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.
369.geocodecitylevel,"AZ
(34.869712, -111.760902)","Oakland, CA
(37.804828, -122.27248)"
2561.psapname,NewWashington Police Department,New Washington Police Department
5580.statevalue,KlY,KY
3719.typeofchangefulltext,No Changes hve been made.,No Changes have been made.
6060.city,Rockingam,Rockingham
4928.psapname,Macob- Mcdonough County Communications Center,Macomb- Mcdonough County Communications Center
228.geocodecitylevel,"Tuskegee, AL
(32.423636, -85.690489)","Eglin Air Force Base, FL
(30.571819, -86.606889)"
5723.city,Mclud,Mcloud
3965.typeofchangefulltext,Secondary PSAP asosciated with a Primary PSAP. Use the Primary PSAP in future filings.,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.
585.psapid,7531.0,5031
323.psapid,7516.0,8351
1481.typeofchangefulltext,No Changes have been mad.e,No Changes have been made.
5595.datelastmodified,04/30/200f4,04/30/2004
6349.city,Des fMoines,Des Moines
6462.geocodecitylevel,"West Carrolton, OH
(39.33525,6 -84.415604)","West Carrolton, OH
(39.335256, -84.415604)"
886.psapid,3354.0,3803
5743.geocodecitylevel,"Oxford, OH
(39.507394 ,-84.74566)","Oxford, OH
(39.507394, -84.74566)"
2762.statevalue,AV,VA
578.geocodecitylevel,"AZ
(34.869712, -111.760902)","Centerville, TX
(31.257937, -95.977508)"
402.psapid,445.0,2461
5191.psapname,Grnat County,Grant County
6717.city,Eugeen,Eugene
3807.geocodecitylevel,"Foster City, CA(37.561881, -122.266445)","Foster City, CA
(37.561881, -122.266445)"
7944.typeofchangefulltext,"PSAP Name, State, County or iCty text has been modified since the original posting.","PSAP Name, State, County or City text has been modified since the original posting."
3458.city,Pnsacola,Pensacola
2353.county,ettis,Pettis
295.psapid,2266.0,8108
8039.typeofchangefulltext,Secondary PSAP associated with a lPrimary PSAP. Use the Primary PSAP in future filings.,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.
7697.city,Princbeton,Princeton
6873.datelastmodified,3/04/2004,03/04/2004
483.psapid,5093.0,827
6070.psapname,Alta Toywn Marshall's Office,Alta Town Marshall's Office
3665.geocodecitylevel,"Rupert, ID
(b42.616386, -113.67082)","Rupert, ID
(42.616386, -113.67082)"
7515.datelastmodified,03/04/2040,03/04/2004
937.psapid,6534.0,714
24.statevalue,MuT,MT
4386.city,Onamiea,Onamia
590.psapid,2619.0,8099
7126.psapname,Starke Polce Dept.,Starke Police Dept.
555.psapid,2619.0,942
8256.typeofchangefulltext,No Changes have been meade.,No Changes have been made.
6352.datelastmodified,03/04/0204,03/04/2004
5599.geocodecitylevel,"wCheyenne Wells, CO
(38.82019, -102.349564)","Cheyenne Wells, CO
(38.82019, -102.349564)"
294.geocodecitylevel,"Selfridge, MI
(42.5872, -82.833504)","Mountain View, CA
(37.39008, -122.08139)"
6742.psapname,Grenada Central Communictaions,Grenada Central Communications
5901.typeofchangefulltext,Secondary PSAP associated with a Primary PSAP. Use the Primary PSkAP in future filings.,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.
949.psapid,5215.0,6407
3304.datelastmodified,03/04/20d04,03/04/2004
3301.typeofchangefulltext,No Changes zhave been made.,No Changes have been made.
4415.statevalue,A,LA
8484.statevalue,CS,SC
5174.county,Beafuort,Beaufort
2531.city,Slem,Salem
5602.typeofchangefulltext,No Changes havebeen made.,No Changes have been made.
3558.city,etaline Falls,Metaline Falls
1333.psapid,2619.0,710
8126.psapname,Ossiinng Village Police Department,Ossining Village Police Department
7548.city,Hollyowood,Hollywood
7134.statevalue,HO,OH
3695.statevalue,gNV,NV
272.psapid,2619.0,2654
541.geocodecitylevel,"Owego, NY
(42.103237, -76.263163)","Decatur, AL
(34.605557, -86.979986)"
537.psapid,6534.0,3269
4750.datelastmodified,11/10/0215,11/10/2015
5951.statevalue,KO,OK
68.datelastmodified,0/304/2004,03/04/2004
4663.datelastmodified,121/9/2013,12/19/2013
414.datelastmodified,04e/27/2010,04/27/2010
3873.county,Senemca,Seneca
5214.city,onroe,Conroe
7416.datelastmodified,03/04/2040,03/04/2004
4374.statevalue,WfA,WA
290.geocodecitylevel,"Markham, IL
(41.593513, -87.694621)","Clarendon, AR
(34.692637, -91.309181)"
984.psapid,2321.0,3017
7006.psapname,Springfield Cdommunications Center,Springfield Communications Center
759.geocodecitylevel,"Seattle, WA
(47.603229, -122.33028)","Sells, AZ
(31.917604, -111.875372)"
5739.typeofchangefulltext,No Changes have been maed.,No Changes have been made.
2781.city,Carthoage,Carthage
2103.county,Hampen,Hampden
631.geocodecitylevel,"Waupaca, WI
(44.358804, -89.084882)","Petal, MS
(31.337352, -89.262861)"
7633.statevalue,aGA,GA
1145.psapid,5215.0,6941
6268.city,Huntvsille,Huntsville
4473.county,ayne,Wayne
5346.statevalue,A,LA
1010.psapid,3354.0,1186
64.psapid,445.0,2786
6405.psapname,Lampasas Polcie Department,Lampasas Police Department
171.geocodecitylevel,"Peru, IN
(40.753762, -86.069115)","Eagle River, MI
(47.413852, -88.29555)"
1882.datelastmodified,0w2/12/2008,02/12/2008
462.psapid,6534.0,2410
391.psapid,5137.0,3576
4224.psapname,Bixby Police Djepartment,Bixby Police Department
6559.city,Dubiln,Dublin
8127.city,Terre Hcaute,Terre Haute
5048.datelastmodified,03/04/204,03/04/2004
707.psapid,5215.0,3102
325.geocodecitylevel,"Cheyenne, WY
(41.14024, -104.818802)","Benton, IL
(37.996849, -88.918751)"
6512.psapname,Connellsville Airport Commmand Center,Connellsville Airport Command Center
122.geocodecitylevel,"Albion, IL
(38.377003, -88.056281)","Red Oak, TX
(32.516662, -96.800743)"
6383.county,Fculton,Fulton
90.typeofchangefulltext,No Changes have bleen made.,No Changes have been made.
371.geocodecitylevel,"Deridder, LA
(30.847861, -93.285518)","Devils Lake, ND
(48.117859, -98.865291)"
6960.typeofchangefulltext,"PSAP Name, State, Couenty or City text has been modified since the original posting.","PSAP Name, State, County or City text has been modified since the original posting."
436.geocodecitylevel,"Derby, CT
(41.322959, -73.089594)","Scotts Valley, CA
(37.051095, -122.014695)"
7784.datelastmodified,0u4/26/2004,04/26/2004
7004.city,eridian,Meridian
5305.datelastmodified,03/04/200d4,03/04/2004
6890.county,Nbewport,Newport
7713.datelastmodified,03/04/2040,03/04/2004
1084.geocodecitylevel,"Peru, IN
(40.753762, -86.069115)","Alamogordo, NM
(32.890216, -105.961256)"
7853.statevalue,MzI,MI
2209.psapname,Fayetteville City Communicationis,Fayetteville City Communications
1065.geocodecitylevel,"Largo, FL
(27.91829, -82.774936)","Eastlake, OH
(41.68249, -81.42308)"
7365.typeofchangefulltext,Orphaned PSAP nol onger considered a primary call taking answering point. Refrain from using these in future filings.,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.
2428.typeofchangefulltext,PSAP was added since the original posting of the FCC Rezgistry.,PSAP was added since the original posting of the FCC Registry.
8267.psapname,Daleville Dvepartment Of Public Safety,Daleville Department Of Public Safety
2956.typeofchangefulltext,"PSAP Name, State, County or City text has been modified since the oiginal posting.","PSAP Name, State, County or City text has been modified since the original posting."
198.psapid,5137.0,2569
2978.datelastmodified,04/27u/2010,04/27/2010
6783.county,Waoyne,Wayne
3953.county,Jeffersn,Jefferson
1091.psapid,3819.0,8218
2144.psapid,6263.0,3788
6657.statevalue,C,NC
1428.datelastmodified,12/19/2103,12/19/2013
264.psapid,2984.0,7783
7794.city,Fersno,Fresno
4974.county,Statnon,Stanton
204.typeofchangefulltext,NoChanges have been made.,No Changes have been made.
887.typeofchangefulltext,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future fiilngs.,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.
4115.typeofchangefulltext,Orphaned PSAP no longer considered a primary call takin ganswering point. Refrain from using these in future filings.,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.
280.psapid,2984.0,7857
6096.city,Belper,Belpre
1773.typeofchangefulltext,No Changes have been makde.,No Changes have been made.
4058.datelastmodified,03/04/204,03/04/2004
764.typeofchangefulltext,"PSAP Name, State, Conty or City text has been modified since the original posting.","PSAP Name, State, County or City text has been modified since the original posting."
6649.datelastmodified,c05/15/2008,05/15/2008
149.psapid,2321.0,85
7373.statevalue,CS,SC
560.typeofchangefulltext,oN Changes have been made.,No Changes have been made.
7547.city,Boardmayn,Boardman
1495.datelastmodified,030/4/2004,03/04/2004
3990.psapname,Naval Weapos Station,Naval Weapons Station
2923.psapname,Kaktovik Volunteer Fire Department-obarrow Police Department,Kaktovik Volunteer Fire Department-barrow Police Department
8024.county,Scotct,Scott
8204.county,Litchfild,Litchfield
2187.datelastmodified,7/28/2017,07/28/2017
713.psapid,1564.0,4494
7990.city,Hydabugr,Hydaburg
673.psapid,6534.0,4135
2540.typeofchangefulltext,No Changes hvae been made.,No Changes have been made.
1329.psapname,Ludingtno Police Department,Ludington Police Department
192.psapid,7531.0,8254
3758.psapname,Rehoboth 9-1-1 Center-rehoboth Polic Department,Rehoboth 9-1-1 Center-rehoboth Police Department
7897.statevalue,yNE,NE
8357.statevalue,HO,OH
2034.county,Jefferson***,Jefferson
7923.datelastmodified,21/07/2004,12/07/2004
50.psapid,6574.0,2788
4197.datelastmodified,8/18/2016,08/18/2016
3986.psapname,Alamosa Coutny Sheriffs Office,Alamosa County Sheriffs Office
670.geocodecitylevel,"Darrington, WA
(48.255271, -121.604924)","Leesburg, GA
(31.732516, -84.170588)"
4020.datelastmodified,01/40/2017,01/04/2017
7453.datelastmodified,030/4/2004,03/04/2004
4409.typeofchangefulltext,"PSAP Name, State, County or City text has been odified since the original posting.","PSAP Name, State, County or City text has been modified since the original posting."
460.statevalue,hCA,CA
6127.datelastmodified,03/042/004,03/04/2004
6538.geocodecitylevel,"West Hartford, CT
(41.762008, 72.741807)","West Hartford, CT
(41.762008, -72.741807)"
2018.datelastmodified,0/326/2010,03/26/2010
7134.city,Sandsuky,Sandusky
4804.psapname,Kennett Police Deparmtent,Kennett Police Department
1332.city,Wickenmburg,Wickenburg
6830.city,range,Orange
2036.typeofchangefulltext,"PSAP Name, State, County or Cqity text has been modified since the original posting.","PSAP Name, State, County or City text has been modified since the original posting."
546.psapid,2321.0,8146
977.typeofchangefulltext,No Changesh ave been made.,No Changes have been made.
5942.city,Rleigh,Raleigh
1049.psapid,5093.0,5413
1451.city,Ealge Pass,Eagle Pass
7892.county,an Diego,San Diego
1135.city,Murfreebsoro,Murfreesboro
280.county,Middlesvex,Middlesex
185.psapid,8131.0,763
3777.typeofchangefulltext,"PSAP Name, State, County or City text has been modifiged since the original posting.","PSAP Name, State, County or City text has been modified since the original posting."
1318.psapid,6534.0,7823
4901.county,arasota,Sarasota
501.geocodecitylevel,"Darrington, WA
(48.255271, -121.604924)","Ivanhoe, MN
(44.460243, -96.247325)"
140.geocodecitylevel,"Kirtland, OH
(41.615523, -81.356079)","Stigler, OK
(35.253391, -95.122361)"
4122.statevalue,NM,MN
148.psapid,7403.0,5325
452.geocodecitylevel,"Owego, NY
(42.103237, -76.263163)","Ashley, ND
(46.034516, -99.377425)"
5160.typeofchangefulltext,No Changes have been maed.,No Changes have been made.
89.psapid,8131.0,448
67.geocodecitylevel,"Homewood, IL
(41.563348, -87.668329)","Stamford, CT
(41.051924, -73.539475)"
1923.statevalue,A,MA
2372.geocodecitylevel,"Puyallup, WA
(7.177438, -122.292318)","Puyallup, WA
(47.177438, -122.292318)"
4975.city,Houtson,Houston
6813.statevalue,IM,MI
1340.psapid,7620.0,7905
5582.city,San Luis bOispo,San Luis Obispo
8090.statevalue,L,IL
1547.typeofchangefulltext,Orphaned PSA Pno longer considered a primary call taking answering point. Refrain from using these in future filings.,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.
971.psapid,2619.0,4778
1441.statevalue,AC,CA
6921.city,SanDiego,San Diego
6519.city,Brooklyzn,Brooklyn
6312.city,Goodlahnd,Goodland
2617.city,Wanlbee,Wanblee
176.psapid,6574.0,3722
53.county,Oraneg,Orange
1513.county,Van Bruen,Van Buren
4797.city,Covinton,Covington
8030.city,Lke Charles,Lake Charles
7332.psapname,South Walton lFire Rescue,South Walton Fire Rescue
381.geocodecitylevel,"Peru, IN
(40.753762, -86.069115)","Palm Beach Gardens, FL
(26.809793, -80.136313)"
100.geocodecitylevel,"Brooklyn, NY
(40.692529, -73.990996)","Amberly, OH
(39.195794, -84.432893)"
6180.psapname,Spartanburg Communication 9-1-1 Department,Spartanburg Communications 9-1-1 Department
768.county,Fayette***,Fayette
7984.psapname,Pleasantville Civty Police Department,Pleasantville City Police Department
1076.typeofchangefulltext,PSAP was added since the oirginal posting of the FCC Registry.,PSAP was added since the original posting of the FCC Registry.
2543.geocodecitylevel,"Montgomeqry City, MO
(38.977469, -91.504986)","Montgomery City, MO
(38.977469, -91.504986)"
3362.city,Talahassee,Tallahassee
556.geocodecitylevel,"Inez, KY
(37.866646, -82.539105)","Bellefonte, PA
(40.913407, -77.764751)"
111.geocodecitylevel,"Albion, IL
(38.377003, -88.056281)","River Oaks, TX
(32.773231, -97.399845)"
2356.typeofchangefulltext,No Changesl have been made.,No Changes have been made.
4399.typeofchangefulltext,"PSAP Name, aState, County or City text has been modified since the original posting.","PSAP Name, State, County or City text has been modified since the original posting."
4287.city,Mt Clemnes,Mt Clemens
804.geocodecitylevel,"Inez, KY
(37.866646, -82.539105)","Mcconnelsville, OH
(39.648796, -81.853248)"
5509.county,iLncoln,Lincoln
7766.typeofchangefulltext,No Chagnes have been made.,No Changes have been made.
5986.county,Shezlby,Shelby
5612.psapname,Shadside Police Department,Shadyside Police Department
2990.geocodecitylevel,"Smyrna, GA
(33.880244, -84.51a2657)","Smyrna, GA
(33.880244, -84.512657)"
1695.psapname,Kalamazboo Consolidated Dispatch,Kalamazoo Consolidated Dispatch
1306.psapid,3729.0,2956
328.psapid,2299.0,681
1825.statevalue,N,IN
802.geocodecitylevel,"Hometown, IL
(41.73199, -87.73231)","Pearsall, TX
(28.889431, -99.097074)"
6479.geocodecitylevel,"Eureka prings, AR
(36.402677, -93.735957)","Eureka Springs, AR
(36.402677, -93.735957)"
5405.geocodecitylevel,"Columbia, SC
(34.009286, -81.03i7094)","Columbia, SC
(34.009286, -81.037094)"
7348.city,Dubiln,Dublin
2371.geocodecitylevel,"Commrce City, CO
(39.812904, -104.912874)","Commerce City, CO
(39.812904, -104.912874)"
6514.statevalue,XT,TX
452.psapid,3354.0,4521
1935.city,Fifze,Fife
1636.datelastmodified,x03/04/2004,03/04/2004
3998.typeofchangefulltext,Orphaned PSAP no longer considered a primvary call taking answering point. Refrain from using these in future filings.,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.
3240.statevalue,pNC,NC
147.geocodecitylevel,"Homewood, IL
(41.563348, -87.668329)","Malmstrom Afb, MT
(47.509384, -111.190689)"
7257.statevalue,N,MN
2623.datelastmodified,03/0/42004,03/04/2004
2117.datelastmodified,03/042004,03/04/2004
6915.statevalue,bTX,TX
747.psapid,5093.0,5225
7842.city,arker,Parker
4692.city,Mosorefield,Moorefield
646.county,Sna Juan,San Juan
395.psapid,3354.0,8542
524.psapid,5093.0,46
1765.datelastmodified,03/04/204,03/04/2004
4198.county,Mihlls,Mills
4640.city,Barrno,Barron
4306.statevalue,N,IN
8068.county,Oange,Orange
2065.county,Ardams,Adams
775.psapid,7346.0,1835
6226.psapname,Dgodge-wilcox 9-1-1,Dodge-wilcox 9-1-1
4920.county,Los Angees,Los Angeles
5931.geocodecitylevel,"Southbury, CT
(41.466952, -73.203497)","Southbury, CT
(41.466592, -73.203497)"
6919.city,Kenyai,Kenai
1030.geocodecitylevel,"Peru, IN
(40.753762, -86.069115)","Columbia, KY
(37.102703, -85.306198)"
222.geocodecitylevel,"Tomball, TX
(30.097205, -95.616006)","Belleville, MI
(42.204634, -83.485197)"
