psapid,psapname,county,city,statevalue,typeofchangefulltext,datelastmodified,geocodecitylevel
8400.0,Nashoba Recc (regional Emergency Communications Center,Worcester,Devens,MA,PSAP was added since the original posting of the FCC Registry.,03/20/2013,"Devens, MA (42.561298, -71.578499)"
6649.0,Hill County Sheriff's Office,Hill,Hillsboro,TX,"PSAP Name, State, County or City text has been modified since the original posting.",08/30/2017,"Hillsboro, TX (32.010776, -97.130148)"
3062.0,Caldwell Parish Communications,Caldwell,Columbia,LA,No Changes have been made.,03/04/2004,"Columbia, LA (32.102316, -92.074722)"
6758.0,Mathis Police Department,San Patricio,Mathis,TX,"PSAP Name, State, County or City text has been modified since the original posting.",07/31/2017,"Mathis, TX (28.09128, -97.826192)"
694.0,Dinuba Police Department,Tulare,Dinuba,CA,No Changes have been made.,03/04/2004,"Dinuba, CA (36.545788, -119.391617)"
3703.0,Ramsey County Emergency Communications Center,Ramsey,St. Paul,MN,"PSAP Name, State, County or City text has been modified since the original posting.",09/05/2007,"St. Paul, MN (44.943719, -93.094281)"
6052.0,Fairfield County Emergency Management,Fairfield,Winnsboro,SC,No Changes have been made.,03/04/2004,"Winnsboro, SC (34.373043, -81.084114)"
3204.0,Wrentham Central Dispatch,Norfolk,Wrentham,MA,No Changes have been made.,03/04/2004,"Wrentham, MA (42.063948, -71.331517)"
4186.0,Beaufort County Communications Center,Beaufort,Washington,NC,No Changes have been made.,03/04/2004,"Washington, NC (35.546577, -77.05202)"
262.0,Robertsdale Police Department,Baldwin,Robertsdale,AL,No Changes have been made.,03/04/2004,"Robertsdale, AL (30.55612, -87.711546)"
1576.0,Marathon Sheriffs Office,Monroe,Marathon,FL,No Changes have been made.,03/04/2004,"Marathon, FL (24.71113, -81.09472)"
8346.0,Us Navy Nws Earle Ldc,Monmouth,Colts Neck,NJ,PSAP was added since the original posting of the FCC Registry.,10/03/2012,"Colts Neck, NJ (40.287476, -74.173137)"
6209.0,Bledsoe County Sheriffs Department,Bledsoe,Pikeville,TN,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,11/09/2011,"Pikeville, TN (35.605519, -85.189199)"
1379.0,Plymouth Police Department,Litchfield,Terryville,CT,No Changes have been made.,03/04/2004,"Terryville, CT (41.678437, -73.011233)"
4500.0,Bottineau / Renville 911,Bottineau,Bottineau,ND,"PSAP Name, State, County or City text has been modified since the original posting.",07/26/2017,"Bottineau, ND (48.820679, -100.445933)"
61.0,Ketchikan Central Communications,Ketchikan Gateway Borough,Ketchikan,AK,"PSAP Name, State, County or City text has been modified since the original posting.",01/04/2017,"Ketchikan, AK (55.344232, -131.648882)"
6297.0,Livingston Police Department,Overton,Livingston,TN,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,05/22/2008,"Livingston, TN (36.389987, -85.324653)"
4749.0,Hazlet Township,Monmouth,Hazlet,NJ,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,12/22/2010,"Hazlet, NJ (40.42729, -74.177207)"
4082.0,Rankin County Sheriffs Office,Rankin,Brandon,MS,No Changes have been made.,03/04/2004,"Brandon, MS (32.272828, -89.97095)"
1371.0,North Branford Police Department,New Haven,North Branford,CT,No Changes have been made.,03/04/2004,"North Branford, CT (41.324919, -72.770281)"
3773.0,Cedar County Sheriff Office,Cedar,Stockton,MO,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,04/30/2004,"Stockton, MO (37.69655, -93.796207)"
4157.0,Powell County Sheriff,Powell,Deer Lodge,MT,No Changes have been made.,03/04/2004,"Deer Lodge, MT (46.397734, -112.729053)"
7186.0,Prince William County Public Safety Communications,Prince William,Woodbridge,VA,No Changes have been made.,03/04/2004,"Woodbridge, VA (38.663462, -77.245654)"
3652.0,Lakeville Police Department,Dakota,Lakeville,MN,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,01/24/2008,"Lakeville, MN (44.655985, -93.242746)"
583.0,Carmel Fire Department,Monterey,Carmel,CA,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,03/26/2010,"Carmel, CA (36.552508, -121.924435)"
8136.0,Greenup County E-911,Greenup,Greenup,KY,PSAP was added since the original posting of the FCC Registry.,03/31/2006,"Greenup, KY (38.573176, -82.830708)"
451.0,La Paz County Sheriffs Office,La Paz,Parker,AZ,No Changes have been made.,03/04/2004,"Parker, AZ (34.150308, -114.289161)"
2867.0,Bardstown Police Department,Nelson,Bardstown,KY,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,02/01/2012,"Bardstown, KY (37.810528, -85.466363)"
5421.0,Mentor Police,Lake,Mentor,OH,No Changes have been made.,03/04/2004,"Mentor, OH (41.699815, -81.33907)"
2285.0,Joliet Communications,Will,Joliet,IL,No Changes have been made.,03/04/2004,"Joliet, IL (41.524956, -88.082979)"
6123.0,Campbell County Sheriffs Office,Campbell,Mound City,SD,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,01/30/2004,"Mound City, SD (45.727342, -100.06992)"
648.0,Chp Ventura (ventura),Ventura,Ventura,CA,"PSAP Name, State, County or City text has been modified since the original posting.",04/27/2010,"Ventura, CA (34.280832, -119.293107)"
1734.0,Columbia County,Columbia,Appling,GA,No Changes have been made.,03/04/2004,"Appling, GA (33.548872, -82.317038)"
3622.0,Dodge County Psap,Dodge,Mantorville,MN,"PSAP Name, State, County or City text has been modified since the original posting.",12/19/2013,"Mantorville, MN (44.069999, -92.755355)"
7992.0,Central Dispatch,Hardin,Houston,TN,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,05/15/2008,"TN (35.681402, -85.774444)"
7118.0,Dinwiddie County Sheriff,Dinwiddie,Dinwiddie,VA,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,08/14/2014,"Dinwiddie, VA (37.0819, -77.582317)"
1249.0,Prowers County Sheriffs Office,Prowers,Lamar,CO,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,08/19/2016,"Lamar, CO (38.086092, -102.618982)"
7703.0,Burlington Police,Middlesex,Burlington,MA,PSAP was added since the original posting of the FCC Registry.,03/04/2004,"Burlington, MA (42.504986, -71.195832)"
4146.0,Meagher County Sheriffs Office,Meagher,White Sulphur Springs,MT,No Changes have been made.,03/04/2004,"White Sulphur Springs, MT (46.548204, -110.903217)"
5684.0,Muskogee City/county 9-1-1,Muskogee,Muskogee,OK,"PSAP Name, State, County or City text has been modified since the original posting.",03/20/2013,"Muskogee, OK (35.747864, -95.369421)"
1132.0,Eagle Police Department,Eagle,Eagle,CO,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,06/25/2016,"Eagle, CO (39.654251, -106.823597)"
533.0,Arcadia Police Department,Los Angeles,Arcadia,CA,"PSAP Name, State, County or City text has been modified since the original posting.",04/27/2010,"Arcadia, CA (34.136534, -118.040889)"
7738.0,Groton Police,Middlesex,Groton,MA,PSAP was added since the original posting of the FCC Registry.,03/04/2004,"Groton, MA (42.608095, -71.571147)"
3830.0,Jasper County Sheriffs Office,Jasper,Carthage,MO,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,04/30/2004,"Carthage, MO (37.178689, -94.313919)"
5597.0,Broken Arrow Police Department,Tulsa,Broken Arrow,OK,No Changes have been made.,03/04/2004,"Broken Arrow, OK (36.052449, -95.790808)"
5892.0,Gettysburg Fire Department,Adams,Gettysburg,PA,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,08/28/2015,"Gettysburg, PA (39.830906, -77.233328)"
682.0,Csu Northridge University Police,Los Angeles,Northridge,CA,No Changes have been made.,03/04/2004,"Northridge, CA (34.228298, -118.535797)"
8466.0,Southwest Summit Communications,Summit,Norton,OH,PSAP was added since the original posting of the FCC Registry.,10/10/2014,"Norton, OH (41.025819, -81.638241)"
1661.0,St Johns County Sheriffs Office,St. Johns,St Augustine,FL,No Changes have been made.,03/04/2004,"St Augustine, FL (29.896004, -81.316709)"
20.0,Bristol Bay Borough Police Department,Bristol Bay Borough,King Salmon,AK,"PSAP Name, State, County or City text has been modified since the original posting.",08/13/2013,"King Salmon, AK (58.690848, -156.662548)"
2836.0,Sherman County Communications,Sherman,Goodland,KS,"PSAP Name, State, County or City text has been modified since the original posting.",10/05/2017,"Goodland, KS (39.351205, -101.711815)"
7570.0,Martinsburg Police Department,Berkeley,Martinsburg,WV,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,02/09/2005,"Martinsburg, WV (39.456216, -77.963914)"
1824.0,Oconee County 9-1-1,Oconee,Watkinsville,GA,No Changes have been made.,03/04/2004,"Watkinsville, GA (33.863067, -83.409173)"
7567.0,Marion County Central Communications,Marion,Fairmont,WV,No Changes have been made.,03/04/2004,"Fairmont, WV (39.481232, -80.147572)"
6404.0,Angelina County Sheriffs Department,Angelina,Lufkin,TX,"PSAP Name, State, County or City text has been modified since the original posting.",06/30/2014,"Lufkin, TX (31.332913, -94.727903)"
4534.0,Renville County,Renville,Mohall,ND,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,11/06/2013,"Mohall, ND (48.763472, -101.510162)"
7803.0,North Attleboro Police,Bristol,North Attleboro,MA,PSAP was added since the original posting of the FCC Registry.,03/04/2004,"North Attleboro, MA (41.978632, -71.334028)"
7691.0,Billerica Police,Middlesex,Billerica,MA,PSAP was added since the original posting of the FCC Registry.,03/04/2004,"Billerica, MA (42.563671, -71.271115)"
3095.0,Mandeville Police Department,St. Tammany,Mandeville,LA,No Changes have been made.,03/04/2004,"Mandeville, LA (30.362171, -90.062471)"
4679.0,Bergen County Communications,Bergen,Mahwah,NJ,"PSAP Name, State, County or City text has been modified since the original posting.",07/22/2015,"Mahwah, NJ (41.093988, -74.145079)"
7041.0,Logan City Police Communications,Cache,Logan,UT,No Changes have been made.,03/04/2004,"Logan, UT (41.735211, -111.834857)"
8430.0,Tyndall Air Force Base Law Enforcement,Bay,Tyndall Afb,FL,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,04/16/2014,"Tyndall Afb, FL (30.069567, -85.575417)"
7443.0,Iron County Sheriffs Department,Iron,Hurley,WI,No Changes have been made.,03/04/2004,"Hurley, WI (46.449855, -90.181805)"
6787.0,Morris County Sheriffs Office,Morris,Daingerfield,TX,No Changes have been made.,03/04/2004,"Daingerfield, TX (33.031793, -94.725047)"
591.0,Cal-fire Fresno (fresno/kings Unit),Fresno,Sanger,CA,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,04/29/2010,"Sanger, CA (36.707849, -119.556203)"
7416.0,Delavan Police Department,Walworth,Delavan,WI,No Changes have been made.,03/04/2004,"Delavan, WI (42.629556, -88.638108)"
523.0,Alameda County Sheriff (san Leandro),Alameda,San Leandro,CA,"PSAP Name, State, County or City text has been modified since the original posting.",10/01/2012,"San Leandro, CA (37.728364, -122.158612)"
6106.0,York County Department Of Public Safety Communications,York,Rock Hill,SC,"PSAP Name, State, County or City text has been modified since the original posting.",10/05/2011,"Rock Hill, SC (34.94133, -81.0301)"
8552.0,Sumner County Emergency Communications Center,Sumner,Gallatin,TN,PSAP was added since the original posting of the FCC Registry.,08/15/2017,"Gallatin, TN (36.381608, -86.44383)"
154.0,Clarke County 9-1-1 Center,Clarke,Grove Hill,AL,"PSAP Name, State, County or City text has been modified since the original posting.",08/14/2013,"Grove Hill, AL (31.70898, -87.768439)"
5765.0,Clackamas County Communications,Clackamas,Oregon City,OR,No Changes have been made.,03/04/2004,"Oregon City, OR (45.33675, -122.590784)"
5456.0,Ohio State Highway Patrol- Batavia,Clermont,Batavia,OH,No Changes have been made.,03/04/2004,"Batavia, OH (39.078695, -84.179553)"
1463.0,Brevard County Sheriffs Department,Brevard,Titusville,FL,No Changes have been made.,03/04/2004,"Titusville, FL (28.609188, -80.807594)"
2304.0,Lee County Etsb,Lee,Dixon,IL,No Changes have been made.,03/04/2004,"Dixon, IL (41.848723, -89.483511)"
5822.0,Prineville Police Department,Crook,Prineville,OR,No Changes have been made.,03/04/2004,"Prineville, OR (44.30288, -120.847101)"
7647.0,Riverton Police Department,Fremont,Riverton,WY,No Changes have been made.,03/04/2004,"Riverton, WY (43.024647, -108.392051)"
6332.0,Pigeon Forge Police Department,Sevier,Pigeon Forge,TN,No Changes have been made.,03/04/2004,"Pigeon Forge, TN (35.793281, -83.558836)"
6529.0,Dallas-ft Worth International Airport Dps East,Tarrant,Dallas,TX,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,10/09/2007,"Dallas, TX (32.777977, -96.796215)"
4016.0,Hollandale Police Department,Washington,Hollandale,MS,No Changes have been made.,03/04/2004,"Hollandale, MS (33.168814, -90.854047)"
6078.0,Marion County 9-1-1,Marion,Mullins,SC,No Changes have been made.,03/04/2004,"Mullins, SC (34.200237, -79.253143)"
6966.0,Van Zandt County Sheriff's Office,Van Zandt,Canton,TX,"PSAP Name, State, County or City text has been modified since the original posting.",08/15/2017,"Canton, TX (32.549419, -95.86486)"
4655.0,Sidney Police Department,Cheyenne,Sidney,NE,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,09/11/2013,"Sidney, NE (41.144704, -102.981762)"
3741.0,Andrew County,Andrew,Savannah,MO,"PSAP Name, State, County or City text has been modified since the original posting.",04/30/2004,"Savannah, MO (39.941609, -94.83161)"
5929.0,Susquehanna County 9-1-1,Susquehanna,Montrose,PA,"PSAP Name, State, County or City text has been modified since the original posting.",06/05/2013,"Montrose, PA (41.833974, -75.877338)"
5058.0,Columbia County 9-1-1,Columbia,Hudson,NY,No Changes have been made.,03/04/2004,"Hudson, NY (42.251775, -73.787882)"
2850.0,Wallace County Sheriff Office,Wallace,Sharon Springs,KS,"PSAP Name, State, County or City text has been modified since the original posting.",10/05/2017,"Sharon Springs, KS (38.894823, -101.751723)"
4085.0,Ridgeland Police Department,Madison,Ridgeland,MS,No Changes have been made.,03/04/2004,"Ridgeland, MS (32.421373, -90.133598)"
7662.0,Weston County Law Enforcement Center,Weston,Newcastle,WY,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,10/05/2017,"Newcastle, WY (43.854779, -104.19569)"
4081.0,Quitman County Sheriffs Office,Quitman,Marks,MS,No Changes have been made.,03/04/2004,"Marks, MS (34.256662, -90.272006)"
1834.0,Pulaski County / Hawkinsville 9-1-1,Pulaski,Hawkinsville,GA,"PSAP Name, State, County or City text has been modified since the original posting.",05/16/2013,"Hawkinsville, GA (32.282066, -83.466864)"
3573.0,University Of Michigan Dpss Communications And Alarm Center,Washtenaw,Ann Arbor,MI,"PSAP Name, State, County or City text has been modified since the original posting.",03/07/2015,"Ann Arbor, MI (42.281419, -83.748478)"
30.0,Copper River Ems,Valdez-cordova Census Area,Glennallen,AK,No Changes have been made.,03/04/2004,"Glennallen, AK (62.108616, -145.542068)"
2014.0,Sioux County Sheriff's Office,Sioux,Orange City,IA,"PSAP Name, State, County or City text has been modified since the original posting.",08/30/2017,"Orange City, IA (43.00136, -96.056776)"
4452.0,Stone Mountain State Park,Wilkes,Roaring Gap,NC,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,10/17/2007,"Roaring Gap, NC (36.402802, -80.985603)"
6436.0,Belton Police Department,Bell,Belton,TX,No Changes have been made.,03/04/2004,"Belton, TX (31.056417, -97.463763)"
5374.0,Huron County Sheriffs Office,Huron,Norwalk,OH,No Changes have been made.,03/04/2004,"Norwalk, OH (41.243688, -82.612737)"
1270.0,Southern Ute Tribal Police Department,La Plata,Ignacio,CO,No Changes have been made.,03/04/2004,"Ignacio, CO (37.119333, -107.635161)"
1180.0,Jefferson County Sheriffs Office,Jefferson,Golden,CO,No Changes have been made.,03/04/2004,"Golden, CO (39.749672, -105.216019)"
3956.0,Washington County 9-1-1,Washington,Potosi,MO,"PSAP Name, State, County or City text has been modified since the original posting.",04/05/2005,"Potosi, MO (37.936261, -90.787827)"
8497.0,City Of Bella Vista Police Department,Benton,Bella Vista,AR,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,02/13/2016,"Bella Vista, AR (36.470733, -94.295858)"
3266.0,Maine State Police Rcc-skowhegan,Somerset,Skowhegan,ME,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,07/02/2008,"Skowhegan, ME (44.767028, -69.720277)"
5707.0,Pawhuska Police Department,Osage,Pawhuska,OK,No Changes have been made.,03/04/2004,"Pawhuska, OK (36.663441, -96.340135)"
810.0,Marin County Sheriff (san Rafael),Marin,San Rafael,CA,"PSAP Name, State, County or City text has been modified since the original posting.",04/06/2010,"San Rafael, CA (37.974575, -122.531868)"
2335.0,City Of Mendota E911,La Salle,Mendota,IL,"PSAP Name, State, County or City text has been modified since the original posting.",12/19/2013,"Mendota, IL (41.548103, -89.122368)"
288.0,Alma Police Department,Crawford,Alma,AR,No Changes have been made.,03/04/2004,"Alma, AR (35.480598, -94.222317)"
5146.0,New York State Police-oneida,Madison,Oneida,NY,No Changes have been made.,03/04/2004,"Oneida, NY (43.093897, -75.651229)"
4040.0,Leake County Communications Center,Leake,Carthage,MS,No Changes have been made.,03/04/2004,"Carthage, MS (32.738663, -89.537312)"
7733.0,Gloucester Police,Essex,Gloucester,MA,PSAP was added since the original posting of the FCC Registry.,03/04/2004,"Gloucester, MA (42.616135, -70.66893)"
2775.0,Lenexa Police Department,Johnson,Lenexa,KS,No Changes have been made.,03/04/2004,"Lenexa, KS (38.956514, -94.737568)"
4845.0,Roselle Borough Police Department,Union,Roselle,NJ,No Changes have been made.,03/04/2004,"Roselle, NJ (40.660112, -74.263591)"
1071.0,Ault Police Department,Weld,Ault,CO,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,12/01/2015,"Ault, CO (40.582389, -104.733083)"
296.0,Boone County 9-1-1,Boone,Harrison,AR,No Changes have been made.,03/04/2004,"Harrison, AR (36.229803, -93.107432)"
2060.0,Franklin County Sheriff,Franklin,Preston,ID,No Changes have been made.,03/04/2004,"Preston, ID (42.096235, -111.876643)"
800.0,Los Angeles Police Department Central Dispatch Center,Los Angeles,Los Angeles,CA,No Changes have been made.,03/04/2004,"Los Angeles, CA (34.052238, -118.243344)"
3404.0,Grosse Pointe Woods Department Of Public Safety,Wayne,Grosse Pointe Woods,MI,"PSAP Name, State, County or City text has been modified since the original posting.",03/07/2015,"Grosse Pointe Woods, MI (42.432399, -82.908773)"
6379.0,Weakley County Emergency Communications District,Weakley,Dresden,TN,No Changes have been made.,03/04/2004,"Dresden, TN (36.291639, -88.706947)"
3931.0,St Charles County Emergency Communications,St. Charles,Wentzville,MO,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,01/31/2017,"Wentzville, MO (38.811008, -90.852922)"
3673.0,Minnesota State Patrol-detroit Lakes,Becker,Detroit Lakes,MN,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,01/16/2014,"Detroit Lakes, MN (46.81282, -95.838833)"
1530.0,Hialeah Police (backup),Dade,Hialeah,FL,"PSAP Name, State, County or City text has been modified since the original posting.",12/19/2013,"Hialeah, FL (25.827202, -80.281502)"
5632.0,Eastern Shawnee Tribal Police Department,Ottawa,West Seneca,OK,No Changes have been made.,03/04/2004,"West Seneca, OK (36.836734, -94.619947)"
416.0,Cocopah Tribal Police Department,Yuma,Somerton,AZ,No Changes have been made.,03/04/2004,"Somerton, AZ (32.59665, -114.709782)"
6858.0,Roanoke Police Department,Denton,Roanoke,TX,No Changes have been made.,03/04/2004,"Roanoke, TX (33.007401, -97.225529)"
4405.0,Pitt County Sheriffs Communications,Pitt,Greenville,NC,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,10/17/2007,"Greenville, NC (35.611332, -77.3741)"
7166.0,Mecklenburg E9-1-1 Communication,Mecklenburg,Boydton,VA,No Changes have been made.,03/04/2004,"Boydton, VA (36.667418, -78.39007)"
3589.0,Wixom Police Department,Oakland,Wixom,MI,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,12/06/2004,"Wixom, MI (42.525703, -83.536093)"
4485.0,Wilson County Emergency Communications,Wilson,Wilson,NC,No Changes have been made.,03/04/2004,"Wilson, NC (35.731888, -77.922737)"
6390.0,Allen Police Department,Collin,Allen,TX,No Changes have been made.,03/04/2004,"Allen, TX (33.104193, -96.671738)"
4345.0,Merchants Millpond State Park,Gates,Gatesville,NC,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,10/17/2007,"Gatesville, NC (36.403332, -76.753317)"
1477.0,City Of Port Richey Police Department,Pasco,Port Richey,FL,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,04/20/2004,"Port Richey, FL (28.272736, -82.720813)"
2651.0,Pulaski County Sheriffs Department,Pulaski,Winamac,IN,No Changes have been made.,03/04/2004,"Winamac, IN (41.051353, -86.602879)"
227.0,Livingston Police Department,Sumter,Livingston,AL,No Changes have been made.,03/04/2004,"Livingston, AL (32.584139, -88.186665)"
2498.0,Wood River Police Department,Madison,Wood River,IL,"PSAP Name, State, County or City text has been modified since the original posting.",09/04/2013,"Wood River, IL (38.860164, -90.093686)"
5686.0,Newcastle Police Department,Mcclain,Newcastle,OK,No Changes have been made.,03/04/2004,"Newcastle, OK (35.256031, -97.600172)"
8359.0,Us Navy Nsa Crane,Martin,Craine,IN,PSAP was added since the original posting of the FCC Registry.,10/04/2012,"Craine, IN (41.435476, -85.1474)"
3152.0,Barnstable Police Department,Barnstable,Hyannis,MA,No Changes have been made.,03/04/2004,"Hyannis, MA (41.652802, -70.283302)"
1091.0,Burlington Police Department,Kit Carson,Burlington,CO,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,05/02/2016,"Burlington, CO (39.30229, -102.269362)"
550.0,Bear Valley Police Department,Kern,Tehachapi,CA,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,07/24/2017,"Tehachapi, CA (35.132317, -118.449074)"
2362.0,North Chicago Police Department,Lake,North Chicago,IL,No Changes have been made.,03/04/2004,"North Chicago, IL (42.319405, -87.856097)"
5135.0,New Hartford,Oneida,New Hartford,NY,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,11/18/2014,"New Hartford, NY (43.072308, -75.291002)"
4339.0,Mcdowell County Sheriffs Communications,Mcdowell,Marion,NC,No Changes have been made.,03/04/2004,"Marion, NC (35.684027, -82.009007)"
6058.0,Georgetown County Communications E9-1-1,Georgetown,Georgetown,SC,No Changes have been made.,03/04/2004,"Georgetown, SC (33.378113, -79.297079)"
5552.0,Wellston Police Department,Jackson,Wellston,OH,No Changes have been made.,03/04/2004,"Wellston, OH (39.114207, -82.534069)"
8462.0,Missile Defense Agency,Fairfax,Fort Belvoir,VA,PSAP was added since the original posting of the FCC Registry.,09/17/2014,"Fort Belvoir, VA (38.710708, -77.145817)"
7331.0,Port Of Seattle Fire Department,King,Seattle,WA,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,06/08/2006,"Seattle, WA (47.603229, -122.33028)"
3614.0,Chisago County Sheriffs Office,Chisago,Center City,MN,No Changes have been made.,03/04/2004,"Center City, MN (45.39245, -92.816814)"
4656.0,Stanton County Sheriffs Office,Stanton,Stanton,NE,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,11/09/2004,"Stanton, NE (41.950373, -97.223692)"
4293.0,Hanging Rock State Park,Stokes,Danbury,NC,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,10/17/2007,"Danbury, NC (36.409284, -80.205412)"
3496.0,Negaunee Regional Dispatch-baraga,Marquette,Negaunee,MI,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,12/06/2004,"Negaunee, MI (46.500882, -87.608359)"
6122.0,Butte County Dispatch Center,Butte,Belle Fourche,SD,"PSAP Name, State, County or City text has been modified since the original posting.",06/25/2016,"Belle Fourche, SD (44.672505, -103.855098)"
4460.0,Unc Wilmington University Police,New Hanover,Wilmington,NC,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,10/17/2007,"Wilmington, NC (34.2367, -77.946197)"
5485.0,Pike County Sheriff,Pike,Waverly,OH,No Changes have been made.,03/04/2004,"Waverly, OH (39.126701, -82.985603)"
4332.0,Madison County Sheriffs Communications,Madison,Marshall,NC,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,10/17/2007,"Marshall, NC (35.797472, -82.684013)"
7050.0,Salt Lake Airport Authority Dispatch,Salt Lake,Salt Lake City,UT,No Changes have been made.,03/04/2004,"Salt Lake City, UT (40.758478, -111.888142)"
7213.0,Sussex County Sheriffs Office,Sussex,Sussex,VA,No Changes have been made.,03/04/2004,"Sussex, VA (36.91354, -77.281669)"
6410.0,Arlington Communications,Tarrant,Arlington,TX,"PSAP Name, State, County or City text has been modified since the original posting.",10/04/2007,"Arlington, TX (32.735594, -97.10711)"
7729.0,Fitchburg Police,Worcester,Fitchburg,MA,PSAP was added since the original posting of the FCC Registry.,03/04/2004,"Fitchburg, MA (42.580807, -71.795967)"
7037.0,Juab County Sheriffs Office Dispatch,Juab,Nephi,UT,No Changes have been made.,03/04/2004,"Nephi, UT (39.71002, -111.828546)"
2212.0,Effingham County Sheriff,Effingham,Effingham,IL,No Changes have been made.,03/04/2004,"Effingham, IL (39.118299, -88.54561)"
3962.0,West Plains Police Department,Howell,West Plains,MO,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,04/30/2004,"West Plains, MO (36.731121, -91.852504)"
4138.0,Jefferson County Sheriff,Jefferson,Boulder,MT,No Changes have been made.,03/04/2004,"Boulder, MT (46.236635, -112.120898)"
1363.0,New Canaan Police Department,Fairfield,New Canaan,CT,No Changes have been made.,03/04/2004,"New Canaan, CT (41.148498, -73.493705)"
5393.0,Licking County 9-1-1 Communications Center,Licking,Newark,OH,No Changes have been made.,03/04/2004,"Newark, OH (40.056807, -82.405897)"
4735.0,Garwood Borough Police Department,Union,Garwood,NJ,No Changes have been made.,03/04/2004,"Garwood, NJ (40.651847, -74.322182)"
5008.0,Las Vegas Metropolitan Police Department,Clark,Las Vegas,NV,"PSAP Name, State, County or City text has been modified since the original posting.",04/18/2007,"Las Vegas, NV (36.169202, -115.140597)"
1550.0,Kissimmee Police Department,Osceola,Kissimmee,FL,No Changes have been made.,03/04/2004,"Kissimmee, FL (28.294751, -81.402518)"
7739.0,Groveland Police,Essex,Groveland,MA,PSAP was added since the original posting of the FCC Registry.,03/04/2004,"Groveland, MA (42.75986, -71.03177)"
3242.0,Bangor P D,Penobscot,Bangor,ME,"PSAP Name, State, County or City text has been modified since the original posting.",05/03/2013,"Bangor, ME (44.801602, -68.771334)"
206.0,Headland Police Department,Henry,Headland,AL,"PSAP Name, State, County or City text has been modified since the original posting.",06/19/2014,"Headland, AL (31.35144, -85.34126)"
2659.0,Scott County Emergency Communications,Scott,Scottsburg,IN,No Changes have been made.,03/04/2004,"Scottsburg, IN (38.685625, -85.778448)"
8440.0,Community Fire,Harris,Houston,TX,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,04/08/2017,"Houston, TX (29.760803, -95.369506)"
6223.0,Chattanooga Police Department,Hamilton,Chattanooga,TN,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,07/24/2017,"Chattanooga, TN (35.045756, -85.308287)"
2580.0,Huntington Police Department,Huntington,Huntington,IN,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,07/12/2013,"Huntington, IN (40.882786, -85.49732)"
