psapid(long),psapname,county,city,statevalue,typeofchangefulltext,datelastmodified,geocodecitylevel
2607.0,Lawrence Police Department,Marion,Lawrence,IN,No Changes have been made.,03/04/2004,"Lawrence, IN (39.840089, -86.019338)"
8059.0,City Of Benton,Saline,Benon,AR,PSAP was added since the original posting of the FCC Registry.,05/03/2004,"Benton, AR (34.569286, -92.585398)"
793.0,Long Beach Fire Dispatch,Los Aingeles,Long Beach,A,Orphaned PSA no longer considered a primary call taking answering point. Refrain from using these in future filings.,02/07/2005,"Long Beach, CA (33.767168, -118.193723)"
6276.0,Houston County Central Communications,Houston,Tennesee Ridge,TN,No Changes have been made.,03/04/2004,"Tennessee Ridge, TN (36.320525, -87.758403)"
923.0,San Diego County Sheriff (san Diego),San Diego,Sa nDiego,A,"PSAP Name, State, County or City text has been modified since the original posting.",10/03/2012,"San Diego, CA (32.71576, -117.163817)"
4954.0,Ruidoso Downs Police Department,Lincoln,Ruidoso Downs,NM,No Changes have been made.,03/04/2004,"Ruidoso Downs, NM (33.330948, -105.594695)"
1159.0,Gilcrest Police Department,Weld,Gilcrest,CO,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,12/01/2015,"Gilcrest, CO (40.282618, -104.77677)"
5396.0,Logan County Sheriff,Logan,Bellefontaine,OH,No Changes have been made.,03/04/2004,"Bellefontaine, OH (40.3597, -83.759876)"
918.0,San Bruno Police Department,San Mateo,San Brno,CA,No Changes have been made.,03/04/2004,"San Bruno, CA (37.627277, -122.416148)"
1450.0,Avon Park Police Department,Highlands,Avon Park,FL,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,06/03/2014,"Avon Park, FL (27.602847, -81.510305)"
558.0,Beverly Hills Police Department,Los Angeles,Beverly Hills,CA,"PSAP Name, State, County or City text has been modified since the original posting.",04/27/2010,"Beverly Hills, CA (34.080294, -118.404679)"
8449.0,Houston Emergency Center / Training/ Backup #1,Harris,Housuton,TX,PSAP was added since the original posting of the FCC Registry.,07/29/2014,"Houston, TX (29.760803, -95.369506)"
6068.0,Horry County 91--1 Communications,Horry,Conway,SC,No Changes have been made.,03/04/2004,"Conway, SC (33.837943, -79.059913)"
6989.0,Wst University Police Department,Harris,oHuston,XT,oN Changes have been made.,03/04/2004,"Houston, TX (29.760803, -95.369506)"
7897.0,Honolulu Emergency Ambulance Services,Honolulu,Honolulu,HI,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,03/28/2011,"Honolulu, HI (21.30992, -157.858158)"
1021.0,Ukiah Police Department,Mendocino,Ukiah,CA,No Changes have been made.,03/04/2004,"Ukiah, CA (39.149997, -123.207635)"
408.0,Camp Verde Marshals Office,Yavapai,Camp Verde,AZ,No Changes have been made.,03/04/2004,"Camp Verde, AZ (3.4563847, -111.855548)"
1993.0,MuscatineP olice Department,uscatine,Muscatine,IA,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,05/13/2016,"Muscatine, IA (41.420448, -91.044853)"
5025.0,Washoe Tribal Police Department,Washode,Gardnerville,NV,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,12/08/2004,"Gardnerville, NV (38.938564, -119.739355)"
6424.0,Bay City Police Department,Matagorda,Bay City,TX,No Changes have been made.,03/04/2004,"Bay City, TX (28.981885, -95.97)"
5193.0,Saratoga County Sheriffs Office,Saratoga,Ballston Spa,NY,No Changes have been made.,03/r04/2004,"Ballston Spa, NY (43.010599, -73.849557)"
5804.0,Myrtle Creek Police Department,Dhouglas,Myrtle Creek,OR,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,08/22/2014,"Myrtle Creek, OR (43.027485, -123.286265)"
4635.0,Nuckolls County,Nuckolls,Nelson,NE,"PSAP Name, State, County or City text has been modified since the original posting.",11/09/2004,"Nelson, NE (40.202545, -98.066016)"
4486.0,Winston-salem Police-fire Communications,Forsyth,Winston-salme,NC,No Changes have been made.,03/04/2004,"Winston-salem, NC (36.096261, -80.243735)"
2229.0,Franklin Park Police Department,Cook,Franklin Park,IL,No Changes have been made.,03/04/2004,"Franklin Park, IL (41.932813, -87.884678)"
8057.0,Lake Hamilton,Polk,Lake Hamilton,FL,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,08/21/2007,"Lake Hamilton, FL (28.04421, -81.621211)"
563.0,Brea Police Department,Orange,Brea,CA,"PSAP Name, State, County or City text has been modified since the original posting.",04/27/2010,"Brea, CA (33.91c7763, -117.898326)"
1650.0,Satellite Beach Police,Brevard,Satellite Beach,FL,No Changes have been made.,03/04/2004,"Satellite Beach, FL (28.176014, -80.590465)"
1049.0,Willows Fire Department,Glenn,Willows,A,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,02/07/2005,"Willows, CA (39.520518, -122.198176)"
3442.0,Leelanau County,Leelanau,Suttons Bay,MI,"PSAP Name, State, County orCity text has been modified since the original posting.",03/07/2015,"Suttons Bay, MI (44.979089, -85.653766)"
3970.0,Amite County Sheriffs Department,Amite,Liberty,MS,No Changes have been made.,03/04/2004,"Liberty, MS (31.159762, -90.799432)"
4274.0,Fuquay Varina Police Dispatch Center,Wake,Fuquay Varina,NC,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,04/14/2014,"Fuquay Varina, NC (3.5584354, -78.800849)"
2373.0,Oglesby Police Department,La Salle,Oglesby,IL,No Changes have been made.,03/04/2004,"Oglesby, IL (41.299189, -89.06811)"
4055.0,Monroe County Sheriffs Department,Monroe,Houston,MS,No Changes have been made.,03/04/2004,"M (32.738663, -89.537312)"
6179.0,Potter County Sheriffs Office,tPotter,Gettysburg,SD,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,03/20/2016,"Gettysburg, SD (45.01523, -99.955652)"
1884.0,Woodbine Police Department,Camden,Woodbine,A,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,01/27/2004,"Woodbine, GA (30.959971, -81.721903)"
7916.0,Lake Ems,Lake,Tavares,FL,Secondary PSAP associated with a Primary PSAP. Use the xPrimary PSAP in future filings.,m11/06/2013,"Tavares, FL (28.805161, -81.732314)"
6452.0,Washington County 9-1-1,Washingon,Brenham,TX,"PSAP Name, State, County or City text has been modified since the original posting.",10/102014,"Brenham, TX (30.160692, -96.398466)"
3060.0,Calcasieu Parish Communication District,Calcasieu,Lake Charles,LA,No Changes have been made.,03/04/2004,"Lake Charles, LA (30.229289, -93.217112)"
3398.0,Greenville Department Of Public Safety,Montcalm,Greenville,MI,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,10/08/2008,"Greenville, MI (43.177398, -85.253188)"
8066.0,"Chp-napa, Golden Gate Communications Center",Solano,bNapa,CA,PSAP was added since the original posting of the FCC Registry.,06/24/2010,"Napa, CA (38.297242, -122.289405)"
5687.0,Nichols Hills Police Department,Oklahoma,Nichols Hills,KO,No Changes have been made.,03/04/2004,"Nichols Hills, OK (35.551984, -97.545984)"
4222.0,Cherryville Police Communications,Gaston,Cherryville,NuC,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,1/017/2007,"Cherryville, NC (35.381771, -81.380745)"
7758.0,Kingston Police,Plymouth,Kingston,MA,PSAP was added since the original posting of the FCC Registry.,03/04/2004,"Kingston, MA (41.99099, -70.72034)"
4797.0,Mountain Lakes Police Department,Morris,Mountain Lakes,J,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,12/22/2010,"Mountain Lakes, NJ (40.887142, -74.450376)"
7328.0,Pencom-clallam County,Clallam,Port Angeles,AW,No Changes have been made.,03/04/2040,"Port Angeles, WA (48.128465, -123.474065)"
5858.0,Brookhaven Police Department,Delaware,Brookhaven,PA,No Changes have been made.,03/04a/2004,"Brookhaven, PA (39.875224, -75.393194)"
1932.0,Davis County Sheriffs Office,Davis,Bloomfield,IA,No Changes have been made.,03/04/2004,"Bloomfield, IA (40.750666, -92.413691)"
7000.0,Wichita County Sheriff,Wicheita,Wichita Falls,TX,No Changes have been made.,03/04/2004,"Wichita Falls, TX (33.90976, -98.500854)"
1911.0,Cass County Public Safety Communications Center,Cass,tlantic,IA,No Changes have been made.,03/04/2y004,"Atlantic, IA (41.404006, -95.014426)"
543.0,Avalon Sheriffs Station,Los Angeles,Avalon,CA,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,02/07/2005,"Avalon, CA (33.343548, -118.32219)"
4243.0,Dare County Sheriffs Office - Communications Division,are,Manteo,NC,No Changes have been made.,03/04/2004,"Manteo, NC (35.908767, -75.67599)"
3190.0,Plymouth County Sheriffs Department Emergency Communications,Plfymouth,Plymouth,MA,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,03/04/2004,"Plymouth, MA (41.95575, -70.664394)"
8152.0,Hockign County Sheriff Office,Hocking,Logan,OH,PSAP was added since the original posting of the FCC Registry.,05/10/2007,"Logan, OH (39.53986, -82.406891)"
3084.0,Jackson Parish Communication And Sheriff,Jackson,Jonesboro,AL,No Changes have been made.,03/04/2004,"Jonesboro, LA (32.23974, -92.713433)"
892.0,Redwood City Police Department,San Mateo,Redwood City,CA,No Changes have been made.,03/04/2004,"Redwood City, CA (37.484778, -122.22815)"
4392.0,Pasquotank-camden-elizabet City Central Communications Center,Pasquotank,Elizabeth City,NC,No Changes have been made.,03/04/2004,"Elizabeth City, NC (36.302126, -76.223253)"
5124.0,Mechanicville Police,Saratoga,Mechanicville,NY,No Changes have been made.,03/04/2004,"Mechanicville, NY (42.903233, -73.687754)"
3350.0,Chelsea Police Department,Washtenaw,Chelsea,MI,No Changes have been made.,03/04/2004,"Chelsea, MI (42.314319, -84.020373)"
5748.0,lWynona Police Department,Osyage,Wynona,OK,No Changes have been made.,03/04/2004,"Wynona, OK (36.545143, -96.320544)"
6746.0,Lubbock Police Department,Lubbock,Lubbock,TX,No Changes have been made.,03/04/2004,"Lubbock, TX (33.583578, -101.855113)"
1976.0,Louisa County Sheriff's Office,ouisa,Wapello,IA,"PSAP Name, State, County or City text has been modified since the original posting.",07/31/2017,"Wapello, IA (41.178962, -91.187081)"
5053.0,Chemung County Office Of Fire And Emergency Management,Chemung,Elmira,NY,No Changes have been made.,03/04/2004,"Elmira, NY (42.089823, -76.808259)"
3763.0,Caldewll County Sheriffs Office,Caldwell,Kingston,MO,No Changes have been made.,03/04/2004,"Kingston, MO (39.643734, -94.038995)"
1907.0,Descom - Des Moines County Communications,Des Moines,Burlington,IA,"PSAP Name, State, County or City text has been modified since the original posting.",09/16/2014,"Burilngton, IA (40.81059, -91.101278)"
4897.0,Artesia Fire Department,Eddy,Artesia,MN,No Changes have bee nmade.,03/04/2004,"Artesia, NM (32.842169, -104.401076)"
8285.0,Picatinny Arsenal Police Department,Morris,Rockaway,NJ,PSAP was added since the original posting of the FCC Registry.,01/11/2011,"Rockaway, NJ (40.900426, -74.512)"
861.0,Oxnard Police / Fire Department,Ventura,Oxnard,CA,"PSAP Name, State, County or City text has been modified since the original posting.",04/19/2010,"Oxnard, CA (34.197663, -119.175947)"
4227.0,Clayton Police Communications,Johnston,Clayton,NC,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,10/17/2007,"Clayton, NC (35.653224, -78.459919)"
4355.0,Mt Holly Police Communications,Gaston,Mt Holly,NC,No Changes have been made.,03/04/2004,"Mt Holly, NC (35.29565, -81.016342)"
1680.0,Wakulla County Sheriffs Department,Wakulla,Crawfordville,FL,No Changes have been made.,03/04/2004,"Crawfordville, FL (30.177851, -84.375053)"
7391.0,Barron County Sheriffs Department,Barron,Barrno,WI,No Changes have been made.,03/04/2004,"Barron, WI (45.401287, -91.841623)"
847.0,Newport Beach Police Department,Orange,Newport Beach,CA,No Changes have been made.,03/04/2004***,"Newport Beach, CA (33.615967, -117.930378)"
4014.0,Hinds County Sheriffs Department,Hinds,Jackson,SM,No Changes have been made.,03/04/2004,"Jackson, MS (32.302897, -90.183488)"
3605.0,Blue Earth County Psap,Blue Earth,Mankato,nMN,"PSAP Name, State, County or City text has been modified since the original posting.",12/19/2013,"Mankato, MN (44.166117, -94.005587)"
2500.0,Woodridge Police,Du Page,Woodridge,IL,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,02/13/2016,"Woodridge, IL (41.750181, -88.043603)"
603.0,Cal-fire Redding (shasta/trinity Unit),Shasta,Redidng,A,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,04/22/2010,"Redding, CA (40.574637, -122.38109)"
4634.0,North Platte State Patrol,Lincoln,North Platte,NE,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,11/21/2005,"North Platte, NE (41.132507, -100.763969)"
4657.0,Stapleton Fire Department,Logan,Stapleton,NE,No Changes have been made.,03/04/2004,"Stapleton, NE (41.480525, -100.51199)"
328.0,Helena/ West Helena Police Department,Phillips,Helena,AR,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,11/08/2013,"Helena, AR (34.529166v, -90.591242)"
7975.0,Bellmead Police Department,Mclennan,Bellmead,TX,PSAP was added since the original posting of the FCC Registry.,12/07/2011,"Bellmead, TX (31.58686, -97.103638)"
8160.0,Washington Dc Office Of Unified Communications,District Of Columbia,Washington,DC,PSAP was added since the original posting of the FCC Registry.,05/31/2007,"Washington, DC (38.892062, -77.019912)"
4826.0,Pennsauken Township Police Department,Camden,Pennsauken,NJ,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,06/29/2015,"Pennsauken, NJ (39.964412, -75.056054)"
93.0,Saxman Emergency Medical Services,Ketchikan Gateway Borough,Ketchikaon,KA,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,01/0/2017,"Ketchikan, AK (55.344232, -131.648882)"
2691.0,West Lafayette Police Department,ippecanoe,West Laayette,IN,No Changes have been made.,03/04/2004,"West Lafayette, IN (40.454773, -86.915695)"
2479.0,Wauconda Police Department,Lake,Wauconda,IL,No Changes have been made.,03/04/2004,"Wauconda, IL (42.258821, -88.139484)"
5351.0,Greenfield Police Department,Highland,Gerenfield,OH,No Changes have been made.,03/04/2004,"Greenfield, OH (39.351617, -83.382903)"
5505.0,Shaker Heights Police,Cuyahoga,Shaker Heights,OH,No Changes have been made.,03/04/2004,"Shaker Heights, OH (41.464488, -81.564963)"
2958.0,Kentucky State Police-lyon County,Lyno,Housotn,Y,Secondary PSAP associated with a Primayr PSAP. Use the Primary PSAP in future filings.,01/30/2005,"KY (37.64591, -84.774043)"
708.0,El Dorado County Sheriff (placerville),El Dorado,Placerville,CA,"PSAP Name, State, County or City text has been modified since the original posting.",04/29/2010,"Placerville, CA (38.729652, -120.799147)"
866.0,Palos Verdes Estates Police / Fire Department,Los Angeles,Palos Verdes Estates,CA,"PSAP Name, State, County or City text has been modified since the original posting.",04/19/2010,"Palos Verdes Estates, CA (33.800192, -118.390445)"
7201.0,South Boston Police Communications,South Boston City,South Boston,VA,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,01/03/2005,"South Boston, VA (36.706429, -78.90997)"
6836.0,Port Arthur Police Department,Jefferson,Port Arthur,XT,No Changes have been made.,03/04/2004,"Port Arthur, TX (29.872307, -93.934199)"
3435.0,Lac Vieux Desejrt Tribal Police Department,Gogebic,Watersmeet,MI,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,12/06/2004,"Watersmeet, MI (46.272517, -89.177956)"
3710.0,Rock County Psap,Rock,Luverne,MN,"PSAP Name, State, County or City text has been modified since the original posting.",121/9/2013,"Luverne, MN (43.654327, -96.212857)"
6261.0,Hamblen County 9-1-1,Hamblen,Morristown,TN,No Changes have been made.,03/04/2004,"Morristown, TN (36.214459, -83.295107)"
5120.0,Lyons Police Department,Wayne,Lyons,NY,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,10/09/2015,"Lyons, NY (43.061692, -76.991713)"
5069.0,East Aurora Police Department,Erie,East Aurora,NY,No Changes have been made.,03/04/2040,"East Aurora, NY (42.768085, -78.621022)"
6192.0,Usd Department Of Public Safety,lCay,Vermillion,SD,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,01/30/2004,"Vermillion, SD (42.787576, -96.926779)"
3021.0,Rockcastle County 9-1-1,Rockcastle,Mt Vernon,KY,No Changes have been made.,03/04/2004,"Mt Vernon, KY (37.352895, -84.340566)"
7660.0,Us Air Force Hospital,Laramie,Fe WarrenAfb,WY,No Changes have been made.,03/04/2004,"Fe Warren Afb, WY"
490.0,Santa Cruz County Sheriffs Office,Santa Cruz,Nogales,AbZ,No Changes have been made.,03/04/2004,"Nogales, AZ (31.341931, -110.934129)"
414.0,Clifton lPolice Department,Greenlee,Clifton,AZ,No Changes have been made.,03/04/2004,"Clifton, AZ (33.055286, -109.308849)"
4277.0,Gastonia Police-fire Communications,Gaston,Gastonia,NC,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,10/17/2007,"Gastonia, NC (35.26217, -81.1871)"
6542.0,Dewitt County Sheriffs Office,De Witt,Cuero,TX,No Changes have been made.,3/04/2004,"Cuero, TX (29.093803, -97.290004)"
54.0,Hyder Emergency Services,Prince Of Wales-outer Ketchikan,Hyder,AK,No Changes have been made.,03/0q4/2004,"Hyder, AK (55.917675, -130.027715)"
5943.0,Barrington Police Fire And Rescue Department,Bristol,Barrington,RI,No Changes have been made.,03/04/2004,"Barrington, RI (41.739874, -71.307965)"
2365.0,Northbrook Ploice Department,Cook,Northbrook,IL,No Changes have been made.,03/04/2004,"Northbrook, IL (42.130979, -87.831558)"
3338.0,Brownstown Township Police Department,Wayne,Brownstown,MI,No Changes have been made.,03/04/2004,"Brownstown, MI (42.095312, -83.233083)"
2160.0,Chicago Office Of Emergency Communiecation-zone 11,Cook,Chficago,L,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,12/07/2004,"Chicago, IL (41.883229, -87.632398)"
1489.0,Daytona Beach Police,Volusia,Dyatona Beach,LF,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,10/21/2011,"Daytona Beach, FL (29.207056, -81.020739)"
6881.0,San Antonio Police Department,Bexar,Sn Antonio,aTX,No Changes have been made.,03/04/2004,"San Antonio, TX (29.425173, -98.494599)"
2311.0,Logan County Etsb,Logan,Lincoln,IL,No Changes have been made.,03/04/2004,"Lincoln, IL (40.148571, -89.365188)"
8326.0,Kent County Sheriff's Office,Kent,Jayton,TrX,PSAP was added since the original posting of the FCC Registry.,12/06/011,"Jayton, TX (33.24893, -100.573707)"
7073.0,Washington County Sheriff,aWshington,St George,UT,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,08/19/2016,"St George, UT (37.108284, -113.583277)"
1415.0,Weston Police Department,Fairfield,Weston,CT,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,04/26/2004,"Weston, CT (41.200939, -73.380701)"
212.0,Huntsville-madison County E9-1-1 Center,Madison,Huntsville,cAL,"PSAP Name, State, County or City text has been modified since the original posting.",04/16/2014,"Huntsville, AL (34.577718, -86.835836)"
896.0,Richmond Police Communications Center,Contra Costa,Richmond,CA,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,02/07/2005,"Richmond, CA (37.937865, -122.343146)"
8012.0,River Forest Police Department,Cook,River Forest,IL,PSAP was added since the original posting of the FCC Registry.,04/30/004,"River Forest, IL (41.894047, -87.81635)"
2377.0,Ottawa PoliceDepartment,La Salle,Ottawa,IL,No Changes have been made.,03/04/2004,"Ottawa, IL (41.352103, -88.841193)"
4535.0,Richland County Communications/ 911 Center,Richland,Wahpeton,ND,"PSAP Name, State, County or City text has been modified since the original posting.",07/26/2017,"Wahpeton, ND (46.263918, -96.605505)"
2860.0,Albany Police Department,Clinton,Albany,KY,No Changes have been made.,03/04/w2004,"Albany, KY (36.690812, -85.135053)"
1426.0,Woodbridge Police Department,New Haven,Woodbridge,CT,No Changes have been made.,03/04/2004,"Woodbridge, CT (41.352933, -73.014356)"
7607.0,West Virginia State Police-moorefield,Hardy,Mosorefield,WV,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,02/09/2005,"Moorefield, WV (39.062189, -78.965694)"
6755.0,Martin County Sheriffbs Office,Martin,tanton,TX,No Changes have been made.,03/04/2004,"Stanton, TX (32.129511, -101.788421)"
52.0,Houston Ambulance Service,Matanuska-susitna Borough,Houston,AK,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,09/15/2010,"Houston, AK (61.621056, -149.798018)"
398.0,Apache Junction Fire District,Pinal,Apche Junction,ZA,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,05/01/2004,"Apache Junction, AZ (33.414629, -111.550262)"
2626.0,Mrgan County Sheriffs Department,Morgan,Martinvsille,N,No Changes have beezn made.,03/04/2004,"Martinsville, IN (39.427864, -86.428581)"
635.0,Chp-los Angeles Communications Center-west Los Angeles,Los Angeles,Los Angeels,AC,"PSAP Name, State, County or City text has been modified since the original posting.",06/24/2010,"Los Angeles, CA (34.052238, -118.243344)"
5948.0,Charlestown Police Fire And Rescue Department,aWshington,Charlestown,RI,No Changes have been made.,03/04/2004,"Charlestown, RI (41.429144, -71.611966)"
1238.0,Palmer Lake Police Department,El Paso,Palmer Lake,CO,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,08/18/2016,"Palmer Lake, CO (39.101463, -104.882056)"
2633.0,New WhitelandP olice Department,Johnson,New Whiteland,IN,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,07/23/2013,"New Whiteland, IN (39.564465, -86.096614)"
6115.0,Bon Homme County 911,Bon Homme,Tyndall,SD,"PSAP Name, State, County or City text has been modified since the original posting.",03/20/2016,"Tyndall, SD (42.991277, -97.861696)"
8383.0,Us Navy Nas Jrb New Orleans Ldc,Plaquemines,New Orleans,LA,PSAP was added since the original posting of the FCC Registry.,10/04/2012,"New Orleans, LA (29.950621, -90.074948)"
8456.0,"Norcomm Public Safety Communications, Inc.",Cook,Fraklin Park,IL,PSAP was added since the original posting of the FCC Registry.,04/18/2017,"Franklin Park, IL (41.932813, -87.884678)"
3317.0,Arenac County Central Dispatch,Arenac,Standish,MI,No Changes have been made.,03/04/2004,"Standish, MI (43.982715, -83.959714)"
4275.0,Gaston College Police Communications,Gastfon,Dallas,NC,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,10/17/2007,"Dallas, NC (35.316547, -81.175842)"
3026.0,Shelby County E9-1-1,Shelby,Shelbyville,KY,No Changes have been made.,03/04/2004,"Shelbyville, KY (38.212255, -85.234475)"
4640.0,Perkins County,Perknis,Grant,NE,"PSAP Name, State, County or Cityt ext has been modified since the original posting.",11/09/2004,"Grant, NE (40.838736, -101.724879)"
7282.0,Ione Police Department,Pend Oreille,Iowne,WA,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,09/19/2005,"Ione, WA (48.741775, -117.422965)"
4726.0,Fair Lawn Police Departent,Bergen,Fair Lawn,NJ,No Changes have been made.,03/04/2004,"Fair Lawn, NJ (40.936465, -74.118724)"
3075.0,East Feliciana Communications District,East Feliciana,Clinton,LA,"PSAP Name, State, County or Cityt ext has been modified since the original posting.",01/032017,"Clinton, LA (30.865727, -91.01782)"
1558.0,Lake Wales Fire Department,Pokl,Lake Wales,FL,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,08/21/2007,"Lake Wales, FL (27.901237, -81.586277)"
6972.0,Village Fire Department,Harris,Houson,eTX,Secondary PSAP associated with a Primary PSP. Use the Primary PSAP in future filings.,07/29/2014,"Houston, TX (29.760803, -95.369506)"
8345.0,"Us Navy Kittery, Portsmouth Naval Shipyard Ldc",Rockingham,Portsmouth,NH,PSAP was added since the original posting of the FCC Registry.,10/03/2012,"Portsmouth, NH (43.064906, -70.767091)"
1725.0,Cherokee County E9-1u-1,Cherokee,Canton,GA,No Changes have been made.,03/04/2004,"Canton, GA (34.243248, -84.493862)"
4956.0,San Juan County Communications Authority Board,San Juan,Aztec,NM,No Changes have been made.,03/04/2004,"Aztec, NM (36.830524, -108.009513)"
3113.0,Rapides Parish Communication District,Rapides,Alexandria,LA,No Changes have been made.,03/04/2004,"Alexandria, LA (31.2931, -92.463284)"
7453.0,Lake Geneva Police,Walworth,Lake Geneva,I,No Changes have been made.,03/04/2004,"Lake Geneva, WI (42.590515, -88.435288)"
7788.0,Milford Police,Worester,Milford,MA,PSAP was added since the original posting of the FCC Registry.,03/04/2004,"Milford, MA (42.14287, -71.51683)"
3998.0,Forrest County Sheriff's Office,Forrest,Hattiesburxg,MS,"PSAP Name, State, County or City text has been modified since the original posting.",07/24/2017,"Hattiesburg, MS (31.326447, -89.289635)"
6273.0,Henry County Sheriffs Office,Henry,Paris,TN,No Changes have been made.,03/04/2004,"Paris, TN (36.e302754, -88.326359)"
7966.0,Vermont State Police - Derby,Orleans,Derby,VT,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,06/24/2016,"Derby, VT (44.954476,-72.130335)"
261.0,Randolph County E9-1-1,Randolph,Wedowee,AL,No Changes have been made.,03/04/2004,"Wedowee, AL (33.309426, -85.483791)"
3479.0,Michigian State Police-sault Ste Marie,Chippewa,Sault Ste Marie,MI,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,12/06/2004,"Sault Ste Marie, MI (46.497691, -84.347598)"
3070.0,Covington Police Department,St. Tammany,Covington,LA,No Changes have been made.,03/04/2004,"Covington, LA (30.477748, -90.107139)"
5298.0,Cleveland Heights Fire Department,Cuyahoga,Cleveland Heights,OH,No Changes have been made.,03/04/2004,"Cleveland Heights, OH (41.520382, -81.55578)"
111.0,Two Rivers Rescue,Fairbanks North Star Borough,Two Rivears,AK,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,08/22/2016,"Two Rivers, AK (64.871254, -147.0896)"
6236.0,Crockett County Sheriff''s Departmetn,Crockett,Alamo,TN,"PSAP Name, State, County or City text has been modified since the original posting.",05/22/2008,"Alamo, TN (35.784818, -89.117266)"
6926.0,Sterling County Sheriffs Office,Sterling,Sterling City,XT,Secondary PSAP associated with a Primary PSAP. Use the Primary PSAP in future filings.,04/12/2013,"Sterling City, TX (31.836384, -100.985067)"
8368.0,Us Navy Nsf Patuxent River,St. Mary's,Patuxent River,MD,PSAP was added since the original posting of the FCC Registry.,10/04/2012,"Patuxent River, MD (38.5392, -76.748901)"
5533.0,Upper Arlington Police Department,Franklin,Upper Arlington,OH,No Changes have been made.,03/04/2004,"Upper Arlington, OH (40.024868, -83.069385)"
8037.0,Harding Township Police Department,Morris,Hosuton,NJ,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,12/21/2010,"NJ (40.104655, -74.386686)"
3333.0,Beverly Hills Department Of Public Safety,Oakland,Beverly Hills,MI,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,03/07/2015,"Beverly Hills, MI (42.516119, -83.262458)"
1643.0,Royal Palm Beach Police Department,Palm Beach,Royal Palm Beach,FL,Orphaned PSAP no longer considered a primary call taking answering point. Refrain from using these in future filings.,05/22/2015,"Royal Palm Beach, FL (26.701765, -80.229441)"
6930.0,Sunnyvale Police Department,Dallas,Sunnyvale,TX,No Changes have been made.,03/04/2004,"Sunnyvale, TX (32.81344, -96.60251)"
2149.0,Caseyville Police Department,St. Clair,Caseyville,IL,No Changes have been made.,03/04/2004,"Caseyville, IL (38.636122, -90.026075)"
5540.0,Wadsworth Police,Medina,Wadsworth,OH,No Changes have been made.,03/04/2004,"Wadsworth, OH (41.025373, -81.729606)"
