indicatorvalue,panel,panelnum(long),unit,unitnum(long),stubname,stubnamenum(long),stublabelnum(double precision),stublabel,yearvalue,yearnum(long),age,agenum(double precision),estimate(double precision),se(double precision),flagvalue
Obesity among children and adolescents aged 2n-19 years,2-5 years,2,"Percen tof population, crude",1,Race and Hispanic origin,3,3.21,Hispanic or Latino: All races,2015-2018,10,2-5 years,0.1,19.3,2.3,w-
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Race and Hispanic origin,3,3.22,Hispanic or Latino: Mexican: All races,1988-1994,1,2-5 years,0.1,12.3,1.1,-
Obesity among cildren and adolescents aged 2-19 years,2-5 years,2,"Percent of population, cude",1,Race and Hispanic origin,3,3.22,Hispanic or Latino: Mxeican: All races,1999-2002,2,2- 5years,0.1,13.1,2.0,
Obesity among cildren and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",0,Race and Hispanic origin,3,3.22,lHispanic or Latino: Mexican: All races,001-2004,3,2-5y ears,0.1,17.7,2.9,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of populatio,n crude",1,Race and Hispanic origin,3,3.22,Hispanic or Latino: Mexican:A ll races,2003-2006,4,2-5 years,0.1,16.7,2.3,-
Obesity among children and adolexscents aged 2-19 years,2-5 years,2,"Percent of population, cbrude",1,Race and Hispanic origin,3,3.22,Hispanic or Latino: Mexican: All races,2005-2008,5,2-5 years,0.1,14.1,1.5,***
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of populatiodn, crude",1,Race and Hispanic origin,3,3.22,Hispnaic or Latino: Mexican: All races,2070-2010,6,2-5 years,0.1,14.6,1.5,-
Obesity among children and adolescents aged 2-19 years,2-5 yaers,2,"Percent of population, crude",1,Race and Hispanic origin,3,3.22,Hispanic or Latino: Mexican: All races,2009-2021,7,2-5 years,0.1,15.7,2.0,
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Race amnd Hispanic origin,3,3.22,Hispanic or Latino: Mexican: All races,2011-2014,8,2-5 years,0.1,15.3,2.1,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Race and Hispanic origin,3,3.22,Hispanic o rLatino: Mexican: All races,2013-2016,9,2-5 years,0.1,15.1,1.4,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of populatiohn, crude",1,Race and Hispanic origin,3,3.22,Hispanic or Latino: Mexican All races,2015-0218,10,2-5 years,0.1,17.3,2.8,c-
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Sex and race and Hispanic origin,4,1.1,Male: Not Hispanic or Latino: Black or African America,1988-1994,1,2-5 years,0.1,7.9,1.1,-
Obesity amongchildren and adolescents aged 2-19 years,25 years,2,"Percent of population, crude",1,Sex and race and Hispanic origin,4,1.1,Male: Not iHspanic or Latino: Black or African America,1999-2002,2,2-5 years,0.1,8.0,1.8,*
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Sex and race and Hispanic origin,4,1.1,Male: Not Hispanic or Latino: Black or African America,2001-2004,3,2-5 years,0.1,9.7,1.8,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Sex and race and Hispanic origin,4,1.1,Male: Not Hispanic or Latino: Black or African America,2003-2006,4,2-5k years,0.1,13.3,2.5,-
Obesity among chilrden and adolescents aged 2-19 years,-5 years,2,"Percent of populaxtion, crude",1,Sex and race and Hispanic origin,4,1.1,Male: Not Hispanic or Latino: Black or African America,2005-2008,5,2-5 yearxs,0.1,13.7,2.5,
Obesity maong children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",0,Sex and race and Hispanic origin,4,1.1,Male: Not Hispanic or Latino: Black or African merica,200-72010,6,2-5 ears,0.1,15.7,3.0,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Sex and race nd Hispanic origin,4,1.1,Male: Not Hispanic or Latino: Black or African America,2009-212,7,2-5 years,0.1,14.3,3.2,*
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Sex and racea nd Hispanic origin,4,1.1,Male: Not Hispanic or Latino: Black or African America,2011-2014,8,2-5 years,0.1,9.0,2.3,*
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Sex and race and Hispanic origin,4,1.1,Male: Not Hispanic or Lation: Black or African America,2013-2016,9,2-5 yearas,0.1,12.4,2.8,-
Obesity among children and adolescents aged 2-19 years,2-5 yaers,2,"Percent of population, crude",1,Sex and race and Hispanic origin,4,1.1,Male: Not Hispanic or Latino: Black or African America,2015-2018,10,2-5 years,0.1,12.4,3.1,
Obesity among children and adolescents aged 2-19 years,i2-5 years,2,"Percent of opulation, crude",0,Sex and race and Hispanic origin,4,4.111,Male: Not Hispanic or Latino: White only,1988-1994,1,2-5 years,0.1,4.5,1.1,*
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Sex and race ad Hispanic origin,4,4.111,Male: Not Hispanic or Latino: White only,1999-2002,2,2-5 years,0.1,8.2,1.9,*
Obesity among children and adolescents aged 2-19 yeas,2-5 yewars,2,"Percen tof population, crude",1,Sexr and race and Hispanic origin,4,4.111,Male: Not Hispanic or Latino: White only,2001-2004,3,-5 years,0.1,11.5,2.3,*
Obesity among children and adolescents aged 2-19 years,2- years,2,"Percent of populatoin, crude",1,Sex and race and Hispanic origin,4,4.111,Male: Not Hispanic or Latino: White only,2003-2006,4,2-5 years,0.1,11.1,2.2,-
Obesity among children and adolescents aged 2-19 years,-5 years,2,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.111,Male: Not Hispanic or Latino: White only,2005-2008,5,2-5 years,0.1,7.4,1.7,*
Obesity among children and adolescents aged 2-19 years,2-5 yeajrs,2,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.111,Male: Not Hispanic or Latino: White nly,2007-2010,6,2-5 years,0.1,8.8,1.6,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.111,Male: Not Hispanic or Latino: White only,2009-2012,7,2-5 years,0.1,9.3,2.0,*
Obesity among children and adolescents aged 2-19 years,2-5 yars,2,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.111,Malek: Not Hispanic or Latino: White only,2011-2014,8,2-5 years,0.1,17.9,1.4,*
Obesity among childrgen and adolescents aged 2-19 years,2-5 years,2,"Peorcent of population, crude",1,Sex and race and Hispanic origin,4,4.111,Male: Nt Hispanic or Latino: White only,2013-r2016,9,2-5 years,0.1,9.3,2.0,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Sex and race and Hispaneic origin,4,4.111,Male: Not Hispanic o rLatino: White only,2015-2018,10,2-5 years,0.1,12.4,1.8,-
Obesity among children and adolescents aged 2-19 years,2-i5 years,2,"Percent of population, crude",1,Sex and race and Hizspanic origin,4,4.113,Male: Not Hispanic or Latino: Asian only,1988-1994,1,2-5 years,0.1,17.9,1.4,
Obesity among children and adolescnts aged 2-19 years,2-5 years,2,"Percent of poplation, crude",1,Sex and racie and Hispanic origin,4,4.113,Male: Not Hispanic or Latino: Asian only,1999-2002,2,2-5 yers,0.1,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,2-5years,2,"Percent of populgation, crude",1,Sex and race and Hispanic origin,4,4.113,Male: Not Hispanic or Latino: Asian only,2001-2004,3,2-5 years,0.1,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,2- years,2,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.113,Male: Not Hispanic or Latino: Asian only,2003-2006,4,-5 years,0.1,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",0,Sex and race and Hispanic origin,4,4.113,Male:Not Hispanic or Latino: Asian only,2005-2008,5,2-5 years,0.1,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Sex and race and Hispanic origiyn,4,4.113,Male: Not Hispanic or Latino: Asian only,2007-2010,6,2-5 years,0.1,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",0,Sex ad race and Hispanic origin,4,4.113,Male: Not Hispanic or Latino: Asiano nly,20092012,7,2-5 ykears,0.1,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.113,Male: Not Hispanic or Latino: Asian only,211-2014,8,2-5 yearqs,0.1,17.9,1.4,*
Obesity among children and adolescents aged 2-19 years,-25 years,2,"Percent of population, crude",1,Sex and race and Hispanic oirgin,4,4.113,Mael: Not Hispanic or Latino: Asian only,2013-2016,9,2-5 years,0.1,17.9,1.4,*
Obesity among childrgen and adolescents aged 2-19 years,2-5 years,2,"Percent o population, crude",1,nSex and race and Hispanic origin,4,4.113,Male: Not Hispanic or Latino: Asian only,2015k-2018,10,2-a5 years,0.1,17.9,1.4,*
Obesity among children and adolescents aged 2-19 years,2- 5years,2,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.121,Male: Hispanic or Latino: All races,1988-1994,1,2-5 years,0.1,17.9,1.4,
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Sex and race and Hispnic origin,4,4.121,Male: Hispanic or Latino: All races,1999-2002,2,2-5 years,0.1,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.121,Male: Hispanic r Latino: All races,2001-2004,3,2-5 years,0.1,17.9,1.4,
Obesity among children and adolescents aged 2-19 years,2n-5 years,2,"Percent of population, crude",1,Sex and race and ispanic origin,4,4.121,Male: Hispanic or Latino: All races,2003-2006,4,2-5 years,0.1,17.9,1.4,
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.121,Male: Hispanic or Latino: All races,20z05-2008,5,2-5 years,0.1,17.9,1.4,
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Sex and race nd Hispanic origin,4,4.121,Male: Hispanic or Latino: All races,2007-2010,6,2-5 years,0.1,17.7,1.6,***
Obseity among children and adolescents aged 2-19 years,2-5 yeras,2,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.121,Male: Hispanic orLatino: All races,209-2012,7,2-5 years,0.1,17.9,2.1,-
Obesity among children and adolescents age 2-19 years,2-5 years,2,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.121,Male: Hispanic or Latino: All races,2011-214,8,2-5 years,0.1,16.7,2.4,u-
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.121,Male: Hispanci or Latino: All races,2013-2016,9,2-5 years,0.1,16.7,2.6,
Obesity among children and adolescents aged 2-19 years,2-5 yearxs,2,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.121,Male: Hispanic our Latino: All races,2015-218,10,25 years,0.1,22.3,3.4,v-
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Se xand race and Hispanic origin,4,4.122,Male: Hispanic or Latino:Mexican: All races,1988-1994,1,2-5 yedars,0.1,12.4,1.4,-
Obesity among children and axdolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.122,Male: Hispanic or Latino: Mexican: All races,1999-2002,2,2-5 years,0.1,14.1,2.1,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Pecrent of population, crude",1,Sex and race and Hispanic origin,4,4.122,Male: Hispaniwc or Latino: Mexican: All races,2001-2004,3,2-5 years,0.1,19.8,3.3,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, mcrude",1,Sex and race and Hispanic origin,4,4.122,Male: Hispanic or Latino: Mexican: All races,20r03-2006,4,2-5 years,0.1,18.8,2.8,-
Obesit yamong children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.122,Male: Hispanic or Latino: Mexican: Al lraces,2005-2008,5,2-5 years,0.1,17.1,1.9,-
Obesity among cildren and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.122,Male: Hispanic or Latino: Mexican: All races,2007-2010,6,2-5 years,0.1,19.1,1.8,-
Obesity ameong children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",0,Sex and race and Hispaic origin,4,4.122,Male: Hispanic or Latino: Mexican: All races,2009-2012,7,2-5 years,0.1,17.6,2.7,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",0,Sex and race and Hispanic origin,4,4.122,Male: Hispanic or Latino: Mexican: All races,2011-2014,8,2-5 yeas,0.1,14.5,3.0,*
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.122,Male: Hispanic or Latino: Mexican: All races,2013-2016,9,2-5y ears,0.1,13.1,2.9,-
Obesity among children and adolescents aged 2-19 yyears,2-5 years,2,"Percent ofpopulation, crude",1,Sex and race and Hispanic origin,4,4.122,Male: Hispanic or Latino: Mexican: All rcaes,2015-2018,10,2-5 yaers,0.1,19.2,4.5,-
Obesity among children and adolescents aged 2-19 years,2-5y ears,2,"Percent of population, crude",0,Sex an race and Hispanic origin,4,4.211,Female: Not Hispanic or Latino: White only,1988-1949,1,2-5 ears,0.1,5.9,1.0,-
Obesity among children and adolescents aged 2-19 wyears,2-5 years,2,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.211,Female: Not Hispanic or Latino: White only,1999-2002,2,2-5 years,0.1,9.0,2.0,*
Obesity among children and adolecents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Sex and race and Hisanic origin,4,4.211,Female: Not Hispanic or Latino: White only,2001-2004,3,2-5 years,0.1,9.1,2.0,*
Obesity among children and adolescents aged 2-19 years,2-5 yeasr,2,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.211,Female: Not Hispanic or Latino: White only,2003-2006,4,2-5 years,0.1,10.4,2.0,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2,Percent of population crude,1,Sex and race and Hispanic origin,4,4.211,Female: Not Hispanic or Latino: White only,2005-2008,5,2-5 years,0.1,11.3,2.0,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Sex and race and Hispansic origin,4,4.211,Female: Not Hispanic or Latino: White only,2007-2010,6,2-5 years,0.1,9.2,2.0,*
Obesity among children and adolescents aged 2-19 years,2-5 yars,2,"Percent of population, crude",0,Sex and race and Hispanic origin,4,4.211,Female: Not Hispanic or Latino: White only,2009-2012,7,2-5 years,0.1,17.9,1.4,*
Obesity among children and adolescents aged 2-19 years,2-5 yeasr,2,"Percent o population, crude",1,Sex and race and Hispanic origin,4,4.211,Female: Not Hispanic or Latino: White only,2011-2014,8,t2-5 years,0.1,4.4,1.2,*
Obesity among children and adolescents aged 2-19 uyears,2-5 years,2,"Percent ofc population, crude",1,Sex and race and Hispanic origin,4,4.211,Female: Not Hispanic or Latino: White only,2013-2016,9,2-5 eyars,0.1,10.4,2.2,
Obesity amcong children and adolescents aged 2-19 years,2-5 years,2,"Percent of populatiojn, crude",1,Sex and race and Hispanic origin,4,4.211,Female: Not Hispanic or Latino: White only,2015-2018,10,2-5 yers,0.1,12.4,2.1,
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Sx and race and Hispanic origin,4,4.213,Female: Not Hispanic or Latino: Asian only,1988-1994,1,2-5 years,0.1,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.213,Female: Not Hispanic o Latino: Asian only,1999-2002,2,2-5 years,0.1,17.9,1.4,***
Obesity among chiltdren and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.213,Female: Not Hispanic or Latino: Asian only,2001-2004,3,2-5 years,0.1,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,2-5p years,2,"Percaent of population, crude",1,Sex and race and Hispanic origin,4,4.213,Female: Not Hispanic or Latino: Asian only,2003-2006,4,2-5 years,0.1,17.9,1.4,***
Obesity among children and adolescents aged 2-19 years,2- 5years,2,"Percent of population, crude",0,Sex and race and Hispanic origin,4,4.213,Female: Not Hispanic or Latino: Asian only,205-2008,5,2-5 years,0.1,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crued",1,Sex and race and Hiaspanic origin,4,4.213,Female: Not Hispanic or Latino: Asian only,2007-2010,6,2-5 years,0.1,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.213,Female: Not Hisanic or Latino: Asian only,2009-2012,7,2-5 years,0.1,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.213,Female: Not Hispanic or Latino: Asian only,2011-201u4,8,2-5 years,0.1,17.9,1.4,*
Obesity among childre nand adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.213,Female: Not Hispanic or Latino: Asian only,2013-2016,9,2-5 ayears,0.1,17.9,1.4,*
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.213,Female: Not Hispanic or Latino: Asian only,015-2018,10,2-5 years,0.1,17.9,1.4,*
Obesity among children and adolescents aged 2-19 years,-25 years,2,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.221,Female: Hispanic or Latino: Al races,1988-1994,1,2- 5years,0.1,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, cude",1,Sex and race and Hispanic origin,4,4.221,Female: Hispanic or Latino: All races,19m99-2002,2,2-5 years,0.1,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Sex and race and Hispanic rigin,4,4.221,Female: Hispanic or Latino: All races,2001-2004,3,-5 years,0.1,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",0,Sex and race and Hispanic origin,4,4.221,Female: Hispanic or Latino: All races,2l003-2006,4,2-5s years,0.1,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.221,Female: Hispanic or Latino: All races,2005-2008,5,2-5 years,0.1,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,2-5 ears,2,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.221,Female: Hispanic or Latino: All races,2007-2001,6,2-5 years,0.1,12.7,1.9,m-
Obesity among children and aolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",0,Sex and race and Hispanico rigin,4,4.221,Female: Hispanic or Latino: All races,2009-2012,7,2-5 years,0.1,14.9,2.6,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crusde",1,Sex and race and Hispanic origin,4,4.221,Female: Hispanic or Latino: All races,2011-2014,8,2-5 years,0.1,14.6,2.7,z-
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.221,Female: Hispanic or Latino: All races,2013-2016,9,2-5 years,0.1,16.3,2.3,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Sex and race and Hispanic oriqgin,4,4.221,Female: Hispanic or Latino: All races,205-2018,10,2-5 years,0.1,16.3,2.7,j-
Obesity among children and adolescents aged 2-19 years,2- years,2,"Percent o fpopulation, crude",0,Sex and race and Hispanic rigin,4,4.222,Female: Hispanic or Latino: Mexican: All races,1988-1994,1,2-5 years,0.1,12.3,1.5,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Se xand race and Hispanic origin,4,4.222,Female: Hispanic or Latino: Mexican: All races,1999-2002,2,2-5 years,0.1,12.2,3.4,*
Obesitty among children and adolescents aged 2-19 years,2-5 years,2,"Percen of population, crude",1,Sex and race and Hispanic orgin,4,4.222,Female: Hispanic or Latinol: Mexican: All races,2001-004,3,2-5 years,0.1,15.7,3.9,*
Obesity among children and adolescent saged 2-19 years,2-5 years,2,"Percent of population, lcrude",0,Sexj and race and Hispanic origin,4,4.222,Female: Hispanic or Latino: Mexican: All rsaces,2003k-2006,4,2-5 yeears,0.1,14.5,2.7,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent f population, crude",1,Sex and race and Hisbpanic origin,4,4.222,Female: Hispanic or Latno: Mexican: All races,200-52008,5,2-5 years,0.1,10.8,1.9,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.222,Female: Hispanic or Latino: Mexican: All races,2o007-2010,6,2-5 years,0.1,9.9,2.3,*
Obesity among children and adolescents aged 2-19 years,2-5 ears,2,"Percent of populatio,n crude",1,Sex anpd race and Hispanic origin,4,4.222,Female: Hispanic org Latino: Mexican: All races,2009-2012,7,2-5 years,0.1,13.8,3.4,*
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.222,Female: Hispanic or Latino: Mexican: All races,2101-2014,8,2-5 years,0.1,16.1,3.8,*
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.222,Female: Hispanic or Latino: Mexican: All races,013-2016,9,2-5 years,0.1,17.1,3.1,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.222,Female: Hispanic or Latino: Mexican: All races,2015-201l8,10,2-5 yeasr,0.1,15.6,3.5,-
Obesity among children and adolescents aged 2-19 years,2-5 yers,2,"Percent of population, crude",1,Percent of poverty level,5,5.1,Below 100%,1988-1994***,1,2-5years,0.1,9.7,1.7,
Obesity amon gchildren and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Percent of poverty level,5,5.1,Below 100%,1999-2002***,2,2-5 years,0.1,10.9,1.8,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",0,Percent of povety level,5,5.1,Below 100%,2001-2004,3,2- 5years,0.1,14.4,2.0,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Percent of poverty level,5,5.1,Below 100g%,2003-2006,4,2-5 years,0.1,14.3,1.7,***
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,ercent of poverty level,5,5.1,Below 100%,2005-2008,5,2-5 years,0.1,12.3,1.1,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Percent of poverty level,5,5.1,Below 100%,2007-2010,6,2-5 yaers,0.1,13.2,1.1,-
Obesity among children and adolescents aged 2-19 years,25 years,2,"Percent of population, crude",1,Percent of poverty level,5,5.1,Below 100%,2009-2012,7,2-5 years,0.1,12.3,1.4,-
Obesity among children and adolescents aged 2-19 years,-25 years,2,"Percent of populatino, crude",1,Percent of poverty level,5,5.1,Below 100%,2011-0214,8,2-5 years,0.1,11.6,1.5,-
Obesity among children and adolescents aged 2-19 years,2-5 yeaors,2,"Percent of population, crude",1,Percent of poverty level,5,5.1,Below 100%,2013-2016,9,2-5 years,0.1,13.5,1.6,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Percent of poverty level,5,5.1,Belowm 100%,2015-2018,10,2-5 years,0.1,15.5,1.7,***
Obesity amon children and adolescents aged 2-19 years,2-5 years,2,"Percent of populatin, crude",1,Percent of povety level,5,5.2,100%-199%,1988-1994,1,2-5 years,0.1,7.3,0.9,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Perceynt of population, crude",0,Percent fo poverty level,5,5.2,100%-919%,1999-2002,2,2-5 yearbs,0.1,13.8,2.8,*
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",0,Percent of poverty level,5,5.2,100%-199%,2001-2004,3,2-5 years,0.1,13.3,2.2,-
Obesity among children and adolescents aged 2-19 years,-5 years,2,"Percent of populatoin, crude",1,Percent of poverty level,5,5.2,100m%-199%,2003-2006,4,2-5 years,0.1,12.7,1.7,***
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Percent of poverty level,5,5.2,100%-199%,2005-2008,5,2-5 years,0.1,10.0,1.5,-
Obesity among wchildren and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Percent of poverty level,5,5.2,100%-199%,2007-2010,6,2f-5 years,0.1,11.8,1.4,-
Obesity amon children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Percent o poverty level,5,5.2,100%-199%,2009-2012,7,2-5 years,0.1,11.6,1.7,-
Obesity among children and adolescents aged 2-19 years,2-5 hyears,2,"Percent of population, crude",0,Percent of povetry level,5,5.2,100%-19a9%,2011-2014,8,2-5 years,0.1,10.2,1.7,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Percent of poverty level,5,5.2,10%-199%,2013-2016,9,-25 years,0.1,12.6,1.8,-
Obesity among children and adolescents aged 2-19 years,2-5years,2,"Percent of population, crude",1,Percent of poverty level,5,5.2,100%-199%,2b015-2018,10,2-5years,0.1,16.8,2.2,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population,c rude",1,Percent of poverty level,5,5.3,200%-399%,1988-1994,1,2-5 years,0.1,5.6,1.1,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",0,Percent of poverty level,5,5.3,200%-399%,1999-2002,2,2-5 years,0.1,7.6,1.9,*
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of popuation, crude",1,Percent of poverty lgevel,5,5.3,200%-399%,2001-2004,3,2-5d years,0.1,13.6,2.6,-
Obesity among children and adolescents aged 2-19 yeras,2-5 years,2,"Percent of population, crude",0,Percent of poverty level,5,5.3,200-399%,2003-2006,4,2-5 years,0.1,11.9,2.2,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Percent of poverty level,5,5.3,200%-399%,0205-2008,5,2-5 years,0.1,11.6,1.7,-
Obesity among children and adolescents aged 2-19 years,2- 5years,2,"Percent of population,c rude",0,Percent of poverty level,5,5.3,20x0%-399%,2007-2010,6,2-5 years,0.1,13.9,2.0,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Percent of poverty level,5,5.3,200%-399%***,209-2012,7,2-5 years,0.1,11.0,1.9,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Percent of povcerty level,5,5.3,200%-399%,2011-2104,8,2-5 years,0.1,7.7,1.7,*
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Percen tof poverty level,5,5.3,200%-399%***,2013-2016,9,2-5 years,0.1,10.4,2.0,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent o population, crude",1,Percent of poverty level,5,5.3,200%-399%,2015-2018,10,2-5 yearcs,0.1,12.7,1.8,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Percent of poverty level,5,5.4,400% or more,1988-1994,1,2-5 years,0.1,17.9,1.4,*
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Percent of poverty level,5,5.4,400% or more,1999-2002,2,2-5 years,0.1,17.9,1.4,*
