Id,SIGHTINGDATE,GROUPSIZE,LAT,LON,CERTAINTY,CATEGORY,MOM_CALF,DUPLICATE
16900,24-Feb-07,5,30.12,-81.22,Definite,Dedicated Eg Aerial,No,
16899,22-Feb-07,2,30.58,-81.13,Definite,Dedicated Eg Aerial,No,
16898,22-Feb-07,2,30.29,-81.22,Definite,Dedicated Eg Aerial,Yes,
16897,22-Feb-07,1,30.43,-81.4,Definite,Dedicated Eg Aerial,No,
16896,22-Feb-07,3,31.16,-81.1,Definite,Dedicated Eg Aerial,No,
16895,22-Feb-07,5,30.99,-81.17,Definite,Dedicated Eg Aerial,No,
16894,22-Feb-07,1,30.98,-81.18,Definite,Dedicated Eg Aerial,No,
16893,22-Feb-07,3,29.88,-81.02,Definite,Dedicated Eg Aerial,No,
16892,22-Feb-07,7,29.81,-81.07,Definite,Dedicated Eg Aerial,No,
16891,22-Feb-07,2,29.92,-81.27,Definite,Dedicated Eg Aerial,Yes,
16890,21-Feb-07,2,30.53,-81.37,Definite,Dedicated Eg Aerial,Yes,
16889,21-Feb-07,3,30.15,-81.04,Definite,Dedicated Eg Aerial,No,
16888,20-Feb-07,2,30.59,-81.12,Definite,Dedicated Eg Aerial,No,
16887,20-Feb-07,4,30.69,-81.29,Definite,Dedicated Eg Aerial,No,
16886,20-Feb-07,1,30.68,-81.21,Definite,Dedicated Eg Aerial,No,
16885,20-Feb-07,4,30.78,-81.2,Definite,Dedicated Eg Aerial,No,
16884,20-Feb-07,2,29.98,-81.13,Definite,Dedicated Eg Aerial,Yes,
16883,20-Feb-07,2,30.19,-81.23,Definite,Dedicated Eg Aerial,Yes,
16882,20-Feb-07,2,29.94,-81.26,Definite,Dedicated Eg Aerial,No,
16881,19-Feb-07,4,30.75,-81.25,Definite,Dedicated Eg Aerial,Yes,
16880,18-Feb-07,2,30.14,-81.35,Definite,Opportunistic,Yes,
16879,17-Feb-07,2,30.79,-81.27,Definite,Dedicated Eg Aerial,Yes,
16878,17-Feb-07,2,29.93,-81.24,Definite,Dedicated Eg Aerial,No,
16877,15-Feb-07,3,30.25,-81.22,Definite,Dedicated Eg Aerial,No,
16876,15-Feb-07,2,30.98,-81.06,Definite,Dedicated Eg Aerial,Yes,
16875,15-Feb-07,7,29.83,-81.11,Definite,Dedicated Eg Aerial,No,
16874,15-Feb-07,2,29.43,-81.07,Definite,Dedicated Eg Aerial,Yes,
16873,14-Feb-07,2,30.79,-81.29,Definite,Dedicated Eg Aerial,Yes,
16872,14-Feb-07,15,30.05,-81.32,Definite,Dedicated Eg Aerial,No,
16871,13-Feb-07,2,30.02,-81.32,Definite,Opportunistic,Yes,
16870,13-Feb-07,1,30.14,-81.24,Definite,Dedicated Eg Aerial,No,
16869,13-Feb-07,2,30.15,-81.24,Definite,Dedicated Eg Aerial,No,
16868,13-Feb-07,2,29.93,-81.27,Definite,Dedicated Eg Aerial,No,
16867,12-Feb-07,1,30.42,-81.27,Definite,Dedicated Eg Aerial,No,
16866,12-Feb-07,4,30.4,-81.28,Definite,Dedicated Eg Aerial,No,
16865,12-Feb-07,1,30.34,-80.84,Definite,Dedicated Eg Aerial,No,
16864,12-Feb-07,1,31.09,-81.2,Definite,Dedicated Eg Aerial,No,
16863,11-Feb-07,1,30.64,-81.3,Definite,Dedicated Eg Aerial,No,
16862,11-Feb-07,2,31.3,-80.79,Definite,Dedicated Eg Aerial,Yes,
16861,11-Feb-07,1,31.13,-81.22,Definite,Dedicated Eg Aerial,No,
16860,11-Feb-07,2,30.2,-81.27,Definite,Dedicated Eg Aerial,No,
16859,10-Feb-07,2,30.61,-81.36,Definite,Dedicated Eg Aerial,Yes,
16858,10-Feb-07,2,30.58,-81.23,Definite,Dedicated Eg Aerial,No,
16857,10-Feb-07,2,30.52,-81.35,Definite,Dedicated Eg Aerial,Yes,
16856,10-Feb-07,2,29.86,-81.24,Definite,Dedicated Eg Aerial,No,
16855,9-Feb-07,2,30.85,-81.16,Definite,Dedicated Eg Aerial,Yes,
16854,9-Feb-07,2,30.55,-81.36,Definite,Dedicated Eg Aerial,Yes,
16853,9-Feb-07,2,30.53,-81.21,Definite,Dedicated Eg Aerial,Yes,
16852,9-Feb-07,1,31.22,-81,Definite,Dedicated Eg Aerial,No,
16851,9-Feb-07,1,31.18,-81.24,Definite,Dedicated Eg Aerial,No,
16850,8-Feb-07,2,30.33,-81.07,Definite,Dedicated Eg Aerial,Yes,
16849,8-Feb-07,2,30.84,-81.28,Definite,Dedicated Eg Aerial,Yes,
16848,8-Feb-07,2,31.1,-81.25,Definite,Dedicated Eg Aerial,Yes,
16847,8-Feb-07,2,31.12,-81.2,Definite,Dedicated Eg Aerial,Yes,
16846,8-Feb-07,2,31.07,-81.24,Definite,Dedicated Eg Aerial,Yes,
16845,8-Feb-07,3,30.88,-81.28,Definite,Dedicated Eg Aerial,No,
16844,8-Feb-07,3,30.18,-81.12,Definite,Dedicated Eg Aerial,No,
16843,7-Feb-07,2,30.09,-81.24,Definite,Dedicated Eg Aerial,Yes,
16842,6-Feb-07,2,30.74,-81.19,Definite,Dedicated Eg Aerial,Yes,
16841,6-Feb-07,2,30.02,-81.27,Definite,Dedicated Eg Aerial,Yes,
16840,5-Feb-07,2,30.35,-81.36,Definite,Dedicated Eg Aerial,No,
16839,5-Feb-07,3,30.36,-81.37,Definite,Dedicated Eg Aerial,No,
16838,4-Feb-07,1,30.41,-81.06,Definite,Dedicated Eg Aerial,No,
16837,4-Feb-07,2,30.43,-81.37,Definite,Dedicated Eg Aerial,Yes,
16836,4-Feb-07,2,30.66,-81.31,Definite,Dedicated Eg Aerial,Yes,
16835,4-Feb-07,2,31.08,-81.14,Definite,Dedicated Eg Aerial,Yes,
16834,2-Feb-07,2,30.41,-81.28,Definite,Dedicated Eg Aerial,Yes,
16833,2-Feb-07,3,30.42,-81.28,Definite,Dedicated Eg Aerial,No,
16832,2-Feb-07,2,30.46,-81.33,Definite,Dedicated Eg Aerial,Yes,
16831,2-Feb-07,4,30.48,-81.28,Definite,Dedicated Eg Aerial,No,
16830,2-Feb-07,2,30.69,-81.25,Definite,Dedicated Eg Aerial,Yes,
16829,2-Feb-07,2,31.02,-81.11,Definite,Dedicated Eg Aerial,No,
16828,2-Feb-07,3,30.99,-81.13,Definite,Dedicated Eg Aerial,No,
16827,2-Feb-07,1,30.98,-81.14,Definite,Dedicated Eg Aerial,No,
16826,2-Feb-07,3,31.03,-81.11,Definite,Dedicated Eg Aerial,No,
16825,31-Jan-07,2,29.95,-81.3,Definite,Opportunistic,Yes,
16824,31-Jan-07,2,30.72,-81.33,Definite,Dedicated Eg Aerial,Yes,
16823,30-Jan-07,2,30.52,-81.33,Definite,Dedicated Eg Aerial,Yes,
16822,30-Jan-07,2,30.54,-81.41,Definite,Dedicated Eg Aerial,Yes,
16821,30-Jan-07,2,30.83,-81.3,Definite,Dedicated Eg Aerial,Yes,
16820,30-Jan-07,2,31.16,-81.21,Definite,Dedicated Eg Aerial,Yes,
16819,30-Jan-07,2,31.1,-81.21,Definite,Dedicated Eg Aerial,Yes,
16818,30-Jan-07,2,31.03,-81.16,Definite,Dedicated Eg Aerial,Yes,
16817,30-Jan-07,2,30.92,-81.23,Definite,Dedicated Eg Aerial,Yes,
16816,30-Jan-07,1,30.89,-81.17,Definite,Dedicated Eg Aerial,No,
16815,30-Jan-07,2,30.07,-81.22,Definite,Dedicated Eg Aerial,Yes,
16814,27-Jan-07,1,30.38,-81.31,Definite,Dedicated Eg Aerial,No,
16813,27-Jan-07,2,30.39,-81.3,Definite,Dedicated Eg Aerial,Yes,
16812,27-Jan-07,1,30.31,-81.22,Definite,Dedicated Eg Aerial,No,
16811,27-Jan-07,2,30.49,-81.26,Definite,Dedicated Eg Aerial,Yes,
16810,27-Jan-07,1,30.52,-81.34,Definite,Dedicated Eg Aerial,No,
16809,27-Jan-07,1,30.83,-81.17,Definite,Dedicated Eg Aerial,No,
16808,27-Jan-07,2,30.84,-81.31,Definite,Dedicated Eg Aerial,Yes,
16807,27-Jan-07,2,30.79,-81.44,Definite,Dedicated Eg Aerial,No,
16806,27-Jan-07,2,31.09,-81.23,Definite,Dedicated Eg Aerial,Yes,
16805,27-Jan-07,2,31.24,-81.11,Definite,Dedicated Eg Aerial,Yes,
16804,27-Jan-07,1,31.19,-81.16,Definite,Dedicated Eg Aerial,No,
16803,27-Jan-07,2,31.18,-81.2,Definite,Dedicated Eg Aerial,Yes,
16802,27-Jan-07,2,30.94,-81.08,Definite,Dedicated Eg Aerial,Yes,
16801,27-Jan-07,3,30.16,-81.26,Definite,Dedicated Eg Aerial,Yes,
16800,26-Jan-07,2,30.59,-81.28,Definite,Dedicated Eg Aerial,Yes,
16799,26-Jan-07,2,30.59,-81.27,Definite,Dedicated Eg Aerial,Yes,
16798,25-Jan-07,1,30.75,-81.24,Definite,Dedicated Eg Aerial,No,
16797,24-Jan-07,2,30.79,-81.23,Definite,Dedicated Eg Aerial,Yes,
16796,24-Jan-07,1,32.59,-79.97,Definite,Dedicated Eg Aerial,No,
16795,24-Jan-07,2,29.29,-81.04,Definite,Dedicated Eg Aerial,Yes,
16794,23-Jan-07,1,29.7,-81.22,Definite,Dedicated Eg Aerial,No,
16793,22-Jan-07,2,30.69,-81.34,Definite,Dedicated Eg Aerial,Yes,
16792,22-Jan-07,1,30.76,-81.24,Definite,Dedicated Eg Aerial,No,
16791,21-Jan-07,2,29.97,-81.29,Definite,Opportunistic,Yes,
16790,21-Jan-07,1,30.52,-81.35,Definite,Dedicated Eg Aerial,No,
16789,21-Jan-07,1,30.75,-81.16,Definite,Dedicated Eg Aerial,No,
16788,21-Jan-07,2,31.04,-81.3,Definite,Dedicated Eg Aerial,Yes,
16787,20-Jan-07,2,31.03,-81.21,Definite,Dedicated Eg Aerial,Yes,
16786,19-Jan-07,2,29.77,-81.24,Definite,Dedicated Eg Aerial,Yes,
16785,16-Jan-07,2,31.26,-81.04,Definite,Dedicated Eg Aerial,No,
16784,16-Jan-07,1,31.26,-81.03,Definite,Dedicated Eg Aerial,No,
16783,16-Jan-07,2,30.48,-81.32,Definite,Dedicated Eg Aerial,No,
16782,16-Jan-07,1,31.18,-81.04,Definite,Dedicated Eg Aerial,No,
16781,16-Jan-07,2,31.06,-81.1,Definite,Dedicated Eg Aerial,No,
16780,16-Jan-07,2,31.13,-81.08,Definite,Dedicated Eg Aerial,Yes,
16779,16-Jan-07,1,31.01,-81.15,Definite,Dedicated Eg Aerial,No,
16778,16-Jan-07,2,31.01,-81.24,Definite,Dedicated Eg Aerial,Yes,
16777,16-Jan-07,2,29.88,-81.15,Definite,Dedicated Eg Aerial,No,
16776,16-Jan-07,2,30.21,-81.31,Definite,Dedicated Eg Aerial,Yes,
16775,16-Jan-07,2,30.16,-81.35,Definite,Dedicated Eg Aerial,Yes,
16774,15-Jan-07,2,30.17,-81.35,Definite,Opportunistic,Yes,
16773,15-Jan-07,2,31.12,-81.14,Definite,Dedicated Eg Aerial,Yes,
16772,15-Jan-07,1,31.15,-81.23,Definite,Dedicated Eg Aerial,No,
16771,15-Jan-07,2,31.16,-81.2,Definite,Dedicated Eg Aerial,Yes,
16770,15-Jan-07,1,30.48,-81.22,Definite,Dedicated Eg Aerial,No,
16769,15-Jan-07,2,30.69,-81.24,Definite,Dedicated Eg Aerial,No,
16768,15-Jan-07,2,30.84,-81.38,Definite,Dedicated Eg Aerial,No,
16767,15-Jan-07,1,31.13,-81.2,Definite,Dedicated Eg Aerial,No,
16766,15-Jan-07,2,31.17,-81.19,Definite,Dedicated Eg Aerial,Yes,
16765,15-Jan-07,2,30.31,-81.13,Definite,Dedicated Eg Aerial,Yes,
16764,14-Jan-07,1,30.4,-81.28,Definite,Dedicated Eg Aerial,No,
16763,14-Jan-07,2,30.82,-81.3,Definite,Dedicated Eg Aerial,Yes,
16762,14-Jan-07,2,30.55,-81.31,Definite,Dedicated Eg Aerial,Yes,
16761,14-Jan-07,2,30.62,-81.27,Definite,Dedicated Eg Aerial,No,
16760,14-Jan-07,2,30.66,-81.41,Definite,Dedicated Eg Aerial,Yes,
16759,14-Jan-07,2,30.85,-81.25,Definite,Dedicated Eg Aerial,No,
16758,14-Jan-07,2,31.44,-81.04,Definite,Dedicated Eg Aerial,Yes,
16757,14-Jan-07,2,29.88,-80.97,Definite,Dedicated Eg Aerial,Yes,
16756,13-Jan-07,1,29.96,-81.3,Definite,Opportunistic,No,
16755,13-Jan-07,2,30.67,-81.23,Definite,Dedicated Eg Aerial,No,
16754,13-Jan-07,2,30.86,-81.08,Definite,Dedicated Eg Aerial,Yes,
16753,13-Jan-07,2,32.6,-79.88,Definite,Dedicated Eg Aerial,No,
16752,13-Jan-07,1,29.96,-81.3,Definite,Dedicated Eg Aerial,No,
16751,12-Jan-07,2,29.95,-81.3,Definite,Opportunistic,Yes,
16750,12-Jan-07,1,30.38,-81.04,Definite,Dedicated Eg Aerial,No,
16749,12-Jan-07,1,30.48,-81.22,Definite,Dedicated Eg Aerial,No,
16748,12-Jan-07,2,30.51,-81.13,Definite,Dedicated Eg Aerial,No,
16747,12-Jan-07,2,30.23,-81.35,Definite,Dedicated Eg Aerial,No,
16746,12-Jan-07,2,30.2,-81.33,Definite,Dedicated Eg Aerial,Yes,
16745,12-Jan-07,2,30.02,-81.3,Definite,Dedicated Eg Aerial,Yes,
16744,11-Jan-07,1,30.55,-81.24,Definite,Dedicated Eg Aerial,No,
16743,10-Jan-07,2,30.29,-81.38,Definite,Dedicated Eg Aerial,Yes,
16742,9-Jan-07,2,31.23,-81.12,Definite,Dedicated Eg Aerial,Yes,
16741,9-Jan-07,4,30.48,-81.39,Definite,Dedicated Eg Aerial,Yes,
16740,9-Jan-07,1,30.77,-81.22,Definite,Dedicated Eg Aerial,No,
16739,9-Jan-07,1,30.79,-81.19,Definite,Dedicated Eg Aerial,No,
16738,7-Jan-07,2,30.68,-81.07,Definite,Dedicated Eg Aerial,Yes,
16737,6-Jan-07,1,31.72,-80.93,Definite,Dedicated Eg Aerial,No,
16736,6-Jan-07,1,31.59,-80.96,Definite,Dedicated Eg Aerial,No,
16735,6-Jan-07,3,32.1,-80.65,Definite,Dedicated Eg Aerial,No,
16734,5-Jan-07,2,30.6,-81.18,Definite,Dedicated Eg Aerial,No,
16733,5-Jan-07,2,30.73,-81.39,Definite,Dedicated Eg Aerial,Yes,
16732,5-Jan-07,2,30.5,-81.4,Definite,Dedicated Eg Aerial,Yes,
16731,5-Jan-07,2,30.72,-81.29,Definite,Dedicated Eg Aerial,No,
16730,5-Jan-07,1,30.55,-81.42,Definite,Dedicated Eg Aerial,No,
16729,5-Jan-07,2,30.59,-81.42,Definite,Dedicated Eg Aerial,Yes,
16728,4-Jan-07,2,30.15,-81.2,Definite,Dedicated Eg Aerial,No,
16727,4-Jan-07,4,30.13,-81.25,Definite,Dedicated Eg Aerial,No,
16726,3-Jan-07,2,30.6,-81.41,Definite,Dedicated Eg Aerial,Yes,
16725,3-Jan-07,2,30.92,-81.2,Definite,Dedicated Eg Aerial,No,
16724,2-Jan-07,1,30.5,-81.25,Definite,Dedicated Eg Aerial,No,
16723,2-Jan-07,2,30.54,-81.08,Definite,Dedicated Eg Aerial,No,
16722,30-Dec-06,1,31.03,-81.05,Definite,Dedicated Eg Aerial,No,
16721,27-Dec-06,2,30.02,-81.32,Definite,Opportunistic,Yes,
16720,24-Dec-06,2,30.34,-81.18,Definite,Dedicated Eg Aerial,Yes,
16719,24-Dec-06,1,30.55,-81.39,Definite,Dedicated Eg Aerial,No,
16718,24-Dec-06,2,30.54,-81.4,Definite,Dedicated Eg Aerial,Yes,
16717,24-Dec-06,2,30.99,-81.22,Definite,Dedicated Eg Aerial,No,
16716,23-Dec-06,2,31.03,-81.17,Definite,Dedicated Eg Aerial,Yes,
16715,23-Dec-06,1,30.25,-81.35,Definite,Dedicated Eg Aerial,No,
16714,19-Dec-06,1,30.36,-81.18,Definite,Dedicated Eg Aerial,No,
16713,19-Dec-06,2,30.53,-81.16,Definite,Dedicated Eg Aerial,No,
16712,19-Dec-06,2,30.86,-81.18,Definite,Dedicated Eg Aerial,No,
16711,18-Dec-06,1,30.74,-81.39,Definite,Dedicated Eg Aerial,No,
16710,18-Dec-06,3,31.33,-81.15,Definite,Dedicated Eg Aerial,No,
16709,17-Dec-06,4,30.85,-81.25,Definite,Dedicated Eg Aerial,No,
16708,17-Dec-06,2,31.83,-80.77,Definite,Dedicated Eg Aerial,No,
16707,17-Dec-06,2,30.88,-81.23,Definite,Dedicated Eg Aerial,No,
16706,17-Dec-06,2,30.03,-81.2,Definite,Dedicated Eg Aerial,No,
16705,16-Dec-06,1,31.31,-81.05,Definite,Dedicated Eg Aerial,No,
16704,16-Dec-06,2,30.2,-81.34,Definite,Dedicated Eg Aerial,Yes,
16703,12-Dec-06,1,30.49,-81.34,Definite,Dedicated Eg Aerial,No,
16702,11-Dec-06,2,30.47,-81.28,Definite,Dedicated Eg Aerial,Yes,
16701,11-Dec-06,3,30.98,-81.29,Definite,Dedicated Eg Aerial,No,
16700,11-Dec-06,1,31.08,-81.2,Definite,Dedicated Eg Aerial,No,
16699,7-Dec-06,2,32.24,-80.45,Definite,Dedicated Eg Aerial,No,
16698,17-Nov-06,1,31.8,-80.89,Definite,Dedicated Eg Aerial,No,
16697,29-Mar-06,1,29.84,-81.09,Definite,Dedicated Eg Aerial,No,
16696,29-Mar-06,2,29.88,-80.88,Definite,Dedicated Eg Aerial,Yes,
16695,26-Mar-06,2,29.31,-81.05,Definite,Dedicated Eg Aerial,Yes,
16694,26-Mar-06,2,29.34,-81.02,Definite,Dedicated Eg Aerial,Yes,
16693,25-Mar-06,1,32.47,-79.63,Definite,Dedicated Eg Aerial,No,
16692,20-Mar-06,4,32.92,-79.11,Definite,Dedicated Eg Aerial,No,
16691,20-Mar-06,1,32.91,-79.11,Definite,Dedicated Eg Aerial,No,
16690,20-Mar-06,1,32.9,-79.14,Definite,Dedicated Eg Aerial,No,
16689,19-Mar-06,2,29.94,-80.93,Definite,Dedicated Eg Aerial,No,
16688,16-Mar-06,1,31.41,-80.54,Probable,Dedicated Eg Aerial,No,
16687,13-Mar-06,2,30.72,-81.26,Definite,Dedicated Eg Aerial,Yes,
16686,13-Mar-06,1,32.61,-79.79,Definite,Dedicated Eg Aerial,No,
16685,13-Mar-06,5,32.61,-79.79,Definite,Dedicated Eg Aerial,No,
16684,13-Mar-06,2,32.67,-79.73,Definite,Dedicated Eg Aerial,Yes,
16683,13-Mar-06,2,32.64,-79.69,Definite,Dedicated Eg Aerial,Yes,
16682,13-Mar-06,1,32.57,-79.64,Definite,Dedicated Eg Aerial,No,
16681,12-Mar-06,2,32.42,-80.23,Definite,Dedicated Eg Aerial,Yes,
16680,12-Mar-06,1,32.4,-79.89,Definite,Dedicated Eg Aerial,No,
16679,12-Mar-06,4,32.39,-79.84,Definite,Dedicated Eg Aerial,No,
16678,12-Mar-06,4,32.39,-79.84,Definite,Dedicated Eg Aerial,No,
16677,12-Mar-06,2,30.06,-81.09,Definite,Dedicated Eg Aerial,No,
16676,11-Mar-06,1,30.82,-81.28,Definite,Dedicated Eg Aerial,No,
16675,11-Mar-06,2,31.85,-80.87,Definite,Dedicated Eg Aerial,Yes,
16674,11-Mar-06,2,31.83,-80.88,Definite,Dedicated Eg Aerial,Yes,
16673,11-Mar-06,2,30.96,-81.31,Definite,Dedicated Eg Aerial,Yes,
16672,11-Mar-06,2,31.28,-80.88,Definite,Dedicated Eg Aerial,No,
16671,9-Mar-06,2,30.97,-81.11,Definite,Dedicated Eg Aerial,Yes,
16670,8-Mar-06,3,30.81,-80.91,Definite,Dedicated Eg Aerial,No,
16669,8-Mar-06,3,30.8,-80.9,Definite,Dedicated Eg Aerial,No,
16668,8-Mar-06,2,30.98,-81.2,Definite,Dedicated Eg Aerial,Yes,
16667,8-Mar-06,2,28.32,-80.32,Definite,Dedicated Eg Aerial,No,
16666,6-Mar-06,2,30.56,-81.06,Definite,Dedicated Eg Aerial,Yes,
16665,6-Mar-06,2,31.09,-81.06,Definite,Dedicated Eg Aerial,Yes,
16664,6-Mar-06,2,30.12,-81.25,Definite,Dedicated Eg Aerial,Yes,
16663,6-Mar-06,5,27.08,-80.06,Definite,Dedicated Eg Aerial,No,
16662,5-Mar-06,2,30.34,-81.23,Definite,Dedicated Eg Aerial,Yes,
16661,5-Mar-06,2,30.62,-81.17,Definite,Dedicated Eg Aerial,Yes,
16660,5-Mar-06,2,30.8,-81.28,Definite,Dedicated Eg Aerial,Yes,
16659,5-Mar-06,1,30.8,-81.05,Definite,Dedicated Eg Aerial,No,
16658,5-Mar-06,3,31.86,-80.43,Definite,Dedicated Eg Aerial,No,
16657,5-Mar-06,5,31.86,-80.45,Definite,Dedicated Eg Aerial,No,
16656,5-Mar-06,3,31.87,-80.44,Definite,Dedicated Eg Aerial,No,
16655,5-Mar-06,4,31.87,-80.44,Definite,Dedicated Eg Aerial,No,
16654,5-Mar-06,1,32.35,-80.23,Definite,Dedicated Eg Aerial,No,
16653,4-Mar-06,1,33.06,-78.59,Definite,Dedicated Eg Aerial,No,
16652,3-Mar-06,3,30.61,-81.11,Definite,Dedicated Eg Aerial,No,
16651,3-Mar-06,2,30.82,-81.08,Definite,Dedicated Eg Aerial,Yes,
16650,3-Mar-06,2,32.03,-80.65,Definite,Dedicated Eg Aerial,Yes,
16649,3-Mar-06,2,31.19,-80.85,Definite,Dedicated Eg Aerial,Yes,
16648,3-Mar-06,2,31.4,-80.7,Definite,Dedicated Eg Aerial,Yes,
16647,3-Mar-06,2,31.44,-80.66,Definite,Dedicated Eg Aerial,Yes,
16646,2-Mar-06,2,30.85,-81.31,Definite,Dedicated Eg Aerial,Yes,
16645,2-Mar-06,5,29.9,-80.82,Definite,Dedicated Eg Aerial,No,
16644,1-Mar-06,1,30.8,-80.94,Definite,Dedicated Eg Aerial,No,
16643,1-Mar-06,2,30.67,-81.16,Definite,Dedicated Eg Aerial,Yes,
16642,1-Mar-06,2,31.02,-80.9,Definite,Dedicated Eg Aerial,Yes,
16641,1-Mar-06,2,31.06,-80.97,Definite,Dedicated Eg Aerial,Yes,
16640,1-Mar-06,2,31.15,-81.23,Definite,Dedicated Eg Aerial,Yes,
16639,1-Mar-06,2,31.19,-81.23,Definite,Dedicated Eg Aerial,Yes,
16638,1-Mar-06,1,29.99,-81.31,Definite,Dedicated Eg Aerial,No,
16637,28-Feb-06,2,30.37,-81.15,Definite,Dedicated Eg Aerial,Yes,
16636,28-Feb-06,3,30.67,-80.9,Definite,Dedicated Eg Aerial,No,
16635,28-Feb-06,2,30.74,-81.23,Definite,Dedicated Eg Aerial,Yes,
16634,28-Feb-06,8,31.18,-80.76,Definite,Dedicated Eg Aerial,No,
16633,28-Feb-06,2,30.95,-81.16,Definite,Dedicated Eg Aerial,No,
16632,27-Feb-06,2,30.45,-81.16,Definite,Dedicated Eg Aerial,Yes,
16631,27-Feb-06,2,30.89,-80.84,Definite,Dedicated Eg Aerial,Yes,
16630,27-Feb-06,2,30.94,-80.86,Definite,Dedicated Eg Aerial,Yes,
16629,27-Feb-06,2,31.03,-81.18,Definite,Dedicated Eg Aerial,Yes,
16628,27-Feb-06,5,31.13,-80.78,Definite,Dedicated Eg Aerial,No,
16627,27-Feb-06,1,31.22,-80.8,Definite,Dedicated Eg Aerial,No,
16626,27-Feb-06,1,31.22,-80.83,Definite,Dedicated Eg Aerial,No,
16625,27-Feb-06,3,31.28,-80.8,Definite,Dedicated Eg Aerial,No,
16624,27-Feb-06,5,31.36,-80.77,Definite,Dedicated Eg Aerial,No,
16623,27-Feb-06,11,29.74,-80.99,Definite,Dedicated Eg Aerial,No,
16622,25-Feb-06,3,32.29,-79.74,Definite,Dedicated Eg Aerial,No,
16621,22-Feb-06,2,30.81,-80.91,Definite,Dedicated Eg Aerial,Yes,
16620,22-Feb-06,1,30.81,-81.14,Definite,Dedicated Eg Aerial,No,
16619,22-Feb-06,1,30.48,-81.2,Definite,Dedicated Eg Aerial,No,
16618,21-Feb-06,3,30.76,-81.19,Definite,Dedicated Eg Aerial,No,
16617,21-Feb-06,2,30.69,-81.31,Definite,Dedicated Eg Aerial,Yes,
16616,21-Feb-06,2,30,-81.14,Definite,Dedicated Eg Aerial,Yes,
16615,18-Feb-06,1,31.11,-80.92,Definite,Dedicated Eg Aerial,No,
16614,18-Feb-06,2,31.06,-81.03,Definite,Dedicated Eg Aerial,Yes,
16613,18-Feb-06,1,31.03,-81.26,Definite,Dedicated Eg Aerial,No,
16612,18-Feb-06,1,30.84,-81.24,Definite,Dedicated Eg Aerial,No,
16611,18-Feb-06,2,30.75,-81.28,Definite,Dedicated Eg Aerial,Yes,
16610,18-Feb-06,2,30.59,-81.17,Definite,Dedicated Eg Aerial,Yes,
16609,18-Feb-06,2,30.58,-81.12,Definite,Dedicated Eg Aerial,Yes,
16608,18-Feb-06,2,30.62,-81.16,Definite,Dedicated Eg Aerial,Yes,
16607,17-Feb-06,2,30.7,-81.24,Probable,Dedicated Eg Aerial,No,
16606,17-Feb-06,4,30.73,-81.25,Definite,Dedicated Eg Aerial,No,
16605,17-Feb-06,5,30.9,-81.26,Definite,Dedicated Eg Aerial,No,
16604,17-Feb-06,2,30.94,-81.16,Definite,Dedicated Eg Aerial,Yes,
16603,17-Feb-06,4,30.95,-81.28,Definite,Dedicated Eg Aerial,No,
16602,17-Feb-06,2,30.83,-81.38,Definite,Dedicated Eg Aerial,Yes,
16601,17-Feb-06,2,31.61,-80.95,Definite,Dedicated Eg Aerial,Yes,
16600,17-Feb-06,2,28.66,-80.64,Definite,Dedicated Eg Aerial,Yes,
16599,17-Feb-06,2,30.53,-81.33,Definite,Dedicated Eg Aerial,Yes,
16598,17-Feb-06,2,30.57,-81.22,Definite,Dedicated Eg Aerial,Yes,
16597,16-Feb-06,2,31.45,-81.11,Definite,Dedicated Eg Aerial,Yes,
16596,16-Feb-06,1,31.1,-81.19,Definite,Dedicated Eg Aerial,No,
16595,16-Feb-06,1,31.07,-81.21,Definite,Dedicated Eg Aerial,No,
16594,16-Feb-06,2,31.08,-81.2,Definite,Dedicated Eg Aerial,No,
16593,16-Feb-06,2,31.08,-81.19,Definite,Dedicated Eg Aerial,No,
16592,16-Feb-06,1,31.1,-81.26,Definite,Dedicated Eg Aerial,No,
16591,16-Feb-06,3,31.08,-81.28,Definite,Dedicated Eg Aerial,No,
16590,16-Feb-06,4,31.08,-81.3,Definite,Dedicated Eg Aerial,No,
16589,16-Feb-06,3,30.8,-81.21,Definite,Dedicated Eg Aerial,No,
16588,16-Feb-06,2,30.71,-81.18,Definite,Dedicated Eg Aerial,Yes,
16587,16-Feb-06,2,29.79,-81.16,Definite,Dedicated Eg Aerial,Yes,
16586,16-Feb-06,2,30.26,-81.22,Definite,Dedicated Eg Aerial,Yes,
16585,16-Feb-06,2,30.42,-81.21,Definite,Dedicated Eg Aerial,Yes,
16584,15-Feb-06,2,30.64,-81.34,Definite,Dedicated Eg Aerial,Yes,
16583,15-Feb-06,1,31.07,-81.21,Definite,Dedicated Eg Aerial,No,
16582,15-Feb-06,2,31.07,-81.25,Definite,Dedicated Eg Aerial,No,
16581,15-Feb-06,1,31.06,-81.25,Definite,Dedicated Eg Aerial,No,
16580,15-Feb-06,6,31.06,-81.22,Definite,Dedicated Eg Aerial,No,
16579,15-Feb-06,2,30.93,-81.14,Definite,Dedicated Eg Aerial,No,
16578,15-Feb-06,2,30.7,-81.22,Definite,Dedicated Eg Aerial,No,
16577,15-Feb-06,2,33.07,-79.07,Definite,Dedicated Eg Aerial,No,
16576,15-Feb-06,1,30.33,-81.27,Definite,Dedicated Eg Aerial,No,
16575,14-Feb-06,3,30.87,-81.05,Definite,Dedicated Eg Aerial,No,
