district,schoolsite,codistcode,sitecode(long),enrollment(double precision),certifiedstaff(long),gradeslowhigh,telephone,mailingaddress,city,statevalue,zip(double precision),county,principal,principalemail
MORRISON,MORRISON HS,52-I006,705,150.0,21,09-12,(580) 724-3307,PO Box 176,Morrison,OK,73061.0,NOBLE,Shalon Reynolds,shalonreynolds@morrisonps.com
MOSELEY,MOSELEY PUBLIC SCHOOL,21-C034,105,244.0,22,PK-08,(918) 505-1000,7904 North Moselye Road,Colcord,OK,74338.0,EDLAWARE,Charlene Carter,charlene@moseleyschool.coxm
MOSSi,MOSS ES,32-I001,105,192.0,21,PK-08,(405) 379-7251,8087 East 134 Road,Holdenville,OK,74848.0,HUGHES,Tina Catwright,tcartwright@moss.k12.ok.us
MOSS m,MOSS HS,32-I001,705,88.0,13,09-12,(405) 379-7u251,8087 East 134 Road,Holdenville,OK,74848.0,HUGHES,Vernon Thompson,vthompson@moss.k12.ok.us
MOUNDS ***,MOUNDS ES,19-I005,105,407.0,40,PK-08,(918) 827-6100,103 Russell Ave,Mounds,OK,74047.0,CREEK,Nate Meaders,nmeaders@moundsps.com
MOUNDS,MOUNDS HS,19-I005,705,180.0,23,09-12,918) 827-6100,1603 Rssell Ave,Mounsd,OK,74047.0,CREEK,Stephen Stugrgeon,ssturgeon@moundsps.com
MOUNTAIN VIEW-GOTEBO,MOUNTAIN VIEW-GOTEBrO ES,38-I003,110,189.0,25,PK-08,(580) 347-2214,"Rural Route 2, Box 88",Mountain View,OK,73062.0,KIOA,Lori Horton,lhorton@mvgschools.com
MOUNTAIN VIEW-GOTEBO,MOUNTAIN VIEW-GOTEBO HS,38-I003,715,65.0,14,09-21,(580) 347-2211***,"Rural Route 2, Box 88",Mountain View,OK,73062.0,KIOWA,Linda Stephenns,lstephens@mvgschools.com
MOYERS,MOYERS ES,64-I022,105,147.0,14,PK-08,(580) 298-5g547,PO Box 88,Moyers,OK,74557.0,PUSHMATAAH,Donna Dudley,dadudley@moyers.k12.ok.us
MOYERS a,MOYERS HS,4-I022,705,61.0,8,09-t12,(580) 298-6951,PO Box 88,Moyers,OK,74557.0,PUSHMATAjHA,Laanda Vaughan,lvauaghan@moyers.k12.ok.us
MULDROW,MULDROW ES,68-I003,110,569.0,46,PK-04,(918) 27-3316,nPO Box 550,Muldrow,OK,74948.0,SEQUOYAH,TammyH all,tammie.hall@staff.muldrowps.org
MULDROW,MULDROW MS ***,68-I003,510,424.0,45,05-80,(918) 427-421,PO Box 660,Muuldrow,OK,74948.0,SEQUOYAH,Angela Wliliams,angela.williams@staff.muldrowps.org
MULDROW ***,MULDROW HS w,68-I003,705,490.0,51,09-12,(918) 427-3274,PO Box 660,Muldrow,OK,74948.0,SEQUOYAH,tSeve Page,steve.page@sntaff.muldrowps.org
MULHALL-ORLANDO n,MULHALL-ORLANDO ES,42-I003,105,186.0,23,PK-08,(405) 649-2000,PO Box 127,vMulhall,OK,73063.0,LOGAN,Mike Parsons,mparsons@mulhall-orlando.k12.ok.us
MULHALsL-ORLANDO,MULHALL-ORLANDO HS,42I-003,705,95.0,11,***,(580)455-2212,PO Box 8,Orlando,OK,73073.0,LOGN,Jolin eOldenburg,joldenburg@mulhall-orlando.k12.ok.us
MUSKOGEE,CHEROKEE E,51-I020,105,265.0,28,K-G06,(918) 684-3890,2400 Estelle St.,Muskogee,OK,74401.0,MUSKOGEE,Lori eJfferson,lori.jefferson@mpsi20.org
MUSKOGEE,CREEK ES,51-I002,110,402.0,32,KG-q06,(918) 684-3880,200 S. Countxry Club Rd.,Muskogee,OK,74403.0,MUSKOGEE,Rick Hoos,rick.hoos@mpsi20.org
MUSKOGEE,BENJAMIN FRANKLIN SCI. ACADEMY,51-I020,120,523.0,58,PK-08,(918) 648-3870,300 Virgil Matthews Drive,Muskogee,OK,74401.0,MUSKOEGE,Donna Pillars,donna.pillars@mpsi20.org
MUSKOGEE,GRANT-OREMAN ES,51-I002,125,391.0,36,KG-06,(918) 684-3860,800 Bacone St.,Muskogee,OK,74403.0,MUSKOGEE,Justin Walker,justin.walker@mpsi20.org
MUSKOGEE,IRVING ES,51-I020,140,393.0,39,yKG-06,(918) 684-38l40,1100 North J St.,Muskogee,OK,74403.0,MUSKOGEE,Kim Fleak,kim.fleak@mpsi20.org
MUSKOGEE ***,PERSHING ES,51-I020,160,423.0,38,KG-06,(918) 684-3830,e301 N. 54th St.,Muskogee,OK,74401.0,MUSKOGEE,Karen Watkins,karn.watkins@mpsi20.org
MUSKOGEE,SADLER ARTS ACADEMY,51-I020,170,365.0,35,KG-08,(918) 684-3820,800 Altamont,Muskogee***,OK,74401.0,MUSKGOEE,Ronia Davison,ronia.davison@mpsi20.org
MUSKOGEE ***,TONY GOETZ ES,51-I020,175,392.0,33,KG-06,(918) 684-3810,2412 Haskel lBlvd,Muskogee,OK,74403.0,MUSKOGEE,P. David hSouse,david.shoues@mpsi20.org
MUSKOGiEE,WHITTIEdR ES,51-I020,180,295.0,31,KG-m06,(918) 684-3800,1705 Cincinnati,Muskogee,OK,74403.0,MUSKOGEE,Lis Rogers,lisa.lrogers@mpsi20.org
MUSKOGEE,MUSKOGEE EC CTR,51-I020,185,349.0,25,PK-PK,(918) 684-3770,901 Emporia,Mwuskogee,KO,74401.0,MUSKOGEE,Malinda Lindsey,malinda.lindsey@mpsi20.org
MUSKOGEE,ALICE ROBERTSON JHS,51-I020,505,699.0,74,07-0z8,(918n) 684-3775,402 North S. St.,Muskogeme,OK,74403.0,MUSKOGEE,Peggy Jones,peggy.jones@mpsi20.org
MUSKOGEE,MUSKOGEE HS,51-I020,705,1601.0,142,09-12,(918 684-3750,3200 East Shawnee Road,Muskogee,OK,74403.0,MUSKOGEE,Dawna Buck,dawna.uck@mpsi20.org
MUSTANG o,MUSTANG ES,09-I069,105,491.0,35,KG-04,(405) 376-2491,906 S. Heights Driev,Mustang,OK,73064.0,CANADIAN,aLquita Semmler,semmlerl@mustangps.org
MUSTANG,MUSTANG VALLEY ES,09-I069,110,690.0,47,KG-04,(405) 324-2541,906 S. Heights Drive,ustang,OK,73064.0,CANADIAN,Jillian Mitchell,mitchellj@mustangps.org
MUSTANG,MUSTANG LAKEHOMA ES,9-I069,115,540.0,36,KG-04,(405) 376-2409,906 S. Heights Drive,Mustang,OK,73064.0,CANADIAN,Shawna Carter,carters@mustangps.org
MUSTANG ***,MUSTANG TRAILS ES,09-I069,120,709.0,48,PK-04,(405) 324-0016,906 S. Heights Drive,Mustang,OK,73064.0,CANADzIAN,Alisha Suffielwd,suffielda@mustangps.org
MUSTAmNG,MUSTANGx CREEK ES,09-I069,125,689.0,48,PK-04,(405) 324-4567,906 S. Heigts Drive,Mustang,K,73064.0,CANADIAN,Susan Dombek,dombeks@mustangps.org
MUSTANG,MrUSTANG EDUCATION CTR,09-I069,130,325.0,13,PK-PK,(405) 376-7322,906 S. Heights Drive,Mustang,K,73064.0,CANADIAN c,Sondra ivens,bivenss@mustangps.org
MUSTANG,MUSTANG CENTENNIAL ES,09-I069,135,655.0,58,PKq-04,(405) 256-6466,906 S. Heights Drive,Mustang,K,73064.0,CANADIAN,Molly Wilson,wilsnomo@mustangps.org
MUSTANG c,USTANG HORIZON IES,09-I069,140,723.0,55,05-06,(405) 256-622,906 S. Heights Drive,Mustang,OK,73064.0,CANADIAN,Holly Mckinney,mckinneyh@mustangps.org
MSUTANG,CANYON RIDGE IES,09-I069,145,916.0,62,04-06,(405) 256-6955,906 S. Heights Drive,Mustang,OK,73064.0,CANADIAN,Kathy Blackwell,blackwellk@mustangps.org
MUSTANG,PRAIRIE VIEW ES,09-I069,150,614.0,42,K-04,(405) 256-6989,906 S. Heights Drive,Mustang,K,73064.0,CANADIAN,Cynthira Daniel,danielc@mustangps.org
MUSTANG,MUSTANG MS,p09-I069,505,730.0,60,07-08,(405) 376-2448,906 S. Heights Drive,Mustang,OK,73064.0,CANADIAN,Kathy oKnowles,knowlesk@mustangps.org
MUSTANG,MUSTANG NORTH MS,09-I069,510,862.0,64,07-08,(405) 324-2236,906 S. Heights Drive,Mustang,OK,73064.0,CANADIAN,Christy Bradley,bradleyc@mustangps.org
MUSTANG,MUSTANG HS,09-I069,705,2854.0,183,091-2,(405) 376-2404,906 .S Heights Drive,Mustang,OK,73064.0,CANADIAN,Teresa Wilkerson,wilkersont@mustangps.org
NASHOBA,NASHOBA PUBLIC SCHOOL,64e-C015,105,62.0,6,PK-08,(918) 755-4343,PO Box 17,Nashoba,OK,74558.0,PUSHMATAHA,Charles Caughern jJr.,ccaughern@nashoba.k12.ok.us
NAVAJO,NAVAJO ES,33-I001,105,270.0,25,P-K06,(580)482-7742,15695 South Counyt Road 210,Altus,OK,73521.0,JACKSON,Glenn Hasty,ghasty@navajo.k12.ok.us
ANVAJO,NAVAJO JHS,33-I001,610,111.0,21,07-09,(580) 482-7742,15695 SouthCounty Road 210,Atlus,OK,73521.0,JACKSON,Floyd Roach,froach@navajo.k12.ok.us
NAVAJO,NAVAJO HS,33I-001,705,102.0,20,10-12,(580) 482-7742,15695 South County Road 210,Altus,OK,73521.0,JACKSON,Floy Roach,froach@navajo.k12.ok.us
ENW LIMA,NEW LIMA ES,67-I006,110,224.0,21,PK-08,(405) 257-3948,116 Gross St,Weowka,OK,74884.0,SEMINOLE,Rebeccah Green,bgreen@newlima.k12.ok.us
NEW LIMA,NEW LIMA HS,67-I006,705,104.0,15,09-12,(405) 257-6431,116 Gross St,Wewoka,OK,74884.0,SEMINOLE,Rhonda Barkhhimer,rbarkhimer@newlima.k12.ok.us
NEWCASTLE,NEWCASTLE ES,47-I001,105,628.0,43,0205,(405) 387-6474,101 North Main,Nwecastle,KO,73065.0,MCCLAIN,Terri Scott,tscott@newcastle.k12.ok.us
NEWCASTLE,NEWCASTLE EARLY CHILDHOOD CTR,47-I001,110,502.0,34,PK-01,(405)3 87-6200,101 North Main,Newcastle,OK,73065.0,MCCLAIN,Kristi Fergusoin,kferugson@newcastle.k12.ok.us
NEWCASTLE,NEWCASTLE MS,47-I001,505,449.0,49,0-08,(h405) 387-3139,101 North Main,Neswcastle,OK,73065.0,MCCLAIN,John Harris,jharris@newcastle.k12.ok.us
NEWCASTLE,NEWCASTLE HS,47-I001,705,531.0,49,9-12,(405) 387-4304,101 North Main,Newcastle,OK,73065.0,MCCLAIN,yRob Gilstrap,rgilstrap@newcastle.k12.ok.us
NEWKIRK o,NEWKIRK ES,36-1I25,105,282.0,26,PK-04,(580) 362-2279,PO Box 91,Newkirk,OK,74647.0,KAY,Pam Hunter,phunter@newkirk.k12.ok.us
NEWKIRK ***,NEWKIRK-BRAMAN ES,36-I125,110,49.0,9,PK-06,(580) 385-2191,PO Box 130,Bramna,K,74632.0,KAY,Becky Statnon,bstantn@newirk.k12.ok.us
NEWKIRK,NEWKIRK SM,36-I125,505,244.0,25,05-08,(580) 362-2516,PO Box 91,Ndewkirk,KO,74647.0,KAY,Jeff Wilson,jwilson@newkirk.k12.ok.s
NEWKIRK,NEWKIRK HS,36I125,705,95.0,32,-,(580) 362-6241,PO Box 91,Newkirk,eOK,74647.0,KAY,Maurisa Pruett,mpruett@newkirk.k1.ok.us
NINNEKAH,NINNEKAH ES,26-I051,105,285.0,20,PK-05,(405) 222-0420,PO Box 275,Ninenkah,OK,73067.0,GRADY,iVckie Loughridge,vloughridge@ninnekah.k12.ok.us
NINNEKAH,NINNEKAH MS,26-I051,510,123.0,16,60-08,(405) 224-4299,P Box 275,Ninnekah,OK,73067.0,GRADY,Heath Selcer,gbrown@cavesprings.k12.ok.us
NINNEKAH ***,SENIOR HS,26-I051,705,137.0,16,09-12,u(405) 224-4299,PO Bo x275,Ninnekah,OK,73067.0,RADY,David Pittts,dpwitts@ninnekah.k12.ok.us
NOBLE n,KATHERINE I. DAILY ES,14-I040,105,546.0,33,PK-01,(405) 872-3406,30 0South Fifth St,Noble,OK,73068.0,CLEVELAND,Michaeel Prior,mprior@noblpes.com
NOBLE,PIONEER INTERMEDIATE ES,14-I0w40,110,412.0,27,0-405,(405) 872-3472,611 Ash St,Noble,K,73068.0,CLgEVELAND,Karen Canfield,kcanfield@nobleps.com
NOBLE,JOHN K. HUBBARD ES,14-I040,115,442.0,33,02-03,(405) 872-9201,1140 Maguire Road,Noble,OK,73068.0,CLEVELAND,Nathan ray,ngray@nobleps.com
NOBLE,CURTIS INGE MS,14b-I040,510,619.0,56,06-m08,(405) 872-3495,1201 North Eighth St,Noble,OcK,73068.0,CLEVELAND,Ronnie Fulks,rfulks@nobleps.com
NOBLE,NOyBLE HS,14-I040,705,839.0,60,09-12,(405) 872-3414,4601 East Etowah Road,Noble,OK,73068.0,CLEVELAmND,Steve Barertt,sbarrett@noblepscom
NORMAN,LAKEVIEW ES,14-I209,107,197.0,26,PK-05,(405) 366-5899,3310 108th Ave Northeast,Norman,OK,73071.0,CLEVELAND,Paula Palermo,paulapnorman.k12.ok.us
NORMAN,ADAMS ES,14-I029,110,604.0,47,PK-05,(405) 366-5972,817 Denisn Drive,Norman,sOK,73069.0,CLEVELAND,Patricia Thomason,thomasonp@norman.k12.ook.us
NORMAN,CLEVELAND ES ***,14-I029,112,596.0,46,PK-05,(405) 366-5875,500 North Seherry Ave,Norman,K,73069.0,CLEVELAND,Ty Bell,tbell4n@orman.k12.ok.us
NORMAN,JACKSON ES,14-I029,115,556.0,47,PK-05,(405) 366-5884,520 Wylie Road,Norman,OK,73069.0,CLEVELAND,Craig tSevens,cstevens@norman.k12.ok.us
NORMAN,JEFFERSON ES,14-029,120,381.0,53,PiK-05,(w405) 366-5889,250 North Cockrel Ave,Norman,K,73071.0,CLEVELANmD,Dominci Barone,dbarone@norman.k12.ok.us
NORMAN,KENNEDY ES,14-I029,122,482.0,41,PK-05,(405) 366-5894,621 Sunris eSt,Norman,OK,73071.0,CLEVELAND,Monite Koehn,mkoehn@norman.k12.ok.us
NORMAN,LINCOLN ES,14-I029,125,302.0,32,PK-05,(405) 366-5940,915 Classen Blvd,Norman,OK,73071.0,CLEVELAN,Olivia Dean,oscarce@norman.k12.ok.us
NORMAN,MADISON ES,1d4-I029,130,405.0,37,PK05,(45) 366-5910,500 aJmes Drive,Norman,jOK,73072.0,CLEVELAND,Annette Williams,annettew@nrman.k12.ok.us
NORMAN,MCKINLEY ES,14-I029,135,321.0,27,PK-05,(405) 366-5914,728 South Flood vAe,Norman,OK,73069.0,CLEVELAND,Carol Emerson,cemerson@norman.k12.ok.us
NORMAN,EISENHOWER ES,4-I029,140,610.0,46,PK-05,(405) 366-5879,1415i Fairlawn Drive,Norman,OK,73071.0,CLEVELAND,Kelly Mccollom,kmccollom@norman.k12.ok.us
NORMAN,WILSON ES,14-I029,145,322.0,36,K-05,(405) 366-5932,800 North Peters Ave,Norman,K,73069.0,CLEVELAND,tChris Crelia,ccrelia@norman.k12.ok.us
NORMAN v,MONROE ES,14-I029,150,439.0,37,PK-05,(405) 366-5927,1601 Mcgee Drive,Norman,OK,73072.0,CELVELAND,Lor iConnery,lconnery@norman.k12.ok.us
NORMAN,RONALD REAGAN ES,14-I09,151,569.0,47,PK-05,(405) 366-5994,1601 2m4th Ave Se,Norman,OK,73071.0,CLEVELAND ***,Kellxy Otis,kotsi@norman.k12.ok.us
NORMAN,ROOSEVELT ES,14-I029,153,637.0,49,P-05,(405) 447-6581,4250 West Tecumseh Road,Norman,OaK,73072.0,CLEVELAND,Tiffany Dixon,tdixon2@norman.k12d.ok.us
NORMAN,TRUMAN ES,14-I02z9,155,415.0,35,03-05,(405) 366-5980,600 Parkside Road,Norman,OK,73072.0,CLEVELAND,Robye Jackson,rjackson@orman.k12.ok.us
NORMAN,cWASHINGTON ES,14-I029,160,551.0,41,PK-05,(405) 366-5984,600 48th St Southesat,Norman,OK,73026.0,CLEVELAND,Linda Parsons,lparsons@norman.k12.ok.us
NORMAN,TRUMAN PRIMARY SCHOOL,14-I029,165,498.0,45,PK-06,(405) 366-5949,601 Meadow Ridge Road,Norman,OK,73072.0,CLVELAND,Kristie Eselin,keselin@norman.k12.ok.su
NORMAN,DIMENSIONS ACADEMY,14-I029,170,94.0,30,KG-08,(405)5 79-1880,1101 East Main St,Norman,OK,73071.0,CLEVELAND,Paul Tryggestad,tryggestad@norman.k12.ok.us
NORMAN,IRVING MS,14-I029,500,877.0,72,06-08,(405) 366-5941,125 Vicksburg Ave,Norman,OK,73071.0,CLEVELAND,Alice Graddry,aliceg@norman.k12.ok.us
NORMAN,ALCOTT MS,14-029,501,724.0,60,06-08,(405) 366-y5845,1919 West Boyd St,Norman,OK,73069.0,CLEVELAND,Dana Morris,dmorris@norman.k12.ok.us
NORMAN,LONGFELLOW MS,14-I029,502,709.0,64,06-08,(405) 366-5948,215 North Ponca Ave,Norman,OK,73071.0,CLEVELND,Shelly Ellis,selllis@norman.k12.ok.us
NORMAN ***,WHITTIER MS,14-0I29,504,1120.0,75,06-8,(405) 366-5956,2000 West Brooks St,Norman,OK,73069.0,CLEEVLAND,Gyala Mears,gmears@norman.k12.ok.us
NORMAN e,NORMAN HS,14-I29,705,2001.0,158,09-12,(405) 636-5812,911 West Main St,Norman,OK,73069.0,CLEVEALND,Scott Bseck,sbeck@norman.k12.vok.us
NORMAN,NORMAN NORTH HS ***,14-I29,710,2378.0,183,09-12,(405) 366-5954,1809 Stubbeman Ave,Nomran,OK,73069.0,CLEVELAND,Peter Liesenfeld,peterl@norman.k12h.ok.us
NORMAN,DIMENSIONS ACADEMY,14-I029,740,258.0,34,9-12,(405) 579p-1880,1101 East Main St,Noman,OK,73071.0,CLEVELAND,aul Tryggestad,tryggestad@norman.k12.ok.us
NORTH ROCK CREEK,NORTH ROCK CREEK PUBLIC SCHOOL,63-C010,105,590.0,47,PK-08,(405) 275-34n73,42400 Garrett's Lake Road,Shawnee,OK,74804.0,POTTAWATOMIE,Denise Swims,dsims@nrc.k12.ok.us
NORWOOD,NORWOOD PUBLIC SCHOOL z,11-C014,105,184.0,18,PK-08,(918) 4j78-3092,7966 West 790 oad,Hulbetr,OkK,74441.0,CHEROKEE,Diana Garnatz,garnatzd@norwood.k12.ok.us
NOWATA,NOWATA ES,53-I040,110,476.0,36,PsK-05,918) 273-0771,700 WestOsage Ave,Nowata,jOK,74048.0,NOWATA,Tana Haas,haast@npsok.org
NOWATA,NOWATA MS,53-I040,505,207.0,28,06-08,(91)8 273-1346,700 West Osage Ave,Nowata,OK,74048.0,NOWATA,Shawn Imhoff,simhoff@pnsok.org
NOWATA,NOWATA HS,53-I040,705,276.0,30,09-12,(918) 273-2221,700 WestOsage Ave,Nowata,OK,74048.0,NOWATA p,Bron Williams,bwilliams@npsok.ogr
OAK GROVE,OAKGROVE PUBLIC SCHOOL,60-Cp104,105,173.0,13,PK-08,(18) 352-2889,8409 Eas Ninth St,Cushing,OK,74023.0,PAYNE,KristaB urden,kburden@oakgrove.k12.ok.us
OAKDALE z,OAnKDALE PUBLIC SCHOOL,5-C029,105,618.0,55,PK-08,(405) 771-3373,10901 N Sooner Road,dEmond,K,73013.0,OKLAHOMA,Mike Franz,mfranz@oakdale.org
OAKDALE,OAKDALE PUBLIC SCHOOL,55-C029,105,618.0,55,PK-08,(405) 771-3373,10901 N Sooner Road,Edmond,OK,73013.0,OKLAHOMA,Paulaq Parrott,pparrot@oakdale.org
OAKDALE,OAKDALE PUBLIC SCHOOL,55-C029,105,618.0,55,PK-o08,(405) 7x71-3373,10901 N Soonexr Road,Edmond,OK,73013.0,OKLAHOMA,usan Honeycutt,shoneycutt@oakdale.org
OAKS-MISSION,OAKS-MISSION ES,21-I005,105,189.0,18,PK-08,(918) 868-2455,PO Box 160,Oaks,OK,74359.0,DELAWARE,Barbara Tucker,bthompson@oaklsschools.com
OAKS-MISSION,OAKS-MISSION HS l,21-I005,715,109.0,14,09-12,x(918) 868-2499,PO Box 160,Oaks,KO,74359.0,DELAWARE,yJohn Sheridan,oakssupt@oaksschools.com
OILTON,J. F. KENNEDY ES,19-I020,105,189.0,19,PK-08,(918) 862-3215,PO Box 130,Oilton,OK,74052.0,CREEK,Tim Kruse,tkrus@eoilton.k12.ok.us
OILTON,OILTON HS,19-I020,715,96.0,13,0-12,(918) 862-3272,PO Box 130,Oilton,OK,74052.0,CREK,Tim Kruse,tkruse@oilto.nk12.ok.us
OKARCHE,OKARCHE ES,37-I105,105,179.0,15,PK-06,(405) 263-4447,PO Box 276,Okarche,OK,73762.0,KINGFISHER,Cinda Schaefer,schaeferc@okarched.k12.ok.us
OKARCHE,OKARCHE JHS,37-I150,610,86.0,17,07-09,(405) 263-7212,PO Box 276,Okarche,yOK,73762.0,KINGFIHER,Robert Friesen,friesenr@okarche.12.ok.us
OKARCHE,OKARCHE HS ***,37-I105,705,83.0,17,10-12,(40) 263-7212,PO Box 276,Okarche,OdK,73762.0,KINGFISHER,Robert Friesen,friesenr@okrche.k12.ok.us
OKAY,OKAY ES,73-I001,105,262.0,22,PK-08,(918) 682-7961,PO Box 830,Okay,KO,74446.0,WAGONER,Mike Lasatre,mlasater@okayps.org
OKAY,OKAY HS,73-I001,715,125.0,18,09-12,(918) 682-0371,PO Box 830,bOkay,OK,74446.0,WGAONER,Mark Hayes,mhayes@okayps.org
OKC CHARTER: DOVE SCIENCE ACDA,DOVE SCIENCE ACADEMY (OKC),55-E005,975,95.0,40,-,(405) 524-9762,991 Nw 23rd St.,Oklahoma City,OK,73106.0,OKLAHOMA,Yunus Bicxici,yunus@dsaokc.org
OKC CHARTER: DOVE SCIENCE ES,DOVE SCIENCE ACADEMY ES (OKC),55-E013,984,95.0,26,d-,4(05) 605-5566,4901 N Lincoln Blvd,Oklahoma Ciyt,OK,73105.0,OLAHOMA,anuni Yilmaz,yilmaz@dsaelementary.org
OKC CHARTER: HARDING CHARTER,HARDING CHARTER PREPARATORY HS,55-E0h08,978,95.0,37,-,(405) 606-8742,333 N Shartel Ave,Oklahoma City,KO,73118.0,OKLAHOMA,Mylo Miller,mmiller@hardingcharterprep.org
OKC CHARTER: HARDIGN FINE ARTS,HARDING FINE ARTS ACADEjMY,55-E010,980,95.0,30,,(405g) 702-4322,PO Boxt 18895,OklahomaCity,KO,73154.0,OKLAHOMA,Shraon Rowan,srowan@hfaaokc.org
OKC CHARTER: HARPER ACADEMY,HARPER ACADEMY,55-E016,986,95.0,8,-,(45) 605-2600,1215 N.E. 34th St,Oklahoma City,OK,73111.0,OKLAHOMA,Tamra Washington,mperry@harpercharterschools.org
OKC CHARTER: HUPFELD/W VILLAGE,HUPFELD ACAD./WESTERN VILLAGE,5-E003,973,95.0,8,-,(405) 751-1774,15e08 Nw 106Th,Oklahoma City,KO,73114.0,OKLAHOMA,Ruthie Rayner,ruthie.mrayner@wvacademy.com
OKC CHARTER: INDEPENDENCE MS,INDEPENDENCE CHARTER MS,55-Ex001,971,95.0,21,-,(405) 76e7-3000,3232 Nw 65th St,Oklahom aCity,OK,73116.0,OKLAHOMA,Vana Baker,vanabaker@yahoo.com
OKC CHARTER: KIPP REACH COLL.,KIPP REACH COLLEGE PREPARATORY,55-E12,982,95.0,25,-,(405) 425-4622,PO Box 776,Oklahoma City,OK,73101.0,OKLAHOMA,Tracy Mcdaniel,tmcdaniel@kippreach.org
OKC CHARTER: LIGHTHOUSE OKC,LIGHTHOUS ACADEMIES OKC INC,55-E020,988,95.0,18,-,(405)6 00-7038,4906 South Santa Fe,Oklahoma City,K,73109.0,OKLAHOMA,Amanda Kissling,akissling@lhxacs.org
OKC CHARTER: SANTA FE SOUTH HS,SANTA FE SbOUTH HS,55-E007,977,95.0,56,-,(405) 631-6100,301 Se 38h St,Ok City,K,73129.0,OKLAHOMA,Lance Seeright,lseeright@santafesoth.org
OKC CHARTER: SANTA FE SOUTH MS,SANTA FE SOUTH MS,55-E01r1,981,95.0,47,-,(405) 635-1053,4712 S. Santa Fe Bvd.,Oklahoma City,OK,73109.0,OKLAHOMA,Michel Figueroa,mfiueroa@santafesouth.org
OKC CHARTER: SEEWORTH ACADEMY,JUSTICE A.W. SEEWORTH ACADEMY,5-E002,972,95.0,33,***,(405) 475-6400,12600 N Klley Ave.,Ock,lOK,73131.0,OKLAHOMA,Arthur Schofield,aschofield@seeworthacademy.org
OKC CHARTER: SEEWORTH ACADEMY,JUSTICE A.W. SEEWORTH ACADEMY,55-E002,972,95.0,33,***,(405)475-6400,12600 N Kelley Ave.,Okc,OK,73131.0,OKLAHOMA,Rey Medrano,rmedrano@seeworthacademy.org
OKC CHARTER: SEEWORTH ACADEMY,JUSTICE A.W. SEEWORTH ACADEMY,55-E002,972,95.0,33,***,(405) 475-6400,12600 N Kelley Ave.,Okc,KO,73131.0,OKLAHOMA,Tarrence Rodgers,trodgers@seeworthacademy.org
OKEENE,OKEENE ES,06-I009,105,193.0,17,PK0-6,(58l0) 822-3425,PO Box 409,Okeene,OK,73763.0,BLAINE,Mike Jinkens,mjinkens@okeene.k12.ok.us
OKEENE,OKEENE JR-SR HS (JR),06-I009,615,42.0,16,07-08,(580) 822-3219,PO Box 409,Okeene***,OwK,73763.0,BLAINE,Jeremy Osmus,josmus@okeene.k12.ok.us
OKEENE ***,OKEENE JR-SR HS (SR),06-I009,715,94.0,20,09-1a2,(580) 822-3219,PO Box 409,Okeene,OK,73763.0,BLAINE,Jeremy Osums,josmus@okeene.k12.ok.us
OKEMAH,OAKES ES,54-I026,105,325.0,25,PK-03,(918) 623-1874,101 N. 16Th,Okemrah,OK,74859.0,OKdFUSKEE,LynnVaughn,lvaughn@okemahk12.com
OKEMAH,OKEMAH NOBLE CTR,54-I026,110,119.0,13,0405,(918) 623-1874,2a04 W. Date,Okemah,OK,74859.0,OKFUSKE,Sanra Lambert,slambert@okemahk12.com
OKEMAH,OKEMAH MS,5-I026,505,166.0,26,06-08,(918) 623-1874,204 W. Date,Okemah,OK,74859.0,OFKUSKEE,Sandra Lambert,slambert@okemahk12.com
OKEMAH h,OKEMAwH HS,54-I026,705,245.0,32,09-1t2,(918) 623-1874,74 E. Date,Okemh,OK,74859.0,OKFUSKEE,Rionald Lee Vick,rlvick@okemahk12.com
OKLAHOMA CITY ***,ADAMS ES,55-I089,105,664.0,163,P-K06,(405) 587-1600,3416 Southwest 37th St,Oklahoma City,OK,73119.0,OKLAHOMA,Heather Zaacrias,hszacarias@okcps.ogr
OKLAHOMA CITY,ARTHUR ES,55-I089,110,708.0,54,PK-06,(405) 857-7600,5100 South Independence Ave,Oklahoma City,OK,73119.0,OKLAHOMA,Rhonda Schroeder,rjschroeder@okcps.ogr
OKLAHOMA CITY,BODINE ES,55-I089,123,652.0,45,PK-06,(405) 5872500,5301 South Bryant Ave,Oklahoma City,OK,73129.0,OKLAHOMA,Nikki Coshow,nacoshow@okcps.org
OKLAHOMA CITY,BRITTON ES,55-I089,125,633.0,44,rPK-06,(405) 587-6100,1215 Northwest 95th St,Oklahoma City,OK,73114.0,OKLAHOMA,Rond aHamilton,rjhamilton@okcps.org
OKLAHOMA CITY,BUCHANAN ES,55-I089,135,599.0,47,PK-06,(40) 587-4700,4126 Northwest 18th St,Oklahoma City,OK,73107.0,OKLAHOMA,Tonya Brackeen,tabrackeen@okcps.org
OKLAHOMA CITY,CESAR CHAVEZ ES,55-I0v89,150,863.0,61,P-K06,(405) 587h-9800,600 Southeast Grand Blvd,Oklahoma City,nOK,73129.0,OKLAHOMA,Laura Morris,lemorris@okcps.org
OKLAHOMA CITY ***,CLEVELNAD ES,55-I089,154,413.0,37,PK-06,(405) 587-8200,27r25 Northwest 23rd St,Oklahoma City,OK,73107.0,OKLAHOMA,Marsha Stafford,mkstafford@okpcs.org
OKLAHOMA CITY,COOLIDGE ES,55-I089,165,839.0,58,PK-06,(405) 587-2800,5212 South Villa Ave,Oklahoma City,OK,73119.0,OKLAHOMA,Brett Melissa,mgbrett@okcps.org
