OBJECTID,GlobalID,VRM_ID,LUP_ID,LUP_NM,VRM_CLASS,DSGNTN_SRCE,DSGNTN_RSN,ADMIN_ST,ADM_UNIT_CD,COORD_SRC_TYPE,COORD_SRC2,GIS_ACRES,AZ_DSTRBTE_EXTRNL_CODE,Shape__Area,Shape__Length
1061,{C4AD606B-4A9D-483F-8FCF-C181CACBC18F}, ,LUP-AZ-021,Phoenix Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,643.60051436,,2604558.875,6415.7584723717
1062,{343C2EFA-A46B-44C3-A533-3F73A9A36E9B}, ,LUP-AZ-021,Phoenix Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,661.02519667,,2675074.0625,6543.25266154451
1063,{C0FC3438-4515-43DA-A17B-E68B4CBFF1E2}, ,LUP-AZ-021,Phoenix Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,669.95331294,,2711204.8671875,6586.63947019976
1064,{42549435-199F-4D07-B4C2-2971567CF9FB}, ,LUP-AZ-021,Phoenix Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,188.40748266,,762458.03125,4440.32485801576
1065,{6B5454AD-C915-4C15-B586-2391453970AC}, ,LUP-AZ-021,Phoenix Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,307.73794552,,1245371.28125,4745.08066133609
1066,{8B53C9F7-E4AF-4372-911B-B29EDFDAE47F}, ,LUP-AZ-021,Phoenix Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,143.05954669,,578941.4453125,3703.35852954434
1067,{9E1D7E75-6F94-47A9-B6BC-5359D0E582D1}, ,LUP-AZ-021,Phoenix Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,152.63521613,,617692.8046875,3672.37881380671
1068,{9C33F65B-D4C8-4D31-A534-5390C405D4E7}, ,LUP-AZ-021,Phoenix Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,74.57276125,,301785.2578125,2349.75499218087
1069,{26006037-37C0-44F4-BE83-4223F5D49BE5}, ,LUP-AZ-021,Phoenix Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,643.42069886,,2603831.1875,6455.86271809928
1070,{41778FF5-2638-4D33-A38F-78F581179A71}, ,LUP-AZ-021,Phoenix Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,334.65777759,,1354311.9765625,5583.09761162245
1071,{C15FFE8F-F0B1-4B99-970B-912D1E2F342A}, ,LUP-AZ-021,Phoenix Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,36.35206456,,147111.5859375,1534.31930270309
1072,{151F4219-A614-4BED-B4C6-3C6828E63A6F}, ,LUP-AZ-021,Phoenix Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,660.44052989,,2672708,6540.7693765881
1073,{CDAB1206-ADBE-4083-8FBC-F3F29669D0E0}, ,LUP-AZ-021,Phoenix Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,657.78462581,,2661959.9375,6528.51320969104
1074,{BC73B49B-CD63-4C98-B13F-A1CC34F68C8C}, ,LUP-AZ-021,Phoenix Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,654.6606134,,2649317.5078125,6510.7027234983
1075,{D37F5355-878C-42B6-A0A9-116A40A44685}, ,LUP-AZ-021,Phoenix Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,185.05955224,,748909.4375,4092.78415254406
1076,{E985C963-5970-4B4C-8774-B3E9978F00AD}, ,LUP-AZ-021,Phoenix Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,686.06197569,,2776394.3125,6678.76019471267
1077,{FCD1F7ED-D746-47F5-A0E7-C868580B84F7}, ,LUP-AZ-021,Phoenix Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,717.90017397,,2905238.9296875,6842.21875814999
1078,{A2412B28-DC36-43DE-B7C6-172784C4DCAD}, ,LUP-AZ-021,Phoenix Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,650.78370564,,2633628.21875,6491.60546677731
1079,{8265915C-8614-4135-9412-FF9E66AD75E4}, ,LUP-AZ-021,Phoenix Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,660.10160169,,2671336.40625,6541.8581652427
1080,{42B1E441-D233-4624-BA99-54BC91C6102F}, ,LUP-AZ-021,Phoenix Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,642.0884495,,2598439.765625,6454.8409725523
1081,{93045A12-2C72-4422-A676-97E1CA9B88A7}, ,LUP-AZ-021,Phoenix Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,656.72182556,,2657658.9375,6521.31230993939
1082,{9B0A66BA-1984-48F4-AA8C-224A8C21C92E}, ,LUP-AZ-021,Phoenix Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,630.28776406,,2550684.0859375,6388.76349636805
1083,{258E4B28-23C4-4CA3-B093-FB3CEE3B6198}, ,LUP-AZ-021,Phoenix Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,623.02963614,,2521311.484375,6355.12677913351
1084,{3B656FCA-27A6-4B6C-AB0B-B4DA6C070D9F}, ,LUP-AZ-021,Phoenix Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,638.42614312,,2583618.9375,6429.81032829459
1085,{24A5EC91-1CD6-4B11-BC7A-66DED2EB1286}, ,LUP-AZ-021,Phoenix Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,306.50239545,,1240371.1875,4732.90973945767
1086,{3C748FD2-96AC-4D56-A319-151F2E09AF41}, ,LUP-AZ-021,Phoenix Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,266.3355431,,1077821.703125,4733.0000085519
1087,{525BD87D-FB57-4684-A730-6E8BBB232B9C}, ,LUP-AZ-021,Phoenix Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,166.40312683,,673409.5625,4082.71136376636
1088,{43C05421-52CE-4E8A-9350-A7A71E8E79C9}, ,LUP-AZ-021,Phoenix Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,640.98533633,,2593975.625,6442.71995089505
1089,{78A09C81-5824-419A-A3E3-A1AF8C0AE0A0}, ,LUP-AZ-021,Phoenix Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,666.85032379,,2698647.515625,6571.50535444286
1090,{F7D5A488-3B40-4AB3-BD26-851F7B02B948}, ,LUP-AZ-021,Phoenix Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,453.22065585,,1834118.921875,7376.41663152596
1091,{81746C40-AC67-43CC-891A-3CAEB4CBDD0D}, ,LUP-AZ-021,Phoenix Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,41.53474665,,168085.15625,1639.98523377717
1092,{8B205A85-9B04-4D4C-982B-7E2EB1759254}, ,LUP-AZ-021,Phoenix Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,88.0204504,,356206.125,2540.2840738734
1093,{799152D1-5EDF-44BE-8BF6-6BBBB9897C5B}, ,LUP-AZ-021,Phoenix Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,287.51185846,,1163519.2109375,4905.23800545466
1094,{BB4CD395-03FC-4F5E-B850-AEC1BF310D98}, ,LUP-AZ-021,Phoenix Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,435.97592031,,1764331.953125,5913.85416679944
1095,{9BD2D757-016D-4069-A7CA-F286730BF940}, ,LUP-AZ-021,Phoenix Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,582.17468412,,2355977.359375,6349.77566600392
1096,{8863B551-1376-46CC-A568-1A1C59DF4D4F}, ,LUP-AZ-021,Phoenix Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,160.93979673,,651300.25,3228.96279998349
1097,{0D7F8E40-CB9F-488E-B592-1A8C503EA54D}, ,LUP-AZ-021,Phoenix Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,307.31288952,,1243651.140625,4755.81144745984
1098,{1806ACF3-9BA1-44B7-96F1-759D5CE7D3D9}, ,LUP-AZ-021,Phoenix Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,85.21482169,,344852.1484375,2477.23219476756
1099,{FCB35036-E732-441E-B0F9-1448F6FB60E8}, ,LUP-AZ-021,Phoenix Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,641.19027936,,2594805,6443.48836688719
1100,{B5DB8116-C78F-441F-A439-F16BFCF55657}, ,LUP-AZ-021,Phoenix Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,558.33808048,,2259514.046875,6424.50096107801
1101,{2F3E0704-9C9F-4FEF-9686-0523A442F0AF}, ,LUP-AZ-021,Phoenix Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,41.45410343,,167758.8046875,1638.51001921396
1102,{E30768D7-EBBB-483A-8A68-099E57963E11}, ,LUP-AZ-021,Phoenix Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,673.67571034,,2726268.875,6604.86497667676
1103,{9FDA84FF-6C9F-403C-92E9-EA7C8F37E076}, ,LUP-AZ-021,Phoenix Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,654.73676819,,2649625.6953125,6513.41294172853
1104,{DF7D7C0C-0F49-48D6-AA61-1BEB00CD7DD8}, ,LUP-AZ-021,Phoenix Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,38.31662763,,155061.890625,1575.20611450912
1105,{FFE79E5D-94DD-48D9-B5E8-B32E0A9ECACF}, ,LUP-AZ-021,Phoenix Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,643.42793056,,2603860.453125,6455.10168237628
1106,{8003287C-A07B-4F35-8D06-DD60656CAA2F}, ,LUP-AZ-021,Phoenix Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,644.32320108,,2607483.484375,6459.40665674874
1107,{BBE2FF2A-392C-43A6-9678-E138C8BA30F8}, ,LUP-AZ-021,Phoenix Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,158.26607403,,640480.078125,4069.59486652485
1108,{A8B2BE95-A9FE-4438-8CD7-D28BB3EF8188}, ,LUP-AZ-021,Phoenix Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,162.34978003,,657006.25,3242.66205440713
1109,{0E19BA90-A92F-47C4-BCC8-B468F8BE50DA}, ,LUP-AZ-021,Phoenix Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,496.33826498,,2008609.6953125,9863.70370345493
1110,{EF27E698-25A1-4C97-A459-3E0E7B1EADA0}, ,LUP-AZ-021,Phoenix Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,201.358712,,814869.796875,4836.76045530137
1111,{B8FDAC5D-C901-4ABF-8AF2-409BFD30CED4}, ,LUP-AZ-021,Phoenix Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,634.81071725,,2568987.828125,6412.16421749838
1112,{19926C1D-6CAA-4CF8-8D02-905B67B0C900}, ,LUP-AZ-021,Phoenix Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,644.1852738,,2606925.3125,6456.13317668074
1113,{797FEACF-71D2-4A54-94F9-4846785969ED}, ,LUP-AZ-021,Phoenix Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,641.63059991,,2596586.9140625,6446.48561566812
1114,{DF373169-A5B6-4136-BB56-9B0124DA098E}, ,LUP-AZ-021,Phoenix Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,317.37636042,,1284376.5625,4822.5885975276
1115,{A4C3A3B7-0EED-4225-B556-4A99F91B20B0}, ,LUP-AZ-021,Phoenix Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,645.96176651,,2614114.5234375,6467.7908223929
1116,{C23A16A9-85EB-4C5E-990D-90C34C3AFB71}, ,LUP-AZ-021,Phoenix Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,330.41253224,,1337132.078125,4875.84019674641
1117,{995AE552-C824-44DF-AB1C-9B79AA9DF705}, ,LUP-AZ-021,Phoenix Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,39.32662069,,159149.1875,1596.81952538145
1118,{7F94F53F-98DD-4AED-A6DC-5A2427D12FB6}, ,LUP-AZ-021,Phoenix Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,650.09006539,,2630821.15625,6487.76211674036
1119,{E07A327A-29E1-4B13-A52E-B1F234B318B7}, ,LUP-AZ-021,Phoenix Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,157.67882809,,638103.578125,4017.72681807632
1120,{AA2FC38F-BB0A-4658-BCC2-E684E59F7FEF}, ,LUP-AZ-021,Phoenix Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,242.18825079,,980101.078125,4047.31668859952
1121,{BBA4FE4D-D1A9-4C34-B2D7-118BAF215C1D}, ,LUP-AZ-021,Phoenix Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,320.91643459,,1298702.734375,4836.92765368005
1122,{2443A41B-6594-425C-B027-A098AE1B30A6}, ,LUP-AZ-021,Phoenix Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,648.66942952,,2625072.046875,6481.11857178655
1123,{D689480C-6F08-4FD9-9A79-97DE0DD22034}, ,LUP-AZ-021,Phoenix Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,650.8283931,,2633809.0625,6491.74574803588
1124,{8C712BE0-C91A-4F3C-9E3C-65EB20287804}, ,LUP-AZ-021,Phoenix Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,158.37214015,,640909.3125,3221.13444756561
1125,{18861BB1-DE2D-413C-86E9-21C811E589F4}, ,LUP-AZ-021,Phoenix Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,43.13599725,,174565.1875,1671.5552055492
1126,{4CDAC18D-0A6F-49EC-B92A-A2CA46D5CD4C}, ,LUP-AZ-021,Phoenix Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,240.90952291,,974926.25,4848.70655780334
1127,{7AEDD658-AE94-4234-A192-3898F4F06C45}, ,LUP-AZ-021,Phoenix Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,38.45413406,,155618.359375,1577.96824843188
1128,{F0FFC6B4-382B-4C79-A07A-232DE20DB9A8}, ,LUP-AZ-021,Phoenix Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,44.33118999,,179401.9609375,2123.6249392432
1129,{AC257960-A2D9-4D87-90DB-19F8AE92B379}, ,LUP-AZ-021,Phoenix Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,637.01532969,,2577909.578125,6422.49947099748
1130,{6F5998AC-8DD1-4274-9D30-BE9589C59671}, ,LUP-AZ-021,Phoenix Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,84.26956059,,341026.8125,2491.10068815837
1131,{2774B45C-F841-4699-BFD1-77D053C0D373}, , , ,IV , , ,AZ,AZG01000,UNK,,656.09247132,,2655112.03125,6518.2305097468
1132,{77A3872D-217C-4BA8-8867-84C5BE45BCF3}, ,LUP-AZ-021,Phoenix Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,644.61127962,,2608649.296875,6460.56684088786
1133,{2F789F9A-AC7A-4B6A-B668-C65E2E51DEBC}, ,LUP-AZ-021,Phoenix Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,647.96976415,,2622240.6015625,6477.44044831231
1134,{C2CBC94B-E943-47C5-A1C8-0716ED6FC7ED}, ,LUP-AZ-021,Phoenix Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,628.40666276,,2543071.5390625,6379.07811655914
1135,{CDFC669C-F2C3-47F5-8741-EEB116C7B785}, ,LUP-AZ-021,Phoenix Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,479.99006638,,1942450.8828125,5634.69713654788
1136,{EC6FD2EE-D9C7-42D7-BFF9-4BF15514C2A9}, ,LUP-AZ-021,Phoenix Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,160.81363398,,650789.6875,4039.69794014322
1137,{108BAF2B-CD47-4CDF-9787-530F4B82F557}, ,LUP-AZ-021,Phoenix Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,87.16960479,,352762.875,2515.88852840126
1138,{5BD95014-C03B-4FB3-99DA-7DE1F15DB2A7}, ,LUP-AZ-021,Phoenix Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,646.79832634,,2617499.9609375,8108.39784950387
1139,{32F82071-E6DE-415E-BE84-323184482E88}, ,LUP-AZ-021,Phoenix Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,244.76489968,,990528.40625,4890.85569261601
1140,{06D7F6F8-313C-492E-A225-BD9A710D0420}, ,LUP-AZ-021,Phoenix Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,652.66876448,,2641256.78125,6500.8676887854
1141,{AE535A34-29CA-4B8F-81FE-133EE475D777}, ,LUP-AZ-021,Phoenix Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,157.54871552,,637577.03125,4032.47118400222
1142,{D743C31A-2774-4C3E-975D-1FBDA3FADA45}, ,LUP-AZ-021,Phoenix Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,80.09461479,,324131.40625,2430.46382408363
1143,{D8CFC853-E251-45C4-8223-16A6F75B996E}, ,LUP-AZ-021,Phoenix Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,157.3063592,,636596.25,3201.05523188578
1144,{BC93479B-2200-478A-A5CC-0CC8314B454F}, , , ,IV , , ,AZ,AZG01000,UNK,,4059.73256389,,16429154.7994121,28358.7584578109
1145,{F86559DC-3D9D-4030-BC43-3B91BF18E0AE}, ,LUP-AZ-021,Phoenix Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,641.71823545,,2596941.5625,6446.71070594779
1146,{8A4C23A9-AA65-4011-BA9C-E3DE0D86CCBA}, ,LUP-AZ-021,Phoenix Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,654.202536,,2647463.734375,6508.60921280228
1147,{E49CA241-0690-47B1-886C-FD45999D5F74}, ,LUP-AZ-021,Phoenix Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,660.11849752,,2671404.78125,6540.57191715006
1148,{0A7C150F-C19A-461C-BB78-74B24CF7BAFD}, ,LUP-AZ-021,Phoenix Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,33.25408316,,134574.5,1468.86297537192
1149,{3C75019A-7804-4A49-A1E4-1CB683E2B2A3}, ,LUP-AZ-021,Phoenix Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,647.54573324,,2620524.609375,6472.39632578474
1150,{2B634C40-E4DB-4858-84C4-ADCF828AD5AD}, ,LUP-AZ-021,Phoenix Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,37.04739787,,149925.5,1553.91740169262
1151,{EE33D748-2ECF-43D1-89C5-5ACC0F17AF60}, ,LUP-AZ-021,Phoenix Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,110.93670039,,448944.8984375,2690.69632133653
1152,{B0B46591-CA6C-4F98-BD7C-62EE6990B886}, ,LUP-AZ-021,Phoenix Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,152.81767836,,618431.203125,4004.77369645401
1153,{4A720B40-F438-43AC-9F11-1519AE26746C}, ,LUP-AZ-021,Phoenix Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,124.5225253,,503924.78125,2848.3166838192
1154,{058B59B2-DC44-4E09-BC9C-7E1D11D1C0BD}, ,LUP-AZ-021,Phoenix Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,307.43794028,,1244157.203125,6279.04812099861
1155,{469FEA7F-9E56-425A-A0C6-85F933D82507}, ,LUP-AZ-021,Phoenix Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,127.21098745,,514804.6015625,2923.14618511812
1156,{E2917787-1272-4B42-9A8F-5F6661FF88AE}, ,LUP-AZ-021,Phoenix Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,85.73889166,,346972.984375,2475.51340239873
1157,{1EAA0BA3-0013-4DB0-A71C-5C743C137E1E}, , , ,IV , , ,AZ,AZG01000,UNK,,138.33425666,,559818.875,3070.59273138306
1158,{B3A3F1C0-6B7C-452D-994A-AC070B680A01}, ,LUP-AZ-021,Phoenix Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,84.21609703,,340810.453125,2457.17444187923
1159,{8699C593-E763-4382-891A-3D46899AC506}, ,LUP-AZ-021,Phoenix Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,40.9178056,,165588.484375,1628.22947786503
1160,{E180E026-7EC3-4942-A905-F011919D0E45}, ,LUP-AZ-021,Phoenix Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,498.27638005,,2016452.96875,9822.11943827872
1161,{9E147FCF-04E5-4523-87E7-E51F9488A375}, ,LUP-AZ-021,Phoenix Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,171.93681053,,695803.5859375,3336.94262696036
1162,{C2E76BAD-595A-4B17-8380-C7C40841B88F}, ,LUP-AZ-021,Phoenix Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,650.55135322,,2632687.921875,6490.29404147534
1163,{BB6E79A9-EFA6-4EB6-87DB-775590C49879}, ,LUP-AZ-021,Phoenix Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,135.75633749,,549386.40625,3834.42468345287
1164,{E911EBBB-E566-449A-97ED-D47AEC2A8BF9}, ,LUP-AZ-021,Phoenix Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,105.23519931,,425871.7421875,3013.58605387318
1165,{D8CCAD79-4C5E-4981-ACA2-B37052B5ABAA}, ,LUP-AZ-021,Phoenix Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,638.77778759,,2585041.9921875,6431.33091725831
1166,{CABD0721-3BAB-4674-B316-67DF7A9ADC62}, ,LUP-AZ-021,Phoenix Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,161.43583375,,653307.640625,4031.01872954227
1167,{E6858CC8-476D-497A-AD84-8561459BD89C}, ,LUP-AZ-021,Phoenix Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,349.91699629,,1416063.84375,5577.78971091626
1168,{D29A2F76-F911-44F9-8632-935DCFCF9270}, ,LUP-AZ-021,Phoenix Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,629.21905645,,2546359.1796875,6405.17946251775
1169,{B86CFADE-0E19-47FE-B30A-8B1797664A4A}, ,LUP-AZ-021,Phoenix Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,295.41690247,,1195509.7890625,4876.77916247161
1170,{DE13CC76-2831-4009-BB55-99177B834FDF}, ,LUP-AZ-021,Phoenix Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,601.98272099,,2436137.640625,6348.06842969652
1171,{C4F158DF-04FB-4308-8BE4-79AEE9EBA0D9}, ,LUP-AZ-021,Phoenix Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,657.00575544,,2658807.9609375,6522.7987242703
1172,{3E1C33B0-8552-4930-BE4E-C7D5069D4AD3}, ,LUP-AZ-021,Phoenix Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,677.46290533,,2741595.109375,6624.54593209667
1173,{960DB10C-A84C-4F09-B410-03637D21ED68}, ,LUP-AZ-021,Phoenix Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,321.3482165,,1300450.09375,5630.24666011286
1174,{1D0625EF-578F-4111-A517-A819E5B2814C}, , , ,IV , , ,AZ,AZG01000,UNK,,35.10053372,,142046.8203125,1510.56587472419
1175,{D61E03A0-6C2E-4974-8265-CE1507040C1F}, ,LUP-AZ-021,Phoenix Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,225.84433213,,913959.5859375,3891.21961470606
1176,{4DE85F79-D062-42A7-A2C0-BB91C44B5627}, ,LUP-AZ-021,Phoenix Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,20.55214068,,83171.5625,1195.13366358948
1177,{9DC0AAF8-FB7B-4761-92A7-CB010BACE018}, ,LUP-AZ-021,Phoenix Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,492.11704869,,1991527.0390625,10321.9572495723
1178,{0BB3B8A0-DB7F-441B-929B-A6626B766DDC}, ,LUP-AZ-021,Phoenix Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,39.82374073,,161160.9609375,1605.89245781319
1179,{59D0B430-97B1-498C-8208-72EB66EFBD5F}, ,LUP-AZ-021,Phoenix Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,653.78298581,,2645765.875,6506.97282276612
1180,{BAD371B4-B935-475F-B20A-E13B82D62F26}, ,LUP-AZ-021,Phoenix Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,645.84832005,,2613655.421875,6683.10170255621
1181,{97E0DD02-8315-435C-A3B0-A1DCB03C445F}, ,LUP-AZ-021,Phoenix Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,160.97735674,,651452.25,3999.21784634092
1182,{2919C6BB-BE6A-4D00-894E-F0DA79C587C6}, ,LUP-AZ-021,Phoenix Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,669.78626005,,2710528.828125,10431.1012528917
1183,{259DC0B3-2794-4DF2-9AF8-FA9A0F292165}, ,LUP-AZ-021,Phoenix Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,2628.45712219,,10636988.5859375,16409.6382598438
1184,{B1EFBB21-C992-4750-875D-0364E7C6B025}, ,LUP-AZ-021,Phoenix Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,621.31786381,,2514384.1875,6361.15860565315
1185,{7816A044-5B65-469F-AFE2-3ECD11E07225}, ,LUP-AZ-021,Phoenix Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,630.27276785,,2550623.3984375,6393.81103146703
1186,{E1BD1B41-F17D-4B4F-B173-781F452DCDED}, ,LUP-AZ-021,Phoenix Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,153.800596,,622408.9296875,3159.38979229162
1187,{374F3971-5ACE-4844-90C7-F11EF82D1960}, ,LUP-AZ-021,Phoenix Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,583.7241198,,2362247.703125,8978.01527352786
1188,{AF91EE49-EFBA-4CE9-9307-7C047A791C05}, ,LUP-AZ-021,Phoenix Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,2013.72506854,,8149256.2265625,13084.4239638567
1189,{BB52296E-DAC7-4E71-A1DC-B83F0D0025FE}, ,LUP-AZ-021,Phoenix Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,121.55525685,,491916.671875,3268.12326225284
1190,{F7801783-F38B-48FD-A50F-AEF2BF13B736}, ,LUP-AZ-021,Phoenix Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,502.10274511,,2031937.71875,5755.99855530018
1191,{ECC89BEA-03B6-4397-B921-7C9947C0D93B}, ,LUP-AZ-021,Phoenix Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,324.82701432,,1314528.2890625,4864.62816187315
1192,{A38D7BC5-384D-44EC-80E3-ADC6BA561A4A}, ,LUP-AZ-004,Safford District Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,0.36158048,,1463.264291745,25120.1449864545
1193,{284EA508-0910-4650-A88D-7EB3A9AC2381}, ,LUP-AZ-004,Safford District Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,0.0390683,,158.10380219,6959.20492742349
1194,{9187DCE7-331D-427C-B3F5-099E96C05ED6}, ,LUP-AZ-004,Safford District Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,2.97842294,,12053.25,505.243271710072
1195,{451EDDB2-BAB3-4768-8DE3-2C44065E97AB}, ,LUP-AZ-004,Safford District Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,0.05105023,,206.59295625,4636.15477261951
1196,{6E426091-60FC-48BC-BAFE-65F200DF65F3}, , , ,IV , , ,AZ,AZG01000,UNK,,104.48724691,,422844.88620224,3182.49948927444
1197,{35428E88-593F-4450-8292-B7950FA79BEB}, ,LUP-AZ-004,Safford District Resource Management Plan,IV , , ,AZ,AZG01000,UNK,,11.25756694,,45557.757053125,7517.7209406027
