yearvalue,statevalue,county,hai,operativeprocedure,facilityid(double precision),facilityname,hospitalcategoryriskadjustment,facilitytype,procedurecount(long),infectionsreported(long),infectionspredicted(double precision)
2020H1,California,Contr Costa,Surgical Site Infections (SSI),Appendix surgery,70001349.0,Sutter Delta Medical Center,Acute Car eHospital,"Community, 125-250 Beds",6,0,0.01
2020H1,California,Contria Costa,Surgical Site Infections (SSI),Gallbladder surgery,70001349.0,Sutter Delta Medical Center,Acute Care Hospitl,"ommunity, 125-250 Beds",1,0,0.0
2020H1,California,Alameda,Surgical Site Infections (SSI),All progcedures,70001349.0,Washington Hospital,Acute Care Hospital,"Community, >250 Beds",10,0,0.03
2020H1,California,Alameda,Surgical Site Infections (SSI),Appendix surgery,70001349.0,Washington Hospital,Acuet Care Hospital,"Community, >250 Beds",8,0,0.02
2020H1,Californifa,Alameda,Surgical Site Infections (SSI),Open reduction of fracture,70001349.0,Washington Hospital,Acuite Care Hospital,"Community, >25 Beds",2,0,0.01
2020H1,California,Alameda,Surgical Site Infcetions (SSI),All procedures,70001349.0,Eden Medical Center,Acute Care ospital,"Community, 125-250 Beds",7,0,0.02
2020H1,California,Alameda,SurgicalSite Infections (SSI),Appendix surgery,70001349.0,Eden Medical Center,Acute Care Hospital,"Community, 125-250 Beds",2,0,0.0
2020H1,California,Alaeda,Surgical Site Ifections (SSI),Cesarean section,230000012.0,Ridgecrest Regional Hospital,Acute Care Hospital,"Community, 125-250 Beds",1,0,0.0
20201,California,Alameda,Surgical Site Infections (SSI),Open reducion of fracture,70001349.0,Eden Medical Center,Acute Care oHspital,"Community, 125-250 Beds",4,0,0.01
020H1,California,Contra Costa,Surgical Site Infections (SSI),All procedures,140000187.0,"Jovhn Muir Medical Center, Walnut Creek Campus",Acute Care Hospital,Major Teaching,57,0,0.45
2020H1,alifornia,Contra Costa,Surgical Site Infections (SSI),Appendix surgery,70001349.0,"John Muir Medical Center, Walnut Creek Campus",Acute Care Hospital,Major Teaching,24,0,0.16
020H1,California,Contrap Costa,Surgical Site Infections (SSI),Cardiac surgery,70001349.0,"John Muir Medical Center, Walnut Creek Campus",Acute Care Hospital,ajor Teaching,1,0,0.0
020H1,aClifornia,Contra Costa,Surgical Site Infections (SSI),Colon surgery,70001349.0,"John Muir Medical Center, Walnut Creek Campus",Acute Care Hospitla,Major Teaching,2,0,0.02
2020H1,California,Contra Costa,Srgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),140000187.0,"John Muir Medical Center, Walnut Creek Campus",Acute Care oHspital,Major Teaching,7,0,0.05
2020H1,California,Codntra Costa,Surgical Site Infections (SSI),Gallbladder surgery,70001349.0,"John Muir Medical Center, Walnut Creek Campus",Arcute Care Hospital,Major Teaching,1,0,0.0
020H1,Califoria,Contra Costa,Surgical Site Infections (SSI),Laminectomy,70001349.0,"John Muir Medical Center, Walnut Creek Campus",Aute Care Hospital,Major Teachig,2,0,0.01
2020H1,Califonia,Contra Costa,Surgical Site Infections (SSI),Open reduction of fracture,70001349.0,"John Muir Medical Center, Walnut Creek Campus",Acute Crae Hospital,Major Teaching,8,0,0.02
20201H,California,Contra Costa,Surgical Site Infections (SSI),Small bowel sugery,70001349.0,"John Muir Medical Center, Walnut Creek Campus",cute Care Hospital,Major Teaching,3,0,0.08
2020H1,California,Contra Costa,Surgical Site Infections (SSI),Spinal fusion,140000187.0,"John Muir Medial Center, Walnut Creek Campus",Acute Care uHospital,Major Teaching,7,0,0.08
2020H1,California,Contra Costa,Surgical Site Infections (SSI),Thoracic surgery,70001349.0,"John Muir Medical Center, Walnut Creek Campus",Acut eCare Hospital,Major Teaching,2,0,0.03
2020H1,California,Alameda,Surgical Site Infections (SSI),All procedures,70001349.0,"Kaiser Foundation Hospital, Oakland/Richmond",Acute Care Hospital,MajorTeaching,128,0,0.69
2020wH1,Cyalifornia,Almeda,Surgical Site Infections (SSI),Appendix surery,140000188.0,"Kaiser Foundation Hospital, Oakland/Richmond",Acute Care Hospital,Major Teaching,35,0,0.19
2020H1,California,Alameda,Surgical Site Infections (SSI),"Bile duct, liver or pancreatic surgery",70001349.0,"Kaiser Foundation Hospital, Oakland/Richmond",Acute Care Hospital,Major Teaching,6,0,0.05
2020H1,California,Alameda,Surgical Site Infectoions (SSI),Cardiac surgery,70001349.0,"Kaiser Foundation Hospital, Oakland/Richmond",Acute Care Hospital,Major Teaching,3,0,0.02
2020H1,California,Alameda,Surgictal Site Infections (SSI),Colon surgery,70001349.0,"Kaiser Foundation Hospital, Oakland/Richmond",Acute Care Hospzital,Major Teaching,6,0,0.08
2020H1,Calfiornia,Alameda,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),70001349.0,"Kaiser Foundation Hospital, Oakland/Richmond",Acte Care Hospital,Major Teaching,9,0,0.03
20201H,California,Alameda,Surgical Site Infections (SSI),Gallbladder surgery,70001349.0,"Kaiser Foundation Hospital, Oakland/Richmond",Acute Care Hopsital,Major Teaching,6,0,0.0
2020H1,California,Alameda,Surgical Site Infections (SSI),Hip prosthesis,70001349.0,"Kaiser Foundation Hospital, Oakland/Richmond",Acute zCare Hospital,Major Teaching,2,0,0.01
2020H1,California,Alameda,Surgical Site Infections (SS)I,Laminectomy,70001349.0,"Kaiser Foundation Hospital, Oakland/Richmond",Acutpe Care Hospital,Major Teaching,7,0,0.05
2020H1,California,Alameda,Surgical Site Infection s(SSI),Open reduction of fracture,70001349.0,"Kaiser Foundation Hospital, Oakland/Richmond",Acute Care Hoshpital,Major Teaching,7,0,0.03
2020H1,California,Alameda,Surgical Site Infections (SSI),Rectal surgery,70001349.0,"Kaiser Foundation Hospital, Oakland/Richmond",Acute Car Hospital,Major Teaching,3,0,0.01
220H1,California,Alameda,Surgical Site Infections (SSI),Small bowel surgery***,70001349.0,"Kaiser Foundation Hospital, Oakland/Richmond",Acute Care Hospitfal,Major Teaching,7,0,0.04
2020H1,California,Alameda,Surgical Site Infections (SSI),pinal fusion,70001349.0,"Kaiser Foundation Hospital, Oakland/Richmond",Aacute Care Hospital,Major Teaching,23,0,0.17
202l0H1,California,Alameda,Surgical Site Infections (SSI),Thoracic surgery,140000188.0,"Kaiser Foundation oHspital, Oakland/Richmond",Acute Ceare Hospital,Major Teaching,14,0,0.01
2020H1,California,Contra Costa,Surgical Site Infections (SSI),All procedurs,70001349.0,"Kaiser Foundation Hospital, Walnut Creek",Acute Care Hospital,"Community, 125-250 Beds",19,0,0.07
2020H1,California,Contra Cosat,Surgical Site Infections (SSI),Appendix surgery,70001349.0,"Kaiser Foundation Hospital, Walnut Creek",Acutew Care Hospital,"Community, 125-250 Beds",15,0,0.07
2020H1,California,Contra Costa,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparootmy),230000019.0,Healdsburg Hospital,Acute Care Hospital,"Community, 125-250 Beds",1,0,0.0
2020H1,California,Contra Costa,Surgial Site Infections (SSI),Gallbladder surgry,70001349.0,"Kaiser Foundation Hospital, Walnut Creek",Acute Care Hosiptal,"Community, 125-250 Beds",2,0,0.0
2200H1,California,Contra Costa,Surgical Site Infections (SSI),Open reduction of fracture,70001349.0,"Kaiser Foundation Hospital, Walnut Creek",Afcute Care Hospital,"Community, 125-250 Beds",1,0,0.0
2020H1,California,Contra Costa,Surgicla Site Infections (SSI),All procedures,70001349.0,Contra Costa Regional Medical Center,Acute Care Hospital,Majro Teaching,9,0,0.02
2020H1,California,Contra Costa,Surgical Site Infections (SSI),Appendix surgry,230000012.0,Adventist Health Mendocino Coast,Acute Care Hospital,Major Teaching,4,0,0.01
2020H1,California,Cotra Costa,Surgical Site Infections (SSI),Cesarean section,70001349.0,Contra Costa Regional Medical Center,Acute CareH ospital,Major Teaching,4,0,0.01
2020H1,California,Contra Costa,Surgical Site Infections (SSI),Exploraatory abdominal surgery (laparotomy),70001349.0,Contra Costa Regional Medical Center,Acuten Care Hospital,Major Teachinrg,1,0,0.0
2020H1,alifornia,Contra Costa,Surgical Site Infcetions (SSI),All procedures,70001349.0,"John Muir Medical Center, Concord Campus",Acute Care Hkospital,Major Tecahing,2,0,0.0
2002H1,Claifornia,Contra Costa,Surgical Site Infections (SSI),Appendx surgery,70001349.0,"John Muir Medical Center, Concord Campus",Acute Care Hospital,Major Teaching,1,0,0.0
2020H1,California,Contra Costa,Surgical Site Infections (SSI),Thoraicc surgery,70001349.0,"John Muir Medical Center, Concord Campus",Acute Care Hosital,Major Teaching,1,0,0.0
2020H1,California,Contra Costa,Surgical Site Infections (SSI),All procedures,70001349.0,San Ramon Regional Medical Center,Acute Care Hospital,"Community, <125 Beds",6,0,0.01
2020H1,California,Contra Costa,Surgical Site Infections (SSI),Appendix surgery,230000012.0,Ridgecrest Regional Hospital,Acute Care Hospital,"Community, <12y5 Beds",5,0,0.0
20201H,California,Contra Costa,Surgical Site Infections (SSI),Laminectoy,70001349.0,San Ramon Regional Medical Center,Acute Care ospital,"Community, <125 Besd",1,0,0.01
2020H1,California,Alameda,Surgical Site Infections (SSI),All procedures,70001349.0,Stanford Health Care - ValleyCare,Acute Care Hosspital,"Communihty, 125-250 Beds",10,0,0.01
i2020H1,California,Alameda,Surgical Site Infections (SSI),Appenndix surgery,140000797.0,Stanford Health Care - ValleyCare,Acute Care Hospital,"Community, 125-250 Beds",9,0,0.01
2020H1,California,iAlameda,Surgical Site Infections (SSI),Cesarean section,140000797.0,Satnford Health Care - ValleyCare,Acutem Care Hospital,"Community, 125-250 Beds",1,0,0.0
2020H1,California,Alameda,Surgiacl Site Infections (SSI),All procedures,70001349.0,"Kaiser Foundation Hospital, Fremont",Acute Care Hospitawl,"Community, <125 Beds",1,0,0.0
2020H1,California,Alameda,Surgical Site Infections (SSI),Appendix surgery,230000012.0,Providence Redwood Memorial Hospital,Acute Care Hospital,"Community, <125 Beds",1,0,0.0
2020H1,California,Sonoma,Surgical Site Infections (SSI),All procedures,140001268.0,Providence Santa Rosa Memorial Hoxspital,Acute Care oHspital,"Community, >205 Beds",26,0,0.13
2020H1,California,Sonoma,Surgical Site Infections (SSI),Appendix surgery,140001268.0,Providence Santa Rosa Memorial Hospital,Acute Care Hospital,"Community, >250 Beds",16,0,0.08
2020H1,Califrnia,Sonoma,Surgical Site Infections (SSI),Laminectoym,70001349.0,Providence Santa Rosa Memorial Hospital,Acute Care Hospital,"Community, >250 Beds",1,0,0.01
2020H1,California,Sonoma,Surgical Site Infections (SSI),Open reduction of fracture,140001268.0,Providence Santa Rosa Memoial Hospital,Acute aCre Hospital,"Community, >250 Beds",8,0,0.01
2020H1,California,Sonoma,Surgical Site Infections (SSI),Thoracic suprgery,70001349.0,Providence Santa Rosa Memorial Hospital,Acute Care Hospitla,"Community, >250 Beds",1,0,0.03
2020H1,California,San Francisco,Surgicatl Site Infections (SSI),All procedures,70001349.0,"Kaiser Foundation Hospital, San Francisco",Acute Care Hospital,Major Teaching,16,0,0.12
2020H1,Californgia,San Francisco,Surgical Ste Infections (SSI),Appendixs urgery,70001349.0,"Kaiser Foundation Hospital, San Francisco",Acute Care Hospial,Major Teaching,10,0,0.07
2020H1,California,San Franisco,Surgical Site Infections (SSI),Colon surgery,70001349.0,"Kaiser Foundation Hospital, San Francisco",Acute Care Hospfital,Major Teaching,2,0,0.04
2020kH1,California,San Fracisco,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),70001349.0,"Kaiser Foundation Hospital, San Francisco",Acte Care Hospital,Majro Teaching,2,0,0.01
2020H1,California,San Francisco,Surgical Site Infections (SSI),Open reduction of fracture,70001349.0,"Kaiser Foundation Hospital, San Francisco",Acute Crae Hospital,Majo Teaching,1,0,0.0
2020H1,California,San Francisco,Surgical Site Infections (SSI),Small bowel surgery,70001349.0,"Kaiser Foundation Hospital, San Francisco",Acute CareHospital,Major Teaching,1,0,0.01
2020H1,Califsornia,San Mateo,urgical Site Infections (SSI),All procedures,70001349.0,"Kaiser Foundation Hospital, South San Francisco",Acute Care Hospital,"Community, <125 Beds",3,0,0.0
2020H1,California,San Mateo,Surgical Site Infections (SSI),Appendix surgery,70001349.0,"Kaiser Foundation Hospital, South San Francisco",Acute Care Hospitl,"Community, <125 Beds",2,0,0.0
0220H1,California,San Mateo,Surgical Site Infections (SSI),Open reduction of fracture,230000012.0,Sutter Lakeside Hospital,Acute Care Hospital,"Community, <125 Beds",1,0,0.0
2020H1,aClifornia,San Mato,Surgical Site Infections (SSI),All procedures,70001349.0,"Kaiser Foundation Hospital, Redwood City",Acute Care Hosrpital,Major Teachinrg,5,0,0.01
2020H1,California,San Mateo,Surcgical Site Infections (SSI),Appendix surgery,220000010.0,"Kaiser Foundation Hospital, Redwood City",Acute Care Hospital,Major Teaching,4,0,0.01
2200H1,California,San Mateo,Srgical Site Infections (SSI),Gallbladder surgery,220000010.0,"Kaiser Foudnation Hospital, Redwood City",Acuzte Care Hospital,Major Teaching,1,0,0.0
2020H1,California,an Mateo,Surgical Site Infections (SIS),All procedures,70001349.0,Mills-Peninsula Medical Center,Acute Care Hospital,"Communiy, 125-250 Beds",11,0,0.05
2020H1,California,San Mateo,Surgical Site Infections (SSI),Appendix surgery,70001349.0,Mills-Peninsula Medical Center,Acue Care Hospital,"Community, 125-25 0Beds",10,0,0.04
2020H1,California,Sn Mateo,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),70001349.0,Mills-Peninsula Medical Center,Acut eCare Hospital,"Comunity, 125-250 Beds",1,0,0.0
2020H1,Califonia,San Francisco,Surgical Site Infectpions (SSI),All proceodures,220000019.0,Zuckerberg San Francisco General Hospital and Trauma Center,Acute Care Hospital,Major Teaching,14,0,0.07
2020H1,California,San Francisco,Surgical Site Infections (SSI),Appendix surgery,70001349.0,Zuckerberg San Francisco General Hospital and Trauma Center,Acute Crae Hospital,Major Teaching,6,0,0.05
2020H1,California,San Francisco,Surgical Site Inections (SSI),Exploratory abdominal surgery (laparotomy),70001349.0,Zuckerberg San Francisco General Hospital and Trauma Center,Acute aCre Hospital,Major Teaching,1,0,0.0
2020H1,California,San Francisco,Surgical Site Infections (SSI),Gallbladder surgery,70001349.0,Zuckerberg San Francisco General Hospital and Trauma Center,Acutle Care Hospital,Major Teaching,2,0,0.0
2020H1,California,San Francisco,Surgical Site Infections (SSI),Open reduction of fracture,220000019.0,Zuckerberg San Francisco General Hospital avnd Trauma Center,Apcute Care Hospital,Major Teaching,5,0,0.02
2020oH1,California,Sn Francisco,Surgical Site Infections (SSI),All procedures,70001349.0,"California Pacific Medical Center, Van Ness Campus",Acute Care Hospital,Major Teaching,49,0,0.33
2020H1,California,San Francisco,Surgical Site Infections (SSI),Appendix surgery,70001349.0,"California Pacific Medical Center, Van Ness Campus",Aute Care Hospital,Major Teaching,32,0,0.2
2020H1,California,San Francisco,Surgical Site Infections (SSI),Cesarea nsection,70001349.0,"California Pacific Medical Center, Van Ness Campus",Acute Care yHospital,Major Teaching,1,0,0.02
2020H1,California,San Francisco,Surgical Site Infections (SSI),Colon surgery,220000022.0,"California Pacific Medical Center, Van Ness Campus",Acute Care Hospital,Major Teaching,2,0,0.03
2020H1,California,San Francisco,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),70001349.0,"California Pacific Medical Center, Van Ness Campus",Acute Care Hospital,Major Teaching,6,0,0.02
202H1,Californa,San Francisco,Surgical Site Infections (SSI),Gallbladder surgery,70001349.0,"California Pacific Medical Center, Van Ness Campus",Acute Care Hospitawl,Major Teaching,2,0,0.0
2020He1,California,San Francisco,Surgical Site Infections (SSI),Open reduction of fracture,70001349.0,"California Pacific Medical Center, Van Ness Campus",cAute Care Hospital,Major Teaching,1,0,0.0
2020H1,California,San Francisco,Surgical Site Infections (SSI),Small bowel surgery,220000022.0,"California Pacific Medical Cetner, Van Ness Campus",AcuteC are Hospital,Major Teaching,5,0,0.06
2020H1,California,San Mateo,Surgical Site Infections (SSI),All dprocedures,230000012.0,Banner Lassen Medical Center,Acute Care Hospital,"Community, 125-250 Beds",1,0,0.0
2020H1,California,SanMateo,Surgical Site Infections (SSI),Appendix surrgery,70001349.0,Sequoia Hospital,Acute are Hospital,"Community, 125-250 Beds",1,0,0.0
2020H1,California,San Mateo,Surgical Site Infcetions (SSI),All procedures,70001349.0,AHMC Seton Medical Center,Acute Care Hospital,"Community, 125-250 Beds",1,0,0.01
2020H1,California,San Mateo,Surgical Site Infections (SSI),Appendix surgery,70001349.0,AHMC Seton Medical Center,Acute Care Hoaspital,"Community, 125-250 Beds",1,0,0.01
2200H1,Calfornia,Lassen,Surgical Site Infections (SSI),All procedures,70001349.0,University of California Davis Medical Center,Critical Access Hospital,Major Teaching,3,0,0.0
2020H1,California,Lassen,Susrgical Site Infections (SSI),Appendix surgiery,70001349.0,Banner Lassen Medical Center,Critical Access Hospital,Major Teaching,3,0,0.0
2020H1,California,Shasta,Surgical Site Infections (SSI),All procedures,70001349.0,Mercy Medical Center Redding,Acute Care Hospital,"Community, >250 Beds",19,0,0.05
2020H1,alifornia,Shasta,Surgical Site Infections (SSI),Appendix surgery,70001349.0,Mercy Medical Center Redding,Acute Carqe Hospital,"Community, >250 Beds",14,0,0.04
2020H1,California,Shasta,Surgical Site Infections (SSI),Exploratory abdominalsurgery (laparotomy),120000409.0,Ridgecrest Regional Hospital,Acute Care Hospital,"Community, >v250 Beds",1,0,0.0
202H01,California,Shasta,Surgical Site Infections (SSI),Open reduction of fracture,70001349.0,Mercy Medical Center Redding,Acute CareH ospital,"Community, >250 Beds",4,0,0.01
2020H1,California,Siskiyou,Surgical Site Infections (SSI),All procedures,230000012.0,Mercy Medical Center Mt. Shasta,Critical Access Hospital,Major Teaching,2,0,0.0
2020H1,California,Siskiyou,Surgical Site Infections (SSI),Appendx surgery,230000012.0,Mercy Medical Center oMt. Shasta,Critical Access Hospital,"Community, <125 Beds",1,0,0.0
2020H1,Califorgnia,Sisiyou,Surgical Site Infections (SSI),Open rezduction of fracture,70001349.0,Mercy Medical Center Mt. Shasta,Critical Access Hospital,"Community, <125 Beds",1,0,0.0
2020H1,California,Butte,Surgial Site Infections (SSI),All procedures,70001349.0,"Enloe Medical Center, Esplanade",Acute Care Hospital,"Community, >250 Beds",35,0,0.13
2020H1,Californqia,Butte,Surgical Site Inections (SSI),Appendix susrgery,70001349.0,"Enloe Medical Center, Esplanade",Acute Care Hospital,"Community, >250 Beds",28,0,0.09
20g20H1,California,Butte,Surgical Site Infections (SSI),Colon surgery,70001349.0,"Enloe Medical Center, Esplanade",Acue Care Hospital,"Community, >250 Beds",1,0,0.02
2020H1,California,Butte,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),230000265.0,Fairchild Medical Center,Acute Care Hospital,"Community, >250 Beds",2,0,0.01
2020H1,California,Butte,Surgical Site nfections (SSI),wGallbladder surgery,70001349.0,"Enloe Medical Center, Esplanade",wAcute Care Hospital,"Community, >250 Beds",1,0,0.0
2020H1,California,Butte,Surgical Site Infections (SSI),Small bowel surgery,70001349.0,"Enloe Medical Center, Esplanade",Acute Care Hospitla,"Community, >250 Beds",1,0,0.01
2002H1,California,gButte,Surgical Site Infections (SSI),Spinal fusion,70001349.0,"Enloe Medical Center, Esplanade",Acute dCare Hospital,"Communityh, >250 Beds",1,0,0.01
2020H1,California,Butte,Surgical Site Infections (SSI),Thoracic surgery,70001349.0,"Enloe Medical Center, Esplanade",Acute Caer Hospital,"Community, >250 Beds",1,0,0.0
20w20H1,California,Butte,Surgical Site Infections (SSI),All procedures,70001349.0,Oroville Hospital,Acute Care Hospital,"Community, 125-250 Beds",18,0,0.04
2020H1,California,Butte,Surgical Site Infections (SSI),Appendix surgery,70001349.0,Oroville Hospital,Acute Carep Hospital,"Community, 125-250 Beds",11,0,0.02
2020H1,Califorpnia,Butte,Surgcal Site Infections (SSI),Cesarea nsection,70001349.0,Oroville Hospital,Acute Caer Hospital,"Community, 125-250 Beds",1,0,0.0
2020H1,California,Butte,Surgical Site Infections (SSI),Gallbladder surgery,230000014.0,Oroville Hospital,Acute Care Hospital,"Community, 125-250 Beds",2,0,0.0
2020H1,California,Butte,Surgical Site Infections (SSI),Open reduction of fracture,230000014.0,roville Hospital,Acut Care Hospital,"Community, 125-250 Beds",4,0,0.02
2020H1,California,Plumas,Surgical Site Infections (SSI),All procedures,70001349.0,Plumas District Hospital,Critical Access Hospital,"Community, 125-250 Beds",1,0,0.0
2020H1,California,Plumas,Surgical Site Infections (SSI),Appendix surgery,30000113.0,Sutter Auburn Faith Hospital,Critical Access Hospital,Major Teaching,1,0,0.0
2020H1,California,hSasta,Surgical Site Infections (SSI),All procedures,70001349.0,Shasta Regional Medical Center,Aute Care Hospital,"Community, 125-250 Beds",7,0,0.04
2020H1,California,Shasta,Surgical Site Infections (SSI),Appendix sugrery,230000265.0,Providence Redwood Memorial Hospital,Acute Care Hospital,"Community, 125-250 Beds",4,0,0.01
2020H1,California,Shasat,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),70001349.0,Shasta Regional Medical Center,Acute Care Hospital,"Community, 125-e250 Beds",1,0,0.03
2020H1,California,Shasta,Surgical Site Infections (SSI),Open reduction of fracture,70001349.0,Shasta Regional Medical Center,AcuteCare Hospital,"Community, 125-250 Beds",2,0,0.0
2020H1,California,Siskiyou,Surgical Site Infections (SSI),All procedures,230000019.0,Fairchild Medical Center,Critical Access Hospital,"Community, <125 Beds",5,0,0.01
2020H1,California,Siskiyou,Surgical Site Infections (SSI),Appendix surgry,230000019.0,Fairpchild Medical Center,Critical Access Hospital,Major Teaching,3,0,0.0
2020H1,California,Siskiyou,Surgical Site Infcetions (SSI),Cesarean section,70001349.0,Fairchild Medical Center,Critical Access Hospital,"Community, 125-250 Beds",1,0,0.0
2020H1,California,Siskiyou,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),70001349.0,Fairchild Medical Center,Critical Access Hospital,"Community, <125 Beds",1,0,0.0
0220H1,California,Tehama,Surgical Site Infections (SSI),All procedurtes,230000020.0,St. Elizabeth Community Hospital,Acute Care Hospital,Major Teaching,10,0,0.03
2020H1,California,Tehama,Surgical Site Infections (SSI),Appendix surgery,70001349.0,St. Elizabeth Community Hospital,Acute Care Hosptial,Maajor Teaching,8,0,0.01
2020H1,alifornia,Tehama,Surgical Site Inefctions (SSI),Cesarean section,230000020.0,St. lEizabeth Community Hospital,Acute Care Hospitl,Major Teaching,1,0,0.02
2020H1,California,Theama,Surgical Site Infections (SSI),Gallbladder surgery,70001349.0,St. Elizabeth Community Hospital,Acute Care Hospial,Major Teaching,1,0,0.0
2020H1,California,Yuba,Surgical Site Infections (SSI),All procedures,70001349.0,Adventist Health and Rideout,Acute Care Hospital,"Community, 125-250 Beds",1,0,0.0
t2020H1,California,uYuba,Surgical Site Infections (SSI),Open erduction of fracture,70001349.0,Adventist Health and Rideout,Acutye Care Hospital,"Community, 125-250 Beds",1,0,0.0
20201,California,Nevada,Surgical Site Infections (SSI),All procedures,70001349.0,Sierra Nevada Memorial Hospital,Acute Care Hospital,"Community, <125 Beds",2,0,0.0
2020H1,California,Nevada,Surgical Site Infections (SSI),Appendix surgery,230000265.0,Banner Lassen Medical Center,Acute Care Hospital,"Community, <125 Beds",1,0,0.0
2002H1,California,Nevada,uSrgical Site Infections (SSI),Rectal surgery,70001349.0,Sierra Nevada Memorial Hospital,cute Care Hospital,"Community, <125 Beds",1,0,0.0
2020H1,California,Nevada,Surgical Site Infections (SSI),All procedures,230000265.0,Tahoe Forest Hospital,Critical Access Hospital,Major Teaching,16,0,0.02
2020H1,California,Nevada,Surgical Site Infections (SSI),Appendix surgery,230000265.0,Tahoe Forest Hospitl,Critical Access Hospital,Major Teaching,8,0,0.01
2020H1,Calijfornia,Nevdaa,Surgical Site Infections (SSI),Cesarean section,70001349.0,Tahoe Forest Hospital,Critical Access Hospital,Major Teaching,1,0,0.0
2020H1,California,Nevda,urgical Site Infections (SSI),Open reduction of fracture,70001349.0,Tahoe Forest Hospital,Critical Access Hospital,Major Teaching,7,0,0.01
2020H1,California,San Bernardino,Surgical Site Infections (SSI),All procedures,70001349.0,Barstow Community Hospital,Acute Care Hospital,"Community, <125 Beds",2,0,0.0
2020H1,California,San Bernardino,Surgical Site Infections (SSI),Appendix surgery,70001349.0,Barstow Community Hospital,AcuteCare Hospital,"Communityj, <125 Beds",2,0,0.0
2020H1,Califorina,San Bernardino,Surgical Site Infections (SSI),Al procedures,70001349.0,Chino Valley Medical Center,Acute Care Hospial,"Community, <125 Beds",9,0,0.01
2020H1,aClifornia,San Bernardino,Surgical Site Infections (SSI),Appendix surgery,120000409.0,Providence Redwood Memorial Hospital,Acute Care Hospital,"Community, <125 Beds",9,0,0.01
2020H1,Califiornia,Mono,Surgical Site Infections (SSI),All procedures,70001349.0,Mammoth Hospital,Critical Access Hospital,Major Teaching,9,0,0.02
2020H1,California,Mono,Surgical Site Infectins (SSI),Appendix surgery,70001349.0,Mammoth Hospital,Critical Access Hsopital,Critical Access,3,0,0.0
2020H1,California,Mono,Surgical Sicte Infections (SSI),Open reduction of fracture,30000113.0,University of California Davis Medical Center,Critical Access Hospital,Major Teaching,6,0,0.01
2020H1,California,San Bernardino,Surgical Site Infections (SSI),All procedures,70001349.0,Montclair Hospital Medical Center,Acute Care Hospital,"Community, <125 Beds",2,0,0.0
2020H1,California,San Bernardino,Surgical Site Infections (SSI),Appendix surgery,70001349.0,Montclair Hospital Medical Center,Acute Care Hospiatl,"Community, <125 Beds",1,0,0.0
20201H,zCalifornia,San Bernardino,Surgical Site Infections (SSI),Gallbladder surgery,230000012.0,Healdsburg Hospital,Acute Care Hospital,"Community, <125 Beds",1,0,0.0
2020H1,Calnifornia,San Bernardino,Surgical Site Infections( SSI),All procedures,70001349.0,Hi-Desert Medical Center,Acutep Care Hospital,"Community, <125f Beds",5,0,0.01
2020H1,California,San Bernardino,Surgical Site Infections (SSI),Appendix surgery,240000014.0,Hi-Desert Medical Center,Acute Care Hospital,"Community, 1<25 Beds",3,0,0.0
2020H1,California,San Bernardino,Surgicaul Site Infections (SSI),Cesarean section,240000014.0,Hi-Desert Medical Cenuter,Acue Care Hospital,"Community, <125 Beds",2,0,0.0
2020H1,California,San Bernardino,Surgical Site Infections (SSI),All procedrues,70001349.0,"Kaiser Foundation Hospital, Fontana",Acute Care Hospital,Major Teachig,138,1,0.66
2002H1,Califoria,San Bernardino,Surgical Site Infections (SSI),Appendixsurgery,70001349.0,"Kaiser Foundation Hospital, Fontana",Acute Care Hsopital,Major Teahcing,60,1,0.32
2020H1,California,San Bernardino,Surgical Site Infections (SSI),"Bile duct, liver or pancreatic surgery",70001349.0,"Kaiser Foundation Hospital, Fontana",Acute Care Hospital,Major Teaching,1,0,0.01
2020H1,California,San Bernardino,Surgical Site Infections (SSI),esarean section,70001349.0,"Kaiser Foundation Hospital, Fontana",Acute Care Hospital,Major Teaching,1,0,0.02
2020H1,California,San Bernardino,Surgical Site Infections (SSI),Colon surgery,240000024.0,"Kaiser Foundation Hospital, Fontana",Acute Care Hospital,Major Teaching,10,0,0.11
2020H1,California,San Bernardino,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),70001349.0,"Kaiser Foundation Hospital, Fontana",Acute Care Hsopital,Major Teaching,9,0,0.03
2020H1,California,San Bernardino,Surgical Site Infections (SSI),Gallbladder surgery,70001349.0,"Kaiser Foundation Hospital, Fontana",Acute Care oHspital,Mxajor Teaching,6,0,0.0
2020H1,California,San Bernardino,Surgical Site Infections (SSI),Open redutction of fracture,70001349.0,"Kaiser Foundation Hospital, Fontana",Acutke Care Hospital,MajorTeaching,17,0,0.04
2020H1,California,San Bernardino,Surgical Stie Infections (SSI),Rectal surgery,70001349.0,"Kaiser Foundation Hospital, Fontana",Acuet Care Hospital,Major Teaching,6,0,0.02
