OBJECTID,LAND_CLASS,CT_LEGEND,MA_LEGEND,ME_LEGEND,NH_LEGEND,NJ_LEGEND,NY_LEGEND,RI_LEGEND,VT_LEGEND,STATE_COD,STATE_NAME,CNTY_FIELD,CNTY_COD,CNTY_NAME,TOWN_FIELD,TOWN_NAME,LABEL_FLAG,MAP_LABEL,CT_LABEL_Y,CT_LABEL_N,SHAPE_Length,SHAPE_Area
5602,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,23,Sagadahoc,GEOCODENUM,Arrowsic,False, , , ,111.143592388562,762.750497022617
5603,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,13,Knox,GEOCODENUM,Friendship,False, , , ,128.204527064249,1181.44124359435
5604,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,15,Lincoln,GEOCODENUM,South Bristol,False, , , ,349.008277378625,6375.17887414838
5605,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,13,Knox,GEOCODENUM,Friendship,False, , , ,93.0424914137478,567.292862521769
5606,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,13,Knox,GEOCODENUM,Friendship,False, , , ,92.0655521973149,408.283348920931
5607,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,23,Sagadahoc,GEOCODENUM,Woolwich,False, , , ,102.077864473093,616.492837728808
5608,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,13,Knox,GEOCODENUM,Friendship,False, , , ,162.659496803816,1603.7386636847
5609,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,13,Knox,GEOCODENUM,Friendship,False, , , ,109.16523430531,713.877804186117
5610,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,13,Knox,GEOCODENUM,Matinicus Isle Plt,False, , , ,1128.85604261775,53868.3365655004
5611,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,23,Sagadahoc,GEOCODENUM,Woolwich,False, , , ,117.175857179463,926.733497802502
5612,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,23,Sagadahoc,GEOCODENUM,Arrowsic,False, , , ,147.039347463111,1253.50121924985
5613,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,23,Sagadahoc,GEOCODENUM,Arrowsic,False, , , ,122.278541490363,1038.89592256623
5614,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,23,Sagadahoc,GEOCODENUM,Arrowsic,False, , , ,211.728144169357,1998.49559533365
5615,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,23,Sagadahoc,GEOCODENUM,Arrowsic,False, , , ,125.36986762092,1021.76933006402
5616,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,23,Sagadahoc,GEOCODENUM,Arrowsic,False, , , ,106.191486057296,752.58427996158
5617,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,23,Sagadahoc,GEOCODENUM,Arrowsic,False, , , ,202.671628253906,2373.87301065942
5618,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,23,Sagadahoc,GEOCODENUM,Arrowsic,False, , , ,112.111874775276,876.364542655075
5619,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,23,Sagadahoc,GEOCODENUM,Woolwich,False, , , ,909.780721508344,47421.3615366121
5620,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,15,Lincoln,GEOCODENUM,Boothbay,False, , , ,6571.51939982319,1912973.97212176
5621,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,23,Sagadahoc,GEOCODENUM,Woolwich,False, , , ,454.160083031815,7827.09010193664
5622,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,13,Knox,GEOCODENUM,Friendship,False, , , ,277.388307448086,4539.85651241676
5623,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,15,Lincoln,GEOCODENUM,South Bristol,False, , , ,374.977319119607,9812.80519644498
5624,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,13,Knox,GEOCODENUM,Matinicus Isle Plt,False, , , ,169.685831595689,1524.74609478814
5625,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,23,Sagadahoc,GEOCODENUM,Woolwich,False, , , ,131.919313631054,1169.29914855325
5626,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,23,Sagadahoc,GEOCODENUM,Arrowsic,False, , , ,346.978128682354,7717.2064376537
5627,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,23,Sagadahoc,GEOCODENUM,Woolwich,False, , , ,113.897783250911,680.999983301096
5628,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,23,Sagadahoc,GEOCODENUM,Arrowsic,False, , , ,139.506272215596,1307.46226933553
5629,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,23,Sagadahoc,GEOCODENUM,Arrowsic,False, , , ,89.4214244211274,528.366673047414
5630,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,13,Knox,GEOCODENUM,Matinicus Isle Plt,False, , , ,160.961428660435,1742.55306904711
5631,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,15,Lincoln,GEOCODENUM,Bristol,False, , , ,4652.39300734744,526155.965314295
5632,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,13,Knox,GEOCODENUM,Friendship,False, , , ,112.891525913401,829.944576801004
5633,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,13,Knox,GEOCODENUM,Friendship,False, , , ,205.947843330261,2461.78979495397
5634,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,23,Sagadahoc,GEOCODENUM,Arrowsic,False, , , ,122.905061566593,1004.06463520704
5635,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,15,Lincoln,GEOCODENUM,Bristol,False, , , ,231.967795342194,3152.28455229758
5636,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,13,Knox,GEOCODENUM,Matinicus Isle Plt,False, , , ,384.326187343103,8206.90709286033
5637,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,13,Knox,GEOCODENUM,Matinicus Isle Plt,False, , , ,290.53528600619,4626.07044726682
5638,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,15,Lincoln,GEOCODENUM,Bristol,False, , , ,220.096385837109,2811.14301604759
5639,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,23,Sagadahoc,GEOCODENUM,Woolwich,False, , , ,104.283259725564,645.626600339347
5640,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,23,Sagadahoc,GEOCODENUM,Arrowsic,False, , , ,187.585906440263,2262.25263714448
5641,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,23,Sagadahoc,GEOCODENUM,Arrowsic,False, , , ,111.751937761321,889.572291240119
5642,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,13,Knox,GEOCODENUM,Friendship,False, , , ,220.948376347577,2292.98481977721
5643,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,13,Knox,GEOCODENUM,Saint George,False, , , ,1053.3063223663,59268.6801428606
5644,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,15,Lincoln,GEOCODENUM,Bristol,False, , , ,180.051075243741,2310.83383014636
5645,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,13,Knox,GEOCODENUM,Friendship,False, , , ,353.002085630778,5269.67921661497
5646,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,13,Knox,GEOCODENUM,Matinicus Isle Plt,False, , , ,116.027203566585,788.660969294022
5647,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,13,Knox,GEOCODENUM,Matinicus Isle Plt,False, , , ,326.472129359347,6650.3437839228
5648,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,23,Sagadahoc,GEOCODENUM,Arrowsic,False, , , ,160.958553014407,1917.31668224026
5649,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,23,Sagadahoc,GEOCODENUM,Arrowsic,False, , , ,149.888001907369,1518.03487724862
5650,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,23,Sagadahoc,GEOCODENUM,West Bath,False, , , ,430.936194526118,11354.242621202
5651,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,5,Cumberland,GEOCODENUM,Brunswick,False, , , ,224.47713971107,3196.80475785203
5652,Land,Other States,Other States,Other States,New Hampshire,Other States,Other States,Other States,Other States,NH,New Hampshire,COUNTY,3,Carroll,FIPS,Tamworth,True,Tamworth, ,Tamworth,173771.639419502,1693497572.98602
5653,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,15,Lincoln,GEOCODENUM,Bristol,False, , , ,134.166545619513,1290.61786928235
5654,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,13,Knox,GEOCODENUM,Matinicus Isle Plt,False, , , ,250.912128798969,3411.0537984273
5655,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,15,Lincoln,GEOCODENUM,South Bristol,False, , , ,569.687871197164,10315.6957361102
5656,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,13,Knox,GEOCODENUM,Saint George,False, , , ,635.097425965074,13593.462216358
5657,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,13,Knox,GEOCODENUM,Friendship,False, , , ,804.770884137767,26403.5365036397
5658,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,13,Knox,GEOCODENUM,Matinicus Isle Plt,False, , , ,139.890194861332,1333.47448893539
5659,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,23,Sagadahoc,GEOCODENUM,Bath,False, , , ,178.958010247595,2237.51614789069
5660,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,23,Sagadahoc,GEOCODENUM,Arrowsic,False, , , ,704.039712343082,36487.7285146985
5661,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,23,Sagadahoc,GEOCODENUM,Woolwich,False, , , ,237.527364603304,2291.64570934231
5662,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,23,Sagadahoc,GEOCODENUM,Woolwich,False, , , ,134.244113104464,1255.42023720261
5663,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,13,Knox,GEOCODENUM,Friendship,False, , , ,85.8244588999276,510.856040219099
5664,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,13,Knox,GEOCODENUM,Friendship,False, , , ,96.3690498388427,578.212767237929
5665,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,13,Knox,GEOCODENUM,Friendship,False, , , ,104.169581526845,606.769842604152
5666,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,13,Knox,GEOCODENUM,Saint George,False, , , ,793.915370314939,37094.5230650737
5667,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,13,Knox,GEOCODENUM,Saint George,False, , , ,7678.58019903842,2702143.20400557
5668,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,23,Sagadahoc,GEOCODENUM,Woolwich,False, , , ,106.928647149393,703.040987023317
5669,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,15,Lincoln,GEOCODENUM,South Bristol,False, , , ,1500.26233638011,76598.307616835
5670,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,13,Knox,GEOCODENUM,Matinicus Isle Plt,False, , , ,171.054764935584,1919.33127551688
5671,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,13,Knox,GEOCODENUM,Matinicus Isle Plt,False, , , ,1250.7960812006,67249.6222842206
5672,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,23,Sagadahoc,GEOCODENUM,Woolwich,False, , , ,150.823846826709,1086.29782008512
5673,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,15,Lincoln,GEOCODENUM,South Bristol,False, , , ,245.082842392321,3077.87025546491
5674,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,23,Sagadahoc,GEOCODENUM,Arrowsic,False, , , ,104.731774468455,605.259635743401
5675,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,15,Lincoln,GEOCODENUM,South Bristol,False, , , ,503.688262509483,15652.0541688884
5676,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,23,Sagadahoc,GEOCODENUM,Arrowsic,False, , , ,91.7425302701563,451.344959332514
5677,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,15,Lincoln,GEOCODENUM,South Bristol,False, , , ,182.209927015133,2179.48783714291
5678,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,13,Knox,GEOCODENUM,Matinicus Isle Plt,False, , , ,249.502745264783,3902.156246011
5679,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,15,Lincoln,GEOCODENUM,Bristol,False, , , ,186.131481454424,1754.6989979289
5680,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,15,Lincoln,GEOCODENUM,Boothbay,False, , , ,138.837070611883,1212.93527316356
5681,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,23,Sagadahoc,GEOCODENUM,Woolwich,False, , , ,135.693320494595,1207.67467234824
5682,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,23,Sagadahoc,GEOCODENUM,Woolwich,False, , , ,130.530076797002,834.736634461409
5683,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,15,Lincoln,GEOCODENUM,Boothbay,False, , , ,103.026650323387,419.412938558348
5684,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,15,Lincoln,GEOCODENUM,South Bristol,False, , , ,274.140193554977,4797.41582741257
5685,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,15,Lincoln,GEOCODENUM,Westport Island,False, , , ,575.391053818819,17860.6833767387
5686,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,15,Lincoln,GEOCODENUM,Boothbay,False, , , ,205.015475994679,2537.75719709958
5687,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,23,Sagadahoc,GEOCODENUM,Woolwich,False, , , ,265.714340795715,4826.4820270206
5688,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,23,Sagadahoc,GEOCODENUM,Woolwich,False, , , ,297.146829910018,3577.67815160181
5689,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,5,Cumberland,GEOCODENUM,Brunswick,False, , , ,188.587463454719,2540.62404404246
5690,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,15,Lincoln,GEOCODENUM,Boothbay,False, , , ,159.4434778218,1298.42713870782
5691,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,5,Cumberland,GEOCODENUM,Brunswick,False, , , ,163.615599909943,1947.49009795351
5692,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,5,Cumberland,GEOCODENUM,Brunswick,False, , , ,111.82738880821,680.654081490457
5693,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,23,Sagadahoc,GEOCODENUM,Woolwich,False, , , ,116.185805429987,826.690241975477
5694,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,15,Lincoln,GEOCODENUM,Bristol,False, , , ,841.006054794382,26727.21621347
5695,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,23,Sagadahoc,GEOCODENUM,Woolwich,False, , , ,123.902856111165,1038.45290759841
5696,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,23,Sagadahoc,GEOCODENUM,Woolwich,False, , , ,135.102316113524,1271.61800703777
5697,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,23,Sagadahoc,GEOCODENUM,Woolwich,False, , , ,102.349895548903,655.296775363983
5698,Land,Other States,Other States,Other States,Other States,Other States,New York,Other States,Other States,NY,New York,CNTYCODE,23,Lewis,SWIS,New Bremen,True,New Bremen, ,New Bremen,198238.412539042,1553699432.44046
5699,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,23,Sagadahoc,GEOCODENUM,Woolwich,False, , , ,71.1552078712167,293.87554629085
5700,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,23,Sagadahoc,GEOCODENUM,Woolwich,False, , , ,180.240543672943,2084.74812033239
5701,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,15,Lincoln,GEOCODENUM,Westport Island,False, , , ,354.80346978904,9166.86047752123
5702,Land,Other States,Other States,Other States,Other States,Other States,Other States,Other States,Vermont,VT,Vermont,CNTY,17,Orange,FIPS6,Strafford,True,Strafford, ,Strafford,143189.701152946,1236055334.85079
5703,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,15,Lincoln,GEOCODENUM,Boothbay,False, , , ,6761.92907158148,1036996.81626703
5704,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,13,Knox,GEOCODENUM,Matinicus Isle Plt,False, , , ,903.458067275491,40060.5145635071
5705,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,23,Sagadahoc,GEOCODENUM,Woolwich,False, , , ,117.999263690717,842.869905847422
5706,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,15,Lincoln,GEOCODENUM,Bristol,False, , , ,669.411966022416,24518.0953738304
5707,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,15,Lincoln,GEOCODENUM,Westport Island,False, , , ,2530.31313915399,260462.575047952
5708,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,15,Lincoln,GEOCODENUM,South Bristol,False, , , ,779.574276241442,35542.2118757891
5709,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,13,Knox,GEOCODENUM,Matinicus Isle Plt,False, , , ,252.049511386076,3388.75553529696
5710,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,15,Lincoln,GEOCODENUM,South Bristol,False, , , ,354.338566357494,7516.92055567921
5711,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,15,Lincoln,GEOCODENUM,Westport Island,False, , , ,2950.95933679506,268869.341413437
5712,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,13,Knox,GEOCODENUM,Saint George,False, , , ,24858.8887886955,18863218.2118862
5713,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,13,Knox,GEOCODENUM,Saint George,False, , , ,200.026383126957,2693.23375170472
5714,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,13,Knox,GEOCODENUM,Saint George,False, , , ,124.813455100341,1096.81857012143
5715,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,13,Knox,GEOCODENUM,Matinicus Isle Plt,False, , , ,2835.70792002161,409911.054618224
5716,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,13,Knox,GEOCODENUM,Saint George,False, , , ,92.1402345307599,534.43815159686
5717,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,13,Knox,GEOCODENUM,Saint George,False, , , ,93.0214371489041,563.293698654072
5718,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,13,Knox,GEOCODENUM,Saint George,False, , , ,104.131901713373,764.886334309628
5719,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,13,Knox,GEOCODENUM,Saint George,False, , , ,107.37681035007,745.607929962715
5720,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,13,Knox,GEOCODENUM,Saint George,False, , , ,149.548848539099,1352.01722963079
5721,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,13,Knox,GEOCODENUM,Saint George,False, , , ,244.130866618083,3612.83479341507
5722,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,13,Knox,GEOCODENUM,Saint George,False, , , ,143.347306118112,1274.9723853965
5723,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,13,Knox,GEOCODENUM,Matinicus Isle Plt,False, , , ,788.104210856747,33766.1077978971
5724,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,23,Sagadahoc,GEOCODENUM,Georgetown,False, , , ,766.784832712119,20603.4591298389
5725,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,13,Knox,GEOCODENUM,Saint George,False, , , ,911.151088059383,19046.8139229109
5726,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,13,Knox,GEOCODENUM,Saint George,False, , , ,91.0049934060669,588.48423653651
5727,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,13,Knox,GEOCODENUM,Saint George,False, , , ,98.0106482194334,667.478629267181
5728,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,13,Knox,GEOCODENUM,Saint George,False, , , ,78.4559592255029,432.854013623466
5729,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,13,Knox,GEOCODENUM,Saint George,False, , , ,78.3781062902899,413.084962109612
5730,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,15,Lincoln,GEOCODENUM,Westport Island,False, , , ,2028.05272548295,199976.201077481
5731,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,23,Sagadahoc,GEOCODENUM,Georgetown,False, , , ,2875.32034331541,435876.516828088
5732,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,13,Knox,GEOCODENUM,Saint George,False, , , ,146.38854047273,1484.04307210624
5733,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,13,Knox,GEOCODENUM,Saint George,False, , , ,104.722445420428,775.605595248151
5734,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,13,Knox,GEOCODENUM,Saint George,False, , , ,208.836942781759,2447.53148606989
5735,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,23,Sagadahoc,GEOCODENUM,Woolwich,False, , , ,152.387545591116,1137.06933214068
5736,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,13,Knox,GEOCODENUM,Saint George,False, , , ,76.368910556593,413.30617161875
5737,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,13,Knox,GEOCODENUM,Matinicus Isle Plt,False, , , ,223.691395095802,3089.61430238809
5738,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,15,Lincoln,GEOCODENUM,Bristol,False, , , ,2561.4047567653,345238.049244167
5739,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,13,Knox,GEOCODENUM,Saint George,False, , , ,225.70053697691,2374.07154006635
5740,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,13,Knox,GEOCODENUM,Saint George,False, , , ,95.0837426733359,629.435904654542
5741,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,23,Sagadahoc,GEOCODENUM,Woolwich,False, , , ,99.7706652185097,629.489669814628
5742,Land,Other States,Other States,Maine,Other States,Other States,Other States,Other States,Other States,ME,Maine,CNTYCODE,23,Sagadahoc,GEOCODENUM,Woolwich,False, , , ,529.941451519748,14463.3659080809
