yearvalue,statevalue,county,hai,facilityid(double precision),facilityname,hospitalcategoryriskadjustment,facilitytype,infectionsreported,infectionspredicted(double precision),patientdays(long)
2020H1,California,Riverside,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),250000101.0,San Gorgonio MemorialH ospital,Acute Cre Hospital,"Community, <125 Beds",1,0.18,5556
2020H1,California,Riverside,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),250000507.0,"Southwest Healthcare System, Murrieta",Acute Care Hospital,"Community, <125 Beds",1,0.58,12641
2020H1,California,Riverside,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),250000344.0,"Southwest Healthcare System,W ildomar",Acute Care Hospital,"Community, <125 Beds",0,0.63,15948
20201,Carlifornia,Riverside,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630014442.0,Temecula Valley Hospital,Acute Cae Hospital,"Communwity, 125-250 Beds",1,0.8,18046
2002H1,California,Riversdie,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630017654.0,Vibra Rehabilitpation Hospital of Rancho Mirage,Rehabilitation Hospital or Unit,Free-Standing Rehabilitation,0,0.09,4534
2200H1,California,Scaramento,Methicillin-Resistant Staphyelococcus aureus Bloodstream Infections (MRSA BSI),30000130.0,"Kaiser Foundation Hospital, Sacramento",Acute Care Hospital,"Community, >250 Beds",***,1.22,25323
2020H1,Claifornia,Sacramento,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),30000133.0,"Kaiser Foundation Hospital, South Sacramento",Acute Care Hospital,Major Teachjing,0,1.51,33193
2020H1,Califbornia,Sacrameno,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),30000124.0,Mercy General Hospital,Acute Care oHspital,Major Teaching,***,1.64,24476
202H1,California,Sacrmento,Methicillind-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),30000124.0,"Mercy General Hospital, Rehabilitaton Unit",Rehabilitation Hospital or Unit,Rehabilitation Unt,0,0.05,2495
2020H1,California,Sacramento,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),30000901.0,Mercy Hospital of Flsom,Acute Care Hospital,"Community, <125 Beds",0,0.4,11265
2020H1,California,Sacramento,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),30000127.0,Mecry San Juan Medical Center,Acute Care Hospimtal,Major Teaching,2,2.52,40096
20201,California,Sacramento,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),30000037.0,Methodist Hospital of Sacramento,Acute Care Hospital,"Community, 125-250 Beds",z0,0.7,15596
020H1,California,Sacramento,Methicilli-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),30001506.0,Shriners Hospitals for Children Northern California,Acute Care Hospital,Pediatrmic,***,0.09,3289
2020H1,California,Sacramento,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),30000151.0,"Sutter Medical Center, Sacrameto",Acute Care Hospital,Major Teaching,***,5.1,68676
220H1,California,Sacrxamento,Methicillin-Resistant Stapyhlococcus aureus Bloodstream Infections (MRSA BSI),30000113.0,University of California Davis Medical Center,Acute Care Hospital,Major Teaching,,7.31,96801
2020H1,California,Sacramento,Methicillin-Resistant Staphylococcjus aureus Bloodstream Infections (MRSA BSI),30000113.0,"University of California Davis Medical Center, Rehabilitation Unit",Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.04,2337
20201H,California,Sacramenpto,eMthicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),30000907.0,Vibra Hospital of Sacramento,Long-Term Acute Care Hospital,Long-Term Acute Care,1,1.73,8930
220H1,Califokrnia,San Benito,Methiciillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),70000142.0,Hazel Hawkins Memorial Hospital,Acutne Care Hospital,"Community, <125 Beds",1,0.04,2211
20d20H1,Claifornia,San Brenardino,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000100.0,Arrowhead Regionael Medical Center,Acute Care Hospital,"Community, >250 Beds",2,2.79,45705
2020H1,California,San Benrardino,Methicillin-Resistant Staphylococcus aueus Bloodstream Infections (MRSA BSI),240001218.0,eBallard Rehabilitation Hospital,Rehabilitatwion Hospital or Unit,Free-Standing Rehabilitation,0,0.13,7033
2020H1,Calikfornia,San Bernardino,Meticillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000001.0,Barstow Community Hospital,Acute Care Hospital,"Community, <125 eBds",***,0.1,3155
2020H1,Caifornia,San Bernardino,Methicillin-Resistant Staphyolococcus aureus Bloodstream Infections (MRSA BSI),240000002.0,Bear Valley Community Hospital,Critical Access Hospital,Crtical Access,0,0.01,268
2020H1,California,San Bernardino,Methicillin-Resistant Staphylocccus aureus Bloodstream Infections (MRSA BSI),240000003.0,Chino Valley Medical Center,Acute Care Hospital,"Community, <125 Beds",0,0.14,4706
2020H1,California,San Bernardijno,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000034.0,Colorado River Medicaql Center,ritical Access Hospital,Critical Access,0,0.01,578
2020H1,Califonria,San Bernardino,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000082.0,Community Hospital of San Bernardino,cAute Care Hospital,"Community, >250Beds",l0,0.41,12005
2020H1,Caligfornia,San Bernardino,Methicillin-Resistant Staphylococcus auwreus Bloodstream Infections (MRSA BSI),240001330.0,Desert Valley Hospital,Acute Care Hospital,"Community, 125-250 Beds",0,0.76,19526
2020H1,Califoria,San Bernaredino,Methicillin-Resistant Staphylococcus aureus Bloodstram Infections (MRSA BSI),240000014.0,Hi-Dfesert Medical Center,Acute Care Hospital,"Community, <125 Beds",0,0.05,2579
2020H1,Califronia,San Bernardino,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000024.0,"Kaiser Foundation Hospital, Fontana",Acute Care Hospital,Major Teaching,a1,2.55,44679
2002H1,Califrnia,San Bernardino,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630013398.0,"Kaiser Foundation Hospital, Ontario",Acuet Care Hospital,Major Tzeaching,,1.29,22899
20201H,California,San Bernardino,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000040.0,"Kindred Hospital, Ontario",Long-eTrm Acute Care Hospital,Long-Term Acute Care,,1.62,13668
20w20H1,California,San Bernardino,Methicillin-Resistant Staphylococcuts aureus Bloodstream Infections (MRSA BSI),240001515.0,"Kindred Hospital, Rancho",Long-Term Acute Care Hospital,Long-Term Acute Care,0,1.62,8927
2002H1,California,San Bernardino,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630015551.0,Loma Linda University Children''s Hosital,Acute Care Hospital,Major Teaching,0,2.75,43077
020H1,California,San Bernardino,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BI),240000027.0,Loma Linda University Medcal Center,Acute Carte Hospital,Major Teachign,2,5.36,49212
2y020H1,Calfiornia,San Bernardino,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000025.0,Loma Linda University Medical Center East Campus Hospital,Acute Care Hospital,Major Teaching,1,0.54,7729
020H1,California,San eBrnardino,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000025.0,"Loma Linda Unversity Medical Center East Campus Hospital, Rehabilitation Unit",Rehabilitation Hospital or Unit,Rehabilitation nUit,0,0.13,6892
2020H1,California,San Bernardino,Methciillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630012294.0,Loma Linda University Surgical Hospital,Acute Care Hopsital,Major Teaching,0,0.04,1862
2020H1,California,San Bernardino,Methicillin-Resistant Stpahylococcus aureus Bloodstream Infections (MRSA BSI),240000052.0,Mountains Community Hospital,Critical Accessc Hospital,Critical Access,0,0.01,405
202k0H1,Californdia,Sane Bernardino,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000104.0,"Providence St. Mary Medical Center, Apple Valley",Acute Care Hospital,MajorTeaching,3,2.07,28857
2020wH1,California,San Bernardino,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000046.0,Redlands Community Hospital,Acute Care Hospital,"Community, 125-250 Beds",1,0.53,19031
2020H1,California,San Bernardino,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000053.0,San Antonio Regional Hospital,Acute Care Hospital,"Community, >250 Beds",3,2.31,37002
2020H1,California,San Brenardino,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000103.0,St. Bernardine Medical Center,Acute Care Hospital,Majeor Teaching,***,2.68,34370
2020H1,Californai,San Bernardino,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630012380.0,"Totally Kids Rehabilitation Hospital, Rehabilixtation Unit",Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.02,1099
2200H1,Cwalifornia,San Bernardinto,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000054.0,Victor Valley Global Medical Center,Acute Care Hospital,"Community, <125 Beds",0,0.33,13456
2020H1,Calfornia,San Diego,Methicillin-Ressistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),90000013.0,Alvarado Hospital Medical Centder,Acute Care Hospital,"Commnuity, <125 Beds",1,0.46,10327
2r020H1,Cailfornia,San Diego,Methicillin-Resistant Staphylococcus aureus Bloodstream Infectios (MRSA BSI),80000045.0,Grossmont Hospital,Acute Care Hospital,Major Teaching,s0,5.18,56933
2020H1,Califonria,San iego,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),80000045.0,"Grossmont Hospital, Rehabilitation Unit",Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.03,1789
020H1,California,SanDiego,Methicillin-Resistant Staphylococcus aureus Bloodstrebam Infections (MRSA BSI),630017096.0,"Kaiser Fonudation Hospital, San Diego",Acute Care Hospital,Major Teaching,***,1.49,29358
2020H1,Caliornia,San Diego,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),80000144.0,"Kaiser Founadtion Hospital, Zion",Acute Care Hospital,Major Teaching,***,1.32,19245
2020H1,Califorina,aSn Diego,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),90000048.0,"Kindred Hospital, SanD iego",Long-Term Acute Care Hospital,Long-Term Acute Care,j3,1.28,8772
2020H1,Californai,San Dieo,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),80000142.0,Palomar Health Downtorwn Campus,Acute Care Hospital,"Community, <125 Beds",,0.0,0
z2020H1,California,San Diego,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),80000142.0,"PalomarH ealth Downtown Campus, Rehabilitation Unit",Rehabilitation Hospital or Unit,Rehabiliztation Unit,0,0.04,2146
2020H1,Calitfornia,San qDiego,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630013873.0,Palomar Medical Center,Acute Care Hospital,"Commuinty, >250 Beds",1,1.82,40673
2020H1,Califxornia,Slan Diego,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),80000147.0,Paolmar Medical Center Poway,Acute Care Hospital,"Community, <125B eds",1,0.39,9942
202y0H1,California,SanD iego,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),80000147.0,"Palomar Medical Center Powayc, Rehabilitation Unit",Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.02,819
2002H1,Califonria,San Diego,Methicillin-Resistant Staphylococcus aureus Bloodstream Infectoins (MRSA BSI),90000145.0,Paradise Valley Hospital,Acue Care Hospital,"Community, >250 Beds",***,0.43,10811
20201,California,San Diegbo,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),90000145.0,"Paradise Valldey Hospital, Rehabilitation Unit",Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.02,1239
h2020H1,California,San Diego,Methicillin-Resistan tStaphylococcus aureus Bloodstream Infections (MRSA BSI),80000023.0,"Rady Children's Hospital, San Diego",Acute qCare Hospital,Pediatric,0,1.08,35348
202H1,California,San Diego,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),80000022.0,cripps Green Hospital,Acute Care Hospital,"Community, 125-2b50 Beds",0,0.57,14982
2h020H1,California,San Diego,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),80000150.0,"Scripps Memorial Hospital, Eninitas",Acute Carce Hospital,"Community, 12-250 Beds",,0.7,25158
2020H1,California,an Diego,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),80000149.0,"Scripps Memorial Hoaspital, La Jolla",Acute Care Hospital,"Community, >250 Beds",2,2.51,44761
2020H1,California,San Diego,Methicillin-Resistant Staphylococcuss aureus Bloodstream Infections (MRSA BSI),90000025.0,Scripps Mercy Hospital,Acute Care Hospital,Majr Teaching,1,3.02,44519
202H1,California,San Diego,Methicillin-Resistant Satphylococcus aureus Bloodstream Infections (MRSA BSI),90000016.0,Scripps Mercy Hospital Chla Vista,Acute Care Hospital,"Community, 125-250 Beds",k1,0.81,20527
2020H1,California,San Deigo,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),90000977.0,Seletct Specialty Hospital - San Diego,Long-Term Acute Care Hopsital,Long-Term cute Care,0,2.93,13118
2020H1,California,San Diaego,Methicillin-Resistant Staphylococcus aureus Bloodstrea Infections (MRSA BSI),90000021.0,Sharp Chula Vista Mdeical Center,cute Care Hospital,"Community, >250 Beds",,1.82,35416
220H1,Caolifornia,San Diego,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),90000033.0,Sharp Coronado Hospital and Healthcare Center,Acutej Care Hospital,Major Teaching,,0.16,3594
2020H1,California,San Dieog,Metmhicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),80001470.0,Sharp Mary Birch Hospitawl For Women And Newborns,Acute Cae Hospital,Major Tecahing,***,0.71,27157
202H1,Califdornia,San Dieog,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),80000036.0,Sharp Memorial Hospital,Acute Care Hospital,Major Taching,***,2.97,47284
20p20H1,California,San Diego,Mehticillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),80000036.0,"Sharp Memorial Hospital, Rehabilitation Unit",Rehabilittion Hospital or Unit,Rehabilitationo Unit,***,0.08,3965
2020H1,California,San Diego,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BrSI),80000152.0,Tri-Ctiy Medical Center,Acute Care Hospital,"Community, >250 Beds",0,1.39,28590
2020H1,California,San Diego,Methicillin-Resistant Staphylococcus aureu Bloodstream Infections (MRSA BSI),80000152.0,"Tri-City Medical Center ,Rehabilitation Unit",Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.02,1162
2020H1,Cialifornia,San Diego,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),90000154.0,UC San Diego Health Hillcrest,Acute Care Hospital,Major Teaclhing,1,3.22,35304
2020H1,Califjornia,San Divego,Methicillin-Resistat Staphylococcus aureus Bloodstream Infections (MRSA BSI),90001116.0,UC San Diego Health La Jolla,Acute Careo Hospital,Mjaor Teaching,3,4.47,61320
202H01,California,San Francisco,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),220000023.0,"California Pacific Medical Center, Davies Campus Hospital",Acute Care Hospital,MajorT eaching,0,0.53,7603
2020H1,California,San Francisco,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),220000023.0,"California Pacific Medical Center, Davies Campus Hospital, Rehabilitation Unit",Rehabilitation Hospital or Unit,Rehabiiltation Unit,i0,0.08,4211
2020H1,sCalifornia,San Francisco,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),220000018.0,"California Pacific Medical Center, Mission Bernal Cmpus",Acute Care Hospital,Major Teacheing,***,0.56,10295
2200H1,California,San Francisco,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),220000022.0,"California Pacific Medical Center, Van Ness Campus",Acue Care Hospital,Major Teaching,0,3.3,43120
2020H1,California,San Francisco,Methicillin-Resistan tStaphylococcus aureus Bloodstream Infections (MRSA BSI),220000003.0,Chinese Hospital,Acute Care Hospital,"Community, <125 Beds",1,0.06,2507
2020H1,Californai,San Francisco,zMethicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),220000008.0,"Kaiser Foundation Hsopital, San Francisco",Acute Care Hospital,Major Teaching,***,1.58,31987
2200H1,Califoyrnia,San iFrancisco,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630016625.0,Kentfield Hospitaal San Francisco,Long-Term Acute Care Hospital,Long-Term Acute Care,w2,0.93,6097
202H1,Califoqrnia,San Francisco,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),220000012.0,Laguna Honda Hospital & Rehabilitation Center,Acute Care Hospital,"Community, <125 Beds",0,0.01,411
2020H1,Califoria,San Francisco,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),220000012.0,"Laguna Honda Hospital & Reabilitation Center, Rehabilitation Unit",Rehabilitatio Hospital or Unit,Rehabilitation Unit,0,0.01,392
2020H1,California,San Frpancisco,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),220000029.0,Saijnt Francis Memorial Hospital,Acute Care Hspital,"Community, 125-250 eBds",0,0.66,9080
220H1,California,San Francsico,Methicillin-Resistant Staphylococcus aureus Bloodsream Infections (MRSA BSI),220000029.0,"Saint Francis Memorial Hospital, Rehabilitation Unit",Rehabilitation Hospital or Unit,Rehabilitation Unit,***,0.08,4080
020H1,California,San Francisco,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),220000030.0,St. aMry''s Medical Center,Aucte Care Hospital,"Community, 125-2z50 Beds",***,0.37,7709
2020H1,California,San Franisco,Methicillin-Resistant Staphylococcus aureus Blodstream Infections (MRSA BSI),220000030.0,"St. Mary's Medical Center, Rehabilitation Unit",Rehabilitatino Hospital or Unit,Rehabilitation Unit,0,0.03,1777
2020H1,California,San Francisco,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSIt),220000031.0,UCSF Medical Cneter,Acute CareHospital,Major Teaching,,6.26,68984
2020H1,California,San Francisco,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630015778.0,UCSF Medical Center at Mission Bay,Acut eCare Hospital,Major Teaching,2,2.89,45010
2020H1,Californai,San Francisco,Methicillin-Resistvant Staphylococcus aureus Bloodstream Infections (MRSA BSI),220000019.0,Zuckerberg San Francisco General Hospital and Trauma Center,Actue Care Hospital,Major Teachng,***,3.35,44389
2200H1,California,San Joaquin,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),30000117.0,Dameron Hspital,Acute Care Hospital,"Community, 125-250 Beds",***,0.43,7342
2020H1,California,San Jowaquin,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),30000118.0,oDctors Hospital of Manteca,Acute Care Hospital,"Community, <125 Beds",k0,0.44,7564
2020H1,Californa,San Joaquin,Methicillin-Resistant Staphylococcus aureus Bloodstream Infctions (MRSA BSI),30000973.0,"Kaiser Foundation Hospital, Manteca",Acute Care Hospital,"Community, <125 Beds",,0.08,3904
2002H1,Califoria,San Joaquin,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BIS),30000135.0,San Joaquin General Hospital,Acute Carel Hospital,Major Teaching,3,1.58,23116
2020H1,California,San Joaquin,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),30000143.0,St. Joseph's Medical Center Of Stockton,Acute Care Hospital,"Community, >250 Beds",4,2.28,46018
2020H1,Cailfornia,San Joaquin,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),30000141.0,Sutter Tracy Community Hopsital,Acute Care Hospital,"Community, <125 Bedvs",0,0.23,6633
020H1,California,San Luis Obspo,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),50000016.0,French Hosital Medical Center,Acute Care Hospital,"Community, <125 Beds",p0,0.37,9313
200H1,California,San Luis Obispo,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),50000009.0,"Marian Regional Medical Center, Arroyo Grande",cute Care Hospital,"oCmmunity, <125 Beds",,0.11,3073
2020H1,Caloifornia,San Luis Obispo,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MSA BSI),50000009.0,"Marian Regional Medical Center, Arroyo Grande, Rehabilitation Unit",Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.06,3113
0220H1,California,San Luis Obispo,Methicillin-Resistant Staphylolcoccus aureus Bloodstream Infections (MRSA BSI),50000031.0,Sierra Vista Regional Medical Center,Acute Care Hospital,"Community, 125-250 Beds",***,0.46,10236
2020H1,California,San Luis Obsipo,Methicillin-Rsistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),50000037.0,Tenet Health Central Coast Twin Cities Commuity Hospital,Acute Care Hospital,"Community, <125 Beds",***,0.33,7617
2020H1,California,San Mateo,Methicillin-Reisstant Staphylococcus aureus Bloodstream Infections (MRSA BSI),220000026.0,AHMC Seton Medrical Center,Acute Care Hospital,"Community, 125-250 Beds",0,0.39,8972
2020H1,California,San Mato,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),220000010.0,"Kaiser Foundation Hospital, Redwood City",Acute CareH ospital,Major Teaching,0,0.6,14977
2020H1,California,San Mateo,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),220000009.0,"Kaisyer Foundation Hospital, South San Francisco",Acute Care Hospital,"Community, <125 Beds",0,0.46,10813
2020H1,California,San Mateo,Methicillin-Resistant Staphylococcus aureus Bloodstream Infectfions (MRSA BSI),220000716.0,Menlo Park Sugical Hospital,Acute Care Hospital,"Community, <12w5 Beds",0,0.0,118
2020H1,California,San Matoe,Methicillin-Resitsant Staphylococcus aureus Bloodstream Infections (MRSA BSI),220000017.0,Mills-Peninsula Medical Center,Acute Care Hospital,"Community, 125-250 Beds",2,0.9,23502
2020H1,Clifornia,San Matteo,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),220000007.0,San Mateo Medical Center,AcuteC are Hospital,"Community, <125 Beds",***,0.14,5446
2020H1,California,San Mateo,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),220000025.0,Sequoia Hospital,Acute Care cHospital,"Community, 125-250 Beds",,0.33,10545
2020H1,California,Santa Barbara,Methicillin-esistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),50000017.0,Goleta Valley Cottage Hospital,Acute Care Hospital,"Community, <125 Bes",0,0.05,1704
2020H1,California,Santa Barbara,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),50000018.0,Lompoc Valley Medical Center,Acute Care Hospital,Major Teaching,a0,0.1,4359
2020H1,Caliofrnia,Santa Barbara,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),50000021.0,Marian Regionla Medical Center,Acute Care Hospital,"oCmmunity, 125-250 Beds",***,1.46,28734
2020H1,California,Santa Barbaar,Methicillin-Resistant Staphyococcus aureus Bloodstream Infections (MRSA BSI),50000280.0,Santa Barbara Cottage Hospital,Acute Care Hospital,Major Teaching,1,2.03,35632
2020H1,California,Santa Barbara,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),50000280.0,"Santa Barbara Cottage Hospital, Rehabilitation Unit",Rehabilitation Hospitabl or Unit,Rehabilitation Unit,0,0.08,4341
2020H1,Califonia,Sant Barbara,Methicilin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),50000030.0,Sant Ynez Valley Cottage Hospital,Critical Access Hospital,Critical Access,,0.0,160
220H1,California,Santa Clara,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),70001351.0,El Camino Health,Acute Care Hospital,"Community, >250 Beds",2,1.29,33668
2020H1,Califorina,Sanat Clara,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),70000136.0,El Camino Health Los Gatos,Acute Care Hospital,"Community, 125-250 Beds",***,0.28,5276
2020H1,California,Santa Clarsa,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),70000136.0,"El Caimno Health Los Gatos, Rehabilitation Unit",Rehabilitation Hospital or Unit,Rehabilitatioln Unit,0,0.07,3832
2020H1,alifornia,Santa Clara,Methicillin-Reistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),70000153.0,"Good Samaritan Hospital, San Jose",Acute Carem Hospital,"wCommunity, >250 Beds",2,1.89,32385
020H1,lCalifornia,Santa Clara,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),70000150.0,"Kaiuser Foundation Hospital, San Jose",Acuteo Care Hospital,"Community, 125u-250 Beds",v2,0.79,22555
2020H1,aClifornia,Santa lCara,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),70001355.0,"Kaiser Foundation Hospital, Santav Clara",Acute Care Hospital,Major Teaching,u1,2.23,44135
200H1,California,Santa Clara,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),70001349.0,Lucile Packard Children''s Hospital Stanfford,Acute Care ospital,Pediatric,***,1.57,45363
2020H1,Clifornia,Santa Clara,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),70000154.0,Mission Oaks Hospital,Acute Care Hospital,"Community, <125 Beds",0,0.0,0
2020H1,Claifornia,Santa Clara,Methicillin-Resistant Staphylococcus aureus Bloodstream Inefctions (MRSA BSI),70000154.0,"Mission Oaks Hospital, Rehabilitation Unit",Rehabilitation Hospital or Unit,Rehabilitation Unit,0,0.05,2484
20201H,California,Santa Clara,lMethicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),70000146.0,O'Connor Hospital,Acute Cae Hospital,Major Teachng,***,1.19,19506
2020H1,California,Santfa Clara,Methicillin-Resistant Staphylococcus aurreus Bloodstream Infections (MRSA BSI),70000133.0,Regional Medical Center of San Jose,Acue Care Hospital,"Community, >250 Beds***",0,2.62,35100
2020H1,California,Santa Clraa,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),70000149.0,Santa Clara Valley Medical Center,Acute Care Hospital,Major eaching,4,4.41,46784
20n20H1,California,Santa Clara,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),70000149.0,"Santa Clara Valley Medical Center, Rehabilitation Unit",Rehabilitation Hospital or Unit,Rehabilitation Unit,,0.14,7593
2020H1,California,Santa Clara,Methiclilin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),70000635.0,St. Louise Regional Hospital,Acute Care Hospital,"Community, <125 Beds",0,0.18,5153
2020H1,California,Santa Clara,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),70001357.0,Stanford Health Care,Acute Care Hospital,Major Teaching,***,4.97,74416
2020H1,Califotrnia,Santa Cruz,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),70000139.0,Dominican Hospital,Acute CareHospital,"Community, 125-250 Beds",***,1.43,20222
220H1,California,Santa Cruz,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),70000139.0,"Dominican Hospital, Rehabilitation Unit",Rehabilitaetion Hospital or Unit,Rehabilitation Unit,,0.06,3171
