yearvalue(long),county,pqi(long),pqi_description,count_icd_nine(double precision),population_icd_nine(double precision),obs_rate_icd_nine(double precision),risk_adj_rate_icd_nine(double precision),count_icd_one_zero,population_icd_one_zero,obs_rate_icd_one_zero(double precision),risk_adj_rate_icd_one_zero(double precision),annotation_code(double precision),annotation_desc
2006,Mono,11,Diabetes Short-term Complications,3.0,10747.0,27.9,41.6,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2007,Mono,11,Dehydration,5.0,10719.0,46.6,67.3,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2008,Mono,11,Dehydration,6.0,10892.0,55.1,77.2,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2009,Mono,11,Diabetes Long-term Complications,10.0,11055.0,90.5,124.1,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2010,Mono,11,Diabetes Long-term Complications,7.0,11224.0,62.4,84.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2011,Mono,11,Diabetes Short-term Complications,7.0,11294.0,62.0,80.6,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2012,Mono,11,COPD or Asthma in Older Adults (Age 40+),5.0,13186.0,37.9,53.7,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2013,Mono,11,Diabetes Short-term Complications,4.0,12990.0,30.8,41.8,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2014,Mono,11,Diabetes Short-term Complications,10.0,12503.0,80.0,105.9,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2015,Mono,11,Urinary Tract Infection,5.0,10444.0,47.9,64.7,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2016,Mono,11,Asthma in Younger Adults (Age 18-39),0.0,304287.0,0.0,0.0,10,"11,591",86.3,135.6,1.0,Cell suppressed for small numbers
2017,Mono,11,Diabetes Short-term Complications,0.0,304287.0,0.0,0.0,7,"11,686",59.9,91.8,1.0,Cell suppressed for small numbers
2018,Mono,11,Urinary Tract Infection,0.0,304287.0,0.0,0.0,9,"11,760",76.5,114.2,1.0,Cell suppressed for small numbers
2019,Mono,11,Diabetes Short-term Complications,0.0,304287.0,0.0,0.0,5,"11,882",42.1,61.1,1.0,Cell suppressed for small numbers
2020,Mono,11,Hypertension,0.0,304287.0,0.0,0.0,7,"10,909",64.2,92.7,1.0,Cell suppressed for small numbers
2021,Mono,11,Overall Composite,0.0,304287.0,0.0,0.0,3,"10,984",27.3,38.5,1.0,Cell suppressed for small numbers
2022,Mono,11,Diabetes Long-term Complications,0.0,304287.0,0.0,0.0,1,"10,782",9.3,12.7,1.0,Cell suppressed for small numbers
2005,Mono,12,Diabetes Short-term Complications,5.0,10514.0,47.6,83.9,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2006,Mono,12,Community-Acquired Pneumonia,3.0,10747.0,27.9,47.1,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2007,Mono,12,Diabetes Short-term Complications,4.0,10719.0,37.3,61.4,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2008,Mono,12,Diabetes Short-term Complications,3.0,10892.0,27.5,43.5,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2009,Mono,12,Diabetes Short-term Complications,5.0,11055.0,45.2,70.5,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2010,Mono,12,Diabetes Composite,6.0,11224.0,53.5,81.3,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2011,Mono,12,Diabetes Short-term Complications,4.0,11294.0,35.4,51.5,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2012,Mono,12,Diabetes Short-term Complications,1.0,13186.0,7.6,11.6,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2013,Mono,12,Diabetes Short-term Complications,2.0,12990.0,15.4,22.4,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2014,Mono,12,Diabetes Short-term Complications,4.0,12503.0,32.0,46.6,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2015,Mono,12,Angina without Procedure,5.0,10444.0,47.9,68.5,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2016,Mono,12,Diabetes Short-term Complications,0.0,304287.0,0.0,0.0,5,"11,591",43.1,74.7,1.0,Cell suppressed for small numbers
2017,Mono,12,Diabetes Short-term Complications,0.0,304287.0,0.0,0.0,2,"11,686",17.1,28.6,1.0,Cell suppressed for small numbers
2018,Mono,12,Perforated Appendix,0.0,304287.0,0.0,0.0,2,"11,760",17.0,27.5,1.0,Cell suppressed for small numbers
2019,Mono,12,Diabetes Short-term Complications,0.0,304287.0,0.0,0.0,6,"11,882",50.5,78.5,1.0,Cell suppressed for small numbers
2020,Mono,12,Diabetes Short-term Complications,0.0,304287.0,0.0,0.0,7,"10,909",64.2,99.6,1.0,Cell suppressed for small numbers
2021,Mono,12,Dehydration,0.0,304287.0,0.0,0.0,5,"10,984",45.5,68.5,1.0,Cell suppressed for small numbers
2022,Mono,12,Asthma in Younger Adults (Age 18-39),0.0,304287.0,0.0,0.0,4,"10,782",37.1,53.9,1.0,Cell suppressed for small numbers
2005,Mono,13,Diabetes Short-term Complications,0.0,10514.0,0.0,0.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2006,Mono,13,Diabetes Short-term Complications,0.0,10747.0,0.0,0.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2007,Mono,13,Diabetes Short-term Complications,1.0,10719.0,9.3,10.9,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2008,Mono,13,Diabetes Short-term Complications,1.0,10892.0,9.2,10.6,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2009,Mono,13,Diabetes Short-term Complications,0.0,11055.0,0.0,0.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2010,Mono,13,Diabetes Long-term Complications,0.0,11224.0,0.0,0.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2011,Mono,13,COPD or Asthma in Older Adults (Age 40+),0.0,11294.0,0.0,0.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2012,Mono,13,Perforated Appendix,0.0,13186.0,0.0,0.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2013,Mono,13,Heart Failure,0.0,12990.0,0.0,0.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2014,Mono,13,Diabetes Short-term Complications,0.0,12503.0,0.0,0.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2015,Mono,13,Diabetes Short-term Complications,0.0,10444.0,0.0,0.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2005,Mono,14,COPD or Asthma in Older Adults (Age 40+),0.0,10514.0,0.0,0.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2006,Mono,14,Asthma in Younger Adults (Age 18-39),0.0,10747.0,0.0,0.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2007,Mono,14,Diabetes Short-term Complications,0.0,10719.0,0.0,0.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2008,Mono,14,Diabetes Short-term Complications,0.0,10892.0,0.0,0.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2009,Mono,14,Asthma in Younger Adults (Age 18-39),0.0,11055.0,0.0,0.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2010,Mono,14,Diabetes Short-term Complications,0.0,11224.0,0.0,0.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2011,Mono,14,Diabetes Short-term Complications,0.0,11294.0,0.0,0.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2012,Mono,14,Diabetes Short-term Complications,0.0,13186.0,0.0,0.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2013,Mono,14,Lower-Extremity Amputation (Diabetes),0.0,12990.0,0.0,0.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2014,Mono,14,Hypertension,1.0,12503.0,8.0,8.7,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2015,Mono,14,Diabetes Short-term Complications,0.0,10444.0,0.0,0.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2016,Mono,14,Heart Failure,0.0,304287.0,0.0,0.0,0,"11,591",0.0,0.0,1.0,Cell suppressed for small numbers
2017,Mono,14,Perforated Appendix,0.0,304287.0,0.0,0.0,1,"11,686",8.6,12.1,1.0,Cell suppressed for small numbers
2018,Mono,14,Dehydration,0.0,304287.0,0.0,0.0,2,"11,760",17.0,23.7,1.0,Cell suppressed for small numbers
2019,Mono,14,Diabetes Short-term Complications,0.0,304287.0,0.0,0.0,1,"11,882",8.4,11.6,1.0,Cell suppressed for small numbers
2020,Mono,14,Hypertension,0.0,304287.0,0.0,0.0,0,"10,909",0.0,0.0,1.0,Cell suppressed for small numbers
2021,Mono,14,Diabetes Short-term Complications,0.0,304287.0,0.0,0.0,2,"10,984",18.2,24.5,1.0,Cell suppressed for small numbers
2022,Mono,14,Diabetes Short-term Complications,0.0,304287.0,0.0,0.0,0,"10,782",0.0,0.0,1.0,Cell suppressed for small numbers
2005,Mono,15,Diabetes Short-term Complications,0.0,304287.0,46.0,48.2,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2006,Mono,15,Diabetes Short-term Complications,0.0,304287.0,22.2,23.4,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2007,Mono,15,Perforated Appendix,0.0,4417.0,0.0,0.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2008,Mono,15,Diabetes Short-term Complications,0.0,304287.0,22.1,23.1,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2009,Mono,15,Diabetes Short-term Complications,0.0,4566.0,0.0,0.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2010,Mono,15,Diabetes Short-term Complications,0.0,4670.0,0.0,0.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2011,Mono,15,Diabetes Short-term Complications,0.0,4624.0,0.0,0.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2012,Mono,15,Diabetes Short-term Complications,0.0,6412.0,0.0,0.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2013,Mono,15,Heart Failure,0.0,6210.0,0.0,0.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2014,Mono,15,Diabetes Short-term Complications,0.0,5557.0,0.0,0.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2015,Mono,15,Urinary Tract Infection,0.0,5241.0,0.0,0.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2016,Mono,15,Diabetes Short-term Complications,0.0,304287.0,0.0,0.0,0,"4,448",0.0,0.0,1.0,Cell suppressed for small numbers
2017,Mono,15,Diabetes Short-term Complications,0.0,304287.0,0.0,0.0,0,***,110.7,168.1,1.0,Cell suppressed for small numbers
2018,Mono,15,Diabetes Short-term Complications,0.0,304287.0,0.0,0.0,0,***,67.0,101.2,1.0,Cell suppressed for small numbers
2019,Mono,15,Perforated Appendix,0.0,304287.0,0.0,0.0,0,***,66.6,100.4,1.0,Cell suppressed for small numbers
2020,Mono,15,Perforated Appendix,0.0,304287.0,0.0,0.0,0,***,48.6,73.1,1.0,Cell suppressed for small numbers
2021,Mono,15,Perforated Appendix,0.0,304287.0,0.0,0.0,0,"4,103",0.0,0.0,1.0,Cell suppressed for small numbers
2022,Mono,15,Diabetes Short-term Complications,0.0,304287.0,0.0,0.0,0,"3,933",0.0,0.0,1.0,Cell suppressed for small numbers
2005,Mono,16,Community-Acquired Pneumonia,0.0,10514.0,0.0,0.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2006,Mono,16,Diabetes Short-term Complications,0.0,10747.0,0.0,0.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2007,Mono,16,Dehydration,0.0,10719.0,0.0,0.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2008,Mono,16,Diabetes Short-term Complications,0.0,10892.0,0.0,0.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2009,Mono,16,Diabetes Short-term Complications,0.0,11055.0,0.0,0.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2010,Mono,16,Asthma in Younger Adults (Age 18-39),0.0,11224.0,0.0,0.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2011,Mono,16,Prevention Quality Acute Composite,0.0,11294.0,0.0,0.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2012,Mono,16,Diabetes Short-term Complications,0.0,13186.0,0.0,0.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2013,Mono,16,Diabetes Short-term Complications,0.0,12990.0,0.0,0.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2014,Mono,16,Diabetes Short-term Complications,0.0,12503.0,0.0,0.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2015,Mono,16,Asthma in Younger Adults (Age 18-39),0.0,10444.0,0.0,0.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2016,Mono,16,Diabetes Short-term Complications,0.0,304287.0,0.0,0.0,0,"11,591",0.0,0.0,1.0,Cell suppressed for small numbers
2017,Mono,16,Diabetes Short-term Complications,0.0,304287.0,0.0,0.0,2,"11,686",17.1,19.5,1.0,Cell suppressed for small numbers
2018,Mono,16,Diabetes Short-term Complications,0.0,304287.0,0.0,0.0,0,"11,760",0.0,0.0,1.0,Cell suppressed for small numbers
2019,Mono,16,Diabetes Short-term Complications,0.0,304287.0,0.0,0.0,0,"11,882",0.0,0.0,1.0,Cell suppressed for small numbers
2020,Mono,16,Diabetes Short-term Complications,0.0,304287.0,0.0,0.0,3,"10,909",27.5,30.3,1.0,Cell suppressed for small numbers
2021,Mono,16,Diabetes Long-term Complications,0.0,304287.0,0.0,0.0,1,"10,984",9.1,9.9,1.0,Cell suppressed for small numbers
2022,Mono,16,Diabetes Short-term Complications,0.0,304287.0,0.0,0.0,2,"10,782",18.5,19.9,1.0,Cell suppressed for small numbers
2005,Mono,90,Perforated Appendix,31.0,10514.0,294.8,428.9,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2006,Mono,90,Diabetes Short-term Complications,14.0,10747.0,130.3,183.5,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2007,Mono,90,Perforated Appendix,26.0,10719.0,242.6,332.1,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2008,Mono,90,Diabetes Short-term Complications,24.0,10892.0,220.3,293.8,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2009,Mono,90,Diabetes Short-term Complications,21.0,11055.0,190.0,249.1,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2010,Mono,90,Diabetes Short-term Complications,20.0,11224.0,178.2,229.9,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2011,Mono,90,Diabetes Short-term Complications,20.0,11294.0,177.1,221.8,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2012,Mono,90,Diabetes Short-term Complications,20.0,13186.0,151.7,206.3,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2013,Mono,90,Diabetes Long-term Complications,26.0,12990.0,200.2,262.2,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2014,Mono,90,COPD or Asthma in Older Adults (Age 40+),35.0,12503.0,279.9,356.9,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2015,Mono,90,Diabetes Short-term Complications,20.0,10444.0,191.5,250.9,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2016,Mono,90,Diabetes Short-term Complications,0.0,304287.0,0.0,0.0,31,"11,591",267.4,389.3,1.0,Cell suppressed for small numbers
2017,Mono,90,Diabetes Long-term Complications,0.0,304287.0,0.0,0.0,28,"11,686",239.6,342.5,1.0,Cell suppressed for small numbers
2018,Mono,90,Diabetes Long-term Complications,0.0,304287.0,0.0,0.0,27,"11,760",229.6,321.3,1.0,Cell suppressed for small numbers
2019,Mono,90,Diabetes Short-term Complications,0.0,304287.0,0.0,0.0,43,"11,882",361.9,495.4,1.0,Cell suppressed for small numbers
2020,Mono,90,Diabetes Short-term Complications,0.0,304287.0,0.0,0.0,40,"10,910",366.6,499.5,1.0,Cell suppressed for small numbers
2021,Mono,90,Diabetes Short-term Complications,0.0,304287.0,0.0,0.0,33,"10,984",300.4,401.2,1.0,Cell suppressed for small numbers
2022,Mono,90,Heart Failure,0.0,304287.0,0.0,0.0,33,"10,782",306.1,398.6,1.0,Cell suppressed for small numbers
2005,Mono,91,Diabetes Short-term Complications,17.0,10514.0,161.7,260.3,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2006,Mono,91,Diabetes Short-term Complications,7.0,10747.0,65.1,100.6,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2007,Mono,91,Diabetes Short-term Complications,16.0,10719.0,149.3,223.8,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2008,Mono,91,Diabetes Composite,10.0,10892.0,91.8,133.2,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2009,Mono,91,Diabetes Short-term Complications,15.0,11055.0,135.7,193.3,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2010,Mono,91,Diabetes Short-term Complications,15.0,11224.0,133.6,186.6,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2011,Mono,91,Diabetes Short-term Complications,11.0,11294.0,97.4,130.9,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2012,Mono,91,Diabetes Long-term Complications,9.0,13186.0,68.3,98.8,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2013,Mono,91,Diabetes Short-term Complications,11.0,12990.0,84.7,117.2,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2014,Mono,91,Diabetes Short-term Complications,16.0,12503.0,128.0,174.3,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2015,Mono,91,Diabetes Short-term Complications,13.0,10444.0,124.5,170.9,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2016,Mono,91,Perforated Appendix,0.0,304287.0,0.0,0.0,15,"11,591",129.4,211.7,1.0,Cell suppressed for small numbers
2017,Mono,91,Diabetes Short-term Complications,0.0,304287.0,0.0,0.0,9,"11,686",77.0,122.3,1.0,Cell suppressed for small numbers
2018,Mono,91,Urinary Tract Infection,0.0,304287.0,0.0,0.0,11,"11,760",93.5,144.2,1.0,Cell suppressed for small numbers
2019,Mono,91,Diabetes Short-term Complications,0.0,304287.0,0.0,0.0,11,"11,882",92.6,138.3,1.0,Cell suppressed for small numbers
2020,Mono,91,Diabetes Short-term Complications,0.0,304287.0,0.0,0.0,14,"10,909",128.3,191.0,1.0,Cell suppressed for small numbers
2021,Mono,91,Diabetes Short-term Complications,0.0,304287.0,0.0,0.0,8,"10,984",72.8,105.4,1.0,Cell suppressed for small numbers
2022,Mono,91,Diabetes Short-term Complications,0.0,304287.0,0.0,0.0,5,"10,782",46.4,65.0,1.0,Cell suppressed for small numbers
2005,Mono,92,Diabetes Short-term Complications,14.0,10514.0,133.2,182.8,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2006,Mono,92,Diabetes Short-term Complications,7.0,10747.0,65.1,87.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2007,Mono,92,Perforated Appendix,10.0,10719.0,93.3,121.2,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2008,Mono,92,Diabetes Short-term Complications,14.0,10892.0,128.5,163.2,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2009,Mono,92,COPD or Asthma in Older Adults (Age 40+),6.0,11055.0,54.3,67.8,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2010,Mono,92,Hypertension,5.0,11224.0,44.5,54.9,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2011,Mono,92,Diabetes Short-term Complications,9.0,11294.0,79.7,95.7,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2012,Mono,92,Diabetes Short-term Complications,11.0,13186.0,83.4,109.3,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2013,Mono,92,Diabetes Short-term Complications,15.0,12990.0,115.5,146.4,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2014,Mono,92,Diabetes Short-term Complications,19.0,12503.0,152.0,186.4,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2015,Mono,92,Diabetes Long-term Complications,7.0,10444.0,67.0,85.4,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2016,Mono,92,Urinary Tract Infection,0.0,304287.0,0.0,0.0,16,"11,591",138.0,194.4,1.0,Cell suppressed for small numbers
2017,Mono,92,Diabetes Short-term Complications,0.0,304287.0,0.0,0.0,19,"11,686",162.6,225.6,1.0,Cell suppressed for small numbers
2018,Mono,92,Diabetes Short-term Complications,0.0,304287.0,0.0,0.0,16,"11,760",136.1,185.2,1.0,Cell suppressed for small numbers
2019,Mono,92,Diabetes Long-term Complications,0.0,304287.0,0.0,0.0,32,"11,882",269.3,359.5,1.0,Cell suppressed for small numbers
2020,Mono,92,Diabetes Short-term Complications,0.0,304287.0,0.0,0.0,26,"10,910",238.3,316.5,1.0,Cell suppressed for small numbers
2021,Mono,92,Diabetes Short-term Complications,0.0,304287.0,0.0,0.0,25,"10,984",227.6,296.9,1.0,Cell suppressed for small numbers
2022,Mono,92,Diabetes Short-term Complications,0.0,304287.0,0.0,0.0,28,"10,782",259.7,331.1,1.0,Cell suppressed for small numbers
2016,Mono,93,Diabetes Short-term Complications,0.0,304287.0,0.0,0.0,8,"11,591",69.0,85.4,1.0,Cell suppressed for small numbers
2017,Mono,93,Diabetes Short-term Complications,0.0,304287.0,0.0,0.0,7,"11,686",59.9,74.0,1.0,Cell suppressed for small numbers
2018,Mono,93,Diabetes Short-term Complications,0.0,304287.0,0.0,0.0,6,"11,760",51.0,62.6,1.0,Cell suppressed for small numbers
2019,Mono,93,Diabetes Short-term Complications,0.0,304287.0,0.0,0.0,10,"11,882",84.2,102.7,1.0,Cell suppressed for small numbers
2020,Mono,93,Diabetes Short-term Complications,0.0,304287.0,0.0,0.0,8,"10,910",73.3,89.1,1.0,Cell suppressed for small numbers
2021,Mono,93,Diabetes Short-term Complications,0.0,304287.0,0.0,0.0,11,"10,984",100.1,120.9,1.0,Cell suppressed for small numbers
2022,Mono,93,Diabetes Short-term Complications,0.0,304287.0,0.0,0.0,11,"10,782",102.0,122.0,1.0,Cell suppressed for small numbers
2005,Monterey,1,Diabetes Long-term Complications,122.0,294634.0,41.4,39.4,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2006,Monterey,1,Hypertension,115.0,292832.0,39.3,37.4,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2007,Monterey,1,Overall Composite,123.0,293684.0,41.9,40.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2008,Monterey,1,Perforated Appendix,124.0,296155.0,41.9,40.1,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2009,Monterey,1,Heart Failure,128.0,299502.0,42.7,41.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2010,Monterey,1,Perforated Appendix,165.0,304351.0,54.2,52.1,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2011,Monterey,1,COPD or Asthma in Older Adults (Age 40+),137.0,308056.0,44.5,42.8,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2012,Monterey,1,Asthma in Younger Adults (Age 18-39),166.0,301958.0,55.0,54.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2013,Monterey,1,Diabetes Long-term Complications,168.0,304287.0,55.2,54.5,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2014,Monterey,1,Diabetes Long-term Complications,154.0,305907.0,50.3,49.2,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2015,Monterey,1,Perforated Appendix,102.0,229305.0,44.5,44.6,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2016,Monterey,1,Heart Failure,0.0,304287.0,0.0,0.0,167,"318,887",52.4,52.3,1.0,Cell suppressed for small numbers
2017,Monterey,1,Perforated Appendix,0.0,304287.0,0.0,0.0,157,"319,394",49.2,49.3,1.0,Cell suppressed for small numbers
2018,Monterey,1,Perforated Appendix,0.0,304287.0,0.0,0.0,168,"319,764",52.5,52.8,1.0,Cell suppressed for small numbers
2019,Monterey,1,Diabetes Long-term Complications,0.0,304287.0,0.0,0.0,156,"320,591",48.7,49.0,1.0,Cell suppressed for small numbers
2020,Monterey,1,COPD or Asthma in Older Adults (Age 40+),0.0,304287.0,0.0,0.0,164,"324,926",50.5,50.8,1.0,Cell suppressed for small numbers
2021,Monterey,1,Hypertension,0.0,304287.0,0.0,0.0,192,"325,443",59.0,59.5,1.0,Cell suppressed for small numbers
2022,Monterey,1,Heart Failure,0.0,304287.0,0.0,0.0,212,"322,881",65.7,66.4,1.0,Cell suppressed for small numbers
2005,Monterey,2,Diabetes Short-term Complications,90.0,333.0,27.0,29.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2006,Monterey,2,Diabetes Short-term Complications,106.0,326.0,32.5,36.3,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2007,Monterey,2,Diabetes Short-term Complications,101.0,327.0,30.9,33.3,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2008,Monterey,2,Diabetes Short-term Complications,89.0,309.0,28.8,32.2,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2009,Monterey,2,Diabetes Short-term Complications,84.0,306.0,27.5,30.5,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2010,Monterey,2,Hypertension,110.0,366.0,30.1,33.1,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2011,Monterey,2,Diabetes Short-term Complications,94.0,353.0,26.6,30.1,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2012,Monterey,2,Diabetes Short-term Complications,89.0,340.0,26.2,28.2,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2013,Monterey,2,Diabetes Short-term Complications,93.0,342.0,27.2,29.3,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2014,Monterey,2,Diabetes Long-term Complications,105.0,384.0,27.3,29.2,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2015,Monterey,2,Diabetes Short-term Complications,72.0,286.0,25.2,26.8,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2005,Monterey,3,Perforated Appendix,322.0,294634.0,109.3,124.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2006,Monterey,3,Hypertension,322.0,292832.0,110.0,124.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2007,Monterey,3,Diabetes Short-term Complications,279.0,293684.0,95.0,106.3,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2008,Monterey,3,Dehydration,329.0,296155.0,111.1,123.4,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2009,Monterey,3,Diabetes Short-term Complications,284.0,299502.0,94.8,104.7,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2010,Monterey,3,Hypertension,277.0,304351.0,91.0,100.0,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2011,Monterey,3,Diabetes Short-term Complications,316.0,308056.0,102.6,112.3,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2012,Monterey,3,Diabetes Short-term Complications,282.0,301958.0,93.4,98.6,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2013,Monterey,3,Diabetes Short-term Complications,344.0,304287.0,113.1,118.4,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2014,Monterey,3,Diabetes Short-term Complications,305.0,305907.0,99.7,105.2,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2015,Monterey,3,Diabetes Short-term Complications,249.0,229305.0,108.6,110.4,0,***,0.0,0.0,1.0,Cell suppressed for small numbers
2016,Monterey,3,Diabetes Short-term Complications,0.0,304287.0,0.0,0.0,233,"318,887",73.1,86.9,1.0,Cell suppressed for small numbers
