X,Y,OBJECTID,PARCELID,BLOCK,LOT,SUBLOT,LRSN,LAND_SIZE,PROP_ADDRESS,PROP_HOUSE,PROP_DIR,PROP_STREET,PROP_STREETTYPE,REASSESS_YEAR,REM_DEEDBOOK,REM_DEEDPAGE,REM_DEEDDATE,CUR_LASTNAME,CUR_FIRSTNAME,CUR_NAME2,CUR_ADDRESS1,CUR_ADDRESS2,CUR_CITY,CUR_STATE,CUR_ZIP,CUR_PROP_CLASS,CUR_LAND,CUR_IMPROVEMENT,CUR_TOTAL,PROP_CLASS,GOV_TYPE,ORIG_FID
1200210.48875,254668.207499996,5358,053A00040000,053A,0004,0000,164779,   0.16420,1229 STANLEY AVE,  1229, ,STANLEY,AVE,86,5493,0281,1985/06/19 00:00:00+00,COMMONWEALTH,OF KENTUCKY, ,ADDRESS UNKNOWN, ,EXEMPT,KY,EXEMPT,E,32000,0,32000,602,2,14474
1200750.22499999,254668.628749996,5359,053B01440000,053B,0144,0000,164783,   0.16230,ADDRESS UNKNOWN, , ,ADDRESS UNKNOWN, ,85, , ,1900/01/01 00:00:00+00,COMMONWEALTH,OF KENTUCKY, ,ADDRESS UNKNOWN, ,EXEMPT,KY,EXEMPT,E,5400,30600,36000,602,2,14475
1200784.26875,254694.111249998,5360,053B01450000,053B,0145,0000,164784,   0.15970,ADDRESS UNKNOWN, , ,ADDRESS UNKNOWN, ,85, , ,1900/01/01 00:00:00+00,COMMONWEALTH,OF KENTUCKY DEPARTMENT, ,FRANKFORT KY, ,EXEMPT,KY,EXEMPT,E,4500,25500,30000,602,2,14476
1200250.16125,254664.769999996,5361,053A00050000,053A,0005,0000,164785,   0.17610,1227 STANLEY AVE,  1227, ,STANLEY,AVE,86, , ,1900/01/01 00:00:00+00,COMMONWEALTH,OF KENTUCKY, ,ADDRESS UNKNOWN, ,EXEMPT,KY,EXEMPT,E,34000,0,34000,602,2,14477
1200831.11499999,254700.572500005,5362,053B01460061,053B,0146,0061,164791,   0.13200,1019 STANLEY AVE,  1019, ,STANLEY,AVE,86, , ,1900/01/01 00:00:00+00,COMMONWEALTH,OF KENTUCKY, ,ADDRESS UNKNOWN, ,EXEMPT,KY,EXEMPT,E,29900,0,29900,602,2,14478
1200289.86624999,254659.980000004,5363,053A00640000,053A,0064,0000,164792,   0.17620,1211 STANLEY AVE,  1211, ,STANLEY,AVE,86, , ,1900/01/01 00:00:00+00,COMMONWEALTH,OF KENTUCKY, ,ADDRESS UNKNOWN, ,EXEMPT,KY,EXEMPT,E,33000,0,33000,602,2,14479
1199415.19499999,254707.223749995,5364,065C00610000,065C,0061,0000,164974,   0.13530,3745 WOODRUFF AVE,  3745, ,WOODRUFF,AVE,85, , ,1900/01/01 00:00:00+00,COMMONWEALTH,OF KENTUCKY, ,ADDRESS UNKNOWN, ,EXEMPT,KY,EXEMPT,E,5250,29750,35000,602,2,14480
1210529.88625,254613.287499994,5365,083K00100000,083K,0010,0000,165282,   3.41090,ADDRESS UNKNOWN, , ,ADDRESS UNKNOWN, , , , ,1900/01/01 00:00:00+00,COMMONWEALTH,OF KENTUCKY, ,ADDRESS UNKNOWN, ,EXEMPT,KY,EXEMPT,E,0,0,0,602,2,14481
1200877.70874999,254705.284999996,5366,053B01470062,053B,0147,0062,164800,   0.11500,1017 STANLEY AVE,  1017, ,STANLEY,AVE,86, , ,1900/01/01 00:00:00+00,COMMONWEALTH,OF KENTUCKY, ,ADDRESS UNKNOWN, ,EXEMPT,KY,EXEMPT,E,31500,0,31500,602,2,14482
1200926.2,254707.209999993,5367,053B01480000,053B,0148,0000,164807,   0.11160,1015 STANLEY AVE,  1015, ,STANLEY,AVE,85, , ,1900/01/01 00:00:00+00,COMMONWEALTH,OF KENTUCKY, ,ADDRESS UNKNOWN, ,EXEMPT,KY,EXEMPT,E,2600,18600,21200,602,2,14483
1200977.92625,254706.862499997,5368,053B01490000,053B,0149,0000,164814,   0.11380,1013 STANLEY AVE,  1013, ,STANLEY,AVE,86, , ,1900/01/01 00:00:00+00,COMMONWEALTH,OF KENTUCKY, ,ADDRESS UNKNOWN, ,EXEMPT,KY,EXEMPT,E,29000,0,29000,602,2,14484
1201034.6575,254702.391249999,5369,053B01500000,053B,0150,0000,164818,   0.13630,1011 STANLEY AVE,  1011, ,STANLEY,AVE,86, , ,1900/01/01 00:00:00+00,COMMONWEALTH,OF KENTUCKY, ,ADDRESS UNKNOWN, ,EXEMPT,KY,EXEMPT,E,27500,0,27500,602,2,14485
1201679.16500001,254684.385000005,5370,053B00560000,053B,0056,0000,164822,   1.71290,ADDRESS UNKNOWN, , ,ADDRESS UNKNOWN, , , , ,1900/01/01 00:00:00+00,COMMONWEALTH,OF KENTUCKY, ,ADDRESS UNKNOWN, ,EXEMPT,KY,EXEMPT,E,0,0,0,602,2,14486
1173306.04000001,254701.073750004,5371,113400920000,1134,0092,0000,91015107,   0.11440,GLENBROOK AVE, , ,GLENBROOK,AVE,04,2640,0459,1949/12/12 00:00:00+00,LOUISVILLE/JEF,COUNTY METRO GO, ,527 W JEFFERSON ST, ,LOUISVILLE,KY,40202-2814,E,9000,0,9000,620,1,14487
1199563.57125001,254711.385000005,5372,065C00700000,065C,0070,0000,164848,   0.18800,3802 TAYLOR BLVD,  3802, ,TAYLOR,BLVD,86,4781,0301,1975/01/01 00:00:00+00,COMMONWEALTH,OF KENTUCKY, ,ADDRESS UNKNOWN, ,EXEMPT,KY,EXEMPT,E,5880,18500,24380,602,2,14488
1200090.535,254668.577500001,5373,053A00810000,053A,0081,0000,164857,   0.12660,1235 STANLEY AVE,  1235, ,STANLEY,AVE,86,2973,0249,1953/01/01 00:00:00+00,COMMONWEALTH,OF KENTUCKY, ,ADDRESS UNKNOWN, ,FRANKFORT,KY,40622-0001,E,32500,0,32500,602,2,14489
1201086.65625,254690.545000002,5374,053B01510000,053B,0151,0000,164860,   0.10640,1009 STANLEY AVE,  1009, ,STANLEY,AVE,86, , ,1900/01/01 00:00:00+00,COMMONWEALTH,OF KENTUCKY, ,ADDRESS UNKNOWN, ,EXEMPT,KY,EXEMPT,E,27500,0,27500,602,2,14490
1205304.2775,254666.712500006,5375,057C00910000,057C,0091,0000,164867,   0.17330,209 W SOUTHERN HEIGHTS AVE,   209,W,SOUTHERN HEIGHTS,AVE,87,5610,0118,1986/09/05 00:00:00+00,COMMONWEALTH,OF KENTUCKY DEPARTMENT, ,ADDRESS UNKNOWN, ,EXEMPT,KY,EXEMPT,E,42500,0,42500,602,2,14491
1184587.30374999,254210.049999997,5376,121130010000,1211,3001,0000,1031533,   0.55960,VERONICA DR, , ,VERONICA,DR, , , ,1900/01/01 00:00:00+00,OWNER,UNKNOWN, ,ADDRESS UNKNOWN, ,EXEMPT,KY,EXEMPT,E,0,0,0,699,0,14492
1205527.6375,254670.823750004,5377,057C00280000,057C,0028,0000,164902,   0.62060,203 W SOUTHERN HEIGHTS AVE,   203,W,SOUTHERN HEIGHTS,AVE,88,5628,0442,1986/11/07 00:00:00+00,COMMONWEALTH,OF KENTUCKY, ,ADDRESS UNKNOWN, ,EXEMPT,KY,EXEMPT,E,5250,0,5250,602,2,14493
1205354.37125,254665.870000005,5378,057C00250000,057C,0025,0000,164913,   0.16210,207 W SOUTHERN HEIGHTS AVE,   207,W,SOUTHERN HEIGHTS,AVE,87,5608,0560,1986/08/29 00:00:00+00,COMMONWEALTH,OF KENTUCKY, ,ADDRESS UNKNOWN, ,EXEMPT,KY,EXEMPT,E,6370,36130,42500,602,2,14494
1205389.40375,254664.667500004,5379,057C00260000,057C,0026,0000,164914,   0.06670,205 W SOUTHERN HEIGHTS AVE,   205,W,SOUTHERN HEIGHTS,AVE,87,5605,0817,1986/08/20 00:00:00+00,COMMONWEALTH,OF KENTUCKY, ,ADDRESS UNKNOWN, ,EXEMPT,KY,EXEMPT,E,2020,11480,13500,602,2,14495
1205414.58125,254664.594999999,5380,057C00270000,057C,0027,0000,164915,   0.09830,203 1/2 W SOUTHERN HEIGHTS A,   203,W,SOUTHERN HEIGHTS,AVE,87,5606,0283,1986/08/21 00:00:00+00,COMMONWEALTH,OF KENTUCKY, ,ADDRESS UNKNOWN, ,EXEMPT,KY,EXEMPT,E,3970,22530,26500,602,2,14496
1201133.90000001,254680.633750007,5381,053B01520000,053B,0152,0000,164922,   0.11390,1007 STANLEY AVE,  1007, ,STANLEY,AVE,85, , ,1900/01/01 00:00:00+00,COMMONWEALTH,OF KENTUCKY DEPARTMENT, ,FRANKFORT KY, ,EXEMPT,KY,EXEMPT,E,30500,0,30500,602,2,14497
1186521.34,254709.748750001,5382,101400300000,1014,0030,0000,91013345,   0.01950,ADDRESS UNKNOWN, , ,ADDRESS UNKNOWN, , , , ,1900/01/01 00:00:00+00,COMMONWEALTH,OF KENTUCKY, ,ADDRESS UNKNOWN, ,EXEMPT,KY,EXEMPT,E,0,0,0,602,2,14498
1207177.65000001,254704.090000004,5383,057D00270000,057D,0027,0000,164957,   0.07690,ADDRESS UNKNOWN, , ,ADDRESS UNKNOWN, ,84,5347,0184,1983/04/27 00:00:00+00,COMMONWEALTH,OF KENTUCKY DEPARTMENT, ,ADDRESS UNKNOWN, ,EXEMPT,KY,EXEMPT,E,2920,12220,15140,602,2,14499
1205179.33499999,254707.060000002,5384,057C00040000,057C,0004,0000,164973,   0.18320,4433 S 3RD ST,  4433,S,3RD,ST,88,5627,0773,1986/11/05 00:00:00+00,COMMONWEALTH,OF KENTUCKY, ,ADDRESS UNKNOWN, ,EXEMPT,KY,EXEMPT,E,8030,0,8030,602,2,14500
1200636.74250001,254695.238749996,5385,053B01040000,053B,0104,0000,164976,   0.11800,3823 PEACHTREE AVE,  3823, ,PEACHTREE,AVE,86, , ,1900/01/01 00:00:00+00,COMMONWEALTH,OF KENTUCKY, ,ADDRESS UNKNOWN, ,EXEMPT,KY,EXEMPT,E,33500,0,33500,602,2,14501
1200049.3875,254661.827500001,5386,053A00020000,053A,0002,0000,164980,   0.10890,1237 STANLEY AVE,  1237, ,STANLEY,AVE,86,3345,0385,1955/01/01 00:00:00+00,COMMONWEALTH,OF KENTUCKY, ,ADDRESS UNKNOWN, ,FRANKFORT,KY,40622-0001,E,32500,0,32500,602,2,14502
1208738.70625,254682.367500007,5387,057K01840000,057K,0184,0000,1010561,   0.26980,ADDRESS UNKNOWN, , ,ADDRESS UNKNOWN, ,99,6520,0933,1994/11/02 00:00:00+00,COMMONWEALTH,OF KENTUCKY, ,ADDRESS UNKNOWN, ,EXEMPT,KY,EXEMPT,E,12000,0,12000,602,2,14503
1201182.89875001,254670.323750004,5388,053B01530068,053B,0153,0068,164983,   0.11420,1005 STANLEY AVE,  1005, ,STANLEY,AVE,86, , ,1900/01/01 00:00:00+00,COMMONWEALTH,OF KENTUCKY, ,ADDRESS UNKNOWN, ,EXEMPT,KY,EXEMPT,E,29000,0,29000,602,2,14504
1241690.47125,308797.742500007,5389,020400910000,0204,0091,0000,91029621,   0.24570,6108 TRANSYLVANIA BEACH RD,  6108, ,TRANSYLVANIA BEACH,RD,10,9622,0662,2010/09/20 00:00:00+00,COMMONWEALTH,OF KENTUCKY, ,200 MERO ST, ,FRANKFORT,KY,40601-1920,E,40000,0,40000,650,2,14505
1201232.00749999,254660.228750005,5390,053B01540000,053B,0154,0000,165015,   0.11370,1003 STANLEY AVE,  1003, ,STANLEY,AVE,85, , ,1900/01/01 00:00:00+00,COMMONWEALTH,OF KENTUCKY, ,ADDRESS UNKNOWN, ,EXEMPT,KY,EXEMPT,E,4350,24650,29000,602,2,14506
1199981.40875,254656.269999996,5391,053A00750000,053A,0075,0000,165038,   0.09760,1241 STANLEY AVE,  1241, ,STANLEY,AVE,86, , ,1900/01/01 00:00:00+00,COMMONWEALTH,OF KENTUCKY, ,ADDRESS UNKNOWN, ,EXEMPT,KY,EXEMPT,E,41500,0,41500,602,2,14507
1241738.66249999,309112.972499996,5392,020400090000,0204,0009,0000,1478,   0.24150,TRANSYLVANIA BEACH RD, , ,TRANSYLVANIA BEACH,RD,10,10945,358,2017/08/01 00:00:00+00,KENTUCKY,TRANSPORTATION CABINET, ,200 MERO ST, ,FRANKFORT,KY,40601-1920,E,40000,0,40000,650,2,14508
1201281.08875,254649.807500005,5393,053B01550000,053B,0155,0000,165059,   0.11390,1001 STANLEY AVE,  1001, ,STANLEY,AVE,86, , ,1900/01/01 00:00:00+00,COMMONWEALTH,OF KENTUCKY, ,ADDRESS UNKNOWN, ,EXEMPT,KY,EXEMPT,E,32000,0,32000,602,2,14509
1194820.21375,254375.208749995,5394,090E01390000,090E,0139,0000,165061,   5.29550,MANSLICK RD, , ,MANSLICK,RD,99, , ,1900/01/01 00:00:00+00,LOUISVILLE/JEF,COUNTY METRO GO, ,527 W JEFFERSON ST, ,LOUISVILLE,KY,40202-2814,E,54500,0,54500,620,1,14510
1181599.625,254641.673749998,5395,101302930000,1013,0293,0000,165093,   0.01930,ADDRESS UNKNOWN, , ,ADDRESS UNKNOWN, ,83, , ,1900/01/01 00:00:00+00,LOUISVILLE/JEF,COUNTY METRO GO, ,527 W JEFFERSON ST, ,LOUISVILLE,KY,40202-2814,E,510,0,510,620,1,14511
1201330.745,254639.784999996,5396,053B01560000,053B,0156,0000,165110,   0.11550,929 STANLEY AVE,   929, ,STANLEY,AVE,86, , ,1900/01/01 00:00:00+00,COMMONWEALTH,OF KENTUCKY, ,ADDRESS UNKNOWN, ,EXEMPT,KY,EXEMPT,E,31000,0,31000,602,2,14512
1199404.01000001,254668.90625,5397,065C00600000,065C,0060,0000,165122,   0.11660,3747 WOODRUFF AVE,  3747, ,WOODRUFF,AVE,85, , ,1900/01/01 00:00:00+00,COMMONWEALTH,OF KENTUCKY DEPARTMENT, ,ADDRESS UNKNOWN, ,EXEMPT,KY,EXEMPT,E,5700,32300,38000,602,2,14513
1253227.05875,308497.885000005,5398,000301270000,0003,0127,0000,1403,   4.39530,6530 MONTERO DR,  6530, ,MONTERO,DR,99,10735,0496,2016/10/14 00:00:00+00,CITY,OF PROSPECT, ,PO BOX 1, ,PROSPECT,KY,40059-0001,E,25000,0,25000,604,5,14514
1205179.47499999,254667.357500002,5399,057C00030000,057C,0003,0000,165142,   0.18210,4435 S 3RD ST,  4435,S,3RD,ST,88,5618,0205,1986/10/02 00:00:00+00,COMMONWEALTH,OF KENTUCKY, ,ADDRESS UNKNOWN, ,EXEMPT,KY,EXEMPT,E,6600,0,6600,602,2,14515
1201380.145,254629.272499993,5400,053B01570000,053B,0157,0000,165165,   0.11280,927 STANLEY AVE,   927, ,STANLEY,AVE,86, , ,1900/01/01 00:00:00+00,COMMONWEALTH,OF KENTUCKY, ,ADDRESS UNKNOWN, ,EXEMPT,KY,EXEMPT,E,31000,0,31000,602,2,14516
1199525.23875,254663.023750007,5401,065C00690000,065C,0069,0000,165175,   0.04320,ADDRESS UNKNOWN, , ,ADDRESS UNKNOWN, , , , ,1900/01/01 00:00:00+00,COMMONWEALTH,OF KENTUCKY, ,ADDRESS UNKNOWN, ,EXEMPT,KY,EXEMPT,E,0,0,0,602,2,14517
1186527.50624999,254672.431250006,5402,101405370000,1014,0537,0000,165199,   0.00010,ADDRESS UNKNOWN, , ,ADDRESS UNKNOWN, ,82, , ,1900/01/01 00:00:00+00,COMMONWEALTH,OF KENTUCKY, ,ADDRESS UNKNOWN, ,EXEMPT,KY,EXEMPT,E,0,3700,3700,602,2,14518
1201428.58499999,254616.489999995,5403,053B01580000,053B,0158,0000,165208,   0.11200,925 STANLEY AVE,   925, ,STANLEY,AVE,86, , ,1900/01/01 00:00:00+00,COMMONWEALTH,OF KENTUCKY, ,ADDRESS UNKNOWN, ,EXEMPT,KY,EXEMPT,E,33000,0,33000,602,2,14519
1201509.9375,254605.867500007,5404,053B00490000,053B,0049,0000,165266,   0.12030,921 STANLEY AVE,   921, ,STANLEY,AVE,86, , ,1900/01/01 00:00:00+00,COMMONWEALTH,OF KENTUCKY, ,ADDRESS UNKNOWN, ,EXEMPT,KY,EXEMPT,E,32500,0,32500,602,2,14520
1199401.62125,254633.211250007,5405,065C02110000,065C,0211,0000,165273,   0.12300,3749 WOODRUFF AVE,  3749, ,WOODRUFF,AVE,85,5449,0327,1984/09/11 00:00:00+00,COMMONWEALTH,OF KENTUCKY TRANSPORTA, ,FRANKFORT KY, ,EXEMPT,KY,EXEMPT,E,25000,0,25000,602,2,14521
1201560.5325,254594.745000005,5406,053B01590000,053B,0159,0000,165310,   0.11820,919 STANLEY AVE,   919, ,STANLEY,AVE,86, , ,1900/01/01 00:00:00+00,COMMONWEALTH,OF KENTUCKY, ,ADDRESS UNKNOWN, ,EXEMPT,KY,EXEMPT,E,33500,0,33500,602,2,14522
1205183.10875,254624.902500004,5407,057C00020000,057C,0002,0000,165314,   0.20820,4437 S 3RD ST,  4437,S,3RD,ST,87,5643,0564,1986/12/31 00:00:00+00,COMMONWEALTH,OF KENTUCKY, ,ADDRESS UNKNOWN, ,EXEMPT,KY,EXEMPT,E,5250,29750,35000,602,2,14523
1204703.375,254621.167500004,5408,057A00570000,057A,0057,0000,165322,   0.22780,4447 SOUTHERN PKWY,  4447, ,SOUTHERN,PKWY,88,5665,0166,1987/03/26 00:00:00+00,COMMONWEALTH,OF KENTUCKY, ,ADDRESS UNKNOWN, ,EXEMPT,KY,EXEMPT,E,10500,94500,105000,602,2,14524
1199506.34375,254634.760000005,5409,065C00680000,065C,0068,0000,165325,   0.01260,ADDRESS UNKNOWN, , ,ADDRESS UNKNOWN, , , , ,1900/01/01 00:00:00+00,COMMONWEALTH,OF KENTUCKY, ,ADDRESS UNKNOWN, ,EXEMPT,KY,EXEMPT,E,0,0,0,602,2,14525
1201610.14624999,254586.123750001,5410,053B01600000,053B,0160,0000,165355,   0.12050,917 STANLEY AVE,   917, ,STANLEY,AVE,86, , ,1900/01/01 00:00:00+00,COMMONWEALTH,OF KENTUCKY, ,ADDRESS UNKNOWN, ,EXEMPT,KY,EXEMPT,E,32500,0,32500,602,2,14526
1210224.175,254468.212500006,5411,083K00080000,083K,0008,0000,165650,   1.01720,ADDRESS UNKNOWN, , ,ADDRESS UNKNOWN, ,81, , ,1900/01/01 00:00:00+00,REGIONAL,AIRPORT AUTHORITY OF L, ,PO BOX 9129, ,LOUISVILLE,KY,40209-0129,E,0,55880,55880,620,1,14527
1201658.84875,254577.424999997,5412,053B01610000,053B,0161,0000,165385,   0.12040,915 STANLEY AVE,   915, ,STANLEY,AVE,86, , ,1900/01/01 00:00:00+00,COMMONWEALTH,OF KENTUCKY, ,ADDRESS UNKNOWN, ,EXEMPT,KY,EXEMPT,E,29500,0,29500,602,2,14528
1201707.83,254570.620000005,5413,053B01620000,053B,0162,0000,165400,   0.13040,913 STANLEY AVE,   913, ,STANLEY,AVE,86, , ,1900/01/01 00:00:00+00,COMMONWEALTH,OF KENTUCKY, ,ADDRESS UNKNOWN, ,EXEMPT,KY,EXEMPT,E,36500,0,36500,602,2,14529
1201757.6275,254560.366249993,5414,053B01630079,053B,0163,0079,165418,   0.13790,911 STANLEY AVE,   911, ,STANLEY,AVE,85, , ,1900/01/01 00:00:00+00,COMMONWEALTH,OF KENTUCKY, ,ADDRESS UNKNOWN, ,EXEMPT,KY,EXEMPT,E,4280,24220,28500,602,2,14530
1201807.9325,254562.525000006,5415,053B01640000,053B,0164,0000,165432,   0.12860,909 STANLEY AVE,   909, ,STANLEY,AVE,85, , ,1900/01/01 00:00:00+00,COMMONWEALTH,OF KENTUCKY, ,ADDRESS UNKNOWN, ,EXEMPT,KY,EXEMPT,E,4500,25500,30000,602,2,14531
1199381.69875,254600.256249994,5416,065C00590000,065C,0059,0000,165441,   0.08170,ADDRESS UNKNOWN, , ,ADDRESS UNKNOWN, , , , ,1900/01/01 00:00:00+00,COMMONWEALTH,OF KENTUCKY, ,ADDRESS UNKNOWN, ,EXEMPT,KY,EXEMPT,E,0,0,0,602,2,14532
1201856.94374999,254560.691249996,5417,053B01650000,053B,0165,0000,165453,   0.12330,907 STANLEY AVE,   907, ,STANLEY,AVE,86, , ,1900/01/01 00:00:00+00,COMMONWEALTH,OF KENTUCKY, ,ADDRESS UNKNOWN, ,EXEMPT,KY,EXEMPT,E,30500,0,30500,602,2,14533
1201906.6225,254560.418750003,5418,053B01660082,053B,0166,0082,165460,   0.12520,905 STANLEY AVE,   905, ,STANLEY,AVE,86, , ,1900/01/01 00:00:00+00,COMMONWEALTH,OF KENTUCKY, ,ADDRESS UNKNOWN, ,EXEMPT,KY,EXEMPT,E,28000,0,28000,602,2,14534
1201957.18375,254559.523750007,5419,053B00850000,053B,0085,0000,165466,   0.12210,903 STANLEY AVE,   903, ,STANLEY,AVE,85, , ,1900/01/01 00:00:00+00,COMMONWEALTH,OF KENTUCKY DEPARTMENT, ,FRANKFORT KY, ,EXEMPT,KY,EXEMPT,E,4950,28050,33000,602,2,14535
1202016.99875,254560.943749994,5420,053B00840000,053B,0084,0000,165476,   0.16240,901 STANLEY AVE,   901, ,STANLEY,AVE,85, , ,1900/01/01 00:00:00+00,COMMONWEALTH,OF KENTUCKY, ,ADDRESS UNKNOWN, ,EXEMPT,KY,EXEMPT,E,4650,26350,31000,602,2,14536
1205116.87875,254583.143749997,5421,057C00960000,057C,0096,0000,165494,   0.07450,211 W SOUTHERN HEIGHTS AVE,   211,W,SOUTHERN HEIGHTS,AVE,88,5672,0200,1987/04/23 00:00:00+00,COMMONWEALTH,OF KENTUCKY, ,ADDRESS UNKNOWN, ,EXEMPT,KY,EXEMPT,E,57250,0,57250,602,2,14537
1205206.0175,254584.426249996,5422,057C00010000,057C,0001,0000,165510,   0.08960,4439 S 3RD ST,  4439,S,3RD,ST,88,5646,0456,1987/01/08 00:00:00+00,COMMONWEALTH,OF KENTUCKY, ,ADDRESS UNKNOWN, ,EXEMPT,KY,EXEMPT,E,15840,28160,44000,602,2,14538
1202273.265,254049.385000005,5423,053C00010000,053C,0001,0000,165253,  11.06950,4530 BELLEVUE AVE,  4530, ,BELLEVUE,AVE,81,7472,0762,2000/06/30 00:00:00+00,JEFFERSON,COUNTY SCHOOL DISTRICT, ,3332 NEWBURG RD, ,LOUISVILLE,KY,40218-2414,E,0,29900,29900,608,4,14539
1199364.85875,254568.040000007,5424,065C02140008,065C,0214,0008,165585,   0.06390,3757 WOODRUFF AVE,  3757, ,WOODRUFF,AVE,85, , ,1900/01/01 00:00:00+00,COMMONWEALTH,OF KENTUCKY DEPARTMENT, ,FRANKFORT KY, ,EXEMPT,KY,EXEMPT,E,4500,25500,30000,602,2,14540
1213552.45874999,254555.721249998,5425,083L00760000,083L,0076,0000,165606,   0.35540,ADDRESS UNKNOWN, , ,ADDRESS UNKNOWN, ,97,3451,0360,1957/06/01 00:00:00+00,COMMONWEALTH,OF KENTUCKY, ,PO BOX 37090, ,LOUISVILLE,KY,40233-7090,E,8610,0,8610,602,2,14541
1213546.575,254287.888750002,5426,083L00660000,083L,0066,0000,165609,   5.79100,ADDRESS UNKNOWN, , ,ADDRESS UNKNOWN, ,81, , ,1900/01/01 00:00:00+00,JEFFERSON,COUNTY AIR BOARD, ,ADDRESS UNKNOWN, ,EXEMPT,KY,EXEMPT,E,0,5140,5140,620,1,14542
1213046.455,254383.407499999,5427,083L00740000,083L,0074,0000,165614,   3.97030,ADDRESS UNKNOWN, , ,ADDRESS UNKNOWN, ,97, , ,1900/01/01 00:00:00+00,JEFFERSON,COUNTY AIR BOARD, ,ADDRESS UNKNOWN, ,EXEMPT,KY,EXEMPT,E,94960,0,94960,620,1,14543
1181580.84999999,254541.903750002,5428,101302850001,1013,0285,0001,165639,   0.05230,3204 ELANE DR,  3204, ,ELANE,DR,20,11846,986,2020/11/17 00:00:00+00,LOUISVILLE,& JEFFERSON COUNTY LAN, ,444 S 5TH ST STE 500, ,LOUISVILLE,KY,40202-2332,E,520,0,520,620,1,14544
1213169.04625,251394.403750002,5429,087A00010000,087A,0001,0000,165665, 589.06240,5051 ARFF WAY,  5051, ,ARFF,WAY,93,9080,0770,2007/08/01 00:00:00+00,LOUISVILLE,REGIONAL AIRPORT AUTHO, ,PO BOX 9129, ,LOUISVILLE,KY,40209-0129,E,0,19435090,19435090,620,1,14545
1257012.38625,254120.777500004,5430,049400160000,0494,0016,0000,165669,  10.55290,3610 CEDARWOOD WAY,  3610, ,CEDARWOOD,WAY,02,7472,0643,2000/06/30 00:00:00+00,JEFFERSON,COUNTY SCHOOL DISTRICT, ,3332 NEWBURG RD, ,LOUISVILLE,KY,40218-2414,E,29000,2734000,2763000,608,4,14546
1199189.27500001,254545.582499996,5431,065C01840000,065C,0184,0000,165672,   0.11720,3764 WOODRUFF AVE,  3764, ,WOODRUFF,AVE,85, , ,1900/01/01 00:00:00+00,COMMONWEALTH,OF KENTUCKY TRANSPORTA, ,FRANKFORT KY, ,EXEMPT,KY,EXEMPT,E,30000,0,30000,602,2,14547
1210120.6275,254409.506249994,5432,083K00060000,083K,0006,0000,165806,   0.64160,ADDRESS UNKNOWN, , ,ADDRESS UNKNOWN, ,81, , ,1900/01/01 00:00:00+00,LOUISVILLE/JEF,COUNTY METRO GO, ,527 W JEFFERSON ST, ,LOUISVILLE,KY,40202-2814,E,0,106830,106830,620,1,14548
1205462.50749999,254520.848749995,5433,057G00400000,057G,0040,0000,165716,   0.25240,4501 S 2ND ST,  4501,S,2ND,ST,88,5661,0842,1987/03/13 00:00:00+00,COMMONWEALTH,OF KENTUCKY, ,ADDRESS UNKNOWN, ,EXEMPT,KY,EXEMPT,E,42000,0,42000,602,2,14549
1199352.22750001,254516.204999998,5434,065C00580000,065C,0058,0000,165754,   0.11060,ADDRESS UNKNOWN, , ,ADDRESS UNKNOWN, , , , ,1900/01/01 00:00:00+00,COMMONWEALTH,OF KENTUCKY, ,ADDRESS UNKNOWN, ,EXEMPT,KY,EXEMPT,E,0,0,0,602,2,14550
1205281.09125,254507.858750001,5435,057G00390000,057G,0039,0000,165800,   0.11240,4500 S 2ND ST,  4500,S,2ND,ST,88,5666,0616,1987/04/01 00:00:00+00,COMMONWEALTH,OF KENTUCKY, ,PO BOX 37090, ,LOUISVILLE,KY,40233-7090,E,4000,0,4000,602,2,14551
1181642.6675,254500.881249994,5436,101302840000,1013,0284,0000,165804,   0.06310,3202 ELANE DR,  3202, ,ELANE,DR,20,11846,986,2020/11/17 00:00:00+00,LOUISVILLE,& JEFFERSON COUNTY LAN, ,444 S 5TH ST STE 500, ,LOUISVILLE,KY,40202-2332,E,630,0,630,620,1,14552
1213384.4675,254392.471249998,5437,083L00750000,083L,0075,0000,165812,   1.85340,ADDRESS UNKNOWN, , ,ADDRESS UNKNOWN, ,97,6767,0831,1996/07/11 00:00:00+00,REGIONAL,AIRPORT AUTHORITY OF L, ,PO BOX 9129, ,LOUISVILLE,KY,40209-0129,E,44010,0,44010,620,1,14553
1199186.54625,254510.939999998,5438,065C00540000,065C,0054,0000,165827,   0.11730,3766 WOODRUFF AVE,  3766, ,WOODRUFF,AVE,86, , ,1900/01/01 00:00:00+00,COMMONWEALTH,OF KENTUCKY, ,ADDRESS UNKNOWN, ,EXEMPT,KY,EXEMPT,E,24000,0,24000,602,2,14554
1214807.17874999,254269.6875,5439,087A00110000,087A,0011,0000,165882,   3.09250,ADDRESS UNKNOWN, , ,ADDRESS UNKNOWN, ,97, , ,1900/01/01 00:00:00+00,COMMONWEALTH,OF KENTUCKY, ,PO BOX 37090, ,LOUISVILLE,KY,40233-7090,E,18360,0,18360,602,2,14555
1181509.26125,254466.575000003,5440,101302850002,1013,0285,0002,165904,   0.04210,3206 R ELAINE DR,  3206, ,ELAINE,DR,20,11846,986,2020/11/17 00:00:00+00,LOUISVILLE,& JEFFERSON COUNTY LAN, ,444 S 5TH ST STE 500, ,LOUISVILLE,KY,40202-2332,E,420,0,420,620,1,14556
