OBJECTID,name,reportdt,confirmed,recovered,deaths,active,GlobalID,tested,Negative,Pending,MaleCases,FemaleCases,Cases0to19,Cases20to29,Cases30to39,Cases40to49,Cases50to59,Cases60to69,Cases70to79,Cases80plus,NewCases,MaleDeaths,FemaleDeaths,Deaths0to19,Deaths20to29,Deaths30to39,Deaths40to49,Deaths50to59,Deaths60to69,Deaths70to79,Deaths80plus,AsianCases,BlackCases,HispanicCases,NativeAmCases,OtherCases,WhiteCases,CurrentlyHospitalizedCases,PercAsianCases,PercBlackCases,PercHispanicCases,PercNativeAmCases,PercOtherCases,PercWhiteCases,PercPopAsianCases,PercPopBlackCases,PercPopHispanicCases,PercPopNativeAmCases,PercPopOtherCases,PercPopWhiteCases,NewDailyDeaths,NewDailyTested,DailyPercentPositive,TotalPercentPositive,NewDailyNegative,ThreeDayAvg,SevenDayAvg,Cases0to9,Cases10to19,Deaths0to9,Deaths10to19,TotalDoses,TotalRecipients,MalesVaccinated,FemalesVaccinated,Vaccinated0to9,Vaccinated10to19,Vaccinated20to29,Vaccinated30to39,Vaccinated40to49,Vaccinated50to59,Vaccinated60to69,Vaccinated70to79,Vaccinated80plus,NewDailyDoses,NewDailyRecipients,Total1DoseRecipients,Total2DoseRecipients,TotalJJDoses,TotalJJRecipients,TotalVaccinated,Pfizer3DoseRecipients,Moderna3DoseRecipients,Total3DoseRecipients,PartialVaccinated
348,South Dakota,2021/03/02 17:53:00+00,112652,108789,1888,1975,8b97ea1d-f6e6-4e7c-ab7d-6b30262e446e,423463,310811,0,53947,58705,,20008,18533,16081,15899,12908,6903,5123,182,1000,888,,7,18,35,113,249,431,135,1463,2500,4108,13446,7147,83988,92,1.29868977026595,2.21922380428221,3.64662855519653,11.9358733089515,6.34431701168199,74.5552675496218,11.5560821484992,15.3931408164522,12.8395061728395,17.8492254184864,23.8273045507585,11.5042284079982,0,646,28.1733746130031,26.6025603181388,464,119.7,158,4525,12672,0,0,224643,146858,53562,88158,0,839,9992,13568,12905,14548,30346,38215,26868,845,594,69073,77785,,,77785,,,,
349,South Dakota,2021/03/03 18:18:00+00,112833,108947,1893,1993,640fddd8-94f1-46fc-b132-a0752a59e2a4,424345,311512,0,54050,58783,,20038,18561,16106,15917,12937,6910,5126,181,1001,892,,7,18,35,113,250,432,1038,1463,2505,4116,13460,7144,84145,97,1.2966064892363,2.22009518491931,3.64786897450214,11.9291342071912,6.33148103834871,74.5748141058024,11.5560821484992,15.4239270980851,12.8645100797,17.8678100649135,23.817302883814,11.5257334308593,5,882,20.5215419501134,26.5899209369735,701,135.333,146.429,4543,12695,0,0,229762,150076,55191,89623,0,852,10133,13770,13110,14843,31947,38902,26953,5119,3218,70390,79686,,,79686,,,,
350,South Dakota,2021/03/04 18:57:00+00,113065,109113,1896,2056,48b9d8ff-9c53-402f-9734-6dc0c635e971,425486,312421,0,54180,58885,,20062,18590,16148,15955,12953,6915,5130,232,1003,893,,7,18,35,113,250,434,1039,1462,2514,4126,13487,7156,84320,87,1.29306151328882,2.22349975677708,3.64922831999292,11.9285366824393,6.32910272851899,74.5765709989829,11.5481832543444,15.4793424050243,12.8957649632755,17.9036518830229,23.8573095515919,11.5497039977427,3,1141,20.3330411919369,26.5731422420479,909,198.333,157.286,4560,12752,0,0,237370,154334,57240,91743,0,865,10250,14058,13501,15581,34015,39434,27080,7608,4258,71298,83036,,,83036,,,,
351,South Dakota,2021/03/05 19:14:00+00,113229,109237,1896,2096,04c43236-7c53-451f-86c9-e73bfd4c6e91,426489,313260,0,54275,58594,,20078,18620,16173,15980,12969,6921,5129,164,1003,893,,7,18,35,113,250,434,1039,1466,2514,4130,13500,7155,84464,74,1.2947213169771,2.22027925708078,3.64747547006509,11.9227406406486,6.31905253954376,74.5957307756847,11.5797788309637,15.4793424050243,12.9082669167057,17.9209090547052,23.8539756626104,11.569428349921,0,1003,16.3509471585244,26.5491020870409,839,192.3,160.3,4566,12793,0,0,244697,158135,58969,93641,0,893,10370,14253,13853,16262,35954,39875,27149,7327,3801,71573,86562,,,86562,,,,
352,South Dakota,2021/03/06 18:46:00+00,113378,109371,1898,2109,80266952-9255-4927-a706-5c8e03316278,427394,314016,0,54348,59030,,20100,18644,16195,16004,12985,6930,5127,149,1003,895,,7,18,35,113,250,434,1041,1467,2518,4137,13508,7146,84602,74,1.29390181516696,2.22088941417206,3.64885603909048,11.9141279613329,6.30281006897282,74.6194147012648,11.5876777251185,15.5039714303306,12.9301453352086,17.9315288526636,23.823970661777,11.5883308540918,2,905,16.4640883977901,26.5277472308923,756,181.667,155,4579,12814,0,0,255025,165425,62383,97212,0,938,10607,14726,14530,17515,39495,40816,27288,10328,7290,75825,89600,188,188,89788,,,,
353,South Dakota,2021/03/07 18:06:00+00,113589,109531,1900,2158,8afecc70-237d-4178-a177-509d5ff5316e,428129,314540,0,54457,59132,,20127,18674,16226,16027,13018,6937,5129,211,1004,896,,7,18,36,113,251,434,1041,1468,2519,4145,13518,7163,84776,72,1.29237866342692,2.21764431415014,3.64912095361347,11.9008002535457,6.30606836929632,74.6339874459675,11.5955766192733,15.5101286866572,12.9551492420691,17.9448036001115,23.8806467744624,11.6121644463073,2,735,28.7074829931973,26.5314893408295,524,174.667,166,4598,12853,0,0,260321,168738,63852,98978,0,955,10760,15067,14982,18228,40695,41206,27338,5296,3321,77155,91583,402,402,91985,,,,
354,South Dakota,2021/03/08 18:43:00+00,113596,109628,1901,2067,1b8388e0-437d-45df-9071-29e289129878,428297,314701,0,54461,59135,,20128,18676,16226,16029,13019,6938,5129,7,1005,896,,7,18,36,113,251,435,1041,1468,2519,4145,13518,7164,84782,67,1.29229902461354,2.21750765872038,3.64889608789042,11.9000669037642,6.30656009014402,74.6346702348674,11.5955766192733,15.5101286866572,12.9551492420691,17.9448036001115,23.8839806634439,11.6129862943147,1,168,4.16666666666667,26.5227167129352,161,122.333,160.857,4598,12853,0,0,261885,169878,64330,99647,0,969,10842,15233,15214,18541,41014,41210,27348,1563,1139,77871,92007,497,497,92504,,,,
355,South Dakota,2021/03/09 18:29:00+00,113753,109755,1901,2097,f3c78d15-3424-45d0-85af-f383087373ca,428873,315120,0,54544,59209,,20147,18700,16250,16051,13043,6948,5132,157,1005,896,,7,18,36,113,251,435,1041,1469,2522,4148,13526,7180,84908,71,1.29139451267219,2.21708438458766,3.64649723523775,11.8906754107584,6.31192144383005,74.6424270129139,11.6034755134281,15.528600455637,12.9645257071417,17.9554233980699,23.9373228871479,11.6302451024707,0,576,27.2569444444444,26.5237028211149,419,125,157.286,4607,12875,0,0,262250,170209,64491,99817,0,975,10866,15283,15260,18625,41120,41223,27350,365,331,78168,92041,522,522,92563,,,,
356,South Dakota,2021/03/10 17:55:00+00,113962,109944,1904,2114,309ce04b-7b88-4759-bb60-b2fb47cf1545,429839,315877,0,54656,59306,,20172,18741,16281,16076,13069,6956,5132,209,1007,897,,7,18,36,114,251,435,1043,1470,2524,4151,13538,7194,85085,73,1.28990365209456,2.21477334550113,3.6424422175813,11.8793983959565,6.31263052596479,74.6608518629017,11.6113744075829,15.5409149682901,12.9739021722144,17.9713530950074,23.9839973328888,11.6544896186899,3,966,21.6356107660455,26.5127175523859,757,124.333,161.286,4621,12914,0,0,267743,173597,66126,101452,0,1000,10958,15506,15587,19509,42633,41506,27396,5493,3388,79451,94146,773,773,94919,,,,
357,South Dakota,2021/03/11 18:52:00+00,114163,110127,1905,2131,f071c792-f5bb-4b67-98d3-65518b91087e,430649,316486,0,54756,59407,,20213,18769,16310,16096,13097,6963,5136,201,1008,897,,7,18,36,114,251,436,1043,1470,2526,4154,13560,7198,85255,67,1.28763259549942,2.21262580696022,3.6386570079623,11.8777537380763,6.30502001524137,74.6783108362604,11.6113744075829,15.5532294809433,12.9832786372871,18.0005575393928,23.9973328888148,11.6777753122338,1,810,24.8148148148148,26.5095239975014,609,189,156.857,4633,12946,0,0,276107,178093,68390,103593,0,1021,11087,15777,16051,20744,44490,41933,27508,8364,4496,80079,98014,1133,1133,99147,,,,
358,South Dakota,2021/03/12 18:53:00+00,114347,110277,1907,2163,06e7c8f6-3531-44f8-8180-b88db23c4012,431342,316995,0,54855,59492,,20232,18813,16341,16117,13114,6965,5138,184,1009,898,,7,18,36,114,253,436,1043,1472,2532,4163,13572,7187,85421,62,1.287309680184,2.21431257488172,3.64067268927038,11.8691351762617,6.28525453225708,74.7033153471451,11.6271721958926,15.5901730189028,13.0114080325051,18.0164872363303,23.9606601100183,11.700513107106,2,693,26.5512265512266,26.5095909973988,509,198,159.7,4647,12980,0,0,283216,181530,70066,105326,0,1042,11238,16098,16494,21817,45790,42044,27555,7109,3557,79863,54076,1419,1419,55495,,,,
359,South Dakota,2021/03/13 17:44:00+00,114493,110435,1909,2149,c590d819-f3b3-4f7e-b10b-a9db786dad0b,432098,317605,0,54920,59573,,20250,18838,16368,16134,13132,6970,5140,146,1011,898,,7,18,36,114,253,436,1045,1476,2535,4167,13579,7196,85540,64,1.28916178281642,2.21410915951194,3.63952381368293,11.8601137187426,6.28510039915104,74.711991126095,11.6587677725118,15.6086447878825,13.0239099859353,18.0257795595439,23.9906651108518,11.7168130925867,2,756,19.3121693121693,26.4969983661114,610,177,159.286,4660,13001,0,0,294590,189111,73261,109383,0,1124,11830,17035,17710,23604,48145,42564,27667,11374,7581,83649,105470,2129,2129,107599,,,,
360,South Dakota,2021/03/14 16:43:00+00,114623,110554,1912,2157,e7bd1aca-5176-4f44-b2da-a5514824c159,432728,318105,0,54984,59639,,20266,18863,16382,16149,13147,6976,5142,130,1012,900,,7,18,37,114,253,437,1046,1476,2542,4170,13599,7210,85626,64,1.28769967633023,2.21770499812429,3.63801331320939,11.8641110422865,6.29018608830688,74.7022848817428,11.6587677725118,15.6517455821686,13.033286451008,18.0523290544397,24.0373395565928,11.7285929140265,3,630,20.6349206349206,26.4884638849346,500,153.333,147.714,4670,13028,0,0,304475,196291,76149,113505,0,1190,12527,18155,18984,25345,50106,42837,27730,9885,7172,88108,108183,3120,3120,111303,,,,
361,South Dakota,2021/03/15 17:32:00+00,114649,110631,1912,2106,629934fa-310a-4df9-a55e-c38bff474fb5,433072,318423,0,54996,59653,,20268,18868,16387,16152,13151,6977,5143,26,1012,900,,7,18,37,114,253,437,1046,1476,2542,4171,13599,7210,85651,64,1.28740765292327,2.21720206892341,3.63806051513751,11.8614205095553,6.28875960540432,74.7071496480562,11.6587677725118,15.6517455821686,13.0364119393655,18.0523290544397,24.0373395565928,11.7320172807241,0,344,7.55813953488372,26.473427051391,318,100.7,150.4,4672,13031,0,0,307059,197659,76722,114294,0,1241,12726,18372,19289,25672,50352,42866,27734,2244,1359,88260,109399,3345,3345,112744,,,,
362,South Dakota,2021/03/16 17:17:00+00,114791,110735,1912,2144,72e523dd-07e1-4fd4-a3bf-04a8c3e9ea24,433415,318624,0,55064,59727,,20287,18892,16410,16169,13170,6983,5145,142,1012,900,,7,18,37,114,253,437,1046,1478,2542,4174,13603,7214,85780,69,1.28755738690315,2.21445932172383,3.63617356761419,11.8502321610579,6.28446480995897,74.7271127527419,11.6745655608215,15.6517455821686,13.0457884044382,18.0576389534189,24.0506751125188,11.7496870128838,0,343,41.399416909621,26.4852393202819,201,99.333,148.286,4680,13055,0,0,308091,198442,77080,114709,0,1267,12841,18515,19419,25863,50508,42878,27746,1023,775,88794,109648,3362,3362,113010,,,,
363,South Dakota,2021/03/17 17:31:00+00,114966,110944,1915,2107,f0081a86-194f-4ba4-9ac1-0d9629b9d5e9,434091,319125,0,55142,59824,,20308,18931,16439,16195,13187,6985,5146,176,1013,902,,7,18,37,114,253,438,1048,1480,2544,4182,13617,7218,85925,68,1.28733712575892,2.21282814049371,3.63759720265122,11.8443713793643,6.27837795522154,74.7394881965103,11.6903633491311,15.6640600948217,13.0707923112986,18.076223599846,24.0640106684447,11.7695483397301,3,677,25.9970457902511,26.4843085896736,501,114.667,143.571,4694,13081,0,0,315171,201821,78627,116392,0,1335,13169,18958,19936,26702,51490,43074,27780,7080,3379,88471,113350,3712,3712,117062,,,,
364,South Dakota,2021/03/18 18:03:00+00,115203,111120,1919,2164,db8a2f9e-b556-4082-9a65-181140f7c81f,435353,320150,0,55261,59942,,20351,18968,16472,16224,13212,7003,5149,237,1016,903,,7,19,37,115,254,438,1049,1484,2551,4188,13631,7233,86116,65,1.28816089858771,2.21435205680408,3.635321996823,11.8321571486854,6.27848233118929,74.7515255679106,11.7219589257504,15.7071608891078,13.089545241444,18.0948082462731,24.1140190031672,11.7957105012999,4,1262,18.7797147385103,26.4619745356067,1025,185,148.714,4709,13115,0,0,321447,204801,79999,117897,0,1378,13379,19260,20487,27543,52298,43298,27807,6276,2980,88155,116646,4035,4035,120681,,,,
365,South Dakota,2021/03/19 17:23:00+00,115518,111359,1919,2240,4b5117e2-4775-45e5-aaf8-f7c8eff02ec6,436168,320650,0,55411,60107,,20391,19035,16522,16267,13245,7016,5156,315,1016,903,,7,19,37,115,254,438,1049,1488,2559,4196,13641,7250,86384,68,1.28811094374903,2.21523918350387,3.63233435481916,11.8085493169896,6.27607818694922,74.7796880139892,11.7535545023697,15.7564189397205,13.1145491483044,18.108082993721,24.1706951158526,11.8324197122984,0,815,38.6503067484663,26.4847489957998,500,242.667,167.429,4724,13162,0,0,333676,210043,82340,120719,0,1474,13840,19864,21547,28848,53660,43612,27882,12218,5231,86410,123633,4279,4279,127912,,,,
366,South Dakota,2021/03/20 16:52:00+00,115723,111568,1922,2233,deb5d051-a7fd-4579-a26d-70557984bbf1,436941,321218,0,55507,60216,,20428,19064,16556,16290,13275,7022,5154,207,1017,905,,7,19,37,115,254,438,1052,1490,2567,4200,13653,7259,86554,69,1.28755735679165,2.21822800998937,3.62935630773485,11.7980003975009,6.27273748520173,74.7941204427815,11.7693522906793,15.8056769903331,13.1270511017346,18.1240126906586,24.2007001166861,11.8557054058422,3,775,26.7096774193548,26.4848114505162,568,253,176.143,4737,13197,0,0,342363,214298,84175,123087,0,1608,14374,20661,22405,29867,54414,43753,27925,8687,4252,86233,128065,4598,4598,132663,,,,
367,South Dakota,2021/03/21 19:45:00+00,115867,111711,1923,2233,3f65194a-eaa4-4f1e-8a4a-4e552bb4f6e4,437567,321700,0,55575,60292,,20454,19087,16571,16312,13288,7027,5154,144,1018,905,,7,19,37,115,255,438,1052,1495,2571,4204,13660,7259,86678,59,1.29027246757058,2.2189234208187,3.62829796231887,11.7893792020161,6.26494170039787,74.8081852468779,11.8088467614534,15.8303060156394,13.1395530551649,18.1333050138721,24.2007001166861,11.8726902646625,1,626,23.0031948881789,26.4798305,482,222,178.1,4744,13230,0,0,347275,217290,85489,124582,0,1700,14804,21049,22839,30515,55325,43828,27954,4912,306,87305,129985,4679,4679,134664,,,,
368,South Dakota,2021/03/22 17:07:00+00,115972,111805,1923,2244,6e7255e1-1f73-4778-9d53-e009010f7c04,437910,321938,0,55620,60352,,20464,19108,16593,16325,13296,7029,5155,105,1018,905,,7,19,37,115,255,438,1052,1495,2575,4203,13671,7262,86766,62,1.2891042665471,2.22036353602594,3.62415065705515,11.7881902528196,6.26185631014383,74.8163349774083,11.8088467614534,15.8549350409458,13.1364275668073,18.1479072360648,24.2107017836306,11.8847440354381,0,343,30.6122448979592,26.4830672969332,238,152,189.429,4753,13249,0,0,350149,218710,86082,125387,0,1783,15059,21315,23079,30815,55557,43879,27964,2874,1412,87271,131439,4876,4876,136315,,,,
369,South Dakota,2021/03/23 17:53:00+00,116100,111937,1923,2240,d2db137a-9655-4904-9e52-2d64a35f594f,438409,322309,0,55693,60407,,20482,19126,16619,16345,13308,7031,5157,128,1018,905,,7,19,37,115,255,438,1052,1496,2581,4205,13678,7262,86878,70,1.2885443583118,2.22308354866494,3.62187769164513,11.7812230835487,6.25495262704565,74.8303186907838,11.8167456556082,15.8918785789052,13.1426785435224,18.1571995592784,24.2107017836306,11.9000851982434,0,499,25.6513026052104,26.4821205769042,371,125.7,187.4,4762,13270,0,0,351033,219408,86434,125723,0,1816,15154,21436,23207,31002,55675,43895,27966,884,661,87783,131625,4883,4883,136508,,,,
370,South Dakota,2021/03/24 17:13:00+00,116370,112096,1924,2350,39f2a8d8-3683-468c-9777-f7f848a9c859,439361,322991,0,55831,60539,,20526,19156,16671,16386,13334,7038,5155,270,1019,905,,7,19,37,115,255,439,1052,1499,2588,4215,13694,7274,87100,72,1.28813268024405,2.22394087823322,3.62206754318123,11.7676377073129,6.25075191200481,74.8474692790238,11.8404423380727,15.9349793731913,13.173933427098,18.1784391551951,24.2507084514086,11.9304935745183,1,952,28.3613445378151,26.4861924476683,682,167.667,200.857,4783,13321,0,0,357723,223692,88543,127742,0,1982,15701,22044,23950,32112,56615,44041,28008,6682,4276,89661,134031,5238,5238,139269,,,,
371,South Dakota,2021/03/25 16:41:00+00,116624,112269,1927,2428,95fbd872-f06d-4c89-8997-20a27e79fccb,440322,323698,0,55967,60657,,20567,19202,16711,16421,13358,7039,5158,263,1021,906,,7,19,37,115,255,440,1054,1503,2600,4231,13715,7285,87290,74,1.28875703114282,2.22938674715324,3.6278982027713,11.7600150912334,6.24657017423515,74.8473727534641,11.8720379146919,16.0088664491103,13.2239412408189,18.2063161248357,24.287381230205,11.9565187614203,3,970,27.1134020618557,26.4860715567244,707,220.333,204.571,4806,13362,0,0,366972,228667,91057,130083,0,2193,16428,22926,24850,33230,57547,44239,28051,9249,4975,90362,138305,5844,5844,144149,,,,
372,South Dakota,2021/03/26 17:09:00+00,116833,112425,1928,2480,1d12d34c-d0df-4551-9bd6-b5d6a0762671,441177,324344,0,56072,60761,,20608,19249,16738,16439,13371,7038,5131,209,1022,906,,7,19,37,116,255,440,1054,1510,2605,4246,13717,7291,87464,74,1.29244305975195,2.22967825871115,3.63424717331576,11.7406897023957,6.24053135672284,74.8624104491026,11.9273301737757,16.0396527307432,13.2708235661822,18.2089710743253,24.307384564094,11.9803523536357,1,855,24.4444444444444,26.4821148881288,646,247.3,189.4,4829,13400,0,0,380096,236265,94778,133571,0,2745,17569,24272,26223,34891,58840,44459,28109,12810,7337,92435,143830,6836,6836,150666,,,,
373,South Dakota,2021/03/27 17:03:00+00,117081,112705,1933,2443,f70f23dc-4001-432b-a719-244f5093ac02,442181,325100,0,56205,60876,,20655,19294,16770,16475,13398,7044,5155,248,1024,909,,7,19,37,116,256,442,1056,1511,2617,4249,13736,7304,87664,77,1.29055952716495,2.2352046873532,3.62911146983712,11.732048752573,6.23841613925402,74.8746594238177,11.9352290679305,16.1135398066622,13.2802000312549,18.2341930944764,24.3507251208535,12.0077472872167,5,1004,24.7011952191235,26.478071197089,756,240,195.3,4845,13445,0,0,392186,242305,97870,136370,0,2913,18363,25452,27504,36363,59845,44590,28164,11564,5617,92425,149880,7244,7244,157124,,,,
374,South Dakota,2021/03/28 16:41:00+00,117244,112899,1933,2412,b3917749-afb0-42bb-adf2-35bf3e9f5454,442758,325514,0,56286,60956,,20686,19327,16793,16495,13400,7048,5158,163,1024,909,,7,19,37,116,256,442,1056,1512,2622,4257,13742,7295,87816,80,1.28961823206305,2.23636177544267,3.63088942717751,11.7208556514619,6.22206680085975,74.9002081129951,11.9431279620853,16.1443260882951,13.3052039381153,18.2421579429451,24.32072012002,12.0285674367382,0,577,28.2495667244367,26.4803798011555,414,206.7,198,4861,13476,0,0,398808,246585,100000,138314,0,3030,18881,26275,28374,37497,60561,44678,28194,6622,4272,94362,152223,7957,7957,160180,,,,
375,South Dakota,2021/03/29 17:10:00+00,117336,113010,1933,2393,30192ef6-efd2-4a32-adc3-06e7dc4df498,443090,325754,0,56324,61012,,20703,19341,16812,16503,13411,7050,5161,92,1024,909,,7,19,37,116,256,442,1056,1515,2626,4263,13744,7294,87894,91,1.29116383718552,2.23801731778823,3.63315606463489,11.7133701506784,6.21633599236381,74.9079566373491,11.9668246445498,16.1689551136014,13.3239568682607,18.2448128924347,24.3173862310385,12.0392514608348,0,331,27.7945619335347,26.4813017671353,239,167.667,196.143,4864,13491,0,0,402066,248071,100804,138984,0,3088,19164,26632,28661,37816,60733,44699,28199,3250,1478,94076,153995,8033,8033,162028,,,,
376,South Dakota,2021/03/30 16:45:00+00,117495,113124,1935,2436,66ead7c2-7f69-4954-8766-4871e10cd3f1,443597,326102,0,56407,61088,,20734,19365,16842,16529,13426,7053,5156,165,1024,911,,7,19,37,116,258,442,1056,1611,2629,4264,13751,7218,88022,95,1.37112217541172,2.23754202306481,3.62909059959998,11.7034767436912,6.14324013787821,74.9155283203541,12.7251184834123,16.1874268825811,13.3270823566182,18.2541052156483,24.0640106684447,12.0567842183267,2,513,32.1637426900585,26.4868788562592,348,140,201.429,4881,13509,0,0,404181,249051,101331,139439,0,3128,19306,26838,28853,38042,60887,44722,28200,2115,979,93921,155130,8033,8033,163163,,,,
377,South Dakota,2021/03/31 16:46:00+00,117759,113302,1935,2522,b2198e10-2eb7-4948-80fb-890a25996c88,444576,326817,0,56538,61221,,20783,19411,16876,16557,13443,7060,5157,264,1024,911,,7,19,37,116,258,442,1056,1611,2635,4277,13776,7233,88227,104,1.36804830204061,2.23762090371012,3.63199415755908,11.6984689068351,6.14220569128474,74.9216620385703,12.7251184834123,16.2243704205406,13.3677137052664,18.2872920842681,24.1140190031672,12.0848640252472,0,979,26.9662921348315,26.4879345713669,715,173.667,200.571,4908,13564,0,0,410502,252760,103306,141129,0,3214,19761,27544,29585,38990,61558,44830,28222,6321,3709,95018,157742,8198,8198,165940,,,,
378,South Dakota,2021/04/01 17:21:00+00,117989,113564,1938,2487,114dc47d-f8a5-4998-907d-0ef302348d3d,445665,327676,0,56658,61331,,20828,19448,16910,16581,13466,7068,5160,230,1025,913,,7,19,38,116,259,443,1056,1614,2643,4289,13788,7230,88425,98,1.36792412852046,2.24003932569985,3.63508462653298,11.6858351202231,6.1276898693946,74.943426929629,12.7488151658768,16.2736284711533,13.4052195655571,18.3032217812056,24.1040173362227,12.1119850094923,3,1089,21.1202938475666,26.474818529613,859,219.667,195.857,4921,13607,0,0,420012,257894,105900,143594,0,3510,20570,28624,30519,40024,62638,44998,28268,9510,5135,95776,162118,8566,8566,170684,,,,
379,South Dakota,2021/04/02 18:16:00+00,118186,113831,1938,2417,008656ed-d406-4a28-8cff-2d72aae1fdc1,446720,328534,0,56751,61435,,20860,19483,16947,16601,13483,7072,5162,197,1025,913,,7,19,38,116,259,443,1056,1616,2642,4300,13800,7233,88595,103,1.36733623271792,2.23545936066878,3.63833279745486,11.6765099081109,6.12001421488163,74.9623474861659,12.7646129541864,16.2674712148267,13.4395999374902,18.3191514781431,24.1140190031672,12.1352707030362,0,1055,18.6729857819905,26.4563932664756,858,230.3,194.1,4935,13643,0,0,432795,264834,109415,146736,0,3753,21659,30049,31879,41649,63387,45171,28318,12783,6932,96874,167960,8985,8985,176945,,,,
380,South Dakota,2021/04/03 17:38:00+00,118361,113980,1938,2443,519e59b7-9e9e-4d29-b6e5-ddb4d5224dae,447292,328931,0,56849,61512,,20900,19514,16970,16628,13497,7074,5161,175,1025,913,,7,19,38,116,259,443,1056,1616,2647,4307,13807,7241,88743,103,1.36531458842017,2.23637853684913,3.63886753237975,11.6651599766815,6.11772458833568,74.9765547773337,12.7646129541864,16.2982574964596,13.4614783559931,18.3284438013567,24.1406901150192,12.1555429538861,0,572,30.5944055944056,26.4616849843056,397,200.667,183.714,4950,13667,0,0,442380,270633,112430,149328,0,4009,22637,31161,33026,43024,64207,45260,28371,9574,5788,98886,171747,9256,9256,181003,,,,
381,South Dakota,2021/04/05 17:52:00+00,118517,114094,1938,2485,ddaa702e-8782-4e61-8353-3d5a4b4ac9aa,447926,329409,0,56927,61590,,20930,19541,16988,16649,13511,7076,5163,156,1025,913,,7,19,38,116,259,443,1056,1619,2650,4318,13816,7246,88868,88,1.36604875249964,2.23596614831628,3.6433591805395,11.6573993604293,6.11389083422631,74.983335723989,12.7883096366509,16.3167292654393,13.4958587279262,18.3403910740598,24.1573595599267,12.1726647873742,0,634,24.6056782334385,26.4590579693967,478,110.3,169.6,4968,13691,0,0,451778,275491,114971,151579,0,4339,23551,32099,33930,44055,64838,45360,28418,9398,4858,99204,176287,9785,9785,186072,,,,
382,South Dakota,2021/04/06 16:45:00+00,118680,114323,1938,2419,b7d24d6c-4919-40ab-9199-c6de1f9d8fd9,448648,329968,0,57020,61660,,20961,19570,17014,16673,13525,7082,5164,163,1025,913,,7,19,38,116,259,443,1056,1620,2653,4327,13821,7250,89009,98,1.36501516683519,2.23542298618133,3.64593865857769,11.6456016177958,6.10886417256488,74.9991573980452,12.7962085308057,16.3352010344191,13.5239881231442,18.3470284477838,24.1706951158526,12.1919782155488,0,722,22.5761772853186,26.4528093293629,559,106.333,169.286,4978,13713,0,0,453870,276854,115693,152223,0,4439,23776,32338,34178,44353,65041,45397,28433,2092,1363,99838,177016,9844,9844,186860,,,,
383,South Dakota,2021/04/07 17:30:00+00,118680,114526,1938,2216,538c4d96-cc91-4069-8346-dad6c0ef784d,449326,330646,0,57161,61814,,21003,19621,17059,16716,13558,7093,5166,295,1025,913,,7,19,38,116,259,443,1056,1622,2664,4335,13831,6981,89247,94,1.36670037074486,2.24469160768453,3.65267947421638,11.6540276373441,5.88220424671385,75.1996966632963,12.8120063191153,16.4029308540115,13.5489920300047,18.3603031952317,23.27387897983,12.2245781865102,0,973,30.3186022610483,26.4128939789819,678,204.7,173.7,5005,13754,0,0,460688,280950,117760,154162,0,4699,24487,33178,34982,45146,65623,45508,28453,6818,4088,101212,179738,10524,10524,190262,,,,
384,South Dakota,2021/04/08 17:06:00+00,119197,114774,1939,2484,55ef8576-b0c6-4aeb-9eb1-687207eeb24a,450535,331338,0,57269,61928,,21049,19662,17085,16739,13575,7094,5166,222,1026,913,,7,19,38,116,259,444,1056,1623,2677,4346,13841,7283,89427,100,1.3616114499526,2.24586189249729,3.64606491774122,11.6118694262439,6.11005310536339,75.0245392082015,12.8199052132701,16.482975186257,13.5833724019378,18.3735779426796,24.280713452242,12.2492336267331,1,914,24.2888402625821,26.4567680646343,692,226.667,172.571,5028,13799,0,0,472352,287617,121119,157296,0,5166,25564,34522,36194,46466,66648,45706,28514,11664,6667,102882,184735,11593,11593,196328,,,,
385,South Dakota,2021/04/09 17:39:00+00,119467,115056,1946,2465,90712bbc-c900-454d-ab0e-9d5bf4c7cb25,451681,332214,0,57404,62063,,21107,19713,17116,16775,13596,7100,5170,270,1030,916,,7,19,38,116,261,446,1059,1626,2680,4362,13855,7293,89651,97,1.3610453095834,2.24329731222848,3.65121749102263,11.5973448734797,6.10461466346355,75.0424803502222,12.8436018957346,16.5014469552367,13.6333802156587,18.3921625891067,24.314052342057,12.2799159523438,7,1146,23.5602094240838,26.4494189483286,876,262.3,183,5041,13849,0,0,481101,292569,123491,159450,0,5567,26510,35555,37074,47425,67225,45847,28553,8749,4944,104037,188532,12556,12556,201088,,,,
386,South Dakota,2021/04/10 17:24:00+00,119705,115346,1946,2413,83522a09-b8eb-4e08-b002-7d07b7e58a8e,452497,332792,0,57521,62184,,21155,19750,17152,16802,13619,7104,5172,238,1030,916,,7,19,38,116,261,446,1059,1629,2687,4384,13872,7288,89845,102,1.36084541163694,2.24468485025688,3.66233657741949,11.5884883672361,6.08830040516269,75.0553443882879,12.8672985781991,16.5445477495228,13.7021409595249,18.4147296597682,24.2973828971495,12.3064890379173,0,816,29.1666666666667,26.4543190341593,578,243.333,192,5066,13885,,0,493060,298828,126712,162448,0,6135,27725,36701,38155,48623,68067,46037,28616,11959,6259,104596,194232,14253,14253,208485,,,,
