2588.statecounty,TN_Rha,TN_Rhea
2232.statecounty,OR_Hoobd River,OR_Hood River
307.statecounty,CO_an Miguel,CO_San Miguel
2599.countytwo,Smner ,Sumner 
1168.county,St .Landry Parish,St. Landry Parish
768.fipstwo,f11735,f17135
146.countytwo,xNevada ,Nevada 
579.statevalue,qIA,IA
1213.statevalue,uMD,MD
1868.countytwo,eith ,Keith 
731.statevalue,LI,IL
400.statevalue,AG,GA
3200.statevalue,WjV,WV
27.county,Wrangell City and oBrough,Wrangell City and Borough
325.county,Susex ,Sussex 
2550.countytwo,Hanzcock ,Hancock 
2957.fipstwo,f5101,f51091
1629.statecounty,MT_Higll,MT_Hill
166.fipstwo,f5139,f05139
1822.statevalue,EN,NE
2562.county,Jhonson ,Johnson 
637.county,Rinhggold ,Ringgold 
1570.county,Lowndqes ,Lowndes 
2061.county,bBrown ,Brown 
346.countytwo,lades ,Glades 
3201.countytwo,Rolane ,Roane 
1637.statevalue,T,MT
620.county,Mario n,Marion 
3173.statecounty,WV_aHrdy,WV_Hardy
2237.statevalue,R,OR
1814.county,Waulsh ,Walsh 
1406.county,Wrright ,Wright 
1097.statecounty,KY_iPke,KY_Pike
2746.statevalue,X,TX
1481.statevalue,O,MO
2845.county,VanZandt ,Van Zandt 
2582.statecounty,TN_Ohbion,TN_Obion
2306.countytwo,Pihke ,Pike 
2845.statecounty,T_XVan Zandt,TX_Van Zandt
2234.statecounty,OR_Jeferson,OR_Jefferson
2780.statevalue,xTX,TX
3165.statevalue,sWV,WV
2861.statecounty,TXW_ood,TX_Wood
2697.fipstwo,f48117,f48171
823.county,Fyaette ,Fayette 
1703.countytwo,Grnaville ,Granville 
1099.statevalue,Y,KY
1724.fipstwo,f37l119,f37119
2957.county,Heighland ,Highland 
149.statecounty,AR_Perrmy,AR_Perry
2308.countytwo,cShuylkill ,Schuylkill 
472.fipstwo,f1316w1,f13161
1706.statevalue,C,NC
1196.fipstwo,f2525,f25025
2628.fipstwo,48033,f48033
1308.statecounty,MI_Prseque Isle,MI_Presque Isle
2096.county,Lak e,Lake 
2193.statecounty,OK_Nbole,OK_Noble
73.county,Macony ,Macon 
2560.fipstwo,f47807,f47087
1933.statevalue,J,NJ
1223.statevalue,MpE,ME
807.statecounty,IqN_Blackford,IN_Blackford
1835.county,Clya ,Clay 
2901.statevalue,AV,VA
218.countytwo,Montterey ,Monterey 
365.county,Manatee ***,Manatee 
1568.countytwo,Lefloer ,Leflore 
1236.statecounty,ME_Washingtkon,ME_Washington
282.fipstwo,f0063,f08063
964.statevalue,S,KS
301.countytwo,Ppueblo ,Pueblo 
306.fipstwo,08111,f08111
1005.countytwo,Bathz ,Bath 
1878.county,Merick ,Merrick 
3169.countytwo,rGant ,Grant 
427.fipstwo,f1371,f13071
2179.statecounty,OK_Kbiowa,OK_Kiowa
2652.county,oCke ,Coke 
1112.statevalue,Y,KY
2214.statecounty,hOK_Wagoner,OK_Wagoner
645.statevalue,AI,IA
2398.statecounty,PR_Ybaucoa Municipio,PR_Yabucoa Municipio
640.county,hSelby ,Shelby 
2939.statecounty,VA_Fluanna,VA_Fluvanna
2984.countytwo,Naorthumberland ,Northumberland 
2896.fipstwo,fv51001,f51001
2538.countytwo,Drickson ,Dickson 
1768.fipstwo,38007,f38007
250.county,Aadms ,Adams 
1580.county,bPanola ,Panola 
3110.statecounty,I_Iowa,WI_Iowa
2106.statecounty,OH_Meigjs,OH_Meigs
564.fipstwo,f1913,f19013
2783.countytwo,Moris ,Morris 
2262.fipstwo,f4015,f42015
803.fipstwo,f18010,f18001
6.countytwo,Denali Broough,Denali Borough
93.statecounty,AL_Walkter,AL_Walker
2552.statevalue,TuN,TN
511.countytwo,Rabunb ,Rabun 
2676.statecounty,TXDonley,TX_Donley
1984.statevalue,VN,NV
2167.county,Gragdy ,Grady 
2666.statevalue,TbX,TX
641.fipstwo,f19c167,f19167
2483.statevalue,DS,SD
1068.fipstwo,f21q137,f21137
925.countytwo,Geaery ,Geary 
1913.statevalue,HN,NH
1751.countytwo,Sqwain ,Swain 
2011.fipstwo,f3039,f36039
1354.countytwo,Kandiyoh ,Kandiyohi 
600.statevalue,AI,IA
558.statecounty,IA_Adauir,IA_Adair
114.statevalue,AuR,AR
2399.statecounty,PR_Yaucoj Municipio,PR_Yauco Municipio
379.countytwo,Putna m,Putnam 
415.county,iCatoosa ,Catoosa 
1784.countytwo,Grixggs ,Griggs 
2026.fipstwo,f36096,f36069
499.statecounty,A_Newton,GA_Newton
124.county,Green ,Greene 
138.fipstwo,f0s5083,f05083
2941.fipstwo,f15620,f51620
824.county,Floy d,Floyd 
724.fipstwo,sf17047,f17047
1515.county,Texs ,Texas 
1219.countytwo,Washingto n,Washington 
1646.statevalue,TM,MT
2021.statecounty,NY_Nasau,NY_Nassau
617.statecounty,IA_Lon,IA_Lyon
764.countytwo,McLena ,McLean 
3123.statevalue,WtI,WI
2242.countytwo,Mlarion ,Marion 
2601.statevalue,N,TN
1584.countytwo,Poontotoc ,Pontotoc 
1360.county,Le Sueu r,Le Sueur 
1515.statecounty,MjO_Texas,MO_Texas
2861.statevalue,X,TX
2056.countytwo,Ashlaqnd ,Ashland 
2059.countytwo,Augliaze ,Auglaize 
869.statevalue,N,IN
2060.county,Belmon t,Belmont 
1612.county,Broadwate r,Broadwater 
2274.fipstwo,fl42039,f42039
1986.statecounty,NV_Muineral,NV_Mineral
2623.statecounty,X_Baylor,TX_Baylor
428.statecounty,GA_Cloumbia,GA_Columbia
1346.statevalue,lMN,MN
2187.county,Mfayes ,Mayes 
62.fipstwo,f1065,f01065
123.county,Grat ,Grant 
2602.countytwo,Uncioi ,Unicoi 
1625.statecounty,MT_Grafield,MT_Garfield
506.fipstwo,f1321,f13231
1067.fipstwo,f21153,f21135
1179.statevalue,AL,LA
1044.countytwo,Geenup ,Greenup 
3033.countytwo,Addiso n,Addison 
383.fipstwo,f12190,f12109
1448.statevalue,qMO,MO
2384.statecounty,PR_Salina sMunicipio,PR_Salinas Municipio
891.county,Wayn ,Wayne 
2472.statecounty,SD_sEdmunds,SD_Edmunds
2810.statecounty,T_Rockwall,TX_Rockwall
704.fipstwo,f10707,f17007
1987.fipstwo,hf32023,f32023
1403.statevalue,NM,MN
3077.statevalue,WvA,WA
1395.statevalue,NM,MN
1854.statecounty,NE_Gospr,NE_Gosper
854.statecounty,INMiami,IN_Miami
40.statevalue,LA,AL
312.county,Wled ,Weld 
2765.county,Madisn ,Madison 
1111.statevalue,KhY,KY
1322.statecounty,M_Anoka,MN_Anoka
3233.county,Uint ,Uinta 
3108.statecounty,I_Green,WI_Green
364.statecounty,FLMadison,FL_Madison
2779.statevalue,sTX,TX
2821.countytwo,Shelbey ,Shelby 
2233.statevalue,RO,OR
133.statecounty,AR_afayette,AR_Lafayette
1862.fipstwo,f13089,f31089
2240.statevalue,dOR,OR
1809.statevalue,D,ND
1652.fipstwo,30087,f30087
281.fipstwo,0f8061,f08061
665.fipstwo,f1617,f16017
2143.county,Alfalf a,Alfalfa 
2310.countytwo,Somerxset ,Somerset 
940.statevalue,KaS,KS
2818.countytwo,Schleicherr ,Schleicher 
1462.countytwo,Lawrenc e,Lawrence 
371.county,kOaloosa ,Okaloosa 
1705.countytwo,uilford ,Guilford 
2779.statecounty,T_XMitchell,TX_Mitchell
623.statecounty,IA_Mtchell,IA_Mitchell
1885.fipstwo,f3135,f31135
495.county,Montgomeyr ,Montgomery 
3207.county,Wane ,Wayne 
1415.fipstwo,f29051,f29015
1527.statecounty,MS_Adasm,MS_Adams
3223.statecounty,W_YLaramie,WY_Laramie
785.county,Scott ***,Scott 
2166.county,zGarvin ,Garvin 
2074.fipstwo,f390t41,f39041
1423.statevalue,rMO,MO
2451.statevalue,jSD,SD
1849.statecounty,NE_Frontir,NE_Frontier
1648.countytwo,uPrairie ,Prairie 
2549.statecounty,yTN_Hamilton,TN_Hamilton
1022.county,Case ,Casey 
2343.statecounty,PR_Coamo Munircipio,PR_Coamo Municipio
1255.countytwo,Care ,Clare 
2238.countytwo,Layne ,Lane 
17.countytwo,Nome Censsu Area,Nome Census Area
1682.fipstwo,f37305,f37035
566.statevalue,A,IA
1184.statevalue,A,MA
2753.statevalue,TdX,TX
218.statevalue,A,CA
2552.countytwo,Halrdin ,Hardin 
2014.countytwo,Jeffeerson ,Jefferson 
1607.fipstwo,f2x8161,f28161
140.statecounty,AR_Mdaison,AR_Madison
2934.statecounty,VA_Faifrax,VA_Fairfax
1044.statevalue,fKY,KY
125.statevalue,RA,AR
2349.statecounty,PR_Florida uMnicipio,PR_Florida Municipio
2020.fipstwo,f3e6057,f36057
2082.fipstwo,f39075,f39057
3114.statecounty,WIr_Juneau,WI_Juneau
692.statecounty,ID_Oneiad,ID_Oneida
678.county,Fremognt ,Fremont 
1262.county,Genesee ***,Genesee 
1927.statevalue,J,NJ
2216.fipstwo,f4014e9,f40149
1842.countytwo,Deue l,Deuel 
2123.statecounty,OH_Richqland,OH_Richland
167.statecounty,AR_Van Buern,AR_Van Buren
1529.statecounty,S_Amite,MS_Amite
1732.statecounty,NC_Oragne,NC_Orange
1686.county,lCay ,Clay 
1968.fipstwo,f35d049,f35049
97.countytwo,Arkansa ,Arkansas 
2801.statevalue,XT,TX
2282.statevalue,vPA,PA
1191.county,Hapmshire ,Hampshire 
907.statecounty,KSa_Clark,KS_Clark
812.county,Clar k,Clark 
2472.statevalue,kSD,SD
1730.county,Northamcpton ,Northampton 
1256.county,Clintodn ,Clinton 
288.county,Lgoan ,Logan 
3231.statecounty,YW_Sweetwater,WY_Sweetwater
442.countytwo,Ecohls ,Echols 
746.county,ankakee ,Kankakee 
2679.fipstwo,f481j35,f48135
1331.fipstwo,f27n021,f27021
2365.county,Lsa Piedras Municipio,Las Piedras Municipio
2429.countytwo,Hampxton ,Hampton 
2147.statevalue,vOK,OK
3068.fipstwo,f53034,f53043
815.statecounty,I_Crawford,IN_Crawford
3079.county,Stekvens ,Stevens 
81.countytwo,Morgna ,Morgan 
2603.statecounty,TN_Uneion,TN_Union
1715.fipstwo,f7101,f37101
2259.statevalue,AP,PA
868.county,xPulaski ,Pulaski 
94.fipstwo,f011i29,f01129
1829.county,Btuler ,Butler 
1568.fipstwo,f2808i3,f28083
726.statecounty,IL_Fayettte,IL_Fayette
328.fipstwo,f12050,f12005
2519.statevalue,iTN,TN
2172.statevalue,K,OK
2378.fipstwo,f71211,f72111
2406.fipstwo,45003,f45003
2749.fipstwo,f48257,f48275
1338.fipstwo,f27053,f27035
2933.statevalue,AV,VA
852.fipstwo,f1899,f18099
356.statevalue,L,FL
1503.countytwo,hannon ,Shannon 
2475.statecounty,SD_Gratn,SD_Grant
29.statecounty,AK_Yukon-Koyukuk Census Aryea,AK_Yukon-Koyukuk Census Area
443.fipstwo,f13013,f13103
2303.fipstwo,42097,f42097
2574.statecounty,TNs_Maury,TN_Maury
2258.county,eaver ,Beaver 
1745.fipstwo,f31761,f37161
2117.statevalue,HO,OH
2871.fipstwo,f490d09,f49009
517.county,eSminole ,Seminole 
528.fipstwo,f13725,f13275
1724.county,Meclenburg ,Mecklenburg 
2042.countytwo,Steuen ,Steuben 
469.fipstwo,13155,f13155
1635.countytwo,Licoln ,Lincoln 
815.statevalue,IsN,IN
1339.countytwo,Dakotac ,Dakota 
2766.fipstwo,f48351,f48315
2548.statevalue,N,TN
1550.fipstwo,f2804r7,f28047
1239.fipstwo,f26030,f26003
77.county,Marshal ,Marshall 
1743.statecounty,C_Rockingham,NC_Rockingham
2727.countytwo,uHnt ,Hunt 
161.statevalue,RA,AR
2479.statecounty,SD_Hnd,SD_Hand
508.statecounty,GA_Pulaki,GA_Pulaski
2531.county,Coocke ,Cocke 
2333.statecounty,PmR_Cabo Rojo Municipio,PR_Cabo Rojo Municipio
831.fipstwo,f18075,f18057
715.countytwo,cColes ,Coles 
2585.countytwo,Pikcett ,Pickett 
2772.statevalue,X,TX
399.county,arrow ,Barrow 
447.fipstwo,1f3111,f13111
834.statevalue,N,IN
1765.statevalue,D,ND
2737.county,Johnqson ,Johnson 
2694.countytwo,aines ,Gaines 
1004.countytwo,dBarren ,Barren 
3140.countytwo,Rsk ,Rusk 
2627.statevalue,X,TX
131.countytwo,eJfferson ,Jefferson 
437.statecounty,GA_Docdge,GA_Dodge
1967.statecounty,NM_Sandovl,NM_Sandoval
1130.fipstwo,f220n21,f22021
195.statevalue,A,CA
1217.statevalue,DM,MD
2871.county,Daggtet ,Daggett 
3095.statevalue,iWI,WI
2865.county,Zvala ,Zavala 
3234.countytwo,Washkaie ,Washakie 
445.fipstwo,f1317,f13107
3171.county,aHmpshire ,Hampshire 
1497.statevalue,OM,MO
1050.countytwo,Hendersn ,Henderson 
3039.statevalue,TV,VT
956.county,Mitchelol ,Mitchell 
763.countytwo,MceHnry ,McHenry 
2665.statevalue,XT,TX
1296.fipstwo,f26117***,f26117
2911.statecounty,VrA_Brunswick,VA_Brunswick
2782.statevalue,XT,TX
1038.countytwo,Gallaitn ,Gallatin 
1703.statevalue,C,NC
845.statecounty,IN_Kovsciusko,IN_Kosciusko
1626.countytwo,Glaciery ,Glacier 
590.county,Faytete ,Fayette 
1352.fipstwo,f2063,f27063
1514.statevalue,MlO,MO
1547.county,Greene ***,Greene 
2822.statecounty,TX_Sehrman,TX_Sherman
14.fipstwo,02150,f02150
2303.county,Northumbmerland ,Northumberland 
1979.statevalue,VN,NV
2016.county,Lewi ,Lewis 
1617.statecounty,MTCuster,MT_Custer
3125.statecounty,WIMenominee,WI_Menominee
2595.fipstwo,f41757,f47157
612.fipstwo,f19190,f19109
177.county,Apach ,Apache 
2378.statecounty,PR_Penueals Municipio,PR_Penuelas Municipio
104.countytwo,Carrll ,Carroll 
2120.county,oPrtage ,Portage 
2531.countytwo,Ccoke ,Cocke 
2181.county,Le Floere ,Le Flore 
2013.statecounty,NY_Hkerkimer,NY_Herkimer
3188.statecounty,WV_Monongvalia,WV_Monongalia
1290.county,Maso ,Mason 
2135.statevalue,H,OH
61.statevalue,LA,AL
1887.countytwo,Puierce ,Pierce 
898.countytwo,Barer ,Barber 
894.statecounty,IN_Witley,IN_Whitley
1217.fipstwo,fg24037,f24037
3131.statecounty,WI_Ozaukeie,WI_Ozaukee
380.statevalue,L,FL
2940.county,Franxklin ,Franklin 
1006.county,Bel ,Bell 
2335.statevalue,RP,PR
1264.countytwo,Gogebisc ,Gogebic 
1158.statevalue,AL,LA
3047.fipstwo,5f3001,f53001
449.statecounty,G_AFloyd,GA_Floyd
2966.statecounty,VA_Ledxington city,VA_Lexington city
2982.countytwo,eNorfolk city,Norfolk city
1015.countytwo,uBtler ,Butler 
843.statevalue,NI,IN
818.county,Decatdur ,Decatur 
1863.fipstwo,f31901,f31091
2376.county,Oorcovis Municipio,Orocovis Municipio
1189.county,Frankli n,Franklin 
1420.fipstwo,f29052,f29025
487.fipstwo,1f3195,f13195
2824.county,omervell ,Somervell 
2917.statecounty,VA_Carorll,VA_Carroll
3068.statecounty,wWA_Lincoln,WA_Lincoln
25.statecounty,AK_Valdez-oCrdova Census Area,AK_Valdez-Cordova Census Area
2551.countytwo,Hardemran ,Hardeman 
307.statevalue,O,CO
186.statecounty,AZ_Naajo,AZ_Navajo
490.countytwo,McIntoh ,McIntosh 
344.statecounty,F_Gadsden,FL_Gadsden
224.countytwo,Riversidec ,Riverside 
2957.countytwo,Hiyghland ,Highland 
1188.countytwo,Esslex ,Essex 
2469.fipstwo,f64039,f46039
337.county,Caolumbia ,Columbia 
2900.countytwo,tAmelia ,Amelia 
1582.statevalue,S,MS
1057.countytwo,Johnsno ,Johnson 
2952.county,ampton city,Hampton city
2573.fipstwo,f4717,f47117
1482.county,Oreogn ,Oregon 
1990.statevalue,V,NV
1333.fipstwo,f27205,f27025
2070.fipstwo,f3903u3,f39033
2086.statevalue,OwH,OH
986.statevalue,SK,KS
339.statecounty,L_Dixie,FL_Dixie
357.county,Jeffeson ,Jefferson 
156.county,Pulaki ,Pulaski 
2808.statecounty,TX_Roblerts,TX_Roberts
2534.countytwo,Cumberlan d,Cumberland 
1774.statecounty,ND_Cavaier,ND_Cavalier
1781.fipstwo,f3033,f38033
1424.fipstwo,f2933,f29033
2516.fipstwo,f46q137,f46137
671.countytwo,Carribou ,Caribou 
1069.fipstwo,fo21139,f21139
1272.statevalue,IM,MI
51.statevalue,LA,AL
112.statevalue,R,AR
3112.county,Jacksopn ,Jackson 
553.countytwo,aHwaii ,Hawaii 
1320.fipstwo,f2616s5,f26165
1489.county,Pie ,Pike 
1249.county,Bradnch ,Branch 
2067.countytwo,Cliknton ,Clinton 
1916.fipstwo,33011,f33011
671.fipstwo,f10629,f16029
2670.countytwo,Defa Smith ,Deaf Smith 
1209.county,Garertt ,Garrett 
614.statecounty,IA_Lnin,IA_Linn
281.countytwo,Kioowa ,Kiowa 
56.fipstwo,01053,f01053
116.fipstwo,f050z39,f05039
232.fipstwo,0f6081,f06081
1534.fipstwo,28015,f28015
2101.county,Lucaks ,Lucas 
1394.statevalue,N,MN
2723.statevalue,XT,TX
1586.county,Quitmabn ,Quitman 
2540.countytwo,Fayett e,Fayette 
2709.county,Hnasford ,Hansford 
1477.fipstwo,f2u9139,f29139
1081.statevalue,Y,KY
2427.fipstwo,45045,f45045
364.fipstwo,f1d2079,f12079
2645.fipstwo,48067,f48067
2053.fipstwo,f3623,f36123
1435.county,Crawfrd ,Crawford 
2652.fipstwo,f4081,f48081
3028.statevalue,VeA,VA
896.fipstwo,f02003,f20003
2671.county,elta ,Delta 
1088.county,Muhleknberg ,Muhlenberg 
1405.fipstwo,f2719,f27169
392.fipstwo,f2133,f12133
1635.statevalue,TM,MT
1650.county,Rcihland ,Richland 
30.countytwo,Autausga ,Autauga 
678.fipstwo,f61043,f16043
553.statevalue,I,HI
2678.fipstwo,f84133,f48133
3227.statevalue,WhY,WY
2443.countytwo,qPickens ,Pickens 
984.county,Sheridaun ,Sheridan 
1335.statecounty,MN_Claerwater,MN_Clearwater
2234.county,Jeffersoon ,Jefferson 
1154.county,Natchiotches Parish,Natchitoches Parish
2835.countytwo,Throckmoruton ,Throckmorton 
2964.statecounty,VA_Lancastre,VA_Lancaster
452.statevalue,iGA,GA
1673.statevalue,CN,NC
1710.statecounty,NC_Hretford,NC_Hertford
1385.statecounty,MN_Renvile,MN_Renville
969.fipstwo,f20419,f20149
771.county,Ogl e,Ogle 
2597.county,Stwart ,Stewart 
756.countytwo,acoupin ,Macoupin 
1392.statecounty,MN_sSt. Louis,MN_St. Louis
455.county,Glyynn ,Glynn 
212.statevalue,AC,CA
1754.statecounty,NCU_nion,NC_Union
1063.statecounty,KY_Lawrenec,KY_Lawrence
947.statevalue,S,KS
1127.statecounty,LAh_Bossier,LA_Bossier
1798.statecounty,ND_Pedmbina,ND_Pembina
101.statevalue,R,AR
2247.statecounty,OR_Tinllamook,OR_Tillamook
3056.fipstwo,5f3019,f53019
311.statecounty,COWashington,CO_Washington
1269.county,Huvron ,Huron 
2847.statevalue,kTX,TX
2589.statevalue,NT,TN
3062.countytwo,Jeffgerson ,Jefferson 
2537.fipstwo,f4041,f47041
2392.statevalue,R,PR
88.fipstwo,f0115,f01115
1280.fipstwo,f2r6085,f26085
3025.statevalue,A,VA
832.fipstwo,18059,f18059
2514.statecounty,SD_Walwroth,SD_Walworth
1064.fipstwo,f211k29,f21129
3230.countytwo,ublette ,Sublette 
1983.fipstwo,f23015,f32015
791.statevalue,IoL,IL
3074.statecounty,WA_San Jan,WA_San Juan
2553.statevalue,NT,TN
30.fipstwo,f0101,f01001
2343.county,Choamo Municipio,Coamo Municipio
1919.statevalue,H,NH
2292.countytwo,Leabnon ,Lebanon 
414.countytwo,Carroll ***,Carroll 
2470.county,Dewy ,Dewey 
2959.countytwo,Isnle of Wight ,Isle of Wight 
2406.county,iken ,Aiken 
353.fipstwo,12057,f12057
451.statecounty,GA_Farnklin,GA_Franklin
1135.county,De Soto Parihs,De Soto Parish
1155.fipstwo,22071,f22071
3080.statecounty,WA_Thurton,WA_Thurston
1019.statecounty,KY_arlisle,KY_Carlisle
432.county,Cris p,Crisp 
1835.fipstwo,f3y1035,f31035
2927.statecounty,VACulpeper,VA_Culpeper
2256.county,Allegheyn ,Allegheny 
1681.fipstwo,f37033***,f37033
1014.countytwo,Bulelitt ,Bullitt 
825.statecounty,INF_ountain,IN_Fountain
2690.statevalue,XT,TX
1443.countytwo,Frankiln ,Franklin 
1210.statecounty,MD_Harkford,MD_Harford
1208.fipstwo,f4021,f24021
3232.statecounty,YW_Teton,WY_Teton
277.statecounty,CO_Hinsadle,CO_Hinsdale
1418.countytwo,Bcuhanan ,Buchanan 
607.statevalue,IfA,IA
358.statecounty,FL_Lhafayette,FL_Lafayette
1235.countytwo,Wald o,Waldo 
1245.fipstwo,f260v15,f26015
784.statevalue,L,IL
2818.county,Scchleicher ,Schleicher 
2128.statevalue,pOH,OH
64.countytwo,Houtson ,Houston 
1034.statevalue,Y,KY
1934.countytwo,Morrs ,Morris 
114.county,rCittenden ,Crittenden 
1267.countytwo,Hillsdal ,Hillsdale 
2914.countytwo,Buenau Vista city,Buena Vista city
203.statevalue,A,CA
316.fipstwo,f0905,f09005
183.county,L aPaz ,La Paz 
1184.county,Barnstmable ,Barnstable 
923.fipstwo,2f0057,f20057
1217.statecounty,MD_St. Mayr's,MD_St. Mary's
3143.countytwo,aShawano ,Shawano 
1508.fipstwo,29189,f29189
1110.fipstwo,f2221,f21221
2979.countytwo,Nelosn ,Nelson 
2473.fipstwo,yf46047,f46047
83.statecounty,ALt_Pickens,AL_Pickens
3105.county,Fonddu Lac ,Fond du Lac 
3193.statevalue,V,WV
1389.statevalue,N,MN
1393.statevalue,N,MN
1020.county,Carorll ,Carroll 
2583.fipstwo,f47313,f47133
1228.statevalue,EM,ME
821.county,ubois ,Dubois 
1010.county,hBoyle ,Boyle 
3074.statevalue,WqA,WA
2493.statevalue,jSD,SD
2482.county,Hguhes ,Hughes 
901.county,rown ,Brown 
1590.fipstwo,f2g8127,f28127
2610.statecounty,TN_illiamson,TN_Williamson
2434.countytwo,Lauens ,Laurens 
941.statecounty,KS_eKarny,KS_Kearny
2285.fipstwo,f42016,f42061
2097.county,Lwrence ,Lawrence 
803.statevalue,kIN,IN
2109.county,Monrxoe ,Monroe 
2596.statevalue,NT,TN
1722.county,Makrtin ,Martin 
3131.statevalue,uWI,WI
759.county,Mrshall ,Marshall 
2884.statevalue,TU,UT
1249.statevalue,I,MI
2549.countytwo,Haimlton ,Hamilton 
603.statecounty,A_Humboldt,IA_Humboldt
1545.statecounty,MS_Fraklin,MS_Franklin
2384.fipstwo,f7223,f72123
623.statevalue,zIA,IA
2876.statevalue,TU,UT
3026.countytwo,Winchdester city,Winchester city
1071.fipstwo,21143,f21143
1004.county,Braren ,Barren 
1364.countytwo,arshall ,Marshall 
2410.statevalue,sSC,SC
2285.statevalue,A,PA
41.county,Choctatw ,Choctaw 
2839.countytwo,Trinxity ,Trinity 
486.statecounty,GAn_Macon,GA_Macon
1142.statecounty,LA_Ibepria,LA_Iberia
1971.countytwo,Taosp ,Taos 
848.fipstwo,f10891,f18091
838.fipstwo,1f8071,f18071
974.countytwo,ice ,Rice 
1782.statevalue,DN,ND
944.fipstwo,f2009l9,f20099
2034.countytwo,Richmon d,Richmond 
899.fipstwo,f2009,f20009
1410.statevalue,qMO,MO
2645.countytwo,Cas ,Cass 
342.fipstwo,12035,f12035
1853.countytwo,Garfiel ,Garfield 
372.statevalue,LF,FL
2250.fipstwo,f4v1063,f41063
2126.county,Sceioto ,Scioto 
1582.statecounty,SM_Perry,MS_Perry
2603.countytwo,Uinon ,Union 
644.countytwo,Tylor ,Taylor 
537.fipstwo,f13239,f13293
3142.statevalue,I,WI
3056.statecounty,WA_Frry,WA_Ferry
308.statevalue,cCO,CO
2402.county,Newpor ,Newport 
786.statecounty,IL_Shlby,IL_Shelby
2756.fipstwo,48289,f48289
2260.county,Becrks ,Berks 
2665.statecounty,TX_Crsby,TX_Crosby
3052.countytwo,vClark ,Clark 
83.statevalue,pAL,AL
2080.county,Gallia ***,Gallia 
2304.fipstwo,f42909,f42099
650.fipstwo,19185,f19185
615.countytwo,Lousa ,Louisa 
253.county,Arhculeta ,Archuleta 
1930.county,Huntedron ,Hunterdon 
2278.fipstwo,f42407,f42047
1794.countytwo,Morto n,Morton 
1957.county,Los Alamso ,Los Alamos 
868.statevalue,yIN,IN
609.countytwo,Jonson ,Johnson 
2000.statecounty,NY_Chenrango,NY_Chenango
2649.countytwo,Chidress ,Childress 
1002.fipstwo,f21005***,f21005
2183.countytwo,Lorgan ,Logan 
2080.statevalue,H,OH
2442.countytwo,Orangeburgc ,Orangeburg 
992.countytwo,rego ,Trego 
2220.statecounty,OR_Beznton,OR_Benton
1859.countytwo,arlan ,Harlan 
547.countytwo,Whitfild ,Whitfield 
1600.statevalue,S,MS
1222.fipstwo,f230m01,f23001
2244.countytwo,Multnoamh ,Multnomah 
2583.county,vOerton ,Overton 
407.statecounty,GA_Bryn,GA_Bryan
1291.county,Mecota ,Mecosta 
3111.county,Iorn ,Iron 
2377.county,aPtillas Municipio,Patillas Municipio
33.county,Bbib ,Bibb 
1468.statevalue,OM,MO
641.county,Sioxu ,Sioux 
2729.countytwo,Irioan ,Irion 
1692.countytwo,Dar ,Dare 
2175.statecounty,OK_Jefferrson,OK_Jefferson
3125.countytwo,Menomine ,Menominee 
1109.statecounty,KY_zTodd,KY_Todd
1234.statevalue,E,ME
676.statecounty,ID_Elmoe,ID_Elmore
1837.statevalue,E,NE
2635.countytwo,rooks ,Brooks 
2644.fipstwo,f480i65,f48065
2703.county,nGregg ,Gregg 
14.county,Kodiak Island Borouhg,Kodiak Island Borough
489.county,McDuffi ,McDuffie 
2345.statevalue,R,PR
2232.countytwo,Hod River ,Hood River 
3043.statevalue,VhT,VT
962.fipstwo,f0135,f20135
2850.fipstwo,f44877,f48477
1547.countytwo,Grenee ,Greene 
3122.county,Martathon ,Marathon 
674.fipstwo,f1o6035,f16035
2858.county,Wiilson ,Wilson 
2762.fipstwo,fl48301,f48301
2196.statevalue,KO,OK
2867.countytwo,Bever ,Beaver 
2376.countytwo,Orocovis Municiypio,Orocovis Municipio
795.county,Washingtosn ,Washington 
3027.county,Wis e,Wise 
2795.county,Parkr ,Parker 
2288.county,Junitaa ,Juniata 
1216.countytwo,Somerst ,Somerset 
1166.countytwo,Sti. James ,St. James 
1508.countytwo,St. uLouis ,St. Louis 
2809.statecounty,TX_Robertsnon,TX_Robertson
596.countytwo,uthrie ,Guthrie 
1889.fipstwo,f311t43,f31143
782.county,Saine ,Saline 
2527.fipstwo,f4721,f47021
2315.statecounty,PA_Vneango,PA_Venango
1565.fipstwo,f2807p7,f28077
1192.county,Midlesex ,Middlesex 
1460.fipstwo,f29150,f29105
1571.statevalue,SM,MS
1904.fipstwo,fk31173,f31173
716.county,ook ,Cook 
2057.statevalue,H,OH
1719.fipstwo,f371c09,f37109
3037.county,sEsex ,Essex 
2741.countytwo,Keondall ,Kendall 
1245.statevalue,zMI,MI
3155.statecounty,rWI_Waushara,WI_Waushara
2998.county,uPlaski ,Pulaski 
1663.fipstwo,f3019,f30109
267.county,Dzolores ,Dolores 
1352.statecounty,MN_ackson,MN_Jackson
432.statevalue,AG,GA
2543.fipstwo,fv47053,f47053
2095.statecounty,OHKnox,OH_Knox
603.fipstwo,f1991,f19091
2845.fipstwo,f4867,f48467
1976.statevalue,V,NV
36.county,Brutler ,Butler 
442.statecounty,GA_Echolgs,GA_Echols
1954.fipstwo,f35i023,f35023
1684.fipstwo,f37093,f37039
1958.statecounty,NM_Luan,NM_Luna
513.countytwo,Richomnd ,Richmond 
2964.statevalue,AV,VA
