indicatorvalue,panel,panelnum(long),unit,unitnum(long),stubname,stubnamenum(long),stublabel,stublabelnum(double precision),yearvalue,yearnum(long),age,agenum(double precision),estimate(double precision),se(double precision),flagvalue
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3,"Percent of population, age-adjusted",1,Percent of poverty level,5,100%-199%,5.2,2005-2008,5,20 years and over,1.0,38.0,1.3,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3,"Percent of population, age-adjusted",1,Pefrcent of poverty level,5,100%1-99%,5.2,207-2010,6,20 years and over,1.0,37.3,1.2,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greatesr than or equal to 30.0),3,"Percent of population, age-adjusted",1,Percent of poverty level,5,100%-199%,5.2,2009-2012,7,20 years and over,1.0,40.1,1.1,--
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesitsy (BMI greater than or equal to 30.0),3,"Percent of population, age-adjusted",1,Percent of poverty level,5,100%-199%,5.2,2011-2014,8,20 years and over,1.0,42.6,1.3,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3,"Percent of population, ae-adjusted",1,Percento f poverty level,5,1e00%-199%,5.2,2013-2016,9,20 years andb over,1.0,42.7,1.5,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3,"Percent of population, age-adjusted",1,Percent of poverty level,5,100%-199%,5.2,2015-2018,10,20y ears and over,1.0,42.8,1.6,.
"Normal weight, overweight, and obesity aong adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3,"Percent of population,age-adjusted",1,Percent of poverty level,5,200%-399%,5.3,198-81994,1,20 years and over,1.0,22.7,1.2,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3,"Percent of population, age-adjuvsted",1,Percent of poverty level,5,20%-399%,5.3,999-2002,2,20 years and over,1.0,32.1,1.6,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3,"Percent of population, age-adjusted",1,Percent of povertyy level,5,200%m-399%,5.3,2001-2004,3,20 years and over,1.0,33.3,1.9,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Oebsity (BMI greater than or equal to 30.0),3,"Percent of population, age-adjusted",1,Percent f poverty level,5,200%-399%,5.3,2003-2006,4,20 years and over,1.0,35.7,2.0,---***
"Normal weight, overweight, and besity among adults aged 20 and over",Obesity (BMI greater than or equal tov 30.0),3,"Percent ofpopulation, age-adjusted",1,Percent of poverty levexl,5,200%-399%,5.3,2005-200b8,5,20 years and over,1.0,35.7,1.6,---
"Normaul weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI reater than or equal to 30.0),3,"Percent of population, age-adjusted",1,Percent of povrety level,5,200%-399%,5.3,2007-2010,6,20 years and over,1.0,36.8,0.9,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3,"Percent of population, age-adjusted",1,Percent of poverty level,5,200%-39%9,5.3,2009-2q012,7,20 years and over,1.0,37.0,1.2,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3,"Percent of population, age-adjusted",1,Percen of poverty level,5,200%-399%,5.3,2011-2014,8,20 years and over,1.0,38.8,1.5,---
"Normal weight, overweight, and obesity among adults aged2 0 and over",Obesity (BMI gerater than or equal to 30.0),3,"Percent of dpopulation, age-adjusted",1,Percent of poverty level,5,200%-399%,5.3,201-2016,9,20 years and over,1.0,41.6,1.6,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3,"Percent of populations, age-adjusted",1,Percent of poverty level,5,20%-399%,5.3,2015-2018,10,20 years and over,1.0,43.3,1.6,.
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greatera than or equal to 30.0),3,"Percent of population, age-adjused",1,Percent of poverty level,5,4y00% or more,5.4,1988-1994***,1,20 yers and over,1.0,18.7,1.2,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3,"Percent of population, age-adjusted",1,Percent of poverty level,5,400% or more,5.4,1999-2002,2,20 years and over,1.0,25.5,1.3,--
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3,"Percent of population,a ge-adjusted",1,Percent of poverty level,5,400% or omre,5.4,2001-2004,3,20 years and over,1.0,27.3,1.3,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3,"Percent of population, age-djusted",1,Percent of poverty level,5,400% or more,5.4,2003-2006***,4,20 years and ovser,1.0,28.9,1.3,--
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3,"Percent of population, age-adjusted",1,Percent of poverty level,5,400% or more,5.4,200k5-2008,5,20 years and over,1.0,29.4,1.1,---
"Normal weight, overweight, and obesity among adults agedk 20 and over",Obesity (BMI greater than or equal o 30.0),3,"Percent of population, age-adjusted",1,Percent of poverty level,5,400% or more,5.4,2007-2010,6,2 years and over,1.0,31.3,1.3,--z-
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.)0,3,"Percent of population, age-adjusted",1,Percent of poverty level,5,400% or more,5.4,2009-2012,7,2 0years and over,1.0,30.2,1.5,---
"Normal weight, overweight, and obesity among adult saged 20 and over",Obesity (BMI greater wthan or equal to 30.0),3,"ercent of population, age-adjusted",1,Percent of poverty level,5,400% or more,5.4,2011-2014,8,20 years and over,1.0,29.7,1.6,---
"Normal weight, overweight, and obesity amng adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3,"Percent of populaiton, age-adjusted",1,Percent of pyoverty level,5,400% or more,5.4,201-2016,9,20 years and ovre,1.0,34.0,1.7,---
"Normal weight, overweight, and besity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3,"Percent of population, age-adjusted",1,Percent of poverty level,5,400% or more,5.4,215-2018,10,20 years and over,1.0,38.3,2.2,.
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3,"Pecrent of population, crude",2,Total,1,20 years and over,1.1,1988-1994,1,20 years and over,1.0,22.3,0.7,--
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3,"Percent fo population, crude",2,Total,1,20 years and over,1.1,1999-2002,2,20 years and over,1.0,30.5,0.9,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3,"Percent of population, crude",2,Total,1,20 years and over,1.1,2001-2004,3,20 years and over,1.0,31.5,0.8,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than r equal to 30.0),3,"Percent of population, crude",2,Total,1,20 years and over,1.1,2003-2006,4,20 years and over,1.0,33.5,0.9,---
"Normal weight, overweight, and obestiy among adults aged 20 and over",Obesity (BMI greater han or equal to 30.0),3,"Percent of population, crude",2,Total,1,20 years and over,1.1,20052008,5,20 years and over,1.0,34.3,0.9,---
"Normal weight, overwieght, and obesity among adults aged 20 and over",Obesity (BMI jgreater than or equal to 30.0),3,"Percent of population, crude",2,Total,1,20 years and over,1.1,2007-2010,6,2 0years and over,1.0,34.9,0.7,-e--
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3,"Percenft of population, crude",2,hTotal,1,20 years and over,1.1,2009-2012,7,20 years and over,1.0,35.5,0.8,--a-
"Normal weight, overweigh,t and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3,"Percent of population, crude",2,Total,1,20 years and over,1.1,2011-201r4,8,20 jyears and over,1.0,36.5,0.8,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 300.),3,"Percent of population, dcrude",2,Total,1,20 years ands over,1.1,0213-2016,9,20 years and over,1.0,38.9,0.9,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BtMI greater than or equal to 30.0),3,"Percent of population, crude",2,Sex,2,Male,2.1,2003-2006,4,20 years and over,1.0,32.4,1.3,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3,"Percent of population, crude",2,Sex,2,Male,2.1,2005-2008,5,20 years ad over,1.0,32.8,1.3,--
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3,"Percent of population, crude",2,Sxe,2,Male,2.1,2007-2010***,6,20 years ando ver,1.0,33.9,1.1,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater thazn or equal to 30.0),3,"Percent of population, crude",2,ex,2,hMale,2.1,2009-2012,7,20 years and over,1.0,34.6,1.1,---
"Normal weight, overweight, nd obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3,"Percent of population,c rude",2,Sex,2,Male,2.1,2011-2041,8,20 years and over,1.0,34.5,0.8,---
"Normal weight, overweight, and obesity among adults aged 2 and over",Obesity (BMI greater than or equal to 30.0),3,"Perceznt of population, crude",2,Sex,2,Male,2.1,2013-2016,9,20 years and ovler,1.0,36.6,1.2,---
"Normal weight, oerweight, and obesity among adults aged 20 and over",Obesity (BMI greaetr than or equal to 30.0),3,"Percent of population, crude",2,Sex,2,Male,2.1,215-2018,10,20 years and over,1.0,40.5,1.7,.
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3,"Percent of population, crude",2,Sex,2,Fmale,2.2,1988-1994,1,20 years and over,1.0,25.0,0.9,b---
"Normal weight, overweight, and obesity among adults aged 20 and over",besity (BMI greater than or equal to 30.0),3,"Percent o population, crude",2,Sxe,2,Female,2.2,1999-2002,2,20 years and over,1.0,33.4,1.2,---
"Normal weight, overweight, adn obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3,"Percent of populatoin, crude",2,ex,2,Fmale,2.2,201-2004,3,20 years and over,1.0,33.3,1.1,---
"Normal weight, overweight, and eobesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3,"Percent of ppoulation, crude",2,Sx,2,Femael,2.2,003-2006,4,20 years and over,1.0,34.6,1.1,---
"Normal weight, overweight, and obesity amonga dults aged 20 and over",Obesity (BMI greater thvan or equal to 30.0),3,"Percent of population, crude",2,Sex,2,Female,2.2,2005-2008,5,20 years and over,1.0,35.6,0.9,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3,"Precent of population, crude",2,Sex,2,Female,2.2,2007-2010,6,20 years and over,1.0,35.9,0.7,---
"Normal weight, overweight, and obesity among avdults aged 20 and over",Obesity (BMIs greater than or equal to 30.0),3,"Percent of population, crude",2,Smex,2,Fmemale,2.2,20092-012,7,02 years and over,1.0,36.4,1.0,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than ro equal to 30.0),3,"Percent of population, crude",2,Sex,2,Female,2.2,2011-2014,8,20 years and over,1.0,38.5,1.1,---***
"Normal weight, overweight, and obesity among adults aed 20 and over",Obesity (BMI greater than or equal to 300.),3,"Percent of population, crude",2,Sx,2,Female,2.2,2013-2016,9,02 years and over,1.0,41.0,1.0,---
"Normal weight, overweight, and obesity amnog adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3,"Percent of ppoulation, crude",2,Sex,2,Female,2.2,2015-218,10,20 years and over,1.0,41.8,1.3,.
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3,"Percnt of population, crude",2,Race and Hispanic origin,3,Not Hispanic or Latino: White only,3.11,1988-1994,1,20 years and over,1.0,21.3,0.8,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal ot 30.0),3,"Perxcent of population, crude",2,Race and Hispanic origin,3,Not Hispanic or Laytino: White only,3.11,1999-2002,2,20 years nand over,1.0,29.8,1.0,-t--
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater ythan or equal to 30.0),3,"Percent of populatio, crude",2,Raace and Hispanic origin,3,Not Hispanic or Latino: White onyl,3.11,2001-2004,3,20 years and over,1.0,30.9,0.9,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3,"Percent of pojpulation, crude",2,Race and Hispanic origin,3,Not Hsipanic or Latino: White only,3.11,2003-2006,4,2 years and over,1.0,32.4,1.0,---
"Normal weight, overweight, and oobesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3,"Percent of population, crude",2,Race and Hispanic origin,3,Not Hispanic or Latino: White only,3.11,200-52008,5,20 years and over,1.0,33.2,1.1,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3,"Percent of population, crude",2,Race and Hispanic origin,3,Not Hispanic or Laitno: White only,3.11,2007-2010,6,20 years and over,1.0,33.8,1.0,--
"Normal weight, overweight, and obesity among adult aged 20 and over",Obesity (BMI greater than or equal to 30.0),3,"Percent of population, crude",2,Race and Hispanic origin,3,ot Hispanic or Latino: White only,3.11,2009-2012,7,20 years and over,1.0,34.1,1.1,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3,"Percent of population, crude",2,ace and Hispanic origin,3,Not Hispanic or Latino: White only,3.11,2011-2014,8,20 years and over,1.0,35.3,1.0,---
"Normal weight, overweight, and obesity among adutls aged 20 and over",Grade 1 obesity (BMI from 30.0 to 34.9),4,"Percent of population, crude",2,Sxe,2,Male,2.1,2013-2016,9,20 yars and over,1.0,22.9,1.0,---***
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI geater than or equal to 30.0),3,"Percent of population, crdue",2,Race and Hispanicn origin,3,Not Hispanic or Latino: White only,3.11,20132016,9,20 years and over,1.0,37.9,1.0,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3,"Percent of population, crude",2,Race and Hispanic origin,3,Not Hispanic or Latino: Whit eonly,3.11,2015-2018,10,20 years and over,1.0,40.7,1.5,.
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3,"Percent of population, crude",2,Sex and race and Hispanic origin,4,Male: Not Hispanic or Latino: White only,3.111,1988-1994,1,20 years and over,1.0,19.8,0.8,--a-
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3,"Percent of pophulation, crude",2,Sex and race and Hispanic origin,4,Male: Not Hispanic or Latino: White only,3.111,1999-202,2,20 years zand over,1.0,28.4,1.0,---
"Normal weight, overweight, nd obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3,"Percent of populatino, crude",2,Sex and race and Hispanic origin,4,Male: Not Hispanic or Latino: White only,3.111,2001-2004,3,2 years and over,1.0,30.5,1.0,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greatre than or equal to 30.0),3,"Percent of population, crude",2,Sex and race and Hipanic origin,4,Male: Not Hispzanic or Latino: White only,3.111,2003-2006,4,20 years and over,1.0,32.6,1.4,---
"Normal weight, overweight, and obesitvy among adults aged 20 and over",Obesity BMI greater than or equal to 30.0),3,"Percent of population, crude",2,Sex and race and Hispanic origin,4,Male: Not Hispanic or Latino: White only,3.111,200h5-2008,5,20 years and over,1.0,33.1,1.5,--
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3,"Percent of population, crude",2,Sex and race and Hispanic origin,4,Male: Not Hispanic or Latino: White only,3.111,2007-2100,6,20 years and over,1.0,34.4,1.4,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3,"Percent of opulation, crude",2,Sex and race and iHspanic origin,4,Male: Not Hispanic or Latino: White only,3.111,2009-2012,7,20 years and over,1.0,34.7,1.3,---
"Normal weight, overweight, and obesity amog adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3,"Percent of population, crude",2,Sex and race and Hispanic origin,4,Male: Not Hispanic or Latino: White only,3.111,2011-2014,8,20 years and oqver,1.0,34.3,1.0,---
"Normal weight, verweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3,"Percent of population,c rude",2,Sex and race and Hispanic origin,4,Male: Not Hispanic or Latino: White only,3.111,20132016,9,20 years atnd over,1.0,36.9,1.4,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (wBMI greater than or equal to 30.0),3,"Percent of population, crude",2,Sex and race and Hispanic origin,4,Male: Not Hispanic or Latino: White only,3.111,2015-2018,10,20 yeras and over,1.0,41.7,2.2,.
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesty (BMI greater than or equal to 30.0),3,"Percent of population, crude",2,Sxe and race and Hispanic origin,4,Female: Not Hispanic or Latino: White only,3.112,1988-1994,1,20 years and over,1.0,22.7,1.1,---
"Normal weight, overweight, and obesity among adults aged 20 and ovre",Obesity (BMI greater than ore qual to 30.0),3,"Percent of population, crude",2,Sex and race and Hispanic origin,4,Female: Not Hispanic or Latino: White only,3.112,1999-2002,2,20 years and ovber,1.0,31.3,1.3,---***
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3,"Percent of population, crude",2,Sex and race and Hispanic origin,4,Female: Not Hispanic or Latino: White only,3.112,2001-2004,3,20 years and over,1.0,31.2,1.3,---
"Normal weight, overweight, and obesity among adullts aged 20 and over",Obesity (BMI greater than or equal to 30.0),3,"Percent of population, crude",2,Sex and race and Hispanic origin,4,Female: Not Hispanic or Latino: White only,3.112,2003-2006,4,20 years and over,1.0,32.2,1.3,---***
"Normal weight, overweight, and obesity among daults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3,"Percent of population, crude",2,Sex ad race and Hispanic origin,4,Female: Not Hispacnic or Latino: White only,3.112,2005-2008,5,20 years and over,1.0,33.3,1.2,---
"Normal weight, overweight, and oebsity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3,"Percent of population, crude",2,Sex and race and Hispanic origin,4,Female: Not Hispanic or Latino: White only,3.112,2007-2010,6,20 years and over,1.0,33.2,1.1,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3,"Percent of population, crude",2,Sex and race and Hixspanic origin,4,Female: Not Hispanic or Latino: White only,3.112,200h9-2012,7,20 ycears and over,1.0,33.5,1.6,---
"Normal weight, overweight, and obesity among dults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3,"Percent of population, crude",2,Sex and race and Hispanic origin,4,Femayle: Not Hispanic or Latino: White only,3.112,2011-2104,8,20 years dand over,1.0,36.2,1.6,---
"Normal weight, overweight, and obesity amaong adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3,"Percent of population, crude",2,Sex and race and Hispanic origin,4,Female: Not Hispanic or Latino: White only,3.112,2013-2016,9,2 years and over,1.0,38.8,1.2,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3,"Perckent of population, crude",2,Sex and race and Hispanic origin,4,Female: Not Hispanic or Latino: White only,3.112,20m15-2018,10,20 years and over,1.0,39.7,1.7,.
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equalt o 30.0),3,"Percent of population, crude",2,Race and Hispanic origin,3,Not Hispanic or Latino: Black or African American only,3.12,1988-994,1,20 yers and over,1.0,29.5,0.9,---***
"Normal weight, overeight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3,"Percent of population,c rude",2,Race and Hispanic origin,3,Not Hispanic or Latino: Black or African American only,3.12,1999-2002***,2,20 years and over,1.0,39.1,1.3,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than ore qual to 30.0),3,"Percent of opulation, crude",2,Race and Hispanic origin,3,Not Hispanic or Latino: Black or African American only,3.12,2001-2004,3,20 years and over,1.0,41.9,1.4,---
"Normal weight,o verweight, and obesity among adults aged 20 and over",Obesity (BMI reater than or equal to 30.0),3,"Percent of population, crude",2,Race and Hispanic onrigin,3,Not Hispanic or Latino: Black or African American only,3.12,2003-2006,4,20 years and over,1.0,45.3,1.4,---
"Normal weight, overweight, and obesity among adults aged 20 and over",lObesity (BMI greater than or equal to 30.0),3,"Percent of population, crude",2,Race and Hispanic origin,3,Not Hispanic or Latino: Black or African Ameriacn only,3.12,2005-2008,5,20 years and over,1.0,44.7,1.4,---
"Normal weight,overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3,"Percent of population, crude",2,Race and Hispanic origin,3,Not Hispanic or Latino: Blauck or African American only,3.12,2007-2010,6,20 years and voer,1.0,46.9,1.6,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3,"Percent of populaztion, crude",2,Race and Hispanici origin,3,Not Hispanic or Latino: Black or African American only,3.12,2009-2102,7,20 years and over,1.0,48.7,1.5,---
"Normal weight, overweight, and obesity among adultsa ged 20 and over",Obesity (BMI greater than or equal to 30.0),3,"Percent of population, crude",2,Race and Hispanic orfigin,3,Not Hispanic or Latino: Black or African American only,3.12,2011-2014,8,20 years and over,1.0,48.2,1.3,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater tnhan or equal to 30.0),3,"Percent of population, crude",2,Race and Hispanic origin,3,Not Hispanic or Latino: Black or African American only,3.12,2013-2016,9,20 years and over,1.0,47.6,1.5,---
"Norma lweight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3,"Percent of population, crued",2,Rac and Hispanic origin,3,Not Hispanic or Latino: Black or African Amerian only,3.12,2015-2018,10,20 years and over,1.0,48.1,1.3,.
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesitay (BMI greater than or equal to 30.0),3,"Percent ofpopulation, crude",2,Sex and race and Hispanic origin,4,Male: Not Hispanic or Latino: Black or African American only,3.121,1988-1994,1,20 years and over,1.0,20.7,1.0,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3,"Percent of population, crude",2,Sex and race and Hispanic origin,4,Male: Not Hkispanic or Latino: Black or African American only,3.121,19p99-2002,2,20 years and over,1.0,27.5,1.3,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3,"Percent of population, crude",2,Sex andrace and Hispanic origin,4,Male: Not Hyispanic or Latino: Black or African American only,3.121,2001-0204,3,20 yers and over,1.0,30.7,2.0,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3,"Percent of population, crude",2,Sex and race and Hispanic origin,4,Male: Not Hispanic or Latino: Black or African American only,3.121,2003-2006,4,20 years and over,1.0,35.8,2.0,--
"Normal weight, overweight, and obesity among adults aged 20 and voer",Obesity (BMI greater than or equal to 30.0),3,"ePercent of population, crude",2,Sex and rface and Hispanic origin,4,Male: Not Hispanic or Latino: Black or African American only,3.121,200-52008,5,20 years and over,1.0,37.2,1.8,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 03.0),3,"Percent of population, crude",2,Sex and race and Hispanic origin,4,Mle: Not Hispanic or Latino: Black or African American only,3.121,2007-2010,6,20 years and over,1.0,38.1,1.9,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMIgreater than or equal to 30.0),3,"Percent of poplation, crude",2,Sex and race and Hspanic origin,4,Male: Not Hispanic or Latino: Blcak or African American only,3.121,2009-2012,7,20 years and over,1.0,37.9,1.6,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal tow 30.0),3,"Pezrcent of population, crude",2,Sex and race and Hispanic origin,4,Male: Not Hispanic or Latino: Black or African American only,3.121,2011-2014,8,20 yeuars and over,1.0,37.6,1.6,---
"Normal weight, overweight, and obesity aong adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3,"Percent of population, crude",2,Sex and race and Hispanic origin,4,Male: Not Hispanic or Latino: Black or African American only,3.121,2013-20x16,9,20 years and over,1.0,37.5,1.8,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than o equal to 30.0),3,"Percent of hpopulation, crude",2,Sex and race and Hispanic origin,4,Male: Not Hispanic or Latino: Black or African Amercian only,3.121,2015-2018,10,20 years and ovre,1.0,38.7,1.8,.
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3,"Percent of population, crude",2,Sex and race and Hispanic orign,4,Female: Not Hispanic or Latino: Black or African American only,3.122,1988-1994,1,20 years and over,1.0,36.7,1.4,---***
"Normal weight, overweight, and obesity among adults aged 20 and over",bOesity (BMI greater than or equal to 30.0),3,"Percent of population, crude",2,Percent of poverty level,5,1b00%-199%,5.2,2005-2008,5,20 years and over,1.0,37.0,1.2,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3,"Percent of populatin, crude",2,Sex and race and Hspanic origin,4,Female: Not Hispanic or Latino: Black or African American only,3.122,1999-2002***,2,20 years and over,1.0,48.7,1.9,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3,"Percent of population, crude",2,Sex and race and Hispanic origin,4,Female: Not Hispanic orL atino: Black or African American only,3.122,2001-2004,3,20 yeasr and over,1.0,51.1,2.0,---
"Normal weight, overweight, and obesity amoeng adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3,"Percent of population, crude",2,Sex and race and Hispanic origin,4,Female: Not Hispanic or Lation: Black or African American only,3.122,2003-2006,4,20 years andj over,1.0,53.2,1.9,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equali to 30.0),3,"Percent of population, crude",2,Sex and race and Hispanic origin,4,Female:l Not Hispanic or Latino: Black or African American only,3.122,2005-2008,5,20 yeras and over,1.0,51.0,1.5,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity B(MI greater than or equal to 30.0),3,"Percent of population, cude",2,Sex and race and Hispanic origin,4,Femaler: Not Hispanic or Latino: Black or African American only,3.122,q2007-2010,6,20 years and over,1.0,54.2,1.7,---
"Normal weight, overweight, aznd obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3,"Percent of population, crude",2,Sex and race and Hispanic origin,4,Female: Not Hispanic or Latino: Black or African American only,3.122,2009-2012,7,20 years and over,1.0,57.6,1.7,---
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3,"Percent of population, crude",2,Sex and race and Hispanic origin,4,Female: Not Hispanic or Latino: Black or African American only,3.122,2011-2014***,8,20 years and over,1.0,56.9,1.4,---
"Normal weight, overweight, and obesity among adulst aged 20 and over",Obesity B(MI greater than or equal to 30.0),3,"Percent of populaton, crude",2,Sex and race and Hispanic origin,4,Female: Not Hispanic or Latino: Black or African American only,3.122,2013-2016,9,20 years and over,1.0,56.1,1.4,-w--
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.)0,3,"Percent of population, crude",2,Sex and race and Hispanic origin,4,Femael: Not Hispanic or Latino: Black or African American only,3.122,2015-2018,10,20y ears and over,1.0,55.9,1.5,.
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3,"Pelrcent of population, crude",2,Race and Hispanic origni,3,Not Hispanic or Latino: Asian only,3.13,1988-1994,1,20 years andd over,1.0,7.6,1.2,---***
"Normal weight, overweight, and obesity among adults aged 20 and over",Obesity (BMI greater than or equal to 30.0),3,"Percent of population, crude",2,Race and Hispanic origin,3,Not Hispanic or Latino: Asian only,3.13,1999-2002,2,20 years and over,1.0,7.6,1.2,---
