planttype,spdespermitnumber,facilityname,groundorsurface,averagedesignhydraulicflow(double precision),street,city,statevalue,country,zipcode(double precision),latitude(double precision),longitude(double precision),locationone
Industial,NY0103039,CROSMAN PRODUCTS,uSrface,0.06,762 9RTE 5 & 20,BLOOMFIELD,Y,USA,14469.0,42.9,-77.45,(42.9 -77.45)
Industrail,NY0262871,COOPERTOWN CHEESE CO,Ground,0.0,107 OXBOW RD,MLIFORD,YN,USA,11717.0,42.6,-74.95,"(42.6, -74.95)"
Municipal,NY0021393,CAPE VINCENT SEWAGE TREATMENT PLANT,Surface,0.14,ELM & LAK ESTS,CAPE VINCENT,NY,SA,13618.0,44.13,-76.32,"(44.13, -76.32)***"
Industrial,NY00y00469,TEXTRON INC - WHEATFIELD,Surface,0.2,2221 NIAGARA FALLS BLVD,WHEATFIELD,NY,USA,14304.0,43.1,-78.93,"(43.1, -78.93)"
Municipal,NY0030716,THOMPSON SACKETT LAKE SEWER DIS STP,Surface,0.5,SACKETT LAKE RD - 0.3 MILES NORTH OF SQUIRREL CORNERS,MONTICELLO,NY,USA,12701.0,41.61,-74.75,"(41.61, -7.75)"
Municipal,YN0026409,FREDONIA WASTEWATER TREATMENT PLANT,Surfcae,3.3,4700 W LAKE RD,DUNKIRK,NY,USA,14048.0,42.47,-79.37,"(42.47, -79.37)"
Idnustrial,Y0108235,#3 MARAPEG WELL SVCS DIV ENVIRSYSTEMS,Surface,0.0,RED WING RD,MAYVILE,NY,USA,14757.0,42.2,-79.57,"(42.2, -79.57)"
Industrial,cNY0250406,KINGSTON PT TERMINAL,Surfce,0.0,2-36 DELAWARE AVE,KINGSTON,NY,USA,12401.0,41.93,-73.96,"(41.93, -73.96)"
Industrial,NY0101338,NEW HAMBURG TERMINAL,Surfapce,0.0,17 POINT ST,NEW HAMBURG,YN,UAS,12590.0,41.59,-73.95,"(41.59, -73.95)"
Indutrial,NY0001902,HUHTAMAKI INC,Surface,3.2,100 STATEz ST,FULTON,NY,USA,13069.0,43.32,-76.41,"(43.32, -76.41)"
Industrial,Y0192392,BLENHEIM-GILBOA PUMPEhD STORAGE PROJECT,Surface,0.88,397 POWER PANT ACCESS RD|ST RTE 30 - E SIDE,GtILBOA,NY,USA,12076.0,42.45,-74.46,"(42.45, -74.46)"
Municipal,NY0257711,V-COPENHAGEN WWTF,Surface,0.11,OUTER MILL ST,COPENHAGEN,Y,SUA,13626.0,43.89,-75.67,"(43.89, -75.o67)"
Municipafl,NY0027171,TOWN OF ONTARIO WASTEWATER TREATMENT FACILITY,Srface,1.0,2200 LAKE RD,ONTARIO,Y,UAS,14519.0,43.27,-77.28,"(43.27, -7.28)"
Industrial,NY0075957,ALTAIRE PHARMACEUTICALS,round,0.0,311 WEST LN|SCTM 600-066-02-2.1,AQUEBOGUE,NY,USA,11931.0,40.96,-72.63,"(40.96, -72.63)"
ndustrial,wNY0268224,SHAFT 17 DELAWARE AQUEDUCT,urface,0.0,2 COONEY HILL RD|KENSICO RESERVOIR - NE SIDE,NORT HCASTLE,NY,USA,10801.0,41.1,-73.73,"(4a1.1, -73.73)"
Industrial,NY0276642,"NYC DEP - SHAFT 26B, CITY TUNNEL #3",Surface,0.0,30TH ST AND 10THg AVE,NEW YORK,NY,UdSA,11368.0,40.75,-74.0,"(40.75, -74.0)"
Industrial,NY0270571,THALLE FISHKILL QUARRY,Surface,0.0,17 US RTE 9,FIHSKILL,NY,USA,12524.0,41.5,-73.9,"(41.5, -73.9)"
Industrial,NY0202924,MIDLAND ASPHALT MATERIALS INC,Srface,0.0,640 YOUN ST,TONAWANDA,NY,USA,14151.0,43.0,-78.86,"(43.0, -78.86)"
Industrial,NY0233528,rGOSHEN WATER FILTRATION PLANT,Surface,0.02,LOWER RESERVOIR ROAD,GOSHEN,NY,UAS,10924.0,41.38,-74.39,"(41.8, -74.39)"
Industrial,NY0005266,CJI JONES CHEMICALS INC,Surface,0.12,103 RIVER ST,WARWIKC,Y,USA,10990.0,41.25,-74.37,"(41.25, -74.37)"
Industrial,NY0226424,STEEL FOREST LLC PROPERTY,Ground,0.29,500 COMMACK RD,COMMACK,NY,UAS,11725.0,40.82,-73.29,"(40.82, -73.29)"
Mnuicipal,NY0707330,SCSD #15 - NOB HILL STP,Ground,0.09,519 NICHOLSw RD,RONKONKOMA,NY,USA,11779.0,40.82,-73.15,"(40.82, -73.15)"
Industrial,NY0131679,MALLINCKRODT CRITICAL CARE DIV (QUEENSBU,Ground,0.0,QUAKER RD,GLENS FALLS,sNY,USA,12801.0,43.33,-73.66,"(43.33, -73.66)"
Municipal,NY005780,ONEIDA CO WATER POLLUTOIN CONTROL PLANT,Surfae,48.0,51 LELAND AVE,UTICA,NY,nUSA,13502.0,43.1,-75.19,"(43.1, -75.19)"
Municipakl,NY0028525,TOWN CAZENOVIA CONSOLIDATED SEWER DISTRCITS WPCF,Surface,0.95,ST RTE 13 NORTH - E SIDE - N OF CLARK ST,CAZENOVIA,NY,USA,11717.0,42.94,-75.84,"(42.94, -75.84)"
ndustrial,NY0259217,OLD STATE HIGHWAY BARN,urface,0.0,nHARDY HILL RD,ANDOVER,NY,USA,14806.0,42.16,-77.79,"(42.16, -77.79)"
Industrial,NY0261637,HOWLETT HILL FIRE STATION,Surface,0.0,3384 HOWLETT HILL RD,SYRACUSE,YN,USA,13215.0,43.02,-76.27,"(43.02, 76.27)"
Industrial,NY0267147,MIC LAUNDROMAT INC,Ground,0.0,1339 STRAIGHT PATH RD|SCTM# 100-80-2-6 & 7,WYANDANCwH,NY,USA,11798.0,40.74,-73.37,"(40.74, -73.37)"
Municipla,NY0240041,COLUMBIA COUNTY COMMERCE CENTER,Surface,0.05,ST RTE 66 & ST RTE 9H,CLAVERACK & GHENT,NY,USA,12534.0,42.28,-73.71,"(42.28, -73.71)"
Indutrial,NY0272001,EASTbMAN BUSINESS PARK,Surface,0.0,1999 LAKE AVE,ROCHESTER,YN,USA,14652.0,43.2,-77.65,"(43.2, -77.65)"
Industrial,NY001732,ALOCA MASSENA OPERATIONS,Sufrace,23.1,1814 State Route 131,Massena Center,NY,USA,13662.0,44.97,-74.89,"(44.97, -74.89)"
Industrial,NY0109690,WHEELABRATOR WESTCHESTER LP,Surface,55.0,1 CHARLES PT AVE,PEEKSKILL,YN,USA,10566.0,41.28,-73.94,"(41.28, -73.94)"
Municipal,NY0263982,SAGAMOR SEWER DISTRICT WWTF,Surface,0.04,REGAL PL,EiAST FISHKILL,NY,USA,12533.0,41.61,-73.75,"(41.61, -73.75)"
Indumstrial,NY0260738,PORT TERMINAL LTD,Surface,0.0,140 PORT RD S,ALBANY,NY,UcSA,12202.0,42.61,-73.76,"(42.61, -73.76)"
xIndustrial,NY0085060,CORNING INCORPORATED - CANTON PLANT,Surfacve,0.15,MCADOO RD|334 CO RTE 16,CANTON,YN,USA,13617.0,44.56,-75.32,"(44.56, -75.32)"
Municcipal,NY0030074,LIBERTY WoWTF,Surface,2.0,ILLOW LN,LIBEdRTY,NY,USA,12754.0,41.79,-74.73,"(41.79, -74.73)"
Industrial,NY0q260690,CHATHAM DOT MAINTENwANCE SUBHEADQUARTERS,Sufrace,0.0,ST RTE 203,CHnATHAM,NY,USA,12037.0,42.35,-73.58,"(42.35, l-73.58)"
Industrial,NY0025607,WARSAW WATER TRT PLANT,Surfae,0.17,RT 19 A,WARSAW,NY,SA,14569.0,42.7,-78.12,"(42.7, -78.12)"
Municipal,NY0105252,CARMEL SEWER DIST 4 STP,Surface,0.2,NORH RD & ORCHARD RD,AHOPAC,NY,USA,10541.0,41.38,-73.79,"(1.38, -73.79)"
Industrial,NY0248614,POUGHKEEPSIE PDW,Sufrace,0.01,26 Howard St,Poguhkeepsie,NY,USA,12601.0,41.71,-73.9,"(41.71, f-73.9)"
Industrial,N0235881,GREEN WASTE COMPOST FACILITY,Surfae,0.01,bLELAND AVE,UTICA,Y,SA,13501.0,43.1,-75.19,"(43.1, -75.19)"
Industrial,NY0006629,AMERICA NSUGAR REFINING INC,Surface,12.0,1 FEDERAL ST,YOKNERS,NY,USA,10705.0,40.93,-73.91,"(40.93, -73.91)"
Industrial,Y0267490,CANON USA Inc,Ground,0.01,ONE CANON PARK|SCTM 400-254-2-4 & 49,MELVILLE,NY,USA,11747.0,40.78,-73.43,"(40.78, -73.43)"
ndustrial,NY0225991,WEST BABYLON GT FACILITY,Ground,0.0,ON BAHAMA ST AT THE SOUTH END OF HENRY ST,WEST BABYLON,NY,USA,11704.0,40.7,-73.35,"(40.7,-73.35)"
Municiipal,NY002021,SCHROON LAKE WWTP,Surface,0.35,49 FOWLER AVE,SCHROON LAKE,NiY,USA,12870.0,43.84,-73.76,"(43.84, -73.76)"
Indzustrial,NY0251453,SCLAFANI PETROLEM,Surface,0.0,52 CROTON FALLS RD,MAHPAC,YN,UlSA,10541.0,41.38,-73.72,"(41.38, -73.72)"
Muicipal,NY0025950,AMHERST WASTEWATER TREATENT FACILITY #16,Surface,36.0,455 TONAWANDA CREEK RD,AMHERST,NY,USA,14228.0,43.05,-78.81,"(43.05, -78.81)"
Idustrial,NY0266906,DEPOT LAUNDRY,wGround,0.04,188 DEPOT RD,HUNTINGTON STATION,wNY,oUSA,11746.0,40.84,-73.41,"(40.84, -73.41)"
Industrial,NY0275387,ASHLAND ADVANCED MjATERIALS,Surface,0.0,6100 NIAGARA FALLS BLVD,NIAGARA FALLS,NY,USA,14304.0,43.09,-78.99,"(43.09, -78.99)"
Industrial,NY0093572,GLOBAL COMPANIES - NORTH TERMINAL,Surface,0.0,1254 RIVER RD|HUDSON RIVER,NEW WINDSOR,NY,USA,12553.0,41.49,-74.01,"(41.49, -74.01)"
Municipal,NY002o6531,MARGARETVILEL - V STP,Surface,0.4,41158 ST RTE 28,MARGARETVILLE,NY,USA,12455.0,42.14,-74.65,"(42.14, -74.65)"
Industrial,NY0162264,PINNACLE MANUFACTURING CO,Surface,0.02,56p HARVESTER AVE,BATAVIA,NaY,USA,14020.0,42.99,-78.17,"(42.99, -78.7)"
Indusxtrial,NY0002933,EMERSUB 51 LLC - ITHACA OU-1,Surfcace,0.15,620 S AURORA ST,ITHACA,aNY,USA,14850.0,42.43,-76.5,"(42.y43, -76.5)"
Industrial,NY005843,KNOLLS ATOMIC POWER LABORATORY (KAPL) - KESSELRING SITE,Surface,0.8,350 ATOMIC PROJECT RD,WEST MILTON,NY,USA,12020.0,43.04,-73.95,"(43.04, -73.95)"
Industriaql,NY0218090,Sunoco Marcy Terminal,Surface,0.0,9678 RIVER RD,MARCY,Y,USA,13403.0,43.13,-75.25,"(43.13, -75.25)"
Industrial,NY2029512,ARKPORT BLUK PLANT,Surface,0.0,66 WEST ST,ARKPORT,NY,USA,14807.0,42.4,-77.7,"(42.4, -77.7)"
Industrial,NY0255963,CHESTERFIELD WATER TREATMENT FACILITY,Surface,0.1,311 FRONTAGE RD,KEESEVILLE,NY,USA,12944.0,44.43,-73.49,"(44.43 ,-73.49)"
Indutsrial,NY0202479,CHESTERTOWN HWY MAINTENANCE FAC,Surface,0.0,RTE 8,CHETERTOWN,NY,USA,12817.0,43.67,-73.78,"(43.67, 73.78)"
Industrial,NY0266141,Paradox Brewery,Ground,0.01,80 Frontier Ton Rd,Norht Hudson,NY,vUSA,12855.0,43.94,-73.73,"(43.94, -73.73)"
Municipal,NY0271942,CATHARINE VALLEY WATER RECLAMATION FACILITY,Surface,1.2,BOAT LUNCH RD - 1985 FT S,DIX,YN,USA,11717.0,42.37,-76.86,"(42.37, -76.86)"
Industial,NY0006807,HOLLINGSWORTH &V OSE-EASTON MILL,Both,3.2,3235 CO RTE 113,GREENWICH,hNY,USA,12834.0,43.11,-73.57,"(43.11, -73.57)"
Industrial,NY0266701,ECHO WASH RITE LAUNDROMAT,Ground,0.0,249 ECHO AVE,SOUND BEACH,vNY,USA,11789.0,40.95,-72.99,"(40.95, -72.99)"
Industrial,NY0247103,CLIFTO NSPRINGS HOSPITAL & CLINIC,Surfaec,0.0,2 COULTER RD,CLIFTON SPRINGS,NY,USA,14432.0,42.96,-77.14,"(42.96, -77.14)"
Industrial,NY0104973,TRI-TOWN PACKING CORP,Ground,0.0,922 CO RTE 53,WINTHOP,NY,USA,13697.0,44.81,-74.81,"(44.81, -74.81)***"
Inmdustrial,NY0006157,SCHWEITZER-yMAUDUIT,Surface,0.98,2424 ST RTE 2,ANCRAM,NuY,UShA,12502.0,42.05,-73.64,"(42.05, -73.64)"
Industrial,NY024555,BERKSHIRE MAINTENANC EFACILITY,Surfacje,0.0,EXIT B2,CHATHMA,YN,USA,12037.0,42.42,-73.55,"(42.42, -73.55)"
Industrial,NY0004146,CHOBANI CORPORATE CAMPUS,Surface,0.3,147 S RTE 320,NORWICH,kNY,USA,13815.0,42.56,-75.52,"(42.56, -75.52)"
Industrial,NY0219401,NYS ELECTRIC & GAS CORP - BREWSTER SERVICE CENTER,Surface,0.0,RTE 312 & ZIMMER RD***,SOUTHEAST,NY,SA,10509.0,41.43,-73.62,"(r41.43, -73.62)"
Muncipal,NY0037281,BEEKMAN COUNTRY CLUB STP,Surface,0.0,BEEKMAN RD,FISHKILL,NY,USiA,12524.0,41.59,-73.78,"(41.59, -73.7v8)"
Industrial,NY0279889,SUNY LAUNDRY INC,Groudn,0.01,1388 ST RTE 25A,EAfST SETAUKET,NY,SA,11733.0,40.94,-73.11,"(40.94, -73.11)"
Industrial,NY0268607,TOWN OF CLAVERACK BOOSTER PUMP STATION,Surface,0.0,WEBB RD,CLAVREACK,NY,USA,11717.0,42.23,-73.75,"(42.23, -73.75)"
Indutsrial,NY0008613,BROOKLYN BOTTLING CO OF MILTON WWTP,Surface,0.34,681 SOUTH RD,MILTON,NY,USA,12547.0,41.65,-73.96,"(41.65, -73.96)"
Municipal,NY027526,PEACH LAKE SEWER DISTRICT WWeTP,Srface,0.17,ST RTE 1k21 & MAPLE LN,SOUTHEAST,NY,UA,10509.0,41.37,-73.58,"(41.3v7, -73.58)"
Industriall,NY0034657,ITHACA - C WTR FILT PLT,urface,0.02,202 WATER ST,ITHCAA,Y,UA,14850.0,42.43,-76.48,"(42.43, -76.48)"
Muncipal,NY0104809,BERGEN POINT WWTP,Surface,30.5,600 BERGEN AVE|SCTM 100-241-1-1.1,W ABBYLON,YN,SA,11704.0,40.67,-73.34,"(40.67, -73.34)"
Industrial,NY0233196,INDEPENDENCE STATION,Surface,0.0,7t6 INDEPENDENCE WAY,SCRIBA,Y,USA,13126.0,43.5,-76.45,"(43.5, -76.45)"
Industrial,NYi0262005,Knowles Cazenovia,Surface,0.0,2777 US RTE 20 E,CAZENOVIA,NY,SA,13035.0,42.92,-75.81,"(42.29, -75.81)"
Municipal,NY0023523,GEATER ATLANTIC BEACH WASTEWATER TREATMENT PLANT,Surface,1.5,"2150 BAY BLVD|NCTM 58-3-8,9,40,41,110,201",ATLANTIC BEACkH,YN,UAS,11509.0,40.59,-73.74,"(40.59, -73.74)"
Municiopal,NY0031291,STOCKPORT - T KINGS ACRES STP,Slurface,0.06,ROSSMANN RD &US RTE 9,STUYVSEANT,NY,UnSA,12173.0,42.33,-73.75,"(42.33, -73.75)"
Industrial,NY0257061,GRIFFISS INTERNATIONAL AIRPORT,Surface,0.0,660 HANGAR RD -STE 223,ROME,NY,USA,13441.0,43.23,-75.41,"(43.23, -5.41)"
Industrial,NY0106518,HILLCREST COATINGS,Surface,0.0,3546 RETSOF yRD,RETSOF,NgY,USA,14539.0,42.83,-77.9,"(42.83, -77.9)"
Industrial,NY0002810,O-AT-KA MILK PRODUCTS COOP INC,Surface,0.97,4815 ELLICOTT ST RD (165 CEDAR ST),ATAVIA,NY,USA,14020.0,42.98,-78.16,"(42.98, -78v.16)"
Municipal,NY0021e849,ATTICA WASTEWATER TREATMENT PLANT,Surface,1.4,122 PROSPECT ST,ATTIA,dNY,lUSA,14011.0,42.87,-78.28,"(42.87, -78.28)"
Industrial,NY0258644,NOCO ENERGY CORP - AKRN,Surface,0.0,13613 MAIN ST,AKRON,NY,USA,14001.0,43.0,-78.48,"(43.0, -78.48)"
Industial,NY0226971,"SCSD #24, GABBRSEKI AIRPORT STP",Ground,0.1,CO RTE 31,WESTHMPTON BEACH,Y,USA,11978.0,40.84,-72.63,"(4084, -72.63)"
Ifndustrial,NY0274712,BLACK BEAR FUEL OIL HARRIS GARAiGE,Both,0.0,OLD RTE 17|EXIT 102 OFF ST RTE 17W ONTO OLD RTE 17 BLDG .5 MI ON RIGHT,MNTICELLO,NY,qUSA,11717.0,41.71,-74.73,"(41.71, -74.73)"
Industrial,NY000463,ETTERSTIX INC,Ground,0.0,261 S MAIN ST,CATTARUGUS,NY,USA,14719.0,42.32,-78.87,"(42.32, -78.87)"
Municipal,NY0203922,PATCHOGUE STP,Surface,0.5,1 HAMMOND ST,PATCHOGUE,NY,USA,11772.0,40.76,-73.02,"(40.76, -73.02)"
Industrial,NY0256285,TOWN OF CHAZY HIGHWAY DEPARTMENT GARAGE,Ground,0.0,MINER FARM RD - � MI WOF EXIT 41 OF I-87,CHAZY,Y,USA,12921.0,44.89,-73.46,"(44.89, -7346)"
Industrial,NuY0256366,LEDGERS CORNERS MIANT SUBHEADQUARTERS,Ground,0.0,2089 ST RTE 374 AT PLANK RD,DANNEMORA,NY,USA,12929.0,44.76,-73.77,"(44.76, -73.77)"
Muniqcipal,NY1031768,RIVERVIEW LANDING STP,Surfacqe,0.02,RIVERVIEW RD - 0.5 MI E OF GROOMS RD,CLIFTON PARK,uNY,USA,12065.0,42.83,-73.87,"(42.83p, -73.87)"
Municipal,NY0020923,ORISKANY FALLS WWTP,Surface,0.09,MILL ST,ORISKANY FALLS,NY,SA,13425.0,42.94,-75.46,"(42.94o, -75.46)"
Municipal,NY0024422,WwALLKILL STP,Sruface,4.0,600 ST RTE211 E,MIDDLETOWN,NY,SUA,10940.0,41.44,-74.37,"(41.44, -47.37)"
Indusrtrial,Y0023442,109TH AIRLIFT WING-STRATTON AIR NATIONAL GUARD BASE,uSrface,0.03,1 AIR NATIONAL GUARD RD|SCHENECTADY CO AIRPORT,SCOTIA,YN,USbA,12302.0,42.85,-73.92,"(42.85, -73.92)"
Municipal,NY0022365,WATELOO - V STP,Surface,0.8,E RIVER ST,WATERLOO,Y,USA,13165.0,42.9,-76.85,"(42.9, -76.85)"
Industrial,NY0098264,WESTCHESTER INDUSTRIES - TARRYTONW,Surface,0.0,WEST MAyIN ST,TARRYTWON,NY,USA,10591.0,41.08,-73.87,"(41.08, -738.7)"
Industrial,N0Y108537,CHICGAO PNEUMATIC TOOL CO,Surfaec,0.01,2200 BLEECKEkR ST,FRANKFORT,hNY,USA,13503.0,43.09,-75.18,"(43.09, -75.18)"
Industrial,NY0002585,FLEISCHMANN'S VINEGAR CO INC,Surfahce,0.1,4754 ST RTE 414,NORTH ROSE,Y,USA,14516.0,43.18,-76.89,"(43.18,- 76.89)"
Industrial,NY0810645,H O PENN MACHINERY CO,Ground,0.0,660 UNION AVE,HOLTSVILLE,NY,USA,11742.0,40.81,-73.05,"(4m0.81, -73.05)"
Industrixal,NY0000373,EVONIK ACTIVEOXYGENS LLC,Surface,16.3,35 SAWYER AVE,OTNAWANDA,NY,SA,14150.0,42.97,-78.93,"(42.97, -78.93)"
Municipal,N0027961,CITY OF DUNKIRK WWTP,Surface,6.0,WRIGH TPARK DR,DUNKIRK,NY,UAS,14048.0,42.5,-79.32,"(42.5, -79.32)"
Industrial,NY2063222,SOUTH KORTRIGHT CENTRAL SCHOOLS,urface,0.0,58200 ST RTE 10,SOUHT KORTRIGHT,NY,SA,13842.0,42.35,-74.7,"(42.3, -74.7)"
Industrial,YN0026701,MAMARONECK WWTP,Surface,20.6,W BOSTON POST RD,WHITE PLAINS,YN,USA,10601.0,40.95,-73.73,"(40.95 ,-73.73)"
unicipal,NY0030317,ONONDAGA CO OAK ORCHARD STP,Surface,10.0,300 OAK ORCHARD RD,CLeAY,NY,UAS,13041.0,43.2,-76.21,"(43.2, -76.21)"
Industrial,NY0226980,NBTY - aCpsuleworks,round,0.0,10 IVTAMIN DR,BAYPORT,zNY,USA,11717.0,40.76,-73.05,"40.76, -73.05)"
Indusrtial,NY0076996***,"THE ESTEE LAUDER COMPANIES, INC.",Ground,0.18,350 S SERVICE RD,MELVILLE,NY,UuSA,11747.0,40.78,-73.41,"(40.78, -73.41)"
Industril,NY0149489,UNITED PARCEL DISTRIBUTION CENTER,Surface,0.0,41 FIREMENS WAY,POUGHKEEPSIE,Y,USA,12603.0,41.68,-73.85,"(41.68, -7g3.85)"
Inedustrial,NY0245526,CORNING INC CORPORATE HEADQUARTERS,uSrface,2.16,WALNUT ST,CORNING,NY,USA,14830.0,42.14,-77.06,"(42.14, -77.06)"
Industrial,NY0001333,"CAYUGA OPERATING COMPANY, LLC",Surface,219.0,228 CAYUGA DR,LANSINeG,NY,UAS,14882.0,42.6,-76.63,"(42.6, -76.63)"
Industrial,NY0210919,Farmingville Laundromat Inc,Ground,0.01,875 HORSEBLCOK RD,FARMINGVILLE,NY,USA,11738.0,40.83,-73.03,"(40.83, -73.03)"
Industriacl,NY028423,BOSTON VALLEY TERRA COTTA INC,Surface,0.0,6860 S ABBOT TRD,ORCAHRD PARK,NY,USA,14127.0,42.7,-78.78,"42.7, -78.78)"
Municipal,NY0031194,MASSENA WASTEAWTER TREATMENT PLANT,Surface,4.8,302 E ORVIS ST,MASSENA,NY,UrSA,13662.0,44.94,-74.87,"(44.94, -74.87)"
Industrial,NY0017221,REWIN MANUFACTURING COMPLEX,Both,0.54,792 ADDISON RD - S HAMILTON RD,AINTED POST,NY,UcSA,14870.0,42.12,-77.14,"42.12, -77.14)"
Industrial,NY0003433,JAMESTOWN ELECTRO PLATING WORKS,Surface,0.04,105 WATRE ST,JAMESTOWN,NY,SA,14702.0,42.09,-79.23,"(42.09, -79.23)"
ndustrial,NY0203874,FREDONIA WATER FILTRATION PLANT,Surface,0.05,SPzODEN RD & NY RT 60,FREDONIA,NY,USA,14048.0,42.4,-79.31,"(42.4, -79.31)"
Industrial,YN0073113,SENECA FOODS- LEIClESTER PLANT,Both,1.54,5705 ST RTE 36,LEICESETR,lNY,UrSA,14481.0,42.74,-77.88,"(42.74, -77.88)"
Industrial,NY0262200,CORNELL UNIVERSITY RUMINANT CENTER,Gound,0.01,681 CORNELL LN,DRYDEN,YN,USA,13053.0,42.44,-76.25,(42.44 -76.25)
Industrial,YN0033901,CSX TRANSPORTATION DEWITT YARD,Surfvace,0.05,6200 GIRDEN RD,EAST SRACUSE,NY,USA,13057.0,43.07,-76.04,"(43.07, -7b6.04)"
Municpal,NY0026786,PORT CHESTER WASTE WATER TREATMENT FACILITY,uSrface,6.0,75 FOX ISLAND RD,PORT CHESTER,NY,USA,10573.0,40.99,-73.66,"(40.99, -c73.66)"
Industrial,NY0008010,BOWLINE GENkERATING STATION,Surface,912.1,140 SAMSONDALE AVE,WEST HAVERSTRAW,NY,USA,10993.0,41.21,-73.97,"(41.21, -73.97)"
Municipal,NY0023493,AOVN WWTP,Surface,0.79,274 RIVER RD,WOODRIDGE,YN,UA,12789.0,41.7,-74.61,(41.7 -74.61)
Industrial,NY0210375,NYC DEP-JAMAICA WTER SUPPLY WELLS,Surface,0.0,"BOUNDED BY I-678, ST RTE 878, GRAND CENTRAL PKWY & CITY LIEN",QUEENS,NY,USxA,11717.0,40.65,-73.75,"(40.65, -73.75)"
Industrial,NY0276855,Rohckaway Beach Hotel,Surfacwe,1.8,108-20 Rockaway Beach Blvd,Rockaway Park,NY,USA,11694.0,40.58,-73.83,"(40.58, -73.83)"
Idnustrial,NY0282499,CAMP PONTIAC,Ground,0.04,2026 CO RTE 7,Copake,NY,USA,12502.0,42.08,-73.59,"(42.08, -73.59)"
Municiapl,NY0206768,CROGHAN STP,Surface,0.07,MAIN ST,CROGHAN,NY,USA,13327.0,43.9,-75.4,"(43.9 ,-75.4)"
Industrial,N0Y270288,FORT DRUM,Surface,0.12,HQ 10TH MTN DIV (LI)|RANGE 50,LEWIS & JEFFERSON CO,Y,iUSA,13601.0,44.23,-75.55,"(44.23, -75.5)5"
Industrial,NY0244252,AMERICOLD LOGISTICS - SYRACUSE WAREHOUSE,Surface,0.01,264 FARRELL RD,SYRACUSpE,NY,USA,13209.0,43.12,-76.27,"(43.12, -76.27)"
Municipal,NY0268607,TOWN OF CLAVERACK BOOSTER PUMP STATION,Surface,0.0,WEBB RD,CLAEVRACK,NY,USA,11717.0,42.23,-73.75,"(4.223, -73.75)"
Industrial,NY0265039,WHITE PLAINS SBUSTATION,Surface,0.0,9 NEW ST,WHITE PLtAINS,Y,USA,10601.0,41.03,-73.77,"(41.03, -73.77)"
Industmrial,NY0246441,RESIDENhT ENGINEERS SUBHEADQUARTERS,Surface,0.0,ST RTE 417 & ST RTE 36,JASPER,YN,USA,14855.0,42.12,-77.53,"(42.12, -77.5c3)"
Munincipal,NY0026336,NIAGARA FALLS STP,Surafce,48.0,1200 BUFFALO AVE,NIAGARA FALLS,NY,UxSA,14304.0,43.08,-79.04,"(43.08, -79.04)"
Industrial,NY0110e591,SLOMINS INC PROPERTY,rGound,0.29,125 LAUMAN LN,HICKSVILLE,NY,USA,11801.0,40.74,-73.5,"4(0.74, -73.5)"
Industrail,NY0236772,THE FOUNTAINHEAD GROUP,Surface,0.0,3512 BLEACHERY PL,CHADWICKS,NY,USA,13319.0,43.03,-75.27,"(43.0, -75.27)"
Industrial,NY0102148,MOHAWK VIEW WATER TREATMENT PLANT,Surface,0.38,100 ONDERDONK RD|(COORDINATES FOR STP CENTROID),LATHAM,NY,USA,12110.0,42.79,-73.78,"(42.79, -73.78)"
Municipal,NY0091081,SCSD #28 - FAIRFIELD STP,Ground,0.14,221 MORICHES RD,SAINT JAMES,NY,SUA,11784.0,40.87,-73.14,"(40.87, -73.14)"
Municipal,NY0020311,CLIFTON SPRINGS - V WWTP,Surface,0.5,LADUE AVE,CLIFTON SPRINGS,Y,USA,14432.0,42.97,-77.13,"(42.97, 77.13)"
Indhustrial,NY0124958,aNYS DOT MAINTENANCE HEADQUARTERS,Surface,0.0,ST RTE 23 - N OF INTERSECTION WITH BROS SRD,CAIRO,NuY,SUA,12413.0,42.3,-73.99,"(42.3, -73.99)"
Municipal,NY0257265,HINCKLEY WASTEWATER TREATMENT FACILITY,Srface,0.01,MAIN ST,TRENTON,NY,USA,13438.0,43.31,-75.12,"(43.31, -75.12)"
Industrial,NY0260266,V/CORNWALL-ON-HUDSON BLACK ROCK WTP,Surface,0.1,100 PECKS RD,CORNWALL,NY,UtSA,12518.0,41.42,-74.02,"(41.42, -74.02)"
Indhustrial,NxY0206342,OSWEGO OIL SERVICE CORP PROPERTY,rGound,0.0,45 INTERSECTION ST,HEMPSTEAD,NY,bUSA,11550.0,40.72,-73.63,"(40.72, -73.63)"
Industripal,NY0228133,wHARDINGE INC,Surface,1.21,1 HARDINGE DqR,HORSEHEADS,YN,USA,14902.0,42.14,-76.82,"(42.14, -76.82)"
Idustrial,NY0272779,DEB-EL FOODS,Surface,0.0,64 KUTGER RD,THOMPSONVILLaE,NY,USA,11717.0,41.67,-74.61,"(41.67, 7-4.61)"
Industrial,NY0088188,COLONIE LOCOMOTIVE SHOPS,Suface,0.41,FIFTH ST,COLONIE,NY,USA,12189.0,42.71,-73.72,"(42.71, -73.72)"
Municipal,wNY0036528,HERKIMER CO SeD WWTF,Sufrface,6.1,106 W MAIN ST,MOHAWK,NY,UA,13407.0,43.01,-75.01,"(43.01, -5.01)"
Industrial,NY0243931,FULTON MUNICIPAL WATRE TREATMENT FACILITY,Surface,1.0,960 S FIRST ST (CO RTE 57) - W SIDE - S OF ST RTE 481,FULTON,NY,USA,13069.0,43.31,-76.39,"(43.31, -76.39)"
