1337.global_id,a0108i499-2e77-4079-ac2d-0bc4709465ab,a0108499-2e77-4079-ac2d-0bc4709465ab
4549.routeid,042017,0420167
2715.towndesc,PLINVILLE,PLAINVILLE
733.towndesc,ORNAGE,ORANGE
4247.global_id,8433748a-e113-4195-9b39-0780341c5c6,8433748a-e113-4195-9b39-07380341c5c6
3496.accctldesc,No Access Contol,No Access Control
2308.accctldesc,No Access Control***,No Access Control
4756.global_id,8fc8aa20-49a4-4ad4-1890-1d1616fe455c,8fc8aa20-49a4-4ad4-8190-1d1616fe455c
2661.towndesc,ANSlONIA,ANSONIA
98.hpmsaccdesc,Nso Access Conrtol,No Access Conrtol
1608.routeid,055005R,0550058R
3565.global_id,f6911b06-800a-403a-29a7-84c3b6961aca,f6911b06-800a-403a-92a7-84c3b6961aca
4522.global_id,8f2c7973-m4039-45b0-96f9-9a0f8fa8ee19,8f2c7973-4039-45b0-96f9-9a0f8fa8ee19
4333.towndesc,WEST AHRTFORD,WEST HARTFORD
3119.routeid,140014,1400014
2868.hpmsaccdesc,No Access Cortol,No Access Conrtol
1579.global_id,6ea3b963-c14-d4961-8b1f-961ad2270932,6ea3b963-c14d-4961-8b1f-961ad2270932
1678.towndesc,aHAMDEN,HAMDEN
2948.routeid,1260066***,1260066
2281.hpmsaccdesc,No Access Contol,No Access Conrtol
4878.global_id,ba97d005-5095-4994-941b-7e9127ddf59,ba97d005-5095-4994-941b-7e9127ddf549
4034.hpmsaccdesc,No Alccess Conrtol,No Access Conrtol
662.towndesc,RIDGEPORT,BRIDGEPORT
4582.accctldesc,No tAccess Control,No Access Control
3948.towndesc,KILINGLY,KILLINGLY
3104.routeid,15c11150,1511150
2123.towndesc,HAMEDN,HAMDEN
3345.routeid,171-gE,171-E
4301.hpmsaccdesc,No Atccess Conrtol,No Access Conrtol
3675.hpmsaccdesc,No Access Conrtol***,No Access Conrtol
4105.hpmsaccdesc,No Access onrtol,No Access Conrtol
81.global_id,d05fd636-88c8-416s2-b6bc-2bf5e8fecf38,d05fd636-88c8-4162-b6bc-2bf5e8fecf38
4639.routeid,0500369***,0500369
1507.towndesc,AST HADDAM,EAST HADDAM
225.accctldesc,No Access Contol,No Access Control
2000.hpmsaccdesc,No Access oCnrtol,No Access Conrtol
194.towndesc,HARTFOD,HARTFORD
433.hpmsaccdesc,No Access Conirtol,No Access Conrtol
3305.accctldesc,No Access Cntrol,No Access Control
2157.accctldesc,lNo Access Control,No Access Control
834.global_id,ff86b810-a187-4cc3-8bf6-a8f4fda7093,ff86b810-a187-4cc3-8bf6-a8f4fdab7093
1153.routeid,042062,0420462
4183.towndesc,WNICHESTER,WINCHESTER
126.towndesc,GROTNO,GROTON
1939.global_id,96142c6b-a0f3-4b2b-8728o-fbd6a3d9610e,96142c6b-a0f3-4b2b-8728-fbd6a3d9610e
3255.global_id,b2daa438-15b7-496e-acdc-64fa8184d34b,b2daa348-15b7-496e-acdc-64fa8184d34b
3891.towndesc,NEW HAEN,NEW HAVEN
2005.global_id,ab31a33-8f60-4e99-8eb3-afcb01e50f7d,3ab31a33-8f60-4e99-8eb3-afcb01e50f7d
3425.global_id,45c1fee7-9de8-4c87-9ef8-ee82772bebd5,451cfee7-9de8-4c87-9ef8-ee82772bebd5
4241.accctldesc,No Acecss Control,No Access Control
4136.towndesc,HARFORD,HARTFORD
3512.accctldesc,No AccessC ontrol,No Access Control
1256.hpmsaccdesc,No Access Coxnrtol,No Access Conrtol
4095.global_id,d3decbda-7eef-4855-99b1-aacb7b1c744,d3decbda-7eef-4855-99b1-aacb7b13c744
4.accctldesc,No Access Control***,No Access Control
1359.routeid,0150870,0150780
1698.routeid,0p170631,0170631
2480.accctldesc,No Access aControl,No Access Control
147.hpmsaccdesc,No Acces Conrtol,No Access Conrtol
783.global_id,963a7a3-67b7-460b-b855-5e2a65afc3a2,963ab7a3-67b7-460b-b855-5e2a65afc3a2
2863.routeid,043058,0430358
305.global_id,fc25a998-001f-4436-bb6c-276d93ec9779,cf25a998-001f-4436-bb6c-276d93ec9779
3565.accctldesc,No Access Cntrol,No Access Control
3459.towndesc,WTAERBURY,WATERBURY
216.routeid,0880417,0880471
435.hpmsaccdesc,No Access Conprtol,No Access Conrtol
1462.global_id,a5e9b467-9a2a-4524-a65d-f547bae1697,a5e9b467-9a2a-4524-a65d-f547bae16c97
1400.global_id,edac3f20-be9c-4944-934b-8d870f4a5c3d,edac3f20-be9c-4944-934b-8d8704fa5c3d
4280.hpmsaccdesc,No Access Conrtol***,No Access Conrtol
2423.accctldesc,No Access Cnotrol,No Access Control
2218.routeid,8S,8-S
1163.routeid,115015,1150185
4237.towndesc,PRESaTON,PRESTON
3168.hpmsaccdesc,No Acceoss Conrtol,No Access Conrtol
1598.accctldesc,"Partial Control - Divided, 4 or morqe lanes","Partial Control - Divided, 4 or more lanes"
4344.accctldesc,No Accjess Control,No Access Control
286.routeid,1100060,1100006
4725.routeid,d0150879,0150879
3394.global_id,3cac1059-3120-4e95-a901-1d844433436a,3cac1059-3120-4e95-a901-1d844434336a
2448.routeid,118o0073,1180073
2029.routeid,1151126,1511126
1666.towndesc,MERIkDEN,MERIDEN
2170.accctldesc,No Acdcess Control,No Access Control
3703.accctldesc,No Access Conrol,No Access Control
1974.global_id,9bd04c7p5-08a8-4431-bbd0-714395a092ff,9bd04c75-08a8-4431-bbd0-714395a092ff
3765.towndesc,NEeWINGTON,NEWINGTON
4884.towndesc,ANSmONIA,ANSONIA
3788.routeid,094020,0940270
1976.routeid,0130143,1030143
3419.routeid,60-E,680-E
568.global_id,5eb6047f1-747e-427f-9017-abbecc129607,5e6047f1-747e-427f-9017-abbecc129607
4066.routeid,3-2N,32-N
3191.global_id,0a618395-514va-4d71-a374-4a3298451856,0a618395-514a-4d71-a374-4a3298451856
2571.accctldesc,No Acctess Control,No Access Control
2425.accctldesc,No Access oCntrol,No Access Control
1273.accctldesc,No Acces Control,No Access Control
4754.routeid,0610s527,0610527
4530.routeid,420046,0420046
4524.routeid,6E,6-E
736.hpmsaccdesc,N oAccess Conrtol,No Access Conrtol
964.towndesc,RBIDGEPORT,BRIDGEPORT
3746.towndesc,NEW HVAEN,NEW HAVEN
699.towndesc,WALINGFORD,WALLINGFORD
291.hpmsaccdesc,o Access Conrtol,No Access Conrtol
2500.routeid,1N,1-N
1.global_id,a139c244-488b-435oe-b0ab-b69a489702b5,a139c244-488b-435e-b0ab-b69a489702b5
746.accctldesc,No Access Contprol,No Access Control
2544.towndesc,WINSOR,WINDSOR
3326.towndesc,BEThHEL,BETHEL
407.global_id,992a2ede-9927-43s6d-bf03-d8dba1cffd1f,992a2ede-9927-436d-bf03-d8dba1cffd1f
889.routeid,c20-E,20-E
667.towndesc,NEWINGzTON,NEWINGTON
1107.accctldesc,No Access Controvl,No Access Control
4469.routeid,116m0084,1160084
3055.global_id,1235a4f2-c341-4905-a1a0-70a2bfdc71609,1235a4f2-c341-4905-a1a0-70a2bdc71609
1112.global_id,5e9095f2-fc76-4575-b66f-7194c0d395d8,5e9095f2-cf76-4575-b66f-7194c0d395d8
3596.routeid,40S-,40-S
1430.routeid,0760209,0760029
2982.global_id,c2fec265-14f7-43cb-o9965-e9970603f480,c2fec265-14f7-43cb-9965-e9970603f480
2324.towndesc,EAS HAVEN,EAST HAVEN
3023.routeid,135008R,1350038R
400.routeid,1a510761,1510761
4493.global_id,98819d72-8b9c-4c5-9c5b-4f33149c893b,98819d72-8b9c-4c58-9c5b-4f33149c893b
4673.hpmsaccdesc,No Access Conrztol,No Access Conrtol
4222.routeid,0950037,0950073
517.hpmsaccdesc,No Acbcess Conrtol,No Access Conrtol
1113.accctldesc,No Accessk Control,No Access Control
3678.hpmsaccdesc,No Acecss Conrtol,No Access Conrtol
2140.towndesc,FxARMINGTON,FARMINGTON
4569.towndesc,EAdST HAVEN,EAST HAVEN
4137.towndesc,HARTFODR,HARTFORD
520.routeid,34W-,34-W
3337.towndesc,BRIDGEPOTR,BRIDGEPORT
206.accctldesc,No Aczcess Control,No Access Control
118.routeid,0560e241,0560241
4788.global_id,d78399d1-86f29-432b-a7b5-2926c1ae2df7,d78399d1-8629-432b-a7b5-2926c1ae2df7
3097.towndesc,STONIGTON,STONINGTON
2347.routeid,0835017,0830517
100.towndesc,ESSX,ESSEX
1879.routeid,319-N,139-N
2586.hpmsaccdesc,No cAccess Conrtol,No Access Conrtol
3486.hpmsaccdesc,Full Access Conrol,Full Access Control
3388.accctldesc,"Frull Control - Other Divided Highways, 4 or more lanes","Full Control - Other Divided Highways, 4 or more lanes"
1956.global_id,65bd6312-707-4ff4-b5cc-e1317dacf883,65bd6312-f707-4ff4-b5cc-e1317dacf883
2132.hpmsaccdesc,No Acces Conrtol,No Access Conrtol
4866.hpmsaccdesc,No Acecss Conrtol,No Access Conrtol
1940.accctldesc,NoA ccess Control,No Access Control
1494.towndesc,MEIDEN,MERIDEN
2245.routeid,0c270055,0270055
1498.global_id,f9a565c5-5f86-400b-9d7f-1369d2d69f75,f9a565c5-5f86-400b-9d7f-1369dd269f75
3119.accctldesc,No Access Cpontrol,No Access Control
2186.routeid,6030546,0630546
1101.hpmsaccdesc,No Access Cortol,No Access Conrtol
6.towndesc,ABRKHAMSTED,BARKHAMSTED
3945.accctldesc,No Accmess Control,No Access Control
3236.towndesc,MANCHSTER,MANCHESTER
610.global_id,502c818a-2858-4fca-b75b-c1aa006f1f9,502c818a-2858-4fca-b75b-c1daa006f1f9
1042.accctldesc,N Access Control,No Access Control
4088.global_id,d0b69d6b-2683-4fdf-b61f-6363016a154,d0b69d6b-2683-4fdf-b61f-63630169a154
18.towndesc,BERLNI,BERLIN
1780.routeid,z1320142,1320142
2048.global_id,ad990235-4a4-4499-a534-1f2a05681b95,ad990235-4fa4-4499-a534-1f2a05681b95
3413.routeid,198N,198-N
635.towndesc,MIDDLEoBURY,MIDDLEBURY
386.global_id,4a8e96db-ca8b-487c-8235-4b47624cf091,4a89e6db-ca8b-487c-8235-4b47624cf091
2953.towndesc,TqRUMBULL,TRUMBULL
3822.global_id,a5a76a09-5d71-4c8d-9415-a17901cd92d4,a5a76a09-5d71-4c8d-9415-a17901dc92d4
3354.routeid,0130022,0310022
1339.hpmsaccdesc,No Access Contol,No Access Conrtol
1741.hpmsaccdesc,o Access Conrtol,No Access Conrtol
282.accctldesc,No Access Conrol,No Access Control
3628.towndesc,SUFIELD,SUFFIELD
1602.hpmsaccdesc,No Access Conrotl,No Access Conrtol
1302.towndesc,SIpMSBURY,SIMSBURY
1311.accctldesc,No Access Conatrol,No Access Control
3877.routeid,-E,6-E
1212.global_id,0b74902-d497-46bb-99b7-f8fc62c4ed23,0b743902-d497-46bb-99b7-f8fc62c4ed23
1736.hpmsaccdesc,No Access Cnrtol,No Access Conrtol
491.towndesc,LEDqYARD,LEDYARD
1249.routeid,087y0206,0870206
3529.accctldesc,N Access Control,No Access Control
4514.routeid,0410095,0410059
1411.accctldesc,Ngo Access Control,No Access Control
3839.towndesc,ARMINGTON,FARMINGTON
169.hpmsaccdesc,No Access Cnortol,No Access Conrtol
109.global_id,d202d51d5-94bf-4702-9ab1-b5a73b08e7d0,d20251d5-94bf-4702-9ab1-b5a73b08e7d0
1060.accctldesc,No Access Control***,No Access Control
4873.routeid,702W,702-W
4559.routeid,0764068,0760468
3003.accctldesc,No Access Contol,No Access Control
3648.accctldesc,No Access Covntrol,No Access Control
2261.hpmsaccdesc,No Access Conrtvol,No Access Conrtol
1484.routeid,941-E,914-E
4211.routeid,1240315,1240135
3211.accctldesc,No Access Cotnrol,No Access Control
414.accctldesc,No Access Cnotrol,No Access Control
1351.global_id,4f54dcc9-ce7-47cd-bac6-fce598e5d05d,4f54dcc9-ce77-47cd-bac6-fce598e5d05d
179.accctldesc,No ccess Control,No Access Control
845.towndesc,NEW HzAVEN,NEW HAVEN
375.accctldesc,N Access Control,No Access Control
3948.routeid,06k80106,0680106
3452.towndesc,WATRBURY,WATERBURY
259.routeid,l1020360,1020360
628.global_id,46af25aa-46be-471f-ae8c-e428a09ef274,46af25aa-46be-471f-ae8c-e428a09ef247
1024.towndesc,BRISOTL,BRISTOL
2705.hpmsaccdesc,Full Acces Control,Full Access Control
3415.routeid,2E-,2-E
1104.hpmsaccdesc,No Acces sConrtol,No Access Conrtol
1789.accctldesc,No Access ontrol,No Access Control
2779.accctldesc,No Access Cotrol,No Access Control
313.global_id,dba79f34-da05-496-a8346-73d2691ebc03,dba79f34-da05-496a-8346-73d2691ebc03
2400.global_id,7a7fc3fe-46bd-405-b584-38c81d558584,7a7fc3fe-46bd-4065-b584-38c81d558584
1860.hpmsaccdesc,No Access Conrotl,No Access Conrtol
1939.routeid,1000225***,1000225
3148.hpmsaccdesc,Ful Access Control,Full Access Control
807.hpmsaccdesc,No Access Contol,No Access Conrtol
2075.routeid,0600015***,0600015
1466.routeid,034004,0340024
4616.towndesc,MAIDSON,MADISON
2853.accctldesc,No Access Cnotrol,No Access Control
4634.accctldesc,No Access Conrtol,No Access Control
495.global_id,4cb2cc18y-fffc-4f1e-bdf4-0fa13adeed1d,4cb2cc18-fffc-4f1e-bdf4-0fa13adeed1d
4208.towndesc,NEWINGTNO,NEWINGTON
3674.accctldesc,No Access Control***,No Access Control
1633.accctldesc,oN Access Control,No Access Control
1145.hpmsaccdesc,N Access Conrtol,No Access Conrtol
134.towndesc,GUILFjORD,GUILFORD
894.towndesc,NdEW LONDON,NEW LONDON
957.global_id,71bb7513-2e01-436f-a8c6-0903fbf92d2,71bb7513-2e01-436f-a8c6-0903fbf92fd2
3955.global_id,e4ea4b01-c8c2-4e40-94dd-9915d676bb4e,e4ea4b01-c82c-4e40-94dd-9915d676bb4e
2816.accctldesc,No Access Cotrol,No Access Control
2095.towndesc,SISBURY,SIMSBURY
849.towndesc,AST HARTFORD,EAST HARTFORD
2852.accctldesc,No Acces Control,No Access Control
1806.accctldesc,No Access iControl,No Access Control
79.towndesc,BRIDGEORT,BRIDGEPORT
2994.hpmsaccdesc,No Access oCnrtol,No Access Conrtol
1510.hpmsaccdesc,No Access Corntol,No Access Conrtol
3467.towndesc,WEST jHAVEN,WEST HAVEN
2488.global_id,98a5a9f6-1766-4c7c-bad9-14abj21ebe4de,98a5a9f6-1766-4c7c-bad9-14ab21ebe4de
2555.accctldesc,No Accness Control,No Access Control
4163.towndesc,MANCHSETER,MANCHESTER
811.routeid,980-N,908-N
4508.hpmsaccdesc,No Access Conrol,No Access Conrtol
3572.global_id,26cbcc6-1c471-43f7-ab75-e61bef27b63b,26cbcc61-c471-43f7-ab75-e61bef27b63b
2756.routeid,1260188***,1260188
1197.hpmsaccdesc,No lAccess Conrtol,No Access Conrtol
3334.global_id,904dat015-4f89-4e82-a675-1980c8575424,904da015-4f89-4e82-a675-1980c8575424
3902.towndesc,BEACON ALLS,BEACON FALLS
3228.accctldesc,No Access Contorol,No Access Control
4463.hpmsaccdesc,oN Access Conrtol,No Access Conrtol
2708.accctldesc,No Access Conrtol,No Access Control
952.global_id,a36af9e5-1c04-n4450-975b-338286c564b2,a36af9e5-1c04-4450-975b-338286c564b2
1484.accctldesc,oN Access Control,No Access Control
4061.global_id,33233b27-ee0d-4fbe-9656-2705d55adc7e,3323b327-ee0d-4fbe-9656-2705d55adc7e
3894.global_id,a14acf71-be8d-4600-92c1-4f7e103dff41,a14acf71-be8d-4600-92c1-4f7e10d3ff41
3980.global_id,31e0b184-32d0-46ab-aabe-c77e28debb3f,31e0b184-32d0-46ab-aabe-c77e82debb3f
2864.global_id,2d3580d2-3170-4090-aace-d8f25349d595,2d3580d2-3170-4900-aace-d8f25349d595
3958.towndesc,BRIGDEPORT,BRIDGEPORT
2869.towndesc,MIDDLETON,MIDDLETOWN
4127.accctldesc,No Accescs Control,No Access Control
4044.towndesc,WAbTERBURY,WATERBURY
3879.towndesc,COUMBIA,COLUMBIA
2548.global_id,85c2db0e-2e1c-4ccd-8715-2b399df0jbc03,85c2db0e-2e1c-4ccd-8715-2b399df0bc03
1829.routeid,1620135,1620153
4234.hpmsaccdesc,Full Access Control***,Full Access Control
4433.routeid,11y20066,1120066
2182.accctldesc,No Access Contorol,No Access Control
2494.towndesc,WEST hHAVEN,WEST HAVEN
738.hpmsaccdesc,No Acess Conrtol,No Access Conrtol
1060.towndesc,HRATFORD,HARTFORD
4600.global_id,133e99e6-f2hb3-424a-af17-b223ca8fd5f9,133e99e6-f2b3-424a-af17-b223ca8fd5f9
2598.global_id,91649a8c-c4d-4cd7-97c4-9c93c081896e,91649a8c-cf4d-4cd7-97c4-9c93c081896e
3620.hpmsaccdesc,NoA ccess Conrtol,No Access Conrtol
568.accctldesc,No Access Control***,No Access Control
1884.towndesc,WOODBIDGE,WOODBRIDGE
4880.global_id,98ea8c1e-1c7e-487d-94s47-0a6878af5fc1,98ea8c1e-1c7e-487d-9447-0a6878af5fc1
1930.hpmsaccdesc,NoA ccess Conrtol,No Access Conrtol
4055.routeid,0590143,0590134
250.towndesc,NEW LNODON,NEW LONDON
189.routeid,0630090,0630009
4655.routeid,717v-E,717-E
713.towndesc,WNIDSOR LOCKS,WINDSOR LOCKS
1868.accctldesc,No Acess Control,No Access Control
3405.global_id,3486fb43-acd5-4bb0-a1f4-7s429587b1b9f,3486fb43-acd5-4bb0-a1f4-7429587b1b9f
3129.global_id,45ce8062-c626-4b44-bc32-68e9e4f7d4db,45ce8062-c626-4b44-bc32-68e9e4fd74db
4046.towndesc,WfILLINGTON,WILLINGTON
2123.routeid,061b0655,0610655
3170.towndesc,EWST HARTFORD,WEST HARTFORD
1674.hpmsaccdesc,No Acces sConrtol,No Access Conrtol
2512.global_id,1226ddf9-c89c-4fb6-a42d-cc2f28c2516a,1226ddf9-c89c-4fb6-a42d-cc2f82c2516a
3642.global_id,966a28b0-7u92f-4207-b5d9-80dc4a27fbc7,966a28b0-792f-4207-b5d9-80dc4a27fbc7
2567.accctldesc,No Acpcess Control,No Access Control
2427.routeid,014007v5,0140075
2646.towndesc,EAST HARFORD,EAST HARTFORD
2419.towndesc,NEW CANANA,NEW CANAAN
4861.accctldesc,Full Control - Undivided igways,Full Control - Undivided Higways
4.routeid,000044,0040044
2315.accctldesc,"Full Control - Other Divided Highwyas, 4 or more lanes","Full Control - Other Divided Highways, 4 or more lanes"
2657.global_id,1502adf33-45f4-4290-9a08-6397e9968312,1502af33-45f4-4290-9a08-6397e9968312
280.routeid,092074,0920074
1291.towndesc,GREEWNICH,GREENWICH
1044.towndesc,NORWAKL,NORWALK
874.accctldesc,No Access Controal,No Access Control
4039.global_id,a5e8c8a5-5656-4bc0-97c6b-02e9f7c71e82,a5e8c8a5-5656-4bc0-97c6-02e9f7c71e82
131.towndesc,UILFORD,GUILFORD
4294.hpmsaccdesc,No Accss Conrtol,No Access Conrtol
4742.accctldesc,No Access Conrtol,No Access Control
2678.global_id,2766f66-fc42-4ce8-9d7b-3983967b69f4,27646f66-fc42-4ce8-9d7b-3983967b69f4
3692.global_id,2f5815d6-3fdc-4a50-acbe-3bff27f910fd,2f5815d6-3fdc-4a50-acbe-3bff2f7910fd
2965.hpmsaccdesc,No AccessC onrtol,No Access Conrtol
1009.routeid,011-E,101-E
2113.global_id,b777afb6-730-4585-9f1c-51254605cb2f,b777afb6-7320-4585-9f1c-51254605cb2f
645.hpmsaccdesc,No Access Conrftol,No Access Conrtol
2033.accctldesc,No Access Contorl,No Access Control
3873.towndesc,SUOTHINGTON,SOUTHINGTON
2277.routeid,0s350060,0350060
136.global_id,5b15b4bf-b092-4af0-9c16-e575ea233412,5b51b4bf-b092-4af0-9c16-e575ea233412
1823.hpmsaccdesc,No Access Connrtol,No Access Conrtol
1311.towndesc,WAERBURY,WATERBURY
2498.accctldesc,No Access Conrtrol,No Access Control
1457.global_id,67973d12-abdc-441e-af41-144605d4f6d,67973d12-abdc-441e-af41-1446065d4f6d
2019.global_id,885152c-b004-4015-8a30-f568fc01b9e1,88515c2c-b004-4015-8a30-f568fc01b9e1
1237.hpmsaccdesc,No Access Conrtocl,No Access Conrtol
1849.towndesc,STAFFODR,STAFFORD
3737.hpmsaccdesc,N oAccess Conrtol,No Access Conrtol
973.towndesc,ENFIEDL,ENFIELD
2557.routeid,1351o233,1351233
1758.global_id,6dc8ce48-c6af-4e61-b310-43c0de40bf06,6dc8c4e8-c6af-4e61-b310-43c0de40bf06
2287.global_id,daadcbd8-48f9-407b-b425-93b3d2c5c6d6,daadcb8d-48f9-407b-b425-93b3d2c5c6d6
3334.hpmsaccdesc,dNo Access Conrtol,No Access Conrtol
1099.accctldesc,No Aeccess Control,No Access Control
1881.hpmsaccdesc,No Acess Conrtol,No Access Conrtol
2872.hpmsaccdesc,No Acjcess Conrtol,No Access Conrtol
3068.accctldesc,No Access Conrtol,No Access Control
4546.global_id,1abc5658-b53e-4277b-8a1-750ef3554152,1abc5658-b53e-4277-b8a1-750ef3554152
3917.hpmsaccdesc,No Access Control,No Access Conrtol
957.hpmsaccdesc,No Access Cortol,No Access Conrtol
4621.accctldesc,No Acces sControl,No Access Control
1140.hpmsaccdesc,No Acces Conrtol,No Access Conrtol
919.global_id,d4b27558-16b1-4a95-beffa4ce8f66e77d,d4b27558-16b1-4a95-beff-a4ce8f66e77d
488.global_id,b1222g2c9-d061-4927-b422-f766067b945f,b12222c9-d061-4927-b422-f766067b945f
3337.global_id,98a2a15-68ef-4775-8cbd-71e50841c699,9b8a2a15-68ef-4775-8cbd-71e50841c699
1775.accctldesc,dNo Access Control,No Access Control
2236.routeid,w1021117,1021117
847.accctldesc,No Access Copntrol,No Access Control
2646.hpmsaccdesc,Full Access Congtrol,Full Access Control
2360.hpmsaccdesc,Nio Access Conrtol,No Access Conrtol
1953.routeid,619-N,169-N
1126.global_id,d530b098-2277-4d3e-8e1a-18d5a0b80a6,d530b098-2277-4d3e-8e1a-18d5a0b80a26
568.hpmsaccdesc,N oAccess Conrtol,No Access Conrtol
1160.towndesc,MtERIDEN,MERIDEN
651.towndesc,LOOMFIELD,BLOOMFIELD
1912.global_id,e99bf204-14af-4046-8b1b-ec938a5187a1,e99bf204-14af-4046-8b1b-ec938a518a71
2053.global_id,6d7b4ec49-4e9-4e59-8343-e7e258c9d501,6d7b4ec4-94e9-4e59-8343-e7e258c9d501
1827.routeid,162E-,162-E
2869.global_id,895496a5-bdb7-4dea-90d0-9d45b872c42f,895496a5-bdb7-4dea-900d-9d45b872c42f
4568.hpmsaccdesc,NoA ccess Conrtol,No Access Conrtol
3395.towndesc,SUOTH WINDSOR,SOUTH WINDSOR
1581.global_id,1f85bc22-53df-4b79-9dfb8-740936e736a6,1f85bc22-53df-4b79-9db8-740936e736a6
2371.towndesc,ILFORD,MILFORD
982.global_id,4fd4fd3b-3dad-4ac-a5ae-bc30d2298f1f,4fd4fd3b-3dad-4a5c-a5ae-bc30d2298f1f
2297.towndesc,EBRON,HEBRON
4133.hpmsaccdesc,N Access Conrtol,No Access Conrtol
2206.towndesc,HEBON,HEBRON
4735.routeid,09f20103,0920103
2873.global_id,bcba3004-a1fb-44ec-9d75-e3b8966471c6,bcba3004-a1fb-44ec-9d75-e3b8696471c6
97.global_id,a6d77c8-85f1-4edc-b613-c6b1e9c208c5,6a6d77c8-85f1-4edc-b613-c6b1e9c208c5
3661.hpmsaccdesc,No vAccess Conrtol,No Access Conrtol
2122.routeid,0610554***,0610554
98.towndesc,EFIELD,ENFIELD
1808.global_id,359a8331-0702-4b28-be43-36bcl8e920e1c,359a8331-0702-4b28-be43-36bc8e920e1c
835.hpmsaccdesc,NoAccess Conrtol,No Access Conrtol
3588.accctldesc,No Acess Control,No Access Control
2103.global_id,f3a27c4-0ae5-4cea-a018-d578d3f53205,af3a27c4-0ae5-4cea-a018-d578d3f53205
622.towndesc,ONRTH CANAAN,NORTH CANAAN
4109.towndesc,GREENWCH,GREENWICH
902.global_id,fv1c01bea-16e5-44e1-bcbc-84a09ea953d6,f1c01bea-16e5-44e1-bcbc-84a09ea953d6
4879.towndesc,NEW BRIAIN,NEW BRITAIN
3984.global_id,054db0b4-7152-446c-965d-5974b14efe77,054db0b4-7152-446c-965d-5974b14ef7e7
4660.routeid,007w0152,0070152
464.routeid,19-S,189-S
3030.hpmsaccdesc,No Acecss Conrtol,No Access Conrtol
472.towndesc,MARLBORUOGH,MARLBOROUGH
836.accctldesc,yNo Access Control,No Access Control
1878.routeid,3180796,1380796
4263.hpmsaccdesc,No Access Cnortol,No Access Conrtol
985.hpmsaccdesc,No Access Cnrtol,No Access Conrtol
2940.hpmsaccdesc,No AccessConrtol,No Access Conrtol
300.towndesc,RCOKY HILL,ROCKY HILL
3455.global_id,284c5756-ec63-4f4c-af23-0a3fe142a732,284c5756-ec63-4fc4-af23-0a3fe142a732
1336.global_id,471ce9ca-5334-40f9-dac2-3143b160906d,471ce9ca-5334-40f9-adc2-3143b160906d
2788.towndesc,OLD SAYBmROOK,OLD SAYBROOK
797.accctldesc,No Access ontrol,No Access Control
99.global_id,5b625a93-590f-4e85-t9d02-7e3a3c00eaff,5b625a93-590f-4e85-9d02-7e3a3c00eaff
3438.global_id,d50k3057c-5977-4abf-9f18-dd4a181d25d9,d503057c-5977-4abf-9f18-dd4a181d25d9
411.hpmsaccdesc,No AccessC onrtol,No Access Conrtol
1765.hpmsaccdesc,No Accests Conrtol,No Access Conrtol
3644.towndesc,PLAINVILyLE,PLAINVILLE
1751.accctldesc,No Access Contrl,No Access Control
3025.routeid,110621,1510621
20.accctldesc,No Acces Control,No Access Control
2686.global_id,0a2929b2-8a51-4ec4-bc96-8454c710141,0a2929b2-8a51-4ec4-bc96-8454c7b10141
4646.towndesc,MLFORD,MILFORD
1802.routeid,063011R,0630511R
1825.towndesc,WETHERSFEILD,WETHERSFIELD
2202.hpmsaccdesc,No Access Conartol,No Access Conrtol
1731.accctldesc,No Acces Control,No Access Control
304.routeid,12N,12-N
942.towndesc,BRAFORD,BRANFORD
2333.global_id,4da69baf-219b-4ev3c-823a-8ae8e792bc8d,4da69baf-219b-4e3c-823a-8ae8e792bc8d
1370.accctldesc,Partial Csontrol - Channelization,Partial Control - Channelization
4829.routeid,524N,524-N
1931.routeid,079013m0,0790130
476.accctldesc,"Full Control - Dividedi, 2 lanes","Full Control - Divided, 2 lanes"
135.accctldesc,No Access Contrl,No Access Control
742.global_id,8c76bc4c-a953-4s487-92f4-05e64edb5d08,8c76bc4c-a953-4487-92f4-05e64edb5d08
1006.routeid,22-E,322-E
4589.routeid,0820462,0820426
474.routeid,2E,2-E
28.global_id,9bd92874-a2fd-454a-ad72-738afa873e8,9bd92874-a2fd-454a-ad72-738afa8732e8
2554.towndesc,NROWALK,NORWALK
4743.global_id,c4a695880072-42f8-bc8c-71655c153363,c4a69588-0072-42f8-bc8c-71655c153363
1080.accctldesc,No Access Cotnrol,No Access Control
3482.global_id,1dbe821c-b18-46eb-a061-6170445d82d6,1dbe821c-eb18-46eb-a061-6170445d82d6
1704.hpmsaccdesc,No Access Conrtol***,No Access Conrtol
1940.routeid,10003g57,1000357
2282.towndesc,MElRIDEN,MERIDEN
4142.hpmsaccdesc,No Access oCnrtol,No Access Conrtol
1169.global_id,fc71d9e3-4f9f-43aa-a0e1-24bcd00eb078,fc71d9e3-4f9f-43aa-a0e1-24bc0d0eb078
1713.routeid,0807210,0870210
4385.towndesc,WETHERSIELD,WETHERSFIELD
254.accctldesc,o Access Control,No Access Control
486.routeid,16501m29,1650129
4057.accctldesc,NoAccess Control,No Access Control
4001.routeid,058042,0580442
3008.accctldesc,No Accessk Control,No Access Control
3808.towndesc,PRESON,PRESTON
4560.global_id,eb025db2-4741-4f0a-bb8-7c891f70dc50,eb025db2-4741-4f0a-b5b8-7c891f70dc50
942.hpmsaccdesc,No AccessConrtol,No Access Conrtol
