uniqueid,indicatorid,name,measure,measure_info,geo_type_name,geo_joinid,geo_place_name,time_period,start_date,data_value,message
177338,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,404,Bayside - Little Neck,Winter 2012-13,12/01/2012,9.4,NULL
177339,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,405,Ridgewood - Forest Hills,Winter 2012-13,12/01/2012,10.07,NULL
177340,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,406,Fresh Meadows,Winter 2012-13,12/01/2012,9.68,NULL
177341,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,407,Southwest Queens,Winter 2012-13,12/01/2012,9.74,NULL
177342,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,408,Jamaica,Winter 2012-13,12/01/2012,9.79,NULL
177343,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,409,Southeast Queens,Winter 2012-13,12/01/2012,9.27,NULL
177344,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,410,Rockaways,Winter 2012-13,12/01/2012,9.23,NULL
177345,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,501,Port Richmond,Winter 2012-13,12/01/2012,10.06,NULL
177346,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,502,Stapleton - St. George,Winter 2012-13,12/01/2012,9.55,NULL
177347,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,503,Willowbrook,Winter 2012-13,12/01/2012,9.96,NULL
177348,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,504,South Beach - Tottenville,Winter 2012-13,12/01/2012,9.57,NULL
177769,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,101,Kingsbridge - Riverdale,Summer 2009,06/01/2009,10.38,NULL
177770,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,102,Northeast Bronx,Summer 2009,06/01/2009,10.33,NULL
177771,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,103,Fordham - Bronx Pk,Summer 2009,06/01/2009,10.6,NULL
177772,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,104,Pelham - Throgs Neck,Summer 2009,06/01/2009,10.44,NULL
177773,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,105,Crotona -Tremont,Summer 2009,06/01/2009,11.33,NULL
177774,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,106,High Bridge - Morrisania,Summer 2009,06/01/2009,11.44,NULL
177775,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,107,Hunts Point - Mott Haven,Summer 2009,06/01/2009,9.74,NULL
177776,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,201,Greenpoint,Summer 2009,06/01/2009,12.17,NULL
177777,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,202,Downtown - Heights - Slope,Summer 2009,06/01/2009,11.71,NULL
177778,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,203,Bedford Stuyvesant - Crown Heights,Summer 2009,06/01/2009,10.92,NULL
177779,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,204,East New York,Summer 2009,06/01/2009,10.08,NULL
177780,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,205,Sunset Park,Summer 2009,06/01/2009,11.45,NULL
177781,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,206,Borough Park,Summer 2009,06/01/2009,10.77,NULL
177782,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,207,East Flatbush - Flatbush,Summer 2009,06/01/2009,10.81,NULL
177783,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,208,Canarsie - Flatlands,Summer 2009,06/01/2009,10.35,NULL
177784,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,209,Bensonhurst - Bay Ridge,Summer 2009,06/01/2009,10.59,NULL
177785,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,210,Coney Island - Sheepshead Bay,Summer 2009,06/01/2009,10.38,NULL
177786,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,211,Williamsburg - Bushwick,Summer 2009,06/01/2009,12.74,NULL
177787,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,301,Washington Heights,Summer 2009,06/01/2009,10.76,NULL
177788,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,302,Central Harlem - Morningside Heights,Summer 2009,06/01/2009,11.36,NULL
177789,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,303,East Harlem,Summer 2009,06/01/2009,10.95,NULL
177790,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,304,Upper West Side,Summer 2009,06/01/2009,12.13,NULL
177791,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,305,Upper East Side,Summer 2009,06/01/2009,12.91,NULL
177792,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,306,Chelsea - Clinton,Summer 2009,06/01/2009,14.29,NULL
177793,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,307,Gramercy Park - Murray Hill,Summer 2009,06/01/2009,15.05,NULL
177794,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,308,Greenwich Village - SoHo,Summer 2009,06/01/2009,12.9,NULL
177795,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,309,Union Square - Lower East Side,Summer 2009,06/01/2009,12.26,NULL
177796,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,310,Lower Manhattan,Summer 2009,06/01/2009,13.16,NULL
177797,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,401,Long Island City - Astoria,Summer 2009,06/01/2009,11.6,NULL
177798,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,402,West Queens,Summer 2009,06/01/2009,11.13,NULL
177799,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,403,Flushing - Clearview,Summer 2009,06/01/2009,10.23,NULL
177800,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,404,Bayside - Little Neck,Summer 2009,06/01/2009,9.87,NULL
177801,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,405,Ridgewood - Forest Hills,Summer 2009,06/01/2009,10.56,NULL
177802,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,406,Fresh Meadows,Summer 2009,06/01/2009,10.09,NULL
177803,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,407,Southwest Queens,Summer 2009,06/01/2009,10.13,NULL
177804,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,408,Jamaica,Summer 2009,06/01/2009,10.13,NULL
177805,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,409,Southeast Queens,Summer 2009,06/01/2009,9.65,NULL
177806,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,410,Rockaways,Summer 2009,06/01/2009,9.6,NULL
177807,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,501,Port Richmond,Summer 2009,06/01/2009,10.75,NULL
177808,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,502,Stapleton - St. George,Summer 2009,06/01/2009,10.36,NULL
177809,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,503,Willowbrook,Summer 2009,06/01/2009,10.73,NULL
177810,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,504,South Beach - Tottenville,Summer 2009,06/01/2009,10.37,NULL
177811,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,101,Kingsbridge - Riverdale,Summer 2010,06/01/2010,11.83,NULL
177812,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,102,Northeast Bronx,Summer 2010,06/01/2010,11.83,NULL
177813,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,103,Fordham - Bronx Pk,Summer 2010,06/01/2010,11.97,NULL
177814,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,104,Pelham - Throgs Neck,Summer 2010,06/01/2010,11.87,NULL
177815,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,105,Crotona -Tremont,Summer 2010,06/01/2010,12.63,NULL
177816,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,106,High Bridge - Morrisania,Summer 2010,06/01/2010,12.66,NULL
177817,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,107,Hunts Point - Mott Haven,Summer 2010,06/01/2010,11.12,NULL
177818,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,201,Greenpoint,Summer 2010,06/01/2010,13.32,NULL
177819,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,202,Downtown - Heights - Slope,Summer 2010,06/01/2010,12.73,NULL
177820,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,203,Bedford Stuyvesant - Crown Heights,Summer 2010,06/01/2010,11.96,NULL
177821,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,204,East New York,Summer 2010,06/01/2010,11.26,NULL
177822,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,205,Sunset Park,Summer 2010,06/01/2010,12.46,NULL
177823,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,206,Borough Park,Summer 2010,06/01/2010,11.73,NULL
177824,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,207,East Flatbush - Flatbush,Summer 2010,06/01/2010,11.81,NULL
177825,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,208,Canarsie - Flatlands,Summer 2010,06/01/2010,11.44,NULL
177826,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,209,Bensonhurst - Bay Ridge,Summer 2010,06/01/2010,11.56,NULL
177827,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,210,Coney Island - Sheepshead Bay,Summer 2010,06/01/2010,11.35,NULL
177828,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,211,Williamsburg - Bushwick,Summer 2010,06/01/2010,13.92,NULL
177829,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,301,Washington Heights,Summer 2010,06/01/2010,12.11,NULL
177830,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,302,Central Harlem - Morningside Heights,Summer 2010,06/01/2010,12.49,NULL
177831,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,303,East Harlem,Summer 2010,06/01/2010,12.31,NULL
177832,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,304,Upper West Side,Summer 2010,06/01/2010,13.03,NULL
177833,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,305,Upper East Side,Summer 2010,06/01/2010,13.66,NULL
177834,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,306,Chelsea - Clinton,Summer 2010,06/01/2010,14.8,NULL
177835,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,307,Gramercy Park - Murray Hill,Summer 2010,06/01/2010,15.38,NULL
177836,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,308,Greenwich Village - SoHo,Summer 2010,06/01/2010,13.66,NULL
177837,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,309,Union Square - Lower East Side,Summer 2010,06/01/2010,13.11,NULL
177838,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,310,Lower Manhattan,Summer 2010,06/01/2010,13.75,NULL
177839,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,401,Long Island City - Astoria,Summer 2010,06/01/2010,12.81,NULL
177840,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,402,West Queens,Summer 2010,06/01/2010,12.34,NULL
177841,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,403,Flushing - Clearview,Summer 2010,06/01/2010,11.58,NULL
177842,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,404,Bayside - Little Neck,Summer 2010,06/01/2010,11.26,NULL
177843,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,405,Ridgewood - Forest Hills,Summer 2010,06/01/2010,11.73,NULL
177844,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,406,Fresh Meadows,Summer 2010,06/01/2010,11.39,NULL
177845,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,407,Southwest Queens,Summer 2010,06/01/2010,11.33,NULL
177846,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,408,Jamaica,Summer 2010,06/01/2010,11.39,NULL
177847,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,409,Southeast Queens,Summer 2010,06/01/2010,10.98,NULL
177848,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,410,Rockaways,Summer 2010,06/01/2010,10.74,NULL
177849,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,501,Port Richmond,Summer 2010,06/01/2010,11.74,NULL
177850,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,502,Stapleton - St. George,Summer 2010,06/01/2010,11.35,NULL
177851,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,503,Willowbrook,Summer 2010,06/01/2010,11.68,NULL
177852,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,504,South Beach - Tottenville,Summer 2010,06/01/2010,11.25,NULL
177853,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,101,Kingsbridge - Riverdale,Summer 2011,06/01/2011,11.3,NULL
177854,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,102,Northeast Bronx,Summer 2011,06/01/2011,11.39,NULL
177855,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,103,Fordham - Bronx Pk,Summer 2011,06/01/2011,11.48,NULL
177856,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,104,Pelham - Throgs Neck,Summer 2011,06/01/2011,11.46,NULL
177857,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,105,Crotona -Tremont,Summer 2011,06/01/2011,12.13,NULL
177858,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,106,High Bridge - Morrisania,Summer 2011,06/01/2011,12.14,NULL
177859,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,107,Hunts Point - Mott Haven,Summer 2011,06/01/2011,10.67,NULL
177860,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,201,Greenpoint,Summer 2011,06/01/2011,12.84,NULL
177861,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,202,Downtown - Heights - Slope,Summer 2011,06/01/2011,12.26,NULL
177862,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,203,Bedford Stuyvesant - Crown Heights,Summer 2011,06/01/2011,11.54,NULL
177863,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,204,East New York,Summer 2011,06/01/2011,10.9,NULL
177864,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,205,Sunset Park,Summer 2011,06/01/2011,12.03,NULL
177865,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,206,Borough Park,Summer 2011,06/01/2011,11.34,NULL
177866,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,207,East Flatbush - Flatbush,Summer 2011,06/01/2011,11.42,NULL
177867,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,208,Canarsie - Flatlands,Summer 2011,06/01/2011,11.12,NULL
177868,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,209,Bensonhurst - Bay Ridge,Summer 2011,06/01/2011,11.19,NULL
177869,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,210,Coney Island - Sheepshead Bay,Summer 2011,06/01/2011,11.05,NULL
177870,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,211,Williamsburg - Bushwick,Summer 2011,06/01/2011,13.48,NULL
177871,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,301,Washington Heights,Summer 2011,06/01/2011,11.58,NULL
177872,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,302,Central Harlem - Morningside Heights,Summer 2011,06/01/2011,11.93,NULL
177873,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,303,East Harlem,Summer 2011,06/01/2011,11.81,NULL
177874,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,304,Upper West Side,Summer 2011,06/01/2011,12.46,NULL
177875,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,305,Upper East Side,Summer 2011,06/01/2011,13.11,NULL
177876,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,306,Chelsea - Clinton,Summer 2011,06/01/2011,14.24,NULL
177877,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,307,Gramercy Park - Murray Hill,Summer 2011,06/01/2011,14.82,NULL
177878,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,308,Greenwich Village - SoHo,Summer 2011,06/01/2011,13.12,NULL
177879,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,309,Union Square - Lower East Side,Summer 2011,06/01/2011,12.59,NULL
177880,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,310,Lower Manhattan,Summer 2011,06/01/2011,13.21,NULL
177881,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,401,Long Island City - Astoria,Summer 2011,06/01/2011,12.33,NULL
177882,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,402,West Queens,Summer 2011,06/01/2011,11.92,NULL
177883,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,403,Flushing - Clearview,Summer 2011,06/01/2011,11.24,NULL
177884,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,404,Bayside - Little Neck,Summer 2011,06/01/2011,11.01,NULL
177885,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,405,Ridgewood - Forest Hills,Summer 2011,06/01/2011,11.35,NULL
177886,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,406,Fresh Meadows,Summer 2011,06/01/2011,11.08,NULL
177887,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,407,Southwest Queens,Summer 2011,06/01/2011,11.03,NULL
177888,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,408,Jamaica,Summer 2011,06/01/2011,11.15,NULL
177889,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,409,Southeast Queens,Summer 2011,06/01/2011,10.79,NULL
177890,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,410,Rockaways,Summer 2011,06/01/2011,10.59,NULL
177891,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,501,Port Richmond,Summer 2011,06/01/2011,11.31,NULL
177892,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,502,Stapleton - St. George,Summer 2011,06/01/2011,10.96,NULL
177893,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,503,Willowbrook,Summer 2011,06/01/2011,11.3,NULL
177894,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,504,South Beach - Tottenville,Summer 2011,06/01/2011,10.96,NULL
177895,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,101,Kingsbridge - Riverdale,Summer 2012,06/01/2012,10.15,NULL
177896,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,102,Northeast Bronx,Summer 2012,06/01/2012,10.23,NULL
177897,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,103,Fordham - Bronx Pk,Summer 2012,06/01/2012,10.35,NULL
177898,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,104,Pelham - Throgs Neck,Summer 2012,06/01/2012,10.29,NULL
177899,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,105,Crotona -Tremont,Summer 2012,06/01/2012,11.01,NULL
177900,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,106,High Bridge - Morrisania,Summer 2012,06/01/2012,11.03,NULL
177901,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,107,Hunts Point - Mott Haven,Summer 2012,06/01/2012,9.49,NULL
177902,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,201,Greenpoint,Summer 2012,06/01/2012,11.69,NULL
177903,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,202,Downtown - Heights - Slope,Summer 2012,06/01/2012,11.12,NULL
177904,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,203,Bedford Stuyvesant - Crown Heights,Summer 2012,06/01/2012,10.41,NULL
177905,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,204,East New York,Summer 2012,06/01/2012,9.73,NULL
177906,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,205,Sunset Park,Summer 2012,06/01/2012,10.87,NULL
177907,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,206,Borough Park,Summer 2012,06/01/2012,10.2,NULL
177908,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,207,East Flatbush - Flatbush,Summer 2012,06/01/2012,10.28,NULL
177909,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,208,Canarsie - Flatlands,Summer 2012,06/01/2012,9.95,NULL
177910,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,209,Bensonhurst - Bay Ridge,Summer 2012,06/01/2012,10.03,NULL
177911,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,210,Coney Island - Sheepshead Bay,Summer 2012,06/01/2012,9.89,NULL
177912,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,211,Williamsburg - Bushwick,Summer 2012,06/01/2012,12.31,NULL
177913,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,301,Washington Heights,Summer 2012,06/01/2012,10.45,NULL
177914,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,302,Central Harlem - Morningside Heights,Summer 2012,06/01/2012,10.85,NULL
177915,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,303,East Harlem,Summer 2012,06/01/2012,10.63,NULL
177916,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,304,Upper West Side,Summer 2012,06/01/2012,11.44,NULL
177917,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,305,Upper East Side,Summer 2012,06/01/2012,12.14,NULL
177918,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,306,Chelsea - Clinton,Summer 2012,06/01/2012,13.33,NULL
177919,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,307,Gramercy Park - Murray Hill,Summer 2012,06/01/2012,13.98,NULL
177920,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,308,Greenwich Village - SoHo,Summer 2012,06/01/2012,12.1,NULL
177921,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,309,Union Square - Lower East Side,Summer 2012,06/01/2012,11.54,NULL
177922,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,310,Lower Manhattan,Summer 2012,06/01/2012,12.25,NULL
177923,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,401,Long Island City - Astoria,Summer 2012,06/01/2012,11.18,NULL
177924,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,402,West Queens,Summer 2012,06/01/2012,10.77,NULL
177925,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,403,Flushing - Clearview,Summer 2012,06/01/2012,10.07,NULL
177926,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,404,Bayside - Little Neck,Summer 2012,06/01/2012,9.84,NULL
177927,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,405,Ridgewood - Forest Hills,Summer 2012,06/01/2012,10.2,NULL
177928,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,406,Fresh Meadows,Summer 2012,06/01/2012,9.92,NULL
177929,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,407,Southwest Queens,Summer 2012,06/01/2012,9.86,NULL
177930,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,408,Jamaica,Summer 2012,06/01/2012,9.98,NULL
177931,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,409,Southeast Queens,Summer 2012,06/01/2012,9.61,NULL
177932,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,410,Rockaways,Summer 2012,06/01/2012,9.41,NULL
177933,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,501,Port Richmond,Summer 2012,06/01/2012,10.13,NULL
177934,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,502,Stapleton - St. George,Summer 2012,06/01/2012,9.78,NULL
177935,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,503,Willowbrook,Summer 2012,06/01/2012,10.12,NULL
177936,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,504,South Beach - Tottenville,Summer 2012,06/01/2012,9.78,NULL
177937,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,101,Kingsbridge - Riverdale,Summer 2013,06/01/2013,10.01,NULL
177938,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,102,Northeast Bronx,Summer 2013,06/01/2013,10.17,NULL
177939,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,103,Fordham - Bronx Pk,Summer 2013,06/01/2013,10.29,NULL
177940,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,104,Pelham - Throgs Neck,Summer 2013,06/01/2013,10.26,NULL
177941,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,105,Crotona -Tremont,Summer 2013,06/01/2013,10.94,NULL
