OBJECTID,AREA,PERIMETER,ZONING_,ZONING_ID,SYMBOL,ZONING_COD,ZONING_NAM,ZONING_TYP,Shape_Length,Shape_Area
2019,108942.197855,1563.65800398,2020,436,281,OR3,OFFICE/RES,OFFICE,1563.65804148359,108942.176392959
2020,40273.8777626,804.218305603,2021,1110,281,OR3,OFFICE/RES,OFFICE,804.2181912427,40273.8559296719
2021,197233.533587,1860.41637724,2022,515,281,OR3,OFFICE/RES,OFFICE,1860.41639400636,197233.553461224
2022,324576.350551,2391.22832676,2023,519,281,OR3,OFFICE/RES,OFFICE,2391.22872659462,324576.364806321
2023,235403.240941,2259.2330386,2024,524,281,OR3,OFFICE/RES,OFFICE,2259.23295094785,235403.217172302
2024,59809.1846549,978.721151902,2025,2989,281,OR3,OFFICE/RES,OFFICE,978.721332989884,59809.2077134336
2025,43944.9021486,838.686203463,2026,3743,281,OR3,OFFICE/RES,OFFICE,838.686553119294,43944.9277981225
2026,7911.92054929,376.169072486,2027,3081,281,OR3,OFFICE/RES,OFFICE,376.169127045598,7911.93449371677
2027,594275.285591,3374.1295876,2028,1152,281,OR3,OFFICE/RES,OFFICE,3374.1294303685,594275.388773364
2028,104029.950365,1300.05266729,2029,3149,281,OR3,OFFICE/RES,OFFICE,1300.05294700045,104029.950101688
2029,45998.5351941,891.298106834,2030,3155,281,OR3,OFFICE/RES,OFFICE,891.298221014726,45998.5148409217
2030,50673.6920612,902.889394755,2031,3236,281,OR3,OFFICE/RES,OFFICE,902.889579247117,50673.723909029
2031,40031.2781767,1238.79088827,2032,3237,281,OR3,OFFICE/RES,OFFICE,1238.7909796194,40031.2750185539
2032,860855.599914,4689.3510871,2033,558,281,OR3,OFFICE/RES,OFFICE,4689.35069168362,860855.61179062
2033,73244.091239,1122.75042669,2034,3804,281,OR3,OFFICE/RES,OFFICE,1122.75023148695,73244.0306345159
2034,146210.214735,1559.28858141,2035,3474,281,OR3,OFFICE/RES,OFFICE,1559.28834542305,146210.213500572
2035,14873.6698103,519.975622748,2036,3507,281,OR3,OFFICE/RES,OFFICE,519.975320099621,14873.647599285
2036,146470.217432,2419.72290915,2037,2036,281,OR3,OFFICE/RES,OFFICE,2419.72337889245,146470.237569571
2037,375088.593393,2899.74067207,2038,3529,281,OR3,OFFICE/RES,OFFICE,2899.74022507486,375088.540108915
2038,230983.733882,2739.82474451,2039,598,281,OR3,OFFICE/RES,OFFICE,2739.82474681029,230983.720660892
2039,15061.875868,607.11470146,2040,602,281,OR3,OFFICE/RES,OFFICE,607.114153055808,15061.8091361102
2040,143149.891132,1537.48990378,2041,604,281,OR3,OFFICE/RES,OFFICE,1537.49027614368,143149.957486651
2041,7374.07517291,595.050995458,2042,1245,281,OR3,OFFICE/RES,OFFICE,595.051037708711,7374.07385067404
2042,27800.3515279,674.473069876,2043,823,281,OR3,OFFICE/RES,OFFICE,674.472803699619,27800.3343642504
2043,33055.3546714,732.721205839,2044,1259,281,OR3,OFFICE/RES,OFFICE,732.720705246318,33055.3067340331
2044,49257.295955,896.584442309,2045,2195,281,OR3,OFFICE/RES,OFFICE,896.584694292587,49257.3136324029
2045,297130.270196,2219.40043863,2046,1274,281,OR3,OFFICE/RES,OFFICE,2219.40064000179,297130.262854002
2046,150460.564938,2418.47820552,2047,1303,281,OR3,OFFICE/RES,OFFICE,2418.47800730643,150460.531184602
2047,96171.2860038,1671.95200227,2048,1306,281,OR3,OFFICE/RES,OFFICE,1671.95185792451,96171.1925610545
2048,381801.186779,3044.48829399,2049,659,281,OR3,OFFICE/RES,OFFICE,3044.48781449123,381801.115348249
2049,446497.927841,3270.53251194,2050,699,281,OR3,OFFICE/RES,OFFICE,3270.53256615995,446497.867691645
2050,24480.2020701,704.299576257,2051,664,281,OR3,OFFICE/RES,OFFICE,704.299523552388,24480.226957149
2051,15079.413616,607.304436523,2052,7,281,OR3,OFFICE/RES,OFFICE,607.304607763465,15079.4097029534
2052,22404.1031744,666.910648364,2053,1914,281,OR3,OFFICE/RES,OFFICE,666.911113084713,22404.1367217208
2053,17608.9114601,558.743657722,2054,12,281,OR3,OFFICE/RES,OFFICE,558.743846961339,17608.9292201535
2054,85669.9627197,1182.09356883,2055,1470,281,OR3,OFFICE/RES,OFFICE,1182.09363743677,85670.0068681424
2055,99076.5441661,1271.57999095,2056,1352,281,OR3,OFFICE/RES,OFFICE,1271.57960935377,99076.5202449842
2056,29987.4003321,738.582287335,2057,1360,281,OR3,OFFICE/RES,OFFICE,738.582269073007,29987.3920451267
2057,44108.0265574,902.575129333,2058,1382,281,OR3,OFFICE/RES,OFFICE,902.575607333983,44108.0379769662
2058,762607.539758,4894.73516406,2059,1807,281,OR3,OFFICE/RES,OFFICE,4894.73566985579,762607.466031876
2059,41992.4016947,1133.31235862,2060,1870,281,OR3,OFFICE/RES,OFFICE,1133.31220644747,41992.3980268327
2060,55534.8510141,1047.72093848,2061,730,281,OR3,OFFICE/RES,OFFICE,1047.72084373789,55534.8230009921
2061,27832.1171642,677.223257705,2062,1616,281,OR3,OFFICE/RES,OFFICE,677.223518019494,27832.1287288424
2062,88450.0716854,1487.45318602,2063,1647,281,OR3,OFFICE/RES,OFFICE,1487.45357420731,88450.1287561557
2063,1273217.20969,7919.93852122,2064,1542,281,OR3,OFFICE/RES,OFFICE,7919.93796317761,1273216.78593458
2064,75060.0892605,1098.13511591,2065,350,281,OR3,OFFICE/RES,OFFICE,1098.13527682699,75060.111724001
2065,155913.12207,2097.76268453,2066,1694,281,OR3,OFFICE/RES,OFFICE,2097.76309271867,155913.177743795
2066,142725.240797,2618.40028094,2067,1007,281,OR3,OFFICE/RES,OFFICE,2618.40064626031,142725.373040684
2067,1773760.64379,8803.52812836,2068,1800,281,OR3,OFFICE/RES,OFFICE,8803.52756482929,1773760.78036508
2068,550018.638678,3128.48991074,2069,964,281,OR3,OFFICE/RES,OFFICE,3128.48956581444,550018.666339752
2069,153492.305453,2011.56139501,2070,872,281,OR3,OFFICE/RES,OFFICE,2011.56193806913,153492.323120027
2070,1545218.59306,6720.29036628,2071,2375,281,OR3,OFFICE/RES,OFFICE,6720.28975682047,1545218.54318373
2071,372343.006422,3654.38175943,2072,2379,281,OR3,OFFICE/RES,OFFICE,3654.38215703791,372343.159443713
2072,365834.094863,2646.86614629,2073,1858,281,OR3,OFFICE/RES,OFFICE,2646.86586057125,365834.046054523
2073,11559.4119999,525.261641186,2074,447,281,OR3,OFFICE/RES,OFFICE,525.261406717605,11559.4031742048
2074,6498.57135715,443.20029795,2075,2656,281,OR3,OFFICE/RES,OFFICE,443.200365081066,6498.58683399524
2075,10883.8695666,491.673531942,2076,2670,281,OR3,OFFICE/RES,OFFICE,491.673350437907,10883.860004978
2076,80699.8630373,1139.2886055,2077,2737,281,OR3,OFFICE/RES,OFFICE,1139.2884376056,80699.8619587718
2077,586982.490995,3653.64687849,2078,2741,281,OR3,OFFICE/RES,OFFICE,3653.64688416072,586982.451763561
2078,20392.9357801,632.124892856,2079,482,281,OR3,OFFICE/RES,OFFICE,632.124750865577,20392.9261584891
2079,39064.5157839,798.144568304,2080,2778,281,OR3,OFFICE/RES,OFFICE,798.144748934559,39064.5161306491
2080,302364.584987,3088.16991918,2081,2802,281,OR3,OFFICE/RES,OFFICE,3088.17025628617,302364.714500649
2081,51043.5511866,906.422596345,2082,2853,281,OR3,OFFICE/RES,OFFICE,906.423082581027,51043.5918087166
2082,2218725.33509,8615.66521224,2083,561,281,OR3,OFFICE/RES,OFFICE,8615.66494105376,2218725.20483616
2083,64411.8728737,1067.52471815,2084,628,281,OR3,OFFICE/RES,OFFICE,1067.52421251207,64411.8166215679
2084,14991.3622593,558.955288991,2085,1783,281,OR3,OFFICE/RES,OFFICE,558.955570504382,14991.3744464688
2085,317499.351184,2379.23777241,2086,979,281,OR3,OFFICE/RES,OFFICE,2379.23843951845,317499.315369793
2086,4016213.12339,17164.6808071,2087,1123,281,OR3,OFFICE/RES,OFFICE,17164.6802460885,4016213.48014555
2087,173339.484018,2044.88961898,2088,1112,281,OR3,OFFICE/RES,OFFICE,2044.889030081,173339.400229074
2088,74992.7539304,1166.72577795,2089,850,281,OR3,OFFICE/RES,OFFICE,1166.72580672193,74992.7512011827
2089,226194.477573,2272.92210821,2090,983,281,OR3,OFFICE/RES,OFFICE,2272.92260241692,226194.552944912
2090,113897.539992,1842.31666438,2091,853,281,OR3,OFFICE/RES,OFFICE,1842.31673995148,113897.582376001
2091,321055.646426,3098.77515028,2092,971,281,OR3,OFFICE/RES,OFFICE,3098.77492547508,321055.680396698
2092,148525.885308,1754.67463003,2093,997,281,OR3,OFFICE/RES,OFFICE,1754.6744156687,148525.903154296
2093,98534.3188098,1409.08456552,2094,998,281,OR3,OFFICE/RES,OFFICE,1409.08438292889,98534.300679819
2094,13050.0875381,692.350286603,2095,2441,281,OR3,OFFICE/RES,OFFICE,692.350801766621,13050.0961522358
2095,408085.067818,2744.07374952,2096,422,281,OR3,OFFICE/RES,OFFICE,2744.07413099915,408085.056929631
2096,43153.9866575,927.950704224,2097,2565,281,OR3,OFFICE/RES,OFFICE,927.950842535708,43153.9816425148
2097,37640.8317724,801.317621262,2098,437,281,OR3,OFFICE/RES,OFFICE,801.317178607577,37640.7975323527
2098,26059.2683459,692.055823728,2099,439,281,OR3,OFFICE/RES,OFFICE,692.055964280986,26059.2908720256
2099,44757.3093501,1149.41071478,2100,1882,281,OR3,OFFICE/RES,OFFICE,1149.41052547708,44757.2709204981
2100,153795.851673,1597.79878134,2101,451,281,OR3,OFFICE/RES,OFFICE,1597.79891839041,153795.929156497
2101,25282.1467648,962.949072661,2102,1884,281,OR3,OFFICE/RES,OFFICE,962.949553518092,25282.1609863564
2102,11882.7712632,581.083843584,2103,3738,281,OR3,OFFICE/RES,OFFICE,581.083463334319,11882.7555566299
2103,131986.676632,1814.03679802,2104,459,281,OR3,OFFICE/RES,OFFICE,1814.03703561797,131986.716414383
2104,69821.8139693,1079.30032195,2105,1064,281,OR3,OFFICE/RES,OFFICE,1079.30058934548,69821.802034564
2105,5835.79396997,455.126679966,2106,2701,281,OR3,OFFICE/RES,OFFICE,455.127235640644,5835.7994954499
2106,44144.730888,844.952959261,2107,2708,281,OR3,OFFICE/RES,OFFICE,844.953130209748,44144.7430683707
2107,18747.7832026,556.761198255,2108,470,281,OR3,OFFICE/RES,OFFICE,556.761386779808,18747.7803153221
2108,59860.7159426,1420.23579339,2109,476,281,OR3,OFFICE/RES,OFFICE,1420.23604765768,59860.7441263189
2109,20035.5913682,576.981218611,2110,477,281,OR3,OFFICE/RES,OFFICE,576.981669231351,20035.645670006
2110,493154.097412,3975.16023748,2111,1957,281,OR3,OFFICE/RES,OFFICE,3975.1601114399,493154.097005648
2111,14574.959864,582.077222853,2112,2742,281,OR3,OFFICE/RES,OFFICE,582.077334065752,14574.9760469273
2112,1648096.71572,11447.6196096,2113,1964,281,OR3,OFFICE/RES,OFFICE,11447.6182932342,1648096.62149781
2113,196077.144331,1927.59042868,2114,1072,281,OR3,OFFICE/RES,OFFICE,1927.59011171221,196077.112892021
2114,2820102.18202,10610.4138498,2115,2810,281,OR3,OFFICE/RES,OFFICE,10610.4133578187,2820101.98338067
2115,6044.50890358,381.192220561,2116,1976,281,OR3,OFFICE/RES,OFFICE,381.192517162143,6044.52944268838
2116,143762.028802,2355.20719251,2117,1083,281,OR3,OFFICE/RES,OFFICE,2355.2074061761,143761.951921964
2117,11680.9780191,576.19124691,2118,1085,281,OR3,OFFICE/RES,OFFICE,576.191500912856,11680.997752999
2118,292720.303859,2582.83200392,2119,3816,281,OR3,OFFICE/RES,OFFICE,2582.83229399877,292720.290164372
2119,56709.7793502,1139.55706389,2120,2865,281,OR3,OFFICE/RES,OFFICE,1139.55710083722,56709.8283150575
2120,11840.3043653,469.665704143,2121,1089,281,OR3,OFFICE/RES,OFFICE,469.665627052323,11840.29832564
2121,387454.1645,3116.71921442,2122,1101,281,OR3,OFFICE/RES,OFFICE,3116.72078077172,387454.239921088
2122,8107.34264042,422.694201075,2123,1094,281,OR3,OFFICE/RES,OFFICE,422.693724444943,8107.30751927017
2123,149961.010222,1568.91989243,2124,1096,281,OR3,OFFICE/RES,OFFICE,1568.9199097108,149961.047657114
2124,68908.1775316,1170.96000792,2125,504,281,OR3,OFFICE/RES,OFFICE,1170.95955652048,68908.169346341
2125,254999.311809,2777.92996529,2126,2002,281,OR3,OFFICE/RES,OFFICE,2777.93000480602,254999.413472604
2126,27673.0151826,705.473306124,2127,514,281,OR3,OFFICE/RES,OFFICE,705.473081697537,27672.995016142
2127,5193.85972544,412.201578172,2128,2922,281,OR3,OFFICE/RES,OFFICE,412.201200590163,5193.83456823879
2128,1852553.48687,10505.5065266,2129,2925,281,OR3,OFFICE/RES,OFFICE,10505.5062918443,1852553.2806308
2129,569538.812292,5697.51435745,2130,2008,281,OR3,OFFICE/RES,OFFICE,5697.51438897594,569538.814859776
2130,2252667.79431,8842.28490311,2131,2172,281,OR3,OFFICE/RES,OFFICE,8842.28514234975,2252667.84945082
2131,1260450.46748,6093.76829302,2132,2936,281,OR3,OFFICE/RES,OFFICE,6093.76769028072,1260450.53209955
2132,5294.1003249,347.560898889,2133,2979,281,OR3,OFFICE/RES,OFFICE,347.561097998003,5294.10532123365
2133,232628.456973,1937.70875088,2134,1132,281,OR3,OFFICE/RES,OFFICE,1937.70917559988,232628.415921287
2134,521441.009303,3410.68298876,2135,1137,281,OR3,OFFICE/RES,OFFICE,3410.68343634808,521440.988997088
2135,329719.765965,4338.09079598,2136,3061,281,OR3,OFFICE/RES,OFFICE,4338.0902676284,329719.804785796
2136,40231.2340489,802.386167422,2137,3109,281,OR3,OFFICE/RES,OFFICE,802.385921767163,40231.2232769882
2137,694280.074384,6453.51269212,2138,2178,281,OR3,OFFICE/RES,OFFICE,6453.51249467259,694279.971951792
2138,4761.64038345,356.813111328,2139,3125,281,OR3,OFFICE/RES,OFFICE,356.812726540032,4761.61223495882
2139,152550.111813,1733.54223076,2140,3131,281,OR3,OFFICE/RES,OFFICE,1733.54168584116,152550.107505736
2140,1118968.55594,5131.03675265,2141,1154,281,OR3,OFFICE/RES,OFFICE,5131.03641484661,1118968.51506285
2141,88393.430022,1431.81040386,2142,3163,281,OR3,OFFICE/RES,OFFICE,1431.81024485809,88393.3863249645
2142,5335.77237007,410.150228775,2143,3189,281,OR3,OFFICE/RES,OFFICE,410.150459047355,5335.77649106642
2143,130700.806069,1551.13749951,2144,3195,281,OR3,OFFICE/RES,OFFICE,1551.13769734749,130700.817643761
2144,184912.826776,2177.95019861,2145,3200,281,OR3,OFFICE/RES,OFFICE,2177.95053842879,184912.833576856
2145,119009.050759,1955.78318879,2146,3206,281,OR3,OFFICE/RES,OFFICE,1955.78265731395,119009.040425148
2146,140511.768547,1617.13721113,2147,3209,281,OR3,OFFICE/RES,OFFICE,1617.13697949233,140511.720968363
2147,211863.846153,2064.05139876,2148,3781,281,OR3,OFFICE/RES,OFFICE,2064.05162967834,211863.955339584
2148,835134.323387,6456.19365394,2149,1179,281,OR3,OFFICE/RES,OFFICE,6456.19454130303,835134.431831536
2149,58185.7526793,968.423587253,2150,3344,281,OR3,OFFICE/RES,OFFICE,968.423553463515,58185.7347131416
2150,9124.76824317,535.142132255,2151,3354,281,OR3,OFFICE/RES,OFFICE,535.142346085215,9124.78205741854
2151,3375597.05644,11220.7846432,2152,1189,281,OR3,OFFICE/RES,OFFICE,11220.7846258099,3375597.00250261
2152,279554.407797,3161.77270175,2153,3384,281,OR3,OFFICE/RES,OFFICE,3161.77384058008,279554.413211836
2153,541222.21838,3351.61973972,2154,2029,281,OR3,OFFICE/RES,OFFICE,3351.62011681271,541222.295904501
2154,59411.2439794,1285.14732924,2155,3487,281,OR3,OFFICE/RES,OFFICE,1285.14714183759,59411.2398394703
2155,433089.540261,3206.01781027,2156,3493,281,OR3,OFFICE/RES,OFFICE,3206.01795407411,433089.517420693
2156,21458.7356374,650.236074309,2157,3505,281,OR3,OFFICE/RES,OFFICE,650.236075546922,21458.7171469065
2157,502346.243462,3430.37378245,2158,2042,281,OR3,OFFICE/RES,OFFICE,3430.37341218274,502346.27097109
2158,290464.640021,2224.38464383,2159,3552,281,OR3,OFFICE/RES,OFFICE,2224.38476770165,290464.582128522
2159,1056572.73834,4349.48461526,2160,2041,281,OR3,OFFICE/RES,OFFICE,4349.48455329691,1056572.81154313
2160,35256.9726018,1028.11655711,2161,592,281,OR3,OFFICE/RES,OFFICE,1028.11664546104,35256.9569882166
2161,130238.819778,1739.47201108,2162,3626,281,OR3,OFFICE/RES,OFFICE,1739.47136850358,130238.758590042
2162,760533.485449,4961.88752937,2163,2045,281,OR3,OFFICE/RES,OFFICE,4961.88812907898,760533.422383915
2163,120486.699956,1537.97151479,2164,1887,281,OR3,OFFICE/RES,OFFICE,1537.97172016333,120486.701758494
2164,47271.5247508,1416.23599347,2165,3790,281,OR3,OFFICE/RES,OFFICE,1416.23595814269,47271.5183147002
2165,1004947.47364,5792.40258532,2166,1247,281,OR3,OFFICE/RES,OFFICE,5792.40232126723,1004947.46466061
2166,389539.789382,3998.4506661,2167,3709,281,OR3,OFFICE/RES,OFFICE,3998.45094494765,389539.902084469
2167,485020.928232,3862.72413583,2168,2192,281,OR3,OFFICE/RES,OFFICE,3862.72400197207,485020.859360348
2168,22259.826822,612.115035098,2169,230,281,OR3,OFFICE/RES,OFFICE,612.115167264471,22259.8458637591
2169,17841.4449482,584.529296891,2170,1279,281,OR3,OFFICE/RES,OFFICE,584.529364952573,17841.4509297035
2170,21376.5188903,658.915393782,2171,1289,281,OR3,OFFICE/RES,OFFICE,658.915484987474,21376.5172411921
2171,48564.2233304,933.157241402,2172,1322,281,OR3,OFFICE/RES,OFFICE,933.157669115791,48564.2767062801
2172,44878.402714,1061.31175065,2173,3770,281,OR3,OFFICE/RES,OFFICE,1061.31168763686,44878.4233943098
2173,220523.485346,2724.76500655,2174,704,281,OR3,OFFICE/RES,OFFICE,2724.76475705967,220523.393764111
2174,30048.7128301,955.042967919,2175,3712,281,OR3,OFFICE/RES,OFFICE,955.042590702801,30048.6157835863
2175,89870.0332316,1420.20442223,2176,35,281,OR3,OFFICE/RES,OFFICE,1420.20388109417,89869.9507704118
2176,31229.3423138,708.694618552,2177,1494,281,OR3,OFFICE/RES,OFFICE,708.694106915534,31229.3288231335
2177,81129.0894742,1229.69120059,2178,1636,281,OR3,OFFICE/RES,OFFICE,1229.69109109244,81129.0718600134
2178,1099345.78389,6367.37444854,2179,2133,281,OR3,OFFICE/RES,OFFICE,6367.37455779974,1099345.94384556
2179,246575.636922,2051.53641761,2180,790,281,OR3,OFFICE/RES,OFFICE,2051.53583611294,246575.624305437
2180,244228.242561,2073.98772841,2181,70,281,OR3,OFFICE/RES,OFFICE,2073.9873214172,244228.219479359
2181,63386.3603516,1256.96847288,2182,796,281,OR3,OFFICE/RES,OFFICE,1256.96882073868,63386.3795153345
2182,640975.789345,3485.75898594,2183,856,279,OTF,OFFICE/TOURIST FACILITY,OFFICE,3485.75899403055,640975.777795285
2183,150124.753894,2248.77301159,2184,3728,279,OTF,OFFICE/TOURIST FACILITY,OFFICE,2248.77168256651,150124.722712862
2184,60579.756057,1005.29758498,2185,2998,279,OTF,OFFICE/TOURIST FACILITY,OFFICE,1005.29755774634,60579.8048722665
2185,302105.916739,2410.92661276,2186,3013,279,OTF,OFFICE/TOURIST FACILITY,OFFICE,2410.9261379655,302105.845827469
2186,104579.018668,1330.38269018,2187,3016,279,OTF,OFFICE/TOURIST FACILITY,OFFICE,1330.38306457443,104579.024175656
2187,67765.2854211,1259.95992881,2188,1149,279,OTF,OFFICE/TOURIST FACILITY,OFFICE,1259.95957070071,67765.261302877
2188,240092.971588,1969.60292766,2189,557,279,OTF,OFFICE/TOURIST FACILITY,OFFICE,1969.60319427593,240093.076639803
2189,678819.610564,3601.49846906,2190,1198,279,OTF,OFFICE/TOURIST FACILITY,OFFICE,3601.49845260877,678819.652776554
2190,1689044.44971,5618.88448153,2191,3521,279,OTF,OFFICE/TOURIST FACILITY,OFFICE,5618.88447789511,1689044.46634733
2191,152696.820012,1649.83670965,2192,1223,279,OTF,OFFICE/TOURIST FACILITY,OFFICE,1649.83673189454,152696.851686841
2192,122910.010679,1689.01921382,2193,1246,279,OTF,OFFICE/TOURIST FACILITY,OFFICE,1689.01903444598,122909.988789102
2193,12510.3511533,493.071775212,2194,634,279,OTF,OFFICE/TOURIST FACILITY,OFFICE,493.07168072775,12510.3518490001
2194,25535.5257931,638.236959914,2195,669,279,OTF,OFFICE/TOURIST FACILITY,OFFICE,638.236736609355,25535.5053050505
2195,32584.6842348,727.375907393,2196,676,279,OTF,OFFICE/TOURIST FACILITY,OFFICE,727.37607966085,32584.7013581055
2196,48543.6712035,954.237727211,2197,322,279,OTF,OFFICE/TOURIST FACILITY,OFFICE,954.238068597761,48543.7217317644
2197,33700.1544656,746.154044295,2198,2564,279,OTF,OFFICE/TOURIST FACILITY,OFFICE,746.154351494473,33700.1682433203
2198,127331.85942,1543.96445994,2199,2891,279,OTF,OFFICE/TOURIST FACILITY,OFFICE,1543.96447202988,127331.874591169
2199,619672.541648,4295.15780428,2200,1148,279,OTF,OFFICE/TOURIST FACILITY,OFFICE,4295.15756235093,619672.613962594
2200,273756.810237,2688.49292532,2201,1931,279,OTF,OFFICE/TOURIST FACILITY,OFFICE,2688.49283257394,273756.801558752
2201,373648.150094,2630.86192295,2202,1003,279,OTF,OFFICE/TOURIST FACILITY,OFFICE,2630.8622001457,373648.190464504
2202,17103.6973845,581.898361618,2203,1061,279,OTF,OFFICE/TOURIST FACILITY,OFFICE,581.898639989119,17103.7134250953
2203,150407.363635,1576.16472259,2204,1074,279,OTF,OFFICE/TOURIST FACILITY,OFFICE,1576.16485801224,150407.337855411
2204,33492.481879,760.423806722,2205,1978,279,OTF,OFFICE/TOURIST FACILITY,OFFICE,760.423280015174,33492.4459537364
2205,765522.228471,4307.56136623,2206,521,279,OTF,OFFICE/TOURIST FACILITY,OFFICE,4307.56189836858,765522.303713172
2206,212469.178566,2850.43494807,2207,3047,279,OTF,OFFICE/TOURIST FACILITY,OFFICE,2850.43468685572,212469.299292383
2207,131860.481388,1491.42951262,2208,1178,279,OTF,OFFICE/TOURIST FACILITY,OFFICE,1491.4296459132,131860.502092587
2208,716938.900851,3445.45349038,2209,1184,279,OTF,OFFICE/TOURIST FACILITY,OFFICE,3445.45329544145,716938.752462006
2209,102821.200156,1415.58812904,2210,1192,279,OTF,OFFICE/TOURIST FACILITY,OFFICE,1415.58778202061,102821.138975489
2210,109082.721203,1452.6640001,2211,577,279,OTF,OFFICE/TOURIST FACILITY,OFFICE,1452.66449007307,109082.798627382
2211,52442.6966957,985.884409828,2212,3605,279,OTF,OFFICE/TOURIST FACILITY,OFFICE,985.884716093999,52442.686563501
2212,147085.491351,1697.84463,2213,3791,279,OTF,OFFICE/TOURIST FACILITY,OFFICE,1697.84422910591,147085.442461252
2213,574533.452211,4143.88458025,2214,1249,279,OTF,OFFICE/TOURIST FACILITY,OFFICE,4143.88461189283,574533.412195054
2214,354520.49023,3881.43166788,2215,2194,279,OTF,OFFICE/TOURIST FACILITY,OFFICE,3881.43177553668,354520.496935854
2215,76486.9614258,1132.05919635,2216,157,279,OTF,OFFICE/TOURIST FACILITY,OFFICE,1132.05927444039,76486.9497901817
2216,53345.0068381,959.644921214,2217,679,279,OTF,OFFICE/TOURIST FACILITY,OFFICE,959.644508978426,53344.9609613577
2217,182361.270996,2192.07347875,2218,160,279,OTF,OFFICE/TOURIST FACILITY,OFFICE,2192.07304918921,182361.214968678
2218,176473.772054,1914.83208069,2219,296,279,OTF,OFFICE/TOURIST FACILITY,OFFICE,1914.83224693173,176473.801310562
2219,55310.2349468,943.103183073,2220,184,279,OTF,OFFICE/TOURIST FACILITY,OFFICE,943.102958825581,55310.2097599585
2220,685923.557682,4152.40058502,2221,1644,279,OTF,OFFICE/TOURIST FACILITY,OFFICE,4152.40017574231,685923.526391103
2221,2035860.71296,8312.89225778,2222,1500,272,PEC,PLANNED EMPLOYMENT CENTER,SPECIAL,8312.8917394249,2035860.77089131
2222,35617686.3048,31733.5139208,2223,1927,272,PEC,PLANNED EMPLOYMENT CENTER,SPECIAL,31733.5155354433,35617686.6425119
2223,26437930.3896,24155.4309215,2224,883,272,PEC,PLANNED EMPLOYMENT CENTER,SPECIAL,24155.430926459,26437930.4841271
2224,72264014.7172,87664.8162012,2225,2032,272,PEC,PLANNED EMPLOYMENT CENTER,SPECIAL,87664.81643617,72264015.7053107
2225,1019872.29923,4390.33153861,2226,2207,272,PEC,PLANNED EMPLOYMENT CENTER,SPECIAL,4390.33217388424,1019872.37574018
2226,5971762.05192,11906.3208453,2227,1583,272,PEC,PLANNED EMPLOYMENT CENTER,SPECIAL,11906.3215940464,5971761.9831283
2227,758743.690197,3804.32570218,2228,668,5,PRO,PLANNED RESEARCH/OFFICE,SPECIAL,3804.3258024581,758743.640218909
2228,9323700.98667,13319.9717617,2229,2163,5,PRO,PLANNED RESEARCH/OFFICE,SPECIAL,13319.971776487,9323700.92034958
2229,863343.138128,6802.86546805,2230,2206,5,PRO,PLANNED RESEARCH/OFFICE,SPECIAL,6802.86616522446,863343.339106754
2230,171510.885356,6338.24973537,2231,928,266,R1,RES SINGLE FAMILY,RESIDENTIAL,6338.24992627196,171510.629099068
2231,30614444.8366,41915.9473701,2232,1750,266,R1,RES SINGLE FAMILY,RESIDENTIAL,41915.9485113834,30614444.4026254
2232,1719021.84564,7235.46407127,2233,1751,266,R1,RES SINGLE FAMILY,RESIDENTIAL,7235.46375199807,1719021.85142649
2233,158557.644617,1731.78945659,2234,843,266,R1,RES SINGLE FAMILY,RESIDENTIAL,1731.78973904353,158557.662714024
2234,2642504.30408,7144.85672729,2235,945,266,R1,RES SINGLE FAMILY,RESIDENTIAL,7144.85584949757,2642504.33566359
2235,513095.754204,3486.38466049,2236,852,266,R1,RES SINGLE FAMILY,RESIDENTIAL,3486.38461701413,513095.613325579
2236,247596.729446,2151.02084594,2237,963,266,R1,RES SINGLE FAMILY,RESIDENTIAL,2151.02086908646,247596.742556737
2237,1855686.55726,6883.22251285,2238,2188,266,R1,RES SINGLE FAMILY,RESIDENTIAL,6883.22250734654,1855686.44777203
2238,929769.773718,3950.9355246,2239,884,266,R1,RES SINGLE FAMILY,RESIDENTIAL,3950.93513168128,929769.715946171
2239,632353.385434,4165.94822926,2240,874,266,R1,RES SINGLE FAMILY,RESIDENTIAL,4165.94892932806,632353.436594581
2240,41846.6101326,947.46178148,2241,876,266,R1,RES SINGLE FAMILY,RESIDENTIAL,947.461743722359,41846.6037730747
2241,736947.581075,3401.89700602,2242,878,266,R1,RES SINGLE FAMILY,RESIDENTIAL,3401.89677786187,736947.472072146
2242,1096173.3372,6200.73753934,2243,885,266,R1,RES SINGLE FAMILY,RESIDENTIAL,6200.73751567082,1096173.39525327
2243,982403.701197,4527.93393371,2244,881,266,R1,RES SINGLE FAMILY,RESIDENTIAL,4527.93358278498,982403.840729097
2244,1692209.54611,9447.64785383,2245,392,266,R1,RES SINGLE FAMILY,RESIDENTIAL,9447.64862421738,1692209.43355673
2245,2163456.26436,6568.62082142,2246,1034,266,R1,RES SINGLE FAMILY,RESIDENTIAL,6568.62128037385,2163456.48692889
2246,154815.083013,2686.26273035,2247,1078,266,R1,RES SINGLE FAMILY,RESIDENTIAL,2686.26306584724,154815.065898212
2247,2913862.22372,11214.4507011,2248,2006,266,R1,RES SINGLE FAMILY,RESIDENTIAL,11214.450498578,2913862.22601862
2248,1953106.78925,5706.6062356,2249,3120,266,R1,RES SINGLE FAMILY,RESIDENTIAL,5706.60614917886,1953106.76941128
