gross,net,conventional_accounting,economic_sector,sector,category,sub_category_one,sub_category_two,sub_category_three,year,gas,mtco_twoear_five_two_zeroyr,mtco_twoear_four_one_zero_zeroyr
Yes,Yes,Yes,Industry,IPPU,Electronics,Semiconductor Industry,Not Applicable,Not Applicable,1994,PFCs,35384,52872
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Petroleum Coke,2004,CH4,35386,10531
No,No,No,Excluded,Energy,Fuel Combustion,Transportation,Bunker (Vessel),Residual Fuel,2009,N2O,35417,39979
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,LPG,2007,CH4,35470,10557
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Residential,Not Applicable,Distillate Fuel,2001,N2O,35498,40069
Yes,Yes,No,Electricity,Energy,Imported Fossil Fuels,Electric Power,Not Applicable,Petroleum Coke,1999,CH4,35501,10566
Yes,Yes,Yes,Transportation,Energy,Fuel Combustion,Transportation,Nonroad - Lawn and Garden,Gasoline,1994,N2O,35513,40086
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Industrial/Commercial,Gasoline,1992,CO2,35513,35513
Yes,Yes,Yes,Waste,Waste,Waste Combustion,In-State Waste Combustion,Not Applicable,Not Applicable,2004,N2O,35532,40108
Yes,Yes,Yes,Industry,Energy,Other Fossil Fuel Use,Industrial,Not Applicable,Waxes,2000,CO2,35584,35584
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Wood,2003,CH4,35593,10593
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Industrial/Commercial,Gasoline,2001,CH4,35624,10602
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Coal - Other,1992,CH4,35671,10616
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Industrial,Not Applicable,Coal,2016,CO2,35707,35707
Yes,Yes,No,Buildings,Energy,Imported Fossil Fuels,Residential,Not Applicable,Kerosene,2014,CH4,35716,10630
Yes,Yes,Yes,Transportation,Energy,Fuel Combustion,Transportation,Military,Distillate Fuel,2005,CO2,35729,35729
Yes,Yes,Yes,Electricity,Energy,Fuel Combustion,Electric Power,Not Applicable,Natural Gas,2018,N2O,35769,40376
Yes,Yes,No,Electricity,Energy,Imported Fossil Fuels,Electric Power,Not Applicable,Residual Fuel,2012,CO2,35833,35833
Yes,Yes,No,Electricity,Energy,Imported Fossil Fuels,Electric Power,Not Applicable,Distillate Fuel,2012,CO2,35835,35835
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Lubricants,2011,CH4,35899,10684
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Wood,2002,CH4,35933,10694
Yes,Yes,Yes,Industry,IPPU,Electronics,Semiconductor Industry,Not Applicable,Not Applicable,2016,PFCs,35947,54416
Yes,Yes,Yes,Transportation,Energy,Fuel Combustion,Transportation,Nonroad - Recreational Vehicle,Gasoline,2019,N2O,35966,40598
Yes,Yes,Yes,Transportation,Energy,Fuel Combustion,Transportation,Nonroad - Lawn and Garden,Gasoline,1995,N2O,35979,40613
Yes,Yes,Yes,Buildings,IPPU,Product Use,ODS Substitues,Building HVAC,Not Applicable,2004,HFCs,35980,19980
Yes,Yes,No,Buildings,Energy,Imported Fossil Fuels,Commercial,Not Applicable,Kerosene,1995,CH4,35994,10712
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Residential,Not Applicable,Coal,1990,CH4,36079,10738
Yes,Yes,No,Electricity,Energy,Imported Fossil Fuels,Net Electricity Imports,Not Applicable,Residual Fuel,1992,CO2,36089,36089
Yes,Yes,Yes,Electricity,Energy,Fuel Combustion,Electric Power,Not Applicable,Natural Gas,2008,CH4,36093,10742
Yes,Yes,Yes,Industry,Energy,Fugitive Emissions,Oil and Gas Systems,Not Applicable,All,2005,CO2,36093,36093
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Coal - Other,2001,CH4,36116,10749
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Industrial,Not Applicable,Residual Fuel,2016,CO2,36119,36119
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Construction,Gasoline,2001,CH4,36179,10767
Yes,Yes,Yes,Electricity,Energy,Fuel Combustion,Electric Power,Not Applicable,Natural Gas,2010,N2O,36240,40908
No,No,No,Excluded,Energy,Imported Fossil Fuels,Transportation,Bunker (Vessel),Distillate Fuel,2019,CH4,36245,10787
Yes,Yes,Yes,Buildings,IPPU,Product Use,ODS Substitues,Industrial,Not Applicable,2019,HFCs,36297,18336
Yes,No,No,Transportation,Energy,Fuel Combustion,Transportation,Nonroad - Recreational Vehicle,Gasoline,2019,Biogenic CO2,36336,36336
Yes,Yes,Yes,Industry,Energy,Other Fossil Fuel Use,Industrial,Not Applicable,Waxes,2001,CO2,36346,36346
Yes,Yes,Yes,Transportation,Energy,Fuel Combustion,Transportation,Nonroad - Lawn and Garden,Gasoline,1996,N2O,36447,41141
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Road,CNG,2017,CH4,36460,10851
Yes,Yes,Yes,Transportation,Energy,Fuel Combustion,Transportation,Military,Residual Fuel,1995,CO2,36475,36475
No,No,No,Excluded,Energy,Fuel Combustion,Transportation,Bunker (Vessel),Residual Fuel,2010,N2O,36477,41175
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,LPG,2012,CO2,36497,36497
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Road,CNG,2000,CH4,36561,10881
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Construction,Gasoline,1996,CO2,36561,36561
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Construction,Gasoline,1993,CO2,36589,36589
Yes,Yes,Yes,Industry,Energy,Other Fossil Fuel Use,Industrial,Not Applicable,Special Naphthas,2010,CO2,36620,36620
Yes,Yes,Yes,Industry,Energy,Other Fossil Fuel Use,Industrial,Not Applicable,Coal - Other,2000,CO2,36750,36750
Yes,Yes,Yes,Electricity,Energy,Fuel Combustion,Electric Power,Not Applicable,Natural Gas,1995,N2O,36800,41539
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,LPG,1999,CO2,36823,36823
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Wood,1997,N2O,36846,41591
Yes,Yes,Yes,Industry,Energy,Other Fossil Fuel Use,Industrial,Not Applicable,Petroleum Coke,1990,CO2,36891,36891
Yes,Yes,No,Buildings,Energy,Imported Fossil Fuels,Residential,Not Applicable,Kerosene,2016,CO2,36922,36922
Yes,Yes,Yes,Transportation,Energy,Fuel Combustion,Transportation,Nonroad - Lawn and Garden,Gasoline,1997,N2O,36925,41680
Yes,Yes,Yes,Electricity,Energy,Fuel Combustion,Electric Power,Not Applicable,Natural Gas,2007,CH4,36947,10996
Yes,Yes,No,Electricity,Energy,Imported Fossil Fuels,Electric Power,Not Applicable,Distillate Fuel,2006,CH4,36974,11004
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Coal,2003,CO2,36994,36994
Yes,Yes,Yes,Agriculture,AFOLU,Agricultural Emissions,Soil Management,Liming,Not Applicable,2019,CO2,118520,118520
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Industrial/Commercial,Gasoline,2009,CH4,37009,11015
Yes,Yes,Yes,Electricity,Energy,Fuel Combustion,Electric Power,Not Applicable,Natural Gas,1999,N2O,37014,41781
Yes,Yes,Yes,Electricity,Energy,Fuel Combustion,Electric Power,Not Applicable,Natural Gas,2011,N2O,37065,41838
Yes,Yes,Yes,Transportation,Energy,Fuel Combustion,Transportation,Nonroad - Miscellaneous/Unclassified,Gasoline,1991,CO2,37069,37069
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Agricultural,Gasoline,2004,CH4,37079,11035
No,No,No,Excluded,Energy,Imported Fossil Fuels,Transportation,Bunker (Vessel),Distillate Fuel,2016,CH4,37093,11040
Yes,Yes,No,Buildings,Energy,Imported Fossil Fuels,Commercial,Not Applicable,Kerosene,1999,CO2,37114,37114
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Industrial,Not Applicable,Kerosene,1996,CO2,37142,37142
Yes,Yes,No,Electricity,Energy,Imported Fossil Fuels,Electric Power,Not Applicable,Residual Fuel,2016,CH4,37307,11103
Yes,Yes,Yes,Waste,Waste,Waste Combustion,In-State Waste Combustion,Not Applicable,Not Applicable,2003,N2O,37311,42117
Yes,Yes,Yes,Buildings,IPPU,Product Use,ODS Substitues,Other,Not Applicable,1990,HFCs,37449,14434
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Industrial/Commercial,Gasoline,2002,CH4,37462,11149
Yes,Yes,Yes,Transportation,Energy,Fuel Combustion,Transportation,Nonroad - Lawn and Garden,Gasoline,1998,N2O,37468,42293
Yes,Yes,Yes,Electricity,Energy,Fuel Combustion,Electric Power,Not Applicable,Natural Gas,1997,CH4,37479,11154
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Construction,Gasoline,2004,CH4,37553,11177
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Coal - Other,2000,CH4,37580,11185
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Residual Fuel,1998,CH4,37696,11219
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Coal - Other,1993,CH4,37736,11231
Yes,Yes,No,Buildings,Energy,Imported Fossil Fuels,Commercial,Not Applicable,Kerosene,1996,CH4,37851,11265
Yes,Yes,Yes,Waste,Waste,Waste Combustion,In-State Waste Combustion,Not Applicable,Not Applicable,1994,N2O,37861,42737
Yes,Yes,No,Electricity,Energy,Imported Fossil Fuels,Electric Power,Not Applicable,Distillate Fuel,2010,CH4,37911,11283
Yes,Yes,Yes,Electricity,Energy,Fuel Combustion,Electric Power,Not Applicable,Natural Gas,2018,CH4,37937,11291
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,LPG,1990,CO2,38055,38055
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,LPG,1998,CO2,38059,38059
Yes,Yes,No,Buildings,Energy,Imported Fossil Fuels,Residential,Not Applicable,Coal,1993,CH4,38067,11330
Yes,Yes,Yes,Transportation,Energy,Fuel Combustion,Transportation,Nonroad - Lawn and Garden,Gasoline,1999,N2O,38069,42972
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Industrial/Commercial,Gasoline,2006,CH4,38108,11342
Yes,Yes,No,Buildings,Energy,Imported Fossil Fuels,Commercial,Not Applicable,Kerosene,2003,CO2,38144,38144
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Residential,Not Applicable,Coal,2004,CO2,38162,38162
Yes,No,No,Transportation,Energy,Fuel Combustion,Transportation,Nonroad - Lawn and Garden,Gasoline,2007,Biogenic CO2,38186,38186
Yes,Yes,No,Electricity,Energy,Imported Fossil Fuels,Electric Power,Not Applicable,Residual Fuel,2017,CH4,38198,11369
Yes,Yes,No,Buildings,Energy,Imported Fossil Fuels,Residential,Not Applicable,Kerosene,2011,CH4,38208,11371
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Road,Gasoline,1990,N2O,38236,43161
Yes,No,No,Electricity,Energy,Imported Electricity,Net Electricity Imports,Not Applicable,All,1992,Biogenic CO2,38252,38252
Yes,Yes,No,Buildings,Energy,Imported Fossil Fuels,Commercial,Not Applicable,Kerosene,2004,CH4,38281,11393
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Railroad,Distillate Fuel,2001,CH4,38292,11396
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,LPG,1997,CH4,38302,11399
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Road,CNG,2007,CO2,38307,38307
Yes,Yes,Yes,Transportation,Energy,Fuel Combustion,Transportation,Nonroad - Public Nonhighway,Gasoline,2015,CO2,38313,38313
No,No,No,Excluded,Energy,Imported Fossil Fuels,Transportation,Bunker (Vessel),Distillate Fuel,1993,CO2,38366,38366
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Industrial,Not Applicable,Residual Fuel,2009,CO2,38405,38405
Yes,Yes,Yes,Electricity,Energy,Fuel Combustion,Electric Power,Not Applicable,Natural Gas,2010,CH4,38437,11440
Yes,Yes,Yes,Transportation,IPPU,Product Use,ODS Substitues,Transportation Refrigeration,Not Applicable,1998,HFCs,38570,17091
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Construction,Gasoline,2006,CH4,38658,11505
Yes,Yes,Yes,Transportation,Energy,Fuel Combustion,Transportation,Road,Diesel,2009,CH4,38693,11516
Yes,Yes,No,Electricity,Energy,Imported Fossil Fuels,Net Electricity Imports,Not Applicable,Residual Fuel,1994,CH4,38703,11519
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Special Naphthas,2015,CO2,38715,38715
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Residential,Not Applicable,Wood,2018,N2O,38753,43744
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,LPG,2003,CH4,38854,11564
Yes,Yes,Yes,Industry,IPPU,Electronics,Semiconductor Industry,Not Applicable,Not Applicable,2009,PFCs,38879,57894
Yes,Yes,No,Buildings,Energy,Imported Fossil Fuels,Commercial,Not Applicable,Kerosene,1995,CO2,38894,38894
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Special Naphthas,2013,CO2,38902,38902
Yes,No,No,Electricity,Energy,Imported Electricity,Net Electricity Imports,Not Applicable,All,2008,Biogenic CO2,38923,38923
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Petroleum Coke,2006,CO2,38938,38938
Yes,Yes,Yes,Electricity,Energy,Fuel Combustion,Electric Power,Not Applicable,Natural Gas,2014,N2O,38941,43957
Yes,Yes,Yes,Transportation,Energy,Fuel Combustion,Transportation,Military,Distillate Fuel,2012,CO2,39019,39019
Yes,Yes,Yes,Electricity,Energy,Fuel Combustion,Electric Power,Not Applicable,Natural Gas,1995,CH4,39030,11616
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Wood,2007,CH4,39078,11630
Yes,Yes,Yes,Waste,Waste,Waste Combustion,In-State Waste Combustion,Not Applicable,Not Applicable,2002,N2O,39091,44125
Yes,Yes,Yes,Transportation,Energy,Fuel Combustion,Transportation,Nonroad - Lawn and Garden,Gasoline,2000,N2O,39135,44175
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Road,CNG,2006,CO2,39189,39189
No,No,No,Excluded,Energy,Fuel Combustion,Transportation,Bunker (Vessel),Residual Fuel,2014,CH4,39203,11667
Yes,Yes,No,Buildings,Energy,Imported Fossil Fuels,Residential,Not Applicable,Kerosene,2008,CO2,39220,39220
Yes,Yes,Yes,Electricity,Energy,Fuel Combustion,Electric Power,Not Applicable,Natural Gas,2013,N2O,39231,44284
Yes,Yes,Yes,Electricity,Energy,Fuel Combustion,Electric Power,Not Applicable,Natural Gas,1999,CH4,39258,11684
Yes,Yes,Yes,Waste,Waste,Waste Combustion,In-State Waste Combustion,Not Applicable,Not Applicable,1995,N2O,39274,44332
Yes,Yes,Yes,Electricity,Energy,Fuel Combustion,Electric Power,Not Applicable,Natural Gas,2011,CH4,39311,11700
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Residential,Not Applicable,Coal,1998,CO2,39368,39368
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Industrial/Commercial,Gasoline,2008,CH4,39403,11727
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Military,Distillate Fuel,2010,CO2,39406,39406
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Industrial/Commercial,Gasoline,2005,CH4,39448,11740
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Road,Gasoline,1991,N2O,39471,44555
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Residential,Not Applicable,Wood,2019,N2O,39493,44579
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Residual Fuel,2011,CH4,39499,11756
Yes,Yes,Yes,Transportation,Energy,Fuel Combustion,Transportation,Military,Residual Fuel,2009,CO2,39550,39550
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Industrial/Commercial,Gasoline,2007,CH4,39579,11779
No,No,No,Excluded,Energy,Fuel Combustion,Transportation,Bunker (Vessel),Residual Fuel,2009,CH4,39698,11815
Yes,Yes,No,Buildings,Energy,Imported Fossil Fuels,Commercial,Not Applicable,Kerosene,2005,CH4,39720,11821
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Industrial,Not Applicable,Kerosene,2005,CO2,39769,39769
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Industrial/Commercial,Gasoline,2003,CH4,39931,11884
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Road,Gasoline,1992,N2O,39953,45099
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Construction,Gasoline,2005,CH4,40017,11910
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Natural Gas,1998,CO2,40040,40040
Yes,Yes,Yes,Transportation,Energy,Fuel Combustion,Transportation,Military,Distillate Fuel,2008,CO2,40058,40058
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Residual Fuel,2001,CH4,40079,11928
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Industrial,Not Applicable,Residual Fuel,2010,CO2,40143,40143
Yes,No,No,Electricity,Energy,Imported Electricity,Net Electricity Imports,Not Applicable,All,2003,Biogenic CO2,40224,40224
Yes,Yes,Yes,Industry,Energy,Other Fossil Fuel Use,Industrial,Not Applicable,Petroleum Coke,1994,CO2,40236,40236
Yes,Yes,Yes,Transportation,Energy,Fuel Combustion,Transportation,Nonroad - Miscellaneous/Unclassified,Gasoline,2005,CO2,40243,40243
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Construction,Gasoline,1997,CO2,40255,40255
Yes,Yes,Yes,Industry,Energy,Other Fossil Fuel Use,Industrial,Not Applicable,Waxes,1999,CO2,40280,40280
Yes,Yes,Yes,Transportation,Energy,Fuel Combustion,Transportation,Road,CNG,1999,CO2,40293,40293
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Agricultural,Gasoline,1993,CO2,40334,40334
Yes,Yes,Yes,Waste,Waste,Waste Combustion,In-State Waste Combustion,Not Applicable,Not Applicable,2000,N2O,40338,45533
Yes,Yes,No,Buildings,Energy,Imported Fossil Fuels,Commercial,Not Applicable,Kerosene,1997,CH4,40374,12016
Yes,Yes,Yes,Transportation,Energy,Fuel Combustion,Transportation,Nonroad - Aviation,Aviation Gasoline,2000,CO2,40398,40398
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Coal,2002,CO2,40447,40447
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Road,Gasoline,1993,N2O,40480,45693
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Distillate Fuel,2017,CH4,40485,12049
Yes,Yes,Yes,Transportation,Energy,Fuel Combustion,Transportation,Nonroad - Lawn and Garden,Gasoline,2001,N2O,40498,45713
Yes,Yes,No,Buildings,Energy,Imported Fossil Fuels,Commercial,Not Applicable,LPG,1990,CH4,40580,12077
Yes,Yes,Yes,Electricity,Energy,Fuel Combustion,Electric Power,Not Applicable,Natural Gas,2015,N2O,40608,45838
Yes,Yes,Yes,Electricity,Energy,Fuel Combustion,Electric Power,Not Applicable,Natural Gas,2016,N2O,40648,45883
Yes,Yes,Yes,Waste,Waste,Waste Combustion,In-State Waste Combustion,Not Applicable,Not Applicable,1996,N2O,40671,45909
Yes,Yes,Yes,Industry,Energy,Other Fossil Fuel Use,Industrial,Not Applicable,LPG,2009,CO2,40671,40671
Yes,Yes,Yes,Waste,Waste,Waste Combustion,In-State Waste Combustion,Not Applicable,Not Applicable,1998,N2O,40693,45934
Yes,Yes,Yes,Waste,Waste,Waste Combustion,In-State Waste Combustion,Not Applicable,Not Applicable,1999,N2O,40804,46059
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Construction,Gasoline,1994,CO2,40807,40807
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Coal - Other,1990,CH4,40831,12152
Yes,Yes,Yes,Waste,Waste,Waste Combustion,In-State Waste Combustion,Not Applicable,Not Applicable,2001,N2O,40870,46134
No,No,No,Excluded,Energy,Fuel Combustion,Transportation,Bunker (Vessel),Residual Fuel,2010,CH4,40886,12168
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Military,Distillate Fuel,2009,CO2,40896,40896
Yes,Yes,No,Buildings,Energy,Imported Fossil Fuels,Commercial,Not Applicable,Kerosene,1996,CO2,40896,40896
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Road,Gasoline,1994,N2O,40939,46212
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Construction,Gasoline,1995,CO2,40984,40984
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Miscellaneous/Unclassified,Gasoline,2002,CH4,40985,12198
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,Wood,2006,CH4,41008,12205
Yes,Yes,Yes,Waste,Waste,Waste Combustion,In-State Waste Combustion,Not Applicable,Not Applicable,1997,N2O,41159,46459
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Natural Gas,1996,CO2,41199,41199
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Residential,Not Applicable,Wood,2015,N2O,41200,46506
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Public Nonhighway,Gasoline,1990,CH4,41274,12284
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Construction,Gasoline,2010,CH4,41295,12290
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Distillate Fuel,2016,CH4,41301,12292
Yes,Yes,Yes,Electricity,Energy,Fuel Combustion,Electric Power,Not Applicable,Natural Gas,2014,CH4,41302,12292
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Petroleum Coke,2008,CO2,41306,41306
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Industrial/Commercial,Gasoline,2004,CH4,41320,12298
Yes,Yes,No,Buildings,Energy,Imported Fossil Fuels,Commercial,Not Applicable,Coal,2003,CH4,41324,12299
Yes,Yes,Yes,Buildings,IPPU,Product Use,ODS Substitues,Other Building Appliances,Not Applicable,2018,HFCs,41382,18404
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Distillate Fuel,2018,CH4,41397,12321
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Residual Fuel,1999,CH4,41451,12337
Yes,Yes,Yes,Electricity,Energy,Fuel Combustion,Electric Power,Not Applicable,Natural Gas,2013,CH4,41609,12384
Yes,Yes,No,Buildings,Energy,Imported Fossil Fuels,Residential,Not Applicable,Kerosene,2014,CO2,41640,41640
Yes,Yes,Yes,Transportation,Energy,Fuel Combustion,Transportation,Nonroad - Lawn and Garden,Gasoline,2002,N2O,41674,47041
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Construction,Gasoline,1991,CO2,41716,41716
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Road,Gasoline,1995,N2O,41827,47214
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Special Naphthas,2014,CO2,41960,41960
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Construction,Gasoline,1992,CO2,42035,42035
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Natural Gas,1995,CO2,42087,42087
Yes,Yes,Yes,Industry,Energy,Fuel Combustion,Industrial,Not Applicable,LPG,1995,CO2,42319,42319
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Industrial,Not Applicable,Residual Fuel,2017,CO2,42346,42346
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Residential,Not Applicable,Wood,1990,N2O,42381,47839
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,LPG,2000,CO2,42392,42392
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Road,CNG,2009,CO2,42415,42415
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,LPG,2004,CH4,42442,12632
Yes,Yes,Yes,Waste,Waste,Waste Combustion,In-State Waste Combustion,Not Applicable,Not Applicable,1990,N2O,42498,47972
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Agricultural,Gasoline,1991,CO2,42554,42554
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Construction,Gasoline,2014,CH4,42554,12665
Yes,Yes,No,Industry,Energy,Imported Fossil Fuels,Other Fossil Fuel Use,Not Applicable,Lubricants (Transportation),2019,CH4,42567,12669
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Industrial/Commercial,Gasoline,2013,CH4,42638,12690
Yes,Yes,Yes,Transportation,Energy,Fuel Combustion,Transportation,Nonroad - Lawn and Garden,Gasoline,2003,N2O,42641,48133
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Road,Gasoline,1996,N2O,42675,48171
Yes,Yes,Yes,Buildings,Energy,Fuel Combustion,Commercial,Not Applicable,Distillate Fuel,2019,CH4,42689,12705
Yes,Yes,No,Buildings,Energy,Imported Fossil Fuels,Commercial,Not Applicable,Kerosene,2004,CO2,42727,42727
Yes,Yes,Yes,Transportation,Energy,Fuel Combustion,Transportation,Nonroad - Public Nonhighway,Gasoline,2012,CO2,42731,42731
Yes,Yes,No,Buildings,Energy,Imported Fossil Fuels,Commercial,Not Applicable,LPG,1993,CH4,42740,12720
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Road,Gasoline,1997,N2O,42754,48260
Yes,Yes,No,Transportation,Energy,Imported Fossil Fuels,Transportation,Nonroad - Industrial/Commercial,Gasoline,2014,CH4,42794,12736
Yes,Yes,Yes,Transportation,Energy,Fuel Combustion,Transportation,Nonroad - Public Nonhighway,Gasoline,2014,CO2,42810,42810
