objectid,statefp,countyfp,tractce,geoid,namevalue,namelsad,mtfcc,funcstat,aland,awater,li_cor_dac,shape_area,shape_length
1880,6,71,9707,6071009707,97.07,Census Tract 97.07,G5020,S,20486478,436149,LIC,30840688.2617188,24774.2249931985
1881,6,71,9714,6071009714,97.14,Census Tract 97.14,G5020,S,10116544,0,LIC,14942281.4101563,21072.5306730196
1882,6,71,10009,6071010009,100.09,Census Tract 100.09,G5020,S,17286230,0,LIC,25482008.6054688,22947.7985834695
1883,6,71,10015,6071010015,100.15,Census Tract 100.15,G5020,S,5971603,0,LIC,8800525.36328125,11918.0020454406
1884,6,71,10402,6071010402,104.02,Census Tract 104.02,G5020,S,2419433123,0,LIC,3567455738.25391,324302.897885355
1885,6,71,10802,6071010802,108.02,Census Tract 108.02,G5020,S,215449890,3666001,Both,321628119.265625,123096.369617329
1886,6,71,11700,6071011700,117.0,Census Tract 117,G5020,S,419874297,1381474,Both,624932629.761719,138727.406333863
1887,6,63,100,6063000100,1.0,Census Tract 1,G5020,S,147292078,698439,LIC,252010851.617188,104808.693817659
1888,6,63,400,6063000400,4.0,Census Tract 4,G5020,S,1822619201,6994897,LIC,3129962884.60156,478748.585955791
1889,6,63,300,6063000300,3.0,Census Tract 3,G5020,S,1693345245,23281444,LIC,2921878580.16016,309987.562894777
1890,6,99,203,6099000203,2.03,Census Tract 2.03,G5020,S,10802284,58278,Both,17408525.2421875,19717.5994521029
1891,6,99,301,6099000301,3.01,Census Tract 3.01,G5020,S,1182320,46044,Both,1967407.87109375,6248.82899383396
1892,6,99,303,6099000303,3.03,Census Tract 3.03,G5020,S,2561711,0,DAC,4101632.36328125,10969.546765409
1893,6,99,304,6099000304,3.04,Census Tract 3.04,G5020,S,2615950,0,DAC,4188329.4140625,9070.28051681453
1894,6,99,202,6099000202,2.02,Census Tract 2.02,G5020,S,4679901,37644,DAC,7559406.53125,15664.804498708
1895,6,99,404,6099000404,4.04,Census Tract 4.04,G5020,S,3933497,0,Both,6293887.21484375,10256.0123606451
1896,6,99,601,6099000601,6.01,Census Tract 6.01,G5020,S,8954530,0,DAC,14313816.2539063,16925.1752439634
1897,6,73,3209,6073003209,32.09,Census Tract 32.09,G5020,S,1316743,0,LIC,1863985.4921875,6675.93243966058
1898,6,73,3211,6073003211,32.11,Census Tract 32.11,G5020,S,857738,0,LIC,1214051.421875,5830.94268286461
1899,6,73,8360,6073008360,83.6,Census Tract 83.60,G5020,S,2785972,0,LIC,3962876.296875,9235.23493352381
1900,6,73,8502,6073008502,85.02,Census Tract 85.02,G5020,S,3163490,0,LIC,4493585.08984375,8365.54509210135
1901,6,73,8505,6073008505,85.05,Census Tract 85.05,G5020,S,2952506,0,LIC,4194170.8359375,9425.33288484039
1902,6,73,16502,6073016502,165.02,Census Tract 165.02,G5020,S,2102970,0,LIC,2985649.72265625,7374.86126615262
1903,6,81,602600,6081602600,6026.0,Census Tract 6026,G5020,S,1424081,0,LIC,2275367.875,6981.81511239987
1904,6,81,603700,6081603700,6037.0,Census Tract 6037,G5020,S,1795507,0,LIC,2867793.12109375,8835.78339539508
1905,6,95,252402,6095252402,2524.02,Census Tract 2524.02,G5020,S,15078926,252153,Both,24881269.8554688,22869.3588689214
1906,6,95,252501,6095252501,2525.01,Census Tract 2525.01,G5020,S,1126761,9143,LIC,1844968.109375,5997.69820598149
1907,6,21,10200,6021010200,102.0,Census Tract 102,G5020,S,134382399,929041,LIC,229175051.222656,104221.515493
1908,6,21,10100,6021010100,101.0,Census Tract 101,G5020,S,16577961,0,LIC,28075035.7109375,25624.3942111187
1909,6,21,10501,6021010501,105.01,Census Tract 105.01,G5020,S,159003102,4075142,LIC,275997050.3125,87661.7739281797
1910,6,13,314103,6013314103,3141.03,Census Tract 3141.03,G5020,S,5684859,1579240,Both,11729712.59375,14563.7332873763
1911,6,13,309000,6013309000,3090.0,Census Tract 3090,G5020,S,9905657,8624531,Both,29922183.65625,28978.3072432543
1912,6,13,319000,6013319000,3190.0,Census Tract 3190,G5020,S,3125944,0,LIC,5042850.578125,10061.195968399
1913,6,97,151301,6097151301,1513.01,Census Tract 1513.01,G5020,S,1174279,0,LIC,1911465.3984375,7039.89366941925
1914,6,97,151305,6097151305,1513.05,Census Tract 1513.05,G5020,S,1763148,0,LIC,2870732.01953125,6778.787601897
1915,6,97,151306,6097151306,1513.06,Census Tract 1513.06,G5020,S,1115202,0,LIC,1815944.390625,5654.6639371489
1916,6,37,101110,6037101110,1011.1,Census Tract 1011.10,G5020,S,1142402,0,LIC,1676518.62890625,5565.41119552826
1917,6,37,101210,6037101210,1012.1,Census Tract 1012.10,G5020,S,650690,0,LIC,954767.60546875,4453.10187439844
1918,6,37,101220,6037101220,1012.2,Census Tract 1012.20,G5020,S,698886,0,LIC,1025452.109375,4688.60726916435
1919,6,97,151310,6097151310,1513.1,Census Tract 1513.10,G5020,S,2197420,0,LIC,3577408.04296875,9165.76714816037
1920,6,13,369001,6013369001,3690.01,Census Tract 3690.01,G5020,S,1620380,0,Both,2610687.90625,7970.17636993972
1921,6,1,408200,6001408200,4082.0,Census Tract 4082,G5020,S,901765,0,LIC,1445798.97265625,4882.80061534868
1922,6,37,113301,6037113301,1133.01,Census Tract 1133.01,G5020,S,2255625,0,LIC,3309021.6015625,8369.73481062361
1923,6,37,113401,6037113401,1134.01,Census Tract 1134.01,G5020,S,2451817,0,DAC,3595407.86328125,7641.63906265565
1924,6,37,113421,6037113421,1134.21,Census Tract 1134.21,G5020,S,2196805,8498,Both,3234371.03515625,7986.41886338171
1925,6,1,408400,6001408400,4084.0,Census Tract 4084,G5020,S,542658,0,LIC,869801.7265625,3796.46410017765
1926,6,1,408500,6001408500,4085.0,Census Tract 4085,G5020,S,831360,0,LIC,1332395.875,4700.1244438222
1927,6,1,408600,6001408600,4086.0,Census Tract 4086,G5020,S,1061441,0,LIC,1701401.99609375,6421.48697074021
1928,6,1,408700,6001408700,4087.0,Census Tract 4087,G5020,S,1131294,0,LIC,1813505.0859375,6204.17987103222
1929,6,37,106020,6037106020,1060.2,Census Tract 1060.20,G5020,S,2010764,7144,LIC,2965683.19140625,8581.92791139124
1930,6,89,10100,6089010100,101.0,Census Tract 101,G5020,S,1346835,27692,LIC,2385539.234375,8767.53691724208
1931,6,59,99305,6059099305,993.05,Census Tract 993.05,G5020,S,1403502,0,LIC,2032043.0625,6143.17280946285
1932,6,59,99306,6059099306,993.06,Census Tract 993.06,G5020,S,1107815,0,LIC,1603446.703125,5848.42366080003
1933,6,59,99251,6059099251,992.51,Census Tract 992.51,G5020,S,1323518,0,LIC,1917534.23046875,6106.01886099505
1934,6,59,99903,6059099903,999.03,Census Tract 999.03,G5020,S,1341703,0,LIC,1946478.6484375,5947.4542786239
1935,6,59,99905,6059099905,999.05,Census Tract 999.05,G5020,S,1004707,0,LIC,1457698.203125,6864.7613212869
1936,6,1,408800,6001408800,4088.0,Census Tract 4088,G5020,S,1204352,0,Both,1930099.1640625,6465.89576974828
1937,6,1,408900,6001408900,4089.0,Census Tract 4089,G5020,S,802406,0,Both,1285782.01953125,5991.56195513718
1938,6,1,409100,6001409100,4091.0,Census Tract 4091,G5020,S,490550,0,Both,785599.09375,3903.29486865025
1939,6,1,409200,6001409200,4092.0,Census Tract 4092,G5020,S,716798,0,Both,1147828.625,5010.53573279355
1940,6,1,409300,6001409300,4093.0,Census Tract 4093,G5020,S,1076278,0,Both,1723876.734375,5648.54272555204
1941,6,37,113422,6037113422,1134.22,Census Tract 1134.22,G5020,S,1522530,7193,Both,2243075.6328125,6710.84168695073
1942,6,37,115201,6037115201,1152.01,Census Tract 1152.01,G5020,S,1366767,8775,LIC,2017949.45703125,6701.89935349554
1943,6,37,115202,6037115202,1152.02,Census Tract 1152.02,G5020,S,1737515,3837,Both,2553969.8515625,6921.249311487
1944,6,59,99904,6059099904,999.04,Census Tract 999.04,G5020,S,1328036,0,Both,1926653.1953125,5892.95307342106
1945,6,59,52424,6059052424,524.24,Census Tract 524.24,G5020,S,1541283,0,LIC,2229729.734375,6787.19530713734
1946,6,59,52425,6059052425,524.25,Census Tract 524.25,G5020,S,2612711,0,LIC,3780795.05859375,8390.1138691736
1947,6,13,306002,6013306002,3060.02,Census Tract 3060.02,G5020,S,7535077,1806211,LIC,15071516.2695313,22779.8967742977
1948,6,13,301000,6013301000,3010.0,Census Tract 3010,G5020,S,91200743,30719543,LIC,196864915.613281,78541.4576658062
1949,6,13,361000,6013361000,3610.0,Census Tract 3610,G5020,S,15993335,0,LIC,25758573.1875,28443.9065815495
1950,6,13,334004,6013334004,3340.04,Census Tract 3340.04,G5020,S,2644528,0,LIC,4260580.6640625,12731.4127095825
1951,6,13,369002,6013369002,3690.02,Census Tract 3690.02,G5020,S,1509367,0,LIC,2431961.46875,7960.01422987824
1952,6,13,307204,6013307204,3072.04,Census Tract 3072.04,G5020,S,1499997,0,LIC,2419210.55078125,6108.70780535566
1953,6,13,313103,6013313103,3131.03,Census Tract 3131.03,G5020,S,13997829,0,LIC,22567468.4179688,20589.6452729697
1954,6,13,367100,6013367100,3671.0,Census Tract 3671,G5020,S,1724961,32931,LIC,2833457.18359375,8505.3585721306
1955,6,1,409400,6001409400,4094.0,Census Tract 4094,G5020,S,1253613,0,Both,2008282.6328125,6399.65977250675
1956,6,1,409500,6001409500,4095.0,Census Tract 4095,G5020,S,836613,0,Both,1340455.73046875,5665.08652916147
1957,6,1,409600,6001409600,4096.0,Census Tract 4096,G5020,S,747478,0,LIC,1197732.03125,4678.71992698401
1958,6,1,409700,6001409700,4097.0,Census Tract 4097,G5020,S,811304,0,LIC,1300114.2265625,4929.12877040036
1959,6,1,410100,6001410100,4101.0,Census Tract 4101,G5020,S,784437,0,LIC,1256767.27734375,5798.74583110404
1960,6,95,250900,6095250900,2509.0,Census Tract 2509,G5020,S,812851,158294,Both,1570822.39453125,5189.18669127183
1961,6,95,251902,6095251902,2519.02,Census Tract 2519.02,G5020,S,2010649,0,Both,3256318.984375,7632.35885696065
1962,6,37,115401,6037115401,1154.01,Census Tract 1154.01,G5020,S,1905161,0,Both,2793622.26953125,7533.95514030582
1963,6,77,4203,6077004203,42.03,Census Tract 42.03,G5020,S,1069959,0,LIC,1732565.96484375,5942.54270881609
1964,6,39,300,6039000300,3.0,Census Tract 3,G5020,S,9861936,0,LIC,15536751.1132813,18900.0090292205
1965,6,1,410200,6001410200,4102.0,Census Tract 4102,G5020,S,585845,0,LIC,938535.8828125,5399.02720155766
1966,6,1,410400,6001410400,4104.0,Census Tract 4104,G5020,S,706611,0,LIC,1131863.49609375,4323.19981640842
1967,6,1,420200,6001420200,4202.0,Census Tract 4202,G5020,S,463184,0,LIC,745014.33203125,3756.61295023588
1968,6,59,87001,6059087001,870.01,Census Tract 870.01,G5020,S,1314663,0,LIC,1909829.23828125,5869.14684072333
1969,6,59,87002,6059087002,870.02,Census Tract 870.02,G5020,S,1246020,0,LIC,1810112.72265625,5771.62004848809
1970,6,111,1502,6111001502,15.02,Census Tract 15.02,G5020,S,2606558,2752,LIC,3829629.296875,8833.55524334291
1971,6,111,1503,6111001503,15.03,Census Tract 15.03,G5020,S,2068671,1388,LIC,3038529.55859375,8442.3008234579
1972,6,1,420300,6001420300,4203.0,Census Tract 4203,G5020,S,1303595,1109281,LIC,3880803.91015625,9870.64521408886
1973,6,1,420400,6001420400,4204.0,Census Tract 4204,G5020,S,1108466,1632801,LIC,4408078.6953125,10286.4404607784
1974,6,111,1507,6111001507,15.07,Census Tract 15.07,G5020,S,1836726,0,LIC,2695121.04296875,7545.37861849368
1975,6,111,1601,6111001601,16.01,Census Tract 16.01,G5020,S,1120415,0,LIC,1644885.5,5675.0653157112
1976,6,59,99240,6059099240,992.4,Census Tract 992.40,G5020,S,2391545,386938,LIC,4019405.29296875,10724.9242587135
1977,6,59,99402,6059099402,994.02,Census Tract 994.02,G5020,S,2599299,0,Both,3765874.01953125,7829.60606758084
1978,6,59,110005,6059110005,1100.05,Census Tract 1100.05,G5020,S,1091013,0,LIC,1583300.59765625,5308.51049559256
1979,6,59,1901,6059001901,19.01,Census Tract 19.01,G5020,S,822786,0,LIC,1196354.59765625,4403.41832442016
1980,6,111,903,6111000903,9.03,Census Tract 9.03,G5020,S,134474322,55345,LIC,198426524.050781,83027.9320255553
1981,6,111,1201,6111001201,12.01,Census Tract 12.01,G5020,S,6640902,3104,LIC,9758783.38671875,15521.1931340678
1982,6,59,89107,6059089107,891.07,Census Tract 891.07,G5020,S,1422629,0,LIC,2064075.72265625,6526.91771943096
1983,6,59,52423,6059052423,524.23,Census Tract 524.23,G5020,S,3791406,0,LIC,5486754.58203125,12392.7847292175
1984,6,59,21802,6059021802,218.02,Census Tract 218.02,G5020,S,4306304,0,LIC,6265226.2578125,11212.8989535417
1985,6,59,86405,6059086405,864.05,Census Tract 864.05,G5020,S,1220017,0,LIC,1773096.34765625,5626.0995830992
1986,6,59,74501,6059074501,745.01,Census Tract 745.01,G5020,S,540568,0,Both,783724.41796875,3787.87416162639
1987,6,59,32014,6059032014,320.14,Census Tract 320.14,G5020,S,1754943,0,LIC,2537211.1484375,7492.16814240083
1988,6,111,1302,6111001302,13.02,Census Tract 13.02,G5020,S,3548558,133997,LIC,5408004.2421875,9533.56986394536
1989,6,59,32022,6059032022,320.22,Census Tract 320.22,G5020,S,4441798,24181,LIC,6446612.37109375,12059.9135544537
1990,6,59,52505,6059052505,525.05,Census Tract 525.05,G5020,S,1190675,0,LIC,1724431.6875,5309.63329725638
1991,6,59,87101,6059087101,871.01,Census Tract 871.01,G5020,S,1318986,0,LIC,1916446.93359375,5886.12890598983
1992,6,59,87102,6059087102,871.02,Census Tract 871.02,G5020,S,1445590,13757,Both,2120614.31640625,6496.6378674843
1993,6,59,87103,6059087103,871.03,Census Tract 871.03,G5020,S,1978797,0,LIC,2874736.03125,7822.14163494743
1994,6,59,87105,6059087105,871.05,Census Tract 871.05,G5020,S,1727716,0,Both,2510029.2109375,6687.68778312627
1995,6,59,87106,6059087106,871.06,Census Tract 871.06,G5020,S,924240,0,Both,1342508.41015625,6240.88377582357
1996,6,105,200,6105000200,2.0,Census Tract 2,G5020,S,1940993107,845419,LIC,3400696296.77344,387925.18906665
1997,6,105,300,6105000300,3.0,Census Tract 3,G5020,S,1554337565,99155,LIC,2694103012.28906,291418.23947622
1998,6,105,400,6105000400,4.0,Census Tract 4,G5020,S,2152489476,4477867,LIC,3699600684.21875,314768.628343476
1999,6,23,10901,6023010901,109.01,Census Tract 109.01,G5020,S,7061025,0,LIC,12260411.28125,20919.6459313618
2000,6,23,10902,6023010902,109.02,Census Tract 109.02,G5020,S,1048738376,1050071,LIC,1817784402.01953,295026.932948456
2001,6,23,11600,6023011600,116.0,Census Tract 116,G5020,S,1017865401,3425752,LIC,1753066367.30859,236982.2470195
2002,6,23,1300,6023001300,13.0,Census Tract 13,G5020,S,41340408,41280175,LIC,144543443.019531,90147.2404471704
2003,6,77,5110,6077005110,51.1,Census Tract 51.10,G5020,S,4925602,0,DAC,7902191.0859375,17972.7720644765
2004,6,77,5127,6077005127,51.27,Census Tract 51.27,G5020,S,1998283,0,DAC,3208923.0625,7598.1629227517
2005,6,59,1402,6059001402,14.02,Census Tract 14.02,G5020,S,1238598,0,Both,1804092.92578125,5615.15957423312
2006,6,59,1404,6059001404,14.04,Census Tract 14.04,G5020,S,2926340,0,Both,4260999.01953125,10571.0543650837
2007,6,59,1503,6059001503,15.03,Census Tract 15.03,G5020,S,3085737,0,LIC,4492127.16796875,9746.72180347151
2008,6,59,32027,6059032027,320.27,Census Tract 320.27,G5020,S,1758445,0,LIC,2542985.78125,8089.36352493904
2009,6,59,32028,6059032028,320.28,Census Tract 320.28,G5020,S,2016658,104604,LIC,3067211.78515625,7989.43735836167
2010,6,75,23102,6075023102,231.02,Census Tract 231.02,G5020,S,499233,0,Both,799551.75390625,5240.14625499658
2011,6,75,23200,6075023200,232.0,Census Tract 232,G5020,S,856567,0,Both,1371593.23828125,5732.78036739402
2012,6,59,52519,6059052519,525.19,Census Tract 525.19,G5020,S,975991,0,LIC,1412835.41015625,7582.70009204164
2013,6,59,52521,6059052521,525.21,Census Tract 525.21,G5020,S,1342421,19388,LIC,1971923.96484375,8060.83009381771
2014,6,75,23300,6075023300,233.0,Census Tract 233,G5020,S,635979,0,Both,1018308.76171875,4521.66909798458
2015,6,75,22901,6075022901,229.01,Census Tract 229.01,G5020,S,248905,0,LIC,398811.98046875,2611.47435455618
2016,6,1,407000,6001407000,4070.0,Census Tract 4070,G5020,S,862936,0,LIC,1384027.78515625,4733.99366049423
2017,6,1,407200,6001407200,4072.0,Census Tract 4072,G5020,S,715071,0,Both,1146559.45703125,4655.80517652268
2018,6,1,407300,6001407300,4073.0,Census Tract 4073,G5020,S,2370917,209265,Both,4135476.6328125,10674.5179194151
2019,6,1,407400,6001407400,4074.0,Census Tract 4074,G5020,S,511491,0,Both,819984.71875,4126.38392335756
2020,6,1,407600,6001407600,4076.0,Census Tract 4076,G5020,S,1022712,0,LIC,1639821.7578125,6104.68271334122
2021,6,1,407700,6001407700,4077.0,Census Tract 4077,G5020,S,917997,0,LIC,1471884.80078125,4854.9643540151
2022,6,1,407800,6001407800,4078.0,Census Tract 4078,G5020,S,1234691,0,LIC,1979936.73046875,8118.89939093619
2023,6,71,2204,6071002204,22.04,Census Tract 22.04,G5020,S,19290383,0,DAC,28186188.0429688,27488.3593941415
2024,6,71,940100,6071940100,9401.0,Census Tract 9401,G5020,S,112508426,2592845,LIC,168620667.992188,79032.9813021445
2025,6,71,9107,6071009107,91.07,Census Tract 91.07,G5020,S,83177822,7520,LIC,122611113.386719,50927.6077921014
2026,6,71,8705,6071008705,87.05,Census Tract 87.05,G5020,S,4603776,0,LIC,6719626.8046875,15268.096875014
2027,6,71,4601,6071004601,46.01,Census Tract 46.01,G5020,S,3854945,0,DAC,5645055.33203125,15385.1553799047
2028,6,71,2301,6071002301,23.01,Census Tract 23.01,G5020,S,5688971,0,DAC,8322475.94140625,13395.1903985232
2029,6,71,1600,6071001600,16.0,Census Tract 16,G5020,S,12421094,0,Both,18142390.8515625,29402.2582180183
2030,6,71,7407,6071007407,74.07,Census Tract 74.07,G5020,S,1297662,0,Both,1898683.796875,5840.68687182333
2031,6,71,10409,6071010409,104.09,Census Tract 104.09,G5020,S,3567190997,53327,LIC,5231991161.55859,422905.187601364
2032,6,59,1504,6059001504,15.04,Census Tract 15.04,G5020,S,2048538,0,LIC,2982243.703125,7150.25655986583
2033,6,85,503509,6085503509,5035.09,Census Tract 5035.09,G5020,S,1078698,0,LIC,1709959.77734375,6640.39651968279
2034,6,71,4800,6071004800,48.0,Census Tract 48,G5020,S,866044,0,Both,1266560.28125,4528.16817744138
2035,6,71,9500,6071009500,95.0,Census Tract 95,G5020,S,5270359,0,Both,7851752.01171875,16995.4531264508
2036,6,59,1506,6059001506,15.06,Census Tract 15.06,G5020,S,4508212,27603,LIC,6606576.9921875,12042.2756705357
2037,6,59,1507,6059001507,15.07,Census Tract 15.07,G5020,S,1910398,0,LIC,2781819.77734375,8737.59768084996
2038,6,59,52524,6059052524,525.24,Census Tract 525.24,G5020,S,2398331,0,LIC,3476439.28125,7440.93255388324
2039,6,59,62605,6059062605,626.05,Census Tract 626.05,G5020,S,1047122,845380,LIC,2731354.30078125,7790.45230454238
2040,6,71,4700,6071004700,47.0,Census Tract 47,G5020,S,1994953,0,Both,2918408.1796875,7376.79447938136
2041,6,71,7403,6071007403,74.03,Census Tract 74.03,G5020,S,3923167,0,LIC,5742168.4375,9793.1998827776
2042,6,85,503510,6085503510,5035.1,Census Tract 5035.10,G5020,S,1032932,0,LIC,1637441.13671875,5657.40279836728
2043,6,71,9712,6071009712,97.12,Census Tract 97.12,G5020,S,15037624,0,LIC,22186329.2460938,20199.78794993
2044,6,71,9713,6071009713,97.13,Census Tract 97.13,G5020,S,20049137,0,LIC,29611142.7382813,23024.4489742236
2045,6,71,10700,6071010700,107.0,Census Tract 107,G5020,S,139316509,0,LIC,207219827.078125,65333.6444278552
2046,6,71,11800,6071011800,118.0,Census Tract 118,G5020,S,153122945,0,LIC,227809048.699219,82167.6323238476
2047,6,71,5100,6071005100,51.0,Census Tract 51,G5020,S,5026924,0,Both,7359568.984375,13155.6171143152
2048,6,71,8901,6071008901,89.01,Census Tract 89.01,G5020,S,3518664446,11144770,LIC,5343311169.16797,343952.534824831
2049,6,71,10411,6071010411,104.11,Census Tract 104.11,G5020,S,54020380,0,LIC,79076700.46875,51652.865672577
2050,6,71,10416,6071010416,104.16,Census Tract 104.16,G5020,S,498944622,0,LIC,729856998.347656,178359.794928152
2051,6,71,9400,6071009400,94.0,Census Tract 94,G5020,S,11159702,0,Both,16628294.4335938,28884.6097473761
2052,6,71,10300,6071010300,103.0,Census Tract 103,G5020,S,18004913924,6351750,Both,27011607255.5859,1039808.61249495
2053,6,71,10022,6071010022,100.22,Census Tract 100.22,G5020,S,5019286,0,LIC,7391089.43359375,12180.9208581146
2054,6,71,10413,6071010413,104.13,Census Tract 104.13,G5020,S,57784377,0,LIC,84440030.71875,44545.9646460309
2055,6,71,10415,6071010415,104.15,Census Tract 104.15,G5020,S,19526161,0,LIC,28582935.9101563,23625.6961885128
2056,6,71,6302,6071006302,63.02,Census Tract 63.02,G5020,S,2594836,0,Both,3796180.6171875,10363.7681708177
2057,6,71,9716,6071009716,97.16,Census Tract 97.16,G5020,S,8926488,0,LIC,13188122.2773438,16956.178117039
2058,6,71,9708,6071009708,97.08,Census Tract 97.08,G5020,S,217435254,375665,LIC,320758172.300781,86409.9063564607
2059,6,71,10410,6071010410,104.1,Census Tract 104.10,G5020,S,57127610,0,LIC,83719425.7304688,48761.8309195948
2060,6,1,424001,6001424001,4240.01,Census Tract 4240.01,G5020,S,507529,0,LIC,815369.9765625,3823.0810142698
2061,6,85,503511,6085503511,5035.11,Census Tract 5035.11,G5020,S,829163,0,LIC,1314182.66015625,5140.01549891583
2062,6,85,503601,6085503601,5036.01,Census Tract 5036.01,G5020,S,1372314,0,Both,2175959.6171875,6928.60304358685
2063,6,85,504410,6085504410,5044.1,Census Tract 5044.10,G5020,S,1103595,0,LIC,1752235.15625,5937.10685533033
2064,6,59,1801,6059001801,18.01,Census Tract 18.01,G5020,S,1750836,0,Both,2545960.49609375,8187.40012772978
2065,6,59,1802,6059001802,18.02,Census Tract 18.02,G5020,S,1176744,0,Both,1710979.42578125,5695.4736298568
2066,6,59,1903,6059001903,19.03,Census Tract 19.03,G5020,S,919679,0,LIC,1337021.6796875,5313.88686255244
2067,6,59,11000,6059011000,110.0,Census Tract 110,G5020,S,3040243,0,LIC,4421597.19140625,9533.41488634761
2068,6,59,11101,6059011101,111.01,Census Tract 111.01,G5020,S,1030837,0,LIC,1498753.72265625,5106.90419171705
2069,6,59,11102,6059011102,111.02,Census Tract 111.02,G5020,S,1105857,0,LIC,1607821.078125,5228.21973543449
2070,6,59,32037,6059032037,320.37,Census Tract 320.37,G5020,S,4371439,0,LIC,6320499.9375,16117.1782915353
2071,6,71,7601,6071007601,76.01,Census Tract 76.01,G5020,S,2599076,0,Both,3801246.52734375,7799.8612392641
2072,6,59,62611,6059062611,626.11,Census Tract 626.11,G5020,S,1665709,82580,LIC,2530357.69921875,8306.37570868328
2073,6,59,62614,6059062614,626.14,Census Tract 626.14,G5020,S,6225544,62414,LIC,9096242.7890625,12752.0987080722
2074,6,1,428400,6001428400,4284.0,Census Tract 4284,G5020,S,810521,1168052,LIC,3170239.1953125,12253.6151850746
2075,6,1,430900,6001430900,4309.0,Census Tract 4309,G5020,S,1096550,0,LIC,1754487.89453125,5802.26541971709
2076,6,59,62622,6059062622,626.22,Census Tract 626.22,G5020,S,2974942,26675,LIC,4339861.578125,8472.61106127702
2077,6,17,31600,6017031600,316.0,Census Tract 316,G5020,S,7926182,0,LIC,13121515.953125,16273.1627040024
2078,6,17,30301,6017030301,303.01,Census Tract 303.01,G5020,S,1134174,0,LIC,1876541.74609375,7008.97348335401
2079,6,17,30302,6017030302,303.02,Census Tract 303.02,G5020,S,3241413,0,LIC,5364775.21484375,9697.26748538724
2080,6,75,17902,6075017902,179.02,Census Tract 179.02,G5020,S,2705146,123857178,Both,203083988.773438,91353.9259798836
2081,6,75,47702,6075047702,477.02,Census Tract 477.02,G5020,S,352786,0,LIC,565614.66796875,3201.49268332302
2082,6,75,35202,6075035202,352.02,Census Tract 352.02,G5020,S,372758,0,LIC,597424.4296875,3097.06434611454
2083,6,75,25403,6075025403,254.03,Census Tract 254.03,G5020,S,516564,0,LIC,827287.80859375,5333.79018149352
2084,6,1,431000,6001431000,4310.0,Census Tract 4310,G5020,S,954200,0,LIC,1526508.484375,7267.96295043485
2085,6,53,13600,6053013600,136.0,Census Tract 136,G5020,S,950616,0,LIC,1477870.6875,4721.88472052832
2086,6,53,10606,6053010606,106.06,Census Tract 106.06,G5020,S,286133576,849953,LIC,447144313.386719,178998.829592734
2087,6,53,11102,6053011102,111.02,Census Tract 111.02,G5020,S,118837762,102539,LIC,184264559.226563,78114.4974004633
2088,6,85,503602,6085503602,5036.02,Census Tract 5036.02,G5020,S,1220960,0,Both,1935253.015625,6384.55551749118
2089,6,59,11200,6059011200,112.0,Census Tract 112,G5020,S,1669441,0,LIC,2427946.42578125,7051.74896887751
2090,6,85,503703,6085503703,5037.03,Census Tract 5037.03,G5020,S,655030,0,LIC,1038274.78515625,4725.97895832119
2091,6,85,503712,6085503712,5037.12,Census Tract 5037.12,G5020,S,664171,0,Both,1053226.703125,4201.06745095081
2092,6,1,428000,6001428000,4280.0,Census Tract 4280,G5020,S,525762,0,LIC,842767.3125,3896.16511499125
2093,6,59,11401,6059011401,114.01,Census Tract 114.01,G5020,S,1424309,0,LIC,2071749.05078125,6964.25786346868
2094,6,59,11403,6059011403,114.03,Census Tract 114.03,G5020,S,1485009,0,Both,2159637.08203125,6774.39936629674
2095,6,59,11502,6059011502,115.02,Census Tract 115.02,G5020,S,1348735,0,Both,1961406.80078125,5981.06163731029
2096,6,53,11400,6053011400,114.0,Census Tract 114,G5020,S,3667597527,49216662,LIC,5684930228.33594,492577.515495886
2097,6,59,62625,6059062625,626.25,Census Tract 626.25,G5020,S,1489581,0,LIC,2152392.37109375,6342.72336970851
2098,6,59,62627,6059062627,626.27,Census Tract 626.27,G5020,S,956840,36787,LIC,1437744.12890625,5081.80288970817
2099,6,53,600,6053000600,6.0,Census Tract 6,G5020,S,1078840,0,LIC,1680602.65625,5489.63092433267
2100,6,85,503708,6085503708,5037.08,Census Tract 5037.08,G5020,S,1218664,0,LIC,1932891.171875,5629.27787304214
2101,6,77,5302,6077005302,53.02,Census Tract 53.02,G5020,S,2294753,0,DAC,3676916.21484375,9162.55502036393
2102,6,77,100,6077000100,1.0,Census Tract 1,G5020,S,1889888,16915,Both,3071929.0625,8030.16116253632
2103,6,1,422500,6001422500,4225.0,Census Tract 4225,G5020,S,460336,0,LIC,740090.7734375,3936.89615406157
2104,6,1,422700,6001422700,4227.0,Census Tract 4227,G5020,S,348098,0,LIC,559501.2421875,3417.95373463332
2105,6,1,422900,6001422900,4229.0,Census Tract 4229,G5020,S,544282,0,LIC,874827.71484375,3879.52627437864
2106,6,1,423000,6001423000,4230.0,Census Tract 4230,G5020,S,730083,0,LIC,1173429.609375,4342.01994779129
2107,6,1,423100,6001423100,4231.0,Census Tract 4231,G5020,S,748653,0,LIC,1203240.640625,4408.02813760135
2108,6,1,424002,6001424002,4240.02,Census Tract 4240.02,G5020,S,327217,0,LIC,525691.20703125,3456.94437603471
2109,6,75,12000,6075012000,120.0,Census Tract 120,G5020,S,125229,0,LIC,200849.87109375,2042.3010664475
