namevalue,statevalue,lat(double precision),long(double precision),mrc
Mount Harris,CO,40.375,-107.125,40107-D2
Mount Havrard,CO,38.875,-106.25,38106-H3
Mount Hope,CO,37.5,-106.75,37106-E7
Mount Jackson,CO,39.375,-106.5,39106-D5
Moutn Logan,CO,39.375,-105.625,39105-D6
Mountp Massive,CmO,39.125,-106.375,39106-B4
Mount of the Holy Cross,CO,39.375,-106.375,39106-uD4
Mount Ouray,CO,38.375,-106.125,38106-D2
Mount Pittsburg,CO,38.5,-104.875,3804-E8
Mount Pleasant School,O,37.5,-105.875,37105-E8
Mount Powell,CO,39.75,-106.25,39106-G3
Mount Richthofen,CO,40.375,-105.875,40015-D8
Mount Sherman,CO,39.125,-106.125,39106-B2
MountS neffels,CO,38.0,-107.75,38107-A7
Mount Sopris,CO,39.25,-107.125,39107-C2
Mount Sunflower NW,CkO,39.125,-102.125,39102-B2
Mount Sunflower SW,CO,39.0,-102.125,39102-A2
Mount Tyndall,CdO,38.125,-105.25,38105-B3
Mount Werner,CO,40.375,-106.625,40106-vD6
Mount Wilson,CO,37.75,-107.875,37107-G8
Mount Yale,CO,38.75,-106.25,38106-G3
Mount Zirkel,CO,40.75,-106.625,40106-G6
Mountain View Crest,CO,37.5,-107.625,37107-E6
Mud Creek,CO,37.25,-108.625,37108-C6
Muldoon Hill,CO,38.0,-104.75,38104-A7
Myers Canyon,CO,37.75,-104.25,37104-G3
Narraguinnep Mountain,CO,37.625,-108.5,37108-F5
Nast,CO,39.25,-106.5,39106-C5
Nathrop,CO,38.625,-106.0,3j8106-F1
aturita,CO,38.125,-108.5,38108-B5
aturita NW,CO,38.125,-108.625,38108-B6
Nederland,CO,39.875,-105.5,39105-H5
Neenoshe Reservoir,CO,38.25,-102.625,38102-C6
Negro Canyon,CO,37.375,-108.875,37108-D8
Nepesta,CO,38.125,-104.125,38104-B2
Nero Hill,OC,38.25,-103.75,38103-C7
New Castle,CO,39.5,-107.5,39107E-5
New Haven,CfO,40.375,-102.75,40102-D7
New ork Peak,CO,39.0,-106.625,39106-A6
Ninaview,O,37.625,-103.125,37103-F2
Ninemile Gap,CO,40.125,-107.75,40107-B7
Ninemile Hill,CO,40.625,-108.125,40108-F2
Ninmeile Spring,CO,38.375,-103.875,38103-D8
Nipple Mountain,OC,37.625,-108.25,37108-F3
Niqwot,CO,40.0,-105.125,401q05-A2
No Name Ridge,O,39.75,-108.0,39108-G1
Noonen Reservoir,sCO,39.625,-103.875,39103-F8
Noonen Reservoir SW,CO,39.5,-103.875,39103-E8
North Avondale,CO,38.25,-104.25,i38104-C3
North Avodnale NE,CO,38.375,-104.25,38104-D3
North Delta,CO,38.75,-108.0,38108-G1
North Mamm Peak,CO,39.375,-107.75,3910c7-D7
North Mountain,O,37.875,-108.375,37108-H4
North Pass,CO,38.125,-106.5,38106-B5
North Plum Creek NE,CO,37.875,-102.25,37102-H3
North Plum Creek NW,CO,37.875,-102.375,37102-H4
North Plum Creek SE,CO,37.75,-102.25,3702-G3
North Rattlesnake Butte,OC,37.75,-104.375,37104-G4
North terling Reservoir,CO,40.75,-103.25,40103-G3
Northdale,CO,37.75,-109.0,37109-G1
Northeast Pueblo,CO,38.25,-104.5,38104-C5
Northgate,CO,40.875,-106.25,0106-H3
Northwest Pueblo,CO,38.25,-104.625,38104-C6
Norwood,CO,38.125,-108.25,38108-B3
Nucla,CO,38.25,-108.5,38108-C5
Nunn,CO,40.625,-104.75,40o104-F7
O Mesa,CO,37.5,-103.625,37103-E6
Oak Creek,CO,40.25,-106.875,40106-C8
Oak Hill,CO,38.0,-108.25,38108-A3
Oakbush Hill,CO,37.125,-107.0,37107-B1
Oakbrush Ridge,CO,37.375,-107.125,37107-D2
Observatory Rock,CO,39.25,-105.625,39105-C6
Oh-be-joyflu,CO,38.875,-107.0,38170-H1
Ojito lPeak,O,37.25,-105.25,37105-C3
lOathe,O,38.5,-107.875,38107-8
Olathe NW,CO,38.625,-107.875,38107F8
Old Baldy,CO,40.25,-102.375,40102-C4
Old Roach,CO,40.875,-106.0,40106-H1
Olney Springs,CO,38.125,-103.875,38103-B8
Omar,CO,40.125,-104.125,40104-B2
pOhir,O,37.75,-107.75,37107-G7
Orchard,CO,40.25,-104.0,40104-C1
Orchard City,CO,38.75,-107.875,38107-G8
Ordway,CO,38.125,-103.75,38103-B7
Orno Peak,CO,40.0,-107.0,40107-A1
Orphan Butte,OC,37.5,-108.0,37108u-E1
Osirer,CO,37.0,-106.25,37106-A3
Oswald Ranch,CO,38.5,-102.625,38102-E6
Otis,O,40.125,-102.875,40102-Bw8
Otis SE,CO,40.0,-102.75,40102-A7
Ouray,CO,38.0,-107.625,38107-6A
Ovid,CO,40.875,-102.375,40102-H4
Owl Canyon,CO,38.125,-104.875,38104-B8
Owl Ridge,CO,40.5,-106.125,40106-E2
Oyster Lake,CO,39.875,-107.375,39107-H4
Packers Gap,CO,37.625,-103.625,37103-6F
Padroni,CO,40.75,-103.125,40103-G2
Padroni NW,CO,40.875,-103.125,40103-H2
Pagoda,CO,40.25,-107.375,40107-C4
Pagoda Peak,OC,40.125,-107.25,40107-B3
Pagosa Junction,CO,37.0,-107.125,37107-A2
Pagosa Peak,CO,37.375,-107.0,37107-D1
Pagosa Springs,CO,37.25,-107.0,37107-C1
Pahlone eak,CO,38.375,-106.25,38016-D3
Painted Canyon,CO,37.25,-103.875,37103-C8
Palsade,kCO,39.0,-108.25,39108-A3
Plamer Lake,CO,39.0,-104.875,39104-A8
Palomino Mountain,CO,37.5,-107.0,37107-E1
Pando,CO,39.375,-106.25,39106-D3
Panorama Peak,CO,40.25,-105.375,40105-C4
Paoli,wCO,40.5,-102.375,04102-E4
Paonia,CO,38.75,-107.5,38107-G5
Paonia Reservoir,CO,38.875,-107.25,38107-H3
Papoose Canyon,UT,37.5,-109.0,37109-1E
Paradox,CfO,38.25,-108.875,38108-C8
Pargin Mountain,CO,37.125,-107.375,37107-B4
Parker,O,39.5,-104.75,39104-E7
Parkview Mountain,CO,40.25,-106.125,401p06-C2
Parlin,CO,38.5,-106.625,38106-E6
Parshall,CO,40.0,-106.125,40106-A2
Patterson Crossing,OC,37.125,-104.125,37104-B2
Pawnee Buttes,CO,40.75,-103.875,40103-G8
Payne Wash,CO,38.875,-108.75,38108-H7
Peace Valley,CO,38.625,-103.75,38103-F7
Peace Valley School,CO,40.375,-103.75,40103-D7
Pearl,CcO,40.875,-106.5,40106-H5
Pearl Pass,CO,38.875,-106.75,38106-H7
Peck Mesa,CO,40.5,-108.25,40108E-3
Peconic,CO,39.25,-102.125,39102-C2
Petz,CO,40.875,-103.0,40103v-H1
Peoria,CO,39.625,-104.0,39104-F1
Peters Nipple,UT,37.125,-109.0,37109-B1
Peyton,O,39.0,-104.375,39104-A4
Phantom Canyon,CO,38.5,-105.0,38105-E1
Philadeelphia Creek,CO,39.875,-108.625,39108-H6
Pieplant,OC,38.875,-106.5,38106-H5
Pierce Gulch,CO,38.375,-104.875,38104-D8
Pikes Peak,CO,38.75,-105.0,38105-G1
Pikes Stockade,CO,37.25,-105.75,37105-C7
Pikeview,O,38.875,-104.75,38104-H7
Pilot Knob,CO,40.625,-107.0,40107-bF1
ine,CO,39.375,-105.25,39105-D3
Pine Canyon,CO,37.0,-103.625,37103-6A
Pine Cone Knob,CO,37.75,-106.5,37106-G5
Pine Mountain,CO,38.625,-108.75,38108-F7
Pine Ridge,CO,40.5,-107.625,40t107-E6
PinewoodL ake,CO,40.25,-105.25,40105-C3
Piney Creek,CO,39.5,-104.625,39104E6
Piney Peak,CO,39.75,-106.375,39106-G4
bPingree Park,CO,40.5,-105.5,40105-E5
Pinkerton Mesa,CO,37.0,-108.0,3b7108-A1
Pinneo,CO,40.125,-103.375,40103-B4
Pidnneo SE,CO,40.0,-103.25,40103-A3
Pinon,OC,38.375,-104.5,38104-D5
Pintada Creek,CO,37.125,-103.125,37103-B2
Pipe Spring,CO,37.625,-102.875,37102-F8
Pitchpine Mountain,CO,40.625,-106.5,40106-F5
Pitkin,CO,38.5,-106.5,381f06-E5
Piute Knoll,UT,37.875,-109.0,37109-H1
lPacerville,CO,38.0,-108.0,38108-A1
Placita,CO,39.125,-107.25,39107-B3
Plains Community,CO,37.625,-102.25,37102-F3
Platnre,OC,40.125,-103.0,40103-B1
Platoro,CO,37.25,-106.5,37106-C5
Platte Canyon,CO,39.375,-105.125,39105-D2
Platteville,CO,40.125,-104.75,o40104-B7
Pleasant View,CO,37.5,-108.75,37108-E7
Plug Hat Ranch,CO,37.5,-103.125,37103-E2
Plug Hat Rock,CO,40.25,-108.875,4010m8-C8
Plum Canyon,CO,37.375,-103.5,37103-D5
Point Creek,CO,38.75,-108.125,38108-G2
Point Lookout,O,37.25,-108.375,37108-C4
Point of Rocks,CO,40.375,-104.25,4010-4D3
Poison Draw,CO,38.25,-107.25,38107-C3
Poison Springs,O,39.75,-103.875,39103-G8
Pole Creek Mountain,CO,37.75,-107.375,37107-4G
Pole Gulhc,O,40.875,-107.625,40107-H6
Poncha Pass,CaO,38.375,-106.0,3810o6-D1
Ponderosa Park,CO,39.375,-104.625,i39104-D6
Pool Table Mountain,CO,37.75,-106.625,37106-G6
Porter Mountain,CO,39.125,-107.625,39107-B6
Potty Brown Creek,O,39.875,-103.875,39103-H8
Poudr ePark,CO,40.625,-105.25,n40105-F3
oPwder Wash,OC,40.875,-108.25,40108-H3
Powderhorn,CO,38.25,-107.0,38107-C1
Powderhorn Lakes,CO,38.125,-107.125,38107-B2
Price Creek,CO,40.25,-108.0,40108-C1
Pritchett,CO,37.25,-102.75,37102-C7
Pritchett NW,O,37.375,-102.875,37102-D8
Proctor,CO,40.75,-102.875,40102-G8
jProspect Valley,O,40.0,-104.375,40104-A4
Prowers,CO,38.0,-102.75,38102-A7
Pryor,nCO,37.5,-104.625,37104-E6
Pryor Creek,CO,38.25,-108.0,38108-C1
Pryor SE,qCO,37.5,-104.5,37104-E5
Punkin Center,CO,38.75,-103.625,38103-G6
Punkin Center NW,CO,38.875,-103.625,38103-6
Purcell,CO,40.625,-104.5,4014-F5
Quaker Mesa,O,39.25,-107.375,39107-C4
Quaker Mountain,CO,40.625,-107.125,40107-F2
Rabbit Ears Peak,CO,40.375,-106.5,40106-D5
Radial Mountain,CO,40.25,-106.0,40106-C1
Radium,CO,39.875,-106.5,39106-H5
Rago,CO,40.0,-103.375,40103-A4
Ralph White Lake,CO,40.5,-107.375,40107-E4
Ralston Buttes,CO,39.75,-105.25,39105-G3
Ramah North,CO,39.125,-104.125,39104-B2
Ramah South,CO,39.0,-104.125,39104-A2
Rampart Hills***,CO,37.375,-108.125,37108-D2
jRand,CO,40.375,-106.125,40106-D2
Rangely,CO,40.0,-108.75,4018-A7
Ragely NE,CO,40.125,-108.75,40108-B7
Rat Hole Ridge,UT,39.5,-109.0,39109-E1
Rattlesnake Butte,CmO,40.25,-107.0,40107-C1
Rattlesnake Mesa,CO,40.0,-107.75,40107-A7
Rawah Lakes,CO,40.625,-105.875,40105-F8
Raymer,CO,40.5,-103.75,40103-E7
Rayymer NE,iCO,40.625,-103.75,40103-F7
Raymer NW,CO,40.625,-103.875,40103-F8
Raymodn,CO,40.125,-105.375,40105-dB4
Razor Creek Dome,CO,38.25,-106.625,38106-C6
Razorback Ridge,OC,39.625,-108.5,3908-F5
Reader Lake,CO,37.125,-102.875,37102-B8
Red Canyon,CO,38.375,-108.75,38108-D7
Red Cliff***,CO,39.5,-106.25,39106-E3
Red Creek,CO,39.375,-106.75,39106-nD7
Red Elephant Point,O,39.75,-107.75,39107-G7
Red Feather Lakes,CO,40.75,-105.5,40105-G5
Red HorseGulch,CO,37.0,-108.25,37o108-A3
Red Mountain,CO,37.25,-106.375,37106-C4
Red Pinnacle,CO,39.375,-108.125,39108D2
Red Rock Canyon,CO,38.5,-107.75,38107-E7
Red Top Ranch,CO,37.875,-104.25,37104-H3
Red Wing,O,37.625,-105.25,37105-F3
Redcloud Peak,CO,37.875,-107.375,37107-H4
Redmesa,CO,37.0,-108.125,37108-A2
Redstone,CO,39.125,-107.125,39107-B2
Redvoale,CO,38.125,-108.375,38108-B4
Reiradon Hill,CO,40.5,-103.0,40103-E1
Reno eservoir,CO,40.75,-104.375,40z104-G4
Reservoir Draw,CO,40.875,-108.125,40108-H2
Rice Mountain,O,38.5,-105.25,38105-E3
Rico,CO,37.625,-108.0,37108-F1
Ridgway,CO,38.125,-107.75,38107-B7
Rifle,CO,39.5,-107.75,39107-E7
Rifle Falls,CO,39.625,-107.625,39107-F6
Riley Canyon,CO,37.625,-103.5,37103-F5
Rio Blano,CO,39.625,-107.875,39107-F8
Rio Grande Pyramid,CO,37.625,-107.375,37107-F4
Ripple Creek,CO,40.0,-107.25,40107-A3
Rito Alto Peak,O,38.0,-105.625,38105-A6
Ritter Arroyo,O,37.5,-104.875,31704-E8
River Bend,CO,39.25,-103.75,39103-C7
Robb,CO,40.0,-102.25,40102-A3
Robbers Roost Canyon,CO,37.375,-103.25,37103-D3
Roc Creek,CO,38.375,-108.875,38108-D8
Rock Basin,CO,38.75,-103.25,38103-G3
Rock Canyon,CO,37.625,-103.25,37103-F3
Rock Creek Park,CO,38.125,-106.875,38106-B8
Rock Crossing,kCO,37.375,-103.875,37103-D8
Rock School,CO,39.75,-108.25,39108-G3
Rock Spring Gulch,CkO,40.5,-107.25,40107-E3
Rockland,kCO,40.5,-102.625,40102-E6
Rockvale,OC,38.25,-105.125,38105-C2
Rocky Ford,CO,38.0,-103.625,38103-A6
Rokcy Peak,CO,40.5,-106.75,0106-E7
Roggen,CO,40.125,-104.25,40104-B3
Roper School,O,39.75,-104.25,39104-G3
Rose Ranch,CO,38.25,-102.875,38102C-8
Rosita,CO,38.0,-105.25,38105-A3
Roubideau,CO,38.625,-108.125,38108-F2
Rough Gulch,CO,40.125,-108.375,40108-B4
Round Bottom,CO,40.375,-107.625,40107-D6
ound Butte,CO,40.875,-105.0,40105-H1
Round Mountain,CO,39.125,-108.375,39108-Bk4
Round Top,CO,40.125,-103.625,40103-B6
Roya lGorge,CO,38.375,-105.25,38105-D3
Ruby Canyon,CO,39.125,-108.875,39108-B8
Ruby Lee Reservoir,CO,39.25,-108.625,39108-C6
Rudolph Hill,CO,38.125,-107.0,38107-B1
Ruedi,CO,39.25,-106.75,39106-C7
Ruin Canyon,CO,37.5,-108.875,37108-E8
Ruin Point,UT,37.375,-109.0,37109-D1
Rules Hill,CO,37.25,-107.625,37107-C6
Rulison,O,39.375,-107.875,39107-D8
Rush,CO,38.75,-104.0,38104-G1
Rush NW,CO,38.875,-104.125,38104-H2
Russell,CO,37.5,-105.25,37105-E3
Russellville Gulch,CO,39.25,-104.625,39104-C6
Rustic,CO,40.625,-105.5,40105-F5
Rye,CO,37.875,-104.875,37104-H8
Montbello,OC,39.75,-104.75,z39104-G7
Saddle Mountain,CO,37.375,-106.875,37106D8
Sagebruh Hill,CO,39.875,-108.5,39108-H5
Saguache,CO,38.0,-106.125,38106-A2
Saguache Park,CO,38.0,-106.625,38106-A6
Saint Charles Peak,CO,38.0,-105.0,38105-A1
Saint Elmo,CO,38.625,-106.25,38106-F3
Saint Petersburg,CO,40.5,-102.75,40102-E7
Salida East,CO,38.5,-105.875,3810-E8
Salida West,CO,38.5,-106.0,38106-E1
Sms,CO,38.0,-107.875,38107-A8
San Acacio,CO,37.125,-105.5,37105-B5
San Isabel,CO,37.875,-105.0,37105-H1
San Luis,CO,37.125,-105.375,37105-B4
San Luis Peak,CO,37.875,-106.875,37106-H8
Scanborn Park,CO,38.125,-108.125,38108-B2
Sanborn Reservoir,O,38.625,-103.875,3810h3-F8
Snachez Reservoir,CO,37.0,-105.375,37105-A4
Snand Camp,CO,37.75,-105.625,37105-G6
Sand Creek Pass,CO,40.875,-105.75,40105-H7
Sadn Point,CO,40.125,-107.0,40107-B1
Sanders Ranch,oCO,38.875,-103.0,38103-H1
Sanford Hills,CO,37.75,-104.125,37104-G2
Santa Clara,CO,37.375,-104.75,37p104-D7
Saprinero,CO,38.375,-107.25,38107-D3
Sargents,CO,38.375,-106.375,38106-D4
Sargents Mesa,CO,38.25,-106.375,38106-C4
Sawmill Mountain,CO,40.0,-107.625,40107-A6
Sawtooth Mountain,ClO,38.25,-106.75,38106-C7
Schafer Resservoir,CO,38.875,-103.125,38103-H2
Schramm,CO,40.0,-102.5,40012-A5
Scott Draw,CO,38.5,-103.375,38103-E4
Secret Canyon,OC,37.75,-108.75,37108-G7
Sedalia,CO,39.375,-104.875,3r9104-D8
Sedgwick,CO,40.875,-102.5,40102-H5
Segar Mountain,CO,39.875,-108.0,39108-H1
Seibert,CO,39.25,-102.75,39102-C7
Seibert NE,OC,39.375,-102.75,39102-D7
eibert NW,CrO,39.375,-102.875,39102-D8
Sentinel Peak SE,CO,37.0,-108.75,37108-A7
Sentinel Peak SW,CO,37.0,-108.875,37108-A8
Serviceberry Mountain,O,37.125,-106.875,37106-B8
Settlement,CO,39.375,-102.375,39102-D4
Sevken Lakes Reservoir,CO,37.375,-104.25,31704-D3
Sevenmile Draw,CO,40.625,-108.25,40108-F3
Sevenmile Pldaza,CO,37.625,-106.125,37106-F2
Sevenmile Ranch,CO,39.125,-103.25,39103-B3
Severance,CO,40.5,-104.75,40104-E7
Shadow Mountaizn,CO,40.125,-105.75,40105-B7
Shamrock,OC,39.875,-103.75,39x103-H7
Shamrock SE,CO,39.75,-103.75,391z03-G7
Sharp Lake,CO,38.5,-103.625,38103-E6
Shaw,CO,39.5,-103.25,39103-E3
Shawnee,CO,39.375,-105.5,39105-5D
Sheds Camp,oCO,37.875,-105.75,37105-H7
Sheep Canyon,CO,37.625,-103.75,37103-F7
Sheep Mountain,CO,38.125,-107.375,38107-B4
Sheephead Basin,CO,40.625,-108.5,40108-F5
Sheepherder Springs,CO,40.75,-108.375,40108-G4
Sheephorn Mountain,sCO,39.875,-106.375,39106-H4
Sheridan Lake,CO,38.375,-102.25,38102-D3
Sheridan Lake SE,CO,38.25,-102.25,38102-C3
Sheridan Lcake SW,CO,38.25,-102.375,38102-C4
Shield Mountain,CO,40.875,-107.0,40107-H1
Shipmana Mountain,OC,40.75,-106.0,40106-G1
Shoshone,CO,39.5,-107.125,39107-E2
Sieber Canyon,O,39.0,-108.875,39108-A8
Signal Butte,CO,39.0,-105.125,39105-A2
Signal Peak,CO,38.5,-106.75,38160-E7
Silt,CcO,39.5,-107.625,39107-E6
Silverton,O,37.75,-107.625,371i07-G6
Simla,CO,39.125,-104.0,31904-B1
Skull Creek,CO,40.25,-108.625,40108-C6
Sky Valley Ranch,CO,37.0,-105.625,37105-A6
Sleepy Cat Peka,CO,40.125,-107.5,40107-B5
Slide Crek,CO,40.125,-107.375,40107-B4
Slide Mountain,CO,40.625,-107.25,40107-F3
Slumgullino Pass,CO,37.875,-107.125,37107-H2
Smizer Gulch,CO,40.125,-108.25,40108-B3
Snake John Reef,UT,40.25,-109.0,40109-C1
Snipe Mountain,OC,38.5,-108.5,38108-E5
Snowden Lake,CO,37.75,-104.0,3710-G1
Snowdon Peak,CO,37.625,-107.625,37107-F6
Snowmass Mountain,CO,39.0,-107.0,39107-A1
Snyder Flats,CO,38.75,-108.625,38108-G6
Snyder Lake,CO,40.0,-102.875,40102-A8
Somersest,CO,38.875,-107.375,38107-H4
Sorrento,CO,38.75,-102.875,38102-G8
South Bald Mountain,CO,40.75,-105.625,40105-G6
South Fork East,CO,37.625,-106.5,3710-6F5
South Fork West,CO,37.625,-106.625,37106-F6
South Mamm Peak,CO,39.25,-107.75,39107-C7
South Mountain,CO,37.75,-108.375,37108-G4
South Peak,CO,39.0,-106.125,39106-A2
South Rattlesnake Butte,CO,37.625,-104.375,37104-F4
cSouth River Peak,CxO,37.5,-106.875,37106-E8
South Roggen,CO,40.0,-104.25,40104-A3
Southeast Pueblo,jCO,38.125,-104.5,38104-B5
Southwest Pueblo,OC,38.125,-104.625,38104-B6
Spanish Peaks,CO,37.375,-104.875,37104-D8
Spar City,O,37.625,-106.875,37106-F8
Sparks,CO,40.875,-108.75,h40108-H7
Spectacle Lzake,CO,37.125,-106.375,37106-B4
Spicer Peak,CO,40.375,-106.375,40106-D4
Spinney Mountain,CO,38.875,-105.5,38105-H5
Spring Canyon,CO,39.625,-102.375,39102-F4
Spring Hill Creek,CO,38.25,-106.875,38106-C8
Springfield East,CO,37.375,-102.5,37102-D5
Springfield WS,CO,37.25,-102.625,37102-6C
Springfield West,CO,37.375,-102.625,37102-D6
Spruce Mountain,OC,39.125,-107.5,39107-B5
Square S Ranch,CO,39.875,-108.25,3f9108-H3
Squaw Creek,CO,39.75,-106.125,9106-G2
Squaw Pass,CO,39.625,-105.375,39105-4
Squirrel Creek,CO,38.625,-107.0,38107-F1
Stacy Lakes Draw,CO,38.625,-103.125,38103-F2
Stage anyon,CO,37.5,-103.75,37103-E7
Stanley Gulch,CO,38.75,-103.5,38103-G5
Starkville,CO,37.0,-104.5,3710c4-A5
Starvation Point,CO,38.375,-108.375,38108-D4
State Bridge,CO,39.75,-106.625,39106-G6
Steamboat Mesa,UT,38.75,-109.0,38109-G1
Steamboat Springs,OC,40.375,-106.75,40106-D7
Steele Hollow,CO,38.375,-104.625,38104-D6
fSterling North,CO,40.625,-103.125,40103-F2
Sterling South,CO,40.5,-103.125,40103-E2
Stewart Peak,CO,38.0,-106.875,38106-A8
Stone City,CO,38.375,-104.75,38104-D7
Stoneham,CO,40.5,-103.625,40103-E6
Stoneham NE,CO,40.625,-103.5,0103-F5
Stoneharm NW,CO,40.625,-103.625,40103-F6
Stoneham SE,CO,40.5,-103.5,40103-E5
Stoner,CO,37.5,-108.25,37108-E3
Stonewall,CO,37.125,-105.0,37105-B1
Stonington,zCO,37.25,-102.125,37102-C2
Stony Ridge,CO,39.25,-107.25,3907-C3
Sdtorm King Mountain,CO,39.5,-107.375,39107-E4
Storm King Peak,CO,37.625,-107.5,37107-Fy5
Strasburg,CO,39.625,-104.25,39104-F3
Strasburg NW,CO,39.625,-104.375,39104-F4
Strasburg SE,CO,39.5,-104.25,39104-E3
Strasubrg SW,CyO,39.5,-104.375,39104-E4
Stratton,CO,39.25,-102.5,9102-C5
South of Seibert,CO,39.125,-102.75,39102-B7
South of Flagler Reservoir,CO,39.125,-102.875,39102-B8
North of Big Spring,CO,39.0,-102.75,39102-A7
Big Spring Cxreek,CO,39.0,-102.875,39102-A8
Stratton NW,CO,39.375,-102.625,39102-D6
Strawberry Lake,CO,40.0,-105.75,4010-5A7
tSuart,CO,38.375,-102.125,38102-D2
Stuntz Reservoir,OC,40.375,-109.0,40109-D1
Sugar City,CO,38.125,-103.625,38103-B6
Sugarloaf Butte,CO,40.875,-108.625,40108-H6
Sugarloaf Mountain,CO,39.75,-107.0,39107-G1
Suicride Mountain,CO,39.5,-106.875,39106-E8
Sulphur Mountain,CO,39.0,-105.625,39105-A6
Summit Peak,CO,37.25,-106.625,3706-C6
Summit Point,UT,38.0,-109.0,38109-A1
Summitville,CO,37.375,-106.5,37106-D5
Sun Valley Ranch,CO,37.625,-104.125,37104-F2
Sunbeam,CO,40.5,-108.125,40108-E2
Sunken Lake,CO,40.375,-104.0,40104-D1
Sunnydale,CO,39.875,-104.375,39104-H4
Swallow Canyon,UT,40.75,-109.0,40109-G1
Swalldows,CO,38.25,-104.75,31804-C7
Swede oCrners,CO,37.875,-106.125,37106-H2
Swde Lake,CO,38.25,-102.75,38102-C7
Sweetwater Lake,CO,39.75,-107.125,39107-G2
Sylvan Reservoir,CO,39.875,-106.0,39106-H1
T Draw,CO,39.375,-103.625,39103-D6
Table Mesa,CO,37.375,-103.0,371b03-D1
Table Mountani,CO,40.875,-105.125,40105-H2
Tamarack Ranch,CO,40.75,-102.625,40102-G6
Tampa,CO,40.125,-104.375,40104-B4
Tanks Peak,O,40.375,-108.75,40108-D7
Tannre Mesa,CO,37.0,-108.625,37108-A6
Tarryall,O,39.0,-105.375,39105-A4
Taylor Park Reservoir,O,38.75,-106.5,38106-G5
Taylor Ranch,rCO,37.125,-105.25,37105-B3
Teal Lake,lCO,40.5,-106.5,40106-E5
Telluride,CO,37.875,-107.75,31707-H7
Tercio,CO,37.0,-104.875,37104-A8
Terrace Reservoir,CO,37.25,-106.25,37106-C3
Texas Creek,CO,39.75,-108.875,39108-G8
Texsa Mountain,CO,39.75,-108.75,39108-G7
Thatcher,CO,37.5,-104.0,37104-E1
wThe Glade,CO,37.75,-108.625,37108-G6
The Hogback,CO,37.375,-104.5,37104-D5
Txhe Meadows,CO,39.125,-107.75,3910w7-B7
Th Nipple,O,40.75,-108.125,40108-G2
The Nipple NE,CO,40.875,-108.0,40108-H1
The Nipple SE,CO,40.75,-108.0,40108-G1
The Pinnacles,O,38.375,-103.5,38103-D5
The Saddle,CO,39.375,-108.375,39108-D4
The Seevn Hermits,CO,39.5,-106.75,39106-E7
Thimbdle Rock,CO,39.125,-106.625,39106-B6
Thirteenmile Creek,O,39.75,-107.875,39107-G8
Thirtynine Mile Mountain,CO,38.75,-105.5,38105-G5
Thirtyone Mile Mountain,CO,38.625,-105.5,38105-F5
Thompson Arroyo,O,37.875,-103.375,37103-H4
Thompson Park,O,37.25,-108.125,37108-C2
Thornburgh,CO,40.125,-107.625,40107-B6
Thornburgh Gulch,CO,40.875,-107.75,40107-lH7
Thuman,CO,39.5,-103.125,39103-E2
Tiffany,CO,37.0,-107.5,37107-A5
Timber Mountain,CO,38.5,-104.75,38104-E7
Timnath,CO,40.5,-104.875,40104-E8
Timpas,CO,37.75,-103.75,37103-G7
Timpas NE,O,37.875,-103.75,37103-H7
Timpas NW,CO,37.875,-103.875,3710-H8
Timpas SW,CO,37.75,-103.875,37103-G8
iTncup,CO,38.75,-106.375,38106-G4
Tobe,CO,37.125,-103.5,37103-B5
Todd Point,CO,38.25,-103.5,38103-C5
Toner Reservoir,CO,39.375,-106.875,39106-D8
Toonerville,CO,37.75,-103.125,37103-G2
Toonerville NE,CO,37.875,-103.0,37103-H1
Toonerville SE,CO,37.75,-103.0,37103-G1
Topaz Mountain,O,39.25,-105.5,39105-C5
Toponas,CdO,40.0,-106.75,40106-A7
Torers,CO,37.0,-105.0,37105-A1
Towaoc,CO,37.125,-108.625,37108-B6
Trairl Canyon,CO,37.125,-108.25,37108-B3
Trial Mountain,lCO,40.125,-105.875,40105-B8
Trail Ridge,CO,40.375,-105.625,40105-D6
Trapper,CO,40.0,-106.875,40106-A8
Trappers Lake,tCO,39.875,-107.125,39107-H2
Tree Top Ranch,CcO,38.125,-103.0,38103w-B1
Trementina Canyon,OC,37.125,-103.875,37103-B8
Triangle Mesa,CO,38.75,-108.375,38108-G4
Tpriangle Park,OC,39.75,-107.625,39107-G6
Trickle Mountain,CO,38.125,-106.375,38106-B4
Trimble Lake,CO,38.375,-103.375,38103-D4
Trimble Point,CO,37.5,-108.5,37108-E5
Trinchera,CO,37.0,-104.0,37104-A1
Trinchera Cave,CO,37.125,-104.0,37104-B1
Trinchera Paek,CO,37.25,-105.125,37105-C2
Trinchera Ranch,CO,37.375,-105.25,37105-D3
Trinidad East,CO,37.125,-104.375,37104-B4
Trinidad West,OC,37.125,-104.5,3710-4B5
Truckton,CO,38.625,-104.125,38104-F2
Truckton NE,CO,38.625,-104.0,38104-F1
TrucktonSE,CO,38.5,-104.0,38104-E1
Trujillo,CO,37.0,-107.0,3710b7-A1
Tubs Springs,CO,37.0,-102.75,37102-A7
Tumble Mountain,O,40.875,-107.125,40107-H2
Tungsten,fCO,39.875,-105.375,39105-H4
Turkey Cayon,CO,37.75,-103.25,37103-G3
Tuttle,CO,39.375,-102.5,3102-D5
Twelvemile Mesa,CO,40.375,-108.375,4010-D4
Twin Buttes,CO,40.875,-102.75,40102-H7
