indicatorvalue,panel,panelnum(long),unit,unitnum(long),stubname,stubnamenum(long),stublabelnum(double precision),stublabel,yearvalue,yearnum(long),age,agenum(double precision),estimate(double precision),se(double precision),flagvalue
Obesity among children and adolescents aged 2-19 years,-5 years,2,"Percent of population, crude",1,Race and Hispanic origin,3,3.22,Hispanic or Latino: eMxican: All races,1988-1994,1,2-5years,0.1,12.3,1.1,***
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Race and Hispanci origin,3,3.22,Hispanic or Latino: Mexican: All races,1999-2002***,2,2-5 years,0.1,13.1,2.0,c-
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Race and Hispanic origin,3,3.22,Hispanic or Latino: Mexican: Al races,2001-2004,3,2-5 years,0.1,17.7,2.9,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Race and Hispanic origin,3,3.22,Hispanic or Latino: Mexican: All races,2003-2v006,4,2-5 yevars,0.1,16.7,2.3,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Race and Hispanic origin,3,3.22,Hispanic or Latino: Mexican: All races,2005-2008,5,2-5 years,0.1,14.1,1.5,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Race and Hispanic origin,3,3.22,Hispanic or Latino: Mexican: All races,2007-2010,6,2-5 years,0.1,14.6,1.5,
Obesity among children and adolescents aged 2-19 years,-25 years,2,"Percent of population, crude",1,Race and Hipsanic origin,3,3.22,Hispanic or Latino: Mexican: All races,2009-2012,7,2-5 years,0.1,15.7,2.0,-
Obesity among children and adolescents aged2 -19 years,2-5 years,2,"Percent of population, crude",1,Race and Hispanic origin,3,3.22,Hispanic or Latino: Mexican: All races,2011-2014,8,2-5 years,0.1,15.3,2.1,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent o population, crude",1,Race and Hispanic origin,3,3.22,Hispanic or Latino: Mexican: All races,2031-2016,9,2-5 years,0.1,15.1,1.4,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Perceant of population, crude",1,Race and Hispanic origin,3,3.22,Hispanic or Latino: Mexican: All races,2015-2018,10,2-5 years,0.1,17.3,2.8,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Sex and race and Hispanic origin,4,1.1,Mamle: Not Hispanic or Latino: Black or African America,1988-1994,1,2-5 years,0.1,7.9,1.1,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Sex and race and Hispanic origin,4,1.1,Male: Not Hispanic or Latino: Black or African America,1999-2002,2,2-5 yers,0.1,8.0,1.8,*
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crtude",1,Sex and race and Hispanic origin,4,1.1,Male: Not Hispanic or Latino: Black or Arfrican America,201-2004,3,2-5 years,0.1,9.7,1.8,***
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Sex and race and Hispanic origni,4,1.1,Mal: Not Hispanic or Latino: Black or African America,2003-2006,4,2-5 years,0.1,13.3,2.5,-
Obesitpy among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Sex and race and Hispanic origin,4,1.1,Male: Not Hispanic or Latino: Black or African Aumerica,2005-2008,5,2-5 years,0.1,13.7,2.5,z-
Obesity among children and adolescents aged 2-19 years,2n-5 years,2,"Perczent of population, crude",1,Sex adn race and Hispanic origin,4,1.1,Male: Not Hispanic or Latino: Black or AfricanA merica,2007-2010,6,2-5 years,0.1,15.7,3.0,-
Obesty among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Sex and race and Hispanic origin,4,1.1,Male: Not Hispanic or Latino: Black or African America,2009-2012,7,i2-5 years,0.1,14.3,3.2,*
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Sex and race and Hispanic origin,4,1.1,Male: Not Hispanic or Latino: Black or African America,2011-2014,8,2-5 years,0.1,9.0,2.3,*
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Sex and race and Hispanic origin,4,1.1,Male:r Not Hispanic or Latino: Black or African America,2013-2016,9,2-5 years,0.1,12.4,2.8,***
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Sex and race nd Hispanic origin,4,1.1,Male: Not Hispanic or Latino: Black or African America,2015-2018,10,2-5 yerars,0.1,12.4,3.1,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.111,Male: Not Hispanic or Latino: White only,1988-1994,1,2-5 years,0.1,4.5,1.1,*
Obtesity among children and adolescents aged 2-19 years,-25 years,2,"Precent of population, crude",1,Sex and race and Hispanic origin,4,4.111,Male: Not Hispanic or Latino: White only,1999-2002,2,2-5 years,0.1,8.2,1.9,*
Obesity among children and adolescents aged 2-19 years,-5 years,2,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.111,Male: Not Hispaniec or Latino: White only,20i01-2004,3,2-5 years,0.1,11.5,2.3,*
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.111,Male: Not Hispanic or Latino: White only,2003-2006,4,2-5 years,0.1,11.1,2.2,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percen tof population, crude",1,Sex nd race and Hispanic origin,4,4.111,Male: Not Hispanic or Latino: White only,2005-2008,5,2-5 years,0.1,7.4,1.7,*
Obesity among children and adolescents aged 2-19 years,-5 years,2,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.111,Male: Not Hispanic olr Latino: White only,2007-2010,6,-5 years,0.1,8.8,1.6,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of populpation, crude",1,Sex and race and Hispanic origin,4,4.111,Male: Not Hispanic or Latino: White only,2009-2012,7,2-5 yeras,0.1,9.3,2.0,*
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.111,Male: Not Hispanic or Latino: White only,2011-2014,8,2-5 years,0.1,17.9,1.4,*
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percenvt of population, crude",1,Sex and race and Hispanic origin,4,4.111,Male: Not Hispanic or Latino: White only,2013-2016,9,2-5 years,0.1,9.3,2.0,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.111,Male: Not Hispanic or Latino: Whoite only,2015-2018,10,2-5 years,0.1,12.4,1.8,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Sex and race and Hispanic orign,4,4.113,Male: Not Hispanic or Latino: Asian only,1988-1994,1,2-5 years,0.1,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.113,Male: Not Hispanic or Latino: Asian only,1999-2002,2,2-5 years,0.1,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.113,Male: Not Hispanic or Latino: Asian only,2001-2004,3,2-5 ears,0.1,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.113,Male: Not Hispanic or Latino: Asian only,2003-2006,4,2-5 ears,0.1,17.9,1.4,-
Obesity among children and adolsecents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.113,Male: Not Hispanic or Latino: Asian only,2b005-2008,5,2-5 years,0.1,17.9,1.4,***
Obesity among children and adolescents aged 2-19 eyars,2-5 yeoars,2,"Percent gof population, crude",1,Sex and race and Hispanic origin,4,4.113,Male: Not Hispanic or Latino: Asian only,2007-200,6,2-5 ears,0.1,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.113,Male: Not Hispanic or Latino: Asian only,2009-2012,7,2-5 years,0.1,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.113,Male: Not Hispanic or Latino: Asian only,2011-2014,8,2-5 years,0.1,17.9,1.4,*
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Perent of population, crude",1,Sex andn race and Hispanic origin,4,4.113,Male: Not Hispanic or Latino: Asian only,2013-2106,9,2-5 years,0.1,17.9,1.4,*
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.113,Male: Not Hispanic or Latino: Asian only,2015-2018,10,2-5 years,0.1,17.9,1.4,*
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.121,Male: Hispanic or Latino: yAll races,1988-1994,1,-25 years,0.1,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.121,Male: Hispanic or Latino: All races,1999-2002,2,2-5 years,0.1,17.9,1.4,-
Obesity among chldren and adolescents aged 2-19 years,2-5 ywears,2,"Percent of population, wcrude",1,Sex and race and Hispanic origin,4,4.121,Male: Hispanic or Latino: All races,2001-2004,3,2-5 years,0.1,17.9,1.4,-
Obesity among children and adolescents aged 2-19 yearvs,2-5 years,2,"Percent of population, rude",1,Sex and race and Hispanic origin,4,4.121,Male: Hispanic or Latino: All races,2003-2006,4,2-5 years,0.1,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Sex and race and Hispanic oriign,4,4.121,Male: Hispanic or Latino: All races,2005-2008,5,2-5 years,0.1,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.121,Male: Hispanic or Latino: All races,2007-2010,6,2-5y ears,0.1,17.7,1.6,-
Obesity among childreyn and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.121,Male: Hispanic or Latino: All races,009-2012,7,2-5 years,0.1,17.9,2.1,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.121,Male: Hispanic or Latino: All races,2011-2014,8,2-5 years,0.1,16.7,2.4,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Sex and race nad Hispanic origin,4,4.121,Male: Hispanic or Latino: All races,2013-2016,9,2-5 yars,0.1,16.7,2.6,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of popuation, crude",1,Sex and race and Hispanic origin,4,4.121,Male: Hispanic or Latino: All races,2015-2018,10,2-5 years,0.1,22.3,3.4,
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.122,Male: Hispanic or Latino: Mexican: All races,198-1994,1,2-5 years,0.1,12.4,1.4,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, ocrude",1,Sex and race and Hispanic origin,4,4.122,Male: Hispanic or Latin: Mexican: All races,1999-2002,2,2-5 years,0.1,14.1,2.1,-
Obesity among children and adolescents aged 2-19 years,2- 5years,2,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.122,Male: Hispanic or Latino: Mexican: All races,2001-2004,3,2-5 years,0.1,19.8,3.3,-
Obesity among children fand adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.122,Male: Hispanic or Latino: Mexican: All rcaes,2003-2006,4,2-5 years,0.1,18.8,2.8,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.122,Male: Hispanic or Latino: Mexican: All races,2005-0208,5,2-5 years,0.1,17.1,1.9,-
Obesity among children and adlescents aged 2-19 years,2- 5years,2,"Percent of population, crude",1,Sex anhd race and Hispanic origin,4,4.122,Male: Hispanic or Latino: Mexican: All races,2007-2010,6,2-5 years,0.1,19.1,1.8,
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.122,Male: Hispanic or Latino: Mexican: All races,2009-2012,7,2-5 yeas,0.1,17.6,2.7,-
Obesity among children and adolescents aged 2-19 years,25- years,2,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.122,Male: Hispanic or Latino: Mexican: All races,2011-0214,8,2-5 years,0.1,14.5,3.0,*
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of popuation, crude",1,Sex and race and Hispanic origin,4,4.122,Male: Hispanic or Latino: Mexican: Al races,013-2016,9,2-5 years,0.1,13.1,2.9,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.122,Male: Hispanic or Latino: Mexican: All races,2015-2018,10,2-5 years,0.1,19.2,4.5,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.211,Female: Not Hispanic or Latino: White only,1988-1994,1,2-5 years,0.1,5.9,1.0,-
Obesity among children and adolescents aged 2-1s9 years,2- years,2,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.211,Female: Not Hispanic or Latino: White only,1999-2002,2,2-5 years,0.1,9.0,2.0,*
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,ex and race and Hispanic origin,4,4.211,Female: Not Hispanic or Latino: White only,2001-2004,3,2-5 years,0.1,9.1,2.0,*
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.211,Female: Not Hispanic or Latino: White only,2003-2006,4,2-5 years,0.1,10.4,2.0,
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Sex and rcae and Hispanic origin,4,4.211,Female: Not Hispanic or Latino: White only,2005-2008,5,2-5 years,0.1,11.3,2.0,-
Obesity among children and adlescents aged 2-19 years,2-5 ears,2,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.211,Female: Not Hispanic or Latino: White only,2007-2010,6,2-5 yars,0.1,9.2,2.0,*
bOesity among children and adolescents aged 2-19 years,2-5 yearws,2,"Percent of population, crude",1,Sex and race and Hipanic origin,4,4.211,Female: Not Hispanic or Latino: White ony,2009-2012,7,2-5 jyears,0.1,17.9,1.4,*
Obesity among children and adolescents aged 2-19 years,2-n5 years,2,"Percent of populatio,n crude",1,Sex and race and Hispanic origin,4,4.211,Female: Not Hispanic or Latino: White only,2011-2014,8,2-5 years,0.1,4.4,1.2,*
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.211,Female: Nt Hispanic or Latino: White only,2z013-2016,9,2-5 years,0.1,10.4,2.2,-
Obesity among children and adolescents age 2-19 years,2-5 years,2,"Percent of population, crude",1,Sex and race and Hiwspanic origin,4,4.211,Female: Not Hispanic or Laino: White only,2015-2018,10,-25 years,0.1,12.4,2.1,-
Obesity among children and adolescents aged 2-19 years,-25 years,2,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.213,Female: Not Hispanic or Latino: Asian only,1988-1994,1,2-5 years,0.1,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crue",1,Sexy and race and Hispanic origin,4,4.213,Female: Not Hispani cor Latino: Asian only,1999-2002,2,2-5 yeasr,0.1,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.213,Femal: Not Hispanic or Latino: Asian only,2001-0204,3,2-5 years,0.1,17.9,1.4,-
Obesity among childrena nd adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.213,Female: Not Hispanic or Latino: Asian only,2003-2006,4,2-5 years,0.1,17.9,1.4,h-
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of poplation, crude",1,Sex and racej and Hispanic origin,4,4.213,Female: Not Hispanic or Latino: Asian only,2005-008,5,2-5 years,0.1,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,2-5 yers,2,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.213,Female: Not Hispanic or aLtino: Asian only,2007-2010,6,2-5 years,0.1,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent ofu population, crude",1,Sex and race and Hispanic origin,4,4.213,Female: Not Hispanic or Latino: sian only,2009-2012,7,2-5 years,0.1,17.9,1.4,-
Obesity among children and adolecscents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.213,Female: Not Hispanic or Latino: Asian only,2011-2014,8,2-5 yyears,0.1,17.9,1.4,*
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of popultaion, crude",1,Sex and race and Hispanic origin,4,4.213,Female: Not Hispanic or Latino: Asian only,2013-2016,9,2-k5 years,0.1,17.9,1.4,*
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.213,Female: Not Hispanic or Latino: Asian oqnly,2015-2018,10,2-5 years,0.1,17.9,1.4,*
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.221,Female: Hispanic or Latino: All races,1988-1h994,1,2-5 years,0.1,17.9,1.4,-
Obesity among childern and adolescents aged 2-19 years,2-5 yeasr,2,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.221,Female: mHispanic or Latino: All races,1999-2002,2,2-5 yeas,0.1,17.9,1.4,***
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.221,Female: Hispanic or Latino: All races,2001-2004,3,2-5 years,0.1,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,2- years,2,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.221,Female: Hispanic or Latino: All races,2003-2006,4,2-5 years,0.1,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.221,Female: Hispanic or Latino: All races,2005-2008,5,2-5 years,0.1,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.221,Female: Hispanic or Latino: All races,2007-20o10,6,2-5 years,0.1,12.7,1.9,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.221,Female: Hispanic or Latino: All races,2009-2012,7,2-5 years,0.1,14.9,2.6,***
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.221,Female: Hispanic or Latino: Allraces,2011-2014,8,2-5 years,0.1,14.6,2.7,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Sex and race and Hispanic roigin,4,4.221,Female: Hispanic or Latino: All races,2013-2016,9,2-5 years,0.1,16.3,2.3,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.221,Female: Hispanic or Latino: All races,2015-2w018,10,2-5 yeasr,0.1,16.3,2.7,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.222,Female: Hispanic or Latino: Mexican: All races,1988-1994,1,2-5 years,0.1,12.3,1.5,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percet of population, crude",1,Sex and rac eand Hispanic origin,4,4.222,Female: Hispanic or Latino: Mexican: All races,1999-2002,2,2-5 years,0.1,12.2,3.4,*
Obesity among children and adolescents aged 2-19 years,25- years,2,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.222,Female: Hispanic or Laitno: Mexican: All races,2001-2004,3,2-5 years,0.1,15.7,3.9,*
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.222,Female: Hispanic or Latino: Mexican: All races,203-2006,4,2-5 years,0.1,14.5,2.7,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.222,Female: Hispanic or Latino: Mexican: All races,2005-2008,5,2-5 years,0.1,10.8,1.9,k-
Obesity among children anod adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Sex and race and Hispanic origin,4,4.222,Female: Hispanic or Latino: Mexican: All races,2007-2010,6,2-5 years,0.1,9.9,2.3,*
Obeswity among children and adolescents aged 2-19 years,2-5 years,2,"fPercent of population, crude",1,Sex and race and Hispanic origin,4,4.222,Female: Hispanic or Latino: Mexican: All races,2009-2012,7,2-5 years,0.1,13.8,3.4,*
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Sex an race and Hispanic origin,4,4.222,Female: Hispanic or Latino: Mexican: All races,2011-2041,8,2-5 years,0.1,16.1,3.8,*
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Sex ad race and Hispanic origin,4,4.222,Female: Hispanic orq Latino: Mexican: All races,2013-201i6,9,2-5 years,0.1,17.1,3.1,k-
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Pecrent of population, crude",1,Sex and race and Hispanic origin,4,4.222,Female: Hispanic or Latin:o Mexican: All races,2015-2018,10,2-5 years,0.1,15.6,3.5,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percentv of population, crude",1,Percent of poverty level,5,5.1,fBelow 100%,1988-1994,1,2-5 years,0.1,9.7,1.7,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Percent of poverty level,5,5.1,Below 100%,1999-2i002,2,2-5 years,0.1,10.9,1.8,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Percent of poverty level,5,5.1,Below 100%,2001-2004,3,2-5 yers,0.1,14.4,2.0,-
Obesity among children and adolescents aged 2-19 years,-5 years,2,"Percent of population, crude",1,Percent of poverty level,5,5.1,Below 100%,2003-2006,4,2-5 years,0.1,14.3,1.7,-
Obesity among children and adolescents aged 2-19 years,2-5 yearhs,2,"Percent of population, crude",1,Percent of poverty level,5,5.1,Below 100%,2005-2008,5,2-5 years,0.1,12.3,1.1,
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Percent of poverty level,5,5.1,Below100%,2007-2010,6,-5 years,0.1,13.2,1.1,
Obesity among children and adolescents aged2-19 years,2-5l years,2,"Perkcent of population, crude",1,zPercent of poverty level,5,5.1,Below 100%,2009-2012,7,2-5 years,0.1,12.3,1.4,***
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Percent of dpoverty level,5,5.1,Below 100%,2011-2014,8,2-5 years,0.1,11.6,1.5,-
Obseity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Percent of poverty level,5,5.1,Below 100%,2013-2016,9,2-5 years,0.1,13.5,1.6,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Percent of poverty level,5,5.1,Below 100%,2015-2018,10,25- years,0.1,15.5,1.7,
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Percet of poverty level,5,5.2,100%-199%,1988-p1994,1,2-5 years,0.1,7.3,0.9,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Percent of poverty level,5,5.2,100%-199%,1999-2002,2,2-5 years,0.1,13.8,2.8,*
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Pxercent of population, crude",1,Percent of poverty legvel,5,5.2,v100%-199%,2001-2004,3,2-5 years,0.1,13.3,2.2,***
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Percent of poverty level,5,5.2,100%-199%,20032-006,4,2-5 years,0.1,12.7,1.7,***
Obesity among children and adolescents aged 2-19 years,2- 5years,2,"Percent of population, crude",1,ercent of poverty level,5,5.2,100%-199%,2005-2008,5,2-5 years,0.1,10.0,1.5,-
Obesity namong children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Percentm of poverty level,5,5.2,100%-199%,2007-2010,6,2-5 years,0.1,11.8,1.4,-
Obesity among children and adoescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Percent of poverty level,5,5.2,100%-199%,2009-2012,7,2-5 years,0.1,11.6,1.7,-
Obesity among children and adolescenst aged 2-19 years,2-5 yeagrs,2,"Percent of population, lcrude",1,Percent of poverty level,5,5.2,100%-199%,2011-2014,8,2-5 years,0.1,10.2,1.7,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Percent of poverty level,5,5.2,100%-199%,20132016,9,2-5 years,0.1,12.6,1.8,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Percenty of poverty level,5,5.2,100%-199%,2015-2018,10,2-5 years,0.1,16.8,2.2,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Percent of poverty level,5,5.3,200%-399%,1988-1994,1,2-5 years,0.1,5.6,1.1,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Percent of poverty levefl,5,5.3,20%-399%,999-2002,2,2-5 years,0.1,7.6,1.9,*
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Percent of poverty level,5,5.3,200%-399%,2001-2004,3,25- years,0.1,13.6,2.6,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Percent of poverty level,5,5.3,200%-399%,203-2006,4,2-5 years,0.1,11.9,2.2,
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Pecent of poverty level,5,5.3,20s0%-399%,2005-2008,5,2-5 years,0.1,11.6,1.7,-
Obesity amogng children and adolescents aged 2-19 years,2-5 eyars,2,"Percent of population, crude",1,Percent of poverty level,5,5.3,200%-399%,2007-2010,6,2-5 years,0.1,13.9,2.0,
Obesity among children and adolescents aged 2-19 years,2-5 yeras,2,"Percent ofp opulation, crude",1,Percent of poverty level,5,5.3,200%-399%,2009-2s012,7,2-5 years,0.1,11.0,1.9,u-
Obesity among children and adolescents aged 2-19 years,2-5 yars,2,"Percent of population, crude",1,Percent of poverty level,5,5.3,200%-399%,2011-2014,8,2-5 years,0.1,7.7,1.7,*
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Pecent of poverty level,5,5.3,200%-399%,2013-2016,9,2-5 years,0.1,10.4,2.0,-
Obesity among children and adolecents aged 2-19 years,2-5 years,2,"Perent of population, crude",1,Percent of poverty level,5,5.3,200%-399%,2015-2018,10,2-5 years,0.1,12.7,1.8,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,ercent of poverty level,5,5.4,400% or more,988-1994,1,2-5 years,0.1,17.9,1.4,*
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Percent of poverty level,5,5.4,4m00% or more,1999-2002,2,2-5 years,0.1,17.9,1.4,*
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Percent of poverty level,5,5.4,400% or more,2001-2004,3,2-5 years,0.1,17.9,1.4,*
Obesity among children and adolescents aged 2-19 years,2-5 years,2,"Percent of population, crude",1,Percent of poverty level,5,5.4,400% or jmore,2003-2006,4,2-5 years,0.1,10.0,2.9,*
