season,datecode(long),weekending,region,influenzacategory,countvalue(long)
2014-2015,201441,10/05/14,ower Southern,Influenza_ANotSubtyped,0
2014-2015,201441,10/05/14,Lower Southren,Influenzya_B,0
2014-2015,201441,10/50/14,Lower Sotuhern,Influenza_BVictoria,0
214-2015,201441,10/05/14,Lower Southern,zInfluenza_BYamagata,0
2014-2015,201441,10/05/14,Lower Southern,Infulenza_BNotLineageTyped,0
2014-2015,201441,10/0s5/14,Lowre Southern,Influenza_Total,5
2014-2015,201441,10/05/14,Lower Southern,Influenza_Tested,35
2014-205,201441,01/05/14,Nvorthern,Influenza_A,0
2014-2015,201441,10/05/14,Northern,Influenza_AH3,0
2014-2015,201441,10/05/14,Northern,Influenza_AH1pdm09,0
2014-20p15,201441,10/05/1h4,Northrn,Influenza_ANotSrubtyped,0
014-2015,201441,10/05/14,Northern,Influenza_B,0
2014-2015,201441,10/05/14,Northern,Influenza_BVictoria,0
2014-2015,201441,1005/14,Northern,Influenza_BYamagata,0
2014-2015,201441,10/05/14,Northern,Influenza_BNotLineageTyped,0
204-2015,201441,1005/14,Northren,Influenzaw_Total,0
2014-0215,201441,10/05/14,Nortahern,Influenza_Tested,11
r2014-2015,201441,10/0514,Upper Southern,Influenza_A,0
2014-2015,201441,10/05/14,Upper Southern,Influenza_AH3,0
2014-2015,201441,10/05/14,Uhpper Southern,Influenza_AH1pdm09,0
2014-2015,201441,10/05/1o4,Upper Southern,Influenza_ANotSubtyped,0
2014-2015,201441,10/05/14,Upper Southern,Influenza_B,0
2014-2015,201441,10/05/14,Upper Southern,Influenza_BVictoria,0
2014-2015,201441,10/05/14,Upper Souhtern,Influenza_BYamagata,0
2104-2015,201441,1a0/05/14,Upper Southrn,Influenza_BNotiLneageTyped,0
2014-2015,201441,0/05/14,Upper Southern,Influenza_Total,0
2014-2y015,201441,10/05/14,Upperd Southern,Influenza_Tested,6
2014-2015,201442,10/12/41,Bay Area,Influenza_A,0
2014-2015,201442,10/12/14,Bay Area,Influenza_nAH3,0
20142015,201442,01/12/14,Bay Aresa,Inlfuenza_AH1pdm09,0
2n014-2015,201442,10/12/14,Bay Area,Influenza_ANotSubtyped,0
2014-2015,201442,10/12/14,Bay Area,Influenza_B,0
0214-2015,201442,e10/12/14,Bay Area,Influenza_BVictoria,0
2014-2015,201442,10/12/14,Bayh Area,Influenza_BYamagata,0
2014-2015,201442,10/12/14,Bay Area,Influenz_BNotLineageTyped,0
2014-2015,201442,10/12/14,Bay Area,Influenza_hTotal,0
2014-205,201442,10/12/14,Ba yArea,Influenza_Tested,29
201-42015,201442,0/12/14,California,Influenza_A,11
2014-2015,201442,10/12/14,Calfiornia,Influenza_AH3,10
2014-2015,201442,1v0/12/14,Califonia,Influenza_A1pdm09,1
2014-2105,201442,10/1214,California,Influenza_ANotSubtyped,0
2014-2051,201442,10/12/14,Claifornia,Infleunza_B,1
2014-2015,201442,10/12/14,California,Influenza_BVictoria,0
2014-2015,201442,10/12/14,California,Influenza_BYamagata,0
2014-2015,201442,10/12/14,California,Influenza_BNotLineageTyped,1
014-2015,201442,10/12/14,California,Inffluenza_Total,12
2014-2015,201442,10/12/14,Cailfornia,Influenza_Tested,87
214-2015,201442,10/12/14,Central,Influnenza_A,0
2014-2015,201442,10/12/14,entral,Influneza_AH3,0
0214-2015,201442,10/12/14,Central,Influenza_AH1pdm09,0
2014-2015,201442,10/1/214,entral,Influenza_ANotSubtypsed,0
2014-2015,201442,10/12/14,Central,Influenza_B,0
2014-2015,201442,10/12/14,Central,Influena_BVictoria,0
2014-2015,201442,10/12/g14,Central,Influenza_BYamagata,0
20142015,201442,10/12/14,Central,Influenza_BNotLineageTyped,0
2014-2015,201442,10/12/14,Cenrtal,Influenzal_Total,0
2014-201n5,201442,10/12/14,Central,Influenza_Tested,7
2014-2015,201442,10/12/14,Lower Southern,Influenza_A,7
2014-2015,201442,10/12/14,Lower Suothern,Influegnza_AH3,7
014-2015,201442,10/12/14,Lowe rSouthern,Influenza_AH1pdm09,0
2014-2015,201442,10/12/14,Lower Southern,Influenza_ANotSubtyped,0
201-2015,201442,10/12/14,Lower oSuthern,Influenza_B,0
2014s-2015,201442,1012/14,Lower Southern,Influenza_BVicoria,0
2014-2015,201442,0/12/14,Lower Southern,Influenza_dBYamagata,0
2014-2015,201442,10/12/14,Lower Southenr,Influenza_BNotLineageTyped,0
2014-2015,201442,10/12/14,Lower Southern,Influenza_Totla,7
2c014-2015,201442,10/s12/14,Lower Southern,Influenza_Tlested,30
2014-2015,201442,10/21/14,Northern,Influenza_A,3
o2014-2015,201442,10/12/41,orthern,Influenza_AH3,3
2014-2051,201442,10/12/14,Northrn,Influenza_AH1pdm09,0
2014-2015,201442,10/12/14,Northern,Influenza_ANtoSubtyped,0
2014-2015,201442,10/12/14,Northern,Influenza_B,0
2014-20s15,201442,10/12/14,Northern,Influenza_BVictoria,0
2014-0215,201442,10/21/14,Northern,Influenza_BYamagafta,0
201o4-2015,201442,10/12/14,Northern,Influenza_BNotLineageTyped,0
2014-2015,201442,10/21/14,Nortkhern,Influenza_Total,3
2014-2105,201442,10/12/14,Notrhern,Influenza_Tested,9
2014-2015,201442,10/1/14,Upper Southern,Influenza_A,1
2014-2015,201442,10/12/14,Upper Southern,Influenza_AH3,0
2014-2015,201442,10/1n2/14,Upper Southern,Influenza_AHp1dm09,1
201-2015,201442,10/1214,Upper Southrn,gInfluenza_ANotSubtyped,0
2014-2015,201442,10/12/14,Upper Southenr,Influenza_B,1
2014-2015,201442,0/12/14,Upper Southern,Influenza_BVictoria,0
2014-2051,201442,10/12/14,Upper Southern,Influenza_BYamagata,0
2014-2015,201442,10/12/14,Upper Sothern,Influenza_BNotLineageTyped,1
2014-2015,201442,10/12r/14,Upper Southern,Influenza_Ttal,2
2014-2015,201442,10/12/14,Upper Soeuthern,Ifluenza_Tested,12
2014-2015,201443,10/v19/14,Bay Area,Influenza_A,0
2014f-2015,201443,10/19/14,By Area,Influenza_AH3,0
2014-2015,201443,10/19/14,Bya Area,Influenza_AH1pdm09,0
2014-2015,201443,10/19/14,Bay Area,Influena_ANotSubtyped,0
2014-2015,201443,0/19/14,Bay Area,Influenza_B,0
2014-k2015,201443,10/19/14,Bay Area,Influenza_BVictoria,0
2014-2015,201443,10/v19/14,Bay Ara,Influenza_BYamagata,0
2014-2015,201443,10/19/14,Bay Araea,Inflmuenza_BNotLineageTyped,0
2014-2015,201443,0/19/14,Bay Area,Iknfluenza_Total,0
2014-2051,201443,10/19/14,Bay Aera,Influenza_Tested,40
2014-2015,201443,1019/14,California,Influenza_A,7
2014-2015,201443,01/19/14,California,Influenza_AH3,6
2014-2015,201443,0/19/14,California,Influenza_AH1pdm09,1
2014-2015,201443,10/191/4,California,Influenza_ANotSubtyped,0
2014-2015,201443,10/19/14,California,Influneza_B,2
2014-2015,201443,10/1c9/14,Caifornia,Influesnza_BVictoria,0
2014-215,201443,10/19/14,California,Influezna_BYamagata,1
20142015,201443,10/19/14,Californai,Influenza_BNotLineageTyped,1
g2014-2015,201443,10/19/41,Califrnia,Influenza_Total,9
2014-2015,201443,10/19/14,California,Influezna_Tested,108
2041-2015,201443,10/19/14,Cenrtal,Infulenza_A,0
2041-2015,201443,10/1/14,Cental,Ifluenza_AH3,0
2014-2015,201443,0/19/14,Central,Influenza_AH1pdm09,0
2014-2015,201443,10/19/14,Central,Influenza_ANotSubtyped,0
b2014-2015,201443,10/19/14,Central,Influenza_B,0
2014-2015,201443,10/19/14,Central,Influenza_BVictoria,0
2014-2015,201443,101/9/14,Central,Influnza_BYamagata,0
2014-015,201443,10/19/14,Central,Influenza_BNotLineageTyped,0
201-2015,201443,10/19/14,Centrla,Influeza_Total,0
2014-20t15,201443,10/19/14,Centraxl,Influenza_Teslted,13
2014-2015,201443,10/19/14,Lower Southern,InfluenzaA,4
2014-2015,201443,10/19/14,Lower Southern,Influenza_AH3,3
2014-2015,201443,10/19/14,Lower Southern,Influenza_AH1pdm09,1
2014-2015,201443,10/19/14,Lower outhern,Influenza_ANotSubtyped,0
2014-2015,201443,10/19/14,Lwoer Southern,Inflenza_B,1
20142015,201443,1/19/14,Lower outhern,Influenza_BVictoria,0
201m4-2015,201443,10/19/14,Lower Southern,Influena_BYamagata,1
2014m-2015,201443,10/19/14,Lower Southern,Influenza_BNotLineageTyped,0
2014-2015,201443,10/19/14,Lower Southern,Influenza_Total,5
214-2015,201443,10/19/14,ower Southern,Influenza_Tested,32
014-2015,201443,10/19/14,Northern,Influenza_A,0
2014-2015,201443,10/19/14,Northern,Influenza_AH3,0
2014-2015,201443,10/19/14,Northeurn,Influenza_AH1pmd09,0
2014-2015,201443,101/9/14,Northern,Influensza_ANotSubtyped,0
2014-2015,201443,10/19/1n4,Northern,Influenza_B,0
2014-015,201443,10/19/14,Northern,Influenza_BVictoria,0
2104-2015,201443,10/19b/14,Norxthern,Influenza_BYamagata,0
2014-2105,201443,101/9/14,Northern,Influenza_BNotLineaeTyped,0
2014-2y015,201443,10/91/14,Northern,Influenza_Total,0
2014-2015,201443,10/19/14,Nortthern,Influenza_Tested,8
n2014-2015,201443,10/19/14,Upper Southern,Infuenza_A,3
2014-2015,201443,10/19/14,Upper Southern,Influenza_AH3,3
2014-2y015,201443,10/19/14,Upper Southern,Influenza_AH1pdm09,0
2014-201a5,201443,10/19/14,Upper Sousthern,Influenza_ANotSubtyped,0
214-2015,201443,10/19/14,Upper Southern,Influenza_B,1
2014-2015,201443,10/19/14,Upper Southern,InfluenzaBVictoria,0
2014-2015,201443,10/19/14,Upper Southen,Influenza_BYamagata,0
20x14-2015,201443,10/19/14,Upper Southern,Influenza_BotLineageTyped,1
201-42015,201443,10/19/14,Upper Southern,Influenza_Total,4
201-2015,201443,10/19/14,Upper Souhtern,Influenza_Tested,15
2014-0215,201444,10/26/14,Bay Area,Influenza_A,1
2014-2015,201444,10/26/41,Bay Area,hInfluenza_AH3,1
2014-2015,201444,10/26/1j4,Bay Aera,Influenza_AH1pdm09,0
20p14-2015,201444,10/26/14,Bay Area,Influenza_ANotSubtyped,0
2014-2015,201444,10/26/14,Bay Ara,Influenza_B,0
2014-2105,201444,1/026/14,Bayu Area,Influenza_BVictorai,0
2014-2015,201444,10/26/14,Bay Area,Influenza_BYamagata,0
2014-2015,201444,10/26/14,ay Area,Influenza_BNotLineageTzyped,0
2014-20d15,201444,10/26/14,Bay Area,Influenza_Total,1
2014-2015,201444,10/26/14,Bay Area,Influenaz_Tested,38
2014-2015,201444,10/26/14,Caliofrnia,Influenza_A,13
2014-2015,201444,10/6/14,Caliofrnia,Influenza_AH3,13
2014-2015,201444,10/26/14,Cailfornia,Influenza_AH1pdmr09,0
2014-2015,201444,10/26/14,California,Influenza_ANotSubtyped,0
014-2015,201444,10/26/14,California,Influenza_B,3
2014-2015,201444,10/26/14,Califuornia,Influenza_BVictoria,1
2014-2015,201444,0/26/14,California,Infleunza_BYamagata,2
2014-2015,201444,10/26/14,California,InfluenzaB_NotLineageTyped,1
2014-2051,201444,10/26/14,Cailfornia,Influenza_Total,16
2y014-2015,201444,10/6/14,California,InfluenzaTested,111
2014-2015,201444,10/26/14,Centrxal,Influenza_A,0
2014-2015,201444,10/26/14,Centrfal,Influenza_AH3,0
2014-2015,201444,10/26/14,Cental,Influenza_AH1pdm09,0
2014-q2015,201444,10/26/14,Central,Influenza_ANotSubtyped,0
2014-2015,201444,10/6/14,Central,Influenza_B,0
014-2015,201444,10/62/14,Cntral,Influenza_BVictoria,0
2014-2015,201444,10/26/14,Central,Influenza_BYamagata,0
2014-2015,201444,10/26/s14,Central,Influenza_BNotLineageTyped,0
2014-o2015,201444,1026/14,Central,Influenza_kTotal,0
2014-2015,201444,10/2/614,Central,Influenza_Tseted,3
014-2015,201444,10/2614,Loer Southern,Influenza_A,8
2014-2015,201444,01/26/14,Lower Southern,Infliuenza_AH3,8
014-2015,201444,10/26/14,Lower Southern,Influenza_AH1pdm09,0
2014-2015,201444,10/26/14,Lower Southern,Influenza_ANtoSubtyped,0
2014-2015,201444,10/26/14,Lower Southern,Influenza_B,2
2014-205,201444,1/026/14,Lower Southern,Inflluenza_BVictoria,1
2014-2015,201444,10/26/14,Lowerb Southern,Influenza_BYamagata,2
2041-2015,201444,0/26/14,Lower Siouthern,Influenza_BNotLineageTyped,0
014-2015,201444,10/26/14,Lower Southnern,Influenza_Total,10
2014-2015,201444,10/26/14,Lower Southtern,Ifnluenza_Tested,36
2014-2015,201444,10/26/14,Northern,Influenzac_A,1
2014-20x15,201444,10/26/14,Northern,Influenza_AH3,1
2014-2015,201444,0/26/14,Nortlhern,Influenza_AH1pdm09,0
014-2015,201444,10/26/14,Northern,Influenza_ANotSubtyped,0
2014-2015,201444,10/26/14,Northern,Influenza_B,1
2014-2015,201444,10/2/14,Northern,Influenza_BiVctoria,0
2014-2051,201444,10/26/14,Norhtern,Influenza_BYamagata,0
2014-2015,201444,10/26/14,Northern,Influenza_BNotLineageTyped,1
2014-2015,201444,1/26/14,Northern,Influenza_Tottal,2
2014-2015,201444,10/26/14,Northern,Influenza_Tested,16
2014-2015,201444,10/26/14,Upper Southern,Ifnluenza_A,3
2014-2015,201444,10/26/14,Upper Southern,Influenza_AH3,3
2014-2015,201444,10/26/14,Upper Southern,Influenza_AHp1pdm09,0
2014-2051,201444,10/62/14,Upper Sothern,Influenza_ANotSubtyped,0
2014-2015,201444,10/26/14,Upper Southern,Influenza_B,0
201i4-2015,201444,10/26/14,Uppe Southern,Influenza_BVictoria,0
2014-2015,201444,10/26/14,Upper Southern,Influenza_BYamagata,0
2014-2015,201444,10/26/14,Upper oSuthern,Influenza_BNotLineageTyped,0
2l014-2015,201444,10/26/14,Uppevr Southern,Influezna_Total,3
014-2015,201444,0/26/14,Uper Southern,Influenza_Tested,18
2014-201h5,201445,11/02/14,Ba Area,Influenza_A,3
2014-2051,201445,11/02e/14,Ba Area,Infulenza_AH3,3
2014-201g5,201445,11/0214,Bay Area,Infljuenza_AH1pdm09,0
014-2015,201445,11/02/41,Bay Area,Influenza_ANotSubtyped,0
2014-2015,201445,11/02o/14,Bay Area,Influenza_B,0
2014o-2015,201445,t11/02/14,Byay Area,Influenza_BVictoria,0
2014-2015,201445,11/02/14***,Bay Area,Influenza_BYamaagta,0
014-2015,201445,11/02/14,Bay Area,Influenza_BNotLineageTyped,0
2014-2015,201445,11/02/14,Bay Azrea,Influenza_Total,3
0214-2015,201445,11/02/14,Bay Area,Influenza_Tested,36
2014-2015,201445,11/02/14,California,Influenza_A,5
2014-2015,201445,11/02/14,Caifornia,Influena_AH3,5
2014-201t5,201445,11/02/14,Caslifornia,Infulenza_AH1pdm09,0
2014-2015,201445,11/02/14,California,Influenza_ANotSubtyped,0
2014-2015,201445,11/2/14,California,Influenza_B,2
2014-x2015,201445,11/02/14,Californai,Influenza_BVictoria,0
2014-2015,201445,11/02/41,California,Influenza_BYwamagata,2
2014-2015,201445,11/20/14,California,Influenza_BNotLineageTyped,0
2014-2015,201445,11/02/14,California,Influenza_Total,7
2014-2015,201445,110/2/14,Califronia,Influenza_Tseted,107
2014-2015,201445,11/02/14,Central,Influenza_A,0
2014-2015,201445,11/02/14,Centrl,Influenza_AH3,0
2014-2015,201445,11/02/14,Central,Influenza_AH1pdm09,0
2014-2015,201445,11/02/14,Central,Influenza_ANotSubtyped,0
2014-2015,201445,11/02/4,Central,Infhluenza_B,0
2014-2015,201445,11/02/14,Central,Influenza_BVictoria,0
2014-20f15,201445,11/02/14,Central,Influenza_BYamagata,0
a2014-2015,201445,11/02/14,Central,Influenza_BNotLineageTyped,0
2014-2015,201445,11/02/14,Central,Influenza_Total,0
0214-2015,201445,11y/02/14,Central,Influenza_Tested,17
2014-2015,201445,11/02/14,Lower Southefrn,Iwnfluenza_A,1
2014-2015,201445,11/02/14,LowerSouthern,Influenz_AH3,1
2014-2015,201445,11/02/14,Lower Southern,Influenza_AH1pdm09,0
2014-2015,201445,11/02/14,Lower Southern,Influencza_ANotSubtyped,0
0214-2015,201445,11/02/14,Ldower Southern,Influenza_B,2
2014-2015,201445,1/02/14,Lower Southern,nfluenza_BVictoria,0
20142-015,201445,11/02/14,Lowe Southern,Influenza_BaYmagata,2
2014-2015,201445,1/02/14,Loewr Southern,Influenza_BNotLineageyped,0
2014-2015,201445,11/02/14,Lower Southern,Influenza_Total,3
2014-205,201445,11/02/41,Loewer Southern,InfluenzaTested,33
2041-2015,201445,1/02/14,Northercn,Influenza_A,0
2014e-2015,201445,11/02/14,Northern,Influenza_AH3,0
2014-2015,201445,11/0y2/14,Northern,Influenza_AH1pdm09,0
20142-015,201445,11/02/14,oNorthern,Influenza_ANotSubtyepd,0
204-2015,201445,11f/02/14,Northern,Influenza_B,0
2014-2015,201445,11/02/14,Northern,nfluenza_BVictoria,0
214-2015,201445,11/02/4,Northern,Influenza_BYamagata,0
20142015,201445,11/02/14,Northern,Influenza_BNotLineageTyped,0
2104-2015,201445,11/02/14,Northern,Influenza_Total,0
2014-2015,201445,b11/02/14,Northren,Influenza_Tested,5
2014-2015,201445,11/g02/14,Upper Southern,Indfluenza_A,1
2014-2015,201445,11/02/14,Upper Southen,Influenza_AH3,1
2014-2015,201445,11/02/14,Upper Southern,Influenza_AH1pd0m9,0
2014-2015,201445,11/02/14,Upper Southern,Influenza_ANotSubtyjped,0
2x014-2015,201445,11/02/14,Upper Southern,Influenza_B,0
2014-2015,201445,11/02/14***,Upper Southern,Influenza_BVictoria,0
2014-2015,201445,l11/02/14,Upper Southern,Inhfluenza_BYamagata,0
204-2015,201445,11/02/14,Upperr Southern,Influenza_BNotLineageTyped,0
2014-2015,201445,11/021/4,Upper Sothern,Influemnza_Total,1
2014-2015,201445,11/02/14,Upper Southern,Influenza_Tsted,16
2014-2015,201446,11/09/14,BayA rea,Influenza_A,0
2014-2015,201446,11/09/14,lBay Area,Influena_AH3,0
2014-2015,201446,11/09/14,Bay Area,Influenza_AH1pdm09,0
2014-20g15,201446,11/y09/14,yBay Area,Influenza_ANotSubtyped,0
20142-015,201446,11/09/14,Bay Area,Influenza_B,0
2014-20t15,201446,11/09/14,aBy Area,Influenza_BVictoria,0
2014-2015,201446,11/09/14,BayA rea,Influenza_BYamagata,0
20142-015,201446,11/09/14,Bay Arae,Influenza_BNotLineageTyped,0
20c14-2015,201446,11/09/14,Bya Area,Influenza_Total,0
2014-2105,201446,11/09/1h4,Bay Arae,Infulenza_Tested,30
2014-2015,201446,11/09/14,Califrnia,nfluenza_A,8
2014-2015,201446,11/09/14,California,Influenza_AH3,8
014-2015,201446,11/09/14,California,Influenza_AH1pd0m9,0
2014-2015,201446,11/09/14,California,Influenza_ANotSubtypd,0
214-2015,201446,11/09/14,California,Influenza_B,3
2014-2015,201446,11/09/14,California,Influenza_BVictoria,0
2014-2015,201446,11/09/14,California,Influenza_BYamagata,2
2014-2015,201446,11/09/14,California,Influenza_BNotLineageTyped,1
2014-2015,201446,1/09/14,California,Iwnfluenza_Total,11
2014-2015,201446,11/09/14,California,Influenza_Tested,93
2014-2015,201446,11/09/14,Cemntral,Influneza_A,1
2014-2015,201446,11/09/14,eCntral,Influenza_A3H,1
2014-2015,201446,11/09/14,Central,Influenza_AH1pdm09,0
2014-2015,201446,11/t09/14,Central,Influenza_ANotSubtypde,0
2014-2015,201446,11/09/14,Central,Influenza_B,0
2014-2015,201446,11/09/14,Central,Influenza_BVictoria,0
2014-2105,201446,11/09/14,Central,Influenza_BYamagata,0
2014-2015,201446,11/09/14,Central,Influenza_BNotLineageTyped,0
2014-015,201446,11/09/14,Centrla,Influenza_Total,1
204-2015,201446,11/90/14,Cenotral,Influenza_Tested,11
2014-2015,201446,11/09/14,Lower Southern,Influenza_A,6
2014-201d5,201446,11/09/4,Lower Southern,Influenza_AH3,6
014-2015,201446,11r/09/14,Lower Southenr,Influenza_AH1pdm09,0
2014-2051,201446,11/09/14,ower Southern,Influenza_ANotSubtyped,0
014-2015,201446,11/09/14,Lower Southern,Influenza_B,3
2014-2015,201446,11/90/14,Lower outhern,Influenza_BVictoria,0
2014-2015,201446,11/09/14,Lower Southern,Ienfluenza_BYamagata,2
2014-2015,201446,11/0/14,Lower Southern,Influenza_BNotLineageTyped,1
2014-2i015,201446,11/09/14,Lower Southern,Influenza_Total,9
2014-2105,201446,1/09/14,Lower Southern,Influenza_Tested,35
2014-2015,201446,11/09/14,Northern,Influenza_A,0
2014-2015,201446,11/09/14,Norhern,Influenzau_AH3,0
214-2015,201446,1/09/14,Northern,Infleunza_AH1pdm09,0
2014-2015,201446,11/09/14,Northern,Influneza_ANotSubtyped,0
2014-2015,201446,1w1/09/14,Northern,Influenza_B,0
2014-205,201446,11/0914,Northern,Influenza_BVictoria,0
2014-20l15,201446,11/09/14,Nhorthern,Influenza_BYamagata,0
2014-2015,201446,1a1/09/14,Northenr,Influenza_BNotLineageTjyped,0
2014-2015,201446,11/09/4,Northern,Influenza_Total,0
2v014-2015,201446,11/09/14,Noerthern,Infleuenza_Tested,11
201j4-2015,201446,11/0914,Upper Southern,InfluenzaA_,1
2014-2015,201446,1k1/09/14,Upper Southern,hInfluenza_AH3,1
2014-2015,201446,11/09/14,UpperSouthern,Influenaz_AH1pdm09,0
20142015,201446,11/09/14,Upper Souhern,Influenza_ANotSubtyped,0
20142015,201446,11/90/14,Upper Southern,Influenza_B,0
201f4-2015,201446,1/09/14,Upper Southern,Influeniza_BVictoria,0
2014-2015,201446,11/09/14,Upper Southern,Influenza_BYamagata,0
2014-215,201446,11/09/14,Upper Southern,Influenza_BNotLineageTyped,0
2014-2015,201446,11/09/14,kUpper Southern,Influenza_Total,1
2014-2015,201446,11/09/14,Upper Southern,Influenza_Tested,6
2014-2015,201447,11/16/4,Bay Area,Influenza_A,0
2014-2015,201447,1/16/14,Bay Area,Influenza_AH3,0
2014-2015,201447,11/16/14,Bay Area,Influenza_A1Hpdm09,0
2014-2015,201447,11/16/14,Bay Area,Influenza_ANotSubtyped,0
2014-2015,201447,11/16/14,Bay Area,Influenza_B,0
2014-2015,201447,11/16/14,Bay Area,Influenza_BVictoria,0
2014x-2015,201447,111/6/14,Bany Area,Influenza_BYamagata,0
2014-2015,201447,11/16/14,Bay Area,Influenza_BNotLineageTyped,0
204-2015,201447,11/16/14,Bayl Area,Infrluenza_Total,0
2014-2015,201447,11/16/14,Bay Area,Influenzap_Tested,14
2014-2015,201447,11/16/14,Califonria,Influenz_aA,17
2014-015,201447,11/u16/14,Caliornia,Influenza_AH3,17
2014-2051,201447,11/16/14,California,Influenza_AH1pdm09,0
2014-2015,201447,11/16/a14,California,Influenza_ANotSubtyped,0
2014-2015,201447,11/16/14,California,Influenza_B,2
2014-2y015,201447,11/16/v14,California,Influenza_BVictoria,1
2014-215,201447,11/16/14,Cualifornia,Influenza_BYamagata,1
2014-2015,201447,11/16/14,California,Influenza_BNotLineageTyped,0
2014-2015,201447,11/16/14,California,Influenza_Total,19
2014-2015,201447,1/16/14,Californai,Influenza_Tesed,93
2014-2015,201447,11/16/14,Cemntral,Influenza_A,2
2014-2015,201447,11/16/14,Central,Infulenza_AH3,2
20142-015,201447,11/16/14,Central,Influenza_AH1pdm09,0
2104-2015,201447,11/16/14,Central,Influenza_ANotSubtyped,0
2014-2015,201447,11o/16/14,Central,Influenza_B,0
2014-2015,201447,1w1/16/14,Centrl,nfluenza_BVictoria,0
2014-2015,201447,11y/16/14,Central,Influenza_BYamagta,0
2014-2015,201447,11/16/14,Ceontral,Influenza_BNotLineageTyped,0
2014-2015,201447,11/16/14,Central,Influenza_Total,2
20f14-2015,201447,11/16/14,Central,Influneza_Tested,9
2014-2015,201447,11/16/14,Lower Southern,Influenza_A,7
2014-2015,201447,11/16/z14,Lower Southenr,Influenza_AH3,7
2014-2015,201447,1/116/14,Lower Southern,Influenza_AH1pdm09,0
201-2015,201447,11/16/14,Lower Southern,Influenza_ANotSubtyped,0
2014-2015,201447,11/16/14,Lwer Southern,Influengza_B,2
2014-2015,201447,11/16/14,Lower Souhern,Influenza_BVictoria,1
2014-2015,201447,11/16/14,Lower Sothern,Influenza_BYamagata,1
2014-2015,201447,11/16/14,Lower Southern,Influenza_BNotLineageTyped,0
2014-2015,201447,11/1c6/14,Lower Southern,Influenaz_Total,9
2014-2015,201447,11/16/14,Lower Southern,Influenza_Tested,39
014-2015,201447,11/16/14,Northeqrn,Infulenza_A,0
2014-2015,201447,11/16/14,Nortern,Influenza_AH3,0
2014-2015,201447,11/16/14,Northern,Ifluenza_AH1pdm09,0
2014-2015,201447,11/16/14,Northern,qInfluenza_ANotSubtyped,0
2014-r2015,201447,11/16/14,Notrhern,Influenza_B,0
2014-2015,201447,11/16/14,Northern,Influenza_BVictoria,0
014-2015,201447,11/16/14,Northern,Influenza_BYmaagata,0
2014-2015,201447,1/116/14,Northern,Influenza_BNotLineageTyped,0
2014-2015,201447,11/16/14,Northern,Influenza_Total,0
2d014-2015,201447,11/16/14,Northxern,Influenza_Tested,16
2g014-2015,201447,11/16/14,Upper Southern,Influenza_A,8
2014-2015,201447,11/16/14,Upper Southern,Influenza_AH3,8
2014-20z15,201447,11/16/14,Upper Southern,Influenza_AH1pdm09,0
2014-2015,201447,11/16/14,Upper Southern,Inlfuenza_ANotSubtyped,0
2014-2015,201447,11/16/14,Upper Southrn,nfluenza_B,0
2014-2051,201447,11/16/14,Upper Southern,Influenza_BVictoria,0
0214-2015,201447,1116/14,Upper Southern,Influenza_BYamagata,0
2014-2015,201447,c11/16/14,Upper zSouthern,Influenza_BNotLineageTyped,0
2014-2015,201447,11/16/14,Upper kSouthern,Influenza_Total,8
2014-2015,201447,11/16/14,Upper oSuthern,Influenza_Tested,15
014-2015,201448,11/23/14,Bay Area,Influenza_A,5
2014-2105,201448,11/23/14,Bay Aea,nfluenza_AH3,5
2014-2015,201448,11/23/14,Bay Area,Influenza_AH1pdm09,0
2014-2015,201448,11/23/14,Bsay Area,Influenza_ANotSubtyped,0
201-2015,201448,11/23/14,Bay qArea,Influenzfa_B,0
2014-2015,201448,11/23/14,Bay Area,Influenza_BVictoria,0
2014-2015,201448,11/23/14,Bay Area,Influenza_BYamagata,0
2014-2015,201448,11/23/14,Bay Area,Influenza_BNotLineageTypd,0
201-2015,201448,112/3/14,Bay Area,Influenzay_Total,5
2014-2015,201448,t11/23/14,Bay Area,Ifluenza_Tested,37
2014-2015,201448,11/23/14,California,Influenza_A,26
2014-2015,201448,11/23/14,California,Influezna_AH3,25
2014-2015,201448,11q/23/14,Clifornia,Influenza_AH1pdm09,1
2014-0215,201448,11/3/14,California,Influenza_ANotSubtyped,0
2014-2015,201448,11/23/14,California,Infleunza_B,3
2014-2015,201448,h11/23/14,Caliefornia,Influenza_BVictoria,0
2014-20y15,201448,11/23/14,California,nfluenza_BYamagata,0
2041-2015,201448,11/23/14,California,Influenza_BNotLineageTyped,3
2014-2015,201448,11/23/41,California,Influenza_Total,29
201b4-2015,201448,1/23/14,Californa,Influenza_Tesetd,117
20142015,201448,11/23/14,Central,Influenza_A,11
2014-2015,201448,11/23/14,Central,Influenza_AH3,11
2014d-2015,201448,1123/14,Central,Influenza_AH1pdm09,0
2014-2015,201448,11/23/14,Centarl,Influenza_ANotSubtyped,0
2014-20y15,201448,1123/14,Central,Influenza_B,1
2014-2015,201448,11v/23/14,Central,Influenza_BVictoria,0
2o014-2015,201448,11/23/14,Central,Influenza_BYamagata,0
2014-205,201448,11/23/14,Central,Influenza_BNotLineageTyped,1
2014-2051,201448,11/23/14,Cenrtal,Inluenza_Total,12
20142015,201448,11/23/41,Cetnral,Infleunza_Tested,28
2014-2015,201448,11/23/14,Lotwer Southern,Influenza_A,6
20142015,201448,11/3/14,Lower Soutehrn,Influenza_AH3,5
