X,Y,OBJECTID,LEASE_NUMBER,PROJECT_NAME,PROJECT_PHASE_NUMBER,DEVELOPER_NAME,WIND_TURBINE_ID,MAX_HEIGHT_M,MAX_MW,MAX_ROTOR_DIAMETER_M,WIND_TURBINE_MODEL,DEPTH_M,OPTION_NUMBER,STATUS,NOTES,LONGITUDE_NAD83,LATITUDE_NAD83,Northing,Easting,UTM_ZONE,is_spare
-8382001.7393,4416668.5254,4230,OCS-A 0483,Coastal Virginia Offshore Wind Commercial Project,NA,Dominion Energy,G1M14,254,14.69999981,222,Siemens Gamesa Renewable Energy SG 14-222 DD WTG with power boost technology,,P,Proposed,,-75.29680113,36.83884418,473536.1409,473536.1409,18N,
-8380271.3573,4416673.7816,4231,OCS-A 0483,Coastal Virginia Offshore Wind Commercial Project,NA,Dominion Energy,G1M15,254,14.69999981,222,Siemens Gamesa Renewable Energy SG 14-222 DD WTG with power boost technology,,P,Proposed,,-75.28125685,36.83888197,474922.1407,474922.1407,18N,
-8378540.9721,4416678.7552,4232,OCS-A 0483,Coastal Virginia Offshore Wind Commercial Project,NA,Dominion Energy,G1M16,254,14.69999981,222,Siemens Gamesa Renewable Energy SG 14-222 DD WTG with power boost technology,,P,Proposed,,-75.26571254,36.83891773,476308.1404,476308.1404,18N,
-8376810.5841,4416683.4459,4233,OCS-A 0483,Coastal Virginia Offshore Wind Commercial Project,NA,Dominion Energy,G1M17,254,14.69999981,222,Siemens Gamesa Renewable Energy SG 14-222 DD WTG with power boost technology,,P,Proposed,,-75.2501682,36.83895145,477694.1401,477694.1401,18N,
-8375080.1932,4416687.8544,4234,OCS-A 0483,Coastal Virginia Offshore Wind Commercial Project,NA,Dominion Energy,G1M18,254,14.69999981,222,Siemens Gamesa Renewable Energy SG 14-222 DD WTG with power boost technology,,P,Proposed,,-75.23462384,36.83898315,479080.1398,479080.1398,18N,
-8373349.7998,4416691.9799,4235,OCS-A 0483,Coastal Virginia Offshore Wind Commercial Project,NA,Dominion Energy,G1M19,254,14.69999981,222,Siemens Gamesa Renewable Energy SG 14-222 DD WTG with power boost technology,,P,Proposed,,-75.21907946,36.83901281,480466.1395,480466.1395,18N,
-8401257.1784,4418737.7747,4236,OCS-A 0483,Coastal Virginia Offshore Wind Commercial Project,NA,Dominion Energy,G1L03,254,14.69999981,222,Siemens Gamesa Renewable Energy SG 14-222 DD WTG with power boost technology,,P,Proposed,,-75.46977563,36.85371949,458121.1443,458121.1443,18N,
-8399526.4953,4418746.1812,4237,OCS-A 0483,Coastal Virginia Offshore Wind Commercial Project,NA,Dominion Energy,G1L04,254,14.69999981,222,Siemens Gamesa Renewable Energy SG 14-222 DD WTG with power boost technology,,P,Proposed,,-75.45422864,36.85377991,459507.144,459507.144,18N,
-8397795.8072,4418754.3045,4238,OCS-A 0483,Coastal Virginia Offshore Wind Commercial Project,NA,Dominion Energy,G1L05,254,14.69999981,222,Siemens Gamesa Renewable Energy SG 14-222 DD WTG with power boost technology,,P,Proposed,,-75.43868161,36.8538383,460893.1437,460893.1437,18N,
-8396065.1141,4418762.1452,4239,OCS-A 0483,Coastal Virginia Offshore Wind Commercial Project,NA,Dominion Energy,G1L06,254,14.69999981,222,Siemens Gamesa Renewable Energy SG 14-222 DD WTG with power boost technology,,P,Proposed,,-75.42313454,36.85389466,462279.1434,462279.1434,18N,
-8394334.4164,4418769.7029,4240,OCS-A 0483,Coastal Virginia Offshore Wind Commercial Project,NA,Dominion Energy,G1L07,254,14.69999981,222,Siemens Gamesa Renewable Energy SG 14-222 DD WTG with power boost technology,,P,Proposed,,-75.40758742,36.85394899,463665.1431,463665.1431,18N,
-8392603.7141,4418776.9778,4241,OCS-A 0483,Coastal Virginia Offshore Wind Commercial Project,NA,Dominion Energy,G1L08,254,14.69999981,222,Siemens Gamesa Renewable Energy SG 14-222 DD WTG with power boost technology,,P,Proposed,,-75.39204026,36.85400128,465051.1428,465051.1428,18N,
-8390873.0073,4418783.9698,4242,OCS-A 0483,Coastal Virginia Offshore Wind Commercial Project,NA,Dominion Energy,G1L09,254,14.69999981,222,Siemens Gamesa Renewable Energy SG 14-222 DD WTG with power boost technology,,P,Proposed,,-75.37649306,36.85405154,466437.1425,466437.1425,18N,
-8389142.2964,4418790.6791,4243,OCS-A 0483,Coastal Virginia Offshore Wind Commercial Project,NA,Dominion Energy,G1L10,254,14.69999981,222,Siemens Gamesa Renewable Energy SG 14-222 DD WTG with power boost technology,,P,Proposed,,-75.36094582,36.85409976,467823.1422,467823.1422,18N,
-8385680.8627,4418803.2486,4244,OCS-A 0483,Coastal Virginia Offshore Wind Commercial Project,NA,Dominion Energy,G1L12,254,14.69999981,222,Siemens Gamesa Renewable Energy SG 14-222 DD WTG with power boost technology,,P,Proposed,,-75.32985125,36.85419011,470595.1416,470595.1416,18N,
-8383950.1402,4418809.1091,4245,OCS-A 0483,Coastal Virginia Offshore Wind Commercial Project,NA,Dominion Energy,G1L13,254,14.69999981,222,Siemens Gamesa Renewable Energy SG 14-222 DD WTG with power boost technology,,P,Proposed,,-75.31430391,36.85423224,471981.1413,471981.1413,18N,
-8382219.4142,4418814.6869,4246,OCS-A 0483,Coastal Virginia Offshore Wind Commercial Project,NA,Dominion Energy,G1L14,254,14.69999981,222,Siemens Gamesa Renewable Energy SG 14-222 DD WTG with power boost technology,,P,Proposed,,-75.29875653,36.85427233,473367.141,473367.141,18N,
-8380488.6849,4418819.9814,4247,OCS-A 0483,Coastal Virginia Offshore Wind Commercial Project,NA,Dominion Energy,G1L15,254,14.69999981,222,Siemens Gamesa Renewable Energy SG 14-222 DD WTG with power boost technology,,P,Proposed,,-75.28320913,36.85431039,474753.1407,474753.1407,18N,
-8378757.9523,4418824.9934,4248,OCS-A 0483,Coastal Virginia Offshore Wind Commercial Project,NA,Dominion Energy,G1L16,254,14.69999981,222,Siemens Gamesa Renewable Energy SG 14-222 DD WTG with power boost technology,,P,Proposed,,-75.2676617,36.85434641,476139.1404,476139.1404,18N,
-8377027.2169,4418829.7224,4249,OCS-A 0483,Coastal Virginia Offshore Wind Commercial Project,NA,Dominion Energy,G1L17,254,14.69999981,222,Siemens Gamesa Renewable Energy SG 14-222 DD WTG with power boost technology,,P,Proposed,,-75.25211425,36.8543804,477525.1401,477525.1401,18N,
-8375296.4785,4418834.1684,4250,OCS-A 0483,Coastal Virginia Offshore Wind Commercial Project,NA,Dominion Energy,G1L18,254,14.69999981,222,Siemens Gamesa Renewable Energy SG 14-222 DD WTG with power boost technology,,P,Proposed,,-75.23656677,36.85441236,478911.1398,478911.1398,18N,
-8373565.7376,4418838.3315,4251,OCS-A 0483,Coastal Virginia Offshore Wind Commercial Project,NA,Dominion Energy,G1L19,254,14.69999981,222,Siemens Gamesa Renewable Energy SG 14-222 DD WTG with power boost technology,,P,Proposed,,-75.22101926,36.85444228,480297.1395,480297.1395,18N,
-8401480.0088,4420882.6601,4252,OCS-A 0483,Coastal Virginia Offshore Wind Commercial Project,NA,Dominion Energy,G2K03,254,14.69999981,222,Siemens Gamesa Renewable Energy SG 14-222 DD WTG with power boost technology,,P,Proposed,,-75.47177735,36.86913546,457951.1443,457951.1443,18N,
-8399748.9784,4420891.1076,4253,OCS-A 0483,Coastal Virginia Offshore Wind Commercial Project,NA,Dominion Energy,G2K04,254,14.69999981,222,Siemens Gamesa Renewable Energy SG 14-222 DD WTG with power boost technology,,P,Proposed,,-75.45622724,36.86919617,459337.1441,459337.1441,18N,
-8398017.943,4420899.272,4254,OCS-A 0483,Coastal Virginia Offshore Wind Commercial Project,NA,Dominion Energy,G2K05,254,14.69999981,222,Siemens Gamesa Renewable Energy SG 14-222 DD WTG with power boost technology,,P,Proposed,,-75.44067709,36.86925484,460723.1438,460723.1438,18N,
-8396286.9028,4420907.1532,4255,OCS-A 0483,Coastal Virginia Offshore Wind Commercial Project,NA,Dominion Energy,G2K06,254,14.69999981,222,Siemens Gamesa Renewable Energy SG 14-222 DD WTG with power boost technology,,P,Proposed,,-75.42512689,36.86931148,462109.1435,462109.1435,18N,
-8394555.8576,4420914.7514,4256,OCS-A 0483,Coastal Virginia Offshore Wind Commercial Project,NA,Dominion Energy,G2K07,254,14.69999981,222,Siemens Gamesa Renewable Energy SG 14-222 DD WTG with power boost technology,,P,Proposed,,-75.40957666,36.86936608,463495.1432,463495.1432,18N,
-8392824.808,4420922.0667,4257,OCS-A 0483,Coastal Virginia Offshore Wind Commercial Project,NA,Dominion Energy,G2K08,254,14.69999981,222,Siemens Gamesa Renewable Energy SG 14-222 DD WTG with power boost technology,,P,Proposed,,-75.39402638,36.86941865,464881.1429,464881.1429,18N,
-8391093.7541,4420929.0986,4258,OCS-A 0483,Coastal Virginia Offshore Wind Commercial Project,NA,Dominion Energy,G2K09,254,14.69999981,222,Siemens Gamesa Renewable Energy SG 14-222 DD WTG with power boost technology,,P,Proposed,,-75.37847606,36.86946919,466267.1426,466267.1426,18N,
-8389362.6958,4420935.8477,4259,OCS-A 0483,Coastal Virginia Offshore Wind Commercial Project,NA,Dominion Energy,G2K10,254,14.69999981,222,Siemens Gamesa Renewable Energy SG 14-222 DD WTG with power boost technology,,P,Proposed,,-75.3629257,36.86951769,467653.1423,467653.1423,18N,
-8387631.6336,4420942.3136,4260,OCS-A 0483,Coastal Virginia Offshore Wind Commercial Project,NA,Dominion Energy,G1K11,254,14.69999981,222,Siemens Gamesa Renewable Energy SG 14-222 DD WTG with power boost technology,,P,Proposed,,-75.34737531,36.86956416,469039.142,469039.142,18N,
-8385900.5673,4420948.4964,4261,OCS-A 0483,Coastal Virginia Offshore Wind Commercial Project,NA,Dominion Energy,G1K12,254,14.69999981,222,Siemens Gamesa Renewable Energy SG 14-222 DD WTG with power boost technology,,P,Proposed,,-75.33182489,36.86960859,470425.1417,470425.1417,18N,
-8384169.4974,4420954.3959,4262,OCS-A 0483,Coastal Virginia Offshore Wind Commercial Project,NA,Dominion Energy,G1K13,254,14.69999981,222,Siemens Gamesa Renewable Energy SG 14-222 DD WTG with power boost technology,,P,Proposed,,-75.31627442,36.86965099,471811.1414,471811.1414,18N,
-8382438.4239,4420960.0126,4263,OCS-A 0483,Coastal Virginia Offshore Wind Commercial Project,NA,Dominion Energy,G1K14,254,14.69999981,222,Siemens Gamesa Renewable Energy SG 14-222 DD WTG with power boost technology,,P,Proposed,,-75.30072393,36.86969135,473197.1411,473197.1411,18N,
-8380707.3473,4420965.346,4264,OCS-A 0483,Coastal Virginia Offshore Wind Commercial Project,NA,Dominion Energy,G1K15,254,14.69999981,222,Siemens Gamesa Renewable Energy SG 14-222 DD WTG with power boost technology,,P,Proposed,,-75.28517341,36.86972968,474583.1408,474583.1408,18N,
-8378976.2673,4420970.3965,4265,OCS-A 0483,Coastal Virginia Offshore Wind Commercial Project,NA,Dominion Energy,G1K16,254,14.69999981,222,Siemens Gamesa Renewable Energy SG 14-222 DD WTG with power boost technology,,P,Proposed,,-75.26962286,36.86976597,475969.1405,475969.1405,18N,
-8377245.1842,4420975.1636,4266,OCS-A 0483,Coastal Virginia Offshore Wind Commercial Project,NA,Dominion Energy,G1K17,254,14.69999981,222,Siemens Gamesa Renewable Energy SG 14-222 DD WTG with power boost technology,,P,Proposed,,-75.25407228,36.86980023,477355.1402,477355.1402,18N,
-8375514.0985,4420979.6479,4267,OCS-A 0483,Coastal Virginia Offshore Wind Commercial Project,NA,Dominion Energy,G1K18,254,14.69999981,222,Siemens Gamesa Renewable Energy SG 14-222 DD WTG with power boost technology,,P,Proposed,,-75.23852168,36.86983246,478741.1399,478741.1399,18N,
-8373783.0099,4420983.8489,4268,OCS-A 0483,Coastal Virginia Offshore Wind Commercial Project,NA,Dominion Energy,G1K19,254,14.69999981,222,Siemens Gamesa Renewable Energy SG 14-222 DD WTG with power boost technology,,P,Proposed,,-75.22297105,36.86986265,480127.1396,480127.1396,18N,
-8401701.6893,4423029.2282,4269,OCS-A 0483,Coastal Virginia Offshore Wind Commercial Project,NA,Dominion Energy,G2J03,254,14.69999981,222,Siemens Gamesa Renewable Energy SG 14-222 DD WTG with power boost technology,,P,Proposed,,-75.47376873,36.88456041,457782.1444,457782.1444,18N,
-8399970.3114,4423037.7165,4270,OCS-A 0483,Coastal Virginia Offshore Wind Commercial Project,NA,Dominion Energy,G2J04,254,14.69999981,222,Siemens Gamesa Renewable Energy SG 14-222 DD WTG with power boost technology,,P,Proposed,,-75.45821551,36.8846214,459168.1441,459168.1441,18N,
-8398238.9283,4423045.9216,4271,OCS-A 0483,Coastal Virginia Offshore Wind Commercial Project,NA,Dominion Energy,G2J05,254,14.69999981,222,Siemens Gamesa Renewable Energy SG 14-222 DD WTG with power boost technology,,P,Proposed,,-75.44266223,36.88468035,460554.1438,460554.1438,18N,
-8396507.5403,4423053.8436,4272,OCS-A 0483,Coastal Virginia Offshore Wind Commercial Project,NA,Dominion Energy,G2J06,254,14.69999981,222,Siemens Gamesa Renewable Energy SG 14-222 DD WTG with power boost technology,,P,Proposed,,-75.42710892,36.88473727,461940.1435,461940.1435,18N,
-8394776.1477,4423061.4821,4273,OCS-A 0483,Coastal Virginia Offshore Wind Commercial Project,NA,Dominion Energy,G2J07,254,14.69999981,222,Siemens Gamesa Renewable Energy SG 14-222 DD WTG with power boost technology,,P,Proposed,,-75.41155555,36.88479216,463326.1432,463326.1432,18N,
-8391313.3483,4423075.9094,4274,OCS-A 0483,Coastal Virginia Offshore Wind Commercial Project,NA,Dominion Energy,G2J09,254,14.69999981,222,Siemens Gamesa Renewable Energy SG 14-222 DD WTG with power boost technology,,P,Proposed,,-75.38044871,36.88489582,466098.1427,466098.1427,18N,
-8386119.1181,4423095.4252,4275,OCS-A 0483,Coastal Virginia Offshore Wind Commercial Project,NA,Dominion Energy,G3J12,254,14.69999981,222,Siemens Gamesa Renewable Energy SG 14-222 DD WTG with power boost technology,,P,Proposed,,-75.33378816,36.88503604,470256.1418,470256.1418,18N,
-8384387.7003,4423101.3641,4276,OCS-A 0483,Coastal Virginia Offshore Wind Commercial Project,NA,Dominion Energy,G3J13,254,14.69999981,222,Siemens Gamesa Renewable Energy SG 14-222 DD WTG with power boost technology,,P,Proposed,,-75.31823457,36.88507871,471642.1415,471642.1415,18N,
-8380924.8543,4423112.3915,4277,OCS-A 0483,Coastal Virginia Offshore Wind Commercial Project,NA,Dominion Energy,G3J15,254,14.69999981,222,Siemens Gamesa Renewable Energy SG 14-222 DD WTG with power boost technology,,P,Proposed,,-75.28712731,36.88515794,474414.1409,474414.1409,18N,
-8379193.4264,4423117.4802,4278,OCS-A 0483,Coastal Virginia Offshore Wind Commercial Project,NA,Dominion Energy,G3J16,254,14.69999981,222,Siemens Gamesa Renewable Energy SG 14-222 DD WTG with power boost technology,,P,Proposed,,-75.27157363,36.8851945,475800.1406,475800.1406,18N,
-8377461.9954,4423122.2857,4279,OCS-A 0483,Coastal Virginia Offshore Wind Commercial Project,NA,Dominion Energy,G3J17,254,14.69999981,222,Siemens Gamesa Renewable Energy SG 14-222 DD WTG with power boost technology,,P,Proposed,,-75.25601993,36.88522903,477186.1403,477186.1403,18N,
-8375730.5615,4423126.8077,4280,OCS-A 0483,Coastal Virginia Offshore Wind Commercial Project,NA,Dominion Energy,G3J18,254,14.69999981,222,Siemens Gamesa Renewable Energy SG 14-222 DD WTG with power boost technology,,P,Proposed,,-75.2404662,36.88526152,478572.14,478572.14,18N,
-8373999.1251,4423131.0467,4281,OCS-A 0483,Coastal Virginia Offshore Wind Commercial Project,NA,Dominion Energy,G3J19,254,14.69999981,222,Siemens Gamesa Renewable Energy SG 14-222 DD WTG with power boost technology,,P,Proposed,,-75.22491244,36.88529198,479958.1397,479958.1397,18N,
-8401924.7122,4425176.2126,4282,OCS-A 0483,Coastal Virginia Offshore Wind Commercial Project,NA,Dominion Energy,G2H03,254,14.69999981,222,Siemens Gamesa Renewable Energy SG 14-222 DD WTG with power boost technology,,P,Proposed,,-75.47577218,36.89998524,457612.1445,457612.1445,18N,
-8400192.9864,4425184.7423,4283,OCS-A 0483,Coastal Virginia Offshore Wind Commercial Project,NA,Dominion Energy,G2H04,254,14.69999981,222,Siemens Gamesa Renewable Energy SG 14-222 DD WTG with power boost technology,,P,Proposed,,-75.46021583,36.90004651,458998.1442,458998.1442,18N,
-8398461.2555,4425192.9886,4284,OCS-A 0483,Coastal Virginia Offshore Wind Commercial Project,NA,Dominion Energy,G2H05,254,14.69999981,222,Siemens Gamesa Renewable Energy SG 14-222 DD WTG with power boost technology,,P,Proposed,,-75.44465943,36.90010575,460384.1439,460384.1439,18N,
-8396729.5195,4425200.9511,4285,OCS-A 0483,Coastal Virginia Offshore Wind Commercial Project,NA,Dominion Energy,G2H06,254,14.69999981,222,Siemens Gamesa Renewable Energy SG 14-222 DD WTG with power boost technology,,P,Proposed,,-75.42910299,36.90016295,461770.1436,461770.1436,18N,
-8394997.7787,4425208.6303,4286,OCS-A 0483,Coastal Virginia Offshore Wind Commercial Project,NA,Dominion Energy,G2H07,254,14.69999981,222,Siemens Gamesa Renewable Energy SG 14-222 DD WTG with power boost technology,,P,Proposed,,-75.4135465,36.90021811,463156.1433,463156.1433,18N,
-8393266.0334,4425216.0258,4287,OCS-A 0483,Coastal Virginia Offshore Wind Commercial Project,NA,Dominion Energy,G2H08,254,14.69999981,222,Siemens Gamesa Renewable Energy SG 14-222 DD WTG with power boost technology,,P,Proposed,,-75.39798997,36.90027124,464542.143,464542.143,18N,
-8391534.2835,4425223.1379,4288,OCS-A 0483,Coastal Virginia Offshore Wind Commercial Project,NA,Dominion Energy,G2H09,254,14.69999981,222,Siemens Gamesa Renewable Energy SG 14-222 DD WTG with power boost technology,,P,Proposed,,-75.3824334,36.90032233,465928.1427,465928.1427,18N,
-8386339.0091,4425242.7729,4289,OCS-A 0483,Coastal Virginia Offshore Wind Commercial Project,NA,Dominion Energy,G3H12,254,14.69999981,222,Siemens Gamesa Renewable Energy SG 14-222 DD WTG with power boost technology,,P,Proposed,,-75.33576347,36.90046338,470086.1418,470086.1418,18N,
-8384607.2432,4425248.7511,4290,OCS-A 0483,Coastal Virginia Offshore Wind Commercial Project,NA,Dominion Energy,G3H13,254,14.69999981,222,Siemens Gamesa Renewable Energy SG 14-222 DD WTG with power boost technology,,P,Proposed,,-75.32020676,36.90050632,471472.1415,471472.1415,18N,
-8382875.4736,4425254.4456,4291,OCS-A 0483,Coastal Virginia Offshore Wind Commercial Project,NA,Dominion Energy,G3H14,254,14.69999981,222,Siemens Gamesa Renewable Energy SG 14-222 DD WTG with power boost technology,,P,Proposed,,-75.30465001,36.90054723,472858.1413,472858.1413,18N,
-8379411.9246,4425264.9838,4292,OCS-A 0483,Coastal Virginia Offshore Wind Commercial Project,NA,Dominion Energy,G3H16,254,14.69999981,222,Siemens Gamesa Renewable Energy SG 14-222 DD WTG with power boost technology,,P,Proposed,,-75.27353643,36.90062293,475630.1407,475630.1407,18N,
-8377680.1454,4425269.8278,4293,OCS-A 0483,Coastal Virginia Offshore Wind Commercial Project,NA,Dominion Energy,G3H17,254,14.69999981,222,Siemens Gamesa Renewable Energy SG 14-222 DD WTG with power boost technology,,P,Proposed,,-75.2579796,36.90065773,477016.1404,477016.1404,18N,
-8374216.5785,4425278.6648,4294,OCS-A 0483,Coastal Virginia Offshore Wind Commercial Project,NA,Dominion Energy,G3H19,254,14.69999981,222,Siemens Gamesa Renewable Energy SG 14-222 DD WTG with power boost technology,,P,Proposed,,-75.22686586,36.90072121,479788.1398,479788.1398,18N,
-8402146.5792,4427323.6264,4295,OCS-A 0483,Coastal Virginia Offshore Wind Commercial Project,NA,Dominion Energy,G2G03,254,14.69999981,222,Siemens Gamesa Renewable Energy SG 14-222 DD WTG with power boost technology,,P,Proposed,,-75.47776524,36.91541003,457443.1446,457443.1446,18N,
-8400414.5051,4427332.197,4296,OCS-A 0483,Coastal Virginia Offshore Wind Commercial Project,NA,Dominion Energy,G2G04,254,14.69999981,222,Siemens Gamesa Renewable Energy SG 14-222 DD WTG with power boost technology,,P,Proposed,,-75.46220576,36.91547159,458829.1443,458829.1443,18N,
-8398682.426,4427340.4841,4297,OCS-A 0483,Coastal Virginia Offshore Wind Commercial Project,NA,Dominion Energy,G2G05,254,14.69999981,222,Siemens Gamesa Renewable Energy SG 14-222 DD WTG with power boost technology,,P,Proposed,,-75.44664624,36.9155311,460215.144,460215.144,18N,
-8396950.3418,4427348.4874,4298,OCS-A 0483,Coastal Virginia Offshore Wind Commercial Project,NA,Dominion Energy,G2G06,254,14.69999981,222,Siemens Gamesa Renewable Energy SG 14-222 DD WTG with power boost technology,,P,Proposed,,-75.43108666,36.91558859,461601.1437,461601.1437,18N,
-8393486.1591,4427363.6427,4299,OCS-A 0483,Coastal Virginia Offshore Wind Commercial Project,NA,Dominion Energy,G2G08,254,14.69999981,222,Siemens Gamesa Renewable Energy SG 14-222 DD WTG with power boost technology,,P,Proposed,,-75.39996739,36.91569743,464373.1431,464373.1431,18N,
-8391754.061,4427370.795,4300,OCS-A 0483,Coastal Virginia Offshore Wind Commercial Project,NA,Dominion Energy,G2G09,254,14.69999981,222,Siemens Gamesa Renewable Energy SG 14-222 DD WTG with power boost technology,,P,Proposed,,-75.38440769,36.9157488,465759.1428,465759.1428,18N,
-8390021.9585,4427377.6633,4301,OCS-A 0483,Coastal Virginia Offshore Wind Commercial Project,NA,Dominion Energy,G2G10,254,14.69999981,222,Siemens Gamesa Renewable Energy SG 14-222 DD WTG with power boost technology,,P,Proposed,,-75.36884796,36.91579813,467145.1425,467145.1425,18N,
-8388289.8519,4427384.2478,4302,OCS-A 0483,Coastal Virginia Offshore Wind Commercial Project,NA,Dominion Energy,G3G11,254,14.69999981,222,Siemens Gamesa Renewable Energy SG 14-222 DD WTG with power boost technology,,P,Proposed,,-75.35328819,36.91584542,468531.1422,468531.1422,18N,
-8386557.7415,4427390.5488,4303,OCS-A 0483,Coastal Virginia Offshore Wind Commercial Project,NA,Dominion Energy,G3G12,254,14.69999981,222,Siemens Gamesa Renewable Energy SG 14-222 DD WTG with power boost technology,,P,Proposed,,-75.33772838,36.91589068,469917.1419,469917.1419,18N,
-8384825.6271,4427396.5658,4304,OCS-A 0483,Coastal Virginia Offshore Wind Commercial Project,NA,Dominion Energy,G3G13,254,14.69999981,222,Siemens Gamesa Renewable Energy SG 14-222 DD WTG with power boost technology,,P,Proposed,,-75.32216853,36.91593389,471303.1416,471303.1416,18N,
-8383093.5093,4427402.2994,4305,OCS-A 0483,Coastal Virginia Offshore Wind Commercial Project,NA,Dominion Energy,G3G14,254,14.69999981,222,Siemens Gamesa Renewable Energy SG 14-222 DD WTG with power boost technology,,P,Proposed,,-75.30660866,36.91597507,472689.1413,472689.1413,18N,
-8379629.2633,4427412.9149,4306,OCS-A 0483,Coastal Virginia Offshore Wind Commercial Project,NA,Dominion Energy,G3G16,254,14.69999981,222,Siemens Gamesa Renewable Energy SG 14-222 DD WTG with power boost technology,,P,Proposed,,-75.27548882,36.91605131,475461.1407,475461.1407,18N,
-8377897.1356,4427417.7969,4307,OCS-A 0483,Coastal Virginia Offshore Wind Commercial Project,NA,Dominion Energy,G3G17,254,14.69999981,222,Siemens Gamesa Renewable Energy SG 14-222 DD WTG with power boost technology,,P,Proposed,,-75.25992885,36.91608637,476847.1404,476847.1404,18N,
-8376165.005,4427422.3954,4308,OCS-A 0483,Coastal Virginia Offshore Wind Commercial Project,NA,Dominion Energy,G3G18,254,14.69999981,222,Siemens Gamesa Renewable Energy SG 14-222 DD WTG with power boost technology,,P,Proposed,,-75.24436887,36.9161194,478233.1401,478233.1401,18N,
-8374432.8716,4427426.7098,4309,OCS-A 0483,Coastal Virginia Offshore Wind Commercial Project,NA,Dominion Energy,G3G19,254,14.69999981,222,Siemens Gamesa Renewable Energy SG 14-222 DD WTG with power boost technology,,P,Proposed,,-75.22880885,36.91615039,479619.1398,479619.1398,18N,
-8402369.7829,4429470.2019,4310,OCS-A 0483,Coastal Virginia Offshore Wind Commercial Project,NA,Dominion Energy,G2F03,254,14.69999981,222,Siemens Gamesa Renewable Energy SG 14-222 DD WTG with power boost technology,,P,Proposed,,-75.47977032,36.93082568,457273.1446,457273.1446,18N,
-8400637.3605,4429478.814,4311,OCS-A 0483,Coastal Virginia Offshore Wind Commercial Project,NA,Dominion Energy,G2F04,254,14.69999981,222,Siemens Gamesa Renewable Energy SG 14-222 DD WTG with power boost technology,,P,Proposed,,-75.46420771,36.93088752,458659.1444,458659.1444,18N,
-8398904.933,4429487.1419,4312,OCS-A 0483,Coastal Virginia Offshore Wind Commercial Project,NA,Dominion Energy,G2F05,254,14.69999981,222,Siemens Gamesa Renewable Energy SG 14-222 DD WTG with power boost technology,,P,Proposed,,-75.44864505,36.93094732,460045.1441,460045.1441,18N,
-8397172.5007,4429495.1862,4313,OCS-A 0483,Coastal Virginia Offshore Wind Commercial Project,NA,Dominion Energy,G2F06,254,14.69999981,222,Siemens Gamesa Renewable Energy SG 14-222 DD WTG with power boost technology,,P,Proposed,,-75.43308235,36.93100509,461431.1438,461431.1438,18N,
-8395440.0633,4429502.9465,4314,OCS-A 0483,Coastal Virginia Offshore Wind Commercial Project,NA,Dominion Energy,G2F07,254,14.69999981,222,Siemens Gamesa Renewable Energy SG 14-222 DD WTG with power boost technology,,P,Proposed,,-75.41751961,36.93106081,462817.1435,462817.1435,18N,
-8393707.6214,4429510.4227,4315,OCS-A 0483,Coastal Virginia Offshore Wind Commercial Project,NA,Dominion Energy,G2F08,254,14.69999981,222,Siemens Gamesa Renewable Energy SG 14-222 DD WTG with power boost technology,,P,Proposed,,-75.40195682,36.9311145,464203.1432,464203.1432,18N,
-8391975.1748,4429517.615,4316,OCS-A 0483,Coastal Virginia Offshore Wind Commercial Project,NA,Dominion Energy,G2F09,254,14.69999981,222,Siemens Gamesa Renewable Energy SG 14-222 DD WTG with power boost technology,,P,Proposed,,-75.38639399,36.93116614,465589.1429,465589.1429,18N,
-8390242.7241,4429524.5236,4317,OCS-A 0483,Coastal Virginia Offshore Wind Commercial Project,NA,Dominion Energy,G2F10,254,14.69999981,222,Siemens Gamesa Renewable Energy SG 14-222 DD WTG with power boost technology,,P,Proposed,,-75.37083113,36.93121575,466975.1426,466975.1426,18N,
-8388510.2691,4429531.1479,4318,OCS-A 0483,Coastal Virginia Offshore Wind Commercial Project,NA,Dominion Energy,G2F11,254,14.69999981,222,Siemens Gamesa Renewable Energy SG 14-222 DD WTG with power boost technology,,P,Proposed,,-75.35526822,36.93126332,468361.1423,468361.1423,18N,
-8386777.8102,4429537.4884,4319,OCS-A 0483,Coastal Virginia Offshore Wind Commercial Project,NA,Dominion Energy,G3F12,254,14.69999981,222,Siemens Gamesa Renewable Energy SG 14-222 DD WTG with power boost technology,,P,Proposed,,-75.33970529,36.93130885,469747.142,469747.142,18N,
-8385045.3474,4429543.5449,4320,OCS-A 0483,Coastal Virginia Offshore Wind Commercial Project,NA,Dominion Energy,G3F13,254,14.69999981,222,Siemens Gamesa Renewable Energy SG 14-222 DD WTG with power boost technology,,P,Proposed,,-75.32414231,36.93135234,471133.1417,471133.1417,18N,
-8383312.8809,4429549.3176,4321,OCS-A 0483,Coastal Virginia Offshore Wind Commercial Project,NA,Dominion Energy,G3F14,254,14.69999981,222,Siemens Gamesa Renewable Energy SG 14-222 DD WTG with power boost technology,,P,Proposed,,-75.30857931,36.93139379,472519.1414,472519.1414,18N,
-8381580.4111,4429554.8062,4322,OCS-A 0483,Coastal Virginia Offshore Wind Commercial Project,NA,Dominion Energy,G3F15,254,14.69999981,222,Siemens Gamesa Renewable Energy SG 14-222 DD WTG with power boost technology,,P,Proposed,,-75.29301627,36.9314332,473905.1411,473905.1411,18N,
