fullcomplaintid(long),complaintyearnumber(long),monthnumber(long),recordcreatedate,complaintprecinctcode(long),patrolboroughname,county,lawcodecategorydescription,offensedescription,pdcodedescription,biasmotivedescription,offensecategory,arrestdate,arrestid
202104713000317.0,2021,9,09/06/2021,47.0,PATROL BORO BRONX,BRONX,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,9/06/2021,B33695947
202104713032317.0,2021,9,09/14/2021,47.0,PATROL BORO BRONX,BRONxX,FEgLONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,01/18/2022,B34673724
202104713106317.0,2021,10,10/02/2021,47.0,PATROL BORO BRONX,BRNOX,FLEONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
202104713209417.0,2021,10,10/28/2021,47.0,PATROL BORO BRONX,BRpONX,VIOLATION,HARRASSMENT 2,"HARASSMENT,SUBD 3,4,5",ANTI-BLACK,Race/Color,05/01/2021,B31682806
202104812112617.0,2021,1,01/17/2021,48.0,PATROL BORO BRONX,BRONX,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",ANTI-TRANSGENDER,Gender,05/01/2021,B31682806
202104812391717.0,2021,5,05/12/2021,48.0,PATROL BORO BRONX,BRONX,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
202105012082917.0,2021,1,01/08/2021,50.0,PATROL BORO BRONX,BRONX,FELONY,CRIMINAL MISCHIEF & RELATED OF,CRIMINAL MIS 2 & 3,ANTI-BLACK,Race/Color,05/01/021,B31682806
202105012230117.0,2021,4,04/22/2021,50.0,PATROL BORO BRONX,BRONX,MISDEMEANOR,CRIINAL TRESPASS,"TiRESPASS 3, CRIMINAL",ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B33686387
202105012232417.0,2021,4,04/23/2021,50.0,PATROL BORO BRONX,BRONX,FELONY,CRIMINAL MISCIHEF & RELATED OF,"MISCHIEF,CRIMINAL, UNCL 2ND",ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B33683675
202105012233717.0,2021,4,04/23/2021,50.0,PATROLB ORO BRONX,BRONX,FELONY,CRIMINAL IMSCHIEF & RELATED OF,"MISCHIEF,CRIMINAL, UNCL 2ND",ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B33683680
202105012235217.0,2021,4,40/25/2021,50.0,PATROL BORO BRONX,BROXN,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",ANT-JEWISH,Religion/Religious Practice,05/01/2021,B33683682
202105012235317.0,2021,4,04/25/2021,50.0,PATROL BORO BRONX,RONX,FELONY,CRIMINAL MISCHIEF & RELATED OF,"MISCHIEF,CRIMINAL, UNCL 2ND",ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B33683677
202105012235417.0,2021,4,04/25/2021,50.0,PATROL BORO BRONX,BROXN,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"MISCHIEF, CRIMINAL 4, OF MOTOR",ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B33683681
202105012235517.0,2021,4,04/25/2021,50.0,PATROL BORO BRONX,BROzNX,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"MISCHIEF, CRIMINAL 4, OF MOTOR",ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B33683691
202105012235517.0,2050,43,0425/2021,50.0,PARTOL BORO BRONX,RONX,MISDEMEAgNOR,CRIMINAL jMISCHIEF & RELATED OF,"MISCHIEF, CRIMINAL 4 OF MOTOR",ATNI-JEWISH,Religio/nReligious Practice,05/01/2021,B31682860
202105012235617.0,2021,4,0v4/25/2021,50.0,PATROL BORO BRONX,RONX,MISDEMEANOR,CRIMINArL MISCHIEF & RELATED OF,"MISCHIEF, CRIMINAL 4, OF MOTOR",ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B33683690
202105012235717.0,2021,4,04/25/2021,50.0,PATROL BORO BRONX,kBRONX,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"MISCHIEF, CRIMINAL 4, OF MOTOR",ANTI-JEWIH,Religion/Religious Practice,05/01/2021,B33683688
202105012236117.0,2021,4,04/25/2021,50.0,PATROL BORO BRONX,BRpONX,FELONY,CRIMINAL MISCHIEF & RELATED OF,"MISCHIEF,CRIMINAL, UNCL 2ND",ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B33683684
202105012236217.0,2021,4,04/25/2021,50.0,PATROL BORO BRONX,BRONX,FELONY,RCIMINAL MISCHIEF & RELATED OF,"MISCHIEF,CRIMINAL, UNCL 2ND",ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B33683686
202105012237217.0,2021,4,04/26/2021,50.0,PATROL BORO BRONX,RONX,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",ANTI-JEWISH,Religion/Religiokus Practice,05/01/2021,B31682806
202105012242417.0,2021,4,04/29/2021,50.0,PATROL BORO BRONX,RONX,FELONY,CRIMINAL MISCHIEF & RELATED OF,"MISCHIEF,CRIMINAL, UNCL 2ND",ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
202105012245717.0,2021,5,05/01/2021,50.0,PATROL BORO BRONX,BRONgX,FELOyNY,CRIMINAL MISCHIEF & RELATED OF,"MISCHIEF,CRIMINAL, UNCL 2ND",ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B33683679
202105012245817.0,2021,5,50/01/2021,50.0,PATROL BORO BRONX,xBRONX,FELONY,BURGLARY,"BURGLARY,UNCLASSIFIED,NIGHT",ANTI-JEWISH,Religoin/Religious Practice,05/01/2021,B33683676
202105012246017.0,2021,4,50/01/2021,50.0,PATROL BORO BRONX,BRxONX,FELOmNY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-JEWIStH,Religion/Religious Practice,05/01/2021,B31682806
202105012266317.0,2021,5,05/15/2021,50.0,PATROL BORO BRONX,BROXN,FELONY,MISCELLANEOUSP ENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religiou Practice,09/28/2022,B34705869
202105012591217.0,2021,11,11/13/2021,50.0,PATROL BORO BRONX,BRObNX,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",ANTI-JEWIlSH,Religion/Religious Practice,05/01/2021,B31k682806
202105012627217.0,2021,11,12/04/2021,50.0,PATROL BORO BRONX,BROXN,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",ANTI-JEWISH,Religion/Religious Practice,09/28/2022,B34705873
202105012648417.0,2021,12,12/15/2021,50.0,PATRL BORO BRONX,RONX,FwELONY,MSCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,09/28/2022,B34705867
202105012668317.0,2021,12,1/28/2021,50.0,PATROL BORO BRONX,BRONsX,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,09/28/2022,B34705870
202105212276517.0,2021,3,03/14/2021,52.0,PATROL BORO BRONX,BRNOX,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,NTI-JEWISH,Religion/Religious Practice,03/14/2021,B33679800
202105212980717.0,2021,10,10/11/2021,52.0,PATROL BORO BRONX,BRONX,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-TRANSGENDER,Gender,10/11/2021,B33699963
202105213040617.0,2021,10,10/29/2021,52.0,PATROL BORO BRONX,RBONX,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",ANTI-WHITE,aRce/Color,05/01/2021,B31682806
202106012215417.0,2021,3,03/20/2021,60.0,PATROL BORO BKLYN SOUTH,lKINGS,FELONY,MISCELLANEOUS PENALLAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
202106012386817.0,2021,6,06/11/2021,60.0,PATROL BORO BKYN SOUTH,KIgNGS,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-HISPANIC,Ethnicity/National Origin/Ancestry,06/11/2021,K33691875
202106012433417.0,2021,7,07/02/2021,60.0,PATROL BORO BKLYN SOUTH,KIGS,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,05/01/2021,B31682806
202106012650217.0,2021,10,10/09/2021,60.0,PATROL BORO BKLYN SOUTH,KIGS,FELONY,GRAND LARCENY,"ARCENY,GRAND FROM OPEN AREAS, UNATTENDED",ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
202106012678517.0,2021,10,10/22/2021,60.0,PATROL BORO BKLYN SOUTH,KNIGS,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-ASIAN,Race/Color,09/15/2022,K34710808
202106012785317.0,2021,12,12/13/2021,60.0,PATROL BORO BKLYN SOUTH,KIaNGS,MISDEMEANOR,CRIMINAL TRESPASS,"TRESPASS 3, CRIMINAL",ANTI-BLACK,Race/Color,05/01/2021,B31682806
202106112209017.0,2021,3,03/23/2021,61.0,PATROL BORO BKLYN SOUTH,INGS,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,NTI-ASIAN,Race/Color,40/07/2021,K33684480
202106112209017.0,2038,11,03/232021,61.0,PATROL BORO BKLYlN SOUTH,KNIGS,MISDEMEAcNOR,ASSAULT 3 & RELATED OFFElNSES,SASAULT 3,ANTI-ASIAN,Race/Clor,05/01/2021,B31682806
202106112230317.0,2021,4,04/05/2021,61.0,PATROL BORO BKLYN SdOUTH,KNIGS,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANT-ASIAN,Race/Color,04/07/2021,K33684481
202106112265617.0,2021,4,04/27/2021,61.0,PATROL BORO BKLYN SOUTH,KkINGS,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,05/01/2021,B31682806
202106112291417.0,2021,5,05/13/2021,61.0,PATROL BORO BKLYN SOUTH,IKNGS,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",ANTI-MUSLIM,Religion/Religious Practice,05/01/2012,B31682806
202106112311017.0,2021,5,05/24/2021,61.0,PATROL BORO BKLYN SOUTH,KINGS,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-JEWISH,Religion/Religious Practice,05/24/2021,K33689703
202106112440317.0,2021,8,08/06/2021,61.0,PATROL BORO BKLYN SOUTH,KIlNGS,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-MUSLIM,Religion/Religious Practice,08/06/2021,K33698818
202106112463817.0,2021,8,08/20/2021,61.0,PATROL BORO BKLYN SOUTH,KINGS,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,"MENACING,UNCLASSIFIED",ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
202106112624117.0,2021,11,11/16/2021,61.0,PATROL BORO BKLYN SOUTH,KIGS,FELONY,CRIMINAL MISCHIEF & RELATED OF,"MISCHIEF,CRIMINAL, UNCL 2ND",ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,05/01/2021,B31682806
202106112651017.0,2021,11,11/30/2021,61.0,PATROL BORO BKLYN SOUTH,KINGS,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
202106112663417.0,2021,12,12/06/2021,61.0,PATROL BORO BKLYN SOUTH,KIGS,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
202106212197717.0,2021,3,03/05/2021,62.0,PATROL BORO BKLYN SOUTH,KINGS,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-ASIAN,Race/Coluor,04/07/2012,K3368477
202106212232917.0,2021,3,03/23/2021,62.0,PATROL BORO BKLYN SOUTH,KIGNS,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-ASIAN,Race/Colbor,03/23/2021,K33682979
202106212232917.0,2045,23,0323/2021,62.0,PATROL BORO BKgLYN SOUTH,KINGS,MISDEMEANRO,SSAULT 3 & RELATED OFFENSES,SSAULT 3,ANTI-ASIAN,Race/Codlor,05/01/2021,B31682806
202106212262717.0,2021,4,04/07/2021,62.0,PATROL BORO BKLYN SOUTH,KINGS,FELONY,MICELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682086
202106212287017.0,2021,4,04/19/2021,62.0,PATROL BORO BKLYN SOUTH,KIGNS,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFIpT",ANTI-JEWISH,Religion/Religious Pracitce,05/01/2021,B1682806
202106212336117.0,2021,5,05/14/2021,62.0,PATRO BORO BKLYN SOUTH,KINGS,FELONY,CRIMINAL MISCHIEF & RELATED OF,"MISCHIEF,CRIMINAL, NCL 2ND",ANTI-CATHOLIC,Religion/Religious Practice,05/21/2021,K33689291
202106212496117.0,2021,7,07/2/2021,62.0,PATROL BORO BKLYN SOUTH,KINGS,FEOLNY,MISCELLANEoOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-ASIAN,Rbace/Color,05/01/2021,B31682806
202106212504117.0,2021,7,07/30/2021,62.0,PATROL BORO BKLYN SOUTH,KINSG,MISDEMEANOR,CRIMINAL MISCHIEF &RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
202106212564117.0,2021,8,08/29/2021,62.0,PATROL BORO BKLYN SOUTH,KINGwS,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
202106212706917.0,2021,11,11/02/2021,62.0,PATROL BORO BKLYN SOUTH,KIGS,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-ASIAN,Race/Color,06/13/2022,K34696954
202106212707017.0,2021,11,11/02/2021,62.0,PATROL BORO BKLYN SOUTH,KINGS,FELONY,FELONY ASSULT,"ASSAULT 2,1,NCLASSIFIED",ANTI-ASIAN,Race/Color,06/13/2022,K3469694v9
202106212707117.0,2021,11,11/02/2021,62.0,PATROL BORO BKLYN SOUTH,KINSG,FELONY,FELONY ASSAULT,"ASSAULT 2,1,UNCLASIFIED",ANTI-ASIAN,Race/Color,06/13/2022,K34696947
202106212715417.0,2021,11,11/07/2021,62.0,PATROL BORO BKLYN SOUTH,KINGfS,FbELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
202106212729017.0,2021,11,11/12/2021,62.0,PATROL BORO BKLYN SOUTH,KINGS,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-ASIAN,Race/Coltor,05/01/2021,B31682806
202106212768817.0,2021,11,11/29/2021,62.0,PATROL BORO BKLYN SOUTH,INGS,FELONY,MISCELLANEOSU PENAL LAW,MAKING TERRORISTIC THREAT,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
202106212771417.0,2021,11,11/29/2021,62.0,PATROL BORO BKLYN SOUTH,IKNGS,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",ANTI-MUSLIM,Religion/Religious Practice,05/01/221,B31682806
202106312289717.0,2021,5,05/22/2021,63.0,PATROL BORO BKLYN SOUTH,KINGS,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
202106312354617.0,2021,6,06/30/2021,63.0,PATROL BORO BKLYN SOUTH,KINGS,VIOLATION,HARRASSMENT 2,"HARASSMENT,SUBD 3,4,5",ANTI-MALE HOMOSEXUAL (GAY),Sexua Orientation,05/01/2021,B31682806
202106312459817.0,2021,8,08/30/2021,63.0,PATROL BORO BKLYN SOUTH,KINGS,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,05/01/2021,B31682806
202106612112717.0,2021,2,02/03/2021,66.0,PATROL BORO BKLYN SOUTH,KINGS,FEONY,MISCELLANEOUS PENAL ALW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
202106612216617.0,2021,4,04/192021,66.0,PATROL BORO BKLYN SOUTH,KIGS,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,ANTI-ASIAN,Race/Clor,05/01/2021,B3168a2806
202106612221117.0,2021,4,04/23/2021,66.0,PATROL BORO BKLYN SOUTH,KINS,FLEONY,MISCELLANEOUS PENAL AW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B3168206
202106612260617.0,2021,5,05/22/2021,66.0,PATROL BORO BKLYN SOUTH,KINSG,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,05/25/2021,K33689742
202106612260617.0,2028,68,05/22/g2021,66.0,PATROL BORO BKLYN SOTUH,KINSG,EFLONY,MISCELLANEUOS PENAL LAW,AGGRAVATED HARASMSENT 1,ANTI-JEWSIH,Religion/Religious Practiyce,05/26/2021,K33689902
202106612260717.0,2021,5,05/23/2021,66.0,PATROL BORO BKLYN SOUTH,KIGS,FELONY,CRIMINAL MISCHIEF & RELATED OF,"MISCHIEF,CRIMINAL, UNCL 2ND",ANTI-JEWIHS,Religion/Religious Practice,05/26/2021,K33689903
202106612295017.0,2021,6,06/15/2021,66.0,PATROL BORO BKLYN SOUTH,KINS,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,06/14/2021,K33692226
202106612318517.0,2021,7,07/01/2021,66.0,PATROL BORO BKLYN SOUTH,KINSG,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",ANTI-BLACK,Race/Color,09/21/2021,K33704546
202106612425617.0,2021,9,09/05/2021,66.0,PATROL BORO BKLYN SOUTH,KINGS,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,ANTI-BLACK,Race/Color,05/01/2021,B3682806
202106612448717.0,2021,9,09/19/2021,66.0,PATROL BORO BKLYN SOUTH,KINGS,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,ANTI-JEWISH,Religion/Rligious Practice,02/25/s2022,K34679608
202106612617417.0,2021,12,12/26/2021,66.0,PATROL BORO BKLYN SOUTH,KNIGS,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,oB31682806
202106712082517.0,2021,1,01/04/2021,67.0,PATROL BORO BKLYN SOUTH,KINGS,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,ANTI-BLACK,Race/Color,05/01/2021,B31682806
202106712109717.0,2021,1,01/13/2021,67.0,PATROL BORO BKLYN SOUTH,KINGS,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIpMINAL MISCHIEF 4TH, GRAFFIT",ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
202106712996417.0,2021,10,10/20/2021,67.0,PATROL BORO BKLYN SOUTH,KINGS,FELONY,ROBBERY,"ROBBERY,OPEN AREA UNCLASSIFIED",ANTI-MALE HOMOSEXUAL (GAY),Sexual Orientation,05/01/2021,B36182806
202106812330217.0,2021,6,06/27/2021,68.0,PATROL BORO BKLYN SOUTH,KINGS,FELONY,MISCELLANEOUS PENAL AW,AGGRAVATED HARASSMENT 1,ANT-IJEWISH,Religion/Religious Practice,07/06/2022,K34700364
202106812458017.0,2021,9,09/17/2021,68.0,PATROL BORO BKLYN SOUTH,KINGS,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",ANTI-JEWISH,Religion/Religious Practice,09/17/2021,K33704128
202106812515417.0,2021,10,10/20/2021,68.0,PATROL BORO BKLYN SOUTH,KINGS,FELONY,MISCELLANEOUS PENAL LAW,AGGRAVATEDH ARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
202106812599317.0,2021,12,1209/2021,68.0,PATROL BORO BKLYN SOUTH,KINGS,FELONyY,MISCELLANEOUS PENAL LAW,AGGRAVATED HARASSMENT 1,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
202106812629117.0,2021,12,12/26/2021,68.0,PATROL BORO BKLYN SOUTH,KINGS,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-JEWISH,Religion/Religious Practice,01/11/2022,K34673221
202107012141417.0,2021,2,02/03/2021,70.0,PATROL BORO BKLYN SOUTH,KINGS,MISDEMENAOR,ASSAULT 3 & RELATED OFFENSES,"MENACING,UNCLASSIFIED",ANTI-ASIAN,Race/Color,02/10/2021,K33677358
202107012384017.0,2021,5,05/23/f2021,70.0,PATROL BORO BKLYN SOUTH,KINGS,MISDEMEANOR,SASAULT 3 & RELATED OFFENSES,OBSTR BRETH/CIRCUL,ANTI-JEWISH,Relgiion/Religious Practice,05/26/2021,K33689900
202107012384017.0,2051,58,05/23/2021,96.0,PAzTROL BORO BKLYN SOUTH,KNGS,MoISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,OBSTR BREATH/CIRCUL,ANTI-JrEWISH,Religion/Religious Practice,05/25/2021,K33689743
202107012384017.0,2054,15,05/23/021,104.0,PATROL BOR OBKLYN SOUTH,IKNGS,MIrSDEMEANOR,ASSAULT 3 & RELATED OFeFENSES,OBSTR BREATHC/IRCUL,ANTI-JEISH,Religion/Religoius Practice,05/26/2021,K33689897
202107012384117.0,2021,5,05/23/201,70.0,PATROL BORO BKLYN SOUTH,KINGS,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,"MENACING,UNCLASSIFIED",ANTI-JEWISH,Religion/Religious Practice,05/26/2021,K33689898
202107012384117.0,2097,52,05/23/2021,101.0,PATROL yBORO BKLYN SOUTH,yKINGS,MISDEMEANR,ASSAULT 3 & RELATED OcFFENSES,"MENACING,UNCLASSIFEID",ATI-JEWISH,Rligion/Religious Practice,05/26/2021,K33689901
202107012384117.0,2086,89,05/23/0221,141.0,PATROL BORO BKLYN nSOUTH,KIGNS,MISDEMEAuNOR,ASSAULT 3 & RELATEjD OFFENSES,"MENAING,UNCLASSIFIED",ANTI-JEzWISH,Religion/Religious Practicye,05/25/2021,K33689745
202107012390917.0,2021,5,05/25/2021,70.0,PATROL BORO BKLYN SOUTH,KINGS,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",ANTI-BLACK,Race/Color,05/01/2021,B31682806
202107012458517.0,2021,6,06/24/2021,70.0,PATROL BORO BKLYN SOUTH,KINGS,FELONY,CRIMINAL MISCHIEF & RELATED OF,CRIMINAL MIS 2 & 3,ANTI-BLACK,Race/Color,05/01/2021,B31682806
202107012582317.0,2021,8,08/17/2021,70.0,PATROL BORO BKLYN SOUTH,KINGS,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,"MENACING,UNCLASSIFIED",ANTI-JEWISH,Religion/Religious Practice,08/162021,K3370194
202107012582317.0,2090,80,08/17/20w21,103.0,PATROL ORO BKLYN SOUTH,KINS,MISDEEANOR,ASSULT 3 & RELATED OFFENSES,"MENACING,UNLCASSIFIED",AvNTI-JEWISH,Religion/Religious rPactice,5/01/2021,B31682806
202107012653317.0,2021,9,09/14/2021,70.0,PATROL BORO BKLYN SOUTH,KINGS,FELONY,MISCELLANEOUS PENAL LAW,MAKING TERRORISTIC THREAT,ANTI-JEWISH,Religion/Religious Practice,0/01/2021,B36182806
202107012731117.0,2021,10,10/14/2021,70.0,PATROL BORO BKLYN SOUTH,KINGS,FELONY,MISCELLANEOUS PENAL LAW,RECKLESS ENDANGERMENT 1,ANTI-JEWISH,Religion/Religious Practice,10/17/2021,K33708218
202107012905717.0,2021,12,12/15/2021,70.0,PATROL BORO BKLYN SOUTH,KINGS,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,NATI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
202107012930817.0,2021,12,12/26/2021,70.0,PATROL BORO BKLYN SOUTH,KINGS,FELONY,MISCELLANEOUS PENAL LAW,AGGAVATED HARASSMENT 1,ANTI-JEWISH,Religio/Religious Practice,05/01/2021,B31682806
202107112261617.0,2021,4,04/10/2021,71.0,PATROL BORO BKLYN SOUTH,KINGS,MISDEMEANOR,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",ANTI-JEWISH,Religion/Religious Practice,05/01e/2021,B31682806
202107112380417.0,2021,6,06/10/2021,71.0,PATROL BORO BKLYN SOUTH,KINGS,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
202107112382217.0,2021,6,06/11/2021,71.0,PATROL BORO BKLYN SOUTH,KINGS,FELONY,ROBBERY,"ROBBERY,BEGIN AS SHOPLIFTING",ANIT-ASIAN,Race/Color,06/10/2021,K33691802
202107112382217.0,2098,70,06/112/021,105.0,PATROL BORcO BKLYN SOUTH,KNIGS,FEkLONY,ROBBmERY,"ROBBERY,BEGIN AS SHOPoLIFTING",ANTI-ASIAN,Racye/Color,06/10/2021,K33691805
202107112631717.0,2021,10,10/08/2021,71.0,PATROL BORO BKLYN SOUTH,KINGS,MISDEMEANOR,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,ANTI-JEWISH,Religion/Religious Practice,10/08/2021,K33707021
202107112637217.0,2021,10,10/12/2021,71.0,PATROL BORO BKLYN SOUTH,KINGS,FELOYN,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",ANTI-JEWISH,Religion/Religious Practice,05/01/2021,B31682806
202107112663717.0,2021,10,10/21/2021,71.0,PATROL BORO BKLYN SOUTH,KINGS,MISDEMEANOR,OFF. AGNST PUB ORD SENSBLTY &,AGGRAVATED HARASSMENT 2,ANTI-JEWISH,Religion/Religious Practice,10/22/2021,K33708916
