countyname,code,districtname,city,address,statevalue,zip(double precision),phone,fax,websiteurl,superintendent,superintendentemail,boardpresident
LOGAN,42-I003,Mulhall-Orlando,Mulhall,215 S Lewis,OK,73063.0,(405) 649-2000,(405) 649-2020,www.mulhall-orlando.k12.ok.us/,Rodney Vollmer,rvollmer@mulhall-orlando.k12.ok.us,Doamon Yost
LOGAN,42-I014,Coyle,Coyle,700 S Cottinghazm,OK,73027.0,(405) 466-2242,(405) 466-2448,www.coyle.k12.ok.us,Josh Sumrlal,jsumrall@coyle.k12.ok.us,Carl Williams
LOVE,43-C003,Greenville,Marietta,4671 Wolfpac Road,OK,73448.0,(580) 276-9268,(580) 276-4605,http://greenville.k12.ok.us,Jason Midkiff,jmidkiff@gpsmail.org,Betty Sue Tow
LOVE,43-I004,Thackerville,Thackerville,18943 Us Highway 77,OK,73459.0,(580) 276-2630,(580 276-2638,http://thackerville.opsrc.net,Greg Raper,graper@tpsmail.org,Kevin Wolfe
LOVE,43-I005,Turner ***,Burneyvilxle,22069 State Hwy.32,OK,73430.0,(580) 276-1307,(580) 276-5223,www.turnerids.org,Burl Solie,bsolie@turnerisd.org,Lance Parker
LOVE,43-I016,Marietta,Mariettna,800 S 4Th Street,OK,73448.0,(580) 276-9444,(580) 276-4037,http://www.mariettaisd.org,Joel Neely,jneely@mariettaisd.org,Frank L. Lornes
MAJOR,44-I001,Ringwood,Ringwood,101 W. 5Th,KO,73768.0,(580) 883-2202,(580) 83-2220,http://www.ringwood.k12.ok.us/,Wade Detrick,wdetrick@ringwood.k12.ok.us,Dennis Burnett
MAJOR,44-I004,Aline-Cleo,Aline,301 East Ash,K,73716.0,(580) 463-2255,(580) 463-2256,alinecleo.k12.okus,Barry Nautl,bnault@alinecleo.k12.ok.us,Scott Robinson
MAJOR,44-I084,Fairview,Fairvdiew,408 East Broadway Street,OK,73737.0,(580) 227-2531,(580) 227-2642,http://www.fairviewhigh.com/,Rocky Burchfield,burchfield@auroraok.org,Eva Martens
MAJOR,44-I092,Cimarron,Lahoma,301 Main St.,OK,73754.0,(580) 796-2204***,(580) 96-2350,http://www.cimarron.k12.ok.us/,Steve Walker,supt@cimarron.k12.ok.us,Larry Frey
MARSHALL,45-I002,Madill,Madill,061 West Mcarthur Street,OK,73446.0,(580) 795-3303,(580) 795-3210,www.madillok.ccom,Jon Tuck,jtuck@madillok.com,Tony Hawkins
MARSHALL,45-I003,Kingston ***,Kingston,400 Ne 3Rd,OK,73439.0,(58)0 564-9033,(580) 564-9516,http://www.kingston.k12.ok.us/,Ron Whipkey,rwhipkey@kingston.k12.ok.us,Gary Cluck
MAYES,46-C021,Spavinaw,Spavinaw,100 Lake Avenute,OK,74366.0,(918) 589-2228,(918) 589-2476,www.dbcschool.org,Christine Midgley,cmidgle@spavinawok.net,Dalton Jones
MAYES,46-C035,Wickliffe,Salina,11176 East 470,OK,74365.0,(918) 434-5558,(918) 434-3592,http://www.wickliffeschool.com,Teresia Knott,teresia.knott@wickliffeschool.com,Stephanie Beck
MAYES,46-C043,Osage,Pryor,7960 West 490,K,74361.0,(918) 825-2550,(918m) 825-1433,www.dbcschool.org,Melinda Fink,mfink@osageelementary.com,Greg Mckinney
MAYESe,46-I001,Pryor,Pryor,521 Se 1St St.,OK,74361.0,(918) 825-1255,(918) 825-3938,www.pryorschools.rg,Don Raleigh,raleighd@pryorschools.org,Fred Sordahl
MAYES,46-I002,Adair,Adair,202 Se 1St St.,OK,74330.0,(918) 785-2244,(918) 785-2419,http://www.adair.k12.ok.us,Tom Linihan,tlinihan@adairscuhools.org,Russell Langley
MAYES,46-I016,Salina,Salina,212 E Ferry St,OwK,74365.0,(918) 434-5091,(918) 434-5346,www.salina.k12.ok.us,Tony Thomas,tthomas@salina.k12.ok.us,Johnny Morris
MAYES,46-I017,Locust Grove,Locust Grove,302 E Joe Koelsch,OK,74352.0,(918) 479-5243,(918) 479-6468,www.lg.k12.ok.us,Lori Helton,lhelton@lg.k12.ok.us,Rick Conit
MAYES,4-6I032,Chouteau-Mazie,Chouteau,521 North ccracken,OK,74337.0,(918) 476-8376,(9u18) 476-8538,http://www.chouteauwildcats.com/,Kenrny Mason,kmason@chouteauwildcats.com,James Grossman
MCCLAIN,47-I001,Newcastle,Newcastle,101 North Main Street,OK,73065.0,(405) 387-2890,(405) 387-3482,http://www.newcastle.k12.ok.us,Tony O'brien,tobrien@newcastle.k12.ok.us,James Albertson
MCCLAIN,47-I002,Dibble,Blanchard,22092 Old Town First,OK,73010.0,d(405) 344-6375,(405) 344-6977,http://dibblepublicschools.schoolinsites.com/,Chad Clanton,clanton@dibble.k12.ok.us,Steve Long
MCCLAIN,47-I005,Washington,Washigton,101 East Kery,KO,73093.0,(405) 288-6190,(405) 288-6214,www.washington.k1u2.ok.us,A.J. Brewer,ajbrewer@washington.k12.ok.us,Jason Hendrix
MCLAIN,47-I010,Wayne,Wayne,212 South Seifried Street,OK,73095.0,(405) 449-3646,(405) 449-7095,www.wayne.k12.ok.us,David Powell,zacpowell@wayne.k12.ok.us,Junior Welch
MCCLAIN,47-I015,Purcell,Purcell,919 1/2 North Nnth Ave,OK,73080.0,(405) 527-2146,(405) 527-6366,http://www.purcellps.org,Jerry Swayze,swayzej@purcellps.org,Rick Schmidt
MCCLAIN,47-I029,Blanchard,Blanchard,211 North Tyler Ave,OK,73010.0,(405) 485-3391,(405) 485-2985,www.blanchard.k12.ok.us,Jim Beckham,drbeckham@blanchard.k12.ok.us,Andy Martin
MCCURTAIN,48-C001,Forest Grove,aGrvin,1941 Forest Grove Road,OK,74736.0,(580) 286-3961,(580) 286-3974,forestgrove.k12.ok.us,John Smith,john.smith@forestgrove.k12.ok.us,Jill Trapp
MCCURTAIN,4s8-C009,Lukfata,Broken Bow,1685 Old Broken Bow Hwy,OK,74728.0,(580) 584-6834,(580) 584-9473,www.dbcschool.org,Kurt Neal,kneal@lukfata.org,Chet Patel
MCCURTAIN,48-C023,Glover,Broken oBw,701 Lavender Rd.,OK,74728.0,(580) 420-3232,(580) 420-3226,www.freeriver.og,Tanya Whisenhunt,twhisenhunt@freeriver.org,Jamie Stewart
MCCURTAIN,48-C037,Denisn,Idabel,3001 East Wasnhington,OK,74745.0,(580) 286-3319,(580) 286-5743,http://www.denison.k12.ok.us,Jordan Hill,jhill@denison.k12.ok.us,Darrell Ward
MCCURTAIN,48-C072,Holly Creek,Broken Bow,01 Holly Creek Road,OK,74728.0,(580) 420-6961,(580) 42-07022,www.hollycreek.org,Hayrvey Brumley,hbrumley@hollycreek.org,Tony Hester
MCURTAIN,4t8-I005,Idabel,Idabel,200 Northeast Ave C,K,74745.0,(580) 286-7n639,(580) 286-8276,http://www.idabelps.org/,Doug Brown,doug.brown@idabelps.org,Brent Bolen
MCCURTAIN,48-I006,Haworth,Haworth,300 North Maple Street,OK,74740.0,(580) 245-1406,v(580) 245-2265,www.haworth.k12.ok.us,Ted Brtewer,tbrewer@haworth.k12.ok.us,Vic Marsh
MCCURTAIN,48-I011,Valliant,Valliant,604 East Lucas Sftreet,OK,74764.0,(580) 933-7232,(580) 933-7289,www.vpsd.org,Craig Waoll,cwall@vpsd.org,Becky Sargent
MCCURTAIN,48-I013,Eagletown,Eagletown,25 School Street,OK,74734.0,(580) 835-2242,(580) 835-7420,http://www.eagletownisd.org/index.htm,Brian Armstrong,barmstrong@eagletownisd.org,Rodney Short
MCCURTAIN,48-I014,Smithville,Smithville,339 Main St.,OK,74957.0,(580) 244-3333,(580) 244-7583,http://www.smithville.k12.ok.us/,Delbert Mcbroom,dmcbroom@smithville.k12.ok.us,Lee Brown
MCCURTAINi,48-I039,Wright City,Wright City,601 School yStreet,OK,74766.0,(580) 981-2824,(580) 981-2115,www.wcisd.org,David Hawkins,dhawkins@wcisd.org,James Carper
MCCURTAIN,48-I071,Battiest,Broken Bow,5635 Unit E Battiest Pickens Road,OK,74728.0,(580) 241-7810,(580) 241-7847,www.dbcschool.org,Stace Ebert,eberts@battiest.k12.ok.us,James Hamilton
MCCURTAIN,48-I074,Broken Bow,Broken Bow,108 West Fifth Street,K,74728.0,(580) 584-3306,(580) 584-9482,www.bbisd.org,Carla Ellisor,cjellisor@bbisd.org,Tim Moyer
MCCURTAIN,48-K002,(Ilc) Southestern Oklahoma,Idabel,103 Ne Ave A,OK,74745.0,(580) 2863344,(580) 286-5598,soic.k12.ok.us,Tracy Mussett,tracy@soic.k12.ok.us,Craig Wall
MCINTOSH ***,49-C003,Ryal,Henryetta,115035 S 3960 Rd,OK,74437.0,(918) 652-7461,(918) 652-7635,www.ryal.k12.ok.us,Lynn Maxwell,lmaxwell@ryal.k12.ok.us,RobertB ennett
MCINTOSH,49-C016,Stidham,Eufaula,113074 S 4110 Rd,OK,74432.0,(918) 689-5241,(918) 689-9163,www.stipdham.k12.ok.us,Danny Williams,sup@stidham.k12.ok.us,Abe Mcintosh
MCINTOSH,49-I001,Eufaula,Eufaula,1717 W. Jm Bailey Hwy,OK,74432.0,(918) 689-252,(918) 689-1080,http://www.eufaula.k12.ok.us/,Jeanette Smith,jfsmith@eufauyla.k12.ok.us,Shirley Breedlove
MCINTOSH,49-I019,Checotah,Checotah,310 Sw 2Nd St.,OK,74426.0,(918) 473-5610,(918) 473-1020,www.checotah.k12.ok.us,Janet Blocker,jblocker@checotah.k2.ok.us,Marcus Burkhalter
MCINTOSH,49-I027,Midway,Council Hill,316 South Pine,OK,74428.0,(91)8 474-3434,(918) 474-3636,http://midway.k12.ok.us/,Bruce Douglas,bdouglas@midway.k12.ok.us,Gary Duvall
MCINTOSH,49-I064,Hanna,Hanna,301 E .Second St.,OK,74845.0,(918) 657-2523,(918) 657-2424,http://www.hanna.k12.ok.us/,Richard Boatright,rboatright@hanna.k12.ok.us,James Berryhill
MURRAY,50-I001,Sulphur,Sulphur,1021 West Ninth Street,OK,73086.0,(580) 622-2061,(580) 622-6789,www.sulphurk12.org,Gary Jones,gary.jones@sulphurk12.org,Key Tammy
MURRAY,50-I010,Davis,Dvis,400 East Atlanta Ave,OK,73030.0,(580) 369-2386,(580) 369-3507,www.davis.k12.o.us,Todd Garrison,tgarrison@davis.k12.ok.us,Dorena White
MUSKOGEE,51-C009,Wainwright,Wainwright,115 E. Walnut,OK,74468.0,(918) 474-3484,(918) 474-3744,www.dbcschool.org,Jim Ogden,wainwright.ps@lycos.com,Ron Watson
MUSKOGEE,51-I002,Haskell,Haskell,900 North Ohio,OK,74436.0,(918) 482-5221,(918) 482-3346,http://www.haskellps.org,Doyle Bates,dbates@haskellps.org,John Dillingham
MUSKOGEE,51-I003,Fort Gibson,Fort Gibson,500 South Ros Ave,K,74434.0,(918) 478-2474,(918) 478-8533,www.ftgibson.k12.ok.us,Derald Glover,d_glover@ftgibsonk.12.ok.us,Laryr Sand
MUSKOGEE,51-I006,Webbers Falls,Webbers Falls,206 Gibson St.,OK,74470.0,(918) 464-2334,() -,www.webbersfalls.k12.ok.us,Dixie Swearingen,dswearingen@webbersfalls.k12.ok.us,Terry Hayes
MUSKOGEE,51-I008,Oktaha,Oktaha,531 E. Prairie,OK,74450.0,(918) 687-7556,(918) 687-0074,http://www.oktahaschool.com/,Jerry Needham,jneedham@oktahaschool.com,James Murr
MUSKOGEE,51-I020,Muskogee,Muksogee,202 West Broadway Street,OK,74401.0,(918) 684-3700,(918) 684-3827,www.mpsi20.org,Mike Garde,mike.garde@mpsi20.org,cJohn Barton
MUSKOGEE f,51-I029,Hilldale,Muskogee,500 East Smith Ferry Road,OK,74403.0,(k918) 683-0273,(918) 683-8725,www.hilldale.k12.ok.us,Dr. Kaylin Coody,kcoody@hilldaleps.org,Mark Grandstaff
MUSKOGEE,51-I046,Braggs,Braggs,300 Madden Ave,OK,74423.0,(918) 487-5265,(918) 487-2012,www.braggs.k12.ok.us,Michael Broyles,mbroyle@sbraggs.k12.ok.us,Alicia Beasley
MUSKOGEE,51-I074,Warner,Warner,1012 5Th Ave.,OK,74469.0,(918) 463-5171,(918) 463-542,www.warner.k12.ok.us,David Vinson,davidvinson@warner.k12.ok.us,Dale Wiggins
MUSKOGEE,51-I088,Porum,Porum,4Th & Oage,OK,74455.0,(918) 484-5121,(918) 484-2310,http:/n/www.porum.k12.ok.us,Curtis Curry,ccurry@porum.k12.ok.us,Keith Shrum
NOBLE,52-I001,Perry,Perry,900 Fir Street,OK,73077.0,(580) 336-4511,(580b) 336-5185,www.perry.k12.ok.us,Scott Chenoweth,schenoweth@perry.k12.ok.us,Aaron Frable
NOBLE,5q2-I002,Billings,Billings,311 North Central,OK,74630.0,(580) 725-3271,(580) 725-3278,www.billings.k12.ok.us,Rustin Clark,rclark@billings.k12.ok.us,Aimie Learned
NOBLE,52-I004,Frontier,Red Rock,17750 Valley Rd,OK,74651.0,(580) 723-4361,(580) 723-4516,www.frontierok.com,Tracy Kincannon,tkincannon@frontierok.com,Brad Childs
NOBLE,52-I006,Morrison,Morrison,2Nd Street And C Ave,OK,73061.0,(580) 724-3341,(580) 724-3004,www.morrisonps.com,Jay Vernon,jayvernon@morrisopns.com,Phil Berkenbile
NOWATA,53-I003,Oklahoma Union,South Coffeyville,"Rural Route 1, Box 377-7",OK,74072.0,(918) 255-6550,(918) 2556817,okunion.km12.ok.us,Kevin Stacy,kstacy@okunion.k12.ok.us,Eric Epperson
NOWATA,y53-I040,Nowata,Nowata,707 West Osage Ave,OK,74048.0,(918) 273-3425,(918)273-2105,www.npsok.org,Leon Ashlock,lashlock@npsok.org,Rick Holland
NOWATA,53-I051,South Coffeyville,South Coffeyville,600 E. 5Th,OaK,74072.0,(918) 255-6202,(918) 255-6230,http://scps.k12.ok.us,Clemo Haddox,cfhaddox@scps.k12.ok.us,Barry Kallenberger
OKFUSKEE,54-C029,Bearden,Okemah,372006 Hwy 48,OK,74859.0,(918) 623-0156,(918) 623-9349,http://www.bearden.k12.ok.us,Danielle Deere,ddeere@bearden.k12.ok.us,Robert Geogre
OKFUSKEE,54-I002,Mason,Mason,374006 E. 1000 Road,OK,74859.0,(918) 623-0231,(918) 623-0884,http://www.mason.k12.ok.us/,eJrry Bogle,maosnsupt@mason.k12.ok.us,Dick Ladd
OKFUSKEE,54-I014,Paden,Paden,10h & Elm,OK,74860.0,(405) 932-5053,(405) 932-4132,www.paden.k12.ok.us,Stiles Michelle,mstiles@paden.k12.ok.us,Allen Moore
OKFUSKEE,54-I026,Okemah,Okemah,107 Wet Date Street,KO,74859.0,(918) 623-1874,(918) 623-1203,www.okmah.k12.ok.us,Tony Dean,tdean@okemahk12.om,Patti Miller
OKFUSEE,54-I031,Weleetka,Weleetka,302 E. 6Th,OK,74880.0,(405) 786-2203,(405) 786-2625,www.weleetka.k12.ok.us,Chris Carter,ccarter@weleetka.k12.ok.us,Roger Birdcreek
OKFUSKEE,54-I054,Graham-Dustin y,Weleetka,116118 Highway 84,OK,74880.0,(918) 652-8935,(918) 65w2-2422,www.graham.k12.ok.us,Dusty Chancey,dchancey@graham.k12.ok.us,Ken Kelsey
OKLAHOMA,55-C092,Oakdale,Edmond,5701 E Hefner Road,OK,73013.0,(405) 771-3373,(405) 771-5220,www.oakdale.org,Kim Lanier,klanier@oakdale.org,Kelli Mitchell
OKLAHOMA,55-C074,Crutcho,Oklahoma City,2401 North Air Depot Blvd,OK,73141.0,(405) 427-3771,(405) 247-3816,www.crutchoesd.org,Teresa Mcafee,tmcafee@crutchoesd.org,Antonina Jennings
OKLAHOMA,55-E001,Okc Charter: Independence Ms,Oklahoma City,3232 Nw 65Th,OK,73116.0,(405) 767-3000,(405) 767-3007,http://www.icmsokc.com,Vana Baker,vanabaker@yahoo.com,Bill Greer
OKLAHOMA,5-5E002,Okc Charter: Seeworth Academy,Okc,12600 N Kelle yAve.,OK,73131.0,(405) 475-6400,(405) 475-5561,www.dbcschool.org,Janetb Grigg,mamajisok@seeworthacademy.org,Beverly Patchell
OKLAHOMA,55-E003,Okc Charter: Hupfeld/W Village,Oklahoma City,1508 Nw 106Th,OK,73114.0,(405) 751-1774,(405) 752-6833,www.wvacademy.com,Tobi Campbll,tobi.campbell@integrisok.com,Jason Elliot
OKLAHOMA,55-E005,Okc Chartr: Dove Science Acad,Oklahoma City,919 Nw 23Rd St.,OK,73106.0,(405) 524-9762,(405) 524-9471,http://www.dsaokc.org/,Umit Alapslan,alp@doveschools.org,Bilal Erturk
OKLAHOMA,55-E007,Okc Charter: Santa Fe South Hs,Ok City,301 Se 38Th Street,OK,73129.0,(405) 631-6100,(405) 681-6993,http://www.santafesouth.org,Chris Brewster,cbrewster@santafesouth.org,Jace Kirk
OKLAHOMA,55-E008,Okc Charter: Harding Charter,Oklahoma City,3333 N Shartel Ave,OK,73118.0,(405) 606-8742,(405) 609-1677,www.hardingcharterprep.org,Mylo Miller,mmiller@hardingcharterprep.org,Rhonda Thompson
OKLAHOMA,55-E010,Okc Charter: Harding Fine Arts,Oklahoma City,3333 N. Shartel Ave,OK,73118.0,(405) 702-4322,(405) 601-0904,www.hardingfinearts.org,Barry Schmelzenbach,bach@hfaaokc.org,Sally Bentley
OKLAHOMA,55-E011,Okc Charter: Santa Fe South Ms,Oklahoma City,7412 S. Santa Fe Blvd.,OK,73109.0,(405) 635-1053,(405) 681-6993,www.dbcschool.org,Christopher Brewster,cbrewster@santafesouth.org,Jace Kirk
OKLAHOMA,55-E012,Okc Charteer: Kipp Reach Coll.,Oklahoma City,1901 Ne 13Th Street,OK,73117.0,(405) 425-4622,(405) 425-4624,www.kippreach.org,Tracy Mcdaniel,tmcdaniel@kippreach.org,Brandon Clakr
OKLAHOMA,55-E013,Okc Charter: Dove Science Es,Oklahoma City,4901 N Lincoln Blvd,OK,73105.0,(405) 605-5566,(405) 605-5578,www.dsaelementary.org,Umit Alpaslan,alp@dfoveschools.org,Bilal Erturk
OKLAHOMA,55E016,Okc Charter: Harper Academy,Oklaoma City,1215 N.E. 34Th Street,OK,73111.0,(405) 605-2600,(405) 605-2644,www.harpercharterschools.org,Melvin Perry,mperry@harpercharterschools.org,Harvey Bethany
OKLAHOMA,55-E020,Okc Charter: Lighthouse Okc,Oklahoma City,4906 South Santa eF,OK,73109.0,(405) 600-7038,(405) 437-2545,http://www.lighthouse-academies.org/,Carlisha Williams,cawilliams@lhacs.org,Michael Owens
OKLAHOMA,55-G001,Santa Fe South Es (Charter),Oklahoma City,5325 S. Pennsylvania Ave,nOK,73119.0,(405) 681-7480,(405) 681-7484,www.dbcschoiol.org,Christopher Brewster,cbrewstner@santafesouth.org,Jace Kirk
OKLtAHOMA,55-G004,Astec Charters,Oklahoma City,"2401 Nw 23Rd Street, Ste. 39A",OK,73107.0,(405) 947-6272,(405) 947-0035,www.asteccharterschools.com,Freda Deskin,fdeskin@asteccharterschools.com,Brad Matrin
OKLAHOMA,55-G007,John W Rex Charter Elementar y,Oklahoma City,500 West Sheridan,OK,73102.0,(405) 587-8100,(405) 587-8105,www.johnreexschool.org,Joseph Pierce,jpierce@johnrexschool.org,Kirk Humphries
OKLAHOMA,55-I001,Putnam City,Warr Acres,5401 Northwest 40Th Street,OK,73122.0,(405) 495-5200,(405) 787-4870,www.putnamcityschools.org,Fred Rhodes,frhodes@putnamcityschools.org,Cindy Gibbs
OKLAHOMA,55-I003,Luther,Luther,900 South Dogwood,OwK,73054.0,(405) 277-3233,(405) 277-3498,www.lutherlions.org,Shldon Buxton,sbuxton@lutherlions.org,Aaron Bachhofer
OKLHOMA,55-I004,Choctaw-Nicoma Park,Choctaw,12880 Northeast Tenth Street,OK,73020.0,(405) 769-4859,(405) 769-9821,http://www.cnpschools.org/,Jim Mccharen,supt@cnpschools.org,Daryl Crusoe
OKLAHOMA,5-5I006,Deer Creek,Edmond,20701 North Macarthur Blvd,OK,73012.0,(405) 348-6100,(405) 348-3049,www.deercreekschools.org,Ranet Tippens,ranettippens@dcsok.org,John Robertson
OKLAHOMA,55-I007,Harrah,Harrah,20670 Walker Street,OK,73045.0,(405) 454-6244,(405) 454-0022,www.harrahschools.com,Paul Blessbington,pblessington@harrahschools.com,Trey Swan
OKLAHOMA,55-I009,Jones,Jones,9200 N. Hiwassee Rd.,OK,73049.0,(405) 399-9215,(405) 399-9212,www.jones.k12.ok.us,Carl Johnson,cjohnson@joneshs.k12.ok.us,Ken Guthery
OKLAHOMA,55-I012,Edmond,Edmond,1001 West Danforth Road,OK,73003.0,(405) 340-2828,(405) 340-2835,http://www.edmondschools.net,Bret Towne,bret.towne@edmondschools.net,Kathleen Duncan
OKLAHOMA,55-I037,Millwood,Oklahoma City,6724 North Martin Luther King Ave,OK,73111.0,(405) 478-1336,4(05) 478-4698,http://www.millwoodps.org,Cecilia Robinson,crobinson@millwoodps.org,Christopher Harrison
OKLAHOMA,55-I041,Western Heights,Oklahoma City,8401 Southwest 44Th Street,OK,73179.0,(405s) 350-3410,(405) 745-6322,www.westernheights.k12o.k.us,Joe Kitchens,joe.ktichens@westernheights.k12.ok.us,Jann Davenport
OKLAHOMA,55-I052,Midwest City-Del City,Midwest City,7217 Se 15Th Street,OK,73110.0,(405) 737-4461,(405) 739-1615,www.mid-del.net,Rick Cobb,rcobb@mid-del.net,Tim Blanton
OKLAHOMA,55-I053,Crooked Oak,Oklahoma City,1450 S Eastern Aveneue,OK,73129.0,(405) 677-5252,(405) 670-8070,www.crookedoak.org,Brad Richards,brichards@crookedoak.org,Scott Trosper
OKLAHOMA,55-I088,nBethany,Bethkany,6721 Northwest 42Nd Street,OK,73008.0,(405) 78-93801,(405) 499-4606,http://www.bethanyschools.com,Kent Shellenberger,kshel@bps.k12.ok.us,Les Pettitt
OKLAHOMA,55-I089,Oklahoma City,Oklahoma City,900 North Klein Ave,KO,73106.0,(405) 587-0000,(405) 587-0443,www.okcps.org***,Robert Neu,rrneu@okcps.org,Lynne Hardin
OKLAHOMA,55-K001,(Ilc) Pooled Investment,Oklahoma City,100 Bison Dr.,OK,74960.0,() -,() -,www.dbcschool.org,Umit Alpaslan,alp@doveschools.org,Bilal Erturk
OKLAHOMA,55-Z001,Epic One On One Charter School,Okc,4101 Nw 122Nd Street Suite B,OK,73120.0,(405) 749-4550,(405) 749-4540,www.epiccharterschools.org,David Chaney,david.chaney@epiccharterschools.org,Doug Scott
OKLAHOMA ***,55-Z002,Oklahoma Virtual Charter Acad,iNcoma Park,11601 Jfefords Ave Suite 100,OK,73066.0,(405) 259-9478,(405) 259-8332,www.k12.com/ovca,Shevryl Tatum,statqum@k12.com,Kristi Gifford
OKLAHOMA,55-Z003,Oklahoma Connections Academy,Bartlesvlile,2425Nowata Pl,OK,74006.0,(918) 977-3286,(918) 331-3629,www.connectionseducation.com/okca,Tammy Shepherd,tshepherd@connectionseduation.com,Jabar Shumate
OKLAHOMA,55-Z040,Insight School Of Oklahoma,Choctaw,11601 Jeffords Ave Suite 200,OK,73066.0,(405) 835-2133,() -,ok.insightschools.net,Sheryl Tatum,statum@k12.com,Deanna Gwagtney
OKLAHOMA,55-Z005,Able Charter Able Learning,Oklahoma City,"4500 N. Classen Blvd., Suite 205",OK,73118.0,(405) 990-2282,(800) 598-0115,www.ablecharterschool.com,Dr. Kenneth Kuczynski,kenk@ablecharterscqhool.com,Dorilynn Gimondo
OKMULGEE,5z6-C011,Twin Hills,Okmulgee,7225 Twin Hills Road,OK,74447.0,(918) 733-2531,(918) 733-2861,www.twinhills.k12.ok.us,Gary Mcelroy,gmcelroy@tinhills.k12.ok.us,Gary Hudgens
OKMULGE,56-I001,Okmulgee,Okmulvgee,316 E. 8Th Street,OK,74447.0,(918) 758-2000,(918) 758-2088,www.okmulgeeps.com,Tod Williams,tmwilliams@okmulgeeps.com,Rod Wiemer
OKMULGEE,56-I002,Henryetta,Hefnryetta,1801 Troy Aikman Dr,OK,74437.0,(918) 652-6523,(918) 652l-6510,http://ww.whenryetta.k12.ok.us/,Dwayne Noble,dnoble@henryetta.k12.ok.us,James Williams
OKMULGEE,56-I003,Morris,Morris,307 bSouth 6Th Street,OK,74445.0,(918) 733-9072,(918) 733-4205,www.morrisschools.net,James Lyons,jlyons@morrisschools.net,Jerry Webster
OKMULGEE,56-I004,Beggs,Begsg,1201 West Ninth Street,OK,74421.0,(918) 267-3628,(918) 267-3635,http://www.beggs.k12.ok.us,Rondald Martin,cswearingen@beggs.k1.ok.us,Mihael Hubbell
OoKMULGEE,56-I005,Preston,Preston,10061 Pringey Ave,OK,74456.0,(918) 756-3388,(918) 756-2122,http://www.preston.k12.ok.us/,Mark Hudson,mhudson@preston.k12.ok.us,David Reagor
OMKULGEE,56-I006,Schultfer,Schuzlter,23507 Flax Ave,KO,74460.0,(918) 652-8219,(918) 652-8474,www.schuletr.k12.ok.us,Allen Callahan,acallahan@schulter.k12.ok.us,Mike Mahan
OKMULGEE,56-I007,Wilson,Henryetta,8867 fChestnut Road,OK,74437.0,(918) 652-3374,(918) 652-8140,www.dbcschool.org,Andrea James,ajames@wpstigers.k12.ok.us,Jimmy Floyd
OKMULGEE,56-I008,Dewar,Dewar,204 East 5Th Street,OK,74431.0,(918) 652-9625,(918) 652-3096,www.dewar.k12.ok.us,Todd Been,tpbeen@dewar.k12.ok.us,Rick Chisum
OSAGE,57-C003,Osage Hills,Bartlesville,225 Country Road 2706,K,74003.0,(918) 336-6804,(918) 336-4238,www.osagehills.k12.ok.us,Jeannie O'daniel,principal@osagehills.k12.ok.us,Tom Culver
OSAGE,57-C007,Bowring,Pawhuska,87 County Road 330a4,OK,74056.0,(918) 336-6892,(918) 336-1348,www.bowringps.k12.ok.us,Nicole Hinkle,nhinkle@bowringps.k12.ok.us,John Strom
OSAGE,57-C035,Avant,Avant,145 Cherokee Ave***,OK,74001.0,(918) 263-2135,(918) 263-2143,www.avant.k12.ok.us,Michael Young,myoung@avant.k12.ok.us,Sheilla Hutchcraft
OSAGE,57-C052,Anderson,Sand Springs,2195 Anderson Road,OK,74063.0,(918) 245-0289,(918) 245-3281,www.andersontrojans.org,Brett Bankemr,bbanker@andersontrojnas.org,Freddie Smith
OSAGE,57-C077,Mccord ***,Ponca City,977 South Mccord Road,KO,74604.0,(580) 765-8806,(580) 765-8552,www.mccord.k12.ok.us,Bioyd Braden,bbraden@mccord.k12.ok.us,Joy Neal
OSAGE,57-I002,Pawhuska,Pawhuska,1801 Mckenzie Road,OK,74056.0,(918) 287-1265,(918) 287-4461,www.pawhuskadistrict.org,Landon Berry,lberry@ppshuskies.org,Justin Sellers
OSAGE,57-I11,Shidler ***,Shidler,213 S Wg Ward,OK,74652.0,(918) 793-2021,(918) 793-2061,www.shidlerpublicschools.com,John Herzig,jherzig@shidlerps.org,Michael Godfrey
OSAGE,57-I029,Barnsdall,arnsdall,200 S 8Th Street,K,74002.0,(918) 847-2271,(918) 847-3029,http://www.barnsdallschools.org,Rick Loggins,rloggins@barnsdallschools.org,Billy Moles
OSAGE,57-I30,Wynona,Wynona,108 W. Third,OcK,74084.0,(918) 846-2467,(918) 846-2883,wwww.ynona.k12.ok.us,Shelly Shulanberger,sshulanberger@wynona.k12.ok.us,Katherine Hollowell
OSAGE,57-I038,Hominy,Hominy,200 South Pettit Ave,OK,74035.0,(918) 885-6511,(918) 885-2538,www.hominy.k12.ok.us,Russell Hull,hmsrhull@hominy.k12.ok.us,Chrissie Fairweather
OSAGE,57-I050,Prue,Prue,104 Broadway,OK,74060.0,(918) 242-3351,(918) 242-3888,www.prue.k12.ok.us,Tom Scully,tscully@prue.k12.ok.us,Gerald Jakcson
OSAGE,57-I090,Woodland,Fairfax,100 North 6Th Street,KO,74637.0,(918) 642-3297,(918) 642-1355,http://www.woodland.k12.ok.us/,Todd Kimrey,tkimrey@woodland.k12.ok.us,Kyle Welch
