OBJECTID,STATEABBR,PRINMERCD,PRINMER,TWNSHPNO,TWNSHPFRAC,TWNSHPDIR,RANGENO,RANGEFRAC,RANGEDIR,TWNSHPDPCD,PLSSID,TWNSHPLAB,SRVNAME,SURVTYP,SURVTYPTXT,SOURCEDATE,SOURCEREF,SHAPE_Length,SHAPE_Area
1758,NM,23,New Mexico Meridian,010,0,N,028,0,E,0,NM230100N0280E0,10N 28E,,,,,,38686.2555619786,93372398.3822008
1759,NM,23,New Mexico Meridian,010,0,N,029,0,E,0,NM230100N0290E0,10N 29E,,,,,,38714.6573259641,93443669.7366582
1760,NM,23,New Mexico Meridian,010,0,N,030,0,E,0,NM230100N0300E0,10N 30E,,,,,,38626.5641267521,92926996.8646225
1761,NM,23,New Mexico Meridian,009,0,N,029,0,E,0,NM230090N0290E0,9N 29E,,,,,,38770.8825418419,93680000.5475695
1762,NM,23,New Mexico Meridian,009,0,N,030,0,E,0,NM230090N0300E0,9N 30E,,,,,,38647.6915671457,93012447.8472106
1763,NM,23,New Mexico Meridian,011,0,N,030,0,E,0,NM230110N0300E0,11N 30E,,,,,,38569.5578306461,92609118.565355
1764,NM,23,New Mexico Meridian,011,0,N,029,0,E,0,NM230110N0290E0,11N 29E,,,,,,38617.7737011627,92921963.0542641
1765,NM,23,New Mexico Meridian,013,0,N,024,0,E,0,NM230130N0240E0,13N 24E,,,,,,38708.7616445329,93510554.3253038
1766,NM,23,New Mexico Meridian,014,0,N,023,0,E,0,NM230140N0230E0,14N 23E,,,,,,38617.2784672302,92932580.7151283
1767,NM,23,New Mexico Meridian,013,0,N,023,0,E,0,NM230130N0230E0,13N 23E,,,,,,38677.171614199,93265398.1254648
1768,NM,23,New Mexico Meridian,015,0,N,023,0,E,0,NM230150N0230E0,15N 23E,,,,,,38532.102057314,92571894.9837406
1769,NM,23,New Mexico Meridian,009,0,N,032,0,E,0,NM230090N0320E0,9N 32E,,,,,,38754.638094399,93646475.0058968
1770,NM,23,New Mexico Meridian,010,0,N,032,0,E,0,NM230100N0320E0,10N 32E,,,,,,38722.5708668659,93443237.037774
1771,NM,23,New Mexico Meridian,010,0,N,031,0,E,0,NM230100N0310E0,10N 31E,,,,,,38822.8560255479,93916774.8686265
1772,NM,23,New Mexico Meridian,009,0,N,031,0,E,0,NM230090N0310E0,9N 31E,,,,,,38812.163751101,93904553.8199154
1773,NM,23,New Mexico Meridian,010,0,N,034,0,E,0,NM230100N0340E0,10N 34E,,,,,,38677.605189707,93134687.2684451
1774,NM,23,New Mexico Meridian,010,0,N,033,0,E,0,NM230100N0330E0,10N 33E,,,,,,38708.4474131886,93418745.9488742
1775,NM,23,New Mexico Meridian,009,0,N,033,0,E,0,NM230090N0330E0,9N 33E,,,,,,38698.5043986839,93340352.5825998
1776,NM,23,New Mexico Meridian,011,0,N,032,0,E,0,NM230110N0320E0,11N 32E,,,,,,38670.1790831032,93172337.4162324
1777,NM,23,New Mexico Meridian,011,0,N,031,0,E,0,NM230110N0310E0,11N 31E,,,,,,38745.30236394,93734892.1619429
1778,NM,23,New Mexico Meridian,012,0,N,032,0,E,0,NM230120N0320E0,12N 32E,,,,,,38567.5414962636,92730881.226353
1779,NM,23,New Mexico Meridian,011,0,N,033,0,E,0,NM230110N0330E0,11N 33E,,,,,,38640.7845062902,93063519.1632791
1780,NM,23,New Mexico Meridian,012,0,N,034,0,E,0,NM230120N0340E0,12N 34E,,,,,,38477.5623090264,92181137.1904767
1781,NM,23,New Mexico Meridian,012,0,N,033,0,E,0,NM230120N0330E0,12N 33E,,,,,,38559.2945071236,92660715.1221761
1782,NM,23,New Mexico Meridian,011,0,N,034,0,E,0,NM230110N0340E0,11N 34E,,,,,,38598.5273889535,92823316.3558173
1783,NM,23,New Mexico Meridian,010,0,N,035,0,E,0,NM230100N0350E0,10N 35E,,,,,,38690.15140523,93322760.211627
1784,NM,23,New Mexico Meridian,009,0,N,034,0,E,0,NM230090N0340E0,9N 34E,,,,,,38698.084977513,93347368.3819103
1785,NM,23,New Mexico Meridian,009,0,N,035,0,E,0,NM230090N0350E0,9N 35E,,,,,,38725.5231029392,93462543.1420129
1786,NM,23,New Mexico Meridian,010,0,N,036,0,E,0,NM230100N0360E0,10N 36E,,,,,,38694.2618380435,93323529.310578
1787,NM,23,New Mexico Meridian,010,0,N,037,0,E,0,NM230100N0370E0,10N 37E,,,,,,24546.1860052827,21184072.726671
1788,NM,23,New Mexico Meridian,009,0,N,036,0,E,0,NM230090N0360E0,9N 36E,,,,,,38738.6102515842,93564285.7488122
1789,NM,23,New Mexico Meridian,009,0,N,037,0,E,0,NM230090N0370E0,9N 37E,,,,,,24562.4112629341,21302868.208986
1790,NM,23,New Mexico Meridian,012,0,N,035,0,E,0,NM230120N0350E0,12N 35E,,,,,,38547.6477967647,92574032.7841244
1791,NM,23,New Mexico Meridian,011,0,N,035,0,E,0,NM230110N0350E0,11N 35E,,,,,,38673.2444823424,93206420.2301408
1792,NM,23,New Mexico Meridian,012,0,N,037,0,E,0,NM230120N0370E0,12N 37E,,,,,,24373.369493812,20994307.1940283
1793,NM,23,New Mexico Meridian,011,0,N,036,0,E,0,NM230110N0360E0,11N 36E,,,,,,38662.4849674986,93131310.6960703
1794,NM,23,New Mexico Meridian,011,0,N,037,0,E,0,NM230110N0370E0,11N 37E,,,,,,24508.689552374,21086156.2918797
1795,NM,23,New Mexico Meridian,012,0,N,036,0,E,0,NM230120N0360E0,12N 36E,,,,,,38514.6558636666,92518124.6505454
1796,NM,23,New Mexico Meridian,013,0,N,032,0,E,0,NM230130N0320E0,13N 32E,,,,,,38662.6714934762,93175805.7685642
1797,NM,23,New Mexico Meridian,013,0,N,034,0,E,0,NM230130N0340E0,13N 34E,,,,,,38723.23361727,93585720.451028
1798,NM,23,New Mexico Meridian,013,0,N,033,0,E,0,NM230130N0330E0,13N 33E,,,,,,38704.0483335758,93225667.1589918
1799,NM,23,New Mexico Meridian,014,0,N,034,0,E,0,NM230140N0340E0,14N 34E,,,,,,38647.4387347982,93098330.4568273
1800,NM,23,New Mexico Meridian,016,0,N,034,0,E,0,NM230160N0340E0,16N 34E,,,,,,39092.0948697289,95041800.3513821
1801,NM,23,New Mexico Meridian,015,0,N,034,0,E,0,NM230150N0340E0,15N 34E,,,,,,38660.3532737549,93174545.0058783
1802,NM,23,New Mexico Meridian,013,0,N,035,0,E,0,NM230130N0350E0,13N 35E,,,,,,38656.2811608805,93123895.2548535
1803,NM,23,New Mexico Meridian,014,0,N,035,0,E,0,NM230140N0350E0,14N 35E,,,,,,38638.4181097292,92969167.5425992
1804,NM,23,New Mexico Meridian,014,0,N,037,0,E,0,NM230140N0370E0,14N 37E,,,,,,23598.5902091433,16515599.8586436
1805,NM,23,New Mexico Meridian,014,0,N,036,0,E,0,NM230140N0360E0,14N 36E,,,,,,38665.4395602367,93260346.8325372
1806,NM,23,New Mexico Meridian,013,0,N,037,0,E,0,NM230130N0370E0,13N 37E,,,,,,23616.496448975,16421895.6765073
1807,NM,23,New Mexico Meridian,013,0,N,036,0,E,0,NM230130N0360E0,13N 36E,,,,,,38708.8983360146,93381895.0171867
1808,NM,23,New Mexico Meridian,016,0,N,035,0,E,0,NM230160N0350E0,16N 35E,,,,,,39100.0191861031,95151937.8883796
1809,NM,23,New Mexico Meridian,015,0,N,035,0,E,0,NM230150N0350E0,15N 35E,,,,,,38667.8714558272,93178469.3467706
1810,NM,23,New Mexico Meridian,016,0,N,037,0,E,0,NM230160N0370E0,16N 37E,,,,,,24065.7667546238,16665417.2603939
1811,NM,23,New Mexico Meridian,015,0,N,036,0,E,0,NM230150N0360E0,15N 36E,,,,,,38738.5236051326,93424635.2159227
1812,NM,23,New Mexico Meridian,016,0,N,036,0,E,0,NM230160N0360E0,16N 36E,,,,,,39241.2755035283,95855304.5487071
1813,NM,23,New Mexico Meridian,015,0,N,037,0,E,0,NM230150N0370E0,15N 37E,,,,,,23676.0623543737,16528103.0265043
1814,NM,23,New Mexico Meridian,017,0,N,022,0,E,0,NM230170N0220E0,17N 22E,,,,,,39086.5112329088,94891648.5722602
1815,NM,23,New Mexico Meridian,027,0,N,010,0,E,0,NM230270N0100E0,27N 10E,,,,,,39025.7275596166,93865144.0513571
1816,NM,23,New Mexico Meridian,031,0,N,010,0,E,0,NM230310N0100E0,31N 10E,,,,,,38949.38221151,94344508.6473278
1817,NM,23,New Mexico Meridian,032,0,N,010,0,E,0,NM230320N0100E0,32N 10E,,,,,,26597.4738482889,37862421.7801018
1818,NM,23,New Mexico Meridian,017,0,N,034,0,E,0,NM230170N0340E0,17N 34E,,,,,,38791.5503345343,93820109.6649535
1819,NM,23,New Mexico Meridian,017,0,N,035,0,E,0,NM230170N0350E0,17N 35E,,,,,,38742.4622353794,93560920.326219
1820,NM,23,New Mexico Meridian,017,0,N,037,0,E,0,NM230170N0370E0,17N 37E,,,,,,22671.7920172148,11444252.8926445
1821,NM,23,New Mexico Meridian,017,0,N,036,0,E,0,NM230170N0360E0,17N 36E,,,,,,38725.4831847928,93386196.6389821
1822,NM,23,New Mexico Meridian,003,0,N,018,0,W,0,NM230030N0180W0,3N 18W,,,,,,38996.605332876,94619539.5157208
1823,NM,23,New Mexico Meridian,003,0,N,019,0,W,0,NM230030N0190W0,3N 19W,,,,,,38775.4309052055,93718860.715342
1824,NM,23,New Mexico Meridian,006,0,N,007,0,W,0,NM230060N0070W0,6N 7W,,,,,,38628.6144802742,93172177.1896085
1825,NM,23,New Mexico Meridian,005,0,N,007,0,W,0,NM230050N0070W0,5N 7W,,,,,,38560.196441476,92724621.4280554
1826,NM,23,New Mexico Meridian,006,0,N,006,0,W,0,NM230060N0060W0,6N 6W,,,,,,38715.7687816541,93415998.6582432
1827,NM,23,New Mexico Meridian,005,0,N,006,0,W,0,NM230050N0060W0,5N 6W,,,,,,38607.6103347966,92889007.6693942
1828,NM,23,New Mexico Meridian,013,0,S,012,0,E,0,NM230130S0120E0,13S 12E,,,,,,37951.2616321163,89929748.9596723
1829,NM,23,New Mexico Meridian,015,0,S,012,0,E,0,NM230150S0120E0,15S 12E,,,,,,39155.4249906474,90188194.5280024
1830,NM,23,New Mexico Meridian,014,0,S,012,0,E,0,NM230140S0120E0,14S 12E,,,,,,38813.7897097343,93433850.4443563
1831,NM,23,New Mexico Meridian,011,0,S,010,0,E,0,NM230110S0100E0,11S 10E,,,,,,38656.94273756,93169711.0277606
1832,NM,23,New Mexico Meridian,010,0,S,010,0,E,0,NM230100S0100E0,10S 10E,,,,,,38249.4738790299,91560727.4828103
1833,NM,23,New Mexico Meridian,014,0,S,013,0,E,0,NM230140S0130E0,14S 13E,,,,,,38285.9203598369,91300577.1328083
1834,NM,23,New Mexico Meridian,015,0,S,013,0,E,0,NM230150S0130E0,15S 13E,,,,,,38141.8120101124,90658254.1716391
1835,NM,23,New Mexico Meridian,015,0,S,014,0,E,0,NM230150S0140E0,15S 14E,,,,,,38017.749336074,90068133.8892522
1836,NM,23,New Mexico Meridian,014,0,S,014,0,E,0,NM230140S0140E0,14S 14E,,,,,,38195.8809505901,90800226.3855122
1837,NM,23,New Mexico Meridian,013,0,S,013,0,E,0,NM230130S0130E0,13S 13E,,,,,,37601.8669556334,87952104.8534382
1838,NM,23,New Mexico Meridian,013,0,S,014,0,E,0,NM230130S0140E0,13S 14E,,,,,,37804.7614123859,89101874.6479976
1839,NM,23,New Mexico Meridian,015,0,S,016,0,E,0,NM230150S0160E0,15S 16E,,,,,,38117.1132568343,90702394.3570527
1840,NM,23,New Mexico Meridian,014,0,S,016,0,E,0,NM230140S0160E0,14S 16E,,,,,,38561.1430157402,92662446.797323
1841,NM,23,New Mexico Meridian,015,0,S,015,0,E,0,NM230150S0150E0,15S 15E,,,,,,37946.3679403267,89748362.743667
1842,NM,23,New Mexico Meridian,014,0,S,015,0,E,0,NM230140S0150E0,14S 15E,,,,,,38293.2543913803,91251666.9251137
1843,NM,23,New Mexico Meridian,013,0,S,016,0,E,0,NM230130S0160E0,13S 16E,,,,,,38489.7641029992,92353813.5753434
1844,NM,23,New Mexico Meridian,013,0,S,015,0,E,0,NM230130S0150E0,13S 15E,,,,,,38357.2261424713,91634761.8270923
1845,NM,23,New Mexico Meridian,012,0,S,013,0,E,0,NM230120S0130E0,12S 13E,,,,,,38279.9707532199,91438195.2123572
1846,NM,23,New Mexico Meridian,012,0,S,014,0,E,0,NM230120S0140E0,12S 14E,,,,,,38209.5219506669,91330499.3973244
1847,NM,23,New Mexico Meridian,012,0,S,012,0,E,0,NM230120S0120E0,12S 12E,,,,,,22969.2092845749,25697342.52013
1848,NM,23,New Mexico Meridian,012,0,S,015,0,E,0,NM230120S0150E0,12S 15E,,,,,,37715.8964512989,88579583.8888768
1849,NM,23,New Mexico Meridian,012,0,S,016,0,E,0,NM230120S0160E0,12S 16E,,,,,,37797.7987696416,89165701.1441251
1850,NM,23,New Mexico Meridian,006,0,N,005,0,W,0,NM230060N0050W0,6N 5W,,,,,,38638.8346802026,93045370.3653264
1851,NM,23,New Mexico Meridian,008,0,N,019,0,W,0,NM230080N0190W0,8N 19W,,,,,,38814.3356202773,93866652.9206249
1852,NM,23,New Mexico Meridian,007,0,N,020,0,W,0,NM230070N0200W0,7N 20W,,,,,,38703.8907671983,93250168.0529679
1853,NM,23,New Mexico Meridian,008,0,N,021,0,W,0,NM230080N0210W0,8N 21W,,,,,,30222.7683399533,46551364.2931065
1854,NM,23,New Mexico Meridian,007,0,N,021,0,W,0,NM230070N0210W0,7N 21W,,,,,,30250.6462824671,46909948.5316478
1855,NM,23,New Mexico Meridian,008,0,N,020,0,W,0,NM230080N0200W0,8N 20W,,,,,,38825.9853853889,93723819.199803
1856,NM,23,New Mexico Meridian,008,0,N,018,0,W,0,NM230080N0180W0,8N 18W,,,,,,38864.951726927,94143590.7767581
1857,NM,23,New Mexico Meridian,007,0,N,006,0,W,0,NM230070N0060W0,7N 6W,,,,,,38818.7470003069,93862448.4444631
1858,NM,23,New Mexico Meridian,008,0,N,006,0,W,0,NM230080N0060W0,8N 6W,,,,,,38577.5116510097,92974504.6578311
1859,NM,23,New Mexico Meridian,007,0,N,005,0,W,0,NM230070N0050W0,7N 5W,,,,,,38649.7269340748,92919387.3981255
1860,NM,23,New Mexico Meridian,008,0,N,005,0,W,0,NM230080N0050W0,8N 5W,,,,,,38623.5403619952,92661751.1614887
1861,NM,23,New Mexico Meridian,008,0,N,004,0,W,0,NM230080N0040W0,8N 4W,,,,,,38872.7633407542,94206460.8741583
1862,NM,23,New Mexico Meridian,007,0,N,004,0,W,0,NM230070N0040W0,7N 4W,,,,,,38697.9431671314,93382507.0467386
1863,NM,23,New Mexico Meridian,009,0,N,005,0,W,0,NM230090N0050W0,9N 5W,,,,,,38580.847190608,92764542.7349101
1864,NM,23,New Mexico Meridian,009,0,N,004,0,W,0,NM230090N0040W0,9N 4W,,,,,,38755.7324090074,93491507.5949572
1865,NM,23,New Mexico Meridian,010,0,N,005,0,W,0,NM230100N0050W0,10N 5W,,,,,,38579.0504567231,92734816.1312848
1866,NM,23,New Mexico Meridian,010,0,N,004,0,W,0,NM230100N0040W0,10N 4W,,,,,,38706.6839637568,93364543.5587468
1867,NM,23,New Mexico Meridian,010,0,N,003,0,W,0,NM230100N0030W0,10N 3W,,,,,,38640.4459811392,93070945.4152864
1868,NM,23,New Mexico Meridian,011,0,N,003,0,W,0,NM230110N0030W0,11N 3W,,,,,,38939.4832139487,92233852.2306405
1869,NM,23,New Mexico Meridian,010,0,N,002,0,W,0,NM230100N0020W0,10N 2W,,,,,,38604.5880038399,92745249.2438951
1870,NM,23,New Mexico Meridian,010,0,N,001,0,W,0,NM230100N0010W0,10N 1W,,,,,,38714.1744882215,93603128.5355641
1871,NM,23,New Mexico Meridian,011,0,N,002,0,W,0,NM230110N0020W0,11N 2W,,,,,,38591.9897037411,92710866.8622868
1872,NM,23,New Mexico Meridian,012,0,N,002,0,W,0,NM230120N0020W0,12N 2W,,,,,,38637.8485353334,93220043.5059164
1873,NM,23,New Mexico Meridian,012,0,N,001,0,W,0,NM230120N0010W0,12N 1W,,,,,,38635.8669066513,92957342.3566436
1874,NM,23,New Mexico Meridian,011,0,N,001,0,W,0,NM230110N0010W0,11N 1W,,,,,,38748.6880151842,93606356.0534993
1875,NM,23,New Mexico Meridian,013,0,N,003,0,W,0,NM230130N0030W0,13N 3W,,,,,,31330.301478264,55323033.8846451
1876,NM,23,New Mexico Meridian,014,0,N,002,0,W,0,NM230140N0020W0,14N 2W,,,,,,39622.9971130411,93681684.0295507
1877,NM,23,New Mexico Meridian,014,0,N,001,0,W,0,NM230140N0010W0,14N 1W,,,,,,38732.6927849234,93536254.9011315
1878,NM,23,New Mexico Meridian,014,0,N,002,0,E,0,NM230140N0020E0,14N 2E,,,,,,38846.239773536,93586547.1185722
1879,NM,23,New Mexico Meridian,014,0,N,001,0,E,0,NM230140N0010E0,14N 1E,,,,,,38541.2737119953,92500613.101031
1880,NM,23,New Mexico Meridian,015,0,N,002,0,E,0,NM230150N0020E0,15N 2E,,,,,,35412.1459436491,78416404.4991229
1881,NM,23,New Mexico Meridian,015,0,N,003,0,E,0,NM230150N0030E0,15N 3E,,,,,,41030.3052907808,76122636.7440853
1882,NM,23,New Mexico Meridian,026,0,N,011,0,E,0,NM230260N0110E0,26N 11E,,,,,,38085.9493499906,80132607.2381269
1883,NM,23,New Mexico Meridian,013,0,N,003,0,E,0,NM230130N0030E0,13N 3E,,,,,,38533.81982879,91724599.4393415
1884,NM,23,New Mexico Meridian,021,0,N,005,0,E,0,NM230210N0050E0,21N 5E,,,,,,26503.1795332246,21949905.7685968
1885,NM,23,New Mexico Meridian,021,0,N,006,0,E,0,NM230210N0060E0,21N 6E,,,,,,24462.7598972098,27625790.5261594
1886,NM,23,New Mexico Meridian,017,0,N,005,0,E,0,NM230170N0050E0,17N 5E,,,,,,33550.2314295073,29353303.6810335
1887,NM,23,New Mexico Meridian,022,,N,013,0,E,0,NM230220N0130E0,22N 13E,,,,,,30596.262780191,27390235.0205946
1888,NM,23,New Mexico Meridian,024,,N,011,0,E,0,NM230240N0110E0,24N 11E,,,,,,41791.0062989223,79241401.154422
1889,NM,23,New Mexico Meridian,024,,N,012,0,E,0,NM230240N0120E0,24N 12E,,,,,,11958.3657565025,6037954.01392265
1890,NM,23,New Mexico Meridian,012,0,N,003,0,E,0,NM230120N0030E0,12N 3E,,,,,,25353.2782685368,18145567.0678876
1891,NM,23,New Mexico Meridian,011,0,N,003,0,E,0,NM230110N0030E0,11N 3E,,,,,,28559.5684159608,10426348.425688
1892,NM,23,New Mexico Meridian,020,0,N,010,0,E,0,NM230200N0100E0,20N 10E,,,,,,52440.1498347081,87099462.386018
1893,NM,23,New Mexico Meridian,011,0,N,004,0,E,0,NM230110N0040E0,11N 4E,,,,,,43637.6809006472,31450032.7065965
1894,NM,23,New Mexico Meridian,014,0,N,012,0,E,0,NM230140N0120E0,14N 12E,,,,,,38452.5240889879,91813171.3650773
1895,NM,23,New Mexico Meridian,023,0,N,012,0,E,0,NM230230N0120E0,23N 12E,,,,,,39787.3918777693,63695355.2063553
1896,NM,23,New Mexico Meridian,003,0,N,004,0,W,0,NM230030N0040W0,3N 4W,,,,,,38431.3869640177,91805462.933406
1897,NM,23,New Mexico Meridian,003,0,N,003,0,W,0,NM230030N0030W0,3N 3W,,,,,,38411.4566620672,91528265.3027236
1898,NM,23,New Mexico Meridian,004,0,N,002,0,W,0,NM230040N0020W0,4N 2W,,,,,,38997.297654575,95755518.6097174
1899,NM,23,New Mexico Meridian,003,0,N,002,0,W,0,NM230030N0020W0,3N 2W,,,,,,38834.526678939,93675523.6909053
1900,NM,23,New Mexico Meridian,004,0,N,003,0,W,0,NM230040N0030W0,4N 3W,,,,,,38777.93901874,93086532.2520839
1901,NM,23,New Mexico Meridian,004,0,N,004,0,W,0,NM230040N0040W0,4N 4W,,,,,,38614.4663015505,92812526.1919068
1902,NM,23,New Mexico Meridian,006,0,N,003,0,W,0,NM230060N0030W0,6N 3W,,,,,,38667.1741464025,93496061.5884171
1903,NM,23,New Mexico Meridian,005,0,N,003,0,W,0,NM230050N0030W0,5N 3W,,,,,,38954.3918373903,94494088.1397979
1904,NM,23,New Mexico Meridian,005,0,N,002,0,W,0,NM230050N0020W0,5N 2W,,,,,,38655.1742986895,93140140.8195525
1905,NM,23,New Mexico Meridian,006,0,N,002,0,W,0,NM230060N0020W0,6N 2W,,,,,,38654.1539777389,93020894.0345933
1906,NM,23,New Mexico Meridian,007,0,N,002,0,W,0,NM230070N0020W0,7N 2W,,,,,,33889.8705412896,21082565.0296391
1907,NM,23,New Mexico Meridian,008,0,N,002,0,W,0,NM230080N0020W0,8N 2W,,,,,,23684.8065222881,21196295.7796216
1908,NM,23,New Mexico Meridian,008,0,N,001,0,E,0,NM230080N0010E0,8N 1E,,,,,,38392.1676821082,91746394.0073425
1909,NM,23,New Mexico Meridian,008,0,N,001,0,W,0,NM230080N0010W0,8N 1W,,,,,,39072.5825880589,89994565.1476892
1910,NM,23,New Mexico Meridian,008,0,N,002,0,E,0,NM230080N0020E0,8N 2E,,,,,,38318.0362259699,91567523.5071829
1911,NM,23,New Mexico Meridian,007,0,N,001,0,W,0,NM230070N0010W0,7N 1W,,,,,,21714.1101122205,16765336.1887058
1912,NM,23,New Mexico Meridian,009,0,N,003,0,W,0,NM230090N0030W0,9N 3W,,,,,,38711.883246069,93452329.430056
1913,NM,23,New Mexico Meridian,009,0,N,002,0,W,0,NM230090N0020W0,9N 2W,,,,,,38725.1524085031,93452524.8570488
1914,NM,23,New Mexico Meridian,009,0,N,001,0,E,0,NM230090N0010E0,9N 1E,,,,,,38723.0998870946,93500610.5456706
1915,NM,23,New Mexico Meridian,009,0,N,002,0,E,0,NM230090N0020E0,9N 2E,,,,,,38664.1935721735,93197885.4021168
1916,NM,23,New Mexico Meridian,009,0,N,001,0,W,0,NM230090N0010W0,9N 1W,,,,,,38753.1704024934,93494481.4512936
1917,NM,23,New Mexico Meridian,007,0,N,002,0,E,0,NM230070N0020E0,7N 2E,,,,,,26464.9074228134,19912104.0469792
1918,NM,23,New Mexico Meridian,007,0,N,003,0,E,0,NM230070N0030E0,7N 3E,,,,,,35267.6200071406,38045515.4122405
1919,NM,23,New Mexico Meridian,007,0,N,004,0,E,0,NM230070N0040E0,7N 4E,,,,,,24865.7433891783,29971732.0301148
1920,NM,23,New Mexico Meridian,007,0,N,005,0,E,0,NM230070N0050E0,7N 5E,,,,,,26500.0746336132,30130671.1396851
1921,NM,23,New Mexico Meridian,007,0,N,007,0,E,0,NM230070N0070E0,7N 7E,,,,,,37606.709728341,69785243.4141255
1922,NM,23,New Mexico Meridian,008,0,N,007,0,E,0,NM230080N0070E0,8N 7E,,,,,,32736.3737124288,13913214.0309466
1923,NM,23,New Mexico Meridian,007,0,N,006,0,E,0,NM230070N0060E0,7N 6E,,,,,,39500.9380021961,57821313.0932469
1924,NM,23,New Mexico Meridian,020,0,N,001,0,E,0,NM230200N0010E0,20N 1E,,,,,,38533.5908614546,92480427.1128769
1925,NM,23,New Mexico Meridian,006,0,S,011,0,E,0,NM230060S0110E0,6S 11E,,,,,,39457.235568292,96837009.1586846
1926,NM,23,New Mexico Meridian,006,0,S,012,0,E,0,NM230060S0120E0,6S 12E,,,,,,23592.5444725562,13579386.2163669
1927,NM,23,New Mexico Meridian,011,0,S,019,0,W,0,NM230110S0190W0,11S 19W,,,,,,40549.6381555518,100846472.153008
1928,NM,23,New Mexico Meridian,010,0,S,019,0,W,0,NM230100S0190W0,10S 19W,,,,,,38312.7753128252,91683323.0365786
1929,NM,23,New Mexico Meridian,004,0,N,007,0,W,0,NM230040N0070W0,4N 7W,,,,,,38781.5621128722,93884324.9633731
1930,NM,23,New Mexico Meridian,006,0,N,017,0,W,0,NM230060N0170W0,6N 17W,,,,,,38851.9269535219,93793465.8419461
1931,NM,23,New Mexico Meridian,005,0,N,017,0,W,0,NM230050N0170W0,5N 17W,,,,,,38762.199122834,93291632.9569291
1932,NM,23,New Mexico Meridian,006,0,N,016,0,W,0,NM230060N0160W0,6N 16W,,,,,,38645.4738276807,93300738.985729
1933,NM,23,New Mexico Meridian,005,0,N,016,0,W,0,NM230050N0160W0,5N 16W,,,,,,38871.3052205418,94272670.8396113
1934,NM,23,New Mexico Meridian,006,0,N,015,0,W,0,NM230060N0150W0,6N 15W,,,,,,38608.7933170831,93463909.9078157
1935,NM,23,New Mexico Meridian,005,0,N,015,0,W,0,NM230050N0150W0,5N 15W,,,,,,38819.6525749888,93860995.1760375
1936,NM,23,New Mexico Meridian,005,0,N,014,0,W,0,NM230050N0140W0,5N 14W,,,,,,38788.8650830981,93952995.2841797
1937,NM,23,New Mexico Meridian,006,0,N,014,0,W,0,NM230060N0140W0,6N 14W,,,,,,38728.0805005051,92971786.5556179
1938,NM,23,New Mexico Meridian,007,0,N,014,0,W,0,NM230070N0140W0,7N 14W,,,,,,38835.5969636286,94272054.0896992
1939,NM,23,New Mexico Meridian,007,0,N,017,0,W,0,NM230070N0170W0,7N 17W,,,,,,38807.8976512852,93708028.6246204
1940,NM,23,New Mexico Meridian,007,0,N,016,0,W,0,NM230070N0160W0,7N 16W,,,,,,38546.0239912063,92565920.7397546
1941,NM,23,New Mexico Meridian,008,0,N,016,0,W,0,NM230080N0160W0,8N 16W,,,,,,38373.0307032109,91256179.2405494
1942,NM,23,New Mexico Meridian,008,0,N,017,0,W,0,NM230080N0170W0,8N 17W,,,,,,38898.5153323603,93916798.0588664
1943,NM,23,New Mexico Meridian,007,0,N,015,0,W,0,NM230070N0150W0,7N 15W,,,,,,38817.3888683181,94172847.1266131
1944,NM,23,New Mexico Meridian,005,0,N,013,0,W,0,NM230050N0130W0,5N 13W,,,,,,38714.1011787114,93422228.9346278
1945,NM,23,New Mexico Meridian,006,0,N,013,0,W,0,NM230060N0130W0,6N 13W,,,,,,38818.9281861542,93790586.9532328
1946,NM,23,New Mexico Meridian,007,0,N,013,0,W,0,NM230070N0130W0,7N 13W,,,,,,38784.1139441977,93638253.2852903
1947,NM,23,New Mexico Meridian,008,0,N,012,0,W,0,NM230080N0120W0,8N 12W,,,,,,38881.3818405423,93682320.6789003
1948,NM,23,New Mexico Meridian,008,0,N,011,0,W,0,NM230080N0110W0,8N 11W,,,,,,38627.0569159848,92947452.7044281
1949,NM,23,New Mexico Meridian,009,0,N,016,0,W,0,NM230090N0160W0,9N 16W,,,,,,38773.0289206197,94009920.3183965
1950,NM,23,New Mexico Meridian,010,0,N,016,0,W,0,NM230100N0160W0,10N 16W,,,,,,38451.7292819278,91620408.2988062
1951,NM,23,New Mexico Meridian,011,0,N,016,0,W,0,NM230110N0160W0,11N 16W,,,,,,38491.5971745096,92031258.6395286
1952,NM,23,New Mexico Meridian,011,0,N,015,0,W,0,NM230110N0150W0,11N 15W,,,,,,38502.6096992198,91934516.3987966
1953,NM,23,New Mexico Meridian,011,0,N,014,0,W,0,NM230110N0140W0,11N 14W,,,,,,38537.2068798752,92707974.2971195
1954,NM,23,New Mexico Meridian,012,0,N,015,0,W,0,NM230120N0150W0,12N 15W,,,,,,38251.3627277713,91047269.9497336
1955,NM,23,New Mexico Meridian,008,0,N,015,0,W,0,NM230080N0150W0,8N 15W,,,,,,38878.254385964,94276369.715782
1956,NM,23,New Mexico Meridian,008,0,N,014,0,W,0,NM230080N0140W0,8N 14W,,,,,,38799.8787804135,94008391.1818441
1957,NM,23,New Mexico Meridian,008,0,N,013,0,W,0,NM230080N0130W0,8N 13W,,,,,,38638.9469132421,93038508.5432777
1958,NM,23,New Mexico Meridian,011,0,N,021,0,W,0,NM230110N0210W0,11N 21W,,,,,,28551.1191609856,41101054.6375454
