OBJECTID,PLY_FEATYPE_CODE,PLY_FEATYPE_TEXT,PLY_DWW_FEATYPE_CODE,PLY_DWW_FEATYPE_TEXT,PLY_DESC_TEXT,PLY_MXM_DESC_TEXT,PLY_FEA_KEY,PLY_DWW_FEATURE_KEY,PLY_DWW_FEATURE_EQNUM_ID,PLY_DWW_ROLE_CODE,PLY_DWW_ROLE_TEXT,PLY_OWNER_CODE,PLY_OWNER_NAME,PLY_LIFECYCLE_CODE,PLY_LIFECYCLE_STAT,PLY_DWW_GEOMTR_TYPE,PLY_AREA_SQFT_NBR,PLY_AREA_ACRES_NBR,PLY_LENGTH_FT_NBR,PLY_MXM_ADRS_TEXT,PLY_WIDTH_FT_NBR,PLY_HEIGHT_FT_NBR,SHAPE_Length,SHAPE_Area
17959,PNT,Point Representations,MST,Misc Structures,Structure - Miscellaneous,DRAINAGE MAINTENANCE HOLE - D059-136,3993031,1594774,713161,ENDPT,Mainline End Point,SPU,Seattle Public Utilities,C,Connected,PNT,95.52,0,,3801 S ALASKA ST,,,39.6729641200847,95.517577793179
18243,PNT,Point Representations,FCM,Flow Control MH,Structure - Flow Control MH,FLOW CONTROL MH - JPGC POND 3 - D220-102,8236654,84220,880392,ENDPT,Mainline End Point,SPU,Seattle Public Utilities,C,Connected,PNT,133.57,0,,13320 10TH AVE NE,,,40.9696363428501,133.571669464117
18669,PNT,Point Representations,MH,Maintenance Hole,Structure - MH,DRAINAGE MAINTENANCE HOLE - D039-581,7708048,7707946,1028487,ENDPT,Mainline End Point,SPU,Seattle Public Utilities,C,Connected,PNT,67.76,0,0,MAP 039 - DRAINAGE MAINTENANCE HOLES / APPURTENANC,0,0,29.1794242443469,67.7553468189671
18730,PNT,Point Representations,DMH,Drop MH,Structure - Drop MH,DRAINAGE MAINTENANCE HOLE - D076-080,8260135,1923835,714348,ENDPT,Mainline End Point,SPU,Seattle Public Utilities,C,Connected,PNT,105.65,0,,2421 SW TRENTON ST,,,41.1165346226302,105.6492908072
18930,PNT,Point Representations,MH,Maintenance Hole,Structure - MH,WASTEWATER MAINTENANCE HOLE - 044-669,8272077,7460193,989798,ENDPT,Mainline End Point,SPU,Seattle Public Utilities,C,Connected,PNT,55.93,0,,MAP 044 - WASTEWATER MAINTENANCE HOLES / APPURTENA,,,26.5119493492508,55.9336884024693
19058,PNT,Point Representations,MH,Maintenance Hole,Structure - MH (Metro KC),,8280620,8264995,,ENDPT,Mainline End Point,KC,King County,C,Connected,PNT,40.82,0,,,,,22.6495185121291,40.8232977184351
19062,PNT,Point Representations,MST,Misc Structures,Siphon Shaft Afterbay (KC),,8280425,8272714,,ENDPT,Mainline End Point,KC,King County,C,Connected,PNT,792.14,0.02,,,,,99.7715183242574,792.14247090191
19064,PNT,Point Representations,MST,Misc Structures,Siphon Shaft Forebay (KC),,8280429,8272716,,ENDPT,Mainline End Point,KC,King County,C,Connected,PNT,615.43,0.01,,,,,87.9412595473166,615.425516889619
19066,PNT,Point Representations,MH,Maintenance Hole,Structure - MH,WASTEWATER MAINTENANCE HOLE - 011-404,8266035,8266031,1305151,ENDPT,Mainline End Point,SPU,Seattle Public Utilities,C,Connected,PNT,44.51,0,,MAP 011 - WASTEWATER MAINTENANCE HOLES / APPURTENA,,,26.6903589417099,44.5145789328952
19282,PNT,Point Representations,MST,Misc Structures,Structure - Outfall Structure (Metro KC),,8300174,1319898,,ENDPT,Mainline End Point,KC,King County,C,Connected,PNT,410.98,0.01,,,,,82.8119114281957,410.977409234426
19326,PNT,Point Representations,FCM,Flow Control MH,Structure - FCM,DRAINAGE MAINTENANCE HOLE - D050-532,8300015,8246334,1266714,ENDPT,Mainline End Point,SPU,Seattle Public Utilities,C,Connected,PNT,69.11,0,,MAP 050 - DRAINAGE MAINTENANCE HOLES / APPURTENANC,,,29.4686803732246,69.1053248054817
19552,PNT,Point Representations,MH,Maintenance Hole,Flow Meter Vault (KC),,8293791,1476803,,ENDPT,Mainline End Point,KC,King County,C,Connected,PNT,192.49,0,,,,,56.5031363556024,192.493368474484
19553,PNT,Point Representations,MST,Misc Structures,Regulator Station (KC),,8293804,1476728,,ENDPT,Mainline End Point,KC,King County,C,Connected,PNT,425.14,0.01,,,,,82.6488048165845,425.143635963643
19554,PNT,Point Representations,JMH,Junction Chamber MH,Junction Chamber (Metro KC),,8294537,1477139,,ENDPT,Mainline End Point,KC,King County,C,Connected,PNT,177.31,0,,,,,53.4065304467338,177.314816372529
19568,PNT,Point Representations,FCM,Flow Control MH,Vault - Flow Control Vault (Metro KC),,8321031,1333880,,ENDPT,Mainline End Point,KC,King County,C,Connected,PNT,765.87,0.02,,,,,125.682112999411,765.8718677109
19634,PNT,Point Representations,MST,Misc Structures,Structure - Weir Chamber,WASTEWATER MAINTENANCE HOLE - 300-013,8310893,1984034,705995,ENDPT,Mainline End Point,SPU,Seattle Public Utilities,C,Connected,PNT,123.37,0,,5118 SW 98TH ST,,,44.9164737580973,123.369141526856
19640,PNT,Point Representations,FCM,Flow Control MH,Structure - Flow Control MH,FLOW CONTROL MH - D081-275,8159784,8159782,1112085,ENDPT,Mainline End Point,SPU,Seattle Public Utilities,C,Connected,PNT,91.82,0,,MAP 081 - DRAINAGE MAINTENANCE HOLES / APPURTENANC,,,40.1485528383949,91.8180235473371
19642,PNT,Point Representations,MH,Maintenance Hole,Structure - MH,DRAINAGE MAINTENANCE HOLE - D219-132,8311936,70801,590493,ENDPT,Mainline End Point,SPU,Seattle Public Utilities,C,Connected,PNT,64.03,0,,317 N 137TH ST,,,28.3649356007496,64.0256121932668
20096,PNT,Point Representations,JMH,Junction Chamber MH,Structure - Outfall Junction MH Duwamish,,8359014,4061287,,ENDPT,Mainline End Point,KC,King County,C,Connected,PNT,272.69,0.01,,,,,65.3141022735722,272.691280047225
20613,PNT,Point Representations,MH,Maintenance Hole,"Structure - MH 96"" Diamater - 2 access holes",DRAINAGE MAINTENANCE HOLE - D052-190,7661017,1356901,595652,ENDPT,Mainline End Point,SPU,Seattle Public Utilities,C,Connected,PNT,84.7,0,0,1700 M L KING JR WAY S,0,0,32.625210357971,84.7026069472753
20856,PNT,Point Representations,MST,Misc Structures,Structure - Low Head Structure,DRAINAGE MAINTENANCE HOLE - D027-214,3990909,1076172,710876,ENDPT,Mainline End Point,SPU,Seattle Public Utilities,C,Connected,PNT,1334.48,0.03,,1542 W GARFIELD ST,,,164.937553161529,1334.4841012272
20858,PNT,Point Representations,MST,Misc Structures,,,8393791,1075561,,ENDPT,Mainline End Point,KC,King County,C,Connected,PNT,83.87,0,,,,,37.5820213308915,83.8744805039105
21262,PNT,Point Representations,OF,Overflow MH,Structure - Overflow MH,FLOW CONTROL STRUCTURE - NPDES 147A - 022-187,7859329,918172,786439,ENDPT,Mainline End Point,SPU,Seattle Public Utilities,C,Connected,PNT,39.82,0,,3410 STONE WAY N,,,22.3682171601528,39.815564436017
21546,PNT,Point Representations,MH,Maintenance Hole,Stcuture - MH,DRAINAGE MAINTENANCE HOLE - D043-167,8430150,1334363,692277,ENDPT,Mainline End Point,SPU,Seattle Public Utilities,C,Connected,PNT,107.12,0,,91 S ROYAL BROUGHAM WAY,,,36.6891406898217,107.118680951471
21773,PNT,Point Representations,JMH,Junction Chamber MH,Structure - Junction Structure,DRAINAGE MAINTENANCE HOLE - D015-542,8422655,4866310,949463,ENDPT,Mainline End Point,SPU,Seattle Public Utilities,C,Connected,PNT,155.47,0,,MAP 015 - DRAINAGE MAINTENANCE HOLES / APPURTENANC,,,44.2011257625758,155.473648657553
21774,PNT,Point Representations,NON,None,Structure - Transfer Flow Gate with Drop Structure,OVERFLOW DRAINAGE MAINTENANCE HOLE - D015-475,8422713,692324,679433,ENDPT,Mainline End Point,SPU,Seattle Public Utilities,C,Connected,PNT,48.06,0,,5318 24TH AVE NE,,,24.5743992502867,48.056922483183
21931,PNT,Point Representations,MH,Maintenance Hole,Structure - Lake City Tunnel Access (Metro KC),,8421977,661235,,ENDPT,Mainline End Point,KC,King County,C,Connected,PNT,116.6,0,,,,,46.8970098706654,116.603613622995
22506,PNT,Point Representations,FCM,Flow Control MH,Structure - Flow Control MH,FLOW CONTROL MH - 059-580,7728515,7232530,972241,ENDPT,Mainline End Point,SPU,Seattle Public Utilities,C,Connected,PNT,111.66,0,0,MAP 059 - WASTEWATER MAINTENANCE HOLES / APPURTENA,0,0,37.459401442113,111.663645730447
22515,PNT,Point Representations,OF,Overflow MH,Structure - Overflow Structure,FLOW CONTROL STRUCTURE - 050-031,7849478,1414987,786660,ENDPT,Mainline End Point,SPU,Seattle Public Utilities,C,Connected,PNT,78.02,0,,2508 13TH AVE SW,,,35.3683495705548,78.0152586520851
22522,PNT,Point Representations,MH,Maintenance Hole,"Structure - MH 96"" Diameter 1 Access Hatch",DRAINAGE MAINTENANCE HOLE - D023-119,8102043,831463,593098,ENDPT,Mainline End Point,SPU,Seattle Public Utilities,C,Connected,PNT,111.31,0,,4106 BROOKLYN AVE NE,,,37.3999017096107,111.309199037114
22531,PNT,Point Representations,MH,Maintenance Hole,Structure - MH,DRAINAGE MAINTENANCE HOLE - D059-135,8229584,1595956,597809,ENDPT,Mainline End Point,SPU,Seattle Public Utilities,C,Connected,PNT,81.97,0,,3801 S ALASKA ST,,,32.0938016820438,81.9657590895046
22537,PNT,Point Representations,MST,Misc Structures,Structure - Flow Diversion,FLOW DIVERSION STRUCTURE - NPDES 38 - CSO 12 - 059,4014172,4014079,924128,ENDPT,Mainline End Point,SPU,Seattle Public Utilities,C,Connected,PNT,150.66,0,,3808 LAKE WASHINGTON BLVD S,,,51.7340483961541,150.65918947631
22538,PNT,Point Representations,MST,Misc Structures,Structure - Bypass,DRAINAGE MAINTENANCE HOLE - D055-007,3992578,1493120,927904,ENDPT,Mainline End Point,,,C,Connected,PNT,87.73,0,,2911 SW AVALON WAY,,,37.2420360344473,87.7334705796987
22540,PNT,Point Representations,SED,"Sedimentation Chamber;Sand Catcher;Sand ",Other - Sandcatcher,WASTEWATER SEDIMENTATION CHAMBER - 078-028,4301527,1927750,714368,ENDPT,Mainline End Point,SPU,Seattle Public Utilities,C,Connected,PNT,35.89,0,,MAP 078 - WASTEWATER MAINTENANCE HOLES / APPURTENA,,,21.2383568912704,35.8948352933527
22541,PNT,Point Representations,PMH,Pump MH,Structure - Emergency Pumping MH,WASTEWATER MAINTENANCE HOLE - 017-288,4239269,569956,677579,ENDPT,Mainline End Point,SPU,Seattle Public Utilities,C,Connected,PNT,48.79,0,,6425 65TH AVE NE,,,28.0189879124564,48.7931107525606
22542,PNT,Point Representations,MST,Misc Structures,Structure - Wet Well - Fort Lawton Pump Station,WASTEWATER MAINTENANCE HOLE - 010-217,4806517,618943,678209,ENDPT,Mainline End Point,SPU,Seattle Public Utilities,C,Connected,PNT,155.63,0,,5656 45TH AVE W,,,44.2232696365554,155.629468313848
22543,PNT,Point Representations,JMH,Junction Chamber MH,Structure - Jet Chamber,DRAINAGE MAINTENANCE HOLE - D057-020,4244823,1501795,712772,ENDPT,Mainline End Point,SPU,Seattle Public Utilities,C,Connected,PNT,286.33,0.01,,3619 7TH AVE S,,,69.9416835581963,286.333876593469
22544,PNT,Point Representations,SED,"Sedimentation Chamber;Sand Catcher;Sand ",Other - Sandcatcher,WASTEWATER MAINTENANCE HOLE - 028-392,4301492,983494,684611,ENDPT,Mainline End Point,SPU,Seattle Public Utilities,C,Connected,PNT,28.33,0,,2531 7TH AVE W,,,18.8694609132417,28.3340803866234
22545,PNT,Point Representations,FCM,Flow Control MH,Structure - Overflow,"FLOW CONTROL MH - NPDES171 & NPDES47 - CSO 5,6,7 -",4478841,1967631,705507,ENDPT,Mainline End Point,SPU,Seattle Public Utilities,C,Connected,PNT,145.15,0,,9479 RAINIER AVE S,,,52.508670077557,145.145019273036
22546,PNT,Point Representations,MST,Misc Structures,Structure - Diversion MH & Pump,DRAINAGE MAINTENANCE HOLE - D057-228,3992838,1557312,712987,ENDPT,Mainline End Point,SPU,Seattle Public Utilities,C,Connected,PNT,140.82,0,,4150 1ST AVE S,,,52.3699921172449,140.823173650168
22549,PNT,Point Representations,OF,Overflow MH,Structure - Separation Structure,WASTEWATER MAINTENANCE HOLE - 057-305,3992445,1459963,694899,ENDPT,Mainline End Point,SPU,Seattle Public Utilities,C,Connected,PNT,196.16,0,,3217 AIRPORT WAY S,,,61.8969258662375,196.159779189466
22550,PNT,Point Representations,OF,Overflow MH,"Structure - Detention Overflow, 2 Access Points",OVERFLOW STRUCTURE - NPDES 49 - CSO 4 - 306-437,3995412,1998922,786772,ENDPT,Mainline End Point,SPU,Seattle Public Utilities,C,Connected,PNT,164.27,0,,9860 RAINIER AVE S,,,52.9543430191997,164.267550960885
22563,PNT,Point Representations,OF,Overflow MH,Structure - Overflow w/ 2 access points,FLOW CONTROL STRUCTURE - NPDES 111H - 057-347,3992915,1571763,786698,ENDPT,Mainline End Point,SPU,Seattle Public Utilities,C,Connected,PNT,82.95,0,,4525 10TH AVE S,,,32.3389000541674,82.950874982752
22564,PNT,Point Representations,MST,Misc Structures,Structure - Miscellaneous,DRAINAGE MAINTENANCE HOLE - D059-130,3992993,1587080,713117,ENDPT,Mainline End Point,SPU,Seattle Public Utilities,C,Connected,PNT,92.52,0,,4530 38TH AVE S,,,38.6012160181999,92.5213144705215
22565,PNT,Point Representations,OF,Overflow MH,Structure - Overflow ,OVERFLOW STRUCTURE - NPDES 38 - CSO 12 - 059-451,3992670,1515474,786686,ENDPT,Mainline End Point,SPU,Seattle Public Utilities,C,Connected,PNT,368.44,0.01,,3801 46TH AVE S,,,74.2931953002691,368.437934741011
22566,PNT,Point Representations,OF,Overflow MH,Structure - Overflow ,OVERFLOW STRUCTURE - NPDES13B - CSO22A - 017-259,3989974,723962,786279,ENDPT,Mainline End Point,SPU,Seattle Public Utilities,C,Connected,PNT,102.65,0,,5560 NE AMBLESIDE RD,,,42.8099555052314,102.647248142226
22669,PNT,Point Representations,MST,Misc Structures,Structure - Regulator,DRAINAGE MAINTENANCE HOLE - D057-217,7267001,1457253,712600,ENDPT,Mainline End Point,SPU,Seattle Public Utilities,C,Connected,PNT,964.78,0.02,0,801 S HANFORD ST,0,0,181.294093824683,964.777323040831
22674,PNT,Point Representations,MST,Misc Structures,Structure - Diversion Structure,DIVERSION STRUCTURE - D036-493,5281057,5280600,957421,ENDPT,Mainline End Point,SPU,Seattle Public Utilities,PC,Provisional Connect,PNT,114.35,0,0,"YALE AVE N, BTWN HARRISON ST & REPUBLICAN ST",0,0,37.9068032383011,114.346916531644
22698,PNT,Point Representations,MST,Misc Structures,Structure - Siphon Outlet Chamber,WASTEWATER MAINTENANCE HOLE - 047-109,7606071,1430782,694348,ENDPT,Mainline End Point,SPU,Seattle Public Utilities,C,Connected,PNT,77.84,0,0,5607 SW ADMIRAL WAY,0,0,35.3126619933241,77.8376236231769
22701,PNT,Point Representations,OF,Overflow MH,Structure - Overflow MH,WASTEWATER MAINTENANCE HOLE - 080-443,7616928,1974475,705705,ENDPT,Mainline End Point,SPU,Seattle Public Utilities,C,Connected,PNT,38.33,0,0,9405 LEROY PL S,0,0,21.9476106597835,38.3322781354203
22705,PNT,Point Representations,MST,Misc Structures,Structure - WWPS Control Chamber,DRAINAGE MAINTENANCE HOLE - D229-001,7630264,7630262,1011892,ENDPT,Mainline End Point,SPU,Seattle Public Utilities,C,Connected,PNT,45.1,0,0,MAP 229 - DRAINAGE MAINTENANCE HOLES / APPURTENANC,0,0,26.8644623865603,45.0983089924067
22706,PNT,Point Representations,DMH,Drop MH,Structure - Overflow MH,WASTEWATER MAINTENANCE HOLE - 027-424,7620668,969997,684368,ENDPT,Mainline End Point,SPU,Seattle Public Utilities,C,Connected,PNT,41.48,0,0,2561 21ST AVE W,0,0,22.8305325001182,41.4784212749033
22707,PNT,Point Representations,PMH,Pump MH,Structure - Emergency Pumping MH,WASTEWATER MAINTENANCE HOLE - 054-385,7627135,7627132,1010712,ENDPT,Mainline End Point,SPU,Seattle Public Utilities,C,Connected,PNT,37.76,0,0,MAP 054 - WASTEWATER MAINTENANCE HOLES / APPURTENA,0,0,24.7244948461725,37.7606834738092
22720,PNT,Point Representations,MH,Maintenance Hole,Vault,DRAINAGE MAINTENANCE HOLE - D081-268,7151951,7125202,968290,ENDPT,Mainline End Point,SPU,Seattle Public Utilities,C,Connected,PNT,40.8,0,0,MAP 081 - DRAINAGE MAINTENANCE HOLES / APPURTENANC,0,0,27.4325833612688,40.7972832261795
22722,PNT,Point Representations,MH,Maintenance Hole,Vault,WASTEWATER MAINTENANCE HOLE - 081-383,7152297,7124434,968253,ENDPT,Mainline End Point,SPU,Seattle Public Utilities,C,Connected,PNT,42.85,0,0,MAP 081 - WASTEWATER MAINTENANCE HOLES / APPURTENA,0,0,27.8720701244981,42.8493461099522
22726,PNT,Point Representations,OF,Overflow MH,Structure - Overflow MH,FLOW DIVERSION CHAMBER - WW MH - 081-394,7682149,7127900,968555,ENDPT,Mainline End Point,SPU,Seattle Public Utilities,C,Connected,PNT,60.7,0,0,"CSO  5, 6, 7 - NPDES47",0,0,27.6176543918082,60.6965095581228
22731,PNT,Point Representations,MST,Misc Structures,Structure - Diversion ,DIVERSION STRUCTURE - 069-609,7626032,7405607,985127,ENDPT,Mainline End Point,SPU,Seattle Public Utilities,C,Connected,PNT,587.69,0.01,0,"069-609, DIVERSION STRUCTURE - NPDES 168 - CSO 2",0,0,105.36717847232,587.69387084674
22737,PNT,Point Representations,INF,Infall,Structure - Infall Location Structure,DRAINAGE MAINTENANCE HOLE - D001-122,7704545,420755,786200,ENDPT,Mainline End Point,SPU,Seattle Public Utilities,C,Connected,PNT,63.1,0,0,7242 SEAVIEW AVE NW,0,0,32.0129902734217,63.0962015230211
22740,PNT,Point Representations,OF,Overflow MH,Structure - Overflow MH,FLOW CONTROL STRUCTURE - NPDES 42 - CSO 10 - 060W-,7728398,1588839,786703,ENDPT,Mainline End Point,SPU,Seattle Public Utilities,C,Connected,PNT,60.13,0,0,4603 LAKE WASHINGTON BLVD S,0,0,27.4887313553776,60.131152797894
22763,PNT,Point Representations,FCM,Flow Control MH,Structure - Flow Control,FLOW CONTROL MH - ASHWORTH DET POND - D219-143,7765879,106437,708392,ENDPT,Mainline End Point,SPU,Seattle Public Utilities,C,Connected,PNT,282.93,0.01,,12612 ASHWORTH AVE N,,,71.1915807472002,282.928233195584
22770,PNT,Point Representations,MH,Maintenance Hole,Structure - CSO 29A - Storage Bypass Structure,STORAGE DRAIN BYPASS STRUCTURE - 074-215 - NPDES45,7811915,7487422,1001119,ENDPT,Mainline End Point,SPU,Seattle Public Utilities,C,Connected,PNT,94.18,0,,BYPASS STRUCTURE - 074-215 - CSO29A - NPDES45A,,,34.4019541871666,94.1794960654274
22789,PNT,Point Representations,MST,Misc Structures,Structure - Diversion Structure,DIVERSION STRUCTURE - 450 NE 100TH ST - TCWQC - D2,7833103,4098329,932799,ENDPT,Mainline End Point,SPU,Seattle Public Utilities,C,Connected,PNT,288.97,0.01,,GREEN STORMWATER INFRASTRUCTURE - 006 - THORNTON C,,,70.8432009406579,288.965710972372
22790,PNT,Point Representations,DMH,Drop MH,Structure -  Drop MH,DRAINAGE MAINTENANCE HOLE - D068-039,7825898,1787407,713776,ENDPT,Mainline End Point,SPU,Seattle Public Utilities,C,Connected,PNT,96.53,0,,7004 BEACH DR SW,,,39.8607315819352,96.5344381747709
22793,PNT,Point Representations,JMH,Junction Chamber MH,Structure - Junction Chamber,WASTEWATER MAINTENANCE HOLE - 064-167,8020383,1732921,713599,ENDPT,Mainline End Point,SPU,Seattle Public Utilities,C,Connected,PNT,171.55,0,,751 S MICHIGAN ST,,,51.556147242267,171.545580272834
22794,PNT,Point Representations,OF,Overflow MH,Structure - Overflow MH,OVERFLOW MAINTENANCE HOLE - 055-477 - CSO 34 - NPD,8057724,1520752,786687,ENDPT,Mainline End Point,SPU,Seattle Public Utilities,C,Connected,PNT,75.78,0,,2424 SW ANDOVER ST,,,30.8593801377631,75.7817329825886
22810,PNT,Point Representations,OF,Overflow MH,Structure - Overflow MH,FLOW CONTROL STRUCTURE - NPDES 71B - 043-006,8045956,1291329,785729,ENDPT,Mainline End Point,SPU,Seattle Public Utilities,C,Connected,PNT,44.97,0,,801 WESTERN AVE,,,28.3705260697782,44.9695579453144
22820,PNT,Point Representations,OF,Overflow MH,Structure - Overflow MH,FLOW CONTROL MAINTENANCE HOLE - SITE 26 - D022-211,8023561,923645,593512,ENDPT,Mainline End Point,SPU,Seattle Public Utilities,C,Connected,PNT,58.35,0,,1301 N NORTHLAKE WAY,,,27.0794130625167,58.3537311059043
22840,PNT,Point Representations,FCM,Flow Control MH,Structure - Flow Control Structure,FLOW CONTROL MH - NPDES 138 - CSO 36 - 023-434,8097808,937330,683747,ENDPT,Mainline End Point,SPU,Seattle Public Utilities,C,Connected,PNT,112.92,0,,1216 E SHELBY ST,,,37.6692048515718,112.917964756387
22905,PNT,Point Representations,MST,Misc Structures,Structure - Energy Dissipater,DRAINAGE MAINTENANCE HOLE - D311-005,4262145,4262128,941873,ENDPT,Mainline End Point,SPU,Seattle Public Utilities,C,Connected,PNT,68.92,0,,MAP 311 - DRAINAGE MAINTENANCE HOLES / APPURTENANC,,,29.4293995275361,68.9212170427067
22907,PNT,Point Representations,DMH,Drop MH,Structure - Drop MH,DRAINAGE MAINTENANCE HOLE - D059-098,8136731,1570232,713016,ENDPT,Mainline End Point,SPU,Seattle Public Utilities,C,Connected,PNT,50.63,0,,3616 S GENESEE ST,,,28.875878990619,50.6273541674944
22913,PNT,Point Representations,MH,Maintenance Hole,Structure - MH,WASTEWATER MAINTENANCE HOLE - 040-044,8170405,1209071,688946,ENDPT,Mainline End Point,SPU,Seattle Public Utilities,C,Connected,PNT,36.67,0,,304 E OLIVE PL,,,24.6188873992868,36.6713277022209
22914,PNT,Point Representations,DMH,Drop MH,Structure - Drop MH,DRAINAGE MAINTENANCE HOLE - D011-106,8181151,648164,709670,ENDPT,Mainline End Point,SPU,Seattle Public Utilities,C,Connected,PNT,68.66,0,,5603 28TH AVE NW,,,29.3728997842422,68.656835629948
22927,PNT,Point Representations,MH,Maintenance Hole,Structure - MH,DRAINAGE MAINTENANCE HOLE - D078-080,8195578,1867506,714148,ENDPT,Mainline End Point,SPU,Seattle Public Utilities,C,Connected,PNT,158.75,0,,702 S MONROE ST,,,44.6650902075429,158.754659170471
22943,PNT,Point Representations,FCM,Flow Control MH,Structure - FCM,FLOW CONTROL MH - D039-580,7705897,7705556,1028512,ENDPT,Mainline End Point,SPU,Seattle Public Utilities,C,Connected,PNT,96.29,0,0,MAP 039 - DRAINAGE MAINTENANCE HOLES / APPURTENANC,0,0,34.7853806750092,96.2905476705872
22944,PNT,Point Representations,MH,Maintenance Hole,Maintenance Hole,WASTEWATER MAINTENANCE HOLE - 052-048,8260293,1361824,692944,ENDPT,Mainline End Point,SPU,Seattle Public Utilities,C,Connected,PNT,49.53,0,8,1752 RAINIER AVE S,8,,24.94823778651,49.5301776266363
22946,PNT,Point Representations,MH,Maintenance Hole,Structure - MH ,WASTEWATER MAINTENANCE HOLE - 046-174,8268457,1328000,692133,ENDPT,Mainline End Point,SPU,Seattle Public Utilities,C,Connected,PNT,57.73,0,,903 LAKESIDE AVE S,,,26.9333924570855,57.7261049756435
22948,PNT,Point Representations,FCM,Flow Control MH,Structure - FCMH,FLOW CONTROL MH - D044-599,8272084,7175764,971291,ENDPT,Mainline End Point,SPU,Seattle Public Utilities,C,Connected,PNT,87.87,0,,DETENTION SITE 303 - YESLER WAY/BROADWAY,,,33.23012873952,87.8727430478902
22955,PNT,Point Representations,MH,Maintenance Hole,Structure - MH,DRAINAGE MAINTENANCE HOLE - D050-533,8300008,8246335,1266715,ENDPT,Mainline End Point,SPU,Seattle Public Utilities,C,Connected,PNT,43.5,0,,MAP 050 - DRAINAGE MAINTENANCE HOLES / APPURTENANC,,,23.3805345222923,43.5009766401131
22956,PNT,Point Representations,OF,Overflow MH,Structure - Overflow MH,OVERFLOW DRAINAGE MAINTENANCE HOLE - D043-233,8321147,7416536,985146,ENDPT,Mainline End Point,SPU,Seattle Public Utilities,C,Connected,PNT,97.93,0,,MAP 043 - DRAINAGE MAINTENANCE HOLES / APPURTENANC,,,35.0806563704017,97.9322104324512
22957,PNT,Point Representations,OF,Overflow MH,Structure - Overflow MH,DRAINAGE MAINTENANCE HOLE,8310083,8068842,1089332,ENDPT,Mainline End Point,SPU,Seattle Public Utilities,C,Connected,PNT,87.05,0,,MAP 031 - DRAINAGE MAINTENANCE HOLES / APPURTENANC,,,33.07509203177,87.0547070813911
22960,PNT,Point Representations,MH,Maintenance Hole,Structure - MH,DRAINAGE MAINTENANCE HOLE - D218-076,8311916,67610,590484,ENDPT,Mainline End Point,SPU,Seattle Public Utilities,C,Connected,PNT,65,0,,13727 GREENWOOD AVE N,,,28.5806712594042,65.0032371879734
22979,PNT,Point Representations,MST,Misc Structures,Structure - Diversion Structure (Metro KC),WASTEWATER MAINTENANCE HOLE - 015-102,8421957,667199,678936,ENDPT,Mainline End Point,SPU,Seattle Public Utilities,C,Connected,PNT,144.04,0,,5531 25TH AVE NE,,,48.2178702854642,144.042652947073
23007,PNT,Point Representations,SED,"Sedimentation Chamber;Sand Catcher;Sand ",Other - Sandcatcher,WASTEWATER MAINTENANCE HOLE - 060-112,4301519,1592871,697671,ENDPT,Mainline End Point,SPU,Seattle Public Utilities,C,Connected,PNT,38.51,0,,MAP 060 - WASTEWATER MAINTENANCE HOLES / APPURTENA,,,21.9980873867825,38.5087996786405
23012,PNT,Point Representations,OF,Overflow MH,Structure - Overflow,OVERFLOW CONTROL CHAMBER - NPDES 18 - 016-509,4246200,704367,786259,ENDPT,Mainline End Point,SPU,Seattle Public Utilities,C,Connected,PNT,242.92,0.01,,5223 40TH AVE NE,,,79.4207492126231,242.917104321493
23017,PNT,Point Representations,OF,Overflow MH,Structure - Diversion,FLOW CONTROL STRUCTURE - NPDES 69 - 039-521,3991565,1231564,785728,ENDPT,Mainline End Point,SPU,Seattle Public Utilities,C,Connected,PNT,348.06,0.01,,2505 ALASKAN WAY,,,85.0530254245967,348.06277882216
23043,PNT,Point Representations,MH,Maintenance Hole,Structure - Storage MH,AIRLIFT INFLOW STORAGE - 081-115 - WWPS004,7616694,1955812,705245,ENDPT,Mainline End Point,SPU,Seattle Public Utilities,C,Connected,PNT,85.9,0,0,5144 S DIRECTOR ST,0,0,32.8547365977421,85.8986058915653
23044,PNT,Point Representations,MST,Misc Structures,Structure - Flow Diversion Structure,DIVERSION STRUCTURE - I-5 @ S NORFOLK ST - D305-15,7617620,4113720,935441,ENDPT,Mainline End Point,SPU,Seattle Public Utilities,C,Connected,PNT,101.04,0,0,3950 S NORFOLK ST,0,0,40.8101909252127,101.038605368128
23069,PNT,Point Representations,OF,Overflow MH,Structure - Overflow MH,FLOW CONTROL STRUCTURE - NPDES 43 - CSO 9 - 060W-0,7733223,1598711,786705,ENDPT,Mainline End Point,SPU,Seattle Public Utilities,C,Connected,PNT,74.36,0,0,5403 S ALASKA ST,0,0,30.567561619804,74.3552602103629
23070,PNT,Point Representations,MST,Misc Structures,Structure - Diversion Structure,DIVERSION STRUCTURE - NPDES 43 - CSO 9A - 060W-064,7728532,7233317,972294,ENDPT,Mainline End Point,SPU,Seattle Public Utilities,C,Connected,PNT,95.17,0,0,CSO  9 - NPDES43,0,0,39.2094656511762,95.1742030657332
