HCPCS_Cd,RBCS_ID,RBCS_Cat,RBCS_Cat_Desc,RBCS_Cat_Subcat,RBCS_Subcat_Desc,RBCS_FamNumb,RBCS_Family_Desc,RBCS_Major_Ind,HCPCS_Cd_Add_Dt,HCPCS_Cd_End_Dt,RBCS_Assignment_Eff_Dt
64446,PM007O,P,Procedure,PM,Musculoskeletal,007,Nerve Block Injection - Back,O,01/01/2003,12/31/9999,01/01/2016
64446,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/2003,12/31/9999,01/01/2014
64447,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/2003,12/31/9999,01/01/2014
64448,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/2003,12/31/9999,01/01/2014
64449,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/2004,12/31/9999,01/01/2014
64449,PM007O,P,Procedure,PM,Musculoskeletal,007,Nerve Block Injection - Back,O,01/01/2004,12/31/9999,01/01/2016
64450,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/1984,12/31/9999,01/01/2014
64451,PM007O,P,Procedure,PM,Musculoskeletal,007,Nerve Block Injection - Back,O,01/01/2020,12/31/9999,01/01/2016
64454,PM015O,P,Procedure,PM,Musculoskeletal,015,Joint Injection,O,01/01/2020,12/31/9999,01/01/2016
64455,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/2009,12/31/9999,01/01/2014
64461,PM007O,P,Procedure,PM,Musculoskeletal,007,Nerve Block Injection - Back,O,01/01/2016,12/31/9999,01/01/2014
64462,PM007O,P,Procedure,PM,Musculoskeletal,007,Nerve Block Injection - Back,O,01/01/2016,12/31/9999,01/01/2014
64463,PM007O,P,Procedure,PM,Musculoskeletal,007,Nerve Block Injection - Back,O,01/01/2016,12/31/9999,01/01/2014
64479,PM007O,P,Procedure,PM,Musculoskeletal,007,Nerve Block Injection - Back,O,01/01/2000,12/31/9999,01/01/2014
64480,PM007O,P,Procedure,PM,Musculoskeletal,007,Nerve Block Injection - Back,O,01/01/2000,12/31/9999,01/01/2014
64483,PM007O,P,Procedure,PM,Musculoskeletal,007,Nerve Block Injection - Back,O,01/01/2000,12/31/9999,01/01/2014
64484,PM007O,P,Procedure,PM,Musculoskeletal,007,Nerve Block Injection - Back,O,01/01/2000,12/31/9999,01/01/2014
64486,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/2015,12/31/9999,01/01/2014
64487,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/2015,12/31/9999,01/01/2014
64488,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/2015,12/31/9999,01/01/2014
64489,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/2015,12/31/9999,01/01/2014
64490,PM007O,P,Procedure,PM,Musculoskeletal,007,Nerve Block Injection - Back,O,01/01/2010,12/31/9999,01/01/2014
64491,PM007O,P,Procedure,PM,Musculoskeletal,007,Nerve Block Injection - Back,O,01/01/2010,12/31/9999,01/01/2014
64492,PM007O,P,Procedure,PM,Musculoskeletal,007,Nerve Block Injection - Back,O,01/01/2010,12/31/9999,01/01/2014
64493,PM007O,P,Procedure,PM,Musculoskeletal,007,Nerve Block Injection - Back,O,01/01/2010,12/31/9999,01/01/2014
64494,PM007O,P,Procedure,PM,Musculoskeletal,007,Nerve Block Injection - Back,O,01/01/2010,12/31/9999,01/01/2014
64495,PM007O,P,Procedure,PM,Musculoskeletal,007,Nerve Block Injection - Back,O,01/01/2010,12/31/9999,01/01/2014
64505,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/1984,12/31/9999,01/01/2014
64508,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/1984,12/31/2018,01/01/2014
64510,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/1984,12/31/9999,01/01/2014
64517,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/2004,12/31/9999,01/01/2014
64517,PM007O,P,Procedure,PM,Musculoskeletal,007,Nerve Block Injection - Back,O,01/01/2004,12/31/9999,01/01/2016
64520,PM007O,P,Procedure,PM,Musculoskeletal,007,Nerve Block Injection - Back,O,01/01/1984,12/31/9999,01/01/2014
64530,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/1984,12/31/9999,01/01/2014
64550,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/1982,12/31/2018,01/01/2014
64553,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/1982,12/31/9999,01/01/2014
64555,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/1982,12/31/9999,01/01/2014
64561,PM011O,P,Procedure,PM,Musculoskeletal,011,Neurostimulator - Back,O,01/01/2002,12/31/9999,01/01/2014
64565,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/1982,12/31/2017,01/01/2014
64566,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/2011,12/31/9999,01/01/2014
64568,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01/01/2011,12/31/9999,01/01/2014
64569,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01/01/2011,12/31/9999,01/01/2014
64570,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01/01/2011,12/31/9999,01/01/2014
64575,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/1982,12/31/9999,01/01/2014
64580,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/1982,12/31/9999,01/01/2014
64581,PM011M,P,Procedure,PM,Musculoskeletal,011,Neurostimulator - Back,M,01/01/2002,12/31/9999,01/01/2014
64582,PO000M,P,Procedure,PO,Other Organ Systems,000,No RBCS Family,M,01/01/2022,12/31/9999,01/01/2017
64583,PO000M,P,Procedure,PO,Other Organ Systems,000,No RBCS Family,M,01/01/2022,12/31/9999,01/01/2017
64584,PO000M,P,Procedure,PO,Other Organ Systems,000,No RBCS Family,M,01/01/2022,12/31/9999,01/01/2017
64585,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/1982,12/31/9999,01/01/2014
64590,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/1982,12/31/9999,01/01/2014
64595,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/1982,12/31/9999,01/01/2014
64600,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/1984,12/31/9999,01/01/2014
64605,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/1984,12/31/9999,01/01/2014
64610,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/1984,12/31/9999,01/01/2014
64611,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/2011,12/31/9999,01/01/2014
64612,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/1992,12/31/9999,01/01/2014
64615,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/2013,12/31/9999,01/01/2014
64616,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/2014,12/31/9999,01/01/2014
64617,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/2014,12/31/9999,01/01/2014
64620,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/1984,12/31/9999,01/01/2014
64624,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/2020,12/31/9999,01/01/2016
64625,RR000N,R,Treatment,RR,Radiation Oncology,000,No RBCS Family,N,01/01/2020,12/31/9999,01/01/2016
64628,PM036O,P,Procedure,PM,Musculoskeletal,036,Destruction by Neurolytic Agent - Back,O,01/01/2022,12/31/9999,01/01/2017
64629,PM036O,P,Procedure,PM,Musculoskeletal,036,Destruction by Neurolytic Agent - Back,O,01/01/2022,12/31/9999,01/01/2017
64630,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/1984,12/31/9999,01/01/2014
64632,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/2009,12/31/9999,01/01/2014
64633,PM036O,P,Procedure,PM,Musculoskeletal,036,Destruction by Neurolytic Agent - Back,O,01/01/2012,12/31/9999,01/01/2014
64634,PM036O,P,Procedure,PM,Musculoskeletal,036,Destruction by Neurolytic Agent - Back,O,01/01/2012,12/31/9999,01/01/2014
64635,PM036O,P,Procedure,PM,Musculoskeletal,036,Destruction by Neurolytic Agent - Back,O,01/01/2012,12/31/9999,01/01/2014
64636,PM036O,P,Procedure,PM,Musculoskeletal,036,Destruction by Neurolytic Agent - Back,O,01/01/2012,12/31/9999,01/01/2014
64640,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/1984,12/31/9999,01/01/2014
64642,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/2014,12/31/9999,01/01/2014
64643,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/2014,12/31/9999,01/01/2014
64644,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/2014,12/31/9999,01/01/2014
64645,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/2014,12/31/9999,01/01/2014
64646,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/2014,12/31/9999,01/01/2014
64647,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/2014,12/31/9999,01/01/2014
64650,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/2006,12/31/9999,01/01/2014
64653,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/2006,12/31/9999,01/01/2014
64680,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/1984,12/31/9999,01/01/2014
64681,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/2004,12/31/9999,01/01/2014
64702,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/1984,12/31/9999,01/01/2014
64704,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/1984,12/31/9999,01/01/2014
64708,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01/01/1984,12/31/9999,01/01/2014
64712,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01/01/1984,12/31/9999,01/01/2014
64713,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01/01/1984,12/31/9999,01/01/2014
64714,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01/01/1984,12/31/9999,01/01/2014
64716,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01/01/1984,12/31/9999,01/01/2014
64718,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/1984,12/31/9999,01/01/2014
64719,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/1984,12/31/9999,01/01/2014
64721,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/1984,12/31/9999,01/01/2014
64722,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/1984,12/31/9999,01/01/2014
64726,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/1984,12/31/9999,01/01/2014
64727,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/1984,12/31/9999,01/01/2014
64732,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/1984,12/31/9999,01/01/2014
64734,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01/01/1984,12/31/9999,01/01/2014
64736,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/1984,12/31/9999,01/01/2014
64738,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01/01/1984,12/31/9999,01/01/2014
64740,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01/01/1984,12/31/9999,01/01/2014
64742,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01/01/1984,12/31/9999,01/01/2014
64744,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01/01/1984,12/31/9999,01/01/2014
64746,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01/01/1984,12/31/9999,01/01/2014
64752,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01/01/1984,12/31/2014,01/01/2014
64755,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01/01/1984,12/31/9999,01/01/2014
64760,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01/01/1984,12/31/9999,01/01/2014
64761,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/1984,12/31/2014,01/01/2014
64763,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01/01/1984,12/31/9999,01/01/2014
64766,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01/01/1984,12/31/9999,01/01/2014
64771,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01/01/1984,12/31/9999,01/01/2014
64772,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/1984,12/31/9999,01/01/2014
64774,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/1984,12/31/9999,01/01/2014
64776,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/1984,12/31/9999,01/01/2014
64778,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/1984,12/31/9999,01/01/2014
64782,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/1984,12/31/9999,01/01/2014
64783,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/1984,12/31/9999,01/01/2014
64784,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01/01/1984,12/31/9999,01/01/2014
64786,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01/01/1984,12/31/9999,01/01/2014
64787,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/1984,12/31/9999,01/01/2014
64788,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/1984,12/31/9999,01/01/2014
64790,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01/01/1984,12/31/9999,01/01/2014
64792,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01/01/1984,12/31/9999,01/01/2014
64795,PM000O,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,O,01/01/1984,12/31/9999,01/01/2014
64802,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01/01/1984,12/31/9999,01/01/2014
64804,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01/01/1984,12/31/9999,01/01/2014
64809,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01/01/1984,12/31/9999,01/01/2014
64818,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01/01/1984,12/31/9999,01/01/2014
64820,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01/01/1995,12/31/9999,01/01/2014
64821,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01/01/2002,12/31/9999,01/01/2014
64822,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01/01/2002,12/31/9999,01/01/2014
64823,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01/01/2002,12/31/9999,01/01/2014
64831,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01/01/1984,12/31/9999,01/01/2014
64832,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01/01/1984,12/31/9999,01/01/2014
64834,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01/01/1984,12/31/9999,01/01/2014
64835,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01/01/1984,12/31/9999,01/01/2014
64836,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01/01/1984,12/31/9999,01/01/2014
64837,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01/01/1984,12/31/9999,01/01/2014
64840,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01/01/1984,12/31/9999,01/01/2014
64856,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01/01/1984,12/31/9999,01/01/2014
64857,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01/01/1984,12/31/9999,01/01/2014
64858,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01/01/1984,12/31/9999,01/01/2014
64859,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01/01/1984,12/31/9999,01/01/2014
64861,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01/01/1984,12/31/9999,01/01/2014
64862,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01/01/1984,12/31/9999,01/01/2014
64864,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01/01/1984,12/31/9999,01/01/2014
64865,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01/01/1984,12/31/9999,01/01/2014
64866,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01/01/1984,12/31/9999,01/01/2014
64868,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01/01/1985,12/31/9999,01/01/2014
64872,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01/01/1984,12/31/9999,01/01/2014
64874,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01/01/1984,12/31/9999,01/01/2014
64876,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01/01/1984,12/31/9999,01/01/2014
64885,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01/01/1992,12/31/9999,01/01/2014
64886,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01/01/1992,12/31/9999,01/01/2014
64890,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01/01/1984,12/31/9999,01/01/2014
64891,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01/01/1984,12/31/9999,01/01/2014
64892,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01/01/1984,12/31/9999,01/01/2014
64893,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01/01/1984,12/31/9999,01/01/2014
64895,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01/01/1984,12/31/9999,01/01/2014
64896,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01/01/1984,12/31/9999,01/01/2014
64897,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01/01/1984,12/31/9999,01/01/2014
64898,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01/01/1984,12/31/9999,01/01/2014
64901,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01/01/1984,12/31/9999,01/01/2014
64902,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01/01/1984,12/31/9999,01/01/2014
64905,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01/01/1984,12/31/9999,01/01/2014
64907,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01/01/1984,12/31/9999,01/01/2014
64910,PO000M,P,Procedure,PO,Other Organ Systems,000,No RBCS Family,M,01/01/2007,12/31/9999,01/01/2017
64910,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01/01/2007,12/31/9999,01/01/2014
64911,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01/01/2007,12/31/9999,01/01/2014
64911,PO000M,P,Procedure,PO,Other Organ Systems,000,No RBCS Family,M,01/01/2007,12/31/9999,01/01/2015
64912,PO000M,P,Procedure,PO,Other Organ Systems,000,No RBCS Family,M,01/01/2018,12/31/9999,01/01/2014
64913,PO000M,P,Procedure,PO,Other Organ Systems,000,No RBCS Family,M,01/01/2018,12/31/9999,01/01/2014
64999,PO000M,P,Procedure,PO,Other Organ Systems,000,No RBCS Family,M,01/01/1984,12/31/9999,01/01/2017
64999,PM000M,P,Procedure,PM,Musculoskeletal,000,No RBCS Family,M,01/01/1984,12/31/9999,01/01/2014
65091,PE000M,P,Procedure,PE,Eye,000,No RBCS Family,M,01/01/1984,12/31/9999,01/01/2014
65093,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01/01/1984,12/31/9999,01/01/2014
65101,PE000M,P,Procedure,PE,Eye,000,No RBCS Family,M,01/01/1984,12/31/9999,01/01/2014
65103,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01/01/1984,12/31/9999,01/01/2014
65105,PE000M,P,Procedure,PE,Eye,000,No RBCS Family,M,01/01/1984,12/31/9999,01/01/2014
65110,PE000M,P,Procedure,PE,Eye,000,No RBCS Family,M,01/01/1984,12/31/9999,01/01/2014
65112,PE000M,P,Procedure,PE,Eye,000,No RBCS Family,M,01/01/1984,12/31/9999,01/01/2014
65114,PE000M,P,Procedure,PE,Eye,000,No RBCS Family,M,01/01/1984,12/31/9999,01/01/2014
65125,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01/01/1992,12/31/9999,01/01/2014
65130,PE000M,P,Procedure,PE,Eye,000,No RBCS Family,M,01/01/1984,12/31/9999,01/01/2014
65135,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01/01/1984,12/31/9999,01/01/2014
65140,PE000M,P,Procedure,PE,Eye,000,No RBCS Family,M,01/01/1984,12/31/9999,01/01/2014
65150,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01/01/1984,12/31/9999,01/01/2014
65155,PE000M,P,Procedure,PE,Eye,000,No RBCS Family,M,01/01/1984,12/31/9999,01/01/2014
65175,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01/01/1984,12/31/9999,01/01/2014
65205,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01/01/1984,12/31/9999,01/01/2014
65210,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01/01/1984,12/31/9999,01/01/2014
65220,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01/01/1984,12/31/9999,01/01/2014
65222,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01/01/1984,12/31/9999,01/01/2014
65235,PE000M,P,Procedure,PE,Eye,000,No RBCS Family,M,01/01/1984,12/31/9999,01/01/2014
65260,PE000M,P,Procedure,PE,Eye,000,No RBCS Family,M,01/01/1984,12/31/9999,01/01/2014
65265,PE000M,P,Procedure,PE,Eye,000,No RBCS Family,M,01/01/1984,12/31/9999,01/01/2014
65270,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01/01/1984,12/31/9999,01/01/2014
65272,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01/01/1984,12/31/9999,01/01/2014
65273,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01/01/1984,12/31/9999,01/01/2014
65275,PE000M,P,Procedure,PE,Eye,000,No RBCS Family,M,01/01/1984,12/31/9999,01/01/2014
65280,PE000M,P,Procedure,PE,Eye,000,No RBCS Family,M,01/01/1984,12/31/9999,01/01/2014
65285,PE000M,P,Procedure,PE,Eye,000,No RBCS Family,M,01/01/1984,12/31/9999,01/01/2014
65286,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01/01/1989,12/31/9999,01/01/2014
65290,PE000M,P,Procedure,PE,Eye,000,No RBCS Family,M,01/01/1984,12/31/9999,01/01/2014
65400,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01/01/1984,12/31/9999,01/01/2014
65410,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01/01/1984,12/31/9999,01/01/2014
65420,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01/01/1984,12/31/9999,01/01/2014
65426,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01/01/1984,12/31/9999,01/01/2014
65430,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01/01/1984,12/31/9999,01/01/2014
65435,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01/01/1984,12/31/9999,01/01/2014
65436,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01/01/1984,12/31/9999,01/01/2014
65450,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01/01/1986,12/31/9999,01/01/2014
65600,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01/01/1984,12/31/9999,01/01/2014
65710,PE000M,P,Procedure,PE,Eye,000,No RBCS Family,M,01/01/1985,12/31/9999,01/01/2014
65730,PE000M,P,Procedure,PE,Eye,000,No RBCS Family,M,01/01/1985,12/31/9999,01/01/2014
65750,PE000M,P,Procedure,PE,Eye,000,No RBCS Family,M,01/01/1984,12/31/9999,01/01/2014
65755,PE000M,P,Procedure,PE,Eye,000,No RBCS Family,M,01/01/1991,12/31/9999,01/01/2014
65756,PE000M,P,Procedure,PE,Eye,000,No RBCS Family,M,01/01/2009,12/31/9999,01/01/2014
65757,PE000M,P,Procedure,PE,Eye,000,No RBCS Family,M,01/01/2009,12/31/9999,01/01/2014
65770,PE000M,P,Procedure,PE,Eye,000,No RBCS Family,M,01/01/1984,12/31/9999,01/01/2014
65772,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01/01/1988,12/31/9999,01/01/2014
65775,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01/01/1988,12/31/9999,01/01/2014
65778,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01/01/2011,12/31/9999,01/01/2014
65779,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01/01/2011,12/31/9999,01/01/2014
65780,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01/01/2004,12/31/9999,01/01/2014
65781,PE000M,P,Procedure,PE,Eye,000,No RBCS Family,M,01/01/2004,12/31/9999,01/01/2014
65782,PE000M,P,Procedure,PE,Eye,000,No RBCS Family,M,01/01/2004,12/31/9999,01/01/2014
65785,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01/01/2016,12/31/9999,01/01/2014
65800,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01/01/1984,12/31/9999,01/01/2014
65810,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01/01/1984,12/31/9999,01/01/2014
65815,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01/01/1984,12/31/9999,01/01/2014
65820,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01/01/1985,12/31/9999,01/01/2014
65850,PE000M,P,Procedure,PE,Eye,000,No RBCS Family,M,01/01/1984,12/31/9999,01/01/2014
65855,PE000O,P,Procedure,PE,Eye,000,No RBCS Family,O,01/01/1985,12/31/9999,01/01/2014
