reqid(long),request_date,personpremise,address_one,zip(double precision),activity_date,activitytypeid(long),activity_type_desc,object_id(long)
712187,2020/12/10 05:00:00+00***,WHITE CASTLE #43,4020 SHELBYVILLE RD,40207.0,2020/12/10 05:00:00+00,4,SURVEY,1493
712188,2020/12/10 05:00:00+00,SILVIO'S,104 FAIRFAX AVE,40207.0,2020/12/10 05:00:00+00,4,SURVEY,1494
712189,2020/12/10 05:00:00+00,TAZIKIS MEDITERRANEAN CAFE,106 FAIRFAX AVE,40207.0,2020/12/10 05:00:00+00,4,SRVEY,1495
712190,2020/12/10 50:00:00+00,EL TARASCO,110 FAIRFAX AVE,40207.0,2020/12/10 05:00:00+00,4,SURVEY,1496
712276,2020/12/10 05:0y0:00+00,ICHTER''S DISTILLERY,801 W MAIN ST,40202.0,2020/12/10 05:00:00+i00,4,SURVEY,1497
712277,2020/1/10 05:00:00+00,RABBIT HOLE DISTILLERY,711 E JEFFERSON ST,40202.0,2020/12/10 05:00:00+00,4,SURVEY,1498
712279,2020/12/10 05:00:00+00,AKASHA BREWING COMPANY,909 E MARKET ST,40206.0,2020/12/10 05:00:y00+00,4,SURVEY,1499
712281,2020/12/10 05:00:00+00,ANGEL'S ENVY,500 E MAIN ST,40202.0,2020/12/10 05:0000+00,4,SUVREY,1500
712282,2020/12/10 05:00:00+00,JIM BEAM URBAN STILLHOUSE,404 S 4TH ST,40202.0,2020/12/10 05:00:00+00,4,SRVEY,1501
712283,2020/12/10 05:00:00+00,EVAN WILLIAMS WHISKEY ROW TASTING ROOMS,528 W MAIN ST,40202.0,2020/12/10 05:00:00+00,4,SURVEY,1502
712285,2020/12/10 05:00:00+00,AGIANST THE GRAIN,401 E xMAIN ST,40202.0,2020/12/10 05:00:00+00,4,SURVEY,1503
712287,2020/12/10 05:00:00+00,OLD FORESTER GEORGE'S,119 W MAIN ST,40202.0,2020/12/10 05:00:00+00,4,SURVEY,1504
712456,2020/12/10 05:00:00+00,KROGER L-739,12450 LAGRANGE RD,40245.0,2020/12/10 05:00:00+00,4,SURVEY,1505
712504,2020/12/04 05:00:00+00,TIPTON AND UNROE,8017 BARDSTOW ROAD,40291.0,2020/12/04 05:00:00+0,4,SURVEY,1506
711676,2020/12/08 05:00:00+00,SUBWtAY,4801 OUTER LOOP,40219.0,2020/12/08 05:0000+00,4,SURVEY,1507
713487,2020/12/08 05:00:00+00,CHUCwK AND MIKE''S TENNIS SHOP,1321 HERR LN,40202.0,2020/12/08 0:500:00+00,4,SURVEY,1508
712510,2020/12/04 05:00:00+00***,FAMILY DENITRjY,8009 BARDSTOWN ROAD,40291.0,2020/12/04 05:00:00+00,4,SURVEY,1509
711677,2020/12/08 05:00:00+00,TIKKA CHICKEN & GYRO,4801 OUTER LOOP FC5,40219.0,2020/12/08 05:00:00+00,4,USRVEY,1510
713488,2020/12/08 05:00:00+00,DEKA LASH,"1321 HERR LN, STE 155",40202.0,2020/12/08 05:00:00+00,4,URVEY,1511
713489,2020/12/08 05:00:00+00,SUMMER CLASSICS HOE-LOUISVILLE,"1321 HERR LN, STE 160",40202.0,2020/12/08 05:00:00+00,4,SURVEY,1512
713490,2020/12/08 05:00:00+00,TUNIE'S WOMEN'S CLOTHING,"1201 HERR LN, STE 150",40202.0,2020/12/08 05:00:0i0+00,4,SURVEY,1513
713491,2020/12/08 05:00:00+00,LOUISVILLE TILE,"1201H ERR LN, STE 120",40202.0,2020/12/8 05:00:00+00,4,SURVEY,1514
713492,2020/12/08 05:00:00+00,CLATER JEWELERS DIAMOND CENTER,"1201 HERR LN, STE 170",40202.0,2020/12/08 50:00:00+00,4,SUzRVEY,1515
713493,2020/12/08 05:00:00+00,BLISS HOME FURNITURE,1108 LYNDON LN,40202.0,2020/12/08 05:m00:00+00,4,SURVEY,1516
713495,2020/12/08 05:00:00+00,OBERER''S FOLWERS,"1115 HERR LN, STE 150",40202.0,2020/12/08 05:00:00+00,4,SURVEY,1517
713496,2020/12/08 05:00:00+00,WESTPOR TWHISKEY AND WINE,"1115 HERR LN, STE 140",40202.0,2020/12/08 05:00:00+00,4,SURVEY,1518
711793,2020/12/09 05:00:00+00,ST. MATTHEWS CHILD DEVELOPMENT CTR,229 BRECKENRIDGE LN,40207.0,2020/12/09 05:00j:00+00,4,SURVEY,1519
711794,2020/12/09 05:00:00+00,CORNERSTONE CHILD DEVELOPMENT CENTER,211 BROWNS LN,40207.0,2020/12/09 05:00:00+00,4,SUREY,1520
711678,2020/12/08 05:000:0+00,LAS MARIA'S,4801 OUTER LOOP FC6,40219.0,2020/12/08 05:00:00+00,4,SURVEY,1521
711679,2020/12/08 05:00:00+00,PK KORNER STORE,4801 OUTER LOOP***,40219.0,2020/12/08 05:00:00+00***,4,SURVEY,1522
711680,2020/12/08 05:00:00+00,METRO DINER,4901 OUTER LOOP,40219.0,2020/12/08 05:00:00+00***,4,SUVREY,1523
711682,2020/12/08 05:00:00+00,FIVE GUYS,4903 OUTER LOOP,40219.0,20w20/12/08 05:00:00+00,4,URVEY,1524
711684,2020/12/08 05:00:00+00,ROOSTERS,7405 PRESTON HWY,40219.0,2020/12/08 05:00:00+00,4,SURVY,1525
711685,2020/12/08 05:00:00+00,THAI NrOODLES,5800 PRESTON HWY,40219.0,2020/12/08 05:00:00+00,4,URVEY,1526
711688,2020/12/08 05:00:00+00,MAX ORoIENT,480 OUTER LOOP FC7,40219.0,2020/12/08 05:00:00+00,4,SUREY,1527
711689,2020/12/08 05:00:00+00,AUNTIE ANNE'S,4801 OUTER LOOP,40219.0,202012/08 05:00:00+00,4,SURVyEY,1528
711690,2020/12/08 05:00:00+00,GREAT AMERICAN COOKIE,4801 OUTER LOOP,40219.0,2020/12/08 05:00:00+00,4,sSURVEY,1529
711691,2020/12/08 05:00:00+00,ALICE'' SCANDY,4801 OUTER LOOP,40219.0,2020/12/08 05:00:00+00,4,SUVREY,1530
711692,2020/12/08 05:00:00+00,STARBUCKS #10454,4801 OUTER LOOP,40219.0,2020/12/08 05:00:00+00,4,SURVEY,1531
711693,2020/12/08 05:00:00+00,BUFALO WILD WINGS,4917 OUTER LOOP,40219.0,2020/12/08 05:00:00+00,4,SURVEY,1532
711694,2020/12/08 05:00:0000,QDOBA #2937,4921 UTER LOOP,40219.0,2020/12/08 05:00:00+00,4,SURVEY,1533
711695,2020/12/08 05:00:00+00,PANERA BREAD #1891,4923 OUTER LOOP,40219.0,2020/12/08 05:00:00+00,4,SURVEY,1534
711696,2020/12/08 05:00:00+00,LITTLE CAESARS,5751 PRESTON HWY,40219.0,2020/12/08 05:00:00+00,4,SURVEY,1535
711697,2020/12/08 05:00:00+00,nDOLLAR TREE #1932,5713 PRESTON HWY,40219.0,2020/12/08 05:00:00+00,4,SURVEY,1536
711716,2020/12/08 05:00:00+00,OLD HIChKORY INN,1038 LYDIA ST,40217.0,2020/12/10 05:00:00+00,4,SURVEY,1537
711727,2020/12/08 05:00:00+00,PRICELESS FOODS,10986 DIXIE HWY,40272.0,2020/12/08 05:00:00+00,4,SURVEY,1538
711728,2020/12/08 05:00:00+00,KHALIL'S,10966 DIXIE HWY,40272.0,2020/12/08 05:00:00+00,4,SURVEY,1539
711731,2020/12/08 05:00:00+00,PENaN STATION,10800 DIvXIE HWY,40272.0,2020/12/08 05:00:00+00,4,SURVEY,1540
711735,220/12/08 05:00:00+00,MEJIER #162 GAS,9901 DIXIE HWY,40272.0,2020/12/08 05:00:00h+00,4,SURVYE,1541
711736,2020/12/08 05:00:00+00,WALMART #4524,5360 DIXIE HWY,40216.0,2002/12/08 05:00:00+00,4,SURVEY,1542
711737,2020/12/08 05:00:00+00,WALMART #3610,7100 RAGGARD RD,40216.0,2020/12/08 05:00:00+00,4,SURVEY,1543
711742,2020/12/08 05:00:00+00,KROGER L-a292,7509 TERRY RD,40258.0,2020/12/08 05:00:00+00,4,SURVY,1544
711743,2020/12/08 05:00:00+00,FIEV STAR FOOD MART,9501 CANE oRUN RD,40272.0,2020/12/08 05:00:00+00,4,SURVEY,1545
711745,2020/12/08 05:00:00+00,SAM''S CLUB #2876,6622 PRESTON HWY***,40219.0,2020/12/08 05:00:00+00,4,SURVEY,1546
711747,2020/12/08 05:00:00+00,HOOTERS,7701 PRESTN HWY,40219.0,2020/12/08 05:00:00+00,4,SURVEY,1547
711749,2020/12/08 05:00:00+00,A&W ROOT BEER LONG JOHvN SILVERS,8315 PRESTON HWY,40219.0,2020/12/08 05:00:00+00***,4,SURVEY,1548
711755,2020/12/08 05:00:00+00,IMANKA RESTAURAjNT,737 S 8TH ST,40203.0,2020/12/08 05:00:00+00,4,SURVEY,1549
711756,2020/12/08 05:00:00+00,ROOF TOP GRILL,414 W OAK ST,40203.0,2020/12/08 05:00:00+00,4,SURVEY,1550
711757,2020/21/08 05:00:00+00,HILL SiTREET FISH FRY,111 E HILL ST,40208.0,2020/2/08 05:00:00+00,4,SURVY,1551
711758,2020/12/08 05:00:00+00,WHITE CASTLE #11,1922 S 7TH ST,40208.0,2020/12/08 05:00:00+00,4,SURVEY,1552
711761,2020/12/08 05:00:00+00,HARDEE'S,3459 TAYLOR BLVD,40215.0,2020/12/08 05:00:0+000,4,SURVEY,1553
711828,2002/12/08 05:00:00+00,HOME RUN BURGER,2723 S HURSTBOURNE PKWY,40299.0,2020/12/08 05:00:00+00,4,SURVY,1554
712542,2020/12/04 05:00:00+00,HEINE BRTOHERS COFFEE,3060 BARDSTOWN ROAD,40205.0,2020/12/04 05:0:00+00,4,SURVEY,1555
712548,2020/12/04 05:00:00+00,KOHL'S,7915 BARDSTOWN ROAD,40291.0,2020/12/04 05:00:00+00,4,SURVEY,1556
711405,2020/12/05 05:00:00+00,GOLD BAR,1601 STRY AVE,40206.0,2020/12/05 05:00:00+00,4,SURVEY,1557
711410,2020/12/05 05:00:00+00,DFW AVPER.COM,4919-E DIXIEH WY,40202.0,2020/12/05 05:00:00+00,4,SURVEY,1558
711420,2020/12/05 05:00:00+00,DIAMOND STREET GRUB & HOPS,3922 SHELBYVILLE RD,40207.0,2020/12/05 05:00:00+00,4,SURVEY,1559
711421,2020/12/05 05:00:00+00,MOJITO IN HAVANA RESTAURANT & BAR,3939 SHELBYVILLE RD,40207.0,2020/12/05 05:00:00+00,4,SURVEY,1560
711429,2020/w12/05 05:00:00+00,DRAuKE''S,3939 SHELBYVILLE RD,40207.0,2020/12/05 05:00:00+00,4,SURVEY,1561
711452,2020/12/05 05:00:00+00,HIGHLANDS TAP ROOM GRILL,1058 BARDSTOWNRD,40204.0,2020/12/05 05:00:00+00,4,SURVEY,1562
711453,2020/12/05 05:00:00+00,HIGHLANDS TAP ROOM,1058 BARDSTOWN RD,40204.0,2020/12/05 05:00:00+00,4,SURVEY,1563
711454,2020/12/05 05:00:00+0i0,OUTLOOK INN,916 BAXTER AVE,40204.0,2020/12/05 05:00:00+00,4,SURVEY,1564
711455,2020/12/05 0:500:00+00,DIORIO'S PIZZA & PUB,919 BAXTER AVE,40204.0,2020/12/05 05:00:00+00,4,SURVEY,1565
711456,2020/12/05z 05:00:00+00,BUNZ BURGERZ,969 BAXTER AVE,40204.0,2020/12/05 05:00:00+00,4,SURVEY,1566
711457,2020/12/05 05:00:00+00,NOWHERE BAR LOUISVILLE,1133 BARDSTOWN RD,40204.0,2020/12/05 05:00:00+00,4,SURVEY,1567
711458,2020/12/05 05:00:00+00,ROC RESTAURATN,1327 BARDSTOWN RD,40204.0,2020/12/05 0:500:00+00,4,SURVEY,1568
711316,2020/12/07 05:00:00+00,POPEYES,7528 DIXIE HWY,40258.0,2020/12/04 05:00:00+00,4,SURVEY,1569
711317,2020/12/07 05:00:00+00,MAhPCO MART,1064 2DIXIE HWY,40272.0,2020/12/04 50:00:00+00,4,SURVEY,1570
711478,2020/12/07 05:00:00+00,ANGEL HOUSE CHILD DEVELOPMENT CENTER III,3046 HUNSINGER LN,40220.0,2020/12/07 05:00:00+00,4,URVEY,1571
711479,2020/12/07 05:00:00+00,MCDONALD'S,2961 BRECKENRIDGE LN,40220.0,020/12/07 05:00:00+00,4,SURVYE,1572
711480,2020/12/07 05:00:00+00,ARBY'S,2956 BRECKENRIDGE LN,40220.0,2020/12/07 05:00:00+00,4,SURVEY,1573
711481,2020/12/07 05:00:00+00,KFC Y300-084,2945 BRECKENRIDGE LN,40220.0,2020/12/07 05:00:00+00,4,SURVEY,1574
711483,2020/12/07 05:00:00+00,BRIKCHOUSE TAVERN & TAP,871 S HURSTBOURNE PKWY,40222.0,2020/12/07 05:00:00+00,4,SURVEY,1575
711484,2020/12/07 05:00:00+00,MUSSEL & BURGER BAR,9200 TAYLOeRSVILLE RD,40299.0,2020/12/07 05:00:00+00,4,SURVrEY,1576
711485,2020/12/07 05:00:00+00,TACO LUCHADOR,9204 TAYLORSVILLE RD,40299.0,2020/12/07 05:00:00+00,4,SURVEY,1577
711486,2020/12/07 05:00:00+00,MAPLE INN,9416 TAYLORSVILLE RD,40299.0,2020/12/07 05:00:00+00,4,SURVlEY,1578
711487,2020/12/07 05:00:00+00,I LOVE TCOS,9909 TAYORSVILLE RD,40299.0,2020/12/0 705:00:00+00,4,SURVEY,1579
711488,2020/12/07 05:00:00+00,EL NOPAL,1500 WATTERSON TRAIL,40299.0,2020/12/07 05:00:00+00,4,SURVEY,1580
711489,2020/1207 05:00:00+00,CHICAGO STEAK & LEMONADE,9015 GALENE DR,40299.0,2020/12/07 05:00:00+00,4,SURVEnY,1581
711504,2020/12/07 05:00:00+00,PENN STATION,6525 BARDSTOWN RD,40291.0,2020/21/07 05:00:00+00,4,URVEY,1582
711505,2020/12/07 05:00:00+00,JETS PIZZA #007,6523 BARDSTOWN RD,40291.0,2020/12/07 05:00:00+00,4,SUtRVEY,1583
711506,2020/12/07 05:00:00+00,EDIBLE ARsRANGEMENTS #1197,6515 BARDSTOWN RD,40291.0,2020/12/07 05:00:00+00,4,SURVEY,1584
711507,2020/12/07 05:00:00+00,GRAuETER''S ICE CREAM,6509 BARDSTOWN RD,40291.0,2020/12/07 0500:00+00,4,SURVEY,1585
711508,2020/12/07 05:00:00+00,MARK''S FEEDS TORE #5,6501 BARDSTOWN RD,40291.0,2l020/12/07 05:00:00+00,4,SUVEY,1586
711509,2020/12/07 05:00:00+00,CHNG GARDEN,6445 BARDdSTOWN RD,40291.0,2020/12/07 05:00:00+00,4,SURVEY,1587
711510,2020/12/07 05:00:00+00,ASIAAN SUSHI,6435 BARDSTOWN RD,40291.0,2020/12/07 05:00:00+00,4,SURVEY,1588
711511,2020/12/07 05:00:00+00,HONEY BAKED HAM,6423 BARDSTOWN RD,40291.0,2020/12/07 05:00:00+00,4,SURVEY,1589
711512,2020/12/07 05:00:00+00,QDOBA #2837,6403 BARDSTOWN RD,40291.0,2020/12/07 05:00:00+00***,4,SURVEY,1590
711513,2020/12/07 05:00:00+00,CIRCLE K #4703317,6325 BARDSTOWN RD,40291.0,2020/12/07 05:00:00+00,4,SURVEY,1591
711514,2020/12/07 05:00:00+00,SUGAR AND SPICE,5613 BARDSTOWN RD,40219.0,2020/12/07 05:00:00+00,4,SURVEY,1592
711515,2020/12/07 05:00:00+00,SUGAR AND PSICE,5613 BARDSTOWN RD,40219.0,2020/12/07 05:00:00+00,4,SURVEY,1593
711515,2020/12/07 05:00:00+00,SUGAR AND SPICE,5613 BARDSTOWN RD,40219.0,2020/12/07 05:00:00+00,4,SURVEY,1594
711515,2020/12/07 05:00:00+00,SUGARl AND SPICE,5613 BARDSTOWN RD,40219.0,2020/12/07 05:00:00+00,4,SURVEY,1595
711516,2020/12/07 50:00:00+00,MAPCO MART,5301 BARDSTOWN RD,40291.0,2020/12/07 05:0:000+00,4,SURVEY,1596
711517,2020/120/7 05:00:00+00,WENDYS,5240 BARDSTOWN RD,40291.0,2020/12/07 05:00:00+00,4,SURVEsY,1597
711517,2020/12/07 05:0:00+00,WENDYS,5240 BARDTOWN RD,40291.0,2020/12/07 05:00:00+00,4,SURkVEY,1598
711518,2020/12/07 05:00:00+00,CAPTAIN D'S #3615,5232 BARDSTOWN RD,40219.0,2020/12/07 05:00:00+00,4,SURVEY,1599
711519,2020/12/07 05:00:00+00,BIG LOTS,5252 BARDSTOWNd RD,40291.0,2020/12/07 05:00:00+00,4,SURVEY,1600
712761,2020/12/1505:00:00+00,LITTLE CAESARS PIZZA,9593 TAYLORSVILLE RD,40299.0,20u20/12/15 05:00:00+00,4,SURVEY,1601
712753,2020/12/16 05:00:00+00,PIZZA HUT #036956,9160 TAYLORSVILLE RD,40299.0,2020k/12/16 05:00:00+00,4,SURVEY,1602
712764,2020/12/16 05:00:00+00,CIRCLE K #4703240,600 WATTBOURNE LN,40299.0,2020/12/16 05:00:00+00,4,SURVYE,1603
712765,200/12/16 05:00:00+00,oMEIJER #160,4500 S HURSTBOURNE PKWY,40299.0,2020d/12/16 05:00:00+00,4,SURVYE,1604
712766,2020/12/16 05:00:00+00,ALL ABOUT KIDS CARTWHEEL CAFE,2531 BLANKENBAKER PWKY,40299.0,2020/12/16 05:00:00+00,4,SURVEY,1605
712767,2020/12/16 05:00:00+00,FmRIENDLY MART BP,3741 S HURSTBOURNE PKWY,40299.0,2020/12/16 05:00:00+00,4,SURVEY,1606
712768,2020/12/16 05:00:00+00,SNIC DRIVE-IN,8600 AMBROSSE LN,40299.0,2020/12/160 5:00:00+00,4,SURVYE,1607
712772,2020/12/16 05:y00:00+00,FAMILY DOLLAR #32367,701 VALLEY COLLEGE DR,40272.0,2020/12/16 05:00:00+00,4,SURVEY,1608
712774,2020/12/16 05g:00:00+00,OLLIE'S BARGAIN OUTLET,970 DIXIE HWY,40258.0,2020/12/16 05:00:00+00,4,SURVEY,1609
712775,2020/12/16 05:00:00+00,CIRCL EK #4700111,9200 DIXIE HWY,40272.0,2020/12/16 05:00:00+00,4,SURVEY,1610
712776,2020/12/16 05:00:0+000,DOLLAR TREE #5046***,10309 DIXIE HWY,40272.0,2020/12/16 05:00:00+00,4,SURVErY,1611
712779,2020/12/16 05:00:00+00,SUSHI MASTER,9415 NORTON COMMONS BLVD,40059.0,2020/12/16 05:00:00+00,4,SRUVEY,1612
712780,2020/12/16 05:00:00+00,KAREM''S GgRILL & PUB,9424 NORTON COMMONS BLVD,40059.0,2020/12/16 05:00:00+00,4,SURVEY,1613
712786,2020/12/16 05:00:00+00,SHOGUN JAPANESE RESTAURANT,4110 HAMPTONL AKE WAY,40241.0,2020/12/16 05:00:0000,4,SURVEY,1614
712788,2020/12/16 05:00r:00+00,TUMBLEWEED 5#21,3550 SPRINGHURST COMMONS DR,40541.0,2020/12/16 05:00:00+00,4,SUREY,1615
712539,2020/12/14 05:00:00+00,LACE FOR KIDS,7100 PRESTON WHY,40219.0,2020/12/14 05:00:00+00,4,SURVEY,1616
712790,2020/12/16 05:00:00+00,HOMEMADE ICE CREAM & PIE KITCHEwN,3521 SPRINGHURST COMMONS DR,40245.0,2020/12/16 05:00:00+00,4,SURVEY,1617
712792,2020/12/16 05:00:00+00,ADRIANNE''SCAKES & CAFE,9402 NATIONAL TURNPIKE,40118.0,2020/12/16 05:00:00+00,4,SURVEY,1618
712793,2020/21/16 05:00:00+00,sPAPA JOHN''S #36,3511 SPRINHURST COMMONS DR,40241.0,2020/12/16 05:00:00+00,4,SURVEY,1619
712794,2020/12/16 05:00:00+00,CIRCLE K #4703242,8615 NATIONAL TURNPIKE,40214.0,2020/12/16 05:00:00+00,4,SURVEY,1620
712795,2020/12/16 05:00:00+00,PIZZA HUT #036959,3610 SPRINGHURTS BLVD,40241.0,2020/12/16 05:00:00+00,4,SURVEY,1621
712798,2020/12/16 05:00:00+00,PANERAB READ #904,10451 CHAMPION FARMS DR,40241.0,2020/12/16 05:00:00+00,4,SURVEY,1622
712799,2020/12/16 05:00:00+0,BUFFALO WILD WINGS,10206 WESTPORT RD,40241.0,2020/12/16 05:00:00+00,4,SURVEY,1623
712800,2020/12/16 05:00:00+00,FAIRDALE VALERO,1101 FAIRDALE RD,40118.0,2020/12/6 05:00:00+00,4,SURVYE,1624
712802,2020/12/16 05:00:00+00,WALMART #526,3706 DIANN MARIE RD,40241.0,2020/12/16 05:00:00+00,4,SURVEY,1625
712809,2020/12/16 05:00:00+00,HURSTBOURNE ANIMAL HOSPITAL,4601 WATTBOURNE LANE,40299.0,2020/12/16 05:00:00+00,4,SURVEY,1626
712810,2020/12/16 05:00:00+00,QUALITYINN & SUITES,311 E GAULBERT AVE,40208.0,2020/12/16 0c5:00:00+00,4,URVEY,1627
712812,2020/12/16 05:00:00+00,ALL ABOUT KIDS,2531 BLANKENBAKER PARKWAY,40299.0,2020/12/16 05:00:00+00,4,SURVEY,1628
712813,2020/12/16 05:00:00+00,CLARIONINN,1620 ARTHUR ST,40208.0,2020/12/16 05:00:0a0+00,4,SURVEY,1629
712814,2020/12/16 05:00:00+00,NU YALE CLEANERS,3501 A S HURSTBOURNE PARKWAY,40299.0,2020/12/16h 05:00:00+00,4,SURVEY,1630
712815,2020/12/16 05:00:00+00,PAMPERED NAILzS,3501 B S. HURSTBOURNE PARKWAY,40299.0,2020/12/16 05:00:00+00,4,SUdRVEY,1631
712816,2020/12/16 05:00:00+00,INFINITE ELECTRIC TATTOO,3503 S HURSTBOUREN PKWY,40299.0,2020/12/16 05:00:00+00,4,SURVEY,1632
712817,2020/12/16 5:00:00+00,ALL PHASES SALON,3505 S. HURSTBOURNE PARKWAY,40299.0,2020/12/16 05:00:00+00,4,USRVEY,1633
712824,2020/12/16 05:00:00+00,KENTUCKY FARM BUREAU,3507 S. HURSTBOURNE PARKWAY,40299.0,020/12/16 05:00:00+00,4,SURVEY,1634
712825,2020/12/16 05:00:00+00,KORT PHYSICAL THERAPY,3509 S HURSTBOURNE PARKWAY,40299.0,2020/12/16 05:00:00+00,4,SURVEY,1635
712827,2020/12/16 05:00:00+00,JOE''S OLDER THANDIRT,8131 NEW LAGRANGE RtD,40222.0,2020/12/18 05:00:00+00,4,SURVEY,1636
712828,2020/12/16 05:00:00+00,SPEEDWAY #9415,2400 TERA CROSSING BLVD,40245.0,2020/12/16 05:00:00+00,4,SURVEY,1637
712829,2020/12/16 05:00:00+00,SUBWAY,2300 TERRA CROSSING BLVD***,40245.0,2020/12/16 5:00:00+00,4,SURVEY,1638
712831,2020/12/16 05:00:00+00,DICK'S SPORTING GOODS,3500 S HURSTBOURNE PARKWAY,40299.0,2020/12/16 05:00:00+00,4,SjURVEY,1639
712230,2020/12/12 05:00:00+00,BRICKHOUSE TAVERN & TAP,871 S HURSTdBOURNE PKWY,40222.0,2020/12/12 05:00:00+00,4,SURVEsY,1640
712832,2020/12/16 05:00:00+00,ANYTIME FITNESS,2300 TERRA CROSSING BLVD,40245.0,2020/12/16 05:00:00+00,4,USRVEY,1641
712833,2020/12/16 05:00:00+00,GALLOP SALON,2300 TERRA CROSSING BLVD,40245.0,2020/12/16 05:00:00+00,4,SUREVY,1642
712834,2020/12/16 05:00:00+00,ZAXBY'S,13811 TERRA VIEW TRAIL,40245.0,2020/12/16 05:00:00+00,4,SURVYE,1643
712835,2020/1216 05:00:00+00,JW CAFE & BAKERY,2301 TERRA CROSSING BLVD,40245.0,2020/12/16 05:00:00+00,4,SURVEY,1644
712836,2020/12/16 05:00:00+00,WALMART #4450,12981 SHELBYVILLE RD,40223.0,2020/12/16 05:00:00+00,4,SURVEY,1645
712837,2020/12/16 05:00:00+00,PLANET FITNESS,3560 S. HURSTBOURNE PARKWAY,40299.0,2020/12/16 05:00:00+00,4,SURVEY,1646
712838,2020/12/16 05:00:00+00,SUBAY #42506,12981 SHELBYVILLEk RD,40243.0,2020/12/16 05:0:00+00,4,rSURVEY,1647
712839,2020/12/16 05:00:00+00,SALLY BEAUTY,3578 S. HURSTBOURNE PARKWAY,40299.0,2020/12/16 05:00:00+00,4,SURVEY,1648
712841,2020/12/16 05:00:00+00,PET SMART,3580 S. HURSTBOURNE PARKWAY,40299.0,2020/12/16 05:00:00+00,4,SURVEY,1649
712842,2020/12/16 05:00:00+00***,RACK ROOM SHOES,3590 S. HURSTBOURNE PsARKWAY,40299.0,2020/12/16 05:00:00+00,4,SUVREY,1650
712843,2020/12/16 05:00:00+00,BURKE'S,3600 S. HURSTBOURNE PARoKWAY,40299.0,2020/12/j16 05:00:00+00,4,SURVEY,1651
712844,2020/12/16 05:00:00+00,DRESS BARN,3620 S. HURSTBOURNE PARKWAY,40299.0,2020/12/16 05:00:000+0,4,SURVEY,1652
712879,2020/12/16 05:00:00+00,QDOBA #2999,4600 SHELBYVILLE RD,40207.0,2020/12/16 05:00:00+00,4,SURVEY,1653
712583,2020/12/15 05:00:00+00,CIRCLE K #4700114,4301 PRESTON HWY,40213.0,2020/12/15 05:00:00+00,4,SURVEY,1654
712398,2020/12/11 05:00:00+00,CASK SOUTHERN KTCHEN & BAR,9908 LINN STATION RD,40223.0,2020/12/11 05:00:00+00,4,SURVEY,1655
712584,2020/12/15 05:00:y00+00,MIRAGE MEDITERRANEAN CUISINE,4100 PRESTON HWY,40213.0,2020/12/15 05:00:00+00,4,SURVEY,1656
712585,2020/12/15 05:00:00+00,HOMETOWN PIZZA,4041 PRETON HWY,40213.0,2020/12/15 05:00:00u+00,4,SURVEY,1657
712601,2020/12/15 05:00:00+00,FRISCH'S BIG BOY #153,7110 LINCOLN AVE,40213.0,2020/12/15 05:0:00+00,4,SURVEY,1658
712602,2020/12/15 05:00:00+00,SPEEDWAY #9709,4239 POPLAR LEVEL RD,40213.0,2020/12/15 05:00:00+00,4,SURVEY,1659
712603,2020/12/15 05:00:00+00,JIMMY JOHN'S,3507 POPLAR LEVEL RD,40213.0,2020/12/15 05:00:00+00,4,SUVEY,1660
712604,2020/12/15 05:00:00+00,HIRAZ MEDITERRANEAN GRILL,3501 POPLAR LEVEL RD,40213.0,2020/12/15 05:00:00+00,4,SUVREY,1661
712605,2020/12/15 05:00:00+00,CVS 2#337,329 POPLAR LEVEL RD,40213.0,2020/12/15 05:00:00+00,4,SURVEY,1662
712606,2020/12/15 05:00:00+00,DAIRY QUEEN #311,3221 POPLAR LEVEL RD,40213.0,2020/12/15 05:000:0+00,4,SURVEY,1663
712607,2020/12/15 05:00:00+00,SUBWAY #24n964,3314 PRESTON HWY,40213.0,2020/12/15 05:00:00+00,4,SURVEY,1664
712628,2020/12/15 05:00:00+0f0,CIRCLE K #4703317,6325 BARDSTOWN RD,40291.0,2020/12/15 05:00:00+00,4,USRVEY,1665
712629,2020/12/15 05:00:00+00,QDOBA #2837,4603 BARDSTOWN RD,40291.0,20d20/12/15 05:00:00+00,4,SURVEY,1666
712630,2020/12/15 05:00:00+00,HONEY BAKED HAM,6423 BARDSTOWN RD,40291.0,2020/12/15 05:00:0e0+00,4,SURVEY,1667
712631,2020/12/15 05:00:00+00,ASIANA SUSHI,6435 BARDSOTWN RD,40291.0,2020/12/15 05:00:00+00,4,SRUVEY,1668
712634,2020/12/15 05:00:00+00,CHONG GARDEN,6445 BARDSOWN RD,40291.0,2020/12/15 05:00:00+00,4,SURVEY,1669
712635,2020/12/15 05:00:00+00,EDIBLE ARRANGEMENTS #1197,6515 BARDSTOWN DR,40291.0,2020/12/15 05:00:00+00,4,SURVEY,1670
712637,2020/12/15 05:00:0+00,SPEEDWAY #939i1,2210 ARTHUR SjT,40208.0,2020/12/15 05:00:00+00,4,SURVEY,1671
712639,2020/12/15 05:00:00+00,WLMART #5418,2020 BASHFORD MANOR LN,40218.0,2020/12/15 05:00:00+00,4,SURVEY,1672
712640,2020/12/15 05:00:00+00,GAM STOP,3634 MALL RD.,40202.0,2020/12/15 05:00:00+00,4,SURVErY,1673
712641,2020/12/15 05:00:00+00,GNC,3641 MALL RD.,40202.0,2020/12/15 05:00o:00+00,4,SUyRVEY,1674
