Citing Patent,Filing date,Publication date,Applicant,Title
US7689350,21 Jul 2008,30 Mar 2010,Silverbrook Research Pty Ltd,System for providing information to a user via an interactive medium
US7693828,27 Dec 2004,6 Apr 2010,Silverbrook Research Pty Ltd,Performing a search through sensing a search form with a sensing device
US7697157,24 Nov 2008,13 Apr 2010,Silverbrook Research Pty Ltd,Method and device for retrieving documents
US7697761,14 Feb 2008,13 Apr 2010,Silverbrook Research Pty Ltd,Method and apparatus for classifying an input character
US7699920,1 Aug 2007,20 Apr 2010,Silverbrook Research Pty Ltd,Ink comprising gallium naphthalocyanine dye
US7702187,7 Oct 2008,20 Apr 2010,Silverbrook Research Pty Ltd,Scanner for scanning items marked with near-infrared tags
US7702624 *,19 Apr 2005,20 Apr 2010,"Exbiblio, B.V.",Processing techniques for visual capture data from a rendered document
US7703675,18 Nov 2008,27 Apr 2010,Silverbrook Research Pty Ltd,System for performing computer-based operations
US7703693,2 Apr 2004,27 Apr 2010,Silverbrook Research Pty Ltd,Anonymous communication
US7706611,23 Aug 2005,27 Apr 2010,Exbiblio B.V.,Method and system for character recognition
US7707082,23 May 2000,27 Apr 2010,Silverbrook Research Pty Ltd,Method and system for bill management
US7709633,10 Jul 2006,4 May 2010,Silverbrook Research Pty Ltd,Ink formulations comprising gallium naphthalocyanines
US7712017,24 Feb 2006,4 May 2010,"Fuji Xerox Co., Ltd.","Method, system and article of manufacture for linking a video to a scanned document"
US7715035,10 Mar 2005,11 May 2010,Silverbrook Research Pty Ltd,Generating a form for allowing handwritten interaction with computer software
US7715036,9 May 2005,11 May 2010,Silverbrook Research Pty Ltd,Mobile device for printing on pre-tagged media
US7715662,4 May 2009,11 May 2010,Silverbrook Research Pty Ltd,Method of generating interface surface having rotationally symmetric coded data
US7721948,23 May 2000,25 May 2010,Silverbrook Research Pty Ltd,Method and system for online payments
US7721961,8 Jul 2008,25 May 2010,Silverbrook Research Pty Ltd,Method of maintaining product item status using coded interface
US7722272,21 Sep 2008,25 May 2010,Silverbrook Research Pty Ltd,Pen-like device having inkjet printer
US7726580,16 Apr 2009,1 Jun 2010,Silverbrook Research Pty Ltd,Printed interface with graphical information and coded data
US7728872,28 Oct 2004,1 Jun 2010,Silverbrook Research Pty Ltd,Digital camera with interactive printer
US7728991,15 Feb 2007,1 Jun 2010,Silverbrook Research Pty Ltd,Printer for actuated printing of identification tags
US7729539,31 May 2005,1 Jun 2010,Microsoft Corporation,Fast error-correcting of embedded interaction codes
US7735995,13 Jun 2008,15 Jun 2010,Silverbrook Research Pty Ltd.,Mobile phone with an internal printer having a print cartridge with a media drive shaft
US7737271,12 Oct 2008,15 Jun 2010,Silverbrook Research Pty Ltd,Inkjet ink comprising metal-cyanine dye with improved water-solubility
US7738658,20 Mar 2007,15 Jun 2010,Digimarc Corporation,Electronic forms including digital watermarking
US7738744,1 Jun 2007,15 Jun 2010,Silverbrook Research Pty Ltd,Recording and communication of handwritten information
US7738918,9 Jun 2009,15 Jun 2010,Silverbrook Research Pty Ltd,Sending a message to a number via a coded surface
US7738921,11 Jun 2009,15 Jun 2010,Silverbrook Research Pty Ltd,Retrieving contact details using a printed medium
US7739509,25 Jan 2005,15 Jun 2010,Silverbrook Research Pty Ltd,Authentication of an object using a signature part
US7740167,22 Sep 2008,22 Jun 2010,Silverbrook Research Pty Ltd,Method of recording transaction relating to packaged product
US7746498,18 Mar 2008,29 Jun 2010,Silverbrook Research Pty Ltd,Facsimile delivery system using associated identifiers
US7748624,16 May 2008,6 Jul 2010,Silverbrook Research Pty Ltd,Print engine controller for a pagewidth printer with a four-stage print pipeline
US7750147,,6 Jul 2010,Silverbrook Research Pty Ltd,Gallium naphthalocyanine dye
US7751090,,6 Jul 2010,Silverbrook Research Pty Ltd,Method of printing a second document via a first document
US7753257,22 Sep 2008,13 Jul 2010,Silverbrook Research Pty Ltd,Method of facilitating interaction between user and packaged product
US7756336,1 Sep 2008,13 Jul 2010,Silverbrook Research Pty Ltd,Processing system for identifying a string formed from a number of hand-written characters
US7757090,1 Nov 2007,13 Jul 2010,Silverbrook Research Pty Ltd,System for verifying of secure document
US7760259,3 Mar 2009,20 Jul 2010,Silverbrook Research Pty Ltd,Pixel sensor
US7760371,16 Feb 2007,20 Jul 2010,Silverbrook Research Pty Ltd,Method of printing an interactive document
US7760386,6 Dec 2007,20 Jul 2010,Silverbrook Research Pty Ltd,Electronically capturing information from a printed document
US7760947,26 Nov 2008,20 Jul 2010,Silverbrook Research Pty Ltd,Method of modifying classification scheme stored in processing system
US7760969,8 Feb 2007,20 Jul 2010,Silverbrook Research Pty Ltd,Method of providing information via context searching from a printed substrate
US7762453,8 Feb 2007,27 Jul 2010,Silverbrook Research Pty Ltd,Method of providing information via a printed substrate with every interaction
US7764830,23 Oct 2006,27 Jul 2010,Science Applications International Corporation,Machine learning of document templates for data extraction
US7765260,28 Nov 2008,27 Jul 2010,Silverbrook Research Pty Ltd,Method of enabling conferencing using printed forms
US7766567,21 Jul 2008,3 Aug 2010,Silverbrook Research Pty Ltd,Method of printing with a print assembly having a binding assembly
US7769366,14 Apr 2009,3 Aug 2010,"Onepin, Llc",Wireless data exchange
US7769367,14 Apr 2009,3 Aug 2010,"One Pin, LLC",Wireless data exchange
US7769368,14 Apr 2009,3 Aug 2010,"One Pin, LLC",Wireless data exchange
US7770465,14 Apr 2009,10 Aug 2010,Silverbrook Research Pty Ltd,Force sensor assembly
US7770784,17 Sep 2008,10 Aug 2010,Silverbrook Research Pty Ltd,Secured access using a position-coded system
US7771004,2 May 2007,10 Aug 2010,Silverbrook Research Pty Ltd,Printhead assemblies with individual capping assemblies
US7771016,8 Jul 2008,10 Aug 2010,Silverbrook Research Pty Ltd,Laminated printhead arrangement for a pen nib printer
US7773247,11 Jun 2009,10 Aug 2010,Silverbrook Research Pty Ltd,Document copier printing a copy of an input sheet by retrieving an electronic document associated with the input sheet
US7773984,20 Jul 2009,10 Aug 2010,Silverbrook Research Pty Ltd,Method of controlling a communications device
US7775440,28 May 2007,17 Aug 2010,Silverbrook Research Pty Ltd,Method of displaying advertisement to a user
US7777911,,17 Aug 2010,Silverbrook Research Pty Ltd,Method for accessing content from a computer network via a mobile phone
US7783109,15 Sep 2008,24 Aug 2010,Silverbrook Research Pty Ltd,System for interactive note-taking
US7783280,,24 Aug 2010,Silverbrook Research Pty Ltd,Method of enabling a function of a device in response to a command from printer
US7783472 *,5 Aug 2005,24 Aug 2010,"Fuji Xerox Co., Ltd",Document translation method and document translation device
US7784514,10 Jul 2008,31 Aug 2010,Silverbrook Research Pty Ltd,Glue wheel arrangement for a printer having a media feed assembly
US7784681,25 Jan 2005,31 Aug 2010,Silverbrook Research Pty Ltd.,Method and apparatus for security document tracking
US7786978,29 Jul 2007,31 Aug 2010,Silverbrook Research Pty Ltd,Sensing device having force and orientation sensors
US7792298,9 May 2005,7 Sep 2010,Silverbrook Research Pty Ltd,Method of using a mobile device to authenticate a printed token and output an image associated with the token
US7793824,8 Feb 2007,14 Sep 2010,Silverbrook Research Pty Ltd,System for enabling access to information
US7793852,,14 Sep 2010,Silverbrook Research Pty Ltd,Identity-coded surface with coded marks
US7793854,25 Nov 2008,14 Sep 2010,Silverbrook Research Pty Ltd,Region delimited coded data having unique length digital signature
US7793855,15 Sep 2009,14 Sep 2010,Silverbrook Research Pty Ltd,Position-coding pattern comprised of tags containing contiguous cells
US7794049,11 Jul 2008,14 Sep 2010,Silverbrook Research Pty Ltd,Multi-chip printhead unit for a pagewidth printer
US7794167,31 Jul 2006,14 Sep 2010,Silverbrook Research Pty Ltd,Pen with side loading cartridge
US7797528,8 Feb 2006,14 Sep 2010,Silverbrook Research Pty Ltd,Method and system for user registration using coded marks
US7801742,25 Jan 2005,21 Sep 2010,Silverbrook Research Pty Ltd,Interactive pharmaceutical product packaging
US7802731,14 Apr 2009,28 Sep 2010,Silverbrook Research Pty Ltd,Surface having coded data layers
US7805610,18 Nov 2008,28 Sep 2010,Silverbrook Research Pty Ltd,System for registration of sensing device with printer
US7806342,18 Jul 2006,5 Oct 2010,Silverbrook Research Pty Ltd,Product item having first coded data and random pattern
US7806513,8 Aug 2008,5 Oct 2010,Silverbrook Research Pty Ltd,Pagewidth printer having an elongate bi-lithic printhead unit
US7809952,12 Mar 2008,5 Oct 2010,Silverbrook Research Pty Ltd,System for registering sensing device with relay device
US7812987,,12 Oct 2010,Silverbrook Research Pty Ltd,System for composition and transmission of an e-mail message
US7813725,13 Feb 2006,12 Oct 2010,"Onepin, Llc",Wireless data exchange
US7815109,3 Nov 2008,19 Oct 2010,Silverbrook Research Pty Ltd,System for identifying counterfeit security document
US7817816,17 Aug 2005,19 Oct 2010,Microsoft Corporation,Embedded interaction code enabled surface type identification
US7817989,26 Oct 2009,19 Oct 2010,Silverbrook Research Pty Ltd,Method of performing an action using a printed medium
US7819323,2 Apr 2004,26 Oct 2010,Silverbrook Research Pty Ltd,Communication facilitation
US7819616,17 Mar 2008,26 Oct 2010,Silverbrook Research Pty Ltd,Printer binding assembly with a glue wheel assembly for a printer
US7819617,10 Apr 2008,26 Oct 2010,Silverbrook Research Pty Ltd,Wall-mountable printer with integral binding and glue wheel assemblies
US7821507,,26 Oct 2010,Silverbrook Research Pty Ltd,Method of providing information via a printed substrate and two-mode sensing device
US7823769,13 Mar 2008,2 Nov 2010,Silverbrook Research Pty Ltd,System for enabling competition entry and display via label
US7825108,3 Nov 2008,2 Nov 2010,Silverbrook Research Pty Ltd,Method of printing an IR-absorbing dye onto a substrate
US7826074,25 Feb 2005,2 Nov 2010,Microsoft Corporation,Fast embedded interaction code printing with custom postscript commands
US7831244,19 Sep 2005,9 Nov 2010,Silverbrook Research Pty Ltd,Retrieving an image via a coded surface
US7832626,2 Apr 2004,16 Nov 2010,Silverbrook Research Pty Ltd,Anonymous competition entry
US7832630,1 Jun 2007,16 Nov 2010,Silverbrook Research Pty Ltd,Method and arrangement in a digital communication system
US7832640,1 Feb 2009,16 Nov 2010,Silverbrook Research Pty Ltd,System for digitizing freehand graphics on a printed surface
US7834175,31 May 2009,16 Nov 2010,Silverbrook Research Pty Ltd,Method of preparing macrocylic metal cyanine compound
US7834852,13 Apr 2008,16 Nov 2010,Silverbrook Research Pty Ltd.,System having sensing device for interaction with computer software
US7834906,23 Jun 2008,16 Nov 2010,Silverbrook Research Pty Ltd,Camera having printer for printing interactive interfaces
US7836011,28 Sep 2006,16 Nov 2010,"Onepin, Inc.",Phone to phone data exchange
US7841537,10 Jun 2009,30 Nov 2010,Silverbrook Research Pty Ltd,System for interacting with analog-printed substrate
US7843441,13 Apr 2008,30 Nov 2010,Silverbrook Research Pty Ltd,Method of enabling interaction with computer software
US7843593,20 Oct 2009,30 Nov 2010,Silverbrook Research Pty Ltd,Restricting replies to communications
US7844621,27 Dec 2004,30 Nov 2010,Silverbrook Research Pty Ltd,Method for providing a search request form
US7844824,12 Mar 2008,30 Nov 2010,Silverbrook Research Pty Ltd,Method of registering sensing device with relay device
US7845562,14 Sep 2009,7 Dec 2010,Silverbrook Research Pty Ltd,Decoding system for coded data
US7847791,13 Apr 2008,7 Dec 2010,Silverbrook Research Pty Ltd,Method of enabling printed interaction with computer software
US7848574,30 Mar 2010,7 Dec 2010,Silverbrook Research Pty Ltd,Classifying an input character
US7854386,28 Sep 2007,21 Dec 2010,Silverbrook Research Pty Ltd,Printing currency documents
US7855811,28 May 2007,21 Dec 2010,Silverbrook Research Pty Ltd,Method of providing search results to a user
US7856444,27 Dec 2004,21 Dec 2010,Silverbrook Research Pty Ltd,Performing a search using a search parameter
US7856447,27 Dec 2004,21 Dec 2010,Silverbrook Research Pty Ltd,Method for authorising users to perform a search
US7856554,18 Jul 2006,21 Dec 2010,Silverbrook Research Pty Ltd,Method of authenticating an object
US7857201,13 Sep 2006,28 Dec 2010,Silverbrook Research Pty Ltd,Method and system for selection
US7859699,1 Jun 2007,28 Dec 2010,Silverbrook Research Pty Ltd,Method of generating E-mail message
US7859701,6 Oct 2008,28 Dec 2010,Silverbrook Research Pty Ltd,Telecommunications device configured to print and sense coded data tags
US7859712,24 Jul 2008,28 Dec 2010,Silverbrook Research Pty Ltd,Systems and methods for printing using a position-coding pattern
US7860349,19 Jul 2009,28 Dec 2010,Silverbrook Research Pty Ltd,Pen system for recording handwritten information
US7861143,20 Jul 2009,28 Dec 2010,Silverbrook Research Pty Ltd,Method of data storage by encoding bit stream on surface
US7861932,11 Apr 2010,4 Jan 2011,Silverbrook Research Pty Ltd,System for printing unique interactive document in response to print request
US7864162,24 Jul 2007,4 Jan 2011,Silverbrook Research Pty Ltd,Product having encoded authentication writing areas
US7864166,25 Feb 2008,4 Jan 2011,Silverbrook Research Pty Ltd,Networked computer system with wireless pen interface
US7864345,29 Oct 2009,4 Jan 2011,Silverbrook Research Pty Ltd,Printer with vertical media flow path
US7864360,19 Sep 2005,4 Jan 2011,Silverbrook Research Pty Ltd,Capture and link object
US7873217,15 Nov 2009,18 Jan 2011,Silverbrook Research Pty Ltd,System for line extraction in digital ink
US7874481,8 Jul 2008,25 Jan 2011,Silverbrook Research Pty Ltd,Method of maintaining product status
US7876467,17 Aug 2009,25 Jan 2011,Silverbrook Research Pty Ltd,System for printing and interacting with a document
US7876960,20 Oct 2009,25 Jan 2011,Silverbrook Research Pty Ltd,System for recording information
US7877111,,25 Jan 2011,Silverbrook Research Pty Ltd,Mobile device for enabling interaction with a printed email document
US7877606,13 Apr 2009,25 Jan 2011,Silverbrook Research Pty Ltd,Method of authorizing network publishing
US7878404,17 Jan 2008,1 Feb 2011,Silverbrook Research Pty Ltd,Bar code reading method
US7878408,28 Jun 2009,1 Feb 2011,Silverbrook Research Pty Ltd,Finger tip data reading device
US7881736,17 Oct 2008,1 Feb 2011,"Onepin, Inc.",Short message service network plug-in
US7891253,10 Apr 2008,22 Feb 2011,Silverbrook Research Pty Ltd,Capacitive force sensor
US7891396,16 Jun 2008,22 Feb 2011,Kia Silverbrook,Wall-mountable pagewidth printer with integral page binding and glue wheel assemblies
US7891547,16 Dec 2008,22 Feb 2011,Silverbrook Research Pty Ltd,Method for initiating payment of bill
US7891772,28 Jun 2009,22 Feb 2011,Silverbrook Research Pty Ltd,Pagewidth printhead unit
US7893646,22 Sep 2009,22 Feb 2011,Silverbrook Research Pty Ltd,Game system with robotic game pieces
US7893930,,22 Feb 2011,Silverbrook Research Pty Ltd,System for software interaction using handwritten strokes
US7894095,18 Nov 2008,22 Feb 2011,Silverbrook Research Pty Ltd,Mobile telephone handset having a cartridge and pen arrangement
US7894671,15 Nov 2009,22 Feb 2011,Silverbrook Research Pty Ltd,System for estimating digital ink orientation
US7894672,15 Nov 2009,22 Feb 2011,Silverbrook Research Pty Ltd,Method of estimating digital ink orientation
US7894703,19 Sep 2005,22 Feb 2011,Silverbrook Research Pty Ltd,Retrieving video data via a coded surface
US7895107,22 Apr 2010,22 Feb 2011,Silverbrook Research Pty Ltd,Method of interacting with printed form
US7895159,9 Jul 2009,22 Feb 2011,Silverbrook Research Pty Ltd,Method of obtaining a copy of a previously printed document
US7898532,31 Jul 2006,1 Mar 2011,Silverbrook Research Pty Ltd,Force sensor with dilatant fluid stop
US7899708,18 Jul 2006,1 Mar 2011,Silverbrook Research Pty Ltd,Method of transacting objects
US7900821,2 Aug 2010,8 Mar 2011,Silverbrook Research Pty Ltd,Method of gaining access to goods or services
US7900833,24 Feb 2010,8 Mar 2011,Silverbrook Research Pty Ltd,Product item having location-indicating coded data and RFID tag
US7900841,10 Jul 2009,8 Mar 2011,Silverbrook Research Pty Ltd,Shopping system comprising product item and reading device
US7900848,24 Feb 2010,8 Mar 2011,Silverbrook Research Pty Ltd,Process for tag imaging and decoding of machine readable coded data
US7903879,12 Jul 2010,8 Mar 2011,Silverbrook Research Pty Ltd,System for modifying classification scheme for handwritten characters
US7903905,5 Nov 2008,8 Mar 2011,Silverbrook Research Pty Ltd,Pen-shaped scanning device having a region identity sensor
US7904077,,8 Mar 2011,Silverbrook Research Pty Ltd,Control of a communications device
US7904514,17 Sep 2008,8 Mar 2011,Silverbrook Research Pty Ltd,Online graphical message service
US7905401,25 Jan 2005,15 Mar 2011,Silverbrook Research Pty Ltd,Pharmaceutical product tracking
US7905405,5 Feb 2008,15 Mar 2011,Silverbrook Research Pty Ltd,Method of imaging a coding pattern having fragments of common data distributed in each tag
US7905406,5 Feb 2008,15 Mar 2011,Silverbrook Research Pty Ltd,Method of imaging a coding pattern and determining translation of imaged cells relative to tags
US7905423,5 Feb 2008,15 Mar 2011,Silverbrook Research Pty Ltd,Coding pattern with plurality of orientation features in each tag
US7908661,30 Jan 2008,15 Mar 2011,Silverbrook Research Pty Ltd,Optical imaging device with motion sensing accelerometers field of invention
US7913162 *,20 Dec 2005,22 Mar 2011,Pitney Bowes Inc.,System and method for collaborative annotation using a digital pen
US7913923,5 Feb 2008,29 Mar 2011,Silverbrook Research Pty Ltd,Method of imaging a coding pattern with data elements encoding by pulse-position modulation
US7913924,22 Jul 2008,29 Mar 2011,Kia Silverbrook,Security document database
US7916335,18 Nov 2008,29 Mar 2011,Silverbrook Research Pty Ltd,System for printing a coded interface
US7916336,14 Dec 2008,29 Mar 2011,Silverbrook Research Pty Ltd,Printer for produce cooling and storage apparatus
US7916338,,29 Mar 2011,Silverbrook Research Pty Ltd,Mobile telecommunication device for printing an interface surface in response to received data
US7916978,13 Aug 2009,29 Mar 2011,Silverbrook Research Pty Ltd,Sensing device for sensing a position within a region
US7918399,23 Nov 2008,5 Apr 2011,Silverbrook Research Pty Ltd,Portable scanning device for scanning product item
US7918404,9 Apr 2003,5 Apr 2011,Silverbrook Research Pty Ltd,Orientation-indicating cyclic position codes
US7918405,22 Apr 2010,5 Apr 2011,Silverbrook Research Pty Ltd,System for anonymous communication via interactive surface
US7920166,23 Jun 2008,5 Apr 2011,Silverbrook Research Pty Ltd,Camera having coded data interactive printer
US7920753,12 Jun 2008,5 Apr 2011,Microsoft Corporation,Preprocessing for information pattern analysis
US7922075,8 Mar 2010,12 Apr 2011,Silverbrook Research Pty Ltd,Security document scanner
US7925663,17 Nov 2009,12 Apr 2011,Silverbrook Research Pty Ltd,Searching an electronic filing system using a handwritten search query and a text search query
US7925972,14 Apr 2009,12 Apr 2011,Silverbrook Research Pty Ltd,System for initiating action in processing system
US7928967,31 Jul 2006,19 Apr 2011,Silverbrook Research Pty Ltd,Force sensor with angled coupling
US7929170,23 Nov 2008,19 Apr 2011,Silverbrook Research Pty Ltd,System for electronic transmission of handwritten information
US7931208,23 May 2010,26 Apr 2011,Silverbrook Research Pty Ltd,System for user interaction with a computer system
US7933037,5 Apr 2009,26 Apr 2011,Silverbrook Research Pty Ltd,System for sending e-mail message via printed form
US7933038,31 May 2009,26 Apr 2011,Silverbrook Research Pty Ltd,System for delivering greeting using interactive form
US7934650,8 Jul 2008,3 May 2011,Silverbrook Research Pty Ltd,Method of maintaining product status using regionally coded interface
US7934654,14 Apr 2009,3 May 2011,Silverbrook Research Pty Ltd,Method of associating recorded audio with position
US7934655,12 Jul 2009,3 May 2011,Silverbrook Research Pty Ltd,Input arrangement for controlling electronic device
US7934656,14 Oct 2010,3 May 2011,Silverbrook Research Pty Ltd,"Digitizing system having printed base, imaging pen and relay device"
US7936343 *,20 Jun 2005,3 May 2011,Silverbrook Research Pty Ltd,Sensing device for sensing a position relative to a surface
US7936482 *,15 Sep 2004,3 May 2011,"Fuji Xerox Co., Ltd.",Data output system and method
US7940404,13 Jul 2010,10 May 2011,Silverbrook Research Pty Ltd,Method of providing printed interactive document with advertising material
US7940415,5 Nov 2008,10 May 2011,Silverbrook Research Pty Ltd,Printer having dedicated coded data channel
US7941010,4 May 2010,10 May 2011,Silverbrook Research Pty Ltd,System for generating interface surface
US7941338,12 Sep 2005,10 May 2011,Silverbrook Research Pty Ltd,Method of enabling a user to request targeted information from a printed interactive document
US7946485,8 Jul 2008,24 May 2011,Silverbrook Research Pty Ltd,Method of maintaining product status with invisibly coded interface
US7946626,24 May 2010,24 May 2011,Silverbrook Research Pty Ltd,Substrate having IR-absorbing dye with branched axial ligands
US7946701,9 Jul 2009,24 May 2011,Silverbrook Research Pty Ltd,Method of enabling data entry using substrate comprising IR-absorbing dye
US7947844,21 Feb 2010,24 May 2011,Silverbrook Research Pty Ltd,One-pot synthesis of benzisoindolenines used in the preparation of naphthalocyanines
US7948648,8 Feb 2010,24 May 2011,Silverbrook Research Pty Ltd,Image-sensing pen with retractable cartridge and force sensor
US7949868,17 Sep 2008,24 May 2011,Silverbrook Research Pty Ltd,Secured access using a position-coded system
US7952746,17 Aug 2009,31 May 2011,Silverbrook Research Pty Ltd,Printer for printing interactive forms
US7952751,17 Nov 2008,31 May 2011,Silverbrook Research Pty Ltd,Method of printing an interface onto a surface
US7955017,18 Aug 2010,7 Jun 2011,Silverbrook Research Pty Ltd,Electronic image-sensing pen with force sensor and removeable ink cartridge
US7957010,10 Jul 2009,7 Jun 2011,Silverbrook Research Pty Ltd,Printer for printing position-coding pattern onto a surface
US7957012,21 Jul 2009,7 Jun 2011,Silverbrook Research Pty Ltd,Relay device for relaying data from a sensing device to a computer system
US7958157,14 Apr 2008,7 Jun 2011,Silverbrook Research Pty Ltd,Method of interpreting handwritten data inputted on a printed form
US7959064 *,31 Jan 2008,14 Jun 2011,Silverbrook Research Pty Ltd,User customized news content delivery using a sensing device able to sense coded data
US7959081,5 Feb 2008,14 Jun 2011,Silverbrook Research Pty Ltd,Method of imaging a coding pattern with replicated local tag data in each tag
US7959724,14 Oct 2010,14 Jun 2011,Silverbrook Research Pty Ltd,Substrate having inkjet ink comprising naphthalocyanine dye disposed thereon
US7961175,,14 Jun 2011,Silverbrook Research Pty Ltd,System for computer software interaction using form identity
US7961360,26 Oct 2009,14 Jun 2011,Silverbrook Research Pty Ltd,Scanning device for scanning interface surface
US7962349,23 Feb 2010,14 Jun 2011,Silverbrook Research Pty Ltd,Method of dispensing a pharmaceutical product
US7964719,,21 Jun 2011,Silverbrook Research Pty Ltd,Inkjet ink comprising gallium naphthalocyanine dye
US7969425,,28 Jun 2011,Silverbrook Research Pty Ltd,Method and system for enabling user instruction through interaction with interface surface
US7969587,15 Jul 2010,28 Jun 2011,Silverbrook Research Pty Ltd,Retractable electronic pen for sensing coded data
US7969602,14 Dec 2008,28 Jun 2011,Silverbrook Research Pty Ltd,Method for delivering greeting cards
US7969608,11 Sep 2009,28 Jun 2011,Silverbrook Research Pty Ltd,Method of delivering greeting card using form and computer system
US7970792,5 Jan 2009,28 Jun 2011,"Onepin, Inc.",Phone to phone data exchange
US7971986,12 Sep 2010,5 Jul 2011,Silverbrook Research Pty Ltd,Inkjet containing phthalocyanine dye with non-planar groups
US7972427,13 Oct 2010,5 Jul 2011,Silverbrook Research Pty Ltd,Aqueous formulation comprising low visibility naphthalocyanine dye
US7973774,,5 Jul 2011,Silverbrook Research Pty Ltd,System for software interaction using form identity
US7973775,,5 Jul 2011,Silverbrook Research Pty Ltd,System for software interaction using handwritten signatures
US7973776,,5 Jul 2011,Silverbrook Research Pty Ltd,System for interaction with computer software using handwritten strokes
US7973945,19 May 2010,5 Jul 2011,Silverbrook Research Pty Ltd,Printer for generating and printing coded tags based on identity and position data associated with the interface
US7973961,10 Jul 2009,5 Jul 2011,Silverbrook Research Pty Ltd,System enabling initiation of requested action via printed substrate
US7980467,26 Mar 2008,19 Jul 2011,Silverbrook Research Pty Ltd,Authentication method for pharmaceutical products having symmetrically coded packaging
US7980480,24 Jul 2008,19 Jul 2011,Silverbrook Research Pty Ltd,Method of imaging a coding pattern having registration symbols
US7982722,,19 Jul 2011,Silverbrook Research Pty Ltd,System for interaction with computer software using handwritten signatures
US7982725,17 Aug 2004,19 Jul 2011,Silverbrook Research Pty Ltd,Sensing device with inductive charging
US7982885,22 Dec 2008,19 Jul 2011,Silverbrook Research Pty Ltd,Electronic pen with retraction mechanism and force sensor
US7982898,18 Apr 2010,19 Jul 2011,Silverbrook Research Pty Ltd,Method of creating printed interactive document
US7982929,31 May 2009,19 Jul 2011,Siverbrook Research Pty Ltd,Method of sensing symmetric coded tags
US7983773,1 Oct 2008,19 Jul 2011,Silverbrook Research Pty Ltd,Audio system for interacting with article
US7983774,,19 Jul 2011,Silverbrook Research Pty Ltd,Handheld audio playback device with memory and means for downloading audio data files to memory
US7984858,31 May 2009,26 Jul 2011,Silverbrook Research Pty Ltd,Coded data pattern having redundantly-encoded orientation
US7986311,,26 Jul 2011,Silverbrook Research Pty Ltd,Method of interacting with software using handwritten strokes
US7986312,,26 Jul 2011,Silverbrook Research Pty Ltd,Method of interacting with software using handwritten signatures
US7986427,31 May 2009,26 Jul 2011,Silverbrook Research Pty Ltd,System for copying interactive documents
US7986806,23 Jan 2004,26 Jul 2011,Digimarc Corporation,Paper products and physical objects as means to access and control a computer or to navigate over or act as a portal on a network
US7987010,1 Oct 2008,26 Jul 2011,Silverbrook Research Pty Ltd,Interactive system
US7987011,,26 Jul 2011,Silverbrook Research Pty Ltd,Imaging encoded medium and recording audio for playback
US7990450,5 Jul 2009,2 Aug 2011,Silverbrook Research Pty Ltd,Photodetecting circuit
US7991432,9 May 2005,2 Aug 2011,Silverbrook Research Pty Ltd,Method of printing a voucher based on geographical location
US7991493,18 Sep 2008,2 Aug 2011,Silverbrook Research Pty Ltd,Print medium having coded surface for audio data retrieval
US7992793,24 Jul 2008,9 Aug 2011,Silverbrook Research Pty Ltd,Method of imaging coding pattern and identifying cell translations from different orientations
US7995235,29 Mar 2010,9 Aug 2011,Silverbrook Research Pty Ltd,Interactive document retrieval device
US7997490,24 Jul 2008,16 Aug 2011,Silverbrook Research Pty Ltd,Handheld scanner for coded surfaces
US8000531,22 Dec 2010,16 Aug 2011,Silverbrook Research Pty Ltd,Classifying a string formed from a known number of hand-written characters
US8001028,3 Jan 2011,16 Aug 2011,Silverbrook Research Pty Ltd,Method of interacting with printed substrate
US8002192,8 Nov 2010,23 Aug 2011,Silverbrook Research Pty Ltd,Analog printer including ink supply containing IR-absorbing phthalocyanine dye
US8004722,,23 Aug 2011,Silverbrook Research Pty Ltd,System for printing interactive documents
US8005507,7 Oct 2009,23 Aug 2011,"Onepin, Inc.",Phone to phone data exchange
US8006167,21 Feb 2010,23 Aug 2011,Silverbrook Research Pty Ltd,System for decoding coded data with PLL
US8006912,5 Feb 2008,30 Aug 2011,Silverbrook Research Pty Ltd,Coding pattern with flags for determining tag data or block data
US8009149,,30 Aug 2011,Silverbrook Research Pty Ltd,Method of interacting with software using form identity
US8009150,,30 Aug 2011,Silverbrook Research Pty Ltd,Method of interacting with software using printed form identity
US8009151,,30 Aug 2011,Silverbrook Research Pty Ltd,System for software interaction using printed forms and sensing device
US8009153,13 Apr 2008,30 Aug 2011,Silverbrook Research Pty Ltd,System for generating print data providing interaction with computer software
US8009196,23 Jun 2008,30 Aug 2011,Silverbrook Research Pty Ltd,Camera having networked interactive printer
US8009914,8 Nov 2010,30 Aug 2011,Silverbrook Research Pty Ltd,Handwritten character recognition
US8010414,17 Aug 2009,30 Aug 2011,Silverbrook Research Pty Ltd,Method for online purchasing using printed form
US8010604,15 Jul 2010,30 Aug 2011,Silverbrook Research Pty Ltd,Method of enabling conferencing using encoded forms
US8011595,5 Feb 2008,6 Sep 2011,Silverbrook Research Pty Ltd,Coding pattern with replicated local tag data in each tag
US8014011 *,16 Apr 2003,6 Sep 2011,"Samsung Electronics Co., Ltd.",Method of printing web page and apparatus therefor
US8014040,21 Apr 2006,6 Sep 2011,Microsoft Corporation,Dynamic scanner system
US8015412,17 Nov 2008,6 Sep 2011,Silverbrook Research Pty Ltd,Authentication of an object
US8016204,5 Feb 2008,13 Sep 2011,Silverbrook Research Pty Ltd,Coding pattern with fragments of common data distributed in each tag
