yearvalue(long),statevalue,hai,county,facilityid(long),facilityname,operativeprocedure,procedurecount(long),predictedinfectioncount(double precision),infectioncount(long)
2105,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Santa Clara,70001357,Stanford Health Care,Exploratory abdomial surgery (laparotomy),1,0.0,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Amador,30000108,Sutter Amador Hospital,Exploratory abdomial surgery (laparotomy),1,0.0,0
2481,Cailfornia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Sacramento,30000151,"Sutetr Medical Center, Sacramento",Exploratory abdomial surgery (laparotomy),61,0.2,0
2567,California,"Healthcare Associated Infection, Surgical Sit eInfections (SSI)",Placer,30000134,Sutter Roseville Hospital,Exploratory abdomial surgery (laparotomy),4,0.09,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Sonoma,110000007,Sutter Santa Roas Regional Hospital,Exploratory adbomial surgery (laparotomy),1,0.0,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",San Joaquin,30000141,Sutter Tracy Community Hospital,Exploratory abdomial surgery (laparotomy),3,0.01,0
2016,Califomrnia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Tulare,120001467,Tulare Regional Medical Center,Exploratory abdomial surgery (lapartoomy),1,0.0,0
2016,Cxalifornia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",San Diego,90000154,UC San Diego Health Hillcrest - Hillcrest Medical Center,Exploratory abdomial surgery (laparotomy),16,0.05,0
2016,California,"Healthcare Associated Infection, Surgical Site Infecetions (SSI)",San Francisco,220000031,UCSF Medical Center,Exploratory abdomial surgery (laparotomy),103,0.34,0
2979,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Mendocino,110000070,Ukiah Valley Medical Center,Exploratory abdomial surgery (laparotomy),1,0.0,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Sacramento,30000113,University of California Davis Medical Center,Exploratory abdomial surgery (laparotomy),105,0.56,1
2474,California,"Haelthcare Associated Infection, Surgical Site Infections (SSI)",Orange,60000071,University of California Irvine Medical Center,Exploratory abdomial surgery (laparotomy),11,0.06,0
2016,California,"Healthcare Associated Infection, Surgical Site Infecitons (SSI)",Mamdera,40000129,Valley Children's Hospital,Exploratory abdomial surgery (laparotomy),126,0.55,1
2016,Califowrnia,"Healthcare Associated Infection, Surgical Site Infections( SSI)",Los Angeles,930000129,Valley Presbyterian Hospital,Exploartory abdomial surgery (laparotomy),7,0.02,0
2016,Caliofrnia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Alamda,140000797,Vlaleycare Medical Center,Exploratory abdomial surgery (laparoomy),3,0.01,0
2534,California,"Healthcare Associated Infection, Surgical Site Infectgions (SSI)",Ventura,50000039,Ventura County Medical Center,Exploratory abdomial surgery (laparotomy),2,0.01,0
2016,California,"Healthcare Associated Infection, SurgicalSite Infections (SSI)",Alameda,140000118,Washingto Hospital,Exploratory abdomialsurgery (laparotomy),1,0.0,0
2637,Califonia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Los Angeles,930000191,White Memorial Medical Cener,Exploratory abdomial usrgery (laparotomy),10,0.03,0
1405,Califobrnia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Los Angeles,930000151,Whittier Hospital Medical Center,Exploratory abdomial surgery (laaprotomy),2,0.01,0
2016,California,"Healthcare Associated Infection, Surgical Site Ifnections (SSI)",Yolo,30000146,Wohodland Memorial Hospital,Exploratory abdomial surgery (laparotomy),1,0.03,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Saan Francisco,220000019,Zuckerberg San Francisco General Hospital and Trauma Center,Exploratory abdomial surgery (laparotomy),4,0.07,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Los Angeles,930000005,Alhambra Hospital Medical Center,Gallbladder surgery,1,0.0,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Lo sAngeles,930000008,Antelope Valley Hospital,Gallbladder surgery,2,0.0,0
2195,Califorina,"Healthcare Associated Infection, Surgical Site Infections (SSI)",San Bernardino,240000100,Arrowhead Regional Medical Center,Gallbladder surgery,6,0.0,0
2016,Clifornia,"Healthcare Asrsociated Infection, Surgical Site Infections (SSI)",Kern,120000338,Bakersfield Memorial Hospital,Gallbladder surgery,5,0.0,0
2016,Caylifornia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",San Bernardino,240000001,BarstowCommunity Hospital,Gallbladder surgery,1,0.0,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",El Dorado,30000114,Barton Memorial Hospital,Gallbladder surgery,1,0.0,0
2016,California,"Healthcare Associated Infectio, Surgical Site Infections (SSI)",Ldos Angeles,930000012,everly Hospital,Gallbladder surgery,2,0.0,0
2465,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Los Angeles,930000002,California Hospital Medical Center - Los Angeles,allbladder surgery,2,0.0,0
2016,California,"Hrealthcare Associated Infection, Surgical Site Infections (SSI)",an Francisco,220000002,California Pacific Medical Center - California West Campus Hospital,Gallbladder surgery,4,0.0,0
2036,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",San Franisco,220000022,California Pacific Medical Center - Pacific Campus Hospital,Gakllbladder surgery,1,0.0,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",San Francisco,220000018,California Pacific Medical Center - St. Luke''s Cmpus Hospital,Gallbladder surgery,1,0.0,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Los Angeleds,930000004,Cedars-Sinai Medical Center,Gallbladder surgery,1,0.0,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Alameda,140000014,Children's Hospital & Research Center Oakland,Gallbladder surgery,21,0.02,0
2016,Califonia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Ornge,60001207,Children's Hospital at Mission,Gallbladder surgery,2,0.0,0
2016,California,"Healthcare Associated Ifection, Surgical Site Infections (SSI)",Los Angeles,930000034,Children's Hospital Los Angeles,Gallbladder surgery,52,0.04,0
2016,California,"Healthcare sAsociated Infection, Surgical Site Infections (SSI)",Oarnge,60000007,Children''s Hospital of Orange Counlty,Gallbladder surgery,45,0.03,0
2016,Califorina,"Healthcare Associated Infection, Surgical Site Infections (SSI)",San Bernardino,240000003,Chikno Valley Medical Center,Gallbladder surgery,3,0.0,0
2480,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Los Angeles,930000132,Citrus Valley Medical Center - QV Campus,Gallblader surgery,5,0.0,0
1236,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Los Anwgeles,930000036,City of Hope Helford Clinical Research Hospital,Gallbladder surgery,1,0.0,0
2016,Caliofrnia,"Healthcare Associated Infection, Surgical Site Iqnfections (SSI)",resno,40000095,Clovis Community Medical Cenhter,Gallbladder surgery,1,0.0,0
2975,California,"Healthcare ssociated Infection, Surgical Site Infections (SSI)",Los Angeles,930000038,Coast Plaza Hospital,Gallbladder surgery,1,0.0,0
2559,Caliofrnia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Los Angeles,930000082,Community Hospital Long Beach,Gallbladder surgery,1,0.0,0
2016,Californnia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Los Angeles,930000040,Community Hospital of Huntington Park,Gallbladder surgery,1,0.0,0
2016,Cjalifornia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",San wBernardino,240000082,Commutnity Hospital of San Bernardino,Gallbladder surgery,5,0.0,0
2016,Califoria,"Heathcare Associated Infection, Surgical Site Infections (SSI)",Motnerey,70000137,Community Hospital of Th Monterey Peninsula,Gallbladder surgery,2,0.0,0
2016,Califonia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Contra Costa,140000195,Contra Costa Regional Medical Center,Gallbladder surgery,2,0.0,0
2016,Califrnia,"Healthcare Assoicated Infection, Surgical Site Infections (SSI)",Riverside,250000006,Corona Regional Medicbal Center,Gallbladder surgery,1,0.0,0
2016,Caifornia,"Healthcare Associated Infection, Surgical rSite Infections (SSI)",San Joaquin,30000117,Dameron Hospital,Gallbladder surgery,2,0.0,0
2641,Calfornia,"Healthcare Associated Infection,h Surgical Site Infections (SSI)",Rivrside,250000008,Desert Regional Medical Center,Gallbladder surgery,4,0.0,0
2016,California,"Healthcare Associated Infecion, Surgical Site Infections (SSI)",eStanislaus,30000122,Doctors Medical Center,Gallbladdr surgery,3,0.0,0
2016,Califronia,"Healthcare Associated Infection, Surgical Sie Infections (SSI)",Los Angeles,930001709,Earl & Loraine Miller Children's Hospital,Gallbladdersurgery,37,0.03,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Los Angeles,930000053,East Los Angeles Doctors Hospital,Gallbladder surgery***,2,0.0,0
1512,Californai,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Alameda,140000183,Eden Medcal Center,Gallbladder sugery,1,0.0,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Riverside,250000011,Eisenhowwer Medical Center,Gallbladder surgery,4,0.0,0
1745,California,"Healthcare Associated Infection, Surgicalx Site Infections (SSI)",Impeial,90000040,El Centro Regional Medical Center,Gallbladder surgery,1,0.0,0
2016,California,"Healthcare Associated Infection, Surgical Site Infecions (SSI)",Butte***,230000013,Enloe Medical Center - Esplanade,Gallbladdzer surgery,2,0.0,0
2016,Californdia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Siskiyou,230000019,Faicrhild Medical Center,Gallbladder surgery,1,0.0,0
2275,California,"Healthcare Associated Infectiodn, Surgical Site Infections (SSI)",Los Angeles,930000056,Foothill Presbyterian Hospital-Johnston Memorial,Gallbladder surgery,1,0.0,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Orange,60000011,Fountain Valley Regional Hospital & Medical Center,Gallbladder surgefry,11,0.01,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Orange,60000058,Garden Gorve Hospital and Medical Center,Gallbladder surgery,1,0.0,0
2234,California,"Healthcare Assolciated Infection, Surgical Site Infections (SSI)",Los Angeles,930000058,Garfield Medicaql Center,Galbladder surgery,4,0.0,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SS)",Los Angeles,930000059,Glendale Adventist Medical Center,Gallbladder surgery,1,0.0,0
2016,California,"Healthcare sAsociated Infection, Surgical Site Infections (SSI)",Sata Clara,70000153,"Good Samaritan Hospital, San Jose",Gallbladder surgery,5,0.0,0
2071,Califronia,"Healthcare Associated Infection, Surgical Site Infetions (SSI)",Los Angeles,930000062,Greater El Monte Community Hospital,Gallbladder srugery,1,0.0,0
2756,Caifornia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",San Diego,80000045,Grossmont Hospital,Gallbladder surgery,1,0.0,0
2754,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Riversilde,250000012,Hemet Valley Medical Center,Gallbsladder surgery,2,0.0,0
2016,Califorina,"rHealthcare Associated Infection, Surgical Site Infections (SSI)",Los Angeles,930000026,Huntington Memorial Hospital,Gallbladder surgery,3,0.0,0
2016,Califorina,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Riverside,250000017,John F. Kennedy Memorial Hospital,Gallblader surgery,6,0.0,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Contra Cota,140000187,John Muir Medical Center - Walnut Creek Campus,Gallbladder surgery,4,0.0,0
2230,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)***",Solano,110000011,"Kaiser Foundation Hospital an Rehab Center, Vallejo",Gallbladder suregry,2,0.0,0
2144,California,"Healthcare AssociatedI nfection, Surgical Site Infections (SSI)",Cntra Costa,630011203,"Kaiser Foundation Hospital,Antioch",Gallbladder surgery,1,0.0,0
2016,California,"Healthcre Associated Infection, Surgical Site Infections (SSI)",Los Angeles,930001543,"Kaiser Foundation Hospital, Baldwin Park",Gallbladder surgery,6,0.0,0
1458,pCalifornia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Los Angeles,930000074,"Kaiser Foundation Hospital, Downey",Gallbladder surgery,13,0.01,0
2016,California,"Healthcare Associated Infection, Surgical Site Infectiosn (SSI)",San Bernardino,240000024,"Kaiser Foundation Hospital, Fontana",Gallbladdersurgery,20,0.01,0
2016,alifornia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Fresno,40000949,"Kaiser Foundation Hospital, Fresno",Gallbladder surgery***,1,0.0,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Los Angeles,930000072,"Kaiser Foundation Hospital, Los Angeles",Gallbladder surgery,14,0.01,0
2016,alifornia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Alameda,140000188,"Kaiser Foundation Hspital, Oakland/Richmond",Gallbladder surgery,12,0.01,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SI)",Orange,630013929,"Kaiser Foundation Hospital, Orange County, Anaheim",Gallbladdersurgery,6,0.0,0
1159,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Orange,630011745,"Kaiser Founation Hospital, Orange County, Irvine",Gallbladder surgery***,1,0.0,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Riverside,250000707,"Kaisre Foundation Hospital, Riverside",Gallbladder surgery,1,0.0,0
1866,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Pglacer,30001370,"Kaiser Foudation Hospital, Roseville",Gallbladder surgery,10,0.01,0
2016,Califronia,"Healthcare Associated Infection, Surgicqal Site Infections (SSI)",San Diego,80000144,"Kaiser Foundation Hospital, San Diego",Gallbladder surgery,9,0.01,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",San Francisco,220000008,"Kaiser Foundation Hospital, San Francisco",Gallbladder surgery,1,0.0,0
2016,California,"Healthcare Associated Infection, Surgical Sfite Infections (SSI)",Santa Clara,70000150,"Kaisery Foundation Hospital, San Jose",Gallbladder surgery,1,0.0,0
1111,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Alameda,630015029,"Kaiser Foundation Hospital, San Leandro",Gallbladderb surgery,2,0.0,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Santa Clara,70001355,"Kaiser Founation Hospital, Santa Clara",Gallpbladder surgery,5,0.0,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Sonoma,110000508,"Kaisre Foundation Hospital, Santa Rosa",Gallbladder surgery,2,0.0,0
1277,California,"Healthcare Associated Infection, Surgical Site Infecions (SSI)",Sacramento,30000133,"Kaiser Foundation Hospital,South Sacramento",Galbladder surgery,1,0.0,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SbSI)",Contra Cota,140000190,"Kaiser Foundation Hospital, Walnut Creek",Gallbladder surgery,1,0.0,0
1722,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Los Angeles,930000290,"Kaiser Founxdation Hospital, Woodland Hills",Gallbladder surgery,3,0.0,0
2016,California,"Healthcare Assocaited Infection, Surgical Site Infections (SSI)",Tulare,120001444,Kaweah Delta Medical Center,Gallbladder surgery,4,0.0,0
2194,California,"Healthcare Associated Infection, Surgcal Site Infections (SSI)",Krn,120000342,Kern Medical Center,Gallbladder zsurgery,3,0.0,0
1373,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Orsange,60000024,La Palma Intercommunity Hosiptal,Galllbadder surgery,1,0.0,0
2558,California,"Healthcaer Associated Infection, Surgical Site Infections (SSI)",Los Angeles,60000027,LAC/Harbor UCLA Medical Center,Gallbladder surgery,5,0.0,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Los Angeles,60000038,LAC/Olive View UCLA Medical Center,Gallbladder surgery,1,0.0,0
2292,Califorina,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Los Angeles,60000040,LAC+USC Medical Center,Gsallbladder surgery,8,0.01,0
2016,California,"bHealthcare Associated Infection, Surgical Site Infections (SSI)",San Joaquin,30000139,Lodi Memorial Hospital,Gallbladder surgery,3,0.0,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",San Bernardino,630015551,Loma Linda University Children's Hospital,Gallbladder surgery,31,0.02,0
1578,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",iRverside,630012971,Loma Linda University Medical Center - Murrieta,Gallbladdersurgery,3,0.0,0
2016,California,"Healthcare Associated Infectoin, Surgical Site Infections (SSI)",Santa Barbara,50000018,Lompoc Valley Medical Center,Gallbladder surgery,1,0.0,0
1828,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Los Angeles,930000095,Long Beach Memorial Medical Center,Gallbladder surgery,1,0.0,0
1995,California,"Healthcare Associated Infection, Surgical Site Inections (SSI)",Orange,60000025,Los Alamitos Medical Center,Gallbladder surgery,1,0.0,0
2016,California,"Healthcare Associated Infection, Surgical Site Infectizons (SSI)",Los Angeles,930000085,Los Angeles Community Hospital,Gallbladder surgery,3,0.0,0
2487,California,"Healthcare Associated Infection, Surgical Site Infectoins (SSI)",Santad Clara,70001349,Lucile Packard Children's Hospital Stanford,Gallbaldder surgery,28,0.02,0
1688,California,"Healthcare Associated Infection, Surgcial Site Infections (SSI)",Hubmoldt,110000021,Mad River Community Hospitl,Gallbladder surgery,1,0.0,0
2016,Californai,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Madera,40000111,Madera Community Hospital,Gallbladder surgery,1,0.0,0
1165,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Santa Barbara,50000021,Marian Regional Medical Center,Gallbladder surgery,6,0.0,0
1348,lCalifornia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",El Dorado,30000121,Marshall Medical Center,Gallbladder surgery,2,0.0,0
2016,Calfiornia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Los gAngeles,930000092,Memorial Hospital of Gardena,Galblladder surgery,1,0.0,0
2016,Caelifornia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Staislaus,30000123,Memorial Mediqcal Center,Gallbladder surgery,2,0.0,0
1059,California,"Healthcare Associtaed Infection, Surgical Site Infections (SSI)",Merced,40000113,MercyMedical Center,Gallbladder surgery,1,0.0,0
2016,alifornia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Shasat,230000010,Mercy Medical Center Redding,Gallbladder surgery,3,0.0,0
2016,Califorina,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Sacramelnto,30000127,Mercy San Juan Medical Center,Gallbladder surgery,1,0.0,0
2016,alifornia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Kern,120000701,Mercy Southwest Hospital,Gallbladder surgery,1,0.0,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SI)",San Mateo,220000017,Mkills-Peninsula Medical Center,Gallbladder surgeyr,2,0.0,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",San Bernardino,240000009,Montclair Hospital Medical Center,Gallbladder surgery***,2,0.0,0
2016,Calcifornia,"eHalthcare Associated Infection, Surgical Site Infections (SSI)",Los Angeles,930000108,Monterey Park Hospitl,Gallbladder surgery,1,0.0,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Monterey,70000145,Natividad Medical Center,Gallbladder surgery,8,0.01,0
2016,Clifornia,"Healthcare Associated Infectoin, Surgical Site Infections (SSI)",Solano,110000010,Northbay Medical Center,Gallblader surgery,1,0.0,0
1398,California,"Healthcare Apssociated Infection, Surgical Site Infections (SSI)",Soalno,110000378,Northbay Vacavalley Hospital,Glalbladder surgery,1,0.0,0
2983,alifornia,"Healthcare Associated Infection, Surgical Site Infections (SfSI)",Los Angeles,930000111,Northridge Hospital Medical Center,Gallbladdre surgery,4,0.0,0
2872,California,"Healthcare Associated Infection, Surgical Site nfections (SSI)",Stanislaus,30000131,Oak Valley Hospital District,Gallbladder surgery,1,0.0,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Santa Clara,70000146,''OConnor Hospital,Gallbladder sugery,1,0.0,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Butte,230000014,Oroville Hospital,Gallbladder surgery,2,0.0,0
1201,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Los jAngeles,930000057,Pacific Allxiance Medical Center,Gallbladder surgery,1,0.0,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Los Angeles,930000133,Peacifica Hospital of the Valley,Gallbladder surgery,2,0.0,0
2016,Caifornia,"Healthcare Associated Infection, Surgical iSte Infections (SSI)",Los Angeles,930000077,Palmdale Regional Medical Center,Gallbladder surgery***,1,0.0,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Rverside,250000044,Parkview Community Hospital Medical Center,Gallbladder surgery,2,0.0,0
2016,Calfornia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Los Angeles,930000123,Pomona Valley Hospital Medical Cnter,Gallbladder surgery,8,0.01,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Los Angeles,930000099,Presbyterian Intercommunity Hospital,Galxlbladder surgery,2,0.0,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Los Angeles,930000066,ProvidenceHoly Cross Medical Center,Gallbladder surgery,3,0.0,0
2016,Cailfornia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Los Angeles,930000081,Providence Little Company of Mary Medical Center Torrance,Gallbladder surgery,5,0.0,0
2016,Califoria,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Los Angeles,930000091,Providence Tarzana Meical Center,Gallbladder surgery,3,0.0,0
2016,California,"Healthcare Associated Infection, Surgical Site nIfections (SSI)",San Diego,80000023,Rady Children''s Hosital - San Diego,Gallbladder surgery,81,0.06,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Yuba,230000261,Rideout Memorial Hospital,Gallbladder surgery,1,0.0,0
2016,California,"Healthcare Associated Infection, Sucrgical Site Infections (SSI)",Kern,120000409,Ridgecres tRegional Hospital,Galbladder surgery,2,0.0,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Rivelrside,250000049,Riversdie Community Hospital,Gallbladder surqgery,4,0.0,0
2016,California,"Healthcare Associated Infection, Srgical Site Infections (SSI)",Riverside,250000050,Riverside University Health System - Mcedical Center,Galllbadder surgery,10,0.01,0
2271,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Los Angeles,930000162,Ronald Reagan UCLA Medical Center,Gallbladder surgery,12,0.01,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Fresno,40000126,Saint Agnes Medicla Center,Galllbadder surgery,1,0.0,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Los Angles,930000128,Saint Francis Medical Center,Gadllbladder surgery,2,0.0,0
2016,Califonia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Monterey,70000147,Salinas Valley Memorial Hospital,Gallbladder sugery,7,0.01,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",San Bernardino,240000053,San Antonio Regional Hospital,Gallbladder surgery,4,0.0,0
2016,Califronia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Kern,120000411,San Joaquin Community Hospital,Gallblader surgery,1,0.0,0
1783,California,"Healthcare Associated Infection, Surgical Site Infection s(SSI)",SanJoaquin,30000135,San Joaquin General Hospital,Gallbladder surgery,1,0.0,0
2016,California,"Healthcare Axssociated Infection, Surgical Site Infections (SSI)",Contra Costa,140000704,San Ramon Regional Medical Center,Gallbladder surgery,1,0.0,0
2016,rCalifornia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Santa Barbaxra,50000280,Santa Barbara Cottage Hospital,Gallbladder surgery,15,0.01,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Santa Clara,70000149,Santa Calra Valley Medical Center,Gallbladder surgery,13,0.01,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Los Angeles,930000049,Santa Monica - UCLA Medical Center and Orthopedic Hospital,Gallbladder surgery,2,0.0,0
2016,California,"Healthcar Associated Infection, Surgical Site Infections (SSI)",Soonma,140001268,Santa Rosa Memorial Hospital,Gallbladder srugery,1,0.0,0
2016,California,"Healthcre Associated Infection, Surgical Site Infections (SSI)",San Dieog,80000149,Scripps Memorial Hospital - aL Jolla,Gallbladder surgery,1,0.0,0
2016,Californiia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",San Diego,90000025,Scripps Mercy Hospitla,Gallbladder surgery,2,0.0,0
2016,alifornia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",San Deigo,90000016,Scripps Mercy Hospital Chula Vista,Gallbladhder surgery,1,0.0,0
1266,Californmia,"Healthcare Associated Infection, Sugical Site Infections (SSI)",evada,230000262,Sierra Nevada Memorial Hospital,Gallbladder surgery,1,0.0,0
2854,California,"Healthcare Associated Infection, Surgical Site nfections (SSI)",Tulare,120001464,Sierra View Medical Center,Gallbladder surgery,2,0.0,0
2268,California,"Healthcare Associated Infection, urgical Site Infections (SSI)",bVentura,50000455,Simi Valley Hospital & Health Care Services,Gallbladder urgery,3,0.0,0
1408,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Riverside,250000507,"Southwest Healthcare System, Murrieta",Gallbladder surgery,2,0.0,0
1118,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Riverside,250000344,"Soutwhwest Healthcare System, Wildomar",Gallbladder surgery,1,0.0,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Ventura,50000035,St Johns egional Medical Center,Gallbladder surgery,1,0.0,0
2016,Calfornia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",rOange,60000067,"St. Joseph Hospital, Orange",Glalbladder surgery,7,0.01,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",San Joaquin,30000143,St. Joseph's Medical Center Of Stockton,Gallbladder surgery,4,0.0,0
1162,Califrnia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Ornage,60000068,St Jude Medical Center,Gallbldder surgery,1,0.0,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",San Bernardino,240000104,"St. Mary Medial Center, Apple Valley",Gallbladder surgery,5,0.0,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Los Angeles,930000103,"St. Mary Medical Center, Long Beach",Gallbldader surgery,1,0.0,0
2016,California,"Healthcare Associated Infection, Surgicla Site Infections (SSI)",Placber,30000109,utter Auburn Faith Hospital,Gallbladder surgery,1,0.0,0
2016,Cailfornia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Yolo,30000149,Sutter Davis Hlospital,Gallbladder surgery,1,0.0,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Sacramensto,30000151,"Sutter Medical Center, Sacramento",Gallbladder surgery,18,0.01,0
2092,Califronia,"Healthcare Associated Infection, Surgical Site Infections (SSI)***",Placer,30000134,Sutter Roeville Hospital,Gallbladder surgery,3,0.0,0
2016,Caliornia,"Healthcare Associated Infection, Surgical Site Infections (SSI)",Solano,110000068,Sutter Solano Medical Center,Galbladder surgery,1,0.0,0
2016,California,"Healthcare Associated Infection, Sugrical Site Infections (SSI)",Riverside,630014442,Temecula ValleyHospital,Gallbladder surgeyr,1,0.0,0
2288,alifornia,"Heatlhcare Associated Infection, Surgical Site Infections (SSI)",Tluare,120001467,Tulare Regional Mdical Center,Gallbladder surgery,1,0.0,0
2016,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",San rancisco,220000031,UCSF Medical Center,allbladder surgery,35,0.03,0
1617,California,"Healthcare Assoiated Infection, Surgical Site Infections (SSI)",Mendocino,110000070,Ukiah Valley Medical Center,Gallbladder surgery,2,0.0,0
