year,state,hai,operative_procedure,facid_one,facility_name_one,facid_two,facility_name_two,facid_three,facility_name_three,county,procedure_count,infection_count,sir,comparison,sir_nine_fivecill,sir_nine_fiveciul,notes
2013,California,SSI, Rectal surgery,240000027,"Loma Linda UNIV Medical Center, Loma Linda",240000025,"Loma Linda UNIV Heart & Surgical Hospital, Redlands",630012294,"Loma Linda UNIV Medical Center East Hospital, Loma Linda",San Bernardino,55.0,0.0,0.0,Low,0.0,0.59,† See data dictionary
2013,California,SSI, Rectal surgery,630012971,Loma Linda University Medical Center - Murrieta,.,.,.,.,Riverside,NULL,NULL,NULL,NULL,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Rectal surgery,930000095,"Long Beach Memorial Medical Center, Long Beach",.,.,.,.,Los Angeles,24.0,0.0,NULL,NULL,NULL,NULL,NULL
2013,California,SSI, Rectal surgery,60000025,Los Alamitos Medical Center,.,.,.,.,Orange,NULL,NULL,NULL,NULL,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Rectal surgery,60000038,"Los Angeles Co Olive View-UCLA Medical Center, Sylmar",.,.,.,.,Los Angeles,41.0,0.0,NULL,NULL,NULL,NULL,NULL
2013,California,SSI, Rectal surgery,50000020,"Los Robles Hospital & Medical Center, Thousand Oaks",050000553,"Los Robles Hospital & Medical Center, E  , Thousand Oaks",050001468,Thousand Oaks Surgical Hospital,Ventura,23.0,0.0,NULL,NULL,NULL,NULL,† See data dictionary
2013,California,SSI, Rectal surgery,70001349,"Lucile Salter Packard Children's Hospital at Stanford, Palo Alto",.,.,.,.,Santa Clara,NULL,NULL,NULL,NULL,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Rectal surgery,110000021,"Mad River Community Hospital, Arcata",.,.,.,.,Humboldt,NULL,NULL,NULL,NULL,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Rectal surgery,50000021,Marian Regional Medical Center,.,.,.,.,Santa Barbara,NULL,NULL,NULL,NULL,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Rectal surgery,50000009,"Marian Regional Medical Center, Arroyo Grande",.,.,.,.,San Luis Obispo,NULL,NULL,NULL,NULL,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Rectal surgery,110000953,"Marin General Hospital, Greenbrae",.,.,.,.,Marin,NULL,NULL,NULL,NULL,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Rectal surgery,930000044,Marina Del Rey Hospital,.,.,.,.,Los Angeles,NULL,NULL,NULL,NULL,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Rectal surgery,30000121,"Marshall Medical Center (1-Rh), Placerville",.,.,.,.,El Dorado,NULL,NULL,NULL,NULL,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Rectal surgery,30000123,"Memorial Medical Center, Modesto",.,.,.,.,Stanislaus,NULL,NULL,NULL,NULL,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Rectal surgery,250000727,"Menifee Valley Medical Center, Sun City",.,.,.,.,Riverside,NULL,NULL,NULL,NULL,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Rectal surgery,220000716,Menlo Park Surgical Hospital,.,.,.,.,San Mateo,NULL,NULL,NULL,NULL,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Rectal surgery,30000124,"Mercy General Hospital, Sacramento",.,.,.,.,Sacramento,42.0,1.0,NULL,NULL,NULL,NULL,NULL
2013,California,SSI, Rectal surgery,30000901,Mercy Hospital of Folsom,.,.,.,.,Sacramento,NULL,NULL,NULL,NULL,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Rectal surgery,120000404,"Mercy Hospital, Bakersfield",120000701,"Mercy Southwest Hospital, Bakersfield",.,.,Kern,NULL,NULL,NULL,NULL,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Rectal surgery,40000113,Mercy Medical Center Merced,.,.,.,.,Merced,NULL,NULL,NULL,NULL,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Rectal surgery,230000012,Mercy Medical Center Mt. Shasta,.,.,.,.,Siskiyou,NULL,NULL,NULL,NULL,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Rectal surgery,230000010,Mercy Medical Center Redding,.,.,.,.,Shasta,NULL,NULL,NULL,NULL,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Rectal surgery,30000127,"Mercy San Juan Medical Center, Carmichael",.,.,.,.,Sacramento,28.0,0.0,NULL,NULL,NULL,NULL,NULL
2013,California,SSI, Rectal surgery,30000037,Methodist Hospital of Sacramento,.,.,.,.,Sacramento,NULL,NULL,NULL,NULL,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Rectal surgery,930000096,"Methodist Hospital of Southern CA, Arcadia",.,.,.,.,Los Angeles,NULL,NULL,NULL,NULL,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Rectal surgery,220000017,"Mills-Peninsula Medical Center, Burlingame",220000004,"Mills Health Center, San Mateo",.,.,San Mateo,NULL,NULL,NULL,NULL,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Rectal surgery,930000027,"Mission Community Hospital, Panorama",.,.,.,.,Los Angeles,NULL,NULL,NULL,NULL,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Rectal surgery,60000060,"Mission Hospital Regional Medical Center, Mission Viejo",.,.,.,.,Orange,NULL,NULL,NULL,NULL,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Rectal surgery,240000009,Montclair Hospital Medical Center,.,.,.,.,San Bernardino,NULL,NULL,NULL,NULL,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Rectal surgery,70000145,"Natividad Medical Center, Salinas",.,.,.,.,Monterey,NULL,NULL,NULL,NULL,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Rectal surgery,930000111,Northridge Hospital Medical Center,.,.,.,.,Los Angeles,NULL,NULL,NULL,NULL,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Rectal surgery,110000982,Novato Community Hospital,.,.,.,.,Marin,NULL,NULL,NULL,NULL,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Rectal surgery,70000146,"O'connor Hospital, San Jose",.,.,.,.,Santa Clara,23.0,0.0,NULL,NULL,NULL,NULL,NULL
2013,California,SSI, Rectal surgery,30000131,"Oak Valley Hospital District   (2-Rh), Oakdale",.,.,.,.,Stanislaus,NULL,NULL,NULL,NULL,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Rectal surgery,930000105,"Olympia Medical Center, Los Angeles",.,.,.,.,Los Angeles,NULL,NULL,NULL,NULL,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Rectal surgery,60000208,"Orange Coast Memorial Medical Center, Fountain Valley",.,.,.,.,Orange,59.0,3.0,NULL,NULL,NULL,NULL,NULL
2013,California,SSI, Rectal surgery,930000057,Pacific Alliance Medical Center,.,.,.,.,Los Angeles,NULL,NULL,NULL,NULL,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Rectal surgery,930000133,"Pacifica Hospital of The Valley, Sun Valley",.,.,.,.,Los Angeles,NULL,NULL,NULL,NULL,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Rectal surgery,930000077,Palmdale Regional Medical Center,.,.,.,.,Los Angeles,NULL,NULL,NULL,NULL,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Rectal surgery,250000042,"Palo Verde Hospital, Blythe",.,.,.,.,Riverside,NULL,NULL,NULL,NULL,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Rectal surgery,80000142,"Palomar Health Downtown Campus, Escondido",630013873,"Palomar Medical Center, Escondido",.,.,San Diego,NULL,NULL,NULL,NULL,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Rectal surgery,250000044,"Parkview Community Hospital Medical Center, Riverside",.,.,.,.,Riverside,NULL,NULL,NULL,NULL,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Rectal surgery,110000040,"Petaluma Valley Hospital, Petaluma",.,.,.,.,Sonoma,NULL,NULL,NULL,NULL,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Rectal surgery,60000062,Placentia Linda Hospital,.,.,.,.,Orange,NULL,NULL,NULL,NULL,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Rectal surgery,80000147,"Pomerado Hospital, Poway",.,.,.,.,San Diego,29.0,0.0,NULL,NULL,NULL,NULL,NULL
2013,California,SSI, Rectal surgery,930000123,"Pomona Valley Hospital Medical Center, Pomona",.,.,.,.,Los Angeles,NULL,NULL,NULL,NULL,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Rectal surgery,930000099,"Presbyterian Intercommunity Hospital, Whittier",.,.,.,.,Los Angeles,28.0,0.0,NULL,NULL,NULL,NULL,NULL
2013,California,SSI, Rectal surgery,930000066,"Providence Holy Cross Medical Center, Mission Hills",.,.,.,.,Los Angeles,21.0,0.0,NULL,NULL,NULL,NULL,NULL
2013,California,SSI, Rectal surgery,930000157,"Providence Little Company of Mary Medical Center, San Pedro",.,.,.,.,Los Angeles,NULL,NULL,NULL,NULL,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Rectal surgery,930000081,"Providence Little Company of Mary Medical Center, Torrance",.,.,.,.,Los Angeles,23.0,0.0,NULL,NULL,NULL,NULL,NULL
2013,California,SSI, Rectal surgery,930000101,"Providence Saint Joseph Medical Center, Burbank",.,.,.,.,Los Angeles,50.0,0.0,NULL,NULL,NULL,NULL,NULL
2013,California,SSI, Rectal surgery,930000091,"Providence Tarzana Medical Center, Tarzana",.,.,.,.,Los Angeles,44.0,0.0,NULL,NULL,NULL,NULL,NULL
2013,California,SSI, Rectal surgery,110000041,"Queen of The Valley Medical Center, Napa",.,.,.,.,Napa,NULL,NULL,NULL,NULL,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Rectal surgery,80000023,"Rady Children's Hospital, San Diego",.,.,.,.,San Diego,29.0,0.0,NULL,NULL,NULL,NULL,NULL
2013,California,SSI, Rectal surgery,240000046,Redlands Community Hospital,.,.,.,.,San Bernardino,NULL,NULL,NULL,NULL,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Rectal surgery,110000045,"Redwood Memorial Hospital, fortuna",.,.,.,.,Humboldt,NULL,NULL,NULL,NULL,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Rectal surgery,70000133,Regional Medical Center of San Jose,.,.,.,.,Santa Clara,NULL,NULL,NULL,NULL,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Rectal surgery,250000049,Riverside Community Hospital,.,.,.,.,Riverside,NULL,NULL,NULL,NULL,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Rectal surgery,250000050,"Riverside County Regional Medical Center, Moreno Valley",.,.,.,.,Riverside,NULL,NULL,NULL,NULL,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Rectal surgery,930000162,"Ronald Reagan UCLA Medical Center, Los Angeles",.,.,.,.,Los Angeles,69.0,3.0,1.52,No Difference,0.39,4.14,NULL
2013,California,SSI, Rectal surgery,60000063,"Saddleback Memorial Medical Center, Laguna Hills",060000064,Saddleback Memorial Medical Center-San Clemente,.,.,Orange,NULL,NULL,NULL,NULL,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Rectal surgery,40000126,"Saint Agnes Medical Center, Fresno",.,.,.,.,Fresno,46.0,0.0,NULL,NULL,NULL,NULL,NULL
2013,California,SSI, Rectal surgery,930000128,"Saint Francis Medical Center, Lynwood",.,.,.,.,Los Angeles,NULL,NULL,NULL,NULL,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Rectal surgery,220000029,"Saint Francis Memorial Hospital, San Francisco",.,.,.,.,San Francisco,NULL,NULL,NULL,NULL,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Rectal surgery,930000100,"Saint John's Health Center, Santa Monica",.,.,.,.,Los Angeles,NULL,NULL,NULL,NULL,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Rectal surgery,70000635,"Saint Louise Regional Hospital, Gilroy",.,.,.,.,Santa Clara,NULL,NULL,NULL,NULL,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Rectal surgery,930000104,"Saint Vincent Medical Center, Los Angeles",.,.,.,.,Los Angeles,20.0,1.0,NULL,NULL,NULL,NULL,NULL
2013,California,SSI, Rectal surgery,70000147,Salinas Valley Memorial Hospital,.,.,.,.,Monterey,NULL,NULL,NULL,NULL,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Rectal surgery,240000053,"San Antonio Community Hospital, Upland",.,.,.,.,San Bernardino,24.0,0.0,NULL,NULL,NULL,NULL,NULL
2013,California,SSI, Rectal surgery,930000125,San Dimas Community Hospital,.,.,.,.,Los Angeles,NULL,NULL,NULL,NULL,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Rectal surgery,220000019,San Francisco General Hospital,.,.,.,.,San Francisco,NULL,NULL,NULL,NULL,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Rectal surgery,930000041,"San Gabriel Valley Medical Center, San Gabriel",.,.,.,.,Los Angeles,NULL,NULL,NULL,NULL,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Rectal surgery,250000101,"San Gorgonio Memorial Hospital, Banning",.,.,.,.,Riverside,NULL,NULL,NULL,NULL,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Rectal surgery,120000411,"San Joaquin Community Hospital, Bakersfield",.,.,.,.,Kern,NULL,NULL,NULL,NULL,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Rectal surgery,30000135,"San Joaquin General Hospital, French Camp",.,.,.,.,San Joaquin,NULL,NULL,NULL,NULL,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Rectal surgery,140000704,San Ramon Regional Medical Center,140000683,San Ramon Regional Medical Center South Building,.,.,Contra Costa,NULL,NULL,NULL,NULL,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Rectal surgery,50000280,Santa Barbara Cottage Hospital,050000022,Cottage Rehabilitation Hospital at Santa Barbara,.,.,Santa Barbara,82.0,1.0,NULL,NULL,NULL,NULL,† See data dictionary
2013,California,SSI, Rectal surgery,70000149,"Santa Clara Valley Medical Center, San Jose",.,.,.,.,Santa Clara,71.0,0.0,0.0,No Difference,0.0,1.54,NULL
2013,California,SSI, Rectal surgery,930000049,"Santa Monica, UCLA Medical Center and Orthopaedic",.,.,.,.,Los Angeles,NULL,NULL,NULL,NULL,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Rectal surgery,140001268,Santa Rosa Memorial Hospital,.,.,.,.,Sonoma,NULL,NULL,NULL,NULL,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Rectal surgery,80000022,"Scripps Green Hospital, La Jolla",.,.,.,.,San Diego,30.0,2.0,NULL,NULL,NULL,NULL,NULL
2013,California,SSI, Rectal surgery,80000150,"Scripps Memorial Hospital, Encinitas",.,.,.,.,San Diego,NULL,NULL,NULL,NULL,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Rectal surgery,80000149,"Scripps Memorial Hospital, La Jolla",.,.,.,.,San Diego,62.0,1.0,NULL,NULL,NULL,NULL,NULL
2013,California,SSI, Rectal surgery,90000025,"Scripps Mercy Hospital, San Diego",090000016,Scripps Mercy Hospital Chula Vista,.,.,San Diego,58.0,2.0,1.09,No Difference,0.13,3.94,† See data dictionary
2013,California,SSI, Rectal surgery,220000025,"Sequoia Hospital, Redwood City",.,.,.,.,San Mateo,NULL,NULL,NULL,NULL,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Rectal surgery,220000026,"Seton Medical Center, Daly City",220000028,"Seton Medical Center-Coastside, Moss Beach",.,.,San Mateo,NULL,NULL,NULL,NULL,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Rectal surgery,90000021,Sharp Chula Vista Medical Center,.,.,.,.,San Diego,NULL,NULL,NULL,NULL,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Rectal surgery,90000033,Sharp Coronado Hospital and Healthcare Center,.,.,.,.,San Diego,NULL,NULL,NULL,NULL,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Rectal surgery,80001470,"Sharp Mary Birch for Women & Newborns, San Diego",.,.,.,.,San Diego,NULL,NULL,NULL,NULL,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Rectal surgery,80000036,"Sharp Memorial Hospital, San Diego",.,.,.,.,San Diego,71.0,0.0,0.0,Low,0.0,0.75,NULL
2013,California,SSI, Rectal surgery,230000016,"Shasta Regional Medical Center, Redding",.,.,.,.,Shasta,NULL,NULL,NULL,NULL,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Rectal surgery,230000262,"Sierra Nevada Memorial Hospital, Grass Valley",.,.,.,.,Nevada,NULL,NULL,NULL,NULL,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Rectal surgery,120001464,"Sierra View District Hospital, Porterville",.,.,.,.,Tulare,NULL,NULL,NULL,NULL,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Rectal surgery,50000455,Simi Valley Hospital & Health Care Services,.,.,.,.,Ventura,NULL,NULL,NULL,NULL,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Rectal surgery,30001799,Sonora Regional Medical Center Campus #1,030000365,Sonora Regional Medical Center Campus #2,.,.,Tuolumne,NULL,NULL,NULL,NULL,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Rectal surgery,930000015,Southern California Hospital at Culiver City,.,.,.,.,Los Angeles,NULL,NULL,NULL,NULL,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Rectal surgery,250000507,"Southwest Healthcare Systems, Murrieta",250000344,"Southwest Healthcare Systems, Wildomar",.,.,Riverside,28.0,0.0,NULL,NULL,NULL,NULL,† See data dictionary
2013,California,SSI, Rectal surgery,240000103,St Bernardine Medical Center,.,.,.,.,San Bernardino,NULL,NULL,NULL,NULL,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Rectal surgery,230000020,"St Elizabeth Community Hospital, Red Bluff",.,.,.,.,Tehama,NULL,NULL,NULL,NULL,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Rectal surgery,110000044,"St Helena Hospital, Clearlake",.,.,.,.,Lake,NULL,NULL,NULL,NULL,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Rectal surgery,50000026,"St John's Pleasant Valley Hospital, Arillo",.,.,.,.,Ventura,NULL,NULL,NULL,NULL,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Rectal surgery,50000035,"St John's Regional Medical Center, Oxnard",.,.,.,.,Ventura,NULL,NULL,NULL,NULL,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Rectal surgery,110000067,"St Joseph Hospital, Eureka",.,.,.,.,Humboldt,NULL,NULL,NULL,NULL,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Rectal surgery,60000067,"St Joseph Hospital, Orange",.,.,.,.,Orange,48.0,2.0,NULL,NULL,NULL,NULL,NULL
2013,California,SSI, Rectal surgery,30000143,St Joseph's Medical Center of Stockton,.,.,.,.,San Joaquin,35.0,2.0,NULL,NULL,NULL,NULL,NULL
2013,California,SSI, Rectal surgery,60000068,"St Jude Medical Center, Fullerton",.,.,.,.,Orange,22.0,0.0,NULL,NULL,NULL,NULL,NULL
2013,California,SSI, Rectal surgery,240000104,"St Mary Medical Center, Apple Valley",.,.,.,.,San Bernardino,NULL,NULL,NULL,NULL,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Rectal surgery,220000030,"St Mary's Medical Center, San Francisco",.,.,.,.,San Francisco,NULL,NULL,NULL,NULL,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Rectal surgery,140000041,"St Rose Hospital, Hayward",.,.,.,.,Alameda,NULL,NULL,NULL,NULL,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Rectal surgery,70001357,"Stanford Hospital, Stanford",.,.,.,.,Santa Clara,166.0,8.0,2.9,High,1.35,5.5,NULL
2013,California,SSI, Rectal surgery,30000109,"Sutter Auburn Faith Hospital, Auburn",.,.,.,.,Placer,NULL,NULL,NULL,NULL,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Rectal surgery,30000149,"Sutter Davis Hospital, Davis",.,.,.,.,Yolo,NULL,NULL,NULL,NULL,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Rectal surgery,140000016,"Sutter Delta Medical Center, Antioch",.,.,.,.,Contra Costa,NULL,NULL,NULL,NULL,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Rectal surgery,30000151,"Sutter General Hospital, Sacramento",030000112,"Sutter Memorial Hospital, Sacramento",.,.,Sacramento,47.0,2.0,1.13,No Difference,0.19,3.73,† See data dictionary
2013,California,SSI, Rectal surgery,110000019,"Sutter Lakeside Hospital, Lakeport",.,.,.,.,Lake,NULL,NULL,NULL,NULL,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Rectal surgery,70000959,Sutter Maternity & Surgery Center of Santa Cruz,.,.,.,.,Santa Cruz,NULL,NULL,NULL,NULL,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Rectal surgery,110000007,Sutter Medical Center of Santa Rosa,.,.,.,***,Sonoma,NULL,NULL,NULL,NULL,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Rectal surgery,30000134,Sutter Roseville Medical Center,.,.,.,.,Placer,37.0,0.0,NULL,NULL,NULL,NULL,NULL
2013,California,SSI, Rectal surgery,110000068,"Sutter Solano Medical Center, Vallejo",.,.,.,.,Solano,NULL,NULL,NULL,NULL,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Rectal surgery,630011844,"Sutter Surgical Hospital, North Valley, Yuba City",.,.,.,.,Sutter,NULL,NULL,NULL,NULL,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Rectal surgery,30000141,Sutter Tracy Community Hospital,.,.,.,.,San Joaquin,NULL,NULL,NULL,NULL,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Rectal surgery,230000265,"Tahoe forest Hospital, Truckee",.,.,.,.,Nevada,NULL,NULL,NULL,NULL,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Rectal surgery,930000143,"Temple Community Hospital, Los Angeles",.,.,.,.,Los Angeles,NULL,NULL,NULL,NULL,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Rectal surgery,930000127,"Torrance Memorial Medical Center, Torrance",.,.,.,.,Los Angeles,39.0,0.0,NULL,NULL,NULL,NULL,NULL
2013,California,SSI, Rectal surgery,80000152,"Tri-City Medical Center, Oceanside",.,.,.,.,San Diego,22.0,0.0,NULL,NULL,NULL,NULL,NULL
2013,California,SSI, Rectal surgery,120001467,Tulare Regional Medical Center,.,.,.,.,Tulare,NULL,NULL,NULL,NULL,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Rectal surgery,50000037,"Twin Cities Community Hospital, Templeton",.,.,.,.,San Luis Obispo,NULL,NULL,NULL,NULL,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Rectal surgery,220000031,"UCSF Medical Center, San Francisco",220000015,"UCSF Medical Center at Mount Zion, San Francisco",.,.,San Francisco,155.0,1.0,0.07,Low,0.0,0.36,† See data dictionary
2013,California,SSI, Rectal surgery,930000187,"USC Verdugo Hills Hospital, Glendale",.,.,.,.,Los Angeles,NULL,NULL,NULL,NULL,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Rectal surgery,110000070,"Ukiah Valley Medical Center/Hospital Drive, Ukiah",.,.,.,.,Mendocino,NULL,NULL,NULL,NULL,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Rectal surgery,30000113,"University of California Davis Medical Center, Sacramento",.,.,.,.,Sacramento,35.0,2.0,0.91,No Difference,0.15,2.99,NULL
2013,California,SSI, Rectal surgery,60000071,"University of California Irvine Medical Center, Orange",.,.,.,.,Orange,101.0,8.0,3.06,High,1.42,5.82,NULL
2013,California,SSI, Rectal surgery,90000154,"University of California, San Diego Medical Center",090001116,"UCSD-La Jolla, John M.& Sally B. Thornton Hospital",.,.,San Diego,49.0,1.0,0.36,No Difference,0.02,1.75,† See data dictionary
2013,California,SSI, Rectal surgery,930000129,"Valley Presbyterian Hospital, Van Nuys",.,.,.,.,Los Angeles,NULL,NULL,NULL,NULL,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Rectal surgery,140000797,"Valleycare Medical Center, Pleasanton",140000199,"Valley Memorial Hospital, Livermore",.,.,Alameda,NULL,NULL,NULL,NULL,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Rectal surgery,50000039,Ventura County Medical Center,630010957,"Ventura County Medical Center, Santa Paula Hospital",.,.,Ventura,NULL,NULL,NULL,NULL,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Rectal surgery,240000054,"Victor Valley Community Hospital, Victorville",.,.,.,.,San Bernardino,NULL,NULL,NULL,NULL,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Rectal surgery,140000118,"Washington Hospital, Fremont",.,.,.,.,Alameda,NULL,NULL,NULL,NULL,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Rectal surgery,70000155,Watsonville Community Hospital,.,.,.,.,Santa Cruz,NULL,NULL,NULL,NULL,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Rectal surgery,60000016,"West Anaheim Medical Center, Anaheim",.,.,.,.,Orange,NULL,NULL,NULL,NULL,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Rectal surgery,930000028,West Hills Hospital and Medical Center,.,.,.,.,Los Angeles,23.0,0.0,NULL,NULL,NULL,NULL,NULL
2013,California,SSI, Rectal surgery,60000073,Western Medical Center Santa Ana,.,.,.,.,Orange,NULL,NULL,NULL,NULL,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Rectal surgery,930000191,"White Memorial Medical Center, Los Angeles",.,.,.,.,Los Angeles,NULL,NULL,NULL,NULL,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Rectal surgery,930000151,Whittier Hospital Medical Center,.,.,.,.,Los Angeles,NULL,NULL,NULL,NULL,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Rectal surgery,30000146,Woodland Memorial Hospital,.,.,.,.,Yolo,NULL,NULL,NULL,NULL,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Spinal Fusion,60000002,"AHMC Anaheim Regional Medical Center, Anaheim",.,,***,.,Orange,32.0,1.0,NULL,NULL,NULL,NULL,NULL
2013,California,SSI, Spinal Fusion,0000122,"Adventist Medical Center, Hanford",630012960,Adventist Medical Center-Selma,.,***,Kings-Fresno,24.0,0.0,NULL,NULL,NULL,NULL,† See data dictionary
2013,California,SSI, Spinal Fusion,140000034,"Alameda County Medical Center,a Oakland",140000184,"Alameda County Medical Center-Fairmont Campus, San Leandro",.,.,Alameda,47.0,0.0,NULL,NULL,NULL,NULL,† See data dictionary
2013,California,SSI, Spinal Fusion,140000011,Alameda Hospital,.,.,.,.,Alamea,NULL,NULL,NULL,NULL,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Spinal Fusion,930000005,Alhambra Hospital Meical Center,.,.,.,.,Los Angeles,NULL,NULL,NULL,NULL,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Spinal Fusion,140000012,"Alta Bates Summit Medical Center, Alta Bates Campus, Berkeley",140000006,"Alta Bates Summit Medical Center, Herrick Campus, Berkeley",.,.,Alamda,148.0,2.0,2.24,No Difference,0.27,8.1,† See data dictionary
2013,California,SSI, Spinal Fusion,140000425,"Alta Bates Summit Medical Center, Oakland",140000203,"Alta Bates Summit Medical Center, Summit Campus, Oakland",.,.,Alameda,NULL,NULL,NULL,NULL,NULL,NULL,~ See Data Dictionary
2013,California,SSI, Spinal Fusion,90000013,"Alvarado Hospital Medical Center, Campus #1, San Diego",090000839,"Alvarado Hospital Medical Center, Campus #2, San Diego",.,.,San Diego,252.0,3.0,1.29,No Difference,0.33,3.52,† See data dictionary
2013,California,SSI, Spinal Fusion,930000008,"Antelope Valley Hospital, Lancaster",.,.,.,.,Los Angeles,170.0,1.0,0.66,No Difference,0.03,3.24,NULL
