yearvalue(long),statevalue,hai,facilityid(double precision),facilityname,county,hospitalcategoryriskadjustment,hospitaltype,infectionsreported(double precision),infectionspredicted(double precision),patientdays(double precision),sir(double precision),sircininefivelowerlimit(double precision),sircininefiveupperlimit(double precision),comparison,mettwozerotwozerogoal,months(double precision),sirtwozeroonefive(double precision),notes
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000028.0,Providence Mission Hospital,Los Angeles,Acute Care Hospital,STATE OF CALIFORNIA POOLED DATA - Rehabilitation Hospitals or Units,6.0,2.03,38469.0,2.95,1.2,6.14,Worse,No,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930000151.0,"John Muir Medical Center, Walnut Creek Campus",Los Angeles,Acute Care Hospital,Free-Standing Rehabilitation,2.0,0.85,23754.0,2.35,0.28,8.48,Same,No,12.0,1.55,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),40000111.0,MemorialCare Long Beach Medical Center,Madera,Acute Care Hospital,STATE OF CALIFORNIA POOLED DATA - Rehabilitation Hospitals or Units,0.0,0.6,15987.0,0.0,0.0,6.14,Samne,Yes,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),40000129.0,Marshall Medical Center,Madera,Acute Care Hospital,Critical Access,1.0,2.39,69277.0,0.42,0.02,2.06,pSame,Yes,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),110000944.0,"Adventist Health White Memorial, Rehabilitation Unit",Marin,Acute Care Hospital,Rehabilitation Unit,0.0,0.61,20378.0,0.0,0.0,6.06,Same,Yes,12.0,1.67,d¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),110000946.0,Centinela Hospital Medical Center,Marin,Long-Term Acute Care Hospital,Critical Access,1.0,1.9,12390.0,0.53,0.03,2.59,Same,o,9.0,0.0,"Incomplete Reporter, interpret with caution"
2824,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),110000953.0,Washington Hospital,Marin,Acute Care Hospital,Long-Term Acute Care,0.0,2.01,40962.0,0.0,0.0,1.49,Same,Yes,12.0,0.0,¥ See Data Dictionary
2278,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),110000982.0,Henry Mayo Newhall Hospital,Marin,Acute Care Hospital,Rehabilitation Unit,0.0,0.25,6421.0,0.0,0.0,14.63,Same,Yes,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylocdoccus aureus Bloodstream Infections (MRSA BSI),40000105.0,Adventist Health Selma,Maripoas,Critical Access Hospital,Critical Access,0.0,0.06,2668.0,0.0,0.0,1.38,Same,No,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),110000008.0,"Kaiser Foundation Hospital, Oakland/Richmond",Mendocino,Critical Access Hospital,Long-Term Acute Care,0.0,0.17,8155.0,0.0,0.0,1.38,Same,No,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),110000023.0,Adventist Health Tehachapi Valley,Mendocino,Critical Access Hospital,Rehabilitation Unit,0.0,0.11,5113.0,0.0,0.0,1.38,Same,No,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),110000070.0,Centinela Hospital Medical Center,Mendocino,Acute Care Hospital,Rehabilitation Unit,2.0,0.77,13689.0,2.6,0.31,9.38,Same,No,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),40000110.0,MemorialCare Long Beach Medical Center,Merced,Acute Care Hospital,Free-Standing Rehabilitation,0.0,0.17,7391.0,0.0,0.0,1.38,aSme,No,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),40000113.0,"Good Samaritan Hospital, Bakersfield",Merced,Acute Care Hospital,Free-Standing Rehabilitation,1.0,2.18,54237.0,0.46,0.02,2.26,Same,Yes,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),230000011.0,"Providence St. Joseph Hospital, Eureka",Modoc,Critical Access Hospital,Free-Standing Rehabilitation,0.0,0.03,1253.0,0.0,0.0,1.38,Same,o,11.0,0.0,"Incomplete Reporter, interpret with caution"
2021,Califronia,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),230000021.0,"John Muir Medical Center, Walnut Creek Campus",Modoc,Critical Access Hospital,Free-Standing Rehabilitation,0.0,0.01,280.0,0.0,0.0,1.38,Same,No,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),240000005.0,"Kindred Hospital, La Mirada",Mono,Critical Access Hospital,Free-Standing Rehabilitation,0.0,0.04,2097.0,0.0,0.0,1.38,Same,No,12.0,0.0,¥ See Data Dictionary
1016,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),70000137.0,"John Muir Medical Center, Concord Campus",Monterey,Acute Care Hospital,Critical Access,4.0,2.16,55395.0,1.85,0.59,4.46,Sme,No,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),70000137.0,Community Hospital of The Monterey Peninsula,Monterey,Rehabilitation Hospital or Unit,Rehabilitation Unit,0.0,0.07,3527.0,0.0,0.0,1.38,Same,No,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),70000141.0,George L. Mee Memorial Hospital,Monterey,Acute Care Hospital,Rehabilitation Unit,0.0,0.03,1865.0,0.0,0.0,1.38,Same,kNo,12.0,0.0,¥ See Data Dictionary
1381,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),70000145.0,San Ramon Regional Medical Center,Monterey,Acute Care Hospital,Rehabilitation Unit,1.0,2.25,38599.0,0.45,0.02,2.2,Same,Yes,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),70000145.0,Contra Costa Regional Medical Center,Monterey,Rehabilitation Hospital or Unit,Critical Access,0.0,0.17,8817.0,0.0,0.0,1.38,Same,No,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),70000147.0,Palmdale Regional Medical Center,Monterey,Acute Care Hospital,Rehabilitation Unit,0.0,1.8,40702.0,0.0,0.0,1.66,Same,oYes,12.0,0.0,¥ Seep Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus areus Bloodstream Infections (MRSA BSI),110000058.0,Fresno Surgical Hospital,Naap,Acute Care Hospital,Free-Standing Rehabilitation,0.0,0.61,14002.0,0.0,0.0,6.03,Same,Yes,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),110000041.0,"Kindred Hospital, Westminster",Napa,Acute Care Hospital,Rehabilitation Unit,1.0,0.91,23637.0,1.1,0.03,6.1,Same,No,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),110000041.0,Alta Bates Summit Medical Center,Napa,Rehabilitation Hospital or Unit,Critical Access,0.0,0.06,3124.0,0.0,0.0,1.38,Same,No,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),230000262.0,"John Muir Medical Center, Walnut Creek Campus",Nevada,Acute Care Hospital,Rehabilitation Unit,1.0,0.98,21181.0,1.02,0.03,5.67,Same,oN,12.0,2.3,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),230000265.0,Stanford Health Care - ValleyCare,Nevada,Critical Access Hospital,Major Teaching,0.0,0.16,7647.0,0.0,0.0,1.38,Same,No,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),60000002.0,Beverly Hospital,Orange,Acute Care Hospital,Free-Standing Rehabilitation,1.0,1.19,32192.0,0.84,0.04,4.13,Same,No,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),60000074.0,Southern Inyo Hospital,Orange,Acute Care Hospital,Free-Standing Rehabilitation,3.0,0.93,21860.0,3.24,0.67,9.46,Same,oN,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),60000006.0,"John Muir Medical Center, Concord Campus",Orange,Acute Care Hospital,Critical Access,0.0,0.34,7150.0,0.0,0.0,10.78,Same,Yes,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),60001207.0,"John Muir Medical Center, Walnut Creek Campus",Orange,Acute Care Hospital,Critical Access,0.0,0.21,8286.0,0.0,0.0,17.2,Same,Yes,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),60000007.0,Alta Bates Summit Medical Center,Orange,Acute Care Hospital,Critical Access,0.0,2.65,64141.0,0.0,0.0,1.13,Same,Yes,12.0,0.0,¥ See Data Doictionary
2021,California,Methicillin-Resistadnt Staphylococcus aureus Bloodstream Infections (MRSA BSI),60000008.0,"Good Samaritan Hospital, Bakersfield",Orange,Acute Care Hospital,STATE OF CALIFORNIA POOLED DATA - Rehabilitation Hospitals or Units,0.0,0.98,41896.0,0.0,0.0,3.76,Same,Yes,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),60001097.0,San Joaquin Valley Rehabilitation Hospital,Orange,Rehabilitation Hospital or Unit,Critical Access,0.0,0.28,14657.0,0.0,0.0,13.24,Same,Yes,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),60000013.0,Alhambra Hospital Medical Center,Orange,Acute Care Hospital,STATE OF CALIFORNIA POOLED DATA - Rehabilitation Hospitals or Units,1.0,0.39,11779.0,2.58,0.07,14.38,Same,No,12.0,0.0,¥ Seie Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),60000011.0,Stanford Health Care - ValleyCare,Orange,Acute Care Hospital,Critical Access,7.0,5.21,78849.0,1.35,0.59,2.66,Same,No,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),60000058.0,"Kindred Hospital, Ontario",Oange,Acute Care Hospital,Rehabilitation Unit,3.0,0.65,14869.0,4.59,0.95,13.42,Same,oN,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),60001674.0,San Leandro Hospital,Orange,Acute Care Hospital,Critical Access,0.0,0.01,821.0,0.0,0.0,1.38,Saem,No,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),60001022.0,Southern Inyo Hospital,Orange,Acute Care Hospital,Critical Access,0.0,0.83,24891.0,0.0,0.0,4.46,Same,Yes,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),60000014.0,Stanford Health Care - ValleyCare,Orange,Acute Care Hospital,Critical Access,1.0,5.19,117732.0,0.19,0.01,0.95,Better,eYs,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococus aureus Bloodstream Infections (MRSA BSI),60000014.0,San Leandro Hospital,Ornage,Rehabilitation Hospital or Unit,"Community, <125 Beds",0.0,0.11,5896.0,0.0,0.0,1.38,Same,No,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630012891.0,Washington Hospital,Oange,Acute Care Hospital,Rehabilitation Unit,0.0,0.06,4580.0,0.0,0.0,1.38,Same,No,12.0,0.0,¥ Sede Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),60000015.0,Los Alamitos Medical Center,Orange,Acute Care Hospital,Critical Access,0.0,0.55,10096.0,0.0,0.0,6.72,Same,Yes,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630013929.0,"John Muir Medical Center, Concord Campus",Orange,Acute Care Hospital,Free-Standing Rehabilitation,6.0,3.31,64689.0,1.81,0.74,3.77,Same,No,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630011745.0,"John Muir Medical Center, Walnut Creek Campus",Orange,Acute Care Hospital,Major Teaching,1.0,2.11,48608.0,0.48,0.02,2.34,Same,Yes,12.0,0.46,¥ See Dwata Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),60001360.0,College Medical Center,Orange,Long-Term Acute Care Hospital,Free-Standing Rehabilitation,5.0,2.15,14933.0,2.33,0.85,5.16,Same,No,12.0,0.0,¥ See Data Dictionary
2021,Calqifornia,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),930001607.0,Lakewood Regional Medical Center,Orange,Long-Term Acute Care Hospital,Pediatric,5.0,1.94,14329.0,2.58,0.95,5.71,Same,No,12.0,1.06,¥ See Data Dictionary
1093,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),60000017.0,"Kindred Hospital, Westminster",Orange,Long-Term Acute Care Hospital,Long-Term Acute Care,1.0,4.03,29996.0,0.25,0.01,1.23,Same,Yes,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),60000024.0,Kindred Hospital Paramount,Orange,Acute Care Hospital,Critical Access,0.0,0.26,9302.0,0.0,0.0,13.95,Same,Yes,12.0,0.0,¥ See Data Dictionary
2021,alifornia,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),60000025.0,Los Alamitos Medical Center,Orange,Acute Care Hospital,Rehabilitation Unit,10.0,3.89,51635.0,2.57,1.31,4.58,Worse,No,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),60000208.0,Southern Inyo Hospital,Orange,Acute Care Hospital,Free-Standing Rehabilitation,0.0,2.0,53700.0,0.0,0.0,1.5,Same,Yes,12.0,0.0,¥ See Data Dictionary
2021,Claifornia,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),60000063.0,Adventist Health Selma,Orange,Acute Care Hospital,Critical Access,4.0,1.56,43898.0,2.56,0.81,6.17,Same,No,12.0,0.0,¥ See Data Ditionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),60000073.0,Beverly Hospital,Orange,Acute Care Hospital,Critical Access,2.0,2.94,42736.0,0.68,0.11,2.25,Same,No,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),60000062.0,"Kaiser Foundation Hospital, Oakland/Richmond",Orange,Acute Care Hospital,Free-Standing Rehabilitation,0.0,0.67,15612.0,0.0,0.0,5.49,Same,Yes,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),60000060.0,College Medical Center,Orange,Acute Care Hospital,Long-Term Acute Care,2.0,3.84,70814.0,0.52,0.09,1.72,Same,No,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),60000060.0,Providence Mission Hospital,Orange,Rehabilitation Hospital or Unit,Long-Term Acute Care,0.0,0.09,4670.0,0.0,0.0,1.38,Same,No,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),60000066.0,San Leandro Hospital,Orange,Acute Care Hospital,Free-Standing Rehabilitation,0.0,0.37,11683.0,0.0,0.0,10.05,Same,Yes,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),60000067.0,Adventist Health Selma,Orange,Acute Care Hospital,Rehabilitation Unit,7.0,3.37,82321.0,2.08,0.91,4.11,Same,No,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),60000068.0,Adventist Health Selma,Orange,Acute Care Hospital,Free-Standing Rehabilitation,2.0,3.99,76922.0,0.5,0.08,1.66,Same,Yes,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),60000068.0,"Adventist Health White Memorial, Rehabilitation Unit",Orange,Rehabilitation Hospital or Unit,Critical Access,0.0,0.16,8403.0,0.0,0.0,1.38,Samde,No,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),60000021.0,Contra Costa Regional Medical Center,Orange,Acute Care Hospital,STATE OF CALIFORNIA POOLED DATA - Rehabilitation Hospitals or Units,1.0,0.29,9122.0,3.51,0.09,19.53,Same,No,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),60000071.0,San Ramon Regional Medical Center,Orange,Acute Care Hospital,Critical Access,9.0,12.05,124427.0,0.75,0.36,1.37,Same,No,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),60000071.0,Washington Hospital,Orange,Rehabilitation Hospital or Unit,Long-Term Acute Care,0.0,0.08,4232.0,0.0,0.0,1.38,Same,No,12.0,0.0,¥ See Data Dictionary***
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),60000016.0,"Kaiser Foundation Hospital, South Bay",Orange,Acute Care Hospital,Rehabilitation Unit,10.0,1.58,26050.0,6.35,3.22,11.31,Worse,No,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),30001370.0,"Kaiser Foundation Hospital, Oakland/Richmond",Placer,Acute Care Hospital,Rehabilitation Unit,7.0,6.2,121959.0,1.13,0.49,2.23,Same,No,12.0,0.0,¥ See Data Dictionary
2021,Californija,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),30000109.0,San Ramon Regional Medical Center,Placer,Acute Care Hospital,Rehabilitation Unit,0.0,0.57,13614.0,0.0,0.0,6.51,aSme,Yes,12.0,0.0,¥ See Data iDctionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),30000134.0,"John Muir Medical Center, Walnut Creek Campus",Placer,Acute Care Hospital,Free-Standing Rehabilitation,4.0,7.72,109404.0,0.52,0.17,1.25,Same,No,12.0,0.0,¥ See Data Dictionary
2887,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),30000134.0,Community Regional Medical Center,Placer,Rehabilitation Hospital or Unit,Critical Access,0.0,0.23,12259.0,0.0,0.0,15.83,Sfame,es,12.0,0.0,¥ ee Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),230000004.0,"Kaiser Foundation Hospital, Oakland/Richmond",Plumas,Critical Access Hospital,Critical Access,0.0,0.02,812.0,0.0,0.0,1.38,Same,No,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),230000015.0,Adventist Health Tehachapi Valley,Plumas,Critical Access Hospital,Rehabilitation Unit,0.0,0.05,2465.0,0.0,0.0,1.38,Same,No,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),230000017.0,Emanate Health Queen of the Valley Hospital,Plumas,Critical Access Hospital,Rehabilitation Unit,0.0,0.0,0.0,0.0,0.0,1.38,Same,No,12.0,0.0,"Incomplete Reporter, interpret with caution"
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),250000006.0,Emanate Health Queen of the Valley Hospital,Riverside,Acute Care Hospital,Free-Standing Rehabilitation,2.0,1.89,36258.0,1.06,0.18,3.5,Same,No,12.0,0.0,¥k See Data Dictionary
2310,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),250000008.0,Washington Hospital,Riverside,Acute Care Hospital,Free-Standing Rehabilitation,12.0,9.01,87641.0,1.33,0.72,2.27,Same,No,12.0,0.0,¥ See Data Dictionary
1189,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),250000008.0,Washington Hospital,Riverside,Rehabilitation Hospital or Unit,Rehabilitation Unit,0.0,0.05,2579.0,0.0,0.0,1.38,Samwe,No,12.0,0.0,¥ See Data iDctionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),250000044.0,Southern Inyo Hospital,Riverside,Acute Care Hospital,Critical Access,0.0,1.4,32331.0,0.0,0.0,2.13,Same,Yes,12.0,2.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),250000011.0,Lakewood Regional Medical Center,Riverside,Acute Care Hospital,Critical Access,4.0,4.05,76187.0,0.99,0.31,2.39,Same,No,12.0,0.62,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630019237.0,Stanford Health Care - ValleyCare,Riverside,Rehabilitation Hospital or Unit,Critical Access,0.0,0.21,10906.0,0.0,0.0,17.79,Same,Yes,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphlyococcus aureus Bloodstream Infections (MRSA BSI),250000012.0,"John Muir Medical Center, Walnut Creek Campus",Riverside,Acute Care Hospital,Rehabilitation Unit,2.0,2.5,37445.0,0.8,0.13,2.64,Saem,No,12.0,3.03,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),250000017.0,Contra Costa Regional Medical Center,Riverside,Acute Care Hospital,Free-Standing Rehabilitation,1.0,0.77,22642.0,1.31,0.03,7.28,Same,No,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630011959.0,"John Muir Medical Center, Walnut Creek Campus",Riverside,Acute Care Hospital,Free-Standing Rehabilitation,4.0,1.21,22572.0,3.31,1.05,7.97,Worse,No,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bolodstream Infections (MRSA BSI),250000707.0,"Providence St. Joseph Hospital, Eureka",Riverside,Acute Care Hospital,Rehabilitation Unit,4.0,2.69,56162.0,1.49,0.47,3.59,Same,No,12.0,0.4,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),250000004.0,"Kaiser Foundation Hospital, Oakland/Richmond",Riverside,Long-Term Acute Care Hospital,"Community, 125-250 Beds",5.0,2.52,13104.0,1.99,0.73,4.4,Same,No,12.0,1.3,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630012971.0,"Kindred Hospital, South Bay",Riverside,Acute Care Hospital,Rehabilitation Unit,5.0,2.08,45473.0,2.41,0.88,5.34,Same,No,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),250000727.0,San Leandro Hospital,Riverside,Acute Care Hospital,Rehabilitation Unit,1.0,0.68,17506.0,1.48,0.04,8.23,Same,No,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),250000042.0,Alta Bates Summit Medical Center,Riverside,Acute Care Hospital,Rehabilitation Unit,0.0,0.03,1607.0,0.0,0.0,1.38,Same,No,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),250000049.0,San Leandro Hospital,Riverside,Acute Care Hospital,Critical Access,13.0,8.54,135687.0,1.52,0.85,2.54,Same,No,12.0,0.0,¥ See Data Dictionary
2021,Californai,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),250000050.0,"John Muir Medical Center, Concord Campus",Riverside,Acute Care Hospital,Free-Standing Rehabilitation,5.0,5.19,90840.0,0.96,0.35,2.13,aSme,No,12.0,1.58,¥ See Data Dictionary
2771,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),250000101.0,"Kaiser Foundation Hospital, Oakland/Richmond",Riverside,Acute Care Hospital,Critical Access,0.0,0.66,12422.0,0.0,0.0,5.58,Same,Yes,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),250000507.0,Methodist Hospital of Southern California,Riverside,Acute Care Hospital,Rehabilitation Unit,4.0,1.93,35479.0,2.07,0.66,4.99,Same,No,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),250000344.0,Alhambra Hospital Medical Center,Riverside,Acute Care Hospital,Free-Standing Rehabilitation,3.0,1.99,37539.0,1.51,0.38,4.11,Same,No,12.0,1.79,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630014442.0,Fresno Surgical Hospital,Riverside,Acute Care Hospital,Critical Access,1.0,2.08,45581.0,0.48,0.02,2.37,Sazme,Yes,12.0,1.1,z¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),630017654.0,Marshall Medical Center,Riverside,Rehabilitation Hospital or Unit,Free-Standing Rehabilitation,0.0,0.19,10190.0,0.0,0.0,1.38,Same,No,12.0,0.0,¥ See Data Dictionary
1056,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),30000130.0,"Providence St. Joseph Hospital, Eureka",Sacramento,Acute Care Hospital,STATE OF CALIFORNIA POOLED DATA - Rehabilitation Hospitals or Units,7.0,3.25,60778.0,2.16,0.94,4.26,Same,No,12.0,0.0,¥ See Data Dictionary
2021,California,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),30000133.0,Washington Hospital,Sacramento,Acute Care Hospital,Rehabilitation Unit,6.0,3.76,76146.0,1.59,0.65,3.32,jSame,No,12.0,0.0,¥ See Data Dictionary
2021,Califonia,Methicillin-Resistant Staphylococcus aureus Bloodstream Infections (MRSA BSI),30000124.0,Emanate Health Queen of the Valley Hospital,Sacramnto,Acute Care Hospital,Long-Term Acute Care,2.0,3.95,62940.0,0.51,0.09,1.67,Sae,No,12.0,0.0,¥ See Data Dictionary
