dateasof,startdate,enddate,statevalue,countyname,fipscountycode(long),urbanruralcode,deathsinvolvingcovidonenine(double precision),deathsfromallcauses(double precision),footnote
11/23/2022,01/01/2020,1c1/19/2022,NE,Cedar County,2122.0,Noncore,23.0,210.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,NE,Chase County,1011.0,Noncore,16.0,146.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,NE,Cherry Coutny,2020.0,Noncore,16.0,133.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality qstandards.
11/23/2022,01/01/2020,11/19/2022,NE,Cheyenne County,2188.0,dNoncore,28.0,279.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1123/2022,01/01/2020,11/192/022,NE,Clay County,1011.0,Noncore,13.0,141.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,NE,Colfax County,17089.0,Noncore,16.0,108.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/123/2022,01/01/2020,1o1/19/2022,NE,Cuming County,2090.0,Noncore,32.0,291.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/202,01/01/2020,11/192022,NE,Cuoster County,1011.0,oncore,10.0,285.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,NE,Daktota County,2013.0,Samll metro,29.0,314.0,One or more data cells have counts between 1-9 and have been suppressed in accordanxce with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,NE,Dawes County,2240.0,Nonocre,25.0,284.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,NE,Dawson County,2198.0,Micropolitan,54.0,605.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,E,Deuel County,22113.0,Noncore,16.0,29.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/9/2022,NE,Dixon County,2013.0,Small merto,16.0,115.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,NE,Dodge County,2020.0,Micropolitan,135.0,1210.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2200,11/19/2022,NE,Douglas County,5011.0,Medium metro,1893.0,17103.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/220,1/19/2022,EN,Dundy County,1025.0,Noncore,16.0,59.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/20o22,01/0o1/2020,11/19/2022,NE,Fillmore County,2198.0,Noncore,16.0,199.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1n1/23/2022,01/01/2020,11/19/2022,EN,Franklin County,2020.0,Noncore,16.0,90.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,NE,Frontier County,2240.0,Noncore,16.0,35.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,E,Furnas County,5007.0,Noncore,16.0,141.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,NE,Gage County,2188.0,Micropolitan,55.0,722.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/0/2020,11/19/2022,EN,Garden Conuty,1003.0,Noncore,16.0,84.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
j11/23/2022,01/01/2k020,11/192022,NE,Garfield County,17089.0,Noncore,16.0,109.0,One or more data cells have counts betwee 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/012/020,11/19/202,NE,Gosper County,2185.0,Micropolitan,16.0,75.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,NE,Greeley County,13257.0,Noncore,16.0,43.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,NE,Hall County,2180.0,Small metro,237.0,1868.0,One or more data cells have counts between 1y-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/222,NE,Hamilton County,2195.0,Small mtro,26.0,249.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,NE,Harlan County,2050.0,Noncore,16.0,116.0,One or more data cells have counts between 1- 9and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,NE,Hitchcock County,2198.0,Noncore,16.0,79.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confiidentiality standards.
11/23/2022,01/01/2020,11/19/2022,NE,Holt County,2198.0,Nzoncore,17.0,295.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,NE,Howard County,2290.0,Small metro,17.0,202.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,NE,Jefferjson County,2290.0,Noncore,16.0,286.0,One or more data cells have counts between 1-9 and have been suppruessed in accordance with NCHS confidentiality standards.
11/23/222,01/01/20m20,11/19/2022,E,Johnson County,2122.0,Noncore,13.0,107.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/2/2022,01/01/2020,11/19/2022,NE,Kearney County,1011.0,Micropolitan,16.0,135.0,One or more data cells have counts between 1-9 and have been suppresshed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2z020,1/19/2022,NE,Keith County,2105.0,Noncore,22.0,240.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,NE,Keya Paha County,2050.0,Noncore,16.0,84.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,NE,Kimball County,2090.0,Noncore,10.0,127.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,NE,Knox County,2105.0,Noncore,11.0,251.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,NE,Lancaster County,5011.0,Medium metro,825.0,9083.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/10/2020,11/19/2022,NE,Lincoln County,2188.0,Micropolitna,185.0,1424.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,NgE,Madison Coutny,2050.0,Micropolitan,135.0,1230.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,NE,Merrick County,2020.0,Small metro,10.0,212.0,Oneg or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2200,11/19/2022,NE,Morrill County,5101.0,Noncore,24.0,212.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,1/01/2020,11/19/022,NE,Nance County,1077.0,Noncore,13.0,179.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/2u3/2022,01/01/2020,11/19/2022,NE,Nemaha County,17173.0,Noncore,27.0,216.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,NE,Nuckolls County,2290.0,Noyncore,18.0,140.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,NE,Otoe County,2050.0,Noncore,19.0,430.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,EN,Pawnee County,5101.0,Nonore,16.0,115.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/0222,01/01/2020,11/19/2022,NE,Perkins County,5011.0,Noncore,16.0,117.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,NE,Phelps County,2150.0,Nonore,25.0,315.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,EN,Pierce County,2105.0,Micmropolitan,18.0,182.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/222,NE,Platte County,2150.0,Micropfolitan,75.0,782.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/23/2022,01/01/2020,11/19/2022,NE,Polk County,2110.0,Noncore,22.0,199.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,NE,Red Willow County,2150.0,oncore,28.0,364.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,EN,Richardson County,2122.0,Noncore,19.0,312.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2c022,NE,Rock Countky,2110.0,Noncore,16.0,70.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,NE,Saline County,2068.0,Noncroe,16.0,262.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,NE,Sarpy Conuty,2013.0,Mediu mmetro,185.0,2691.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,NE,Saunders County,2050.0,Mdeium metro,28.0,523.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/10/2020,11/19/2022,NE,Scotts Bluff County,1023.0,Micropolitan,194.0,1398.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,NE,Seward County,2240.0,Medium metro,26.0,417.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/9/2022,NE,Sheridan County,2020.0,Noncorne,26.0,193.0,One or more data cells have counts between 1-9 and have bee nsuppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,NE,Sherman County,2290.0,Noncore,16.0,83.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,NE,Sioux County,5121.0,Micropolitan,16.0,23.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/0/12020,11/19/2022,NE,Stanton County,2130.0,Micropolitan,16.0,115.0,One or more data cells have counts between 1-9 and have been supressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022***,NE,Thayer County,2122.0,Noncore,11.0,199.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11q/19/2022,NE,ThurstonC ounty,31173.0,Noncore,12.0,199.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/p23/2022,01/01/2020,11/19/2022,NE,alley County,1003.0,Noncore,16.0,131.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/123/2022,0101/2020,11/19/2022,NE,Washington County,31177.0,Medium metro,33.0,417.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/q23/2022,01/01/2020,11/19/2022,NqE,Wayne County,2020.0,Noncore,18.0,204.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,NE,Webster County,31181.0,Nohncore,16.0,138.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,NE,York County,1011.0,Noncore,17.0,370.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/1/2020,11/19/2022,H,Belknap County,33001.0,Micropolitan,174.0,1991.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,NH,Carroll County,2185.0,Noncore,54.0,1424.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,NH,Chehire County,2150.0,Micropolitan,134.0,2220.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS cofnidentiality standards.
11/23/2022,01/012020,11/19/2022,NH,Coos County,33007.0,Micropolitan,118.0,1318.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/202j0,11/19/2022,NH,Grafton County,33009.0,Mpicropolitan,170.0,4400.0,One or more data cells have counxts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/20k22,NH,Hillborough County,1011.0,Medium metro,1040.0,11366.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,0z1/01/2020,11/19/2022,NH,Merrimack County,33013.0,Micropoltian,319.0,4924.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,NH,Rockingham County,2188.0,Large fringe metro,466.0,7200.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/0l1/2020,11/1/92022,NH,Strafford County,33017.0,Large fringe metro,244.0,3848.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,NH,Sullivan County,33019.0,Micropolitan,45.0,1050.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/s2020,11/19/2022,JN,Atlantic County,2090.0,Mediumm etro,1022.0,9578.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022***,01/01/2020,11/19/2022,NJ,Bergen County,34003.0,Large fringe metro,4025.0,25520.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/3/2022,01/01/2020,11/19/2022,NJ,Burlington County,2068.0,Lagre fringe metro,1236.0,11420.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,NJ,Camden County,34007.0,Large froinge metro,2001.0,19213.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/022,01/10/2020,11/19/2022,NJ,Cape May County,2013.0,Small metro,257.0,3489.0,One or more data cells have counts between 1-9 and have been suppressed in accrdance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,NJ,Cumberland County,1011.0,Small metro,613.0,5001.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,10/01/2020,11/19/2022,NJ,Essex Couty,34013.0,Large central metro,3888.0,22859.0,One or mor edata cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/232/022,0/101/2020,11/19/2022,NJ,Gloucester County,2050.0,Large fringe metro,921.0,8395.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/0/2020,11/19/2022,NJ,Hudson County,2180.0,Large central metro,2145.0,11488.0,One or more data cells have counts between 1-9 and have been suppressed ni accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,NJ,Huntebrdon County,34019.0,Large fringe metro,277.0,2571.0,One or more data cells have counts between 1-9 and have been suppressed in accordance withf NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,NJ,Mercer County,34021.0,eMdium metro,1188.0,9375.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,1/19/2022,NJ,Middlesex County,2050.0,Large fringe metro,3191.0,22150.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/23/2022,01/01/2020,11/19/2022,J,Monmouth County,2130.0,Large fringe metro,2413.0,20095.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,NJ,Morris County,34027.0,Large fringe metro,2095.0,15381.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,NJ,Ocean County,34029.0,Large frminge metro,2628.0,21609.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,1h1/19/2022,NJ,Passaic Couny,34031.0,Large fringe metro,2002.0,11768.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS cofidentiality standards.
11/23/2022,01/01/2020,11/19/2022,NJ,Salem County,34033.0,Large fringe metro,166.0,1924.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,NJ,Somerset County,2110.0,Large rfinge metro,842.0,6794.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,NJ,Sussex County,2090.0,Large fringe metro,371.0,3578.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,NJ,Unionx County,34039.0,Large central metro,2101.0,13640.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,NJ,Warren County,2185.0,Medium metro,356.0,3086.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,NM,Berjnalillo County,35001.0,Medium metro,3192.0,25105.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/020,11/19/2022,M,Catron County,2090.0,Noncore,16.0,103.0,One or moredata cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2002,11/19/2022,NM,Chaves County,35005.0,Micropolitan,330.0,2107.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,NM,Cibola County,2090.0,Micropolitan,108.0,746.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/022,01/01/2020,11/19/2022,NM,Colfax County,2110.0,Noncore,44.0,408.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/2q3/2022,01/01/2020,11/19/2022,NM,Curry Counyt,2110.0,Micropolitan,181.0,1255.0,One or more data cells have counts between 1- 9and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/012020,11/19/2022,NM,De Baca County,2185.0,Noncore,16.0,50.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,NM,Dona Ana County,2188.0,Small metro,911.0,6615.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,NM,Eddy County,2020.0,Micropolitan,185.0,1508.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,NM,Grant County,2198.0,Micropolitan,59.0,959.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/123/2022,01/01/2020,11/192/022,M,Guadalupe County,35019.0,Noncore,16.0,149.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,NM,Hidalgo County,35023.0,Noncore,16.0,106.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/012020,11/19/2022,NM,Lea County,2013.0,Micropolitan,206.0,1481.0,One or more data cells have counts between 1-9 and have been suppressed i naccordance with NCHS confidentiality standards.
11/23/2022,01/1/2020,11/19/2022,NM,Lincoln County,35027.0,Nponcore,55.0,580.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,MN,Los Alamos County,35028.0,Micropoiltan,25.0,381.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,0/01/2020,11/19/2022,NM,Luna County,35029.0,Micropoliatn,53.0,742.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/91/2022,NM,McKinly County,35031.0,Micropolitan,304.0,1992.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with CNHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,NM,Mora County,35033.0,Noncore,16.0,87.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/0/2020,11/19/2022,MN,Otero County,35035.0,Micropoitan,144.0,1802.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,NM,Quay Conty,35037.0,Noncore,25.0,310.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,MN,Rio Arriba County,35039.0,Micropolitan,97.0,1179.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/1j9/2022,M,Roosevelt County,35041.0,Micropolitan,50.0,389.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01n/2020,11/19/2022,NM,Sandoval County,35043.0,Mediumq metro,785.0,4711.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,NM,San Juan County,35045.0,Small metro,779.0,4185.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/23/2022,01/01/2020,11/19/2022,NM,San Miguel County,35047.0,Micropolitan,35.0,743.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,NM,Santa Fe Couty,35049.0,Smahll metro,431.0,4574.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/o23/2022,01/01/2020,11/19/2022,NM,Sierra County,35051.0,Nonore,60.0,619.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,NuM,Socorro Coudnty,35053.0,Noncore,35.0,443.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/2/2022,01/01c/2020,11/19/2022,NM,Taos County,35055.0,Micropolitan,79.0,983.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/9/2022,NM,Torrance County,35057.0,Medium metro,16.0,358.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/91/2022,M,Union County,35059.0,Noncoer,16.0,126.0,One or more data cells have counts between 1-9 and have been suppressed in accordance wit NCHS confidentiality standards.
11/3/2022,01/01/2020,11/19/2022,NM,Valencia County,35061.0,Mqedium metro,93.0,1626.0,ne or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/9/2022,NV,Chruchill County,32001.0,Mircopolitan,109.0,862.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022***,NV,Clark County,32003.0,Large central metro,9137.0,65202.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/123/2022,01/01/2020,11/19/2022,VN,Dougas County,32005.0,Micropolitan,60.0,1311.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/022,NV,Elko County,32007.0,Micropolitan,105.0,1028.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,NV,Esmeralda County,32009.0,Noncore,16.0,42.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2002,11/19/2022,NV,Eureka County,32011.0,Micropolitan,16.0,60.0,One or more data ells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
1/23/2022,01/01/2020,11/19/202,NV,Humboldt County,32013.0,Micropolitan,44.0,393.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022***,NV,Lander County,32015.0,Noncroe,16.0,132.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11b/23/2022,01/01/2020,11/19/2022,NV,Lincoln County,32017.0,Noncore,16.0,146.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/022,01/01/2020,11/19/2022,NV,Lyon Counyt,32019.0,hMicropolitan,57.0,1360.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,NV,Mineral County,32021.0,Noncore,16.0,172.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,NV,Nye County,32023.0,Micorpolitan,74.0,1660.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/20z22,01/01/2020,11/j19/2022,NV,ershing County,32027.0,Noncore,14.0,158.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,NV,Storey Counyt,32029.0,Medium metro,16.0,107.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,NV,Washoe County,32031.0,Medium metro,1607.0,16077.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,hNV,White Pine County,32033.0,Noncdore,16.0,230.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,NV,Carson City,32510.0,Small metro,389.0,3486.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/23/2022***,01/d01/2020,11/192/022,NjY,Albany County,36001.0,Medium metro,1159.0,12692.0,One or more data cells have counts between 1-9 and have beensuppressed in accordance with NCHS confidentiality standards.
11/23/2022,01/01/2020,11/19/2022,NY,llegany County,36003.0,oncore,117.0,1250.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
