OBJECTID,ElmType,SciName,CommonName,ElmCode,FedStatus,CalStatus,CDFWStatus,RPlantRank,CountyName,CountyCode,DataStatus,TaxonSort
6625,Plants - Vascular,Calycadenia micrantha,small-flowered calycadenia,PDAST1P0C0,None,None,-,1B.2,Monterey,MNT,Mapped,Plants - Vascular - Asteraceae - Calycadenia micrantha
6626,Plants - Vascular,Cirsium occidentale var. compactum,compact cobwebby thistle,PDAST2E1Z1,None,None,-,1B.2,Monterey,MNT,Mapped,Plants - Vascular - Asteraceae - Cirsium occidentale var. compactum
6627,Plants - Vascular,Corethrogyne leucophylla,branching beach aster,PDAST2M030,None,None,-,3.2,Monterey,MNT,Unprocessed,Plants - Vascular - Asteraceae - Corethrogyne leucophylla
6628,Plants - Vascular,Ericameria fasciculata,Eastwood's goldenbush,PDAST3L080,None,None,-,1B.1,Monterey,MNT,Mapped and Unprocessed,Plants - Vascular - Asteraceae - Ericameria fasciculata
6629,Plants - Vascular,Deinandra halliana,Hall's tarplant,PDAST4R0C0,None,None,-,1B.2,Monterey,MNT,Mapped,Plants - Vascular - Asteraceae - Deinandra halliana
6630,Plants - Vascular,Centromadia parryi ssp. congdonii,Congdon's tarplant,PDAST4R0P1,None,None,-,1B.1,Monterey,MNT,Mapped and Unprocessed,Plants - Vascular - Asteraceae - Centromadia parryi ssp. congdonii
6631,Plants - Vascular,Holocarpha macradenia,Santa Cruz tarplant,PDAST4X020,Threatened,Endangered,-,1B.1,Monterey,MNT,Mapped,Plants - Vascular - Asteraceae - Holocarpha macradenia
6632,Plants - Vascular,Isocoma menziesii var. diabolica,Satan's goldenbush,PDAST57092,None,None,-,4.2,Monterey,MNT,Unprocessed,Plants - Vascular - Asteraceae - Isocoma menziesii var. diabolica
6633,Plants - Vascular,Lagophylla diabolensis,Diablo Range hare-leaf,PDAST5J060,None,None,-,1B.2,Monterey,MNT,Mapped,Plants - Vascular - Asteraceae - Lagophylla diabolensis
6634,Plants - Vascular,Lasthenia conjugens,Contra Costa goldfields,PDAST5L040,Endangered,None,-,1B.1,Monterey,MNT,Mapped,Plants - Vascular - Asteraceae - Lasthenia conjugens
6635,Plants - Vascular,Lasthenia ferrisiae,Ferris' goldfields,PDAST5L070,None,None,-,4.2,Monterey,MNT,Unprocessed,Plants - Vascular - Asteraceae - Lasthenia ferrisiae
6636,Plants - Vascular,Lasthenia leptalea,Salinas Valley goldfields,PDAST5L0B0,None,None,-,4.3,Monterey,MNT,Unprocessed,Plants - Vascular - Asteraceae - Lasthenia leptalea
6637,Plants - Vascular,Layia carnosa,beach layia,PDAST5N010,Threatened,Endangered,-,1B.1,Monterey,MNT,Mapped and Unprocessed,Plants - Vascular - Asteraceae - Layia carnosa
6638,Plants - Vascular,Layia heterotricha,pale-yellow layia,PDAST5N070,None,None,-,1B.1,Monterey,MNT,Mapped,Plants - Vascular - Asteraceae - Layia heterotricha
6639,Plants - Vascular,Lessingia hololeuca,woolly-headed lessingia,PDAST5S030,None,None,-,3,Monterey,MNT,Unprocessed,Plants - Vascular - Asteraceae - Lessingia hololeuca
6640,Plants - Vascular,Lessingia tenuis,spring lessingia,PDAST5S0B0,None,None,-,4.3,Monterey,MNT,Unprocessed,Plants - Vascular - Asteraceae - Lessingia tenuis
6641,Plants - Vascular,Madia radiata,showy golden madia,PDAST650E0,None,None,-,1B.1,Monterey,MNT,Mapped and Unprocessed,Plants - Vascular - Asteraceae - Madia radiata
6642,Plants - Vascular,Malacothrix saxatilis var. arachnoidea,Carmel Valley malacothrix,PDAST660C2,None,None,-,1B.2,Monterey,MNT,Mapped,Plants - Vascular - Asteraceae - Malacothrix saxatilis var. arachnoidea
6643,Plants - Vascular,Micropus amphibolus,Mt. Diablo cottonweed,PDAST6D030,None,None,-,3.2,Monterey,MNT,Unprocessed,Plants - Vascular - Asteraceae - Micropus amphibolus
6644,Plants - Vascular,Stebbinsoseris decipiens,Santa Cruz microseris,PDAST6E050,None,None,-,1B.2,Monterey,MNT,Mapped,Plants - Vascular - Asteraceae - Stebbinsoseris decipiens
6645,Plants - Vascular,Microseris paludosa,marsh microseris,PDAST6E0D0,None,None,-,1B.2,Monterey,MNT,Mapped and Unprocessed,Plants - Vascular - Asteraceae - Microseris paludosa
6646,Plants - Vascular,Monolopia gracilens,woodland woollythreads,PDAST6G010,None,None,-,1B.2,Monterey,MNT,Mapped,Plants - Vascular - Asteraceae - Monolopia gracilens
6647,Plants - Vascular,Pentachaeta exilis ssp. aeolica,San Benito pentachaeta,PDAST6X041,None,None,-,1B.2,Monterey,MNT,Mapped and Unprocessed,Plants - Vascular - Asteraceae - Pentachaeta exilis ssp. aeolica
6648,Plants - Vascular,Senecio aphanactis,chaparral ragwort,PDAST8H060,None,None,-,2B.2,Monterey,MNT,Mapped,Plants - Vascular - Asteraceae - Senecio aphanactis
6649,Plants - Vascular,Senecio astephanus,San Gabriel ragwort,PDAST8H090,None,None,-,4.3,Monterey,MNT,Unprocessed,Plants - Vascular - Asteraceae - Senecio astephanus
6650,Plants - Vascular,Stylocline masonii,Mason's neststraw,PDAST8Y080,None,None,-,1B.1,Monterey,MNT,Mapped,Plants - Vascular - Asteraceae - Stylocline masonii
6651,Plants - Vascular,Syntrichopappus lemmonii,Lemmon's syntrichopappus,PDAST90020,None,None,-,4.3,Monterey,MNT,Unprocessed,Plants - Vascular - Asteraceae - Syntrichopappus lemmonii
6652,Plants - Vascular,Carlquistia muirii,Muir's tarplant,PDASTDU010,None,None,-,1B.3,Monterey,MNT,Mapped and Unprocessed,Plants - Vascular - Asteraceae - Carlquistia muirii
6653,Plants - Vascular,Erigeron conditii,Condit's fleabane daisy,PDASTE10N0,None,None,-,1B.1,Monterey,MNT,Mapped,Plants - Vascular - Asteraceae - Erigeron conditii
6654,Plants - Vascular,Hesperevax caulescens,hogwallow starfish,PDASTE5020,None,None,-,4.2,Monterey,MNT,Unprocessed,Plants - Vascular - Asteraceae - Hesperevax caulescens
6655,Plants - Vascular,Amsinckia douglasiana,Douglas' fiddleneck,PDBOR01010,None,None,-,4.2,Monterey,MNT,Unprocessed,Plants - Vascular - Boraginaceae - Amsinckia douglasiana
6656,Plants - Vascular,Cryptantha rattanii,Rattan's cryptantha,PDBOR0A2H0,None,None,-,4.3,Monterey,MNT,Unprocessed,Plants - Vascular - Boraginaceae - Cryptantha rattanii
6657,Plants - Vascular,Plagiobothrys chorisianus var. chorisianus,Choris' popcornflower,PDBOR0V061,None,None,-,1B.2,Monterey,MNT,Mapped,Plants - Vascular - Boraginaceae - Plagiobothrys chorisianus var. chorisianus
6658,Plants - Vascular,Plagiobothrys chorisianus var. hickmanii,Hickman's popcornflower,PDBOR0V062,None,None,-,4.2,Monterey,MNT,Unprocessed,Plants - Vascular - Boraginaceae - Plagiobothrys chorisianus var. hickmanii
6659,Plants - Vascular,Plagiobothrys uncinatus,hooked popcornflower,PDBOR0V170,None,None,-,1B.2,Monterey,MNT,Mapped and Unprocessed,Plants - Vascular - Boraginaceae - Plagiobothrys uncinatus
6660,Plants - Vascular,Arabis blepharophylla,coast rockcress,PDBRA06040,None,None,-,4.3,Monterey,MNT,Unprocessed,Plants - Vascular - Brassicaceae - Arabis blepharophylla
6661,Plants - Vascular,Caulanthus lemmonii,Lemmon's jewelflower,PDBRA0M0E0,None,None,-,1B.2,Monterey,MNT,Mapped,Plants - Vascular - Brassicaceae - Caulanthus lemmonii
6662,Plants - Vascular,Erysimum ammophilum,sand-loving wallflower,PDBRA16010,None,None,-,1B.2,Monterey,MNT,Mapped and Unprocessed,Plants - Vascular - Brassicaceae - Erysimum ammophilum
6663,Plants - Vascular,Erysimum menziesii,Menzies' wallflower,PDBRA160R0,Endangered,Endangered,-,1B.1,Monterey,MNT,Mapped and Unprocessed,Plants - Vascular - Brassicaceae - Erysimum menziesii
6664,Plants - Vascular,Streptanthus albidus ssp. peramoenus,most beautiful jewelflower,PDBRA2G012,None,None,-,1B.2,Monterey,MNT,Mapped and Unprocessed,Plants - Vascular - Brassicaceae - Streptanthus albidus ssp. peramoenus
6665,Plants - Vascular,Streptanthus insignis ssp. insignis,plumed jewelflower,PDBRA2G0Q2,None,None,-,4.3,Monterey,MNT,Unprocessed,Plants - Vascular - Brassicaceae - Streptanthus insignis ssp. insignis
6666,Plants - Vascular,Tropidocarpum capparideum,caper-fruited tropidocarpum,PDBRA2R010,None,None,-,1B.1,Monterey,MNT,Mapped,Plants - Vascular - Brassicaceae - Tropidocarpum capparideum
6667,Plants - Vascular,Githopsis tenella,delicate bluecup,PDCAM07070,None,None,-,1B.3,Monterey,MNT,Mapped,Plants - Vascular - Campanulaceae - Githopsis tenella
6668,Plants - Vascular,Legenere limosa,legenere,PDCAM0C010,None,None,-,1B.1,Monterey,MNT,Mapped,Plants - Vascular - Campanulaceae - Legenere limosa
6669,Plants - Vascular,Nemacladus gracilis,graceful nemacladus,PDCAM0F030,None,None,-,4.3,Monterey,MNT,Unprocessed,Plants - Vascular - Campanulaceae - Nemacladus gracilis
6670,Plants - Vascular,Nemacladus secundiflorus var. robbinsii,Robbins' nemacladus,PDCAM0F0B2,None,None,-,1B.2,Monterey,MNT,Mapped,Plants - Vascular - Campanulaceae - Nemacladus secundiflorus var. robbinsii
6671,Plants - Vascular,Atriplex coronata var. coronata,crownscale,PDCHE040C3,None,None,-,4.2,Monterey,MNT,Unprocessed,Plants - Vascular - Chenopodiaceae - Atriplex coronata var. coronata
6672,Plants - Vascular,Atriplex coronata var. vallicola,Lost Hills crownscale,PDCHE04371,None,None,-,1B.2,Monterey,MNT,Mapped,Plants - Vascular - Chenopodiaceae - Atriplex coronata var. vallicola
6673,Plants - Vascular,Calystegia collina ssp. venusta,South Coast Range morning-glory,PDCON04034,None,None,-,4.3,Monterey,MNT,Unprocessed,Plants - Vascular - Convolvulaceae - Calystegia collina ssp. venusta
6674,Plants - Vascular,Convolvulus simulans,small-flowered morning-glory,PDCON05060,None,None,-,4.2,Monterey,MNT,Unprocessed,Plants - Vascular - Convolvulaceae - Convolvulus simulans
6675,Plants - Vascular,Arctostaphylos cruzensis,Arroyo de la Cruz manzanita,PDERI040B0,None,None,-,1B.2,Monterey,MNT,Mapped,Plants - Vascular - Ericaceae - Arctostaphylos cruzensis
6676,Plants - Vascular,Arctostaphylos hookeri ssp. hookeri,Hooker's manzanita,PDERI040J1,None,None,-,1B.2,Monterey,MNT,Mapped and Unprocessed,Plants - Vascular - Ericaceae - Arctostaphylos hookeri ssp. hookeri
6677,Plants - Vascular,Arctostaphylos hooveri,Hoover's manzanita,PDERI040K0,None,None,-,4.3,Monterey,MNT,Unprocessed,Plants - Vascular - Ericaceae - Arctostaphylos hooveri
6678,Plants - Vascular,Arctostaphylos montereyensis,Toro manzanita,PDERI040R0,None,None,-,1B.2,Monterey,MNT,Mapped and Unprocessed,Plants - Vascular - Ericaceae - Arctostaphylos montereyensis
6679,Plants - Vascular,Arctostaphylos obispoensis,Bishop manzanita,PDERI040X0,None,None,-,4.3,Monterey,MNT,Unprocessed,Plants - Vascular - Ericaceae - Arctostaphylos obispoensis
6680,Plants - Vascular,Arctostaphylos pajaroensis,Pajaro manzanita,PDERI04100,None,None,-,1B.1,Monterey,MNT,Mapped and Unprocessed,Plants - Vascular - Ericaceae - Arctostaphylos pajaroensis
6681,Plants - Vascular,Arctostaphylos pumila,sandmat manzanita,PDERI04180,None,None,-,1B.2,Monterey,MNT,Mapped and Unprocessed,Plants - Vascular - Ericaceae - Arctostaphylos pumila
6682,Plants - Vascular,Arctostaphylos edmundsii,Little Sur manzanita,PDERI04260,None,None,-,1B.2,Monterey,MNT,Mapped and Unprocessed,Plants - Vascular - Ericaceae - Arctostaphylos edmundsii
6683,Plants - Vascular,Arctostaphylos gabilanensis,Gabilan Mountains manzanita,PDERI042X0,None,None,-,1B.2,Monterey,MNT,Mapped,Plants - Vascular - Ericaceae - Arctostaphylos gabilanensis
6684,Plants - Vascular,Astragalus macrodon,Salinas milk-vetch,PDFAB0F520,None,None,-,4.3,Monterey,MNT,Unprocessed,Plants - Vascular - Fabaceae - Astragalus macrodon
6685,Plants - Vascular,Astragalus nuttallii var. nuttallii,ocean bluff milk-vetch,PDFAB0F641,None,None,-,4.2,Monterey,MNT,Unprocessed,Plants - Vascular - Fabaceae - Astragalus nuttallii var. nuttallii
6686,Plants - Vascular,Astragalus tener var. tener,alkali milk-vetch,PDFAB0F8R1,None,None,-,1B.2,Monterey,MNT,Mapped,Plants - Vascular - Fabaceae - Astragalus tener var. tener
6687,Plants - Vascular,Astragalus tener var. titi,coastal dunes milk-vetch,PDFAB0F8R2,Endangered,Endangered,-,1B.1,Monterey,MNT,Mapped,Plants - Vascular - Fabaceae - Astragalus tener var. titi
6688,Plants - Vascular,Hosackia gracilis,harlequin lotus,PDFAB2A0D0,None,None,-,4.2,Monterey,MNT,Unprocessed,Plants - Vascular - Fabaceae - Hosackia gracilis
6689,Plants - Vascular,Lupinus albifrons var. abramsii,Abrams' lupine,PDFAB2B010,None,None,-,3.2,Monterey,MNT,Unprocessed,Plants - Vascular - Fabaceae - Lupinus albifrons var. abramsii
6690,Plants - Vascular,Lupinus cervinus,Santa Lucia lupine,PDFAB2B0X0,None,None,-,4.3,Monterey,MNT,Unprocessed,Plants - Vascular - Fabaceae - Lupinus cervinus
6691,Plants - Vascular,Lupinus tidestromii,Tidestrom's lupine,PDFAB2B3Y0,Endangered,Endangered,-,1B.1,Monterey,MNT,Mapped and Unprocessed,Plants - Vascular - Fabaceae - Lupinus tidestromii
6692,Plants - Vascular,Trifolium hydrophilum,saline clover,PDFAB400R5,None,None,-,1B.2,Monterey,MNT,Mapped,Plants - Vascular - Fabaceae - Trifolium hydrophilum
6693,Plants - Vascular,Trifolium polyodon,Pacific Grove clover,PDFAB402H0,None,Rare,-,1B.1,Monterey,MNT,Mapped and Unprocessed,Plants - Vascular - Fabaceae - Trifolium polyodon
6694,Plants - Vascular,Trifolium trichocalyx,Monterey clover,PDFAB402J0,Endangered,Endangered,-,1B.1,Monterey,MNT,Mapped,Plants - Vascular - Fabaceae - Trifolium trichocalyx
6695,Plants - Vascular,Trifolium buckwestiorum,Santa Cruz clover,PDFAB402W0,None,None,-,1B.1,Monterey,MNT,Mapped,Plants - Vascular - Fabaceae - Trifolium buckwestiorum
6696,Plants - Vascular,Ribes sericeum,Santa Lucia gooseberry,PDGRO021F0,None,None,-,4.3,Monterey,MNT,Unprocessed,Plants - Vascular - Grossulariaceae - Ribes sericeum
6697,Plants - Vascular,Acanthomintha lanceolata,Santa Clara thorn-mint,PDLAM01020,None,None,-,4.2,Monterey,MNT,Unprocessed,Plants - Vascular - Lamiaceae - Acanthomintha lanceolata
6698,Plants - Vascular,Acanthomintha obovata ssp. obovata,San Benito thorn-mint,PDLAM01032,None,None,-,4.2,Monterey,MNT,Unprocessed,Plants - Vascular - Lamiaceae - Acanthomintha obovata ssp. obovata
6699,Plants - Vascular,Acanthomintha obovata ssp. cordata,heart-leaved thorn-mint,PDLAM01033,None,None,-,4.2,Monterey,MNT,Unprocessed,Plants - Vascular - Lamiaceae - Acanthomintha obovata ssp. cordata
6700,Plants - Vascular,Monardella antonina ssp. antonina,San Antonio Hills monardella,PDLAM18011,None,None,-,3,Monterey,MNT,Unprocessed,Plants - Vascular - Lamiaceae - Monardella antonina ssp. antonina
6701,Plants - Vascular,Monardella palmeri,Palmer's monardella,PDLAM180H0,None,None,-,1B.2,Monterey,MNT,Mapped,Plants - Vascular - Lamiaceae - Monardella palmeri
6702,Plants - Vascular,Monardella sinuata ssp. nigrescens,northern curly-leaved monardella,PDLAM18162,None,None,-,1B.2,Monterey,MNT,Mapped and Unprocessed,Plants - Vascular - Lamiaceae - Monardella sinuata ssp. nigrescens
6703,Plants - Vascular,Pogogyne clareana,Santa Lucia mint,PDLAM1K020,None,Endangered,-,1B.2,Monterey,MNT,Mapped and Unprocessed,Plants - Vascular - Lamiaceae - Pogogyne clareana
6704,Plants - Vascular,Clinopodium mimuloides,monkey-flower savory,PDLAM1T040,None,None,-,4.2,Monterey,MNT,Unprocessed,Plants - Vascular - Lamiaceae - Clinopodium mimuloides
6705,Plants - Vascular,Malacothamnus abbottii,Abbott's bush-mallow,PDMAL0Q010,None,None,-,1B.1,Monterey,MNT,Mapped,Plants - Vascular - Malvaceae - Malacothamnus abbottii
6706,Plants - Vascular,Malacothamnus aboriginum,Indian Valley bush-mallow,PDMAL0Q020,None,None,-,1B.2,Monterey,MNT,Mapped and Unprocessed,Plants - Vascular - Malvaceae - Malacothamnus aboriginum
6707,Plants - Vascular,Malacothamnus davidsonii,Davidson's bush-mallow,PDMAL0Q040,None,None,-,1B.2,Monterey,MNT,Mapped,Plants - Vascular - Malvaceae - Malacothamnus davidsonii
6708,Plants - Vascular,Malacothamnus jonesii,Jones' bush-mallow,PDMAL0Q090,None,None,-,4.3,Monterey,MNT,Unprocessed,Plants - Vascular - Malvaceae - Malacothamnus jonesii
6709,Plants - Vascular,Malacothamnus palmeri var. involucratus,Carmel Valley bush-mallow,PDMAL0Q0B1,None,None,-,1B.2,Monterey,MNT,Mapped and Unprocessed,Plants - Vascular - Malvaceae - Malacothamnus palmeri var. involucratus
6710,Plants - Vascular,Malacothamnus palmeri var. lucianus,Arroyo Seco bush-mallow,PDMAL0Q0B2,None,None,-,1B.2,Monterey,MNT,Mapped and Unprocessed,Plants - Vascular - Malvaceae - Malacothamnus palmeri var. lucianus
6711,Plants - Vascular,Sidalcea hickmanii ssp. hickmanii,Hickman's checkerbloom,PDMAL110A2,None,None,-,1B.3,Monterey,MNT,Mapped and Unprocessed,Plants - Vascular - Malvaceae - Sidalcea hickmanii ssp. hickmanii
6712,Plants - Vascular,Sidalcea malachroides,maple-leaved checkerbloom,PDMAL110E0,None,None,-,4.2,Monterey,MNT,Mapped and Unprocessed,Plants - Vascular - Malvaceae - Sidalcea malachroides
6713,Plants - Vascular,Camissonia benitensis,San Benito evening-primrose,PDONA03030,Delisted,None,-,1B.1,Monterey,MNT,Mapped,Plants - Vascular - Onagraceae - Camissonia benitensis
6714,Plants - Vascular,Camissoniopsis hardhamiae,Hardham's evening-primrose,PDONA030N0,None,None,-,1B.2,Monterey,MNT,Mapped,Plants - Vascular - Onagraceae - Camissoniopsis hardhamiae
6715,Plants - Vascular,Clarkia breweri,Brewer's clarkia,PDONA05080,None,None,-,4.2,Monterey,MNT,Unprocessed,Plants - Vascular - Onagraceae - Clarkia breweri
6716,Plants - Vascular,Clarkia jolonensis,Jolon clarkia,PDONA050L0,None,None,-,1B.2,Monterey,MNT,Mapped and Unprocessed,Plants - Vascular - Onagraceae - Clarkia jolonensis
6717,Plants - Vascular,Clarkia lewisii,Lewis' clarkia,PDONA050N0,None,None,-,4.3,Monterey,MNT,Unprocessed,Plants - Vascular - Onagraceae - Clarkia lewisii
6718,Plants - Vascular,Aphyllon robbinsii,Robbins' broomrape,PDORO040Q0,None,None,-,1B.1,Monterey,MNT,Mapped,Plants - Vascular - Orobanchaceae - Aphyllon robbinsii
6719,Plants - Vascular,Eschscholzia hypecoides,San Benito poppy,PDPAP0A060,None,None,-,4.3,Monterey,MNT,Unprocessed,Plants - Vascular - Papaveraceae - Eschscholzia hypecoides
6720,Plants - Vascular,Meconella oregana,Oregon meconella,PDPAP0G030,None,None,-,1B.1,Monterey,MNT,Mapped,Plants - Vascular - Papaveraceae - Meconella oregana
6721,Plants - Vascular,Chorizanthe biloba var. immemora,Hernandez spineflower,PDPGN04025,None,None,-,1B.2,Monterey,MNT,Mapped and Unprocessed,Plants - Vascular - Polygonaceae - Chorizanthe biloba var. immemora
6722,Plants - Vascular,Chorizanthe breweri,Brewer's spineflower,PDPGN04050,None,None,-,1B.3,Monterey,MNT,Mapped,Plants - Vascular - Polygonaceae - Chorizanthe breweri
6723,Plants - Vascular,Chorizanthe douglasii,Douglas' spineflower,PDPGN040A0,None,None,-,4.3,Monterey,MNT,Unprocessed,Plants - Vascular - Polygonaceae - Chorizanthe douglasii
6724,Plants - Vascular,Chorizanthe palmeri,Palmer's spineflower,PDPGN040H0,None,None,-,4.2,Monterey,MNT,Unprocessed,Plants - Vascular - Polygonaceae - Chorizanthe palmeri
6725,Plants - Vascular,Chorizanthe pungens var. pungens,Monterey spineflower,PDPGN040M2,Threatened,None,-,1B.2,Monterey,MNT,Mapped and Unprocessed,Plants - Vascular - Polygonaceae - Chorizanthe pungens var. pungens
6726,Plants - Vascular,Chorizanthe rectispina,straight-awned spineflower,PDPGN040N0,None,None,-,1B.2,Monterey,MNT,Mapped and Unprocessed,Plants - Vascular - Polygonaceae - Chorizanthe rectispina
6727,Plants - Vascular,Chorizanthe ventricosa,potbellied spineflower,PDPGN040W0,None,None,-,4.3,Monterey,MNT,Unprocessed,Plants - Vascular - Polygonaceae - Chorizanthe ventricosa
6728,Plants - Vascular,Chorizanthe minutiflora,Fort Ord spineflower,PDPGN04100,None,None,-,1B.2,Monterey,MNT,Mapped and Unprocessed,Plants - Vascular - Polygonaceae - Chorizanthe minutiflora
6729,Plants - Vascular,Eriogonum argillosum,clay buckwheat,PDPGN080J0,None,None,-,4.3,Monterey,MNT,Unprocessed,Plants - Vascular - Polygonaceae - Eriogonum argillosum
6730,Plants - Vascular,Eriogonum butterworthianum,Butterworth's buckwheat,PDPGN080X0,None,Rare,-,1B.3,Monterey,MNT,Mapped and Unprocessed,Plants - Vascular - Polygonaceae - Eriogonum butterworthianum
6731,Plants - Vascular,Eriogonum eastwoodianum,Eastwood's buckwheat,PDPGN081V0,None,None,-,1B.3,Monterey,MNT,Mapped,Plants - Vascular - Polygonaceae - Eriogonum eastwoodianum
6732,Plants - Vascular,Eriogonum elegans,elegant wild buckwheat,PDPGN081Y0,None,None,-,4.3,Monterey,MNT,Unprocessed,Plants - Vascular - Polygonaceae - Eriogonum elegans
6733,Plants - Vascular,Eriogonum heermannii var. occidentale,western Heermann's buckwheat,PDPGN082P6,None,None,-,1B.2,Monterey,MNT,Mapped,Plants - Vascular - Polygonaceae - Eriogonum heermannii var. occidentale
6734,Plants - Vascular,Eriogonum nortonii,Pinnacles buckwheat,PDPGN08470,None,None,-,1B.3,Monterey,MNT,Mapped and Unprocessed,Plants - Vascular - Polygonaceae - Eriogonum nortonii
6735,Plants - Vascular,Eriogonum nudum var. indictum,protruding buckwheat,PDPGN08494,None,None,-,4.2,Monterey,MNT,Unprocessed,Plants - Vascular - Polygonaceae - Eriogonum nudum var. indictum
6736,Plants - Vascular,Eriogonum temblorense,Temblor buckwheat,PDPGN085P0,None,None,-,1B.2,Monterey,MNT,Mapped and Unprocessed,Plants - Vascular - Polygonaceae - Eriogonum temblorense
6737,Plants - Vascular,Eriogonum umbellatum var. bahiiforme,bay buckwheat,PDPGN086UB,None,None,-,4.2,Monterey,MNT,Unprocessed,Plants - Vascular - Polygonaceae - Eriogonum umbellatum var. bahiiforme
6738,Plants - Vascular,Aristocapsa insignis,Indian Valley spineflower,PDPGN0U010,None,None,-,1B.2,Monterey,MNT,Mapped,Plants - Vascular - Polygonaceae - Aristocapsa insignis
6739,Plants - Vascular,Systenotheca vortriedei,Vortriede's spineflower,PDPGN0W010,None,None,-,4.3,Monterey,MNT,Unprocessed,Plants - Vascular - Polygonaceae - Systenotheca vortriedei
6740,Plants - Vascular,Erythranthe hardhamiae,Santa Lucia monkeyflower,PDPHR01030,None,None,-,1B.1,Monterey,MNT,Mapped and Unprocessed,Plants - Vascular - Phrymaceae - Erythranthe hardhamiae
6741,Plants - Vascular,Eriastrum luteum,yellow-flowered eriastrum,PDPLM03080,None,None,-,1B.2,Monterey,MNT,Mapped,Plants - Vascular - Polemoniaceae - Eriastrum luteum
6742,Plants - Vascular,Eriastrum tracyi,Tracy's eriastrum,PDPLM030C0,None,Rare,-,3.2,Monterey,MNT,Unprocessed,Plants - Vascular - Polemoniaceae - Eriastrum tracyi
6743,Plants - Vascular,Eriastrum virgatum,virgate eriastrum,PDPLM030D0,None,None,-,4.3,Monterey,MNT,Unprocessed,Plants - Vascular - Polemoniaceae - Eriastrum virgatum
6744,Plants - Vascular,Gilia tenuiflora ssp. arenaria,Monterey gilia,PDPLM041P2,Endangered,Threatened,-,1B.2,Monterey,MNT,Mapped and Unprocessed,Plants - Vascular - Polemoniaceae - Gilia tenuiflora ssp. arenaria
6745,Plants - Vascular,Gilia tenuiflora ssp. amplifaucalis,trumpet-throated gilia,PDPLM041P4,None,None,-,4.3,Monterey,MNT,Unprocessed,Plants - Vascular - Polemoniaceae - Gilia tenuiflora ssp. amplifaucalis
6746,Plants - Vascular,Leptosiphon ambiguus,serpentine leptosiphon,PDPLM09020,None,None,-,4.2,Monterey,MNT,Unprocessed,Plants - Vascular - Polemoniaceae - Leptosiphon ambiguus
6747,Plants - Vascular,Leptosiphon grandiflorus,large-flowered leptosiphon,PDPLM090K0,None,None,-,4.2,Monterey,MNT,Unprocessed,Plants - Vascular - Polemoniaceae - Leptosiphon grandiflorus
6748,Plants - Vascular,Leptosiphon latisectus,broad-lobed leptosiphon,PDPLM09150,None,None,-,4.3,Monterey,MNT,Unprocessed,Plants - Vascular - Polemoniaceae - Leptosiphon latisectus
6749,Plants - Vascular,Navarretia nigelliformis ssp. radians,shining navarretia,PDPLM0C0J2,None,None,-,1B.2,Monterey,MNT,Mapped,Plants - Vascular - Polemoniaceae - Navarretia nigelliformis ssp. radians
6750,Plants - Vascular,Navarretia prostrata,prostrate vernal pool navarretia,PDPLM0C0Q0,None,None,-,1B.2,Monterey,MNT,Mapped,Plants - Vascular - Polemoniaceae - Navarretia prostrata
6751,Plants - Vascular,Calandrinia breweri,Brewer's calandrinia,PDPOR01020,None,None,-,4.2,Monterey,MNT,Unprocessed,Plants - Vascular - Montiaceae - Calandrinia breweri
6752,Plants - Vascular,Calyptridium parryi var. hesseae,Santa Cruz Mountains pussypaws,PDPOR09052,None,None,-,1B.1,Monterey,MNT,Mapped,Plants - Vascular - Montiaceae - Calyptridium parryi var. hesseae
6753,Plants - Vascular,Androsace elongata ssp. acuta,California androsace,PDPRI02031,None,None,-,4.2,Monterey,MNT,Unprocessed,Plants - Vascular - Primulaceae - Androsace elongata ssp. acuta
6754,Plants - Vascular,Delphinium californicum ssp. interius,Hospital Canyon larkspur,PDRAN0B0A2,None,None,-,1B.2,Monterey,MNT,Mapped,Plants - Vascular - Ranunculaceae - Delphinium californicum ssp. interius
6755,Plants - Vascular,Delphinium gypsophilum ssp. parviflorum,small-flowered gypsum-loving larkspur,PDRAN0B0S2,None,None,-,3.2,Monterey,MNT,Unprocessed,Plants - Vascular - Ranunculaceae - Delphinium gypsophilum ssp. parviflorum
6756,Plants - Vascular,Delphinium hutchinsoniae,Hutchinson's larkspur,PDRAN0B0V0,None,None,-,1B.2,Monterey,MNT,Mapped and Unprocessed,Plants - Vascular - Ranunculaceae - Delphinium hutchinsoniae
6757,Plants - Vascular,Delphinium recurvatum,recurved larkspur,PDRAN0B1J0,None,None,-,1B.2,Monterey,MNT,Mapped,Plants - Vascular - Ranunculaceae - Delphinium recurvatum
6758,Plants - Vascular,Delphinium umbraculorum,umbrella larkspur,PDRAN0B1W0,None,None,-,1B.3,Monterey,MNT,Mapped,Plants - Vascular - Ranunculaceae - Delphinium umbraculorum
6759,Plants - Vascular,Ranunculus lobbii,Lobb's aquatic buttercup,PDRAN0L1J0,None,None,-,4.2,Monterey,MNT,Unprocessed,Plants - Vascular - Ranunculaceae - Ranunculus lobbii
6760,Plants - Vascular,Ceanothus rigidus,Monterey ceanothus,PDRHA04067,None,None,-,4.2,Monterey,MNT,Unprocessed,Plants - Vascular - Rhamnaceae - Ceanothus rigidus
