score_recent(long),grade_recent,date_recent,score_two(long),grade_two,date_two,score_three(long),grade_three,date_three,permitnumber(long),facilitytype(long),facilitytypedescription,subtype(long),subtypedescription,premisename,premiseaddress,premisecity,premisestate,premisezip(long),openingdate,object_id(long)
100,A,2023/04/21 00:00:00,100,A,2022/09/26 00:00:00,100,A,2022/01/27 00:00:00,31428,535,FOOD SERVICE ESTABLISHMENT,33,SCHOOL CAFETERIA OR FOOD SERVICE,MEYZEEK SCHOOL,828 S JACKSON ST,LOUISVILLE,KY,40203,1989/02/28 05:00:00+00,166
100,A,2023/08/24 00:00:00,100,A,2023/01/23 00:00:00,100,A,2022/09/27 00:00:00,31429,605,FOOD SERVICE ESTABLISHMENT,33,SCHOOL CAFETERIA OR FOOD SERVICE,MIDDLETOWN ELEMENTARY SCHOOL,218 N MADISON AVE,LOUISVILLE,KY,40243,1989/03/29 05:00:00+00,167
100,A,2023/09/07 00:00:00,100,A,2023/03/01 00:00:00,99,A,2022/09/26 00:00:00,31432,605,FOOD SERVICE ESTABLISHMENT,47,SCHOOL CAFETERIA OR FOOD SERVICE,MILLCREEK ELEMENTARY SCHOOL,3816 DIXIE HWY,LOUISVILLE,KY,40216,1988/07/14 04:00:00+00,168
100,A,2023/03/10 00:00:00,100,A,2022/09/27 00:00:00,97,A,2022/03/24 00:00:00,32776,605,FOOD SERVICE ESTABLISHMENT,47,SCHOOL CAFETERIA OR FOOD SERVICE,KENNEDY SCHOOL,3800 GIBSON LN,LOUISVILLE,KY,40211,1989/02/27 05:00:00+00,169
100,A,2023/05/04 00:00:00,99,A,2022/10/17 00:00:00,100,A,2022/04/20 00:00:00,31433,605,FOOD SERVICE ESTABLISHMENT,33,SCHOOL CAFETERIA OR FOOD SERVICE,MINORS LANE ELEMENTARY SCHOOL,8510 MINORS LN,LOUISVILLE,KY,40219,1988/07/14 04:00:00+00,170
99,A,2023/08/29 00:00:00,100,A,2023/01/30 00:00:00,100,A,2022/09/15 00:00:00,32779,577,FOOD SERVICE ESTABLISHMENT,33,SCHOOL CAFETERIA OR FOOD SERVICE,KENWOOD ELEMENTARY SCHOOL,7420 JUSTAN AVE,LOUISVILLE,KY,40214,1989/01/24 05:00:00+00,171
98,A,2023/03/07 00:00:00,99,A,2022/09/06 00:00:00,94,C,2022/03/21 00:00:00,31435,605,FOOD SERVICE ESTABLISHMENT,33,SCHOOL CAFETERIA OR FOOD SERVICE,MOORE HIGH SCHOOL,6415 OUTER LOOP,LOUISVILLE,KY,40228,1988/07/14 04:00:00+00,172
100,A,2023/08/24 00:00:00,100,A,2023/02/13 00:00:00,100,A,2022/08/23 00:00:00,32780,605,FOOD SERVICE ESTABLISHMENT,33,SCHOOL CAFETERIA OR FOOD SERVICE,KERRICK ELEMENTARY SCHOOL,2210 UPPER HUNTERS TRACE,LOUISVILLE,KY,40216,1989/01/24 05:00:00+00,173
100,A,2023/03/28 00:00:00,97,A,2022/10/06 00:00:00,100,A,2022/03/09 00:00:00,31446,646,FOOD SERVICE ESTABLISHMENT,33,SCHOOL CAFETERIA OR FOOD SERVICE,NEWBURG MIDDLE SCHOOL,4901 EXETER AVE,LOUISVILLE,KY,40218,1988/07/14 04:00:00+00,174
99,A,2023/08/28 00:00:00,99,A,2023/03/08 00:00:00,100,A,2022/09/02 00:00:00,32781,843,FOOD SERVICE ESTABLISHMENT,33,SCHOOL CAFETERIA OR FOOD SERVICE,KLONDIKE ELEMENTARY SCHOOL,3807 KLONDIKE LN,LOUISVILLE,KY,40218,1988/07/29 04:00:00+00,175
97,A,2023/08/22 00:00:00,99,A,2023/01/11 00:00:00,99,A,2022/08/16 00:00:00,31452,605,FOOD SERVICE ESTABLISHMENT,33,SCHOOL CAFETERIA OR FOOD SERVICE,NOE MIDDLE SCHOOL,121 W LEE ST,LOUISVILLE,KY,40208,1988/07/14 04:00:00+00,176
100,A,2023/08/28 00:00:00,100,A,2023/02/13 00:00:00,100,A,2022/09/12 00:00:00,32783,605,FOOD SERVICE ESTABLISHMENT,33,SCHOOL CAFETERIA OR FOOD SERVICE,MARTIN LUTHER KING SCHOOL,4325 VERMONT AVE,LOUISVILLE,KY,40211,1989/03/29 05:00:00+00,177
100,A,2023/08/22 00:00:00,100,A,2023/02/03 00:00:00,100,A,2022/08/15 00:00:00,31455,605,FOOD SERVICE ESTABLISHMENT,33,SCHOOL CAFETERIA OR FOOD SERVICE,NORTON ELEMENTARY SCHOOL,8101 BROWNSBORO RD,LOUISVILLE,KY,40241,1989/03/06 05:00:00+00,178
100,A,2023/09/14 00:00:00,100,A,2023/03/28 00:00:00,99,A,2022/09/19 00:00:00,32785,605,FOOD SERVICE ESTABLISHMENT,33,SCHOOL CAFETERIA OR FOOD SERVICE,KNIGHT MIDDLE SCHOOL,9803 BLUE LICK RD,LOUISVILLE,KY,40229,1988/07/29 04:00:00+00,179
100,A,2023/09/05 00:00:00,100,A,2023/03/20 00:00:00,100,A,2022/09/15 00:00:00,31456,605,FOOD SERVICE ESTABLISHMENT,33,SCHOOL CAFETERIA OR FOOD SERVICE,OKOLONA ELEMENTARY SCHOOL,7606 PRESTON HWY,LOUISVILLE,KY,40219,1988/07/14 04:00:00+00,180
99,A,2023/08/28 00:00:00,100,A,2023/01/23 00:00:00,99,A,2022/08/22 00:00:00,32786,605,FOOD SERVICE ESTABLISHMENT,33,SCHOOL CAFETERIA OR FOOD SERVICE,LASSITER MIDDLE SCHOOL,8200 CANDLEWORTH DR,LOUISVILLE,KY,40214,1989/01/24 05:00:00+00,181
100,A,2023/08/23 00:00:00,100,A,2023/04/03 00:00:00,100,A,2022/10/13 00:00:00,31458,605,FOOD SERVICE ESTABLISHMENT,33,SCHOOL CAFETERIA OR FOOD SERVICE,OUR LADY OF LOURDES,510 BRECKENRIDGE LN,LOUISVILLE,KY,40207,2009/10/20 04:00:00+00,182
99,A,2023/03/24 00:00:00,99,A,2022/09/08 00:00:00,99,A,2022/02/11 00:00:00,32787,605,FOOD SERVICE ESTABLISHMENT,33,SCHOOL CAFETERIA OR FOOD SERVICE,LAUKHUF ELEMENTARY SCHOOL,5100 CAPEWOOD DR,LOUISVILLE,KY,40229,1988/07/29 04:00:00+00,183
100,A,2023/04/11 00:00:00,100,A,2022/10/18 00:00:00,100,A,2022/03/22 00:00:00,31460,870,FOOD SERVICE ESTABLISHMENT,33,SCHOOL CAFETERIA OR FOOD SERVICE,ST. NICHOLAS ACADEMY,5501 NEW CUT RD,LOUISVILLE,KY,40214,2009/10/20 04:00:00+00,184
100,A,2023/08/28 00:00:00,100,A,2023/02/22 00:00:00,100,A,2022/08/31 00:00:00,32788,605,FOOD SERVICE ESTABLISHMENT,43,SCHOOL CAFETERIA OR FOOD SERVICE,LAYNE ELEMENTARY SCHOOL,9831 EAST AVE,LOUISVILLE,KY,40272,1989/01/24 05:00:00+00,185
100,A,2023/03/08 00:00:00,100,A,2022/09/28 00:00:00,100,A,2022/03/10 00:00:00,31462,605,FOOD SERVICE ESTABLISHMENT,33,SCHOOL CAFETERIA OR FOOD SERVICE,MAUPIN ELEMENTARY SCHOOL,1312 CATALPA ST,LOUISVILLE,KY,40211,1998/10/21 04:00:00+00,186
97,A,2023/09/11 00:00:00,98,A,2023/03/08 00:00:00,99,A,2022/09/28 00:00:00,31464,605,FOOD SERVICE ESTABLISHMENT,33,SCHOOL CAFETERIA OR FOOD SERVICE,JOHNSON TRADITIONAL MIDDLE SCHOOL,2509 WILSON AVE,LOUISVILLE,KY,40210,1988/07/14 04:00:00+00,187
100,A,2023/04/11 00:00:00,100,A,2022/10/31 00:00:00,100,A,2022/03/01 00:00:00,32790,605,FOOD SERVICE ESTABLISHMENT,33,SCHOOL CAFETERIA OR FOOD SERVICE,ABRAHAM LINCOLN SCHOOL,930 E MAIN ST,LOUISVILLE,KY,40206,1988/07/29 04:00:00+00,188
100,A,2023/09/14 00:00:00,100,A,2023/03/08 00:00:00,100,A,2022/09/01 00:00:00,31466,605,FOOD SERVICE ESTABLISHMENT,33,SCHOOL CAFETERIA OR FOOD SERVICE,PLEASURE RIDGE PARK MAGNET SCHOOL,5901 GREENWOOD RD,LOUISVILLE,KY,40258,1988/07/14 04:00:00+00,189
100,A,2023/04/24 00:00:00,100,A,2022/11/01 00:00:00,100,A,2022/03/25 00:00:00,32793,352,FOOD SERVICE ESTABLISHMENT,32,SCHOOL CAFETERIA OR FOOD SERVICE,LOWE ELEMENTARY SCHOOL,210 OXFORDSHIRE LN,LOUISVILLE,KY,40222,1988/07/29 04:00:00+00,190
100,A,2023/08/22 00:00:00,99,A,2023/02/27 00:00:00,100,A,2022/10/07 00:00:00,31474,605,FOOD SERVICE ESTABLISHMENT,33,SCHOOL CAFETERIA OR FOOD SERVICE,PORTLAND ELEMENTARY SCHOOL,3410 NORTHWESTERN PKWY,LOUISVILLE,KY,40212,1989/03/28 05:00:00+00,191
100,A,2023/08/28 00:00:00,100,A,2023/02/22 00:00:00,100,A,2022/08/22 00:00:00,32817,605,FOOD SERVICE ESTABLISHMENT,33,SCHOOL CAFETERIA OR FOOD SERVICE,BLOOM ELEMENTARY SCHOOL,1627 LUCIA AVE,LOUISVILLE,KY,40204,1988/07/29 04:00:00+00,192
100,A,2023/03/28 00:00:00,99,A,2022/10/05 00:00:00,100,A,2022/03/16 00:00:00,31475,605,FOOD SERVICE ESTABLISHMENT,25,SCHOOL CAFETERIA OR FOOD SERVICE,PRICE ELEMENTARY SCHOOL,5001 GARDEN GREEN WAY,LOUISVILLE,KY,40218,1988/07/14 04:00:00+00,193
100,A,2023/09/07 00:00:00,100,A,2023/02/07 00:00:00,100,A,2022/09/08 00:00:00,32826,605,FOOD SERVICE ESTABLISHMENT,33,SCHOOL CAFETERIA OR FOOD SERVICE,JEFFERSONTOWN ELEMENTARY SCHOOL,3610 CEDARWOOD WAY,LOUISVILLE,KY,40299,1989/01/24 05:00:00+00,194
96,C,2023/09/15 00:00:00,96,C,2023/09/15 00:00:00,99,A,2023/03/22 00:00:00,31477,605,FOOD SERVICE ESTABLISHMENT,33,SCHOOL CAFETERIA OR FOOD SERVICE,RANGELAND ELEMENTARY,1701 RANGELAND RD,LOUISVILLE,KY,40219,1989/01/24 05:00:00+00,195
100,A,2023/02/07 00:00:00,100,A,2022/10/19 00:00:00,100,A,2022/02/10 00:00:00,32828,605,FOOD SERVICE ESTABLISHMENT,23,SCHOOL CAFETERIA OR FOOD SERVICE,AUDUBON ELEMENTARY SCHOOL,1051 HESS LN,LOUISVILLE,KY,40217,1988/11/28 05:00:00+00,196
100,A,2023/08/29 00:00:00,99,A,2023/01/27 00:00:00,98,A,2022/09/08 00:00:00,31480,605,FOOD SERVICE ESTABLISHMENT,36,SCHOOL CAFETERIA OR FOOD SERVICE,RUTHERFORD ELEMENTARY SCHOOL,301 SOUTHLAND BLVD,LOUISVILLE,KY,40214,1989/01/24 05:00:00+00,197
100,A,2023/08/23 00:00:00,100,A,2023/02/15 00:00:00,100,A,2022/09/07 00:00:00,32830,663,FOOD SERVICE ESTABLISHMENT,33,SCHOOL CAFETERIA OR FOOD SERVICE,HOLY CROSS HIGH SCHOOL,5144 DIXIE HWY,LOUISVILLE,KY,40216,2009/10/20 04:00:00+00,198
100,A,2023/03/14 00:00:00,100,A,2022/10/11 00:00:00,100,A,2022/04/20 00:00:00,31482,831,FOOD SERVICE ESTABLISHMENT,31,SCHOOL CAFETERIA OR FOOD SERVICE,EASTERN HIGH SCHOOL,12400 OLD SHELBYVILLE RD,LOUISVILLE,KY,40243,1988/07/14 04:00:00+00,199
100,A,2023/05/10 00:00:00,100,A,2022/11/16 00:00:00,100,A,2022/05/10 00:00:00,32837,605,FOOD SERVICE ESTABLISHMENT,40,SCHOOL CAFETERIA OR FOOD SERVICE,HOLY SPIRIT SCHOOL,320 CANNONS LN,LOUISVILLE,KY,40206,2009/10/20 04:00:00+00,200
100,A,2023/05/11 00:00:00,100,A,2022/11/16 00:00:00,100,A,2022/05/05 00:00:00,32840,605,FOOD SERVICE ESTABLISHMENT,33,SCHOOL CAFETERIA OR FOOD SERVICE,HOLY TRINITY SCHOOL,423 CHERRYWOOD RD,LOUISVILLE,KY,40207,2009/10/20 04:00:00+00,201
100,A,2023/09/05 00:00:00,100,A,2023/02/28 00:00:00,100,A,2022/09/06 00:00:00,32844,605,FOOD SERVICE ESTABLISHMENT,33,SCHOOL CAFETERIA OR FOOD SERVICE,KY COUNTRY DAY,4100 SPRINGDALE RD,LOUISVILLE,KY,40241,2009/10/20 04:00:00+00,202
100,A,2023/08/23 00:00:00,97,A,2023/02/13 00:00:00,100,A,2022/10/07 00:00:00,32845,605,FOOD SERVICE ESTABLISHMENT,33,SCHOOL CAFETERIA OR FOOD SERVICE,GRACE JAMES ACADEMY OF EXCELLENCE,1615 W BROADWAY,LOUISVILLE,KY,40203,1989/03/26 05:00:00+00,203
100,A,2023/03/27 00:00:00,100,A,2022/09/20 00:00:00,100,A,2022/03/25 00:00:00,32865,605,FOOD SERVICE ESTABLISHMENT,33,SCHOOL CAFETERIA OR FOOD SERVICE,LUHR ELEMENTARY SCHOOL,6900 FEGENBUSH LN,LOUISVILLE,KY,40228,1988/07/29 04:00:00+00,204
100,A,2023/06/29 00:00:00,100,A,2023/02/01 00:00:00,99,A,2022/10/11 00:00:00,32879,512,FOOD SERVICE ESTABLISHMENT,33,SCHOOL CAFETERIA OR FOOD SERVICE,MARYHURST SCHOOL,1015 DORSEY LN,LOUISVILLE,KY,40223,2009/10/20 04:00:00+00,205
99,A,2023/04/11 00:00:00,99,A,2022/10/19 00:00:00,98,A,2022/02/21 00:00:00,34163,672,FOOD SERVICE ESTABLISHMENT,33,SCHOOL CAFETERIA OR FOOD SERVICE,KY SCHOOL FOR THE BLIND,1867 FRANKFORT AVE,LOUISVILLE,KY,40206,2009/10/20 04:00:00+00,206
100,A,2023/09/06 00:00:00,100,A,2023/02/14 00:00:00,100,A,2022/09/15 00:00:00,36318,477,FOOD SERVICE ESTABLISHMENT,43,SCHOOL CAFETERIA OR FOOD SERVICE,TULLY SPECIAL EDUCATION,3300 COLLEGE DR,LOUISVILLE,KY,40299,1988/11/11 05:00:00+00,207
