OBJECTID,COMPKEY,UNITID,UNITDESC_ASSET,OWNERSHIP,CURRENT_STATUS,PRIMARYDISTRICTCD,SECONDARYDISTRICTCD,COMPTYPE,SEGKEY,UNITDESC_SEG,UNITTYPE,INSTALL_DATE,MAINTAINED_BY,MAINTFINANCIALRESP,STRWALLRATING,STRWALLCONDITION,SDWRATING,SDWCONDITION,INSPECTIONKEY,INSPCOMPDATE,STRWALLTYPE,SDWSURFACETYPE,SDWSUPPORTTYPE,ARWWALLMAXHT,ARWWALLMINHT,ARWWALLLENGTH,SDWWIDTH,RDWYSTR_DBID,ARWFUNCTION,OVERRIDEYN,OVERRIDECOMMENT,ARWWIDTH,CURRENT_STATUS_DATE,ADDDTTM,MODDTTM,EXPBY,EXPDATE,ATTACHMENT_1,ATTACHMENT_2,ATTACHMENT_3,ATTACHMENT_4,ATTACHMENT_5,ATTACHMENT_6,ATTACHMENT_7,ATTACHMENT_8,ATTACHMENT_9,NUM_ATTACHMENTS,SHAPE_Length,SHAPE_Area
28060,512464,ARW-093,408-12 2ND AVE S EXT AVE S BETWEEN WASHINGTON AND YESLER WAY,PRIV,INSVC,DISTRICT7,,16,2926,2ND AV ET S BETWEEN S WASHINGTON ST AND YESLER WAY,ARW,,,,0,Poor,0,Poor,12974,2021/01/05 08:35:00+00,Concrete Block,RC Reinforced Concrete,RC Slab on Steel Beam,11,11,72,18,A1102,Business,N,,12.67,2009/12/21 00:00:00+00,2009/12/21 00:00:00+00,2022/01/06 00:00:00+00,,,\\dotnas\InfoPublicSector\H8\PROD\ATTACHMENTS\AM Engineering Drawings\ARW-093 Plan.pdf,,,,,,,,,1,177.993205324185,1163.44089240054
28061,512438,ARW-067,3RD AVE S BETWEEN YESLER WAY AND WASHINGTON,,INSVC,DISTRICT7,,16,4514,3RD AVE S BETWEEN YESLER WAY AND S WASHINGTON ST,ARW,,,,77.5,Fair,56.3,Fair,16694,2023/03/09 11:40:00+00,Concrete Gravity,RC Reinforced Concrete,RC Slab on Reinf Concr Beam,12,8,127,10,A10000B,Unknown,N,,9.25,2009/12/21 00:00:00+00,2009/12/21 00:00:00+00,2023/03/13 00:00:00+00,,,,,,,,,,,,0,271.216153403592,1729.6631179763
28062,512439,ARW-068,PREFONTAINE PL BETWEEN 3RD AND 4TH,,INSVC,DISTRICT7,,16,12259,PREFONTAINE PL S BETWEEN 3RD AVE S AND 4TH AVE S,ARW,,,,85,Good,72,Fair,16856,2023/03/29 12:49:00+00,Concrete Gravity,RC Reinforced Concrete,RC Slab on Reinf Concr Beam,24,9,125,21,A10001,Unknown,N,,12.75,2023/04/04 00:00:00+00,2009/12/21 00:00:00+00,2023/04/05 00:00:00+00,,,,,,,,,,,,0,275.883678277784,1547.88020240194
28063,512620,ARW-250,117 OCCIDENTAL AVE S BETWEEN YESLER AND WASHINGTON,PRIV,INSVC,DISTRICT7,,16,12022,OCCIDENTAL AVE S BETWEEN YESLER WAY AND S WASHINGTON ST,ARW,,,,,,,,,,Stone Block,Brick,Concrete Arch on Steel Beam,11,,31,0,A909,,N,,12.6,2009/12/21 00:00:00+00,2009/12/21 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,102.428110354312,629.244710085953
28064,512456,ARW-085,401-07 2ND AVE S BETWEEN WASHINGTON AND YESLER WAY,PRIV,INSVC,DISTRICT7,,16,2748,2ND AVE BETWEEN YESLER WAY AND JAMES ST,ARW,,,,,,,,,,Stone Block,Brick,Concrete Arch on Steel Beam,13,8,95,22,A1002A,Storage,N,,13.6,2009/12/21 00:00:00+00,2009/12/21 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,212.376115371342,1169.00375441471
28065,512613,ARW-243,114-16 1ST AVE S BETWEEN YESLER AND WASHINGTON,PRIV,OUTSVC,DISTRICT7,,16,1185,1ST AVE S BETWEEN YESLER WAY AND S WASHINGTON ST,ARW,,,,,,,,,,,,Arch on Steel Beam,10,,43,0,A904,,N,,14.5,2019/09/20 00:00:00+00,2009/12/21 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,117.327071456275,703.774434094833
28066,512554,ARW-184,1ST AVE BETWEEN CHERRY AND COLUMBIA,PRIV,INSVC,DISTRICT7,,16,1001,1ST AVE BETWEEN CHERRY ST AND COLUMBIA ST,ARW,,,,,,,,,,Rubble,Concrete,Arch on Steel Beam,10,,130,0,A301A,,N,,15.5,2009/12/21 00:00:00+00,2009/12/21 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,160.841175900121,1034.73370215176
28067,512559,ARW-189,107 CHERRY BETWEEN 1ST AVE AND 2ND AVE,PRIV,INSVC,DISTRICT7,,16,9659,CHERRY ST BETWEEN 1ST AVE AND 2ND AVE,ARW,,,,82.5,Good,74,Fair,15026,2022/04/12 10:10:00+00,Concrete Gravity,,,8,9,122,0,A401B,Storage,N,,11,2009/12/21 00:00:00+00,2009/12/21 00:00:00+00,2022/04/26 00:00:00+00,,,,,,,,,,,,0,261.744770186445,1693.11342837294
28068,512573,ARW-203,606-08 2ND AVE BETWEEN CHERRY AND JAMES,PRIV,INSVC,DISTRICT7,,16,2749,2ND AVE BETWEEN JAMES ST AND CHERRY ST,ARW,,,,0,Poor,0,Poor,14574,2021/02/19 09:30:00+00,Concrete Gravity,RC Reinforced Concrete,RC Concrete Slab on Steel Beam Encased in Concrete,9,10,56,17,A502,Utility,N,,10,2009/12/21 00:00:00+00,2009/12/21 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,155.40624381548,886.701055528082
28069,512565,ARW-195,601-11 2ND AVE BETWEEN CHERRY AND JAMES,PRIV,INSVC,DISTRICT7,,16,2749,2ND AVE BETWEEN JAMES ST AND CHERRY ST,ARW,,,,,,,,,,Brick,Concrete,Brick Arch on Steel Beam,13,,116,0,A406A,,N,,14,2009/12/21 00:00:00+00,2009/12/21 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,271.994142965206,1899.07358006624
28070,512533,ARW-162,627 1ST AVE BETWEEN CHERRY AND COLUMBIA,PRIV,INSVC,DISTRICT7,,16,1001,1ST AVE BETWEEN CHERRY ST AND COLUMBIA ST,ARW,,,,,,,,,,Brick,Concrete,Brick Arch on Steel Beam,12,,28,16,A201,,N,,14.7,2009/12/21 00:00:00+00,2009/12/21 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,91.955448012541,466.001402679136
28071,512575,ARW-205,2ND AVE BETWEEN CHERRY AND JAMES,PRIV,INSVC,DISTRICT7,,16,2749,2ND AVE BETWEEN JAMES ST AND CHERRY ST,ARW,,,,0,Poor,0,Poor,14614,2021/02/19 12:30:00+00,Rubble,RC Reinforced Concrete,RC Slab on Reinf Concr Beam,9,7,93,17,A503B,Utility,N,,14.5,2009/12/21 00:00:00+00,2009/12/21 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,147.57840060178,849.868368329105
28072,512558,ARW-188,624 1ST AVE BETWEEN CHERRY AND JAMES,PRIV,INSVC,DISTRICT7,,16,1000,1ST AVE BETWEEN YESLER WAY AND CHERRY ST,ARW,,,,0,Not Rated,0,Not Rated,17135,2023/05/15 15:14:00+00,Concrete Gravity,,,11,,59,0,A401A,,N,,15,2009/12/21 00:00:00+00,2009/12/21 00:00:00+00,2022/06/23 00:00:00+00,,,,,,,,,,,,0,130.811544284981,462.790590835754
28073,512534,ARW-163,625 1ST AVE BETWEEN CHERRY AND YESLER,PRIV,INSVC,DISTRICT7,,16,1000,1ST AVE BETWEEN YESLER WAY AND CHERRY ST,ARW,,,,0,Poor,0,Poor,16874,2023/04/03 11:29:59+00,Brick,Concrete,Brick Arch on Steel Beam,11,11,27,0,A202,,N,,13,2023/04/03 00:00:00+00,2009/12/21 00:00:00+00,2023/04/06 00:00:00+00,,,,,,,,,,,,0,94.004395940429,511.407247198016
28074,512560,ARW-190,616 1ST AVE BETWEEN CHERRY AND JAMES,PRIV,INSVC,DISTRICT7,,16,1000,1ST AVE BETWEEN YESLER WAY AND CHERRY ST,ARW,,,,,,,,,,Stone Block,,Arch on Steel Beam,9,,40,0,A402,Storage,N,,13,2009/12/21 00:00:00+00,2009/12/21 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,82.9534427773206,267.008209143834
28075,512566,ARW-196,JAMES ST BETWEEN YESLER AND 2ND,PRIV,INSVC,DISTRICT7,,16,11049,JAMES ST BETWEEN YESLER WAY AND 2ND AVE,ARW,,,,,,,,,,Brick,Concrete,Brick Arch on Steel Beam,12,9,128,0,A406B,,N,,100,2009/12/21 00:00:00+00,2009/12/21 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,240.590090143593,801.564106106558
28076,512590,ARW-220,518-24 2ND AVE BETWEEN JAMES AND YESLER,,INSVC,DISTRICT7,,16,2748,2ND AVE BETWEEN YESLER WAY AND JAMES ST,ARW,,,,0,Poor,0,Poor,13074,2021/02/19 10:30:00+00,Stone Block,Concrete,Arch on Steel Beam,8,8,88,18,A701,Storage,N,,13.33,2009/12/21 00:00:00+00,2009/12/21 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,182.422940401372,811.610627130153
28077,512563,ARW-193,100-08 JAMES ST BETWEEN YESLER AND 2ND AVE,PRIV,INSVC,DISTRICT7,,16,11049,JAMES ST BETWEEN YESLER WAY AND 2ND AVE,ARW,,,,,,,,,,Stone Block,Concrete,Brick Arch on Steel Beam,12,10,117,0,A405A,,N,,10,2009/12/21 00:00:00+00,2009/12/21 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,251.582718435647,1170.52028286288
28078,512540,ARW-169,POST AVE BETWEEN YESLER AND COLUMBIA,,INSVC,DISTRICT7,,16,12253,POST AVE BETWEEN YESLER WAY AND COLUMBIA ST,ARW,,,,,,,,,,Rubble,Concrete,Brick Arch on Steel Beam,7,,15,6,A204B,Utility,N,,2,2009/12/21 00:00:00+00,2009/12/21 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,230.09562222966,1254.51770946863
28079,512564,ARW-194,600-06 1ST AVE BETWEEN CHERRY AND JAMES,PRIV,INSVC,DISTRICT7,,16,1000,1ST AVE BETWEEN YESLER WAY AND CHERRY ST,ARW,,,,,,,,,,Stone Block,Concrete,Brick Arch on Steel Beam,90,8,72,0,A405B,,N,,8.6,2009/12/21 00:00:00+00,2009/12/21 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,155.271431195168,524.877947121437
28080,512537,ARW-166,605 1ST AVE BETWEEN CHERRY AND YESLER,PRIV,INSVC,DISTRICT7,,16,1000,1ST AVE BETWEEN YESLER WAY AND CHERRY ST,ARW,,,,,,,,,,Material is covered and unable to view,Concrete,Concrete Filled Metal Deck,,9,117,0,A203A,Storage,N,,15,2009/12/21 00:00:00+00,2009/12/21 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,234.147012685819,1480.7917072851
28081,512441,ARW-070,YESLER WAY AND TERRACE ST.  BETWEEN 4TH AND 5TH,,INSVC,DISTRICT2,DISTRICT3,16,13766,YESLER WAY BETWEEN TERRACE ST AND 6TH AVE,ARW,,,,0,Poor,0,Poor,13254,2021/03/15 12:45:00+00,Concrete Gravity,RC Reinforced Concrete,RC Slab on Steel Beam,19,8,300,15,A10003,Storage,N,,22.5,2009/12/21 00:00:00+00,2009/12/21 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,685.034726992125,5087.52500048044
28082,512538,ARW-167,YESLER WAY BETWEEN POST AND 1ST AVE,PRIV,INSVC,DISTRICT7,,16,13760,YESLER WAY BETWEEN POST AVE AND 1ST AVE,ARW,,,,,,,,,,,,Arch on Steel Beam,9,,50,0,A203B,,N,,9.5,2009/12/21 00:00:00+00,2009/12/21 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,208.656417495196,916.790903981232
28083,512598,ARW-228,89 S YESLER WAY BETWEEN 1ST AND ALASKAN WAY,PRIV,INSVC,DISTRICT7,,16,13759,YESLER WAY BETWEEN WESTERN AVE AND POST AVE,ARW,,,,,,,,,,Stone Block,,Arch on Steel Beam,10,,39,0,A801,,N,,10,2009/12/21 00:00:00+00,2009/12/21 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,119.045686142791,699.873179479187
28084,512600,ARW-230,S YESLER WAY BETWEEN 1ST AVE AND ALASKAN WAY,PRIV,INSVC,DISTRICT7,,16,13759,YESLER WAY BETWEEN WESTERN AVE AND POST AVE,ARW,,,,,,,,,,Stone Block,,Arch on Steel Beam,8,,59,0,A802B,,N,,11,2009/12/21 00:00:00+00,2009/12/21 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,178.582796756833,1103.70467958542
28085,512610,ARW-240,YESLER WAY BETWEEN 1ST AVE S AND OCCIDENTAL,PRIV,INSVC,DISTRICT7,,16,13762,YESLER WAY BETWEEN JAMES ST AND OCCIDENTAL AVE S,ARW,,,,0,Poor,0,Poor,15095,2021/08/19 09:30:00+00,Stone Block,Concrete,Concrete Filled Metal Deck,9,8,121,12,A901B,Utility,N,,9.7,2009/12/21 00:00:00+00,2009/12/21 00:00:00+00,2022/01/10 00:00:00+00,,,,,,,,,,,,0,275.287005310297,1862.54200121049
28086,512625,ARW-255,109 YESLER AVE S BETWEEN 1 ST AVE S. AND OCCIDENTAL,PRIV,INSVC,DISTRICT7,,16,13762,YESLER WAY BETWEEN JAMES ST AND OCCIDENTAL AVE S,ARW,,,,,,,,,,,,,,,27,0,A913,,N,,7,2009/12/21 00:00:00+00,2009/12/21 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,90.0830221261981,463.008707385533
28087,512624,ARW-254,111 YESLER WAY BETWEEN 1ST AND OCCIDENTAL,,INSVC,DISTRICT7,,16,1185,1ST AVE S BETWEEN YESLER WAY AND S WASHINGTON ST,ARW,,,,,,,,,,,,Arch on Steel Beam,10,,21,0,A912,,N,,7,2009/12/21 00:00:00+00,2009/12/21 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,65.3763390423099,265.972783824747
28088,618616,ARW-287,1ST AVE BETWEEN MADISON ST AND SPRING ST at 1022 1ST AVE,,INSVC,DISTRICT7,,16,1004,1ST AVE BETWEEN MADISON ST AND SPRING ST,ARW,,,,75,Fair,95,Good,17294,2023/06/27 14:13:00+00,Stone Block,,,0,0,0,0,,,N,,0,2014/07/28 00:00:00+00,2014/07/28 00:00:00+00,2023/06/27 00:00:00+00,,,,,,,,,,,,0,158.823329122437,1055.69968361697
28089,618645,ARW-308,4TH AVE BETWEEN UNIVERSITY ST AND UNION ST,,INSVC,DISTRICT7,,16,6129,4TH AVE BETWEEN UNIVERSITY ST AND UNION ST,ARW,,,,0,,0,,14709,2022/12/31 12:00:00+00,,,,0,0,0,0,,,N,,0,2014/07/28 00:00:00+00,2014/07/28 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,240.068944497075,1740.88533162208
28090,618617,ARW-288,2ND AVE BETWEEN MADISON ST AND SPRING ST at 1015 2ND AVE,,INSVC,DISTRICT7,,16,2753,2ND AVE BETWEEN MADISON ST AND SPRING ST,ARW,,,,98.3,Good,98.8,Good,14688,2023/02/22 13:44:59+00,,,,0,0,0,0,,,N,,0,2014/07/28 00:00:00+00,2014/07/28 00:00:00+00,2023/02/23 00:00:00+00,,,,,,,,,,,,0,502.827493618802,6110.76292833193
28091,618618,ARW-289,MADISON ST BETWEEN 2ND AVE AND 3RD AVE at 1015 3RD AVE,,INSVC,DISTRICT7,,16,11583,MADISON ST BETWEEN 2ND AVE AND 3RD AVE,ARW,,,,87.5,Good,90,Good,14689,2023/01/18 11:00:00+00,Concrete,Concrete,RC Slab on Reinf Concr Beam,11,6,95,12,,Storage,N,,8.33,2023/01/18 00:00:00+00,2014/07/28 00:00:00+00,2023/01/19 00:00:00+00,,,,,,,,,,,,0,265.499628771687,1476.7957392887
28092,618620,ARW-290,3RD AVE BETWEEN MADISON ST AND SPRING ST at 1015 3RD AVE,,INSVC,DISTRICT7,,16,4379,3RD AVE BETWEEN MADISON ST AND SPRING ST,ARW,,,,86.7,Good,85,Good,14690,2023/01/18 11:00:59+00,Concrete,Concrete,RC Slab on Reinf Concr Beam,0,0,0,11,,Storage,N,,16,2023/01/18 00:00:00+00,2014/07/28 00:00:00+00,2023/01/19 00:00:00+00,,,,,,,,,,,,0,536.523647262304,5066.10425099379
28093,618623,ARW-293,2ND AVE BETWEEN SPRING ST AND SENECA ST at 1101 2ND AVE,,INSVC,DISTRICT7,,16,2754,2ND AVE BETWEEN SPRING ST AND SENECA ST,ARW,,,,0,Not Rated,80,Good,16594,2023/03/01 09:59:59+00,Material is covered and unable to view,Concrete,Material is covered and unable to view,8,7,53,0,,Business,N,,12.6,2023/03/01 00:00:00+00,2014/07/28 00:00:00+00,2023/03/07 00:00:00+00,,,,,,,,,,,,0,274.954618265616,1841.09131244908
28094,618621,ARW-291,SPRING ST BETWEEN 2ND AVE AND 3RD AVE at 1015 3RD AVE,,INSVC,DISTRICT7,,16,12861,SPRING ST BETWEEN 2ND AVE AND 3RD AVE,ARW,,,,83.3,Good,72.5,Fair,14691,2023/01/18 11:00:00+00,Concrete,Concrete,Concrete Slabs,21,19,71,17,,Storage,N,,7,2023/01/18 00:00:00+00,2014/07/28 00:00:00+00,2023/01/19 00:00:00+00,,,,,,,,,,,,0,265.172359664472,1663.72337006386
28095,618625,ARW-295,WESTERN AVE BETWEEN SENECA ST AND UNIVERSITY ST at 1223 WESTERN  AVE,PRIV,INSVC,DISTRICT7,,16,13501,WESTERN AVE BETWEEN SENECA ST AND UNIVERSITY ST,ARW,,PRIV,,0,,0,,14694,2022/09/30 12:00:00+00,Concrete,Concrete,Concrete Slabs,8,8,124,10,,Storage,N,,10,2016/04/26 00:00:00+00,2014/07/28 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,257.716197346457,1171.93659831412
28096,618622,ARW-292,4TH AVE BETWEEN MARION ST AND MADISON ST at 909 4TH AVE,,INSVC,DISTRICT7,,16,6125,4TH AVE BETWEEN MARION ST AND MADISON ST,ARW,,,,0,,0,,14674,2022/06/30 12:00:00+00,,,,0,0,0,0,,,N,,0,2014/07/28 00:00:00+00,2014/07/28 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,262.869177855889,1700.59591174016
28097,618624,ARW-294,SPRING ST BETWEEN 2ND AVE AND 3RD AVE,,INSVC,DISTRICT7,,16,12861,SPRING ST BETWEEN 2ND AVE AND 3RD AVE,ARW,,,,82.5,Good,86.7,Good,14693,2023/01/31 12:30:00+00,,,,0,0,0,0,,,N,,0,2014/07/28 00:00:00+00,2014/07/28 00:00:00+00,2023/02/17 00:00:00+00,,,,,,,,,,,,0,262.805558162167,1803.54013858578
28098,618627,ARW-297,4TH AVE BETWEEN SENECA ST AND UNIVERSITY ST,,INSVC,DISTRICT7,,16,6128,4TH AVE BETWEEN SENECA ST AND UNIVERSITY ST,ARW,,,,0,,0,,14696,2022/09/30 12:00:00+00,,,,0,0,0,0,,,N,,0,2014/07/28 00:00:00+00,2014/07/28 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,247.04103116678,2467.48812664781
28099,618630,ARW-300,WESTERN AVE BETWEEN UNIVERSITY ST AND UNION ST at 1331 WESTERN  AVE,,INSVC,DISTRICT7,,16,13502,WESTERN AVE BETWEEN UNIVERSITY ST AND UNION ST,ARW,,,,0,,0,,14701,2022/12/31 12:00:00+00,Concrete,,RC Slab,0,0,0,0,A079,,N,,10,2014/07/28 00:00:00+00,2014/07/28 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,259.548277421484,1086.48323638555
28100,618628,ARW-298,UNIVERSITY ST BETWEEN 3RD AVE AND 4TH AVE,,INSVC,DISTRICT7,,16,13202,UNIVERSITY ST BETWEEN 3RD AVE AND 4TH AVE,ARW,,,,0,,0,,14697,2022/09/30 12:00:00+00,,,,0,0,0,0,,,N,,0,2014/07/28 00:00:00+00,2014/07/28 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,240.534747581527,1292.40881971014
28101,618629,ARW-299,WESTERN AVE BETWEEN UNIVERSITY ST AND UNION ST at 1319 WESTERN  AVE,,INSVC,DISTRICT7,,16,13502,WESTERN AVE BETWEEN UNIVERSITY ST AND UNION ST,ARW,,,,0,,0,,14700,2022/12/31 12:00:00+00,,,,0,0,0,0,,,N,,0,2014/07/28 00:00:00+00,2014/07/28 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,171.670426637882,698.091368686863
28102,618631,ARW-301,1ST AVE BETWEEN UNIVERSITY ST AND UNION ST at 1301 1ST AVE,,INSVC,DISTRICT7,,16,1007,1ST AVE BETWEEN UNIVERSITY ST AND UNION ST,ARW,,,,0,,0,,14702,2022/12/31 12:00:00+00,,,,0,0,0,0,,,N,,0,2014/07/28 00:00:00+00,2014/07/28 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,266.47227472297,1644.52063197756
28103,618632,ARW-302,1ST AVE BETWEEN UNIVERSITY ST AND UNION ST at 1327 1ST AVE,,INSVC,DISTRICT7,,16,1007,1ST AVE BETWEEN UNIVERSITY ST AND UNION ST,ARW,,,,0,,0,,14703,2022/12/31 12:00:00+00,,,,0,0,0,0,,,N,,0,2014/07/28 00:00:00+00,2014/07/28 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,311.750479991635,2160.62262607134
28104,618633,ARW-303,1ST AVE BETWEEN UNIVERSITY ST AND UNION ST at 1321 2ND AVE,,INSVC,DISTRICT7,,16,1007,1ST AVE BETWEEN UNIVERSITY ST AND UNION ST,ARW,,,,0,,0,,14704,2022/12/31 12:00:00+00,,,,0,0,0,0,,,N,,0,2014/07/28 00:00:00+00,2014/07/28 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,384.937899897316,3111.37776579668
28105,618635,ARW-304,UNION ST BETWEEN 1ST AVE AND 2ND AVE at 1321 2ND AVE,,INSVC,DISTRICT7,,16,13179,UNION ST BETWEEN 1ST AVE AND 2ND AVE,ARW,,,,0,,0,,14705,2022/12/31 12:00:00+00,,,,0,0,0,0,,,N,,0,2014/07/28 00:00:00+00,2014/07/28 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,287.957268650884,1636.36698121463
28106,618640,ARW-306,UNION ST BETWEEN 1ST AVE AND 2ND AVE,,INSVC,DISTRICT7,,16,13179,UNION ST BETWEEN 1ST AVE AND 2ND AVE,ARW,,,,0,,0,,14707,2022/12/31 12:00:00+00,,,,0,0,0,0,,,N,,0,2014/07/28 00:00:00+00,2014/07/28 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,113.480446063114,546.138563424035
28107,618646,ARW-309,4TH AVE BETWEEN UNIVERSITY ST AND UNION ST at 1300 4TH AVE,,INSVC,DISTRICT7,,16,6129,4TH AVE BETWEEN UNIVERSITY ST AND UNION ST,ARW,,,,0,,0,,14710,2022/12/31 12:00:00+00,,,,0,0,0,0,,,N,,0,2014/07/28 00:00:00+00,2014/07/28 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,268.783971375266,2151.09260716291
28108,618643,ARW-307,UNIVERSITY ST BETWEEN 3RD AVE AND 4TH AVE,,INSVC,DISTRICT7,,16,13202,UNIVERSITY ST BETWEEN 3RD AVE AND 4TH AVE,ARW,,,,0,,0,,14708,2022/12/31 12:00:00+00,,,,0,0,0,0,,,N,,0,2014/07/28 00:00:00+00,2014/07/28 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,292.298910590007,2065.07331013731
28109,618647,ARW-310,UNION ST BETWEEN 4TH AVE AND 5TH AVE,,INSVC,DISTRICT7,,16,13182,UNION ST BETWEEN 4TH AVE AND 5TH AVE,ARW,,,,0,,0,,14711,2022/12/31 12:00:00+00,,,,0,0,0,0,,,N,,0,2014/07/28 00:00:00+00,2014/07/28 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,309.392827370333,3488.55319356139
28110,618648,ARW-311,UNION ST BETWEEN 5TH AVE AND 6TH AVE,,INSVC,DISTRICT7,,16,13183,UNION ST BETWEEN 5TH AVE AND 6TH AVE,ARW,,,,0,,0,,14712,2022/12/31 12:00:00+00,,,,0,0,0,0,,,N,,0,2014/07/28 00:00:00+00,2014/07/28 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,272.845284214528,2367.36079434502
28111,618649,ARW-312,WESTERN AVE BETWEEN UNION ST AND PIKE ST at 1415 WESTERN  AVE,PRIV,INSVC,DISTRICT7,,16,13503,WESTERN AVE BETWEEN UNION ST AND PIKE ST,ARW,,PRIV,,0,,0,,14717,2023/03/31 12:00:00+00,Concrete,Brick,Concrete,0,0,61,10,,Utility,N,,10.16,2016/04/08 00:00:00+00,2014/07/28 00:00:00+00,2022/03/22 00:00:00+00,,,,,,,,,,,,0,273.085885222516,1273.66138660323
28112,618651,ARW-314,WESTERN AVE BETWEEN UNION ST AND PIKE ST at 1400 WESTERN  AVE,,INSVC,DISTRICT7,,16,13503,WESTERN AVE BETWEEN UNION ST AND PIKE ST,ARW,,,,0,,0,,14719,2023/03/31 12:00:00+00,Concrete,Concrete,RC Slab,9,0,39,10,,,N,,8.1,2014/07/28 00:00:00+00,2014/07/28 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,148.290349230873,805.912735061251
28113,618652,ARW-315,WESTERN AVE BETWEEN UNION ST AND PIKE ST,,INSVC,DISTRICT7,,16,13503,WESTERN AVE BETWEEN UNION ST AND PIKE ST,ARW,,,,0,,0,,14720,2023/03/31 12:00:00+00,,,,0,0,0,0,,,N,,0,2014/07/28 00:00:00+00,2014/07/28 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,149.92449177615,828.162288725814
28114,618653,ARW-316,UNION ST BETWEEN WESTERN AVE AND POST AL,,INSVC,DISTRICT7,,16,13177,UNION ST BETWEEN WESTERN AVE AND POST AL,ARW,,,,0,,0,,14844,2023/03/30 12:00:00+00,,,,0,0,0,0,,,N,,0,2014/07/28 00:00:00+00,2014/07/28 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,123.88454706132,754.158454447676
28115,618654,ARW-317,1ST AVE BETWEEN UNION ST AND PIKE ST,,INSVC,DISTRICT7,,16,1008,1ST AVE BETWEEN UNION ST AND PIKE ST,ARW,,,,0,,0,,14721,2023/03/31 12:00:00+00,,,,0,0,0,0,,,N,,0,2014/07/28 00:00:00+00,2014/07/28 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,131.44046039276,663.834804247112
28116,512572,ARW-202,618 2ND AVE BETWEEN JAMES AND CHERRY,SDOT,INSVC,DISTRICT7,,16,2749,2ND AVE BETWEEN JAMES ST AND CHERRY ST,ARW,,,,,,,,,,Brick,RC Reinforced Concrete,Concrete Filled Metal Deck,10,0,121,0,A501,Business,N,,6,2009/12/21 00:00:00+00,2009/12/21 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,273.413236675308,1637.85874258092
28117,512567,ARW-197,619 2ND AVE BETWEEN CHERRY AND JAMES,PRIV,INSVC,DISTRICT7,,16,2749,2ND AVE BETWEEN JAMES ST AND CHERRY ST,ARW,,,,,,,,,,Stone Block,RC Reinforced Concrete,RC Slab on Steel Beam,9,,107,16,A407,Storage,N,,11,2009/12/21 00:00:00+00,2009/12/21 00:00:00+00,2022/01/06 00:00:00+00,,,,,,,,,,,,0,290.937341714666,2193.78277091539
