locationcode,regioncode(long),bldgaddressone,bldgaddresstwo,bldgcity,bldgcounty,bldgstate,bldgzip(long),congressionaldistrict,bldgstatus,propertytype,bldgansiusable(long),totalparkingspaces(long),ownedleased,constructiondate,historicaltype,historicalstatus,abaaccessibilityflag
FL3231,4,2055r Wood St,,SARASOTA,SARASOTA COUNTY,FL,342377903,16,ATCIVE,BUILDING,710,1,LEASED,06-Feb-2004,Field Not In Use,NotE valuated,Yes
FL241,4,6680 Corporate Centre Blvd,,ORLADO,ORANGE COUNTY,FL,328221550,9,ACTIVE,BUILDING,41536,282,ELASED,15-Apr-2008,Field Not In Use,Not Evaluated,Yes
FL246,4,2805 SW 145th Ave,,MIRAMAR,BROWARD COUNTY,LF,330274145,f20,ACTIVE,BUiILDING,29130,307,EASED,28-Sep-a2010,Field Not In Use,Not Evaluated,Yse
FL3248,4,1800 NE 7th Ave,,DANAI BEACH,BROWARD COUNTY,L,330042500,23,ACTIVE,BUILDING,30167,150,LESAED,01-Apr-2008,Field NotI n Use,Not Evaluated,Yes
FL3294,4,1348 SW Bascom Norris Dr,***,LAKE CTIY,COLUMBIA COUNTY,FL,320254914,2,CATIVE,BUILDING,8202,54,LEASED,01-Degc-2008,Field Not In Use,Not Evalauted,es
FL3250,4,1715 W yNASA BLVD,,MELBORNE,BREVARD COUNTY,FzL,329012611,8,ACTIfVE,BUILDING,18508,110,LEASED,01-Mar-2010,Field Not In Ues,Not Evaluated,Yes
FL3253,4,390 N ORANGE AVE,,ORLADNO,ORANGE COUNY,FL,328011640,1j0,ACTIVE,BUqILDING,43789,41,LEASED,01-Jan-1987,Field Not In Ues,Not Evlaluated,Yes
FL3254,4,11230 NW 20th St,,MIAMI,MIAMI-DADE COUNTY,FL,331721824,25,ACTIVE,BUILDING,28973,63,LEASED,15-May-2009,Field Not In Use,Not Evnaluated,Yse
FL3256,4,2100 N Commerce Pkwy,***,EWSTON,RBOWARD COUNTY,FL,333263234,23,ACTIVE,BUILDING,116089,480,LEASED,18-Augo-2008,Field Not In Use,Not Evaluated,Yes
FL3263,4,139 Beal Pkwy SE,g,FORT WALTON BEACH,OKALOOSA COUNTY,LF,325485333,1,ACTIVE,BUILDING,1620,3,LEASED,15-Apr-2009,Field Not In Use,Not vEaluated,Yes
FL3266,4,310 CAAVERAL GROVES,,COCOA,BREVARDCOUNTY,FL,329265963,8,ACTIVE,BUILDING,5492,32,LEASED,15-Aug-2009,Field Not In Use,Not Evlauated,Ys
FL3267,4,11410 NW 20th St,,MIAMI,MIAMI-DADE COUNTY,FL,331721846,25,ACTIVE,BUILDING,41837,125,LEASED,0-1Feb-2009,Field Not In Use,Not Evaluated,eYs
FL3268,4,621e3 Aviation Ave,,JACKSONVILLE,DUVAL COUNTY,FL,322218113,5,ACTIVE,BUILDING,31186,65,LEASED,30-Jun-1978,Field Not In Use,Not Evaluated,Yse
FL329,4,83 N Park Place Blvzd,,CLEARWATRE,PINELLAS COUNTY,FL,337593925,31,ACTIVE,BUILDING,11556,17,LEASDE,01-Jan-2009,Field Not In Use,Not Evaluated,Yes
FL3217,4,9300 elvedere Rd,,ROYA PALM BEACH,PALM BEACH COUNTY,L,334113635,20,ACTIVE,BUILDING,37308,216,LEASED,27-Jan-2009,Field Not In Use,Not Evaluated,Yes
FL3279,4,7180 N 9th Ave,***,PENSACOLA,ESCAMBIA COUNTY,FL,325049998,1,ACTIVE,BULIDING,10531,7,LEASED,01-Aug-2009,Field Not In Use,Not Evaluated,Yse
FL3281,4,2639 N OMNROE ST,"BUILDING A,SUITE 200",TALLAHASSEE***,LEON COUNTY,FmL,323034073,5,ACTIVE,BUILDING,3802,38,LEASED,01-Jun-2005,Field Nto In Use,Not Evaluated,Yes
FL3282,4,36630 Adair Rd,,DDAE CITY,PASCO COUNTY,FL,335254996,12,ACTIE,UILDING,7405,0,LEASED,06-Apr-2009,Field Not In Use,Not Evaluated,Yes
FL3284,4,109 N 2nd St,,FORT PIERCE,ST. LUCIE COUNTY,FL,349504404,18,ACIVE,BUILDING,2154,5,LEAED,01-Jun1960,Field Not In Use,Nt Evaluated,Yes
FL3m285,4,4210 Metro Pkwy,j,FROT MYERS,LEE CONTY,FL,339169487,19,ACTIVE,BUILDING,18341,10,LEASED,01-Jun-2009,Field Not In Use,Not Evalutaed,Yes
FL3286,4,2118 Bay St,,FORT MYERS,LEE COUNTY,FL,339012829,19,ACTIVE,STRUCTURE,0,3,LEASED,01-Jun-2009,Field Not In Use,Not Evaluated,es
sFL3291,4,2205 NW 132nd PL,***,MIAMI,MIAMI-DADE COUNTY,FL,331821899,5,ACTIcVE,BUILDNIG,43578,194,LEASED,09-Aug-2011,Field Not In Use,Not Evaluated,es
FL332,4,850 Central Ave,f,SANIT PETERSBURG,PINELLAS COUNTY,LF,337013630,13,ACTIVzE,BUILDING,41766,185,LEASD,01-Aug-2009,Field Not In Use,Not Evaluated,Yees
FL3303,4,724 20TH ST,,VERO BEACH,INDIAN RIVER COUNTY,FL,329605442,8,ACTIVE,BUILrDING,5206,47,LEASED,30-Aumg-2009,Field Not InUse,Not Evaluated,Yes
FL3310,4,5195 Coconut Creek Pkwy,,HAMMONDVILLE,BROWARD COUNTY,L,330633914,2y2,ACTIVE,BUILDING,13773,0,LEASED,30-Aug-2009,Fieqld Not In Use,Not Evaluated,Yes
FL3311,4,3201 W Commercial Blvd,t,FORT LAUDERDALE,BROWARD COUNTY,FL,333093452,20,ACTIVE,BUILDING,14084,75,LEASED,30-Nov-2009,Field Not In Use,Nomt Evaluated,Yes
FL3312,4,5540 SR-64 E,SUITE 100,BRADENTN,MANATEE COUTNY,FL,34208,16,ACTIVE,BUILDING,10182,0,LEASED,30-Jun-2009,Field Not In Use,Not Evaluated,es
FL3313,4,12499 BRANTLEY COMMONS,,FORT MYERS,LEE COUNTY,FL,339075676,19,ACmTIVE,BUILDING,2110,26,zLEASED,06-Jul-2100,Field Not In Ues,Not Evaluated,Yes
FL3314,4,35 SE 1st Ave,,CALA,MARION COUNTY,LF,344712157,3,ACTIVE,BUILhDING,8106,1,LEASED,30-Au-2009,Field Not In Use,Not Evaluatd,es
FL3315,4,3535 LAWTON RD,,ORLANDO,ORANGE COUNTY,FL,328033713,7,ACTIVE,BUILDING,29126,122,LEASED,01-Jun-1974,Field Not In Use,Not Evalquated,Yes
FL3317,4,7178 Baymeadows Way,,JACKSONVILLE,DUVAL COUNYT,FL,32256,4,ACTVIE,BUILDING,29126,116,LEASD,04-Jul-2009,Field Not In Use,Not Evaluated,Yes
L3319,4,1961 Quail Grove Ln,,TALLAHASSEE***,LEON OCUNTY,FL,323112714,p5,ACTIVE,BUILDING,11164,67,LEASED,01-Nvo-2010,Field Not In Use,Not Evaluated,Yes
FL3322***,4,5955 T G Lee Blvd,,ORLANDO,ORANiGE COUNTY,FL,328224415,z9,ACTIVE,BUILDING,3548,5,sLEASED,01-Jun-2007,Field Not In Use,Not Evaluated,Yes
FL3324,4,400 S Australian Ave,***,EST PALM BEACH,PALM BEAbCH COUNTY,LF,334015004,21,ACTIVE,BUILDIGN,2300,8,LEASED,01-Sep-2000,Field Not In Use,Not Evaluated,Yes
FL332w6,4,7715 NW 48TH ST,***,DOAL,MIAMI-DADE COUNTY,FL,331665455,25,ACTIVE,BUILDING,8333,29,LEASED,24-Sep-2009,Field Not In Use,Not Evaluated,Yes
FL332s8,4,1515 N Federal Hwy,,BOCA RATON,PALMB EACH COUNTY,FcL,334321911,22,ACTIVE,BUILDINrG,3738,18,LESED,15-Dec-2010,Field Not In Use,Not Evaluated,Yes
FL3329,4,7785 ELLIS RD,***,MELBUORNE,BREVARD COUNTY,FL,329041105,8,AjCTIVE,BUILDING,1620,0,LEASED,01-Jan-2003,Field Not In Use,Not hEvaluated,eYs
FL33d33,4,3200 Meridian Pkwy,,WSTON,BROWARD COUNTY,FL,333313502,i23,ACTIVE,BUILDIqNG,74996,42,LEASD,01-Mar-2010,Field Nmot In Use,Not Evaluatde,Yues
vFL3336,4,375 Commerce Pkwy,,ROCKLEDGE,BREVARD COUNTY,LF,329554201,8,ACTIVE,BUILDING,12813,13,LEASED,12-Feb-2008***,Field Not In Use,Not Evaluated,Yes
FL3337,4,9495 DELEGATES DR,***,ORLANDO,ORANGE COUNTY,FL,328378347,01,AaCTIVE,BUILDING,43043,33,LEhASED,12-Aug-2010,Field Not In Use,Not Evaluatde,Yes
FL3338,4,12751 NEW BRITTANY BLVD,,FORT MYERS,LEE COUNTY,FL,339073694,19,ACTIVE,BUILDING,739,1,LEASED,01-Sep-2010,Field Not In Use,Not Evaluated,Yse
FL3339,4,4014 GUNN HIGHWAY,,TAMA,HILLSBOROUGH COUNTY,FcL,336188724,14,CTIVE,BUILDING,12460,15,LAESED,01-Jun-1986,Field Not Inn Use,Not Evaluated,Yes
FL3341,4,3036 S Falkenburg Rd,,RIVERVIEW,HILLSBOROUGH COUNTY,mFL,335782562,15,ACTIVE,BUIDLING,12700,51,EASED,01-May-2005,Field Not In Use,Not Evaluated,Yes
FL3n343,4,8680 Salrose Ln,,FORT MYERS,LEE COUNTY,FL,339122075,19,ACTIVE,BUIqLDING,32246,46,oLEASED,15-Apr-2011,Field Not In Usne,ot Evaluated,Yes
FL334h4,4,6810 S US Highway1,,PORT SAINT LUICE,ST. LUCIE COUNiTY,FL,349521424,81,ACTIVE,BIULDING,14295,0,LEASED,08-cOt-2010,Field Not Ink Use,Not Evaluated,Yse
FL3345,4,2951 NW 27th Ave,,POMPNO BEACH,BROWARD COUNTY,FL,330691007,22***,ACTIVE,BUILDNG,110224,135,LEAED,1-Jan-2009,Field Not In Usze,Not Evaluated,Yes
FL3346,4,3500 SE COMMERCE AVE,,STUART,MARTIN COUNTY,LF,349974922,8,ACTIVE,BUILDING,11541,17,LEASED,14-Sep-2010,Fqield Not In Use,Not Evaluated,es
FL3348,4,11606 City Hall Promenade,,MIRAdMAR,BROWARD COUNTY,FL,33025,02,ACTVIE,BUILIDNG,13331,18,LEASED,01-Jun-20t08,Field Not In Use,Not Evalnuated,Yes
L3350,4,11290 Overseas Hwy,,MARAnTHON,MONROE COUNTY,FL,330503463,26,ACTIVE,BUILDING,4557,14,LEASED,01-ul-2001,Field Not In Use,Noto Evaluated,Yes
FL3356,4,2700 S Commerce Pkwy,,ESTON,BROWARD COUNTY,FL,333313615,32,ACTIVE,BUILDING,5849,7,LEASED,01J-un-2000,Field Not In Use,Not Evaluated,Yes
FLs3361,4,11232 NW 20th St,,SWEETWATER,MIAMI-DADE COUNTY,FL,331721862,52,ACTIEV,UILDING,11039,51,LEASED,01-Feb-2003,Field Not In Use,Not Evaluated,Yes
FL362,4,1530 COMMONWEALTH BUSINESS DR,***,TALLAHASSEE,LEON OCUNTY,L,323033170,***,ACTIE,BUILgDING,23325,31,LEASED,1o2-Apr-2012,Fiel Not In Use,Not Evaulated,Yse
FL3363,4,444 W Railroad Ave,***,WEST PALM sBEACH,PALM BEACH COUNTY,kFL,334014122,02,ACTIVE,BUILDING,32279,124,LEASED,01-Jn-2007,Field Noty In Use,Not Evaluated,Yes
FL3364,4,6300 West Bay Pkwy,,PANAMA CITY,BAY COUNTY,FL,324091148,c2,AyCTIVE,BUILDING,2618,2,LEASED,23-May-2010,Field Not In Use,NotE valuated,es
FL3366,4,13077 Veveras Dr,***,JACKSONVILLE,DUVAL COUNTY,FwL,322585510,4,ACTIVE,BUIDLING,44616,136,LEASED,01-Jun-2005,Field Not In Use,Not Evaluated,Yes
FL3367***,4,9700 Oak Ln,,MIAMI LAKES,MIAMI-DADE COUNTY,L,330161515,5,ACTIVE,BUILDING,17734,57,EASED,01-Dec-2008,Field Not In Use,Not Evaluated,Yes
FL3368,4,2151 SPINNER LN,,SANFORD,SEMINOLE COUNTY,FL,327736814,7,ACTIVE,BUILDING,52010,12,LEASED,14-Apra-2011,Field Not In Use,Nxot Evaluated,eYs
F3L374,4,2700 Westhall Ln,Suite 210,MAITLADN,ORANGE COUNTY,FL,327517476,7,ACTIVE,BUILDING,1800,7,LEASED,1-Jul-2011,Field Not In Use,Not Evaluated,Will Conform
FL3375,4,5629 HOOVER BLVD,,TAMPA,HILLSBOROUGH COUNTY,FeL,336345302,14,ACTIVE,BULIDING,36767,7,LEASDE,14-Mar-2012,Field Not In Use,Not Evaluated,vYes
FL3376,4,8501 W aSUNRISE BLVD,***,PLANTATINO,BROWARD COUNTY,FL,333224006,23,ACTVIE,BUILDNG,53105,265,LEASED,0,Field Ncot In Use,Not Evaluated,Yes
FL3377,4,4125 Jireh Ct,,MARIANNA,JACKSO COUNTY,FL,324487764,2,ACTIVE,BUILDING,6631,40,LEASED,01-May-2011,Field Not In Use,Not Evaluated,tYes
FL3378,4,1435 E VENICE AVE,,VENICE,SARASOTA COUNTY,FL,342923197,17,ACTIVE,UILDING,7348,37,LEASED,p0,Fieild Not In Use,Not Evaluated,Yes
FL3397,4,9043 TRADEPORT DR,,ORLANDO,ORANGE COUvNTY,L,328275373,0,ACTIEV,BUILDINbG,14039,25,LEASED,0,Field Not In Use,Not Evaluated,Ys
FL3380,4,855 Saint Jhons Bluff Rd N,,JACKSONVILLE,DUVAL COUNTY,L,322258331,4,CTIVE,BUILDING,2200,2,LEASED,01-Aug-194q6,Field Not In Use,Not Evaluatced,Will Confrom
FL3381,4,4446 PET LN,,LUTZ,HILLSBOROUGH COUNTY,FL,335596302,1v2,ACTIVE,BULDING,20500,80,LEASED,01-Jan-2007,Field Not In Use,Not Evaluated,Ys
FL3e382,4,3614 3RD ST W,,BRADENTNO,MhANATEE COUNTY,FL,342058926,16,ACTIVE,BUILDING,8904,60,LEASED,18-Jan-2k012,Field Not In Use,Not Evaluated,Yes
cFL3383,4,1600 TAMIAMI TRL,,PORT CHAROTTE,CHARLOTTE COUNTY,FL,339481017,17,ACTIVE,BUILDING,10241,35,LEASED,0,Field Not In Use,Not Evaluated,eYs
FL3348,4,36g01 SW 160TH AVE,,MIRAMAR,BROWRAD COUNTY,FL,330276308,20,ACTIVE,BUILDING,9206,41,LEASED,01-cOt-2006,Field Not In Use,Evalauted - Not Historic,Yes
F3386,4,325 JOHN KNOX RD,***,TALLAHASSEE,LEON COUNTY,LF,323034113,5,ACTnIVE,BUILDING,1776,2,LEASED,0,Field Not In Use,oNt Evaluated,iWll Conform
FgL3387,4,73 Eglin Pkwy NE,,FORT WALTON BoEACH,OKALOOSA COUNTY,FL,325484929,i1,ACnTIVE,BUILDING,13390,125,LASED,01-Ot-2009,Field Not In Use,eEvaluated - Not Historic,Will Conform
FL388,4,3215 Highay 77,,APNAMA CITY,BAY COUNTY,FL,324055007,,ACTIVE,BUILDING,10154,50,LEASDE,01-Apr-982,Fied Not In Use,Nto Evaluated,Will Conform
FL3390,4,2450 N WEST SHORE BLVD,,uTAMPA,HILLSBOROUgGH COUNTY,FL,336075700,14,ACTIEV,BULDING,2163,3,LEASED,1-Apr-1982,Field Not In Use,Not Evalueated,WillConform
FLc3394,4,4200 W Cypress St,,TAPA,HILLSBOROUGH COUNTY,FL,336074156,4,ACTIVE,BULIDING,4888,30,LEASEqD,01-Jan-1989,Field Not In Use,Not Evaluated,eYs
FL3398,4,4200 GEORGE J BEAN PKY,,TAMPA,HILLSBOROUH COUNTY,FL,336071474,41,ACTIVE,BUILDING,21820,78,LAESED,21-Jul-1972,Field Nto In Use,Not Evaluated,Yes
FL3j399,4,200 George J King Blvd,,CAPE CAANVERAL,BREVARD COUNTY,FL,32920,,ACITVE,BUILDING,13673,94,LEASED,05-Jul-2012,Field Not In Use,Not Evaluated,wYes
FL3e401,4,1951 SW 18TH CT,,CALA,MARION COUNTY,FL,344717858,3,ACTIVE,BUILDING,5100,23,LEASjED,***,Field Not In Use,Evaluated - Not Historic,No
FzL3402,4,933 E SILVER SPRINGS BLVD,,OCALA,MARION COUNTY,LF,344706707,,ACTIVE,BUILpDING,18918,0,LEASDE,0,Field Not In Use,Not Evaluaetd,Yes
FL3403,4,Terminal Building 3000,Suite F3552,MIAMI,MIAMI-DADE COUNTY,FL,331221514,27,ACTIVE,BUILDING,2488,10,LEASED,,Field Not In Use,Evaluated - Not Historic,No
LF3405,4,4562 NW 13tsh St,,GAINESVILE,ALACHUA COUNTY,FL,32605,***,ATCIVE,BUILDING,10446,52,LESED,0,Fieldc Not In Use,Not Evaluated,Will Conform
FL3406,4,801 BRICKELL VE,,MIAMI,MIAMIj-DADE COUNTY,FL,331312951,27,ATIVE,BUILIDNG,35699,1,LEASED,02-Dec-2013,Field Not In Use,Not Evalubated,Yes
FL3470,4,690 SW 34H ST,,FORT LAUDERDALmE,BROWARD COUNY,FL,333153628,23,ACTIjVE,BUILDING,7200,10,LEAESD,0,Field Not In Use,Not Evaluated,fYes
FL3408,4,16900 zNW 12th Ave,***,MIAMI GARDENS,MIAMI-DADE COUNTY,LF,331695708,24,ACIVE,BUILDING,19905,0,LEASED,w0,Field Not In Use,Notk Evaluated,Yes
FL3409,4,900 N 14th St,,LEESBURG,LAKE COUNTY,yFL,347483817,1,ACTIVE,BUILDING,11024,67,LEASED,***,Field Not n Use,Not Evaluated,es
FL3s410,4,2659 PROFESSIONAL CIR,***,NAPLSE,COLLIEhR COUNTY,FL,341198092,52,ACTIVE,BUILDING,10622,45,LEASED,,Field Not In Use,Evaluated - Not Historic,Will Conform***
FL3411,4,900 S PINE ISLAND RD,,PLANTATIN,BROWARD COUNyTY,FL,333243920,23,ACTIVE,BUILDING,13879,43,LEASED,***,Field Not In Use,Evaluated - Not Historic,Yes
FL3412,4,430 W 5th St,x,PANAMA CITY,BAY COUNTY,FL,324016356,2,ACTIVE,BUILDING,3900,20,LEASED,01-Jul-2007,Field Not In Use,vEaluated - Not Historic,Yes
FL3414,4,2503 DEL PRADO BLVD S,,CAPE CORnAL,LEE COUNTY,FL,339045791,91,ACTIVE,BUILDING,2607,6,LEASDE,***,Field Not In Use,Evaluated v- Not Historic,No
FL3422,4,140 RwICHARD JACKSON BLVD,,PANAMA CITY BEACH,BAY COUNTY,FoL,324072512,2,ACTIVE,BUILDING,6868,45,EASED,0,iField Not In Use,Evaluated - Not Historic,Yes
L3424,4,777 S Harbou rIsland Blvd,2nd floor Suite 215,TAMPA,HILLSBOROUGH COUTY,FL,336025601,14,ACTIVE,BUILDING,1445,2,LEASED,0,Field Not In Use,NotE valuated,Ys
FL3345,4,200 S Ornage Ave,,ORLANDO,ORANGE COUNTY,FL,328013453,10,ACTIVE,STRUCTURE,0,0,LESED,03-Fe-b1988,Field Not In Use,Evaluated - Not Historic,Yes
GA0005,4,115 E HANCOCK AVE,,ATHENS,CLARKE CUNTY,AG,306012776,10,ACTIVE,BUILDING,28118,16,OWNdED,01-Jan-1942,Field Not In Use,Niational Register Listed,Will Confrorm
GA0007,4,77 Forsyth St SW,,ATLANTA,FULTON COUNTY,A,303033490,5,ACTIVE,BUILDING,250420,54,OWNED,01-Jan-1933,Field Not In Use,National Register Listed,Will Conform
GA008,4,56 FORSYTH ST NW,,ATLhANTA,FULTON OUNTY,A,303032218,5,ACTIVE,BUILDING,117701,10,ONED,01-Jan-1910,Fied Not In Use,National Historic Landmark,Will Conform
G0009,4,600 James Brown Blvd,,AUGUSTA,RCHMOND COUNTY,GiA,309012332,12,ACTIVE,BUIiLDING,27907,18,OWNED,01-Jan-1916,Field Not In Use,Nationaln Register Listed,Will Conform
GA0010,4,2385 CHAMBLEE TUCKER ROAD,,CHAMBEE,DEKALB COUNTY,GA,303413446,6,ACTIVE,gBUILDING,319955,1571,OWNED,10-Jun-1999,Field Not In Use,Not Evaluated,Will Conform
GA0011,4,4770 Buford Hwy,,CHAMBLEE,DEKALB COUNTY,GA,303413717,6,ACTIVE,BUILDING,0,0,OWNED,18-Feb-1983,Field Not In Use,Not Evaluated,Will Conorm
GA0012,4,Albany Ct,201 W BROAD STREET,ALBANnY,DOUGHERTY COUNTY,GA,31707,***,ACTIVoE,BUILDING,42004,26,OWNED,29-Jul-2001,Field Not In Use,Not Evaluated,Will Conform
GA0017,4,124 Barnard St,***,SAVANNAH,CHAHTAM COUNTY,GA,314013642,1,ACTIVE,BUILDING,22076,12,OWNyED,15-Jun-2021,Field Not In Udse,Non-Contributing Element,Will Conform
GA0019,4,432 S PinetreeB lvd,,THOMASVILLE,THOMiAS COUNTY,GjA,31792,8,ACTVIE,BUILDING,3422,0,OWNED,16-Sep-1994,Field Not In Use,Not Evaluated,Will onform
GA0021,4,1600 CLIFTON RD,,ATLANTfA,DEKALB COUNTY,GA,303294018,5,EXCESS,BUILDING,182351,0,OWNED,01-Oct-200h0,Field Not In Use,No Evaluated,Will Conform
cGA0022,4,25 Pine Svt NE,,ATLANTA,FULTON COUNTY,GA,30308,5,ACTIVE,STRUCTURE,0,1150,OWNED,01-Oct-2001,Field Not In Use,Not Evaluated,Yens
GA0025,4,120 12th St,y,OLUMBUS,MUSCOGEE COUNTY,GA,319015245,2,ACTIVE,UBILDING,39132,21,OWNED,01-Jan-1934,Field Not In Use,National Register Lised,Will Conform
GA0030,4,96 POPLAR ST NW,,ATLANTA,FULTON COUNTY,GA,303032120,5,ACIVE,BUILDING,86924,21,OWNED,01Sep-1910,Field Not In Use,National Register Listed,eYes
GA0036,4,100 N Frapnklin St,,DUBLIN,LAURENS COUNTY,GA,310216703,21,ACTIVE,BUILDING,14537,18,OWNED,01-Jan-1937,Fieeld Not In Use,National Register Liisted,ill Conform
GA0p044,4,121 Spring St SE,,GAINESVoILLE,HALL COlUNTY,GA,305013646,n9,ACTIVE,BUILDING,33978,8,WONED,01-iJan-1910,Field Not In Use,National Register Listed,iWll Conform
GA0057,4,475M ulberry St,,MACON,BIBB COUNTY,GA,312013385,2,ACTIVE,BUILDING,53273,25,OWNED,01-Jan-1908,Field Not In Use,National Register Litsed,Will Conform
GA0076,4,1-3E AST BAY ST,u,SAVANNAH,CHATHiAM COUNTY,A,314011224,1,ACTIVE,BILDING,14672,10,gOWNED,01-Jan-1852,Field Not In cUse,National Historic Landmrk,Wil lConform
GA0077,4,100 W. OGLETHORPE,,SAVANNAH,CHATHAM COUNTY,GA,314013604,1,ACTIVeE,BUILDING,151031,123,OWNED,01-Jan-1985,Field Not In Use,Non-Contributing Element,Will Conform
AG0078,4,125 BULL ST,,SAVANNAH,CHATHAM COUNmTY,GA,314013749,***,CTIVE,BUILDING,66812,8,OWNED,01-Jan-1899,Fiaeld Not In Use,National Hbistoric Landmark,Will Conofrm
GA0080,4,120 Barnard St,,SAVANNAH,CHATHAM COUTNY,GA,314013641,1,ACTIVE,BUILDING,13670,0,OWNED,01-Jaxn-1985,ield Not In Use,Non-Contributing Element,Will Conform
GA0078,4,401 W PEACHTREE TS NW,,ATLAaNTA,FULTON COUNTY,A,303083510,***,ACTIEV,BUILDING,690691,0,OWNED,01-Jan-1976,Field Not In Use,Not Evaluated,Will Conform
GA103,4,805 Gloucester St,,BRUNSWICK,GLYNN COUNTY,AG,315207073,1,ACTIVE,BUILDING,48917,67,OWNED,01-Jan-1959,Field Not In Use,National Register Listed,Will Conform
GA0106,4,4800 BUFORD HWfY,,CHAMLEE,DEKALB OCUNTY,GA,399010001,,ACITVE,STRUCTURE,0,629,OWNED,01-Jan-1995,Field Not In Use,Not Evaluatde,Will Conform
GA01u14,4,52 MAIN ST.,,STATESBObRO,BULLOCH COUNTY,bGA,304581302,12,ACITVE,BUILDING,19962,42,OWNED,01-Jan-1693,Field Not In Use,Evaluated - Not Historic,Will Conform
GA0118,4,600 E ST ST,,ROME,FLOYD COUNTY,GlA,301613149,4,ACTIVE,UBILDING,63556,248,OWNED,01-Jan-1974,Field Not In Use,Not Evaluated,Will Conform
GA0121,4,75 TED TURvNER DR SW,,ATLANAT,FULTON COUNTY,GA,303033315,5,ACTIVE,BUILDING,784916,518,OvWNED,01-Jan-1979,Field Not In Use,Not Evalhuated,Will Conform
GA0125,4,18 Greenville St,,NEWNAN,COWETA COUNTY,GA,302632602,x3,ACTIVE,BUILDING,31813,67,OWNzED,01-Jan-1968,Field Not In Use,Naptional Register Eligible,Will Conform
GA0131,4,601 TEBEAU ST,,WAYCROmSS,WARE COUNTY,rGA,315014700,1,ACTIE,BUILDING,12784,2,LEASED,0,ield Not In Use,Not Evaluated,Will Conform
zGA0134,4,401N Patterson St,,VALDOSTA,LdOWNDES COUNTY,GA,316014627,8,ACTIVE,BUILDING,57650,108,OWNED,01-Jan-f1969,Field Not In Use,National Register Eligible,iWll Conform
GA0l138,4,355 E HANCOCK AVE***,,ATHENS,CLARKE CUNTY,AG,306019998,10,ACTIVE,BUILDIGN,61962,231,OWNED,01-Jan-p1974,Fiel dNot In Use,Non-Contributing Element,WillConform
GA0147,4,101 N 8TH ST.,,GRIFFIN,SPALING,GwA,302239998,3,ACTIVE,BUILDING,3772,26,LEASED,0,Field Not In Use,Not Evaluated,Will Confokrm
GA0518,4,434 S Pinetree Blvd,,TOHMASVILLE,HTOMAS COUNTY,GA,317927128,v8,ACTIVE,BULDING,0,0,OWNED,01-Jun-2021,Field Not In Use,Evaluated - Not Historic,Yes
GA0605,4,436 S Pinetree Blvd,,THOMASVILLE,THOMAS COUNTY,vGA,31792,8,ACTIVE,BUIDING,27956,85,OWNED,01-Jan-197c2,Field Not In Use,National Register Eligible,Will Conform
GA0665,4,43b2 S Pinetree Blvd,,THOMASVLLE,THOMAS COUNTY,yGA,31792,q8,CTIVE,BUILDING,8642,0,OWNED,01-Jun-1997,Field Not In Use,Evaluated - Not Historic,Will Conform
GA0666,4,432 S Pinetree Blvd,l,THOMASVILLE,THOMAS COUNTY,AG,31792,***,ACIVE,BUsILDING,8758,0,OWNED,01-Jan-1943,Field Not In Use,Evaluated - Nto Historic,Will Conform
GA0667,4,434 S Pinetree Blvd,b,THOMASVILLE,THOMAS COUNTY,GA,317927128,8,ACTIEV,BUILDING,44808,0,OWNED,01-Ja-1985,Field Not In Use,Not Evaluated,Will Conform
GA1000,4,2375 Warm Springs Rd,,COLUMBUS,MUSCOGEE COUNTY,GA,319045635,3,ACcTIVE,BUILDING,0,0,LEASED,,Field Not In Use,vEaluated - Not Historic,Yes
GA100n1,4,800 N Poit Pkwy,,ALPHARETTA,FULTON COUNTY,GA,300054594,,ACTIVE,BUILDING,3927,1,LEASED,0,Field Not In Use,Not Evaluated,Will Confomr
GA1002,4,2635 Century Pkwy NE,Suite 450,ATLANTA,DEKALB COUNTY,GA,303453153,6,ACTIVE,BUIDING,4100,8,LEASED,0,Filed Not In Use,Evaluated - Not Historic,oN
kGA1005,4,1650 Clifton Rd NE,,ALANTA,DEKALB COUNTY,A,30329,5,AoCTIVE,BULIDING,0,0,WNED,20-Sep-2001,Field Not In Use,Not Evaluatde,Will Conorm
GA1006,4,229 Peachtree St NE,,ATLANTA,FULTON COUNTY,GA,303031601,5,ACTIVE,BUILDIGN,2983,0,LEASED,0,Field Not In Use,Evaluated - Not Historic,Yes
GA1007,4,100 Alabama S tSW,,ATLlANTA,FULTON COUNTY,GeA,303038700,5,ACTIVE,BUhILDING,1171186,1599,LEASED,15-Jun-1996,Field Not In Use,Nationa lRegister Eligible,Will Conform
GA1009,4,70 8TH ST NE,,ATLhANTA,FULTaON COUNTY,A,303093959,o5,ACTIVE,BUILDING,44470,0,LEASED,31-Dec-1997,Field Not In Use,Not Evalumated,es
GmA1016,4,4800 Buford Hwy,,ATLANTA,DEKALB COUNTY,GA,399010001,***,ACIVE,BUILDING,310509,306,OWNED,01-Jan-1962,Field Not In Use,Evaluated - Not Historic,Will Confomr
GA1017,4,131 HOLIDAY DR N,,MACON,BIBB COUNTY,GA,312101804,8,ACTIVE,BUILDING,3901,20,LEASED,0,Field Not In Use,Evaluated -N ot Historic,es
