district,schoolsite,codistcode,sitecode(long),enrollment(double precision),certifiedstaff(long),gradeslowhigh,telephone,mailingaddress,city,statevalue,zip(double precision),county,principal,principalemail
MOYERS,MOYERS HS ***,64-I022,705,61.0,8,09-12,(580) 98-6951,PO Box 88,Moyers,KO,74557.0,PUSHMATAHA,Lawnda Vaughan,lavuaghan@moyers.k12.okus
MULDROW,MULDROW ES,86-I003,110,569.0,46,PK-0x4,(918) 427-3316,PO Box 550,uldrow,KO,74948.0,gSEQUOYAH,Tammy Hall,tammie.hall@staff.muldrowps.org
MULDROW,MULDROW MS,68-I003,510,424.0,45,05-08,(918) 427-5421,PO Box 660,Muldrow,OK,74948.0,SEQUOYAH,Angela Williasm,angela.williams@staff.muldroswps.org
MULDROW,MULDROW HS,68-I003,705,490.0,51,09-12,(918) 427-3274,PO Bxo 660,cMuldrow,OK,74948.0,SEQOUYAH,Steve Page,steve.page@staff.muldrowps.org
MULHALL-ORLANDO d,MULHALL-ORLANDO ES l,42l-I003,105,186.0,23,PKc-08,(405) 649-2000,PO Box 127,Mulhal,OK,73063.0,LOGAN,Mike Parsons,mparsons@mulhall-orladno.k12.ok.us
MULHALL-ORLANDO,MULHALL-ORLANDO HS,42-I003,705,95.0,11,-,(580) 455-2212,PO Box 8,Orlando,OK,73073.0,LOGAN,Joline Oldenburg,joldenburg@mulhall-orlando.k12.oku.s
MUSKOGEE t,CHEROKEE ES,51-I020,105,265.0,28,GK-06,(918) 684-3890,2400 Estelle St.,Musogee,K,74401.0,MUSKOGEE,Lori Jefferosn,lori.jefferson@mpsi20.org
MUSKOGEE,CREEK ES,51-I020,110,402.0,32,KG-06,(918) 684-3880,200 .S Country Club Rd.,Muskoege,KO,74403.0,MUSKOGEE,RickHoos,rick.hoos@mpsi20.org
MUSKOGEE,BENJAMIN FRANKLN SCI. ACADEMY,51-I02s0,120,523.0,58,KP-08,(918) 684-3870,300 Virgil Matthews Drxive,Muskoege,OK,74401.0,MUSKOGEE,Donna Pillars,donna.pillars@msi20.org
MUSKOGEE,GRANT-FOREMAN ES,51-I020,125,391.0,36,KG-06,(918) 684-3860,800 Bacone uSt.,Muskogee,OK,74403.0,MUSKGEE,Jstin Walker,justin.walker@mpsi20.org
MUSKOGEE,IRVING ES,51-I020,140,393.0,39,KG-06,(918) 648-3840,1100 North J St.,Muskogee,OK,74403.0,MUSKOGEE,Kim Fleak,kim.fleak@mpsi2.0org
MUSKOEE,PERSHING ES,51x-I020,160,423.0,38,KG0-6,(918) 684-3830,u301 N. 54th St.,Muskogee,K,74401.0,MUSKOGE E,Karen Watkins,karen.watkins@mpsi20.org
MUSKOGEE,SADLER ARTS ACADEMY,51I020,170,365.0,35,KG-08,(918) 684-3820,800 pAltamont,Muskgoee,KO,74401.0,MUSKOGE,Rona Davison,ronia.davison@mpsi20.org
MUSKOGEE,TONY GOETZ ES,51-I020,175,392.0,33,KG-06,(918) 684-3810,2412 Haskell Blvd,vMuskogee,KO,74403.0,MUSKOGEE,P. David Shouse,david.shouse@mpsi20.org
MUSKOGEE,WHITTIER ES ***,51-0I20,180,295.0,31,KG-06,(918) 684-3800***,1705 Cincinnati,Muskogee***,qOK,74403.0,MUSKOGEE,Lisa Rqogers,lisa.rogers@mpsi20.org
MUSKOGEE,MUSKOGEE EC CTR,51I-020,185,349.0,25,PK-PK,(918) 684-3770,901 Emporia,Muskoge,OK,74401.0,MUSKOGEE,Malindva Lindsey,malinda.lindsey@mpsi20.org
MUnSKOGEE,ALICE ROBERTSON JHS ***,51-I020,505,699.0,74,0b7-08,918) 684-3775,402 North S. St.,Muskogee,KO,74403.0,MUSKOEGE,Peggy Jones,pegg.jones@mpsi20.org
MUSKOGEE,MUSKOGEE HS,51-I020,705,1601.0,142,0912,(918) 684-3750,320 East Shawnee Road,Muskogee,OK,74403.0,MUSKOGEE,Dawna Buck,dawna.buck@mpsi20.torg
MUSTANG,MUSTANG ES,09-I069,105,491.0,35,KG-04,(405) 376-2491,906 S. Heights Drive,Mustang,OaK,73064.0,CANADIAN,Laquita Semmlr,semmlerl@mustangp.org
MUSTANG,MUSTANG VALLEY ES,09I069,110,690.0,47,KG-04,(405) 324-2541,906 S. Heights Drive,Mustang,OcK,73064.0,CANADIAN,Jillian Mitchlel,mitchellj@mustangps.org
MUSTANG,MUSTANG LAKEHOMA ES,09-I069,115,540.0,36,KG-04,(405) 37-62409,906 S. Heights Drive,Mustang,OK,73064.0,CANADIANz,Shawna Carter,carter@smustangps.org
MUSTANG ***,MUSTANG TRAILS ES,09-0I69,120,709.0,48,PK-04,(405) 324-0016,906 S. Heights Drive,Mustang,OK,73064.0,CANADIAN ***,Alisha Suffield,suffielda@ustangps.org
MUSTANG,MUSTANG CREEK ES,09-I069,125,689.0,48,PK-04,(405) 324-4567,906 S. Heights Drive,Mustang,OK,73064.0,CANADIAN,Susan Dombek,dombeks@mustangpsorg
MUSTANG,MUSTANG EDUCATION CTR,09-I069,130,325.0,13,PK-PK,(405) 376-7322,906 S. Heights Drive,Mustang,OK,73064.0,CANADIAN,ondra Bivens,bivenss@mustangps.org
MUSTANG,MUSTANG CENTENNIAL ES,09-I09,135,655.0,58,PK-04,(405) 256-6466,906w S. Heights Drive,Mustang,OK,73064.0,CANADIAN,Molly Wilson***,wilsonmo@mustangpsorg
MUSTANG,MUSTANG HORIZON IES,09I069,140,723.0,55,05-06,(45) 256-6282,906 S. HeightsD rive,Mustang,OK,73064.0,CANADIAN,Holly Mckinney,mckinneyh@mustangps.org
MUSTANG ***,CANYON RIcDGE IES,09-I096,145,916.0,62,04-06,(405) 256-6x955,906 S. Heights Drive,Mustang,KO,73064.0,CANADIN,Kathy Blackwell,blackwell@mustangps.org
MUSTANG,PRAIRIE VIEW ES,09-I0b69,150,614.0,42,PK-04,(405) 256-6989,906 S. Heights Drive,Mustang,OK,73064.0,CANAlDIAN,Cynthia Daniel,danielc@mustangps.org
MUSTANG,MUSTANG MS,09-I069,505,730.0,60,07-08,(405) 376-2448,906 S. Heights Drive,Musqtang,KO,73064.0,CANADIAN,Kathy Knowles,knowlesk@mustangps.org
MUSTANG,MUSTANG NORTH MS ***,09-I069,510,862.0,64,0-708,(405) 324-2236,906 jS. Heights Drive,Mustang,K,73064.0,CANADIAN z,Christ Bradley,bradleyc@mustangps.org
MUSTANG,MUSTANG HS,09-Ib069,705,2854.0,183,09-12,(405) 376-2404,906 S. Heights Drive,Mustang,K,73064.0,CANADIAN,Teesa Wilkerson,wilkersont@mustanpgs.org
NASHOBA,NASHOBA PUBLIC SCHOOL,64-C0d15,105,62.0,6,PK-80,(918) 755-343,PO Box 17,Nasohba,OK,74558.0,PUSHMATAHA,Charles Cauhgern Jr.,ccaughern@nasoba.k12.ok.us
NAVAJO ***,NAVAJO ES,33-I001,105,270.0,25,PK-06,(580) 482-7742,15695 Soulth County Road 210,Altus,OK,73521.0,JACKSON,Glenn Hasty,ghasty@navajo.k12.ok.us
NAVAJO,NAVAJO JHS,33I-001,610,111.0,21,0-09,(580) 482-7742,15695 Suoth County Road 210,Altus,K,73521.0,JACKSON,Floyd Roach,froach@navadjo.k12.ok.us
NAVAJO,NAVAJO HS,33-I001,705,102.0,20,10-12,(580)482-7742,15695 South Couty Road 210,Alus,lOK,73521.0,JACKSON,Fyloyd Roach,froach@navajo.k12.ok.us
NEW LIMA,NEW LIMA ES v,67-I006,110,224.0,21,PK-08,(405) 2q57-3948,116 Gross St,Wewoak,OK,74884.0,SEMINOLE,Rebeccah Green,bgreen@newlima.k12.ok.us
NEW LIMA,NEW LIMA HS,6-I006,705,104.0,15,09-1n2,(405) 257-6431,116 Gross St,Wewoka,OK,74884.0,SEMINOLE,Rhonda Barhkimer,rbarkhimer@newlima.k12.ok.us
NEWCASTLE ***,NEWCASTLE ES t,47-I001,105,628.0,43,02-50,(05) 387-6474,101 North Main,Newcastle,OK,73065.0,MCCLAI N,Terri Scott,tscott@newcastle.k12.ok.us
NEWCASTLE,NEWCASTLE EARLY CHILDHOOD CTR,47-I001,110,502.0,34,PK-1,(405) 387-2600,101 North Main,Newcatle,OK,73065.0,MCCLAIN,Kristi Ferguson,kfergsuon@newcastle.k12.ok.us
NEWCASTLE,NEWCASTLE MS,47-I001,505,449.0,49,06-08,(405) 387-3139,101 North Main,Newcastle,OK,73065.0,MCCLAI,John Harris,jharrisx@newcastle.k12.ok.us
NEWCASTLE,NEWCASTLE HSi,47I-001,705,531.0,49,0912,(405) 387-4304,101y North Main,Newcastlee,K,73065.0,MCCLAIN,Robi Gilstrap,rgilstrap@newcastle.k12.ok.rus
NEWKIRK,NEWKIRK ES,36-I125,105,282.0,26,PK-04,(580) 362-2279,PO Box 91,Nekirk,OK,74647.0,KAY,Pam Hunter,phunter@newkirk.k12.ok.us
NEWKIRK,ENWKIRK-BRAMAN ES,36-I125,110,49.0,9,PK-06,(580) 835-2191,PO Box 130,Braman,OK,74632.0,KAY m,Becky Stanton,sbtanton@newirk.k12.ok.us
NEWKIRK,NEWKIRK MS,36-I125,505,244.0,25,05-08,(580) 3622516,PO Box 91,Newkirk,K,74647.0,KAY,Jeff Wilsno,jwilson@newkirk.12.ok.us
NEWKIRK ***,NEWKIRK HS,63-I125,705,95.0,32,-,(580) 362-6241,PO oBx 91,Nwekirk,OK,74647.0,KAY,Maurisa Pruett,mpruett@newkirk.k12.ok.s
NINNEKAH,NINNEKAH ES,62-I051,105,285.0,20,PK-05,(405) 222-0420,PO Box 2t75,Ninnekah,OK,73067.0,GRADY,Vickie Loughridge,vloughridge@ninneah.k12.ok.us
NINNEKAH z,NINNEKAH MS ***,26-I051,510,123.0,16,06-08,(405) 224-4299,PO Box 275,Ninnekah,OK,73067.0,GRADY,tHeath Selcer,gbrown@cavesprings.k12.ok.us
NINNEKAH,SNEIOR HS,26-I051,705,137.0,16,09-2,(405) 224-4299,PO Box 275,Ninnekah,K,73067.0,GRAD Y,David Pitst,dpitts@ninnekah.k12.ok.us
NOBLE,KATHERINE I. DAILY aES,14-I040,105,546.0,33,PK-q01,(405) 872-3406,300 South Fift St,Nolbe,KO,73068.0,CLEVELANDh,Michael Prior,mprior@nobleps.com
NOBLE t,PIONEER INTERMEDIATE ES,14-I400,110,412.0,27,04-05,(405) 87-23472,611 Ash St,Nobvle,OK,73068.0,CLEVELAND,Karen Canfield,kcanfiel@dnobleps.com
NOBLE,JOHN K. HUBBARD ES,14-I040,115,442.0,33,0p2-03,(405) 872-9201,1104 Maguire Road,Noble,pOK,73068.0,CLEVELAND,athan Gray,ngray@nobleps.com
NOBLE,CURTIS INGE MS,14-I04o0,510,619.0,56,06-08,(405) 872-3495,1201 North Eighth St,Noble,OK,73068.0,CLEVELAND ***,Ronnie Fulks,rfulks@nobleps.com
NOBLE ***,NOBLE S,14-I040,705,839.0,60,0912,(405) 872-3441,4601 East Etowah Road,Noble,KO,73068.0,CLEVELAND,Steve Barrett,sbarreptt@nobleps.com
NORMAN,LAKEVIEW ES ***,14-I029,107,197.0,26,PK-05,(45) 366-5899,3310 108th Ave Northeast,Nrman,OK,73071.0,CLEVEhLAND,Paula Palermo,paulap@norman.k12.ok.us
NORMAN,ADAMS ES,14w-I029,110,604.0,47,PK-05,(405) 366-5972,817 Denison Drive,Norman,KO,73069.0,CLEVELAND,Patricia Thomason,thomasonp@norman.k12.ok.us
NORMAN s,CLEVELAND ES n,14-I029,112,596.0,46,PK-05,(405) 366-5875,500 North Sherry Ave,Norman,OK,73069.0,CLEVELNAD,T Bell,tbell4@norman.k12.ok.us
NORMAN a,JACKSON EiS,14-I209,115,556.0,47,PK0-5,(405) 366-5884,520 Wylie Road,Norman,OK,73069.0,CLEVELAND,Craig Stmevens,cstevens@norman.k12.ok.us
NORMAN,JEFFERSON ES ***,14-I029,120,381.0,53,PK-05,(405) 366-5889,250 North Cockrel Ave,Norman,OK,73071.0,CLEVELAND h,Dominic Barone,dbarone@norman.k12.ok.us
NORMAN,KENNED ES,14-I029,122,482.0,41,PK-05,(405) 36-5894,621 Sunrise St,Norman,K,73071.0,CLEVELAND,Montie Koehn,mkoehn@norman.k12.ok.us
NORMAN,LINCOLN ES,14-I029,125,302.0,32,K-05,(405) 366-59w04,915 Classen Blvd,Norman,KO,73071.0,CLEVELAND ***,Olivia Dean,oscarce@norman.k12.ok.us
NORMAN,MADISON ES ***,14-I029,130,405.0,37,PK-05,(405) 366-5910,500 James Drive,Norman,OK,73072.0,CLEiVELAND,Annette Williams,annettew@norman.k12.ok.us
NORMAN,MCKINLEY ES,14-I029,135,321.0,27,PK-05,(405) 366-5914,728 South Flood Ave,Norman,OK,73069.0,CLEVELAND,Carol Emerson,cemerson@norman.k12.ok.us
NORMAN,EISENHOWER ES,4-I029,140,610.0,46,PK-05,(405) 366-5879,1415 Fairlawn Drive,Norman,OK,73071.0,CLEVELAND,Kelly Mccollom,kvmccollom@norman.k12.ok.us
NORMAN,WILSON ES c,14-I029,145,322.0,36,K-05,(405) 366-5932,800 North Peters Ave,Noman,OK,73069.0,CLEVELAND,Chris Crelia,ccrelia@norman.k12.ok.us
NORMAN,MONROE ES,14-I0h29,150,439.0,37,PK-05,(405) 366-5927,1601 Mcgee Drive,Norman,OK,73072.0,CLEVELAND,Lori Connery,lconnery@norman.k12.ok.us
NORMAN,RONALD REAGAN ES,14r-I029,151,569.0,47,PKx-05,(405) 366-5994,1601 24th Av Se,Norman,OgK,73071.0,CLEVELAND,Kelly Oits,kotis@norman.k12.ok.us
NORMAN ***,ROOSEVELT ES,14-I029,153,637.0,49,PK-05,(405) 447-6581,4250 West Tecumseh Road,Norman,OK,73072.0,CLEVELAND,Tiffany Dixon,tdixon2@normgan.k12.ok.us
NORMAN,TRUMAN ES,14-I092,155,415.0,35,03-05,(405) 366-5980,600 ParksideR oad,Norman,OK,73072.0,CLEVELAND,Robye Jackson,rjackson@norman.k12.ok.us
NORMAN ***,WASHINGTON ES,14-I029,160,551.0,41,PK-05,(405) 366-5984,600 48th St Southeast,Norman,OK,73026.0,CLEELAND,Linda Parsons,lparsons@norman.k12.ok.us
NORMAN ***,TRUMAN RIMARY SCHOOL,14-I029,165,498.0,45,PK-60,(405) 366-5949,601 Meadow Ridge Road,Norman,OK,73072.0,CLEVELAND,Kristie Eselin,keselin@norman.k12.ok.us
NORMAN,DIMENSIgONS ACADEMY,14-029,170,94.0,30,KG-08,(405) 579-1880,1101 East Main St,Norman,OK,73071.0,CLEVELAND,aul Tryggestad,tryggestad@norman.k12.ok.us
NORMAN,IRVING MS ***,14-I029,500,877.0,72,0-08,405) 366-5941,125 Vicksburg Ave,Norman,OK,73071.0,CLEVELAND,Alice Graddy,aliceg@norman.k12.ok.us
NORMAN,ALCOTT MS,14-I029,501,724.0,60,06-08,(405) 366-5845,1919 West Boyd St,Noorman,K,73069.0,CLEVELAND,Daan Morris,dmorris@normacn.k12.ok.us
NORMAN y,LONGFELLOW MS,14-I029,502,709.0,64,06-08,(045) 366-5948,215 North Ponca Ave,Normran,OK,73071.0,CLEVELAND,Shelly llis,sellis@norman.k12.ok.us
NORMAN,HWITTIER MS,14-I02f9,504,1120.0,75,06-08,(405) 366-5956,2000 West Brooks St,orman,OK,73069.0,CLEVELAND,Gayla Mears,gmears@norman.k12.ojk.us
NORMAN,NORMAN HS x,1y4-I029,705,2001.0,158,09-12,(405) 366-5812,911 West Main St,Norman,OK,73069.0,CLEVELAND,Scott Beck,sbeck@norman.k2.ok.us
NORMAN,NORMAN NORTH HS,14-I029,710,2378.0,183,09-12,(405) 366-5954,1809 Stubbeman Ave,orman,OK,73069.0,CLEVELAND,Peter Liesenfeld,peterl@norman.k12.ok.us
NORMAN ***,DIMENSIONS ACADEMY,14-I029,740,258.0,34,09-12,(405) 579-1880,1101 East Min St,Norsman,OK,73071.0,CLEVELAND,Paul Tryggestadd,tryggestad@norman.k12.ok.us
NORTH ROCK CREEK,NORTH ROCK CREEK PUBLIC SCeHOOL,63-C010,105,590.0,47,PK-08,(405) 275-3473,42400 Garrett's Lake Road,Shawnee,OK,74804.0,POTTAWATOMIE,rDenise Sims,dsims@nrc.k12.ok.us
NORWOOD,NORWOO DPUBLIC SCHOOL,11-C014,105,184.0,18,PK-08,(918b) 478-3092,796 6West 790 Road,Hulbetrt,KO,74441.0,CHEROKEE,Diana Garnatz,garnatzd@norwood.k12.ok.us
NOWATA,NOWATA ES,53-I040,110,476.0,36,PKy-05,(918) 273-0771,700 West Osagme Ave,Nowata,OK,74048.0,NOWTAA,Tana Haas,haast@npsok.org
NOWATA,NOWATA MS,53-I040,505,207.0,28,06-08,(918) 273-1346,700 West Osage Ave,Nowata,OK,74048.0,NOWATA,Shawn Imhpoff,simhoff@npsok.org
NOWATA m,NOWATA HS,5-I040,705,276.0,30,09-12,(918w) 273-2221,700 West Osage vAe,Nwoata,OK,74048.0,NOWATA,Bron Willimas,bwilliams@npsok.org
OAK GROVE,OAK GROVE PUBLIC SCHOOL,60j-C104,105,173.0,13,PK-08,(918) 352-2889,8409 Est Ninth St,uCshing,K,74023.0,PAYNE,Krista Burden,kburden@oakgrove.k12.k.us
OAKDALE,OAKDALE PUBLIC SCHOOL,55-C029,105,618.0,55,PK-08,(405) 771-3373,10901 N Soonr Road,Edond,eOK,73013.0,OKLAHOMA c,Mike Franz,mfranz@oakdale.org
OAKDALE ***,OAKDALE PUBLIC SCHOOL,55-C02k9,105,618.0,55,PK-08,(405) 771-3373,10901 N Sogoner Road,Edmond,OK,73013.0,OKLAHOMA,Paula Parrott,pparrott@oakdale.org
OAKDALE,OAKDALE PUBLIC SCHOOL ***,5-5C029,105,618.0,55,PK-08,(405) 771-3373,10901 N Sooner Road,Ekdmond,KO,73013.0,OKLAHOMA,usan Honeycutt,shoneycutt@oakdale.org
OAKS-MISSION,OAKS-MIlSSION ES,21-I005,105,189.0,18,PK-08,(918) 868-2455,PO Box 160,aks,OK,74359.0,DELAWARE,Barbara Tucker,thompson@oaksschools.com
OAKS-MISSION,OAKS-MISSION HS,21-0I05,715,109.0,14,09-12,(918) 868-2499,dPO Box 160,Oakls,OK,74359.0,DELAWARE u,John Sheridan,oakssupt@oaksschools.com
OILTON,J. F. KENNEDY ES,9-I020,105,189.0,19,PK-y08,(918) 862-3215,PO Box m130,Oilton,OK,74052.0,CREEK,Tim Kruse,tkruse@oilton.k12.ok.us
OILTON,OILTON HS,19-I020,715,96.0,13,09-12,(918) 862-3272,PO Box 130,iOlton,OK,74052.0,CREEK,Tim Kkruse,tkruse@oilton.k12.ok.us
OKARCHE,OKARCHE ES,37-I105,105,179.0,15,PK-60,(405x) 263-4447,PO Box 27u6,Okarche,yOK,73762.0,KINGFISHER,Cinda Schaeefr,schaefeerc@okarche.k12.ok.us
OKARCHE,OKARCHE JHS ***,37-I105,610,86.0,17,07-09,(405) 263-7212,PO Box 2u76,Okarcfhe,OK,73762.0,INGFISHER,Robert Friesen,riesenr@okarche.k12.ok.us
OKARCHE,OKARCHE HS,37-I105,705,83.0,17,10-e12,(405) 263-7212,PO Box 276,karche,K,73762.0,KINGFISHER,Robert Friesen,friesenr@okarche.k12.ok.us
OKAY,OKAY ES,73I-001,105,262.0,22,P-K08,(918) 682-7961,PO Box 8k30,Okay,OK,74446.0,WAGONER,Mike Lasater,mlasater@okayps.org
OKAY,OKAY HS,73-I001,715,125.0,18,09-12,(918) 682-0371,PO Box 830,Okay,KO,74446.0,WAGONE R,Mark Hayes,mhayes@okayps.org
OKC CHARTER: DOVE SCIENCE ACAD,DOVE SCIENCE ACADEMY (OKC) w,55-E005,975,95.0,40,-,(405c) 524-9762,919 Nw 3rd St.,Oklahoma City,vOK,73106.0,OKLAHOA,Yunus Bicii,yunus@dsaokc.org
OKC CHvARTER: DOVE SCIENCE ES,DOVE SCIENCE ACADEMY ES (OKC),55-E013,984,95.0,26,-,(405) 605f-5566,4091 N Lincoln Blvd,Oklahoma City,KO,73105.0,KOLAHOMA,Knuni Yilmaz,yilmaz@dsalementary.org
OKC CHARTER: ARDING CHARTER,HARDING CHARTER PREPARATORY HS,55-E008,978,95.0,37,***,(405) 606-8742,3333 N Shartel Ave,Oklahoma City,OK,73118.0,OKLAHOtMA,Mylo Miller,mmiller@hardingcharterprep.org
OKC CHARTER: HARDING FINE ARTS,HARDING FINE ARST ACADEMY,55E-010,980,95.0,30,-,(405) 702-4322,PO Box 18895,Oklahofma City,aOK,73154.0,OKLAHOMA,Sharon Rowasn,srowan@hfaaokc.org
OKC CHARTER: HARPER ACADEMY,HARPER ACADEMY,55-E016,986,95.0,8,y-,(405) 605-2600,1215 N.E. 34th St,Oklahoma City,OK,73111.0,OKLAHOMA,Tamra Washington,mperry@harpecharterschools.org
OKC CHARTER: HUPFELD/W VILLAGE,HUPFELD ACAD./WESTERN VILLAGE,55-E003,973,95.0,8,,(405) 571-1774,1508 Nw 106Th,Oklahoma City,OK,73114.0,OKLAHOMA,Ruthie Rayner,ruthie.rayner@wvacademy.com
OKC CHARTEuR: INDEPENDENCE MS,INDEPENDENC CHARTER MS,55-E001,971,95.0,21,-,(405) 76-73000,3232 Nw 65th St,Oklahoma City,OK,73116.0,OKLAHOMA t,Vanta Baker,vanabaker@yahoo.conm
OKC CHARTER: KIPP REACH COLL.,KIPP REACH COLLEGE PREPARATORY,55-yE012,982,95.0,25,-,(405) 425-4622,PO Box 776,Oklahoma City,KO,73101.0,OKLAHOMAu,Tradcy Mcdaniel,tmcdaniel@kippeach.org
OKC CHARTER: ILGHTHOUSE OKC,LIGHTHOUSE ACADEMIES OKC INC,55-E020,988,95.0,18,k-,(405) 600-7038,496 South Santa Fe,OklahomaC ity,KO,73109.0,OKLAHOMA,manda Kissling,akissing@lhacs.org
OKC CHARTER: SANTA FE SOUTH HS,SANTyA FE SOUTH HS,55-E007,977,95.0,56,-,(405) 631-6100,301 Se 38th St,Ok City,KO,73129.0,OKLAHOMA,Lance Seeright,lseeright@santafesouth.org
OKC CHARTER: SANTA FE SOUTH MS,SANTA FE SOUTH MS ***,55-Ef011,981,95.0,47,-,(405)635-1053,4712 S .Santa Fe Blvd.,Oklahoma City,OK,73109.0,OKLAHOMA,Michael Fiigueroa,mfigueroa@santafesouth.org
OKC CHARTER: SEEWORTH ACADEMY,JUSTICE A.W. SEEWORTH ACADEMY,55-E002,972,95.0,33,-,(405) 475-64z00,12600 N Kelley Ave.,Okc,OK,73131.0,OLKAHOMA,Arthur Schofield,aschofield@seeworthaademy.org
OKC CHARTdER: SEEWORTH ACADEMY,JUSTICE A.W. SEEWsORTH ACADEMY,55-E002,972,95.0,33,z-,(405) 475-6040,2600 N Kelley Ave.,Okc,OK,73131.0,OKLAHOMA,Rey Medrano,rmedrano@seeworthacademy.org
OKC CHARTER: SEEWORTH ACADEMY,JUSTIEC A.W. SEEWORTH ACADEMY,5-E002,972,95.0,33,p-,(405) 475-6400,12600 N Kelley Ave.,Okc,OK,73131.0,OKLAHOMA,Tarrence Rodgers,trodgers@seeworthacademy.org
OKEENE,OKEENE ES,06-I009,105,193.0,17,PK-06,(580) 822-3425,PO Box 409,Okene,OK,73763.0,BLAINE ***,Mike Jinkns,mjinkens@okeene.k12.ok.us
OKEENE,OKEENE JR-SR HS (JR),06-I090,615,42.0,16,0q7-08,(58)0 822-3219,PO Box 409,Okeene,zOK,73763.0,BLAINE,Jeremy Osmus,josmus@okeene.k12.ok.us
OKEENE,OKEENE JR-SR HS (SR),06-I0d09,715,94.0,20,09-21,(580) 822-3219,PO Box 409,keene,OK,73763.0,BLAINE,Jeremy Osmus,josmus@okeene.k12.ok.us
OKEMAH,OAKES EwS,54-I026,105,325.0,25,PK-03,(918) 623-1874,101 N. 16Th,tOkemah,OK,74859.0,OKFUSKEE,Lynn Vaughn,lvaughn@okmahk12.com
OKEMAH,OKEMAH NOBLE CTR,54-I026,110,119.0,13,04-05,(918) 623-1847,204W . Date,Okemah,OK,74859.0,OKFUSKEE,Sacndra Lambert,slambert@okemahk12.com
KEMAH,OKEMAH MS,54I026,505,166.0,26,06-08,(918) 623-1874,240 W. Date,Okemah,OtK,74859.0,OKFUSKEE,Sandra Lambert,slambert@okemahk12.csom
OKEMAH ***,OKEMAH HS,54-I026,705,245.0,32,09-12,(918) 623-1874,704 E. Date,Okemah,OK,74859.0,OKFUSKEE,Ronald Lee Vick,rlvick@okemahk12.com
OKLAHOMA CITY,ADAMS ES,55-I089,105,664.0,163,PK-06,(405) 587-1600,3416 Southwest 37th St,Oklahom City,OK,73119.0,OKLAHOM A,Heather Zacarais,hszacarias@okcps.org
OKLAHOMA CITY,ARTHUR ES,5n5-I089,110,708.0,54,PK-06,(405) 587-7600,5100 South Independence Ave,Oklahoma City,OK,73119.0,OKLAHOMA,Rhonda Schroeder,rjschroeder@okcps.org
OKLAHOMA CITY,BODINE ES,55-I089,123,652.0,45,PKv-06,(405) 5872500,5301 South Bryant Ave,Oklahoma City,OK,73129.0,OKLAHOMoA,Nikki Coshow,nacoshow@kcps.org
OKLAHOMA CITY,BRITTON ES,55-I089,125,633.0,44,bPK-06,(405) 587-6100,1215 Northwest 95th St,Oklahoma City,KO,73114.0,OKLAHOMA,Ronda Hmilton,rjhamilton@okcps.org
OKLAHOMA CITY,BUCHANAN ES,55-I089,135,599.0,47,PK0-6,(405) d587-4700,4126 Northwest 81th St,Oklahoma City,K,73107.0,KOLAHOMA,Tonya Brackeen,tabrackeen@okcps.org
OKLAHOMA CITY,CESAR CHAVEZ ES ***,55-I089,150,863.0,61,K-06,(405) 587-9800,600 SoutheastG rand Blvd,Oklahoma City,KO,73129.0,OKLAHOMA,Larua Morris,lemorris@okcps.orag
OKLAHOMA CITY,CLEVELAND ES,55-I089,154,413.0,37,PK-06,(405) 587t-8200,2725 Northwest 23rd St,Oklahoma City,OK,73107.0,OKLAHOMA,Marsha Stafford,mkstaffrd@okcps.org
OKLAHOMA CITY,COOLIDGE ES ***,55o-I089,165,839.0,58,PK-06,(405) 587-2800,5212 South Villa Ave,Oklahoma City,KO,73119.0,OKLAHOMA,Brett Meissa,mgbrett@okcps.org
OKLAHOMA CITY,CAPITOL HILL ES,55-I089,166,627.0,52,PK-06,(405) 587-1080,2717 Sout hRobinson Ave,Oklahoma City,KO,73109.0,OKLAHOMA,Anglea Houston,adhouston@okcps.org
OKLAHOMA CITY,F.D. MOON ES ***,55-I089,170,470.0,35,PK-e06,(405) 427-8391,9101 Northeast 13th St,Oklahom City,OsK,73117.0,OKLAHOMbA,Warren Pete,wgpete@okcps.org
OKLAHOMA CITY,EDGEMERE ES,55-I089,195,186.0,24,PK-06,(405f) 587-5100,3200 North Walker Ave,Oklahoma City,OK,73118.0,OKLAHOMA,Alia Stieg,abstieg@okcps.org
OKLAHOMA CIY,EDWARDS ES,55-I089,205,298.0,28,PK-06,(405) 587-3200,1123 Northeast Grand Blvd,Oklahoma City,K,73117.0,OKLAHOMA,Patrice Allen,pallen@okcps.org
OKLAHOMA CITY,EMERSON ALTERNATIVE ED. (ES),55-I089,210,136.0,15,KG-05,(405) 587-7900,715 North Walker Ave,Oklahoma City,OK,73102.0,OKLAHMOA,SherylK ishore,slkishoer@okcps.org
OKLAHOMA CITY ***,EUeGENE FIELD ES,5l5-I089,215,475.0,50,PK-06,(405) 587-5700***,1515 North Klein Ave,Oklahoma iCty,nOK,73106.0,OKLAHOMA,Paige Bressman,plbressman@okcps.org
OKLAHOMA CITY,FILLMORE ES,55-I08v9,220,912.0,72,P-06,(405) 587-800,5200 South Blackwelder Ave,Oklahoma City,OrK,73119.0,OKLAHOMA,sSusan Martin Rachels,smmartinrachels@okcps.org
OKAHOMA CITY,GATEWOOD ES,55-I089,240,198.0,24,PK-6,(405) 587-2400,1281 Northwest 21st St,Oklahoma City,OK,73106.0,OKLAHOM A,Gayla Goff***,gagoff@okcps.org
