district,schoolsite,codistcode,sitecode,enrollment,certifiedstaff,gradeslowhigh,telephone,mailingaddress,city,statevalue,zip,county,principal,principalemail
MUSTANG,MUSTANG HORIZON IES,09-I069,140,723.0,55,05-06,(405) 256-6282,906 S. Heights Drive,Mustang,OK,73064.0,CANADIAN,Holly Mckinney,mckinneyh@mustangps.org
MUSTANG,CANYON RIDGE IES,09-I069,145,916.0,62,04-06,(405) 256-6955,906 S. Heights Drive,Mustang,OK,73064.0,CANADIAN,Kathy Blackwell,blackwellk@mustangps.org
MUSTANG,PRAIRIE VIEW ES,09-I069,150,614.0,42,PK-04,(405) 256-6989,906 S. Heights Drive,Mustang,OK,73064.0,CANADIAN,Cynthia Daniel,danielc@mustangps.org
MUSTANG,MUSTANG MS,09-I069,505,730.0,60,07-08,(405) 376-2448,906 S. Heights Drive,Mustang,OK,73064.0,CANADIAN,Kathy Knowles,knowlesk@mustangps.org
MUSTANG,MUSTANG NORTH MS,09-I069,510,862.0,64,07-08,(405) 324-2236,906 S. Heights Drive,Mustang,OK,73064.0,CANADIAN,Christy Bradley,bradleyc@mustangps.org
MUSTANG,MUSTANG HS,09-I069,705,2854.0,183,09-12,(405) 376-2404,906 S. Heights Drive,Mustang,OK,73064.0,CANADIAN,Teresa Wilkerson,wilkersont@mustangps.org
NASHOBA,NASHOBA PUBLIC SCHOOL,64-C015,105,62.0,6,PK-08,(918) 755-4343,PO Box 17,Nashoba,OK,74558.0,PUSHMATAHA,Charles Caughern Jr.,ccaughern@nashoba.k12.ok.us
NAVAJO,NAVAJO ES,33-I001,105,270.0,25,PK-06,(580) 482-7742,15695 South County Road 210,Altus,OK,73521.0,JACKSON,Glenn Hasty,ghasty@navajo.k12.ok.us
NAVAJO,NAVAJO JHS,33-I001,610,111.0,21,07-09,(580) 482-7742,15695 South County Road 210,Altus,OK,73521.0,JACKSON,Floyd Roach,froach@navajo.k12.ok.us
NAVAJO,NAVAJO HS,33-I001,705,102.0,20,10-12,(580) 482-7742,15695 South County Road 210,Altus,OK,73521.0,JACKSON,Floyd Roach,froach@navajo.k12.ok.us
NEW LIMA,NEW LIMA ES,67-I006,110,224.0,21,PK-08,(405) 257-3948,116 Gross St,Wewoka,OK,74884.0,SEMINOLE,Rebeccah Green,bgreen@newlima.k12.ok.us
NEW LIMA,NEW LIMA HS,67-I006,705,104.0,15,09-12,(405) 257-6431,116 Gross St,Wewoka,OK,74884.0,SEMINOLE,Rhonda Barkhimer,rbarkhimer@newlima.k12.ok.us
NEWCASTLE,NEWCASTLE ES,47-I001,105,628.0,43,02-05,(405) 387-6474,101 North Main,Newcastle,OK,73065.0,MCCLAIN,Terri Scott,tscott@newcastle.k12.ok.us
NEWCASTLE,NEWCASTLE EARLY CHILDHOOD CTR,47-I001,110,502.0,34,PK-01,(405) 387-6200,101 North Main,Newcastle,OK,73065.0,MCCLAIN,Kristi Ferguson,kferguson@newcastle.k12.ok.us
NEWCASTLE,NEWCASTLE MS,47-I001,505,449.0,49,06-08,(405) 387-3139,101 North Main,Newcastle,OK,73065.0,MCCLAIN,John Harris,jharris@newcastle.k12.ok.us
NEWCASTLE,NEWCASTLE HS,47-I001,705,531.0,49,09-12,(405) 387-4304,101 North Main,Newcastle,OK,73065.0,MCCLAIN,Rob Gilstrap,rgilstrap@newcastle.k12.ok.us
NEWKIRK,NEWKIRK ES,36-I125,105,282.0,26,PK-04,(580) 362-2279,PO Box 91,Newkirk,OK,74647.0,KAY,Pam Hunter,phunter@newkirk.k12.ok.us
NEWKIRK,NEWKIRK-BRAMAN ES,36-I125,110,49.0,9,PK-06,(580) 385-2191,PO Box 130,Braman,OK,74632.0,KAY,Becky Stanton,bstanton@newirk.k12.ok.us
NEWKIRK,NEWKIRK MS,36-I125,505,244.0,25,05-08,(580) 362-2516,PO Box 91,Newkirk,OK,74647.0,KAY,Jeff Wilson,jwilson@newkirk.k12.ok.us
NEWKIRK,NEWKIRK HS,36-I125,705,95.0,32,-,(580) 362-6241,PO Box 91,Newkirk,OK,74647.0,KAY,Maurisa Pruett,mpruett@newkirk.k12.ok.us
NINNEKAH,NINNEKAH ES,26-I051,105,285.0,20,PK-05,(405) 222-0420,PO Box 275,Ninnekah,OK,73067.0,GRADY,Vickie Loughridge,vloughridge@ninnekah.k12.ok.us
NINNEKAH,NINNEKAH MS,26-I051,510,123.0,16,06-08,(405) 224-4299,PO Box 275,Ninnekah,OK,73067.0,GRADY,Heath Selcer,gbrown@cavesprings.k12.ok.us
NINNEKAH,SENIOR HS,26-I051,705,137.0,16,09-12,(405) 224-4299,PO Box 275,Ninnekah,OK,73067.0,GRADY,David Pitts,dpitts@ninnekah.k12.ok.us
NOBLE,KATHERINE I. DAILY ES,14-I040,105,546.0,33,PK-01,(405) 872-3406,300 South Fifth St,Noble,OK,73068.0,CLEVELAND,Michael Prior,mprior@nobleps.com
NOBLE,PIONEER INTERMEDIATE ES,14-I040,110,412.0,27,04-05,(405) 872-3472,611 Ash St,Noble,OK,73068.0,CLEVELAND,Karen Canfield,kcanfield@nobleps.com
NOBLE,JOHN K. HUBBARD ES,14-I040,115,442.0,33,02-03,(405) 872-9201,1104 Maguire Road,Noble,OK,73068.0,CLEVELAND,Nathan Gray,ngray@nobleps.com
NOBLE,CURTIS INGE MS,14-I040,510,619.0,56,06-08,(405) 872-3495,1201 North Eighth St,Noble,OK,73068.0,CLEVELAND,Ronnie Fulks,rfulks@nobleps.com
NOBLE,NOBLE HS,14-I040,705,839.0,60,09-12,(405) 872-3441,4601 East Etowah Road,Noble,OK,73068.0,CLEVELAND,Steve Barrett,sbarrett@nobleps.com
NORMAN,LAKEVIEW ES,14-I029,107,197.0,26,PK-05,(405) 366-5899,3310 108th Ave Northeast,Norman,OK,73071.0,CLEVELAND,Paula Palermo,paulap@norman.k12.ok.us
NORMAN,ADAMS ES,14-I029,110,604.0,47,PK-05,(405) 366-5972,817 Denison Drive,Norman,OK,73069.0,CLEVELAND,Patricia Thomason,thomasonp@norman.k12.ok.us
NORMAN,CLEVELAND ES,14-I029,112,596.0,46,PK-05,(405) 366-5875,500 North Sherry Ave,Norman,OK,73069.0,CLEVELAND,Ty Bell,tbell4@norman.k12.ok.us
NORMAN,JACKSON ES,14-I029,115,556.0,47,PK-05,(405) 366-5884,520 Wylie Road,Norman,OK,73069.0,CLEVELAND,Craig Stevens,cstevens@norman.k12.ok.us
NORMAN,JEFFERSON ES,14-I029,120,381.0,53,PK-05,(405) 366-5889,250 North Cockrel Ave,Norman,OK,73071.0,CLEVELAND,Dominic Barone,dbarone@norman.k12.ok.us
NORMAN,KENNEDY ES,14-I029,122,482.0,41,PK-05,(405) 366-5894,621 Sunrise St,Norman,OK,73071.0,CLEVELAND,Montie Koehn,mkoehn@norman.k12.ok.us
NORMAN,LINCOLN ES,14-I029,125,302.0,32,PK-05,(405) 366-5904,915 Classen Blvd,Norman,OK,73071.0,CLEVELAND,Olivia Dean,oscarce@norman.k12.ok.us
NORMAN,MADISON ES,14-I029,130,405.0,37,PK-05,(405) 366-5910,500 James Drive,Norman,OK,73072.0,CLEVELAND,Annette Williams,annettew@norman.k12.ok.us
NORMAN,MCKINLEY ES,14-I029,135,321.0,27,PK-05,(405) 366-5914,728 South Flood Ave,Norman,OK,73069.0,CLEVELAND,Carol Emerson,cemerson@norman.k12.ok.us
NORMAN,EISENHOWER ES,14-I029,140,610.0,46,PK-05,(405) 366-5879,1415 Fairlawn Drive,Norman,OK,73071.0,CLEVELAND,Kelly Mccollom,kmccollom@norman.k12.ok.us
NORMAN,WILSON ES,14-I029,145,322.0,36,PK-05,(405) 366-5932,800 North Peters Ave,Norman,OK,73069.0,CLEVELAND,Chris Crelia,ccrelia@norman.k12.ok.us
NORMAN,MONROE ES,14-I029,150,439.0,37,PK-05,(405) 366-5927,1601 Mcgee Drive,Norman,OK,73072.0,CLEVELAND,Lori Connery,lconnery@norman.k12.ok.us
NORMAN,RONALD REAGAN ES,14-I029,151,569.0,47,PK-05,(405) 366-5994,1601 24th Ave Se,Norman,OK,73071.0,CLEVELAND,Kelly Otis,kotis@norman.k12.ok.us
NORMAN,ROOSEVELT ES,14-I029,153,637.0,49,PK-05,(405) 447-6581,4250 West Tecumseh Road,Norman,OK,73072.0,CLEVELAND,Tiffany Dixon,tdixon2@norman.k12.ok.us
NORMAN,TRUMAN ES,14-I029,155,415.0,35,03-05,(405) 366-5980,600 Parkside Road,Norman,OK,73072.0,CLEVELAND,Robye Jackson,rjackson@norman.k12.ok.us
NORMAN,WASHINGTON ES,14-I029,160,551.0,41,PK-05,(405) 366-5984,600 48th St Southeast,Norman,OK,73026.0,CLEVELAND,Linda Parsons,lparsons@norman.k12.ok.us
NORMAN,TRUMAN PRIMARY SCHOOL,14-I029,165,498.0,45,PK-06,(405) 366-5949,601 Meadow Ridge Road,Norman,OK,73072.0,CLEVELAND,Kristie Eselin,keselin@norman.k12.ok.us
NORMAN,DIMENSIONS ACADEMY,14-I029,170,94.0,30,KG-08,(405) 579-1880,1101 East Main St,Norman,OK,73071.0,CLEVELAND,Paul Tryggestad,tryggestad@norman.k12.ok.us
NORMAN,IRVING MS,14-I029,500,877.0,72,06-08,(405) 366-5941,125 Vicksburg Ave,Norman,OK,73071.0,CLEVELAND,Alice Graddy,aliceg@norman.k12.ok.us
NORMAN,ALCOTT MS,14-I029,501,724.0,60,06-08,(405) 366-5845,1919 West Boyd St,Norman,OK,73069.0,CLEVELAND,Dana Morris,dmorris@norman.k12.ok.us
NORMAN,LONGFELLOW MS,14-I029,502,709.0,64,06-08,(405) 366-5948,215 North Ponca Ave,Norman,OK,73071.0,CLEVELAND,Shelly Ellis,sellis@norman.k12.ok.us
NORMAN,WHITTIER MS,14-I029,504,1120.0,75,06-08,(405) 366-5956,2000 West Brooks St,Norman,OK,73069.0,CLEVELAND,Gayla Mears,gmears@norman.k12.ok.us
NORMAN,NORMAN HS,14-I029,705,2001.0,158,09-12,(405) 366-5812,911 West Main St,Norman,OK,73069.0,CLEVELAND,Scott Beck,sbeck@norman.k12.ok.us
NORMAN,NORMAN NORTH HS,14-I029,710,2378.0,183,09-12,(405) 366-5954,1809 Stubbeman Ave,Norman,OK,73069.0,CLEVELAND,Peter Liesenfeld,peterl@norman.k12.ok.us
NORMAN,DIMENSIONS ACADEMY,14-I029,740,258.0,34,09-12,(405) 579-1880,1101 East Main St,Norman,OK,73071.0,CLEVELAND,Paul Tryggestad,tryggestad@norman.k12.ok.us
NORTH ROCK CREEK,NORTH ROCK CREEK PUBLIC SCHOOL,63-C010,105,590.0,47,PK-08,(405) 275-3473,42400 Garrett's Lake Road,Shawnee,OK,74804.0,POTTAWATOMIE,Denise Sims,dsims@nrc.k12.ok.us
NORWOOD,NORWOOD PUBLIC SCHOOL,11-C014,105,184.0,18,PK-08,(918) 478-3092,7966 West 790 Road,Hulbert,OK,74441.0,CHEROKEE,Diana Garnatz,garnatzd@norwood.k12.ok.us
NOWATA,NOWATA ES,53-I040,110,476.0,36,PK-05,(918) 273-0771,700 West Osage Ave,Nowata,OK,74048.0,NOWATA,Tana Haas,haast@npsok.org
NOWATA,NOWATA MS,53-I040,505,207.0,28,06-08,(918) 273-1346,700 West Osage Ave,Nowata,OK,74048.0,NOWATA,Shawn Imhoff,simhoff@npsok.org
NOWATA,NOWATA HS,53-I040,705,276.0,30,09-12,(918) 273-2221,700 West Osage Ave,Nowata,OK,74048.0,NOWATA,Bron Williams,bwilliams@npsok.org
OAK GROVE,OAK GROVE PUBLIC SCHOOL,60-C104,105,173.0,13,PK-08,(918) 352-2889,8409 East Ninth St,Cushing,OK,74023.0,PAYNE,Krista Burden,kburden@oakgrove.k12.ok.us
OAKDALE,OAKDALE PUBLIC SCHOOL,55-C029,105,618.0,55,PK-08,(405) 771-3373,10901 N Sooner Road,Edmond,OK,73013.0,OKLAHOMA,Mike Franz,mfranz@oakdale.org
OAKDALE,OAKDALE PUBLIC SCHOOL,55-C029,105,618.0,55,PK-08,(405) 771-3373,10901 N Sooner Road,Edmond,OK,73013.0,OKLAHOMA,Paula Parrott,pparrott@oakdale.org
OAKDALE,OAKDALE PUBLIC SCHOOL,55-C029,105,618.0,55,PK-08,(405) 771-3373,10901 N Sooner Road,Edmond,OK,73013.0,OKLAHOMA,Susan Honeycutt,shoneycutt@oakdale.org
OAKS-MISSION,OAKS-MISSION ES,21-I005,105,189.0,18,PK-08,(918) 868-2455,PO Box 160,Oaks,OK,74359.0,DELAWARE,Barbara Tucker,bthompson@oaksschools.com
OAKS-MISSION,OAKS-MISSION HS,21-I005,715,109.0,14,09-12,(918) 868-2499,PO Box 160,Oaks,OK,74359.0,DELAWARE,John Sheridan,oakssupt@oaksschools.com
OILTON,J. F. KENNEDY ES,19-I020,105,189.0,19,PK-08,(918) 862-3215,PO Box 130,Oilton,OK,74052.0,CREEK,Tim Kruse,tkruse@oilton.k12.ok.us
OILTON,OILTON HS,19-I020,715,96.0,13,09-12,(918) 862-3272,PO Box 130,Oilton,OK,74052.0,CREEK,Tim Kruse,tkruse@oilton.k12.ok.us
OKARCHE,OKARCHE ES,37-I105,105,179.0,15,PK-06,(405) 263-4447,PO Box 276,Okarche,OK,73762.0,KINGFISHER,Cinda Schaefer,schaeferc@okarche.k12.ok.us
OKARCHE,OKARCHE JHS,37-I105,610,86.0,17,07-09,(405) 263-7212,PO Box 276,Okarche,OK,73762.0,KINGFISHER,Robert Friesen,friesenr@okarche.k12.ok.us
OKARCHE,OKARCHE HS,37-I105,705,83.0,17,10-12,(405) 263-7212,PO Box 276,Okarche,OK,73762.0,KINGFISHER,Robert Friesen,friesenr@okarche.k12.ok.us
OKAY,OKAY ES,73-I001,105,262.0,22,PK-08,(918) 682-7961,PO Box 830,Okay,OK,74446.0,WAGONER,Mike Lasater,mlasater@okayps.org
OKAY,OKAY HS,73-I001,715,125.0,18,09-12,(918) 682-0371,PO Box 830,Okay,OK,74446.0,WAGONER,Mark Hayes,mhayes@okayps.org
OKC CHARTER: DOVE SCIENCE ACAD,DOVE SCIENCE ACADEMY (OKC),55-E005,975,95.0,40,-,(405) 524-9762,919 Nw 23rd St.,Oklahoma City,OK,73106.0,OKLAHOMA,Yunus Bicici,yunus@dsaokc.org
OKC CHARTER: DOVE SCIENCE ES,DOVE SCIENCE ACADEMY ES (OKC),55-E013,984,95.0,26,-,(405) 605-5566,4901 N Lincoln Blvd,Oklahoma City,OK,73105.0,OKLAHOMA,Kanuni Yilmaz,yilmaz@dsaelementary.org
OKC CHARTER: HARDING CHARTER,HARDING CHARTER PREPARATORY HS,55-E008,978,95.0,37,-,(405) 606-8742,3333 N Shartel Ave,Oklahoma City,OK,73118.0,OKLAHOMA,Mylo Miller,mmiller@hardingcharterprep.org
OKC CHARTER: HARDING FINE ARTS,HARDING FINE ARTS ACADEMY,55-E010,980,95.0,30,-,(405) 702-4322,PO Box 18895,Oklahoma City,OK,73154.0,OKLAHOMA,Sharon Rowan,srowan@hfaaokc.org
OKC CHARTER: HARPER ACADEMY,HARPER ACADEMY,55-E016,986,95.0,8,-,(405) 605-2600,1215 N.E. 34th St,Oklahoma City,OK,73111.0,OKLAHOMA,Tamra Washington,mperry@harpercharterschools.org
OKC CHARTER: HUPFELD/W VILLAGE,HUPFELD ACAD./WESTERN VILLAGE,55-E003,973,95.0,8,-,(405) 751-1774,1508 Nw 106Th,Oklahoma City,OK,73114.0,OKLAHOMA,Ruthie Rayner,ruthie.rayner@wvacademy.com
OKC CHARTER: INDEPENDENCE MS,INDEPENDENCE CHARTER MS,55-E001,971,95.0,21,-,(405) 767-3000,3232 Nw 65th St,Oklahoma City,OK,73116.0,OKLAHOMA,Vana Baker,vanabaker@yahoo.com
OKC CHARTER: KIPP REACH COLL.,KIPP REACH COLLEGE PREPARATORY,55-E012,982,95.0,25,-,(405) 425-4622,PO Box 776,Oklahoma City,OK,73101.0,OKLAHOMA,Tracy Mcdaniel,tmcdaniel@kippreach.org
OKC CHARTER: LIGHTHOUSE OKC,LIGHTHOUSE ACADEMIES OKC INC,55-E020,988,95.0,18,-,(405) 600-7038,4906 South Santa Fe,Oklahoma City,OK,73109.0,OKLAHOMA,Amanda Kissling,akissling@lhacs.org
OKC CHARTER: SANTA FE SOUTH HS,SANTA FE SOUTH HS,55-E007,977,95.0,56,-,(405) 631-6100,301 Se 38th St,Ok City,OK,73129.0,OKLAHOMA,Lance Seeright,lseeright@santafesouth.org
OKC CHARTER: SANTA FE SOUTH MS,SANTA FE SOUTH MS,55-E011,981,95.0,47,-,(405) 635-1053,4712 S. Santa Fe Blvd.,Oklahoma City,OK,73109.0,OKLAHOMA,Michael Figueroa,mfigueroa@santafesouth.org
OKC CHARTER: SEEWORTH ACADEMY,JUSTICE A.W. SEEWORTH ACADEMY,55-E002,972,95.0,33,-,(405) 475-6400,12600 N Kelley Ave.,Okc,OK,73131.0,OKLAHOMA,Arthur Schofield,aschofield@seeworthacademy.org
OKC CHARTER: SEEWORTH ACADEMY,JUSTICE A.W. SEEWORTH ACADEMY,55-E002,972,95.0,33,-,(405) 475-6400,12600 N Kelley Ave.,Okc,OK,73131.0,OKLAHOMA,Rey Medrano,rmedrano@seeworthacademy.org
OKC CHARTER: SEEWORTH ACADEMY,JUSTICE A.W. SEEWORTH ACADEMY,55-E002,972,95.0,33,-,(405) 475-6400,12600 N Kelley Ave.,Okc,OK,73131.0,OKLAHOMA,Tarrence Rodgers,trodgers@seeworthacademy.org
OKEENE,OKEENE ES,06-I009,105,193.0,17,PK-06,(580) 822-3425,PO Box 409,Okeene,OK,73763.0,BLAINE,Mike Jinkens,mjinkens@okeene.k12.ok.us
OKEENE,OKEENE JR-SR HS (JR),06-I009,615,42.0,16,07-08,(580) 822-3219,PO Box 409,Okeene,OK,73763.0,BLAINE,Jeremy Osmus,josmus@okeene.k12.ok.us
OKEENE,OKEENE JR-SR HS (SR),06-I009,715,94.0,20,09-12,(580) 822-3219,PO Box 409,Okeene,OK,73763.0,BLAINE,Jeremy Osmus,josmus@okeene.k12.ok.us
OKEMAH,OAKES ES,54-I026,105,325.0,25,PK-03,(918) 623-1874,101 N. 16Th,Okemah,OK,74859.0,OKFUSKEE,Lynn Vaughn,lvaughn@okemahk12.com
OKEMAH,OKEMAH NOBLE CTR,54-I026,110,119.0,13,04-05,(918) 623-1874,204 W. Date,Okemah,OK,74859.0,OKFUSKEE,Sandra Lambert,slambert@okemahk12.com
OKEMAH,OKEMAH MS,54-I026,505,166.0,26,06-08,(918) 623-1874,204 W. Date,Okemah,OK,74859.0,OKFUSKEE,Sandra Lambert,slambert@okemahk12.com
OKEMAH,OKEMAH HS,54-I026,705,245.0,32,09-12,(918) 623-1874,704 E. Date,Okemah,OK,74859.0,OKFUSKEE,Ronald Lee Vick,rlvick@okemahk12.com
OKLAHOMA CITY,ADAMS ES,55-I089,105,664.0,163,PK-06,(405) 587-1600,3416 Southwest 37th St,Oklahoma City,OK,73119.0,OKLAHOMA,Heather Zacarias,hszacarias@okcps.org
OKLAHOMA CITY,ARTHUR ES,55-I089,110,708.0,54,PK-06,(405) 587-7600,5100 South Independence Ave,Oklahoma City,OK,73119.0,OKLAHOMA,Rhonda Schroeder,rjschroeder@okcps.org
OKLAHOMA CITY,BODINE ES,55-I089,123,652.0,45,PK-06,(405) 587-2500,5301 South Bryant Ave,Oklahoma City,OK,73129.0,OKLAHOMA,Nikki Coshow,nacoshow@okcps.org
OKLAHOMA CITY,BRITTON ES,55-I089,125,633.0,44,PK-06,(405) 587-6100,1215 Northwest 95th St,Oklahoma City,OK,73114.0,OKLAHOMA,Ronda Hamilton,rjhamilton@okcps.org
OKLAHOMA CITY,BUCHANAN ES,55-I089,135,599.0,47,PK-06,(405) 587-4700,4126 Northwest 18th St,Oklahoma City,OK,73107.0,OKLAHOMA,Tonya Brackeen,tabrackeen@okcps.org
OKLAHOMA CITY,CESAR CHAVEZ ES,55-I089,150,863.0,61,PK-06,(405) 587-9800,600 Southeast Grand Blvd,Oklahoma City,OK,73129.0,OKLAHOMA,Laura Morris,lemorris@okcps.org
OKLAHOMA CITY,CLEVELAND ES,55-I089,154,413.0,37,PK-06,(405) 587-8200,2725 Northwest 23rd St,Oklahoma City,OK,73107.0,OKLAHOMA,Marsha Stafford,mkstafford@okcps.org
OKLAHOMA CITY,COOLIDGE ES,55-I089,165,839.0,58,PK-06,(405) 587-2800,5212 South Villa Ave,Oklahoma City,OK,73119.0,OKLAHOMA,Brett Melissa,mgbrett@okcps.org
OKLAHOMA CITY,CAPITOL HILL ES,55-I089,166,627.0,52,PK-06,(405) 587-1800,2717 South Robinson Ave,Oklahoma City,OK,73109.0,OKLAHOMA,Angela Houston,adhouston@okcps.org
OKLAHOMA CITY,F.D. MOON ES,55-I089,170,470.0,35,PK-06,(405) 427-8391,1901 Northeast 13th St,Oklahoma City,OK,73117.0,OKLAHOMA,Warren Pete,wgpete@okcps.org
OKLAHOMA CITY,EDGEMERE ES,55-I089,195,186.0,24,PK-06,(405) 587-5100,3200 North Walker Ave,Oklahoma City,OK,73118.0,OKLAHOMA,Alisa Stieg,abstieg@okcps.org
OKLAHOMA CITY,EDWARDS ES,55-I089,205,298.0,28,PK-06,(405) 587-3200,1123 Northeast Grand Blvd,Oklahoma City,OK,73117.0,OKLAHOMA,Patrice Allen,pallen@okcps.org
OKLAHOMA CITY,EMERSON ALTERNATIVE ED. (ES),55-I089,210,136.0,15,KG-05,(405) 587-7900,715 North Walker Ave,Oklahoma City,OK,73102.0,OKLAHOMA,Sheryl Kishore,slkishore@okcps.org
OKLAHOMA CITY,EUGENE FIELD ES,55-I089,215,475.0,50,PK-06,(405) 587-5700,1515 North Klein Ave,Oklahoma City,OK,73106.0,OKLAHOMA,Paige Bressman,plbressman@okcps.org
OKLAHOMA CITY,FILLMORE ES,55-I089,220,912.0,72,PK-06,(405) 587-4800,5200 South Blackwelder Ave,Oklahoma City,OK,73119.0,OKLAHOMA,Susan Martin Rachels,smmartinrachels@okcps.org
OKLAHOMA CITY,GATEWOOD ES,55-I089,240,198.0,24,PK-06,(405) 587-2400,1821 Northwest 21st St,Oklahoma City,OK,73106.0,OKLAHOMA,Gayla Goff,gagoff@okcps.org
OKLAHOMA CITY,GREEN PASTURES ES,55-I089,244,271.0,24,PK-05,(405) 587-4500,4300 North Post Road,Spencer,OK,73084.0,OKLAHOMA,Harry Bryant,hjbryant@okcps.org
OKLAHOMA CITY,GREYSTONE LOWER ES,55-I089,251,278.0,29,PK-KG,(405) 751-3663,2525 Northwest 112th St,Oklahoma City,OK,73120.0,OKLAHOMA,Melinda Elms,mrelms@okcps.org
OKLAHOMA CITY,GREYSTONE UPPER ES,55-I089,252,548.0,41,01-06,(405) 587-3100,2401 Northwest 115th Terrace,Oklahoma City,OK,73120.0,OKLAHOMA,Dr. Debra Thomas,dlthomas@okcps.org
OKLAHOMA CITY,HAWTHORNE ES,55-I089,255,559.0,46,PK-06,(405) 587-5900,2300 Northwest 15th St,Oklahoma City,OK,73107.0,OKLAHOMA,Randy Brewer,jrbrewer@okcps.org
OKLAHOMA CITY,HAYES ES,55-I089,260,538.0,44,PK-06,(405) 587-5800,6900 South Byers Ave,Oklahoma City,OK,73149.0,OKLAHOMA,Shaun Ross,smross@okcps.org
OKLAHOMA CITY,HERONVILLE ES,55-I089,265,889.0,73,PK-06,(405) 587-6000,1240 Southwest 29th St,Oklahoma City,OK,73109.0,OKLAHOMA,Leon Hill,llhill@okcps.org
OKLAHOMA CITY,HILLCREST ES,55-I089,268,555.0,43,PK-06,(405) 587-3800,6421 South Miller Blvd,Oklahoma City,OK,73159.0,OKLAHOMA,Barbara Walling,bbwalling@okcps.org
OKLAHOMA CITY,HORACE MANN ES,55-I089,270,415.0,35,PK-06,(405) 587-3500,1105 Northwest 45th St,Oklahoma City,OK,73118.0,OKLAHOMA,Mitch Ruzzoli,mwruzzoli@okcps.org
OKLAHOMA CITY,JACKSON ES,55-I089,273,581.0,44,PK-06,(405) 587-8700,2601 S. Villa,Oklahoma City,OK,73108.0,OKLAHOMA,Patrick Duffy,psduffy@okcps.org
OKLAHOMA CITY,JOHNSON ES,55-I089,275,227.0,34,PK-06,(405) 587-6700,1810 Sheffield Road,Oklahoma City,OK,73120.0,OKLAHOMA,Margaret Saunders,masaunders@okcps.org
OKLAHOMA CITY,KAISER ES,55-I089,280,724.0,59,PK-06,(405) 587-3600,3101 Lyon Blvd,Oklahoma City,OK,73112.0,OKLAHOMA,Lana Lewis,lylewis@okcps.org
OKLAHOMA CITY,M.L. KING JR. ES,55-I089,283,417.0,40,PK-06,(405) 587-4000,1201 Northeast 48th St,Oklahoma City,OK,73111.0,OKLAHOMA,Cherron Ukpaka,clukpaka@okcps.org
OKLAHOMA CITY,LEE ES,55-I089,295,567.0,45,PK-06,(405) 587-3400,424 Southwest 29th St,Oklahoma City,OK,73109.0,OKLAHOMA,Shelly Deas,sadeas@okcps.org
OKLAHOMA CITY,LINWOOD ES,55-I089,305,503.0,50,PK-06,(405) 587-1700,3416 Northwest 17th St,Oklahoma City,OK,73107.0,OKLAHOMA,Susan Combs,sbcombs@okcps.org
OKLAHOMA CITY,MARK TWAIN ES,55-I089,320,320.0,31,PK-06,(405) 587-3700,2451 West Main St,Oklahoma City,OK,73107.0,OKLAHOMA,Sandy Phillips,slphillips@okcps.org
OKLAHOMA CITY,MONROE ES,55-I089,335,436.0,45,PK-06,(405) 587-5600,4810 North Linn Ave,Oklahoma City,OK,73112.0,OKLAHOMA,Eric Meador,edmeador@okcps.org
OKLAHOMA CITY,NICHOLS HILLS ES,55-I089,340,469.0,37,PK-06,(405) 587-2583,1301 West Wilshire Blvd,Nichols Hills,OK,73116.0,OKLAHOMA,Kim Iraggi,kgiraggi@okcps.org
OKLAHOMA CITY,NORTH HIGHLAND ES,55-I089,343,423.0,38,PK-06,(405) 587-6250,8400 North Robinson Ave,Oklahoma City,OK,73114.0,OKLAHOMA,Anita Jones,aljones@okcps.org
OKLAHOMA CITY,OAKRIDGE ES,55-I089,344,310.0,26,PK-06,(405) 587-5500,4200 Leonhardt Drive,Oklahoma City,OK,73115.0,OKLAHOMA,Ycedra Daughty,yldaughty@okcps.org
OKLAHOMA CITY,THELMA R. PARKS ES,55-I089,350,314.0,30,PK-06,(405) 587-4400,1501 Northeast 30th St,Oklahoma City,OK,73111.0,OKLAHOMA,Rejeana Payne,rcpayne@okcps.org
OKLAHOMA CITY,PARMELEE ES,55-I089,352,931.0,69,PK-06,(405) 587-6750,6700 South Hudson Ave,Oklahoma City,OK,73139.0,OKLAHOMA,Jan Parks,jdparks@okcps.org
OKLAHOMA CITY,PIERCE ES,55-I089,353,277.0,27,PK-06,(405) 587-7400,2701 South Tulsa Ave,Oklahoma City,OK,73108.0,OKLAHOMA,Paula Pluess,pmpluess@okcps.org
OKLAHOMA CITY,PRAIRIE QUEEN ES,55-I089,360,902.0,58,PK-06,(405) 587-7750,6609 South Blackwelder Ave,Oklahoma City,OK,73159.0,OKLAHOMA,Jacqueline Horton,jdhorton@okcps.org
OKLAHOMA CITY,PUTNAM HEIGHTS ES,55-I089,365,415.0,53,PK-06,(405) 587-2700,1601 Northwest 36th St,Oklahoma City,OK,73118.0,OKLAHOMA,Susan Carlsen,sccarlsen@okcps.org
OKLAHOMA CITY,QUAIL CREEK ES,55-I089,368,431.0,38,PK-06,(405) 587-6500,11700 Thornridge Road,Oklahoma City,OK,73120.0,OKLAHOMA,Jan Matthews,jlmatthews@okcps.org
OKLAHOMA CITY,RANCHO VILLAGE ES,55-I089,370,435.0,39,PK-06,(405) 587-9700,1401 Johnston Drive,Oklahoma City,OK,73119.0,OKLAHOMA,Carol Perry,caperry@okcps.org
