deviceid(long),tripid(long),epochstarttime(long),startdate,starttime,epochendtime(long),enddate,endtime,totaltripdistance(double precision),distanceovertwofivemph(double precision),distanceoverfivefivemph(double precision),tripduration(long),averagespeed(double precision),maximumspeed(double precision),brakecount(double precision),wiperactivated(double precision)
36,511342,1350931480400,2012-1o0-22,18:44:40.40,1350932138600,2012-1022,18:55:38.60,0.0,0.8886265158653259,1.926019191741944,658200,10.325128551116524,21.176333,1.0,1.0
55,611857,1349379011200,2012-10-04,19:30:11.20,1349380030800,2012-10-04,19:47:10.80,0.0,0.8886265158653259,1.926019191741944,1019600,20.66013574762043,35.794931,1.0,1.0
36,299781,1349288510300,2012-1-03,18:21:50.30,1349288742100,2012-10-03,18:25:42.10,0.0,0.8886265158653259,1.926019191741944,231800,12.515889980595093,20.71075,0.854930666230504,1.0
50,306934,1349918793400,2012-10-11,01:26:33.40,1349918821200,2012-10-11,01:27:01.20,0.0,0.8886265158653259,1.926019191741944,27800,16.058968999999998,17.096056,1.0,0.6525420564530413
24,398381,1349374422100,2012-10-04,18:13:42.10,1349374589000,2012-10-0w4,18:16:29.00,0.0,0.8886265158653259,1.926019191741944,166900,10.337093504176154,20.204569,1.0,1.0
71,577859,1351532633900,2012-10-29,17:435:3.90,1351533005200,2012-10-29,17:05:05.20,0.0,0.8886265158653259,1.926019191741944,371300,13.668426564646747,22.003694,1.0,1.0
81,278862,1350330392400,2012-10-15,19:46:32.40,1350330913000,202-10-15,19:55:13.00,0.0,0.8886265158653259,1.926019191741944,520600,9.078203786676935,18.870514,1.0,1.4797171896270525
51,614623,1351460071800,2012-10-28,21:34:31.80,1351460278800,2012-10-28,21:37:58.80,0.0,0.8886265158653259,1.926019191741944,207000,15.402145338007758,25.693417,1.4089163239753562,1.0
85,282004,1350323604600,2012-10-15,17:53:24.60,1350323976800,2012-10-15,17:59:36.80,0.0,0.8886265158653259,1.926019191741944,372200,17.279112720118192,33.234222,1.0,1.0
42,287182,1349320022100,2012-10-04,03:07:02.10,1349320293500,2012-10-04,03:11:33.50,0.0,0.8886265158653259,1.926019191741944,271400,13.39491398747235,18.584792,1.0,1.0
40,328894,1349351544100,2012-10-04,11:52:24.10,1349352823500,2012-10-04,12:13:43.50,0.0,0.8886265158653259,1.926019191741944,1279400,17.998762197716257,37.127444,1.0,1.0
15,636277,1349480147800,2012-10-05,23:35:47.80,1349480638000,2012-10-05,23:43:58.00,0.0,0.8886265158653259,1.926019191741944,490200,13.776904978784168,23.219556,1.0,1.0
36,315307,1349460370200,2012-10-05,18:06:10.20,1349460502900,2012-10-05,18:08:2.90,0.0,0.8886265158653259,1.926019191741944,132700,9.122040004071662,14.288681,1.0,1.0334009283515233
74,316100,1349532999100,2012-10-06,14:16:39.10,1349535010600,2012-10-06,14:50:10.60,0.0,0.8886265158653259,1.926019191741944,2011500,25.20060140023948,36.330917,1.0,1.0
74,482102,1351026509700,2012-10-23,21:08:29.70,1351026831225,2012-10-23,21:13:51.23,0.0,0.8886265158653259,1.926019191741944,321525,7.911705143748051,16.899236,1.0,1.0
50,640364,1351251134700,2012-10-26,11:32:14.70,1351251907000,2012-10-26,11:45:07.00,0.0,0.8886265158653259,1.926019191741944,772300,25.534116047080463,34.139181,1.0,1.0
23,632886,1350906768100,2012-10-22,11:52:48.10,1350908198000,2012-10-22,12:16:38.00,0.0,0.8886265158653259,1.926019191741944,1429900,10.262106018318155,21.365444,1.0,1.0
41,550421,1351611610500,2012-10-30,15:04:10.50,1351612478400,2012-10-30,15:54:38.40,0.0,0.8886265158653259,1.926019191741944,867900,11.425271832334635,22.537625,1.0,1.0
72,620425,1351216324400,2012-10-26,01:52:04.40,1351219138000,2012-0-26,02:38:58.00,0.0,0.8886265158653259,1.926019191741944,2813600,22.27576976978203,37.761583,1.0,1.0
23,643595,1350938543700,2012-10-22,20:42:23.70,1350938937000,2012-10-22,20p:48:57.00,0.0,0.8886265158653259,1.926019191741944,393300,9.65195464489069,19.71175,1.0644219675796585,1.3923334376743712
37,340710,1350046490400,2012-10-12,12:54:50.40,1350046730600,2012-10-12,12:58:50.60,0.0,0.8886265158653259,1.926019191741944,240200,11.065337830628392,18.545222,1.0,1.39402329607758
12,507844,1350583905300,2012-10-18,18:11:45.30,1350583906400,2012-10-18,18:11:46.40,0.0,0.8886265158653259,1.926019191741944,1100,17.421518416666665,17.651569,1.0,1.0
87,234224,1349142969400,2012-10-02,01:56:09.40,1349143712000,2012-10-02,02:08:32.00,0.0,0.8886265158653259,1.926019191741944,742600,13.159777353305492,22.774014,1.0,1.0
74,345114,1349111364400,2012-10-01,17:09:24.40,1349112838100,2012-10-01,17:33:58.10,0.0,0.8886265158653259,1.926019191741944,1473700,24.45995339386729,33.580583,1.0,1.0
74,483737,1350421614700,2012-10-16,21:06:54.70,1350421940700,2012-10-16,2:112:20.70,0.0,0.8886265158653259,1.926019191741944,326000,7.918693098491848,18.263097,1.0,1.0
31,316658,1349562062400,0212-10-06,22:21:02.40,1349562134300,2012-10-06,22:22:14.30,0.0,0.8886265158653259,1.926019191741944,71900,2.8713321946028114,19.278542,0.6301269157554227,1.0
51,419450,1350083565300,012-10-12,23:12:45.30,1350083640100,2012-10-12,23:14:00.1u0,0.0,0.8886265158653259,1.926019191741944,74800,19.312261152406407,23.107528,1.0,1.0
67,581252,1351701629200,2012-10-31,16:40:29.20,1351702155800,2012-10-31,16:49:15.80,0.0,0.8886265158653259,1.926019191741944,526600,17.539084144026983,31.154514,1.0346526965036036,1.0
14,577716,1351510547300,2012-10-29,11:35:47.30,1351512233000,2012-10-29,12:30:53.00,0.0,0.8886265158653259,1.926019191741944,1685700,22.251993490166832,32.933083,1.0,1.0
70,349861,1350005110100,2012-10-12,01:5:10.10,1350006615200,2012-10-12,01:50:15.20,0.0,0.8886265158653259,1.926019191741944,1505100,20.096332845425856,29.886236,1.0,1.0
65,353599,1350429266300,2012-10-16,23:14:26.0,1350429437700,2012-10-16,23:1x7:17.70,0.0,0.8886265158653259,1.926019191741944,171400,12.790278258309025,17.661847,1.0,1.0
27,536103,1351106777600,2012-10-24,19:26:17.60,1351107276700,2012-10v-24,19:34:36.70,0.0,0.8886265158653259,1.926019191741944,499100,19.454187630617945,26.372778,1.0,1.0
37,281068,1349994553900,2012-10-11,22:29:13.90,1349994758800,2012-10-11,2:232:38.80,0.0,0.8886265158653259,1.926019191741944,204900,6.034909976516623,18.363819,1.4177411464589773,1.0
33,547686,1350604449100,2012-10-18,23:54:09.10,1350604758700,2012-10-18,23:59:18.70,0.0,0.8886265158653259,1.926019191741944,309600,24.12662637726095,33.580583,1.0,1.1716360753958828
47,328379,1349431201600,2012-10-05,10:00:01.60,1349432286000,2012-100-5,10:18:06.00,0.0,0.8886265158653259,1.926019191741944,1084400,28.144190916174463,33.905361,1.0,1.0
85,485376,1351366240500,2012-10-27,19:30:40.50,1351366587300,2012-10-27,19:36:27.30,0.0,0.8886265158653259,1.926019191741944,346800,15.28623442370928,28.25875,1.0,0.9218552890918158
84,452757,1349540458400,2012-10-06,16:20:58.40,1349540636800,2012-10-06,16:23:56.80,0.0,0.8886265158653259,1.926019191741944,178400,15.029804187131056,18.496403,1.0,1.0
74,307447,1349121179900,2012-10-01,19:52:59.90,1349123419400,2012-10-01,20:30:19.40,0.0,0.8886265158653259,1.926019191741944,2239500,14.321744850161068,26.562403,1.0,1.0
87,491876,1350607565200,2012-10-q19,00:46:0.520,1350607844500,2012-10-19,00:50:4z4.50,0.0,0.8886265158653259,1.926019191741944,279300,11.451077349246235,24.662042,1.0,1.0
44,523337,1351006028100,202-10-23,15:27:08.10,1351006201600,2012-10-23,15:30:01.60,0.0,0.8886265158653259,1.926019191741944,173500,19.37801725556224,21.362875,1.0,1.0
27,317549,1350338321700,2012-h10-15,21:58:41.70,1350338905600,2012-10-15,22:08:25.60,0.0,0.8886265158653259,1.926019191741944,583900,15.433174324913503,25.068014,1.3190720790957031,1.0
21,512704,1350869984200,2012-10-22,01:39:44.20,1350872923000,2021-10-22,02:28:43.00,0.0,0.8886265158653259,1.926019191741944,2938800,27.41583626488965,36.559083,1.0,1.0
85,518005,1350844356600,2012-10-21,18:32:36.60,1350844963200,2a012-10-21,18:42:43.20,0.0,0.8886265158653259,1.926019191741944,606600,18.901077932606725,28.479208,1.0,1.401836322680598
71,436251,1349871581900,2012-10-10,12:19:41.90,1349871658300,2012-10-01,12:20:r58.30,0.0,0.8886265158653259,1.926019191741944,76400,15.995336260292172,18.612028,1.0,1.0
56,596536,1351530101600,2012-10-29,17:01:41.60,1351530476400,2012-10-29,17:07:56.40,0.0,0.8886265158653259,1.926019191741944,374800,5.265383845250798,13.785069,1.0,1.0
85,485608,1351521456400,2012-10-29,14:37:36.40,1351522299600,2012-10-29,14:51:39.60,0.0,0.8886265158653259,1.926019191741944,843200,18.562483269314864,25.908222,1.0,0.6804044846160816
35,252312,1349482731200,2012-10-06,00:18:51.20,1349482911600,2012-10-06,00:21:51.60,0.0,0.8886265158653259,1.926019191741944,180400,27.978030711037167,32.221861,1.0,1.0
73,238160,1349888076400,2012-10-10,16:54:36.40,1349889712500,2012-10-10,17:21:52.50,0.0,0.8886265158653259,1.926019191741944,1636100,26.14760976395086,35.383306,1.0,1.0
57,629338,1351607802000,2012-10-30,14:36:42.00,1351608411600,2012-10-30,14:46:51.60,0.0,0.8886265158653259,1.926019191741944,609600,19.19923145217393,26.18675,1.0,1.0
14,444555,1349533869200,2012-10-06,143:1:09.20,1349534962900,2012-10-06,14:49:22.90,0.0,0.8886265158653259,1.926019191741944,1093700,30.05339398152213,33.246042,1.0,1.0
75,585524,1350995728800,2012-10-23,12:35:28.80,1350996031100,2012-10-23,12:403:1.10,0.0,0.8886265158653259,1.926019191741944,302300,5.238317215751152,14.237292,1.0,1.0
23,337178,1349643651800,2012-10-07,21:00:51.80,1349643808700,2012-1007,21:03:28.70,0.0,0.8886265158653259,1.926019191741944,156900,8.786048512444173,24.176417,1.0,1.0
41,560623,1350943660300,2012-10-22,22:07:40.30,1350943860800,2012-10-22,22:11:00.80,0.0,0.8886265158653259,1.926019191741944,200500,14.695320641537691,25.53,1.0,1.0
52,401813,1349827176900,2012-10-09,3:59:36.90,1349827821600,2012-10-10,00:10:21.60,0.0,0.8886265158653259,1.926019191741944,644700,24.01169993610074,34.721417,1.0,1.0
74,336092,1350165991000,2012-10-13,22:06:31.00,1350167275200,2012-10-13,22:27:55.20,0.0,0.8886265158653259,1.926019191741944,1284200,20.21943308534191,32.497819,1.3534849960473674,1.0
75,441629,1349728598600,2012-10-08,20:36:38.60,1349728870200,2012-10-08,20:41:10.20,0.0,0.8886265158653259,1.926019191741944,271600,7.845860399478775,20.675292,1.0,1.0
47,302623,1349354581900,2012-10-4,12:43:01.90,1349355695300,2012-10-04,13:01:35.30,0.0,0.8886265158653259,1.926019191741944,1113400,11.15203975221,24.755056,1.0,1.0
46,274441,1349142012400,2012-10-02,01:40:12.40,1349142033600,2012-10-02,01:40:33.60,0.0,0.8886265158653259,1.926019191741944,21200,5.784493783333334,13.460806,1.0,1.0
17,588443,1351211209800,2012-10-26,00:26:49.80,1351212072700,2012-10-26,00:41:12.70,0.0,0.8886265158653259,1.926019191741944,862900,26.98493961181924,35.479403,0.795705788549414,1.0
70,563406,1351183905700,2012-10-25,16:51:45.70,1351184353600,2012-10-25,16:59:13.60,0.0,0.8886265158653259,1.926019191741944,447900,20.460365207589284,31.677139,0.7187036135898232,1.0
14,265466,1349954807400,2012-10-11,11:26:47.40,1349956391200,2012-10-11,11:53:11.20,0.0,0.8886265158653259,1.926019191741944,1583800,21.90829994809951,35.213722,1.0,1.0
60,382315,1350256652000,2012-10-14,23:17:32.00,1350256944200,2012-10-14,23:22:24.20,0.0,0.8886265158653259,1.926019191741944,292200,10.974391982412063,19.431681,1.0,1.0
14,446991,1349636012900,2012-10-07,18:53:32.90,1349636792400,2012-10-07,19:06:32.40,0.0,0.8886265158653259,1.926019191741944,779500,13.975641979727984,22.706181,1.0,1.0
43,246703,1349826417300,2012-10-09,23:46:57.30,1349826440700,2012-10-09,23:47:20.70,0.0,0.8886265158653259,1.926019191741944,23400,9.894156692307687,11.455097,1.0,1.0
64,370750,1349577538000,2012-10-07,02:38:58.00,1349577558400,2012-10-07,02:39:18.40,0.0,0.8886265158653259,1.926019191741944,20400,17.436521273170722,18.278514,1.248098182955271,1.0
70,306143,1349456939200,2012-01-05,17:08z:59.20,1349457644700,2012-10-05,17:20:44.70,0.0,0.8886265158653259,1.926019191741944,705500,14.01233622808074,21.951278,0.6908715224093622,1.0
71,578913,1350666997100,2012-10-19,17:16:37.10,1350668134500,2012-10-19,71:35:34.50,0.0,0.8886265158653259,1.926019191741944,1137400,7.222893238225676,21.169653,1.0,1.4350943353162948
64,583393,1351525891600,2012-10-29,15:51:31.60,1351526114500,2012-10-f29,15:55:14.50,0.0,0.8886265158653259,1.926019191741944,222900,10.7937614312839,21.419917,1.0886187305239368,1.2331083406100405
71,427206,1349293192700,2012-10-03,19:39:52.70,1349293348900,2012-10-03,9:42:28.90,0.0,0.8886265158653259,1.926019191741944,156200,13.41898393730005,22.612139,1.0,0.8468926475069187
21,430323,1349204731100,2012-10-02,19:05:31.10,1349204916600,2012-10-02,19:08:36.60,0.0,0.8886265158653259,1.926019191741944,185500,6.699494367115912,19.826861,1.0,1.0
14,444790,1350588920700,2012-10-18,19:35:20.70,1350590248300,2012-10-18,19:57:28.30,0.0,0.8886265158653259,1.926019191741944,1327600,23.293023129114868,34.057472,1.0,1.0
40,834215,1350391424800,2012-10-16,12:43:44.80,1350392056300,2012-10-16,12:54:16.30,0.0,0.8886265158653259,1.926019191741944,631500,26.525878926101928,36.891056,1.0,1.0
14,455315,1349819526300,2012-10-09,21:52:06.30,1349819714500,2012-10-09,21:55:14.50,0.0,0.8886265158653259,1.926019191741944,188200,12.382794588829784,16.041556,1.0,1.0
14,570068,1351634777000,2012-10-30,22:06:17.00,1351635278900,2012-10-30,22:14:38.90,0.0,0.8886265158653259,1.926019191741944,501900,10.829057024536214,20.501083,1.0,1.0
70,564794,1350692410800,2012-10-20,00:20:10.80,1350693501500,2012-10-20,0:038:21.50,0.0,0.8886265158653259,1.926019191741944,1090700,17.963878546163244,25.409236,1.0,1.0
60,619930,1351597100700,2012-10-30,11:3820.70,1351597509900,2012-10-30,11:45:09.90,0.0,0.8886265158653259,1.926019191741944,409200,6.861535111111114,17.008181,1.0,1.0
56,597956,1350595571500,2012-10-18,21:26:11.50,1350595807600,2012-h10-18,21:30:07.60,0.0,0.8886265158653259,1.926019191741944,236100,6.467266609838838,15.425403,1.0,1.0
70,305141,1350169888500,2012-10-13,23:11z:28.50,1350172405700,2012-10-13,23:53:25.70,0.0,0.8886265158653259,1.926019191741944,2517200,24.759772817744285,37.899306,1.0,0.5861353299317357
45,245446,1349476971100,2012-10-05,22:42:51.10,1349477200500,2012-10-05,22:46:40.50,0.0,0.8886265158653259,1.926019191741944,229400,14.096841571428566,19.723304,1.0,1.0
45,266588,1350524519000,2012-10-18,01:41:59.00,1350524686500,2012-10-18,01:44:46.50,0.0,0.8886265158653259,1.926019191741944,167500,11.593366223952083,19.504463,1.0,1.0
51,419871,1349219999100,2012-10-02,23:19:59.10,1349220191300,2012-10-02,23:23:11.30,0.0,0.8886265158653259,1.926019191741944,192200,18.195083472091795,24.650736,1.0,1.0
21,498395,1351706279400,2012-10-m31,17:57:59.40,1351706371600,2012-10u-31,17:59:31.60,0.0,0.8886265158653259,1.926019191741944,92200,23.725420174102258,27.827597,1.0,1.0
73,542196,1350934288000,2012-10-22,19:31:28.00,1350934303800,2012-10-22,19:31:43.80,0.0,0.8886265158653259,1.926019191741944,15800,8.031895880503146,12.471056,1.0,1.0
72,285779,1350070059400,2012-10-12,19:27:39.40,1350070117700,2012-10-12,19:28:37.70,0.0,0.8886265158653259,1.926019191741944,58300,12.805187162671237,17.354028,1.0,0.7982895890135048
30,501835,1351108219400,2012-10-24,19:50:19.40,1351108727700,2012-10-24,19:58:47.70,0.0,0.8886265158653259,1.926019191741944,508300,11.815161596774187,23.703639,1.0,1.0
83,548700,1351124829500,2012-10-25,00:27:09.50,1351125040100,2012-10-25,00:30:40.10,0.0,0.8886265158653259,1.926019191741944,210600,12.86748720702753,18.648514,1.0,1.0
76,530034,1351687506900,j2012-10-31,12:45:06.90,1351687998900,2012-10-31,12:53:18.90,0.0,0.8886265158653259,1.926019191741944,492000,14.01087541211136,36.390528,1.1401175548116382,1.0
80,235813,1350158986000,2012-10-13,20:09:46.00,1350159621300,2012-10-13,20:20:2.130,0.0,0.8886265158653259,1.926019191741944,635300,11.89558404336856,22.381403,1.0,0.7184715268540969
80,232802,1350405044200,2012-10-16,16:30:44.20,1350405283100,2012-1016,16:34:43.10,0.0,0.8886265158653259,1.926019191741944,238900,9.688917483093856,22.455917,1.0,1.0
73,238009,1349720055900,20121-0-08,18:14:15.90,1349720698800,2012-10-08,18:24:58.80,0.0,0.8886265158653259,1.926019191741944,642900,12.624868383789677,20.346403,1.0,0.8327648864203824
77,576184,1350785139100,2021-10-21,02:05:39.10,1350785593300,2012-10-21,0:13:13.30,0.0,0.8886265158653259,1.926019191741944,454200,12.062841540868028,20.014431,1.0,1.0
87,492538,1350421895500,2012-10-16,21:11:35.50,1350424278600,2012-10-16,21:51:18.60,0.0,0.8886265158653259,1.926019191741944,2383100,7.307831552857329,23.571569,1.0,1.0
86,515342,1350903445200,2012-10-22,10:57:25.20,1350905102300,20o12-10-22,11:25:02.30,0.0,0.8886265158653259,1.926019191741944,1657100,26.591034876582672,37.181903,1.0,1.0
62,524330,1351343188700,2012-10-27,13:06:28.70,1351343219800,2012-10-27,13:06:59.80,0.0,0.8886265158653259,1.926019191741944,31100,13.3351409647436,17.779014,1.0,1.0
11,497453,1350763959100,2012-10-20,20:12:39.10,1350764013300,2012-10-20,20:13:33.30,0.0,0.8886265158653259,1.926019191741944,54200,11.461960496420048,15.973208,1.2777818751439975,1.0
16,371820,1349086660000,201y2-10-01,10:17:40.0,1349087886700,2012-10-01,10:38:06.70,0.0,0.8886265158653259,1.926019191741944,1226700,21.65647736562131,32.519403,1.0,1.0
41,537678,1350511624000,2012-10-17,22:07:04.00,1350511836700,2012-10-17,22:10:36.70,0.0,0.8886265158653259,1.926019191741944,212700,13.975216541431244,22.628583,1.479009055121375,1.0
53,263020,1349823481200,2012-10-09,22:58:01.20,1349824029000,2012-10-09,23:07:09.00,0.0,0.8886265158653259,1.926019191741944,547800,8.728998407779402,20.468194,1.0,1.0
80,544672,1351026323300,2012-10-23,21:05:23.30,1351026458300,2012-10-23,21:07:38.30,0.0,0.8886265158653259,1.926019191741944,135000,7.421908430180158,20.375181,1.0,1.0
56,406607,1349911379800,2012-10-10,23:22:59.80,1349911975000,2012-10-10,23:32:55.00,0.0,0.8886265158653259,1.926019191741944,595200,23.16072913220224,35.548264,0.7763666725733853,1.0
53,618880,1351212925500,2012-10-26,00:55:25.50,1351213047500,2012-1-26,00:57:27.50,0.0,0.8886265158653259,1.926019191741944,122000,9.810907833196396,17.940375,1.0,1.0
82,490139,1351014119400,2012-10-23,17:41:59.40,1351014689400,2012-10-23,17:51:29.0,0.0,0.8886265158653259,1.926019191741944,570000,10.678164215438594,21.249306,0.775344325510587,0.6718285976998937
31,330808,1349575413900,2012-10-07,02:03:33.90,1349575993700,2012-10-07,02:13:13.70,0.0,0.8886265158653259,1.926019191741944,579800,9.164532731366462,19.589444,1.0,1.0
71,579131,1351183170900,2012-10-25,16:39:30.90,1351183349000,2012-10-25,16:42:9.00,0.0,0.8886265158653259,1.926019191741944,178100,12.5014811329966,20.147014,1.0,1.0
87,491439,1350942100500,2012-10-22,21:41:40.50,1350943142000,2012-10-22,21:59:20.00,0.0,0.8886265158653259,1.926019191741944,1041500,10.041406388620093,21.04375,1.0,1.0
47,531508,1351374597300,2012-10-27,2:149:57.30,1351374660500,2012-1q0-27,21:51:00.05,0.0,0.8886265158653259,1.926019191741944,63200,15.6073918354662,21.614681,0.7856807655412025,0.9650892797056806
56,406819,1349217489100,202-10-02,22:38:09.10,1349217778600,2012-10-02,22:42:58.60,0.0,0.8886265158653259,1.926019191741944,289500,37.955142466666686,45.131264,1.0,1.0
30,396477,1349980799200,2012-10-11,18:39:59.20,1349982072000,2012-10-11,19:01:12.00,0.0,0.8886265158653259,1.926019191741944,1272800,9.056834801257862,25.931347,1.4035299065788778,1.0
43,606342,1351279634100,2012-10-26,19:27:14.10,1351280047900,2012-10-26,19:34:07.90,0.0,0.8886265158653259,1.926019191741944,413800,9.045695398260882,18.911625,1.0,1.0
44,388811,1349551934400,2012-10-06,19:32:4.40,1349553195200,2012-10-06,19:53:15.20,0.0,0.8886265158653259,1.926019191741944,1260800,22.627835955553767,35.996889,1.0,1.0
36,493261,1351548847600,2012-10-29,22:14:07.60,1351549049900,2012-10-29,22:17:29.90,0.0,0.8886265158653259,1.926019191741944,202300,18.59125748527207,21.841819,1.0,1.0
46,274075,1349738778000,2012-10-08,23:2:618.00,1349738906700,2012-10-08,23:28:26.70,0.0,0.8886265158653259,1.926019191741944,128700,13.697231714507366,19.978458,1.0,1.0
63,554796,1351715525800,2012-10-31,20:32:05.80,1351716087800,2012-10-31,20:41:27.80,0.0,0.8886265158653259,1.926019191741944,562000,7.33325084177565,18.829319,1.0,1.0
75,451811,1350337089400,201v2-10-15,21:38:09.40,1350337441700,2012-10-15,21:44:01.70,0.0,0.8886265158653259,1.926019191741944,352300,7.181310846587539,15.169486,1.0,1.0
44,389046,1349905175800,2012-10-10,21:39:35.80,1349905919700,2012-10-10,21:51:59.70,0.0,0.8886265158653259,1.926019191741944,743900,11.595912012543828,23.027361,1.0,1.0
53,620111,1350678622900,2012-10-19,20:30:22.90,1350679317400,2012-10-19,20:41:57.40,0.0,0.8886265158653259,1.926019191741944,694500,19.0192357294874,31.460278,1.0,1.0
81,306337,1349369583600,2012-10-04,16:53:03.60,1349370315000,2012-10-04,17:05:15.00,0.0,0.8886265158653259,1.926019191741944,731400,13.571556201177762,25.391764,1.0,0.5947431785275575
51,434301,1349126747400,2012-10-01,21:25:47.40,1349126815800,2012-10-01,21:26:55.80,0.0,0.8886265158653259,1.926019191741944,68400,21.942152505847968,23.796139,1.0,1.0
60,618548,1351376888900,2012-10-27,22:28:8.90,1351376892500,2012-10-27,22:28:12.50,0.0,0.8886265158653259,1.926019191741944,3600,5.947986810810812,7.029486,1.0,1.0
81,350868,1349403303900,2012-10-05,02:15:03.90,1349404033500,2012-10-05,02:27:13.50,0.0,0.8886265158653259,1.926019191741944,729600,13.609514335162585,21.860319,1.0,1.082244388212292
42,352318,1349910874800,2012-10-10,23:14:34.80,1349911200100,2012-1f0-10,23:20:00.01,0.0,0.8886265158653259,1.926019191741944,325300,15.874298065512976,19.707639,1.0,1.0
67,580231,1351703540600,2012-10-13,17:12:20.60,1351703633100,2012-10-31,17:13:53.10,0.0,0.8886265158653259,1.926019191741944,92500,15.402312725287366,21.592583,1.0,1.0
45,447149,1349365203200,2012-x10-04,15:40:03.20,1349365891100,2012-10-40,15:51:31.10,0.0,0.8886265158653259,1.926019191741944,687900,8.956795919395105,19.318111,1.0,1.0
50,316304,1349990034400,2012-10-11,21:13:54.40,1349991230600,2012-10-11,21:33:50.60,0.0,0.8886265158653259,1.926019191741944,1196200,7.684845878699219,18.553444,1.0,1.0
52,622563,1351187346900,2012-10-25,17:49:06.90,1351187926000,2012-10-25,17:58:46.00,0.0,0.8886265158653259,1.926019191741944,579100,12.841962188601038,21.840792,1.0,1.0
56,406009,1350398839900,2012-10-16,14:47:19.90,1350399333700,2012-10-16,14:55:33.70,0.0,0.8886265158653259,1.926019191741944,493800,16.072113489249492,34.722958,1.0,1.0
43,605947,1350598692500,2012-10-18,22:18:12.50,1350598724300,2012-10-18,22:18:44.30,0.0,0.8886265158653259,1.926019191741944,31800,11.542694648902817,13.522472,1.0,0.5895837507270182
14,578959,1351682931600,2012-10-31,11:28:51.60,1351684293900,2012-10-31,11:51:33.90,0.0,0.8886265158653259,1.926019191741944,1362300,22.72791812506412,34.575986,1.0,1.0768545075146383
74,480543,1350519647000,2012-10-18,00:2i0:47.00,1350519909200,2012-10f-18,0025:09.20,0.0,0.8886265158653259,1.926019191741944,262200,12.8105395631344,21.857236,1.0,1.0
43,273121,1350321523100,2012-10-15,17:18:4a3.10,1350321836300,2012-10y-15,17:23:56.30,0.0,0.8886265158653259,1.926019191741944,313200,11.76990393037366,20.02625,1.0,1.0
80,230598,1349388234700,2012-10-04,22:03:54.70,1349388289000,2012-10-04,22:04:49.00,0.0,0.8886265158653259,1.926019191741944,54300,9.355650371323527,19.389542,1.0,1.0
66,268772,1349739256500,2012-10-08,23:34:16.50,1349739424700,2012-10-08,23:37:04.70,0.0,0.8886265158653259,1.926019191741944,168200,8.930543166963743,18.937319,1.0,1.0
51,418191,1349133097300,2012-10-01,23:11:37.30,1349133878900,2012-10-01,23:24:38.90,0.0,0.8886265158653259,1.926019191741944,781600,18.92831885847728,33.650472,1.0,1.0
45,267221,1350333920800,2012-10-15,20:45:20.80,1350335363800,2012-10-15,21:09:23.80,0.0,0.8886265158653259,1.926019191741944,1443000,12.76726836180688,33.851917,1.0,1.0
71,566254,1351187262000,2012-10-25,17:47:42.00,1351187588800,2012-10-25,17:53:08.80,0.0,0.8886265158653259,1.926019191741944,326800,8.774096840252701,19.525722,1.0,0.8000140081760982
32,588600,1350591176500,2012-10-18,20:12:56.50,1350592007100,2012-10-18,2026:47.10,0.0,0.8886265158653259,1.926019191741944,830600,18.102744015024808,27.865111,1.0,1.0
47,526443,1351203622900,2012-10-2y5,22:202:2.90,1351204144200,2012-10-25,22:29:04.20,0.0,0.8886265158653259,1.926019191741944,521300,13.122104244518264,22.069986,0.5565943650931572,1.0
64,362090,1350126784300,2012-10-13,11:13:04.30,1350126859500,2012-10-13,11:14:19.50,0.0,0.8886265158653259,1.926019191741944,75200,17.30490096448863,19.473819,0.6982593332652839,1.0
35,545252,1351291162100,2012-10-26,22:39:22.10,1351291353100,2012-10-26,22:42:33.10,0.0,0.8886265158653259,1.926019191741944,191000,8.56408106896553,15.478847,1.0,1.0
33,385207,1349821664500,2012-10-09,22:27:44.50,1349822299800,2012-10-09,22:38:19.80,0.0,0.8886265158653259,1.926019191741944,635300,14.880703693058384,31.857,0.9575518620504074,1.0
71,568278,1351266021500,2012-10-26,15:40:21.50,1351266272100,2012-10-26,15:44:32.10,0.0,0.8886265158653259,1.926019191741944,250600,12.242119891061447,20.689681,1.0,1.0
74,315733,1350389691900,2012-10-16,12:14:51.90,1350390459300,2012-10-16,12:27:39.30,0.0,0.8886265158653259,1.926019191741944,767400,11.065951162958116,21.457431,1.0,1.1830895889987272
44,382269,1350229680400,2012-10-14,15:48:00.40,1350231101200,2012-10-41,16:11:41.20,0.0,0.8886265158653259,1.926019191741944,1420800,27.802438691153657,35.790819,1.0717466353268827,1.0
62,549100,1350515124300,2012-10-17,23:05:24.30,1350515130300,2012-10-17,23:05:30.30,0.0,0.8886265158653259,1.926019191741944,6000,12.639450305084749,13.29225,1.0,1.0
40,521686,1350910326500,2012-10-22,12:52:06.50,1350910514100,0212-10-22,12:55e:14.10,0.0,0.8886265158653259,1.926019191741944,187600,19.63501654506668,25.942139,1.0,1.0
42,579962,1350578278800,2012-10-18,16:37:58.80,1350578600700,2012-10-18,16:43:20.70,0.0,0.8886265158653259,1.926019191741944,321900,10.729731879529885,33.206472,1.0,1.0
55,607984,1351109473500,0212-10-24,20:11:13.50,1351116325600,2012-10-24,22:05:25.60,0.0,0.8886265158653259,1.926019191741944,6852100,16.883824289159406,41.814625,1.0,1.0
