fnode,tnode,lpoly,rpoly,lengthvalue,trazerozerozerothree,trazerozerozerothreeid,interstate,us,statehw,altrdname,namevalue,type
387,477,90,91,0.358,676,359,0,0,602,U.S. 85,N.M. 602,N.M.
477,494,90,117,0.069,677,359,0,0,602,U.S. 85,N.M. 602,N.M.
493,580,121,122,0.217,678,361,0,0,36,U.S. 85,N.M. 36,N.M.
477,499,117,91,0.067,679,360,0,0,36,U.S. 85,N.M. 36,N.M.
511,580,122,127,0.309,680,365,0,0,0,U.S. 85,Unknown,Unknown
580,645,121,127,0.27,681,361,0,0,36,U.S. 85,N.M. 36,N.M.
670,645,127,121,0.338,682,357,0,0,36,U.S. 85,N.M. 36,N.M.
1471,670,0,0,0.41,683,357,0,0,117,U.S. 85,N.M. 117,N.M.
513,1471,0,0,0.484,684,357,0,0,117,U.S. 85,N.M. 117,N.M.
493,494,122,90,0.006,685,366,0,0,53,U.S. 85,N.M. 53,N.M.
494,499,122,117,0.058,686,366,0,0,53,U.S. 85,N.M. 53,N.M.
499,511,122,91,0.108,687,366,0,0,53,U.S. 85,N.M. 53,N.M.
511,535,127,91,0.205,688,366,0,0,53,U.S. 85,N.M. 53,N.M.
547,493,121,90,0.636,689,366,0,0,53,U.S. 85,N.M. 53,N.M.
489,547,121,108,0.445,690,366,0,0,53,U.S. 85,N.M. 53,N.M.
454,547,108,90,0.299,691,362,0,0,0,U.S. 85,Unknown,Unknown
1452,1453,0,0,0.109,692,372,0,0,0,U.S. 85,Unknown,Unknown
436,1453,0,0,0.13,693,352,0,0,605,U.S. 85,N.M. 605,N.M.
1453,469,0,0,0.083,694,352,0,0,605,U.S. 85,N.M. 605,N.M.
441,436,49,49,0.137,695,352,0,0,605,U.S. 85,N.M. 605,N.M.
413,436,49,49,0.077,696,351,0,0,509,U.S. 85,N.M. 509,N.M.
430,450,90,90,0.1,697,363,0,0,412,U.S. 85,N.M. 412,N.M.
386,440,90,90,0.26,698,364,0,0,400,U.S. 85,N.M. 400,N.M.
331,415,49,16,0.409,699,350,0,0,57,U.S. 85,N.M. 57,N.M.
264,319,16,16,0.207,700,350,0,0,371,U.S. 85,N.M. 371,N.M.
319,331,76,16,0.051,701,350,0,0,371,U.S. 85,N.M. 371,N.M.
314,331,49,76,0.095,702,349,0,0,57,U.S. 85,N.M. 57,N.M.
173,314,49,16,0.878,703,348,0,0,57,U.S. 85,N.M. 57,N.M.
543,594,127,127,0.2,704,196,0,0,0,U.S. 85,Unknown,Unknown
532,543,133,129,0.016,705,196,0,0,23,U.S. 85,N.M. 23,N.M.
495,539,49,49,0.116,706,355,0,0,279,U.S. 85,N.M. 279,N.M.
446,495,49,49,0.381,707,355,0,0,279,U.S. 85,N.M. 279,N.M.
495,459,49,49,0.181,708,356,0,0,0,U.S. 85,Unknown,Unknown
78,90,12,26,0.036,709,324,0,0,512,U.S. 85,N.M. 512,N.M.
90,110,12,27,0.061,710,324,0,0,573,U.S. 85,N.M. 573,N.M.
152,111,31,29,0.222,711,317,0,84,0,U.S. 85,U.S. 84,U.S.
211,152,31,43,0.34,712,317,0,84,0,U.S. 85,U.S. 84,U.S.
152,186,29,43,0.464,713,319,0,0,110,U.S. 85,N.M. 110,N.M.
149,183,45,29,0.213,714,321,0,0,100,U.S. 85,N.M. 100,N.M.
149,117,29,34,0.222,715,322,0,0,111,U.S. 85,N.M. 111,N.M.
170,149,45,34,0.139,716,322,0,0,111,U.S. 85,N.M. 111,N.M.
107,135,10,32,0.459,717,288,0,0,38,U.S. 85,N.M. 38,N.M.
207,220,48,51,0.143,718,289,0,0,68,U.S. 85,N.M. 68,N.M.
184,207,48,53,0.182,719,289,0,0,68,U.S. 85,N.M. 68,N.M.
169,184,48,35,0.086,720,289,0,0,68,U.S. 85,N.M. 68,N.M.
190,179,51,35,0.194,721,291,0,0,567,U.S. 85,N.M. 567,N.M.
190,207,53,51,0.09,722,290,0,0,570,U.S. 85,N.M. 570,N.M.
184,190,53,35,0.109,723,290,0,0,567,U.S. 85,N.M. 567,N.M.
220,223,48,57,0.228,724,307,0,0,75,U.S. 85,N.M. 75,N.M.
223,256,58,57,0.301,725,306,0,0,76,U.S. 85,N.M. 76,N.M.
255,258,67,57,0.139,726,306,0,0,76,U.S. 85,N.M. 76,N.M.
256,255,66,57,0.029,727,306,0,0,76,U.S. 85,N.M. 76,N.M.
256,267,58,66,0.097,728,302,0,0,503,U.S. 85,N.M. 503,N.M.
267,1419,0,0,0.119,729,302,0,0,503,U.S. 85,N.M. 503,N.M.
255,267,66,67,0.054,730,303,0,0,520,U.S. 85,N.M. 520,N.M.
260,258,62,67,0.007,731,307,0,0,68,U.S. 85,N.M. 68,N.M.
285,261,56,68,0.135,732,302,0,0,30,U.S. 85,N.M. 30,N.M.
281,285,58,68,0.139,733,302,0,0,502,U.S. 85,N.M. 502,N.M.
285,294,58,56,0.062,734,299,0,0,502,U.S. 85,N.M. 502,N.M.
260,261,68,62,0.012,735,304,0,285,0,U.S. 84,U.S. 285,U.S.
281,260,68,67,0.124,736,304,0,285,0,U.S. 84,U.S. 285,U.S.
1419,325,0,0,0.141,737,298,0,285,0,U.S. 84,U.S. 285,U.S.
325,330,58,58,0.017,738,298,0,285,0,U.S. 84,U.S. 285,U.S.
330,335,77,58,0.056,739,295,0,285,0,U.S. 85,U.S. 285,U.S.
335,1417,0,0,0.013,740,295,0,285,0,U.S. 84,U.S. 285,U.S.
336,335,78,77,0.014,741,296,0,0,0,PASEO DE PERALT,Unknown,Unknown
363,399,83,85,0.122,742,251,0,0,14,U.S. 85,N.M. 14,N.M.
354,363,58,82,0.037,743,251,0,0,0,CERRILLOS RD,Unknown,Unknown
350,354,58,58,0.035,744,251,0,0,0,CERRILLOS RD,Unknown,Unknown
354,355,82,58,0.047,745,292,0,0,284,U.S. 85,N.M. 284,N.M.
355,381,82,58,0.137,746,292,0,0,284,U.S. 85,N.M. 284,N.M.
381,399,85,92,0.109,747,292,0,0,586,U.S. 85,N.M. 586,N.M.
399,442,83,92,0.245,748,251,0,0,14,U.S. 85,N.M. 14,N.M.
442,458,83,97,0.109,749,251,0,0,14,U.S. 85,N.M. 14,N.M.
409,442,92,97,0.164,750,256,0,0,22,U.S. 85,N.M. 22,N.M.
392,409,87,58,0.081,751,256,0,0,22,U.S. 85,N.M. 22,N.M.
368,392,87,58,0.082,752,258,0,0,22,U.S. 85,N.M. 22,N.M.
358,368,58,58,0.075,753,257,0,0,22,U.S. 85,N.M. 22,N.M.
368,395,58,87,0.12,754,257,0,0,16,U.S. 85,N.M. 16,N.M.
447,448,100,105,0.012,755,262,0,0,44,U.S. 85,U.S. 550,U.S.
445,447,58,104,0.017,756,262,0,0,44,U.S. 85,U.S. 550,U.S.
379,445,58,49,0.347,757,262,0,0,44,U.S. 85,U.S. 550,U.S.
445,1473,0,0,0.13,758,261,0,0,0,U.S. 85,Unknown,Unknown
1473,502,0,0,0.151,759,261,0,0,448,U.S. 85,N.M. 448,N.M.
431,447,100,58,0.105,760,260,0,0,313,U.S. 85,N.M. 313,N.M.
447,1474,0,0,0.132,761,260,0,0,0,U.S. 85,Unknown,Unknown
458,490,110,97,0.147,762,251,0,0,14,U.S. 85,N.M. 14,N.M.
490,520,110,106,0.087,763,251,0,0,14,U.S. 85,N.M. 14,N.M.
448,1475,0,0,0.241,764,262,0,0,165,U.S. 85,N.M. 165,N.M.
1475,490,0,0,0.086,765,262,0,0,536,U.S. 85,N.M. 536,N.M.
537,560,128,128,0.061,766,190,0,0,47,ALT U.S. 85,N.M. 47,N.M.
290,379,58,65,0.389,767,262,0,0,4,U.S. 85,N.M. 4,N.M.
379,334,49,65,0.3,768,326,0,0,44,U.S. 85,U.S. 550,U.S.
334,251,49,65,0.311,769,326,0,0,44,U.S. 85,U.S. 550,U.S.
251,317,49,49,0.437,770,329,0,0,197,U.S. 85,N.M. 197,N.M.
251,249,49,65,0.015,771,326,0,0,44,U.S. 85,U.S. 550,U.S.
249,237,49,56,0.056,772,326,0,0,44,U.S. 85,U.S. 550,U.S.
237,232,49,17,0.298,773,326,0,0,44,U.S. 85,U.S. 550,U.S.
214,237,56,17,0.175,774,343,0,0,96,U.S. 85,N.M. 96,N.M.
211,212,56,31,0.591,775,342,0,0,96,U.S. 85,N.M. 96,N.M.
212,214,56,28,0.018,776,343,0,0,96,U.S. 85,N.M. 96,N.M.
232,216,49,24,0.211,777,326,0,0,44,U.S. 85,U.S. 550,U.S.
216,173,49,24,0.433,778,326,0,0,44,U.S. 85,U.S. 550,U.S.
173,96,16,24,0.442,779,326,0,0,44,U.S. 85,U.S. 550,U.S.
163,216,24,24,0.296,780,328,0,0,403,U.S. 85,N.M. 403,N.M.
85,1300,0,0,0.037,781,353,0,64,0,U.S. 85,U.S. 64,U.S.
458,529,83,110,0.273,782,253,0,0,344,U.S. 85,N.M. 344,N.M.
311,372,58,58,0.255,783,242,0,0,63,U.S. 85,N.M. 63,N.M.
372,397,58,88,0.081,784,242,0,0,63,U.S. 85,N.M. 63,N.M.
372,370,88,58,0.092,785,243,0,0,50,U.S. 85,N.M. 50,N.M.
760,755,162,127,0.315,786,127,0,0,0,U.S. 85,Unknown,Unknown
799,760,162,127,0.298,787,127,0,0,601,U.S. 85,N.M. 601,N.M.
645,1380,0,0,0.149,788,361,0,0,601,U.S. 85,N.M. 601,N.M.
760,1380,0,0,0.134,789,128,0,0,601,U.S. 85,N.M. 601,N.M.
1387,752,0,0,0.081,790,126,0,0,36,U.S. 85,N.M. 36,N.M.
670,1387,0,0,0.014,791,358,0,0,36,U.S. 85,N.M. 36,N.M.
752,798,163,127,0.226,792,126,0,0,36,U.S. 85,N.M. 36,N.M.
752,805,127,163,0.362,793,125,0,0,603,U.S. 85,N.M. 603,N.M.
798,805,163,172,0.373,794,124,0,60,0,U.S. 85,U.S. 60,U.S.
805,829,127,172,0.351,795,124,0,60,0,U.S. 85,U.S. 60,U.S.
841,840,127,185,0.018,796,124,0,60,0,U.S. 85,U.S. 60,U.S.
829,844,127,182,0.269,797,124,0,60,0,U.S. 85,U.S. 60,U.S.
844,848,127,186,0.127,798,124,0,60,0,U.S. 85,U.S. 60,U.S.
848,841,127,185,0.188,799,124,0,60,0,U.S. 85,U.S. 60,U.S.
840,849,127,184,0.449,800,124,0,60,0,U.S. 85,U.S. 60,U.S.
821,841,127,127,0.138,801,151,0,0,169,U.S. 85,N.M. 169,N.M.
897,840,185,184,0.629,802,152,0,0,107,U.S. 85,N.M. 107,N.M.
848,920,185,186,0.73,803,148,0,0,52,U.S. 85,N.M. 52,N.M.
920,970,185,207,0.557,804,148,0,0,52,U.S. 85,N.M. 52,N.M.
970,973,185,207,0.032,805,148,0,0,52,U.S. 85,N.M. 52,N.M.
942,970,185,185,0.227,806,150,0,0,142,U.S. 85,N.M. 142,N.M.
927,920,186,207,0.48,807,149,0,0,59,U.S. 85,N.M. 59,N.M.
844,911,186,182,0.907,808,137,0,0,163,U.S. 85,N.M. 163,N.M.
873,829,172,182,0.911,809,130,0,0,12,U.S. 85,N.M. 12,N.M.
798,874,172,171,0.625,810,126,0,0,32,U.S. 85,N.M. 32,N.M.
825,799,162,171,0.562,811,124,0,60,0,U.S. 85,U.S. 60,U.S.
799,798,127,171,0.026,812,124,0,60,0,U.S. 85,U.S. 60,U.S.
882,874,171,182,0.188,813,129,0,0,12,U.S. 85,N.M. 12,N.M.
882,889,182,182,0.064,814,131,0,0,435,U.S. 85,N.M. 435,N.M.
885,882,171,182,0.104,815,129,0,0,12,U.S. 85,N.M. 12,N.M.
877,884,171,193,0.319,816,132,0,180,0,U.S. 85,U.S. 180,U.S.
884,885,171,194,0.006,817,132,0,180,0,U.S. 85,U.S. 180,U.S.
887,885,194,182,0.006,818,129,0,0,12,U.S. 85,N.M. 12,N.M.
884,887,194,193,0.006,819,133,0,180,0,U.S. 85,U.S. 180,U.S.
887,946,182,193,0.391,820,133,0,180,0,U.S. 85,U.S. 180,U.S.
914,911,182,205,0.025,821,136,0,0,163,U.S. 85,N.M. 163,N.M.
914,917,205,198,0.026,822,138,0,0,0,U.S. 85,Unknown,Unknown
917,927,186,198,0.104,823,138,0,0,0,U.S. 85,Unknown,Unknown
927,1011,207,198,0.568,824,138,0,0,0,U.S. 85,Unknown,Unknown
974,1003,198,198,0.262,825,139,0,0,15,U.S. 85,N.M. 15,N.M.
1479,914,0,0,0.437,826,136,0,0,0,U.S. 85,Unknown,Unknown
946,1479,0,0,0.571,827,136,0,0,159,U.S. 85,N.M. 159,N.M.
1003,1073,226,198,0.342,828,140,0,0,15,U.S. 85,N.M. 15,N.M.
1011,1003,226,198,0.176,829,140,0,0,35,U.S. 85,N.M. 35,N.M.
1076,1073,250,226,0.115,830,141,0,180,0,U.S. 85,U.S. 180,U.S.
1076,1079,248,250,0.028,831,155,0,180,0,U.S. 85,U.S. 180,U.S.
1079,1464,0,0,0.274,832,155,0,180,0,U.S. 85,U.S. 180,U.S.
1073,1077,250,198,0.027,833,141,0,180,0,U.S. 85,U.S. 180,U.S.
1013,1374,0,0,0.074,834,133,0,180,0,U.S. 85,U.S. 180,U.S.
985,1013,198,221,0.264,835,133,0,180,0,U.S. 85,U.S. 180,U.S.
1013,1374,0,0,0.087,836,135,0,0,211,U.S. 85,N.M. 211,N.M.
946,985,198,193,0.276,837,133,0,180,0,U.S. 85,U.S. 180,U.S.
988,985,193,221,0.262,838,134,0,0,78,U.S. 85,N.M. 78,N.M.
1077,1150,250,221,0.656,839,141,0,0,90,U.S. 85,N.M. 90,N.M.
1463,1464,0,0,0.393,840,373,0,0,61,U.S. 85,N.M. 61,N.M.
1063,1079,241,248,0.075,841,143,0,0,356,U.S. 85,N.M. 356,N.M.
1464,1181,0,0,0.358,842,155,0,180,0,U.S. 85,U.S. 180,U.S.
1158,1164,250,270,0.036,843,156,0,0,0,LORDSBURG LOOP,Unknown,Unknown
1157,1158,255,268,0.032,844,156,0,0,0,LORDSBURG LOOP,Unknown,Unknown
1150,1158,250,255,0.035,845,145,0,70,0,U.S. 85,U.S. 70,U.S.
1141,1150,221,255,0.021,846,145,0,70,0,U.S. 85,U.S. 70,U.S.
1106,1141,221,255,0.334,847,145,0,70,0,U.S. 85,U.S. 70,U.S.
1104,1106,258,255,0.009,848,145,0,70,0,U.S. 85,U.S. 70,U.S.
1099,1104,221,255,0.074,849,145,0,70,0,U.S. 85,U.S. 70,U.S.
1294,1102,0,0,0.17,850,147,0,0,92,U.S. 85,N.M. 92,N.M.
1102,1106,221,258,0.007,851,147,0,0,92,U.S. 85,N.M. 92,N.M.
1218,1216,286,288,0.172,852,162,0,0,418,U.S. 85,N.M. 418,N.M.
1205,1218,286,288,0.055,853,162,0,0,418,U.S. 85,N.M. 418,N.M.
1200,1199,283,280,0.072,854,165,0,0,549,U.S. 85,N.M. 549,N.M.
1219,1200,283,280,0.288,855,164,0,0,549,U.S. 85,N.M. 549,N.M.
1194,1200,280,280,0.117,856,165,0,0,377,U.S. 85,N.M. 377,N.M.
1181,1196,257,250,0.02,857,155,0,180,0,U.S. 85,U.S. 180,U.S.
1100,1101,256,242,0.124,858,154,0,0,26,U.S. 85,N.M. 26,N.M.
1240,1245,292,284,0.029,859,167,0,0,460,U.S. 85,N.M. 460,N.M.
1245,1254,294,295,0.018,860,167,0,0,460,U.S. 85,N.M. 460,N.M.
1248,1271,293,283,0.068,861,170,0,0,28,U.S. 85,N.M. 28,N.M.
1271,1483,0,0,0.032,862,170,0,0,28,U.S. 85,N.M. 28,N.M.
1483,1277,0,0,0.009,863,170,0,0,28,U.S. 85,N.M. 28,N.M.
1275,1277,298,301,0.035,864,175,0,0,273,U.S. 85,N.M. 273,N.M.
1277,1278,302,301,0.007,865,175,0,0,273,U.S. 85,N.M. 273,N.M.
1271,1275,298,283,0.044,866,174,0,0,182,U.S. 85,N.M. 182,N.M.
1270,1271,297,293,0.018,867,174,0,0,183,U.S. 85,N.M. 183,N.M.
1248,1246,290,293,0.057,868,168,0,0,404,U.S. 85,N.M. 404,N.M.
1246,1245,284,295,0.012,869,168,0,0,404,U.S. 85,N.M. 404,N.M.
1245,1244,292,294,0.015,870,168,0,0,404,U.S. 85,N.M. 404,N.M.
1244,1467,0,0,0.133,871,168,0,0,404,U.S. 85,N.M. 404,N.M.
1467,1461,0,0,0.107,872,374,0,0,213,U.S. 85,N.M. 213,N.M.
1465,1467,0,0,0.053,873,374,0,0,213,U.S. 85,N.M. 213,N.M.
963,962,215,211,0.009,874,76,0,0,0,ALT U.S. 285,Unknown,Unknown
940,963,208,211,0.127,875,52,0,0,256,U.S. 85,N.M. 256,N.M.
934,940,189,210,0.031,876,52,0,0,256,U.S. 85,N.M. 256,N.M.
777,780,167,137,0.003,877,88,0,0,18,U.S. 85,N.M. 18,N.M.
788,780,137,168,0.018,878,100,0,0,209,U.S. 85,N.M. 209,N.M.
1487,301,0,0,0.081,879,301,0,0,501,U.S. 85,N.M. 501,N.M.
294,1487,0,0,0.104,880,299,0,0,502,U.S. 85,N.M. 502,N.M.
41,26,13,12,0.125,881,317,0,0,17,U.S. 85,N.M. 17,N.M.
819,827,164,177,0.089,882,176,0,0,408,U.S. 85,N.M. 408,N.M.
827,830,181,177,0.01,883,176,0,0,408,U.S. 85,N.M. 408,N.M.
819,830,177,127,0.063,884,183,25,0,0,U.S. 85,I 25,Interstate
830,845,181,127,0.061,885,183,25,0,0,U.S. 85,I 25,Interstate
845,849,164,127,0.043,886,183,25,0,0,U.S. 85,I 25,Interstate
583,620,143,128,0.145,887,184,25,0,0,U.S. 85,I 25,Interstate
620,650,152,127,0.158,888,184,25,0,0,U.S. 85,I 25,Interstate
796,819,164,127,0.222,889,183,25,0,0,U.S. 85,I 25,Interstate
1416,796,0,0,0.198,890,183,25,0,0,U.S. 85,I 25,Interstate
650,665,152,127,0.029,891,184,25,0,0,U.S. 85,I 25,Interstate
665,1416,0,0,0.025,892,184,25,0,0,U.S. 85,I 25,Interstate
522,573,127,128,0.136,893,184,25,0,0,U.S. 85,I 25,Interstate
573,582,141,128,0.029,894,184,25,0,0,U.S. 85,I 25,Interstate
582,583,142,128,0.019,895,184,25,0,0,U.S. 85,I 25,Interstate
431,448,97,100,0.095,896,184,25,0,0,U.S. 85,I 25,Interstate
448,473,106,105,0.13,897,184,25,0,0,U.S. 85,I 25,Interstate
473,507,106,104,0.107,898,184,25,0,0,U.S. 85,I 25,Interstate
507,522,126,123,0.028,899,184,25,0,0,U.S. 85,I 25,Interstate
412,414,58,58,0.042,900,259,0,0,0,RES. RD,Unknown,Unknown
393,392,58,58,0.012,901,256,0,0,0,RES. RD,Unknown,Unknown
414,431,97,58,0.072,902,184,25,0,0,U.S. 85,I 25,Interstate
363,381,85,82,0.097,903,184,25,0,0,U.S. 85,I 25,Interstate
381,395,92,58,0.137,904,184,25,0,0,U.S. 85,I 25,Interstate
395,409,92,87,0.076,905,184,25,0,0,U.S. 85,I 25,Interstate
409,414,97,58,0.111,906,184,25,0,0,U.S. 85,I 25,Interstate
1488,363,0,0,0.122,907,184,25,0,0,U.S. 85,I 25,Interstate
250,306,63,60,0.346,908,184,25,0,0,U.S. 85,I 25,Interstate
306,312,63,60,0.006,909,184,25,0,0,U.S. 85,I 25,Interstate
312,315,75,60,0.009,910,184,25,0,0,U.S. 85,I 25,Interstate
315,360,75,70,0.312,911,184,25,0,0,U.S. 85,I 25,Interstate
161,174,19,44,0.09,912,184,25,0,0,U.S. 85,I 25,Interstate
176,250,50,39,0.365,913,184,25,0,0,U.S. 85,I 25,Interstate
15,44,9,10,0.131,914,184,25,0,0,U.S. 85,I 25,Interstate
48,60,19,10,0.087,915,184,25,0,0,U.S. 85,I 25,Interstate
60,130,19,23,0.281,916,184,25,0,0,U.S. 85,I 25,Interstate
132,161,19,38,0.12,917,184,25,0,0,U.S. 85,I 25,Interstate
44,48,15,10,0.015,918,184,25,0,0,U.S. 85,I 25,Interstate
1468,792,0,0,0.146,919,100,0,60,0,U.S. 84,U.S. 60,U.S.
378,1488,0,0,0.082,920,184,25,0,0,U.S. 85,I 25,Interstate
370,378,86,58,0.149,921,184,25,0,0,U.S. 85,I 25,Interstate
397,370,86,88,0.125,922,184,25,0,0,U.S. 85,I 25,Interstate
405,397,86,58,0.025,923,184,25,0,0,U.S. 85,I 25,Interstate
423,405,96,58,0.237,924,184,25,0,0,U.S. 85,I 25,Interstate
390,423,94,58,0.271,925,184,25,0,0,U.S. 85,I 25,Interstate
360,365,75,58,0.015,926,184,25,0,0,U.S. 85,I 25,Interstate
365,1457,0,0,0.033,927,184,25,0,0,U.S. 85,I 25,Interstate
1457,390,0,0,0.054,928,184,25,0,0,U.S. 85,I 25,Interstate
1168,1213,244,272,0.095,929,183,25,0,0,U.S. 80,I 25,Interstate
1213,1240,244,284,0.246,930,183,10,0,0,U.S. 80,I 10,Interstate
1240,1244,244,292,0.03,931,183,10,0,0,U.S. 80,I 10,Interstate
1244,1259,244,294,0.03,932,183,10,0,0,U.S. 80,I 10,Interstate
1219,1191,257,283,0.531,933,157,10,0,0,U.S. 70,I 10,Interstate
1178,1177,257,274,0.023,934,169,0,70,0,U.S. 80,U.S. 70,U.S.
1180,1178,257,275,0.03,935,169,0,70,0,U.S. 80,U.S. 70,U.S.
1191,1180,257,276,0.04,936,169,0,70,0,U.S. 80,U.S. 70,U.S.
1196,1219,257,280,0.36,937,157,10,0,0,U.S. 70,I 10,Interstate
1199,1203,286,285,0.02,938,165,0,0,549,U.S. 70,N.M. 549,N.M.
1216,1205,250,288,0.215,939,157,10,0,0,U.S. 70,I 10,Interstate
1226,1216,250,286,0.316,940,157,10,0,0,U.S. 70,I 10,Interstate
1164,1226,250,269,0.415,941,157,10,0,0,U.S. 70,I 10,Interstate
1205,1203,287,286,0.001,942,157,10,0,0,U.S. 70,I 10,Interstate
1203,1196,250,285,0.019,943,157,10,0,0,U.S. 70,I 10,Interstate
1497,1498,0,0,0.046,944,155,0,0,11,U.S. 85,N.M. 11,N.M.
1275,1503,0,0,0.075,945,174,0,0,273,U.S. 85,N.M. 273,N.M.
1503,1287,0,0,0.122,946,174,0,0,273,U.S. 85,N.M. 273,N.M.
1497,1503,0,0,1.064,947,375,0,0,0,U.S. 85,Unknown,Unknown
1272,1510,0,0,0.196,948,161,0,0,9,U.S. 85,N.M. 9,N.M.
1510,1497,0,0,0.536,949,161,0,0,9,U.S. 85,N.M. 9,N.M.
1510,1512,0,0,0.077,950,376,0,0,0,U.S. 85,Unknown,Unknown
1291,1518,0,0,0.096,951,377,0,0,338,U.S. 85,N.M. 338,N.M.
351,1519,0,0,0.052,952,234,0,54,0,U.S. 85,U.S. 54,U.S.
1519,1520,0,0,0.214,953,234,0,54,0,U.S. 85,U.S. 54,U.S.
1520,424,0,0,0.128,954,234,0,54,0,U.S. 85,U.S. 54,U.S.
1069,1011,0,0,0.229,955,140,0,0,35,U.S. 85,N.M. 35,N.M.
1374,1077,0,0,0.39,956,133,0,180,0,U.S. 85,U.S. 180,U.S.
1039,1463,0,0,0.464,957,141,0,0,152,U.S. 85,N.M. 152,N.M.
1463,1069,0,0,0.019,958,141,0,0,152,U.S. 85,N.M. 152,N.M.
1063,1076,0,0,0.07,959,141,0,0,152,U.S. 85,N.M. 152,N.M.
1069,1063,0,0,0.161,960,141,0,0,152,U.S. 85,N.M. 152,N.M.
801,797,0,0,0.097,961,122,0,0,304,U.S. 85,N.M. 304,N.M.
797,749,0,0,0.13,962,122,0,0,304,U.S. 85,N.M. 304,N.M.
749,1408,0,0,0.078,963,122,0,0,304,U.S. 85,N.M. 304,N.M.
664,1408,0,0,0.034,964,192,0,0,304,U.S. 85,N.M. 304,N.M.
793,1412,0,0,0.255,965,121,0,0,47,U.S. 85,N.M. 47,N.M.
664,1412,0,0,0.042,966,190,0,0,47,U.S. 85,N.M. 47,N.M.
595,625,0,0,0.096,967,189,0,0,314,U.S. 85,N.M. 314,N.M.
625,665,0,0,0.179,968,189,0,0,314,U.S. 85,N.M. 314,N.M.
1521,1403,0,0,0.043,969,191,0,0,109,U.S. 85,N.M. 109,N.M.
659,1521,0,0,0.025,970,191,0,0,309,U.S. 85,N.M. 309,N.M.
659,664,0,0,0.003,971,190,0,0,47,U.S. 85,N.M. 47,N.M.
582,595,0,0,0.06,972,188,0,0,314,U.S. 85,N.M. 314,N.M.
538,560,0,0,0.071,973,194,0,0,0,U.S. 85,Unknown,Unknown
1455,1445,0,0,0.19,974,369,0,0,0,U.S. 85,Unknown,Unknown
288,290,0,0,0.002,975,262,0,0,4,U.S. 85,N.M. 4,N.M.
301,288,0,0,0.365,976,300,0,0,4,U.S. 85,N.M. 4,N.M.
290,249,0,0,0.52,977,327,0,0,126,U.S. 85,N.M. 126,N.M.
383,334,0,0,0.332,978,330,0,0,0,U.S. 85,Unknown,Unknown
328,346,0,0,0.165,979,297,0,0,475,HYDE PARK RD,N.M. 475,N.M.
330,336,0,0,0.068,980,298,0,0,590,OLD TAOS HWY,N.M. 590,N.M.
347,355,0,0,0.103,981,293,0,0,0,U.S. 85,Unknown,Unknown
305,325,0,0,0.072,982,294,0,0,592,U.S. 85,N.M. 592,N.M.
336,342,0,0,0.011,983,298,0,0,590,OLD TAOS HWY,N.M. 590,N.M.
335,344,0,0,0.022,984,296,0,0,0,U.S. 85,Unknown,Unknown
294,301,0,0,0.284,985,300,0,0,4,U.S. 85,N.M. 4,N.M.
1522,1497,0,0,0.476,986,155,0,0,11,U.S. 85,N.M. 11,N.M.
1196,1523,0,0,0.001,987,155,0,0,11,U.S. 85,N.M. 11,N.M.
1522,1523,0,0,0.0,988,379,0,0,0,U.S. 85,Unknown,Unknown
