year,state,county,hai,operative_procedure,facility_id,facility_name,hospital_category_risk_adjustment,facility_type,procedure_count,infections_reported,infections_predicted
2020H1,California,Napa,Surgical Site Infections (SSI),Pacemaker surgery,110000041.0,Providence Queen of the Valley Medical Center,Acute Care Hospital,"Community, 125-250 Beds",18,0,0.03
2020H1,California,Napa,Surgical Site Infections (SSI),Rectal surgery,110000041.0,Providence Queen of the Valley Medical Center,Acute Care Hospital,"Community, 125-250 Beds",5,0,0.09
2020H1,California,Napa,Surgical Site Infections (SSI),Small bowel surgery,110000041.0,Providence Queen of the Valley Medical Center,Acute Care Hospital,"Community, 125-250 Beds",8,1,0.17
2020H1,California,Napa,Surgical Site Infections (SSI),Spinal fusion,110000041.0,Providence Queen of the Valley Medical Center,Acute Care Hospital,"Community, 125-250 Beds",27,0,0.11
2020H1,California,Napa,Surgical Site Infections (SSI),Thoracic surgery,110000041.0,Providence Queen of the Valley Medical Center,Acute Care Hospital,"Community, 125-250 Beds",14,0,0.02
2020H1,California,Lake,Surgical Site Infections (SSI),All procedures,110000044.0,Adventist Health Clearlake,Critical Access Hospital,Critical Access,69,0,0.32
2020H1,California,Lake,Surgical Site Infections (SSI),Appendix surgery,110000044.0,Adventist Health Clearlake,Critical Access Hospital,Critical Access,5,0,0.02
2020H1,California,Lake,Surgical Site Infections (SSI),"Bile duct, liver or pancreatic surgery",110000044.0,Adventist Health Clearlake,Critical Access Hospital,Critical Access,2,0,0.02
2020H1,California,Lake,Surgical Site Infections (SSI),Cesarean section,110000044.0,Adventist Health Clearlake,Critical Access Hospital,Critical Access,29,0,0.04
2020H1,California,Lake,Surgical Site Infections (SSI),Colon surgery,110000044.0,Adventist Health Clearlake,Critical Access Hospital,Critical Access,6,0,0.13
2020H1,California,Lake,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),110000044.0,Adventist Health Clearlake,Critical Access Hospital,Critical Access,4,0,0.01
2020H1,California,Lake,Surgical Site Infections (SSI),Gallbladder surgery,110000044.0,Adventist Health Clearlake,Critical Access Hospital,Critical Access,18,0,0.05
2020H1,California,Lake,Surgical Site Infections (SSI),Gastric surgery,110000044.0,Adventist Health Clearlake,Critical Access Hospital,Critical Access,2,0,0.01
2020H1,California,Lake,Surgical Site Infections (SSI),"Hysterectomy, vaginal",110000044.0,Adventist Health Clearlake,Critical Access Hospital,Critical Access,1,0,0.0
2020H1,California,Lake,Surgical Site Infections (SSI),Small bowel surgery,110000044.0,Adventist Health Clearlake,Critical Access Hospital,Critical Access,2,0,0.04
2020H1,California,Humboldt,Surgical Site Infections (SSI),All procedures,110000045.0,Providence Redwood Memorial Hospital,Critical Access Hospital,Critical Access,130,0,0.87
2020H1,California,Humboldt,Surgical Site Infections (SSI),Appendix surgery,110000045.0,Providence Redwood Memorial Hospital,Critical Access Hospital,Critical Access,9,0,0.03
2020H1,California,Humboldt,Surgical Site Infections (SSI),"Bile duct, liver or pancreatic surgery",110000045.0,Providence Redwood Memorial Hospital,Critical Access Hospital,Critical Access,1,0,0.0
2020H1,California,Humboldt,Surgical Site Infections (SSI),Cesarean section,110000045.0,Providence Redwood Memorial Hospital,Critical Access Hospital,Critical Access,35,0,0.05
2020H1,California,Humboldt,Surgical Site Infections (SSI),Colon surgery,110000045.0,Providence Redwood Memorial Hospital,Critical Access Hospital,Critical Access,20,0,0.35
2020H1,California,Humboldt,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),110000045.0,Providence Redwood Memorial Hospital,Critical Access Hospital,Critical Access,19,0,0.11
2020H1,California,Humboldt,Surgical Site Infections (SSI),Gallbladder surgery,110000045.0,Providence Redwood Memorial Hospital,Critical Access Hospital,Critical Access,12,0,0.04
2020H1,California,Humboldt,Surgical Site Infections (SSI),Gastric surgery,110000045.0,Providence Redwood Memorial Hospital,Critical Access Hospital,Critical Access,3,0,0.03
2020H1,California,Humboldt,Surgical Site Infections (SSI),"Hysterectomy, abdominal",110000045.0,Providence Redwood Memorial Hospital,Critical Access Hospital,Critical Access,16,0,0.09
2020H1,California,Humboldt,Surgical Site Infections (SSI),"Hysterectomy, vaginal",110000045.0,Providence Redwood Memorial Hospital,Critical Access Hospital,Critical Access,2,0,0.01
2020H1,California,Humboldt,Surgical Site Infections (SSI),Ovarian surgery,110000045.0,Providence Redwood Memorial Hospital,Critical Access Hospital,Critical Access,3,0,0.0
2020H1,California,Humboldt,Surgical Site Infections (SSI),Rectal surgery,110000045.0,Providence Redwood Memorial Hospital,Critical Access Hospital,Critical Access,3,0,0.06
2020H1,California,Humboldt,Surgical Site Infections (SSI),Small bowel surgery,110000045.0,Providence Redwood Memorial Hospital,Critical Access Hospital,Critical Access,6,0,0.1
2020H1,California,Humboldt,Surgical Site Infections (SSI),Spleen surgery,110000045.0,Providence Redwood Memorial Hospital,Critical Access Hospital,Critical Access,1,0,0.0
2020H1,California,Del Norte,Surgical Site Infections (SSI),All procedures,110000049.0,Sutter Coast Hospital,Acute Care Hospital,"Community, <125 Beds",153,0,0.83
2020H1,California,Del Norte,Surgical Site Infections (SSI),Appendix surgery,110000049.0,Sutter Coast Hospital,Acute Care Hospital,"Community, <125 Beds",11,0,0.03
2020H1,California,Del Norte,Surgical Site Infections (SSI),"Bile duct, liver or pancreatic surgery",110000049.0,Sutter Coast Hospital,Acute Care Hospital,"Community, <125 Beds",3,0,0.02
2020H1,California,Del Norte,Surgical Site Infections (SSI),Cesarean section,110000049.0,Sutter Coast Hospital,Acute Care Hospital,"Community, <125 Beds",27,0,0.03
2020H1,California,Del Norte,Surgical Site Infections (SSI),Colon surgery,110000049.0,Sutter Coast Hospital,Acute Care Hospital,"Community, <125 Beds",8,0,0.16
2020H1,California,Del Norte,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),110000049.0,Sutter Coast Hospital,Acute Care Hospital,"Community, <125 Beds",18,0,0.1
2020H1,California,Del Norte,Surgical Site Infections (SSI),Gallbladder surgery,110000049.0,Sutter Coast Hospital,Acute Care Hospital,"Community, <125 Beds",27,0,0.07
2020H1,California,Del Norte,Surgical Site Infections (SSI),Hip prosthesis,110000049.0,Sutter Coast Hospital,Acute Care Hospital,"Community, <125 Beds",9,0,0.09
2020H1,California,Del Norte,Surgical Site Infections (SSI),"Hysterectomy, abdominal",110000049.0,Sutter Coast Hospital,Acute Care Hospital,"Community, <125 Beds",3,0,0.01
2020H1,California,Del Norte,Surgical Site Infections (SSI),"Hysterectomy, vaginal",110000049.0,Sutter Coast Hospital,Acute Care Hospital,"Community, <125 Beds",1,0,0.0
2020H1,California,Del Norte,Surgical Site Infections (SSI),Knee prosthesis,110000049.0,Sutter Coast Hospital,Acute Care Hospital,"Community, <125 Beds",17,0,0.05
2020H1,California,Del Norte,Surgical Site Infections (SSI),Open reduction of fracture,110000049.0,Sutter Coast Hospital,Acute Care Hospital,"Community, <125 Beds",22,0,0.18
2020H1,California,Del Norte,Surgical Site Infections (SSI),Ovarian surgery,110000049.0,Sutter Coast Hospital,Acute Care Hospital,"Community, <125 Beds",2,0,0.0
2020H1,California,Del Norte,Surgical Site Infections (SSI),Small bowel surgery,110000049.0,Sutter Coast Hospital,Acute Care Hospital,"Community, <125 Beds",5,0,0.09
2020H1,California,Sonoma,Surgical Site Infections (SSI),All procedures,110000056.0,Sonoma Valley Hospital,Acute Care Hospital,"Community, <125 Beds",40,0,0.2
2020H1,California,Sonoma,Surgical Site Infections (SSI),Appendix surgery,110000056.0,Sonoma Valley Hospital,Acute Care Hospital,"Community, <125 Beds",1,0,0.0
2020H1,California,Sonoma,Surgical Site Infections (SSI),"Bile duct, liver or pancreatic surgery",110000056.0,Sonoma Valley Hospital,Acute Care Hospital,"Community, <125 Beds",4,0,0.02
2020H1,California,Sonoma,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),110000056.0,Sonoma Valley Hospital,Acute Care Hospital,"Community, <125 Beds",2,0,0.01
2020H1,California,Sonoma,Surgical Site Infections (SSI),Gallbladder surgery,110000056.0,Sonoma Valley Hospital,Acute Care Hospital,"Community, <125 Beds",3,0,0.02
2020H1,California,Sonoma,Surgical Site Infections (SSI),Gastric surgery,110000056.0,Sonoma Valley Hospital,Acute Care Hospital,"Community, <125 Beds",4,0,0.02
2020H1,California,Sonoma,Surgical Site Infections (SSI),Hip prosthesis,110000056.0,Sonoma Valley Hospital,Acute Care Hospital,"Community, <125 Beds",8,0,0.04
2020H1,California,Sonoma,Surgical Site Infections (SSI),"Hysterectomy, abdominal",110000056.0,Sonoma Valley Hospital,Acute Care Hospital,"Community, <125 Beds",2,0,0.01
2020H1,California,Sonoma,Surgical Site Infections (SSI),"Hysterectomy, vaginal",110000056.0,Sonoma Valley Hospital,Acute Care Hospital,"Community, <125 Beds",1,0,0.0
2020H1,California,Sonoma,Surgical Site Infections (SSI),Knee prosthesis,110000056.0,Sonoma Valley Hospital,Acute Care Hospital,"Community, <125 Beds",7,0,0.04
2020H1,California,Sonoma,Surgical Site Infections (SSI),Open reduction of fracture,110000056.0,Sonoma Valley Hospital,Acute Care Hospital,"Community, <125 Beds",6,0,0.03
2020H1,California,Sonoma,Surgical Site Infections (SSI),Ovarian surgery,110000056.0,Sonoma Valley Hospital,Acute Care Hospital,"Community, <125 Beds",2,0,0.0
2020H1,California,Humboldt,Surgical Site Infections (SSI),All procedures,110000067.0,"Providence St. Joseph Hospital, Eureka",Acute Care Hospital,Major Teaching,780,11,5.11
2020H1,California,Humboldt,Surgical Site Infections (SSI),Appendix surgery,110000067.0,"Providence St. Joseph Hospital, Eureka",Acute Care Hospital,Major Teaching,28,0,0.08
2020H1,California,Humboldt,Surgical Site Infections (SSI),"Bile duct, liver or pancreatic surgery",110000067.0,"Providence St. Joseph Hospital, Eureka",Acute Care Hospital,Major Teaching,5,0,0.04
2020H1,California,Humboldt,Surgical Site Infections (SSI),Cardiac surgery,110000067.0,"Providence St. Joseph Hospital, Eureka",Acute Care Hospital,Major Teaching,3,0,0.03
2020H1,California,Humboldt,Surgical Site Infections (SSI),Cesarean section,110000067.0,"Providence St. Joseph Hospital, Eureka",Acute Care Hospital,Major Teaching,57,0,0.12
2020H1,California,Humboldt,Surgical Site Infections (SSI),Colon surgery,110000067.0,"Providence St. Joseph Hospital, Eureka",Acute Care Hospital,Major Teaching,40,2,0.94
2020H1,California,Humboldt,Surgical Site Infections (SSI),"Coronary bypass,chest and donor incisions",110000067.0,"Providence St. Joseph Hospital, Eureka",Acute Care Hospital,Major Teaching,5,0,0.04
2020H1,California,Humboldt,Surgical Site Infections (SSI),"Coronary bypass,chest incision only",110000067.0,"Providence St. Joseph Hospital, Eureka",Acute Care Hospital,Major Teaching,2,0,0.01
2020H1,California,Humboldt,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),110000067.0,"Providence St. Joseph Hospital, Eureka",Acute Care Hospital,Major Teaching,52,0,0.34
2020H1,California,Humboldt,Surgical Site Infections (SSI),Gallbladder surgery,110000067.0,"Providence St. Joseph Hospital, Eureka",Acute Care Hospital,Major Teaching,28,1,0.09
2020H1,California,Humboldt,Surgical Site Infections (SSI),Gastric surgery,110000067.0,"Providence St. Joseph Hospital, Eureka",Acute Care Hospital,Major Teaching,6,1,0.07
2020H1,California,Humboldt,Surgical Site Infections (SSI),Hip prosthesis,110000067.0,"Providence St. Joseph Hospital, Eureka",Acute Care Hospital,Major Teaching,67,0,0.6
2020H1,California,Humboldt,Surgical Site Infections (SSI),"Hysterectomy, abdominal",110000067.0,"Providence St. Joseph Hospital, Eureka",Acute Care Hospital,Major Teaching,45,0,0.24
2020H1,California,Humboldt,Surgical Site Infections (SSI),"Hysterectomy, vaginal",110000067.0,"Providence St. Joseph Hospital, Eureka",Acute Care Hospital,Major Teaching,3,0,0.02
2020H1,California,Humboldt,Surgical Site Infections (SSI),Kidney surgery,110000067.0,"Providence St. Joseph Hospital, Eureka",Acute Care Hospital,Major Teaching,4,0,0.01
2020H1,California,Humboldt,Surgical Site Infections (SSI),Knee prosthesis,110000067.0,"Providence St. Joseph Hospital, Eureka",Acute Care Hospital,Major Teaching,66,0,0.35
2020H1,California,Humboldt,Surgical Site Infections (SSI),Laminectomy,110000067.0,"Providence St. Joseph Hospital, Eureka",Acute Care Hospital,Major Teaching,78,1,0.27
2020H1,California,Humboldt,Surgical Site Infections (SSI),Open reduction of fracture,110000067.0,"Providence St. Joseph Hospital, Eureka",Acute Care Hospital,Major Teaching,83,2,0.56
2020H1,California,Humboldt,Surgical Site Infections (SSI),Ovarian surgery,110000067.0,"Providence St. Joseph Hospital, Eureka",Acute Care Hospital,Major Teaching,28,0,0.02
2020H1,California,Humboldt,Surgical Site Infections (SSI),Pacemaker surgery,110000067.0,"Providence St. Joseph Hospital, Eureka",Acute Care Hospital,Major Teaching,38,1,0.08
2020H1,California,Humboldt,Surgical Site Infections (SSI),Rectal surgery,110000067.0,"Providence St. Joseph Hospital, Eureka",Acute Care Hospital,Major Teaching,10,0,0.18
2020H1,California,Humboldt,Surgical Site Infections (SSI),Small bowel surgery,110000067.0,"Providence St. Joseph Hospital, Eureka",Acute Care Hospital,Major Teaching,38,1,0.66
2020H1,California,Humboldt,Surgical Site Infections (SSI),Spinal fusion,110000067.0,"Providence St. Joseph Hospital, Eureka",Acute Care Hospital,Major Teaching,60,2,0.2
2020H1,California,Humboldt,Surgical Site Infections (SSI),Spleen surgery,110000067.0,"Providence St. Joseph Hospital, Eureka",Acute Care Hospital,Major Teaching,2,0,0.02
2020H1,California,Humboldt,Surgical Site Infections (SSI),Thoracic surgery,110000067.0,"Providence St. Joseph Hospital, Eureka",Acute Care Hospital,Major Teaching,32,0,0.13
2020H1,California,Solano,Surgical Site Infections (SSI),All procedures,110000068.0,Sutter Solano Medical Center,Acute Care Hospital,"Community, <125 Beds",322,3,2.31
2020H1,California,Solano,Surgical Site Infections (SSI),Appendix surgery,110000068.0,Sutter Solano Medical Center,Acute Care Hospital,"Community, <125 Beds",24,1,0.06
2020H1,California,Solano,Surgical Site Infections (SSI),"Bile duct, liver or pancreatic surgery",110000068.0,Sutter Solano Medical Center,Acute Care Hospital,"Community, <125 Beds",2,0,0.01
2020H1,California,Solano,Surgical Site Infections (SSI),Cardiac surgery,110000068.0,Sutter Solano Medical Center,Acute Care Hospital,"Community, <125 Beds",1,0,0.01
2020H1,California,Solano,Surgical Site Infections (SSI),Cesarean section,110000068.0,Sutter Solano Medical Center,Acute Care Hospital,"Community, <125 Beds",42,0,0.04
2020H1,California,Solano,Surgical Site Infections (SSI),Colon surgery,110000068.0,Sutter Solano Medical Center,Acute Care Hospital,"Community, <125 Beds",27,1,0.61
2020H1,California,Solano,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),110000068.0,Sutter Solano Medical Center,Acute Care Hospital,"Community, <125 Beds",20,0,0.14
2020H1,California,Solano,Surgical Site Infections (SSI),Gallbladder surgery,110000068.0,Sutter Solano Medical Center,Acute Care Hospital,"Community, <125 Beds",23,0,0.09
2020H1,California,Solano,Surgical Site Infections (SSI),Gastric surgery,110000068.0,Sutter Solano Medical Center,Acute Care Hospital,"Community, <125 Beds",7,0,0.08
2020H1,California,Solano,Surgical Site Infections (SSI),Hip prosthesis,110000068.0,Sutter Solano Medical Center,Acute Care Hospital,"Community, <125 Beds",30,0,0.28
2020H1,California,Solano,Surgical Site Infections (SSI),"Hysterectomy, abdominal",110000068.0,Sutter Solano Medical Center,Acute Care Hospital,"Community, <125 Beds",4,0,0.02
2020H1,California,Solano,Surgical Site Infections (SSI),Kidney surgery,110000068.0,Sutter Solano Medical Center,Acute Care Hospital,"Community, <125 Beds",1,0,0.0
2020H1,California,Solano,Surgical Site Infections (SSI),Knee prosthesis,110000068.0,Sutter Solano Medical Center,Acute Care Hospital,"Community, <125 Beds",58,1,0.25
2020H1,California,Solano,Surgical Site Infections (SSI),Laminectomy,110000068.0,Sutter Solano Medical Center,Acute Care Hospital,"Community, <125 Beds",8,0,0.03
2020H1,California,Solano,Surgical Site Infections (SSI),Open reduction of fracture,110000068.0,Sutter Solano Medical Center,Acute Care Hospital,"Community, <125 Beds",22,0,0.24
2020H1,California,Solano,Surgical Site Infections (SSI),Ovarian surgery,110000068.0,Sutter Solano Medical Center,Acute Care Hospital,"Community, <125 Beds",3,0,0.0
2020H1,California,Solano,Surgical Site Infections (SSI),Pacemaker surgery,110000068.0,Sutter Solano Medical Center,Acute Care Hospital,"Community, <125 Beds",12,0,0.02
2020H1,California,Solano,Surgical Site Infections (SSI),Rectal surgery,110000068.0,Sutter Solano Medical Center,Acute Care Hospital,"Community, <125 Beds",4,0,0.07
2020H1,California,Solano,Surgical Site Infections (SSI),Small bowel surgery,110000068.0,Sutter Solano Medical Center,Acute Care Hospital,"Community, <125 Beds",14,0,0.28
2020H1,California,Solano,Surgical Site Infections (SSI),Spinal fusion,110000068.0,Sutter Solano Medical Center,Acute Care Hospital,"Community, <125 Beds",11,0,0.06
2020H1,California,Solano,Surgical Site Infections (SSI),Thoracic surgery,110000068.0,Sutter Solano Medical Center,Acute Care Hospital,"Community, <125 Beds",9,0,0.02
2020H1,California,Solano,Surgical Site Infections (SSI),All procedures,110000378.0,Northbay Vacavalley Hospital,Acute Care Hospital,"Community, <125 Beds",157,0,0.89
2020H1,California,Solano,Surgical Site Infections (SSI),Appendix surgery,110000378.0,Northbay Vacavalley Hospital,Acute Care Hospital,"Community, <125 Beds",22,0,0.06
2020H1,California,Solano,Surgical Site Infections (SSI),"Bile duct, liver or pancreatic surgery",110000378.0,Northbay Vacavalley Hospital,Acute Care Hospital,"Community, <125 Beds",1,0,0.0
2020H1,California,Solano,Surgical Site Infections (SSI),Colon surgery,110000378.0,Northbay Vacavalley Hospital,Acute Care Hospital,"Community, <125 Beds",7,0,0.14
2020H1,California,Solano,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),110000378.0,Northbay Vacavalley Hospital,Acute Care Hospital,"Community, <125 Beds",13,0,0.11
2020H1,California,Solano,Surgical Site Infections (SSI),Gallbladder surgery,110000378.0,Northbay Vacavalley Hospital,Acute Care Hospital,"Community, <125 Beds",19,0,0.04
2020H1,California,Solano,Surgical Site Infections (SSI),Gastric surgery,110000378.0,Northbay Vacavalley Hospital,Acute Care Hospital,"Community, <125 Beds",1,0,0.02
2020H1,California,Solano,Surgical Site Infections (SSI),Hip prosthesis,110000378.0,Northbay Vacavalley Hospital,Acute Care Hospital,"Community, <125 Beds",27,0,0.16
2020H1,California,Solano,Surgical Site Infections (SSI),Knee prosthesis,110000378.0,Northbay Vacavalley Hospital,Acute Care Hospital,"Community, <125 Beds",39,0,0.1
2020H1,California,Solano,Surgical Site Infections (SSI),Laminectomy,110000378.0,Northbay Vacavalley Hospital,Acute Care Hospital,"Community, <125 Beds",1,0,0.0
2020H1,California,Solano,Surgical Site Infections (SSI),Open reduction of fracture,110000378.0,Northbay Vacavalley Hospital,Acute Care Hospital,"Community, <125 Beds",23,0,0.18
2020H1,California,Solano,Surgical Site Infections (SSI),Small bowel surgery,110000378.0,Northbay Vacavalley Hospital,Acute Care Hospital,"Community, <125 Beds",3,0,0.05
2020H1,California,Solano,Surgical Site Infections (SSI),Spinal fusion,110000378.0,Northbay Vacavalley Hospital,Acute Care Hospital,"Community, <125 Beds",1,0,0.01
2020H1,California,Sonoma,Surgical Site Infections (SSI),Abdominal aortic aneurysm repair,110000508.0,"Kaiser Foundation Hospital, Santa Rosa",Acute Care Hospital,Major Teaching,1,0,0.01
2020H1,California,Sonoma,Surgical Site Infections (SSI),All procedures,110000508.0,"Kaiser Foundation Hospital, Santa Rosa",Acute Care Hospital,Major Teaching,677,3,3.74
2020H1,California,Sonoma,Surgical Site Infections (SSI),Appendix surgery,110000508.0,"Kaiser Foundation Hospital, Santa Rosa",Acute Care Hospital,Major Teaching,42,0,0.14
2020H1,California,Sonoma,Surgical Site Infections (SSI),"Bile duct, liver or pancreatic surgery",110000508.0,"Kaiser Foundation Hospital, Santa Rosa",Acute Care Hospital,Major Teaching,3,0,0.04
2020H1,California,Sonoma,Surgical Site Infections (SSI),Cesarean section,110000508.0,"Kaiser Foundation Hospital, Santa Rosa",Acute Care Hospital,Major Teaching,207,0,0.42
2020H1,California,Sonoma,Surgical Site Infections (SSI),Colon surgery,110000508.0,"Kaiser Foundation Hospital, Santa Rosa",Acute Care Hospital,Major Teaching,50,1,1.04
2020H1,California,Sonoma,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),110000508.0,"Kaiser Foundation Hospital, Santa Rosa",Acute Care Hospital,Major Teaching,53,0,0.26
2020H1,California,Sonoma,Surgical Site Infections (SSI),Gallbladder surgery,110000508.0,"Kaiser Foundation Hospital, Santa Rosa",Acute Care Hospital,Major Teaching,71,1,0.23
2020H1,California,Sonoma,Surgical Site Infections (SSI),Gastric surgery,110000508.0,"Kaiser Foundation Hospital, Santa Rosa",Acute Care Hospital,Major Teaching,7,0,0.18
2020H1,California,Sonoma,Surgical Site Infections (SSI),Hip prosthesis,110000508.0,"Kaiser Foundation Hospital, Santa Rosa",Acute Care Hospital,Major Teaching,76,0,0.3
2020H1,California,Sonoma,Surgical Site Infections (SSI),"Hysterectomy, abdominal",110000508.0,"Kaiser Foundation Hospital, Santa Rosa",Acute Care Hospital,Major Teaching,1,0,0.01
2020H1,California,Sonoma,Surgical Site Infections (SSI),Kidney surgery,110000508.0,"Kaiser Foundation Hospital, Santa Rosa",Acute Care Hospital,Major Teaching,4,0,0.01
2020H1,California,Sonoma,Surgical Site Infections (SSI),Knee prosthesis,110000508.0,"Kaiser Foundation Hospital, Santa Rosa",Acute Care Hospital,Major Teaching,55,0,0.2
2020H1,California,Sonoma,Surgical Site Infections (SSI),Open reduction of fracture,110000508.0,"Kaiser Foundation Hospital, Santa Rosa",Acute Care Hospital,Major Teaching,48,0,0.35
2020H1,California,Sonoma,Surgical Site Infections (SSI),Ovarian surgery,110000508.0,"Kaiser Foundation Hospital, Santa Rosa",Acute Care Hospital,Major Teaching,6,0,0.01
2020H1,California,Sonoma,Surgical Site Infections (SSI),Pacemaker surgery,110000508.0,"Kaiser Foundation Hospital, Santa Rosa",Acute Care Hospital,Major Teaching,21,0,0.03
2020H1,California,Sonoma,Surgical Site Infections (SSI),Rectal surgery,110000508.0,"Kaiser Foundation Hospital, Santa Rosa",Acute Care Hospital,Major Teaching,7,0,0.13
2020H1,California,Sonoma,Surgical Site Infections (SSI),Small bowel surgery,110000508.0,"Kaiser Foundation Hospital, Santa Rosa",Acute Care Hospital,Major Teaching,20,1,0.36
2020H1,California,Sonoma,Surgical Site Infections (SSI),Spleen surgery,110000508.0,"Kaiser Foundation Hospital, Santa Rosa",Acute Care Hospital,Major Teaching,1,0,0.0
2020H1,California,Sonoma,Surgical Site Infections (SSI),Thoracic surgery,110000508.0,"Kaiser Foundation Hospital, Santa Rosa",Acute Care Hospital,Major Teaching,4,0,0.02
2020H1,California,Marin,Surgical Site Infections (SSI),All procedures,110000944.0,"Kaiser Foundation Hospital, San Rafael",Acute Care Hospital,"Community, <125 Beds",270,2,2.4
2020H1,California,Marin,Surgical Site Infections (SSI),Appendix surgery,110000944.0,"Kaiser Foundation Hospital, San Rafael",Acute Care Hospital,"Community, <125 Beds",32,0,0.11
2020H1,California,Marin,Surgical Site Infections (SSI),Colon surgery,110000944.0,"Kaiser Foundation Hospital, San Rafael",Acute Care Hospital,"Community, <125 Beds",47,1,1.02
2020H1,California,Marin,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),110000944.0,"Kaiser Foundation Hospital, San Rafael",Acute Care Hospital,"Community, <125 Beds",23,0,0.14
2020H1,California,Marin,Surgical Site Infections (SSI),Gallbladder surgery,110000944.0,"Kaiser Foundation Hospital, San Rafael",Acute Care Hospital,"Community, <125 Beds",37,0,0.15
2020H1,California,Marin,Surgical Site Infections (SSI),Gastric surgery,110000944.0,"Kaiser Foundation Hospital, San Rafael",Acute Care Hospital,"Community, <125 Beds",2,0,0.03
2020H1,California,Marin,Surgical Site Infections (SSI),Hip prosthesis,110000944.0,"Kaiser Foundation Hospital, San Rafael",Acute Care Hospital,"Community, <125 Beds",36,0,0.16
2020H1,California,Marin,Surgical Site Infections (SSI),"Hysterectomy, abdominal",110000944.0,"Kaiser Foundation Hospital, San Rafael",Acute Care Hospital,"Community, <125 Beds",5,0,0.05
2020H1,California,Marin,Surgical Site Infections (SSI),Kidney surgery,110000944.0,"Kaiser Foundation Hospital, San Rafael",Acute Care Hospital,"Community, <125 Beds",12,0,0.04
2020H1,California,Marin,Surgical Site Infections (SSI),Knee prosthesis,110000944.0,"Kaiser Foundation Hospital, San Rafael",Acute Care Hospital,"Community, <125 Beds",18,0,0.09
2020H1,California,Marin,Surgical Site Infections (SSI),Open reduction of fracture,110000944.0,"Kaiser Foundation Hospital, San Rafael",Acute Care Hospital,"Community, <125 Beds",24,0,0.12
2020H1,California,Marin,Surgical Site Infections (SSI),Ovarian surgery,110000944.0,"Kaiser Foundation Hospital, San Rafael",Acute Care Hospital,"Community, <125 Beds",8,0,0.01
2020H1,California,Marin,Surgical Site Infections (SSI),Rectal surgery,110000944.0,"Kaiser Foundation Hospital, San Rafael",Acute Care Hospital,"Community, <125 Beds",1,0,0.01
2020H1,California,Marin,Surgical Site Infections (SSI),Small bowel surgery,110000944.0,"Kaiser Foundation Hospital, San Rafael",Acute Care Hospital,"Community, <125 Beds",25,1,0.45
2020H1,California,Marin,Surgical Site Infections (SSI),All procedures,110000953.0,MarinHealth Medical Center,Acute Care Hospital,"Community, 125-250 Beds",617,4,3.01
2020H1,California,Marin,Surgical Site Infections (SSI),Appendix surgery,110000953.0,MarinHealth Medical Center,Acute Care Hospital,"Community, 125-250 Beds",8,0,0.03
2020H1,California,Marin,Surgical Site Infections (SSI),"Bile duct, liver or pancreatic surgery",110000953.0,MarinHealth Medical Center,Acute Care Hospital,"Community, 125-250 Beds",4,0,0.08
2020H1,California,Marin,Surgical Site Infections (SSI),Cardiac surgery,110000953.0,MarinHealth Medical Center,Acute Care Hospital,"Community, 125-250 Beds",12,0,0.03
2020H1,California,Marin,Surgical Site Infections (SSI),Cesarean section,110000953.0,MarinHealth Medical Center,Acute Care Hospital,"Community, 125-250 Beds",126,0,0.1
2020H1,California,Marin,Surgical Site Infections (SSI),Colon surgery,110000953.0,MarinHealth Medical Center,Acute Care Hospital,"Community, 125-250 Beds",19,1,0.32
2020H1,California,Marin,Surgical Site Infections (SSI),"Coronary bypass,chest and donor incisions",110000953.0,MarinHealth Medical Center,Acute Care Hospital,"Community, 125-250 Beds",10,1,0.04
2020H1,California,Marin,Surgical Site Infections (SSI),Exploratory abdominal surgery (laparotomy),110000953.0,MarinHealth Medical Center,Acute Care Hospital,"Community, 125-250 Beds",35,0,0.29
2020H1,California,Marin,Surgical Site Infections (SSI),Gallbladder surgery,110000953.0,MarinHealth Medical Center,Acute Care Hospital,"Community, 125-250 Beds",31,0,0.08
2020H1,California,Marin,Surgical Site Infections (SSI),Gastric surgery,110000953.0,MarinHealth Medical Center,Acute Care Hospital,"Community, 125-250 Beds",2,0,0.01
2020H1,California,Marin,Surgical Site Infections (SSI),Hip prosthesis,110000953.0,MarinHealth Medical Center,Acute Care Hospital,"Community, 125-250 Beds",65,1,0.29
2020H1,California,Marin,Surgical Site Infections (SSI),"Hysterectomy, abdominal",110000953.0,MarinHealth Medical Center,Acute Care Hospital,"Community, 125-250 Beds",4,0,0.04
2020H1,California,Marin,Surgical Site Infections (SSI),Kidney surgery,110000953.0,MarinHealth Medical Center,Acute Care Hospital,"Community, 125-250 Beds",7,0,0.02
2020H1,California,Marin,Surgical Site Infections (SSI),Knee prosthesis,110000953.0,MarinHealth Medical Center,Acute Care Hospital,"Community, 125-250 Beds",32,1,0.16
