2661.county,Coreyll ,Coryell 
1837.fipstwo,3f1039,f31039
897.countytwo,Atchisron ,Atchison 
112.statevalue,AvR,AR
2899.fipstwo,f1005,f51005
2903.county,Arhlington ,Arlington 
1418.statecounty,MO_Bchanan,MO_Buchanan
2939.county,Fluvnna ,Fluvanna 
2219.county,Bakre ,Baker 
1946.countytwo,Colafx ,Colfax 
2172.statecounty,OK_gHaskell,OK_Haskell
1096.fipstwo,f1193,f21193
913.countytwo,Crawoford ,Crawford 
333.fipstwo,1f2015,f12015
2063.countytwo,aCrroll ,Carroll 
2761.statevalue,XT,TX
1932.fipstwo,f3403,f34023
1197.countytwo,xWorcester ,Worcester 
994.statecounty,KS_Wallce,KS_Wallace
2986.fipstwo,f51y135,f51135
678.statevalue,DI,ID
129.statecounty,R_Izard,AR_Izard
894.fipstwo,f18138,f18183
693.fipstwo,ff16073,f16073
1134.statevalue,A,LA
2125.statevalue,kOH,OH
2136.county,Warrne ,Warren 
2278.countytwo,lk ,Elk 
154.statevalue,RA,AR
996.statevalue,kKS,KS
1345.fipstwo,27049,f27049
3170.statevalue,WxV,WV
3192.fipstwo,f50469,f54069
2843.statecounty,TX_Uvaled,TX_Uvalde
1538.county,Clagrke ,Clarke 
1052.fipstwo,f12105,f21105
3206.county,pUshur ,Upshur 
2171.statevalue,OsK,OK
2513.county,Unino ,Union 
651.countytwo,Webste r,Webster 
716.statecounty,IL_oCok,IL_Cook
262.statecounty,CO_Csotilla,CO_Costilla
2182.county,Linoln ,Lincoln 
637.countytwo,Rigngold ,Ringgold 
3207.statecounty,WV_Wane,WV_Wayne
2380.countytwo,uebradillas Municipio,Quebradillas Municipio
1803.countytwo,Ricmhland ,Richland 
2164.county,Ellixs ,Ellis 
1613.statecounty,MjT_Carbon,MT_Carbon
1164.statevalue,A,LA
28.fipstwo,f0228o2,f02282
980.countytwo,Scot t,Scott 
2328.statecounty,PR_AreciboM unicipio,PR_Arecibo Municipio
1174.county,TerrebonneParish,Terrebonne Parish
2961.fipstwo,f5109y7,f51097
905.fipstwo,f02021,f20021
1780.statecounty,ND_Fsoter,ND_Foster
2077.statecounty,OH_Faytte,OH_Fayette
2124.statevalue,HO,OH
1863.countytwo,Hookaer ,Hooker 
619.statecounty,IA_Mahsaka,IA_Mahaska
1430.statecounty,MO_wClark,MO_Clark
516.countytwo,Screvne ,Screven 
1757.statecounty,NCW_arren,NC_Warren
2810.fipstwo,f4397,f48397
2060.statecounty,OH_eBlmont,OH_Belmont
95.county,ilcox ,Wilcox 
2971.county,Madisno ,Madison 
627.statecounty,IA_Muscatie,IA_Muscatine
1968.statevalue,NhM,NM
532.countytwo,Treutle n,Treutlen 
3098.county,qDane ,Dane 
18.county,North Slope orough,North Slope Borough
3166.statevalue,V,WV
1.county,Aletians East Borough,Aleutians East Borough
1003.county,Ballrad ,Ballard 
2305.county,Philadelhia ,Philadelphia 
1847.fipstwo,f1059,f31059
178.countytwo,ochise ,Cochise 
2206.fipstwo,f40219,f40129
48.countytwo,Coos a,Coosa 
32.statevalue,L,AL
862.statevalue,N,IN
3019.statevalue,VuA,VA
3127.county,Monro ,Monroe 
1858.statevalue,NhE,NE
3129.statevalue,I,WI
1317.county,Van Burpen ,Van Buren 
1717.countytwo,Lqee ,Lee 
2794.county,aPnola ,Panola 
1700.fipstwo,f3771,f37071
1293.statevalue,xMI,MI
2791.statecounty,TlX_Oldham,TX_Oldham
1307.fipstwo,f261y39,f26139
343.statevalue,LF,FL
1666.countytwo,Alexavnder ,Alexander 
3035.countytwo,Caldeonia ,Caledonia 
1436.statecounty,MO_ade,MO_Dade
2271.county,learfield ,Clearfield 
2901.county,mherst ,Amherst 
1102.statecounty,KvY_Rowan,KY_Rowan
823.countytwo,Faeytte ,Fayette 
3182.statevalue,V,WV
3186.countytwo,Mienral ,Mineral 
3154.countytwo,aupaca ,Waupaca 
1879.statecounty,xNE_Morrill,NE_Morrill
1401.county,Wasec a,Waseca 
68.statecounty,ALL_auderdale,AL_Lauderdale
1989.county,Sotrey ,Storey 
1299.county,Neaygo ,Newaygo 
2573.fipstwo,f47u117,f47117
3069.fipstwo,f50345,f53045
1861.countytwo,Hitchcck ,Hitchcock 
2586.countytwo,olk ,Polk 
2601.county,Trousdle ,Trousdale 
3160.countytwo,Boonne ,Boone 
780.countytwo,Rixchland ,Richland 
590.countytwo,Fayett e,Fayette 
3148.countytwo,Vernno ,Vernon 
1742.fipstwo,f37155***,f37155
96.countytwo,Wintson ,Winston 
2441.county,Ocone e,Oconee 
100.statevalue,RA,AR
2550.statevalue,NT,TN
2969.statevalue,AV,VA
2358.county,Isabuela Municipio,Isabela Municipio
1335.statecounty,MN_Clerwater,MN_Clearwater
827.statevalue,N,IN
2573.statecounty,TN_Masrhall,TN_Marshall
1771.county,Bxurke ,Burke 
504.county,Pckens ,Pickens 
428.fipstwo,f13037,f13073
1751.countytwo,Swai n,Swain 
329.statecounty,nFL_Bradford,FL_Bradford
3025.county,Willaimsburg city,Williamsburg city
165.statecounty,A_RStone,AR_Stone
1780.statevalue,D,ND
443.statecounty,GAw_Effingham,GA_Effingham
2209.statevalue,KO,OK
540.statevalue,AG,GA
262.statevalue,fCO,CO
872.statecounty,IN_Ruhs,IN_Rush
589.statecounty,IA_Emet,IA_Emmet
807.statecounty,IN_Blacckford,IN_Blackford
2928.statevalue,fVA,VA
2414.fipstwo,f45j019,f45019
2047.statevalue,YN,NY
927.fipstwo,fv20065,f20065
2863.statevalue,X,TX
399.statecounty,GA_Barorw,GA_Barrow
675.statecounty,IDCuster,ID_Custer
2944.statevalue,VaA,VA
1434.countytwo,bCooper ,Cooper 
2512.county,Turnre ,Turner 
951.statecounty,KS_eMarion,KS_Marion
2721.statevalue,XT,TX
1195.statecounty,MA_Plymoquth,MA_Plymouth
2104.fipstwo,fk39101,f39101
1137.county,East CarrollParish,East Carroll Parish
105.county,Cicot ,Chicot 
1772.countytwo,Burleig h,Burleigh 
3127.statevalue,IW,WI
2042.fipstwo,3f6101,f36101
568.countytwo,Buea Vista ,Buena Vista 
1171.fipstwo,f2213,f22103
444.county,Elblert ,Elbert 
2390.statecounty,PRToa Alta Municipio,PR_Toa Alta Municipio
855.statevalue,vIN,IN
1043.county,Gree n,Green 
2687.county,Fiher ,Fisher 
3153.statevalue,I,WI
907.statecounty,KS_Clrak,KS_Clark
1026.countytwo,Clintno ,Clinton 
392.county,Washingtonu ,Washington 
1638.statevalue,TM,MT
2848.countytwo,Wallekr ,Waller 
2843.countytwo,Uvfalde ,Uvalde 
2918.statevalue,A,VA
1557.county,asper ,Jasper 
1006.statevalue,Y,KY
2312.fipstwo,jf42115,f42115
2669.county,Dawso n,Dawson 
1749.statevalue,CN,NC
1963.countytwo,Rio Arjriba ,Rio Arriba 
296.county,Ourya ,Ouray 
2803.countytwo,Reagabn ,Reagan 
1282.county,Leelaau ,Leelanau 
527.statecounty,GA_Terrkell,GA_Terrell
523.fipstwo,f3265,f13265
329.statevalue,LF,FL
1159.statevalue,A,LA
1458.statecounty,MOJohnson,MO_Johnson
1779.county,Emmojns ,Emmons 
1207.countytwo,yDorchester ,Dorchester 
1510.fipstwo,f29168,f29186
812.statecounty,IN_Cark,IN_Clark
1224.fipstwo,f230e05,f23005
2781.statecounty,TX_Montgomeyr,TX_Montgomery
1673.fipstwo,3f7017,f37017
1120.statecounty,LA_Acaia,LA_Acadia
3017.fipstwo,f51u181,f51181
3161.fipstwo,f45007,f54007
2747.statevalue,qTX,TX
3009.county,Sctt ,Scott 
2374.statevalue,R,PR
2429.county,Hampon ,Hampton 
888.fipstwo,f18711,f18171
3094.fipstwo,f5017,f55017
2345.statecounty,PR_Corozal Municipjio,PR_Corozal Municipio
158.statecounty,ARS_aline,AR_Saline
538.fipstwo,f13259,f13295
1209.statecounty,MD_Garretit,MD_Garrett
2950.countytwo,Grensville ,Greensville 
2525.countytwo,Carroxll ,Carroll 
2424.county,Fairfeild ,Fairfield 
1320.statevalue,xMI,MI
238.countytwo,Siskiyo u,Siskiyou 
2509.county,Sluly ,Sully 
833.statevalue,cIN,IN
191.fipstwo,f04a027,f04027
557.county,Maufi ,Maui 
425.statecounty,GA_Cob,GA_Cobb
1138.countytwo,East Feliciaa ,East Feliciana 
590.statevalue,IiA,IA
3140.county,Rus ,Rusk 
1645.county,Pondra ,Pondera 
1943.fipstwo,f3j5003,f35003
624.fipstwo,zf19133,f19133
2352.countytwo,Guayanill aMunicipio,Guayanilla Municipio
497.fipstwo,f1323,f13213
1031.fipstwo,21063,f21063
2028.statevalue,Y,NY
2897.statecounty,VA_Albemarmle,VA_Albemarle
3093.fipstwo,f5c5015,f55015
2455.statevalue,ShD,SD
2919.statecounty,VA_harlotte,VA_Charlotte
2789.fipstwo,48355,f48355
1876.county,Madisons ,Madison 
1697.statecounty,NC_Edgeombe,NC_Edgecombe
1050.fipstwo,f2110b1,f21101
1840.statecounty,NEDawes,NE_Dawes
97.county,Araknsas ,Arkansas 
1790.fipstwo,f38015,f38051
94.fipstwo,f0119,f01129
1965.fipstwo,f35b045,f35045
2832.fipstwo,f84441,f48441
1367.county,cMeeker ,Meeker 
2505.statecounty,SD_Saborn,SD_Sanborn
1933.statevalue,JN,NJ
1143.fipstwo,22047,f22047
288.statecounty,rCO_Logan,CO_Logan
962.countytwo,Ness ***,Ness 
2948.fipstwo,f5s1077,f51077
2389.fipstwo,7f2133,f72133
2163.county,eDwey ,Dewey 
2452.statevalue,nSD,SD
300.county,Prowervs ,Prowers 
2457.statevalue,DS,SD
1762.statevalue,C,NC
2708.countytwo,Hajmilton ,Hamilton 
658.county,Acdams ,Adams 
3066.fipstwo,53039,f53039
1468.statecounty,MOw_Madison,MO_Madison
1587.statevalue,S,MS
2549.statecounty,TNt_Hamilton,TN_Hamilton
2323.fipstwo,f27003,f72003
885.statevalue,wIN,IN
2599.countytwo,Sumer ,Sumner 
3091.statevalue,IW,WI
685.county,Latahj ,Latah 
543.county,ayne ,Wayne 
3090.statevalue,I,WI
2037.county,Schenectandy ,Schenectady 
1146.statevalue,AL,LA
528.county,homas ,Thomas 
1268.countytwo,Hougton ,Houghton 
300.statevalue,vCO,CO
2867.countytwo,Beave ,Beaver 
1301.statevalue,xMI,MI
761.statecounty,IL_Mssac,IL_Massac
2783.countytwo,hMorris ,Morris 
2160.county,Crek ,Creek 
933.countytwo,Haper ,Harper 
1527.fipstwo,f8001,f28001
3.countytwo,Anchorage Municiptality,Anchorage Municipality
1734.statecounty,NC_asquotank,NC_Pasquotank
1097.fipstwo,f2119r5,f21195
982.county,Seard ,Seward 
823.county,Faeytte ,Fayette 
3157.statecounty,WI_Worod,WI_Wood
1239.fipstwo,f20603,f26003
2283.county,Fultonx ,Fulton 
1857.county,Hlal ,Hall 
1195.fipstwo,qf25023,f25023
96.statevalue,cAL,AL
464.fipstwo,1f3145,f13145
272.county,Fremotn ,Fremont 
975.statevalue,KwS,KS
3054.statecounty,hWA_Cowlitz,WA_Cowlitz
1230.countytwo,xford ,Oxford 
2336.county,Caonvanas Municipio,Canovanas Municipio
1442.statecounty,O_Dunklin,MO_Dunklin
1802.statevalue,D,ND
1526.fipstwo,f61920,f69120
1569.county,Licoln ,Lincoln 
309.countytwo,Summiit ,Summit 
1399.statecounty,MdN_Wabasha,MN_Wabasha
979.fipstwo,f2016q9,f20169
1750.county,Sutrry ,Surry 
1711.statevalue,CN,NC
2988.statecounty,VA_uPage,VA_Page
196.fipstwo,fk06009,f06009
400.statevalue,A,GA
2457.fipstwo,f4601i5,f46015
2442.county,Orangebrg ,Orangeburg 
331.county,roward ,Broward 
1939.countytwo,Susex ,Sussex 
3203.county,Taylo ,Taylor 
636.county,Powdeshiek ,Poweshiek 
2317.statevalue,A,PA
989.statecounty,KS_Stevrens,KS_Stevens
2086.statecounty,qOH_Hardin,OH_Hardin
2152.county,herokee ,Cherokee 
2513.statevalue,D,SD
1544.countytwo,Forest ,Forrest 
1537.countytwo,Claiborned ,Claiborne 
991.countytwo,Thoams ,Thomas 
174.statecounty,AS_Rose cIsland,AS_Rose Island
2331.county,Barranquitas Mnuicipio,Barranquitas Municipio
1195.statevalue,A,MA
113.statevalue,AuR,AR
619.fipstwo,f11923,f19123
2970.county,Lynchurg city,Lynchburg city
426.county,Coffee ***,Coffee 
1178.county,Washnigton Parish,Washington Parish
2.fipstwo,f02g016,f02016
2410.statecounty,SC_Barnwell***,SC_Barnwell
1221.county,Wmorcester ,Worcester 
2951.county,Hanlifax ,Halifax 
2262.county,Brdaford ,Bradford 
1925.fipstwo,uf34009,f34009
1991.statecounty,NwV_White Pine,NV_White Pine
309.fipstwo,f0k8117,f08117
28.statevalue,KA,AK
3183.countytwo,Msaon ,Mason 
783.countytwo,aSngamon ,Sangamon 
985.statecounty,KS_Shewrman,KS_Sherman
3.statevalue,KA,AK
1597.fipstwo,f28h141,f28141
764.county,cLean ,McLean 
1837.statecounty,NE_uCming,NE_Cuming
719.fipstwo,f7039,f17039
2752.statecounty,TX_Lab,TX_Lamb
507.fipstwo,f1233,f13233
677.fipstwo,f160d41,f16041
2798.countytwo,Pol k,Polk 
1014.countytwo,Bullitt ***,Bullitt 
2225.countytwo,rook ,Crook 
2462.county,Clajrk ,Clark 
2283.fipstwo,42057,f42057
2577.statevalue,N,TN
2608.county,eWakley ,Weakley 
2704.statevalue,XT,TX
1858.county,Haimlton ,Hamilton 
934.countytwo,arvey ,Harvey 
1251.statevalue,MmI,MI
910.fipstwo,f2001,f20031
727.statecounty,ILf_Ford,IL_Ford
908.statevalue,vKS,KS
340.fipstwo,f12301,f12031
1754.county,nUion ,Union 
827.fipstwo,18049,f18049
2454.county,Bon oHmme ,Bon Homme 
3042.fipstwo,fg50019,f50019
861.fipstwo,f1817,f18117
2720.countytwo,Hil ,Hill 
2697.statecounty,TX_Gillespe,TX_Gillespie
2452.county,Beadl ,Beadle 
693.countytwo,Owyheeq ,Owyhee 
1175.countytwo,nion ,Union 
428.statevalue,AG,GA
2945.county,iles ,Giles 
2166.statecounty,OaK_Garvin,OK_Garvin
2611.statevalue,TkN,TN
1845.countytwo,Dougas ,Douglas 
2630.statecounty,TXc_Bowie,TX_Bowie
37.county,Clahoun ,Calhoun 
2902.county,Appomattoxx ,Appomattox 
1256.statevalue,I,MI
1398.county,Trapverse ,Traverse 
808.county,Boonne ,Boone 
289.statecounty,C_OMesa,CO_Mesa
2887.county,evier ,Sevier 
673.statevalue,jID,ID
2164.statecounty,OoK_Ellis,OK_Ellis
2936.countytwo,Falls Chucrh city,Falls Church city
898.statecounty,KS_Bareber,KS_Barber
2635.statecounty,TX_Brmooks,TX_Brooks
2505.countytwo,Sanobrn ,Sanborn 
3205.statevalue,VW,WV
1354.county,andiyohi ,Kandiyohi 
919.countytwo,Ekl ,Elk 
2019.fipstwo,f36505,f36055
1248.countytwo,Berrien ***,Berrien 
1165.fipstwo,f22t091,f22091
1416.statecounty,MO_Blolinger,MO_Bollinger
826.countytwo,Franklni ,Franklin 
1907.statecounty,E_Wayne,NE_Wayne
1966.statevalue,MN,NM
2749.statevalue,mTX,TX
434.fipstwo,1f3085,f13085
333.countytwo,Ceharlotte ,Charlotte 
1332.fipstwo,f27032,f27023
1143.countytwo,Ibervillew ,Iberville 
2687.statecounty,TX_Fihser,TX_Fisher
2337.county,Carolina Munincipio,Carolina Municipio
760.fipstwo,17125,f17125
359.countytwo,Lke ,Lake 
1326.statevalue,NM,MN
1241.fipstwo,f26070,f26007
1936.statevalue,nNJ,NJ
741.statecounty,IL_Jefferslon,IL_Jefferson
603.countytwo,umboldt ,Humboldt 
2002.countytwo,Coludmbia ,Columbia 
889.statevalue,hIN,IN
1379.county,Piestone ,Pipestone 
1237.county,Yor k,York 
30.county,Autauag ,Autauga 
1359.fipstwo,f2077,f27077
1036.statecounty,KYF_ranklin,KY_Franklin
2695.countytwo,Gjalveston ,Galveston 
314.fipstwo,f09010,f09001
2680.countytwo,Edwadrs ,Edwards 
308.county,mSedgwick ,Sedgwick 
2054.statevalue,H,OH
865.statecounty,IN_iPke,IN_Pike
1397.fipstwo,f2753,f27153
1602.fipstwo,28151,f28151
1701.fipstwo,f37s073,f37073
409.statevalue,gGA,GA
2189.countytwo,cCurtain ,McCurtain 
391.statevalue,L,FL
2582.fipstwo,47131,f47131
3160.fipstwo,f5p4005,f54005
2690.fipstwo,48157,f48157
1909.countytwo,Wheler ,Wheeler 
1686.countytwo,Caly ,Clay 
2415.county,Chnerokee ,Cherokee 
383.county,St. Jons ,St. Johns 
2559.fipstwo,f470e85,f47085
3003.statevalue,A,VA
197.statevalue,AC,CA
2526.county,Crter ,Carter 
717.fipstwo,1f7033,f17033
2397.statevalue,R,PR
1684.county,hCerokee ,Cherokee 
2740.countytwo,Kauvfman ,Kaufman 
2324.fipstwo,f72y005,f72005
74.countytwo,Mawdison ,Madison 
1317.statevalue,IM,MI
1738.statevalue,C,NC
1134.statecounty,LnA_Concordia,LA_Concordia
2387.fipstwo,f7229,f72129
1261.statevalue,I,MI
1279.statevalue,IM,MI
1089.statevalue,KoY,KY
1177.fipstwo,22115,f22115
470.county,Jalckson ,Jackson 
2235.statecounty,OR_Jsoephine,OR_Josephine
757.statevalue,IcL,IL
3136.county,Pice ,Price 
792.county,Vermiljion ,Vermilion 
696.county,Shoshon e,Shoshone 
3096.statevalue,aWI,WI
813.statecounty,IoN_Clay,IN_Clay
2328.countytwo,Arecibo Municipipo,Arecibo Municipio
2619.countytwo,Austn ,Austin 
788.statecounty,L_Stark,IL_Stark
3196.county,Prestno ,Preston 
717.countytwo,Carwford ,Crawford 
947.statecounty,KS_Linclon,KS_Lincoln
1953.statecounty,N_Harding,NM_Harding
2751.countytwo,amar ,Lamar 
388.countytwo,Uion ,Union 
61.fipstwo,f010f63,f01063
648.county,arren ,Warren 
2695.statecounty,TX_Galvston,TX_Galveston
755.statecounty,IL_Matcon,IL_Macon
2676.countytwo,Donleyf ,Donley 
515.statecounty,GA_Schely,GA_Schley
2810.countytwo,Rockwal l,Rockwall 
1374.fipstwo,27107,f27107
71.statecounty,AL_Limestnoe,AL_Limestone
1718.county,Lejnoir ,Lenoir 
1727.statecounty,NC_oore,NC_Moore
1366.county,McLedo ,McLeod 
3188.countytwo,Monngalia ,Monongalia 
514.fipstwo,f13f247,f13247
2605.fipstwo,f47e177,f47177
836.statevalue,N,IN
2635.fipstwo,f48c047,f48047
1273.countytwo,Iyron ,Iron 
684.fipstwo,f1055,f16055
2997.statecounty,VA_Prince Williacm,VA_Prince William
561.statevalue,AI,IA
1751.county,Swaihn ,Swain 
2248.countytwo,oUmatilla ,Umatilla 
1054.county,Jacksonp ,Jackson 
2739.statecounty,cTX_Karnes,TX_Karnes
338.countytwo,DeStoo ,DeSoto 
2653.fipstwo,48083,f48083
1259.fipstwo,f2y6043,f26043
1940.statevalue,jNJ,NJ
368.statevalue,LF,FL
1027.countytwo,Crittneden ,Crittenden 
449.county,Floy d,Floyd 
1180.statecounty,A_West Baton Rouge,LA_West Baton Rouge
2729.fipstwo,f48o235,f48235
1700.countytwo,Gastn ,Gaston 
832.statecounty,qIN_Hancock,IN_Hancock
2907.statecounty,VA_Bedford ciuty,VA_Bedford city
1799.fipstwo,f38096,f38069
330.statecounty,L_Brevard,FL_Brevard
108.statecounty,RA_Cleburne,AR_Cleburne
3145.county,Swt. Croix ,St. Croix 
2963.statevalue,AV,VA
2662.county,Cottlen ,Cottle 
243.county,ehama ,Tehama 
1186.statevalue,AM,MA
1092.fipstwo,f21158,f21185
2064.statecounty,OH_Clhampaign,OH_Champaign
2492.countytwo,Lwyman ,Lyman 
1570.statevalue,SM,MS
70.statecounty,ALi_Lee,AL_Lee
2869.statevalue,T,UT
2837.countytwo,Tmo Green ,Tom Green 
981.statevalue,KaS,KS
1481.county,Nodawy ,Nodaway 
1198.statecounty,McD_Allegany,MD_Allegany
2309.countytwo,nyder ,Snyder 
2673.countytwo,DefWitt ,DeWitt 
2366.statecounty,P_Loiza Municipio,PR_Loiza Municipio
2274.county,Ccrawford ,Crawford 
2667.statevalue,X,TX
929.statecounty,K_SGray,KS_Gray
537.statecounty,G_AUpson,GA_Upson
1638.countytwo,rMeagher ,Meagher 
1768.statevalue,D,ND
323.statecounty,DEp_Kent,DE_Kent
373.fipstwo,f120z95,f12095
710.statecounty,ItL_Champaign,IL_Champaign
2447.countytwo,Surmter ,Sumter 
2997.county,Prince Willia m,Prince William 
328.county,aBy ,Bay 
2187.countytwo,Maeys ,Mayes 
2522.countytwo,Bradleky ,Bradley 
1737.countytwo,Perso n,Person 
679.statevalue,D,ID
404.county,leckley ,Bleckley 
1953.statevalue,MN,NM
3044.fipstwo,f500x23,f50023
1652.county,oRsebud ,Rosebud 
501.countytwo,glethorpe ,Oglethorpe 
2644.fipstwo,df48065,f48065
2905.statevalue,VyA,VA
960.statecounty,KS_Nemhaa,KS_Nemaha
465.fipstwo,bf13147,f13147
2383.countytwo,Sabana Grarnde Municipio,Sabana Grande Municipio
168.statecounty,ARWashington,AR_Washington
1390.fipstwo,f27114,f27141
2643.countytwo,Cam p,Camp 
2540.countytwo,Faytete ,Fayette 
416.fipstwo,fj13049,f13049
822.fipstwo,18039,f18039
592.statecounty,IA_Franlin,IA_Franklin
949.countytwo,ogan ,Logan 
3155.statevalue,IW,WI
85.statecounty,L_Randolph,AL_Randolph
723.county,Edgarz ,Edgar 
1653.county,Sander ,Sanders 
1163.fipstwo,f22807,f22087
2166.countytwo,Garvmin ,Garvin 
2728.county,Hutchison ,Hutchinson 
108.county,Clebunre ,Cleburne 
962.county,Nes ,Ness 
571.countytwo,Carrol ,Carroll 
317.statevalue,TC,CT
1186.countytwo,Brizstol ,Bristol 
264.countytwo,Custre ,Custer 
7.statecounty,AkK_Dillingham Census Area,AK_Dillingham Census Area
2837.fipstwo,wf48451,f48451
282.statevalue,CbO,CO
3084.countytwo,hitman ,Whitman 
2882.county,Puite ,Piute 
1174.fipstwo,f2109,f22109
2539.statevalue,TsN,TN
1888.statecounty,NEt_Platte,NE_Platte
2830.statevalue,XT,TX
1124.statecounty,LA_Avoylles,LA_Avoyelles
2617.statecounty,TX_Armtsrong,TX_Armstrong
2859.countytwo,Winklr ,Winkler 
2151.statecounty,OK_Catrer,OK_Carter
2532.statevalue,NT,TN
2252.countytwo,Washiengton ,Washington 
785.fipstwo,f171h71,f17171
2810.statecounty,TX_Rockwlal,TX_Rockwall
1096.county,erry ,Perry 
1706.county,Haliafx ,Halifax 
681.county,Idah o,Idaho 
2857.county,Williapmson ,Williamson 
388.county,Uniion ,Union 
410.statecounty,nGA_Butts,GA_Butts
2800.fipstwo,pf48377,f48377
381.statecounty,FL_Sarasoat,FL_Sarasota
2193.fipstwo,f40130,f40103
614.county,Lnn ,Linn 
61.county,Greenhe ,Greene 
591.countytwo,Folyd ,Floyd 
387.fipstwo,f1x2123,f12123
1071.countytwo,yLon ,Lyon 
240.fipstwo,f0607,f06097
2337.countytwo,Crolina Municipio,Carolina Municipio
2448.statevalue,SkC,SC
1838.statecounty,NE_Cusetr,NE_Custer
664.county,Boisee ,Boise 
1647.county,Powlel ,Powell 
1900.fipstwo,f3165,f31165
3012.countytwo,Socuthampton ,Southampton 
2766.county,Mwarion ,Marion 
2439.statevalue,CS,SC
1842.statecounty,E_Deuel,NE_Deuel
1349.county,Hubwbard ,Hubbard 
759.statevalue,L,IL
2418.fipstwo,jf45027,f45027
2923.statecounty,VA_Claryke,VA_Clarke
2968.countytwo,aLouisa ,Louisa 
1129.countytwo,Cbalcasieu ,Calcasieu 
613.statevalue,A,IA
2672.county,Dneton ,Denton 
2769.statevalue,X,TX
124.county,Greemne ,Greene 
1868.countytwo,Keit ,Keith 
33.countytwo,iBbb ,Bibb 
721.statecounty,IL_Doulas,IL_Douglas
101.county,Boon e,Boone 
1951.fipstwo,f3501o7,f35017
2308.county,Schuywlkill ,Schuylkill 
2075.county,Eie ,Erie 
2401.county,Kenkt ,Kent 
2904.fipstwo,5f1015,f51015
1913.statecounty,NH_Cfheshire,NH_Cheshire
3197.fipstwo,f5409,f54079
3187.statevalue,WaV,WV
2757.statecounty,TX_Lmiberty,TX_Liberty
869.statevalue,IrN,IN
172.county,Eastern Disrtict,Eastern District
2686.fipstwo,f84149,f48149
2069.fipstwo,f39013,f39031
2883.statecounty,T_Rich,UT_Rich
2120.countytwo,Portgae ,Portage 
1157.countytwo,Plaqueminse ,Plaquemines 
2968.statecounty,VAr_Louisa,VA_Louisa
635.statecounty,IA_Pottawattamie***,IA_Pottawattamie
319.fipstwo,09011,f09011
653.countytwo,Winneshsiek ,Winneshiek 
1322.fipstwo,f270f03,f27003
2491.statevalue,D,SD
467.statevalue,AG,GA
1813.fipstwo,fi38097,f38097
61.statevalue,AfL,AL
2637.statevalue,X,TX
1317.fipstwo,f26195,f26159
800.countytwo,Williamosn ,Williamson 
2393.fipstwo,f72411,f72141
3197.county,Puytnam ,Putnam 
1284.fipstwo,26093,f26093
2896.statecounty,VA_Accmack,VA_Accomack
12.statecounty,AK_Kenai Peninsula Broough,AK_Kenai Peninsula Borough
1417.statevalue,OM,MO
2387.statecounty,PRp_San Lorenzo Municipio,PR_San Lorenzo Municipio
1564.statevalue,uMS,MS
145.county,Mogntgomery ,Montgomery 
459.county,Gwinneatt ,Gwinnett 
2336.statevalue,R,PR
2562.statecounty,TN_oJhnson,TN_Johnson
2845.countytwo,Van Zadt ,Van Zandt 
3166.county,Doddridwge ,Doddridge 
2925.fipstwo,f51508,f51580
1380.statecounty,MN_oPlk,MN_Polk
1621.fipstwo,f300i25,f30025
3231.statecounty,Y_Sweetwater,WY_Sweetwater
2851.statevalue,jTX,TX
1589.statevalue,S,MS
77.fipstwo,fn01095,f01095
3209.statevalue,VW,WV
373.statevalue,LF,FL
251.statecounty,CO_Alamossa,CO_Alamosa
2554.statevalue,N,TN
2803.fipstwo,fm48383,f48383
1505.fipstwo,f2r9183,f29183
1016.statecounty,KY_Caldewll,KY_Caldwell
1573.fipstwo,f82093,f28093
1393.countytwo,Steans ,Stearns 
647.fipstwo,pf19179,f19179
1349.statecounty,MN_ubbard,MN_Hubbard
932.statevalue,SK,KS
2219.statecounty,OR_Baekr,OR_Baker
1980.county,Esmerada ,Esmeralda 
3057.statevalue,A,WA
2656.countytwo,Coloado ,Colorado 
1262.fipstwo,f26094,f26049
373.statecounty,FL_Oragne,FL_Orange
2285.statevalue,AP,PA
2043.fipstwo,f36130,f36103
888.county,Warre n,Warren 
2530.fipstwo,f47072,f47027
2024.county,Oneda ,Oneida 
1894.county,Sapry ,Sarpy 
2566.statecounty,TN_Lawrecne,TN_Lawrence
2543.county,ibson ,Gibson 
2696.fipstwo,f41869,f48169
2264.statecounty,A_Butler,PA_Butler
2560.statevalue,TaN,TN
2667.fipstwo,f48t111,f48111
2408.countytwo,Andersno ,Anderson 
2920.statevalue,VwA,VA
2661.statevalue,X,TX
730.county,Gallatian ,Gallatin 
1171.statecounty,LA_St. Tammawny,LA_St. Tammany
241.statecounty,CA_Stanisaus,CA_Stanislaus
2990.county,Peterdsburg city,Petersburg city
992.statevalue,qKS,KS
3048.fipstwo,jf53003,f53003
1784.statecounty,NdD_Griggs,ND_Griggs
1469.statecounty,MOe_Maries,MO_Maries
854.statecounty,IN_Mimi,IN_Miami
2603.county,Uinon ,Union 
2771.statecounty,TX_Mculloch,TX_McCulloch
307.statevalue,xCO,CO
1996.statecounty,NY_Cattaracugus,NY_Cattaraugus
3014.countytwo,Stafford ***,Stafford 
483.countytwo,Lozng ,Long 
1700.statecounty,CN_Gaston,NC_Gaston
2008.fipstwo,f3v6033,f36033
2744.fipstwo,f48625,f48265
835.county,Henryq ,Henry 
214.county,endocino ,Mendocino 
