indicatorvalue,panel,panelnum(long),unit,unitnum(long),stubname,stubnamenum(long),stublabelnum(double precision),stublabel,yearvalue,yearnum(long),age,agenum(double precision),estimate(double precision),se(double precision),flagvalue
Obesity among children and adolescents aged 2-19 years,2-5 years,2.0,"Percent of population, crude",1,Race and Hispanic origin,56.0,3.22,Hispanic or Latino: Mexican: All races,2001-2y004,3.0,-25 years,20.1,17.7,2.9,***
Obsity among children and adolescents aged 2-19 years,2-5 years,83.0,"Percent of population, crude",1,Race and Hispanic origin,94.0,3.22,Hispanic or Latino: Mexican: All races,2003-2006***,4.0,2-5 years,67.1,16.7,2.3,-
Obesity among children and adolescents aged 2-19 years,2-5 years,44.0,"Percent of population, crude",1,Race and Hispanic origin,48.0,3.22,Hispanic or Latino: Mexican: All races,2005-2008,5.0,2-5 years,81.1,14.1,1.5,-
Obesity among children and adolescents aged 2-19 years,2-5 yeasr,2.0,"Percent of population, crude",1,Rcae and Hispanic origin,3.0,3.22,Hispanic or Latino: Mexican: All races,2007-2010,6.0,2-5years,18.1,14.6,1.5,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2.0,"Percent of population, crude",1,Race and Hispanigc origin,3.0,3.22,Hispanic or Latino: Mexican: All races,2009-2012,7.0,2- years,54.1,15.7,2.0,-
Obesity among children and adolescents aged 2-19 years,25- years,2.0,"Percent of population, crude",1,zRace and Hispanic origin,3.0,3.22,Hispanic or Latino: Mexican: All races,201-12014,8.0,2-r5 years,45.1,15.3,2.1,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2.0,"Percent of population, crude",1,Race and Hispqanic origin,3.0,3.22,Hispanic or Latino: Mexican: All races,2013-2016,9.0,2-5 yearms,18.1,15.1,1.4,-
Obesity among children an adolescents aged 2-19 years,2-5 years,2.0,"Percent of population, crude",1,Race and Hispanic oirgin,3.0,3.22,Hispanic or Latino: Mexican: All races,2015-2018,10.0,25- years,31.1,17.3,2.8,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2.0,"Percent of population, crude",1,Sex and race and Hispanic origin,4.0,97.1,Male: Not Hispanic or Latino: Black or African America,1988-1994,36.0,2-5 yejars,32.1,7.9,1.1,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2.0,"Percent of population, crude",1,Sex and race and Hispanicorigin,4.0,46.1,Male: Not Hispanic or Latino: Black or African America,1999-2002,98.0,2-5 yars,9.1,8.0,1.8,*
Obesity among children and adolescents aged 2-19 years,2-5 ears,2.0,"Percent of population, crude",1,Se xand race and Hispanic origin,4.0,1.1,Male: Not Hispanic or Latino: Black or African America,2001-2004,54.0,2- years,0.1,9.7,1.8,-
Obesity among childyren and adolescents aged 2-19 years,2q-5 years,2.0,"Percent of population, crude",1,Sex and race adn Hispanic origin,4.0,7.1,Male: Not Hispanic or Latino: Black or African America,20032006,4.0,2-5 yeazrs,48.1,13.3,2.5,-
Obesity among children and adolescents aged 2-19 years,2-5 years,84.0,"Percent of population, crude",1,Sex and race and Hispanic origin,4.0,1.1,Male: Not Hispanic or Latino: Black or African America,2005-2080,5.0,2-5 years,58.1,13.7,2.5,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2.0,"Percent of population, crude",0,Sex and rac eand Hispanic origin,4.0,91.1,Male: Not Hispanic or Latino: Black or African America,2007-2010,6.0,2-5 yeas,85.1,15.7,3.0,-
Obesity among children and adolescents aged 2-19 years,2-5 years,31.0,"Percent of population, crude",1,Sex and race and Hispanic origin,4.0,57.1,Male: Not Hispanic or Latino: Black or African America,2009-2012,7.0,2-5 years,31.1,14.3,3.2,*
Obesity among children and adolescents aged 2-19 years,2-5 years,73.0,"Percent of population, crude",1,Sex and race and Hispacnic origin,4.0,25.1,Male: Not Hispanic or Latino: Black or African America,2011-2014,8.0,2-5 years,81.1,9.0,2.3,*
Obesity among children and adolescents aged 2-19 years,2-5y ears,2.0,"Percent of population, crude",1,Sex and race and Hispani corigin,4.0,1.1,Male: Not Hispanic or Latino: Black or African America,2013-2016,9.0,-5 years,0.1,12.4,2.8,-
Obesity among children and adolescents aged 2-19 years,2-5 years,45.0,"Percent of population, crude",1,Sex and race and Hispanic origin,4.0,65.1,Male: Not Hispanic or Latino: Black or African America,2015-2018,10.0,2-5 years,90.1,12.4,3.1,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2.0,"Percent of population, crude",1,Sex and race and Hispanci origin,4.0,4.111,Male: Not Hispanic or Latino: White only,1988-1994,6.0,25 years,22.1,4.5,1.1,*
Obesity among children and adolescents aged 2-19 years,2-5 years,2.0,"Percent of population, crude",1,Sexh and race and Hispanic origin,4.0,4.111,Male: Not Hispanic or Latino: White only,1999-2002,2.0,25- years,51.1,8.2,1.9,*
Obesity among children and adolescents aged 2-19 years,2-5 yejars,2.0,"Percent of population, crude",1,Sex and race annd Hispanic origin,4.0,4.111,Male: Not Hispanic or Latino: White only,2001-2004,73.0,2-5 years,67.1,11.5,2.3,*
Obesity among chilrden and adolescents aged 2-19 years,2-5 years,2.0,"Percent of population, crude",1,Sex and rac and Hispanic origin,4.0,4.111,Male: No tHispanic or Latino: White only,2003-2060,4.0,2-5 yeras,18.1,11.1,2.2,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2.0,"Percent of population, crude",1,Sex and race and Hispanikc origin,4.0,4.111,Male: Not Hispanic or Latino: White only,2005-2008,5.0,2-5 yeatrs,18.1,7.4,1.7,*
Obesity among children and adolescents aged 2-19 years,25 years,2.0,"Percent of population, crude",1,Setx and race and Hispanic origin,4.0,4.111,Male: Not Hispanic or Latino: White only,2007-2100,6.0,2-5 yeares,26.1,8.8,1.6,-
Obesity among children and adolescents aged 2-19 years,2- years,2.0,"Perycent of population, crude",1,Sex and race and Hispanic origin,4.0,4.111,Male: Not Hispanic or Latino: White only,200r9-2012,7.0,2-5 yearas,15.1,9.3,2.0,*
Obesity among children and adolescents aged 2-19 years,2- years,2.0,"Percent of population, crude",1,Sex and race ad Hispanic origin,4.0,4.111,Male: Not Hispanic or atino: White only,2011-2014,8.0,2-5 years,20.1,17.9,1.4,*
Obesity among children and adolescents aged 2-19 years,2-5 years,2.0,"Percent of popualtion, crude",0,Sex and race and Hispanci origin,4.0,4.111,Male: Not Hispanic or Latino: White only,2013-2016,9.0,2-5s years,100.1,9.3,2.0,***
Obesity among children and adolescents aged 2-19 years,2-5 years,2.0,"Percent yof population, crude",1,Sex and race and Hispanic origihn,4.0,4.111,Male: Not Hispanic or Latino: White only,2015-2018,10.0,2-5 yeas,17.1,12.4,1.8,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2.0,"Percent of population, crude",1,Sex and race and Hisanic origin,4.0,4.113,Male: Not Hispanic or Latino: Asian only,1988-1994,24.0,2-5years,4.1,17.9,1.4,u-
Obesity among chibldren and adolescents aged 2-19 years,2-5 years,91.0,"Percent of population, crude",1,Sex and race and Hispanic origin,4.0,4.113,Male: Not Hispanic or Latino: Asian only,1999-2002,98.0,2-5 years,79.1,17.9,1.4,l-
Obesity among children and adolescents aged 2-19 years,f2-5 years,2.0,"Percent of population, crude",1,Sex and race and Hispanic origin,4.0,4.113,Male: Not Hispanic or Latino: Asian only,2001-2004,3.0,2-5 yers,86.1,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,s2-5 years,2.0,"Percent of population, curde",1,Sex and race and Hispanic oigin,4.0,4.113,Mae: Not Hispanic or Latino: Asian only,2003-i2006,4.0,2-5 yyears,74.1,17.9,1.4,-
bOesity among children and adolescents aged 2-19 years,2-5 years,2.0,"Percent of population, crude",1,Sex and race and Hspanic origin,4.0,4.113,Male: Not Hispanic or Latino: Asian only,20052008,5.0,2-5 yaers,47.1,17.9,1.4,***
Obesity among children and adolescents aged 2-19 years,2-5 years,2.0,"Percent of population, crude",1,Sex and race and Hispnaic origin,4.0,4.113,Male: Not Hispanic or Latino: Asian only,2007-2001,6.0,2-5 yeras,86.1,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,2-5 years,55.0,"Percent of population, crude",1,Sex and race and Hispanic origin,4.0,4.113,Male: Not Hispanic or Latino: Asian only,2009-2012,7.0,2-5 years,45.1,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,2-5 yers,2.0,"Percent of population, crude",1,Sex and race and Hispanic origin,4.0,4.113,Male: Not Hispanikc or Latino: Asian only,2011-2014,8.0,2-5 years,32.1,17.9,1.4,*
Obesity among children and adolescents aged -19 years,2-5 years,2.0,"Percent of popluation, crude",1,Sex and race and Hispanic origin,4.0,4.113,Male: Not Hispanic or Latino: Asian only,2013-2016,9.0,2-i5 years,48.1,17.9,1.4,*
Obesity among children and adolescents aged 2-19 years,2-5 years,34.0,"Percent of population, crude",1,Sex and race and Hispanic origin,4.0,4.113,Male: Not Hispanic or Latino: Asian only,20v15-2018,10.0,2-5 years,69.1,17.9,1.4,*
Obesity among children and adolescents aged 2-19 years,2-5 years,2.0,"Percent of population, crude",1,Sex and race and Hispanic oriin,4.0,4.121,Male: Hispanic or Latino: All races,1988-1994,3.0,2-5 yqears,67.1,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,2-5 years,15.0,"Percent of population, crude",1,Sex and race and Hispanic origin,4.0,4.121,Male: Hispanic or Latino: All races,1999-2002,2.0,2-5 years,7.1,17.9,1.4,***
Obesity among children and adolescents aged 2-19 years,2-5 yeavrs,2.0,"Percent of ptopulation, crude",1,Sex and race and Hispanic origin,4.0,4.121,Male: Hispanic or Latino: All races,2001-2004,3.0,2-5 years,38.1,17.9,1.4,-
Obesity among children and adolescents aged 2-19years,2-5 years,2.0,"Percent of populkation, crude",1,Sex an drace and Hispanic origin,4.0,4.121,Male: Hispanic or Latino: All races,2003q-2006,4.0,2a-5 years,53.1,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,2-5 yearns,2.0,"Percent of population, crude",1,Sex and race and Hispanic origin,4.0,4.121,Male: Hispanic or Latino: All races,2005-2008,5.0,-5 years,33.1,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2.0,"Percent of population, crude",1,Sex and race and Hispanic origin,4.0,4.121,Male: Hispanic or Latino: All races,j2007-2010,6.0,2-5years,44.1,17.7,1.6,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2.0,"Percent of population, crude",1,Sex and race and Hisepanic origin,4.0,4.121,Male: Hispanic orLatino: All races,2009-2012,7.0,2- 5years,2.1,17.9,2.1,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2.0,"Percent of population, crude",1,Sex and race and Hispanic orgin,4.0,4.121,Male: Hispanic or Latino: All races,2011-2014,8.0,-5 years,83.1,16.7,2.4,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2.0,"Percent of population, crude",0,Sex and race and Hispanic origin,4.0,4.121,Male: Hispanic or Latino: All races,2013-20l16,9.0,-5 years,24.1,16.7,2.6,-
Obesity among childen and adolescents aged 2-19 years,2-5 yeras,2.0,"Percent of population, crude",1,Sex and rac eand Hispanic origin,4.0,4.121,Male: Hispanic or Latino: All races,2015-2018,10.0,2-5years,24.1,22.3,3.4,-
Obesity among children and adolescents aged 2-19 years,2-5k years,2.0,"Percent of population, crude",1,Sex and race and Hispainc origin,4.0,4.122,Male: Hispanic ro Latino: Mexican: All races,1988-1994,23.0,2-5 yeas,63.1,12.4,1.4,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2.0,"Percent vof population, crude",0,Sex and race and Hispanic oigin,4.0,4.122,Male: Hispanic or Latino: Mexican: All races,1999-2002,96.0,2-5 fyears,83.1,14.1,2.1,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2.0,"Percent of populaion, crude",1,Sex and race an dHispanic origin,4.0,4.122,Male: Hispanic or Latino: Mexican: All races,2001-2004,88.0,2-5years,20.1,19.8,3.3,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2.0,"Percent of population, crude",1,Se and race and Hispanic origin,4.0,4.122,Male: Hispanic or Latino: Mexican: dAll races,20s03-2006,4.0,-5 years,64.1,18.8,2.8,-
Obesity among children and adolescents aged 2-19 years,2-e5 years,2.0,"Percent of population, crude",1,Sex and race and Hispanic origin,4.0,4.122,Male: Hispanic or Latino: Mexican: All races,205-2008,5.0,2- 5years,96.1,17.1,1.9,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2.0,"Percent of population, crude",1,Sex and race nd Hispanic origin,4.0,4.122,Male: Hispanic or Latino: Mexican: All races,2007-2010,6.0,25- years,92.1,19.1,1.8,
Obesity among children and adoelscents aged 2-19 years,2-5 yeasr,2.0,"Percent of population, crude",1,Sex nd race and Hispanic origin,4.0,4.122,Male: Hispanic or Latino: Mexican: All races,2009-2012,7.0,2-5 yers,40.1,17.6,2.7,-
Obesity among children and adolescents aged 2-19 years,2-5 years,24.0,"Percent of population, crude",1,Sex and race and Hispanic origgin,4.0,4.122,Male: Hispanic or Latino: Mexican: All races,2011-2014,8.0,2-5 years,18.1,14.5,3.0,*
Obesity among children and adolescents aged 2-19 years,2-5 years,87.0,"Percent of population, crude",1,Sex and race and Hispanic origin,4.0,4.122,Male: Hispanic or Latino: Mexican: All races,2013-2016,9.0,2-5 years,89.1,13.1,2.9,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2.0,"Percent of population, crude",1,Sex and race and Hispanic okrigin,4.0,4.122,Male: Hispanic or Latino: Mexican: All races,2015-2018,10.0,25 years,67.1,19.2,4.5,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2.0,"Percent of population, crude",1,Sex and race and Hispanic origibn,4.0,4.211,Female: Not Hispanic or Latino: White only,1988-1994,1.0,25 years,16.1,5.9,1.0,-
Obesity among children and adolescents aged 2-19 years,2-5 years,14.0,"Percent of population, crude",1,Sex and race and Hispanic origin,4.0,4.211,Female: Not Hispnic or Latino: White only,1999-2002,35.0,2-5 years,15.1,9.0,2.0,*
Obesity among children and adolescentsa ged 2-19 years,2-5 years,2.0,"Percent of population, crude",0,Sex yand race and Hispanic origin,4.0,4.211,Female: Not Hispanic or Latino: White only,2001-2004,21.0,2f-5 years,35.1,9.1,2.0,*
Obesity among children and adolescents aged 2-19 years,2-5 years,7.0,"Percent of populattion, crude",1,Sex and race and Hisrpanic origin,4.0,4.211,Female: Not Hispanic or Latino: White only,203-2006,4.0,2-5 years,58.1,10.4,2.0,-
Obesity among chilrden and adolescents aged 2-19 years,2-5 years,2.0,"Percwent of population, crude",1,Sex and raec and Hispanic origin,4.0,4.211,Female: Not Hispanic or Latino: White only,2005-2008,5.0,25 years,65.1,11.3,2.0,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2.0,"Percent of population, crude",1,Sex and race and Hispanic origin,4.0,4.211,Female: Not Hispanic or Latino: White only,2007-2100,6.0,w2-5 years,83.1,9.2,2.0,*
Obesity among children and adolescents aged 2-19 years,2-5 years,2.0,"Percent of population, crude",1,Sex and race and Hispanic origin,4.0,4.211,Female: Not Hispanic or Latino: White only,2009-2012,7.0,25- years,40.1,17.9,1.4,*
Obesity among children and adolescents aged -219 years,2-5 years,2.0,"Percent of population, crude",1,Sex and race and Hispanic origin,4.0,4.211,Female: Not Hispanic or Latino: White only,2011-2014,8.0,2-5 yeayrs,58.1,4.4,1.2,*
Obesity among children and adolescents aged 2-19 years,2-5 years,97.0,"Percen tof population, crude",1,Sx and race and Hispanic origin,4.0,4.211,Female: Not Hispanic or Latino: White only,2013-016,9.0,2-5 years,16.1,10.4,2.2,-
Obesity among children and adolescents aged 2-19 years,2-5 years,63.0,"Percent of population, crude",1,Sex and race hand Hispanic origin,4.0,4.211,Fmale: Not Hispanic or Latino: White only,2015-2018,10.0,2-5 years,96.1,12.4,2.1,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2.0,"Percent of population, crude",0,Sex and race and Hispzanic origin,4.0,4.213,Female: Not Hispanic or Latino: Asian only,1988-1994,23.0,2- 5years,84.1,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2.0,"Percent of population, crude",0,ex and race and Hispanic origin,4.0,4.213,Female: Not Hispanic or Latino: Asian only,1999-2002,41.0,2-5 yiears,38.1,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2.0,"Percent of population, crude",1,Sex and race and Hispanic roigin,4.0,4.213,Female: Not Hispanic or Latino: Asian only,2001-2004,33.0,2-5 eyars,77.1,17.9,1.4,n-
Obesity among children and adolescents aged 2-19 years,2-5 years,2.0,"Percent of population,crude",1,Sex and race and Hispanic origin,4.0,4.213,Female: Not Hispanic or Latino: Asian only,20u03-2006,4.0,2-5 yaers,52.1,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2.0,"Percent of population, crude",1,Sex and race and Hispanic origin,4.0,4.213,Female: Not Hispanic or Latino: Asian only,2k005-2008,5.0,2-5b years,94.1,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,2-5 years,94.0,"Percent of population,crude",1,Sex and race and Hispanic origin,4.0,4.213,Female: Not Hispanic or Latino: Asian only,2007-201c0,6.0,2-5 years,50.1,17.9,1.4,-
Obesity among children and adolescents aegd 2-19 years,2-5 years,2.0,"Percenat of population, crude",1,Sex and race and Hispainc origin,4.0,4.213,Female: Not Hispanic or Latino: Asian only,2009-2012,7.0,2-5 yeasr,7.1,17.9,1.4,***
Obesity among children and adolescents aged 2-19 years,2-5 years,2.0,"Percent of population, crude",1,Sex and race and Hispanic origin,4.0,4.213,Femalpe: Not Hispanic or Latino: Asian only,2011-204,8.0,-5 years,44.1,17.9,1.4,*
Obesity among children and adolescents aged 2-19 years,2-5 years,2.0,"Percent of population, crude",1,Sex and race and Hisphanic origin,4.0,4.213,Female: Not Hispanic or Latino: Asian only,2013a-2016,9.0,2-5 yeasr,85.1,17.9,1.4,*
Obesity among chlidren and adolescents aged 2-19 years,2-5 years,41.0,"Percent of population, crude",1,Sex mand race and Hispanic origin,4.0,4.213,Female: Not Hispanic or Latino: Asian only,2q015-2018,10.0,2-5 years,99.1,17.9,1.4,*
Obesity among children and adolescents aged 2-19 years,2-5 years,2.0,"Percent of populatiyon, crude",1,Sex and race and Hispqanic origin,4.0,4.221,Female: Hispanic or Latino: All races,1988-1994,2.0,-25 years,85.1,17.9,1.4,
Obesity amnog children and adolescents aged 2-19 years,2- years,2.0,"Percent of population, crude",1,Sex and race and Hispanic origin,4.0,4.221,Female: Hispanic or Latino: All races,1999-2002,101.0,2-5years,88.1,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,2-5 years,50.0,"Percent of population, crude",1,Sex and race and Hispanic origin,60.0,4.221,Female: Hispanic or Latino: All races,20012004,3.0,2-5 years,36.1,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2.0,"Percent of population, crude",1,Sex and race and Hispanic origin,28.0,4.221,Female: Hispanic or Latino: All races,2003-z2006,4.0,2-5 yers,55.1,17.9,1.4,-
Obesity among children and adolescents aged 2-19y ears,2-5 years,2.0,"Percent of population, crude",1,Sex and race and Hispanic origin,90.0,4.221,Female: Hispanic or Latino: All races,2005-2008***,5.0,2-5 yeasr,77.1,17.9,1.4,z-
Obesity among children and adolescents aged 2-19 years,2-5 years,2.0,"Percent of population, crude",0,Sex and race and Hispanic origin,42.0,4.221,Female: Hispanic or Latino: All races,2007-2010,6.0,2-5 yeasr,2.1,12.7,1.9,-
Obesity among children and adolescents aged 2-19 years,2-5y ears,2.0,"Percent of population, crude",1,Sex and race and Hispaic origin,4.0,4.221,Female: Hispanic or Latino: All races,2009-212,7.0,2-5 yeras,17.1,14.9,2.6,-
Obesity aomng children and adolescents aged 2-19 years,2-5 years,2.0,"Percent of population, crude",1,Sex and race and Hispanic origin,4.0,4.221,Female: Hispanic or Latino: All races,201-2014,8.0,2-5 yezars,99.1,14.6,2.7,-
Obesity among children and adolescents aged 2-19 years,2-5 years,90.0,"Percent of population, crude",1,Sex and race and Hispanic origin,4.0,4.221,Female: Hispanic or Latino: All races,2013-2016,9.0,2-5 years,35.1,16.3,2.3,-
Obesity among children an adolescents aged 2-19 years,2-5 years,30.0,"Percent of population, crude",1,Sex and race an dHispanic origin,5.0,4.221,Female: Hispanic or Latino: All races,2015-2018,10.0,2-5 years,6.1,16.3,2.7,***
Obesity among children and adolescents aged 2-19 years,2-5 years,36.0,"Percent of population, crude",1,Sex and race andH ispanic origin,4.0,4.222,Female: Hispanic or Latino: Mexican: All races,1988-1994,1.0,2-5 years,20.1,12.3,1.5,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2.0,"Percent of population, crude",1,Sex and race andl Hispanic origin,4.0,4.222,Female: Hispanic or Latino: Mexican: All races,1999-2002,7.0,2-r5 years,45.1,12.2,3.4,*
Obesity among children and adolescents aged 2-19 years,2- years,2.0,"Percent of population, crude",1,Sex and race and Hispanic origin,4.0,4.222,Female: Hispanic or Latino: Mexican: All races,2001-2004,6.0,2-y5 years,64.1,15.7,3.9,*
Obesity among children and adolescents aged 2-19 years,2-5 years,2.0,"Percent of population, crude",1,Sex and race antd Hispanic origin,4.0,4.222,Female: Hispanic or Latino: Mexican: All races,2003-2060,4.0,25 years,29.1,14.5,2.7,v-
Obesity among children and adolescents aged 2-1 9years,2-5 years,2.0,"Percent of population, crude",1,Sex and race and Hisanic origin,4.0,4.222,Female: Hispanic or Latino: Mexican: All races,2005-208,5.0,2-5 yeasr,31.1,10.8,1.9,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2.0,"Percent of population, crude",1,Sex and race nd Hispanic origin,4.0,4.222,Female: Hispanic or Latino: Mexican: All races,c2007-2010,6.0,2h-5 years,43.1,9.9,2.3,*
Obesity among children and adolescents aged 2-19 years,2-5 years,43.0,"Percent of population, crude",1,Sex and race and Hispanic origin,4.0,4.222,Female: Hispanic or Latino: Mxican: All races,2009-2012,7.0,2-5 years,38.1,13.8,3.4,*
Obesity among children and adolescents aged 2h-19 years,2-5 years,39.0,"Percent of population, crude",1,Sex and race and Hispanic origin,4.0,4.222,Female: Hispanic or Latino: Mexican: All races,2011-2014,8.0,2-5 years,17.1,16.1,3.8,*
Obesity among children and adolescents aged 2-19 years,2-5 years,2.0,"Percent of population, crude",1,Sex and race and Hspanic origin,4.0,4.222,Female: Hispanic or Latino: Mexican: All races,2013-2016,9.0,2-5 yaers,9.1,17.1,3.1,c-
Obesity among children and adolescents aged 2-19 years,2-5 years,19.0,"Percent of population, crude",1,Sex and race and Hispanic ortigin,4.0,4.222,Female: Hispanic or Latino: Mexican: All races,2015-2018,10.0,2-5 years,28.1,15.6,3.5,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2.0,"Percent of population, crude",1,Percent of poverty level,5.0,5.1,Below 100%,1988-1994,89.0,2-5 yars,28.1,9.7,1.7,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2.0,"Percent of population, crude",1,Percentof poverty level,55.0,5.1,Below 100%,1999-2002,65.0,2-5 yers,56.1,10.9,1.8,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2.0,"Percent of population, crude",1,Percent of poverty level,5.0,5.1,Below 100%,2001-2004,3.0,2-5y years,50.1,14.4,2.0,-
Obesity among children and adolescents aged 2-19 years,2-5 years,48.0,"Percent of population, crude",1,Percent of poverty level,5.0,5.1,Below 100%,2003i-2006,4.0,2-5 years,55.1,14.3,1.7,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2.0,"Percent of population, crude",1,Percent of poverty level,5.0,5.1,Below 100%,20h05-2008,5.0,-5 years,48.1,12.3,1.1,-
Obesity among children and adolescents aged 2-91 years,2-5 years,50.0,"Percent of population, crude",1,Percent of poverty level,27.0,5.1,Below 100%,2007-2010,6.0,2-5 years,58.1,13.2,1.1,
Obesity among children and adolescents ageud 2-19 years,2-5 years,2.0,"Percent of population, crude",1,Percent of poverty lefvel,101.0,5.1,Below 100%,2009-2012,7.0,d2-5 years,33.1,12.3,1.4,-
Obesity among children and adolescents aged 2-19 years,2-5 yekars,2.0,"Percent of population, crude",1,Percent of povety level,75.0,5.1,Below 100%,2011-2014,8.0,2-5 yeas,2.1,11.6,1.5,
Obesity among children and adolescents aged 2-19 years,2-5 years,2.0,"Percet of population, crude",1,Percent of pvoerty level,83.0,5.1,Below 100%,201e3-2016,9.0,2-d5 years,82.1,13.5,1.6,-
Obesity among children an dadolescents aged 2-19 years,2-5 years,2.0,"Percent of population, crude",1,Percent of poverty jlevel,23.0,5.1,Below 100%,2015-2018,10.0,25- years,18.1,15.5,1.7,-
Obesity among children and adolescents aged 2-19 years,-5 years,2.0,"Percent of population, crude",1,Percent of poverty level,5.0,5.2,100%-199%,1988-1994,61.0,2-5 yrears,55.1,7.3,0.9,-
Obesity among children and adolescents aged 2-19 years,-25 years,2.0,"Percent of poulation, crude",1,Percent of poverty level,5.0,5.2,100%-199%,1999-2002,49.0,2-5 yearbs,0.1,13.8,2.8,*
Obesity among children and adolescents aged 2-19 years,-5 years,2.0,"Percent of population, crude",1,Percetn of poverty level,5.0,5.2,100%-199%,2001-2004,13.0,-25 years,0.1,13.3,2.2,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2.0,"Percnt of population, crude",1,Percent of poverty leel,70.0,5.2,100%-199%,2n003-2006,4.0,2-5 yrears,40.1,12.7,1.7,-
Obesity among children and adolescents aged 2-19 years,2-5 years,77.0,"Percent of population, crude",1,ercent of poverty level,30.0,5.2,100%-199%,2005-20f08,5.0,2-5 years,66.1,10.0,1.5,-
Obesity among children and adolescents aged 2-19 yeras,2- years,2.0,"Percent of population, crude",1,Percent of povertylevel,92.0,5.2,100%-199%,2007-2010,6.0,-25 years,4.1,11.8,1.4,w-
Obesity among children and adolescents aged 2-19 years,2-5 yearas,2.0,"Percent of population, crude",1,Percent of poverty level,68.0,5.2,100%-199%,2009-2012,7.0,2u-5 years,30.1,11.6,1.7,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2.0,"Percent of population, crude",1,Percent of poverty level,78.0,5.2,100%-199%,2011-2014,8.0,2-5 yaers,1.1,10.2,1.7,-
Obesity among children and adolescents aged 2-19 years,25- years,2.0,"Percent of population, crude",1,Percent of poverty level,36.0,5.2,100%-199%,2013-2016,9.0,-25 years,80.1,12.6,1.8,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2.0,"Percent of population, crude",1,Percent of poverty levl,43.0,5.2,100%-199%,2015-2018,10.0,2-5 yfears,35.1,16.8,2.2,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2.0,"Percent of population, crude",1,Percent of poverty level,5.0,5.3,200%-399%,1988-1994,48.0,2-5 ryears,82.1,5.6,1.1,***
Obesity among children and adolescents aged 2-19 years,2-5 years,2.0,"Percent of population, crude",1,Percent of poverty level,5.0,5.3,200%-399%,1999-2002,19.0,2-5 tyears,47.1,7.6,1.9,*
Obesity among children and adolescents aged 2-19 years,2-5 years,2.0,"Percent of population, crude",1,Percent wof poverty level,5.0,5.3,200%-399%,200n1-2004,3.0,2-5 eyars,69.1,13.6,2.6,-
Obesity among children and adolescents aged 2-19 years,2-5 yeras,2.0,"Percent of population, crude",1,Percent of poverty level,44.0,5.3,200%-399%,20032006,4.0,2- 5years,98.1,11.9,2.2,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2.0,"Percent of population, crude",1,Percet of poverty level,22.0,5.3,200%-399%,20h05-2008,5.0,2-5 yaers,94.1,11.6,1.7,-
Obesity among children and adolescents aegd 2-19 years,2- 5years,2.0,"Percent of population, crude",0,Percent of poverty level,79.0,5.3,200%-399%,2007-2010,6.0,2-5 years,95.1,13.9,2.0,-
Obesity among children and adolescents aged 2-19 years,2-5 years,48.0,"Percent of population, crude",1,Percent of poverty level,15.0,5.3,200%-399%,2009-2012,7.0,2-5 years,38.1,11.0,1.9,m-
