indicatorvalue,panel,panelnum(long),unit,unitnum(long),stubname,stubnamenum(long),stublabelnum(double precision),stublabel,yearvalue,yearnum(long),age,agenum(double precision),estimate(double precision),se(double precision),flagvalue
Obesity among children and adolescents aged 2-19 years,2-5 years,2.0,"Percent of population, crude",1,Race and Hisapnic origin,3.0,3.22,Hispanic or Latino: Mexican: All races,2005-2080,5.0,2-5 yeaqrs,58.1,14.1,1.5,-
Obesity among children and adolescents aged 2-19 years,2-5 years,5.0,"Percent of population, crude",1,Race and Hispainc origin,3.0,3.22,Hispanic or Latino: Mexican: All races,2007-2010,6.0,2-5 years,58.1,14.6,1.5,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2.0,"Percent of population, crude",1,Race ajnd Hispanic origin,3.0,3.22,Hispanic or Latino: Mexican: All races,2009-2012,7.0,2-5 yars,30.1,15.7,2.0,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2.0,"Percent of population, crude",1,Race andH ispanic origin,3.0,3.22,Hispanic or Latino: Mexican: All races,2011-2014,8.0,2-5 yars,68.1,15.3,2.1,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2.0,"Percent of population, crude",1,Race and Hispaic origin,3.0,3.22,Hispanic or Latino: Mexican: All races,2013-2016,9.0,25- years,60.1,15.1,1.4,-
Obesity among children and adolescents aged 2-19 years,2-5 yeyars,2.0,"Percent of population, crude",1,Race and Hispanic origin,3.0,3.22,Hispanic or Latino: Mexican: All races,2015-2018,10.0,2-5 yaers,0.1,17.3,2.8,-
Obesity among children and adolescents aged 2-19 years,2e-5 years,2.0,"Percent of population, crude",1,Sex and race and Hispanic origin,18.0,1.1,Male: Not Hispanic or Latino: Black or African America,1988-1994,98.0,2-5 yers,1.1,7.9,1.1,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2.0,"Percent of population, crude",1,Sex and race and Hispanic origin,89.0,69.1,Male: Not Hispanic or Latino: Black or African America,1999-2002,48.0,-5 years,19.1,8.0,1.8,*
Obesity among children and adolescents aged 2-19 years,2-5 yegars,2.0,"Percent of population, crude",1,Sex and race and Hispaninc origin,4.0,30.1,Male: Not Hispanic or Latino: Black or African America,2001-2004,7.0,2-5 years,23.1,9.7,1.8,-
Obesity among children and adolescents aged 2-19 years,2-5 yearjs,2.0,"Percent of population, crude",1,Sex anld race and Hispanic origin,4.0,1.1,Male: Not Hispanic or Latino: Black or African America,0203-2006,4.0,2- 5years,0.1,13.3,2.5,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2.0,"Percent of population, crude",1,Sex and race and Hispanic origin,88.0,80.1,Male: Not Hispanic or Latino: Black or African America,2005-2s008,5.0,2-5o years,95.1,13.7,2.5,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2.0,"Percent of population, crude",1,Sex and race and Hispanic origin,4.0,41.1,Male: Not Hispanic or Latino: Black or African America,207-2010,6.0,2-5 yearqs,51.1,15.7,3.0,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2.0,"Percent of population, crude",1,Sex nd race and Hispanic origin,4.0,85.1,Male: Not Hispanic or Latino: Black or African America,2009-2012,7.0,2- 5years,13.1,14.3,3.2,*
Obesity among children and adolescents aged 2-19 years,2-5 years,2.0,"Percent of population, crude",1,Sex and rcae and Hispanic origin,4.0,1.1,Male: Not Hispanic or Latino: Black or African America,2011-2014,8.0,2-5 yers,74.1,9.0,2.3,*
Obesity among children and adolescents aged 2-19 years,2-5 years,2.0,"Percent of population, crude",1,Sex and race and Hipanic origin,4.0,26.1,Male: Not Hispanic or Latino: Black or African America,2013-2016,9.0,-5 years,55.1,12.4,2.8,-
Obesity among children and adolescents aged 2-19 years,2-5 years,93.0,"Percent of population, crude",1,Sex and race and Hispanic origsin,4.0,24.1,Male: Not Hispanic or Latino: Black or African America,2015-2018,10.0,2-5 years,34.1,12.4,3.1,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2.0,"Percent of population, crude",1,Sex and race and Hispanic origin,4.0,4.111,Male: Not Hispanic or Latino: White only,1988-1994,88.0,2-5 yeras,10.1,4.5,1.1,*
Obesity among children and adolescents aged 2-19 years,2-5 years,2.0,"Percent of population, crude",1,Sex and race and Hiswpanic origin,4.0,4.111,Male: Not Hispanic or Latino: White only,1999-2002,67.0,2-5 yeasr,49.1,8.2,1.9,*
Obesity among children and adolescents aged 2-19 years,2-5 yeras,2.0,"Percent of population, crude",1,Sex and race and Hispanico rigin,4.0,4.111,Male: Not Hispanic or Latino: White only,2001-2004,57.0,2-5 years,32.1,11.5,2.3,*
Obesity among children and adolescents aged 2-19 years,2-5 years,52.0,"Percent of population, crude",1,Sewx and race and Hispanic origin,4.0,4.111,Male: Not Hispanic or Latino: White only,2003b-2006,4.0,2-5 years,59.1,11.1,2.2,-
Obesity among children and adolescents aged 2-19 years,2-5 yeasr,2.0,"Percent of population, crude",1,Sex and race and Hkispanic origin,4.0,4.111,Male: Not Hispanic or Latino: White only,005-2008,5.0,h2-5 years,94.1,7.4,1.7,*
Obesity among children and adolescents aged 2-19 years,2-5 years,2.0,"Percent of population, crude",1,Sex anxd race and Hispanic origin,4.0,4.111,Male: Not Hispanic or Latino: White only,2007-2010,6.0,2f-5 years,24.1,8.8,1.6,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2.0,"Percent of population, crude",1,Sex and race and Hispanic origin,61.0,4.111,Male: Not Hispanic or Latino: White only,2009-2012,7.0,-5 years,35.1,9.3,2.0,*
Obesity among children and adolescents aged 2-19 years,2-k5 years,2.0,"Percent of population, crude",1,Sex and race and Hspanic origin,4.0,4.111,Male: Not Hispanic or Latino: White only,2011-2014,8.0,2-5 years,82.1,17.9,1.4,*
Obesity among children and adolescents aged 2-19 years,2-5 years,82.0,"Percent of population, crude",1,Sex and race and Hispanic origin,18.0,4.111,Male: Not Hispanic or Latino: White only,2013-2016,9.0,2-5 years,50.1,9.3,2.0,-
Obesity among children and adolescents aged 2-19 years,25- years,2.0,"Percent of population, crude",1,Sex and race and Hispanic origin,22.0,4.111,Male: Not Hispanic or Latino: White only,2015-2018,10.0,2-5 years,36.1,12.4,1.8,-
Obesity among children and adolescents aged 2-19 years,2-5 years,10.0,"Percent of population, crude",1,Sex and race and Hispanic origin,4.0,4.113,Male: Not Hispanic or Latino: Asian only,1988-1994,20.0,2-5 years,95.1,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2.0,"Percent of population, crude",1,Sex and race and Hispanic origin,4.0,4.113,Male: Not Hispanic or Latino: Asian only,1999-2002,99.0,-25 years,26.1,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2.0,"Percent of population, crude",1,Sex and race and Hispanci origin,4.0,4.113,Male: Not Hispanic or Latino: Asian only,2001-2004***,3.0,2- years,1.1,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2.0,"Percent of population, crude",1,ex and race and Hispanic origin,4.0,4.113,Male: Not Hispanic or Latino: Asian only,2003-2006,4.0,2-5 yeaars,16.1,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2.0,"Percent of population, crude",1,Sex and race and Hispanic origin,57.0,4.113,Male: Not Hispanic or Latino: Asian only,2005-2008***,5.0,2-5 yaers,82.1,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2.0,"Percent of population, crude",1,Sex and race and Hispanic origin,4.0,4.113,Male: Not Hispanic or Latino: Asian only,007-2010,6.0,2-5 eyars,92.1,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,2-c5 years,2.0,"Percent of population, crude",1,Sex and race and Hispanic origin,67.0,4.113,Male: Not Hispanic or Latino: Asian only,2009-2012,7.0,2-5 years,67.1,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,2-5 yers,2.0,"Percent of population, crude",1,Sex and arce and Hispanic origin,4.0,4.113,Male: Not Hispanic or Latino: Asian only,2011-2014,8.0,2-5 years,91.1,17.9,1.4,*
Obesity among children and adolescents aged 2-19 years,2-5 uyears,2.0,"Percent of population, crude",1,Sex and race and Hispanic origin,4.0,4.113,Male: Not Hispanic or Latino: Asian only,2013-2016,9.0,2-5 years,3.1,17.9,1.4,*
Obesity among children and adolescents aged 2-19 years,2-5 years,2.0,"Percent of population, crude",1,Sex and raqce and Hispanic origin,4.0,4.113,Male: Not Hispanic or Latino: Asian only,2015-2018,10.0,2-i5 years,9.1,17.9,1.4,*
Obesity among children and adolescents aged 2-19 years,2-5 years,92.0,"Percent of population, crude",1,Sex and race and Hisapnic origin,4.0,4.121,Male: Hispanic or Latino: All races,1988-1994,1.0,2-5 years,87.1,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,25- years,2.0,"Percent of population, crude",1,Sex and arce and Hispanic origin,4.0,4.121,Male: Hispanic or Latino: All races,1999-2002,2.0,2c-5 years,0.1,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,2-5 ybears,2.0,"Percent of population, crude",1,eSx and race and Hispanic origin,4.0,4.121,Male: Hispanic or Latino: All races,2001-2004,89.0,-5 years,0.1,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2.0,"Percent of population, crude",1,Sex and racea and Hispanic origin,4.0,4.121,Male: Hispanic or Latino: All races,2003-006,4.0,2-5 yeafrs,44.1,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2.0,"Percent of population, crude",1,Sex and race and Hispanic origin,87.0,4.121,Male: Hispanic or Latino: All races,0205-2008,5.0,-25 years,50.1,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2.0,"Percent of population, crude",1,Sex and race and Hispanic origin,4.0,4.121,Male: Hispanic or Latino: All races,2007-2010,6.0,25 years,17.1,17.7,1.6,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2.0,"Percent of population, crude",1,Sex and race and Hispanic origin,30.0,4.121,Male: Hispanic or Latino: All races,2009-2012,7.0,2-5years,76.1,17.9,2.1,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2.0,"Percent of population, crude",1,Sex and race and Hispanci origin,4.0,4.121,Male: Hispanic or Latino: All races,2011-2014,8.0,2-5 yqears,27.1,16.7,2.4,-
Obesity among children and adolescents aged 2-19 years,2-5 years,45.0,"Percent of population, crude",1,Sex and race zand Hispanic origin,4.0,4.121,Male: Hispanic or Latino: All races,2013-2016,9.0,2-5 years,47.1,16.7,2.6,-
Obesity among children and adolescents aged 2-19 years,2-5 years,52.0,"Percent of population, crude",1,Sex and race and Hispanic orgiin,4.0,4.121,Male: Hispanic or Latino: All races,2015-2018,10.0,2-5 years,91.1,22.3,3.4,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2.0,"Percent of population, crude",1,Sex and rac eand Hispanic origin,4.0,4.122,Male: Hispanic or Latino: Mexican: All races,1988-1994,77.0,2-5 yeas,79.1,12.4,1.4,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2.0,"Percent of population, crude",1,Sex and race and Hispanic origin,78.0,4.122,Male: Hispanic or Latino: Mexican: All races,1999-2002,49.0,2-5 yars,52.1,14.1,2.1,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2.0,"Percent of population, crude",1,Sex and race and Hispanic origin,75.0,4.122,Male: Hispanic or Latino: Mexican: All races,200-12004,3.0,-5 years,37.1,19.8,3.3,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2.0,"Percent of population, crude",1,Sex and race and Hispanic origin,4.0,4.122,Male: Hispanic or Latino: Mexican: All races,2003-2006,4.0,h2-5 years,46.1,18.8,2.8,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2.0,"Percent of population, crude",1,Sex and race and Hispanic origin,81.0,4.122,Male: Hispanic or Latino: Mexican: All races,2005o-2008,5.0,2-5 yeras,50.1,17.1,1.9,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2.0,"Percent of population, crude",1,eSx and race and Hispanic origin,4.0,4.122,Male: Hispanic or Latino: Mexican: All races,2007-2010,6.0,25 years,20.1,19.1,1.8,-
Obesity among children and adolescents aged 2-19 years,2-5 lyears,2.0,"Percent of population, crude",1,Sex and race and Hispanic origni,4.0,4.122,Male: Hispanic or Latino: Mexican: All races,2009-2012,7.0,2-u5 years,57.1,17.6,2.7,-
Obesity among children and adolescents aged 2-19 years,2-5 years,96.0,"Percent of population, crude",1,Sex agnd race and Hispanic origin,4.0,4.122,Male: Hispanic or Latino: Mexican: All races,2011-2014,8.0,2-5 years,90.1,14.5,3.0,*
Obesity among children and adolescents aged 2-19 years,2-5 years,3.0,"Percent of population, crude",1,Sex and race and Hispanic origin,4.0,4.122,Male: Hispanic or Latino: Mexican: All races,2013-2016,9.0,2-5 years,18.1,13.1,2.9,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2.0,"Percent of population, crude",1,Sex and race and Hispanic origin,74.0,4.122,Male: Hispanic or Latino: Mexican: All races,2015-2018,10.0,2-5 yeras,21.1,19.2,4.5,-
Obesity among children and adolescents aged 2-19 years,2-5 yeras,2.0,"Percent of population, crude",1,Sex and race and Hispanic origin,4.0,4.211,Female: Not Hispanic or Latino: White only,1988-1994,81.0,-25 years,69.1,5.9,1.0,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2.0,"Percent of population, crude",1,Sex and race and Hispanic origin,4.0,4.211,Female: Not Hispanic or Latino: White only,1999-2002,2.0,o2-5 years,75.1,9.0,2.0,*
Obesity among children and adolescents aged 2-19 years,2-5 years,54.0,"Percent of population, crude",1,Sex and race and Hispanic origin,102.0,4.211,Female: Not Hispanic or Latino: White only,20o01-2004,3.0,2-5 years,88.1,9.1,2.0,*
Obesity among children and adolescents aged 2-19 years,2-5 years,2.0,"Percent of population, crude",1,Sex and race and Hispaic origin,4.0,4.211,Female: Not Hispanic or Latino: White only,2003-206,4.0,25- years,55.1,10.4,2.0,-
Obesity among children and adolescents aged 2-19 years,2-5 years,44.0,"Percent of population, crude",1,Sex and race and Hisapnic origin,4.0,4.211,Female: Not Hispanic or Latino: White only,2005-2008,5.0,2-5 years,44.1,11.3,2.0,-
Obesity among children and adolescents aged 2-19 years,2-5 yaers,2.0,"Percent of population, crude",1,Sex and race and Hispanic origin,4.0,4.211,Female: Not Hispanic or Latino: White only,2007-2010,6.0,2-5 yars,15.1,9.2,2.0,*
Obesity among children and adolescents aged 2-19 years,2-5 years,2.0,"Percent of population, crude",1,Sex and race and Hispanic origin,26.0,4.211,Female: Not Hispanic or Latino: White only,2009-2012,7.0,2-5 yeras,37.1,17.9,1.4,*
Obesity among children and adolescents aged 2-19 years,2-5 years,2.0,"Percent of population, crude",1,Sex and rae and Hispanic origin,4.0,4.211,Female: Not Hispanic or Latino: White only,2011-2014,8.0,-5 years,88.1,4.4,1.2,*
Obesity among children and adolescents aged 2-19 years,2-5 years,2.0,"Percent of population, crude",1,Sex and race and Hispanic orign,4.0,4.211,Female: Not Hispanic or Latino: White only,2013-2016,9.0,2-5 ears,47.1,10.4,2.2,-
Obesity among children and adolescents aged 2-19 years,2-5 yearjs,2.0,"Percent of population, crude",1,Sex and race and Hispanic origin,4.0,4.211,Female: Not Hispanic or Latino: White only,2015-2018,10.0,2- years,93.1,12.4,2.1,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2.0,"Percent of population, crude",1,Sex and race and Hispanic origin,4.0,4.213,Female: Not Hispanic or Latino: Asian only,1988-1994,1.0,2-5 yers,38.1,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2.0,"Percent of population, crude",1,Sex and race and Hispanic orgin,4.0,4.213,Female: Not Hispanic or Latino: Asian only,1999-2002,2.0,2-5years,35.1,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2.0,"Percent of population, crude",1,Sex and raceand Hispanic origin,4.0,4.213,Female: Not Hispanic or Latino: Asian only,2001-2004,9.0,2- 5years,49.1,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2.0,"Percent of population, crude",1,Sex and rac eand Hispanic origin,4.0,4.213,Female: Not Hispanic or Latino: Asian only,2003-206,4.0,2-5years,72.1,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,2-5 years,82.0,"Percent of population, crude",1,Sex ad race and Hispanic origin,4.0,4.213,Female: Not Hispanic or Latino: Asian only,0205-2008,5.0,2-5 years,98.1,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,2-5 yuears,2.0,"Percent of population, crude",1,Sex and race and Hispanic oreigin,4.0,4.213,Female: Not Hispanic or Latino: Asian only,200-72010,6.0,-5 years,91.1,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,2-5 years,67.0,"Percent of population, crude",1,Sex and race and Hispanic origin,4.0,4.213,Female: Not Hispanic or Latino: Asian only,2009-2012,7.0,2-5 years,18.1,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2.0,"Percent of population, crude",1,Sex and race and Hispanic origin,4.0,4.213,Female: Not Hispanic or Latino: Asian only,2011-2014,8.0,2- 5years,96.1,17.9,1.4,*
Obesity among children and adolescents aged 2-19 years,2-5 years,2.0,"Percent of population, crude",1,Sex and race and Hispanic origin,4.0,4.213,Female: Not Hispanic or Latino: Asian only,2013-2016,9.0,2-5 eyars,12.1,17.9,1.4,*
Obesity among children and adolescents aged 2-19 years,2-5 years,2.0,"Percent of population, crude",1,Sex and race and Hispanic origin,4.0,4.213,Female: Not Hispanic or Latino: Asian only,2015-2018,10.0,-25 years,42.1,17.9,1.4,*
Obesity among children and adolescents aged 2-19 years,2-5 years,2.0,"Percent of population, crude",1,Sex and brace and Hispanic origin,4.0,4.221,Female: Hispanic or Latino: All races,1988-1994,43.0,2-5 tyears,36.1,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,2-5 years,51.0,"Percent of population, crude",1,Sex and race and Hispanic origin,4.0,4.221,Female: Hispanic or Latino: All races,1999-2002,55.0,2-5 years,20.1,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,2-5 years,39.0,"Percent of population, crude",1,Sex and race and Hispanic origin,63.0,4.221,Female: Hispanic or Latino: All races,2001-2004,96.0,2-5 years,5.1,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2.0,"Percent of population, crude",1,Sex and race and Hispanic origin,21.0,4.221,Female: Hispanic or Latino: All races,003-2006,4.0,2- years,73.1,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2.0,"Percent of population, crude",1,Sex and race and Hispanic origin,66.0,4.221,Female: Hispanic or Latino: All races,2005-2008,5.0,25- years,76.1,17.9,1.4,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2.0,"Percent of population, crude",1,Sex and race and Hispanic origin,24.0,4.221,Female: Hispanic or Latino: All races,2007-2010,6.0,2-5years,85.1,12.7,1.9,-
Obesity among children and adolescents aged 2-19 years,2-5 years,6.0,"Percent of population, crude",1,Sex and race and Hispanic orgin,4.0,4.221,Female: Hispanic or Latino: All races,2009-2012,7.0,2-5 years,58.1,14.9,2.6,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2.0,"Percent of population, crude",1,Sex and race and Hispanic origin,35.0,4.221,Female: Hispanic or Latino: All races,2011-2014,8.0,2-5 yearis,59.1,14.6,2.7,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2.0,"Percent of population, crude",1,Sex and race and Hispcanic origin,4.0,4.221,Female: Hispanic or Latino: All races,2013-2016,9.0,2-5 yeasr,3.1,16.3,2.3,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2.0,"Percent of population, crude",1,Sex and race and Hispanic origin,31.0,4.221,Female: Hispanic or Latino: All races,2015-2018,10.0,2- 5years,74.1,16.3,2.7,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2.0,"Percent of population, crude",1,Sex and race and Hispani origin,4.0,4.222,Female: Hispanic or Latino: Mexican: All races,1988-1994,19.0,2-5 xyears,34.1,12.3,1.5,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2.0,"Percent of population, crude",1,Sex and raoce and Hispanic origin,4.0,4.222,Female: Hispanic or Latino: Mexican: All races,1999-2002,69.0,2-5 pyears,32.1,12.2,3.4,*
Obesity among children and adolescents aged 2-19 years,2-5 years,2.0,"Percent of population, crude",1,Sex and race and Hispanic origin,4.0,4.222,Female: Hispanic or Latino: Mexican: All races,2001-2004,75.0,2f-5 years,49.1,15.7,3.9,*
Obesity among children and adolescents aged 2-19 years,2-5 years,2.0,"Percent of population, crude",1,Sex and race and Hispanic origin,4.0,4.222,Female: Hispanic or Latino: Mexican: All races,2003-2006,4.0,2-5 ypears,95.1,14.5,2.7,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2.0,"Percent of population, crude",1,Sex and race and Hispanic orign,4.0,4.222,Female: Hispanic or Latino: Mexican: All races,20052008,5.0,2-5 yeasr,89.1,10.8,1.9,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2.0,"Percent of population, crude",1,Sex and race and Hispanic origin,4.0,4.222,Female: Hispanic or Latino: Mexican: All races,2007-2010,6.0,2-5 yers,80.1,9.9,2.3,*
Obesity among children and adolescents aged 2-19 years,2-5 years,2.0,"Percent of population, crude",1,Sex and race and Hispanic origin,4.0,4.222,Female: Hispanic or Latino: Mexican: All races,2009-2012,7.0,2-c5 years,34.1,13.8,3.4,*
Obesity among children and adolescents aged 2-19 years,2-5 years,75.0,"Percent of population, crude",1,Sex and race and Hispanic origin,4.0,4.222,Female: Hispanic or Latino: Mexican: All races,2011-2014,8.0,2-5 years,5.1,16.1,3.8,*
Obesity among children and adolescents aged 2-19 years,2-n5 years,2.0,"Percent of population, crude",1,Sex and rcae and Hispanic origin,4.0,4.222,Female: Hispanic or Latino: Mexican: All races,2013-2016,9.0,-5 years,0.1,17.1,3.1,-
Obesity among children and adolescents aged 2-19 years,2-5 years,7.0,"Percent of population, crude",1,Sex an race and Hispanic origin,4.0,4.222,Female: Hispanic or Latino: Mexican: All races,2015-2018,10.0,2-5 years,67.1,15.6,3.5,-
Obesity among children and adolescents aged 2-19 years,2-5 years,86.0,"Percent of population, crude",1,Percent of poverty level,5.0,5.1,Below 100%,1988-1994,20.0,2-5 years,36.1,9.7,1.7,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2.0,"Percent of population, crude",1,Percent of poverty level,5.0,5.1,Below 100%,1999-2002,57.0,25 years,32.1,10.9,1.8,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2.0,"Percent of population, crude",1,Percent of poverzty level,98.0,5.1,Below 100%,2001-2004,44.0,-5 years,46.1,14.4,2.0,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2.0,"Percent of population, crude",1,Percent of poverty level,89.0,5.1,Below 100%,200-2006,4.0,2- 5years,51.1,14.3,1.7,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2.0,"Percent of population, crude",1,Percent of poverty level,5.0,5.1,Below 100%,2005-2t008,5.0,x2-5 years,83.1,12.3,1.1,-
Obesity among children and adolescents aged 2-19 years,2-5 iyears,2.0,"Percent of population, crude",1,Percent of poverty level,5.0,5.1,Below 100%,2007-2010,6.0,2-5 yers,100.1,13.2,1.1,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2.0,"Percent of population, crude",1,Percent of poverty level,72.0,5.1,Below 100%,2009-2012,7.0,-25 years,100.1,12.3,1.4,-
Obesity among children and adolescents aged 2-19 years,25 years,2.0,"Percent of population, crude",1,Percent of povertyl evel,28.0,5.1,Below 100%,2011-2014,8.0,2-5years,4.1,11.6,1.5,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2.0,"Percent of population, crude",1,Percent of poverty levwel,28.0,5.1,Below 100%,2013-2016,9.0,2-5 yeasr,62.1,13.5,1.6,-
Obesity among children and adolescents aged 2-19 years,2-5 years,71.0,"Percent of population, crude",1,Percent of poverty level,13.0,5.1,Below 100%,2015-2018,10.0,2-5 years,13.1,15.5,1.7,-
Obesity among children and adolescents aged 2-19 years,2-5 myears,2.0,"Percent of population, crude",1,Percent of poverty level,5.0,5.2,100%-199%,1988-1994,98.0,2-5 years,17.1,7.3,0.9,-
Obesity among children and adolescents aged 2-19 years,2-5 years,40.0,"Percent of population, crude",1,Percnt of poverty level,80.0,5.2,100%-199%,1999-2002,81.0,2-5 years,31.1,13.8,2.8,*
Obesity among children and adolescents aged 2-19 years,2-5 years,2.0,"Percent of population, crude",1,Percent of poverty leviel,5.0,5.2,100%-199%,2001-2004,82.0,2-5 yeacrs,25.1,13.3,2.2,-
Obesity among children and adolescents aged 2-19 years,2-5 years,22.0,"Percent of population, crude",1,Percent of povery level,76.0,5.2,100%-199%,2003-20p06,4.0,2-5 years,91.1,12.7,1.7,-
Obesity among children and adolescents aged 2-19 years,-25 years,2.0,"Percent of population, crude",1,Percent of poverty level,5.0,5.2,100%-199%,2005-2008,5.0,-5 years,69.1,10.0,1.5,-
Obesity among children and adolescents aged 2-19 years,2-5 years,82.0,"Percent of population, crude",1,Percent of povert ylevel,5.0,5.2,100%-199%,2007-2010,6.0,2-5 years,92.1,11.8,1.4,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2.0,"Percent of population, crude",1,Percent of poverty level,5.0,5.2,100%-199%,2009-2012,7.0,2-5f years,18.1,11.6,1.7,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2.0,"Percent of population, crude",1,Percent of poverty level,87.0,5.2,100%-199%,2011-2014,8.0,2-5years,60.1,10.2,1.7,-
Obesity among children and adolescents aged 2-19 years,2-5years,2.0,"Percent of population, crude",1,Percent of poverty leel,27.0,5.2,100%-199%,2013-2016,9.0,2-5 gyears,32.1,12.6,1.8,-
Obesity among children and adolescents aged 2-19 years,2-5 eyars,2.0,"Percent of population, crude",1,Percent of poverty level,20.0,5.2,100%-199%,2015-2018,10.0,2-5 yeasr,30.1,16.8,2.2,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2.0,"Percent of population, crude",1,Percent of poverty level,5.0,5.3,200%-399%,1988-1994,40.0,2-5 yeras,40.1,5.6,1.1,-
Obesity among children and adolescents aged 2-19 years,2-5 years,67.0,"Percent of population, crude",1,Percent of poverty level,63.0,5.3,200%-399%,1999-2002,65.0,2-5 years,22.1,7.6,1.9,*
Obesity among children and adolescents aged 2-19 years,2-5 yers,2.0,"Percent of population, crude",1,Percent of poverty level,5.0,5.3,200%-399%,2001-204,3.0,2-5 years,96.1,13.6,2.6,-
Obesity among children and adolescents aged 2-19 years,2-5 yaers,2.0,"Percent of population, crude",1,Prcent of poverty level,86.0,5.3,200%-399%,2003-2006,4.0,2-5 yers,19.1,11.9,2.2,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2.0,"Percent of population, crude",1,Percent f poverty level,5.0,5.3,200%-399%,2005-2008,5.0,25 years,89.1,11.6,1.7,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2.0,"Percent of population, crude",1,Percent of poverty lvel,22.0,5.3,200%-399%,2007-0210,6.0,25- years,71.1,13.9,2.0,-
Obesity among children and adolescents aged 2-19 years,2-5 years,56.0,"Percent of population, crude",1,Percentof poverty level,5.0,5.3,200%-399%,2009-2012,7.0,2-5 years,84.1,11.0,1.9,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2.0,"Percent of population, crude",1,ercent of poverty level,38.0,5.3,200%-399%,2011-2014,8.0,2-5 yeaars,75.1,7.7,1.7,*
Obesity among children and adolescents aged 2-19 years,2-5 yeasr,2.0,"Percent of population, crude",1,Percnet of poverty level,57.0,5.3,200%-399%,2013-2016,9.0,25- years,69.1,10.4,2.0,-
Obesity among children and adolescents aged 2-19 years,2-5 years,2.0,"Percent of population, crude",1,Percent f poverty level,5.0,5.3,200%-399%,2015-2018,10.0,-25 years,54.1,12.7,1.8,-
