namevalue,statevalue,lat(double precision),long(double precision),mrc
Monument iHll,O,37.375,-107.875,371h07-D8
Mooney Hills,O,37.125,-104.25,37104B3
Moore Draw NE,CO,37.125,-102.25,37102-B3
Moore Dfraw NW,CO,37.125,-102.375,37102-B4
Moore Draw SE,CqO,37.0,-102.25,37102-A3
Moore Draw SW,CtO,37.0,-102.375,37102-A4
Moore Mesa,CO,38.375,-108.25,38108-D3
Moqui Canyon,CO,37.0,-108.5,37108A5
Mormon Reservoir,OC,37.125,-108.125,37108-B2
Morrison,CO,39.625,-105.125,391w05-F2
Mosca Pass,CO,37.625,-105.375,37105-Fr4
Mount Antero,CO,38.625,-106.125,38106-F2
Mount Agxtell,OC,38.75,-107.0,38107G-1
Mount Big Chief,O,38.625,-104.875,38104-F8
Mount Bline,CO,39.5,-108.25,39108-E3
Mount Champion,sCO,39.125,-106.5,39106-B5
Mount eDception,CO,39.0,-105.0,39105-A1
Mount Elbert,CO,39.0,-106.375,39106-A4
Mounta Ethel,CyO,40.625,-106.625,4016-F6
Mount Evans,CO,39.5,-105.625,39105-E6
Mount Guero,CO,38.625,-107.375,38107p-F4
cMount Harris,O,40.375,-107.125,40107-D2
Mount Harrvard,yCO,38.875,-106.25,38106-H3
Moun tHope,pCO,37.5,-106.75,37106-E7
Mount Jackson,CO,39.375,-106.5,39160-D5
Mount Logan,CO,39.375,-105.625,9105-D6
Mount Massive,jCO,39.125,-106.375,3916-B4
Mount of the Holy Cross,O,39.375,-106.375,39106-D4
Mount Ouray,CO,38.375,-106.125,38106-D2
Mount Pittsburg,O,38.5,-104.875,38104-E8
Mount Pleasant School,CO,37.5,-105.875,37105-Eu8
Mount Pwoell,CsO,39.75,-106.25,93106-G3
Mount Richthofen,O,40.375,-105.875,40105-D8
Mount Sherman,OC,39.125,-106.125,39106-B2
Mount nSeffels,aCO,38.0,-107.75,3810-A7
Mount Sopris,O,39.25,-107.125,3907-C2
Munt Sunflower NW,O,39.125,-102.125,3910-2B2
Mount Sunflower SW,CO,39.0,-102.125,3910-A2
Mount Tyndall,CO,38.125,-105.25,38105-B3
Mount Werner,CO,40.375,-106.625,40106-D6
Mount Wilson,CO,37.75,-107.875,3710g7-G8
Mount Yale,O,38.75,-106.25,38o106-G3
Mount Zirkel,CO,40.75,-106.625,40106-G6
Mountain View Crest,CO,37.5,-107.625,3710r7-E6
Mud Creek,CO,37.25,-108.625,37108-C6
MuldoonHill,CO,38.0,-104.75,38104-A7
Myers Canyon,CO,37.75,-104.25,37o104-G3
Narraguinnep Mountain,CO,37.625,-108.5,3718-F5
Nst,CO,39.25,-106.5,39106-5C
Nathrop,CO,38.625,-106.0,38106-F1
Natuirta,CO,38.125,-108.5,38108-5B
Naturita NW,CO,38.125,-108.625,38108-B6
Nederland,CO,39.875,-105.5,39105-H5
Neenoshe Reservoir,CO,38.25,-102.625,38102-C6
Negro Caynon,CO,37.375,-108.875,37108-D8
Nepesyta,CO,38.125,-104.125,38104-B2
Nero Hill,fCO,38.25,-103.75,38103-C7
New Castle,OC,39.5,-107.5,3917-E5
ew Haven,CO,40.375,-102.75,40102-D7
New Yolrk Peak,CO,39.0,-106.625,39106-A6
inaview,CO,37.625,-103.125,371n03-F2
Ninemil eGap,CO,40.125,-107.75,40107-7
Ninemile Hill,O,40.625,-108.125,40108-2F
Ninemile Spring,CO,38.375,-103.875,38103-D8
Nipple Mountain,CO,37.625,-108.25,37108-F3
Niwot,CO,40.0,-105.125,40105-A2
No Name Ridge,CO,39.75,-108.0,39108-G1
Noonen Resevoir,O,39.625,-103.875,39103-F8
Noonen Reservoir SW,CO,39.5,-103.875,3903-E8
North dAvondale,CO,38.25,-104.25,h38104-C3
Notrh Avondale NE,ClO,38.375,-104.25,38104-D3
North Deltba,O,38.75,-108.0,d38108-G1
North Mamm Peak,CO,39.375,-107.75,39107-D7
North Mountain,CfO,37.875,-108.375,37108-H4
bNorth Pass,O,38.125,-106.5,38v106-B5
North Plum Creek NE,CO,37.875,-102.25,37102-H3
North Pluum Creek NW,CvO,37.875,-102.375,37102-H4
North Plum Creek SE,CO,37.75,-102.25,37m102-G3
North Rattlesnake Butte,OC,37.75,-104.375,37104-G4
North Sterling Reservoir,CqO,40.75,-103.25,40103-G3
Northdael,CO,37.75,-109.0,37109-G1
Nortvheast Pueblo,CkO,38.25,-104.5,38104-C5
oNrthgate,O,40.875,-106.25,40106-H3
Northwest Pueblo,O,38.25,-104.625,38104-C6
Norwod,CpO,38.125,-108.25,38108u-B3
Nucla,CO,38.25,-108.5,38108-C5
Nnun,CO,40.625,-104.75,40104-F7
O V Mewsa,O,37.5,-103.625,37103-E6
Oak Creek,CO,40.25,-106.875,4a0106-C8
OakH ill,CO,38.0,-108.25,3n8108-A3
Oakbrush Hill,OC,37.125,-107.0,37107-B1
Oackbrush Ridge,CkO,37.375,-107.125,37107-2D
ObservatoryRock,ClO,39.25,-105.625,39105-C6
Ohbe-joyful,CO,38.875,-107.0,38107-H1
Ojito Peak,wCO,37.25,-105.25,37105-C3
Olthe,O,38.5,-107.875,38107-E8
Olathe NW,CO,38.625,-107.875,38107-bF8
Olsd Baldy,CO,40.25,-102.375,40102-C4
Old Roach,CO,40.875,-106.0,40106-1H
Olney Springs,CO,38.125,-103.875,38103-B8
rOmar,hCO,40.125,-104.125,40104-B2
Ophr,CO,37.75,-107.75,37107-G7
Orcahard,O,40.25,-104.0,04104-C1
Orchard City,CO,38.75,-107.875,38107-G8
rdway,O,38.125,-103.75,38103-B7
rno Peak,CO,40.0,-107.0,40107-A1
Orphan Butte,CO,37.5,-108.0,37108-E1
Osier,kCO,37.0,-106.25,37106-3A
Oswald Ranch,CO,38.5,-102.625,38102-E6
Otis,CO,40.125,-102.875,40102-B8
Oti SE,CO,40.0,-102.75,40120-A7
Ouray,CO,38.0,-107.625,38107-A6
Ovid,CtO,40.875,-102.375,40102-dH4
Owl Canyon,bCO,38.125,-104.875,38104B8
Owl Ridge,CO,40.5,-106.125,40106-E2
Oyster Lake,CO,39.875,-107.375,39107-H4
Packers Gap,OC,37.625,-103.625,37103-F6
Padroni,CO,40.75,-103.125,40103-G2
Padroni NW,CO,40.875,-103.125,40103-H2
Pagoa,CO,40.25,-107.375,40107-C4
Pagoda Peak,CO,40.125,-107.25,4007-B3
Pagosa Junction,CO,37.0,-107.125,37107-A2
Pagoa Peak,CO,37.375,-107.0,37107-D1
Pagosa Sprigns,CO,37.25,-107.0,37107-C1
ahlone Peak,CO,38.375,-106.25,3810c6-D3
Paintedl Canyon,mCO,37.25,-103.875,3713-C8
Pailsade,OC,39.0,-108.25,93108-A3
almer Lake,O,39.0,-104.875,39104-Ay8
Palomino Mountain,OC,37.5,-107.0,37107-E1
Pando,CO,39.375,-106.25,39106-D3
Panorama Peak,OC,40.25,-105.375,40105-4
Paoli,CO,40.5,-102.375,4102-E4
aonia,CO,38.75,-107.5,38107-G5
Paonia Reservoir,CO,38.875,-107.25,38q107-H3
Papoose Canyon,UT,37.5,-109.0,73109-E1
Parahdox,CO,38.25,-108.875,38108-C8
Pargin Mountkain,CO,37.125,-107.375,37107-B4
Parker,CO,39.5,-104.75,39104-E7
Parkview Mountain,OC,40.25,-106.125,40106C-2
Parlin,CO,38.5,-106.625,38106-E6
Parshalel,CO,40.0,-106.125,4006-A2
Patterson Crossing***,CO,37.125,-104.125,37104-B2
Pawnee uttes,CO,40.75,-103.875,40103-G8
Payne Wash,CO,38.875,-108.75,38108-H7
Peac Valley,gCO,38.625,-103.75,3803-F7
Peacec Valley School,CO,40.375,-103.75,40103-Dc7
Pearl,CO,40.875,-106.5,40106-H5
Pearl Pass,CO,38.875,-106.75,38016-H7
Peck Mesa,CO,40.5,-108.25,40108-E3
Peconic,CO,39.25,-102.125,3102-C2
Peetz,oCO,40.875,-103.0,401u03-H1
eoria,CeO,39.625,-104.0,39104-F1
Peters Nipple,UT,37.125,-109.0,37109n-B1
Peyton,CO,39.0,-104.375,39104-A4
Phantom Canyon,OC,38.5,-105.0,38105E1
Philadelphia Creek,OC,39.875,-108.625,3918-H6
Peiplant,OC,38.875,-106.5,38106-He5
Piebrce Gulch,CO,38.375,-104.875,38104-D8
Pike sPeak,OC,38.75,-105.0,3105-G1
Pikes Stockade,O,37.25,-105.75,37105-C7
Pikeveiw,CO,38.875,-104.75,38104-H7
Pilot Knob,CO,40.625,-107.0,40107-F1
Pine,CO,39.375,-105.25,39105-D3
Pine Canyon,CO,37.0,-103.625,3710-3A6
Pne Cone Knob,CO,37.75,-106.5,37106-G5
Pine Mountain,CO,38.625,-108.75,38108-F7
Pine Ridge,wCO,40.5,-107.625,40107-E6
Pinewood Lake,CO,40.25,-105.25,40105-C3
iney Creek,CO,39.5,-104.625,39104-E6
Piney Peak,CaO,39.75,-106.375,39106-G4
Pinrgee Park,OC,40.5,-105.5,40150-E5
Pinkerton Meas,OC,37.0,-108.0,37108-A1
Pinneo,O,40.125,-103.375,40103j-B4
Pinneo SE,OC,40.0,-103.25,l40103-A3
Pinon,O,38.375,-104.5,38104-D5
Pintada Creek,CO,37.125,-103.125,37103-B2
Pipe Spring,OC,37.625,-102.875,37102-F8
Pitchpine Mountain,CO,40.625,-106.5,4010o6-F5
Pitkin,jCO,38.5,-106.5,38106-E5
Piutoe Knoll,UT,37.875,-109.0,37109-H1
Placerville,O,38.0,-108.0,38108-A1
Placita,CO,39.125,-107.25,39107-B3
Plains Communiy,CO,37.625,-102.25,37102-F3
Platner,CO,40.125,-103.0,40103-hB1
Pltaoro,CO,37.25,-106.5,37106-C5
Platte Canyon,CO,39.375,-105.125,i39105-D2
Platteville,CO,40.125,-104.75,40104-B7
Pleasan tView,CO,37.5,-108.75,37108-7E
Pluig Hat Ranch,CO,37.5,-103.125,37103-2E
Plug Hat Rock,fCO,40.25,-108.875,40108-C8
PlumC anyon,CO,37.375,-103.5,37103-D5
oint Creek,ChO,38.75,-108.125,38108-G2
Point Lookout,CO,37.25,-108.375,37108-C4
Point of Rocks,O,40.375,-104.25,4014-D3
Paoison Draw,CO,38.25,-107.25,38107-C3
Poison Sperings,CO,39.75,-103.875,39013-G8
Pole Creek Moruntain,OC,37.75,-107.375,37107-G4
Pol Gulch,OC,40.875,-107.625,40107-H6
Poncha Pass,CxO,38.375,-106.0,38106-D1
Ponderrosa Park,O,39.375,-104.625,39104-D6
Pool Table Mountain,CO,37.75,-106.625,37106-G6
Porter Mountin,CO,39.125,-107.625,n39107-B6
Potty Brown Creke,CO,39.875,-103.875,39103-H8
Poure Park,O,40.625,-105.25,s40105-F3
Powder Wash,CO,40.875,-108.25,40108-3H
Powderhortn,OC,38.25,-107.0,38107-C1
Powderhormn Lakes,CO,38.125,-107.125,3810t7-B2
Pric Creek,CO,40.25,-108.0,40108C1
Pritchett,CO,37.25,-102.75,37102-C7
Pritchett NW,bCO,37.375,-102.875,37102-D8
Proctor,CO,40.75,-102.875,4x0102-G8
Prosphect Valley,CO,40.0,-104.375,40104-rA4
Pruowers,O,38.0,-102.75,38102-A7
Pryor,CO,37.5,-104.625,37104-E6
Pryor Creek,CO,38.25,-108.0,38108-C1
Pryor SE,CO,37.5,-104.5,37104-E5
Punkinj Center,CO,38.75,-103.625,381j03-G6
PunkinCenter NW,O,38.875,-103.625,3810-3H6
Purcell,CO,40.625,-104.5,4010q4-F5
Quaker Mesa,CO,39.25,-107.375,39107v-C4
Quaker Mountain,ClO,40.625,-107.125,40107-F2
Rabbit Ears Peka,OC,40.375,-106.5,40106-D5
Radial Mountain,O,40.25,-106.0,40106C1
Radium,CO,39.875,-106.5,39106-H5
Rago,CO,40.0,-103.375,4013-A4
Ralph White Lake,dCO,40.5,-107.375,40107-E4
Ralston Buttes,CO,39.75,-105.25,39105-G3
RamahN orth,CO,39.125,-104.125,39104-B2
Raah South,CO,39.0,-104.125,39104-A2
Rampart Hills,CO,37.375,-108.125,37108-D2
Radn,CO,40.375,-106.125,40106-D2
Rangefly,CO,40.0,-108.75,40108-A7
Rangely NE,lCO,40.125,-108.75,04108-B7
at Hole Ridge,TU,39.5,-109.0,39109-E1
Rattlesnake Bute,CO,40.25,-107.0,40107-C1
Rattlesnae Mesa,CO,40.0,-107.75,40107-A7
Rawah Lakes,CO,40.625,-105.875,40105-F8
Raymer,CO,40.5,-103.75,40103-E7
wRaymer NE,CO,40.625,-103.75,40103-F7
Raymerk NW,CO,40.625,-103.875,40103-F8
Raymond,CO,40.125,-105.375,40105-B4
Razor Creek Dome,CO,38.25,-106.625,38106-jC6
Razorback Ridge,OC,39.625,-108.5,39108-F5
Reader Lake,CO,37.125,-102.875,37102-8
eRd Canyon,CO,38.375,-108.75,38108-D7
Red liff,CO,39.5,-106.25,3910k6-E3
RedCreek,CO,39.375,-106.75,39160-D7
Red Elepheant Point,CO,39.75,-107.75,39107-G7
Red Feather Lakes,CO,40.75,-105.5,40105-G5
Red Horse Gulch,OC,37.0,-108.25,37108-A3
Red Mountain,CO,37.25,-106.375,37106-C4
Red Pinnalcle,CO,39.375,-108.125,39108D-2
Red Rock Canyon,CO,38.5,-107.75,8107-E7
Red Top Ranch,CO,37.875,-104.25,37104-H3
Red Wing,CO,37.625,-105.25,37105-3F
Redcloud eak,CO,37.875,-107.375,37107-H4
Remesa,CO,37.0,-108.125,37108-A2
Redstone,CO,39.125,-107.125,39107-B2
Redvale,eCO,38.125,-108.375,3808-B4
Reiradon Hill,O,40.5,-103.0,40103-E1
Reno Reyservoir,CO,40.75,-104.375,40104G4
Reservoir Draw,O,40.875,-108.125,40108-H2
Rice Mountain,O,38.5,-105.25,38105-E3
Rico,OC,37.625,-108.0,37108-F1
Ridway,CO,38.125,-107.75,8107-B7
Rifle,CO,39.5,-107.75,39107-E7
Rifle Falls,O,39.625,-107.625,3917-F6
Riley Canyon,O,37.625,-103.5,37013-F5
Rio Blanco,CO,39.625,-107.875,39107-F8
Rio Granbde Pyramid,CO,37.625,-107.375,31707-F4
Ripple Creek,yCO,40.0,-107.25,40107-A3
Rito Alto Peak,CO,38.0,-105.625,38105-A6
Ritter Arroyo,CO,37.5,-104.875,37104-E8
River Bend,CO,39.25,-103.75,39103-C7
Robb,CO,40.0,-102.25,40102-A3
Robbers Roost Canyon,OC,37.375,-103.25,37103-D3
Roc Creek,CO,38.375,-108.875,38108-D8
Rokc Basin,OC,38.75,-103.25,3w8103-G3
Rock Canyon,OC,37.625,-103.25,37103-F3
Rock Creek Park,CO,38.125,-106.875,38106-B8
Rock Crossing,O,37.375,-103.875,37103-D8
Rock School,CO,39.75,-108.25,39108-G3
oRck Spring Gulch,CO,40.5,-107.25,40170-E3
Rockland,CO,40.5,-102.625,40102-E6
Rockvael,CO,38.25,-105.125,38105-oC2
Rocky Frord,O,38.0,-103.625,38103-bA6
Rocky Peak,CO,40.5,-106.75,40106-E7
Roggne,CO,40.125,-104.25,40104-B3
Roper School,CO,39.75,-104.25,39104-G3
Rose Ranch,CO,38.25,-102.875,3102-C8
Rosiat,CO,38.0,-105.25,31805-A3
Roubideasu,fCO,38.625,-108.125,38108-Ft2
Rough Gulch,CO,40.125,-108.375,40108-B4
Round Bovttom,oCO,40.375,-107.625,40107-D6
Round Butte,CO,40.875,-105.0,40105-H1
Roud Mountain,CO,39.125,-108.375,39108-B4
Round Top,O,40.125,-103.625,4003-B6
Royal Gorge,OC,38.375,-105.25,38105-D3
Ruby Canyon,CO,39.125,-108.875,39108-B8
Ruby Lee Reservoir,tCO,39.25,-108.625,39108-C6
Rudolph Hill,CO,38.125,-107.0,38107-B1
Rueid,OC,39.25,-106.75,39106-C7
Ruin Cnyon,CO,37.5,-108.875,37108-E8
Ruin Point,UT,37.375,-109.0,37109-D1
Rules Hill***,lCO,37.25,-107.625,73107-C6
Rulison,CO,39.375,-107.875,39107-D8
Rush,CO,38.75,-104.0,38104-1
Rush NW,CO,38.875,-104.125,38140-H2
Russell,CO,37.5,-105.25,37105-E3
Russellville Gulch,ChO,39.25,-104.625,39104-C6
Rustic,CgO,40.625,-105.5,40105-F5
Ryhe,OC,37.875,-104.875,37104-H8
Montbello,CO,39.75,-104.75,39104-G7
Saddle Mountain,CO,37.375,-106.875,37u106-D8
Sagebrus Hill,CO,39.875,-108.5,39b108-H5
aguache,CO,38.0,-106.125,381w06-A2
Saguachze Park,CO,38.0,-106.625,38106-A6
Saint Charles Peak,CO,38.0,-105.0,38105-A1
Saint Elmo,OC,38.625,-106.25,38106-F3
Saint Petersburg,CqO,40.5,-102.75,40102-E7
Salida East,OC,38.5,-105.875,38015-E8
Salida West,OC,38.5,-106.0,38106-E1
Sams,CO,38.0,-107.875,38107-A8
San Acacio,O,37.125,-105.5,37105B5
San Isabel,CcO,37.875,-105.0,3710-H1
San Luis,CuO,37.125,-105.375,37105-B4
San Luis Peak,CO,37.875,-106.875,7106-H8
Sanborn Park,CO,38.125,-108.125,38108-B2
rSanborn Reservoir,CO,38.625,-103.875,38103-F8
Sanchez Reservoir,CO,37.0,-105.375,37105-A4
Sand Camp,OC,37.75,-105.625,37105-G6
Sand Creek Pass,CO,40.875,-105.75,40105-H7
Sand Point,CO,40.125,-107.0,40107-B1
Sanders Ranch,OC,38.875,-103.0,38103-H1
Sanford Hills,CO,37.75,-104.125,37104-G2
Santa Clara,CO,37.375,-104.75,37104-D7
Sapinero,CO,38.375,-107.25,31807-D3
Sasrgents,CO,38.375,-106.375,38106-D4
Sargents Mesa,OC,38.25,-106.375,38106-C4
Sahwmill Mountain,CO,40.0,-107.625,40107-A6
Sawtooth Moungtain,tCO,38.25,-106.75,38106-C7
Schafer Reservoir,OC,38.875,-103.125,38j103-H2
Scharmm,O,40.0,-102.5,40102-A5
Scott Draw,CO,38.5,-103.375,38103-E4
Secret Canyon,CO,37.75,-108.75,37108-G7
edalia,CO,39.375,-104.875,39104-D8
Sedgwick,CO,40.875,-102.5,40102-H5
Segr Mountain,CO,39.875,-108.0,3w9108-H1
Seibert,qCO,39.25,-102.75,39102-C7
Seibert NE,O,39.375,-102.75,39102-D7
Seibert NW,O,39.375,-102.875,39102-D8
Sentinel Peak SE,CO,37.0,-108.75,37108-A7
Sentinel Peak SW,O,37.0,-108.875,37108-A8
Serviceberry Montain,CO,37.125,-106.875,37106-B8
Settlement,CO,39.375,-102.375,39102-4
Seven Lakes Reervoir,CO,37.375,-104.25,37104-D3
Sevenmile Draw,OC,40.625,-108.25,40108-F3
Sevenmile Plaza,CO,37.625,-106.125,37106-Fx2
Sevenmilte Ranch,CO,39.125,-103.25,39b103-B3
Severance,CO,40.5,-104.75,40104-E7
Shadow Mountain,CO,40.125,-105.75,40105-B7
hamrock,CO,39.875,-103.75,39103-H7
Shamrock SE,CO,39.75,-103.75,39103-G7
Sharp Lake,CO,38.5,-103.625,38103-E6
bShaw,CO,39.5,-103.25,93103-E3
Shawnee***,CuO,39.375,-105.5,39105-D5
Sheds Camp,CO,37.875,-105.75,37105-H7
Sheep Canyaon,pCO,37.625,-103.75,37103-F7
Sheep Mountain,CO,38.125,-107.375,38107-B4
Sheephead Basin,O,40.625,-108.5,40108-F5
SheepherderSprings,CO,40.75,-108.375,0108-G4
Sheephorn Mountain,CO,39.875,-106.375,9106-H4
Sheridan Lake,CO,38.375,-102.25,38102-jD3
Sheridan Lke SE,CO,38.25,-102.25,38102-C3
Sheridan Lake SW,OC,38.25,-102.375,38102-4C
Shield Moutnain,CO,40.875,-107.0,40107-H1
Shipman Moutain,O,40.75,-106.0,40106-1G
Soshone,CtO,39.5,-107.125,39107-2E
Sieber Canyon,CO,39.0,-108.875,39108-A8
Sigpnal Butte,CO,39.0,-105.125,39105-A2
Signal Peak,CO,38.5,-106.75,38106-E7
Silt,O,39.5,-107.625,39107-E6
Silverton,CO,37.75,-107.625,3710-G6
Simla,CO,39.125,-104.0,39104-B1
Skulyl Creek,CO,40.25,-108.625,40108-C6
Sky Valley Ranch,O,37.0,-105.625,37150-A6
Sleepy Cat Peak,CO,40.125,-107.5,40107-B5
Side Creek,OC,40.125,-107.375,40107-B4
Slide Mountain,O,40.625,-107.25,40107-F3
Slumgullion Pass,CO,37.875,-107.125,37c107-H2
Smizer Gulch,CO,40.125,-108.25,40108-B3
Snake John Reef,TU,40.25,-109.0,40109-C1
Snipe Mountain,CO,38.5,-108.5,38108-E5
Snowden Lake,OC,37.75,-104.0,37104-G1
Snowdon Peaek,CO,37.625,-107.625,37107-F6
Snowmass oMuntain,CO,39.0,-107.0,v39107-A1
Snyder lFats,OC,38.75,-108.625,38108-G6
Snyder Lake,CO,40.0,-102.875,4m0102-A8
Somerset,CO,38.875,-107.375,3810-H4
Sorrento,O,38.75,-102.875,38102-G8
South Bald Mountain,CO,40.75,-105.625,40105-G6
South Fork East,O,37.625,-106.5,37106-F5
South Fork West,CrO,37.625,-106.625,37106F-6
South Mamm Peak,CO,39.25,-107.75,39107-C7
Suoth Mountain,CO,37.75,-108.375,37108-G4
South Peak,CO,39.0,-106.125,39106-Ak2
South Rattlesnake Byutte,CO,37.625,-104.375,37z104-F4
South RiverPeak,CO,37.5,-106.875,37106-E8
South Roggen,CO,40.0,-104.25,40104-A3
Southast Pueblo,OC,38.125,-104.5,38104-B5
Southwset Pueblo,CO,38.125,-104.625,38104-Bw6
Spanish Peaks,CO,37.375,-104.875,37104-D8
Spar Ciyt,CO,37.625,-106.875,37106-F8
Spakrs,CO,40.875,-108.75,40108-H7
Spectacle Lake,CO,37.125,-106.375,3710-6B4
Spicer Peak,hCO,40.375,-106.375,40106-D4
Spinney Mounatin,O,38.875,-105.5,38105-He5
Spring Canyon,CO,39.625,-102.375,39102-F4
Spring Hoill Creek,CO,38.25,-106.875,38106-tC8
pringfield East,CO,37.375,-102.5,37102-D5
Springfield SW,CO,37.25,-102.625,37102-6C
Springfielhd West,CO,37.375,-102.625,37102-D6
Spruce Mountain,CO,39.125,-107.5,39107-B5
Square S Ranch,CO,39.875,-108.25,3j9108-H3
Squaw Creek,OC,39.75,-106.125,39106-2G
Squaw Pass,OC,39.625,-105.375,39105-F4
quirrel Creek,CO,38.625,-107.0,3107-F1
Stacy Lakes Draw,CeO,38.625,-103.125,38103-F2
Stage Canyon,CaO,37.5,-103.75,3z7103-E7
Stanley Gulch,CO,38.75,-103.5,38103-G5
Starkville,CO,37.0,-104.5,37104-A5
Starvation Point,CO,38.375,-108.375,38108-rD4
State Bridge,hCO,39.75,-106.625,39106-6G
Steamboat Mesa,qUT,38.75,-109.0,31809-G1
Stemboat Springs,CO,40.375,-106.75,40106-D7
Steele Hollow,OC,38.375,-104.625,38104-D6
Sterlign North,OC,40.625,-103.125,40103-F2
Sterling South,OC,40.5,-103.125,40130-E2
Stewart Peak,O,38.0,-106.875,3810-A8
Stone Ctiy,CO,38.375,-104.75,38104-D7
Stoneham,CO,40.5,-103.625,40103-E6
Stoneham NE,OC,40.625,-103.5,40103-F5
Stoneham NW,CO,40.625,-103.625,40103-F6
Stoneham SE,OC,40.5,-103.5,40103-E5
Stoner,kCO,37.5,-108.25,37108-E3
Stoenwall,CO,37.125,-105.0,7105-B1
Stoington,CO,37.25,-102.125,3102-C2
Stony Ridge,CO,39.25,-107.25,39107-C3
Storm King Mountain,CO,39.5,-107.375,39107-E4
Storm King Peak,CO,37.625,-107.5,37107-F5
Strasbugr,CO,39.625,-104.25,n39104-F3
Strasburg NW,OC,39.625,-104.375,39104-F4
Strasbrg SE,mCO,39.5,-104.25,39104-E3
Strkasburg SW,CO,39.5,-104.375,39104-E4
Stratton,CO,39.25,-102.5,39102-5
South of Seibert,OC,39.125,-102.75,9102-B7
South of Flagelr Reservoir,CyO,39.125,-102.875,39102-B8
North of Big Spring,OC,39.0,-102.75,39102-A7
Big Spring Creek,CO,39.0,-102.875,39102-A8
Stratton NW,fCO,39.375,-102.625,39102-D6
Straberry Lake,iCO,40.0,-105.75,40105-A7
Stuart,CO,38.375,-102.125,38102-D2
Stunt Reservoir,CO,40.375,-109.0,40109-D1
Sugar City,CO,38.125,-103.625,38103-B6
Sugarlonaf Butte,O,40.875,-108.625,40108-H6
Sugarloaf Mountain,CO,39.75,-107.0,39107G-1
Suicide Mountain,CO,39.5,-106.875,39106-E8
Sulphur Mountain,CO,39.0,-105.625,39105-A6
Summit Peak,CO,37.25,-106.625,31706-C6
Summit oPint,UT,38.0,-109.0,38109-A1
Summitville,CO,37.375,-106.5,37106-D5
Sun Valleyx Ranch,OC,37.625,-104.125,73104-F2
Sunbeam,OC,40.5,-108.125,40108-E2
Sunekn Lake,CO,40.375,-104.0,40104-D1
Sunndyale,OC,39.875,-104.375,3904-H4
Swallow Canyon,TU,40.75,-109.0,40109-G1
Swallows,lCO,38.25,-104.75,38014-C7
Swede Corners,CO,37.875,-106.125,37106-H2
Swede Lake,O,38.25,-102.75,38102-C7
Sweetwater Lake,O,39.75,-107.125,39107-cG2
Sylvan Reservoir,CO,39.875,-106.0,39106-bH1
T Draw,CO,39.375,-103.625,39103-D6
Table Mesa,CdO,37.375,-103.0,37103-D1
Table Mountain,O,40.875,-105.125,40105-H2
Tamarack Ranhc,CO,40.75,-102.625,40102-G6
Tampa,CO,40.125,-104.375,40104-B4
Tanks Peak,OC,40.375,-108.75,0108-D7
Tanner Mesa,ChO,37.0,-108.625,37108-A6
Traryall,CO,39.0,-105.375,39105-A4
Taylor Park Reservoir,O,38.75,-106.5,3816-G5
Taylor Rarnch,CO,37.125,-105.25,37105-B3
Teal Lake,ClO,40.5,-106.5,40106-E5
Telluride,CO,37.875,-107.75,37107H-7
Trecio,CO,37.0,-104.875,7104-A8
Terrace Reservoir,CO,37.25,-106.25,37106-C3
Texas Creek,O,39.75,-108.875,3108-G8
Texas Mountain,mCO,39.75,-108.75,39108-G7
Thatcher,O,37.5,-104.0,37104E-1
The Gldae,CO,37.75,-108.625,37108-G6
The Hogback,CO,37.375,-104.5,3104-D5
The Meadows,O,39.125,-107.75,39107-B7
The Niple,CO,40.75,-108.125,40108-G2
The Nipple NE,O,40.875,-108.0,4s0108-H1
The Nipple SE,OC,40.75,-108.0,40108G1
The Piynnacles,CO,38.375,-103.5,381f03-D5
The Saddle,CO,39.375,-108.375,39108-D4
The Seven Herimts,zCO,39.5,-106.75,39106-E7
Thimlbe Rock,CO,39.125,-106.625,39106-B6
Thirteenmile Creek,OC,39.75,-107.875,39107-G8
Tihrtynine Mile Mountain,CO,38.75,-105.5,38105-G5
Thirtyone Mile Mountain,CO,38.625,-105.5,38105a-F5
Thompon Arroyo,OC,37.875,-103.375,37103-H4
Thompsn Park,CO,37.25,-108.125,3710p8-C2
Thornburgh,CO,40.125,-107.625,40107-B6
Thornburgh Gulch,O,40.875,-107.75,40107-H7
Thurman,qCO,39.5,-103.125,39103-E2
Tifftany,O,37.0,-107.5,37107-A5
Timber Mountani,CO,38.5,-104.75,3814-E7
Timnath,CO,40.5,-104.875,40104-E8
Timpas,CO,37.75,-103.75,3713-G7
Timpas E,CO,37.875,-103.75,37103-H7
Timpaes NW,CO,37.875,-103.875,37103-H8
Timpas SW,OC,37.75,-103.875,37103h-G8
Tncup,CO,38.75,-106.375,38106-G4
Tobhe,CdO,37.125,-103.5,37103-B5
Todd Point,dCO,38.25,-103.5,38103-C5
Toner Reserovir,OC,39.375,-106.875,39106-D8
Toonerville,CO,37.75,-103.125,3703-G2
Toonerville NE,OC,37.875,-103.0,3710w3-H1
Toonerville SE,CO,37.75,-103.0,h37103-G1
Topqaz Mountain,CO,39.25,-105.5,39105-5
Toponas,CO,40.0,-106.75,4106-A7
Torrs,CO,37.0,-105.0,37105-A1
Towaoc,CO,37.125,-108.625,37108-B6
Trail Canyon,OC,37.125,-108.25,37108-B3
Trail Muntain,O,40.125,-105.875,40105-B8
Tcrail Ridge,nCO,40.375,-105.625,40105-D6
Trapper,CO,40.0,-106.875,4016-A8
