year,state,hai,operative_procedure,facility_id_one,facility_name_one,county,procedure_count,infection_count,predicted_infection_count,sir,comparison,sirci_nine_five_lower_limit,sirci_nine_five_upper_limit,notes
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Open reduction of fracture,250000101,San Gorgonio Memorial Hospital,Riverside,11,0,0.08,,,,,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Open reduction of fracture,120000411,San Joaquin Community Hospital,Kern,121,1,1.47,0.68,No Difference,0.03,3.36,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Open reduction of fracture,30000135,San Joaquin General Hospital,San Joaquin,168,2,1.44,1.39,No Difference,0.23,4.6,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Open reduction of fracture,630013913,San Leandro Hospital,Alameda,24,0,0.18,,,,,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Open reduction of fracture,220000007,San Mateo Medical Center,San Mateo,24,0,0.19,,,,,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Open reduction of fracture,140000704,San Ramon Regional Medical Center,Contra Costa,31,0,0.27,0.0,No Difference*,0.0,13.56,"Hospitals reported combined data, see Data Dictionary"
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Open reduction of fracture,50000280,Santa Barbara Cottage Hospital,Santa Barbara,432,7,7.33,0.96,No Difference,0.42,1.89,"Hospitals reported combined data, see Data Dictionary"
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Open reduction of fracture,70000149,Santa Clara Valley Medical Center,Santa Clara,366,6,6.23,0.96,No Difference,0.39,2.01,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Open reduction of fracture,930000049,Santa Monica - UCLA Medical Center and Orthopaedic Hospital,Los Angeles,177,1,2.5,0.4,No Difference,0.02,1.98,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Open reduction of fracture,140001268,Santa Rosa Memorial Hospital,Sonoma,277,3,4.72,0.64,No Difference,0.16,1.73,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Open reduction of fracture,80000022,Scripps Green Hospital,San Diego,132,1,1.32,0.76,No Difference,0.04,3.74,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Open reduction of fracture,80000150,Scripps Memorial Hospital - Encinitas,San Diego,155,1,1.37,0.73,No Difference,0.04,3.61,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Open reduction of fracture,80000149,Scripps Memorial Hospital - La Jolla,San Diego,343,1,4.52,0.22,No Difference,0.01,1.09,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Open reduction of fracture,90000025,Scripps Mercy Hospital,San Diego,364,6,5.15,1.17,No Difference,0.47,2.42,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Open reduction of fracture,90000016,Scripps Mercy Hospital Chula Vista,San Diego,80,0,0.6,0.0,No Difference*,0.0,6.15,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Open reduction of fracture,220000025,Sequoia Hospital,San Mateo,62,0,0.79,0.0,No Difference*,0.0,4.68,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Open reduction of fracture,220000026,Seton Medical Center,San Mateo,66,1,0.53,1.89,No Difference*,0.05,10.55,"Hospitals reported combined data, see Data Dictionary"
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Open reduction of fracture,90000021,Sharp Chula Vista Medical Center,San Diego,121,1,1.72,0.58,No Difference,0.03,2.86,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Open reduction of fracture,90000033,Sharp Coronado Hospital and Healthcare Center,San Diego,36,0,0.34,0.0,No Difference*,0.0,10.82,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Open reduction of fracture,80000036,Sharp Memorial Hospital,San Diego,454,11,6.53,1.69,No Difference,0.89,2.93,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Open reduction of fracture,230000016,Shasta Regional Medical Center,Shasta,117,1,0.95,1.05,No Difference*,0.03,5.87,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Open reduction of fracture,930000140,Sherman Oaks Hospital,Los Angeles,84,1,0.57,1.76,No Difference*,0.04,9.79,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Open reduction of fracture,230000262,Sierra Nevada Memorial Hospital,Nevada,62,0,0.59,0.0,No Difference*,0.0,6.3,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Open reduction of fracture,120001464,Sierra View Medical Center,Tulare,6,0,0.06,,,,,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Open reduction of fracture,50000031,Sierra Vista Regional Medical Center,San Luis Obispo,88,0,0.76,0.0,No Difference*,0.0,4.87,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Open reduction of fracture,930000035,Silver Lake Medical Center,Los Angeles,17,0,0.25,0.0,No Difference*,0.0,14.7,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Open reduction of fracture,50000455,Simi Valley Hospital & Health Care Services,Ventura,60,0,0.45,0.0,No Difference*,0.0,8.25,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Open reduction of fracture,110000056,Sonoma Valley Hospital,Sonoma,50,0,0.41,0.0,No Difference*,0.0,9.06,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Open reduction of fracture,30001799,Sonora Regional Medical Center,Tuolumne,84,3,0.83,3.6,No Difference*,0.74,10.53,"Hospitals reported combined data, see Data Dictionary"
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Open reduction of fracture,60000021,South Coast Global Medical Center,Orange,29,0,0.21,0.0,No Difference*,0.0,17.32,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Open reduction of fracture,930000015,Southern California Hospital at Culver City,Los Angeles,41,0,0.59,0.0,No Difference*,0.0,6.21,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Open reduction of fracture,930000064,Southern California Hospital at Hollywood,Los Angeles,8,0,0.09,,,,,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Open reduction of fracture,250000507,"Southwest Healthcare System, Murrieta",Riverside,45,0,0.2,,,,,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Open reduction of fracture,250000344,"Southwest Healthcare System, Wildomar",Riverside,203,1,1.78,0.56,No Difference,0.03,2.77,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Open reduction of fracture,50000026,St Johns Pleasant Valley Hospital,Ventura,26,0,0.21,0.0,No Difference*,0.0,17.32,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Open reduction of fracture,50000035,St Johns Regional Medical Center,Ventura,50,1,0.74,1.35,No Difference*,0.03,7.54,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Open reduction of fracture,140000041,St Rose Hospital,Alameda,38,1,0.64,1.57,No Difference*,0.04,8.73,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Open reduction of fracture,240000103,St. Bernardine Medical Center,San Bernardino,124,0,1.62,0.0,No Difference,0.0,1.85,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Open reduction of fracture,230000020,St. Elizabeth Community Hospital,Tehama,51,0,0.52,0.0,No Difference*,0.0,7.14,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Open reduction of fracture,110000058,St. Helena Hospital,Napa,19,1,0.15,,,,,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Open reduction of fracture,110000067,"St. Joseph Hospital, Eureka",Humboldt,82,2,0.71,2.81,No Difference*,0.34,10.13,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Open reduction of fracture,60000067,"St. Joseph Hospital, Orange",Orange,169,1,2.63,0.38,No Difference,0.02,1.88,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Open reduction of fracture,30000143,St. Joseph's Medical Center Of Stockton,San Joaquin,98,0,1.81,0.0,No Difference,0.0,1.66,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Open reduction of fracture,60000068,St. Jude Medical Center,Orange,220,2,3.0,0.67,No Difference,0.11,2.2,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Open reduction of fracture,240000104,"St. Mary Medical Center, Apple Valley",San Bernardino,98,1,1.37,0.73,No Difference,0.04,3.61,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Open reduction of fracture,930000103,"St. Mary Medical Center, Long Beach",Los Angeles,120,0,1.49,0.0,No Difference,0.0,2.02,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Open reduction of fracture,220000030,St. Mary's Medical Center,San Francisco,70,0,0.76,0.0,No Difference*,0.0,4.85,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Open reduction of fracture,70001357,Stanford Health Care,Santa Clara,392,3,7.63,0.39,No Difference,0.1,1.07,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Open reduction of fracture,30001661,Stanislaus Surgical Hospital,Stanislaus,4,0,0.04,,,,,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Open reduction of fracture,30000108,Sutter Amador Hospital,Amador,47,1,0.47,2.13,No Difference*,0.05,11.88,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Open reduction of fracture,30000109,Sutter Auburn Faith Hospital,Placer,100,0,0.85,0.0,No Difference*,0.0,4.33,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Open reduction of fracture,110000049,Sutter Coast Hospital,Del Norte,2,0,0.01,,,,,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Open reduction of fracture,30000149,Sutter Davis Hospital,Yolo,32,0,0.28,0.0,No Difference*,0.0,13.37,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Open reduction of fracture,140000016,Sutter Delta Medical Center,Contra Costa,29,0,0.24,0.0,No Difference*,0.0,15.44,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Open reduction of fracture,110000019,Sutter Lakeside Hospital,Lake,37,1,0.29,3.41,No Difference*,0.09,19.02,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Open reduction of fracture,70000959,Sutter Maternity & Surgery Center of Santa Cruz,Santa Cruz,13,0,0.11,,,,,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Open reduction of fracture,30000151,"Sutter Medical Center, Sacramento",Sacramento,166,0,2.48,0.0,No Difference,0.0,1.21,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Open reduction of fracture,30000134,Sutter Roseville Medical Center,Placer,350,3,5.05,0.6,No Difference,0.15,1.62,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Open reduction of fracture,110000007,Sutter Santa Rosa Regional Hospital,Sonoma,62,0,0.68,0.0,No Difference*,0.0,5.39,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Open reduction of fracture,110000068,Sutter Solano Medical Center,Solano,22,0,0.2,,,,,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Open reduction of fracture,630011844,Sutter Surgical Hospital - North Valley,Sutter,23,0,0.04,,,,,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Open reduction of fracture,30000141,Sutter Tracy Community Hospital,San Joaquin,32,1,0.2,4.95,No Difference*,0.13,27.58,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Open reduction of fracture,230000265,Tahoe Forest Hospital,Nevada,118,0,0.82,0.0,No Difference*,0.0,4.49,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Open reduction of fracture,630014442,Temecula Valley Hospital,Riverside,65,2,0.54,3.68,No Difference*,0.45,13.28,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Open reduction of fracture,50001468,Thousand Oaks Surgical Hospital,Ventura,19,0,0.25,0.0,No Difference*,0.0,15.06,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Open reduction of fracture,930000127,Torrance Memorial Medical Center,Los Angeles,194,1,2.8,0.36,No Difference,0.02,1.76,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Open reduction of fracture,80000152,Tri-City Medical Center,San Diego,169,1,2.29,0.44,No Difference,0.02,2.16,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Open reduction of fracture,120001467,Tulare Regional Medical Center,Tulare,18,0,0.16,,,,,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Open reduction of fracture,50000037,Twin Cities Community Hospital,San Luis Obispo,65,0,0.65,0.0,No Difference*,0.0,5.71,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Open reduction of fracture,220000031,UCSF Medical Center,San Francisco,359,3,6.33,0.47,No Difference,0.12,1.29,"Hospitals reported combined data, see Data Dictionary"
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Open reduction of fracture,110000070,Ukiah Valley Medical Center,Mendocino,27,0,0.2,0.0,No Difference*,0.0,18.17,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Open reduction of fracture,30000113,University of California Davis Medical Center,Sacramento,607,3,11.89,0.25,Lower,0.06,0.69,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Open reduction of fracture,60000071,University of California Irvine Medical Center,Orange,376,3,7.49,0.4,No Difference,0.1,1.09,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Rectal surgery,70000139,Dominican Hospital,Santa Cruz,6,0,0.06,,,,,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Open reduction of fracture,90000154,"University of California, San Diego Medical Center",San Diego,605,4,7.66,0.52,No Difference,0.17,1.26,"Hospitals reported combined data, see Data Dictionary"
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Open reduction of fracture,40000129,Valley Children's Hospital,Madera,275,0,1.81,0.0,No Difference,0.0,1.65,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Open reduction of fracture,930000129,Valley Presbyterian Hospital,Los Angeles,102,2,1.38,1.45,No Difference,0.24,4.8,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Open reduction of fracture,140000797,Valleycare Medical Center,Alameda,40,0,0.47,0.0,No Difference*,0.0,7.93,"Hospitals reported combined data, see Data Dictionary"
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Open reduction of fracture,50000039,Ventura County Medical Center,Ventura,332,1,1.31,0.76,No Difference,0.04,3.76,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Open reduction of fracture,630010957,Ventura County Medical Center - Santa Paula Hospital,Ventura,18,0,0.13,,,,,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Open reduction of fracture,930000187,Verdugo Hills Hospital,Los Angeles,77,1,0.66,1.53,No Difference*,0.04,8.51,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Open reduction of fracture,240000054,Victor Valley Global Medical Center,San Bernardino,51,0,0.4,0.0,No Difference*,0.0,9.18,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Open reduction of fracture,140000118,Washington Hospital,Alameda,126,2,1.78,1.13,No Difference,0.19,3.72,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Open reduction of fracture,70000155,Watsonville Community Hospital,Santa Cruz,11,0,0.17,,,,,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Open reduction of fracture,60000016,West Anaheim Medical Center,Orange,88,0,0.85,0.0,No Difference*,0.0,4.37,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Open reduction of fracture,930000188,West Covina Medical Center,Los Angeles,6,1,0.05,,,,,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Open reduction of fracture,930000028,West Hills Hospital & Medical Center,Los Angeles,113,0,1.49,0.0,No Difference,0.0,2.01,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Open reduction of fracture,930000191,White Memorial Medical Center,Los Angeles,151,1,2.22,0.45,No Difference,0.02,2.22,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Open reduction of fracture,930000151,Whittier Hospital Medical Center,Los Angeles,63,1,0.52,1.91,No Difference*,0.05,10.63,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Open reduction of fracture,30000146,Woodland Memorial Hospital,Yolo,59,1,0.45,2.21,No Difference*,0.06,12.3,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Rectal surgery,60000002,AHMC Anaheim Regional Medical Center,Orange,8,0,0.05,,,,,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Rectal surgery,630012960,Adventist Medical Center,Kings,12,0,0.2,,,,,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Rectal surgery,930000005,Alhambra Hospital Medical Center,Los Angeles,1,0,0.02,,,,,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Rectal surgery,140000425,Alta Bates Summit Medical Center,Alameda,17,2,0.45,4.43,No Difference*,0.54,15.98,"Hospitals reported combined data, see Data Dictionary"
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Rectal surgery,140000012,Alta Bates Summit Medical Center - Alta Bates Campus,Alameda,3,0,0.04,,,,,"Hospitals reported combined data, see Data Dictionary"
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Rectal surgery,90000013,Alvarado Hospital Medical Center,San Diego,5,0,0.08,,,,,"Hospitals reported combined data, see Data Dictionary"
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Rectal surgery,60000074,Anaheim Global Medical Center,Orange,1,0,0.02,,,,,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Rectal surgery,930000008,Antelope Valley Hospital,Los Angeles,11,1,0.27,3.72,No Difference*,0.09,20.71,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Rectal surgery,240000100,Arrowhead Regional Medical Center,San Bernardino,14,0,0.15,,,,,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Rectal surgery,930000002,California Hospital Medical Center - Los Angeles,Los Angeles,10,1,0.15,,,,,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Rectal surgery,220000002,California Pacific Medical Center - California West Campus Hospital,San Francisco,6,0,0.05,,,,,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Rectal surgery,220000022,California Pacific Medical Center - Pacific Campus Hospital,San Francisco,63,0,0.84,0.0,No Difference*,0.0,4.41,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Rectal surgery,220000018,California Pacific Medical Center - St. Lukes Campus Hospital,San Francisco,3,0,0.04,,,,,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Rectal surgery,930000004,Cedars-Sinai Medical Center,Los Angeles,167,1,10.3,0.1,Lower,0.01,0.48,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Rectal surgery,930000022,Centinela Hospital Medical Center,Los Angeles,8,0,0.06,,,,,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Rectal surgery,140000014,Children's Hospital & Research Center Oakland,Alameda,15,0,0.23,0.0,No Difference*,0.0,15.97,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Rectal surgery,930000034,Children's Hospital Los Angeles,Los Angeles,37,0,0.38,0.0,No Difference*,0.0,9.73,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Rectal surgery,60000007,Children's Hospital of Orange County,Orange,18,0,0.23,0.0,No Difference*,0.0,15.9,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Rectal surgery,930000070,Citrus Valley Medical Center - IC Campus,Los Angeles,26,0,0.48,0.0,No Difference*,0.0,7.7,"Hospitals reported combined data, see Data Dictionary"
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Rectal surgery,930000036,City of Hope Helford Clinical Research Hospital,Los Angeles,62,4,1.55,2.59,No Difference,0.82,6.24,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Rectal surgery,40000095,Clovis Community Medical Center,Fresno,19,1,0.21,4.67,No Difference*,0.12,26.04,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Rectal surgery,930000114,College Medical Center,Los Angeles,1,0,0.02,,,,,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Rectal surgery,230000259,Colusa Regional Medical Center,Colusa,1,0,0.0,,,,,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Rectal surgery,240000082,Community Hospital of San Bernardino,San Bernardino,1,0,0.01,,,,,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Rectal surgery,70000137,Community Hospital of The Monterey Peninsula,Monterey,19,0,0.18,,,,,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Rectal surgery,50000014,Community Memorial Hospital - San Buenaventura,Ventura,1,0,0.0,,,,,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Rectal surgery,40000101,Community Regional Medical Center,Fresno,32,0,2.62,0.0,No Difference,0.0,1.14,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Rectal surgery,140000195,Contra Costa Regional Medical Center,Contra Costa,6,1,0.1,,,,,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Rectal surgery,250000006,Corona Regional Medical Center,Riverside,5,0,0.04,,,,,"Hospitals reported combined data, see Data Dictionary"
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Rectal surgery,30000117,Dameron Hospital,San Joaquin,1,0,0.0,,,,,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Rectal surgery,120000336,Delano Regional Medical Center,Kern,2,0,0.02,,,,,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Rectal surgery,250000008,Desert Regional Medical Center,Riverside,16,0,0.17,,,,,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Rectal surgery,240001330,Desert Valley Hospital,San Bernardino,1,0,0.0,,,,,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Rectal surgery,30000118,Doctors Hospital of Manteca,San Joaquin,1,0,0.01,,,,,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Rectal surgery,30000122,Doctors Medical Center,Stanislaus,15,0,0.17,,,,,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Rectal surgery,930001709,Earl & Loraine Miller Children's Hospital,Los Angeles,3,0,0.04,,,,,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Rectal surgery,140000183,Eden Medical Center,Alameda,4,0,0.08,,,,,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Rectal surgery,250000011,Eisenhower Medical Center,Riverside,88,4,1.01,3.97,Higher,1.26,9.59,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Rectal surgery,70001351,El Camino Hospital,Santa Clara,40,0,0.39,0.0,No Difference*,0.0,9.58,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Rectal surgery,70000136,El Camino Hospital Los Gatos,Santa Clara,5,0,0.05,,,,,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Rectal surgery,90000040,El Centro Regional Medical Center,Imperial,2,0,0.03,,,,,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Rectal surgery,30000125,Emanuel Medical Center,Stanislaus,11,1,0.1,,,,,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Rectal surgery,230000013,Enloe Medical Center - Esplanade,Butte,23,0,0.26,0.0,No Difference*,0.0,14.3,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Rectal surgery,230000019,Fairchild Medical Center,Siskiyou,4,0,0.0,,,,,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Rectal surgery,230000005,Feather River Hospital,Butte,5,0,0.08,,,,,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Rectal surgery,930000056,Foothill Presbyterian Hospital-Johnston Memorial,Los Angeles,1,0,0.0,,,,,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Rectal surgery,60000011,Fountain Valley Regional Hospital & Medical Center,Orange,3,0,0.02,,,,,"Hospitals reported combined data, see Data Dictionary"
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Rectal surgery,40001397,Fresno Heart and Surgical Hospital,Fresno,18,0,0.25,0.0,No Difference*,0.0,14.88,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Rectal surgery,40000254,Fresno Surgical Hospital,Fresno,7,0,0.04,,,,,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Rectal surgery,60000058,Garden Grove Hospital and Medical Center,Orange,2,0,0.03,,,,,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Rectal surgery,930000058,Garfield Medical Center,Los Angeles,12,0,0.13,,,,,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Rectal surgery,930000059,Glendale Adventist Medical Center,Los Angeles,21,1,0.2,4.93,No Difference*,0.13,27.45,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Rectal surgery,930000093,Glendale Memorial Hospital and Health Center,Los Angeles,29,0,0.33,0.0,No Difference*,0.0,11.08,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Rectal surgery,930000068,"Good Samaritan Hospital, Los Angeles",Los Angeles,8,0,0.08,,,,,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Rectal surgery,70000153,"Good Samaritan Hospital, San Jose",Santa Clara,56,0,0.41,0.0,No Difference*,0.0,9.02,"Hospitals reported combined data, see Data Dictionary"
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Rectal surgery,80000045,Grossmont Hospital,San Diego,22,0,1.0,0.0,No Difference*,0.0,3.7,* See Data Dictionary
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Rectal surgery,250000012,Hemet Valley Medical Center,Riverside,6,0,0.05,,,,,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Rectal surgery,930000063,Henry Mayo Newhall Hospital,Los Angeles,2,0,0.01,,,,,
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Rectal surgery,140000034,Highland Hospital,Alameda,7,1,0.15,,,,,"Hospitals reported combined data, see Data Dictionary"
2015,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)", Rectal surgery,60001022,Hoag Hospital Irvine,Orange,12,0,0.34,0.0,No Difference*,0.0,10.76,* See Data Dictionary
