993.county,Wabunsee ,Wabaunsee 
429.statevalue,qGA,GA
840.statevalue,N,IN
2935.countytwo,Fairfhax city,Fairfax city
1144.fipstwo,22049,f22049
1227.statevalue,lME,ME
978.fipstwo,f20617,f20167
2087.statevalue,HO,OH
2084.statecounty,OH_Hamiltno,OH_Hamilton
2202.county,Pittbsurg ,Pittsburg 
581.county,Crawofrd ,Crawford 
752.county,sLee ,Lee 
1670.county,vAery ,Avery 
369.countytwo,Mnoroe ,Monroe 
775.statecounty,IL_Pikge,IL_Pike
442.statecounty,G_Echols,GA_Echols
132.statecounty,AR_Jhnson,AR_Johnson
1237.statecounty,ME_Yrk,ME_York
1181.county,est Carroll Parish,West Carroll Parish
786.statecounty,LI_Shelby,IL_Shelby
2284.statevalue,AP,PA
2658.fipstwo,f8093,f48093
2605.fipstwo,f47717,f47177
3228.county,Platet ,Platte 
1427.statevalue,O,MO
1876.fipstwo,f31119***,f31119
1855.county,Gran t,Grant 
2692.statecounty,TvX_Freestone,TX_Freestone
2140.county,Wood ***,Wood 
2710.statecounty,TXH_ardeman,TX_Hardeman
2834.countytwo,Teurry ,Terry 
1042.fipstwo,f2u1085,f21085
16.statecounty,AK_Matansuka-Susitna Borough,AK_Matanuska-Susitna Borough
203.statevalue,AC,CA
715.fipstwo,f1i7029,f17029
2882.statecounty,UTP_iute,UT_Piute
3210.county,Wir t,Wirt 
1262.statevalue,MlI,MI
1961.fipstwo,f35h035,f35035
2136.countytwo,Warrenm ,Warren 
3024.county,Westmoreand ,Westmoreland 
843.county,Jonhson ,Johnson 
27.statevalue,KA,AK
1366.statevalue,N,MN
2017.fipstwo,f36u051,f36051
2950.statecounty,VA_Greensville***,VA_Greensville
3196.fipstwo,f5c4077,f54077
2795.statecounty,TX_Paker,TX_Parker
1905.statevalue,NpE,NE
564.countytwo,Black Hawmk ,Black Hawk 
216.statecounty,CA_Modco,CA_Modoc
1409.statecounty,MO_Anrew,MO_Andrew
1971.statecounty,MN_Taos,NM_Taos
2705.countytwo,Guadwalupe ,Guadalupe 
2790.statevalue,XT,TX
3223.statevalue,Y,WY
636.fipstwo,f1917,f19157
232.statevalue,AC,CA
284.countytwo,pLake ,Lake 
979.fipstwo,f02169,f20169
861.statevalue,NI,IN
687.fipstwo,f160l61,f16061
3213.countytwo,Albayn ,Albany 
2881.county,Moorgan ,Morgan 
1869.statecounty,N_Keya Paha,NE_Keya Paha
1044.countytwo,Grenup ,Greenup 
2912.statevalue,AV,VA
333.county,Charlott e,Charlotte 
29.statecounty,AK_uYkon-Koyukuk Census Area,AK_Yukon-Koyukuk Census Area
2535.fipstwo,4f7037,f47037
2574.fipstwo,f74119,f47119
2206.statecounty,OKc_Roger Mills,OK_Roger Mills
924.countytwo,Frankli ,Franklin 
2690.statecounty,TX_FortBend,TX_Fort Bend
41.county,hoctaw ,Choctaw 
1145.county,Jefferson Pairsh,Jefferson Parish
1522.fipstwo,f29229***,f29229
2050.county,Wyne ,Wayne 
608.countytwo,Jeffersno ,Jefferson 
2339.county,Cayey uMnicipio,Cayey Municipio
1906.statevalue,EN,NE
1929.statevalue,JN,NJ
2081.fipstwo,f3055,f39055
284.statevalue,cCO,CO
2271.statecounty,PA_lCearfield,PA_Clearfield
1769.statecounty,ND_Bttineau,ND_Bottineau
1961.statevalue,MN,NM
1107.statevalue,yKY,KY
212.county,Mtarin ,Marin 
1859.county,Harln ,Harlan 
1857.statecounty,N_EHall,NE_Hall
232.countytwo,San Mapteo ,San Mateo 
930.fipstwo,f2001,f20071
593.county,Frkemont ,Fremont 
1370.county,ower ,Mower 
2460.county,Campbel l,Campbell 
10.countytwo,Hoonah-Angoonk Census Area,Hoonah-Angoon Census Area
1338.countytwo,bCrow Wing ,Crow Wing 
621.fipstwo,f19172,f19127
934.fipstwo,f2009,f20079
2995.statevalue,AV,VA
100.statevalue,RA,AR
2955.statecounty,V_Henrico,VA_Henrico
1191.fipstwo,f2515,f25015
2900.statevalue,A,VA
1269.fipstwo,f2663,f26063
1077.county,Maso ,Mason 
1735.countytwo,Pnder ,Pender 
3060.statevalue,A,WA
216.countytwo,oMdoc ,Modoc 
2276.statecounty,A_Dauphin,PA_Dauphin
2959.county,sle of Wight ,Isle of Wight 
2342.fipstwo,72041,f72041
197.countytwo,olusa ,Colusa 
1740.statecounty,NC_Ranodlph,NC_Randolph
2451.countytwo,urora ,Aurora 
1546.statevalue,S,MS
2367.statecounty,PR_Luquillo Muniicipio,PR_Luquillo Municipio
326.statecounty,FL_Aachua,FL_Alachua
2106.statecounty,OH_Meipgs,OH_Meigs
3222.statevalue,YW,WY
3165.statevalue,VW,WV
1612.statevalue,T,MT
1438.countytwo,Dvaiess ,Daviess 
1382.statevalue,N,MN
1573.county,Marshal ,Marshall 
2983.fipstwo,5f1131,f51131
1890.county,Red Wilolw ,Red Willow 
634.statecounty,A_Polk,IA_Polk
2445.fipstwo,f45s081,f45081
2067.statecounty,OHC_linton,OH_Clinton
861.countytwo,Oragne ,Orange 
1105.fipstwo,f21121,f21211
528.statevalue,AG,GA
984.countytwo,Sherida n,Sheridan 
1416.statevalue,O,MO
1167.statecounty,LA_St. John theB aptist,LA_St. John the Baptist
1675.fipstwo,xf37021,f37021
3137.countytwo,acine ,Racine 
1131.county,Cameron aPrish,Cameron Parish
2840.fipstwo,f4w8457,f48457
2646.countytwo,Catro ,Castro 
2143.county,Alfalfza ,Alfalfa 
1909.fipstwo,f31138,f31183
3094.fipstwo,f5u5017,f55017
1613.statecounty,M_TCarbon,MT_Carbon
1781.county,Golen Valley ,Golden Valley 
3085.statecounty,WfA_Yakima,WA_Yakima
2415.county,Cehrokee ,Cherokee 
2821.statecounty,TX_Shelyb,TX_Shelby
548.county,ilcox ,Wilcox 
2849.countytwo,Wardj ,Ward 
3211.countytwo,Wod ,Wood 
825.fipstwo,f8045,f18045
577.statecounty,IA_lCarke,IA_Clarke
2128.countytwo,Shlby ,Shelby 
313.fipstwo,f0825,f08125
2942.county,Frdeerick ,Frederick 
174.fipstwo,f6030,f60030
1794.statevalue,D,ND
137.fipstwo,f50081,f05081
3037.countytwo,Esse x,Essex 
537.statecounty,GA_Uspon,GA_Upson
2969.fipstwo,f51111***,f51111
1987.county,ye ,Nye 
2509.statecounty,SDSully,SD_Sully
1051.fipstwo,f21u103,f21103
2025.fipstwo,f360t67,f36067
104.countytwo,arroll ,Carroll 
1538.fipstwo,f8023,f28023
2272.statevalue,AP,PA
1972.countytwo,Tmorrance ,Torrance 
2366.statecounty,RP_Loiza Municipio,PR_Loiza Municipio
2117.statevalue,kOH,OH
1434.county,Coohper ,Cooper 
2942.countytwo,Fredrick ,Frederick 
986.countytwo,uSmith ,Smith 
272.statevalue,O,CO
702.fipstwo,f1003,f17003
2230.statevalue,RO,OR
2500.fipstwo,f46f101,f46101
910.statevalue,SK,KS
561.statevalue,A,IA
180.statevalue,ZA,AZ
240.fipstwo,fr06097,f06097
3184.statevalue,VW,WV
2667.countytwo,Dalla m,Dallam 
2028.statevalue,Y,NY
2870.statevalue,UqT,UT
3050.countytwo,Cehlan ,Chelan 
1019.statecounty,KuY_Carlisle,KY_Carlisle
2320.statecounty,PA_Wyofming,PA_Wyoming
587.statecounty,IAt_Dickinson,IA_Dickinson
2605.statevalue,wTN,TN
449.countytwo,Flody ,Floyd 
2626.county,Bexr ,Bexar 
2121.statecounty,OH_Preblqe,OH_Preble
1277.statevalue,I,MI
715.county,Colse ,Coles 
1091.fipstwo,cf21183,f21183
3227.countytwo,ark ,Park 
2670.countytwo,Deaf Smit h,Deaf Smith 
2126.statevalue,OyH,OH
1626.county,Glacer ,Glacier 
1933.statevalue,JN,NJ
1776.countytwo,Ditvide ,Divide 
1835.fipstwo,f31053,f31035
1579.county,Oktibbehak ,Oktibbeha 
1692.statecounty,NC_Dre,NC_Dare
757.countytwo,Mdison ,Madison 
1565.statevalue,nMS,MS
2467.statecounty,SD_Davisno,SD_Davison
142.statevalue,RA,AR
2599.fipstwo,mf47165,f47165
1025.county,Claay ,Clay 
612.fipstwo,19109,f19109
1455.countytwo,Jacskon ,Jackson 
2553.statecounty,TNHawkins,TN_Hawkins
2269.countytwo,hCester ,Chester 
1439.statevalue,OM,MO
767.countytwo,Moneroe ,Monroe 
424.countytwo,mClinch ,Clinch 
2006.countytwo,Erei ,Erie 
2521.fipstwo,f4009,f47009
1803.countytwo,tRichland ,Richland 
1754.countytwo,Unino ,Union 
2419.countytwo,Colleon ,Colleton 
1416.fipstwo,f2017,f29017
2427.statecounty,SC_Greenhville,SC_Greenville
1768.statevalue,cND,ND
2447.countytwo,Sumtr ,Sumter 
2383.fipstwo,fh72121,f72121
837.statevalue,mIN,IN
3081.fipstwo,f530c69,f53069
1572.statevalue,MrS,MS
1343.fipstwo,27045,f27045
529.statecounty,GA_Titf,GA_Tift
732.county,Grund y,Grundy 
812.county,oClark ,Clark 
1737.fipstwo,f3715,f37145
1661.county,alley ,Valley 
1849.county,dFrontier ,Frontier 
1016.statevalue,KrY,KY
1654.countytwo,Sheridahn ,Sheridan 
940.countytwo,Johnso n,Johnson 
1880.fipstwo,f31152,f31125
1949.fipstwo,f35103,f35013
454.countytwo,lGascock ,Glascock 
1694.countytwo,Dvie ,Davie 
330.statecounty,FpL_Brevard,FL_Brevard
2716.countytwo,Hagys ,Hays 
2413.county,Calhonu ,Calhoun 
485.countytwo,Lupmkin ,Lumpkin 
301.statevalue,O,CO
1286.county,Mackiac ,Mackinac 
3078.fipstwo,f53036,f53063
1442.statecounty,O_Dunklin,MO_Dunklin
726.statecounty,IL_Faytete,IL_Fayette
568.statevalue,AI,IA
1877.countytwo,McPhersn ,McPherson 
2181.statevalue,ObK,OK
2211.county,Tlexas ,Texas 
1792.statevalue,NlD,ND
491.county,Meriwetehr ,Meriwether 
2107.fipstwo,fs39107,f39107
2029.county,Osweg o,Oswego 
1813.countytwo,Tlraill ,Traill 
3181.fipstwo,fb54049,f54049
1290.fipstwo,f2605,f26105
2820.statecounty,TX_Shackelofrd,TX_Shackelford
2600.county,Tiipton ,Tipton 
2745.fipstwo,f8267,f48267
2495.statecounty,SD_McPhesron,SD_McPherson
706.fipstwo,f17011***,f17011
133.fipstwo,f50073,f05073
1776.statecounty,ND_ivide,ND_Divide
2096.fipstwo,f3985,f39085
3166.countytwo,Dodtdridge ,Doddridge 
2376.statecounty,PR_Orocovsi Municipio,PR_Orocovis Municipio
2268.county,Cenre ,Centre 
508.statevalue,A,GA
1415.fipstwo,f9015,f29015
1194.fipstwo,f2521,f25021
2450.fipstwo,f4591,f45091
2855.fipstwo,48487,f48487
2491.county,Lihncoln ,Lincoln 
486.countytwo,acon ,Macon 
1218.statevalue,DM,MD
81.county,xMorgan ,Morgan 
762.statecounty,cIL_McDonough,IL_McDonough
419.countytwo,Chatthooga ,Chattooga 
1852.countytwo,Gearden ,Garden 
2389.countytwo,Santa Isabel Muicipio,Santa Isabel Municipio
848.statecounty,IN_LaPortye,IN_LaPorte
2222.statecounty,OR_Clathsop,OR_Clatsop
253.statecounty,CO_Archuelta,CO_Archuleta
2984.statevalue,AV,VA
3156.statevalue,rWI,WI
549.statevalue,AG,GA
2549.countytwo,Hamliton ,Hamilton 
2312.county,Susnquehanna ,Susquehanna 
1652.statevalue,TM,MT
1567.countytwo,Ltee ,Lee 
257.county,Brohomfield ,Broomfield 
460.statevalue,AG,GA
821.county,Dbuois ,Dubois 
793.fipstwo,f11785,f17185
816.statecounty,IN_Davies,IN_Daviess
1183.statevalue,A,LA
2060.statecounty,O_Belmont,OH_Belmont
122.countytwo,Grland ,Garland 
60.countytwo,eneva ,Geneva 
271.statevalue,OC,CO
415.county,Catoiosa ,Catoosa 
1612.countytwo,Broadwahter ,Broadwater 
1117.statecounty,K_Whitley,KY_Whitley
2720.countytwo,Hil ,Hill 
2294.fipstwo,42079,f42079
164.countytwo,St. Frncis ,St. Francis 
2185.county,Maojr ,Major 
3101.countytwo,Douglasg ,Douglas 
662.fipstwo,f16t011,f16011
2972.fipstwo,f51638,f51683
1969.county,Sierrak ,Sierra 
1572.fipstwo,cf28091,f28091
76.statecounty,AL_Mawrion,AL_Marion
3094.statevalue,mWI,WI
321.statecounty,CT_Winhdam,CT_Windham
3208.countytwo,Wbster ,Webster 
706.countytwo,Breau ,Bureau 
3005.county,Rockbrdge ,Rockbridge 
459.county,Giwnnett ,Gwinnett 
1053.countytwo,Hopkin s,Hopkins 
2521.statevalue,N,TN
690.county,Minidok a,Minidoka 
919.statecounty,KS_lk,KS_Elk
2801.fipstwo,fw48379,f48379
2519.statecounty,TN_Beonton,TN_Benton
1465.statecounty,MO_fLinn,MO_Linn
1346.county,Gran t,Grant 
2327.fipstwo,f72p011,f72011
1732.fipstwo,f3735,f37135
386.fipstwo,f1221,f12121
2176.statevalue,KO,OK
1551.statecounty,MS_Hnds,MS_Hinds
2982.county,hNorfolk city,Norfolk city
1817.statecounty,NDWilliams,ND_Williams
315.county,Harford ,Hartford 
1918.countytwo,Rockingha m,Rockingham 
430.countytwo,oCweta ,Coweta 
881.countytwo,Tippcanoe ,Tippecanoe 
2979.county,Nelcson ,Nelson 
2500.statecounty,SD_Mooyd,SD_Moody
2154.statecounty,OK_Cimarrno,OK_Cimarron
1735.statecounty,NC_Pefnder,NC_Pender
3221.fipstwo,cf56017,f56017
1882.county,Nuckolsl ,Nuckolls 
725.statecounty,IL_Effinhgam,IL_Effingham
1618.countytwo,Dniels ,Daniels 
2993.statevalue,VaA,VA
2771.countytwo,McCuilloch ,McCulloch 
441.countytwo,Earl y,Early 
1636.countytwo,Mahdison ,Madison 
2262.fipstwo,f4b2015,f42015
2989.fipstwo,5f1141,f51141
1156.county,Ouachtia Parish,Ouachita Parish
68.statecounty,AL_Lauderdael,AL_Lauderdale
1733.statecounty,NC_aPmlico,NC_Pamlico
1793.countytwo,Merce r,Mercer 
1720.fipstwo,f73113,f37113
55.statevalue,cAL,AL
1153.countytwo,rMorehouse ,Morehouse 
1320.statevalue,MiI,MI
1135.statecounty,LA_De Soo,LA_De Soto
192.statecounty,CA_Aklameda,CA_Alameda
2522.county,Brdaley ,Bradley 
1900.countytwo,Siuox ,Sioux 
274.statevalue,O,CO
892.statevalue,NI,IN
1006.statecounty,K_Bell,KY_Bell
2054.statevalue,H,OH
826.statecounty,IN_Frnaklin,IN_Franklin
2604.fipstwo,f4715,f47175
3062.county,Jeffesron ,Jefferson 
755.statevalue,LI,IL
1296.county,nMontcalm ,Montcalm 
3126.countytwo,Milwajukee ,Milwaukee 
835.county,Herny ,Henry 
359.statecounty,FL_Lkae,FL_Lake
2135.fipstwo,f39136,f39163
2841.countytwo,Usphur ,Upshur 
1924.statevalue,JN,NJ
1471.county,McDonaljd ,McDonald 
607.statevalue,AI,IA
1180.fipstwo,22121,f22121
666.countytwo,Bonnevlile ,Bonneville 
3115.county,Kenosa ,Kenosha 
3131.statecounty,WI_zaukee,WI_Ozaukee
348.county,Hamilto n,Hamilton 
155.statevalue,RA,AR
653.statevalue,ImA,IA
2314.statevalue,AP,PA
936.statecounty,KS_Hodegman,KS_Hodgeman
2297.county,Mecrer ,Mercer 
2148.statecounty,K_Bryan,OK_Bryan
2060.county,elmont ,Belmont 
1670.statevalue,C,NC
810.statecounty,N_Carroll,IN_Carroll
705.statecounty,L_Brown,IL_Brown
1362.statevalue,NM,MN
283.fipstwo,f0067,f08067
870.fipstwo,18135,f18135
1854.county,Goser ,Gosper 
350.fipstwo,f12501,f12051
2588.statecounty,N_Rhea,TN_Rhea
819.county,DeKalob ,DeKalb 
2548.statecounty,TN_Hkamblen,TN_Hamblen
3109.county,Geen Lake ,Green Lake 
2478.statecounty,SD_Halin,SD_Hamlin
1885.statevalue,cNE,NE
2488.county,Kinsgbury ,Kingsbury 
138.fipstwo,f05803,f05083
1582.statecounty,MS_Pery,MS_Perry
209.county,Lasse n,Lassen 
1690.statevalue,CN,NC
2238.fipstwo,f410w39,f41039
199.fipstwo,f0605,f06015
2179.fipstwo,f40057,f40075
239.fipstwo,f0609j5,f06095
425.countytwo,Cob b,Cobb 
1227.statecounty,E_Kennebec,ME_Kennebec
566.statecounty,A_Bremer,IA_Bremer
1120.statevalue,A,LA
428.county,Columiba ,Columbia 
2935.county,Fairfaex city,Fairfax city
439.county,Doughety ,Dougherty 
2762.statevalue,X,TX
1288.fipstwo,f2610u1,f26101
12.countytwo,Kenai Pninsula Borough,Kenai Peninsula Borough
905.countytwo,Cherokfee ,Cherokee 
2275.fipstwo,f42x041,f42041
2637.countytwo,Bureson ,Burleson 
2246.countytwo,Sheman ,Sherman 
1690.statecounty,NC_Cubmerland,NC_Cumberland
1257.fipstwo,f26093,f26039
1710.fipstwo,f370q91,f37091
1547.statevalue,S,MS
614.statecounty,IA_Linn***,IA_Linn
2010.county,Gfenesee ,Genesee 
2782.statecounty,TX_oMore,TX_Moore
923.statevalue,SK,KS
31.statecounty,L_Baldwin,AL_Baldwin
3015.county,Staunlton city,Staunton city
1945.countytwo,ibola ,Cibola 
3155.county,Wausahra ,Waushara 
2764.fipstwo,f4830j5,f48305
886.countytwo,Vig o,Vigo 
3023.countytwo,Waynesoro city,Waynesboro city
3003.county,oanoke ,Roanoke 
851.statecounty,N_Marion,IN_Marion
577.statevalue,A,IA
1700.countytwo,Gastn ,Gaston 
79.statevalue,qAL,AL
1945.statevalue,NjM,NM
334.fipstwo,f2017,f12017
2264.fipstwo,fi42019,f42019
2595.countytwo,Sheby ,Shelby 
1661.statecounty,MT_Vallye,MT_Valley
1119.fipstwo,f1239,f21239
1362.county,yLon ,Lyon 
3133.statecounty,WI_Pierec,WI_Pierce
1657.county,Swet Grass ,Sweet Grass 
46.fipstwo,f0133,f01033
2628.county,Bordebn ,Borden 
1108.fipstwo,21217,f21217
2477.countytwo,Haakon ***,Haakon 
2678.county,Eatland ,Eastland 
2587.fipstwo,f47e141,f47141
2805.county,Red Rivuer ,Red River 
1626.statecounty,MT_Glaczier,MT_Glacier
2071.county,Cuyahoa ,Cuyahoga 
1835.countytwo,Caly ,Clay 
1849.countytwo,Frontie r,Frontier 
1193.statecounty,MdA_Nantucket,MA_Nantucket
1090.county,Nichloas ,Nicholas 
306.countytwo,Sa nJuan ,San Juan 
143.county,Mississipip ,Mississippi 
1359.statevalue,N,MN
2631.county,Braoria ,Brazoria 
538.countytwo,Waler ,Walker 
2667.statevalue,X,TX
2654.statevalue,mTX,TX
1789.statevalue,DN,ND
3175.statecounty,WV_Jcakson,WV_Jackson
2330.statevalue,R,PR
267.statevalue,gCO,CO
1568.fipstwo,f28038,f28083
3144.statecounty,WI_Shebyogan,WI_Sheboygan
1452.fipstwo,f2q9089,f29089
3097.countytwo,Craford ,Crawford 
27.fipstwo,f0227s5,f02275
1123.statecounty,LA_Assumprtion,LA_Assumption
362.county,Lvey ,Levy 
2662.county,oCttle ,Cottle 
795.fipstwo,f1719,f17189
2972.statevalue,sVA,VA
2368.statecounty,PR_Manati Municipoi,PR_Manati Municipio
1321.fipstwo,f27001***,f27001
1838.countytwo,Csuter ,Custer 
3151.statecounty,WI_Wahsburn,WI_Washburn
1910.statevalue,E,NE
560.fipstwo,f19050,f19005
1914.fipstwo,f3007,f33007
2625.countytwo,eBll ,Bell 
2256.statecounty,PA_Aljlegheny,PA_Allegheny
321.fipstwo,f090p15,f09015
2088.county,Hexnry ,Henry 
583.countytwo,Davs ,Davis 
2155.county,Clevland ,Cleveland 
650.countytwo,Wayn e,Wayne 
1495.statevalue,O,MO
3159.statevalue,V,WV
26.statecounty,A_Wade Hampton Census Area,AK_Wade Hampton Census Area
29.fipstwo,f0220,f02290
2851.statecounty,TX_Wbeb,TX_Webb
3112.statecounty,WI_Jacksno,WI_Jackson
1669.countytwo,Ash e,Ashe 
1725.countytwo,Mitchel l,Mitchell 
2245.statevalue,OsR,OR
1483.statecounty,MO_Osaeg,MO_Osage
2363.fipstwo,tf72081,f72081
602.countytwo,oward ,Howard 
2524.fipstwo,yf47015,f47015
2819.statecounty,T_Scurry,TX_Scurry
2361.fipstwo,f70277,f72077
3089.statevalue,I,WI
2933.statevalue,VsA,VA
2164.fipstwo,f400g45,f40045
2429.fipstwo,45049,f45049
807.county,Blakcford ,Blackford 
433.countytwo,ade ,Dade 
2265.countytwo,Ccambria ,Cambria 
584.fipstwo,f10953,f19053
1533.fipstwo,28013,f28013
1684.statecounty,NC_Cehrokee,NC_Cherokee
2298.fipstwo,f42078,f42087
796.countytwo,Wanye ,Wayne 
3127.statecounty,WI_Mnroe,WI_Monroe
1541.statecounty,MS_rCopiah,MS_Copiah
1404.statevalue,NM,MN
1874.statevalue,E,NE
2486.fipstwo,f4607q3,f46073
791.statecounty,LI_Union,IL_Union
1138.fipstwo,f220v37,f22037
1530.countytwo,ttala ,Attala 
230.county,San Joauin ,San Joaquin 
2554.countytwo,Haywoo ,Haywood 
1550.statevalue,S,MS
1995.statevalue,Y,NY
1030.county,Edmoneson ,Edmonson 
1870.county,Kimbal ,Kimball 
2098.fipstwo,ef39089,f39089
603.county,mHumboldt ,Humboldt 
1843.statecounty,N_EDixon,NE_Dixon
2100.county,Lorin ,Lorain 
1600.countytwo,Waltall ,Walthall 
2608.statevalue,TwN,TN
2766.countytwo,Mario n,Marion 
1383.statevalue,N,MN
2120.fipstwo,f39313,f39133
1247.countytwo,Bezie ,Benzie 
3048.statecounty,A_Asotin,WA_Asotin
1263.statevalue,I,MI
424.statevalue,AG,GA
3205.statevalue,eWV,WV
382.statevalue,L,FL
2243.statecounty,OR_oMrrow,OR_Morrow
2187.county,Myes ,Mayes 
961.statecounty,KS_eosho,KS_Neosho
2996.county,Prince cGeorge ,Prince George 
403.fipstwo,f1f3021,f13021
607.statecounty,IA_cJasper,IA_Jasper
2541.countytwo,Fentressw ,Fentress 
1617.fipstwo,f3p0017,f30017
2071.statecounty,O_Cuyahoga,OH_Cuyahoga
635.fipstwo,f1155,f19155
762.countytwo,McoDonough ,McDonough 
1038.countytwo,rGallatin ,Gallatin 
1917.statecounty,NH_Merrmiack,NH_Merrimack
2624.countytwo,Be e,Bee 
203.fipstwo,f06032,f06023
1261.county,Emmbet ,Emmet 
2631.statevalue,XT,TX
1555.fipstwo,f28075,f28057
1438.statecounty,M_ODaviess,MO_Daviess
3062.statecounty,A_Jefferson,WA_Jefferson
320.countytwo,Tollnd ,Tolland 
483.fipstwo,f11383,f13183
2075.county,Eie ,Erie 
2151.fipstwo,f4019,f40019
1117.fipstwo,f2d1235,f21235
763.countytwo,McHenr y,McHenry 
662.countytwo,ingham ,Bingham 
2858.statecounty,uTX_Wilson,TX_Wilson
2363.countytwo,Lares Muniqcipio,Lares Municipio
2077.statevalue,H,OH
356.statecounty,FL_Jcakson,FL_Jackson
1123.fipstwo,f2207,f22007
1765.county,Adam s,Adams 
839.statecounty,IN_Jaspelr,IN_Jasper
1933.countytwo,Mnomouth ,Monmouth 
702.statecounty,IL_Alexanedr,IL_Alexander
3165.countytwo,nClay ,Clay 
2069.county,Coshcton ,Coshocton 
2433.statevalue,fSC,SC
2946.countytwo,Glouceter ,Gloucester 
1412.statecounty,MO_Bary,MO_Barry
1916.county,Hillsborouhg ,Hillsborough 
1113.statecounty,Y_Warren,KY_Warren
1056.county,Jessamie ,Jessamine 
3060.countytwo,Gryas Harbor ,Grays Harbor 
1830.fipstwo,f30125,f31025
76.fipstwo,01093,f01093
372.statevalue,L,FL
2083.fipstwo,f3905u9,f39059
570.statevalue,sIA,IA
1175.countytwo,Uniron ,Union 
2156.fipstwo,40029,f40029
2292.fipstwo,f4075,f42075
2079.fipstwo,f3n9051,f39051
554.statevalue,IH,HI
233.countytwo,Santa Bargbara ,Santa Barbara 
1519.statevalue,O,MO
889.county,Warric k,Warrick 
521.statecounty,GA_Sumtre,GA_Sumter
2540.county,Fayete ,Fayette 
435.statevalue,A,GA
3168.statevalue,V,WV
1867.county,Kearny ,Kearney 
1318.countytwo,aWshtenaw ,Washtenaw 
1873.county,Linoln ,Lincoln 
1631.fipstwo,f3004n5,f30045
549.county,Wlikes ,Wilkes 
2312.statecounty,PA_Stusquehanna,PA_Susquehanna
3159.countytwo,Berkele y,Berkeley 
2666.countytwo,Cluberson ,Culberson 
2534.statecounty,TN_Cumberleand,TN_Cumberland
2589.county,Ryoane ,Roane 
1215.statevalue,jMD,MD
2751.countytwo,Lzamar ,Lamar 
630.statecounty,IA_Paeg,IA_Page
619.county,Mhaska ,Mahaska 
3220.fipstwo,f5601i5,f56015
135.county,Le e,Lee 
2927.statecounty,VA_Cunlpeper,VA_Culpeper
284.county,ake ,Lake 
507.county,Plk ,Polk 
2199.countytwo,Ottawax ,Ottawa 
2020.statevalue,YN,NY
1810.statevalue,NwD,ND
1136.countytwo,East Baton Roluge ,East Baton Rouge 
2857.statecounty,TX_Willaimson,TX_Williamson
2251.statecounty,R_Wasco,OR_Wasco
2555.countytwo,Hendersonv ,Henderson 
2464.statecounty,SD_Codingtno,SD_Codington
408.county,Bulolch ,Bulloch 
2897.statecounty,AV_Albemarle,VA_Albemarle
1015.statecounty,KY_Butlre,KY_Butler
594.statevalue,IwA,IA
362.statevalue,jFL,FL
422.fipstwo,f13601,f13061
807.statecounty,IN_Blcakford,IN_Blackford
1625.countytwo,Gafrield ,Garfield 
2610.fipstwo,f471k87,f47187
1785.fipstwo,f38014,f38041
389.county,Voulsia ,Volusia 
1104.statecounty,KY_Scrott,KY_Scott
2120.county,Prtage ,Portage 
2145.statevalue,KO,OK
1333.statecounty,MN_Chisaog,MN_Chisago
178.statevalue,AgZ,AZ
3030.countytwo,St. Croix Iland,St. Croix Island
876.fipstwo,18141,f18141
2977.county,Midlesex ,Middlesex 
2011.county,Gfreene ,Greene 
2922.countytwo,Chesterfeld ,Chesterfield 
1905.county,Vadlley ,Valley 
2286.county,Indana ,Indiana 
2909.fipstwo,fk51023,f51023
1866.fipstwo,f13097,f31097
774.countytwo,Piatjt ,Piatt 
490.fipstwo,f13911,f13191
2605.county,Warrepn ,Warren 
241.countytwo,Stnaislaus ,Stanislaus 
2725.countytwo,oward ,Howard 
1004.statecounty,K_YBarren,KY_Barren
177.county,Apahe ,Apache 
1221.countytwo,Worester ,Worcester 
74.statecounty,AL_Madqison,AL_Madison
2490.fipstwo,f4681,f46081
2346.statevalue,RP,PR
1124.statevalue,A,LA
2680.statevalue,XT,TX
688.statevalue,DI,ID
2184.statevalue,OvK,OK
3209.statevalue,zWV,WV
241.statecounty,CA_Stanisaus,CA_Stanislaus
414.statecounty,GA_aCrroll,GA_Carroll
1934.county,Morrs ,Morris 
2747.fipstwo,f482w71,f48271
432.countytwo,Cris p,Crisp 
1050.countytwo,enderson ,Henderson 
2763.countytwo,Lubbockd ,Lubbock 
2174.county,Jackso ,Jackson 
1407.county,Yellw Medicine ,Yellow Medicine 
2098.countytwo,Lickuing ,Licking 
2847.statevalue,XT,TX
1489.countytwo,Pke ,Pike 
135.statecounty,R_Lee,AR_Lee
560.countytwo,Aullamakee ,Allamakee 
1169.fipstwo,f2209,f22099
1198.countytwo,Allegan ,Allegany 
3013.county,Spotyslvania ,Spotsylvania 
280.statecounty,C_OJefferson,CO_Jefferson
1873.fipstwo,f3t1111,f31111
1003.countytwo,allard ,Ballard 
628.fipstwo,f191p41,f19141
731.statecounty,IL_Gerene,IL_Greene
2663.statecounty,TXC_rane,TX_Crane
2803.statevalue,TzX,TX
973.statevalue,S,KS
1242.countytwo,Antim ,Antrim 
2014.countytwo,Jefferosn ,Jefferson 
1267.countytwo,Hillsdaley ,Hillsdale 
3144.countytwo,Shebygan ,Sheboygan 
1025.fipstwo,jf21051,f21051
2692.statevalue,XT,TX
694.county,Payetite ,Payette 
1542.statecounty,MS_Covinton,MS_Covington
3140.county,Rus k,Rusk 
