license_no(long),license_type,issue_date,license_status,expiredate,legal_name,street_one,street_two,city,statevalue,zip,county_code(long)
2054531,Cig/OTP Retail,12/17/2015,Issued,2/28/2017,BALSON DISTRIBUTING INC,7921 SALTSBURG RD,,PITTSBURGH,PA,15239-1968,2
2180136,Cig/aOTP Retail,1/12/2016,Issued,2/28/2017,RONALD YOSI,BAPTIST & WEYMAN RDS,,PITTSBURGH,PlA,15236,2
2176401,Cig/OTP Retail,12/16/2015,Issued,2/28/2017,WILSONS PHARMACY,4101 PENN AVE,,PITTSBURGH,PA,15224-1326,2
2266238,Cig/OTP Retail,2/22/2016,ssued,2/28/2017,DOLGENCORP LLC,1515 WASHINGTON BLVD STE 1,,MCKEESPORT,PA,15133-3725,2
2266255,Cig/OTP Retail,2/22/2016,Issued,2/28/2017,DOLGENCORP LLC,494 PITTSBURGHST,,SPRINGDALE,PA,15144-1408,2
2266256,Cig/OTP Retail,2/22/2016,Issued,2/28/2017,DOLGENCORP LLbC,1811 MAIN ST ***,,SHARPSBURG,PA,15215h-2712,2
2267903,Cig/OTP Retail,6/1/2016,Issued,2/28/2017,NIVA PITTSBUGH GIFT SHOP INC,600 COMMONWEALTH PL,,PITTSBURGH,PA,15222-1003,2
2268702,Cig/OTP Retail,12/23/205,Issued,2/28/2017,DARLENE BREWRE CRAIG,709 CHARTIERS AVENUE,,MCKEES ROCKS,PA,15136,2
2100401,Cig/OTP Retail,1/12/2016,Issued,2/28/2s017,ROBERT J & AMY E ADZEMA,8105 PERRY HWY,,PITTSBURGH,PA,1537-5203,2
2231614,Cig/OTP Retail,2/18/201d6,Isued,2/28/2017,E L S DOURADO INC,1614 PENN AVE,,WILKINSBURG,PA,15221-2630,2
2265448,Cig/OTP Retail,12/16/2015,Issued,2/28/2017,LAMPERTS FOD MARKET INC,2010 EDEN PARK BLVD,***,MCKEESPORT,PA,15132-7619,2
2254866,Cig/OTP Retail,12/16/2015,Issued,2/28/201c7,DELHI PETRO INC,9100 PERRY HWY,p,PITTSBURGH,PA,15237-5454,2
2268086,Cig/OTP Retail,12/16/2015,Isjsued,2/28/2017,DELHI PERTO INC,1675 DUNCAN AVE,,ALLISON PARK,PA,15101-2719,2
2267474,Cig/OTP Retail,8/1/2016,ssued,2/28/2017,GLASSWORX LLC,1321 E CARSON ST,,PITTSBURGH,PA,15203-1509,2
2167721,Cig/OTP Retail,12/17/2015,Issued,2/28/2017,LIZIK SERVICE CENTER,326 MONONGAHELA AVE,,GLASSPORT z,PA,15045-1440,2
2268180,Cig/OTP Retail,1/4/2016,Issued,2/28/2017,SONNYS TAVERN INC,630 S MILLVALE AVE,,PITTSBURGH,P A,1522h4-2149,2
2260084,Cig/OTP Retail,2/22/2016,Issued,/228/2017,BLOOM CIGAR CO INC,54 S 12TH ST,,PITTSBURGH,PA,r15203-1131,2
2259287,Cig/OTP Retali,1/21/2016,Issued,2/28/2017,LASTMINIT MART INC,164 FREEPORT RD,,PITTSBURGH,PA,15238-3451,2
2264638,Cig/OTP Retail,2/26/2016,Issued,2/28/2017,GRANDVIEW DISTRIBUTING INC,1325 GRANDVIEW AVE,,PITTSBURGH,PA,152111-205,2
2230249,Ci/OTP Retail,1/2/12016,Issued,2/28/0217,WEMART INC,200 ALTER RD STE 1,,NATRONA HEIGHTS,PA,1506-52846,2
2267100,Cig/OTP Retail,2k/4/2016,Issued,2/28/2017,"SIP & PUFF, LLC",1335 FREEPORT RD STE A,,PITTSBURGH,PA,15238-3126,2
2267103,Cig/OTP Retail,1/6/2016,Issued,2/28/2017,YING MART CORP,1926 BROWNSVILLE RD ***,,PITTSBURGH,A,15210-4202,2
2267104,Cig/OTP Retal,1/6/2061,Issued,2/28/2017,ING MART CORP,1181 ROMINE AVE,,MCKEESPORT l,tPA,15133-3515,2
2266267,Cig/OTP Retail,2/22/2016,Isused,2/28/2017,DOLGENCORP LLC,10730 FRANKSTOWN RD,,PENN HILLS,PA,15235-3039,2
2266272,Cigo/OTP Retail,2/22/20x16,Issued,2/28/2017,DOLGENCORP LLC,120 PENN AVE,,TURTLE CREEK,PA,15145,2
2266278,Cig/OTP Retail,2/22/2016,Issued,2/2/82017,DOLGENCORP LLC,315 COCHRAN RD,,MT LEBANON,PA,15228-1231,2
2266283,Cig/OTP Retail,2/22/2016,Issued,2/28/2017,DOLGENCORP LLC,1695 MCFARLAND RD,***,PITTSBURGH,PA,15216-1810,2
2265391,Cig/OTP Retail,3/14/2016,Issued,2/28/2017,RADHE SHYAM OIL CORP,625 ARDMORE BLVD,,WILKINSBURG,PA,15221-3k022,2
2247523,Cig/TP Retail,1/6/2016,Issued,2/28/u2017,SHANER PITTSBURGH HOTEL LP,112 WASHINGTON PL,,PITTSBURGH,PA,15219-3458,2
2264784,Cig/OTP Retial,1/28/2016,Issued,2/28/2017,E & S BEER INC SUDZ,6936 5TH AVE,,PITTSBURGH,PAg,15208-1707,2
2202051,Cig/OTP Retail,1/16/2015,Issused,2/28/2017,CORNERS BEER DISTRIBUTOR INC,NORMAN CENTRE II,1755 N HIGHLAND RD,PITTSBURGH,PA,15241-1250,2
2238412,Cig/OTP Retail,12/18/2015,Issued,2/28/2017,WEIS ENTERPRISES INC,115 SMITHFIELD ST,,PITTSBURGH,PA,15222-2203,2
2268934,Cig/OTP Retail,1/51/2016,Issued,2/28/2017,MARUTI CONVENIENCE LLC,1100 FAWCETT AVE,n,WHITE OAK,PA,5131-1502,2
2266288,Cig/OTP Retali,2/22/2016,Issued,2/28/2071,DOLGENCORP LLC,995 GREENSBURG PIKE,,EAST PITTSBURGH,PA,15112-1544,2
2266299,Cig/OTP Retail,2/22/2016,Issued,2/28/2017,DOLGENCORP LLC,5032 WILLIAM PENNHWY,,MONROEVILLE,PA,15146-3740,2
2260062,Cig/OTP Retail,1/8/2016,Issued,2/28/0217,VKZ LLC,4731 BUTTERMILK HOLLOW RD,,WEST MIFFLIN,A,1512k2-1103,2
2269047,ig/OTP Retail,3/1/2016,Issued,2/28/2017,MOHSIN IQBAL,3111 WALNUT ST,,MCKEESPORT,A,15132-7126,2
2239923,Cig/OTP Retail,12/17/2015,Issued,2/28/2017,KAJAL OIL & GAS INC,127 MCMURRAY RD,a,UPPR ST CLAIR n,A,15241-1611,2
2267999,Cig/OTP Retail,12/16/2015,Issued,2/28/2017,TRIANGLE MART INC,101 AMANDA AVE,,PITTSBURGH,AP,15210-2145,2
2265919,Cigq/OTP Retail,4/4/2016,Issued,2/28/2017,DEANS BEER LLC,87 JOSEPH ST,***,PITTSBURGH,PA,15227-4101,2
2268220,Cig/OTP eRtail,2/1/2016,Issued,2/28/2017,HEADY GALLERY LCL,601 E CARSON ST,,PITTSBURGH,PA,15203-1021,2
70178001,Cig/OTP Retail,1/14/2016,Issued,2/28/2017,COGOS CO,2733 S PARK RD,,BETHEL PARK,PA,15102-3805,2
70178026,Cig/TP Retail,1/14/206,Issued,2/28/2017,COGOS CO,3439 W RUN RD,,HOMESTEAD ***,PA,15120-2803,2
70178073,Cig/OTP Retail,1/14/2016,Issued,2/28/2017,COGOS CO,BAILEY AVE AT RUTH ST,,PITTSBURGH,A,51211,2
2244072,Cig/OTP Retail,12/16/201m5,sIssued,2/28/2017,MUNHALL GASOLINE SERVICE LP,2907 HOMESTEAD DUQUESNE RD # R,t,MUNHALL,PA,15102-3506,2
2243208,Cig/OTP Retil,m12/17/2015,Issued,2/28/2017,MONTOUR HdOTEL INC,1500 4TH AVE,,CORAOPOLIS,PA,15108-1624,2
2222289,Cig/OTP Retail,8/19/2016,Issed,2/28/2017,MARSHALL WOOD WORKS LIMITED,1500 SPRING GARDEN AVE,a,PITTSBURGH,PA,5212-3633,2
2172013,Cig/OTP Retail,12/16/2015,Issued,2/d28/2017,DELI ICIOUS CATERING INC,500 STATION ST,,WILMERDING,PA,15148-1186,2
2247085,Cig/OTP Retail,12/16/2015,Issued,2/28/2017,CARNEGIE BEER OUTLET INC,429 W MAIN ST,,CARNEGIE,PA,15106-2559,2
2255968,Cig/OTP Retail,1/28/2016,Issued,2/28/2017,MANJIT MINIMART LLC,748 BROWNSVILLE RD,,PITTSBURGH,PA,15210-2360,2
2266319,Cig/OTP Retail,2/22/2016,dIssued,2/28/2017,DOLGENCORP LLC***,700 WORTHINGTON AVE,,CLAIRTON,PA,15025-1231,2
2266329,Cig/OTP Retail,2/22/2016,Issued,2/28/2017,DOLGENCORP LLC,131 BRADFORD AVE,,CRAFTON,PA,1u5205,2
2266355,Cig/OTP Retail,2/22/2016,Isued,/228/2017,DOLGENCORP LLC,425 PERRY HWY,,WEST VIEW,PA,15229-1818,2
2266356,Cig/OTP Retail,2/22/2016,Issued,2/28/2017,DOLGENCORP LLC,716 CLAIRTON BLVD,,PITTSBURGH,PA,15236-4517,2
2263547,Cig/OTP Retail,12/16/2015,Issued,2/28/2017,AMBE MA INC,1639 S BRADDOCK AVE,,PITTSBURGH ***,PA,15218-1663,2
70178103,ig/OTP Retail,1/14/2016,Issued,2/28/2017,COGOSC O,2401 E CARSON ST,,PITTSBURGH,PA,15203-2111,2
70178105,Cig/OTP Reatil,1/14/216,Issued,2/28/2017,COGOS CO,1709 SAW MILL RUN BLVD,,PITTSBURGH,A,15210-3435,2
2226019,Cig/OTP kRetail,12/17/2015,Issued,2/28/2017,F M PITSELLA INC,94 ALLEGHENY RIVER BLVD,,VERONA,PA,15147-1046,2
70052105,Cig/OTP Retail,2/4/2016,Issued,2/28/2017,RITA WALL,FIFTH & BORDER STREET,***,WEST ELIZABETH,PA,15088,2
2265387,Cidg/OTP Retail,2/19/2016,Issued,2/28/2017,NEW EAGLE MART INC,300 6TH AVE UPPR 101,***,PITTSBURGH,PA,15222-2511,2
2267924,Cig/OTP Retail,12/17/2015,Issued,2/28/2017,KESARI PETRO INC.,100 ROCHESTER RD,,WEST VIEW,A,15229-1334,2
2267925,Cig/OTP Retail,12/17/015,Issued,2/28/207,KESARI PETRO INC.,304 FREEPORT RD ***,,ASPINWALL,PA,15215-3110,2
2268669,Cig/OTP Retail,1/8/2016,Issued,2/28/2017,MVM GROUPS INC,3407 DUQUESNE AVE,,WEST MIFFLIN,PA,1512-21666,2
2267627,Cig/OTP Rfetail,12/22/2015,Issued,2/28/2017,NEIGHBORHOOD MARKET LCL,202 BROWNSVILLE RD,,MOUNT OLIVER,PA,15210-2161,2
70178112,Cig/OTP Retail,1/13/2016,Issued,2/28/207,CGOS CO,4071 BEECHWOOD BLVD,,PITTSBURGH,PA,15217-2669,2
70178120,Cig/OTP Retail,1/14/2016,Ixssued,2/28/2017,COGOS CO,1501 N CANAL ST,,SHARPSBURG,PA,15215-2533,2
2239904,Cig/OTP Retail,12/18/2015,Issued,2/28/20g17,TONIDALE LEGACY LP,7021 STEUBENVILLE PIKE,,OAKDALE,PA,15071-3307,2
70178121,Cig/OTP Rextail,1/14/2016,Issued,2/28/2017,OCGOS CO,CARL A COLTERYAHN v,925 E CARSON ST,PITTSBURGH,PA,15203-1107,2
2177933,Cig/OTP Retail,12/21/2015,Issued,2/28/2017,NORT HALLEGHENY FOODS INC,1620 BABCOCK BLVD,,PITTSBURGH,PA,15209-1604,2
2261651,Cig/OTP Retail,1/192/016,Issued,/28/2017,LATHIA INVESTMENTS LLC,928 CHARTIERS AVE,,PITTSBURGH,vPA,15220-5616,2
2261653,Cig/OTP Retal,1/19/2016,Issued***,2/8/2017,LATHIA INVESTMENTS LLC,400 UNION AVE,***,BELLEVUE,PA,15202-2922,2
2262263,Cig/OTP Retail,1/19/2016,Isused,2/28/2017,LATHIA INVESTMENTS LLC,649 HILLSBORO ST,,PITTSBURGH,PA,15204-1709,2
2267098,Cig/OTP Retail,12/16/a2015,Issued,2/28/2017,HOLY KOW LC,2300 VERSAILLES AVE,,MCKEESPORT,PA,15132-2035,2
2268767,Cig/OTP Retail,12/16/2015,Issued,2/2/82017,PRACHIS ENTERPRISE LLC,1132 BRACKENRIDGE AVE,***,BRACKENRIDGE,PA,1501-41504,2
2288504,Cig/OTP Retail,5/16/2016,Issued,2/28/2017,PITTSBURGH BEER & POP LLC,SOUTHERN SHOPPING CENTER,1155 WASHINGTON PIKE,BRIDGEVILLE ***,PiA,15q017-2827,2
2220626,Cig/OTP Retail,1/12/2016,Issued,/28/2017,NORTHERN BEER TRADERS INC,190 ROCHESTER RD,,WEST VIEW,PA,15229-1334,2
2189086,Cig/OTP Retail,12/31/2015,ssued,2/28/2017,LINDEWOOD DISTRIBUTING CO,830 SLEEPY HOLLOW RD,,PITTSBURGH,AP,15234-2220,2
2268206,Cig/TP Retail,12/16/2015,Issued,2/28/2017,COUSINS CORNER MARKET INC,1694 LAKETON RD,,PITTSURGH,PA,15221-1604,2
2241871,Cig/OTP Retail,8/19/2016,Issued,2/28/2017,BADURiA INC,3115 WALNUT ST,,MCKEESPORT,PA,15132-71i62,2
2205724,Cig/OTP Retail,5/26/2016,Issued,2/28/2017,GREEN VALLEY BEER DISTRIBUTING CO,501 E PGH MCK BLVD,,N VERSAILLES,PA,15137-2s207,2
2268787,Cig/OTP Retail,12/23/2015,Issued,2/28/2017,JACKS SOUTHSIDE BAR INC,1117 E CASRON ST,,PITTSBURGH,P,15203-1133,2
2231319,Cig/OTP Retail,12/17/2051,Issued,2/28/2017,TOBACCO BEER OULTET INC,7809 MCKNIGHT RD,***,PITTSBURGH,PA,15237-3523,2
2265007,Cig/OTP Retail,12/16/2015,Issued,2/28/2017,BAVARIAN BEER INC,2550 BROWNSVILLE RD,,SOUTH PARK,P A,15129-7500,2
2264962,Cig/OTP Retali,1/6/2016,Issued,2/28/017,JP PqETROLEUM COMPANY,921 BRODEAD RD,,CORAOPOLIS,PA,151082-351,2
2258375,Cig/OTP Retail,12/29/2015,Issued,2/28/2017,SAFRANS SUPERMARKET LLC,429 WALNUT ST,,SEWICKLEY,PA,15143-1535,2
2245073,Cig/OTP Retail,12/28/2015,Issued,2/2/2017,NATRONA HEIGHTS FOODS INC,1710 PACIFIC AVE,,NATRONA HEIGHTS,PA,15065-2102,2
2263143,Cig/OTP Retail,12/16/2015,Issued,2/28/2017,ANISM LLC,705 PENN AVE,,TURTLE CREEK,P,15145-1911,2
70052155,Cig/OTjP Retail,2/4/2016,Issued,2/28/2017,GUVENAL INC,423 JAMES ST,p,TURTLE CREEK,PA,15145-1665,2
2264465,Cig/OTP Retail,1/11/2016,Issued,2/28/2017,BROTHER UNITED INC,6113 BROAD ST,,PITTSBURGH,PA,15206-3011,2
2262320,Cig/OTP Retail,12/16/2015,Issued,2/28/2017,SRIKRUPA LLC,4136 LIBRARY RD,,PITTSBURGH,PA,15234-1300,2
70178190,Cig/OTP Retail,1/1/42016,Issued,2/28/a2017,COGOS CO,1050 BRINTON RD,,PITTSBURGH,PA,15221-z4534,2
70178192,Cig/OTP Retail,1/14/2016,sIsued,2/28/2017,COGOS CO,314 SCENERY DR,x,ELIZAtBETH,PA,15037-2051,2
2262927,Cvig/OTP Retail,12/17/2015,Issued,2/28/2017,MACS CONVENIENCE STORES LLC,200 MARKET PLACE DRIVE,m,IMPERIAL ***,P A,15126,2
2257593,Cig/OTP Retail,12/18/2015,Issued,2/28/2017,SEA ENTERPRISES LLC,501 LINCOLN AVE,,BELLEVUE,oPA,15202-3533,2
2262870,Cig/OTP Retail,2/11/2016,ssued,2/28/2017,SUPERIOR SMOKE SHOPPES LLC,2199B W RUN RD,,MUNHALL,PA,15120,2
2268602,Cig/OTP Retail,2/11/2016,ssued,2/28/2017,SUPERIOR SMOKE SHOPPES LLC,2609 FREEPORT RD,,NATRONA HEIGHTS,zPA,15065-2512,2
2247653,Cig/TP Retail,1/20/2016,Issued,2/28/2017,SANNINE INC,2414 BROWNSVILLE RD,,PITTSBURGH,PA,15210-4504,2
70178194,Cig/OTP Retail,1/13/2016,Issued,2/28/2017,CGOOS CO,2880 BROWNSVILLE RD,,SOUTH PARK,PA,15129-8350,2
2217933,Cig/OTP Retail,12/16/2015,Issued,2/28/2071,PIKE BEVERAGE INC,7165 STEUBENVILLE PIKE,,OAKDALE,PA,15071-9111,2
2253177,Cig/OTP Retail,12/31/2015,Issued,228/2017,NOSS ENTERPRISES INC,2103 NOBLESTOWN RD,,PITTSBURGH,PA,15205-3936,2
2253178,Cig/OTzP Retail,12/31/2015,Issued,2/28/2017,NOSS ENTERPRISES INC,2381 MOUNTAIN VIEW DR,,WEST MIFFLIN,PA,15122-2445,2
70028001,Cig/OTP Retail,12/17/2015,Issued,2/28/217,MACS CONVENIENCE STORES LLC,2903 BRIGHTON RD,,PITTSBURGH,PA,15212-2609,2
70028002,Cig/OTP Retail,1217/2015,mIssued,2/28/2017,MACS CONVENIENCE STORES LLC,501 N MAIN ST,,SHARPSBURG,PA,152m15-2043,2
70028003,Cig/OTP Retail,12/17/2015,Issued,2/28/2017,MACS CONVENIENCE STORES LLC,3817 BUTLER ST,,PITTSBURGH,PA,152011-821,2
2211420,Cig/OTP Retail,12/17/2015,Issued,2/28/2017,ATKINSON BEER DIST INC,315 NORTH AVE,,PITTSBURGH,PA,15209-2331,2
2248794,Cig/OTP Retail,12/16/2015,Issued,2/28/2017,CHENEH A PLUS LLC,5013 BUTLER ST,,PITTSBURGH,P A,15201-2719,2
2198790,Cig/OTP Retail,12/21/201s5,Issued,2/28/2017,VIRGILI BEER DIST INC,2834 S PARK RD,,BETHEL PARK,PA,15102-3808,2
2261624,Cig/OTP Rietail,12/21/2015,ssued,2/28/2071,YON BEARD,529 4TH STREET,,BRADDOCK,PA,15104,2
2268371,Cig/OTP Retail,12/16/2015,Issued,2/28/2017,"PRIYYASH, INC.",4811 BUTLER ST,,PITTSBURGH,A,15201-2717,2
70178201,Cig/OTP Retail,1/14/2016,Issued,2/28/2017,COGOS CO,1513 LINCOLN WAY,,WHITE OAK u,PAn,15131-1711,2
2183229,CigO/TP Retail,12/23/2015,Issued,/28/2017,QUALITY FOODS CORPORATION,1130 HIGHWOOD ST ***,,PITTSBURGH,PA,15212-2771,2
2187101,Cig/OTP Retail,12/232015,Issued,2/28/2017,QUALITY FOODS CORPORATION,661 LINCOLN AVE,,BELLEVUE,PA,15202-3405,2
2192936,Cig/OTP Retail,12/23/2015,Issued,2/28/2017,QUALITY FOODS CORPORATION,3125 BANKSVILLE RD,o,PITTSBURGH,PA,15216-2720,2
70420006,Cign/OTP Retail,12/16/2015,Isbsued,2/28/2017,TRAVEL TRADERS HOTEL STORES INC,300 W STATION SQUARE DR,,PITTSBURGH,PA,15219-1e162,2
70420007,Cig/OTPg Retail,12/16/2015,Issued,2t/28/2017,TRAVEL TRADERS HOTEL STORES INC,1000 PENN AVE,,PITTSBURGH ***,PA,12522-3835,2
2265412,Cig/OTP Retail,12/30/2015,Issued,2/282017,BROOKLINE TOBACCO OUTLET LLC,721 BROOKLINE BLVD,,PITTSBURGH,PA,152262-101,2
2252897,Cig/OTP Retail,1/5/2016,ssued,2/28/2017,BEER IN PITTSBURGH INC,2121 NOBLESTfOWN RD,w,PITTSBURGH,PA,15205-3956,2
2266365,Cig/OTP Retail,2/22/2016,Issued,2/28/2017,DOLGENCORP LLC,4500 BROADWAY BLVD,,MONROEVILLE,PA,15146-4745,2
2258521,Cig/OTP Retail,1/20/2016,Issued,2/28/2017,ALLEGHENY RIVER UNITED CORPORATION,4901 ALLEGHENY RIVER BLVD,,VERONA,PA,15147-183,2
2259789,Cig/OTP Retali,12/31/2015,Issued,2/28/2017,GATEWAY GRILL yINC,4251 NORTHERN PIKE STE A,,MONROEVILLE,PA,15146-2753,2
2263101,Cig/OTP Retail,12/16/2051,Issued,2/28/2017,CARL LEWIS,337 5TH AVENUE,,RANKIN,PA,15104-1005,2
2226178,Cig/OTP Retail,12/16/2015,Issued,2/28/2017,PREIMER STATIONS INC,2873 W LIBpERTY AVE,,PITTSBURGH,PA,15216-2618,2
2268805,Cig/OTP Retail,6/9/2016,Isued,2/28/2017,SHIV OIL INC,44 RAILROAD ST,,BRIDGEVILLE,PA,15017g,2
2268806,Cig/OTP Retail,6/9/201q6,Issued,/28/2017,SHIV OIL INmC,1600 S BRADDOCK AVE,,PITTSBURGH,PA,i15218-1638,2
2268808,Cig/OTP Retali,6/9/2016,Issued,2/28/2017,SHIzV OIL INC,710 W 5TH AVE,p,MCKEESPORT,PA,15132-3505,2
2269099,Cig/OTP Retail,6/9/2016,Issued,2/28/m2017,SHIV OIL INC,365 E MAIN ST,,CARNEGIE,PA,15106-2751,2
70178203,Cig/OTP Retail,1/1t4/2016,Issued,2/28/2017,COGOS CO,3767 BROWNSVILLE RD,,PITTSBURGH,PA,15227-3554,2
70178207,Cig/OTP Retail,1/14/2016,Issued,2/28/2017,COGOS CO,721 ISLAND AVE,,MC KEES ROCKS,P A,15136-3254,2
2191911,Cig/OTP Retail,1/8/2016,Issued,2/28/217,BROWNSVILLE FOODS IaNC,1119 BROWNSVILLE RD,***,PITTSBURGH,P A,152103648,2
2248873,Cig/OTP Retail,12/17/2015,Issued,2/28/2017,DISCOUNT BEER & POP WAREHOUSE INC,4326 STEUBENVILLE PIKE,,PITTSBURGH ***,PA,15205-9647,2
2187621,Cig/OTP Retail,12/29/2015,Issued,2/28/2071,CAROL FISHER,5401 PENN AVENUE,x,PITTSBURGH,PA,15206,2
2266790,Cig/OTP Retail,12/29/2051,Issubed,2/28/2017,SPEEDWAY LLC,4830 WILLIAM PENN HWY,x,MONROEVILLE,PA,15146-3712,2
2266791,Cig/OTP Retail,12/30/2015,Issued,2/28/2017,SPEEDWAY LLC,4380 OLD ILLIAM PENN HWY,,MONROEVILLE,PA,15146-1441,2
2259524,Cig/OTP Retail,12/21/2015,Issued,2/28/217,MISPO LLLC,2677 MONROEVILLE BLVD i,,MONROEVILLE,PA,15146-2301,2
2268212,Cig/OTP Retail,1/15/2016,Issued,2/28/2017,MERCY MARKET LLC,6 MERCY MARKET,,PITTSBURGH,PA,15214,2
2266380,Cig/OTP Retail,2/22/2016,Issued,2/28/2017,DOLGENClORP LLC,3750 SAW MILL RUN BLVD,,PITTSBURGH,PA,15227-2712,2
2241241,Cig/OTP Retail,1/20/2016,Isued,2/28/2017,J A S WEB INC,6001 BUTTERMILK HOLLOW RD,,PITTSBURGH,PA,15207-2409,2
2232099,Cig/OTP Retail,12h/29/2015,Issued,2/28/2071,DONATELLIS ITALIAN FOOD MARKET INC,4711 LIBERTY AVE,,PITTSBURGH ***,P A,15224-2025,2
2262646,Cig/OTP Retail,7/25/h2016,Issued,2/28/2017,HARTWOOD CORPORATION,3392 SAXONBURG BLVD,,GLENSHAW,P A,1511-3145,2
2241643,Cig/OTP Retail,12/18/w2015,Issud,2/28/2017,MINPRO INC,3400 S PARK RD STE 4,,BETHEL PARK,PA,15102-1199***,2
2266792,Cig/OTP eRtail,12/3/02015,Issued,2/28u/2017,SPEEDWAY LLC,4420 BROWNS HILL RD,,PITTSBURGH,PA,15217-2915,2
2266793,Cig/OTP Retail,12/30/2015,Issued,2/28/2017,SPEEWDAY LLC,4311 STEUBENVILLE PIKE,,PITTSBURGH,PA,15205-9648,2
2267595,Cig/OTP Retail,12/30/2015,Issued,2/28/2017,SPEEDWAY LLC,2325 5TH AVE,,MCKEESPORT,PA,15132-1126,2
2268605,CigOTP Retail,12/30/2015,Issued,2/82/2017,SPEEDWAY LLC,303 HULTON RD,***,OAKMONT,PA,15139-1916,2
2268910,Cig/OTP Retail,12/30/2015,Issued,2/28/2017,SPEDWAY LLC,5701 GRAND AVE,,PITTSBURGH,PA,15225,2
2268911,Cig/OTP Retail,12/29/2015,vIssued,2/28/2017,PEEDWAY LLC,1200 LONG RUN RD,,WHITE OAK,PA,15131-2035,2
2261731,Cig/OTP Retail,12/29/2015,Issued***,2/28/2017,PARAS ENTERPRISE INC,903 LINCOLN HWY,,NORT HVERSAILLES,PA,15137-2031,2
2249717,Cig/OTP Retail,12/1a6/2015,Issued,2/28/2017,USMA UNTIED ENTERPRISE INC,2800 BROWNSVILLE DR,,PITTSBURGH,PA,15227-1905,2
2263437,Cig/OTP eRtail,12/18/2015,Issued,d2/28/2017,USMA UNITED ENTERPRISE INC,1761 PINE HOLLOW RD,,MC KEES ROCKS,A,15136-155y8,2
2265991,Cig/OTP Retail,2/22/2016,Issued,2/28/2017,DOLGENCORP LLC,352 N 2ND AVE ***,,ELIZABETH,PA,15037-1537,2
2265999,Cig/OTP Retail,2/22/2016,Issued,2/28/2017,DOLGENCORP LLC,5000 LIBRARY RD,,BETHEL PARK,P,15102-2826,2
2266391,Cig/OTP Retail,2/22/2016,Issued,2/28/2017,DOLGENCORP LLC,1714 LAKETON RD ***,,WILKINSBURG,PAf,15221,2
2268299,ig/OTP Retail,12/6/2015,Issued,2/28/2017,RED PAPRIKA FOODS LLC,1900 GRANDVIEW AVE,,MCKEESPORT,PA,15132-5884,2
2266419,Cig/OTP Ruetail,2/22/2016,Issued,2/28/2017,DOLGENCORP LLC,1718 BROADVIEW BLVD,,NATRONA HEIGHTS,PA,15065-2187,2
2267855,Cig/OTP Retail,2/22/2016,Issued,2/28/2017,DOLGENCORP LLC,120 THREE DEGREE RD,,PITTSBURGH,PA,12537-2304,2
2268422,Cig/OT PRetail,2/222/016,Issude,2/28/2017,DOLGENCORP LLC,740 LYSLE BLVD,,MCKEESPORT,PxA,15132-2514,2
2268579,Cig/OTP Retail,1/13/2016,Issued,2/28/2017,S&S EXPRESS FOOD MART CORPORATION,922 MAIN ST,,PITTSBURGH,PkA,51215-2352,2
2265751,Cig/OTP Retail,12/28w/2015,Issued,2/28/2017,RAYS MT NEBO SERVICE CENTER uLLC,1706 MOUNT NEBO RD,,SEWICKLEY z,PA,15143-8452,2
2265806,Cig/OTP Retail,12/16/2015,Issued,2/28/2107,JOSEPH MINYON,2918 WALNUT STREET,,MCKEESPORT,P A,15132,2
2248630,Cig/OTP Retail,1216/2015,Issued,2/28/2017,SOKNENG SIN,1018 W-NORTH AVENUE,,PITTSBURGH,PA,152n33-1932,2
2249626,Cig/OP Retail,12/29/2015,Issued,2/28/2017,SOUTHw PARK CONVENIENCE STORE INC,5660 BROWNSVILLE RD,,PITTSBURGH,PA,15236-2912,2
2260721,Cig/OTP Retail,2/18/2016,Issued,2/28/2017,SOUTH PARK CONVENIENCE STORE INC,340 CURRY HOLLOW RD,,PITTSBURGH,PA,15236-4621,2
2236308,Cig/OTP Retail,12/17/2015,Issued,2/28/2017,DBM INC,207 BETTIS RD,***,WEST MIFFLIN,A,1k5122-2801,2
2012994,Cig/OTP Retail,1/29/2016,Issued,2/28/2017,PITTSBURGH FIELD CLUB,121 FIELD CLUB RD,,PITTSBURGH,P A,15238-2224,2
2174879,Cig/OTP Retail,12/22/2015,Issued,2/28/2017,BREW THRU INC,272 YOST BLVD,,PITTSBURGH,PA,1522x1-4818,2
2288270,Cig/OTP Retail,12/30/2015,Issued,2/28/2017,SEEDWAY LLC,1700 LINCOLN HWY ***,,N VERSAILLES,A,15137-2553,2
2266525,Cig/OTP Retail,2/17/2015,Issued,2/28/2017,"OM PETRO, INC",1344 STATE ROUTE 51,,JEFFERSON HILLS,PA,15025,2
2266007,Cig/OTP Retail,2/22/2016***,Issued,2/28/2017,DOLGENCORP LLC,7248 SALTSBURG RD,,PITTSBURGH,PA,15235-2225,2
2266048,Cig/OsTP Retail,2/22/2016,Issude,2/r28/2017,DOLGENCORP LC,500 PINE HOLLOW RD,,MC KESE ROCKS,PAw,15136-1683,2
2266067,Cig/OTP Retail,2/22z/2016,Issued,/228/2017,DOLGENCORP LLC***,470 PENN LINCOLN DR,,IMPERIAL,AP,151y26-9781,2
2266075,Cig/OTP Retail,2/22/2016,Issued,2/28/2017,DOLGENCORP LLC,1830 PENNSYLVANIA AVE,,WEST MIFFLIN,PA,15122-3915,2
