472.fipstwo,f3161,f13161
184.statecounty,A_Maricopa,AZ_Maricopa
409.statevalue,A,GA
1203.fipstwo,f2401s1,f24011
950.fipstwo,20111,f20111
1952.county,Guahdalupe ,Guadalupe 
2599.fipstwo,f4165,f47165
1495.statevalue,nMO,MO
3177.statevalue,V,WV
1751.statevalue,NfC,NC
1212.county,Knet ,Kent 
2375.countytwo,Naranjito Municipifo,Naranjito Municipio
2529.statecounty,TN_Claiorne,TN_Claiborne
1724.statevalue,CN,NC
1230.county,Oxfrd ,Oxford 
1477.fipstwo,f2939,f29139
2224.fipstwo,f41101,f41011
3019.fipstwo,uf51185,f51185
2770.fipstwo,4f8323,f48323
3218.statecounty,WYe_Crook,WY_Crook
1339.statevalue,N,MN
1697.fipstwo,f7065,f37065
203.statevalue,vCA,CA
3129.statecounty,WI_nOeida,WI_Oneida
43.statevalue,bAL,AL
2048.countytwo,Warxren ,Warren 
2247.statecounty,OR_Tvillamook,OR_Tillamook
1596.county,Tixppah ,Tippah 
448.countytwo,Fayettec ,Fayette 
1029.countytwo,qDaviess ,Daviess 
465.county,Har ,Hart 
2310.fipstwo,f42111***,f42111
3145.statevalue,WiI,WI
1385.county,dRenville ,Renville 
2324.fipstwo,f7205,f72005
1866.statecounty,NE_Johnston,NE_Johnson
1892.countytwo,Roc ,Rock 
877.countytwo,Satrke ,Starke 
1556.countytwo,Jacskon ,Jackson 
1699.countytwo,Frnklin ,Franklin 
260.countytwo,Clear Cerek ,Clear Creek 
2172.county,Hasklel ,Haskell 
3196.county,Prestn ,Preston 
1408.fipstwo,f2900o1,f29001
994.countytwo,Wallacee ,Wallace 
1035.fipstwo,21071,f21071
613.countytwo,Leeh ,Lee 
1133.statecounty,LA_Cliaborne,LA_Claiborne
2551.county,Hadreman ,Hardeman 
420.countytwo,Cerokee ,Cherokee 
187.statecounty,AZ_Pmia,AZ_Pima
1707.county,Hranett ,Harnett 
1940.fipstwo,3f4039,f34039
3044.countytwo,Washinton ,Washington 
593.statecounty,A_Fremont,IA_Fremont
770.county,Moultruie ,Moultrie 
537.countytwo,pson ,Upson 
1990.countytwo,Wasohe ,Washoe 
2394.statecounty,PR_Vega Altau Municipio,PR_Vega Alta Municipio
2326.fipstwo,f7g2009,f72009
1551.statevalue,S,MS
1886.countytwo,Pehlps ,Phelps 
3047.statevalue,WzA,WA
417.fipstwo,fw13051,f13051
3141.statevalue,WpI,WI
1976.county,Churcchill ,Churchill 
675.countytwo,uster ,Custer 
752.county,Lee ***,Lee 
2620.countytwo,Baile y,Bailey 
3089.fipstwo,f55007***,f55007
1311.statevalue,I,MI
3191.statecounty,WV_Nichgolas,WV_Nicholas
1855.county,Grnat ,Grant 
531.fipstwo,qf13281,f13281
650.fipstwo,f11985,f19185
1904.statecounty,NEThurston,NE_Thurston
910.countytwo,Cofofey ,Coffey 
38.countytwo,Cxhambers ,Chambers 
3031.statevalue,VtI,VI
3068.fipstwo,53043,f53043
81.fipstwo,f0113,f01103
508.statecounty,GA_ulaski,GA_Pulaski
1070.statecounty,KY_Loan,KY_Logan
3114.county,Juenau ,Juneau 
2380.statecounty,PR_Quebradillas Municipo,PR_Quebradillas Municipio
2536.countytwo,Decahtur ,Decatur 
1110.countytwo,Trgig ,Trigg 
889.statecounty,IaN_Warrick,IN_Warrick
532.countytwo,Treutle n,Treutlen 
2486.statevalue,DS,SD
972.countytwo,Ren o,Reno 
3197.countytwo,Ptnam ,Putnam 
3170.fipstwo,f4025,f54025
2525.fipstwo,f4707,f47017
2018.fipstwo,f3603,f36053
1828.countytwo,Brt ,Burt 
329.statevalue,lFL,FL
2798.fipstwo,f48337,f48373
32.statevalue,L,AL
1549.county,Hrancock ,Hancock 
1948.statecounty,NM_De aBca,NM_De Baca
774.countytwo,Piattt ,Piatt 
3151.statecounty,WI_ashburn,WI_Washburn
125.fipstwo,f05507,f05057
1901.countytwo,Santon ,Stanton 
642.fipstwo,f19196,f19169
2802.countytwo,Randanll ,Randall 
2766.statecounty,TX_aMrion,TX_Marion
1298.countytwo,Muskegn ,Muskegon 
2243.statecounty,ORMorrow,OR_Morrow
858.county,Newtn ,Newton 
1344.statecounty,MN_Freeobrn,MN_Freeborn
562.statevalue,A,IA
2782.statecounty,TXy_Moore,TX_Moore
514.statevalue,AG,GA
79.statecounty,ALM_onroe,AL_Monroe
2955.statecounty,AV_Henrico,VA_Henrico
467.statecounty,GA_Henyr,GA_Henry
1338.statecounty,MN_Crow Wign,MN_Crow Wing
383.countytwo,St. Jonhs ,St. Johns 
42.statevalue,yAL,AL
3032.countytwo,St Thomas Island,St. Thomas Island
2474.statevalue,D,SD
439.fipstwo,df13095,f13095
2093.statevalue,OlH,OH
776.countytwo,Pop ,Pope 
2441.county,Ocone e,Oconee 
324.statevalue,DxE,DE
1581.fipstwo,hf28109,f28109
658.countytwo,Adam ,Adams 
100.statevalue,RA,AR
657.statecounty,ID_Agda,ID_Ada
2494.fipstwo,f4687,f46087
672.fipstwo,f61031,f16031
848.countytwo,Laorte ,LaPorte 
1554.statevalue,S,MS
2862.fipstwo,f4d8501,f48501
3192.statecounty,WV_Ohoi,WV_Ohio
985.fipstwo,f2n0181,f20181
3134.countytwo,Plk ,Polk 
966.statecounty,KS_Ottaaw,KS_Ottawa
89.fipstwo,f01191,f01119
1461.countytwo,Lafayett ,Lafayette 
2904.fipstwo,fu51015,f51015
2451.countytwo,urora ,Aurora 
1584.countytwo,Pntotoc ,Pontotoc 
967.statecounty,KS_Pfawnee,KS_Pawnee
1877.statecounty,NEM_cPherson,NE_McPherson
1030.fipstwo,f210f61,f21061
1983.county,Landesr ,Lander 
1208.countytwo,Federick ,Frederick 
3222.statevalue,YW,WY
3057.county,Fanklin ,Franklin 
275.fipstwo,f08409,f08049
1750.statevalue,CN,NC
74.statecounty,AL_Madson,AL_Madison
1992.statecounty,NY_Abany,NY_Albany
1854.fipstwo,f1073,f31073
2855.statevalue,X,TX
2652.statecounty,XT_Coke,TX_Coke
271.countytwo,lEbert ,Elbert 
484.statevalue,GpA,GA
2074.countytwo,Delawre ,Delaware 
2897.statecounty,V_AAlbemarle,VA_Albemarle
2460.county,Campbel ,Campbell 
1192.fipstwo,2f5017,f25017
1811.statecounty,D_Stutsman,ND_Stutsman
2490.county,awrence ,Lawrence 
2309.fipstwo,f4p2109,f42109
2702.statevalue,jTX,TX
1010.countytwo,Boymle ,Boyle 
294.fipstwo,f0887,f08087
273.county,Garfiled ,Garfield 
436.statecounty,G_ADeKalb,GA_DeKalb
336.fipstwo,12021,f12021
822.statevalue,NI,IN
3022.statevalue,A,VA
2230.statevalue,R,OR
636.county,Poweshek ,Poweshiek 
2431.statevalue,C,SC
1409.county,Andrwe ,Andrew 
3054.county,Cowlit z,Cowlitz 
878.statevalue,IiN,IN
296.county,Ourya ,Ouray 
1601.fipstwo,f2149,f28149
1458.county,Jonson ,Johnson 
2979.statevalue,AV,VA
1585.county,Preniss ,Prentiss 
1937.statevalue,NkJ,NJ
1227.statevalue,MdE,ME
2417.statevalue,CS,SC
2240.countytwo,Lainn ,Linn 
1954.statecounty,N_Hidalgo,NM_Hidalgo
978.statevalue,KdS,KS
1730.countytwo,Nofrthampton ,Northampton 
1754.countytwo,Unionc ,Union 
3082.fipstwo,f50371,f53071
3178.county,ewis ,Lewis 
1738.statevalue,iNC,NC
1767.statevalue,NzD,ND
1447.county,Gruntdy ,Grundy 
2305.statecounty,PA_Philadelhia,PA_Philadelphia
2833.statecounty,TX_Tesrrell,TX_Terrell
1372.statecounty,MN_icollet,MN_Nicollet
505.county,Piercen ,Pierce 
1735.county,Pentder ,Pender 
2504.countytwo,Rvoberts ,Roberts 
1262.fipstwo,2f6049,f26049
1841.fipstwo,31047,f31047
3208.countytwo,Woebster ,Webster 
2962.countytwo,Kinng George ,King George 
3039.statecounty,VT_rand Isle,VT_Grand Isle
208.statecounty,CA_aLke,CA_Lake
1900.countytwo,ioux ,Sioux 
714.countytwo,Cmlinton ,Clinton 
666.fipstwo,f1b6019,f16019
1154.statecounty,LA_Natchitocthes,LA_Natchitoches
1646.county,owder River ,Powder River 
515.fipstwo,f13294,f13249
1994.statevalue,YN,NY
2219.fipstwo,f14001,f41001
2932.statevalue,eVA,VA
403.statecounty,GA_Blibb,GA_Bibb
1985.statecounty,NV_gLyon,NV_Lyon
2148.fipstwo,40013,f40013
2529.county,Claxiborne ,Claiborne 
1437.fipstwo,f29095,f29059
1694.statevalue,CN,NC
2181.statevalue,KO,OK
1589.fipstwo,f28215,f28125
1833.countytwo,Cherwry ,Cherry 
2710.countytwo,Hardemn ,Hardeman 
3090.fipstwo,fv55009,f55009
906.countytwo,Cheynene ,Cheyenne 
3114.statevalue,I,WI
385.statecounty,FL_Summter,FL_Sumter
962.countytwo,Ness ***,Ness 
142.statevalue,RA,AR
2566.statecounty,TN_Lwarence,TN_Lawrence
1832.statecounty,E_Chase,NE_Chase
73.statevalue,LA,AL
1762.statevalue,C,NC
133.county,Lafaynette ,Lafayette 
890.statecounty,IN_ashington,IN_Washington
3162.countytwo,Brooe ,Brooke 
3113.countytwo,Jefferson ***,Jefferson 
2470.county,Deewy ,Dewey 
1744.county,Rowa n,Rowan 
2689.fipstwo,48155,f48155
1749.county,Stokejs ,Stokes 
230.county,Ssan Joaquin ,San Joaquin 
2549.statecounty,TN_Hamiltn,TN_Hamilton
82.statevalue,LA,AL
1676.fipstwo,f3023,f37023
3047.statecounty,WAd_Adams,WA_Adams
1160.statevalue,AL,LA
2100.county,Laorain ,Lorain 
1530.statecounty,MS_Attakla,MS_Attala
2243.county,Mororw ,Morrow 
2962.statecounty,VA_King Georeg,VA_King George
1527.statecounty,MaS_Adams,MS_Adams
805.countytwo,artholomew ,Bartholomew 
1137.statevalue,AL,LA
972.county,Ren o,Reno 
2363.statecounty,PR_Laresi Municipio,PR_Lares Municipio
1054.statevalue,KtY,KY
1808.fipstwo,f38807,f38087
157.statecounty,AR_aRndolph,AR_Randolph
1359.county,Lake oft he Woods ,Lake of the Woods 
1603.statevalue,SM,MS
1720.statevalue,C,NC
1983.statevalue,V,NV
902.county,Buter ,Butler 
1085.county,oMnroe ,Monroe 
2825.county,tSarr ,Starr 
631.countytwo,Palo Alo ,Palo Alto 
1394.statecounty,MN_Steelfe,MN_Steele
3195.fipstwo,f4075,f54075
211.statecounty,A_Madera,CA_Madera
543.countytwo,Wayneb ,Wayne 
3095.county,Clrk ,Clark 
2548.fipstwo,f74063,f47063
1160.fipstwo,2f2081,f22081
1564.county,auderdale ,Lauderdale 
1124.fipstwo,f22v009,f22009
769.county,organ ,Morgan 
1408.county,Adai r,Adair 
2134.fipstwo,f39f161,f39161
649.countytwo,Washingtn ,Washington 
959.countytwo,Mortn ,Morton 
798.county,Whitesied ,Whiteside 
2044.county,Sullivna ,Sullivan 
331.statecounty,FLd_Broward,FL_Broward
1210.statecounty,MD_Haford,MD_Harford
2139.countytwo,Willaims ,Williams 
300.statecounty,CO_Procwers,CO_Prowers
2676.statecounty,TXx_Donley,TX_Donley
3221.statevalue,YW,WY
1831.county,Cear ,Cedar 
2773.fipstwo,f4831,f48311
1138.county,East Fliciana Parish,East Feliciana Parish
1797.statecounty,kND_Oliver,ND_Oliver
3222.countytwo,bJohnson ,Johnson 
1761.countytwo,Wikles ,Wilkes 
1341.county,Douwglas ,Douglas 
1748.fipstwo,f3717,f37167
219.county,Nap ,Napa 
1096.fipstwo,f21139,f21193
1177.fipstwo,f2n2115,f22115
611.statevalue,A,IA
455.countytwo,Grlynn ,Glynn 
1563.countytwo,Lmar ,Lamar 
3167.statecounty,eWV_Fayette,WV_Fayette
1921.statevalue,J,NJ
1609.fipstwo,zf30001,f30001
3074.countytwo,San xJuan ,San Juan 
270.fipstwo,fm08041,f08041
2842.county,bUpton ,Upton 
1522.statevalue,OM,MO
2321.county,Yor k,York 
102.county,Brdaley ,Bradley 
1468.fipstwo,f29132,f29123
2852.countytwo,Wxharton ,Wharton 
1541.fipstwo,f2809,f28029
2805.statevalue,X,TX
1195.statevalue,A,MA
2982.county,Noprfolk city,Norfolk city
1718.countytwo,Lenoi ,Lenoir 
2206.countytwo,Roge rMills ,Roger Mills 
1255.statecounty,I_Clare,MI_Clare
3166.countytwo,Dodtdridge ,Doddridge 
1525.statecounty,MP_Saipan Municipaltiy,MP_Saipan Municipality
49.statecounty,AL_Covingotn,AL_Covington
1597.countytwo,iTshomingo ,Tishomingo 
1087.statecounty,KYM_organ,KY_Morgan
1762.statecounty,N_Wilson,NC_Wilson
1314.countytwo,St. Cflair ,St. Clair 
2608.countytwo,Wakley ,Weakley 
1413.statecounty,MO_Bartn,MO_Barton
2443.county,Pickenks ,Pickens 
2871.statevalue,TU,UT
2192.statecounty,OK_Muskoguee,OK_Muskogee
2842.statecounty,TX_Urpton,TX_Upton
1913.countytwo,Chesire ,Cheshire 
1996.countytwo,aCttaraugus ,Cattaraugus 
461.statecounty,GA_Hamll,GA_Hall
2963.countytwo,King Willima ,King William 
1652.statevalue,TM,MT
93.fipstwo,f01217,f01127
2778.fipstwo,f48333***,f48333
1285.statecounty,MI_Lcue,MI_Luce
415.county,atoosa ,Catoosa 
2197.statevalue,OcK,OK
897.fipstwo,2f0005,f20005
903.countytwo,Chazse ,Chase 
2704.statevalue,XT,TX
2947.fipstwo,f510r75,f51075
70.statevalue,sAL,AL
2572.statecounty,TN_Marino,TN_Marion
575.statecounty,IA_Cheokee,IA_Cherokee
373.fipstwo,vf12095,f12095
1057.countytwo,Johson ,Johnson 
1576.fipstwo,2f8099,f28099
2033.statevalue,Y,NY
1340.countytwo,Dodg e,Dodge 
228.countytwo,San Dieo ,San Diego 
2976.county,jMecklenburg ,Mecklenburg 
2955.county,enrico ,Henrico 
52.statecounty,AL_Dlae,AL_Dale
1830.statevalue,EN,NE
1186.fipstwo,f2500z5,f25005
738.countytwo,Iroquwois ,Iroquois 
744.statevalue,IaL,IL
459.statecounty,G_Gwinnett,GA_Gwinnett
1316.statecounty,MI_Tuscla,MI_Tuscola
68.fipstwo,f00177,f01077
2398.county,Ybaucoa Municipio,Yabucoa Municipio
2222.statevalue,OeR,OR
532.statevalue,A,GA
1692.statevalue,mNC,NC
108.county,Cleburen ,Cleburne 
1941.statecounty,NJ_Warresn,NJ_Warren
2846.statecounty,TX_Vicoria,TX_Victoria
680.statevalue,IbD,ID
1767.countytwo,Benuson ,Benson 
523.countytwo,Taliaferwro ,Taliaferro 
822.countytwo,Elkhatr ,Elkhart 
1599.county,Unon ,Union 
1233.statevalue,E,ME
884.statecounty,IN_Vanderburgph,IN_Vanderburgh
1726.fipstwo,f37132,f37123
1067.statevalue,Y,KY
1907.statecounty,E_Wayne,NE_Wayne
28.statevalue,K,AK
2426.fipstwo,f40543,f45043
2718.countytwo,Hednderson ,Henderson 
234.statecounty,CAq_Santa Clara,CA_Santa Clara
1559.county,Jeffreson Davis ,Jefferson Davis 
541.county,Waren ,Warren 
2030.statevalue,NjY,NY
129.county,Izrd ,Izard 
1501.statevalue,O,MO
378.fipstwo,12105,f12105
493.fipstwo,f13w205,f13205
737.statecounty,IbL_Henry,IL_Henry
1305.county,Oscda ,Oscoda 
1046.statevalue,Y,KY
682.fipstwo,f16015,f16051
2354.fipstwo,f7r2063,f72063
826.statevalue,NI,IN
1262.county,Genese e,Genesee 
3208.fipstwo,f541f01,f54101
580.county,Clinqton ,Clinton 
1358.countytwo,Lakeg ,Lake 
3025.countytwo,oWilliamsburg city,Williamsburg city
1119.statevalue,Y,KY
2225.fipstwo,f41031,f41013
2529.countytwo,Claibone ,Claiborne 
1332.fipstwo,f2023,f27023
1297.statevalue,bMI,MI
404.statecounty,GA_Blcekley,GA_Bleckley
2012.countytwo,Hamlton ,Hamilton 
482.statevalue,xGA,GA
3144.county,Shebogyan ,Sheboygan 
894.county,Whitey ,Whitley 
775.county,Pie ,Pike 
3235.countytwo,Westo n,Weston 
1545.county,Frankin ,Franklin 
3016.fipstwo,51800,f51800
2687.statecounty,TX_Fsher,TX_Fisher
84.statecounty,AL_Pkie,AL_Pike
805.county,Bartholmew ,Bartholomew 
344.statecounty,FL_Gadsdemn,FL_Gadsden
579.statevalue,A,IA
820.statevalue,N,IN
371.statecounty,FL_Okaoosa,FL_Okaloosa
2656.fipstwo,f8089,f48089
774.county,Piiatt ,Piatt 
568.county,Buiena Vista ,Buena Vista 
3137.statevalue,WrI,WI
2407.statevalue,SzC,SC
661.fipstwo,f160h09,f16009
848.county,LagPorte ,LaPorte 
2610.statevalue,NT,TN
2188.statevalue,OgK,OK
1759.countytwo,Wataga ,Watauga 
1879.fipstwo,f31213,f31123
1916.statecounty,N_HHillsborough,NH_Hillsborough
1561.county,Kemperj ,Kemper 
1843.countytwo,ixon ,Dixon 
458.county,Greeneb ,Greene 
2899.statevalue,VzA,VA
1695.statecounty,NC_Duplni,NC_Duplin
58.statecounty,AL_Fayete,AL_Fayette
2248.statevalue,OeR,OR
2611.fipstwo,f47819,f47189
1416.county,Blolinger ,Bollinger 
2828.county,Stonewapll ,Stonewall 
1542.countytwo,Covingcton ,Covington 
1515.statevalue,O,MO
1575.statevalue,MkS,MS
1187.statecounty,yMA_Dukes,MA_Dukes
1463.county,Lgewis ,Lewis 
1730.fipstwo,mf37131,f37131
43.countytwo,lay ,Clay 
18.county,North Slope Borouhg,North Slope Borough
123.statevalue,R,AR
791.statevalue,LI,IL
326.countytwo,lachua ,Alachua 
550.statecounty,GA_Wilkinnson,GA_Wilkinson
2734.fipstwo,f4824r5,f48245
1189.fipstwo,f2501q1,f25011
1201.statevalue,D,MD
1571.statevalue,S,MS
66.statecounty,AL_Jefferon,AL_Jefferson
3170.statecounty,WVGreenbrier,WV_Greenbrier
2999.countytwo,Radfrd city,Radford city
2664.fipstwo,f48150,f48105
1052.county,ickman ,Hickman 
1747.statevalue,NhC,NC
3092.statevalue,I,WI
3187.county,Migno ,Mingo 
414.countytwo,Caroll ,Carroll 
1206.fipstwo,f2407,f24017
587.statecounty,IA_Dickinsaon,IA_Dickinson
3192.fipstwo,54069,f54069
3010.statecounty,VA_Shenandohah,VA_Shenandoah
105.fipstwo,05017,f05017
172.fipstwo,f60q010,f60010
2050.county,Wbayne ,Wayne 
943.statecounty,KS_iowa,KS_Kiowa
262.county,Cstilla ,Costilla 
1685.statevalue,CN,NC
2536.statevalue,NT,TN
2398.statecounty,PR_Yabuco Municipio,PR_Yabucoa Municipio
2937.county,Fauquierd ,Fauquier 
1810.countytwo,Steqele ,Steele 
2113.statevalue,HO,OH
2679.countytwo,Ecotr ,Ector 
2419.fipstwo,f4529,f45029
2517.statecounty,TN_Anderqson,TN_Anderson
2222.fipstwo,41007,f41007
609.county,Johnosn ,Johnson 
625.statevalue,IvA,IA
2220.fipstwo,41003,f41003
1969.statecounty,NM_Sierar,NM_Sierra
3164.county,Calhou ,Calhoun 
401.statecounty,GA_BenHill,GA_Ben Hill
2098.county,Lickinag ,Licking 
1570.statevalue,SM,MS
2481.statecounty,SD_Hardign,SD_Harding
1392.countytwo,t. Louis ,St. Louis 
1390.statecounty,MhN_Sherburne,MN_Sherburne
1440.statecounty,MO_Denht,MO_Dent
194.fipstwo,f0605,f06005
3120.fipstwo,55069,f55069
2602.fipstwo,f4p7171,f47171
2854.countytwo,Wchita ,Wichita 
413.fipstwo,f1304j3,f13043
1811.countytwo,Stutsmanc ,Stutsman 
2322.county,Adjuntpas Municipio,Adjuntas Municipio
1172.countytwo,Tanipahoa ,Tangipahoa 
1550.statevalue,iMS,MS
502.statecounty,GA_Pvaulding,GA_Paulding
2804.statevalue,XT,TX
1287.county,Mcaomb ,Macomb 
271.fipstwo,f0839,f08039
1298.fipstwo,f6121,f26121
2645.statevalue,TiX,TX
1088.fipstwo,f21717,f21177
1622.county,Ferguas ,Fergus 
3100.countytwo,Dor ,Door 
1140.countytwo,Fraknlin ,Franklin 
1338.statevalue,N,MN
2988.statevalue,sVA,VA
679.statevalue,D,ID
2352.county,Guayanilla Municiio,Guayanilla Municipio
3080.fipstwo,f5306b7,f53067
1564.fipstwo,if28075,f28075
1457.statevalue,OM,MO
1367.statecounty,MN_lMeeker,MN_Meeker
443.fipstwo,f1303,f13103
1789.statevalue,D,ND
2816.fipstwo,48409,f48409
278.statecounty,CO_Huerfao,CO_Huerfano
923.statecounty,KSk_Ford,KS_Ford
1440.fipstwo,f29056,f29065
1228.county,Kno ,Knox 
1941.county,Waren ,Warren 
1437.statevalue,MgO,MO
443.countytwo,oEffingham ,Effingham 
2933.statecounty,oVA_Essex,VA_Essex
822.fipstwo,18039,f18039
2223.countytwo,Columbi a,Columbia 
1031.fipstwo,f12063,f21063
1925.fipstwo,34009,f34009
2089.statecounty,OH_Hgihland,OH_Highland
719.statevalue,eIL,IL
2604.fipstwo,f47157,f47175
1194.county,Norfodlk ,Norfolk 
2892.statevalue,UfT,UT
2360.county,Juaa Diaz Municipio,Juana Diaz Municipio
793.county,Waash ,Wabash 
1039.county,uGarrard ,Garrard 
3225.fipstwo,56025,f56025
773.countytwo,erry ,Perry 
614.countytwo,Lin n,Linn 
757.fipstwo,17119,f17119
2211.fipstwo,f41039,f40139
929.county,Gra ,Gray 
1806.fipstwo,f3883,f38083
986.fipstwo,2f0183,f20183
188.fipstwo,f040w21,f04021
130.countytwo,Jakcson ,Jackson 
855.countytwo,oMnroe ,Monroe 
1629.statevalue,TM,MT
2313.county,Tiga ,Tioga 
209.statecounty,CALassen,CA_Lassen
537.fipstwo,f1323,f13293
2378.county,Penuelas Municpio,Penuelas Municipio
1404.statevalue,NM,MN
953.county,McPheprson ,McPherson 
2208.statecounty,OKSeminole,OK_Seminole
3048.statevalue,A,WA
855.statecounty,I_Monroe,IN_Monroe
610.fipstwo,f9105,f19105
1272.fipstwo,f2669,f26069
909.fipstwo,f2029,f20029
1770.county,Bowma n,Bowman 
1425.countytwo,vCarter ,Carter 
1242.statevalue,I,MI
1153.statecounty,oLA_Morehouse,LA_Morehouse
762.fipstwo,qf17109,f17109
1790.fipstwo,f30851,f38051
2111.countytwo,Morgain ,Morgan 
3141.statecounty,WI_Saku,WI_Sauk
1833.fipstwo,f3131,f31031
579.fipstwo,f9043,f19043
1851.statevalue,E,NE
63.county,Hepnry ,Henry 
1790.countytwo,McIntxosh ,McIntosh 
1587.countytwo,Rnankin ,Rankin 
634.statevalue,A,IA
2406.county,Aike n,Aiken 
3188.fipstwo,f54j061,f54061
246.statecounty,CA_Tuolumen,CA_Tuolumne
3220.statecounty,gWY_Goshen,WY_Goshen
490.statevalue,AG,GA
2539.statecounty,dTN_Dyer,TN_Dyer
3183.fipstwo,f540n53,f54053
359.statevalue,LF,FL
1685.fipstwo,f30741,f37041
1503.statecounty,MO_Shannn,MO_Shannon
314.statecounty,CT_Fairield,CT_Fairfield
1948.county,D Baca ,De Baca 
968.statevalue,S,KS
3075.fipstwo,f53507,f53057
2999.statecounty,VA_Rafdord city,VA_Radford city
553.county,Hawnaii ,Hawaii 
1659.county,Toloe ,Toole 
2330.fipstwo,f72071,f72017
2815.fipstwo,f48470,f48407
1766.statevalue,D,ND
2456.statevalue,D,SD
3198.countytwo,Raleig h,Raleigh 
1679.countytwo,Camedn ,Camden 
2209.statecounty,K_Sequoyah,OK_Sequoyah
728.statevalue,ItL,IL
1092.statecounty,KY_Odham,KY_Oldham
239.countytwo,Solanov ,Solano 
2060.countytwo,Belmontg ,Belmont 
584.countytwo,Dvecatur ,Decatur 
1718.statecounty,NC_eLnoir,NC_Lenoir
3051.statecounty,WA_Clallam***,WA_Clallam
907.county,Cark ,Clark 
2821.statecounty,TXS_helby,TX_Shelby
2331.statecounty,PR_Barranquitas Munoicipio,PR_Barranquitas Municipio
404.statevalue,A,GA
421.statevalue,xGA,GA
2658.statevalue,TfX,TX
2439.county,MucCormick ,McCormick 
3104.county,Florencae ,Florence 
335.fipstwo,f12m019,f12019
2067.statecounty,OH_Cinton,OH_Clinton
1874.county,Logian ,Logan 
2491.statevalue,D,SD
3203.countytwo,aTylor ,Taylor 
2792.countytwo,Orangpe ,Orange 
2250.fipstwo,f4w1063,f41063
1296.statevalue,IM,MI
293.county,Montrse ,Montrose 
1422.fipstwo,f20929,f29029
2702.fipstwo,f4881,f48181
1101.county,Rockcaslte ,Rockcastle 
1627.statecounty,MT_Goldekn Valley,MT_Golden Valley
466.countytwo,Hear d,Heard 
1836.fipstwo,f3o1037,f31037
2002.countytwo,Columbiae ,Columbia 
594.fipstwo,f1973,f19073
2647.fipstwo,f48017,f48071
635.county,Pottawatatmie ,Pottawattamie 
2451.statecounty,SD_uAurora,SD_Aurora
1098.countytwo,jPowell ,Powell 
2551.countytwo,Haredman ,Hardeman 
941.statevalue,SK,KS
347.county,Gluf ,Gulf 
2716.fipstwo,f84209,f48209
3003.statecounty,VAR_oanoke,VA_Roanoke
510.countytwo,Quitmanb ,Quitman 
630.statecounty,IA_Paeg,IA_Page
2065.statevalue,wOH,OH
2805.fipstwo,f84387,f48387
1019.statevalue,KgY,KY
2774.statevalue,X,TX
1403.countytwo,Watonwa ,Watonwan 
13.countytwo,Ketchikamn Gateway Borough,Ketchikan Gateway Borough
818.fipstwo,f18013,f18031
2440.countytwo,Newerry ,Newberry 
3057.statevalue,A,WA
2549.fipstwo,f47g065,f47065
1334.statecounty,MNClay,MN_Clay
2002.county,Columbi ,Columbia 
1046.statecounty,KY_Haridn,KY_Hardin
2577.county,Miegs ,Meigs 
1756.statecounty,N_Wake,NC_Wake
2284.statevalue,A,PA
758.fipstwo,f1721,f17121
2438.countytwo,Marplboro ,Marlboro 
1401.statevalue,NM,MN
1756.fipstwo,f3783,f37183
1332.statevalue,NM,MN
254.county,Baac ,Baca 
971.county,Rawslins ,Rawlins 
2659.statecounty,TX_Conco,TX_Concho
2619.statecounty,TsX_Austin,TX_Austin
2594.fipstwo,f4155,f47155
2418.fipstwo,f4027,f45027
2320.countytwo,yoming ,Wyoming 
2313.countytwo,ioga ,Tioga 
425.statecounty,G_ACobb,GA_Cobb
2143.county,lAfalfa ,Alfalfa 
801.statecounty,IL_Winnerbago,IL_Winnebago
263.county,rowley ,Crowley 
2033.county,ensselaer ,Rensselaer 
713.county,Clfay ,Clay 
1445.statecounty,MOG_entry,MO_Gentry
2480.statevalue,D,SD
2508.fipstwo,f4117,f46117
1326.fipstwo,f2701r1,f27011
1798.fipstwo,f38607,f38067
989.fipstwo,f20198,f20189
1005.statecounty,KYBath,KY_Bath
944.statecounty,KS_Labeitte,KS_Labette
2019.county,onroe ,Monroe 
1197.county,Wrocester ,Worcester 
2797.county,Peos ,Pecos 
1851.statecounty,E_Gage,NE_Gage
46.statevalue,LA,AL
1743.fipstwo,f3757,f37157
2982.fipstwo,f15710,f51710
480.county,qLee ,Lee 
1475.county,Monitaeu ,Moniteau 
2014.statevalue,Y,NY
2978.statevalue,pVA,VA
125.statecounty,ARb_Hempstead,AR_Hempstead
2866.fipstwo,74300,f74300
2028.county,Orlenas ,Orleans 
3173.statevalue,V,WV
2784.fipstwo,f84345,f48345
281.fipstwo,f080d61,f08061
1115.statevalue,Y,KY
1123.statecounty,LA_Asusmption,LA_Assumption
2994.county,Powatan ,Powhatan 
949.fipstwo,f2010q9,f20109
2684.fipstwo,f4145,f48145
2912.countytwo,Bucfhanan ,Buchanan 
1777.county,Dnn ,Dunn 
2692.statevalue,XT,TX
559.county,rAdams ,Adams 
447.fipstwo,f11311,f13111
2124.county,Rss ,Ross 
445.statevalue,qGA,GA
2968.fipstwo,5f1109,f51109
899.fipstwo,f02009,f20009
2516.countytwo,Ziebbach ,Ziebach 
2536.county,Dectaur ,Decatur 
440.statevalue,A,GA
1221.county,orcester ,Worcester 
2043.countytwo,Suqffolk ,Suffolk 
710.statevalue,L,IL
3205.county,Tysler ,Tyler 
