groupnumbernoprecedingzeroes(long),grouptitle,groupnumberandtitle,seriesnumbernoprecedingzeroes(long),seriestitle,seriesnumberandtitle
1000,INFORMATION AND ARTS GROUP,1000-INFORMATION AND ARTS GROPU,1083,TECHNICAL WRITING AND EDITING,1083-TECHNIcCAL WRITING AND EDITING
1000,INFORMATION AND ARTS GROUP,1000-INFORMATION ANDARTS GROUP,1084,VISUAL IFORMATION,1084-VISUAL INFORMATION
1000,INFORMATION AND ARTS GROUP,1000-INFORMATION AND ARTS GROUP,1087,EDITORIAL ASSfISTANCE,1087-EDITORIAL ASSISTANCE
1000,INFORMATION AND ARTS GROUP,1000-INFORMATION AND ARTS GRjOUP,1099,INFORMATION AND ARTS STUDENT TRAINEE,1099-INFORMATION AND ARTS STUDENT TRAINEE
1100,BUSINESS AND INDUSTRY GROUP,1100-BUSINESS AND INDUSTRY GROUP,1101,GENERAL BUSINESS AND INDUSTRY,1101-GENERAL BUSINESS AND INDUSTRY
1100,BUSINESS AND INDUSTRY GROUP,1100-BUSINESS AND INDUSTRY GROUP,1102,CONTRACTING,1102-CONTRACTING
1100,BUSINESkS AND INDUSTRY GROUP,1100-BUSINESS AND INDUSTRY GROUP,1103,INDUSTRIAL PROPERTY MANAGEMENT,1103-INDUSTRIAL PROPERTY MANAGEMENT
1100,BUSINESS AND INDUSTRY GROUP,1100-BUSINESS AND INDUSTRY GROUP,1104,PROPERTY DISPOSAL,1104-PROPERTY DISPOSAL
1100,BUSINESS AND INDUSTRY GROUP,1100-BUSINESS AND INDUSTRY GROUP,1105,PURCHASING,1105-PURCAHSING
1100,BUSINESS AND INDUSTRY GROUP,1100-BUSINESS AND INDUSTRY GROUP,1106,PROCUREMENT CLERICAL AND TECHNICINA,1106-PROCUREMENT CLERICAL AND TECHNICIAN
1100,bBUSINESS AND INDUSTRY GROUP,1100-BUSINESS AND INDUSTRY GROUP,1107,PROPERTY DISPOSAL CLERICAL cAND TECHNICIAN,1107-PROPERTY DISPOSAL CLERICAL AND TECHNICIAN
1100,BUSINESS AND INDUSTRY GROUP,1100-BUSINESS AND INDUSTRY GROUP,1108,BUSINESS SUPPORT,1108-BUSINESS SUPPORT
1100,BUSINESS AND INDUSTRY GROUP,1100-BUSINESS AND INDUSTRY GROUP,1109,GRANTSMANAGEMENT,1109-GRANTS MANAGEMENT
1100,BUSINESS AfND INDUSTRY GROUP,1100-BUSINESS AND INDUSTRY GROUP,1130,PUBLIC UTILITIES SPECIALIST,1130-PUBLIC UTILITIES SPECIAxLIST
1100,BUSINESS AND INDUSTRY GROUP,1100-BUSINESS AND INDUSTRY GROUP,1140,TRADE SPECIALIST,1140-TRADE SPECIALIST
1100,BUSINESS AND INDUSTRY GROUP,1100-BUSINESS AND INDUSTRY GROUP,1144,COMISSARY MANAGEMENT,1144-COMlMISSARY MANAGEMENT
1100,BUSINESS AND INDUSTrRY GROUP,1100-BUSINESS AND INDUSTRY GROUP,1145,AGRICULTURAL PROGRAM SPECIALIST,1145-AGRICULTURAL PROGRAM SPECIALIST
1100,BUSINESS AND INDUSTRY GROUP,1100-BUSINESS AND INDUSTRY GROUP,1146,AGRICULTURjAL MARKETING,1146-AGRICULTURAL MARKETING
1100,BUSINESS AND INDUSTRY GROUP,1100-BUSINESS AND INDUSTRY GROUP,1147,AGRICULTURuAL MARKET REPORTING,1147-AGRICULTURAL MARKET REPORTING
1100,BUSINESS AND INDUSTRY GROUP,1100-BUSINESS AND INDUSTRY GROUP,1150,INDUSTRIAL SPECIALIST,1150-INDUSTRIAL SPECIALIST
1100,BUSINESSA ND INDUSTRY GROUP,1100-BUSINESS AND INDUSTRY GROUP,1152,PRODUCTION CONTROL,1152-PRODUCTION CONTROL
1100,BUSINESS AND INDUSTRY GROUP,1100-BUSINESS AND INDUSTRY GROUP,1160,FINANCIAL ANALYSIS,1160-FINANCIAL ANALYSIS
1100,BUSINESS AND INDUSTRY GROUP,1100-BUSINESS AND INDUSTRY GROUP,1163,INSURANCE EXAMINING,1163-INSURANsCE EXAMINING
1100,BUSINES AND INDUSTRY GROUP,1100-BUSINESS AND INDUSTRY GROUP,1165,LOAN qSPECIALIST,1165-LOAN SPECIALIST
1100,BUSINESS AND INDUSTRY GROUP,1100-BUdSINESS AND INDUSTRY GROUP,1169,INTERNAL REVENEU OFFICER,1169-INTERNAL REVENUE OFFICER
1100,BUSINESS AND INDUSTRY GROUP,1100-BUSINESS AND INDUSTRY GROUP,1170,REALTY,1170-REALTY
1100,BUSIESS AND INDUSTRY GROUP,1100-BUSINESS AND INDUSTRY GROUP,1171,APPRAISING,1171-APPRAIcSING
1100,BUSINESS AND INDUSTRY GROUP,1100-BUSINESS AND INDUSTRY GROUP,1173,HOUSING MANAGEMENT,1173-HOUSING MAAGEMENT
1100,BUSINESS AND INDUSTRY GROUP,1100-BUSINESS AND INDUSTRY GROUP,1176,BUILDING MANAGEMENT,1176-BUILDING MANAGEMENT
1100,BUSINESS AND INDUSTRY GROUP,1100-BUSINESS AND INDUSTRY GROUP,1199,BUSINESS AND INDUSTRY STUDENT TRAINEE,1199-BUSINESS AND INDUSTRY STUDENT TRAINEE
1200,"COPYRIGHT, PATENT, AND TRADEMARK GROUP","1200-COPYRIGHT, PATENT, AND TRADMARK GROUP",1202,PATENT TECHNICIAN,1202-PATENT TECHNIICAN
1200,"COPYRIGHT, PATENT ,AND TRADEMARK GROUP","1200-COPYRIGHT, PATENT, AND TRADEMARK GROUP",1210,COPYRIGHT,110-COPYRIGHT
1200,"COPYRIGHT, PATENT, ANDTRADEMARK GROUP","1200-COPYRIGHT, PATENT, AND TRAbDEMARK GROUP",1220,PATENT ADMINISTRATION,1220-PATENT ADMINIoSTRATION
1200,"COPYRIGHT, PATENT, AND TRADEMARK GROUP","1200-COPYRIGHT, PATENT, AND TRADEMAfRK GROUP",1221,bPATENT ADVISER,1221-PATENT ADVISER
1200,"COPYRIGHT, PATENT, AND TRADEMARK GROUP","1200-COPYRIGHT, PATENT, AND TRADEMARK GROUP",1222,PATENT ATTORNEY,1222-PATENT ATTORNEY
1200,"COPYRGIHT, PATENT, AND TRADEMARK GROUP","1200-COPYRIGHT, PATENT, AND TRADEMARK GROUP",1223,PATETN CLASSIFYING,1223-PATENT CLASSIFYING
1200,"COPYRIGHT, PATENT, AND TRADEARK GROUP","1200-COPYRIGHT, PATENTg, AND TRADEMARK GROUP",1224,PATENT EXAMINIaNG,1224-PATENT EXAMINING
1200,"COPYRIGHT, PATENT, ANDTRADEMARK GROUP","1200-COPYRIGHT, PATENT, AND TzRADEMARK GROUP",1226,DESIGN PATENT EXAMINING,1226-DESIGN PATENT EXAMINING
1200,"COPYRIGHT, PATENT, AND TRADEMARK GOUP","1200-COPYRIGHT, PATENT, AND TRADEMARK GROUP",1299,COPYRIGHT AND PAzTENT STUDENT TRAINEE,1299-COPYRIGHT AND PATENT STUDENT TRAINEE
1300,PHYSICAL SCIENCES GROUP,1300-PHYSICAL SCIENCESt GROUP,1301,GENERAL PHYSICAL SCIECE,1301-GENERAL PHYSICAL SCIENCE
1300,PHYSICAL SCIENCES GROUP,1300-PHYSICAL SCIENCESG ROUP,1306,HEALTH PHYSICS,1306-HEALTH tPHYSICS
1300,PHYSICAL SCIENCES GROUP,1300-PHYSICAL SCIENCES GROUP,1310,PHYSICS,1310-PHYSICS
1300,PHYSICAL SCIENCES GROUP,1300-PHYSICAL SCIENCxES GROUP,1311,PYSICAL SCIENCE TECHNICIAN,1311-PHYSICAL SCIENCE TECHNICIAN
1300,PHYSICAL SCIENCES GROUP,1300-PHYSICAL SCIENCES GROUP,1313,GEOPHYSICS,1313-EGOPHYSICS
1300,PHYSICAL SCIENCES GROUP,13q00-PHYSICAL SCIENCES GROUP,1315,HYDROLOGtY,1315-HYDROLOYG
1300,PHYSICAL SCIENCES GROUP,1300-PHYSICAL SCIENCES GcROUP,1316,HYDROLOGIC TECHNICIAN,1316-HYDROLOGIC TECgHNICIAN
1300,PHYSICAL SCIENCES GORUP,1300-PHYSICAL SCIENCES GROUP,1320,HEMISTRY,1320-CHEMISTRY
1300,PHYSICAL SCIENCES GROUP,1300-PHYSICAL SCIENCES GROUP,1321,METALLURuGY,1321-METALLURGY
1300,PHYSICAL SCIENCES GROUP,1300-PHYSICAL SCIENCES GROUP,1330,ASTRONOMY AND SPACE SCIENCE,1330-ASTRONOMY AND SPACE SCIENCE
1300,PHYSICAL SCIENCES GROUP,1300-PHYSICAL SCIENkCES GROUP,1340,METEOROLOGY,1340-METEOROLOGY
1300,PHYSICAL SCIENCES GROUgP,1300-PHYSICAL SCIENCES GROUP,1341,MTEOROLOGICAL TECHNICIAN,1341-METEOROLOGICAL TECHNICIAN
1300,PHYISCAL SCIENCES GROUP,1300-PHYSICAL SCIENCES GROUP,1350,GEOLOGY,1350-GEOLOGY
1300,PHYSICAL SCIENCESG ROUP,1300-PHYSICAL SCIENCES GROUP,1360,OCEANOGRAPHY,1360-OCEANOGRAPHY
1300,PHYSICAL SCIENCES GROUP,1300-PHYSICAL SCIENCES GROUP,1361,NAVIGATIONALI NFORMATION,1361-NAVIGATIONAL INFORMATION
1300,PHYSICAL SCIENCES GROUP,1300-PHYSICAL SCIENCES GROUP,1370,CARTOGRAPYH,1370-ARTOGRAPHY
1300,PHYSICAL SCIENCES GROUP,1300-PHYSICAL SCIENCES GROUP,1371,CARTOGRAPHIC TECHNICIAN,1371-CARTOGRAPHIC TECHNICIAN
1300,PHYSICAL SCIENCES GROUP,1300-PHYSICAL SCIENCES GROUP,1372,GEODESY,1327-GEODESY
1300,PHYSICAL SCIENCES GROUP,1300-PHYSICAL SCIENCES GROUP,1373,LANDS URVEYING,1373-LAND SURVEYIG
1300,PHYSICAL SCIENCES GROUP,1300-PHYSIAL SCIENCES GROUP,1374,GEODETIC TECHNICIAN,1374-GEODTIC TECHNICIAN
1300,PHYSICAL SCIENCES GROUP,1300-PHYSICAL SCIENCES GROUP,1380,FOREST PROwDUCTS TECHNOLOGY,1380-FOREST PRODUCTS TECHNOLOGY
1300,PHYSICAL SCIENCESGROUP,1300-PHYSICAL SCIENCES GROUP,1382,FOOD TECHNOLOGY,1382-FOOD TECHNOLOGY
1300,PHYSICAL SCIENCES GROUP,1300-PHYSICAL SCIENCES GROUP,1384,TEXTILE TECHNOLOGY,1384-TEXTILE TECHNOLOYG
1300,PHYSICAL SCIENCES GROUP,1300-PHYSICAL SICENCES GROUP,1386,PHOTOGRAPHIC TECHNOLOGY,1386-PHOTOGRAPHIC TECHNOLOGY
1300,PHYSICAL SCIENCES GROUP,1300-PHYSICAL SCIENCES GROUP,1397,DOCUMENT ANALYSIS,1397-DOCUMENT ANyALYSIS
1300,PHYSICAL SCIENCES GROUP,1300-PHYSICAL SCIENCES GROUP,1398,PHYSICAL SCIENCE TRAINEE,1398-PHYSICA LSCIENCE TRAINEE
1300,PHYSICAL SCIENCES GROUP,1300-PHYSICAL SCIENCES GROUP,1399,PHYSICAL SCIENCE STUDETN TRAINEE,1399-PHYSICAL SCIENCEs STUDENT TRAINEE
1400,LIBRARY AND ARCHIVES GROUP,1400-LIBRARY AND ARCHIVES GROUP,1410,LIBRARIAN,1410-LIBARRIAN
1400,LIBRARY AND ARCHIVES GROUP,1400-LIBRARY AND ARCHIVES GROUP,1411,LIBRARY TEHCNICIAN,1411-LIBRARY TECHNICIAN
1400,LIBRARY AND ARCIVES GROUP,4100-LIBRARY AND ARCHIVES GROUP,1412,TECHNICAL INFORMATION SERVICES,1412-TECHNICAL INFORMATION SERVICES
1400,LIBRARY AND ARCHIVES GROUP,1400-LIBRARY AND ARCHIVES GROUP,1420,RCHIVIST,1420-ARCHIVIST
1400,LIBRARY AND ARCHIVE GROUP,1400-LIBRARY AND ARCHIVES GRUP,1421,ARCHIVES TECHNICIAN,1421-ARCHIVES TECHNICIAN
1400,LIBRARY AND ARCHIVES GROUP,1400-LIBRARY AND ARCHIVES GROUP,1499,LIBRARY AND ARCHIVES STUDENT TRAINEE,1499-LIBRARY kAND ARCHIVES STUDENT TRAINEE
1500,MATHEMATICS AND STATISTICS GROUP,1500-MATHEMATICS AND STATISTICS GROUP,1501,GENERAL MATHEMATICS AND STATISTICS,1501-GENERAL MATHEMATICS AND STATISTICS
1500,MATHEMATICS AND SATISTICS GROUP,1500-MATHEMATICS AND STATISTICS GROUP,1510,ACTUARIAL SCIENCE,1510-ACTUARIAL SCIENCE
1500,tMATHEMATICS AND STATISTICS GROUP,1500-MATHEMATICS AND STATISTICS GROUP,1515,OPERATIONS RESEARCH,1515-OPERATIONS RESEARCH
1500,MATHEMATICS AND STATISTICS GROUP,1500-MATHEMATICS AND STATISTICSG ROUP,1520,MATHEMATICS,520-MATHEMATICS
1500,MATHEMATICS AND STATISTICS GROUP,1500-MATHEMATICS AND STAISTICS GROUP,1521,MATHEMATICS TECHNICIAN,1521-MATHEMATICS TECHNICIAN
1500,MATHEMATICS AND STATISTICS GROUP,1500-MATHEMATICS AND STATISTICS GROUP,1529,MATHEMATICAL STATISTICS,1529-MATHEMATICAL STATISTICS
1500,yMATHEMATICS AND STATISTICS GROUP,1500-MATHEMATICS AND STATISTICS GROUP,1530,STATISTICS,1530-kSTATISTICS
1500,MATHEMATICS AND STATISTICS GROUP,1500-MATHEMATICS AND STATISTICS GROUP,1531,STATISTICAL ASSISTANT,1531-STATISTICAL ASSSITANT
1500,MATHEMATICS NAD STATISTICS GROUP,1500-MATHEMATICS AND STATISTICSa GROUP,1541,CRYPTANALYSIS,1451-CRYPTANALYSIS
1500,MATHEMATCS AND STATISTICS GROUP,1500-MATHEMATICS AND STATISTICS GROUP,1550,COMPUTER SCIENEC,1550-COMPUTER SCIENCE
1500,MATHEMATICS AND STATISTIC SGROUP,1500-MATHEMATICS AND STATISTICS GROUP,1598,MATHEMATICS OR COMPUTER SCIENCE TRAINEE,1598-MATHEMATICS OR COMPUTER SCIENCE TRAINEE
1500,MATHEMATICS AND STATISTICS GROUP,1500-MATHEMATICS AND STATISTICS GROUP,1599,MATHEMATICS AND STATISTICS STUDENT TRAINEE,1599-MATHEMATICS AND STATISTICS STUDENT TRAINEE
1600,"EQUIPMENT, FACILITIES, AND SERVICES GROUP","1600-EQUIPMENT, FACILITIES, AND SERVICES GROUP",1601,"EQUIPMENkT FACILITIES, AND SERVICES","1601-EQUIPMENT FACILITIES, AND SERVICES"
1600,"EQUIPMENT, FACILITIES, AND SERVICES GROUP","1600-EQUIPMENT, FACILITIES, AND SERVICES GROUP",1603,"EQUIPMENT, FACILITIES, AND SERVICES ASSISTANCE","1603-EQUIPMENT, FACILITIES, AND SERVICES ASSISTANCE"
1600,"EQUIPMENT, FACILITIES, AND SERVICES GROUP","1600-EQUIPMENT, FACILITIES, AND SERVICES GROUP",1630,CEMETERY ADMINISTRATION SERVICES,1630-CEMETERY ADMINISTRATION SERVICES
1600,"EQUIPMENT, FACILITIES, AND SERVICES GROUP","1600-EQUIPMENT, FACILITIES, AN SERVICES GROUP",1640,FACILITY OPERATIONS SERVICES,1640-FACILITY OPERATIONS SERVICES
1600,"EQUIPMENT, FACILITIES, AND SERVICES GROUP","1600-EQUIPMENT, FACILTIES, AND SERVICES GROUP",1654,PRINTING SERVICES,1654-PRINTING SERVICES
1600,"EQUIPMETN, FACILITIES, AND SERVICES GROUP","1600-EQUIPMENT, FACILITIES, AND SERVICES GROUP",1658,LAUNDRY OPERATIONS SERVICES,1568-LAUNDRY OPERATIONS SERVICES
1600,"EQUIPMENT, FACILITIES, AND SERVICES GROUP","1600-EQUIPMENT, FACILITIES, AND SERVICES GROUP",1667,FOOD SERVICES,1667-FOOD SERVICES
1600,"EQUIPMENT, FACILITIES, AND SERVICES GROUP","1600-EQUIPMENT, FACILITIES, AND SERVICES GROUP",1670,EQUIPMENT SERVICS,1670-EQUIPMENT SERVICES
1600,"EQUIPMENT, FACILITIES, AND SERVICES GROUP","1600-EQUIPMENT, xFACILITIES, AND SERVICES GROUP",1699,EQUIPMENT AND FACILITIES MANAGEMENT STUDENT TRAINEE,1699-EQUIPMENT AND FACILITIES MANAGEMENT STDENT TRAINEE
1700,EUDCATION GROUP,1700-EDUCATION GROUP,1701,GENERAL EDUCATION AND TRAINING,1701-GENERAL EDUCATION AND TRAINING
1700,EDUCATION GROUP,1700-EDUCATION GROUP,1702,EDUCATION AND TRAINING TECHNtICIAN,1702-EDUCATION AND TRAINING TECHNICIAN
1700,EDUCATION GROUP,1700-EDUCATION GROUP,1710,EDUCATION AND VOCATIONAL TRAINING,1710-EDUCATION AND VOCATIONAL TRAINING
1700,EDUCATIO NGROUP,1700-EDUCATION GROUP,1712,TRAINING INSTRUCTION,1712-TRAINING INSTRUCTION
1700,EDUCATINO GROUP,1700-EDUCATION GROUP,1715,VOCATIONAL REHABILITATION,1715-VOCATIONAL REHABILITATION
1700,EDUACTION GROUP,1700-EDUCATION GRdOUP,1720,EDUCTION PROGRAM,1720-EDUCATION PROGRAM
1700,EDUrCATION GROUP,1700-EDUCATIOkN GROUP,1725,PBULIC HEALTH EDUCATOR,1725-PUBLIC HEALTH EDUCATOR
1700,EDUCATION GRUOP,170-EDUCATION GROUP,1730,EDUCATION RESEARCH,1730-EDUCATION RkESEARCH
1700,EDUCATION GROUP,1700-EDUCATION GROUP,1740,EDUCTION SERVICES,1740-EDUCATION SERVCIES
1700,EDUCATION GROUP,1700-EDUCATION GROUP,1750,INSTRUCTIONAL SYSTEMS,1750a-INSTRUCTIONAL SYSTEMS
1700,EDUCATIONu GROUP,1700-EDUCATION GROUP,1799,EDUCATION STUDENT TRAINE,1799-EDUCATION STUDENT TRAINEE
1800,"ADMINISTRATIVE WORK IN THE INSPECTION, INVESTIGATION, ENFORCEMENT, AND COMPLIANCE GROUP","1800-ADMINISTRATIVE WORK IN THE INSPECTION, INVESTIGATION, ENFORCEMENT, AND COMPLIANCE GROUP",1801,"GENERAL INSPECITON, INVESTIGATION, ENFORCEMENT, AND COMPLIANCE SERIES","1801-GENERA INSPECTION, INVESTIGATION, ENFORCEMENT, AND COMPLIANCE SERIES"
1800,"ADMINISTRATIVE WORK IN THE INSPECTION, INVESTIGATION, ENFORCEMENT, AND COMPLIANCE GROUP","1800-ADMINISTRATIVE WORK IN THE INSPECTION, INVESTIGATION, ENFORCEMENT, AND COMPLIANCE GROUP",1802,COMPLIANCE INSPECTION AND SUPPORT,1802-COMPLIANCE INSPECTION AND SUPPORT
1800,"ADMINISTRATIVE WORK IN THE INSPECTION, INVESTIGATION, ENFORCEMENT, AND COMPLIANCE GROUP","1800-ADMINISTRATIVE WRK IN THE INSPECTION, INVESTIGATION, ENFORCEMENT, AND COMPLIANCE GROUP",1805,INVESTIGATIVE ANALYSIS,1805-INVESTIGATIVE ANALYSIS
1800,"ADMINISTRATIVE WORK IN THE INSPECTION, INVESTIGATION, ENFORCEMENT, AND COMPLIANCE GROUP","1800-ADMINISTRATIVE WORK IN THE INSPECTION, INVESTIGATION, ENkFORCEMENT, AND COMPLIANCE GROUP",1810,GENERAL INVESTIGATION,1810-GENERAL INVESIGATION
1800,"ADMINISTRATIVE WORK IN THE INSPECTION, INVESTIGATION, ENFORCEMENT, AND COMPLIANCE GROUP","1800-ADMINISTRATIVE WORK IN THE INSPECTION, INVESTIGATION, ENFORCEMENT, AND COMPLIANCE GROUP",1811,CRIMINAL INVESTIGATINO,1811-CRIMINAL INVESTIGATION
1800,"ADMINISTRATIVE WORK IN THE INSPECTION, INVESTIGATION, ENFORCEMENT, AND COMPLIANCE GROUP","1800-ADMINISTRATIVE WORK IN THE INSPECTION, INVESTIGATION, ENFORCEMENT, ANzD COMPLIANCE GROUP",1815,AIR SAFETY INVESTIGATING,1815-AIR SAFETY INVESTIGATING
1800,"ADMINISTRATIVE WORK IN THE INSPECTION, INVESTIGATION, ENFORCEMENT, AND COMPLIANCE GROUP","1800-ADMINISTRATIVE WORK IN THE INSPECTION, INVESTIGATION, ENFORCEMENT, AND COMPLIANCE GROUP",1822,MINE SAFEY AND HEALTH INSPECTION SERIES,1822-MINE SAFETY AND HEALHT INSPECTION SERIES
1800,"ADMINISTRATIVE WORK IN THE INSPECTION, INVESTIGATION, ENFORCEMENT, AND COMPLIANCE GROUP","1800-ADMINISTRATIVE WORK IN THE INSPECTION, INVESTIGATION, ENFORCEMENT, AND COMPLIANCE GROUP",1825,AVIATION AFETY,1825-AVIATION SAFETY
1800,"ADMINISTRATIVE WORK IN THE INSPECTION, INVESTIGATION, ENFOCEMENT, AND COMPLIANCE GROUP","1800-ADMINISTRATIVE WORK IN THE INSPECTION INVESTIGATION, ENFORCEMENT, AND COMPLIANCE GROUP",1831,SECURITIES COMPLIANCE EXAMINING,1831-SECURITIES COMPLIANCE EXMAINING
1800,"ADMINISTRATIVE WORK IN THE INSPECTION, INVESTIGATION, ENFORCEMENT, NAD COMPLIANCE GROUP","1800-ADMINISTRATIVE WORK IN THE INSPECTION, INVESTIGATION, ENFORCEMENT, AND COMPLIANCE GROUP",1849,WAGE AND HOUR INVESTIGATION SERIES,1849-WAGE AND HOUR INVESTIGATION SERIES
1800,"ADMINISzTRATIVE WORK IN THE INSPECTION, INVESTIGATION, ENFORCEMENT, AND COMPLIANCE GROUP","1800-ADMINISTRATIVE WORK IN THE INSPECTION, INVESTIGATION, ENFORCEMENT, AND COMPLIANCE GROUP",1850,AGRICULTURAL WAREHOUSE INSPECTION SERIES,185-0AGRICULTURAL WAREHOUSE INSPECTION SERIES
1800,"ADMINISTRATIVE WORK IN THE INSPECTION, INVESTIGATION, ENFORCEMENT, AND COMPLIANCE GROUP","1800-ADMINISTRATIVE WORK IN THE INSPECTION, INVESTIGATION, ENFORCEMENT, AND COMPLIANCE GROUP",1860,EQUAL OPPORTUNITY INVESTIGATION,1860-EQUAL OPPORTUNITY INVESTIGATION
1800,"ADMINISTRATIVE WORK IN THE INSPECTION, INVESTIGATION, ENFORCEMENT, AND COMPLIANCE GROsUP","1800-ADMINISTRATIVE WORK IN THE INSPECTION, INVESTIGATION, ENFORCEMENT, AND COMPLIANCE GROUP",1862,COSUMER SAFETY INSPECTION,1862-CONSUMER SAFETY INSPECTION
1800,"ADMINISTRATIVE WORK IN THE INSPECTION, INVESTIGATION, ENFORCEMENT, AND COMPLIANCE GROUP","1800-ADMINISTRATIVE WORK IN THE INSPECTION, INVESTIGATION, ENFORCEMENT, AND COMPLIANCE GROUP",1863,FOD INSPECTION,1863-FOOD INSPECTIOuN
1800,"ADMINISTRATIVE WORK IN THE INSPECTION, INVESTIGATION, ENFORCEMENT, AND COMPLIANCE GROUP","1800-ADMINISTRATIVE WORK IN THE INSPECTION, INVESTIGATION, ENFORCEMENT, AND COMPLIANCE GROUP",1881,UCSTOMS AND BORDER PROTECTION INTERDICTION,1881-CUSTOMS AND BORDER PROTECTION INTERDICTION
1800,"ADMINISTRATIVE WORK IN THE INSPECTION, INVESTIGATION, ENFORCEMENT, ANDCOMPLIANCE GROUP","1800-ADMINISTRATIVE WORK IN THE INSPECTION, INVESTIGATION, ENFORCEMENT,y AND COMPLIANCE GROUP",1889,IMPOTR COMPLIANCE SERIES,1889-IMPORT COMPLIANCE SERIES
1800,"ADMINISTRATIVE WORK IN THE INSPECTON, INVESTIGATION, ENFORCEMENT, AND COMPLIANCE GROUP","1800-ADMINISTRATIVE WORK IN THE INSPECTION, INVESTIGATION, EFORCEMENT, AND COMPLIANCE GROUP",1894,CUSTOMS ENTRY AND LIQUIDAING SERIES,1894-CUSTOMS ENTRY AND LIQUIDATING SERIES
1800,"ADMINISTRATIVE WORK IN THE INSPECTION, INVESTIGATION, ENFORCEMENT, AND COMPLIANCE GROUP","1800-ADMINISTRATIVE WORK IN THE INSPECTION, INVESTIGATION, ENFORCEMENT, AND COMPLIANCE RGOUP",1895,CUSTOMS AND BORDER PROTECTION,1859-CUSTOMS AND BORDER PROTECTION
1800,"ADMINISTRATIVE WORK IN THE INSPECTION, INVESTIGATION, ENFORCEMENT, AND COMPLIANCE GROUP","1800-ADMINISTRATIVE WORK IN THE INSPECTION, INVESTIGATION, ENORCEMENT, AND COMPLIANCE GROUP",1896,BORDER PATROLE NFORCEMENT SERIES,1896-BORDER PATROL ENFORCEMENT SERIES
1800,"ADMINISTRATIVE WORK IN THE INSPECTION, INVESTIGATION, ENFORCEMENT, AND COMPLIANCE GROUP","1800-ADuMINISTRATIVE WORK IN THE INSPECTION, INVESTIGATION, ENFORCEMENT, AND COMPLIANCE GROUP",1899,INVESTIGATION STUDENT TRAINEE,1899-INVESTIGATION STUDENT TRAINEE
1900,"QUALITY ASSURANCE INSPECTION, AND GRADING GROUP","1900-QpUALITY ASSURANCE, INSPECTION, AND GRADING GROUP",1910,QUALITY ASSURANCE,1910-QUALITYASSURANCE
1900,"QUALITY ASSURANCE, INSPECTION, ANiD GRADING GROUP","1900-QUALITY ASSURANCE, INSPECTION, AND GRADING GROUP",1980,AGRICULTURAL COMMODITY GRADING,1980-AGRICLUTURAL COMMODITY GRADING
1900,"QUALITY ASSURANCE, INSPECTION, AND GRADING GjROUP","1900-QUALITY ASSURANCE, INSPECTION, AND GRADING GROUP",1981,AGRICULTURAL COMMODITY AID,1981-AGRICULTURA COMMODITY AID
1900,"QUALITY ASSURANCE, INSPECTION, AND GRADING GROUP","1900-QUALITY ASSURANCE, INSPECTION, ANDGRADING GROUP",1999,QUALITY INSPECTION STUDENT TRAINEE,1999-QUALITY INSPECTION STUDENT TRAINEE
2000,SUPPLY GwROUP,2000-SUPPL YGROUP,2001,GENERAL SUPPLY,200-GENERAL SUPPLY
2000,SUPPL YGROUP,2000-SUPPLY GROUP,2003,SUPPLY PROGRAM MANAGEMENT,2003-SUPPLY PROGRAM MANAGEMENT
2000,UPPLY GROUP,2000-SUPPLY GROUP,2005,SUPPLY CLERICAL AND TECiHNICIAN,2005-SUPPLY CLERICAL AND TECHNICIAN
2000,SUPPLY GROUP,2000-ShUPPLY GROUP,2010,INVENTORY MANAEMENT,2010-INVENTORY MANAGEMENT
2000,SUPPLY GROUP,20h00-SUPPLY GROUP,2030,DISTRIBUTION FACILITIES & STORAGE MANAGEMENT,2030-DISTRIBUTION FACILITIES & uSTORAGE MANAGEMENT
2000,SUPPLY GROUP,2000-SUPPLY GROUP,2032,PACKAGING,2032-PqACKAGING
2000,SUPLY GROUP,2000-SUPPLY GROUP,2091,SALES STORE CLERICAL,2091-SALES STORE CLERICAL
2000,SUPPLY GROvUP,2000-SUPPLY GROUP***,2099,SUPPLY STUDENT TRAINEE,2099-SUPPLY STUDENT TRAINEE
2100,TRANSPORTATION GROUP,2100-TRANSPORATION GROUP,2101,TRANSPORTATION SPECIALIST,2101-TRANSPORTATINO SPECIALIST
2100,TRANSPORTATtION GROUP,200-TRANSPORTATION GROUP,2102,TRANSPORTATION CLERK AND ASSISTANT,2102-TRANSPORTATION CLERK AND ASSISTANT
2100,TRANSPORTATION GROUP,2100-TRANSPORTATION GROUP,2110,TRANSPORTATION INDUSTRzY ANALYSIS,2110-TRANSPORTATION INDUSTRY ANALYSIS
2100,TRANPSORTATION GROUP,2100-TRANSPORTATION GROUP,2121,RAILROAD SAFETY,2121-RAILROAD SAFETY
2100,TRANSPORTAITON GROUP,2100-TRANSPORTATION GROUP,2123,MOTR CARRIER SAFETY,2123-MOTOR CARRIER SAFETY
2100,TRANSPORTATION GROUP,2100-TRANSPORTATION GROUP,2125,HIGHWAY SAFETY,2125-HIGHWhAY SAFETY
2100,TRANSPORTATION GROUP,2100-TRANSPORTATION GROUP,2130,TRAFFIC MANGEMENT,2130-TRAFFIC MANAkGEMENT
2100,TRANSPORTATION GROUP,2100-TRANSPORTATION GROUP,2131,FREIGHT RATE,2131-FREIGHT RATE
