EstablishmentID,InspectionID,Ins_TypeDesc,EstablishmentName,PlaceName,Address,Address2,City,State,Zip,TypeDescription,InspectionDate,score,Grade,NameSearch,Intersection,ObjectId
109326,1794702,REGULAR,PIE BABY/TWISTED TOTS,,,,LOUISVILLE,KY,40209,TEMPORARY FOODS,2023/09/21 00:00:00,96,,PIE BABY/TWISTED TOTS,,7386
109225,1797231,REGULAR,CHILI'S,,3623 BARDSTOWN RD,,LOUISVILLE,KY,40218,FOOD SERVICE,2023/10/13 00:00:00,94,A,CHILI'S,,7387
110087,1787962,REGULAR,WAFFLE HOUSE #1568,,4029 TAYLORSVILLE RD,,LOUISVILLE,KY,40220,FOOD SERVICE,2023/09/13 00:00:00,96,A,WAFFLE HOUSE #1568,,7388
109571,1736728,REGULAR,BUTCHERTOWN GROCERY BAKERY,,743 E MAIN ST,,LOUISVILLE,KY,40202,"RETAIL-FOOD  10,000 SQ FT OR LESS",2023/02/21 00:00:00,100,,BUTCHERTOWN GROCERY BAKERY,,7389
110380,1757410,REGULAR,CIRCLE K #4703314,,9201 PRESTON HWY,,LOUISVILLE,KY,40229,"RETAIL-FOOD  10,000 SQ FT OR LESS",2023/05/22 00:00:00,97,,CIRCLE K #4703314,,7390
109226,1749647,REGULAR,WRIGHT STEPS ACADEMY,,8603 CITADEL WAY STE 104,,LOUISVILLE,KY,40220,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,2023/04/20 00:00:00,93,C,WRIGHT STEPS ACADEMY,,7391
110089,1728223,REGULAR,TERRY ROAD VALERO,,4950 TERRY RD,,LOUISVILLE,KY,40216,"RETAIL-FOOD  10,000 SQ FT OR LESS",2023/01/11 00:00:00,93,A,TERRY ROAD VALERO,,7392
109571,1773399,REGULAR,BUTCHERTOWN GROCERY BAKERY,,743 E MAIN ST,,LOUISVILLE,KY,40202,"RETAIL-FOOD  10,000 SQ FT OR LESS",2023/07/19 00:00:00,99,A,BUTCHERTOWN GROCERY BAKERY,,7393
109326,1794704,FOLLOWUP,PIE BABY/TWISTED TOTS,,,,LOUISVILLE,KY,40209,TEMPORARY FOODS,2023/09/21 00:00:00,100,,PIE BABY/TWISTED TOTS,,7394
110404,1734263,REGULAR,GAME RESTAURANT,,2295 LEXINGTON RD,,LOUISVILLE,KY,40206,FOOD SERVICE,2023/02/09 00:00:00,98,A,GAME RESTAURANT,,7395
109226,1751569,FOLLOWUP,WRIGHT STEPS ACADEMY,,8603 CITADEL WAY STE 104,,LOUISVILLE,KY,40220,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,2023/04/27 00:00:00,99,A,WRIGHT STEPS ACADEMY,,7396
110089,1728224,REGULAR,TERRY ROAD VALERO,,4950 TERRY RD,,LOUISVILLE,KY,40216,"RETAIL-FOOD  10,000 SQ FT OR LESS",2023/01/11 00:00:00,97,,TERRY ROAD VALERO,,7397
109571,1773400,REGULAR,BUTCHERTOWN GROCERY BAKERY,,743 E MAIN ST,,LOUISVILLE,KY,40202,"RETAIL-FOOD  10,000 SQ FT OR LESS",2023/07/19 00:00:00,100,,BUTCHERTOWN GROCERY BAKERY,,7398
109338,1760630,REGULAR,OFFICE FIRST CATERING,,141 N SPRING ST,,LOUISVILLE,KY,40206,CATERERS,2023/06/02 00:00:00,100,A,OFFICE FIRST CATERING,,7399
110404,1776462,REGULAR,GAME RESTAURANT,,2295 LEXINGTON RD,,LOUISVILLE,KY,40206,FOOD SERVICE,2023/07/31 00:00:00,100,A,GAME RESTAURANT,,7400
109226,1758431,COMPLAINT,WRIGHT STEPS ACADEMY,,8603 CITADEL WAY STE 104,,LOUISVILLE,KY,40220,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,2023/04/20 00:00:00,0,,WRIGHT STEPS ACADEMY,,7401
110089,1769772,REGULAR,TERRY ROAD VALERO,,4950 TERRY RD,,LOUISVILLE,KY,40216,"RETAIL-FOOD  10,000 SQ FT OR LESS",2023/07/09 00:00:00,95,A,TERRY ROAD VALERO,,7402
109574,1743749,REGULAR,DOUBLE DRAGON II,,3135 S 2ND ST,,LOUISVILLE,KY,40208,FOOD SERVICE,2023/03/23 00:00:00,95,A,DOUBLE DRAGON II,,7403
109345,1731762,REGULAR,DERBY CITY PIZZA,,2331 BROWNSBORO RD,,LOUISVILLE,KY,40206,FOOD SERVICE,2023/01/27 00:00:00,98,A,DERBY CITY PIZZA,,7404
110407,1743424,REGULAR,MCDONALD'S #3283,,301 UNIVERSITY BLVD,,LOUISVILLE,KY,40208,FOOD SERVICE,2023/03/21 00:00:00,97,A,MCDONALD'S #3283,,7405
109226,1791880,REGULAR,WRIGHT STEPS ACADEMY,,8603 CITADEL WAY STE 104,,LOUISVILLE,KY,40220,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,2023/09/27 00:00:00,97,A,WRIGHT STEPS ACADEMY,,7406
110089,1769773,REGULAR,TERRY ROAD VALERO,,4950 TERRY RD,,LOUISVILLE,KY,40216,"RETAIL-FOOD  10,000 SQ FT OR LESS",2023/07/09 00:00:00,97,,TERRY ROAD VALERO,,7407
109574,1745799,COMPLAINT,DOUBLE DRAGON II,,3135 S 2ND ST,,LOUISVILLE,KY,40208,FOOD SERVICE,2023/02/23 00:00:00,0,,DOUBLE DRAGON II,,7408
109345,1774345,REGULAR,DERBY CITY PIZZA,,2331 BROWNSBORO RD,,LOUISVILLE,KY,40206,FOOD SERVICE,2023/07/24 00:00:00,100,A,DERBY CITY PIZZA,,7409
110407,1778507,REGULAR,MCDONALD'S #3283,,301 UNIVERSITY BLVD,,LOUISVILLE,KY,40208,FOOD SERVICE,2023/08/07 00:00:00,97,A,MCDONALD'S #3283,,7410
109227,1742192,REGULAR,DISTRICT 6,,3930 SHELBYVILLE RD,,LOUISVILLE,KY,40207,FOOD SERVICE,2023/03/16 00:00:00,97,A,DISTRICT 6,,7411
110090,1730507,REGULAR,DOS AZTECAS,,9207 US HWY 42,,PROSPECT,KY,40059,FOOD SERVICE,2023/01/23 00:00:00,98,A,DOS AZTECAS,,7412
109574,1752195,COMPLAINT,DOUBLE DRAGON II,,3135 S 2ND ST,,LOUISVILLE,KY,40208,FOOD SERVICE,2023/03/31 00:00:00,0,,DOUBLE DRAGON II,,7413
109227,1776650,REGULAR,DISTRICT 6,,3930 SHELBYVILLE RD,,LOUISVILLE,KY,40207,FOOD SERVICE,2023/07/31 00:00:00,98,A,DISTRICT 6,,7414
110434,1719615,REGULAR,E Z FOOD MART,,1100 ALGONQUIN PKWY,,LOUISVILLE,KY,40208,"RETAIL-FOOD  10,000 SQ FT OR LESS",2022/11/29 00:00:00,94,A,E Z FOOD MART,,7415
109346,1747178,REGULAR,MACY'S THE CAFE,,7900 SHELBYVILLE RD,,LOUISVILLE,KY,40222,FOOD SERVICE,2023/04/10 00:00:00,100,A,MACY'S THE CAFE,,7416
110090,1776131,REGULAR,DOS AZTECAS,,9207 US HWY 42,,PROSPECT,KY,40059,FOOD SERVICE,2023/07/28 00:00:00,93,A,DOS AZTECAS,,7417
109574,1779425,REGULAR,DOUBLE DRAGON II,,3135 S 2ND ST,,LOUISVILLE,KY,40208,FOOD SERVICE,2023/08/10 00:00:00,96,A,DOUBLE DRAGON II,,7418
109346,1798809,REGULAR,MACY'S THE CAFE,,7900 SHELBYVILLE RD,,LOUISVILLE,KY,40222,FOOD SERVICE,2023/10/20 00:00:00,98,A,MACY'S THE CAFE,,7419
110434,1719616,REGULAR,E Z FOOD MART,,1100 ALGONQUIN PKWY,,LOUISVILLE,KY,40208,"RETAIL-FOOD  10,000 SQ FT OR LESS",2022/11/29 00:00:00,97,,E Z FOOD MART,,7420
110096,1745596,REGULAR,BIG 4 CONCESSIONS,,,,LOUISVILLE,KY,40202,MOBILE RESTRICTED CONCESSION,2023/04/03 00:00:00,100,,BIG 4 CONCESSIONS,,7421
109229,1735699,REGULAR,WINNER CIRCLE STARTING GATE CAFE,,500 W MAIN ST,,LOUISVILLE,KY,40202,FOOD SERVICE,2023/02/16 00:00:00,100,A,WINNER CIRCLE STARTING GATE CAFE,,7422
109578,1732316,REGULAR,LOS AZTECAS,,445 E MARKET ST,,LOUISVILLE,KY,40202,FOOD SERVICE,2023/01/30 00:00:00,98,A,LOS AZTECAS,,7423
109353,1742654,REGULAR,WATERSIDE CAFE,,101 E MAIN ST,,LOUISVILLE,KY,40202,FOOD SERVICE,2023/03/20 00:00:00,100,A,WATERSIDE CAFE,,7424
110434,1731564,OFFICE,E Z FOOD MART,,1100 ALGONQUIN PKWY,,LOUISVILLE,KY,40208,"RETAIL-FOOD  10,000 SQ FT OR LESS",2022/12/05 00:00:00,0,,E Z FOOD MART,,7425
110114,1763908,REGULAR,DI'S DAWGS,,,,LOUISVILLE,KY,40202,SELF-CONTAINED MOBILE FOOD UNITS,2023/06/14 00:00:00,100,A,DI'S DAWGS,,7426
109229,1780894,REGULAR,WINNER CIRCLE STARTING GATE CAFE,,500 W MAIN ST,,LOUISVILLE,KY,40202,FOOD SERVICE,2023/08/15 00:00:00,100,A,WINNER CIRCLE STARTING GATE CAFE,,7427
109578,1774307,REGULAR,LOS AZTECAS,,445 E MARKET ST,,LOUISVILLE,KY,40202,FOOD SERVICE,2023/07/24 00:00:00,99,A,LOS AZTECAS,,7428
109353,1788326,REGULAR,WATERSIDE CAFE,,101 E MAIN ST,,LOUISVILLE,KY,40202,FOOD SERVICE,2023/09/14 00:00:00,99,A,WATERSIDE CAFE,,7429
110434,1731565,OFFICE,E Z FOOD MART,,1100 ALGONQUIN PKWY,,LOUISVILLE,KY,40208,"RETAIL-FOOD  10,000 SQ FT OR LESS",2022/12/19 00:00:00,0,,E Z FOOD MART,,7430
110150,1727468,REGULAR,EL COMAL TAQUERIA,,9609 DIXIE HWY,,LOUISVILLE,KY,40272,FOOD SERVICE,2023/01/06 00:00:00,97,A,EL COMAL TAQUERIA,,7431
109230,1729731,REGULAR,OMNI CON HUEVOS CRAVES,,210 W LIBERTY ST,,LOUISVILLE,KY,40202,FOOD SERVICE,2023/01/19 00:00:00,98,A,OMNI CON HUEVOS CRAVES,,7432
109580,1731136,REGULAR,ADA'S KITCHEN,,214 W BROADWAY,,LOUISVILLE,KY,40202,FOOD SERVICE,2023/01/25 00:00:00,96,A,ADA'S KITCHEN,,7433
109379,1793668,REGULAR,LIL CHEEZERS,,,,LOUISVILLE,KY,40209,TEMPORARY FOODS,2023/09/21 00:00:00,100,,LIL CHEEZERS,,7434
110434,1731562,COMPLAINT,E Z FOOD MART,,1100 ALGONQUIN PKWY,,LOUISVILLE,KY,40208,"RETAIL-FOOD  10,000 SQ FT OR LESS",2022/11/29 00:00:00,0,,E Z FOOD MART,,7435
110150,1763911,REGULAR,EL COMAL TAQUERIA,,9609 DIXIE HWY,,LOUISVILLE,KY,40272,FOOD SERVICE,2023/06/14 00:00:00,98,A,EL COMAL TAQUERIA,,7436
109230,1769509,REGULAR,OMNI CON HUEVOS CRAVES,,210 W LIBERTY ST,,LOUISVILLE,KY,40202,FOOD SERVICE,2023/07/06 00:00:00,100,A,OMNI CON HUEVOS CRAVES,,7437
109580,1773262,REGULAR,ADA'S KITCHEN,,214 W BROADWAY,,LOUISVILLE,KY,40202,FOOD SERVICE,2023/07/19 00:00:00,97,A,ADA'S KITCHEN,,7438
109379,1789767,REGULAR,LIL CHEEZERS,,,,LOUISVILLE,KY,40209,TEMPORARY FOODS,2023/09/14 00:00:00,100,,LIL CHEEZERS,,7439
110434,1783564,REGULAR,E Z FOOD MART,,1100 ALGONQUIN PKWY,,LOUISVILLE,KY,40208,"RETAIL-FOOD  10,000 SQ FT OR LESS",2023/08/25 00:00:00,94,A,E Z FOOD MART,,7440
110156,1745509,REGULAR,BIG 4 COMMISSARY,,1812 W MUHAMMAD ALI BLVD,,LOUISVILLE,KY,40203,FOOD SERVICE COMMISSARY,2023/03/31 00:00:00,100,A,BIG 4 COMMISSARY,,7441
109269,1727734,REGULAR,CHILITO'S MEXICAN GRILL,,8021 DIXIE HWY,,LOUISVILLE,KY,40258,FOOD SERVICE,2023/01/09 00:00:00,100,A,CHILITO'S MEXICAN GRILL,,7442
109581,1761486,REGULAR,CHICK-FIL-A HSC,,500 S PRESTON ST,,LOUISVILLE,KY,40202,FOOD SERVICE,2023/06/06 00:00:00,100,A,CHICK-FIL-A HSC,,7443
110434,1783565,REGULAR,E Z FOOD MART,,1100 ALGONQUIN PKWY,,LOUISVILLE,KY,40208,"RETAIL-FOOD  10,000 SQ FT OR LESS",2023/08/25 00:00:00,98,,E Z FOOD MART,,7444
110156,1777619,REGULAR,BIG 4 COMMISSARY,,1812 W MUHAMMAD ALI BLVD,,LOUISVILLE,KY,40203,FOOD SERVICE COMMISSARY,2023/08/04 00:00:00,100,A,BIG 4 COMMISSARY,,7445
109387,1751895,REGULAR,PHILLY'S BEST FROZEN DESSERTS,,,,LOUISVILLE,KY,40202,SELF-CONTAINED MOBILE FOOD UNITS,2023/04/28 00:00:00,100,A,PHILLY'S BEST FROZEN DESSERTS,,7446
109269,1766030,REGULAR,CHILITO'S MEXICAN GRILL,,8021 DIXIE HWY,,LOUISVILLE,KY,40258,FOOD SERVICE,2023/06/22 00:00:00,100,A,CHILITO'S MEXICAN GRILL,,7447
109609,1728782,FOLLOWUP,WAFFLE HOUSE #1444,,7715 BARDSTOWN RD,,LOUISVILLE,KY,40291,FOOD SERVICE,2023/01/12 00:00:00,97,B,WAFFLE HOUSE #1444,,7448
109387,1800832,REGULAR,PHILLY'S BEST FROZEN DESSERTS,,,,LOUISVILLE,KY,40202,SELF-CONTAINED MOBILE FOOD UNITS,2023/10/30 00:00:00,100,A,PHILLY'S BEST FROZEN DESSERTS,,7449
109269,1799310,SURVEY,CHILITO'S MEXICAN GRILL,,8021 DIXIE HWY,,LOUISVILLE,KY,40258,FOOD SERVICE,2023/10/24 00:00:00,93,,CHILITO'S MEXICAN GRILL,,7450
110434,1784028,SURVEY,E Z FOOD MART,,1100 ALGONQUIN PKWY,,LOUISVILLE,KY,40208,"RETAIL-FOOD  10,000 SQ FT OR LESS",2023/08/14 00:00:00,0,,E Z FOOD MART,,7451
110157,1761494,FOLLOWUP,SAM'S FAST FOOD 2,,1785 W OAK ST,,LOUISVILLE,KY,40210,FOOD SERVICE,2023/06/06 00:00:00,99,A,SAM'S FAST FOOD 2,,7452
109609,1731650,ENFORCEMENT ACTIONS,WAFFLE HOUSE #1444,,7715 BARDSTOWN RD,,LOUISVILLE,KY,40291,FOOD SERVICE,2023/01/11 00:00:00,0,,WAFFLE HOUSE #1444,,7453
109437,1786397,REGULAR,ST. FRANCIS OF ASSISI CONCESSION,,1938 ALFRESCO PLACE,,LOUISVILLE,KY,40205,STATIONARY RESTRICTED CONCESSON,2023/09/06 00:00:00,98,,ST. FRANCIS OF ASSISI CONCESSION,,7454
109271,1748104,REGULAR,TINO'S TACOS,,161 OUTER LOOP,,LOUISVILLE,KY,40214,FOOD SERVICE,2023/04/11 00:00:00,94,A,TINO'S TACOS,,7455
110435,1738670,REGULAR,EATZ VIETNAMESE,,,,LOUISVILLE,KY,40202,SELF-CONTAINED MOBILE FOOD UNITS,2023/03/01 00:00:00,99,A,EATZ VIETNAMESE,,7456
110157,1759309,REGULAR,SAM'S FAST FOOD 2,,1785 W OAK ST,,LOUISVILLE,KY,40210,FOOD SERVICE,2023/05/30 00:00:00,83,C,SAM'S FAST FOOD 2,,7457
109609,1727055,REGULAR,WAFFLE HOUSE #1444,,7715 BARDSTOWN RD,,LOUISVILLE,KY,40291,FOOD SERVICE,2023/01/05 00:00:00,91,C,WAFFLE HOUSE #1444,,7458
109438,1728426,REGULAR,SAM'S SEAFOOD,,4918 POPLAR LEVEL RD,,LOUISVILLE,KY,40219,FOOD SERVICE,2023/01/12 00:00:00,99,A,SAM'S SEAFOOD,,7459
109271,1798272,REGULAR,TINO'S TACOS,,161 OUTER LOOP,,LOUISVILLE,KY,40214,FOOD SERVICE,2023/10/20 00:00:00,99,A,TINO'S TACOS,,7460
110435,1791294,REGULAR,EATZ VIETNAMESE,,,,LOUISVILLE,KY,40202,SELF-CONTAINED MOBILE FOOD UNITS,2023/09/26 00:00:00,100,A,EATZ VIETNAMESE,,7461
110162,1762068,FOLLOWUP,CHIQUITA PIZZERIA & BAKERY,,5057 POPLAR LEVEL RD STE 5,,LOUISVILLE,KY,40219,"RETAIL-FOOD  10,000 SQ FT OR LESS",2023/06/07 00:00:00,93,A,CHIQUITA PIZZERIA & BAKERY,,7462
109609,1767220,REGULAR,WAFFLE HOUSE #1444,,7715 BARDSTOWN RD,,LOUISVILLE,KY,40291,FOOD SERVICE,2023/06/27 00:00:00,94,A,WAFFLE HOUSE #1444,,7463
109438,1778828,REGULAR,SAM'S SEAFOOD,,4918 POPLAR LEVEL RD,,LOUISVILLE,KY,40219,FOOD SERVICE,2023/08/09 00:00:00,94,A,SAM'S SEAFOOD,,7464
109272,1734500,REGULAR,EUREST AP #1 AT GE,,4000 BUECHEL BANK RD,,LOUISVILLE,KY,40218,FOOD SERVICE,2023/02/10 00:00:00,98,A,EUREST AP #1 AT GE,,7465
110440,1733319,REGULAR,THE GRANVILLE PUB,,1601 S 3RD ST,,LOUISVILLE,KY,40208,FOOD SERVICE,2023/02/03 00:00:00,96,A,THE GRANVILLE PUB,,7466
110162,1762069,FOLLOWUP,CHIQUITA PIZZERIA & BAKERY,,5057 POPLAR LEVEL RD STE 5,,LOUISVILLE,KY,40219,"RETAIL-FOOD  10,000 SQ FT OR LESS",2023/06/07 00:00:00,96,,CHIQUITA PIZZERIA & BAKERY,,7467
109616,1735974,REGULAR,LONGINO CATERING,,625 S 4TH ST,,LOUISVILLE,KY,40202,CATERERS,2023/02/17 00:00:00,100,A,LONGINO CATERING,,7468
109444,1734496,REGULAR,HOT DOG ENGINE 502 - #2,,,,LOUISVILLE,KY,40202,MOBILE RESTRICTED CONCESSION,2023/02/10 00:00:00,100,,HOT DOG ENGINE 502 - #2,,7469
109272,1799955,REGULAR,EUREST AP #1 AT GE,,4000 BUECHEL BANK RD,,LOUISVILLE,KY,40218,FOOD SERVICE,2023/10/26 00:00:00,98,A,EUREST AP #1 AT GE,,7470
110440,1768852,REGULAR,THE GRANVILLE PUB,,1601 S 3RD ST,,LOUISVILLE,KY,40208,FOOD SERVICE,2023/07/03 00:00:00,97,A,THE GRANVILLE PUB,,7471
109616,1780897,REGULAR,LONGINO CATERING,,625 S 4TH ST,,LOUISVILLE,KY,40202,CATERERS,2023/08/15 00:00:00,100,A,LONGINO CATERING,,7472
109447,1721544,REGULAR,CROSSROADS IGA,,5502 BILLTOWN RD,,LOUISVILLE,KY,40299,"RETAIL-FOOD  10,001 SQ FT OR OVER",2022/12/06 00:00:00,98,A,CROSSROADS IGA,,7473
110162,1759769,REGULAR,CHIQUITA PIZZERIA & BAKERY,,5057 POPLAR LEVEL RD STE 5,,LOUISVILLE,KY,40219,"RETAIL-FOOD  10,000 SQ FT OR LESS",2023/05/31 00:00:00,89,C,CHIQUITA PIZZERIA & BAKERY,,7474
109274,1736240,FOLLOWUP,EUREST AP #4 AT GE,,4000 BUECHEL BANK RD,,LOUISVILLE,KY,40218,FOOD SERVICE,2023/02/17 00:00:00,99,A,EUREST AP #4 AT GE,,7475
110480,1742067,REGULAR,LA BAMBA,,1237 BARDSTOWN RD STE A,,LOUISVILLE,KY,40204,FOOD SERVICE,2023/03/16 00:00:00,96,A,LA BAMBA,,7476
109447,1721545,REGULAR,CROSSROADS IGA,,5502 BILLTOWN RD,,LOUISVILLE,KY,40299,"RETAIL-FOOD  10,001 SQ FT OR OVER",2022/12/06 00:00:00,98,,CROSSROADS IGA,,7477
110162,1759770,REGULAR,CHIQUITA PIZZERIA & BAKERY,,5057 POPLAR LEVEL RD STE 5,,LOUISVILLE,KY,40219,"RETAIL-FOOD  10,000 SQ FT OR LESS",2023/05/31 00:00:00,95,,CHIQUITA PIZZERIA & BAKERY,,7478
109617,1725056,REGULAR,BOURBON BARREL FOODS,,2708 FRANKFORT AVE,,LOUISVILLE,KY,40206,PRE-PACKAGED RETAIL,2022/12/20 00:00:00,100,A,BOURBON BARREL FOODS,,7479
109274,1734503,REGULAR,EUREST AP #4 AT GE,,4000 BUECHEL BANK RD,,LOUISVILLE,KY,40218,FOOD SERVICE,2023/02/10 00:00:00,92,C,EUREST AP #4 AT GE,,7480
110480,1742074,REGULAR,LA BAMBA,,1237 BARDSTOWN RD STE A,,LOUISVILLE,KY,40204,FOOD SERVICE,2023/03/16 00:00:00,96,A,LA BAMBA,,7481
109447,1769764,REGULAR,CROSSROADS IGA,,5502 BILLTOWN RD,,LOUISVILLE,KY,40299,"RETAIL-FOOD  10,001 SQ FT OR OVER",2023/07/07 00:00:00,97,A,CROSSROADS IGA,,7482
110164,1752748,REGULAR,CARALI'S ROTISSERIE CHICKEN,,12531 SHELBYVILLE RD,,LOUISVILLE,KY,40243,FOOD SERVICE,2023/05/02 00:00:00,90,C,CARALI'S ROTISSERIE CHICKEN,,7483
109617,1725057,REGULAR,BOURBON BARREL FOODS,,2708 FRANKFORT AVE,,LOUISVILLE,KY,40206,PRE-PACKAGED RETAIL,2022/12/20 00:00:00,100,,BOURBON BARREL FOODS,,7484
109274,1799957,REGULAR,EUREST AP #4 AT GE,,4000 BUECHEL BANK RD,,LOUISVILLE,KY,40218,FOOD SERVICE,2023/10/26 00:00:00,96,A,EUREST AP #4 AT GE,,7485
110480,1788319,REGULAR,LA BAMBA,,1237 BARDSTOWN RD STE A,,LOUISVILLE,KY,40204,FOOD SERVICE,2023/09/14 00:00:00,92,A,LA BAMBA,,7486
109447,1769765,REGULAR,CROSSROADS IGA,,5502 BILLTOWN RD,,LOUISVILLE,KY,40299,"RETAIL-FOOD  10,001 SQ FT OR OVER",2023/07/07 00:00:00,99,,CROSSROADS IGA,,7487
110164,1754373,FOLLOWUP,CARALI'S ROTISSERIE CHICKEN,,12531 SHELBYVILLE RD,,LOUISVILLE,KY,40243,FOOD SERVICE,2023/05/09 00:00:00,99,A,CARALI'S ROTISSERIE CHICKEN,,7488
109617,1775336,REGULAR,BOURBON BARREL FOODS,,2708 FRANKFORT AVE,,LOUISVILLE,KY,40206,PRE-PACKAGED RETAIL,2023/06/13 00:00:00,100,,BOURBON BARREL FOODS,,7489
109275,1734502,REGULAR,EUREST AP #5 AT GE,,4000 BUECHEL BANK RD,,LOUISVILLE,KY,40218,FOOD SERVICE,2023/02/10 00:00:00,96,A,EUREST AP #5 AT GE,,7490
110483,1797255,REGULAR,OLLIE'S BARGAIN OUTLET,,9236 WESTPORT RD,,LOUISVILLE,KY,40242,PRE-PACKAGED RETAIL,2023/10/17 00:00:00,97,,OLLIE'S BARGAIN OUTLET,,7491
109450,1733147,REGULAR,BURGER KING,,10600 DIXIE HWY,,LOUISVILLE,KY,40258,FOOD SERVICE,2023/02/02 00:00:00,97,A,BURGER KING,,7492
110164,1784024,FOLLOWUP,CARALI'S ROTISSERIE CHICKEN,,12531 SHELBYVILLE RD,,LOUISVILLE,KY,40243,FOOD SERVICE,2023/08/18 00:00:00,0,,CARALI'S ROTISSERIE CHICKEN,,7493
109617,1763408,REGULAR,BOURBON BARREL FOODS,,2708 FRANKFORT AVE,,LOUISVILLE,KY,40206,PRE-PACKAGED RETAIL,2023/06/13 00:00:00,100,A,BOURBON BARREL FOODS,,7494
109275,1799958,REGULAR,EUREST AP #5 AT GE,,4000 BUECHEL BANK RD,,LOUISVILLE,KY,40218,FOOD SERVICE,2023/10/26 00:00:00,97,A,EUREST AP #5 AT GE,,7495
110486,1751756,REGULAR,BAR VETTI,,727 E MARKET ST,,LOUISVILLE,KY,40202,FOOD SERVICE,2023/04/27 00:00:00,100,A,BAR VETTI,,7496
109450,1775732,REGULAR,BURGER KING,,10600 DIXIE HWY,,LOUISVILLE,KY,40258,FOOD SERVICE,2023/07/27 00:00:00,100,A,BURGER KING,,7497
110164,1784022,COMPLAINT,CARALI'S ROTISSERIE CHICKEN,,12531 SHELBYVILLE RD,,LOUISVILLE,KY,40243,FOOD SERVICE,2023/08/09 00:00:00,0,,CARALI'S ROTISSERIE CHICKEN,,7498
109617,1763409,REGULAR,BOURBON BARREL FOODS,,2708 FRANKFORT AVE,,LOUISVILLE,KY,40206,PRE-PACKAGED RETAIL,2023/06/13 00:00:00,100,,BOURBON BARREL FOODS,,7499
109618,1740650,REGULAR,TEXAS ROADHOUSE SUPPORT CENTER CAFE,,6050 DUTCHMANS LN,,LOUISVILLE,KY,40205,FOOD SERVICE,2023/03/09 00:00:00,100,A,TEXAS ROADHOUSE SUPPORT CENTER CAFE,,7500
109618,1773631,REGULAR,TEXAS ROADHOUSE SUPPORT CENTER CAFE,,6050 DUTCHMANS LN,,LOUISVILLE,KY,40205,FOOD SERVICE,2023/07/20 00:00:00,100,A,TEXAS ROADHOUSE SUPPORT CENTER CAFE,,7501
109623,1728612,REGULAR,CASK SOUTHERN KITCHEN & BAR,,9980 LINN STATION RD,,LOUISVILLE,KY,40223,FOOD SERVICE,2023/01/12 00:00:00,98,A,CASK SOUTHERN KITCHEN & BAR,,7502
109623,1761633,REGULAR,CASK SOUTHERN KITCHEN & BAR,,9980 LINN STATION RD,,LOUISVILLE,KY,40223,FOOD SERVICE,2023/06/06 00:00:00,99,A,CASK SOUTHERN KITCHEN & BAR,,7503
109635,1805060,REGULAR,NECTAR OF THE VINE,,,,LOUISVILLE,KY,40209,TEMPORARY FOODS,2023/08/17 00:00:00,100,,NECTAR OF THE VINE,,7504
109635,1805067,REGULAR,NECTAR OF THE VINE,,,,LOUISVILLE,KY,40209,TEMPORARY FOODS,2023/08/18 00:00:00,100,,NECTAR OF THE VINE,,7505
109643,1803784,REGULAR,BIG LOTS #4709,,5252 BARDSTOWN RD,,LOUISVILLE,KY,40291,PRE-PACKAGED RETAIL,2023/11/10 00:00:00,100,,BIG LOTS #4709,,7506
109649,1736405,REGULAR,WAFFLE HOUSE #932,,1620 KENTUCKY MILLS DR,,LOUISVILLE,KY,40299,FOOD SERVICE,2023/02/16 00:00:00,95,A,WAFFLE HOUSE #932,,7507
109649,1766584,REGULAR,WAFFLE HOUSE #932,,1620 KENTUCKY MILLS DR,,LOUISVILLE,KY,40299,FOOD SERVICE,2023/06/23 00:00:00,94,A,WAFFLE HOUSE #932,,7508
109650,1737000,REGULAR,WAFFLE HOUSE #1001,,12923 SHELBYVILLE RD,,LOUISVILLE,KY,40243,FOOD SERVICE,2023/02/22 00:00:00,96,A,WAFFLE HOUSE #1001,,7509
109650,1786304,REGULAR,WAFFLE HOUSE #1001,,12923 SHELBYVILLE RD,,LOUISVILLE,KY,40243,FOOD SERVICE,2023/09/06 00:00:00,97,A,WAFFLE HOUSE #1001,,7510
109651,1749881,REGULAR,FIRST WATCH,,12913 SHELBYVILLE RD,,LOUISVILLE,KY,40243,FOOD SERVICE,2023/04/21 00:00:00,99,A,FIRST WATCH,,7511
109651,1749860,REGULAR,FIRST WATCH,,12913 SHELBYVILLE RD,,LOUISVILLE,KY,40243,FOOD SERVICE,2023/04/21 00:00:00,99,A,FIRST WATCH,,7512
109651,1794929,REGULAR,FIRST WATCH,,12913 SHELBYVILLE RD,,LOUISVILLE,KY,40243,FOOD SERVICE,2023/10/09 00:00:00,99,A,FIRST WATCH,,7513
109657,1733159,REGULAR,ANTHOLOGY OF LOUISVILLE,,1105 DORSEY LN,,LOUISVILLE,KY,40223,FOOD SERVICE (HOSPITAL / NURSING HOME,2023/02/03 00:00:00,96,A,ANTHOLOGY OF LOUISVILLE,,7514
109657,1772815,REGULAR,ANTHOLOGY OF LOUISVILLE,,1105 DORSEY LN,,LOUISVILLE,KY,40223,FOOD SERVICE (HOSPITAL / NURSING HOME,2023/07/18 00:00:00,94,A,ANTHOLOGY OF LOUISVILLE,,7515
