vaccinationdate,age_range,first_daily_dose,first_daily_dose_cumulative,second_daily_dose,second_daily_dose_cumulative,single_daily_dose,single_daily_dose_cumulative,thirddailydose,thirddailydosecumulative,combined_all_doses,combined_all_doses_cumulative,fully_vaccinated,fully_vaccinated_cumulative,firstboosterdailydose,firstboosterdailydosecumulative,secondboosterdailydose,secondboosterdailydosecumulative
12/28/2021 10:00:00 AM,Unknown,1.0,148016,1.0,129451,1.0,20325,,0,,0,2.0,149776,1.0,4808,,0
12/29/2021 10:00:00 AM,12-17,650.0,363905,379.0,333739,,166,,0,,0,379.0,333905,1880.0,29383,,0
12/29/2021 10:00:00 AM,18-49,3265.0,1991322,1293.0,1768605,115.0,163328,,0,,0,1408.0,1931933,12518.0,613386,7.0,578
12/29/2021 10:00:00 AM,5-11,2709.0,186118,2093.0,129712,2.0,78,,0,,0,2095.0,129790,4.0,29,,0
12/29/2021 10:00:00 AM,50-64,864.0,1026414,372.0,947571,27.0,99588,,0,,0,399.0,1047159,7019.0,524690,8.0,515
12/29/2021 10:00:00 AM,65 and Older,442.0,883801,137.0,817429,16.0,53484,,0,,0,153.0,870913,3123.0,594557,1.0,304
12/29/2021 10:00:00 AM,Unknown,54.0,148070,33.0,129484,1.0,20326,,0,,0,34.0,149810,,4808,,0
12/30/2021 10:00:00 AM,12-17,559.0,364464,279.0,334018,,166,,0,,0,279.0,334184,1682.0,31065,,0
12/30/2021 10:00:00 AM,18-49,2745.0,1994067,1227.0,1769832,103.0,163431,,0,,0,1330.0,1933263,11298.0,624684,11.0,589
12/30/2021 10:00:00 AM,5-11,2393.0,188511,1813.0,131525,,78,,0,,0,1813.0,131603,3.0,32,,0
12/30/2021 10:00:00 AM,50-64,832.0,1027246,406.0,947977,46.0,99634,,0,,0,452.0,1047611,6873.0,531563,12.0,527
12/30/2021 10:00:00 AM,65 and Older,363.0,884164,146.0,817575,9.0,53493,,0,,0,155.0,871068,2889.0,597446,8.0,312
12/30/2021 10:00:00 AM,Unknown,250.0,148320,150.0,129634,138.0,20464,,0,,0,288.0,150098,137.0,4945,,0
12/31/2021 10:00:00 AM,12-17,169.0,364633,143.0,334161,,166,,0,,0,143.0,334327,619.0,31684,,0
12/31/2021 10:00:00 AM,18-49,1026.0,1995093,485.0,1770317,61.0,163492,,0,,0,546.0,1933809,3827.0,628511,4.0,593
12/31/2021 10:00:00 AM,5-11,796.0,189307,781.0,132306,,78,,0,,0,781.0,132384,2.0,34,,0
12/31/2021 10:00:00 AM,50-64,356.0,1027602,162.0,948139,25.0,99659,,0,,0,187.0,1047798,2448.0,534011,6.0,533
12/31/2021 10:00:00 AM,65 and Older,158.0,884322,61.0,817636,6.0,53499,,0,,0,67.0,871135,928.0,598374,2.0,314
01/01/2022 10:00:00 AM,12-17,57.0,364690,30.0,334191,,166,,0,,0,30.0,334357,170.0,31854,,0
01/01/2022 10:00:00 AM,18-49,334.0,1995427,132.0,1770449,23.0,163515,,0,,0,155.0,1933964,1178.0,629689,3.0,596
01/01/2022 10:00:00 AM,5-11,245.0,189552,201.0,132507,,78,,0,,0,201.0,132585,,34,,0
01/01/2022 10:00:00 AM,50-64,101.0,1027703,37.0,948176,7.0,99666,,0,,0,44.0,1047842,686.0,534697,7.0,540
01/01/2022 10:00:00 AM,65 and Older,44.0,884366,12.0,817648,5.0,53504,,0,,0,17.0,871152,216.0,598590,4.0,318
01/02/2022 10:00:00 AM,12-17,152.0,364842,137.0,334328,,166,,0,,0,137.0,334494,529.0,32383,,0
01/02/2022 10:00:00 AM,18-49,894.0,1996321,449.0,1770898,27.0,163542,,0,,0,476.0,1934440,3255.0,632944,4.0,600
01/02/2022 10:00:00 AM,5-11,444.0,189996,779.0,133286,,78,,0,,0,779.0,133364,,34,,0
01/02/2022 10:00:00 AM,50-64,237.0,1027940,125.0,948301,4.0,99670,,0,,0,129.0,1047971,1598.0,536295,,540
01/02/2022 10:00:00 AM,65 and Older,86.0,884452,27.0,817675,5.0,53509,,0,,0,32.0,871184,515.0,599105,1.0,319
01/02/2022 10:00:00 AM,Unknown,307.0,148627,197.0,129831,12.0,20476,,0,,0,209.0,150307,6.0,4951,,0
01/03/2022 10:00:00 AM,12-17,212.0,365054,143.0,334471,,166,,0,,0,143.0,334637,810.0,33193,,0
01/03/2022 10:00:00 AM,18-49,1558.0,1997879,706.0,1771604,58.0,163600,,0,,0,764.0,1935204,6132.0,639076,10.0,610
01/03/2022 10:00:00 AM,5-11,842.0,190838,1063.0,134349,,78,,0,,0,1063.0,134427,9.0,43,,0
01/03/2022 10:00:00 AM,50-64,431.0,1028371,209.0,948510,22.0,99692,,0,,0,231.0,1048202,3127.0,539422,5.0,545
01/03/2022 10:00:00 AM,65 and Older,156.0,884608,67.0,817742,2.0,53511,,0,,0,69.0,871253,1090.0,600195,2.0,321
01/03/2022 10:00:00 AM,Unknown,17.0,148644,7.0,129838,146.0,20622,,0,,0,153.0,150460,146.0,5097,,0
01/04/2022 10:00:00 AM,12-17,439.0,365493,271.0,334742,,166,,0,,0,271.0,334908,1237.0,34430,,0
01/04/2022 10:00:00 AM,18-49,2544.0,2000423,1072.0,1772676,113.0,163713,,0,,0,1185.0,1936389,8970.0,648046,9.0,619
01/04/2022 10:00:00 AM,5-11,1703.0,192541,1956.0,136305,,78,,0,,0,1956.0,136383,9.0,52,,0
01/04/2022 10:00:00 AM,50-64,611.0,1028982,303.0,948813,36.0,99728,,0,,0,339.0,1048541,4754.0,544176,5.0,550
01/04/2022 10:00:00 AM,65 and Older,292.0,884900,110.0,817852,4.0,53515,,0,,0,114.0,871367,2036.0,602231,4.0,325
01/04/2022 10:00:00 AM,Unknown,58.0,148702,27.0,129865,16.0,20638,,0,,0,43.0,150503,7.0,5104,,0
01/05/2022 10:00:00 AM,12-17,530.0,366023,307.0,335049,,166,,0,,0,307.0,335215,1728.0,36158,,0
01/05/2022 10:00:00 AM,18-49,2869.0,2003292,1329.0,1774005,127.0,163840,,0,,0,1456.0,1937845,9994.0,658040,11.0,630
01/05/2022 10:00:00 AM,5-11,2263.0,194804,2853.0,139158,3.0,81,,0,,0,2856.0,139239,10.0,62,,0
01/05/2022 10:00:00 AM,50-64,711.0,1029693,379.0,949192,31.0,99759,,0,,0,410.0,1048951,5260.0,549436,12.0,562
01/05/2022 10:00:00 AM,65 and Older,320.0,885220,140.0,817992,12.0,53527,,0,,0,152.0,871519,2298.0,604529,10.0,335
01/06/2022 10:00:00 AM,12-17,567.0,366590,412.0,335461,1.0,167,,0,,0,413.0,335628,3793.0,39951,,0
01/06/2022 10:00:00 AM,18-49,2785.0,2006077,1209.0,1775214,123.0,163963,,0,,0,1332.0,1939177,11071.0,669111,13.0,643
01/06/2022 10:00:00 AM,5-11,2115.0,196919,2881.0,142039,1.0,82,,0,,0,2882.0,142121,3.0,65,,0
01/06/2022 10:00:00 AM,50-64,723.0,1030416,346.0,949538,32.0,99791,,0,,0,378.0,1049329,5950.0,555386,11.0,573
01/06/2022 10:00:00 AM,65 and Older,321.0,885541,153.0,818145,13.0,53540,,0,,0,166.0,871685,2577.0,607106,12.0,347
01/06/2022 10:00:00 AM,Unknown,60.0,148762,63.0,129928,99.0,20737,,0,,0,162.0,150665,97.0,5201,,0
01/07/2022 10:00:00 AM,12-17,505.0,367095,328.0,335789,,167,,0,,0,328.0,335956,3904.0,43855,,0
01/07/2022 10:00:00 AM,18-49,2573.0,2008650,1048.0,1776262,108.0,164071,,0,,0,1156.0,1940333,10163.0,679274,5.0,648
01/07/2022 10:00:00 AM,5-11,1601.0,198520,2164.0,144203,,82,,0,,0,2164.0,144285,9.0,74,,0
01/07/2022 10:00:00 AM,50-64,652.0,1031068,302.0,949840,32.0,99823,,0,,0,334.0,1049663,5005.0,560391,8.0,581
01/07/2022 10:00:00 AM,65 and Older,225.0,885766,99.0,818244,15.0,53555,,0,,0,114.0,871799,1604.0,608710,3.0,350
01/07/2022 10:00:00 AM,Unknown,164.0,148926,120.0,130048,8.0,20745,,0,,0,128.0,150793,5.0,5206,,0
01/08/2022 10:00:00 AM,12-17,558.0,367653,374.0,336163,,167,,0,,0,374.0,336330,3998.0,47853,,0
01/08/2022 10:00:00 AM,18-49,1668.0,2010318,729.0,1776991,59.0,164130,,0,,0,788.0,1941121,6124.0,685398,4.0,652
01/08/2022 10:00:00 AM,5-11,1786.0,200306,2740.0,146943,,82,,0,,0,2740.0,147025,8.0,82,,0
01/08/2022 10:00:00 AM,50-64,429.0,1031497,198.0,950038,18.0,99841,,0,,0,216.0,1049879,2891.0,563282,7.0,588
01/08/2022 10:00:00 AM,65 and Older,150.0,885916,64.0,818308,3.0,53558,,0,,0,67.0,871866,886.0,609596,4.0,354
01/09/2022 10:00:00 AM,12-17,259.0,367912,162.0,336325,1.0,168,,0,,0,163.0,336493,1916.0,49769,,0
01/09/2022 10:00:00 AM,18-49,1144.0,2011462,455.0,1777446,36.0,164166,,0,,0,491.0,1941612,3846.0,689244,3.0,655
01/09/2022 10:00:00 AM,5-11,820.0,201126,1297.0,148240,,82,,0,,0,1297.0,148322,1.0,83,,0
01/09/2022 10:00:00 AM,50-64,220.0,1031717,91.0,950129,5.0,99846,,0,,0,96.0,1049975,1620.0,564902,4.0,592
01/09/2022 10:00:00 AM,65 and Older,90.0,886006,46.0,818354,,53558,,0,,0,46.0,871912,500.0,610096,1.0,355
01/09/2022 10:00:00 AM,Unknown,117.0,149043,59.0,130107,113.0,20858,,0,,0,172.0,150965,110.0,5316,,0
01/10/2022 10:00:00 AM,12-17,528.0,368440,428.0,336753,,168,,0,,0,428.0,336921,3320.0,53089,,0
01/10/2022 10:00:00 AM,18-49,2866.0,2014328,1273.0,1778719,118.0,164284,,0,,0,1391.0,1943003,9646.0,698890,9.0,664
01/10/2022 10:00:00 AM,5-11,1682.0,202808,1910.0,150150,,82,,0,,0,1910.0,150232,9.0,92,,0
01/10/2022 10:00:00 AM,50-64,677.0,1032394,325.0,950454,29.0,99875,,0,,0,354.0,1050329,4751.0,569653,8.0,600
01/10/2022 10:00:00 AM,65 and Older,321.0,886327,153.0,818507,10.0,53568,,0,,0,163.0,872075,2157.0,612253,2.0,357
01/10/2022 10:00:00 AM,Unknown,35.0,149078,27.0,130134,1.0,20859,,0,,0,28.0,150993,1.0,5317,,0
01/11/2022 10:00:00 AM,12-17,553.0,368993,452.0,337205,,168,,0,,0,452.0,337373,3538.0,56627,,0
01/11/2022 10:00:00 AM,18-49,2824.0,2017152,1325.0,1780044,108.0,164392,,0,,0,1433.0,1944436,8770.0,707660,8.0,672
01/11/2022 10:00:00 AM,5-11,1967.0,204775,2262.0,152412,1.0,83,,0,,0,2263.0,152495,11.0,103,,0
01/11/2022 10:00:00 AM,50-64,725.0,1033119,318.0,950772,30.0,99905,,0,,0,348.0,1050677,4485.0,574138,8.0,608
01/11/2022 10:00:00 AM,65 and Older,315.0,886642,156.0,818663,8.0,53576,,0,,0,164.0,872239,2176.0,614429,,357
01/11/2022 10:00:00 AM,Unknown,1.0,149079,1.0,130135,,20859,,0,,0,1.0,150994,,5317,,0
01/12/2022 10:00:00 AM,12-17,657.0,369650,486.0,337691,1.0,169,,0,,0,487.0,337860,3981.0,60608,,0
01/12/2022 10:00:00 AM,18-49,2859.0,2020011,1347.0,1781391,129.0,164521,,0,,0,1476.0,1945912,8858.0,716518,12.0,684
01/12/2022 10:00:00 AM,5-11,2127.0,206902,2350.0,154762,3.0,86,,0,,0,2353.0,154848,7.0,110,,0
01/12/2022 10:00:00 AM,50-64,664.0,1033783,367.0,951139,37.0,99942,,0,,0,404.0,1051081,4491.0,578629,4.0,612
01/12/2022 10:00:00 AM,65 and Older,308.0,886950,144.0,818807,5.0,53581,,0,,0,149.0,872388,2236.0,616665,8.0,365
01/12/2022 10:00:00 AM,Unknown,16.0,149095,9.0,130144,51.0,20910,,0,,0,60.0,151054,50.0,5367,,0
01/13/2022 10:00:00 AM,12-17,581.0,370231,453.0,338144,1.0,170,,0,,0,454.0,338314,3154.0,63762,,0
01/13/2022 10:00:00 AM,18-49,2685.0,2022696,1244.0,1782635,99.0,164620,,0,,0,1343.0,1947255,8620.0,725138,17.0,701
01/13/2022 10:00:00 AM,5-11,2164.0,209066,2272.0,157034,,86,,0,,0,2272.0,157120,5.0,115,,0
01/13/2022 10:00:00 AM,50-64,608.0,1034391,280.0,951419,27.0,99969,,0,,0,307.0,1051388,4227.0,582856,11.0,623
01/13/2022 10:00:00 AM,65 and Older,291.0,887241,137.0,818944,14.0,53595,,0,,0,151.0,872539,2028.0,618693,3.0,368
01/13/2022 10:00:00 AM,Unknown,167.0,149262,181.0,130325,6.0,20916,,0,,0,187.0,151241,2.0,5369,,0
01/14/2022 10:00:00 AM,12-17,722.0,370953,345.0,338489,,170,,0,,0,345.0,338659,4321.0,68083,,0
01/14/2022 10:00:00 AM,18-49,2779.0,2025475,1086.0,1783721,103.0,164723,,0,,0,1189.0,1948444,11228.0,736366,8.0,709
01/14/2022 10:00:00 AM,5-11,2479.0,211545,1554.0,158588,,86,,0,,0,1554.0,158674,6.0,121,,0
01/14/2022 10:00:00 AM,50-64,670.0,1035061,316.0,951735,37.0,100006,,0,,0,353.0,1051741,5404.0,588260,7.0,630
01/14/2022 10:00:00 AM,65 and Older,282.0,887523,124.0,819068,7.0,53602,,0,,0,131.0,872670,1994.0,620687,6.0,374
01/14/2022 10:00:00 AM,Unknown,85.0,149347,66.0,130391,111.0,21027,,0,,0,177.0,151418,110.0,5479,,0
01/15/2022 10:00:00 AM,12-17,482.0,371435,233.0,338722,,170,,0,,0,233.0,338892,4033.0,72116,,0
01/15/2022 10:00:00 AM,18-49,1534.0,2027009,451.0,1784172,43.0,164766,,0,,0,494.0,1948938,5117.0,741483,9.0,718
01/15/2022 10:00:00 AM,5-11,1599.0,213144,863.0,159451,,86,,0,,0,863.0,159537,3.0,124,,0
01/15/2022 10:00:00 AM,50-64,341.0,1035402,115.0,951850,13.0,100019,,0,,0,128.0,1051869,2329.0,590589,2.0,632
01/15/2022 10:00:00 AM,65 and Older,114.0,887637,45.0,819113,6.0,53608,,0,,0,51.0,872721,654.0,621341,1.0,375
01/15/2022 10:00:00 AM,Unknown,99.0,149446,64.0,130455,11.0,21038,,0,,0,75.0,151493,9.0,5488,,0
01/16/2022 10:00:00 AM,12-17,208.0,371643,178.0,338900,,170,,0,,0,178.0,339070,2065.0,74181,,0
01/16/2022 10:00:00 AM,18-49,870.0,2027879,348.0,1784520,13.0,164779,,0,,0,361.0,1949299,2893.0,744376,2.0,720
01/16/2022 10:00:00 AM,5-11,617.0,213761,563.0,160014,3.0,89,,0,,0,566.0,160103,,124,,0
01/16/2022 10:00:00 AM,50-64,159.0,1035561,88.0,951938,7.0,100026,,0,,0,95.0,1051964,1113.0,591702,1.0,633
01/16/2022 10:00:00 AM,65 and Older,52.0,887689,24.0,819137,,53608,,0,,0,24.0,872745,355.0,621696,,375
01/16/2022 10:00:00 AM,Unknown,198.0,149644,171.0,130626,94.0,21132,,0,,0,265.0,151758,91.0,5579,,0
01/17/2022 10:00:00 AM,12-17,437.0,372080,317.0,339217,,170,,0,,0,317.0,339387,2724.0,76905,,0
01/17/2022 10:00:00 AM,18-49,1601.0,2029480,848.0,1785368,66.0,164845,,0,,0,914.0,1950213,5123.0,749499,8.0,728
01/17/2022 10:00:00 AM,5-11,1020.0,214781,1113.0,161127,,89,,0,,0,1113.0,161216,2.0,126,,0
01/17/2022 10:00:00 AM,50-64,325.0,1035886,181.0,952119,8.0,100034,,0,,0,189.0,1052153,2042.0,593744,5.0,638
01/17/2022 10:00:00 AM,65 and Older,117.0,887806,62.0,819199,1.0,53609,,0,,0,63.0,872808,704.0,622400,2.0,377
01/18/2022 10:00:00 AM,12-17,490.0,372570,455.0,339672,,170,,0,,0,455.0,339842,2048.0,78953,,0
01/18/2022 10:00:00 AM,18-49,2311.0,2031791,1288.0,1786656,69.0,164914,,0,,0,1357.0,1951570,7350.0,756849,9.0,737
01/18/2022 10:00:00 AM,5-11,1414.0,216195,2063.0,163190,,89,,0,,0,2063.0,163279,9.0,135,,0
01/18/2022 10:00:00 AM,50-64,460.0,1036346,346.0,952465,22.0,100056,,0,,0,368.0,1052521,3127.0,596871,3.0,641
01/18/2022 10:00:00 AM,65 and Older,192.0,887998,128.0,819327,6.0,53615,,0,,0,134.0,872942,1469.0,623869,1.0,378
01/18/2022 10:00:00 AM,Unknown,321.0,149965,216.0,130842,8.0,21140,,0,,0,224.0,151982,4.0,5583,,0
01/19/2022 10:00:00 AM,12-17,466.0,373036,523.0,340195,1.0,171,,0,,0,524.0,340366,2089.0,81042,,0
01/19/2022 10:00:00 AM,18-49,2251.0,2034042,1330.0,1787986,61.0,164975,,0,,0,1391.0,1952961,7159.0,764008,10.0,747
01/19/2022 10:00:00 AM,5-11,1774.0,217969,2416.0,165606,7.0,96,,0,,0,2423.0,165702,6.0,141,,0
01/19/2022 10:00:00 AM,50-64,493.0,1036839,348.0,952813,22.0,100078,,0,,0,370.0,1052891,3082.0,599953,5.0,646
01/19/2022 10:00:00 AM,65 and Older,246.0,888244,176.0,819503,7.0,53622,,0,,0,183.0,873125,1607.0,625476,5.0,383
01/19/2022 10:00:00 AM,Unknown,,149965,3.0,130845,1.0,21141,,0,,0,4.0,151986,,5583,,0
01/20/2022 10:00:00 AM,12-17,421.0,373457,437.0,340632,,171,,0,,0,437.0,340803,1757.0,82799,,0
01/20/2022 10:00:00 AM,18-49,1987.0,2036029,1137.0,1789123,69.0,165044,,0,,0,1206.0,1954167,6632.0,770640,6.0,753
01/20/2022 10:00:00 AM,5-11,1405.0,219374,1819.0,167425,,96,,0,,0,1819.0,167521,3.0,144,,0
01/20/2022 10:00:00 AM,50-64,382.0,1037221,292.0,953105,14.0,100092,,0,,0,306.0,1053197,2732.0,602685,7.0,653
01/20/2022 10:00:00 AM,65 and Older,191.0,888435,98.0,819601,5.0,53627,,0,,0,103.0,873228,1138.0,626614,5.0,388
01/20/2022 10:00:00 AM,Unknown,24.0,149989,34.0,130879,87.0,21228,,0,,0,121.0,152107,87.0,5670,,0
01/21/2022 10:00:00 AM,12-17,530.0,373987,331.0,340963,,171,,0,,0,331.0,341134,3095.0,85894,,0
01/21/2022 10:00:00 AM,18-49,2437.0,2038466,896.0,1790019,95.0,165139,,0,,0,991.0,1955158,7931.0,778571,7.0,760
01/21/2022 10:00:00 AM,5-11,1665.0,221039,1349.0,168774,,96,,0,,0,1349.0,168870,7.0,151,,0
01/21/2022 10:00:00 AM,50-64,462.0,1037683,267.0,953372,28.0,100120,,0,,0,295.0,1053492,3426.0,606111,7.0,660
01/21/2022 10:00:00 AM,65 and Older,185.0,888620,88.0,819689,2.0,53629,,0,,0,90.0,873318,1327.0,627941,2.0,390
01/21/2022 10:00:00 AM,Unknown,161.0,150150,166.0,131045,3.0,21231,,0,,0,169.0,152276,,5670,,0
01/22/2022 10:00:00 AM,12-17,425.0,374412,216.0,341179,,171,,0,,0,216.0,341350,2528.0,88422,,0
01/22/2022 10:00:00 AM,18-49,1383.0,2039849,466.0,1790485,60.0,165199,,0,,0,526.0,1955684,4448.0,783019,4.0,764
01/22/2022 10:00:00 AM,5-11,1102.0,222141,991.0,169765,,96,,0,,0,991.0,169861,9.0,160,,0
01/22/2022 10:00:00 AM,50-64,298.0,1037981,106.0,953478,13.0,100133,,0,,0,119.0,1053611,1841.0,607952,1.0,661
01/22/2022 10:00:00 AM,65 and Older,107.0,888727,37.0,819726,1.0,53630,,0,,0,38.0,873356,582.0,628523,1.0,391
01/22/2022 10:00:00 AM,Unknown,52.0,150202,41.0,131086,63.0,21294,,0,,0,104.0,152380,62.0,5732,,0
01/23/2022 10:00:00 AM,12-17,240.0,374652,183.0,341362,,171,,0,,0,183.0,341533,1471.0,89893,,0
01/23/2022 10:00:00 AM,18-49,936.0,2040785,477.0,1790962,25.0,165224,,0,,0,502.0,1956186,3179.0,786198,1.0,765
01/23/2022 10:00:00 AM,5-11,414.0,222555,632.0,170397,,96,,0,,0,632.0,170493,1.0,161,,0
01/23/2022 10:00:00 AM,50-64,167.0,1038148,110.0,953588,3.0,100136,,0,,0,113.0,1053724,1057.0,609009,1.0,662
01/23/2022 10:00:00 AM,65 and Older,67.0,888794,42.0,819768,3.0,53633,,0,,0,45.0,873401,360.0,628883,1.0,392
01/23/2022 10:00:00 AM,Unknown,137.0,150339,117.0,131203,1.0,21295,,0,,0,118.0,152498,,5732,,0
01/24/2022 10:00:00 AM,12-17,375.0,375027,303.0,341665,1.0,172,,0,,0,304.0,341837,1632.0,91525,,0
01/24/2022 10:00:00 AM,18-49,1868.0,2042653,1068.0,1792030,71.0,165295,,0,,0,1139.0,1957325,6312.0,792510,9.0,774
01/24/2022 10:00:00 AM,5-11,1161.0,223716,1163.0,171560,,96,,0,,0,1163.0,171656,7.0,168,,0
01/24/2022 10:00:00 AM,50-64,395.0,1038543,274.0,953862,14.0,100150,,0,,0,288.0,1054012,2688.0,611697,2.0,664
01/24/2022 10:00:00 AM,65 and Older,190.0,888984,101.0,819869,2.0,53635,,0,,0,103.0,873504,1305.0,630188,2.0,394
01/25/2022 10:00:00 AM,12-17,314.0,375341,348.0,342013,,172,,0,,0,348.0,342185,1128.0,92653,,0
01/25/2022 10:00:00 AM,18-49,1567.0,2044220,1211.0,1793241,74.0,165369,,0,,0,1285.0,1958610,4995.0,797505,6.0,780
01/25/2022 10:00:00 AM,5-11,1182.0,224898,1562.0,173122,,96,,0,,0,1562.0,173218,2.0,170,,0
01/25/2022 10:00:00 AM,50-64,404.0,1038947,296.0,954158,17.0,100167,,0,,0,313.0,1054325,2227.0,613924,2.0,666
01/25/2022 10:00:00 AM,65 and Older,224.0,889208,119.0,819988,6.0,53641,,0,,0,125.0,873629,1425.0,631613,1.0,395
01/26/2022 10:00:00 AM,12-17,341.0,375682,446.0,342459,,172,,0,,0,446.0,342631,1182.0,93835,,0
01/26/2022 10:00:00 AM,18-49,1625.0,2045845,1285.0,1794526,62.0,165431,,0,,0,1347.0,1959957,4931.0,802436,7.0,787
01/26/2022 10:00:00 AM,5-11,1269.0,226167,1776.0,174898,2.0,98,,0,,0,1778.0,174996,5.0,175,,0
01/26/2022 10:00:00 AM,50-64,383.0,1039330,283.0,954441,23.0,100190,,0,,0,306.0,1054631,2367.0,616291,,666
01/26/2022 10:00:00 AM,65 and Older,191.0,889399,137.0,820125,6.0,53647,,0,,0,143.0,873772,1211.0,632824,3.0,398
01/26/2022 10:00:00 AM,Unknown,4.0,150343,2.0,131205,,21295,,0,,0,2.0,152500,,5732,,0
01/27/2022 10:00:00 AM,12-17,290.0,375972,378.0,342837,,172,,0,,0,378.0,343009,1299.0,95134,,0
01/27/2022 10:00:00 AM,18-49,1598.0,2047443,1239.0,1795765,68.0,165499,,0,,0,1307.0,1961264,5551.0,807987,,787
01/27/2022 10:00:00 AM,5-11,1061.0,227228,1973.0,176871,,98,,0,,0,1973.0,176969,5.0,180,,0
01/27/2022 10:00:00 AM,50-64,388.0,1039718,315.0,954756,11.0,100201,,0,,0,326.0,1054957,2566.0,618857,5.0,671
01/27/2022 10:00:00 AM,65 and Older,181.0,889580,121.0,820246,3.0,53650,,0,,0,124.0,873896,1321.0,634145,4.0,402
01/27/2022 10:00:00 AM,Unknown,107.0,150450,83.0,131288,110.0,21405,,0,,0,193.0,152693,106.0,5838,,0
01/28/2022 10:00:00 AM,12-17,324.0,376296,397.0,343234,,172,,0,,0,397.0,343406,1710.0,96844,,0
01/28/2022 10:00:00 AM,18-49,1747.0,2049190,1143.0,1796908,50.0,165549,,0,,0,1193.0,1962457,6211.0,814198,7.0,794
01/28/2022 10:00:00 AM,5-11,1013.0,228241,1413.0,178284,,98,,0,,0,1413.0,178382,3.0,183,,0
01/28/2022 10:00:00 AM,50-64,368.0,1040086,292.0,955048,14.0,100215,,0,,0,306.0,1055263,2863.0,621720,9.0,680
01/28/2022 10:00:00 AM,65 and Older,189.0,889769,112.0,820358,5.0,53655,,0,,0,117.0,874013,1042.0,635187,5.0,407
01/28/2022 10:00:00 AM,Unknown,115.0,150565,78.0,131366,8.0,21413,,0,,0,86.0,152779,8.0,5846,,0
01/29/2022 10:00:00 AM,12-17,271.0,376567,301.0,343535,,172,,0,,0,301.0,343707,1447.0,98291,,0
01/29/2022 10:00:00 AM,18-49,1036.0,2050226,581.0,1797489,30.0,165579,,0,,0,611.0,1963068,3181.0,817379,2.0,796
01/29/2022 10:00:00 AM,5-11,649.0,228890,1328.0,179612,,98,,0,,0,1328.0,179710,2.0,185,,0
01/29/2022 10:00:00 AM,50-64,188.0,1040274,141.0,955189,4.0,100219,,0,,0,145.0,1055408,1212.0,622932,4.0,684
01/29/2022 10:00:00 AM,65 and Older,56.0,889825,31.0,820389,,53655,,0,,0,31.0,874044,280.0,635467,1.0,408
01/29/2022 10:00:00 AM,Unknown,47.0,150612,41.0,131407,84.0,21497,,0,,0,125.0,152904,84.0,5930,,0
01/30/2022 10:00:00 AM,12-17,164.0,376731,197.0,343732,,172,,0,,0,197.0,343904,826.0,99117,,0
01/30/2022 10:00:00 AM,18-49,741.0,2050967,542.0,1798031,15.0,165594,,0,,0,557.0,1963625,2117.0,819496,,796
01/30/2022 10:00:00 AM,5-11,314.0,229204,763.0,180375,,98,,0,,0,763.0,180473,,185,,0
01/30/2022 10:00:00 AM,50-64,123.0,1040397,98.0,955287,1.0,100220,,0,,0,99.0,1055507,783.0,623715,3.0,687
01/30/2022 10:00:00 AM,65 and Older,47.0,889872,31.0,820420,,53655,,0,,0,31.0,874075,237.0,635704,,408
01/30/2022 10:00:00 AM,Unknown,83.0,150695,93.0,131500,1.0,21498,,0,,0,94.0,152998,1.0,5931,,0
01/31/2022 10:00:00 AM,12-17,295.0,377026,396.0,344128,,172,,0,,0,396.0,344300,935.0,100052,,0
01/31/2022 10:00:00 AM,18-49,1442.0,2052409,1171.0,1799202,45.0,165639,,0,,0,1216.0,1964841,4161.0,823657,2.0,798
01/31/2022 10:00:00 AM,5-11,728.0,229932,1457.0,181832,,98,,0,,0,1457.0,181930,2.0,187,,0
01/31/2022 10:00:00 AM,50-64,304.0,1040701,263.0,955550,10.0,100230,,0,,0,273.0,1055780,2085.0,625800,5.0,692
01/31/2022 10:00:00 AM,65 and Older,139.0,890011,127.0,820547,4.0,53659,,0,,0,131.0,874206,879.0,636583,2.0,410
02/01/2022 10:00:00 AM,12-17,247.0,377273,405.0,344533,,172,,0,,0,405.0,344705,864.0,100916,,0
02/01/2022 10:00:00 AM,18-49,1189.0,2053598,1205.0,1800407,62.0,165701,,0,,0,1267.0,1966108,3425.0,827082,4.0,802
02/01/2022 10:00:00 AM,5-11,763.0,230695,1638.0,183470,,98,,0,,0,1638.0,183568,7.0,194,,0
02/01/2022 10:00:00 AM,50-64,239.0,1040940,303.0,955853,10.0,100240,,0,,0,313.0,1056093,1935.0,627735,11.0,703
02/01/2022 10:00:00 AM,65 and Older,140.0,890151,107.0,820654,7.0,53666,,0,,0,114.0,874320,1045.0,637628,5.0,415
02/01/2022 10:00:00 AM,Unknown,6.0,150701,6.0,131506,,21498,,0,,0,6.0,153004,,5931,,0
02/02/2022 10:00:00 AM,12-17,261.0,377534,411.0,344944,,172,,0,,0,411.0,345116,798.0,101714,,0
02/02/2022 10:00:00 AM,18-49,1104.0,2054702,1300.0,1801707,58.0,165759,,0,,0,1358.0,1967466,3170.0,830252,3.0,805
02/02/2022 10:00:00 AM,5-11,945.0,231640,1807.0,185277,2.0,100,,0,,0,1809.0,185377,8.0,202,,0
02/02/2022 10:00:00 AM,50-64,286.0,1041226,309.0,956162,10.0,100250,,0,,0,319.0,1056412,1989.0,629724,10.0,713
