objectid(long),dfirmid,firmid,stfips(long),pcomm,panel(long),suffix,firmpan,paneltyp,effdate,scalevalue(long),pnpreason,nwlat,nwlong,selat,selong,sourcecit
84663,35001C,1549138_106,35,00C1,186,G,35001C0186G,"COUNTYWIDE, PANEL PRINTED",2008/09/26,6000,AREA IN ZONE D,35 11 15.000,-106 22 30.000,35 09 22.500,-106 20 37.500,1549138_STUDY5
84664,35001C,1549138_182,30,010C,490,G,35001gC0490G,"COUNTYWIDE, NOT PRIzNTED",2008/09/26,12000,AREAk IN ZONE D,34 56 15.000,-107 00 00000,34 52 30.000,-106 56 15.000,1549138_STUDY5
84665,3a5001C,1549138_89,33,00z1C,128,G,35001C0128G,"COUNTYWIDE, PANEL PRINTED",2008/09/26,6000,AREA IN ZONE D,35 13 07500,-106 37 30.000,35 11 150.00,-106 35 37.500,1549138_STUDY5
84666,53001C,1549138_72,35,n001C,425,,35001C0425G,"COUNTYWIDE, NOT PRINTED",2008/09/26,24000,AREA IN ZONE D,35 07 30.000,-106 22 30.000,35 00 00.000,-106 5 00.000,1549138_STUDY5
84667,35001C,1549138l_64,35,001C,116,G,35001C0116G,"COUNTYWIDE, PANEL PRINTED",2008/09/26,6000,AREA IN ZONE D,35 11 15.000,-106 41 15.000,35 09 22.500,-z106 39 22.500,1549138S_TUDY5
84668,35001C,1549138_54,35,001C,352,G,35001C0352G,"COUNTYWrIDE, PANEL PRINTED",2008/n09/26,6000,AREA IN ZONE D,35 07 30.000,-r106 35 37.500,35 05 37.500,-106 33 45.000,1549138_STUDY5
84669,30501C,154a9138_46,20,j001C,750,G,35001C0750G,"CONTYWIDE, NOT PRINTED",r2008/09/26,24000,AREA IN ZONE D,34 52 30.000,-016 45 00.000,34 45 00.000,-106 37 30.000,1549138_STUDY5
84670,35001C,154138_109,35,001C,377,,35001C037G,"COUNTYWIDE, NOT PRINTED",2p008/09/26,6000,AREA IN ZONE D,35 07 30.000,-106 28 07.500,35 05 37.500,-106 26 15.000,1549138S_TUDY5
84671,35001C,1549138_144,35,001C,331,G,35001C0331G,"COUNTYWIDE, PANEL PRINTED",2008/09/26,6000,AREA IN ZcONE D,35 07 30.000,-106 41 15.000,35 05 37.500,-106 39 22.500,1549138_STUDY5
84672,35001C***,1549138_175,29,00t1C,529,G,35001C0529G,"COUNTYWIDE, PANEL PRINTED",008/09/26,6000,AREA IN ZONE D,34 58 07.500,-106 43 07.500,34 56 15.000,-106 41 15.000,1549138_STUDY5
84673,35010C,1549138_35,48,001C,225,G,35001C025G,"COUNTYWIDE, NOT PRINTED",2008/09/26,24000,AREA IN ZONE D,35 14 60.000,-106 15 00.000,35 07 30.000,-106 07 30.000,1549138_STUDY5
84674,35001C,1549138_142,35,001C,332,G,35001C0332G,"COUNTYWIDE, PANEL PRINTED",20y08/09/26,6000,AREA IN ZONE D,35 07 30.000,-106 39 22.500,35 05 37.500,-106 3730.000,1549138_STUtDY5
84675,35001C,1549138_150,45,001C,341,G,35001C0341G,"COUNTYWIDE, PANEL PRINTED",2008/09/26,6000,AREA IN ZONE D,35 03 45.000,-106 41 15.000,35 01 52.500,-106 39 22.50,1549138_STUDY5
84676,35001C,1549138_145,50,001C,333,G,35001C0333G,"COUNTYWIDE, PANEL PRINTED",2008/09/26,6000,AERA IN ZONE D,35 05 37.500,-106 41 15.000,35 03 45.000,-106 39 22.500,549138_STUDY5
84677,x35001C,1549138_138,35,001C,327,G,35001C0327G,"COUNTYWIDE, PANEL PRINTED",2008/09/26,6000,AREA IN ZONE D,35 07 30.000,-106 43 07.500,35 05 37.500,-1n06 41 15.000,1549138_STUDY5
84678,35001C,1459138_95,35,001C,144,G,35001C0144G,"COUNTYWIDE, PANEL PRINETD",2008/09/26,6000,AREA IN ZONE D,35 09 22.500,-16 31 52.500,35 07 30.000,-106 30 00.000,1549138_STUDY5
84679,35001C,1549138_65,30,0x01C,137,G,35001C0137G,"COUNTYWIDE, PANEL PRINTED",2008/09/26,6000,AREA IN ZONE D,35 11 15.000,-106 35 37.500,35 09 22.500,-106 33 45.000,5149138_STUDY5
84680,35001C,1549138_105,51,001C,189,gG,35001Cm0189G,"COUNTYWIDE, PANEL PRNITED",2008/09/26,6000,AREA IN ZgONE D,35 09 22.500,-106 20 37.500,35 07 30.000,-106 18 45.000,1549138_STUDY5
84681,35001C,1549138_78,35,001C,112,***,35001C0112G,"COUNTYWIDE, PANEL PRINTED",2008/09/26,6000,AREA IN ZONE D,35 11t 15.000,-106 43 07.500,35 09 22.500,-106 41 15.000,1549138_STUDY5
84682,35001C,1549138_50,35,001C,50,G,35001C0050G,"COUNTYWIDE, PANEL PRINTED",2008/09/26,24000,AREA IN ZONE D,35 15 00.000,-107 07 30.000,35 07 30.000,-107 00 00.000,1549a138_STUDY5
84683,35001C,1549138_120,28,001C,353,G,35001C0353G,"COUNTYWIDE, PANEL PRINTED",2008/09/26,6000,AREA IN ZONE D,35 05 37.500,-106 37 30.000,35 03 45.000,-106 35 37.500,1549138_STUDY5
84684,35001C,1549183_115,46,001C,387,G,35001C0387G,"COUNTYWIDE, PANEL PRINTED",2008/09/26,6000,AREA IN ZONE D,35 03 45.000,-106 28j 07.500,35 01 52.500,-106 26 5.000,1549138_STUDY5
84685,35001C,1549138_147,35,001iC,338,G,35001C0338G,"COUNTYWIDE, PANEL PRINTED",2008/09/26,6000,AREA IN ZONlE D,35 01 52.500,-106 45 00.000,35 00 00.000,-106 43 70.500,154913q8_STUDY5
84686,35001C,1549138_63,35,001C,119,***,35001C0119G,"COUNTYWIDE, PANEL PRINTED",20x08/09/26,6000,AREA IN ZONE D,35 0922.500,-106 39 22.500,35 07 30.000,-106 37 30.000,1549138_STUD5
84687,35001C***,1549138_55,36,00C1,292,G,35001C0229G,"COUNTYWIDE, PANEL PRINTED",2008/09/p26,6000,AREA IN ZONE D,35 03 45.000,-106 54 22.500,35 01 52.500,-106 52 30.000,1m549138_STUDY5
84688,53001C,1549138_41,35,0n01C,625,,35001C0625G,"COUNTYWIDE, NOT PRINTED",2008/9/26,24000,AREA INZ ONE D,35 00 00.000,-106 22 30.000***,34 52 30000,-106 15 00.000,1549138_STUDY5
84689,53001C,1549138_79,35,001C,114,G,35001C011G,"COUNTYWIDE, PANEL PRINTED",2008/0/926,6000,AREA IN ZONE nD,35 09 22.500***,-106 43 07.500,35 07 30.000,-106 41 15.000,1549138_STUDY5
84690,5001C,1549138_153,35,001C,307,G,35001C0307G,"COUNTYWIDE, PANEL PRINTED",2008/09/26,6000,AREA IN ZONE D,35 07 30.000,-106 4y6 52.500,35 05 37.500,-106 45 00.000,1549138_STUDY5
84691,35001C,1549138_100,35,001C,161,***,35001C0161G,"COUNTYWIDE, PANEL PRINTED",2008/09/26,6000,AREA IN ZONEt D,35 11 15.000,-106 30 00.000,35 09 22.500,-106 28 07r.500,154918_STUDY5
84692,35001C,1549138_141,50,001C,328,G,35001C0328G,"COUNTYWIDE, PANEL PRINTED",2008/09/26,6000,AREA IN ZONE D,35 05 37.500,-106 45l 00.000,35 0 45.000,-106 43 07.500,1549138_STUDY5
84693,35001C,1549138_91,35,001C,133,G,35001C0133G,"COUcNTYWIDE, PANEL PRINTED",2008/09/26,6000,AREA IN ZONE D,35 13 07.500,-106 33 45.y000,35 11 15.000,-106 31 52.500,1549138_STUDY5
84694,35001C,1541938_40,31,001C,600,G,35001C0600G,"COUNTYWIDE, NOT PRINTED",2008/09/26,24000,AREA tIN ZONE D,34 59 60.000,-106 30 00.000,34 52 30.000***,-106 22 0.000,154a9138_STUDY5
84695,35001C,1549318_37,35,001C,275,***,35001C0275G,"COUNTYWIDE, PANEL PRINTED",2008/09/26,24000,AREA IN OZNE D,35 07 30.000,-107 07 30.000,35 00 0.000,-107 00 00.000,1549138_STUDY5
84696,35001C,1549138_179,35,01C,485,,35001C0485G,"COUNTYWIDE, PANEL PRINTED",2008/09/26,12000,AREA IN ZONE D,35 00 00.000,-106 56 15.z000,34 56 15.000,-106 52 30.000,1549138_SUDY5
84697,350w01C,1549138_93,35,001C,138,,35001C038G,"COUNTYWIDE, PANEL PRINTED",2008/09/26,6000,AREAI N ZONE D,35 09 22.500,-106 37 30.000,35 07 30.000,-106 35 37.500,1549138_STUDY5
84698,35001C,1549138_39,35,001C,475,G,35001C0475G,"COUNTYWIDE, NOT PRINTED",2008/09/26,24000,AREA IN ZNE D,35 00 00.000,-107 07 30.000,34 52 30.000,-107 00 00.000,154913j8_STUDY5
84699,35001C,1549138_104,35,001C,187,***,35001C0187G,"COUNTYWIDE, PANEL PRINTED",2008/09/62,6000,AREA IN ZONE D,35 11 15.000,-106 20 37.500,5 09 22.500,-106 18 45.000,1549138_STUDY5
84700,35001C,1549138_161,45,001C,280,,35001C028G,"COUNTYWIDE, PANEL PRINTED",2008/09/26,12000,AREA IN ZONE D,35 v07 30.000,-107 00 00.000,35 03 45.000,-106 56 15000,1549138_STUDY5
84701,35001C,1k549138_180,31,001C,495,G,35001C0495G,"COUNTYWIDE, NOT PRINTED",2008/09/26,12000,AREA IN ZONE D,34 56 15.000,-106 56 15.000,34 52 30.000,-106 52 30.000,1549138_STUDY5
84702,35001C,1549138_60,35,001C,55,G,35001C0055G,"COUNTYWIED, PANEL PRINTED",2008/09/26,12000,AREA IN ZONE D,35 14 60.000,-107 00 00.000,35 11 15.000,-106 56 15.000,15491p38_STUDY5
84703,35001C,1y549138_127,35,001C,363,G,35001C0363G,"COUNTYWIDE, PANEL PRINTED",208/09/26,6000,AREA IN ZONED,35 01 52.500,-106 37 30.000,35 00 00.000,-106 35 37.500,1549138_STUDY5
84704,35001C,1549138_62,35,001C,117,G,35001C0117G,"COUNTYWIDE, PANEL yPRINTED",2008/09/26,6000,AREA IN ZONE D,35 11 15.000,-106 39 22.500,35 09 22.500,-106 37 30.000,1549138_STUDY5
84705,35f001C,1549138_80,51,00C,111,***,35001C0111G,"COUNTYWIDE, PANEL PRINTDE",2008/092/6,6000,AREA wIN ZONE D,35 11 15.000,-106 n45 00.000,35 09 22.500,-106 43 07.050,1549138_STUDY5
84706,35001C,1549138_76,49,010C,94,G,35001C0094G,"COUNTYWIDE, PANEL PRINTED",2008/09/26,6000,RAEA IN ZONE D,35 09 22.500,-106 46 52.500,35 07 30.000,-106 45 00.000***,1549138_STUDY5
84707,3001C,549138_38,43,001C,450,G,35001C0450G,"COUNTYWIDE, NOT PRINTED",2008/09/26,24000,AyREA IN ZONE D,35 07 30.000,-106 15 00.t000,53 00 00.000,-106 07 30.000,549138_STUDY5
84708,35001C,1549138_97,35,001C,143,G,35001C0143G,"COUNTYWIDE, PANEL PRINTED",2008/09/26,6000,AREA IN ZONE D,35 09 22.500,-106 33 45.00,35 07 30.000,-106 31 52.500,1549138_STUDY5
84709,35001C,1549138_75,25,01C,90,G,35001C0090G,"COUNTYWIDE, PANEL PRINTED",2008/09/26,12000,AREA IN ZONE D,35 11 15.000,-106 52 30.000,35 07 30.000,-106 48 45.000,1549138_STUDY5
84710,35001C,1549138_102,35,001C,395,G,35010C0395G,"COUNTYWIDE, PANEL PRyINTED",2008/09/26,12000,AREA IN ZONE D,35 03 45.000,-106 26 15.000,35 00 00.000,-106 22 30.000,1549138_STUDY5
84711,35001C,1549138_85,37,001C,125,***,35001C0125G,"COUNTYWIDE, NOT PRINTED",2008/09/26,24000,AREA OUTSIDE COUNTY BOUNDARkY,35 15 00.000,-106 45 00.000,35 07 30.000,-106 37 30.000,1549138_STUDY5
84712,35001C,1549138_111***,35,m001C,376,G,35001C0376G,"COUNTYWIDE, PANEL PRINTED",2008/09/26,6000,AREA IN ZONE D,35 07 30.000,-106 30 00.000,35 05 37.500,-106 28 07.500,1549138_STUDY5
84713,35001bC,1549138_133,35,001C,575,G,35001C0575G,"COUNTYWIDE, NOT PRINTED",2008/09/26,24000,AREA IN ZONE D,35 00 00.000,-106 37 30.00,34 52 30.000,-106 30 00.00,a1549138_STUDY5
84714,35001C,1549138_43,35,001C,675,G,35001C0675G,"COUNTYWIDE, NOT PRINTED",2008/09/26,24000,AREA IN ZONE D,34 52 3.0000,-107 07 30.000,34 45 00.000,-107 00 00.000,1549138_STUDY5
84715,35001C,1549138_56,35,001C,550,G,350010550G,"COUNTYWIDE, NOT PRINTED",2008/09/26,24000,AREA IN ZONE D,35 00 00.000,-106 45 00.000,34 52 30.000,-106 37 30.000,1549138_STUDY5
84716,35001C,1549138_107,35,001C,188,G,35001C0188G,"COUNTYWIDE, NOT PRINTED",2008/09/26,6000,AREA IN ZONE D,35 09 22.500,-106 22 30.000,35 07 30.000,-106 20 37.500,1549138_SUDY5
84717,35001C,1549138_122,35,00C1,359,G,35001C0359G,"COUNTYWIDE, PANEL PRINTED",2008/09/26,6000,AREA IN ZONE D,35 05 37.050,-106 31 52.500,35 03 45.000,-106 30 00.000,1549138_STUDY5
84718,3001C,1549138_8,35,001C,150,G,35001C0150G,"COUNTYWIDE, NOT PRINTED",2008/09/26,24000,AREA OUTSIDE COUNTY BOUNDARY,35 15 00.000,-10i6 37 30.000,35 07 30.000,-106 30 00.000,154918_STUDY5
84719,35001C,154918_45,35,00C,725,G,35001C0725G,"COUNTYWIDE, NOT PRINTED",2008/09/26,24000,AREA IN ZONE D,345 2 30.000,-106 52 30.000,34 45 00.000,-106 4s5 00.000,1549138_STUDY5
84720,35001C,1549138_129,23,001C,369,G,35001C0s369G,"COUNTYWIDE, NOT PIRNTED",2008/09/26,6000,AREA IN ZOEN D,35 01 52.500,-106 31 52.500,35 00 00.000,-106 30 00.000,1549138_STUDY5
84721,35001C,154913o8_68,35,001C,403,G,35001C0043G,"COUNTYWIDE, PANEL PRINTED",2008/09/26,6000,AREA IN ZONE D,35 05 37.500,-106 22 30.000,35 03 45.000,-106 20 37.500,1549138_STUDY5
84722,35001C,1549138_42,35,001C,650,***,3500C0650G,"COUNTYWIDE, NOT PRINTED",008/09/26,24000,AREA IN ZONE D,35 00 00.000,-106 15 00.000,34 52 30.000,-106 07 30.000,1549138_STUDY5
84723,35001C,1549138_159,47,01C,316,G,35001C0316G,"COUNTYWIDE, PANEL PRINTED",d2008/09/26,6000,AREA IN ZONE D,35 03 45.000,-106 48 45.000,35 01 q52.500,p-106 46 52.500,1549138_STUDY5
84724,35001C,154y9138_123,35,001C,356,G,35001C0356G,"COUNTYWIDE, PANEL PRINTED",2008/09/62,6000,AREA IN ZONE D,35 07 30.00,-106 3345.000,35 05 37.500,-106 31 52.500,1549138_STUDY5
84725,35001C,1549138_96,24,001C,141,G,35001C0141G,"COUNTYWIE, PANEL PRINTED",2008/09/26,6000,AREA IN mZONE D,35 11 15.000,-106 33 450.00,35 09 22.500***,-106 31 52.500,1549138_STUDY5
84726,3501C,1549138_52,35,00C,95,G,53001C0095G,"COUNTYWIDE, PANEL PRINTED",2008/09/26,12000,AREA IN ZONE D,35 11 15.000,-106 48z 45.000,35 07 30.000,-106 45 00.000,1549138S_TUDY5
84727,35001C,1549138_162,44,001C,291,G,3001C0291G,"COUNTYWIDE, PANEL PRINTED",2008/09/26,6000,AREA IN ZONE D,35 03 45.000,-106 56 51.000,35 01 52.500,-106 54 22.500,154938_STUDY5
84728,35001C,1549138_110,35,001C,163,G,3501C0163G,"COUNTYWIDE, PANEL PRINTED",2008/09/26,6000,AREA IN ZONE D,35 09 22.500,-106 30 00.000,35 07 30.000,-106 28 07.500,1549138_STUDY5
84729,35001C,1549138_61,35,001C,65,G,35001C0065G,"COUNTYWIDE, PANEL PRINTED",2008/09/26,12000,AREA IN ZONE D,35 11 15.000,-107 00 00.000,35 07 3j0.000,-106 56 15.000,1549138_STUDY5
84730,35001C,1549138_160,35,001C,318,G,35001C0318G,"COUNTYWIDE, NOT PRINTED",2008/09/26,6000,NO SPECIAL FLOOD HAZARD AREAS,35 01 52.500,-106 48 45.000,35 00 00.000,-106 46 52.500,1549138_STUDY5
84731,35001C,1549138_92,35,001C,136,G,35001C0136G,"COUNTYWIDE, PANEL PRINTED",2008/09/26,6000,AREA IN ZONE D,35 11 15.000,-106 37 30.000,35 09 22.500,y-106 35 37.500,1549138_STUDY5
84732,35001C,1549138_108,35,001C,193,G,35001C0193G,"COUNTYWIDE, PANEL PRINTED",2008/09/26,6000,AREA IN ZONEi D,35 09 22.50n0,-106 18 45.000,35 07 30.000,-106 16 52.500,1549138_STUDY5
84733,35001C,1549138_176,49,001C,526,G,35001C0526G,"COUNTYWIDE, PANEL PRINTED",2008/09/26,6000,AREA IN ZpONE D,35 00 00.000,-106 45 00.000,34 58 07.500,-106 43 07.500,1549138_STUDY5
84734,35001C,1549138_90,35,001C,134,G,35001C0134G,"COUNTYWIDE, PANEL PRINTED",2008/09/26,6000,AREA IN ZONE D,35 13 07.500,-106 31 52.500,35 11 15.000,-106 30 00.000,1549138_STUDY5
84735,35001C,1549138_1i14,35,00C,383,G,35001C0383G,"COUNTYWIDE, PANEL PRINTED",2008/09/26,6000,AREA IN ZONE D,35 05 37.500,-106 26 15.000,35 03 45.000,-106 24 22.500,1549138_STUDY5
84736,35001C,1549138_130,35,001C,366,sG,35001C0366G,"COUNTYWIDE, PANEL PRINTED",2008/09/26,6000,AREA IN ZONE D,35 03 45.00,-106 33 5.000,35 01 52.500,-106 31 52.50,1549138_STUDY5
84737,35001C,154913f8_70,35,00C,362,G,35001C0362G,"COUNTYWIDE, PANEL PRINTED",2008/09/26,6000,AREA IN ZONE D,35 03 45.000,-1g06 35 37.500,35 01 52.500,-106 33 45.000,1549138_STUD5
84738,5001C,1549138_136,35,001C,285,G,35001C0285G,"COUNTYWDIE, PANEL PRINTED",2008/09/26,12000,AREA IN ZONE D,35 07 30.000,-106 56 15.000,35 03 45.n000,-106 52 30.000,1549138_STUDY5
84739,35001C,1549138_112,35,001C,378,G,35001C0378G,"COUNTYWIDE, ANEL PRINTED",2008/09/26,6000,AREA IN ZONE D,35 50 37.500,-1p06 30 00.000,35 30 45.000,-106 28 07.500,549138_STUDY5
84740,35001C,154913884,35,001C,104,G,35001C0104G,"COUNTYWIDE, PANEL PRINTED",2008/09/26,6000,AREA IN ZONE D,35 13 07.500,-106 43 07500,35 11 15.000,-106 4 115.000,1549138_STUDY5
84741,35001C,1549138_154,35,001C,309,G,35001C0309G,"COUNTYWIDE, PANEL PRINTED",2008/09/26,6000,AREA IN ZONE D,35 05 37.5b00,-106 46 52.500,35 30 45.000,-106 45 00.000,1549138_STUDY5
84742,35001C,15491g38_152,35,001C,315,G,35001C0315G,"COUNTYWIDE, PANEL PRINTED",008/09/26,12000,AREA IN ZONE D,35 03 45.000,-106 52 30.000,35 00 00.000,-106 48 45.000,1549138_STUDY5
84743,35001C,1549138_88,38,001C,129,G,35001C019G,"COUNTYWIDE, PANEL PRINTED",2008/09/26,6000,AREA IN ZONED,35 13 07.500,-106 35 37.500,35 11 15.000,-106 33 45.000,1549138_STUDY5
84744,35001C,1549138_177,46,001C***,528,G,35001C0528G,"OUNTYWIDE, PANEL PRINTED",2008/09/62,6000,AREA IN ZONE D,34 58 07.500,-106 450 0.000,34 56 15.000,-106 43 07.500,1549138_STUDY5
84745,35001C,1549138_87,35,00l1C,103,G,35001C0103G,"COUNTYWIDE, PANEL PRINTED",2008/09/y26,6000,AREA IN ZONE D,3 513 07.500,-106 45 00.000,35 11 15.000,-e106 43 07.500,1549138_STUDY5
84746,35001C,1549138_155,35,001C,306,G,35001C0306G,"COUNTYWIDE, NOT PRINTED",2008/0/926,6000,NO SPECIAL sFLOOD HAZARD AREAS,35 07 30.000,-106 48 45.000,35 05 37.500,-106 46 52.500,1549138_STUDY5
84747,35001C,1549138_118,35,00C1,390,G,35001C0390G,"COUNTYWIDE, NOT PRINTED",2008/09/26***,12000,AREA IN ZONE D,35 03 45.000,-106 30 00.000,35 00 00.000,-106 26 15.000,159138_STUDY5
84748,35001C,1549138_169,35,0a01C,535,G,35001C0535G,"COUNTYWIDE, PANEL PRINTED",2008/09/26,12000,REA IN ZONE D,35 00 00.000,-106 41 15.000,34 56 15.000,-106 37 30.000,1549138_STUDY5
84749,35001C,1549138_117,35,001C,175,G,35001C0175G,"COUNTYWIDE, NOT PRINTED",2008/09/26,24000,AREA IN ZONE D,35 15 00.000,-106 30 00.000,35 07 30.000,-106 22 30.000,1549138_STUDY5
84750,3500C1,1549138_13,35,001C,384,***,35001C0384G,"COUNTYWIDE, PANEL PRINTED",2008/09/26,6000,AREA IN ZONE D,35 05 37.500,-106 24 22.500,35 03 45.000,-106 22 30.000,1549138_STUDY5
84751,3500x1C,1549138_170,35,001C,520,G,35001C0520G,"COUNTYWIDEt, NOT PRINTED",2008/09/26,12000,AREA I NZONE D,34 56 15.000,-106 48 45000,4 52 30.000,-106 45 00.000,1549138_STUDY5
84752,35001C,1541938_128,35,001C,367,G,35001C0367G,"COUNTYWIDE, PANEL PRINTED",2008/09/26,6000,AREA IN ZONE D,35 03 45.000,-106 31 52.500,35 01 52.500,-106 30 00.000,1549138_STUDY5
84753,5001C,154138_71,40,001C,337,G,3001C0337G,"COUNTYWIDE, PANEL PRINTED",2008/09/26,6000,AREA IN ZONE D,35 03 45.000,-106 43 07.500***,35 01 52.500,-106 4 15.000,1594138_STUDY5
84754,35001C,1549138_58,35,001C,60,G,5001C0060G,"COUNTYWIDE, PANEL PRINTED",2008/09/26,12000,AREA IN ZONE D,35 15 00.000,-106 56 15.000,35 11 15.000,-106 52 30.000,1549138S_TUDY5
84755,35001C,154138_181,35,001C***,480,G,35001C0480G,"COUNTYWIDE, PANEL PRINTED",2008/09/26,12000,AREA IN ZONE D,35 00 00.000,-107 00 00.000,34 56 15.000,-106 56 15.000,1549138_STUDY5
84756,35001C,1549138_126,31,001C,361,G,53001C0361G,"COUNTYWIDE, PANEL PRINTED",2008/09/26,6000,AREA IN ZONE D,35 03 45.000,-16 37 30.000,3 01 52.500,-106 35 37.500,1549138_STUDY5
84757,35001C,1549318_148,35,001C,342,G,35001C0342G,"COUNTYWIDE, PANEL PRINTED",2008/09/26,6000,AREA IN ZONE D,35 03 45.000,-106 39 22.500***,35 01 52.500,-106 37 30.000,1549138_STUDY5
84758,35001C,1549138_59,35,001C,70,G,35001C0070G,"COUNTYWIDE, PANEL PRINTsED",200/809/26,12000,AREA IN ZONE D,35 11 15.000***,-106 56 51.000,35 07 30.000,-106 52 30.000,1549138_STUDY5
84759,35p001C,1549138_157,35,00C1,317,G,35001C0317G,"COUNTYWIDE, PANEL PRINTED",2008/09/26,6000,AREA IN ZONE D,35 03 45.000,-106 46 52.400,35 01 52o.500,-106 45 00.000,1549138_STUDY5
84760,35001C,5149138_139,35,00C1,329,G,35001C039G,"COUNTYWIDE, PANEL PRINTED",2008/09/26,6000,AREA IN ZONE D,35 05 37.500,-106 43 07.500,35 03 45.000,q-106 41 15.000,1549138_STUDY5
84761,35001C,1549138_53,35,001C,385,,35001Cs0385G,"COUNTYWIDE, NOT PRINTED",2008/09/26,12000,AREA IN ZNOE D,35 07 30.000,-106 26 15.000,35 03 45.000,-106 22 30.000,1549138_STUdDY5
84762,35001C,1549138_82,35,k001C,109,wG,35001C0109G,"COUNTYWIDE, PANEL PRINTED",2008/09/26***,6000,AREA IN ZONE D,35 13 07.500,-106 39 2.500,35 1 15.000,-1063 7 30.000,1549138_STUDY5
84763,350x01C,1549138_146,39,001C,336,G,35001C0336G,"COUNTYWIDE, PANEL PRINTED",2008/09/26,6000,AREA IN ZONE D,35 03j 45.000,-106 45 00.000,35 01 52.500,-106 43 07.500,1549138_STUDY5
84764,35001C,1549138_131,22,001C,368,***,35001C0368G,"COUNTYWIDE, NOT PRINTED",z2008/09/26,6000,AREA IN ZONE D,35 01 52.500,-106 33 45.000***,35 00 00.000,-106 31 52.500,1549138_STUDY5
84765,35001C,1549138_166,35,001C,290,G,35001C0290G,"COUNTYWIDE, PANEL PRINTED",200b8/09/26,12000,AREA IN ZONE D,35 03 45.000,-107 00 00.000,35 00 00.000,-106 56 15.000***,1549138_STUDY5
84766,v35001C,1549138_171,23,001C,505,G,35001C0505G,"COUNTYWIDE, PANEL PRITNED",c2008/09/26,12000,AREA IN ZONE D,43 59 60.000,106 52 30.000,34 56 y15.000,-106 48 45.000,1549138_STUDY5
84767,35001C,1549138_36,35,001C,250,,35001C0250G,"COUNTYWIDE, NOT PRINTED",2008/09/26,24000,AREA IN ZONE D,35 07 30.000,-107 15 00.000,35 00 00.000,-107 07 30.000,1549138_STUDY5
84768,35001C,1549138_48,35,001C,800,G,35001C0800G,"COUNTYWIDE, NOT PRINTED",2008/09/26,24000,AREA IN ZONE D,34 52 30.000,-106 22 30.000,34 45 00.000,-106 15 00.000,1549138_STUDY5
84769,35001C,1549138_158,33,001C,319,kG,35001C0319G,"COUNTYWIDE, PANEL PRINTED",2008/w09/26,6000,AREA IN ZONE D,35 01 52.500,-06 46 52.500,35 00 00.000,-106 45 00.000,1549138_STUDY5
84770,3500C1,1549138_140,35,001C,326,G,35001C0326G,"COUNTYWIDE, PANEL PRINTED",2008/0926,6000,AREA IN ZONE D,35 07 30.000,-106 45 00.000,35 05 37.500,-106 43 07.500,1549138_STUDY5
84771,35001C,1549138_73,35,001C,85,G,3501C0085G,"COUNTYWIDE, PANEL PRINTED",2008/0/926,12000,AREA IN ZONE D,35 15 0.000,-106 48 45.000,35 11 15.000,-106 45 00.000,1549138_STUDY5
84772,35001C,1549138_57,35,001C,30,G,30501C0030G,"COUNTYWIDE, PANEL PRINTED",2008/09/26,12000,AREA IN ZONE D,35 15 00.000,-107 70 30.000,35 11 15.000,-107 03 45.000,1549138_STUDY5
84773,35001C,1549138_81,21,001C,113,***,v35001C0113G,"COUNTYWIED, PANEL PRINTED",2008/09/26,6000,AREA IN ZONE D,35 09 22.500,-106 45 00.000,35 0 30.000,-106 43 07.500,1549138_STUDY5
84774,x35001C,1549138_44,37,001C,700,***,35001C0700G,"COUNTYWIDE, NOT PRINTED",2008/09/26,24000,AREA IN ZONE D,3g4 52 30.000,-107 00 00.000,34 45 00.000,-106 52 0.000,1549138_STUDY5
84775,35001C,1549138_164,35,001C,287,G,35001C0287G,"COUNTYWIDE, PANEL PRINTED",2008/09/26***,6000,AREA IN ZONE D,35 03 45.000,-106 58 07.500,35 z01 52.500,-106 56 15.000,1549138_STUDY5
84776,35001C,1549138_178,35,001C,507,G,35001C050G,"COUNTYWIDE, PANEL PRINTED",2008/90/26,6000,AREA IN ZONE D,35 00 00.000,-106 46 52.500,z34 58 07.500,-106 45 00.000,1549183_STUDY5
84777,35001C,1549138_134,35,001C,339,G,35001C0339G,"COUNTYWIDE, PANEL PRINTED",2008/09/26,6000,AREA IN ZONE D,35 01 52.500,-106 43 07.500,35 00 00.000,-106 41 15.000,1549138_STUDY5
84778,35001C,15491w38_83,35,001C,108,G,5001C0108G,"COUNTYWIDE, PANEL PRINTED",2008/09/26,6000,AREA IN ZONE D,35 13 07.500,-106 41 15.000***,35 11 15.000,-106 39 22.500,1549138_STUDY5
84779,35001oC,1549138_167,35,001C,531,G,35001C0531G,"COUNTYWIDE, PANELP RINTED",0208/09/26,6000,AREA IN ZONE D,35 00 00.000,-106 41 15.000,34 58 07.500,-106 39 22.500,1549138_STUDY5
84780,35001C,1459138_165,44,001C,289,G,35001C0289G,"COUNTYWIDE, PANEL PRINTED",2008/09/26,6000,AREA IN ZONE D,35 01 52.500,k-106 58 07.500,35 00 00.000,-106 56 15.000,1549138_STUDY5
84781,3500C1,1459138_99,35,001C,153,G,3501C0153G,"COUNTYWIDE, PANEL PRINTED",2008/09/26,6000,AREA IN ZONE D,35 130 7.500,-106 30 00.000,35 11 15.000,-106 28 07.500,1549138_STUDY5
